,r ($\AA$),g_full(r),O (DOL),O (DOL),S (EMS),O (EMS),O (EMS),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
172,8.625,0.9957824955098136,1.0310446684536063,1.0674086640573217,0.8055613702495901,0.7233782579040855,0.736727798995741,1.5435406887226737,1.134710992790721,1.0879875989699266,1.143054455973006,1.1530666117917474,0.7625419684172953,1.268712068142569,1.459347560246893,1.505363023858281,1.3804639083416557,0.6902319541708273,1.3015802564364185,1.3475957200478068,0.7747501526407237
173,8.675,0.9955066688775044,1.0483223855716473,1.077141180090761,0.7752708626465418,0.7488786630670848,0.7468167724749398,1.5175514758187618,1.0969257950211708,1.1447616567589358,1.1579577565486645,1.1843499561281206,0.7342829769360214,1.2281370145213102,1.4620678744301303,1.5530409866168942,1.2216389350793986,0.6758002619588162,1.2541293322889568,1.26712549117278,0.6892605693742053
174,8.725,0.9972042416061347,1.054721973635592,1.0528839452179877,0.8022852656043883,0.7325745031966905,0.7370588212463083,1.5279294590880326,1.161030709573831,1.1675533540096386,1.1414627762664056,1.1773373206633502,0.8286723271856115,1.130591702206726,1.535292141064815,1.477477792656517,1.201253683594646,0.8222485106958005,1.3939681782889743,1.3746967288195415,0.6705677825588363
175,8.775,0.9976602407333274,1.0672680427946597,1.0545480490950636,0.7847047981371008,0.7496409473728853,0.6920072616340021,1.562155006460916,1.1317160108726143,1.115594700176423,1.1865284672396637,1.141388797290329,0.6668360333424476,1.155849124460243,1.35907534414556,1.435285176527555,0.9780261822355896,0.7875016012806045,1.5114950089095478,1.238409776207403,0.6864717299510746
176,8.825000000000001,0.9983295263100908,1.0614967791731762,1.029157808185672,0.7132770046795216,0.6845865329829153,0.7371857310933606,1.5142193395431196,1.2018119810689598,1.1284918867331877,1.1715275942780972,1.1683397640895854,0.7911614922397534,1.293486249217375,1.5634858060928465,1.287207189755155,1.111393524812987,0.7534871354664315,1.299765308679595,1.3060443681418157,0.7654045340375852
177,8.875,0.9986805952879206,1.0389114367198955,1.042168212383594,0.7178707901061699,0.7359948605479284,0.7580589463031125,1.525573929358447,1.207220692033647,1.0133719386131006,1.1410284347680946,1.1079323061353183,0.7512295864265075,1.2044507418739052,1.5521272446828684,1.5210846997892111,1.098906089235471,0.9250678378309894,1.1423656520865908,0.9685274006821092,0.6982672037099822
178,8.925,1.0000790709484944,1.0372575341123311,1.0407706841008573,0.7195899544767519,0.732836331548874,0.7468619072722975,1.5677476864182185,1.1142540713608606,1.1968491283987994,1.1173708659660668,1.0986700983348354,0.7796708929081507,1.0559322329149754,1.3628892773670032,1.233967318697152,1.0927670782492191,0.810366597353353,1.092767078249219,1.0743496555820975,0.7049362492282997
179,8.975,1.0002267778323672,1.058157646628516,1.043682165826484,0.6757644377738612,0.7119798637434981,0.7335550111296641,1.5534106118039952,1.168140122765306,1.1743044505899256,1.1696812047214604,1.072593041483711,0.8984974798914401,1.262753214982565,1.4448810825281269,1.3052497174098618,1.092767205273373,0.7224405412640634,0.9834904847460356,1.1595474233734122,0.7461667226484004
180,9.025,1.0004525209650592,1.0364445439057846,1.0172617305241032,0.6816329728117482,0.7269735674258332,0.7559305858348283,1.4920484748635017,1.2085745051754415,1.1567566827593443,1.152184521957924,1.0927464315394595,0.7144578545249752,1.1887618083692857,1.4289157090499498,1.386888776430834,1.0806925530629874,0.7925078722461911,1.116715638165087,1.2127771984373528,0.7743125384446202
181,9.075,1.0016953828599853,1.016560226415982,1.0536547639258689,0.6937375534431219,0.7069264803146648,0.7261446308989119,1.5751346949441885,1.1214356105631358,1.115406386850431,1.1756986239774805,1.1666547884084233,0.7184824924306827,1.1460092647861304,1.508219446920606,1.211325855007101,1.12819564927132,0.8431778010343548,1.2350773423601813,1.1103820337565096,0.7538067708154939
182,9.125,1.0016856226643616,0.9987287158609052,1.01777345861989,0.6570845584556281,0.7580884809408663,0.7420620282956071,1.5012686338396306,1.1166337703534095,1.189684577759708,1.1270695999828817,1.1002346095070985,0.7869790136163942,1.0806278992941536,1.3860227403990224,1.1628495872839262,1.0688819438670432,0.7752330581892839,1.1041198101483745,1.1922144758517017,0.8048975884771387
183,9.175,1.0022920899808505,1.028872856366048,0.9898122551954464,0.6591588323237882,0.7406320437016166,0.7539036980437062,1.548359673243798,1.1708548386243578,1.1413622734197144,1.1384130168992497,1.225416084252949,0.7726158369519556,0.9701266524133576,1.4929493992229523,1.3535300000737267,1.0979277683001474,0.7377609871646499,1.1966831760308485,1.2199197425557198,0.7785435324940149
184,9.225,1.003348544844571,0.9763713799621764,0.9925391911936576,0.6272351903571867,0.7402833932704006,0.744659452738009,1.4178432675050834,1.1071430453048952,1.1757013102974252,1.2267553374195217,1.193205548167858,0.8274730629659289,1.011355965847246,1.3676290901797992,1.0860583951427816,1.097551076572863,0.9366535365517112,1.0918047358578225,0.9998632844171632,0.8610715653099961
185,9.275,1.004483447220819,1.0233427067478893,0.9677704537986658,0.6334778078400977,0.7637087239165637,0.7759742395581151,1.415584805218988,1.2020205328719855,1.1818185071094307,1.1717174942281536,1.2799426322418377,0.8640520109698575,0.9891121704523368,1.3983999651222696,1.4836682556785057,1.034588592082329,0.756045509598625,1.1710178569723069,0.9720585123410896,0.8250142153614586
186,9.325,1.0049222808445812,0.9928204726880092,0.9794112280541896,0.6177804039657766,0.744834028351575,0.8183538222377388,1.5317813366961948,1.0778144540592984,1.2020129408184494,1.1634685828587128,1.2177161977650088,0.8491871456224785,1.102256162529839,1.2484738167429803,1.1922362574302332,0.933543484591598,0.9222959727290484,1.119127430323663,0.9335434845915984,0.8464900381860504
187,9.375,1.005527129850731,0.973768032461675,0.9846466399087944,0.655698369056111,0.7708075065425364,0.7598615456159131,1.4589906628647549,1.1200189696531946,1.2414838263873371,1.2556076469378197,1.1948752185707476,0.7566943858561084,1.0348908512443835,1.301959458017128,1.1072219322453356,0.9291761943968396,0.7900779617027012,1.073838356398742,1.1739890839385216,0.8805769751371735
188,9.425,1.0058411422741318,0.9624136088231005,0.9639887538457252,0.6029937864941045,0.7650964034890428,0.754266271750157,1.4086158442318828,1.211577318401828,1.1668593550928794,1.1738465368599025,1.172449100506498,0.8312628974949446,1.0184346757388392,1.3046973954059724,1.1340407740659508,0.8532831067001083,0.8202527928923624,1.1725761401749877,1.0129296234375482,0.8786737560897377
189,9.475,1.0061513873501955,0.9860519351830908,0.9613746607251368,0.6484987911562816,0.7712157798878806,0.7504748803839487,1.4739865914127852,1.208503077762452,1.1919103581593058,1.256898509938294,1.183613998357733,0.931454941358412,0.9641375708797594,1.3018580759336866,1.2147043972100933,0.9695846757999842,0.6754410101078545,1.0458441446831293,0.9750317807202088,0.818066226692512
190,9.525,1.0066817649624165,0.9500227988132678,0.9734135116628364,0.6653105674714496,0.7751124657533702,0.78126958154488,1.3709844495761287,1.1301728097304216,1.1807979840161666,1.108280842471721,1.1411187933597722,0.7599995451742104,1.088793674646742,1.2504957055348722,1.2289354347497885,0.9648221176325092,0.8570207637070894,1.099573810039284,1.0079426592026772,0.7659396197782639
191,9.575,1.006053232181802,0.9291891953313284,0.9337677350291016,0.6353623885472097,0.7826093992121197,0.7711004374590003,1.3499335138658872,1.1847460628211146,1.1698521123170775,1.1779760853192802,1.111630305801298,0.8747631535704304,1.0827860986268134,1.2428037486701848,1.1787966886528365,1.0561164902862514,0.8854309969066552,1.1201235503036,1.0027772736051277,0.892669890599093
192,9.625,1.007237410819493,0.9205672881716228,0.9432227587582912,0.6676373545390417,0.7822043265673171,0.7694746630086197,1.3346047267855206,1.1081507118992218,1.156389436963759,1.0840313493669536,1.207308091198548,0.770682661384605,1.1401880469799637,1.3038261463150502,1.156023992076907,0.9395994090853405,0.8181904966754369,1.1243521018830196,1.1665812888082032,0.8638669641659406
193,9.675,1.0069376833955972,0.9452081196080852,0.927768855408674,0.6673853096901904,0.788065017950117,0.7850811790096237,1.314215284456988,1.1431418518687422,1.13253264674699,1.1365110986676472,1.12059729098502,0.8097556181943032,0.9090159842955412,1.1702274740356389,1.1284336356772229,0.9037917545007388,0.8097556181943041,1.1284336356772235,1.107536716498016,0.8936631457148995
194,9.725,1.0073409272805618,0.9461165808570712,0.932554836799959,0.6447898018874063,0.7947485497054947,0.7383089334588618,1.3388001993387362,1.2009825317597482,1.14191781708304,1.221983319200356,1.2062327286199006,0.8583276381975617,0.9669112550779768,1.1685665435701746,1.20993173095319,0.8583276381975617,0.8479863413518083,1.085836168804145,1.075494871958391,0.8357456226364263
195,9.775,1.007639682897637,0.907663205244238,0.9208425042717152,0.6492531972614627,0.7551344090209609,0.7798183724986352,1.2887627247291062,1.0847952370451648,1.151052191643133,1.1835310909558625,1.192625182763427,0.9314554639262772,0.8700408179531164,1.1668782734900611,1.1873498221477825,1.1003457403524703,0.8751587051175463,1.1003457403524706,1.0031058842282985,0.8961524871593931
196,9.825,1.0078885139018483,0.9160840135123074,0.9245394303036928,0.6722390849155766,0.763864211267054,0.7796173031660801,1.2062367511254155,1.1972349843259713,1.1779454840414505,1.1509401836431206,1.1920911175834326,0.8510761337655568,1.104372602148164,1.180361542662946,1.2056911895012064,0.9675925092215562,0.9017354274420784,1.008119944162773,0.8966694980744259,0.8068784846906326
197,9.875,1.0085066833777163,0.9307450309166508,0.9405498989196264,0.671177246709535,0.7621951189517958,0.7768343571446066,1.2958908243723226,1.1545903513808409,1.106217216482856,1.112582102653643,1.1469524879758963,1.0530993482575572,0.957818931034255,1.1333354890771807,1.007966519046519,0.9879074838416136,0.8926270666183109,0.9979370014440664,1.093217418667369,0.8156146993137611
198,9.925,1.0092110045568294,0.921627628328539,0.9176030535323446,0.6902655676352714,0.7463437378950059,0.7693420886195039,1.184572585261808,1.180792034457781,1.207255890085971,1.0976199167691858,1.1807920344577807,0.853869858364089,0.9879075686886843,1.131873998296583,1.1070522000883247,1.072301682596763,1.0127293668969428,1.0524442440301562,0.977978849405381,0.8893295700901717
199,9.975,1.0093973503022045,0.9091302167979014,0.8974116009587936,0.7002053250263804,0.7681985369888531,0.7809862511652816,1.1440325755887586,1.1016147919791428,1.1153381925587242,1.1440325755887584,1.1315567568800482,1.0271757403505033,0.9829432922014388,1.0763229049605751,0.9043078288253232,0.9092225452863312,0.8699048135982731,1.0026021580454678,0.9780285757404316,0.8208579493241397
200,10.025,1.0093327621616806,0.933033938800946,0.9441718719176942,0.7182503221655981,0.7809351095257083,0.7725977240147576,1.1277085883700615,1.1450009435038857,1.137589934160818,1.100534887445482,1.1388251023846625,0.8028593454989489,1.0169551709653355,1.0850765699773677,1.094808198407658,0.934236329307868,0.8661149302958364,1.1921244827105608,0.9293705150927228,0.8618449300662184
201,10.075,1.0088404256275,0.9166740260777598,0.9051868828938276,0.6952407850530999,0.8147830660362847,0.7903242873184972,1.1361102714412137,1.1397790882488814,1.0994221033645328,1.081078019326192,1.143447905056549,0.9635276464582812,0.9731629229228648,0.9587100082259902,1.0165216670134871,0.9249865405999508,0.7660044789343339,0.982798199387447,1.2188624727697266,0.9100911897388868
202,10.125,1.0088094584799925,0.9340304393467816,0.9012734049420232,0.7216906631208961,0.7646772714108148,0.7870787433365477,1.0510528449478826,1.1442914037739036,1.1999923609946443,1.144291403773904,1.0728488716864328,0.8634015305691832,1.1686926794997232,0.9969664082262942,1.05897867285281,0.8061594401447064,1.0065067566303745,0.9683453630140564,1.1066804148732077,0.8706054671192018
203,10.175,1.0085515770112952,0.928026841149956,0.922395610317736,0.7287037946126756,0.7877554801489564,0.7799618566771629,1.117485703955597,1.0335543742593611,1.1138886469686151,1.1582523498080546,1.141466083868807,0.9399582247799234,0.8265964288265657,0.8927241431326911,0.9399582247799234,0.9777454900977092,0.9446816329446468,1.0297029799096646,1.0863838778863435,0.9606833830537086
204,10.225,1.0086438041154775,0.9265567506222232,0.8884149103823581,0.6898337000503051,0.7886782018217132,0.8159865927015015,1.0187217119503649,1.0899609925063336,1.1089581339879258,1.103021527274928,1.0507793882005507,0.9682065857379502,1.014979850749446,1.0196571772505951,0.9307879737287535,0.8933693617195582,0.9214333207264552,0.9775612387402488,1.1319130132781832,0.9009103575071248
205,10.275,1.0081668717833112,0.917340238855313,0.940754172233272,0.7672056123475892,0.7854304199972257,0.8151192195555044,1.047632491343605,1.0864336947267017,1.0981916351458214,1.1123011636487652,1.0793789304752293,0.9263831845367396,0.9680704278408933,1.0699725781399343,1.0329172507584643,0.8291129501603819,1.0004938392996785,1.0514449144491995,0.9541746800728416,0.9389555277554514
206,10.325,1.0083626719942018,0.9194147181644512,0.9334148471110432,0.7676529838418363,0.8095726007069194,0.8049148654996878,1.04799042162708,1.037510517410809,1.027030613194538,1.0992255089066254,1.0934033398975866,0.9495428365651432,1.0229374519518208,0.9678914904118128,0.912845528871804,1.0091759615668188,1.0091759615668188,1.0091759615668188,1.0596347596451596,0.8758205666454881
207,10.375,1.008526526726936,0.8995251795076407,0.9266062602972488,0.7475861507895238,0.8196634888910972,0.7974636687558125,1.007929496012409,1.0725107909514182,1.0990352513727977,1.036760431253038,1.0413733808915389,0.9222404618184392,0.8995251795076401,0.8404654454995628,0.9040682359698,0.9767571393643568,0.8904390665833205,0.9313265747427588,1.1085057767669908,0.8689290849665652
208,10.425,1.008087291461835,0.948423574862006,0.9501401786174128,0.7695584152902669,0.8223852452823633,0.8163886862021795,1.045114582546337,1.065674213678396,1.1410595278292792,1.146770536477074,1.1353485191814856,1.0439031564695331,1.043903156469533,0.9044160967688628,0.9764094179046924,1.0754002344664588,1.0034069133306285,1.0034069133306287,1.0798998170374474,0.8712201967808482
209,10.475,1.0079056995029927,0.9215383576270062,0.9298271020798322,0.7543100772847752,0.8366138764935749,0.8309572579912524,0.9310794054823704,1.060050307335335,1.08833339984695,1.030635891123255,1.0996466368515958,1.0607016755265106,0.949283432298936,0.8690622971750821,1.0829853241720253,0.9537401620280388,0.9359132431116268,0.904716135007906,1.0384180268809955,0.847915569378829
210,10.525,1.0074111694435273,0.9353288248015031,0.9542753911377936,0.7583662758559131,0.8312052975487602,0.8244816955463434,0.912168671661194,1.060087915714361,1.0757763203866664,1.099308927395125,1.0421583103745828,1.130108457779932,0.900555177293383,1.0241607898630634,0.8343378848453402,1.161009860922352,0.9005551772933826,1.063891165331889,1.0815491099847006,0.9052849838968152
211,10.575,1.007437961751861,0.9275476907432292,0.9354718841443632,0.7570395810738153,0.8119860022807858,0.8333540549723851,0.951294605542902,0.9868155243029642,1.0511971895555756,1.1322292854769669,1.1177989122306913,0.9751434042179812,0.9970076061062773,0.9882619253509588,0.922669319686072,1.027617488749891,0.9751434042179814,1.0800915732817995,1.0407360098828675,0.8776022913040753
212,10.625,1.007067534802038,0.9425943255595084,0.9417680320459784,0.7963896334702877,0.7985888454370679,0.8563181595650486,0.9181709961307424,1.0215339585694134,1.0633189859382377,1.0127371107022929,1.0666178038884078,1.0049732260316908,1.022300350618444,0.8620244481909762,1.061286380938639,1.08294528667208,0.9356647276846776,0.987646101444938,0.991977882591626,0.9014524969955258
213,10.675,1.0062761598487429,0.960388661240938,0.9573190192382504,0.830885974761389,0.8703741643190421,0.8578468765973043,0.8910714222940895,1.0403095455878433,1.0599174741957815,1.0544708273602432,1.07952540280372,1.051367889163027,1.0170375091087236,0.9827071290544204,0.8840072863983002,0.9955810215747845,0.914046368945815,0.8668420963711487,1.012746211601936,0.8727973663805676
214,10.725,1.0053493631667685,0.9709178373143752,0.9403042241520296,0.8201890695028295,0.8595797287618474,0.8671341017704262,0.9259502916229314,1.0435826713279426,1.0230779445903715,1.0360282983193638,1.0759585556504223,1.0883529598506445,0.9353033248716478,0.8757840223798156,0.871532643630399,0.909795052375148,1.0670960661035622,1.0926043386000617,1.0373364148576452,0.9276681956890214
215,10.775,1.0050128636565012,0.9496753423645984,0.94003396833044,0.8262271274275554,0.8550956262182953,0.8569667326213978,0.8286328356601169,1.0146742723115494,1.0381967528077074,1.051027196714703,1.0724112698930284,1.0319435314085916,0.9687633151999024,0.9182191422329504,1.0235195025807664,1.019307488166854,1.0108834593390288,1.1498799349981452,1.086699718789456,0.8822021210201061
216,10.825,1.004710901175679,0.9691821572855696,0.9783366499416548,0.8392694967047368,0.8702554642384869,0.8676070909450038,0.86972578957979,1.027568837871372,1.0667647626149193,0.984135515858252,1.041340378997483,1.0140862101954604,1.0140862101954604,0.9640078788277836,0.9347955188633053,0.9222759360213858,1.0516449587212182,0.972354267389063,1.1225892614920945,0.8895291360028953
217,10.875,1.00427675382646,0.9788260245397632,0.9916430454090394,0.8444278054695804,0.8879874747386762,0.889299512969673,0.8995334111714485,1.0212905590079575,1.0706231964934396,1.0937150693589843,1.0884669164349967,1.0213223659953743,0.8228467645063954,0.8683307565142859,0.9427591070726532,0.9262194736152386,1.0957507165537417,0.9634336488944224,1.0750761747319733,0.909215717790397
218,10.925,1.004077735871664,0.9460501673506668,0.9816100868999906,0.8585571345254651,0.8840382366403942,0.8832582029021818,0.8289158524734047,1.0390049392985334,1.0254843545028571,1.0899671435283915,1.0119637697071808,1.0939382243774722,0.9956066985907336,0.7907493532016932,0.8235265284639396,0.9874124047751712,0.9915095516829524,1.0488696083918831,1.0652581960230063,0.8788380117189803
219,10.975,1.0032553881999469,0.9934024729246932,0.9934024729246927,0.8623462622371676,0.8780627611903994,0.8863074819527506,0.7894320129951243,1.0615077981527128,1.0223453745315447,0.9883359013868456,0.98936649148214,1.088053300607252,1.0352745957270506,0.8079201747046387,0.9215973852158442,1.0555740976040502,1.079933499856452,1.0515141972286506,0.8769384810864421,0.8708486305233422
220,11.025,1.0035356035038965,1.0045573332391715,0.9773137997556036,0.847648748191883,0.8798185500810926,0.9285838846909272,0.9038182435539956,1.02943366045472,1.0549652492556811,1.0161572342782206,1.0743692567444103,1.1144151669364637,0.9373961512498054,0.7965855705899628,0.9816509051714696,0.9776277457240456,1.098322529146767,1.0741835724622228,0.9575119484869258,0.8927719235013352
221,11.075,1.002549931359737,0.9972184757116036,0.9975987306117796,0.8822659568695478,0.8868202405585786,0.888085319361087,0.8602535857058964,1.0211716093849992,1.0343284289310892,1.0616541310652767,1.0120630420069363,1.0924147138268805,0.9887549234637456,0.9927418384777128,0.9130035381983784,1.1203231189246476,1.0405848186453133,0.9050297081704448,1.0126764135475463,0.9263474986532874
222,11.125,1.0015234700517002,0.9990149425820378,1.0116392355192316,0.8949145302252072,0.9016846877808464,0.9059473795751386,0.8906518384309144,1.021040058021026,1.0100072086710934,0.9979713730166218,0.9969683867120828,1.0747150220760686,0.9996430168575196,0.7902316338794619,0.8534501645898188,1.051008073059685,0.9838383841799304,1.1497870272946171,0.995691858688122,0.9340054097169206
223,11.175,1.0011757447855152,1.0233349372978784,1.0115703203179938,0.895622047621742,0.905313851133742,0.9207213336399978,0.8926399542334336,1.005959502989126,1.0367744680016386,0.950293759740716,1.059637183978665,1.0533717756476753,0.8928206871660589,0.943727129855352,0.8536618850973724,1.0416241350270696,1.1042782183369686,0.943727129855352,1.0063812131652514,0.879514686054964
224,11.225,1.0013752385275614,0.9977665622449254,1.0155342472709898,0.9228817493694482,0.9066260260018512,0.9140149911689416,0.8768238664945918,1.0512034444378986,0.9989880905904676,1.103418798285329,1.0364255141037193,0.9896735163192268,0.9314574271239784,0.838311684411581,0.8965277736068297,1.0440085329014592,1.1371542756138568,1.0129599519973271,1.0595328233535255,0.8860726392207431
225,11.275,1.0000637166877426,1.005630066513103,1.009665794616585,0.9391266295239408,0.9278971455213156,0.9078793696905478,0.825122954975545,0.9676885779654024,0.996982884059209,0.9881945922310666,0.9764768697935446,0.9963023092711712,0.977068673957056,0.8078126831928413,0.9770686739570562,1.0078424904596404,1.0732368505276326,1.1309377564699783,0.9347546762660024,0.8639827487734515
226,11.325,1.0003127040112052,1.019134541139527,1.0207709748362717,0.954565343182063,0.9100431573403645,0.8996385160838807,0.926255040228374,0.9707772260700724,0.9717450996753269,1.0317532632010933,0.9901346981751582,1.098096599415798,0.941770347415632,0.8845778161960597,0.9455831828302704,0.9722730307327376,1.254422851415964,0.9875243723912908,1.0256527265376727,0.94624459305526
227,11.375,0.9997597480545574,1.0260551510914493,1.0240726099598831,0.9353989520752892,0.9397161780079446,0.9382771026970592,0.8173947765827151,1.038052990918424,1.051484360486684,1.0092714847007225,1.0898597021102865,1.005317661624351,0.9448474263386758,0.9372886469279664,1.0166558307404152,1.031773389561834,1.118699352784992,1.1111405733742827,1.0960230145528638,0.860312505582171
228,11.425,0.9990528308521022,1.0465724250284123,1.017808655750574,0.9593259896436276,0.91557977351118,0.942445656244694,0.8606592521709869,0.9976039287595192,1.009015985141897,1.0090159851418974,1.0394481354949046,0.9628202114526262,1.022762325784307,0.9590738293068966,0.8729070399551045,0.9890448864727368,1.007776797201387,0.9778057400355464,0.9965376507641966,0.8906450125634584
229,11.475,0.9986360735692298,1.0565990225411803,1.0433162658045758,0.9747881397158852,0.9401426231447452,0.917988347242111,0.914453090449138,1.0238103672451175,1.0096693400732235,1.010612075218017,1.00212745891488,1.0361516273224065,0.9544479147736856,0.9730169403529416,0.9247374738468792,0.9878721608163448,1.1327105603345309,1.0138687966273012,0.999013576163898,0.8791486212512806
230,11.525,0.9982356984218508,1.0383213928199029,1.0391992431689223,0.971021333447096,0.9385449221503818,0.946956079032984,0.8710220238428233,1.0700860700644133,0.9457878627992892,1.025226566690534,0.997189377081859,0.9977274645591974,0.9977274645591976,0.9240944413444966,0.8835962785764107,0.9903641622377278,0.9719559064340522,0.9609109529518468,0.9609109529518468,0.8888933481035909
231,11.575,0.9972746999140024,1.0526939789176006,1.0603524668594613,1.002953974190305,0.935086649839783,0.9531537191208096,0.8542480962618582,0.9867399376560512,1.037698338192279,1.015461945231016,0.9858134212826646,1.043875114014852,0.927077898460743,0.8613794647115559,0.8978785945722156,0.9818265932517316,0.9161281595025448,0.934377724432874,1.051174939986984,0.931621667688294
232,11.625,0.9968735450829372,1.0607417228881555,1.047799534956382,0.9888335993353322,0.9158078017067592,0.9334901489312878,0.896517968370909,1.0444066906124223,0.9984785160032564,0.9700030477455734,0.9957228255267068,1.0711007024004162,0.9372131146003644,0.9806361160490294,0.9480688649625304,0.8756971958814208,1.0349148678598614,0.9733989491409184,1.009584783681473,0.8127412286450475
233,11.675,0.9970305423040552,1.0506490840149458,1.0550973621755697,0.9689981746535852,0.9535160609608117,0.9305205685641924,0.8387662771202559,0.9580696238116276,0.9817481506358698,1.0418551802666371,1.0063373900302743,1.0547707403525857,0.9650793508668222,0.9830176287639748,0.9471410729696688,1.0009559066611275,1.0296571512965718,0.9543163841285304,0.8861509281193498,0.8649910819467914
234,11.725,0.9965764969159984,1.062402494878478,1.0442519173673812,1.0072539680683423,0.9447238584415087,0.9530762557562846,0.8677463588647935,1.0086084108761435,0.9977728684137328,1.0158321058510853,1.023055800826027,1.045794022508511,0.92129473411464,1.0457940225085107,0.9284089791657192,1.0671367576617454,1.0671367576617454,0.9924371846254234,1.067136757661746,0.836068982176213
235,11.775,0.9957930326172484,1.063658973148134,1.0495306755920868,1.0152811982199543,0.9273170203318496,0.9667106470705435,0.8962050083052685,1.0045374818366748,0.9633532357007684,0.9481329708244552,0.9937937654533948,1.1497946977863718,0.9381760417520708,0.9170141761486408,1.0545663025709362,1.1215788769817991,1.036931414568078,1.0616202577720797,0.973445817757788,0.8788652347547024
236,11.825,0.9957386892500504,1.0485123388290851,1.0695259470193923,1.0280195807563135,0.9596624929167316,0.9518946420258704,0.8407034049881085,0.917050282315434,0.9951726684178132,1.0031624579055571,0.9738665631171648,1.0771419901994777,1.0666503474377942,0.9197673487742288,0.8638119207119184,0.9827172053443286,1.1365946325156822,1.0071977051215892,0.8498230636963409,0.8997118956039366
237,11.875,0.9961023567997744,1.050119874986015,1.0549156980371317,1.0277436077528177,0.9419149124586852,0.9841690393727194,0.9023016684767776,0.9700843304013744,1.024662577665336,0.9630419759157024,0.9269499091766314,1.036879995674571,0.9397808656448452,1.0160730392396302,0.988330430659708,0.9709913002972568,1.0750260824719635,1.0334121696020808,0.9640556481522762,0.9073319216808304
238,11.925,0.995606296894886,1.0652747561849285,1.1016803897860763,1.0486046089902246,0.9506184551012312,0.997101864407146,0.9052262056381792,0.9357786812383108,1.0091046226786256,0.9619665174669948,0.9549830944726788,1.031642033251191,0.9972539654761514,0.931916636703576,0.925039023148568,0.921600216371064,1.069468907803735,0.9731823180336237,0.8631405011534966,0.8418409530520179
239,11.975,0.9949418651052004,1.0642034111290757,1.0872958445612768,1.0409483549262246,0.9714796601380088,0.9563307235798312,0.8968170442441316,0.9695319397233858,0.9046079259026234,0.93836841308942,0.9660693256529456,1.1048886715678836,1.0776074698007754,0.9173304094190146,0.9036898085354608,0.9718928129532312,0.9412014609652344,0.9753029631741196,0.9889435640576736,0.9519538733964042
240,12.025,0.9953715488835212,1.0716604928458748,1.0674673893373732,1.0488353711142415,0.9601983733098256,0.9644907218717824,0.9383073956438438,0.9134117739844916,0.915987183121666,0.9537598504668896,1.0001172149360271,1.0382280673194664,0.9841184612050968,0.8792810993585056,0.9266270047085788,0.96044550853006,1.0280825161730218,0.9705910596765044,0.9841184612050968,0.9167230143037152
241,12.075,0.9957760989721296,1.0800774065434526,1.048569151088239,1.035697641186932,0.9660977380492162,0.9695032378969332,0.9458775827033962,0.9577968321704052,0.9697160816374156,0.91863358392166,0.9024574596450052,0.969277494535816,0.9625696918054636,0.8820760590412438,0.9256767767885298,0.9055533685974748,1.0531250286652114,0.8787221576760682,0.9189689740581783,0.9102762092953754
242,12.125,0.9949748617423928,1.053580665983373,1.0830847316071168,1.0812129683041056,0.9822108437171024,0.9672233152615016,0.891652397133257,0.9566687177575564,0.9076953853392524,0.9879103263692336,0.915294695542093,1.074394058643982,0.8615110253522948,0.8349006461908339,0.8914477019089383,0.987910326369234,1.0943518430150774,0.981257731578869,0.9147317836752168,0.920705542262482
243,12.175,0.9946514137801972,1.094501810497666,1.0597332464441962,1.0493208299765315,0.9695540230688974,0.9582484913812012,0.896068067098873,1.0200101922676887,1.0158229583092833,0.975625512308586,0.9890246609754852,1.006205008792702,0.953420483741282,0.9105330571370024,0.9270282212155716,1.0424943697655538,1.0820827635541193,0.9138320899527164,0.9666166150041366,0.9209351095865494
244,12.225,0.9947787225457462,1.0657501287680358,1.090560417270834,1.0974441620489448,0.9772132879096184,0.9633005615411646,0.9203164666416128,1.0191591196473455,0.9344368456424323,0.9726449299975888,0.9917489721751676,0.9881748298968862,0.9554538090393724,0.883467563152845,0.9456375027821188,0.9260048902676108,1.069977382040667,0.9554538090393724,0.9227327881818592,0.8517148174023405
245,12.275,0.9950816036866807,1.0982546123651309,1.073491261466256,1.0883159367255253,0.9943961662586748,0.9886291628089552,0.9350784164901365,0.9935723086230002,0.9589702879246866,0.9729758677311464,0.9902768780803034,1.058032927268777,0.8665484404317895,0.8276024431090125,0.8600574408779936,1.038559928607388,1.038559928607388,0.957422434184936,0.95093143463114,0.927848645401568
246,12.325,0.9953549050032728,1.0893619112517718,1.0990335291222424,1.064385755212643,0.9749038049663596,0.9716350579253996,0.919335105270037,0.9708178711651594,0.9177007317495576,0.9299585331531574,0.9495710153989186,1.052685126600117,0.9818622740459804,0.7919282603780695,1.0172737003230483,1.0043968180404783,1.0848773323065424,0.9174778626331294,0.8530934512202781,0.9192517188659312
247,12.375,0.9948541768346744,1.0728105174297646,1.0881907675731866,1.1137597013226617,0.9933861091491428,0.9866986873617248,0.9540721750049292,1.0116245322057364,0.9808218621546008,0.8811184827785542,0.8884138520011919,0.9931036285226784,0.8973058508516797,0.8270541472262815,1.0154564433125772,0.9452047396871788,1.0537755543809777,0.9420114804314788,0.8494069620161812,0.9613013730781554
