,r ($\AA$),g_full(r),O (DOL),O (DOL),N (ACN),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
188,9.425,1.0123761973668113,1.0264653299464426,1.0267291349657035,0.9566805072621696,1.0279142282830018,1.039148263564783,1.0686376061794596,1.0461695356158969,1.0531908076670096,1.039999326843705,1.1948928436076618,1.161701375729671,1.150637553103674,1.1063822625996866,0.8574462535147572,0.879573898766751,0.9514887458357306,0.8624701321561544
189,9.475,1.0126857000336973,1.0268847424858605,1.0287119395365474,0.9427131603028838,1.0393257457013043,1.033767854013062,1.0351573269351224,1.0546099478439703,1.0601678395322132,1.1494730537046507,1.0290520671260683,1.138525691288416,1.0399994295423032,1.056420473166655,1.094736241623477,1.023578385917951,1.0290520671260683,0.9473936801233376
190,9.525,1.011508300797084,1.0285302764499142,1.052809996687557,0.9644636686067112,1.0875645684057915,1.0875645684057924,1.0353174715670814,1.0421920895721752,1.0284428535619878,1.0561913116916375,1.137436797206379,1.039942214588689,1.0561913116916375,1.1482695286083442,1.2403477455250516,1.0345258488877065,0.931614900569034,0.950240566295884
191,9.575,1.0087430974993778,1.0183277254847447,1.01653849504338,0.9643392341272125,1.0721540689603202,1.0789570770120982,1.050384443194628,0.9918785739493312,1.0422208335324934,1.045189418864179,1.1523883336194791,1.136308496406184,1.071989147553004,1.1309485506684194,0.9755101242732336,0.9647902327977034,0.8468714265668733,0.9511715951578728
192,9.625,1.0090616999235058,0.9941155978572394,1.005751556509003,0.9651094740177087,1.0691227774739958,1.0556577550876731,1.0462322394172474,1.015262687928706,0.9977581588264864,1.1139245792321242,1.12453338474862,1.071489357166138,1.018445329583656,1.0661849544078896,1.1563598012981091,0.9229660799351882,0.8911396633856988,0.9466735126710312
193,9.675,1.0069813352763313,1.0209185573962398,1.001391424616224,0.9869301225651582,1.0527705077099945,0.9954678091890704,1.0394442987516403,1.0314485733766277,1.0847534092100446,1.049943736112767,1.1444386723629163,1.0604431734738948,1.0814420481961506,1.1181900789600967,1.1444386723629163,0.9816973932654374,0.8347052702096496,0.8785779191829337
194,9.725,1.0058835837933682,1.0272967442708771,0.9960764380050476,0.9651549648277372,0.9654736762587616,1.0063612226576977,1.0169128475348426,1.043291909727705,1.0010854102191256,1.0443710531810495,1.0963298120457778,1.122309191478143,1.1171133155916697,1.0547628049539952,1.0028040460892664,0.8781030248139172,0.9456494113380648,0.9045595765215696
195,9.775,1.0059570180543562,0.9927795334725924,1.0303030682110574,0.991922342501982,1.005230781802099,1.0665890243276817,1.0731164969367852,0.9621494625820088,0.9973978146711736,1.2137143008928923,1.1262857283709469,0.9874285837772684,1.0594285846776943,1.0697142990920407,1.0234285842274813,0.9308571544983624,0.9514285833270556,0.9611370382589636
196,9.825,1.0053434453153938,1.0251839932334992,1.0188721808195584,0.9707977071705192,0.9976099630251426,1.0505918392997935,1.0337927077980749,1.0325004669133275,1.07385217522525,1.211573726487594,1.1453953296626411,1.063944995108853,1.038491765560795,1.1708485592107,1.0792169328376888,0.9875853064646776,1.033401119651183,0.8879540936622741
197,9.875,1.004174796090432,1.0066581514154926,0.9970457556034564,1.0035071624431264,1.0284671986828786,1.0348631389731942,0.9888123688829162,1.043817455379637,0.9772996763603472,1.123747327371349,1.11366887600479,1.1187081016880704,0.9272175257234456,1.1237473273713496,1.0330412650723169,1.0179235880224784,0.8314722377411333,0.9078319330438892
198,9.925,1.003861053179697,1.01010106988476,0.982267385198816,0.9838320499618164,1.0105329403374803,0.9801409722070308,0.9940706242668208,0.96367865613637,1.0168646003646584,0.962796061102278,1.092499157416574,0.9977161254945888,1.0076932867495343,1.2072365118484527,1.062567673651737,0.9478303192198588,0.9977161254945888,0.984379307898692
199,9.975,1.002595831474788,0.9938767326343514,1.0122469660811475,0.9966734511609237,1.0016813643590832,1.0493207784337333,0.9590566254501864,1.0505744472251717,1.0317694153535997,0.9976164382777564,1.0420646954287454,0.9976164382777564,1.0667581716237389,1.0716968668627378,1.1309612097307231,0.9432907906487692,0.948229485887768,0.987839837498513
200,10.025,1.0014470048708972,0.9788577012896528,0.9912158380615328,1.0154765828007928,0.935860712219188,0.9966792465676496,1.023985527295531,1.00040283030327,1.0301915001882305,0.9974690976630838,1.1294870664714336,0.9974690976630842,1.0512541960664858,0.8996780096568993,1.0463646416661767,0.9290153360587554,0.9290153360587552,0.9944754929282013
201,10.075,1.0015309469140403,0.9846339932597798,1.008412961912946,1.0223116085818744,0.9597752924974912,1.0838947605413412,1.048256497439641,0.9818955937330288,0.9720643487394568,0.9972755338176722,1.0263223940259538,1.0360046807620475,1.1086218312827516,0.9391818134011082,1.0698926843383767,0.8326766593040753,0.8956115230886857,0.9813689198940876
202,10.125,1.000956467085533,0.9987065288725198,1.0247657058675912,0.9967113661984804,0.9770890172681052,1.037928931170229,0.929633884424449,0.9466690603170445,0.9916905966046152,1.0210043733029122,1.0497650598748258,1.0305912688268832,0.9538961046351156,1.0689388509227673,1.0929060897326952,0.9922436867309992,1.102492985256666,0.9474885367083776
203,10.175,0.9999216621305796,1.0038543496340928,0.998195644168286,1.00383652501709,1.043416535970726,1.037392191074821,1.0072704665952965,0.9795584800741338,1.055465225762536,0.9255584430981136,1.0916843175003392,0.9303048966524632,1.0204875141850995,1.0299804212937982,1.1818669350329762,0.9065726288807164,0.9255584430981132,1.0261057653310657
204,10.225,0.9995944670347172,0.9723191505135762,0.995181426528418,1.0136194166693726,0.9723881166554004,1.0093746585159125,0.9544914028519272,0.9747743451625308,1.0046022015016534,1.085733970744067,1.1045345589820597,0.8789275001261494,1.010531617792097,1.160936323696037,0.97763058837561,0.8554267648286588,0.9635301471971164,0.979692897799676
205,10.275,0.9995874931703348,0.9773068843017092,0.9648769080307809,1.0127260432615728,1.0078456968816292,0.9404984463279914,0.9865781440752168,0.9381353849050564,0.9511322227311974,0.9727936191080996,1.126392611598852,0.9262484698684772,0.7586859326058383,1.0612294026633815,0.9262484698684778,0.8331581713892334,0.9821026489560238,0.9983934511898904
206,10.325,0.9994338416533822,0.9524770284958828,0.9977598043717552,1.032970493102917,0.8963081244986933,1.009809283867327,0.9969380183719146,0.9477931864803416,1.027361009542889,1.0694142351009022,0.9449565439469172,1.0371474262832026,1.046366514516831,1.101681043918601,1.0187092498159454,0.8942515586619608,0.8665942939610759,1.0135823078901005
207,10.375,0.9975408690817656,0.9844650379891122,0.9790223962487918,1.021900549475219,0.9502685012699325,0.9688103256849552,0.9294089488030312,1.0186414788003295,0.9815578299702836,1.1139141485691872,1.109348926648822,0.8628269429490837,0.9952183786396838,1.0363053759229734,1.1230445924099184,0.9495661594360286,0.9632618251971252,0.9515692670133328
208,10.425,0.99693193612187,0.979356839712461,0.9927254271325776,1.0156628099956566,0.9365839945027854,0.945766190527322,0.9962682686622766,1.014632660711351,0.9744605531040008,1.026388654106402,1.0535178696334428,0.8952641123923678,0.9223933279194096,1.080647085160484,1.130383980293393,0.940479471604104,0.8816995046288468,1.0383845657340036
209,10.475,0.997352822462507,0.9892508987720864,1.006122837676015,1.0206572690065914,0.902653659872004,0.9606326732894752,0.8924220692689208,0.9651800468908456,0.9185694674768,1.0390059683130906,1.0972261303306348,0.806125320242915,0.8912163262685562,1.056919864318489,1.05244139031714,0.8419531122537112,0.8912163262685561,1.0631805881775187
210,10.525,0.996271360418076,0.9987016451844992,1.0039902580058533,1.022826619580835,0.9605357605346416,0.9357622708139356,0.9706703699658394,0.9965699274011226,0.9098627133786524,0.9847974012941751,1.0380296932560231,0.8916408903609433,0.856152695719711,1.1090060825384862,1.0247216202655614,0.7629961847864786,0.958181255313252,0.9858837745995208
211,10.575,0.9961929822866362,0.9712588028281856,0.9867654158614734,1.0061381708042665,0.8711621649756847,0.9615131705621518,1.0016691730450258,0.9436660583475408,0.9291652796731694,1.023842857917724,1.0458137346970735,0.9139884740209722,0.9535360522238028,1.0809671375440346,1.0502079100529442,1.0106603318501135,0.9623244029355432,1.0357699053122296
212,10.625,0.995257664726994,0.9781228250247426,0.9801986374717386,1.0166805373897283,0.904971194392586,0.9580097991921516,0.9790042469253128,0.9756893341253402,0.9447501479922604,1.0055235493250965,1.0751702020922032,0.9489356439518234,0.8836419069826604,1.0664643704963148,0.91411231756827,0.8836419069826611,0.8749360753867728,0.9351662164277124
213,10.675,0.9950088520497508,0.984610291851238,0.9809087494006696,1.0140868683022597,0.9227850417922544,0.9052707349492224,1.0333441037388946,0.9753279623213512,0.9720440297882822,1.0392485480912794,0.9228182128279412,0.9012570396310264,0.8538224585978146,1.0349363134518963,1.142742179436469,0.9012570396310268,0.8408857546796662,0.980153332574022
214,10.725,0.9948392793586156,1.0121222901714848,0.9939904697557717,1.0265533757777945,0.8697381349692361,0.997704593730296,0.923961210715448,0.9109476725363568,0.9510727485885534,1.1406563388793995,1.1022072488048131,0.8886011928348883,0.9740436152228584,1.02530906865564,1.1791054289539855,0.9398666462676696,0.9270502829094744,0.9796671215943108
215,10.775,0.9947510612103508,0.9841813944771016,0.9767132419759424,0.9953512893227084,0.8960665107461679,0.9777224517733965,0.9186293365563234,0.999210857306878,0.9626805678999596,1.0158155343100232,1.1554901702776512,0.9523270634156472,0.9311642397841884,1.0496760521203576,1.0835365699306918,0.8634432041635204,0.7787919096376847,1.0261809989458373
216,10.825,0.995832014606318,0.9813100947447962,0.981710058101122,0.9887154572758574,0.9154853562172144,0.946356374043144,0.9389047490506784,0.9495499276113436,0.970840284732674,1.077743683975235,0.9980661353544976,0.8554852588752838,0.8848401452092393,1.052582352831844,1.052582352831844,0.9519370282582812,0.9393563626865858,1.0350806786181577
217,10.875,0.9943510412704252,1.0188718575223183,0.9948960709100664,1.016623626548969,0.8733344125837118,0.9861928451277422,0.9714263212434766,0.9376742666508696,0.9376742666508696,1.1426476815205564,1.1052519392162476,0.8684122379556231,0.8767224029121362,1.0969417742597345,1.0221502896511163,0.8642571554773668,0.9141181452164456,1.0675594053063493
218,10.925,0.9936929049180562,0.9708886794457828,0.9814909016278,0.9926829833482906,0.8099674866403882,0.9082087043748353,0.9552390745668576,0.9238854944388428,0.977186580656468,1.1075097950269557,1.0251670593372186,1.0251670593372184,0.8687158615267194,1.0498698800441393,1.0828069743200344,0.901652955802614,0.9881128282768376,0.9815590187015306
219,10.975,0.994643943905972,0.9704282404814176,0.9980547060284032,1.0018126978244757,0.8927029905004741,0.96416065447325,0.9548400896072357,0.956911326244128,0.8875248989082436,1.1178401364559836,1.003608297694058,0.9220141271498258,0.9709706294763653,0.9995285891668462,1.048485091493386,0.9301735442042482,1.0036082976940586,1.0028589634747744
220,11.025,0.9940534221503794,1.0173630123121964,0.9849739681453494,1.0123194340124433,0.8784668081648285,0.8938605022331372,0.9595402635912552,0.9615927561336964,0.8794930544360489,1.0228254503165248,0.9662264135401162,1.0309110269988686,0.8813278583755036,1.0875100637752773,1.1360235238693417,0.844942763304955,0.9783547785636324,1.0455145685577978
221,11.075,0.9946308041476716,1.0039944303425468,0.9833604820120058,1.0051962018147924,0.8288557107876594,0.9458108110828506,0.9295387971287372,0.9651338276533604,0.9275047953844728,1.1418146155301276,0.9775535655766704,0.9174580594961376,0.8373307180554265,1.1217827801699496,1.1057573118818071,0.9254707936402086,0.8293179839113559,1.0671244865443232
222,11.125,0.9945401337080058,0.9830615364338622,0.9845762691556398,1.009749917819836,0.881894868304349,0.9252337018324488,0.9272494615314298,1.0310610860289702,0.9272494615314296,1.083928965406799,1.008490685763102,0.8536436907049882,0.9052593557243592,0.9648158922851724,1.107751580031124,0.8695254337878717,0.8814367411000341,1.1070223163181352
223,11.175,0.994239599144552,0.9954888286882778,0.9729707024974024,1.0274897094765243,0.8860074313117952,0.9469391712328996,0.9819000056138608,0.9139760988165644,1.0138641970478826,1.0781860784847157,1.0388362216057117,0.881436794089695,0.9168516652807988,0.9955513790388072,1.1686907493064256,1.0270312645420103,0.995551379038807,1.1011133930540125
224,11.225,0.9942680608572853,0.9940794197542868,1.0132356742416004,1.0094710722872848,0.9058519205584216,0.9236719583398983,0.9405019940224044,0.9355519835275504,0.9355519835275504,1.053002232541831,1.0374021994671374,0.881401868720199,0.951602017556322,0.9360019844816276,1.1193023731092795,0.9711020588996888,0.8775018604515257,1.046674668105923
225,11.275,0.9945882004489118,0.9769871405795322,1.0077714523676042,1.00562920359077,0.8556422181670005,0.9468976382238022,0.9832035580313472,0.8517172538634824,1.0146032724594938,1.136455573336904,1.0166252237673663,0.8581399227237848,0.9315843305244684,1.039818194651793,1.0591456703888154,0.9161223499348508,0.834946951839358,1.0126808409638923
226,11.325,0.9945488356666824,1.0083935471376713,1.00126773660345,1.002497649964265,0.8918703818220541,0.8617199108989527,0.8665828900800986,0.8870074026409089,0.9395275777972784,1.0613083655335964,0.9272080305383767,0.9885110408219058,1.065139803676317,1.0536454892481557,1.199240138671537,0.9387023449665388,0.8659050202548477,1.0256916293293272
227,11.375,0.9944256055481152,1.0075169022753996,0.9674915139232768,0.9882959553612056,0.8801907504113564,0.924537710453987,0.9438189974290444,0.9361064826390212,0.9823815713791588,1.1089661417775265,0.873500728112435,0.7443745335219009,0.8962877036284117,0.8886920451230861,1.105168312524864,0.877298557365098,0.9342659961550392,1.06145452275952
228,11.425,0.9947134012346216,0.9969223980478245,0.9956656977441436,1.0374259514785418,0.8925720811833574,0.9097736844609804,0.9680680066795944,0.9594672050407824,0.9202857753528618,1.1557508195453845,0.9712824476961208,1.0089290541959708,0.8508133068966023,0.8959892346964216,1.0503403213458056,0.783049415196872,0.8809305920964814,1.1193719048970583
229,11.475,0.9952140638820696,0.996440067782464,0.9971519378076704,1.0185738884610116,0.9018626590105412,0.955860738384072,0.923651357705124,0.9160726798983126,0.9738600981752484,1.235267068284427,0.9479088681094996,0.877002299235167,0.9031257719783424,1.003887738273447,0.9814961902078684,0.996423888918254,0.9852281148854644,1.078221584912919
230,11.525,0.995017526518099,0.9943407220294052,0.9953992820599548,1.014232972010172,0.8856021785835847,0.9334979485812124,0.9381936123064696,0.9419501432866754,0.967306727403067,1.102484925554422,0.9249034610355886,0.8879073225941649,0.8509111841527419,1.013694193295005,1.0802872424895675,0.95819998563287,0.8842077087500226,1.1025226767160967
231,11.575,0.9957091472242046,0.9899666108479828,0.9983620874064107,1.0101900187821464,0.8714504667648397,0.9226574920555078,0.937554081230976,0.9301057866432424,0.9701403700523108,1.0673067585377465,1.0049555046025511,0.8362403468955534,0.8729175550927272,1.0599713168983116,1.2103478705067223,0.8802529967321616,0.913262484109618,1.0596719111171091
232,11.625,0.995492703228584,1.000023370197728,0.9731456829460114,1.0223596196438471,0.881508109040656,0.924891230637421,0.9701204425149,0.8916616055845799,0.9922735258834612,1.0799628142173487,1.1345063906929722,1.043600429900266,0.8617885083148539,0.9236045616538944,1.0472366683319745,1.03632795303685,0.8836059389051036,1.1020028716503547
233,11.675,0.9953985936541344,0.9937112047594696,0.9820204847034758,1.0222202708012127,0.9526773063547896,0.9526773063547892,0.9828774515130102,0.9179013816271412,0.915155913885484,0.9589724697624256,0.9986292260307968,0.9085002345117714,0.8760537975649231,0.9733931084054696,1.067127259585256,1.0058395453523183,0.9878137470485135,1.0695184369112702
234,11.725,0.9957521494536016,1.0017886811730494,1.013379906342314,1.0418966077585634,0.8365927429179637,0.9400326265325498,0.9708831181369,0.9100895023283272,0.938217891732294,1.1903010530769305,0.9579600066805328,0.8864704539431795,1.033024037054754,0.9186407526749886,1.0937901568815034,0.9365131408593264,0.9722579172280036,1.0231030378993646
235,11.775,0.9956830453971772,1.0041159341189498,1.0052990365493208,1.032562354875442,0.9077749931350668,0.941063075142993,0.9338656520061444,0.9365646856824626,0.965354378229858,1.059711505035291,1.038446391221874,1.0490789481285825,0.9214882652480793,1.0313580199507346,1.077432433213139,0.946297564697066,0.9037673370702312,1.0478493327039948
236,11.825,0.9970073725154088,1.018769625778285,0.9834084823271884,1.011338428972826,0.9152799475439743,0.9518554620169796,0.931337490483342,0.9964597479596676,0.9536396334546866,1.012111797390466,1.0331974598361005,0.9699404724991966,0.9593976412763788,0.9804833037220134,1.0015689661676486,0.8926263768652025,0.9347977017564714,1.0709580083994572
237,11.875,0.997173997799488,1.0165234293724177,1.006718805809728,0.9991182640619548,0.8819354767751112,0.9642022765144138,0.930587885223086,0.8934351369537229,0.98012488291557,1.048908398109787,0.930427050814994,0.9966372154797322,0.944366032849676,1.0001219609884022,1.0314846705664356,0.9269423053063242,0.9373965418323348,1.0830802392713392
238,11.925,0.9972022815702288,0.997470482821997,0.9979648511432369,1.0373799254541418,0.9280637057420548,0.9438530693558136,0.9684143016438832,0.9245549582723306,0.9605196198370036,1.0090307117479638,0.9433746037917604,0.9779304500844992,1.0470421426699763,1.060864481187071,1.0574088965577972,0.971019280825952,0.9295522652746652,1.1135797773173206
239,11.975,0.9977927391919972,0.9839289586049732,0.9983095844739712,1.0314189059513366,0.9133708703159116,0.9551249672446394,0.9185901324320024,0.9986188182120632,0.8977130839676385,1.1582544312173488,0.9115256766385054,0.9457935592189004,0.9560739239930182,0.9663542887671372,1.010902536121651,0.8464166997357552,0.9595007122510584,1.1146852662222746
240,12.025,0.997945935850296,1.0078515119557243,1.0016932296829608,1.0343522652311865,0.8842246186379152,0.9506492973063252,0.9834303075582672,0.9782543585711188,0.9368467666739284,1.0908704607763546,1.0364968552547915,0.9447413959371542,0.9719281986979352,0.9583347973175452,1.1282523145724284,0.927749644211666,0.9107578924861772,1.0905583673773136
241,12.075,0.9980316864090448,1.0051474337069666,1.0141477944820847,1.028683397939173,0.8923165373085605,0.935092977256238,0.9676030716164732,0.8709283173347216,0.979580474801823,1.0717442590527295,0.9066012757395728,0.9066012757395728,0.984117369947789,0.8661580961526771,0.9773768400166394,0.9268228655330208,0.8358257114625053,1.0974339318005268
242,12.125,0.998897507391477,1.019668566388381,1.0000626208411283,1.0554378404579376,0.8960027467508116,0.935033169431245,0.939275606679118,0.9358816568808196,0.925699807485924,0.9893877896858124,0.935907368621714,0.9158522107226774,0.8623717896585795,0.852344210709061,1.1398014739285878,0.9526200002042444,0.9125096844061708,1.0748950700478626
243,12.175,0.99832313334748,1.016369599049313,1.0144725022708732,1.0280224870189318,0.9038060913531736,0.9551395844374788,0.977019433948822,0.951773453743426,0.8928661665975021,1.0873622181394764,1.0376352874318786,0.881824237881405,0.9481268121582024,0.928236039875163,0.9282360398751632,0.8221519210322877,0.888454495309085,1.0125011993259283
244,12.225,0.9982170334301472,1.02312563351026,1.0116791704840156,1.0217374299658113,0.9431692547947924,0.917294700017236,0.9381612764507496,0.8939241344117014,0.9698784726296894,1.0390290422893544,0.960115444140796,0.8844899125817606,0.8844899125817606,0.9272347782455632,1.0488932420579244,1.032452909110308,0.9173705784769932,1.114956539147429
245,12.275,0.9999898750444576,1.025694409599186,0.9933449877346476,1.0494214461954687,0.9247388506694204,0.9272224823184876,0.93467337726569,1.0257398710648271,0.9462636582946709,1.046888370864461,0.9979683535343458,0.9327416637608592,0.9457870017155564,0.913173656828813,1.0827630502398784,0.9294803292721848,0.8381629635893034,1.1124811287948395
246,12.325,0.9997888710091348,1.0067448312990053,1.007670431818127,1.035972306878563,0.935316951238714,0.9369592988264908,0.9328534298570492,0.919714649154837,0.9024699994831838,1.0448814425868949,0.9057795787130978,0.8960747975126002,0.9219542140472602,0.993122609517575,0.98665275538391,0.98665275538391,0.9769479741834126,1.0925801120927412
247,12.375,0.9999351648385556,1.0044408271321823,1.0306077042558262,1.0432673178839516,0.9334759738694608,0.9627998264517488,0.9595416206092718,0.991309127573416,0.9408069370150332,0.9658605652734688,1.0075754734082023,0.9145191398768722,0.9209368180514472,1.0653345769793738,1.017201990670065,0.9048926226150108,0.9273544962260216,1.081607975207758
248,12.425,1.0002998602386928,1.0142847155603487,1.022177981829301,1.031941567725752,0.918706135129676,0.9494104738587243,0.9106260459904528,0.938906357977734,0.983346848243462,0.9962994759848224,0.9772010834739308,0.9230889713597394,0.9612857563815224,0.919905905941258,1.018580933914195,0.9772010834739308,0.9708349526369676,1.12008174445252
249,12.475,1.000123202527477,1.0106878584838097,1.023487093878793,1.0597685688469651,0.9762816604591438,0.9410136858612766,0.9602507629146582,0.9634569424235552,0.9329982370890336,1.1304211692732382,0.8651826826281205,0.9567531125413158,0.9630683146042948,0.9472803094468476,1.0735843507064269,0.9157042991319526,0.9409651073838684,1.071780007259862
250,12.525,1.0007508916440948,0.9971075733201736,1.0111492380231095,1.046640787165354,0.9939476242258142,0.929539818175981,0.9565751935549232,0.9525994030580204,0.9446478220642132,1.0399704111899677,1.0023811192192458,0.9334674172729228,0.8896132433070801,0.9146727712875616,1.0618974981728886,0.9710567092436436,0.9021430072973206,1.087500408775395
251,12.575,1.000701211344161,1.029502794704232,1.010533979716159,1.0295947164664518,0.9813261084646931,0.9860591925891212,0.965549161383267,0.9813261084646931,0.9513499090099834,0.9353817262063582,0.9198438237776816,1.0286091407784206,0.957134789606506,1.0317167212641565,1.0441470432070978,0.901198340863269,1.009963657864008,1.077823068470884
252,12.625,1.001022105289795,1.0165127366935038,1.0201882961984703,1.0513080333405187,0.9054814351674788,0.92426410970855,0.8874813720656187,0.9602642359122702,0.9156553838772252,1.0821381809458113,0.8817422215114018,1.0050628119325775,0.9526515610035776,0.99273075289046,1.0358929595378703,0.8909912657929904,0.9218214133982842,1.0319290834171924
253,12.675,1.0011642432207264,1.0354937159025244,0.9914425675432392,1.0380212511265074,0.9146571297740264,0.9356212575362493,0.9814317589425892,0.9410564017709,0.9006810445992107,1.0980873655027472,0.9573853632377708,0.9084455363629966,0.9482091456987508,0.9757377983158112,1.0674999737060131,0.914563014722344,0.908445536362996,1.069122978168698
254,12.725,1.0019553877262888,1.0149262582911578,1.030990255820078,1.0686638481278126,0.9105648229241334,0.8874540406164145,0.9413791993344256,0.9868304045396068,0.9406088399241684,0.9832587381829598,0.9438069986879644,0.94987649707181,0.9377375003041192,0.9225637543445055,1.0469884712133368,1.0500232204052595,0.9013205100010464,1.0178177187766906
255,12.775,1.001711528198441,1.012022839967886,1.031551090001319,1.0423071792385925,0.8912216154398063,0.9332603708850796,0.9431968039903263,0.975299126330354,0.9676557162493948,1.096018681912044,0.9725660281801932,0.906323140811883,0.9544997861706538,0.9906322701897324,0.9996653911945016,0.9635329071754236,0.8942789794721897,1.0990911720497214
256,12.825,1.0025025957591596,1.0295073469034053,1.0223837145556094,1.0541906177193845,0.9548166097084886,0.9555750025676693,0.9153801810310924,0.9904610740899806,0.93509839536979,1.1382787368248362,0.9799355004686252,0.9560346346035368,0.9888983251680334,1.0008487581005774,1.0456628815976183,0.8634187793763192,0.9769478922354892,1.0744414751902762
257,12.875,1.0023137233466206,1.0136100899663345,1.0235058649032438,1.0175253947240812,0.9534350787675616,0.9474149677729756,0.9376322874067732,0.9955758557296636,0.948919995521622,1.07609484028225,0.987161382407684,0.9486235506620384,0.9871613824076838,0.924907961895488,1.025699214153329,0.889334578745661,0.8359745040209218,1.0970577267812558
258,12.925,1.0019705369736809,1.0324355728238286,1.012656576116198,1.0629683501325566,0.9669803660434214,0.9938616735164432,0.9692204749995066,0.976687504853124,0.960260039175166,0.9618892093250456,1.0471943685618237,0.961889209325046,0.8942333933786362,0.9648307665401072,1.0913177267877432,0.9736554381852912,0.9677723237551686,1.0489653060688509
259,12.975,1.0022504229487643,1.0236586148739248,1.0146107756072942,1.0375426297153691,0.9721383978143712,0.973620316103722,0.9765841526824246,0.9350904405805918,0.9506505826187792,1.050814786994471,0.9749226079337588,0.9369765184034036,1.0216254873557356,0.8698411292343123,0.9836793978253798,0.8873547090175534,0.9398954483672772,1.0055118025551684
260,13.025,1.0022294209518756,1.0274175204024705,1.0421975250654263,1.0725906409462032,0.9617479727253088,0.9639538166994498,0.9580715661017412,0.9838064124667152,0.9396895329839028,1.0630385455176663,1.016693540808449,0.8979344662410806,0.9124172802127112,0.9269000941843416,0.9703485360992322,0.961658847716254,0.8689688382978201,1.0124373669065816
261,13.075,1.0026562039609193,1.0175185299637923,1.017655606419399,1.0484399913534777,0.9872415042232362,0.9835931616355676,0.9821338246004996,0.9755668079426952,0.963162443144621,1.0606726904877728,0.8594610689860276,1.0003092040372494,0.9571924280011612,0.954317976265422,0.9083267484935944,0.9140756519650725,0.9514435245296826,1.0289070656938382
262,13.125,1.0026757527603083,1.0205274741746104,1.027193142827577,1.0337648936869608,1.0239053043805395,0.984802838725272,0.9623551269602104,0.9819063597878446,0.9913199163344828,0.9984075125222794,0.9784393622718331,0.9527660262355468,0.9299452830921798,0.9755867693789124,1.0383438130231704,0.9413556546638634,1.012670476986883,1.0085953442827096
263,13.175,1.002787360879464,1.0134712600377935,1.0353418267257009,1.0317785790586402,0.9514714227917604,0.9895590250636358,0.9572204948327988,0.9550645928174092,0.918414258555793,0.9795199257798528,0.925731259335294,0.9653650135576016,0.9823509082243036,0.9568720662242496,0.9766889433354026,0.9427171540019976,1.0276466273355107,1.0457591374648016
264,13.225,1.0027363258346318,1.0382467320650308,1.0322174246778932,1.0465958376917353,0.9685396934630416,0.9742453764878602,0.9364452264484334,0.9877963736718054,0.97139253497545,1.047987007096507,1.0367485405324697,0.969317741148244,0.9889850576353096,0.9412215747381504,1.109798573198714,0.9665081245072346,0.8766003919949338,1.106931617442582
265,13.275,1.001868917029501,1.0051747326171412,1.0158129094407116,1.0315795309732836,0.933651405707746,0.9265729265136008,0.961257474564912,0.9669202579202284,0.9683359537590572,0.989914590332724,1.0456844264078071,0.8755864263788039,0.8783749181825585,1.0150110165665116,1.0624153772303324,0.9564526886876744,0.978760623117708,1.036636055044604
266,13.325,1.002701456945083,1.0084678219509045,1.0307726330894598,1.0476949774994764,1.001127640588512,0.9554621692634224,0.96459526352844,0.9596774435395844,0.9870767263346382,0.963126304310989,1.0433868296702378,0.9769643259246524,0.9880347432155836,0.929915052438196,0.910541822179067,0.982499534570118,0.9133094265017998,1.1090185893236144
267,13.375,1.003054180578935,1.0390618724563594,1.031464092753577,1.0435923344076157,0.9755266992707068,0.9322939220335488,0.9490291906414812,0.9392669506201874,0.9636725506734216,0.9696735813358626,0.9339632228164114,0.9834083346125742,1.008130890510656,0.9834083346125742,0.8845181110202487,0.944951025437781,0.9147345682290148,1.0665176069910445
268,13.425,1.002123133912627,1.0343270530015365,1.0205446937786375,1.0295243646565886,0.9738106939927746,0.9606604429722616,0.9308993485574149,0.9758870494170664,0.9959584851852192,0.9570110910144154,0.9624641456640696,1.0224477468102728,1.016994692160618,0.9379253997406236,0.8343173613971827,0.9924559462371716,0.9133866538171772,1.0512432139653374
269,13.475,1.0028018524399744,1.0249876375560083,0.9962074508051912,1.0261373358555932,1.0030078743734263,0.978276173361479,0.911637978968176,0.9741542231928207,0.9604143892972948,0.971572799854874,1.0040487708806631,1.0229930873123734,0.9580411452607944,0.9472158215855312,0.952628483423163,0.9580411452607942,1.0717070438510583,1.0234073216366817
270,13.525,1.0034941011709926,1.018576147653012,1.0089681472663972,1.0358735886367083,0.9853768109324932,0.9376422941399156,0.964237239210066,0.9751479859055124,0.9485530408353624,0.99395249252077,0.9455980469386788,0.9751479859055122,0.9670889116418304,0.9160481079718448,1.120211322651787,0.9966388506086642,0.99395249252077,1.0583702629957787
271,13.575,1.0028297234188206,1.0149015924816156,1.0212598282445624,1.033857640138635,1.0079153586633125,0.9801621486531076,0.9537627537653504,0.9497013083980036,0.973393073040862,1.0026436846258973,0.99997707908168,1.037309556700729,0.9173123072109276,0.997310473537462,1.0213099234354222,0.8346475353401752,0.9226455182993628,1.038017023477766
