,r ($\AA$),g_full(r),O (DOL),O (DOL),P (TMP),O (TMP-i),O (TMP-i),O (TMP-i),O (TMP),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
157,7.875,0.9980025512405616,1.2712636546473657,1.2381520171689877,0.8276568601779262,1.0359535755456448,1.0574591361293322,1.007689124492798,0.6519257079797915,1.316967444667217,1.140711651320777,1.0694171731132291,1.0496131513889095,1.0456523470440455,0.7489520943015209,1.0142059610333087,1.4432930983935548,1.4979041886030404,1.131229725767921,0.7489520943015209,1.5369121101812446,1.2872614120807375,0.5726999751706136
158,7.925000000000001,0.9987359821012514,1.3015606368552533,1.26813077008872,0.876097655504342,1.0484049506312352,1.0556855405661738,1.05022509811497,0.7098575186565652,1.3277789212052036,0.9875233508227214,0.9562354822818036,1.0755204810940524,0.9953453179579506,0.6702003659048894,1.0091522750981667,1.3249938268464467,1.2017385871398012,1.024559180061497,0.7934556056115353,1.3018834694014514,1.2017385871398012,0.547338159488124
159,7.975,0.999076681722678,1.265701804253626,1.3128618026924253,0.9160727965511964,0.9855721061652832,0.9693955427206254,0.9837747102269884,0.6931957002025733,1.3324234351809454,1.0794560873422436,1.038904069749781,1.0640076996879724,1.0775250388854591,0.859609146368383,1.1410740880996235,1.445360511592856,1.361681745132218,1.065002482226315,0.7455017375584206,1.369288905719548,1.1410740880996242,0.5456197119219212
160,8.025,1.0015375517504517,1.252845106543663,1.2793565557527649,0.9366443874031574,1.039006660947532,1.0543905864513106,1.0360482137352676,0.7141691570408149,1.331128290143845,1.0870245349312206,1.0031138690768806,1.0946527772816148,1.0450692020040506,0.8489309100552711,1.0968487864430938,1.442431280801875,1.2921780223850146,1.066798134759721,0.7212156404009381,1.1494374268889953,1.119386775205623,0.6020862712275681
161,8.075000000000001,1.002743009889395,1.3017769398953,1.2830234259473647,0.917484022767321,1.0051417319489129,1.04429550871669,0.9987134999422626,0.714702522193907,1.2920926144052047,1.024633210257188,1.0415848626327666,1.0528859642164858,1.1263431245106594,0.8458703306601787,1.1055673620032165,1.2910652415339583,1.380104223708713,1.098147446821987,0.727151687760505,1.5136626969708469,1.394944054071172,0.5896561166471062
162,8.125,1.0026887166310254,1.339976662107066,1.3483646224332444,0.9633709231105384,1.0459125899798054,1.0303277997317617,1.018783510659137,0.7503787897206107,1.26321607132724,1.0976398852475282,0.9878758967227754,0.9506677650194691,1.0027591494040975,0.7695318147729203,1.165291033798993,1.1213177872405402,1.282553024621533,1.1799487826518105,0.7255585682144675,1.2165931547838544,1.3265262711799857,0.6391825481889358
163,8.175,1.0046608786549156,1.2808263951504657,1.30533816713313,1.0029384243811224,1.0536840297079668,1.0531138543672165,1.0177629832406505,0.7891226715994737,1.207381371753656,1.019934035499663,1.0511752582086626,0.959289309064548,1.003394564653723,0.7239499023475642,0.991811366216163,1.2379543330143348,1.3248283212960423,1.0786853544978705,0.7891053935588449,1.1655593427795783,1.1655593427795783,0.6825813364991309
164,8.225,1.0037292307683623,1.3116844349047134,1.3229391375443018,0.9626185342627248,0.999230707888867,1.0375326741439084,0.9919082731636388,0.7367495861999088,1.247209942580583,0.996678687739068,1.0366184530036575,0.9712624734797844,0.9857860244850896,0.843906334929475,1.1442797761755592,1.3874392286128656,1.172886770579948,1.0012448041536142,0.750933603115211,1.1228245303722677,1.208645513585434,0.6863489346257098
165,8.275,1.0048908981128764,1.298239798430277,1.237927074859288,0.9922002319960332,0.9977650117604528,1.0005474016426628,1.0022168355719892,0.7868598586889457,1.2537063555253898,0.9613542297018726,1.0635877951739003,1.015161369423992,0.9774963716185088,0.734820736407129,1.0880999366028647,1.2576739526968186,1.420182384786856,0.9750505925402292,0.7630830724227886,1.1658213606459271,1.0386408485754617,0.6804589982545612
166,8.325000000000001,1.0064684474583656,1.3179803875164715,1.3126538691531808,1.0083582334971668,1.0199043201402638,1.001760469701111,0.9737199735678752,0.8351669338507068,1.3467896815486882,1.0083201694752677,0.9781946108090468,1.0597108283764676,1.0224969029652538,0.7888492991208209,1.026202185581953,1.2216692685499435,1.2844979737896551,0.942430578595671,0.7330015611299666,1.2426121702965145,1.242612170296514,0.7569363059831903
167,8.375,1.004942825265221,1.246698751030432,1.2957114459917864,1.0441617241960062,0.9903781598383556,0.949089766998139,1.0028733313557894,0.8393495649754577,1.2134399558537643,0.9980674961567758,1.0225814346588729,0.996316500549483,1.0085734698005313,0.8622326854092298,1.055372806940897,1.1933300366063742,1.2071257595729217,0.9794963306248848,0.77256048612667,0.9932920535914328,1.1450450062234574,0.891935721592307
168,8.425,1.0047490514272404,1.281677968651897,1.283303226030355,1.0350259609362489,0.9910051472449768,0.9974472175412604,0.9931525040104052,0.8170692492453167,1.2025404363008312,1.0139405693126438,0.9810653631403908,0.9706837190859952,1.00701947327638,0.7838665586526021,1.0360671036103966,1.2610027247889697,1.3768786508506592,0.9883534869967592,0.7361529420389658,1.1314943368376698,1.1587592606168906,0.7551410139566378
169,8.475,1.0041729907913173,1.2974374082233744,1.2903704057522394,1.0387650314851122,0.986243204050472,0.9857126805410312,0.9756327338616558,0.8689975084640523,1.147355031967501,0.9507144527182269,0.9695235516029403,1.0242409301766506,1.0430500290613642,0.922837606437303,1.165335079661704,1.2259594479678044,1.2596396525823046,0.9767259338205032,0.7746447061335022,1.0373503021266035,0.9767259338205032,0.8596700390072508
170,8.525,1.0060903955255427,1.2895646944962849,1.292739398323208,1.0140322251261908,0.9799515143541108,0.9794271957268476,0.9668435486725416,0.8808552938014476,1.188013245312605,0.9700136597573764,1.035920511204306,1.064649138758096,1.0105717221862556,0.9985886582868134,1.0185604314525496,1.417995894767276,1.1716773590565277,0.9453305965115166,0.7855564111856266,1.0718184932278465,1.1517055858907916,0.8182313189839918
171,8.575000000000001,1.0057055524442362,1.2180897226063752,1.2312684367613134,1.0286706067453908,0.9488644236528015,0.9369453183857264,0.98513996142216,0.8918600071580947,1.1541560631675505,1.0071723677135058,1.0539399071761562,0.955394020451286,0.9887994057817504,0.8093213809607995,0.8948594130948677,1.276490633385326,1.237011541631141,1.098834720491492,0.8948594130948677,0.9540780507261458,0.9014392617205654,0.8463833854647295
172,8.625,1.0042980164143016,1.2399854861243726,1.2489798780947594,1.0562203835168256,0.9563353326992786,0.9189424675214284,0.935846091505936,0.9199669295810944,1.1837383282745475,1.0235952071551182,0.9905760069243076,0.9922269669358482,1.1044922477206025,0.8129727329555563,1.0080861888648895,1.2487261178197335,1.151169389865067,1.1186504805468442,0.8519954241374228,0.8910181153192894,0.9105294609102228,0.8760195979602723
173,8.675,1.0043758874032764,1.2186814470783214,1.184343755990832,1.0810431206631268,0.9428113773652184,0.9438240641293064,0.9215449553193872,0.9180005516450817,1.21909180135368,0.9645023488621496,0.9889821039094115,1.0036699569377692,1.0265177283152145,0.9064927475077263,1.1122215980059331,1.2022279700988994,1.2858053156137963,0.8422024817270366,0.8872056677735196,0.9000637209296577,1.0672184119594508,0.9330616838762776
174,8.725,1.00455634724737,1.1874780965423262,1.192630502780514,1.060179014100419,0.9235270448608468,0.9210242615414408,0.942047641424452,0.9300342814913028,1.1438528361219789,1.0357595497747685,1.000266231869713,0.9567062508044192,0.9260529307955088,0.972399577316158,1.0867995275886464,1.1630661611036397,1.3537327448911214,0.8961329438011648,0.7690218879428435,0.9596884717303256,0.9533329189374086,0.8945764818926965
175,8.775,1.0047139413921102,1.134431873435359,1.1886664664337212,1.083267324975319,0.9412400420754024,0.8932377896667204,0.9313426704447464,0.9451989907276652,1.2520746114989554,1.0048496882093527,1.0638646698978385,0.9569997030565264,1.0176096842501063,0.7916997543467612,1.0430330096949394,1.0870163293808706,1.2943662650431176,0.9864830272415992,0.8419664054163969,0.8796663937186235,0.8796663937186235,0.9076849224398372
176,8.825000000000001,1.0031475683892253,1.1530163813204857,1.15123886377477,1.0480311326100826,0.9120121527475228,0.8665094004913427,0.8919517996023252,0.990296457704392,1.2111184163788828,0.9524941712146427,1.0187272096103628,0.963533010947263,1.0849602480060834,0.7454800858392742,0.9007884370557898,1.3356518204620322,1.2673161459267652,0.9504871094450742,0.8945761030071284,0.8324527625205226,0.7703294220339166,1.0438622936662707
177,8.875,1.0034434797455114,1.1550004161688407,1.1283443071474446,1.111725223938952,0.9230512303200696,0.921599891907616,0.920148553495164,1.0014235045925284,1.1429364425677797,0.9776550470532026,0.9963661484322112,1.0649735201552428,0.9449106196399374,0.9213799921481536,1.031945591205932,1.2285066561975382,1.289931989007416,0.9828053249580306,0.7739591934044487,0.8845247924622278,0.7862442599664241,1.0052443751069455
178,8.925,1.0037767295036302,1.1209509654982266,1.1299301592787028,1.075385134499201,0.8969515690329187,0.8993434398836735,0.8897759564806561,1.0103262473586796,1.1872142962752428,0.9991102129692956,0.9682734780011074,0.9220183755488252,0.9944847027240672,1.002193886466114,1.044711202861646,1.0872285192571784,1.1358197379949293,1.0264894958349895,0.8321246208839856,0.7774594998040161,0.8260507185417669,0.9796956563617736
179,8.975,1.003273476835148,1.095893027375051,1.0835764042236844,1.092766189705386,0.8231225844534077,0.8732668338511442,0.8718476569813964,1.0241726410009355,1.222813735784944,1.0383243816328516,0.9895338086339512,0.9559902896972072,0.9941079248525984,0.9069687007276664,0.9550200226205228,1.0751483273526636,1.1231996492455212,0.9970649292767716,0.9490136073839156,0.8288853026517751,0.8288853026517743,1.1407285753441905
180,9.025,1.0027152831964157,1.0962476334299731,1.063388531239307,1.0839663715915306,0.927710537274927,0.8664245663303907,0.8991727950793796,1.0587034522708825,1.171605669912863,0.9680448392330216,1.0434377394848149,1.0328827334495636,1.011772721379062,0.7900262093051522,0.962287563213794,1.0454482168248624,0.9741676565868038,0.9741676565868036,0.795966255991657,0.825666489424181,0.7959662559916569,1.0421145171538664
181,9.075,1.0033853412149916,1.074115486612562,1.0752361078818498,1.0887116455078822,0.8888291844541615,0.8920680206286429,0.8832768938693358,1.073442846399612,1.0975881921223405,0.9305639020167672,0.9738112628476744,1.0021457406334413,1.060305984509489,0.8459671836516064,0.9399635373906744,1.1455805611948835,1.186703965955726,1.0868328401079672,0.7519708299125387,0.7578456020212307,0.8635914999776815,1.074184096078029
182,9.125,1.0033407612741003,1.052124176005517,1.0751229399266276,1.0772709108618943,0.8585217624370923,0.8681320806733283,0.8406740285697968,1.1006102551498969,1.1858921487729948,1.0457680764677273,1.0133182913022971,1.0516680374068967,1.041343105763351,0.8425323007828629,0.9819859229814056,1.0575233016722831,1.0807655720387068,0.941311949840164,0.8948274091073167,0.6798364082178964,0.9471225174317698,1.1446225240403372
183,9.175,1.0032542466930356,1.0009463125837523,1.0261618275776485,1.0814046591711013,0.902603972535444,0.8519060563248271,0.8786129943286344,1.1235020360245596,1.0913005024314428,1.072334049849078,1.079628839303834,0.9818786606101082,1.0621213446124205,0.8965959402572377,0.8908485303837932,1.0690182364605525,1.2471879425373102,1.0805130562074394,0.9195855797510124,0.7816477427883611,0.775900332914917,1.1399225072462025
184,9.225,1.0028764711350944,1.0177794815156636,1.0451624670332669,1.0800125395064488,0.8807564946970083,0.8561293430913473,0.9268764331585188,1.1100128878260724,1.1271278971027905,1.0448663220261465,1.0737300325793542,1.007343498306975,1.0564118062474297,0.7163448164568997,0.9153294876949284,1.0062939088323122,0.8584767244840625,0.9664969745847068,0.9267000403371012,0.6822331585303807,0.7902534086310248,1.1122837031039974
185,9.275,1.003315018607855,1.0277555906304274,1.0205140976901814,1.0679566621958123,0.8619840998063256,0.8500244026353233,0.8735008452302542,1.1499027354045332,1.1678320591976414,0.9879459473896915,1.0393419793348206,1.0322036415646634,1.0093609607001626,1.0460909532266058,0.8379975915632487,1.1192048370542718,1.1023324023248104,1.0404668083167856,0.9336080550301966,0.7592595628257623,0.8211251568337872,1.1722898782949216
186,9.325,1.003340537340364,1.045950505777048,1.0069462631719686,1.0652990620830514,0.865035108412975,0.8418097483593338,0.8624058223691664,1.179673004988718,1.2174875317059526,1.0494121067952698,1.0338757229799962,1.00280295534945,1.0889592655977838,0.9236230378335962,0.9124950494259624,0.8902390726106952,1.1461828059862698,1.023774933502299,0.8568551073877934,0.6843712870694715,0.7344472349038231,1.2178334252231762
187,9.375,1.002560120278931,0.9957091458543776,1.0132974698122588,1.0426938350067088,0.8684057178870843,0.8593011147539696,0.908726103190878,1.1948707730887689,1.0452351198372702,1.0787720755539745,1.028466641978918,1.021479776204605,1.0480298661469951,0.8532445172873513,1.1064654708048882,1.1119702741422266,0.9523309773594312,1.0624270441061865,0.8367301072753381,0.7761772705646228,0.704614827179232,1.2586339630584398
188,9.425,1.002219600842877,0.9820558269892736,0.994782813374482,1.066406283294107,0.8527818548627045,0.8489211724211729,0.8862411026893098,1.2032460276106072,1.1364859189293568,1.023113844291635,1.0645914325737285,1.065974018849798,0.9940795324941698,0.99127246338821,0.9967190153848487,1.023951775368041,1.1655621272806416,0.9912724633882096,0.915020735435271,0.8278759034890542,0.6753724475831756,1.208634349703039
189,9.475,1.0015128491013114,1.0123245555845828,0.9940775275453584,1.0428720273462389,0.8828546263248581,0.8531431725543099,0.8633299567042128,1.2296297367611124,1.0971623628733451,1.035600883659754,1.0656976068308432,1.0027680947458386,1.0492812123738855,0.9916165540667428,0.9808381132616696,1.0832333009098656,1.034730317287036,0.9592812316515228,0.9161674684312298,0.8514968236007899,0.7275447543424471,1.1850235760639007
190,9.525,1.00158306167609,0.9752762269567165,0.9752762269567158,1.0600923289837147,0.8362297254384214,0.90469052164458,0.8954504141811724,1.2007939653583355,1.0992109377833448,1.042355199622137,1.0951498136289726,1.053184864033796,1.095149813628973,0.9865660193196528,0.981233230026033,0.858579076272779,0.8745774441536383,1.023895544374991,1.0292283336686108,0.7785872368684834,0.7092609760514265,1.3090909391490846
191,9.575,1.001210052486554,0.981223450156643,0.939447842891703,1.056946768526937,0.893188598334403,0.8836291112419455,0.8586913188268385,1.2813869002628957,1.062308393896184,1.0556103586257164,1.085081713815775,1.0569499656798107,0.9645170789473556,1.1451610604842126,1.0290617824627724,1.0185073026426408,0.8707445851608072,1.0343390223728377,1.1029431412036894,0.8179721860601519,0.7071501479487766,1.3007857884443077
192,9.625,1.0013193271857963,0.9613423782136136,0.9356899779659438,1.029541136116538,0.8588421463089619,0.9016197244776076,0.8810535811272978,1.228621403747543,1.0738374448710528,1.0221341604883725,1.0831175215551232,1.0261113362101173,1.0433457643376771,1.0392882416316542,1.0183980257194598,0.9661724859389752,0.8617214063780048,1.0288431336755572,0.9035018382023928,0.8512762984219074,0.804273312619471,1.269720113071265
193,9.675,1.0018521296538054,0.961291116342718,0.976080210440298,1.07062687724074,0.8475456876103499,0.8882539338932678,0.8788910372481967,1.2908584896313258,1.0509585314789698,1.0876961580475228,1.0352138343781605,1.0667032285797775,1.0876961580475222,1.1216108717520414,1.0285740252472635,0.945874606131906,0.909693610268936,0.9045248965742269,1.100936016973202,0.7236199172593817,0.7804757679011897,1.3297307109288297
194,9.725,0.9999500134852982,0.9111789230027608,0.956798858371306,1.0620636292801524,0.9101675791137578,0.8577896307805176,0.894454194613786,1.2332992296003595,1.080436201926273,1.0440753682076005,1.0570613802499835,1.070047392292367,1.0739431959050814,1.0640659564425414,0.8952477998915618,0.9003635016052277,0.9617519221692208,1.0026775358785494,1.135685780433867,0.7315453450542473,0.7878180639045749,1.205843975364144
195,9.775,0.9993835333200118,0.9837387558651608,0.9460698197053756,1.048035971570247,0.9192248532988664,0.8781488620234716,0.904868196154068,1.2705641573146145,1.0745528400231603,1.0038585742321628,1.0372776816969975,0.988434370786854,1.086120992607142,1.0127002262071254,1.017763727338161,0.8405411877519141,1.0228272284691966,1.0785257409105884,1.0683987386485172,0.7645886707863797,0.6734456504277382,1.2498064169247007
196,9.825,1.0007014454593672,0.9221241660655852,0.9053930381172722,1.0018688404742608,0.9138401756098952,0.8787076591393632,0.8944975541822989,1.2631916034348445,1.1348926331744376,1.022930131246914,0.9783995907075584,1.071277575261072,1.0750944787358745,1.1227093857195138,0.9623223306167262,0.9172134713690674,0.9923949034484996,1.1176972902475522,1.1176972902475524,0.811959466457863,0.6916691751307716,1.3198177117291268
197,9.875,1.00051375946641,0.966518475557388,0.9430948943872086,0.9495469528826764,0.8815547019355215,0.8897606632567295,0.9307904698627713,1.2723147648502031,1.011338142216037,1.1158724707389902,1.054159433418211,1.090683475914182,1.0314893380758836,1.0270240162660331,1.101446046430239,0.8484111438719412,0.9476405174242144,1.1361763271735348,1.1857910139496717,0.8087193944510312,0.7194129582539844,1.3148398267990309
198,9.925,1.0000782517853322,0.9457962789228715,0.9504807577684526,0.9802344655291824,0.940777513878047,0.9539298310950924,0.922209536630454,1.2780957672093205,0.9724978083426854,1.069747589176954,1.03234382731762,1.1557762414534216,1.0323438273176195,1.1984316426041164,1.0216138592690829,0.8693541013972483,0.9135585472310068,1.0363486745470023,1.0854647254734004,0.9037353370457272,0.8055032351929308,1.3677817814615658
199,9.975,0.9999311426832108,0.9152371586003676,0.9335558146757236,0.9692833092805034,0.9240934908312348,0.8946052194702714,0.8999667233540825,1.248464475801834,0.9837564238855394,1.08003371505627,1.0516442574033622,0.9985683148348824,1.010911557292669,1.1378225320177242,1.152410000376925,0.748823375772348,0.8217607175683563,1.084335148033985,1.0551602113155816,0.7634108441315495,0.7536858652254153,1.3491919715081946
200,10.025,1.0005969179996328,0.9171499708311016,0.9036050776448604,0.9865587133552676,0.9505390831597444,0.9141402989621634,0.9141402989621634,1.2622036728515311,1.0179614144334208,1.0570667748918476,1.044846349748589,1.08272966769269,0.9935205641469038,1.1698279705319117,1.0591035124157224,0.852096916807195,0.8087699549356426,1.092802260538041,1.2420395736511654,0.7991417411864088,0.6884172830702197,1.3422515943064572
201,10.075,1.000437992770196,0.8982953896062417,0.9026141174408872,0.9456326827667944,0.9343706817810844,0.9186038804010892,0.9122220798425208,1.252709909643824,1.011512500840638,1.0901588077241804,1.0042528417436951,1.0744295463474725,0.9957832394639298,1.16777849614957,1.101048296369595,0.9342227969196562,0.9485221254439368,1.1058147392110216,1.2774066815023868,0.781696625993998,0.8007623973597052,1.3690877504420749
202,10.125,0.9998526978035466,0.9051996048571048,0.9110512184141126,0.9470955250167784,0.9062083555694294,0.902491340165125,0.9110404755950252,1.246315265063288,1.0326955305352927,1.0662401649378317,1.023111349277425,1.0710322555667655,1.047071802422095,1.3214552946454543,1.0477252693260386,0.934457672642143,0.9108602566663312,1.024127853350227,1.142114933229286,0.8495069751292207,0.7173614456646759,1.336528746074902
203,10.175,0.9998829029890012,0.9255192522381316,0.9067993829417188,0.9337617177025732,0.9179352479110044,0.9392825792577718,0.940018694131799,1.301819154715809,1.0391790300852728,1.0451104172432928,0.9929142102527088,1.029688810632439,1.0664634110121685,1.1309178181293298,1.0467999638883043,0.7850999729162281,0.9159499684022666,1.1215713898803263,1.1823231734988442,0.7757535446672256,0.7243481892977106,1.3328674285095683
204,10.225,0.9996225632111684,0.8866978786374748,0.9341443803565032,0.9326701864472892,0.923922986574396,0.9483422528862244,0.9629209193410472,1.2486627818555742,0.9139197785146252,1.0748542382273552,1.0548842687739506,1.0654566055434,1.0384384115770295,1.124512183659616,1.055097851334948,0.8375996100509898,0.8977586980657014,1.0874912064197932,1.2170646267591734,0.7404195447964551,0.7728128998813003,1.3977779939744814
205,10.275,0.9998628261501056,0.9316312554976804,0.8920757177906476,0.9225324230328656,0.9080952959118508,0.96042988172553,0.9456318264264892,1.2498942805018831,0.9224963302150628,1.0516225504595411,1.008580477044715,1.0911747260299225,0.9678650021928524,1.118177369957651,1.031106181313408,0.8615464981640919,0.7515618388239946,1.0219407930350664,1.1640043113493577,0.7011522032931171,0.733231062267312,1.3672327677660507
206,10.325,1.000048167015326,0.9152715256804848,0.8994723245987457,0.9171935457290404,0.9050405525276422,0.9357804765076488,0.9622311087695152,1.2492562129084153,0.9861631569199608,1.0426140852950525,1.0380058462440238,0.9907713959709884,1.040309965769538,1.3252178361895244,1.0302207151199383,0.8350687734892889,0.8940681977032066,0.934913952928226,1.2162958222561389,0.825991938994841,0.8305303562420652,1.3372122246286178
207,10.375,0.999905585728318,0.9176169186265004,0.9208321145572173,0.885364180703846,0.9267826569702794,0.9717411739432452,0.9285526773235454,1.2124639419874732,0.9629891040734008,1.0531267097864323,1.0462808156816448,1.018897239262496,1.0337300098228683,1.4428240454180326,1.029304381310684,0.8585027809185176,0.813554991341632,1.1147051815067666,1.101220844633701,0.8674923388338949,0.6697220646955976,1.3848964349735362
208,10.425,0.9996558579750924,0.931126964002312,0.9251826970182568,0.9266794038603042,0.9333411173197614,0.9564818061789288,0.9533262576981334,1.1717603358687618,0.9356929449054484,1.1018123445444592,1.0283581882414954,1.041918955558966,1.032878444013986,1.1574594326527656,0.9882922848035154,0.8235769040029288,0.7434450971269687,1.0595205575821474,1.2999159782100291,0.8458357392462516,0.8547392733435808,1.3836364544415456
209,10.475,1.000203595698932,0.9264646236087604,0.9346652864141948,0.9098665744301968,0.9848784752229148,0.97654381957928,0.943205197004738,1.2081777910086458,0.901037716448717,1.0308766917382215,1.0286380887159887,1.0331152947604545,0.9961783448936128,1.1023423973116246,1.0802955493653923,0.8421895915460816,0.7760490477073838,1.1596642019718293,1.2610797025244989,0.7407740909934123,0.7892771564751235,1.3348241592262846
210,10.525,1.0000100406187518,0.9260142467670328,0.9322626559894815,0.9349529018695052,0.9487123264739128,0.9239453621859796,0.9755432044525082,1.2287166171736112,0.937953514850544,0.96234474100505,0.9933881197471488,1.0122358854119935,1.049931416741685,1.319007629236778,1.135569482124378,0.908455585699502,0.812368937212055,1.0918937328119025,1.2840670297867969,0.7555904631058358,0.8211040870745503,1.411885447162489
211,10.575,1.000068431399469,0.931307776522926,0.9218172675020904,0.9435104222920644,0.9734955855862868,0.9717918831263872,0.9547548585273976,1.2212139232556003,0.9016491423119924,0.9851148363627976,1.0224547521223688,0.933497893989273,0.9554625503184327,1.310890625463012,1.0253500931839392,0.8436424817336209,0.8349897383312243,1.1984049612318617,1.1940785895306638,0.8955589421479977,0.9388226591599784,1.3592312072263983
212,10.625,1.0002440115899314,0.9004903221784253,0.9168405776877934,0.9262127080385388,0.9414020563846522,0.9940584639845104,0.9403894331615776,1.1959080264506354,0.9203810368615518,0.9704253958398398,1.0890087682014349,1.033524804986377,0.976952920923964,1.208581159515169,1.0928659421147806,0.8185780193879336,0.8785785024844314,1.0328654590182829,1.217152657100383,0.7757205314618638,0.8828642512770384,1.3796612541751547
213,10.675,0.9993502192299576,0.934390425750403,0.9503854081196944,0.8898024976466705,0.955676639712207,0.9807556278082236,0.9449762714579067,1.164668207179012,0.9063906406447428,0.9527340384422744,0.9936886690540464,1.0411098202887294,1.0206325049828435,1.2439887400338066,1.0868980117701514,0.7812079459597968,0.9128245020725878,1.180303309656649,1.218514567882944,0.7854536413182738,0.7260139062995936,1.482570825127007
214,10.725,1.0004609040188854,0.948966312330622,0.9319166110944984,0.9553998637811992,0.9762702491550596,0.9984657383621818,0.98256449236305,1.1733794443526369,0.8915527935074393,0.9641582904637336,1.0175446852845385,1.0655924406232629,0.9737678415314784,1.2197982331783863,0.9716323857386456,0.8286215584004901,0.7655285463395388,1.0851998074483584,1.1398804179011823,0.8496525624208071,0.7781471487517295,1.3668006592387667
215,10.775,0.9994358617944402,0.9556803927750788,0.915934899209885,0.907825016220969,0.9698564435766308,0.920625152024518,1.0049747648838054,1.1808945800300226,0.8653144271361225,1.020817142037113,1.0091808844594878,0.9943711020879652,0.9753299533245788,1.3085180008778452,1.1293260453436176,0.8417854655328808,0.791778408174492,1.150162319242947,1.3251870199973084,0.7626076247154314,0.7667748794952975,1.407469040395677
216,10.825,1.0002494457836248,0.9419499439128428,0.9553388645202994,0.9310008406503923,0.9953872068567414,0.9566903503993908,0.9931109211827802,1.1644827140653355,0.8667720634522402,1.0334186875017035,0.9799659967688568,1.0239858597253189,0.9548117893651638,1.391421497923954,1.1313041259084984,0.8381559764942517,0.8588002123684942,1.0776291126354671,1.3790349563994095,0.7968675047457662,0.7927386575709182,1.3847647851318516
217,10.875,0.9998676819298518,0.9163354739871246,0.9508663189723752,0.9324478196408148,1.004620698562564,0.953068642189886,0.974978266148274,1.142522449359478,0.8577816056848868,0.9502060159826532,1.0125146071946298,0.9844757411492407,0.991745076790638,1.4195659341274218,1.0636517085680977,0.8100116857557048,0.7895568452063182,0.9818323463705516,1.3868381892484027,0.7281923235581588,0.8345574944149688,1.4588475768967528
218,10.925,0.9995828179665068,0.9852903289936352,0.940442897891708,0.9319138214907806,0.9603277749380852,0.9874646967697795,0.9679899646317398,1.1854045971891989,0.8334841538876752,0.9631372444924252,1.0032679630129426,0.9806301217962408,1.0289927825773773,1.333637009419225,1.1512246525077807,0.830989625929912,0.8472040576553737,1.0944741414686647,1.24040402699782,0.8269360179985467,0.7499174673026036,1.3963852056629118
219,10.975,1.0000943763125756,0.9763332061544576,0.9604345096445852,0.9610882502205152,0.9629863836969216,0.9677317173879382,0.961088250220515,1.1236950180326764,0.8830068262154119,1.0094419837797437,0.9411262131603064,0.9910884931655668,0.9778331943886608,1.4339823222288912,1.1407590462549173,0.8676195563065562,0.7752341405887286,1.112641745819056,1.221094190357375,0.8234352270502042,0.714982782511884,1.3999218606221853
220,11.025,0.9998102219515096,0.9511734029651724,0.9737616358434108,0.9517636933211694,0.9818589879716406,0.9959661573390496,0.982799465929468,1.1583553513905531,0.8133808020136916,0.9487758671936098,0.9669632640088232,1.0346607965987822,1.007379701375963,1.2777105540384468,1.0189841178624373,0.9433563903648348,0.8876306964192321,1.114513878912041,1.2976125875904472,0.9234543568128336,0.8159833756320299,1.3255972837482604
221,11.075,0.9998606844823604,0.9623555696639384,0.9503167196915984,0.975188150496627,0.994138923730234,1.0099830128271852,1.0081190023451916,1.1699772458650195,0.8731407458785297,0.9832846473081606,0.9782781063340866,1.007316043983716,0.9482388604896416,1.238587894313372,1.092639639250968,0.8599113406379459,0.9190795521497308,1.1478633033286334,1.2819779160886815,0.9033013624132552,0.8125767714285177,1.4066336651036453
222,11.125,0.9991877431336912,1.007972851350439,0.9734851543835752,0.9661342451494076,0.983683528761108,0.992612111651271,1.0012328123728087,1.1397797882546543,0.8087472488720037,0.97446601029731,0.9873662731627532,1.017136110544545,1.0627831945299582,1.3330271627624437,1.1102044405411549,0.82874415984058,0.8873817183198667,1.1336594639328692,1.3643005272847295,0.9108367417115816,0.93038259453801,1.2847608731298343
223,11.175,1.0000584196277889,0.9538928043450776,0.9810518673392136,1.0057191558625518,1.004803756145444,0.9633056356365528,0.9950394924962932,1.1695757052248674,0.8674186888588802,0.966748946880135,0.9460961209549228,0.9647820110777342,0.9382283777453188,1.4024848312271994,1.0964176995505457,0.8872072551133382,0.9530698024361628,1.0964176995505457,1.38311349377931,0.7671049629364243,0.7903505678738916,1.330692282644817
224,11.225,0.9995145180797206,0.9838675999840366,1.005841192390157,0.9644204462752076,1.0058521180029292,0.9931504376192484,1.000710961657154,1.1537359681843582,0.8265676667557625,0.9454842414541154,0.9795996522282328,1.062451364108233,0.9990941726705856,1.3132217861621358,1.0866718289002475,0.8562820418542582,0.8908405099111566,0.9676371055931527,1.2940226372416372,0.8524422120701584,0.8870006801270571,1.2878318912631903
225,11.275,1.0001275427426948,0.9967585084400574,0.9936731306826871,0.9999482770495306,1.036217384220692,0.996651085488516,1.0536025760878591,1.1711024935349277,0.8269817580697588,0.956439182814324,0.9226256763511906,0.9776933868768644,0.988320488908135,1.2521243908469135,1.149366462114796,0.8639277711922472,0.9704915491366652,1.1417547636901946,1.3244355258806255,0.8182575806446394,0.8296751282815413,1.385367948473479
