,r ($\AA$),g_full(r),S(DMT),O(DMT),O(DMT),N(DMT),N(TFSI),O(TFSI),O(TFSI),O(TFSI),O(TFSI),O(DOL),O(DOL),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
160,8.025,0.9852765215320624,0.9893210152671578,0.5721605097966732,0.6110699759032475,1.0212140202725464,1.1246749285100268,1.0210864482525244,1.0210864482525244,1.15612143144534,1.009987682510649,1.1808209968246577,1.1853385580249876,0.8452999363003992,1.406404204361871,1.6978869410171804,1.719748146266329,1.355394725447192,0.7724292521365719,1.5229972990239935,1.4865619569420812,0.3901555916404106
161,8.075000000000001,0.9865547329269758,0.936788267045251,0.5669868462277915,0.6249455016199654,1.0174263962865369,1.1162711031455808,1.0614623746768952,1.1747337468455137,1.0066536462082083,1.0943476117581072,1.2166956895372918,1.2722964516543689,0.6261482009907512,1.446618257461392,1.4754066804954489,1.741699593560481,1.4466182574613924,1.029186123467558,1.4682095747369348,1.5545748438391085,0.3829154022948365
162,8.125,0.986775000237902,0.9476952791850588,0.5693638742313386,0.6172775554508064,1.0217436956151456,1.1422746053841188,1.0737020382362576,1.1188155692545885,1.1440791466248523,0.9762568112366644,1.1963430419236596,1.1817658951957712,0.6397918944417731,1.3293453806734608,1.7843085056098325,1.812743700918355,1.4288685642532917,0.7677502733301271,1.5355005466602536,1.5923709372772998,0.4165175802590317
163,8.175,0.9882719712599292,0.8894234556857814,0.5876218546203227,0.5956125283756201,1.043090258672268,1.2477744402502662,1.1176493914813093,1.0178274362612882,1.0713034837005857,1.0445654599809369,1.1743865504841016,1.2068688702437134,0.6530559732738407,1.453576198577258,1.78361523883393,1.6431730940438571,1.3763330189427176,0.7513654746268923,1.355266697224207,1.404421447900733,0.4090735737788409
164,8.225,0.9887718603062624,0.9041458033811188,0.5865714211324111,0.6217899950720384,1.0444128823475645,1.1516473678258097,1.0072512146733374,1.044230717309946,1.1357990095529766,1.1005804356133495,1.2372305382548223,1.1839700792550822,0.66595121631295,1.2902804816063402,1.6579410489457838,1.6718150326189696,1.1862256040574422,0.6520772326397636,1.4983902367041386,1.456768285684579,0.4134588705871533
165,8.275,0.9892955534179776,0.8914529099693723,0.5789044805655752,0.6346952750656772,1.0720231158245417,1.1656076743408412,1.1395119801391806,1.0994985823633006,1.1499502578198444,0.9951158055566582,1.2474898284976903,1.2144805351578245,0.6442209760490765,1.473484147346294,1.7887412207320126,1.8093014646484709,1.1308134154052951,0.7196085370760962,1.2952953667369742,1.4118034155969146,0.4523253661621172
166,8.325000000000001,0.9893261702168548,0.8712934890371248,0.6158326089180767,0.6253160754654195,1.0668899865760713,1.1860260350770648,0.9883550292308872,1.029608108711829,0.9935116641660048,1.0467968918288877,1.2083317102781033,1.2257688862147726,0.5958778147247088,1.1578989354309677,1.719920056137226,1.6792920233150876,1.4964658756154614,0.7109905743874366,1.469380520400701,1.5641792636523604,0.4263870587507161
167,8.375,0.9899138556878222,0.862092391920343,0.617871924915735,0.6588681663793379,1.0793724716774402,1.2483355525667192,1.012255767795598,1.078493980788935,1.0954781379667131,1.0479224978689334,1.2376590953812658,1.2389353615275724,0.5419490154000224,1.3381457170370916,1.6325377747852534,1.6726821462963664,1.2377847882593096,0.8697947160741096,1.2043311453333825,1.2779291597704228,0.4528530888319916
168,8.425,0.99150805640531,0.8408943690668977,0.6360240272570687,0.6273430805702116,1.097271661218746,1.1295069099159425,1.0707658373348752,1.0254512956294806,1.0892273172889249,1.0690875209754167,1.2195442170381363,1.1996809063676594,0.733881971727095,1.4347061969799957,1.7785067603116094,1.8644569011445116,1.4479292955696736,0.7999974646754819,1.3752022533264472,1.3884253519161258,0.478662675988577
169,8.475,0.991401709778084,0.8372927429125073,0.6634286760782155,0.6857336057049835,1.0958011580740197,1.2439287676466555,1.1427558945447271,1.1527073246859012,1.0747544552467103,1.134463036093749,1.1908640606799932,1.219841129660434,0.6533767264406674,1.1434092712711674,1.5158340053423482,1.548502841664381,1.365557358260994,0.7383157008779544,1.4178274963762474,1.339422289203368,0.4972330230402547
170,8.525,0.9929438358614596,0.8009340436841655,0.680539582636369,0.7201058374408088,1.0705498085658502,1.237575927061736,1.1097204008222454,1.078576105969036,1.0359575972225392,1.0080916491959826,1.2181995708174964,1.2302091216925937,0.8523701749299368,1.297927311825131,1.6337095019490455,1.866174095111757,1.446446357456863,0.716765828918356,1.2333538137243785,1.504562505747541,0.5936149432547769
171,8.575000000000001,0.9931439382486608,0.7597773530281324,0.6648051838996157,0.673185081175661,1.0810067486098784,1.221565558920082,1.0644145520033086,1.1324593178847988,1.0838559136837345,1.03525250948267,1.2222960147057644,1.2131653173847543,0.638226519811956,1.2381594484351948,1.73597613388852,1.6147130951242483,1.2445417136333146,0.925428453727337,1.321128896010749,1.429627404378781,0.6017564329655587
172,8.625,0.9935263000556352,0.7984832182418999,0.6736857028043689,0.7062655851531048,1.072927311925319,1.2891141583580326,1.1081577609736128,1.0200816383528777,1.0376968628770251,1.012074718114629,1.2084664212762506,1.2117756397562205,0.6497737090312089,1.1733777658233473,1.6528224443318116,1.6149715486600904,1.3500152789580446,0.8516451526137195,1.3121643832863237,1.3310898311221846,0.5693083695930273
173,8.675,0.9942708287941636,0.7489121319045078,0.7074272033150456,0.7161608724917744,1.1048091508562132,1.214143771862389,1.043182197727919,1.0716757934169976,1.0526800629576123,1.0574289955724587,1.2029028013087495,1.2055792228691402,0.7857324871836717,1.2347224798600556,1.6275887234518918,1.665004556174924,1.2721383125830878,0.8792720689912518,1.4841613646802698,1.3781498386316784,0.6698579440057105
174,8.725,0.9946459443614152,0.7921563712488929,0.6880104723040452,0.745209774315205,1.0927225148358366,1.2550390246939196,1.10011525481275,1.0562984310079746,1.0422144519278689,1.0437793384923248,1.1718105779912484,1.17298650431136,0.7089410345036686,1.1712938830930164,1.4980232294294895,1.571999685203785,1.3377409085851826,0.7520939670386743,1.40555265971162,1.3870585457680469,0.6020022804081725
175,8.775,0.9966864137191892,0.7708845569078229,0.7378085413173142,0.7330071842154662,1.0685686972224009,1.2933789064133745,1.036559649876747,1.0520306894271465,1.109273535763624,0.9885994272705094,1.1718641749620309,1.1666326384666643,0.5607079788568922,1.505379030191873,1.5785148535210332,1.49318972630368,1.2920662121484905,0.792304752732565,1.3895806432540367,1.298160864092587,0.6321024730591672
176,8.825000000000001,0.9971228332168572,0.7721957563839185,0.7226148813155518,0.7452954943787411,1.0538573232616597,1.2711164981622975,1.1349800741713894,1.063087805322258,1.0447323324246078,1.0584989370978457,1.156036701678979,1.1520137054514124,0.7532233196636898,1.2654151770349995,1.6209365839162615,1.488369279655452,1.404008267853119,0.8436101180233326,1.3678535485092618,1.349776188837333,0.6696001592765366
177,8.875,0.9977403669258144,0.7410937139551359,0.732749238639666,0.7379645357118345,1.0722650780378316,1.3264065043645987,0.9921581150093232,0.9815710619528208,1.0662674864048365,1.054167997197406,1.179984325903145,1.1333873046057417,0.750718307642864,1.19757444314457,1.5431431879325554,1.4120653881853882,1.2690714248248425,0.8698799437766523,1.3226941610850471,1.4001492245720089,0.6961836200857175
178,8.925,0.9978947281625822,0.7570514470582568,0.7565357444376447,0.7518944208521379,1.0783341796994643,1.2637292718094404,0.9840637406516116,0.9676128270540926,1.0289298686448465,1.106697823833119,1.1853432187114334,1.1550002304154312,0.8896182752597918,1.1252787455272868,1.2784580512011583,1.590708174305589,1.260783515931096,0.8660522282330427,1.3550477040380942,1.4610949156584665,0.7201471360546724
179,8.975,0.9998508316083335,0.7481298786849002,0.754249550494184,0.77617837447745,1.0520735785459785,1.328070777144663,1.017497432823528,1.0263709569469888,0.9982714638893626,1.0485547672556417,1.1313315823688124,1.132720741973882,0.7690387573666195,1.1826883920107865,1.5555556683097536,1.3982522861211266,1.2467749551246716,0.8855597812100467,1.2817312622776995,1.1652102384342722,0.6964509154723207
180,9.025,1.0003730457689637,0.7938274634797986,0.7897927622677039,0.7499500877982601,1.041457250372164,1.314858691256788,0.9448261563424758,0.9813906360770912,1.050131857978169,0.9799280568877072,1.13394271805889,1.124600810519757,0.7778262052636485,1.1753818212872904,1.4634656010145684,1.463465601014568,1.1638584700981998,0.7374944761018294,1.3021386843672922,1.0140549046400156,0.710097120723684
181,9.075,1.0002175934216733,0.7676463292835368,0.7447017346460818,0.7841065819582321,1.0474706247533634,1.304749362014213,1.048717613592356,1.0356990501132786,1.0472711065391254,1.0530571347520483,1.1424061195545028,1.1299059574471035,0.7863738343927638,1.1624656682327814,1.4587804464097631,1.4701771686473406,1.2992263350836966,0.8490558066994334,1.265036168370968,1.361908307390366,0.7771285342102391
182,9.125,1.0014863744935432,0.7715904426987336,0.7755371968813355,0.7582701473324511,1.0537833667547922,1.2675987745972688,1.0186572545296335,0.9943353818793474,0.9700135092290612,0.9456916365787752,1.1538417126316047,1.113794562577539,0.7157827405636802,1.2343025211294962,1.380840719985054,1.4033850582705234,1.3132077051286428,0.772143586277356,1.3977489736991564,1.2906633668431722,0.6775378809722574
183,9.175,1.0004557001164869,0.7895546950456063,0.7592998179795809,0.7988263509206781,0.9832835046457946,1.3316537746044217,1.0953241461677177,1.0472091319949752,1.0273970673356114,1.018906182481598,1.1099296133226697,1.124551440564046,0.7024277470138287,1.2487604391356943,1.304508673025681,1.337957613359672,1.2153114988017033,0.8083493914048026,1.31008349641468,1.1149646777997273,0.786562071425348
184,9.225,1.0020965427579684,0.7988791912152229,0.807567907494301,0.7520566646001916,0.968309158657243,1.245865373127789,0.9700951725590536,0.9714950212929054,1.0946817098718329,0.970095172559054,1.1194946355501876,1.0913560576775378,0.7885814534029819,1.1029111236405345,1.3455515708414525,1.273862347804817,1.1580566798225618,0.8657852320578197,1.2352604584773983,1.213202236004588,0.7483477057803811
185,9.275,1.0012231980924016,0.795064336779205,0.7707110147517335,0.7520878861424913,1.0314348152811306,1.3044785316597185,0.9485857687759096,0.9652033296887722,1.02474958962653,1.012286418941883,1.069475322574806,1.061930981938788,0.9055731426756972,1.1674256176662607,1.336538674431,1.3365386744310002,1.1183282786055302,0.8128337244498733,1.3529044541179096,1.2547097759964485,0.7880623912502984
186,9.325,1.0021835161696595,0.7974264643657405,0.7657750584934039,0.7808921478652663,0.9774143096994772,1.253537395257401,0.9781701641680705,0.9603603432518448,0.96721027437347,0.9726902192707704,1.0703908264534867,1.0909802147959444,0.8041403989447208,1.1279553246942726,1.3384350264314804,1.1387491555525906,1.1657337326983868,0.7663619909406064,1.2682751258524116,1.1657337326983868,0.8323365285337977
187,9.375,1.0027625321875384,0.7959540364762956,0.7725848633560282,0.7646393444951373,0.9754292860399462,1.343213332606709,0.9176139517404056,0.9677641972564976,1.0192698548135666,0.9880953778711306,1.091087106106063,1.0646056454211084,0.8543203167360657,1.0785793998792828,1.2387644592672953,1.3562335028185042,1.126634917695687,0.8436413127768649,1.2547829652060964,1.340214996879703,0.7983100306643389
188,9.425,1.0034972128467716,0.7930805732795062,0.7583977493751549,0.7583977493751548,0.9433728101983628,1.3692316439785932,1.037987553809433,1.0634678684378298,0.9977554780803852,1.0111661699900678,1.048049448664213,1.0707235953901213,0.6286769813417885,1.2256559636243272,1.2784859620564095,1.1516939658194112,1.119995966760161,0.9509399717774952,1.294334961586035,1.0196189697392035,0.875252912799285
189,9.475,1.0037861729418778,0.8565709136099623,0.8277440078634729,0.7801567348851419,0.8931765082086788,1.322971945790857,1.015118895215653,0.9832720279147696,0.988579839131584,0.9195782933130032,1.0370174516087214,1.033527489031192,0.940930170253368,1.0507053567829274,1.1657079331472278,1.165707933147227,1.082069695791373,0.909565831244922,1.0925244754608543,1.160480543312487,0.903004923595196
190,9.525,1.003234123242135,0.8620905844421433,0.7742515227920511,0.8263210696464877,0.9078212299403874,1.1922567893660985,0.9834805454132248,0.9913588942416348,0.9782283128609508,1.0622640336973277,1.0601995723473014,1.0523060436560228,0.9828041215239156,1.1069478000322,1.1741922925575203,1.1483290262016277,0.9776314682527372,0.9259049355409522,0.9517682018968446,1.21040086545577,0.8830985906131392
191,9.575,1.003836081904823,0.8486299331452073,0.7890376516730255,0.8392206255443366,0.8943322843494371,1.2149208361791086,1.0005230415592656,1.0473007422035951,1.0057205638530802,1.0589951673646776,1.0655108474078616,1.082842180779215,0.9930417594696844,1.1773175498867396,1.2233864974910034,1.0749421107661532,1.126129830326447,0.9469728118654208,1.0800608827221825,1.1875550937987982,0.9876618256791636
192,9.625,1.0033388749128125,0.8283070210987702,0.7817480076001777,0.8052492239375626,0.8952633167015077,1.2897733577462491,0.9708662862396984,1.0544508009490767,1.0544508009490767,1.022302910676239,1.0508457774155904,1.0701716767703595,0.7142676711528668,1.1043287397966317,1.2360376720659545,1.0891315553040164,1.0891315553040166,0.93209398221367,1.1499202932744743,1.1195259242892452,0.8733728883918673
193,9.675,1.004450800881724,0.8575087676037103,0.8263505677573117,0.8162570663986195,0.8755015308952935,1.1937540172137229,0.9608574445590202,1.0384896354439217,1.0563068595814396,1.00412784603585,1.071093242949074,1.0715714095753903,1.0077144301154806,1.0728899902722029,1.0979575134094042,1.1531060643112463,0.9425388699587572,0.942538869958758,1.092944008781964,1.1230250365466048,0.8998217642045477
194,9.725,1.0045842938966068,0.8565321279551494,0.8265621904151366,0.827430884256876,0.8578351687177587,1.2381927673233983,1.0051656442767771,0.9988676139241662,0.9610794318084978,0.9812331289368544,1.0376278041925209,1.0423604281569103,1.0519619182907247,1.0618860873312033,1.0866965099323995,1.0321135802097678,1.0519619182907247,0.8634027065216326,0.9775306504871356,1.0668481718514424,0.9457328027451952
195,9.775,1.0047327582924357,0.8490818249705393,0.8323151458951724,0.8207074449968406,0.8499416546667123,1.30161019406623,1.02857127404659,0.96748037413352,0.9737141394307718,1.0061297189764824,1.008770961729596,1.006897228807879,0.884061260337564,1.1541910898851535,1.0559620609587574,1.0215819008345188,1.208217055794672,0.9724673863713208,1.0117589979418795,0.9282643233544432,0.9608903936764264
196,9.825,1.0047717590857992,0.854930488448644,0.839610678799988,0.8536538376445894,0.8634414938090094,1.1674546052812405,0.9823402386933058,1.0267676866744104,1.000851675352099,1.0341722613379272,1.0238001500077207,1.0516208062579309,0.8896708648741344,0.99176424281051,1.050103315917011,1.0112106005126769,0.9723178851083432,1.0112106005126773,1.0014874216615934,1.0889960313213447,0.988787759488749
197,9.875,1.0061661948851213,0.9048489033364596,0.85724744799334,0.8433461380258811,0.8298660798756173,1.2106355974388514,1.03349920830804,0.9980719304818784,1.0261694266888344,1.020061275339496,1.0068034092604417,1.0426049437588751,0.9143717474464002,1.0250588537162286,0.9576840933780724,0.9288091960902912,1.1164960284608687,0.9769340249032596,1.0635587167666027,1.0346838194788222,0.9723179698946685
198,9.925,1.0050633810332157,0.8307001874820141,0.8340363328132672,0.8294491329827942,0.8653126952937648,1.2238649147701886,1.0291591328749312,1.024321722144614,1.0049720792233463,1.008600137271084,1.0448492605977568,1.0171320155895105,0.9385309757834622,1.0909827078904208,0.9528233256684896,0.990936258695229,0.9957003753235716,0.8670692263583252,0.9528233256684896,1.0623980081203663,1.0122775566528033
199,9.975,1.0058107423776987,0.8801919779330696,0.8587238809103114,0.8905131784247792,0.8397328720055643,1.208034590351762,1.10387303498942,0.9949224425989236,1.0200648869967304,1.0140785907115384,1.0128086654302282,1.0242795164044542,0.9857434549616289,1.2215672480146502,1.0942223997660183,0.9385786963510244,1.1838354411261671,1.018758785989052,1.098938875627079,0.9668775515173872,1.01168407219746
200,10.025,1.0055709692538009,0.8783825033451279,0.8285162095302814,0.8497706954185765,0.8432308536067937,1.249355030118527,0.962501218649188,1.0502168469497295,0.9802814135749736,1.062070310233587,1.0054032188525823,1.007407344870229,1.059986974262484,0.9619265052778492,0.9665960514199748,0.8918833131459664,0.9619265052778488,1.0273001512676054,1.0039524205569783,1.1860647200998715,1.0660859733052603
201,10.075,1.0059503026693006,0.848236977898765,0.8935626179391575,0.8899203790073404,0.8223366121613986,1.2229019560183634,1.0280826424876068,1.033950694099979,1.029256252810082,1.0433395766797746,1.020803544938387,1.0155121226752073,0.9524025586625884,1.017128946144512,0.9385326184878902,0.9200393649216266,0.9431559318794565,1.0263755729276438,0.929285991704758,0.998635692578248,1.1240312741576606
202,10.125,1.0056635461679364,0.8438870924887962,0.8739400516230128,0.8715358148922754,0.8202454313032127,1.1852887082534955,1.1004592222706475,0.9412586800836586,0.9993610677431434,1.0458429778707317,1.0004861717816351,0.9876062494305304,0.9704859417547912,0.9750637056309932,0.9247083029927724,1.0116858166406082,0.993374761135801,0.8789306642307545,1.002530288888204,0.9796414695071952,1.0173846655477163
203,10.175,1.0058152497484885,0.8459299754275005,0.8832270756574183,0.8903690735737856,0.7939521017028277,1.1103822871640994,1.063205423149873,0.9941661099583236,1.0528495261711412,1.0528495261711412,0.9831118384241851,0.989596745010096,1.0108331764762837,0.9927016396785032,0.9881687554790576,0.8249849242990296,0.9745701028807215,1.0425633658723998,0.93830702928516,0.9519056818834958,1.0654128025512344
204,10.225,1.005461254781075,0.9084002702715868,0.9205803777016994,0.9005421364457079,0.7885637294269358,1.133732257728661,1.0220681760629238,1.0779002168957927,1.041438475943715,1.0539721993959912,0.977159509032262,0.9780157276601106,0.9964828067016636,1.086256032530642,0.942618871204276,0.7989817098779108,0.9830168228273172,0.991994145410215,0.960573516370072,1.0099487905760105,1.0293233183952246
205,10.275,1.0066340488945134,0.8587262499855438,0.8898536174521697,0.9131991430521392,0.8229297773989239,1.099029526827895,1.0132736294573406,1.057279945213283,1.0595366793546137,1.0505097427892918,0.9810271161777542,0.9795432808680647,1.1246058470963076,0.9823632103094228,0.8445656559221282,0.866791067920079,0.89790664471721,1.0223689519057342,0.9468025511127016,1.133496011895488,1.0507630496827078
206,10.325,1.0063962892123208,0.868925416244789,0.887806722407093,0.880485399609465,0.8238414811225542,1.037007574367173,1.0470647598944414,1.0738839213004887,1.0492996900116112,1.045947294835856,0.9898124388148406,1.001988286418501,0.9992846629955362,0.9948825279162606,0.9904803928369852,0.8716227456965473,0.9684697174406076,1.0961316347395973,1.0433060137882912,0.9948825279162606,1.05691669673748
207,10.375,1.0057519960232826,0.8300402140779354,0.912090166274145,0.9334613166136227,0.829658586393302,1.0823724391576286,1.075732117445005,1.0414237885964497,1.094546362297438,1.054704432021697,0.9607515564605744,0.9653255738252428,0.9853164238226152,1.002755652562839,0.9417183519720576,0.9286389304168904,0.9635173878973364,1.0289144956731742,0.8719614370111642,0.9068398944916108,1.0555627048961167
208,10.425,1.0061032144948676,0.8704782053794813,0.9218829105169586,0.9060079280480318,0.8534692955913453,1.1432633208038714,1.0457077737745866,1.0303619573879572,1.0665342388707262,1.0084393625499153,0.9628834501552566,0.9632952908097282,1.0406589337512795,0.997478065130894,0.8722535461317779,0.7858918088910077,0.8506631118215852,1.139974931578165,0.8981620673040092,0.9672514570966244,1.1065317894527846
209,10.475,1.0063647752104,0.8524542229091355,0.9314475654799862,0.9262063010440054,0.8296172850095054,1.103061538155235,1.0335773467753775,1.0878618712908912,1.048777013639722,1.093290323742443,0.965542834605126,0.9873664685938768,1.1333950724602682,0.9837013836447608,0.923823908118558,0.8596694700547693,0.9665935334944172,0.979424421107175,0.9067160579682144,0.9965322712575184,1.08447185812727
210,10.525,1.0058476941928596,0.8592072476737989,0.9511724601999538,0.9292936394780056,0.8013581623750882,1.08400285990507,1.0969076558563209,1.0270066777870452,1.0227050791366283,1.037760674413088,0.977805589177147,0.9394206590234984,1.1184156491084056,0.9235401950970924,0.9320130409236718,0.8049203535249889,0.7752653931319627,1.2031441073741935,0.9277766180103816,0.94048588675025,1.0499412216119726
211,10.575,1.0062311949339304,0.884528529569221,0.9616676455200256,0.9355872777461812,0.8228172368085779,1.0716459851184572,0.9938824096575756,1.086559547535613,1.02157902557515,1.0258400434086226,0.97758647946063,0.9853911616917382,1.1540256632322703,0.9064347027569828,0.8518807623132755,0.9903638419011482,0.9651851001578984,1.120454007574604,0.940006358414649,0.9148276166713994,1.0584063939930244
212,10.625,1.006464043990762,0.8845923998089492,0.9566406495671448,0.9442687278914942,0.8158190704943091,1.0552521429230584,1.0858544550678264,1.0932412200682882,1.0816334464961344,1.0805781943532116,0.9818877200964272,0.9727686336590288,1.1182474981217985,0.8979236416145294,0.9020806955108928,0.8355678331690765,1.0226352585054364,1.159818037085434,1.0184782046090728,1.0226352585054366,1.0302706636212058
213,10.675,1.0061024950209134,0.8402773089725967,0.9805037667977112,0.9678869903867108,0.8608246305562253,1.0108921739819192,1.0223914644822307,1.0725701866654074,0.9973021033906418,1.0694340165289584,0.9454132922891324,0.9560182606696084,1.1036784601400802,1.0419054119979116,0.8565862675714054,0.8277588451050601,0.881295486828273,1.153096898653815,1.0419054119979116,0.8730590804093171,1.0830454216109595
214,10.725,1.0062793480546484,0.8621022949987996,0.9449555395885764,0.979953892906672,0.8328179585489649,1.0211662395690004,1.0998768219292887,1.091591497470311,1.071913851880239,1.0677711896507498,0.9702779443641304,0.9597716261376088,1.1546101774461706,0.9383757625887604,0.8730974486695426,0.8690175540495911,0.7914995562705203,1.1260509151065128,0.8730974486695426,1.0689323904271966,1.1018213368533345
215,10.775,1.005859991198967,0.8537661042813568,0.983971627022981,0.97300322700942,0.8633192268738129,0.9993981509130206,1.060962718731072,1.045571576776559,1.0117110644766314,1.0291543586917462,0.9649563931751192,0.9599446340415688,1.2005090724519862,0.9701083413753424,0.881181743415936,0.8569290348815525,0.8609711529706164,1.0913718840472602,1.0307401127113014,1.0307401127113014,1.064396932718201
216,10.825,1.0062378166081165,0.805232577231751,1.0025969398706172,0.9826151127473216,0.8458973482195102,0.925123539971524,0.9800209808049986,1.0725333348021515,0.9027579159282564,0.9525722603882616,0.9610284172453988,0.9583546497888334,1.1774299599637568,1.0092256799689343,0.7769435790237036,0.8810700380681176,0.9050992209245212,1.0813132285381446,0.8850749018775178,0.97318190568433,1.0532383159151029
217,10.875,1.0050694401525695,0.8951010076423682,1.0111133229518554,0.9496337426830554,0.8759971832650574,0.9468550045918108,1.0254238241217697,1.0103144357506235,1.0224019464475402,1.016358191099082,0.9751086874708028,0.9391547478978453,1.1269467043691035,0.940444961040414,0.8531462726737934,0.7341026067193108,1.0198074050100692,1.1825004151478624,0.8888593724601384,1.0356798938040002,1.055601486882098
218,10.925,1.0047055629845707,0.8573279883925823,0.971248327275739,0.9715924974838454,0.8377102865305278,0.9691488890062916,1.0539868453044736,1.0669620621500775,1.0360211604413287,1.0250421308027406,0.9461408121809148,0.953265931257982,1.1127231416078842,0.9633115536888044,0.8021043140919026,0.8414231530179759,1.0419492315409518,1.1599057483191724,0.9869028570444488,0.8650144563736202,1.0803854026544002
219,10.975,1.0054269128178823,0.8747712158269291,1.008459448421141,0.9733321832241928,0.8638578907171973,0.9900091081575012,0.9890200880694316,1.016712650535376,1.0394601125609733,1.0819879763479583,0.9726555215833116,0.968567953011233,1.0558538697783673,1.0013079134060532,0.7714356686941574,0.8181893455847125,1.0052040531469326,1.2194917388953097,1.048061590296608,1.0013079134060527,1.1007389898544184
220,11.025,1.0053621463203304,0.8442117979328221,0.9942638548912582,1.0027127319722502,0.860095686845089,0.9085246502733394,1.026133019240762,1.0486746232928517,1.0780767155347073,1.0388739258788997,0.9739797126553056,0.9546474121205596,1.165986001429551,0.9845246038560774,0.8725590606724459,0.787619683084862,0.942054915062286,1.239342736618827,0.8764199414718807,0.9150287494662368,1.0439742888188135
221,11.075,1.0046960388145407,0.8687577424116029,1.0144437940496314,0.9688959710087768,0.8637340854585664,0.9362756918604004,1.0314572455972455,1.001348794925386,1.0596232155805978,1.0605944559248508,0.9575419255253256,0.9398434562463708,1.1440033994283212,0.948872384810112,0.8953070082482509,0.7843501567986816,0.9029592048999447,1.105742416169848,0.8646982216414731,1.0330465479787512,1.104141701564136
222,11.125,1.0045550856431258,0.8772296789350961,1.005013797887049,0.9877546441584732,0.88419972178702,0.8855273489969111,1.011618743256254,0.9933306784400135,1.0453072837072233,0.9933306784400134,0.9617925295471452,0.9670363692457472,1.0730748079577197,0.9631130785203558,0.8152335113459706,0.819025295119673,0.8948609705937168,1.1944118887161894,0.8341924302144813,1.00482270003108,1.0508270970405889
223,11.175,1.0034946363686117,0.8953838494770309,0.9736723712167572,1.046697799058013,0.8555817018698592,0.9052850448735252,1.0016325575523723,0.9777841633249352,0.9844617137086176,1.0235730802416152,0.9573269280454458,0.9410190376575504,1.1987792831658568,1.037188345309644,0.7666174726201719,0.7966809029190017,0.9958511286487524,1.1348944937808418,0.8305022620051861,0.8041967604937095,1.126228249842658
224,11.225,1.0035350089075636,0.8518888148482398,1.0158765966579086,1.0217449467027877,0.8936193040562668,0.8991290327095137,0.970038262418466,0.9464018525154824,0.9908383031330918,0.9728746316068244,0.969598324615648,0.9644475000298524,1.2626140417266765,1.001897277948307,0.9460293999957994,0.8864369968464578,0.9795501267673036,1.1136330338533222,0.8938860472401257,0.983274651964138,1.0572710862318464
225,11.275,1.0032574537235,0.9034836090514988,1.003655253831886,1.0030089851558837,0.8847418174474256,0.8939834595142615,1.0092454778793076,1.0017487612376788,1.0336098069646025,1.006434209138697,0.9840794767832036,0.9627782931175924,1.081628548786551,0.9634984683730036,0.8564430829982251,0.9487322083213094,0.900741863153306,1.177609239122559,0.8712093430499186,0.8379852579336085,1.0976378868528016
226,11.325,1.0031715615341803,0.8881568435308157,1.004741441816145,1.0226775338600411,0.8737439124241136,0.8758898377222223,0.9994246716745612,1.0040688383644991,0.9687731715209732,0.9557695047891476,0.9609264089575702,0.9925094269385616,1.145279652203389,0.965986671507012,0.911101065171386,0.9001239439042609,0.9293962672832616,1.1928471776942644,0.8891468226371354,0.9623276310846368,1.0953598864409844
227,11.375,1.0025124727262604,0.8797310885270363,1.014976647427259,1.0073571793202043,0.9041768820371704,0.9031927007400092,1.024723217047533,0.9630372731641688,1.044057617369185,0.9529097301385424,0.969101558649036,0.9575131587865544,1.2331608863160175,1.0082903717525076,0.8595856766379295,0.7616581944893047,0.8922281706874712,1.247668661449147,0.8341970701549525,0.9248706647370132,1.0833088926577483
228,11.425,1.0021747444765858,0.8575714609592157,1.030659278767498,1.0089446252606409,0.9063507550688226,0.8971298949564901,0.9920449601400866,0.9792679321346032,0.9829185115647407,0.968316193844188,0.9690389241648942,0.9421211762714248,1.1648667090714069,1.0498181452125026,0.8628642289417832,0.891626369906509,1.0102702013860043,1.22598625862145,0.9024121727682816,0.8988169051476909,1.1549613799126377
229,11.475,1.002398180851341,0.9187474513640382,1.0407271639220474,0.9982994378149144,0.9199953256613068,0.892947650268009,1.033177524423573,1.046748157406369,0.96803848610615,0.9879420811475847,0.9925649865644596,0.9635018679510144,1.133353469714761,0.9729732617362566,0.862489118462177,0.7591329844315853,0.9159491877883456,1.1583015020669725,0.9587172432492796,0.9195131924100892,1.1341171849908491
230,11.525,1.001911646208491,0.9222358777732182,0.997697163546748,1.0379019469506774,0.9157412589156602,0.8574133962234958,0.9578635012203908,0.9784916477822532,1.0179541890310333,0.9408228584084176,0.982118033436948,0.9765579210500176,1.0422785515776312,1.0034139276204987,0.8550217270569037,0.8479554317919709,0.957483008398434,1.233068523730824,0.9928144847230992,0.9786818941932331,1.0624319140934353
231,11.575,1.0016149709778177,0.9044743705223084,1.033860195729229,1.0387658194337566,0.9210308505250896,0.8562459574771707,0.9647215616435416,0.9540518300861934,0.9922850348333568,0.9878393133511288,0.9803329824554116,0.9748208017736892,1.1418768267686985,0.9877584820514508,0.9177046889981562,0.854656275250191,0.9632396544827976,1.2294440680853165,0.8091213097655504,0.8336401373342024,1.1641439252749233
