,r ($\AA$),g_full(r),S(DMT),O(DMT),O(DMT),N(DMT),N(TFSI),O(TFSI),O(TFSI),O(TFSI),O(TFSI),O(DOL),O(DOL),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
88,4.425,1.0044238224504412,0.2118883732408103,1.665736320328748,1.743358793694193,6.478329668986359,3.2670669668110244,1.3384631893825425,1.4844773554970012,1.4297220432040796,1.502729126261309,0.3005915425971435,0.310877945195525,0.5272733776355474,0.6710752078997875,3.3553760394989403,2.4685980862027903,0.5991742927676674,0.9107449250068544,1.6537210480387627,1.6057871046173495,1.3558458282056949
89,4.4750000000000005,1.0102169697921175,0.2276928038784739,1.1548743115637912,1.335387525449428,4.67283069581228,2.789954797793804,1.392003033440831,1.3384644552315677,1.2849258770223058,1.4276954189136724,0.3129101231241436,0.3039698338920253,0.679597440568756,0.5624254680569016,3.1402088633177048,2.694955367772657,0.6327286515640143,0.7967694130806104,1.1717197251185445,1.4294980646446247,1.3493906956824386
90,4.525,1.0139756241453957,0.1825646673751589,0.7723889773564407,0.7884386184443669,2.888935395826691,2.5599177535242044,1.274140881867729,1.11123702482528,1.1752349686633845,1.0879650452477865,0.2885456427382777,0.2972894500939831,0.5500649718316475,0.3667099812210983,3.254551083337244,2.5898892423740043,0.5500649718316475,0.985533074531702,1.1459686913159324,1.6960336631475783,1.543549665854111
91,4.575,1.0183750015980266,0.2256982774849435,0.5495262408329058,0.5357880848120828,1.8330625319211928,2.06602240616,1.1326128342309645,1.280592400512397,1.2635178351722316,1.2009110955916251,0.2833423776342458,0.2619580472467555,0.560528660156941,0.6726343921883291,3.0044336184412037,2.443904958284261,0.4708440745318304,0.85200356343855,1.390111077189213,1.6143225412519897,1.5703953972723426
92,4.625,1.0189587860888534,0.2074020168613628,0.4474506474879399,0.4378487022628768,1.2636159916183023,1.6484619562388303,1.102687389646246,1.01358133795766,1.0302887226492703,1.1917934413348312,0.2866652421556555,0.3034048183399274,0.6142917199743388,0.7459256599688404,3.356665469859782,2.435227889898275,0.5265357599780048,0.855620609964258,1.3602173799431798,1.5137903099367649,2.1941228671532453
93,4.675,1.0153036150413235,0.2480981265233771,0.3947015649235546,0.3646290647389028,0.731137660739346,1.3299563206662262,1.0519736470843508,0.981115318524265,1.1228319756444367,1.0410723657674146,0.3133330713784139,0.327668571376119,0.7944721687039917,0.5153332986188055,3.027583129385479,2.426360947663539,0.5797499609461562,0.6012221817219398,1.3742221296501471,1.6104165581837664,2.313741340737495
94,4.7250000000000005,1.012073173773604,0.2741545852363815,0.3808724774760467,0.3679927318609147,0.5151898246052805,1.1632250254123533,1.0831866062326043,0.9604610301569894,1.0084840816648386,1.2432634445921025,0.3027272000960449,0.3297922146741682,0.8197874449319745,0.37836343612245,2.417321953004541,2.6905844346485326,0.567545154183675,0.6726461086621334,1.450393171802724,1.366312408219957,3.0577943000916354
95,4.775,1.0067670685732235,0.2738481375774714,0.387350984073397,0.3603264968124622,0.3351036420355897,1.2278125378884652,0.9822500303107716,1.1337673222204123,1.0762952459788246,0.8934295488465004,0.335681622398974,0.3327370467638952,0.7203800190061269,0.5557217289475835,2.428709778363513,2.428709778363513,0.4939748701756298,0.9673674540939418,1.9141526219305656,1.584836041813479,3.056469509211709
96,4.825,1.0038157656097269,0.2434991718046743,0.4164188735210373,0.3652487577070114,0.3352524829194791,0.9057110499082552,1.1052745015829553,0.9824662236292938,1.0182853046991116,1.0336363394433197,0.3306831761854383,0.3460637890312728,0.9675803717561224,0.5644218835244049,3.326057527911673,2.439108853801896,0.7256852788170919,0.8869486741097791,1.1893175402835672,1.572318104103699,3.271754547864138
97,4.875,1.008627709546073,0.2921127957150142,0.4217486518015589,0.4217486518015589,0.2333445409557804,0.942366249845121,1.0325928056813565,0.9072781447976962,1.2882347138840222,1.1428697072589769,0.3390015103673572,0.3408848520916203,0.6911293418432148,0.4936638156022964,2.3498397622669294,2.2906001043946542,0.6318896839709394,0.888594868084133,1.658710420423715,1.8956690519128176,3.803427829922018
98,4.925000000000001,1.012483820512332,0.252340519224513,0.397986724951413,0.3979867249514131,0.2455662770976804,0.7759894356286701,1.0755802936878402,0.992087759474629,0.977353782848768,0.9822651083907216,0.3626006097375869,0.3487608918086712,0.9093393654950476,0.5417340900821561,2.302369882849161,2.6312798661133265,0.5997770283052442,0.7545581969001458,1.6252022702464668,1.9541122535106328,3.720078520196084
99,4.9750000000000005,1.0164958396357298,0.2555923310679792,0.4447970436767424,0.4132629249086152,0.2472938787605772,0.78934878348007,1.2080886869115712,0.9241156489522772,1.1022004354691222,1.0251907980564332,0.3454026909243295,0.3454026909243292,0.6636247163404136,0.5877818916157951,2.237363329376252,1.9908741490212405,0.644664010159259,0.872192484333115,1.8202277933908484,2.0477562675647043,3.403059806329897
100,5.025,1.0211428828000817,0.2765604860365307,0.5059430068080062,0.4180943818316961,0.2261288679945752,0.8775101539300266,0.986019474039654,1.0379152358312145,0.9813016775131486,0.924688119195082,0.3616068320315794,0.3527439194817857,0.5761430303580982,0.4088756989638116,2.285986862388582,2.193060567169532,0.4460462170514308,0.929262952190481,1.89569642246858,1.8771111634247692,3.2355418831268965
101,5.075,1.0275055705313392,0.2823024089095648,0.5231366673578378,0.5263265250856295,0.2312646852648977,0.7955505173112482,0.9019322725331012,1.0684428459238269,0.9944381466390596,1.0314404962814434,0.3979624092679769,0.4083893719562207,0.6741715976510041,0.6195090356793013,2.113619062905852,2.0225147929530127,0.5648464737075983,0.8928218455378163,1.585214297179388,2.040735646943581,2.754881567124911
102,5.125,1.0314314464423078,0.2690011808809218,0.5348744410539258,0.5020312736207903,0.2095706874304856,0.7619614844487502,1.0295551010111084,0.9705937956668604,0.9887357357727836,1.0250196159846283,0.4055719847378946,0.3851229771040511,0.6968154267956638,0.8754860490509622,1.6795038491998049,2.16191452928911,0.6253471778935444,0.8218848623743726,1.822440347004044,1.7331050358763944,2.7194397975102382
103,5.175000000000001,1.033465632515037,0.3113786812233585,0.5660036126670903,0.5276564844376123,0.2868365191564929,0.8229293718045889,0.9608256449177902,1.0186531142878423,1.0675840499086555,1.1476528536518051,0.4470765334245362,0.4328703632035697,0.7885564005007122,0.5607512181338397,1.6472067032681543,1.7173006055348845,0.6308451204005696,0.6483685959672523,1.997676214601804,2.278051823668724,2.401610207511353
104,5.2250000000000005,1.0379304888321523,0.2738497873737084,0.621428363655723,0.4890174774530502,0.2527844191141923,0.7287112748631156,1.0297955740580549,0.9948872495137144,1.0472497363302256,1.0647038986023964,0.4123293609021762,0.4172478025829177,0.5672602738455382,0.8079161475981909,1.4095558319798214,1.9940058110934065,0.842295558134284,0.7391573265260042,1.6845911162685678,1.9424366952892664,2.13590858213269
105,5.275,1.04092716162376,0.2996848455714136,0.6348004118015164,0.5403184900450116,0.2199657240893626,0.7877430226448574,0.9718351420672982,1.087427868216272,1.0745842319774968,1.078865444057088,0.4262651911616512,0.4729130800057564,0.8432690459801679,0.758942141382151,1.3998266163270785,1.855191901156368,0.7758075223017545,0.792672903221358,1.838326520236765,2.5972686616189145,2.141042898171277
106,5.325,1.042721687675513,0.3085702924865359,0.5722312935783179,0.5548470517480905,0.3013268583906078,0.8696466975571244,0.9452681495186128,0.9410669577429748,1.0797062863390376,1.0460967521339322,0.4624953605030698,0.433293435010555,1.0261092639892275,0.5296047814137954,1.340562102953668,1.5226137465646603,0.6289056779288822,1.0095591145700469,2.3170209186853548,2.697674355326519,2.329517970287594
107,5.375,1.044852543291047,0.3213403734054317,0.5459942627773704,0.5573691432518993,0.2801064316852658,0.7339641626189555,1.1174398206164995,1.0267251488321345,1.0597123022082668,1.1050696381004497,0.4438607397016143,0.4361144789738376,0.8771583965926231,0.6659906344499547,1.3319812688999093,1.5918800530755024,0.682234308460929,0.6984779824719036,2.127921295437662,2.4203074276352035,2.2918498015280075
108,5.425000000000001,1.0445519285730245,0.3656921651290983,0.5932029396178118,0.5736621369009901,0.2693839231676181,0.752879213246701,1.0847937051081498,0.9957434755843464,1.0766982296968948,1.0483640657575024,0.4904664835503746,0.4387583891605677,0.5580971685031749,0.6378253354321998,1.1799768705495717,1.1640312371637662,0.5102602683457599,0.8132273026760554,1.817802205981772,2.646975142043632,2.1424097427642304
109,5.4750000000000005,1.0452438597620617,0.3330059029310339,0.5796769421392078,0.5440466809202494,0.2836716950893992,0.8027771931563767,1.033277575349792,0.9577688294588458,0.997510274664607,1.0650707315144017,0.459898111571873,0.4681105778499422,0.8297532044475598,0.845408925286193,1.393359154638356,1.2681133879292896,0.9393432503179924,0.8454089252861933,2.160489475731385,2.301390963279084,2.2879717739888257
110,5.525,1.0447181231469205,0.3512286241016609,0.6136408145224419,0.5423185268696146,0.3270059603705119,0.7766055132914494,1.0771011139117594,1.0107579293592237,1.0107579293592228,1.022465550162612,0.5161278689432242,0.5102627795234148,0.9531658957102318,0.6918139565638778,1.0761550435438103,1.1991441913773884,0.6764403130846804,0.799429460918259,2.02932093925404,2.598145747984339,2.412407034929544
111,5.575,1.0470865520855803,0.3806420441904578,0.5802147826375383,0.5868231514602894,0.2881248806719437,0.7627379295219221,1.0846976585663513,1.0655333889803735,1.1536890290758717,1.1115276359867203,0.5364333842202204,0.4845901578257829,0.9210464110109388,0.6341631026632694,1.1928305978666256,1.10223586891473,0.6945595886311998,0.6190639811712867,2.2346699808134254,2.6725445040809213,2.277810327933376
112,5.625,1.0444394032412685,0.3687120665960598,0.6348598611460329,0.5582612275926258,0.2908151511180191,0.8395989206608178,1.0466748876399434,1.0429098700585049,1.050439905221382,1.0956201161986456,0.508549412336806,0.5170370242255984,0.7415943721015507,0.964072683732016,1.1420553330363885,1.0382321209421712,0.8305856967537368,0.9195770214059228,2.5659165274713627,2.328606328398867,2.072680597128722
113,5.675000000000001,1.042614856795236,0.4247433774940048,0.6237222570407459,0.5446409074772978,0.3303559602731149,0.9580322847920348,1.0061188473491642,1.0579043762568414,1.1466795686700029,1.0948940397623252,0.532982564758931,0.5128306816063769,0.9180161942724644,0.8014427092854848,1.005446308012699,0.888872823025719,0.6848692242985052,0.9180161942724642,2.5354732984668047,2.841478696557625,2.3454466226844617
114,5.7250000000000005,1.0410501777021155,0.444929840856634,0.6203951302085452,0.5238892210649939,0.3509305787038239,0.7959857519099935,1.1412763748846484,0.9958908494216356,0.9813522968753344,1.068583612153142,0.5380525010271321,0.5243963461787278,1.08818862998073,0.6300039436730543,0.8161414724855478,1.0452338156393857,0.7731866581442031,0.9020511011682372,2.548652317586446,2.548652317586446,2.2516212374641573
115,5.775,1.0367042571271947,0.4040025231260757,0.6109306447272369,0.5739791944413152,0.3202459024779869,0.9501449583519952,1.0037245612665813,0.9858646936283858,1.0287283759600547,1.0930238994575587,0.5589725625838672,0.5442097818193475,0.6894991324563928,0.6894991324563929,0.7739275976551347,0.7879990085215919,0.7598561867886778,0.7457847759222207,2.392139847297691,2.546925366828717,1.9995762012885705
116,5.825,1.034008471492664,0.4140459146690244,0.622279532572745,0.5920130183425532,0.34867024393181,0.8707070813741595,0.9935891291487384,1.0181655387036543,1.0357201169571657,1.0497637795599746,0.5982255265524604,0.5474390154779958,1.106470386887983,0.6777131119688901,0.6777131119688903,1.0511468675435842,0.7606983909854886,0.8990071893464862,2.64169804869506,2.6140362890228594,1.9793682622581568
117,5.875,1.031238192205444,0.4355917501893566,0.6212538076471157,0.5688875863128757,0.3713241149155175,0.8870123809183817,0.9905546821929012,1.1286110838922596,0.9663948118955134,0.9767490420229652,0.557612200505359,0.566041222140905,0.8293842920272098,1.0061383214756316,0.7614019730085859,1.1285064957091546,0.9245595386532832,0.9517524662607324,2.4201705570630043,2.515345803689077,1.8222036285522547
118,5.925000000000001,1.0302790361509837,0.4692259364532961,0.6248544889427935,0.6330454653896089,0.3919967299547486,0.90603900896705,1.055348808197575,0.8415643229356868,1.0315949765018098,0.96372688594248,0.5616280644335273,0.5629030430133991,1.1496443218989447,0.7218696904946865,0.8555492628085171,0.7887094766516017,0.8822851772712834,0.8822851772712834,2.4998080022686358,2.686959403507998,1.584512155099448
119,5.9750000000000005,1.0277189586817934,0.4602550491018309,0.6903825736527467,0.6109885776826809,0.402723167964102,0.8675807675569518,1.0310863737503773,0.9409914478886932,0.9309809005707292,0.9776967880545648,0.5842379157247679,0.6030438572180546,1.0121775621497775,0.9333065832809634,0.8150001149777427,0.7624194623985335,0.7492742992537315,0.8938710938465567,2.773629423553286,2.694758444684474,1.327929746260642
120,6.025,1.026553135474328,0.4413315097129827,0.6744450763818918,0.6699185993591943,0.3870137854406156,0.958255185705011,0.9910721441195662,1.0435792775828543,0.9123114439246338,1.053424365107221,0.6097220149363233,0.5930764189774954,0.7110340989820284,0.8661688114871987,0.7886014552346134,1.2152219146238317,0.892024596904727,0.8790967041959629,2.3916601511213686,2.5726506490440686,1.1362034683733215
121,6.075,1.0248918685952182,0.490863225795947,0.6901024943162974,0.6800848774633191,0.4374359359133951,0.916723248901456,0.9199511476651944,0.9812812241762072,0.8747605649728691,1.01678811057732,0.6148867269304633,0.5918436345997357,0.8392536785717569,0.7120940303033088,0.8519696433986016,1.0554250806281185,0.9791292916670494,0.8646856082254466,2.6067727895031845,2.530477000542116,0.946301341654888
122,6.125,1.0256655304486262,0.5354404599803134,0.7829037400530149,0.7259652862309769,0.4160887010071963,0.9589749587950068,1.016132406670205,0.9907290965034512,0.9399224761699404,0.9589749587950062,0.63232950523462,0.6036957163183354,1.0007364611145957,0.8005891688916765,0.8881536092392037,1.1133193129899872,0.9757180495867308,0.9131720207670686,2.61442400466188,2.5143503585504217,0.7160882075067446
123,6.175000000000001,1.0248145794072077,0.4944852170369744,0.8025958315741744,0.7519622690453338,0.41045504943592,0.9185143704699889,0.9591289514771648,0.8997691792359078,0.8778997894628123,0.9934951354063144,0.6479551652011954,0.6274131083334041,1.083055493524702,0.7999841713534733,0.8861363128838473,1.021518249574435,1.021518249574435,1.0953629423147555,2.4737972068007403,2.227648230999672,0.5304761600937317
124,6.2250000000000005,1.0233363735418202,0.5130754550627209,0.8204966987986484,0.7717333291026051,0.4590117190953678,0.9284121560825,0.9314863685198604,0.9837479799549678,0.919189518770423,0.965302705330812,0.646828512831663,0.6664643783997668,1.089948045972834,0.8356268352458397,0.9809532413755516,1.017284842907979,0.9325111059989808,1.0899480459728346,2.143564490413241,2.361554099607808,0.4118817275768094
125,6.275,1.0222086580776713,0.5383154782027325,0.7991272408978549,0.7427919001557086,0.4725909140035617,0.9167011835208146,0.9469553479934488,0.904599517731761,0.9651078466770292,1.0104890933859805,0.6683896914127615,0.6575908783712291,1.1084025711337788,0.870036426803934,0.8461998123709494,0.9653828845358718,0.9892194989688564,1.1084025711337788,2.610109280411803,2.3002332927830045,0.353171062823403
126,6.325,1.0193329071762447,0.5277846090729358,0.7793550939423314,0.8255619176938536,0.478497330404646,0.9558651606731442,1.0392428070870008,1.0422205801732105,0.8188875987075224,0.9558651606731446,0.6796810100675413,0.6768839688738482,1.1730621248702793,0.9619109423936292,0.868065972404007,1.1026783973780632,1.1378702611241711,1.0440252911345491,2.674581644704237,2.299201764745748,0.2844077151726312
127,6.375,1.0175473890478195,0.5670445497836044,0.8743200277412074,0.788404186864904,0.4831502581043901,0.9233425957706292,0.9790362761504444,0.9936925078293432,1.0024862468366829,0.9379988274495272,0.6668585413898979,0.6850305743096892,1.1316387369040704,0.8198607175529486,1.0508073985537798,0.8775973878031563,1.0161653964036548,1.3163960817047358,2.528866156959096,2.147804133307726,0.2216381157972257
128,6.425000000000001,1.0163322693591132,0.5841260426490049,0.8717110960145282,0.8040440246344055,0.537356155077449,0.8801694799370435,0.9638577255704016,0.8801694799370438,0.978286733438222,0.9927157413060428,0.6923004613112322,0.6852527667168342,1.1368309229191815,0.8980964291061533,0.9435696660229208,1.1140943044607976,1.0231478306272632,1.2050407782943322,2.580606195026545,2.091768898171295,0.1684365816406789
129,6.4750000000000005,1.011705534720053,0.6133516718841702,0.8357651375674068,0.808330877483132,0.5104731965681353,0.806959164478918,0.9660778729677186,0.9348224123717042,1.0655270657732183,0.9802849005113616,0.6544266040190196,0.7035352888230574,1.2536625517299431,0.9402469137974576,1.074567901482809,1.0857613171232547,1.074567901482809,1.1417283953254844,2.7088065849879173,2.126748971684727,0.1771529352890983
130,6.525,1.009044253136933,0.5779371194821188,0.7824824772954899,0.7959901896039201,0.5287304532156948,0.8366098101885563,1.015683481934602,1.0184815080556335,0.9988953252084102,0.9653190117560262,0.741679091590884,0.7285380729588699,1.2896356757847285,0.9810049157678709,0.9148697529071156,1.212477985780514,1.1573653500632175,1.1022527143459222,2.303708172982978,2.127347738687631,0.1447550248329799
131,6.575,1.0080645436363769,0.5615789201435981,0.8409430530069109,0.7820295283894776,0.5720313196724975,0.8156672505097544,0.8762911677773714,0.9506932480603556,0.9203812894265472,0.9727383088849436,0.6807447882881704,0.7589139616961665,1.6826059682403334,0.9335749243139906,0.9335749243139908,1.2700961179620571,1.031274625695688,1.0964077599501525,2.2253820870275374,1.8671498486279825,0.1791161191997773
132,6.625,1.0065120565749757,0.5699810141720016,0.8208100975843116,0.775885485629868,0.5961870378120939,0.7925450292296418,0.9146838179807852,1.0693929503989004,0.9092554273696234,0.9282547945086902,0.7576997819828473,0.710789701267893,1.347227851679277,0.8553827629709698,0.9516133238052036,0.9516133238052036,1.1226898763993975,1.4434584125135108,2.181226045575972,1.956688070296093,0.133217136937188
133,6.675000000000001,1.004425455801394,0.6619676973205139,0.7781347305550331,0.8288425625224821,0.5430347823423162,0.8234951911513689,0.8930110189758358,0.9357899899447376,0.9037057617180612,1.050758474423663,0.7674868852296562,0.7669846032367044,1.5061762695301015,1.0322047161814685,1.1480644292222453,1.2217933375209216,1.1480644292222453,1.527241671901152,2.317194260815541,1.7800265003537563,0.1596026659235193
134,6.7250000000000005,1.0019055553503555,0.6685103880114915,0.7538907908281767,0.7693319275077899,0.6058375391354143,0.8086614109329224,1.019387511501762,1.132652790557513,0.9192926137315636,0.985144520159326,0.7793744416811765,0.7793744416811768,1.3282129975248085,0.9961597481436064,1.037666404316257,1.17256303687737,1.2555763492226706,1.4734862941290845,2.324372745668415,2.002696160330375,0.1013313009112914
135,6.775,1.0003243433972635,0.6336210709440943,0.7356448027062791,0.8224544692056814,0.5951384352794102,0.8538670392482485,0.9966107692137616,0.9421086177723844,0.926536574503419,0.921345893413764,0.7766894124686816,0.7801023602949724,1.5642825283823965,1.1757679134900356,1.1246475694252516,1.1041994317993378,1.1859919823029923,1.216664188741863,2.2083988635986795,2.0550378314043267,0.1273835512308193
136,6.825,0.9980486487924396,0.6490639438211642,0.7787003565137068,0.7504801850432216,0.6084974473323411,0.8490744091182304,0.9513725306987402,0.9564874367777656,0.9692747019753294,1.0997048069904791,0.7639097446059017,0.7812058142950916,1.6119704006625777,1.18882817048865,1.047780760430675,1.168678540480368,1.158603725476227,1.3500252105549075,1.8033918857412572,1.722793365708129,0.1289165103591117
137,6.875,0.9955512001266524,0.6822432715879455,0.7300437555845533,0.7839279375443652,0.6327045881732793,0.8846565938208529,1.038400332348124,0.9048197070703308,0.9980741058491672,1.0283187757233845,0.8300165965360494,0.8442211018960508,1.4297480304175385,1.141812663180673,1.2113143035481924,1.529036088085423,1.2013854977814042,1.350317584283231,2.293554132128134,1.7573986207215575,0.1771987886338063
138,6.925000000000001,0.9926988580186538,0.6578648790111974,0.6998380288439432,0.7298188501530467,0.627884057702094,0.834666065245457,1.0358802059742729,0.9663247005371512,0.9936500776731624,1.070657958692833,0.8428076778761021,0.8586744890875017,1.4189624215256913,1.2428153623018132,0.988380721200654,1.311316996444433,1.281959153240453,1.4581062124643318,1.947403599197329,1.7516846445041303,0.224078231801805
139,6.9750000000000005,0.9912050615588396,0.734591489780804,0.7548560826023436,0.7624553049104207,0.6636654149054158,0.8374342983501168,0.989249872904816,0.9941471495033546,0.928033915423082,1.018633532496048,0.8974683986180406,0.869868140331479,1.2443534629923323,1.138245803357327,1.2347073121164227,1.4662149331382517,1.1671842559850556,1.3890457261309743,2.0160455330650944,1.919584024306,0.1396723274787309
140,7.025,0.9895838586854048,0.7949243580586207,0.7424843218725545,0.753305281720473,0.6575814061427336,0.9365956939136748,0.9921155417487636,1.0283241381629524,0.9510791324793508,1.0162546060248898,0.8770294133386578,0.8969825127114092,1.4168899243289494,1.3978712676265477,1.2267033573049295,1.2267033573049293,1.3978712676265477,1.3503246258705426,1.8067723867281904,1.683151118162578,0.1665102801087852
141,7.075,0.9869573521132372,0.7344889444254558,0.7000213068099596,0.752543421271668,0.6811461719252827,0.7996491926795126,1.032880207211037,1.0685788318842293,0.9162646999452748,1.0043213074724835,0.8870317221300403,0.8906084629450808,1.3313062857921891,0.9844166197759144,1.2844293038980978,1.500063420610919,1.3031800966557343,1.396934060443918,1.912580861278922,1.7156975373237384,0.1641651039393072
142,7.125,0.986226363902742,0.7687214674667585,0.6594821010372715,0.6942768621962934,0.7120788330218394,0.8659040445643981,0.9480358645095311,1.0067014501846248,1.0278210610276597,1.0372075547356747,0.9381067989108784,0.9098930605977692,1.312686923105756,1.2202441820419705,1.2849541007866203,1.534549501658842,1.4790838570205702,1.2017556338292137,1.7841449025310627,1.553038049871598,0.1774334652458987
143,7.175000000000001,0.9852656317029282,0.7827811569823192,0.6535145439026702,0.708572545769928,0.6934116467050311,0.91867068912716,1.0390003511790802,1.0829669584672816,1.011231967628637,1.0644547027669866,0.9307290695562184,0.9176875599407646,1.586163727048037,1.1303695526089466,1.4311937077387462,1.367382523317274,1.3035713388958008,1.3218031058733646,1.7137860958909823,1.868756115200274,0.1841780541611025
144,7.225,0.9832049686543046,0.7790667730793663,0.649222310899472,0.6925037982927705,0.7310636688795269,0.8877426532432666,0.9539239821482912,1.0201053110533165,1.0725939512193703,1.0817224103786849,0.9723391974465596,0.9641934987025188,1.4743844642164403,1.2496307349151536,1.3035716299474622,1.4743844642164403,1.3485223758077198,1.3305420774636163,1.6811578951736244,1.573276105109007,0.2149379541848629
145,7.275,0.9834304043724296,0.7839179206813495,0.6030734894746618,0.6969884086850014,0.7629616990393727,0.758537607803844,1.0196366063357312,1.062402821612506,0.9498601498315198,1.0556502613056464,0.9843905834623564,0.9539455138707368,1.587192710511235,1.3566507525598817,1.427586739621837,1.640394700807701,1.4098527428563477,1.3743847493253705,1.8000006716970989,1.7822666749316087,0.2239369489519613
146,7.325,0.9823596244853404,0.8214851203405683,0.5872125697122234,0.68138094790597,0.779377308953121,0.8281458105054917,0.9369370831992432,1.0301867455081726,0.9502584635290904,1.0501688160029428,1.0081191988056943,1.0026969606656555,1.556852226427578,1.381925009975042,1.6093303913633397,1.3819250099750413,1.2332368759903851,1.3644322883297884,1.6005840305407126,1.7230330820574884,0.2473970632685879
147,7.375,0.981517532993046,0.8337969158659929,0.6064664161597755,0.6608444758901664,0.7915028694090221,0.9330368748739566,1.0250264259178676,1.057879837004979,1.0031241518597935,1.0907332480920895,0.99573055183094,1.035642065685321,1.39776330806982,1.5099294994581387,1.6479801965514551,1.4754168251848103,1.4322759823431486,1.432275982343149,1.7428900508031089,1.5530703422998,0.2033782591106879
148,7.425000000000001,0.981831747021304,0.8576255093533515,0.5819335558687817,0.5908749165223353,0.7831141705737373,0.8600098721942988,1.0890577276028308,1.0177503763907405,1.00046374579387,0.9421213675294324,1.0253944644870443,1.0018501735368268,1.3449522441655912,1.3279275322141282,1.4045387359957122,1.6939588391705862,1.3534646001413229,1.0214827170877907,1.5066870077044914,1.430075803922907,0.280907747199143
149,7.475,0.981017786289146,0.9351472946899754,0.5660875919113844,0.5829967017996462,0.7873763778403798,0.8869195725738882,0.9359559912498486,1.0851972654810316,1.025500755788559,1.072405156261216,1.0409609687136634,0.987290799491797,1.595783321865897,1.4865981472119152,1.620979900632202,1.7889570924075575,1.5201935855669866,1.125447184894897,1.5285924451557538,1.5201935855669872,0.2997878657296947
150,7.525,0.9806470091821554,0.924212302821892,0.5252195504262559,0.5955873631214864,0.830630366350916,0.936182085393761,1.045578643686964,0.9740501248029468,1.0750315632274423,1.041371083752611,1.0394253912974176,1.0528628298160931,1.4171826869801356,1.2762931800873745,1.475196013347744,1.5332093397153517,1.39231983282259,1.052527492669458,1.541496957767868,1.5332093397153512,0.2455841104541302
151,7.575,0.9811446514121492,0.9421194327040155,0.557683159632544,0.6013528293855416,0.8483370271688896,0.9383967723316292,0.9736904562467568,0.9612338619237706,0.998603644892729,0.9986036448927292,1.0534402612307692,1.0846417499010617,1.3085715248389571,1.2513215206272532,1.472142965443826,1.8892501389862424,1.3003929528087137,1.0713929359618966,1.5375715416857738,1.5130358255950431,0.2754008948959542
152,7.625,0.9824107169457588,0.98279469044178,0.5581652088058999,0.5850136618877024,0.879640107548538,0.8953959102781224,1.014235642077049,0.9568647370706704,1.0080887593977947,1.057263820831833,1.0766223559748815,1.1078009082930664,1.234964611013929,1.202677954516833,1.6224044889790834,1.743479450843194,1.6789061378490018,1.000886351409982,1.485186198866425,1.5659028401091648,0.2554928787091639
153,7.675000000000001,0.9822938271614806,0.9735181163356026,0.5481269623494146,0.5634689383948185,0.8619401087326679,0.9848851258601514,1.0799356410869008,1.1203826688429648,1.005108639738183,1.015220396677199,1.071758561342574,1.1036719676356537,0.9560206560524144,1.4658983392803695,1.7686382136969696,1.6093014376882322,1.386229951276002,0.971954333653288,1.537599888484301,1.5854009212869218,0.3299734560303362
154,7.725,0.9824923526633644,0.9802309721762672,0.5403660907011026,0.6036956198023783,0.9141479852879798,1.0001247046874302,1.018091016747683,1.1618215132297087,0.9901434202095116,1.0320648150167695,1.1340585416067352,1.1318084254527538,1.0773737972831974,1.5098961246596638,1.5334882516074708,1.6514488863465082,1.2031984743381696,1.0459176280194542,1.6199927170827657,1.4863039977118573,0.3045310264181242
155,7.775,0.9828570341972296,1.0186295354109662,0.5198476281450229,0.5511064397720438,0.9037873796508242,0.9695667919442076,1.1213079362118985,1.0838653161977927,1.030657382493537,1.048393360394956,1.157651312894284,1.1372896812316096,0.838428046248871,1.490538748886883,1.6613296471968386,1.5681709753914077,1.4206697450328098,0.8229016009479662,1.4517226356346198,1.3663271864796418,0.3189258611298144
156,7.825,0.9820119871312724,1.0224256132961005,0.582997282122252,0.5534784323945431,0.916426107455691,0.9494335485148568,1.0544938182275665,1.0564393787778017,1.0856227870313315,1.0564393787778013,1.1666615692567426,1.1323049942222396,0.7127826379498652,1.4792155819819783,1.4792155819819774,1.785788759594823,1.2799430165336294,0.8660692267562882,1.4332296053400508,1.5405302175045468,0.3174440122271783
157,7.875,0.9842023265827096,0.9968982642420012,0.5583955061501704,0.6067500398974571,0.9571548118469708,1.0603553098993994,1.0853274458209432,1.0565134428345466,1.016173838653591,0.9912017027320474,1.126272199582923,1.1352939249881049,0.6961928802369787,1.498328155292629,1.5512993527019647,1.71778025884559,1.5512993527019636,0.8021352750556494,1.3999530743895778,1.4075203883051972,0.3312630275306834
158,7.925000000000001,0.9839086333996128,0.9889372429763746,0.5337121628761391,0.5729557042640904,0.937920639172038,1.0052887185546877,1.0413273707292898,1.0659853959013856,1.0830563364051446,0.9787339222155078,1.1790954522321688,1.1876473684768272,0.7322686263228539,1.5392585410459991,1.6737568601665234,1.78583879276696,1.4421208661256206,0.8368784300832617,1.4271766084455624,1.5766191852461449,0.3421930023882725
159,7.975,0.9844389394606148,0.9526780038879552,0.6006715549937618,0.6064845055259594,1.051498162935316,0.9777382795156512,1.037676258336534,1.1088526081863332,1.082629742452196,1.0339301346602288,1.166820082645691,1.1967295238474045,0.5829195478129415,1.3945796776790624,1.593805345918928,1.6233202597322425,1.4240945914923755,0.7600090306928226,1.564290432105615,1.4388520483990324,0.4025171664438118
