,r ($\AA$),g_full(r),O (DOL),O (DOL),C (TOL),C (TOL),C (TOL),C (TOL),C (TOL),C (TOL),C (TOL),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
137,6.875,0.9804875392946604,1.0773073063508327,1.0685447525712055,0.8121935134805522,0.7885014511000801,0.8121935134805516,0.890673470115865,0.8440297223043111,0.786280320251911,0.8188569060250599,1.357851325180794,1.212737443100404,1.1997808464860835,1.1920068885174906,1.1246325861230242,1.5312341453287954,1.4189436413380168,1.5516506005998452,1.6435246493195734,1.3168613649827634,1.102488584636732,2.71538855104973,2.88892842085366,0.8181165290756691
138,6.925000000000001,0.981111337228058,1.0728422483462263,1.0392559525572125,0.8092641696945567,0.8129127908383552,0.8099938939233164,0.8712907291391349,0.8355342419299076,0.8384531388449465,0.8829663167992908,1.294895643934167,1.1161132078880294,1.1927342519078026,1.0624784770741882,1.2029503911104382,1.4287115884899129,1.4689569853487838,1.7104293665020085,1.609815874354832,1.4588956361340657,1.4488342869193485,2.5052759544647056,2.656196192685471,0.8808813904314058
139,6.9750000000000005,0.9795168897931916,1.1374447425086485,1.1147431426581638,0.8164052451725057,0.7890718537041748,0.8027385494383407,0.9379669072290284,0.8351070393350474,0.843019336865354,0.8200017440499172,1.3368186327340084,1.1152743018854343,1.1379322448131295,1.127862047956376,1.1052041050286812,1.4578898631254322,1.656242225455423,1.9339355327174104,1.924017914600911,1.5074779537079297,1.3785489181934358,2.400063584192889,2.4397340566588874,0.7948262519080341
140,7.025,0.9784292994432592,1.0961340005896123,1.0910053429943392,0.7743340485662401,0.8452437599734051,0.770788562995882,0.8970078493006352,0.855171119570408,0.8629711878251962,0.8331891090341869,1.402239543076685,1.186319471841868,1.1118642748643448,1.141646353655354,1.024999878390568,1.4274339784175616,1.7696270554354705,1.7109653850895432,1.6034189894553432,1.5545342641670707,1.35899536301398,2.346466813837088,2.405128484183015,0.8230591502617342
141,7.075,0.9778315818723486,1.1326390171761236,1.122066493882678,0.8522150863965359,0.8067729365886814,0.7480476968369919,0.9850459858348802,0.8179586965413836,0.8396311064497454,0.9032501161807416,1.2895083895475086,1.0913107053855575,1.08641693540625,1.0962044753648652,0.9836477658407936,1.6868676822612718,1.397690365302197,1.523000535984463,1.7350639017544511,1.4844435603899204,1.388051121403561,2.4676464380507754,2.40981097465896,0.7497954718296013
142,7.125,0.9783532935276344,1.100934561677523,1.0909631494268417,0.8292668716082302,0.7879069278871214,0.7775669419568441,0.902336105515522,0.8209948828640082,0.8782094716782087,0.8568401674223027,1.3414408413546262,0.9940173140973128,1.039857918388208,1.044683245155671,1.0736352057604472,1.6442666515187243,1.4066558637270012,1.7868331241937587,1.5492223364020357,1.7012932405887375,1.549222336402036,2.224036973730529,2.452143330010583,0.9025330576284792
143,7.175000000000001,0.980323454233742,1.1222940358356863,1.1361495177595835,0.8204684965646037,0.7885198475683017,0.7803627456969057,0.8796074851322255,0.7966769494396977,0.7871603305897356,0.8286255984359991,1.358497340832113,1.072998775333245,1.1205818695830558,1.0611030017707923,1.0040032886710184,1.4714711418767403,1.6308024120162603,1.5089608524978042,1.6589196949820575,1.480843569532006,1.2933950164266887,2.474320900990188,2.061934084158491,0.8647499067236101
144,7.225,0.9783948635625792,1.1482482761454502,1.1319391835476071,0.8165260796345568,0.7944034518612069,0.7870292426034236,0.8895977895525917,0.8346264114491163,0.8312744981501237,0.8272522021913329,1.358530460081634,1.048813671254733,1.0628917071105006,1.041774653326849,1.0652380464197957,1.5528500156059493,1.55285001560595,1.8486309709594644,1.6360384092991256,1.7284699578470986,1.2016101311236511,2.098196152038991,2.098196152038992,0.852822512215075
145,7.275,0.9781915972504414,1.1177376561211458,1.143387800699578,0.7954229747839237,0.7709585940133451,0.8238545524362162,0.8820401067013749,0.7788929877767761,0.8179037571136432,0.8093081638699271,1.319092963170348,1.011304605097267,1.0807305505272853,1.1154435232422946,1.0668453614412818,1.258082283853059,1.6045107388270896,1.6045107388270898,1.6683265068486215,1.5406949708055575,1.3948303581849133,1.996521885245072,1.996521885245072,1.0191917703263904
146,7.325,0.9804848069425806,1.1376949130554042,1.13855257978217,0.8152546358821863,0.851125839861002,0.8146024321734802,0.8954756920529925,0.8035149691254825,0.7989495431645421,0.8211244692605375,1.2920155469460874,1.0112418503482634,1.006676424387323,1.020372702270144,1.0317862671724942,1.3938383804991794,1.6006660111538955,1.4388009089023786,1.690591067960294,1.4118233918604592,1.169025738483183,2.374021499688923,2.203163891756766,0.9962411650480306
147,7.375,0.9800194559346048,1.1142831632980963,1.160817388037197,0.8492751697439351,0.8029510695760836,0.8171056557384826,0.9026765629929848,0.8518487308643709,0.8486317794638255,0.8705070489875328,1.3150897325428808,1.0966587324458623,1.0808956705831902,0.98406543342678,1.0673844747009011,1.52580979761617,1.5080678232252855,1.7919394134794566,1.6500036183523707,1.6766165799386996,1.277422156143771,2.350811606792357,2.084681990929071,0.976804314551264
148,7.425000000000001,0.9815136310591576,1.0930661665248005,1.1694430693403937,0.8473969898408856,0.8721524075216304,0.7978861544793951,0.8810389677147179,0.8220068178606337,0.8321628866527343,0.8251805893581652,1.372973549832087,1.0219544222051125,0.9930731015775772,1.0263977023016562,0.9752999811914014,1.426562200693434,1.4528179467184663,1.7503830683355013,1.7941426450438889,1.5928485921853066,1.461569862060144,2.0917077666609245,2.3280094808862186,1.069787692632194
149,7.475,0.9819360773199516,1.1060824605337312,1.1242014583980218,0.8411088600981775,0.801652524888807,0.7978947786783909,0.921900403622128,0.8467454794138024,0.8517558076943574,0.848624352519011,1.2319144659814705,0.9820243429887876,1.0477849016710723,0.9864083802342736,0.9206478215519882,1.2952837316207633,1.493893903802613,1.7270449754943509,1.7011393008619344,1.554340477944916,1.2089314828460458,2.1415357696129966,1.9083846979212584,0.8955961801492139
150,7.525,0.9809996516663838,1.1393808439300188,1.1162193931083324,0.8200805747577506,0.8194625788461024,0.8083386524364267,0.8639582844848049,0.8435644194003994,0.823170554315994,0.8528343580751293,1.3886368134745053,0.9365728041035216,1.044722088642034,1.029581188806643,0.8998020473604276,1.3122113190672884,1.5422743425401246,1.9853586840433648,1.610441164309854,1.6700871333583671,1.235523644576343,1.993879536764581,1.8660667459463387,0.9239038879147234
151,7.575,0.983433953563454,1.091507641008185,1.1304041293174398,0.8635681384970423,0.805631010561153,0.7848956174051505,0.9215052664329316,0.8349045067813917,0.7964830429923284,0.8397834228180985,1.4706882528147018,0.8836936671484568,1.0459176253689468,0.9861509039192926,0.960536594726583,1.2697194178102915,1.5808427188631444,1.622886408194611,1.9003747577822905,1.4967553402002114,1.076318446885545,1.9003747577822907,1.883557282049704,1.0108504163551186
152,7.625,0.9846286401825004,1.0867378447066196,1.1025679662609762,0.7987113923857873,0.8185738460020126,0.7969057147843123,0.920293684218439,0.8209814161373125,0.8294079116108626,0.8288060190770378,1.36509226671512,1.0554185580621531,1.0027529613524644,1.004859585220852,0.9627271078531014,1.1618349819591836,1.493787833947522,1.5850748682443156,1.601672510843732,1.6680630812413988,1.045651483763265,1.93362536283207,1.867234792434403,1.140156428359946
153,7.675000000000001,0.984815813242737,1.0730151793272356,1.1023111889557542,0.8388351118553778,0.8126957740921787,0.8222009878242517,0.8970545459643203,0.8542810841699954,0.8132898499504333,0.8726974357758854,1.3161750639628826,1.008443769387043,1.031315689929842,1.0209193624103876,0.9543828662858822,1.269612118284842,1.3269494397557704,1.711928598203432,1.589062909337157,1.5317255878662288,0.999307602779037,1.810221149296452,1.7365017359766872,1.0343285032109897
154,7.725,0.9856475268576972,1.088088017395586,1.0722795097013198,0.8450174877784382,0.831530046960324,0.8039687548537399,0.8925167358770184,0.8104192700276209,0.8162833747311496,0.834462099312087,1.204780311339904,0.9502781672067722,0.9872220268390012,0.9584879137917124,0.9646452237304164,1.1157791949531708,1.5685591581225744,1.843461278618284,1.5766445146077428,1.39068131544888,1.051096343071828,1.6979248618852616,1.762607713766604,1.0618218159603157
155,7.775,0.9853491171334036,1.065003239041092,1.147980617922778,0.8324474021136251,0.7965560676692265,0.8295529396584319,0.8833899413250292,0.8573397792282881,0.8023449925796132,0.8498141768447854,1.2460660869607616,1.013061859317692,1.0090096118804217,0.9786177561008907,1.0434537150972227,1.0695477326857104,1.5005595055590573,1.859735982953512,1.81982748546524,1.3728523135965829,0.9817490382115104,1.8038640864699311,1.6681751950098034,1.0831492001970182
156,7.825,0.986148670360744,1.069474013149026,1.097657622068975,0.856705728982717,0.8207000846025226,0.794981767188099,0.8847101190562016,0.8321304478978228,0.8487044746760071,0.825272229920643,1.2802006890735729,1.0061577290687602,1.0201599241055033,0.9101426773882424,1.0081580426454386,1.1820034771275878,1.457804288457359,1.796645285233935,1.5523645666275667,1.284443778478645,1.0086429671488748,1.8202853547764872,1.867565493861591,1.0666978318077942
157,7.875,0.9885467618708292,1.1060248958310517,1.0741167639821854,0.8193401572101029,0.8362686728549396,0.8362686728549398,0.8785899619670321,0.8103116155328566,0.7945116675976758,0.8221615764842426,1.1948710625980652,0.989471739440712,1.0763714530842068,1.0269966157867667,0.9973717134083026,0.9803149514328224,1.6416385297803622,1.9528496254733216,1.7116610263112773,1.3226471566950786,0.8247094035863429,1.6727596393496575,1.7505624132728983,1.152751303434126
158,7.925000000000001,0.9891186504443508,1.0730622082198746,1.0646359771549865,0.8864829878616275,0.8296500118956401,0.8446940349454605,0.8480371511787534,0.795104477484942,0.8329931281289334,0.8497087092954007,1.23639582027967,1.1057356941617869,0.971175265771728,1.0316299509904503,1.0628323691678554,0.8220182516054966,1.4673409911836424,1.8975561509024053,2.0204747679649104,1.4519761640508295,1.0448082450312854,1.620989262511772,1.6670837439102106,1.153773090513989
159,7.975,0.9888526970496831,1.0578402140703944,1.0661611186270354,0.8671487761334464,0.8258821782844564,0.8159781948006988,0.8754020957032447,0.7978208917471431,0.7818644739121999,0.844039481338012,1.2324957224231732,1.0495471386259831,0.9859965779385385,1.0707306588551313,1.0033285490351136,1.0469210823992283,1.4717586230829731,1.6993501627349794,1.934528087042052,1.4717586230829731,0.7434656961965541,1.4414130844627056,1.5931407775640434,1.1751155006521965
160,8.025,0.9902379410508227,1.0857872149869137,1.0861444993617035,0.862354130839373,0.8134493597142667,0.8340980408559779,0.8183398368267776,0.8014948601059073,0.8264906320142947,0.8118192006767629,1.1962650403546808,1.0041779671021809,1.0041779671021804,0.9851594449979724,1.1087798386753245,0.9964552944901696,1.2961410973443552,1.6782404959834427,1.7606540917683433,1.408523273414675,0.9589945691333962,1.3261096776297736,1.3635704029865472,1.0696948350856568
161,8.075000000000001,0.9904676474821628,1.0984952458272736,1.0840274317961398,0.899472257882404,0.8270207335303009,0.8366809367772485,0.8259473776139735,0.7819397850445479,0.8087736829527344,0.799113479705787,1.2096721177010368,0.9711187652972612,1.010564595222295,1.0218348323437332,1.0218348323437332,0.8731587749639532,1.4503315245163964,1.827713706916071,1.6501220916691657,1.2875392105400665,1.01375213703442,1.479930127057548,1.4947294283281232,1.1711079729929874
162,8.125,0.9912346598519628,1.0703781057825072,1.089896560332758,0.8682923924211595,0.8227043913538706,0.8338363451028596,0.8242946704608693,0.7993802977845594,0.8258849495678676,0.8179335540328753,1.1818424230176894,0.9833225811607152,1.0631015830284714,0.9759012786613892,0.931373463665432,0.9793870419565264,1.279050241361135,1.8052880549497168,1.9368475083468617,1.279050241361136,0.9793870419565266,1.4033008362362176,1.432536270324471,1.1321272690298578
163,8.175,0.9925590856244804,1.0735066644523783,1.0748838378512915,0.8467073929345321,0.7901555076921515,0.8357111930262916,0.8414711072639416,0.8100533932403965,0.7702576221439064,0.7980099361980384,1.161931790304099,1.0189811914969709,1.040973591313452,1.0208138914816776,1.0629659911299338,1.1912549900594076,1.3789678975839192,1.5522413506834694,1.646097804445725,1.3645284431589568,0.8013897205854194,1.2851114438216629,1.3789678975839197,1.1961172553249555
164,8.225,0.9933233678930176,1.0849832734309026,1.0604946227453151,0.8804133381890815,0.8359271178105496,0.8317888647520815,0.810063036195124,0.8152358525182098,0.7847162362120076,0.8054075015043477,1.1297430849617829,0.9903356850546396,1.0337873421685546,1.0319768564554748,0.9758517993500018,1.2196090121746526,1.2552700944019808,1.5262943193296823,1.7402608126936572,1.333724475302106,0.9343203543560208,1.2624023108474471,1.3194600424111735,1.1744140487804244
165,8.275,0.9951249776382908,1.0611586291978112,1.0877043960460149,0.8600961390742659,0.8381210149030279,0.8115464461378104,0.811035396738479,0.8227895329230946,0.7962149641578766,0.7773061363826252,1.0088115142796208,1.0374302806421636,0.9801927479170786,1.0177548787679158,1.0338529348468457,0.9582950554730124,1.3951648601739446,1.5642757523162407,1.712247782940749,1.4022111473465395,0.8314618863662901,1.2824242654124136,1.0498967887167563,1.1768737596025105
166,8.325000000000001,0.99651128139441,1.0959260371139827,1.1038939937606769,0.8957442603602789,0.8396971279476572,0.8184901048726111,0.7998077274017371,0.8063718059725847,0.7912239323475516,0.786679570260042,1.1858260402796597,1.0144026037563707,1.069187413366906,1.0091008479876091,0.8959967249206969,0.967704310520409,1.4271898104797405,1.6499706589448704,1.629084954401265,1.441113613508812,0.918970999918662,1.2183327650436808,1.3227612877617112,1.2542078697869503
167,8.375,0.9966711968223624,1.1156840416955585,1.102234160569561,0.8880742736938522,0.8277051798079226,0.8102430452128184,0.8187246534447259,0.7877917293048281,0.7957744194054466,0.812737635869262,1.138531175600771,1.0582053564632936,1.0110575930565124,1.0232810872730853,1.0442356487872109,1.01121633973465,1.4170786801723665,1.63032838447015,1.905489293241484,1.3070143166638335,0.9286680671032504,1.430836725610933,1.3138933393831165,1.3550972815894364
168,8.425,0.997125509170726,1.0713611174816116,1.0677953164854543,0.912568625288528,0.8647462824181942,0.8489698394094248,0.7858640673743453,0.7942453027227545,0.8016405103831153,0.7868500950623936,1.109527655976137,1.0197991363637595,1.0801933322567057,0.9680326827412332,1.0353290724505169,1.0332374985667794,1.4954753268729706,1.6790109351710174,1.53626101760587,1.325534948819223,0.8904875810016321,1.019642268322479,1.2643564127198743,1.2429231160592171
169,8.475,0.9974195325899708,1.0770169698520236,1.069969268086186,0.8833185259352869,0.8326482960967482,0.8497007772924101,0.804877112435242,0.8092620361712689,0.823878448624694,0.8243656623731412,1.0555485860114726,1.0708958190875686,1.0930640446419293,1.038496104815811,1.0009806461853548,1.0882583453958792,1.3502464655837754,1.793610976670984,1.9010932823890947,1.2830700245099558,0.8531408016375099,1.189023007006608,1.1621524305770805,1.2984246396125436
170,8.525,0.9990209389936512,1.1052622552729223,1.087215864969125,0.8888774420112002,0.842651962903359,0.8359107472001321,0.7959449683881439,0.7656094977236227,0.8031676994987441,0.7742767750563432,1.026350090816291,1.100503463551786,1.0802798164421057,0.9875881005227364,0.9437701984517618,0.995861410703969,1.3809278228428363,1.6730471699826674,1.6199345614117893,1.2747026057010795,0.8365235849913336,1.122003856059805,0.995861410703968,1.13345287499919
171,8.575000000000001,0.9997800557595704,1.0895942167196695,1.0899071386658843,0.9037653470249208,0.8252391320385527,0.8561737015786367,0.8119134713135938,0.768605073957476,0.7924008966806178,0.7819307346824356,1.1426754071652632,1.0177473378687694,0.9960931391907102,1.027741583412489,0.8928192685722756,0.9449104877698444,1.2730044071343738,1.6142220832734844,1.5617270561751595,1.2795662855216643,0.8661679471223571,1.043338663579203,0.9645961229317158,1.2197058847233175
172,8.625,0.9995469222087792,1.064935021605885,1.057511716198234,0.8763823844616855,0.874030311502851,0.8505095819145072,0.791237343351881,0.8307521690602985,0.8321634128355991,0.7902965141683479,0.9648203277138572,1.0669002941272692,1.0520822344866123,1.071839647340821,1.0076280555646424,1.160997467468274,1.4204382423215196,1.7252811527740834,1.6215048428327852,1.5371865910054805,1.0247910606703203,1.0053330025563267,1.109109312497625,1.2602070903011853
173,8.675,1.0003763147186304,1.0863269376485991,1.059726756512819,0.8723542339022656,0.8421287407233492,0.875144279426473,0.7909779061128752,0.8179483461802154,0.8421287407233489,0.7872578454139312,1.005811411476866,1.035106889481046,1.0448720488157726,1.0611473143736505,1.0041838849210771,1.2053560310137574,1.4041115467660257,1.7310964275197571,1.731096427519758,1.320762459515074,0.9681317057610496,1.0258349200117078,0.9360743645106842,1.1982249081641865
174,8.725,1.000981568926356,1.069982593942553,1.0560788653206996,0.8559488745423445,0.8430774628950911,0.90237789512708,0.7846964172093358,0.7984872154028211,0.8012453750415179,0.8288269714284894,1.095678916472438,1.0409754169716117,1.0136236672211982,0.9347862708817712,1.0586736079865848,1.0141112206926852,1.3944029284524406,1.508490440780368,1.914134929057442,1.369050147935124,1.0648167817273186,0.9760820499167092,1.0141112206926848,1.248559765017365
175,8.775,1.0026862057017167,1.051249786001741,1.0778447919580103,0.8871245468732708,0.8607653134108475,0.8807619732788925,0.7962306383821562,0.8275890368115909,0.7985029860944346,0.8139549505379237,1.0068772713103136,1.046643356275176,1.0084679147089086,1.0068772713103136,0.9941521241215582,1.2219033380112228,1.4412193217568263,1.3096297315094645,1.4537516636851464,1.3848237830793857,1.1780401412621015,1.0589828929430594,1.0903137477638605,1.297672854261526
176,8.825000000000001,1.0026135892396113,1.0913694980530186,1.05473446346759,0.8883340066602607,0.8618232801084373,0.8407045657366455,0.8114978330948058,0.8447485748716694,0.814193839184822,0.8281232039832378,1.0458256957520269,1.0143722913685074,1.0473983659712025,0.990782238080867,1.0379623446561466,1.3196132839085746,1.263854976137789,1.39395769426962,1.672749233123545,1.332004018968749,1.282441078728051,0.99745417234404,0.9788680697537782,1.3372511159585143
177,8.875,1.0030742081223487,1.0647929599858406,1.0472655038543863,0.8832399740006224,0.8930142594271888,0.869022831561981,0.8072671190941298,0.8636914031474902,0.8370342610750366,0.8197071187279422,0.9563249718492663,1.110269967317685,1.0247449698352302,1.0713949684620232,0.9703199714373044,1.2619060234601296,1.3844211713688803,1.3905469287643173,1.4395529879278182,1.378295413973443,1.2741575382510042,0.9249893667110656,1.114887845969629,1.3015984310734228
178,8.925,1.0038638484057774,1.0514516546817134,1.0543402581286416,0.867220970841962,0.8751287608496394,0.8549199641633529,0.817577622460432,0.8320752374745067,0.8470121741556759,0.8184562657946174,1.0086825476459702,1.0548113226907556,1.0532736968559298,1.0717252068738436,1.0394350643424943,1.1569469539010286,1.4295260791656688,1.5627869848506044,1.6233601237983015,1.4295260791656694,1.2175200928487264,0.8843678286363879,1.011571420426554,1.319690907828874
179,8.975,1.005389166125502,1.051195012122644,1.0709049185999442,0.8762662176901285,0.8832172635419091,0.8919060708566352,0.8032802362464291,0.8245678141675079,0.843683190259905,0.8688807314726109,0.962502630288785,1.056776189653564,1.0598172722137171,1.049173483253178,1.1221594646968776,1.2279522761834525,1.3178024427334611,1.6053229756934877,1.5214628202468137,1.4435926759034725,1.263892342803456,0.99434184315343,0.9643917876367604,1.3393175846556389
180,9.025,1.0045087976422356,1.055681902288409,1.0729140660667322,0.9052514143037704,0.8949400550520902,0.8979475348338299,0.8141677409139281,0.8219012603526877,0.8373682992302085,0.8433832587936886,0.9969795476468436,1.039084264591205,1.1293086580434073,1.013520686446414,1.0345730449185944,1.226231529191305,1.3920985959418184,1.445413010254483,1.5401941912547783,1.3328603578166351,1.2795459435039702,1.0959074053159,0.918192690940349,1.3344924317241662
181,9.075,1.004512527336238,1.0678292853356273,1.0533009957392243,0.903802071188173,0.8753325184050946,0.9067765020759572,0.831990811183095,0.8591856078714092,0.8171186567441735,0.8243422746145068,0.9681772539737906,1.0544357497195354,1.0351019489489377,1.0469996725000748,1.0678206887145645,1.3123549613981644,1.4881167865854186,1.5467040616478367,1.7283246143413329,1.300637506385681,1.3357898714231318,0.9081027634674798,0.9315376734924474,1.3691487484484666
182,9.125,1.005990074086483,1.0603041882763669,1.0274201125909648,0.8661864133609488,0.9019097734461892,0.8472740462569979,0.8254197553813215,0.843491572836208,0.8161737092416124,0.8216372819605312,0.9693638827836136,1.053208710277796,1.1135181475981737,1.0487958246202074,1.0443829389626196,1.4197010928706548,1.5066215679443684,1.5066215679443684,1.5008268696061209,1.1995025560172472,1.1821184610025046,0.9097676391048688,0.9039729407666208,1.3054036246274656
183,9.175,1.006306059728835,1.0446792597470131,1.0353859329988713,0.8713211701332254,0.8829609567571423,0.8979263967021792,0.8571871435184691,0.8264248502981166,0.8613442101698678,0.8176950103301781,0.9049934100095578,1.0635855027604284,1.0301211162166668,1.099959835960169,1.025756196232698,1.3985379989039828,1.2667085973679515,1.4157331382347689,1.5074405479989643,1.3010988760295248,1.2208548924858538,0.8425618272085464,0.9629278025240536,1.3664871949812916
184,9.225,1.0056614727791884,1.0147294436194492,1.0239223029541311,0.8561445978853898,0.8873967541962879,0.9026116197686992,0.8364063938995598,0.866013699878305,0.8787612899524868,0.8174906150798056,0.9340693823711156,0.9901998999558204,1.0045923403621546,1.0304987330935576,1.01466704864659,1.32672132472939,1.451455808250956,1.4174373127450748,1.3890885664901724,1.4741348052548775,1.2870330799725278,1.0772523576862565,0.8958203816548865,1.359351310214623
185,9.275,1.007130346338211,1.0605223216931854,1.032437871812282,0.8697191263421875,0.8684987533866088,0.8802956919572,0.8558882328456324,0.8546678598900539,0.8839568108239352,0.8290400278229078,0.9183306490727262,1.087759094405524,1.0122993666522613,1.0137231351004354,1.063555030786553,1.3685434901849602,1.3348907814099202,1.5087631100809609,1.2675853638598404,1.27880293345152,1.3853698445724805,1.06006032641376,0.8749704281510399,1.3711761850891295
186,9.325,1.006199453612058,1.0251004059322046,1.0700841614842114,0.8785272210996959,0.9038809613329902,0.8962345952308858,0.8785272210996962,0.870880854997592,0.8749052582092256,0.8258075390272914,0.9521737998725998,1.1169731113890116,1.0479545963094885,1.0423204318132009,1.118381652513083,1.3594556000512044,1.3206140114783125,1.3261628098458689,1.4204923820943194,1.326162809845868,1.3927483902565396,1.048722891468072,1.1541500604516344,1.3041940979416675
187,9.375,1.0071974922830893,1.0621037349114806,0.99953464626375,0.8926726612696039,0.9141732516837692,0.9177566834194631,0.8663941618745126,0.8974505702505295,0.8855057977982154,0.8759499798363647,0.962947739197385,1.0019673292082771,1.098122747449406,1.067464498155133,0.943437944191938,1.3559729818720343,1.3944013659736714,1.4053809042884249,1.2846059828261385,1.3998911351310477,1.4383195192326852,1.0540356782163185,1.0869742931605786,1.330988930400709
188,9.425,1.0074193928082231,1.0625207748524412,1.039726570028693,0.9052874430070298,0.9005600934351911,0.8903175026962081,0.8733778333971207,0.8828325325407979,0.8926811774821278,0.8769233455759998,0.9375909984145906,1.1306244392646534,1.0658203555507046,0.99550103066961,1.1002906128453585,1.232990657897264,1.45025773417872,1.4339627034576108,1.52630121087723,1.461121087992793,1.3253291653168828,1.021155258522844,1.0265869354298802,1.2821528764333985
189,9.475,1.0085023066788077,1.0454415839477798,1.0415971064387777,0.8887418072676985,0.9055031659135364,0.9210951274445492,0.8778274341959896,0.8887418072676981,0.8754886399663376,0.8848438168849446,0.8649640659329046,1.0764300441972583,1.0928016038048214,1.0450512216160956,1.0586941879557314,1.3866214879738863,1.5532310466064063,1.263007944472338,1.3221274652774258,1.5747290541718937,1.3919959898652574,0.951286834772782,1.1178963934053026,1.3211403118688054
190,9.525,1.0079060107245208,1.0405814067172523,1.0180096920699608,0.8663213038569827,0.9075930667744788,0.9099073712371424,0.8709499127823094,0.9122216756998062,0.8848357395582898,0.8917786529462794,0.9841579727475922,1.0354583883366295,1.0489584977021658,1.0584085742580418,1.081358760179453,1.393374924212618,1.435920723425217,1.4944211973425408,1.3827384744094688,1.36146557480317,1.430602498523642,1.1434183538385994,0.8721888838582802,1.2446274297716324
191,9.575,1.007881920798654,1.0417888183788406,1.022714872294333,0.8962305604755824,0.8981390582619447,0.9153155383392024,0.8672213941228806,0.8790540803983249,0.9050096502928476,0.8782906812837797,0.9271482246146464,1.056735224308624,1.0727666057140643,1.06341496656089,1.0794463479663317,1.505168587510808,1.3788607340133985,1.3630722523262218,1.247290053286929,1.3630722523262218,1.3999120429296334,1.2683413622031643,1.3104439800356344,1.368120270280626
192,9.625,1.0073666716161125,1.0295029429874878,1.0404313216344,0.8873210248543619,0.8895874897965187,0.9383164860528892,0.9250954405569743,0.9171628132594256,0.8661673520608998,0.9171628132594252,0.899031093722172,1.1198225535039406,0.959847903003378,1.0193426077349916,0.9796794712472496,1.4374882193739542,1.3645721502752757,1.255198046627257,1.354155568975464,1.1718653962287668,1.468737963273388,1.1093659084298997,1.1249907803796162,1.255729504856839
193,9.675,1.008157682038784,1.0493702591204832,1.0213477223344123,0.8916320640537209,0.8946228634300023,0.9047168113249492,0.9185492584402484,0.8867720150672643,0.9073337607791948,0.9006044621825636,0.982664520069269,1.053322155333903,1.0611730036966407,1.021918761882954,1.0507052058796569,1.4484418721757015,1.3505045213880202,1.2628763654200952,1.1340114301731463,1.4948332488646028,1.5206062359139922,1.0412286767953436,0.9536005208274188,1.2445196868889994
194,9.725,1.0073626722173905,1.033498479413304,1.060017155085633,0.8843372783738319,0.947239929973644,0.9254090097125328,0.8806371223973719,0.9024680426584836,0.9083882922208186,0.9061681986349428,0.9997821448393694,1.0464041101427597,1.0917310208543898,1.0192079637157818,1.034748618816912,1.5560277140399197,1.4692983004704807,1.3723654264811085,1.1580927576624964,1.3774671566910757,1.438687919210679,0.9999391211535212,1.1376858368226286,1.2867292408138071
195,9.775,1.007988465398276,1.0241567088716834,1.0361971122207512,0.9119375034158802,0.9148674231055692,0.9379405406618748,0.9024152644243886,0.8892306258207857,0.9298832615152284,0.9002178246571216,0.889596865781997,1.07418180623244,0.9934258947853712,0.9947077346496112,1.0575178879973308,1.3937095251182448,1.484603624582478,1.2422193593445223,1.2573683759218943,1.3987591973107023,1.5300506743145947,0.9493383721819928,1.3028154256540114,1.197081473216025
196,9.825,1.0081404421113134,1.0340201521640642,1.0492754056768578,0.8733150670647617,0.9117423801028952,0.9556075204577464,0.9255182093052458,0.9204429038096428,0.9378439512231376,0.9353062984753362,0.8780278507392498,1.0696206331982478,1.0480505848419368,1.0480505848419368,1.0721582859460483,1.4945236713187349,1.5545045544485838,1.279592173436776,1.1846224418145153,1.4295443812613984,1.469531636681297,1.0646606755548178,1.024673420134918,1.272451592111794
197,9.875,1.0073486811694785,1.054721738722979,1.038912710424447,0.9043272398921666,0.9621037024408328,0.9283708609527916,0.9276531409211308,0.922987960715338,0.9563619421875484,0.928370860952792,0.874182998562427,1.078912637593571,1.0387203158205858,1.0085760744908463,1.0701205672057303,1.321094212822269,1.4794276016249377,1.0786462112181818,1.1825524976199333,1.5041671936253544,1.598177643226939,1.0539066192177649,0.9994795168168474,1.2695954702907872
198,9.925,1.007321789622675,1.066779282437882,1.0361797453239434,0.8703708618903343,0.908738230496112,0.9250798874948696,0.9467503456888736,0.8888440393671898,0.9140670316913588,0.9083829770830952,0.8865348921825829,1.064339225397323,1.0481751951050728,1.0929371251451476,1.0121169736839026,1.381289861337647,1.3372061423587862,1.131482120457434,1.1608712664433416,1.405780816325903,1.498846445281276,1.0188237275114556,1.0825002104809218,1.2090034902263835
199,9.975,1.0070310922901702,1.0477866354844716,1.0313679969677212,0.8968373170301286,0.9355244169804474,0.9207529788175984,0.9502958551432972,0.9249733897212704,0.938689725158202,0.9267318942644668,0.933062510619974,1.035231624579681,1.0906245176903648,1.0512340159227678,1.0327697182192055,1.3529294499155051,1.2462468409615943,1.168659488995115,1.0765245085349184,1.4159691733882718,1.6341836007939985,0.9940879470705328,1.0571276705432988,1.1446608501534403
