,r ($\AA$),g_full(r),O (DOL),O (DOL),C (TOL),C (TOL),C (TOL),C (TOL),C (TOL),C (TOL),C (TOL),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
73,3.675,0.9110383493980044,1.107382054007318,1.076716089434808,0.0051821361377722,0.0207285445510888,0.0181374764822027,0.0647767017221525,0.025910680688861,0.0310928168266332,0.0414570891021776,3.981176087843489,1.7230602658092546,1.8046789099791676,1.6323728833982416,1.6595790981215457,0.1071759973948341,5.215898539881922,3.429631916634692,2.9294772621254666,5.787503859321039,0.0,0.8216826466937288,1.0003093090184525,0.4210485611939915
74,3.725,0.944626463173876,1.3481461674076525,1.311664967305601,0.0176538394899441,0.0302637248399041,0.0226977936299281,0.0605274496798083,0.0504395413998403,0.0504395413998403,0.0327857019098961,3.972113885237421,2.0213646215986003,1.950749263638824,1.8183454674642436,1.8095185477192692,0.0695454282937192,4.068407555182574,3.9988621268888553,4.033634841035717,5.354997978616381,0.1738635707342979,1.1127268526995062,1.2170449951400848,0.7142599344655955
75,3.775,0.9864757029571268,1.6420493399337557,1.5936113063073896,0.012278065666463,0.0294673575995113,0.0270117444662187,0.0736683939987784,0.0417454232659744,0.0270117444662187,0.0417454232659744,4.709865989655236,1.8564435287692167,2.0197418021331752,2.0541203859992727,2.165850783564086,0.1692884811588091,4.401500510129035,3.995208155347893,4.401500510129034,4.672362079983128,0.0338576962317618,1.2527347605751882,1.1850193681116648,0.8664806341761081
76,3.825,1.042061574501825,1.9847042624254436,1.841591672979552,0.0047836692136967,0.0215265114616354,0.0406611883164224,0.0813223766328449,0.0454448575301192,0.0550121959575127,0.0502285267438159,4.955881305389843,2.2937693879675973,2.452826389323015,2.1681980711080584,2.310512230215537,0.0989349769196376,4.946748845981879,4.023355728065262,3.4957025178271945,4.254204007544416,0.2638266051190336,1.0882847461160134,1.5499813050743223,0.9439204430598086
77,3.875,1.0761632050664525,2.350614609042673,2.323032429797061,0.0116525445897211,0.0349576337691634,0.0163135624256095,0.0908898477998248,0.0372881426871076,0.0512711961947729,0.072245776456271,5.636335818048114,2.487818269905462,2.5286021759694863,2.2757419583725365,2.3899368953518056,0.1606638723734278,3.2454102219432435,4.594986749880039,4.14512790723444,3.1811446729938724,0.0963983234240566,1.221045430038051,1.5102404003102214,1.3525274970212025
78,3.925,1.037548805881296,2.915413286927361,2.7526161310487325,0.0068145356508525,0.0386157020214977,0.0408872139051153,0.0636023327412904,0.0681453565085254,0.0545162852068203,0.0567877970904379,5.66060761397485,2.281733687093793,2.4009880609837144,2.7826020574314576,2.4486898105396824,0.2818739746489009,2.75610108545592,4.3847062723162376,3.570403678886079,3.476445687336445,0.1565966525827227,1.2214538901452374,1.2840925511783263,1.70850143817803
79,3.975,0.9763616844769568,3.174548832580772,2.9954343801002943,0.0265767249780731,0.0398650874671096,0.0376503603856035,0.0841596290972315,0.0553681770376523,0.0553681770376523,0.0575829041191583,6.433782171775204,2.5890159582806223,2.8060592122682197,2.5735128687100794,2.325463435581397,0.1832183312882313,2.3513019181989687,4.15294884253325,4.36670356236952,2.900956912063664,0.2137547198362698,1.5573558159499663,1.282528319017619,2.4061427792648304
80,4.025,0.9543280133503004,3.3788008782688936,3.428510012669655,0.0237604980256574,0.0410408602261356,0.0367207696760161,0.0885618562774506,0.084241765727331,0.0648013582517931,0.0540011318764942,6.879744201065373,2.623374986560096,2.903100849680337,3.16770639587516,2.948461800456591,0.1786946545731265,2.680419818596896,4.943885443189831,4.556713691614723,2.233683182164081,0.1489122121442721,1.4593396790138662,1.6380343335869922,2.818087639211909
81,4.075,0.9505786133913916,3.2603690588876244,3.308865836219144,0.0252883666537484,0.063220916634371,0.0273957305415607,0.1053681943906183,0.0611135527465586,0.0653282805221834,0.0800798277368699,7.552792173919526,3.267467708053074,3.1125764622988665,2.9871883109740294,3.2969708024824493,0.2033925449297693,1.8886450600621425,4.096906976442496,4.968589311855795,2.092037604991912,0.1743364670826594,1.3946917366612748,1.6271403594381533,3.600581728319417
82,4.125,0.9523087959890972,2.715288598190041,2.692300597109748,0.0370185573957523,0.0616975956595871,0.0575844226156147,0.0946029800113669,0.0884332204454082,0.1007727395773256,0.0658107687035596,8.205780222725098,3.3326984588787023,3.1095588212431933,3.469461462590787,3.030380240146725,0.2835596568193148,1.5312221468242997,3.941479229788475,4.451886612063242,1.6446460095520257,0.2552036911373833,1.304374421368848,1.8998497006894088,4.468668714201527
83,4.175,0.9638905635101884,2.216348531659489,2.110745266303468,0.0160609801376629,0.0582210529990282,0.0542058079646124,0.0883353907571463,0.0863277682399384,0.0782972781711069,0.076289655653899,8.101760668192355,3.3868591865296747,3.436045938201268,3.590632872026276,3.316592398427401,0.2768085591907822,1.4670853637111465,4.733426362162381,4.484298658890677,1.3563619400348337,0.2214468473526257,1.4394045077920687,1.743893922901929,4.455487972117754
84,4.2250000000000005,0.9921530874531866,1.4990866277184465,1.544201014623128,0.0196038654555982,0.0744946887312733,0.0607719829123545,0.1078212600057903,0.1274251254613886,0.0842966214590724,0.0960589407324314,8.466909490272881,3.485567278005369,3.876664393844556,3.725714629836447,3.739437335655365,0.3243548648108076,1.1352420268378267,4.730175111824278,4.189583670472931,0.9190054502972882,0.1351478603378365,1.4325673195810669,1.8380109005945764,4.823951178181143
85,4.275,1.026853839729603,1.072674401097197,1.111703634000968,0.0382959647917897,0.0880807190211164,0.0689327366252215,0.0880807190211164,0.0899955172607059,0.1340358767712641,0.1072287014170112,8.80615710387205,3.6390740543398192,3.625670466662695,3.719495580402581,3.618968672824131,0.2904110663377389,0.7656291748904024,4.461770019188895,4.857785109649447,0.9240352110746236,0.2640100603070353,1.9008724342106555,2.0856794764255806,4.391726533801317
86,4.325,1.0436688377079613,0.8524358079621773,0.8598162045679104,0.0243201640531777,0.0767020558600221,0.0654773647585555,0.114117692864911,0.1234716021161332,0.0916683106619777,0.1421794206185776,8.77396687764644,3.594707325244694,3.5292299604861386,3.712566581810094,3.719114318285949,0.232147020507606,0.6190587213536162,4.952469770828925,4.668734523541852,0.8512057418612224,0.2579411338973399,2.089323184568453,1.7539997105019125,3.708825018109609
87,4.375,1.0272147768409925,0.6238957492998884,0.6250978605702157,0.0310805208442435,0.0914132966007163,0.0804437010086303,0.1334634130370457,0.1170090196489168,0.0914132966007162,0.1389482108330888,7.877083768083722,3.1738696579768684,3.237858965597371,3.3402418577901725,3.519411919127576,0.302494908751461,0.5545739993776788,4.638255267522405,4.739086903772893,0.6049898175029225,0.3529107268767046,1.8401773615713872,1.991424815947118,3.106746180187197
88,4.425,1.0029316791323146,0.5287944076123283,0.5205687168272476,0.0518283085321817,0.0947207018001941,0.0857847865360248,0.1429746442267081,0.1268899967512035,0.1322515459097051,0.1519105594908774,7.537444525326779,3.1525909051989203,3.2088871713631857,2.9211506998569368,3.0212329508156306,0.4189048761718136,0.6653195092140569,4.43546339476038,4.706519491106848,0.591395119301384,0.3449804862591406,2.119165844163293,1.922034137729498,2.655243392781726
89,4.4750000000000005,1.0018691935384476,0.4791273563862499,0.4389128300708572,0.0576664943760318,0.1188279278051565,0.1100905801724244,0.1432925011768063,0.1817368307608275,0.1520298488095385,0.1660096050219097,6.146724059627034,2.470921910536639,2.740032217624787,2.678870784195662,2.5565479173374137,0.6023474504383495,0.5300657563857476,4.529652827296388,4.577840623331456,0.8191925325961553,0.3855023682805437,2.0720752295079223,1.9997935354553205,2.085105602925568
90,4.525,1.0113347048308126,0.4584838979856183,0.4449990774566293,0.0666535414718588,0.1076711054545413,0.1281798874458825,0.1743246469264001,0.1674883862626198,0.1845790379220707,0.1726155817604551,4.605930622222044,2.6080334432322227,2.350819135757484,2.506344065858489,2.404654688484756,0.3770301335781915,0.5891095837159243,4.100202702662831,4.948520503213763,0.5891095837159243,0.3770301335781915,2.2150520347718734,2.285745184817784,1.4917697377035082
91,4.575,1.023219415389306,0.4155380437297514,0.4551130955135373,0.0618607830202719,0.1304092182589515,0.1203777399313399,0.1521440879687768,0.1621755662963885,0.1605036532417865,0.1788946968424079,3.4173902836063723,2.1358689272539846,2.1885341884739464,2.141720622945092,2.042241796196275,0.6915640362217131,0.4610426908144754,4.080227813708107,4.610426908144755,0.4840948253551991,0.5763033635180941,1.7750143596357324,2.1899527813687603,1.16436802016921
92,4.625,1.0394239629854174,0.489428441486136,0.4431747645984351,0.0817979667934804,0.1210609908543511,0.1145171535108727,0.1799555269456571,0.1848634049532659,0.1570520962434826,0.188135323625005,2.5079256618881125,1.9582433250359224,1.969695040387012,1.8780813175783115,1.8780813175783129,0.7669179068455416,0.6766922707460662,4.172935669600738,4.082710033501263,0.6541358617211973,0.6766922707460662,2.751881901034002,2.165415266387411,1.0405869918513493
93,4.675,1.051980102978677,0.4811210299326616,0.5074405611105973,0.0864622629500743,0.1360980064954873,0.155311842706615,0.1793291379705245,0.1969418211640581,0.203346433234434,0.1761268319353366,2.1351375489615574,1.6924187395968255,1.955808410991034,1.7036268107199837,1.8717478775673495,0.706448119277824,0.7285246230052559,4.415300745486404,4.856830820035045,0.860983645369848,0.6843716155503916,2.207650372743201,2.428415410017521,0.6021479026880172
94,4.7250000000000005,1.0561408967262105,0.5101560380438794,0.4957273824224362,0.0909118558904613,0.1426375670005513,0.1677166996599889,0.1865260491545672,0.2100377360227899,0.2084702902315751,0.2304145313085829,1.6403320205063383,1.6183877794293309,1.744567165622125,1.9201210942381888,1.7719974669683858,0.5186820618201864,0.648352577275233,4.084621236833966,4.235903504864856,0.864470103033644,0.6267408246993919,2.8095278348593444,2.701469071980139,0.6549684199004902
95,4.775,1.0588058285297466,0.5943880716874215,0.5671410802857909,0.1212485572604264,0.1642227294539952,0.1780358562304995,0.1979881504632279,0.211801277239732,0.2210100284240682,0.2225448202881242,1.1227002485569857,1.5685572850652625,1.7834281460331072,1.7458257453637351,1.858632947371853,0.5713611530281314,0.5501996288419042,3.6186206358448274,3.830235877707097,0.8041379190766288,0.7829763948904019,2.856805765140653,2.221960039553841,0.4916815364493779
96,4.825,1.0585665852969093,0.60980664548619,0.5979465486533954,0.1488116325679659,0.2014218056980549,0.1638431106051342,0.2224658749500906,0.2615477178467281,0.2405036485946924,0.2374973529872588,1.036420410662754,1.4152136571993943,1.6887865574758585,1.7519187652319648,1.6414374016587785,0.6424818112553293,0.9533601070240362,3.937791746403633,3.958516966121549,0.5803061521015878,0.8290087887165535,2.528476805585489,2.715003783046713,0.5443542403460223
97,4.875,1.0633517507021786,0.5905848451408062,0.5799349544907266,0.1649169080806811,0.1943663559522312,0.1928938835586538,0.2090910798880065,0.2812422271733046,0.2488478345145992,0.2694624480246843,0.8812747275561397,1.6955519612045022,1.7058592679595452,1.540942359878864,1.6079398537866405,1.1369271693440897,0.7511840226023451,3.634106487724862,3.735617842130584,0.6496726681966227,1.197833981987523,2.822015652479081,2.598690672786491,0.4785535279126914
98,4.925000000000001,1.0700228074745883,0.6564405568268405,0.649800262176858,0.1543717353416964,0.2221798807721612,0.1990962567958328,0.210638068783997,0.2366071457573665,0.2813316672115029,0.292873479199667,0.7927782109370299,1.792587674411756,1.696646362260141,1.8632812728392625,1.9188262430323024,0.7956855234264734,0.9349304900261058,3.560692717333472,3.6402612696761176,0.6763326949125024,0.934930490026106,2.68543864156435,3.1628499556202336,0.462187738990327
99,4.9750000000000005,1.070007748976906,0.6656235930774859,0.6907239241013579,0.1809757363264518,0.2601526209692745,0.2474277645088208,0.2502555103889217,0.3068104279909378,0.261566493909325,0.34922661619245,0.6581578535934632,1.5934348034368049,1.7418914621420964,1.6478689116287448,1.7122001304010388,0.721289422598441,0.8772438923494552,3.392009717084562,2.963134925269274,0.6823008051606874,0.8772438923494552,3.021617851425903,3.1970666298957946,0.5907969070924899
100,5.025,1.0565399849263335,0.7052949201857047,0.7627026462473316,0.192636816829436,0.2245119735709974,0.2439142428919477,0.3048928036149346,0.3242950729358851,0.3104363091352062,0.328452702076089,0.6839299935635023,1.71710083490411,1.7413536715552982,1.5909860843179324,1.7995604795181497,1.184714323688335,0.8980898905379315,3.382168311174764,3.171977060197803,0.7643318217344102,1.0700645504281745,3.191085355741161,3.229301946827882,0.6241393268805728
101,5.075,1.0447485291834402,0.8111772330371417,0.7986700950828244,0.206522888318194,0.2866863778627562,0.2730993457365592,0.2730993457365592,0.3274474742413472,0.3002734099889532,0.3301648806665865,0.6705200354278221,1.5883240555524294,1.7357433541216687,1.726232431633329,1.6453895904824571,1.4237562755269446,1.161485382666718,3.053582538301212,3.184717984731325,0.6369435969462651,1.236419923483926,3.2596525255485327,3.72799340565608,0.744375260056649
102,5.125,1.041323574024512,0.862004285283742,0.8488639760568555,0.2358208989517864,0.3051016150280175,0.3011046506390043,0.2771228643049242,0.411687332068373,0.3464035803811554,0.3690530452522308,0.6994687680773319,1.6647356680240517,1.888565673808797,1.5714731656137395,1.6973775438676602,1.3042619655260148,1.1389329839804638,2.920812007304739,2.5901540442136355,0.5878363788286268,1.175672757657253,3.87604612290126,3.4167989519413946,0.6185778221092052
103,5.175000000000001,1.0400351794624654,0.8394135734972524,0.9072883660318304,0.2900875539944927,0.3501957859032616,0.3070746630121883,0.3057679623185194,0.3593426907589439,0.3907035074069974,0.4233710247487195,0.6174160777585491,1.774499542002348,1.765352637146666,1.7836464468580295,1.9345703769767868,1.0629812158042806,1.243147523567718,3.1709270166364982,2.630428093346186,0.990914692698906,1.171081000462343,3.279026801294561,3.6393594168214354,0.7462194318487692
104,5.2250000000000005,1.0400945597884643,0.9211911751346556,0.9136058864098504,0.3025076122650449,0.3127621075960633,0.3383983459236096,0.2884076811848944,0.3627527723347783,0.4178706847390025,0.4473523588156806,0.686410281220049,1.7003235070745006,1.7092961904891424,1.6554600900012946,1.8079957080501947,1.078081507244006,0.8483264319297096,2.403591557134178,2.262203818479226,1.0427345725802677,1.095754974575875,3.181224119736413,3.0751833157451998,0.9760082163272944
105,5.275,1.0423555419225532,0.9385408770880984,0.9575597671083858,0.310633995014583,0.3345289177080126,0.3684848604828863,0.3345289177080127,0.4301086084817306,0.4125018233392036,0.4477153936242576,0.7218781908436066,1.8046954771090151,1.8090971733946477,1.7826869956808566,1.8223022622515423,1.3351812066416302,1.092420987252243,2.288882068528509,2.219522005845827,0.9363608462162082,1.491241347677665,3.953523572912879,4.040223651266231,1.109407125052083
106,5.325,1.046598475507046,0.9615711968512104,0.973742984153124,0.3504904051092398,0.3801093125832598,0.3652998588462499,0.3245738610694721,0.4627954292815665,0.4578589447025631,0.4529224601235597,0.7343020811267532,1.7968803867572312,1.7882415387439754,1.9048659869229296,1.7882415387439758,1.2932093692570974,1.4803844095443095,2.518355087500665,2.314164134460071,0.9869229396962058,1.1400661544766513,4.049787235305126,3.641405329223936,1.111590545379154
107,5.375,1.050436126575173,0.994736101889804,0.9230577598801302,0.3500563678102718,0.4457465167964703,0.4009296115750863,0.3549014386450159,0.4905634220178548,0.5002535636873432,0.5002535636873434,0.7376620345898113,1.8611128343961327,1.903507204200145,1.738169161964498,1.772084657807708,1.4362698618450165,1.0354503655161744,1.9372942322560684,2.1544047927675245,0.7849381803106484,1.2191593013335602,4.058297400329523,3.657477904000681,1.2934608746326135
108,5.425000000000001,1.0516596763086057,0.9647573834101256,0.9803936457020234,0.3804938375734021,0.4221103510579929,0.451836432118415,0.3781157510885681,0.5041543347847578,0.5053433780271748,0.5350694590875967,0.7657438481164719,1.668822190732094,1.8061566852312445,1.77702512579203,1.7229236582620626,1.442705800799151,1.1312125028993347,1.9017485555988796,2.000114860198821,1.278761959799248,1.2951563438992375,4.147779177297556,3.721525190697807,1.3967011515389722
109,5.4750000000000005,1.047117224643168,0.9994135410783554,0.9863643627386228,0.4062638566336239,0.4506260018982148,0.4891510227858859,0.4050964317582398,0.4926532974120379,0.5451874168043169,0.5521919660566211,0.7518216197472808,1.7814903598359484,1.859124114048984,1.8141782563467,1.7937483210274807,1.4486681408173905,1.126741887302414,1.72230545630512,1.7544980816566174,1.126741887302414,1.368186577438646,4.072367106964444,3.798729791476713,1.4200889734135094
110,5.525,1.0408645741109497,1.0100497843170857,1.0454769036177598,0.4642882607064237,0.5067047190919489,0.4837769037484215,0.4138470669506643,0.5686098205194724,0.5594386943820612,0.6110262789049974,0.7382756540615727,1.7012438984897114,1.6851944277492414,1.673157324693891,1.8176025613581115,1.406760427782014,1.2170848644855627,2.023206008495481,1.738692663550804,1.185472270602821,1.406760427782014,3.856736453694511,4.093830907815074,1.5435332829481616
111,5.575,1.0355582945088069,0.94981606843807,0.9661028599467508,0.4785160222480559,0.5494489855460031,0.5269305844990361,0.407583058950109,0.5584563459647901,0.5888561873781961,0.632767069419782,0.8433141192089261,1.7142132797003875,1.7457390411661426,1.8245534448305287,1.777264802631897,1.5368808714555209,1.3040201333561978,1.6610732651084918,1.6921213635217358,1.0401112968436346,1.474784674629035,4.191493285787785,3.8344401540354895,1.7146153940047977
112,5.625,1.0295678193846212,1.012998293845796,0.9097350076102588,0.4910607981627658,0.5640563222139876,0.5629503294253325,0.4766828919102523,0.5784342284665009,0.6326278751105896,0.6248859255900058,0.8051627501407517,1.7303257178505578,1.6838740207270522,1.676132071206469,1.7535515664123107,1.6926716906368038,1.2046942663090778,1.7536688686777695,1.6926716906368036,1.1741956772885949,1.4944308620036657,4.4527939969905095,4.36129822992906,1.905072578458026
113,5.675000000000001,1.0269228203636818,0.9630766682915708,0.9609333225906256,0.5487279037746972,0.553074263408556,0.5661133423101331,0.5563340331339504,0.5867585505709633,0.6791186927904665,0.5997976294725401,0.9393569758677724,1.6429239415986956,1.6277116828801883,1.6505300709579491,1.852092498978159,1.5281405349045103,1.468213455104334,2.0674842531061017,1.797812394005307,1.1685780561034498,1.3633410654540248,3.9551872668116728,4.389658595362956,1.9775936334058384
114,5.7250000000000005,1.0269321712627943,0.970196740168859,0.9603684085028938,0.5530650636821435,0.6128558813775103,0.6630374605146934,0.5092896435837497,0.7142867328250077,0.66090207416843,0.6769174717654035,0.934231526490108,1.6890905998941157,1.7264598609537196,1.6741428954702742,1.827356865814651,1.6340558699699703,1.5162860775397011,1.7223832142926712,1.4574011813245675,1.1776979243026802,1.4132375091632166,3.842239478037495,4.696070473156939,1.933287281348914
115,5.775,1.02697319159717,0.913454260239094,0.9120744199668296,0.6075360903380985,0.6348175037211565,0.6201275118995099,0.5477268379213945,0.6516060658030384,0.6694439130150378,0.6788874791860963,0.8667095174771492,1.711384047221829,1.71138404722183,1.6783315656231246,1.7517815247313573,1.6782202778062945,1.2731326245427053,1.6637528616183097,1.880764104438088,1.215262959790764,1.3310022892946467,4.499366434463423,4.484899018275441,2.138667941993293
116,5.825,1.0298836837288754,0.8998744217484893,0.9208963562429898,0.6476872176449754,0.6445931704269257,0.6270602361913135,0.5734300844117934,0.6538753120810735,0.7425713323318188,0.7105995110786432,0.9926734824574662,1.5991067371951189,1.5846678501775553,1.7434956073707495,1.7687636596514855,1.4362317162166969,1.2229299761845138,1.8201748482746247,1.7775145002681887,1.1376092801716409,1.7206340362596064,4.3513554966565255,4.578877352690853,2.1787249160430093
117,5.875,1.028830317564117,0.9232874253092987,0.9199542577089042,0.6509038992622848,0.6874031833330667,0.688417052335033,0.5860162831364494,0.6924725283428981,0.6934863973448642,0.7269440744097481,0.9226207917892189,1.6678145082343596,1.6287805516586606,1.7636251289201632,1.6429747176861884,1.7334087603312622,1.174244644095372,1.8312624806725424,1.6495341428958787,1.509743113836906,1.4817849080251115,4.501271135698921,4.3335219008281545,1.892314072955441
118,5.925000000000001,1.025151807566577,0.916290946136012,0.873032575288389,0.6399645976106674,0.6828282700363038,0.6828282700363036,0.5841421404982102,0.7057553506360625,0.6917997363579487,0.7516095118355807,0.9768929994679958,1.6956071347908783,1.650251388387007,1.7584073990423918,1.6572291955260634,1.814229856154851,1.676788200385545,1.814229856154852,1.7867415250009904,1.19574240519297,1.2644632330776235,4.150738004233072,4.178226335386935,1.8651393674245016
119,5.9750000000000005,1.0184297707350958,0.8307686017400053,0.8784620668515343,0.6959534683277766,0.7253599529050068,0.6949732521752027,0.6459624445464861,0.7626081667028315,0.7557466536348112,0.7469247082616423,1.0326577167370603,1.6639169189949308,1.6673476755289414,1.6673476755289418,1.7016552408690435,1.756963194690056,1.5272064692305871,1.9461746156566773,1.5812668752210504,1.5677517737234343,1.4190856572496606,4.135621058270436,4.432953291217983,1.89776848682338
120,6.025,1.013454718188401,0.905776699219127,0.8614069518815913,0.6960185445453392,0.7162628512426414,0.7586794938465122,0.6757742378480373,0.7355431433353103,0.7972400780318495,0.7837438735669816,1.062826101608361,1.6465369447139062,1.6094223824355176,1.7005217625733784,1.6195445357841698,1.7146314308775574,1.3025882188062057,1.56842254917482,1.6481728482854052,1.4886722500642358,1.5684225491748205,3.628638609531576,4.372974734563695,1.5933784250869756
121,6.075,1.009535075057996,0.8884343852510174,0.8828232207125893,0.7073657367525016,0.752879886034164,0.7405531372703802,0.7377085029402762,0.8173582641831855,0.7405531372703805,0.7794298064484665,1.0288094160542418,1.6095889251171196,1.596313964909969,1.6029514450135438,1.7357010470850591,1.738818651376133,1.3073824446437077,1.9872213158584384,1.7257448269296958,1.5819327580188876,1.542711284679576,4.052885578395497,4.18362382285987,1.4660026208356856
122,6.125,1.0041599392092098,0.8844151494629003,0.8801218720383235,0.7238479217515082,0.7770171634265541,0.7518317331594271,0.7238479217515076,0.8199256742520302,0.763958051436192,0.8236568491064196,1.087171073197659,1.5997412188193765,1.5768877728362427,1.5213865468772028,1.567093438843471,1.6333783254612189,1.6848233120899183,1.9806319852049437,1.9034645052618933,1.4404596256035946,1.556210845518169,4.334240123467961,3.935541477095537,1.3815341179600062
123,6.175000000000001,1.0014534174114462,0.8423927726978492,0.8707541339563011,0.7736623922508993,0.788346375970964,0.7617316554783471,0.7323636880382174,0.833316076113662,0.7892641249534679,0.8140433474810769,1.1017576534960918,1.6703031481573405,1.7506061841264426,1.5546667763618318,1.6606667838410476,1.4804959722303688,1.5058035956872984,1.796841265441986,1.518457407415762,1.2653811728464694,1.442534537044975,3.998604506194845,3.897374012367125,1.418905480449983
124,6.2250000000000005,1.0014064061075032,0.8811672856913303,0.8704792727921096,0.766702452062945,0.7766361705231247,0.7956005421289216,0.7405135579406535,0.8389476772278871,0.8687488326084252,0.8533967222608749,1.0746477243285095,1.6878290729159533,1.6088108578917988,1.5740428432811702,1.5234711856657113,1.4319058358922665,1.444357190986982,1.6560302275971432,1.6560302275971432,1.4070031257028357,1.456808546081697,3.884822789551195,3.772760593698756,1.236876957623001
125,6.275,0.9991628051777908,0.8888018840099481,0.9150977977380532,0.7696412606431707,0.7900820793438555,0.8211876730188101,0.7349807419767926,0.8469608792066309,0.8220764042666667,0.8380735667280721,1.0669218630509545,1.4588523433553866,1.4215256309454407,1.468184021457873,1.4961790557653327,1.237625590764116,1.678759464699841,1.7767892144633344,1.8258040893450804,1.6910131834202775,1.3111479030867372,4.043727177744142,3.492309835324489,1.1223406044351083
126,6.325,0.9979602706570968,0.905863471677757,0.8765307497377155,0.7960095522552485,0.7933853449401215,0.7776401010493581,0.7426506701809955,0.8423705481558289,0.8038821742006299,0.820502153863102,1.175644877176983,1.429755618858466,1.4511866452653377,1.442001919662392,1.5858959541085331,1.6040798553022448,1.5075938489682743,1.676444360052722,1.784991117178437,1.3387433378838276,1.386986341050812,3.606164486732111,3.7147112438578263,1.0031344867706444
127,6.375,0.9947974236403294,0.9449291414431312,0.8849156669116919,0.8128484804211805,0.8326530514483917,0.8111263438101189,0.8335141197539222,0.8154316853377733,0.8498744175590094,0.8507354858645408,1.1211109338012473,1.5068695346790946,1.4044024063209166,1.3622100593499025,1.509883273748453,1.2703366804476497,1.614633537765237,1.9708027005075688,1.8045904245611477,1.2584643750229054,1.400932040119838,3.609180849122291,3.8110100413429455,1.0394324545337434
128,6.425000000000001,0.993608963450408,0.9352958585088592,0.9079838817109248,0.7832920592246567,0.8095713382679084,0.8324597425959017,0.8112667756255372,0.8087236195890938,0.8248302744865708,0.8307643052382725,1.1986742118437927,1.477573657173784,1.4241673804084662,1.34109094988464,1.4657055956703804,1.437653813935061,1.6947951465088131,1.916871751913416,1.764924600847109,1.5428479954425047,1.2272654509201744,3.4714079897456376,3.518160959304499,0.8973707728594171
129,6.4750000000000005,0.9918658307183472,0.915418854828405,0.9236510387747036,0.8054634132834121,0.7971166421613038,0.82466098686426,0.8196529241909952,0.8555440400160593,0.8054634132834118,0.8196529241909952,1.136412888274989,1.446078096905192,1.349672890444846,1.238660834520811,1.3263019313029445,1.3925196488716678,2.036991552481695,1.8068230154781133,1.542129197923996,1.3579943683211304,1.2659269535196978,3.325935359701749,3.44101962820354,0.821560757590335
130,6.525,0.9883170045362178,0.9646740008249064,0.9695379033500736,0.7791936212332952,0.8293316074096987,0.8317974100085382,0.872072185789584,0.8079613182197561,0.881113461985329,0.8293316074096988,1.1708452673489758,1.429754540227128,1.2887928249934668,1.3492049886650357,1.4182474614325438,1.439256597716596,1.484587514180111,1.7565730129611996,1.8019039294247148,1.507252972411868,1.552583888875383,3.3431550891842186,3.3658205474159746,0.8777083060155038
131,6.575,0.987095916874536,0.992637640526576,0.9830572236206896,0.7908628306958954,0.7649594421777082,0.8038145249549888,0.8499549357530095,0.853192859317783,0.8475264930794293,0.8345747988203365,1.1276068814323277,1.3542615309664645,1.2522669386761027,1.2749324036295164,1.181437360696685,1.5290603440162729,1.8192469786470973,2.1763997597311904,1.6853146857405628,1.4397721487452495,1.3170008802475932,3.0804427368502987,3.370629371481124,0.8644099516671775
132,6.625,0.9877199800725504,0.9913413301101042,1.0107382783988788,0.7717946060543963,0.8052815621022109,0.8531200707419462,0.8738500911524981,0.8132546468755004,0.7845515416916591,0.788538084078304,1.2613420111343543,1.305991285864774,1.3506405605951937,1.233436214427842,1.2780854891582614,1.5940129330841115,1.7369244374295854,1.8798359417750568,1.5830197404421529,1.5500401625162743,1.4401082360966804,3.2649782146619417,3.0561075544647136,0.8217972377040259
133,6.675000000000001,0.9853869869071246,0.9982350020354852,1.007014099311534,0.8050437877054623,0.8144686905859161,0.8254644106131128,0.907146902243716,0.8466704420941349,0.8105416477190608,0.8623786135615588,1.2837503131751968,1.2562610131072054,1.2452652930800092,1.1572995328624365,1.245265293080009,1.53773478562158,1.6893424405420177,1.732658913376428,1.624367731290402,1.5377347856215806,1.3644688942839371,2.9563492709485297,3.064640453034557,0.7110752619628387
134,6.7250000000000005,0.9851145501502488,1.038393443658515,1.007358656758384,0.818651945304092,0.8078191218312591,0.842638911565365,0.8704947433526502,0.8318060880925324,0.8310323149873299,0.9045407599815538,1.1970269937480431,1.224109052430126,1.1753613468023767,1.1672367291977526,1.2836895815307063,1.4189357412521368,1.9310328508769703,1.803008573470762,1.61097215736145,1.5469600186583456,1.3655922923328838,3.147263486235945,2.8698775518558275,0.8657968352139206
135,6.775,0.9829988402053084,1.0376605018076583,1.0592157682703296,0.8104251361551273,0.8005140103131548,0.7768797871515284,0.9247842804855784,0.7974644331310096,0.8180490791104903,0.8607431596605256,1.2141129156416188,1.1233879944727951,1.158076934919698,1.2194496757103732,1.2621437562604083,1.303463216792734,1.7344470223451705,1.5452346199075155,1.450628418688688,1.6503526212617683,1.2929514166573088,2.501808432231216,2.5648792330437677,0.7681122527528603
136,6.825,0.9805176507900668,1.075366952309776,1.0600539640132198,0.7903304127671209,0.7595285620794285,0.8151221462474578,0.8962587285467444,0.8361575564731992,0.8579442313498588,0.7978430592763142,1.193759530310794,1.1464298573028764,1.214794940536535,1.180612398919706,1.2174243668147515,1.4812434700625852,1.7298437727304317,1.6780520430079642,1.6159019673410024,1.501960161951572,1.4501684322291046,2.5688697942344145,2.672453253679351,0.8266594248151471
