,r ($\AA$),g_full(r),O (DOL),O (DOL),O (HME),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
94,4.7250000000000005,1.0618627478088187,0.5484825031603051,0.5106208378302095,0.2574965347265477,1.323631225623195,1.6395596663069203,1.6940300871144598,1.623218540064659,1.6667948767106893,0.4291608912109126,0.5149930694530952,4.012654332822027,4.270150867548575,0.5149930694530952,0.3862448020898213,2.5320492581443816,2.703713614628746,0.3396063991163903
95,4.775,1.0646998505766627,0.530042408289957,0.5971744335365112,0.2716942022096534,1.141383163571953,1.5147327965160498,1.6694062158786045,1.7120747453579293,1.610736987844532,0.5042644393011173,0.4202203660842644,4.034115514408934,4.475346898797409,0.4832534209969041,0.5042644393011173,2.836487471068779,2.4372781232887304,0.4174331901867669
96,4.825,1.0637242673000145,0.6231331704541854,0.5995816805472551,0.2895085969332523,0.6999623577210861,1.6767754987199148,1.5723035050302,1.5043967091318855,1.556632705976743,0.6379123251053771,0.5761788742887277,3.827473950632262,4.094985570837738,0.637912325105377,0.2880894371443636,2.6956940189936907,2.428182398788211,0.388038833704653
97,4.875,1.06923309404312,0.6767453472028131,0.6171456149207472,0.3461593915818321,0.6754439138428073,1.6374397911340774,1.7704817741637209,1.4685788126733754,1.6579077885232525,0.5644205340651558,0.6450520389316066,3.5881019665570677,3.487312585474003,0.5845784102817684,0.3829996481156414,2.9430499276254585,2.8221026703257817,0.3054535324660189
98,4.925000000000001,1.0713519853275175,0.7290048664011826,0.6837952622832797,0.3718572610387378,0.606649130128243,1.5792931900032778,1.6845794026701624,1.70964754854323,1.5542250441302097,0.8887797173178615,0.5925198115452412,3.4563655673472424,3.476116227732084,0.6122704719300825,0.6122704719300827,2.804593774647476,3.021851038880732,0.2926322334570371
99,4.9750000000000005,1.0754182957557945,0.744885251673103,0.7033488993493238,0.5085866649422487,0.57977647612829,1.5427950296973152,1.6066687092707703,1.4936614300254256,1.6803691087786048,0.9097160424098236,0.6968037771649711,2.825926429613496,2.7291481272294718,0.7548707585953855,0.6387367957345567,3.154972657719175,3.0581943553351527,0.4040987891381887
100,5.025,1.0790870821595728,0.8070395261826744,0.7780874355572867,0.4651507318697143,0.5490318570325878,1.6133830886483929,1.719336604917839,1.4592688831655611,1.7386008806031945,0.7399233160965487,0.5501993888923057,3.301196333353834,3.1494171915904423,0.6640337452148514,0.7968404942578217,3.301196333353834,3.168389584310866,0.4727610512579205
101,5.075,1.0817133626710558,0.8213741809955213,0.785006641664186,0.4983623625106307,0.6326996598716783,1.6572953777235762,1.5014812823820436,1.7658930805373716,1.562862592668102,0.8742186616499225,0.7626162793116342,2.566854793780622,2.697057573175292,0.6138131028605838,0.576612308747821,3.459673852486926,3.2736698819231123,0.582496107816677
102,5.125,1.0829201402635835,0.8784880459209748,0.8428266499974508,0.5698188826119658,0.5463352618257663,1.5649264279416022,1.6853053839371102,1.657525624861224,1.7732746210107508,0.930201023601652,0.6566124872482249,2.845320778075642,2.900038485346327,0.7113301945189101,0.7113301945189101,3.6843256228928185,3.264823200484231,0.5527605122242716
103,5.175000000000001,1.0804805312067385,0.8760966575587923,0.8735374657645603,0.5570106344871415,0.5676156159001986,1.5575372500301456,1.671060373210185,1.6256511239381692,1.7210105474094035,0.9123130990105004,0.8944246068730397,2.2360615171825984,2.629608344206735,0.7692051619108143,0.6260972248111283,3.595586919629619,3.470367474667396,0.6264622960792391
104,5.2250000000000005,1.077891217490868,0.925518043206948,0.8920454195828263,0.5718152427575172,0.6191662925301846,1.7862279374431935,1.737229166091885,1.6837759609813647,1.6837759609813665,0.9475795451410268,0.5615286193428308,2.298757785434713,2.228566708016859,0.9124840064321,0.6843630048240751,3.667483795082868,3.176146253157888,0.6736194725662411
105,5.275,1.0741599855438049,0.9688119662549792,1.0303889980084733,0.625143924625696,0.7211144087809227,1.625785212524262,1.8486751206929108,1.617044431811766,1.8268231689116707,0.9469179105204024,0.7231009498519441,1.9282691996051824,1.7044522389367238,0.8780511533916462,0.9985679783669696,3.718804884952855,3.7876716420816128,0.8000490101131575
106,5.325,1.0690277416608616,1.0006561004547043,0.9353959199902676,0.623945819213454,0.6475941858584973,1.77552313208886,1.6854603645191355,1.7497909127832243,1.7455022095656187,1.1488526195041384,0.8616394646281037,1.9598074097423523,2.044281867058832,1.0136934877977688,1.0643781621876576,3.412768075585822,4.156143299970851,0.8818098962730597
107,5.375,1.0646196996349535,0.9963596760887148,0.9987319610317836,0.620968513457052,0.6229741916135644,1.814201868820584,1.5321797685630911,1.7973647285067034,1.6710861761526037,1.1109961525295138,0.6964453493468593,1.6582032127306188,2.105918080167886,0.8291016063653086,0.8125195742380023,3.332988457588543,3.747539260771196,0.7928918627403746
108,5.425000000000001,1.0597854995394125,1.0370735677765466,1.0130097349913123,0.7325002472455469,0.6693925336367003,1.6776133867685226,1.690009544798832,1.4999351216674224,1.7933108617180764,1.2208337454092462,0.8790002966946572,1.7417228101171918,1.692889460300822,0.976666996327397,1.0906114792322597,3.8415568522210943,3.7113345860441056,1.1181840508972858
109,5.4750000000000005,1.0559100693419003,1.0189803483008,0.9740141250025603,0.7770476842633055,0.734303702809804,1.703909144641532,1.6552260262232028,1.6998522181066718,1.667396805827785,1.390419366947742,0.894982581023834,1.7260378348316798,1.8858561528716504,0.8310552538078458,1.1506918898877867,3.8356396329592943,4.315094587079206,0.9956028894224684
110,5.525,1.0508079870759557,0.9789170253986916,0.9504775399513284,0.6299198221972507,0.780830827975036,1.717031055394085,1.6254029480296672,1.736950209168959,1.7409340399239333,1.302591934732629,1.0357959962934158,1.4281429645863777,1.443836843318095,1.020102117561697,1.0671837537568527,3.421265563514619,3.468347199709775,1.178482179456286
111,5.575,1.0490991559590916,1.02832578689118,0.9695223108716696,0.6792630996372792,0.661245087839389,1.79201331497302,1.647243680357296,1.7059340727690748,1.5533390524984476,1.294745626538664,1.0018864967263477,1.649259309995679,1.6338456715845038,1.2176774344827916,0.9710592199039982,3.68385958027072,3.884236879615989,1.3754313051604248
112,5.625,1.0420759692575363,0.9992952972220532,0.990630887130532,0.781580491087468,0.7456280294656861,1.6334634666129717,1.62193313626041,1.545064267243328,1.7756708742945708,1.3475345674661008,0.7267602161614926,1.695773837710149,1.392957080976194,0.6359151891413061,1.090140324242239,3.633801080807468,4.481687999662541,1.4071709287412568
113,5.675000000000001,1.0402463519586052,1.0009171697789034,0.9640300735149038,0.6724623498082014,0.8571557144281152,1.7482955761243049,1.4877504470690632,1.6652232161356766,1.706759396129991,1.3982703017369609,1.0858907662425337,1.6511489733276876,1.4428959496647364,1.2048924940499348,1.204892494049935,3.8824313697164543,4.016308313499778,1.4576193777225397
114,5.7250000000000005,1.037310394467995,0.985601449419962,0.9653875583073886,0.7439306262837757,0.730938592050521,1.6696566823489063,1.4952703177480202,1.6807877268978997,1.5509255404929845,1.3008705599176318,0.9208409581439416,1.242404467337064,1.7685993005621752,0.9062244349987996,1.2570209904822058,4.063393434349461,4.194942142655737,1.5553173811993897
115,5.775,1.0337637683180865,0.9768289046725837,0.9816239974725188,0.676123116429783,0.7438611652541769,1.732029673998696,1.5898209218177504,1.5971136783398496,1.546064382685151,1.2066197154746907,1.1204325929407837,1.5082746443433632,1.4651810830764096,0.8906002661836997,0.8187776640721108,3.4905784626232137,4.07952379993824,1.6252428820679463
116,5.825,1.0309593281741765,0.9177132380427214,0.9251195811230366,0.7288314381241268,0.7634023389273942,1.602069697185658,1.5769813574087015,1.5841494544878305,1.616405891343918,1.48249280500198,1.0165664948585007,1.5107307631924938,1.4542548468114658,1.1153993485252998,1.3130650558588968,3.8262433348146336,3.896838230290917,1.7496008380898014
117,5.875,1.030612047414595,0.9067923977481758,0.9286348423654678,0.6647888178590124,0.8279763038843807,1.4797874367295305,1.6066263598777777,1.6489060009271923,1.5713933256699306,1.3879680142484807,1.0270963305438758,1.3463289738210262,1.3879680142484807,1.0826150511138148,1.06873537097133,3.803032359040833,3.9418291604656814,1.6872309136471562
118,5.925000000000001,1.0259054692316023,0.950121696846887,0.8863464048667536,0.6691448394798684,0.8556301417906073,1.4791662775084575,1.6627630285809365,1.6211939528664123,1.548448070365997,1.1326523408073443,1.2008844095306783,1.2691164782540132,1.378287788211347,1.3373485469773467,1.2554700645093455,3.79370302101737,3.930167158464037,1.5164229150961348
119,5.9750000000000005,1.0257978709850062,0.9394060840685042,0.9413258512702792,0.6260647706753645,0.8720271777662106,1.4681395063173308,1.539672985743465,1.5328602734171672,1.4511077255015847,1.0869372847867174,0.979585454190498,1.247965030681046,1.2613840095055735,1.3687358401017915,1.1003562636112445,3.609705303797864,3.810989986165775,1.4866311540601405
120,6.025,1.0247025125337903,0.945906156706914,0.95786371956615,0.6211777333540631,0.9547654036835952,1.56447524042189,1.695127348294382,1.5745254025659277,1.5142244297017005,1.200943617817856,1.0557746090706424,1.4384929048587505,1.3593098091784523,1.1877464352044729,1.0425774264572591,3.813985775267695,3.774394227427546,1.3909561144248308
121,6.075,1.0211178340243354,0.9415423616965998,0.922352477927635,0.636508787065468,0.9292284561317016,1.4465648661057342,1.4762210934290867,1.6245022300458485,1.509172457121701,1.1942373023141122,1.29808402425447,1.830298474198802,1.6226050303180874,1.2072181425566564,0.9865438584333976,3.985117954461225,3.3101142618489017,1.232649992827767
122,6.125,1.018438715385268,0.9237972169573364,0.9329316653781412,0.6354063585708531,0.9919167805139182,1.4846336126646231,1.5591894491084797,1.539740100470952,1.448976473495822,1.0088121742798526,1.2258983383653903,1.6728404408944373,1.3280565332291727,1.0982005947856623,1.1492796922175537,4.06078824583535,3.7670834356019776,1.307207922032481
123,6.175000000000001,1.0151670962685295,0.967014308627875,0.9406520846008448,0.5978642884215024,1.02056833715831,1.4096600156999153,1.454309880450591,1.4256063959680136,1.4415527762361124,0.7287012558876568,1.243817660911689,1.7086788069089864,1.38201962323521,1.1558709576149035,1.218690031398322,3.731452982735068,3.4424852433313413,1.2226642993315606
124,6.2250000000000005,1.0130288757635693,0.9533110786128663,0.9480050800306058,0.6381761610739569,0.9508893664394258,1.361999950609606,1.4404561689626931,1.352585204407235,1.4216266765579515,1.0261122376118998,1.5700753515266417,1.211554208264653,1.6195265437007096,1.1991914102211363,1.0632006317424505,3.597574230663409,3.733565009142095,1.1073534818978672
125,6.275,1.010326007801502,0.973571528982781,0.9405002672712092,0.6381154784103238,1.025360857039607,1.3558235428927343,1.405238523954885,1.3774425971074236,1.377442597107425,0.9733253845574948,1.3018227018456494,1.6546531537477414,1.6668197210547102,1.3261558364595865,0.9489922499435576,3.686469894011512,3.552637653634855,1.0488077613190976
126,6.325,1.0086250804813952,0.946247736561892,0.9176946968346168,0.6057684017074056,1.0335321826204988,1.2706366245157903,1.3527112390180065,1.4195868508346263,1.4712634599656518,0.8741729423412241,1.0777474631604131,1.6645210819921936,1.4848965047987914,1.3531718148569634,1.3052719276053897,3.5206417129906824,3.2811422767328127,0.8226072473918269
127,6.375,1.0054540745086775,0.977558247357008,0.9432678200489116,0.6645917958258393,0.9156452160584824,1.2926755991413872,1.205898764939766,1.3644909102047962,1.250783334354397,0.8251506700467608,1.1669988047804185,1.756392140528103,1.5442105396589365,1.2848774719299558,1.0255444042009745,3.277026946757133,3.4184813473365763,0.825631807463698
128,6.425000000000001,1.0033227829488192,0.9496738822978332,0.9806655707644288,0.668694601954691,0.9809891103693,1.1930948639626622,1.2667426950714684,1.287364087781934,1.2313917361392417,0.9051987969009648,1.1721163908589414,1.473849323159263,1.462244210378481,1.3810084209130102,1.2533521803244128,3.794871879315585,3.539559398138389,0.7854766640298404
129,6.4750000000000005,0.999782995788198,0.973752342676824,0.9835607042706596,0.6678636739737965,1.0065055638282026,1.3574772445867398,1.2269505864533992,1.2298511788563626,1.2994653965274774,0.8798463622321451,1.4740283211421643,1.43974859274351,1.656853539268324,1.2797765268831196,1.0855247326240745,3.427972839865498,2.90235033775279,0.758001749386587
130,6.525,0.9973545642692834,0.9862522715579002,0.9680082143038374,0.6716356404786534,1.0796849593413804,1.245350905483709,1.328183878554873,1.3338964973873666,1.2367819772349673,0.8664138562616014,1.4852808964484614,1.7553319685299986,1.5190372804586534,1.1477170563465375,1.0351957763125634,2.9593096648935227,3.071830944927496,0.6744387744077184
131,6.575,0.9937561198222188,0.9596832250084294,0.9961469598793444,0.7015827346677571,1.0942697728463628,1.1420913310427334,1.1674086265584591,1.2405474802705558,1.1392782982076533,0.8976132046484536,1.4738587187437575,1.5403485857547543,1.595756808263918,1.074919516677778,1.0195112941686142,2.914472503982015,3.2247585500333305,0.7388516854589303
132,6.625,0.9910812050062358,0.9868932371767448,1.0337394351439957,0.6650626310371197,1.1360002809631031,1.1082929570371745,1.2246637175260773,1.0085465909038285,1.122146619000138,1.047840613926057,1.2879707546174448,1.495355876123644,1.4407808441483283,1.3862058121730128,1.1133306522964357,3.0016267586423524,3.045286784222605,0.6689339633545799
133,6.675000000000001,0.989946601278724,1.0383078163462542,1.0490754529602149,0.6784945167167169,1.1326922647609396,1.168174191126944,1.0644577909801596,1.0644577909801602,1.2309499070052614,1.0214493953850023,1.354764461247477,1.4515333513365825,1.612814834818425,1.0214493953850026,1.1612266810692662,2.79554571368527,2.860058307078007,0.6625706658141814
134,6.7250000000000005,0.9878170006400796,1.0072661575078596,1.0643479407568008,0.7078920223414026,1.1320456145323654,1.1320456145323643,1.03255466978724,1.1105340589117976,1.0513772809552375,1.1546164513009147,1.1652092627807398,1.4406223612561866,1.324101434978113,1.218173320179864,1.1863948857403896,3.0401368947097467,2.838873476593073,0.7169603933232513
135,6.775,0.9860582409202806,1.0661162494788303,1.080550129607162,0.728793147545524,1.1789838320207966,1.0995017759295076,1.0226691217079278,1.0041233086199597,1.0412149347958954,0.8975852394955728,1.28375563323204,1.2733185955634874,1.4090000852546785,1.2211334072207212,0.8767111641584663,2.4631408897785514,2.7240668314923804,0.6677574100186577
136,6.825,0.982873553424547,1.0785086735366287,1.0785086735366287,0.7351769320086461,1.2035442997245849,0.9555254093258092,1.028625713864395,0.9894648364330098,1.0077399125676565,1.1724529364305762,1.1313142369066955,1.6764020055981044,1.3987157838119149,1.203306961073485,0.9256207392872968,2.221489774289512,2.406613922146972,0.7722951270312033
137,6.875,0.9806372153595893,1.089462432001321,1.0797955071388423,0.722425356008052,1.2195494962660889,0.9879894653294892,0.9339587914442826,1.0394472499820673,1.0137183576557782,1.043969297724263,1.1554611644715145,1.540614885962021,1.5710217587112705,1.388580522215768,1.2466817827192656,2.21970171069528,2.412278571440533,0.7645156576954385
138,6.925000000000001,0.9788759250402636,1.0742633776955657,1.1138038922626303,0.7502677113863729,1.2577914639372485,0.9205207689702032,1.029563174109924,0.9205207689702029,0.9027696797614112,1.198774855658668,1.1188565319480903,1.878080607198581,1.3785910840074689,1.2287442270501352,1.1787952747310235,2.177774321113246,2.5873557301299583,0.6626900796460038
139,6.9750000000000005,0.9781630808419992,1.1171457173763932,1.143442548050238,0.7364937939663899,1.2548211850004227,1.0123557369027314,0.9098703413150476,0.997357874133802,0.9623628610063004,1.0240964880602257,1.5361447320903387,1.5656859769382296,1.240732283611427,1.4081326710828106,0.9650139983644432,2.2155933635918363,2.382993751063219,0.742751299032692
140,7.025,0.9769859333293612,1.0911155837245023,1.172127559605617,0.8214476492496272,1.2394867919470314,0.931463235300156,0.9216064814874554,0.9832111928168306,0.9265348583938058,0.9319112695643692,1.4949409949261765,1.5920150855057984,1.494940994926176,1.0581075873178778,1.2910854047089706,2.028848493114096,2.310363355795,0.696258961922613
141,7.075,0.9755477389600348,1.1793520871147063,1.0999375115891803,0.7583944596614156,1.224459004283228,0.9572159676341112,1.020382503569357,0.9377801104232664,0.91348528890971,1.1006290352353434,1.0814876607095116,1.5791633983811466,1.2920427804936645,1.2824720932307483,1.0049221626061833,2.2491115067852703,2.0576977615269483,0.7186804853857063
142,7.125,0.9732820639916132,1.1538574747688597,1.13315644363026,0.8063611687729331,1.0971408035021686,1.0037161499288405,0.9366420396710652,0.8959184727288452,0.8671724254755134,1.170167378090181,1.292846216115764,1.3872145530585207,1.4343987215298988,1.189041045478732,1.292846216115764,1.8590562377723032,2.349771589874637,0.8007827449142472
143,7.175000000000001,0.9736027775100085,1.165345812687511,1.1347255304805652,0.8134525381713316,1.197652429276867,0.9259955666203784,0.982689172739994,0.933082267385331,0.9874136399166286,1.2935018466937434,1.4330883769124922,1.6192037505374903,1.5447576010874906,1.2748903093312436,1.2935018466937436,2.037963341193738,1.8983768109749888,0.7896609423803527
144,7.225,0.9727417810267648,1.1637148270940754,1.138768702556895,0.7851437020643274,1.2207374259349333,1.0017501777710327,0.98311296516134,0.8712896895031778,0.8340152642837907,1.2481284808309991,1.1930639890296315,1.3766122950341912,1.349080049133507,1.312370387932595,1.2573058961312271,1.899724967147184,1.9456120436483235,0.8220341990347029
145,7.275,0.9720248402867846,1.1564069026668595,1.1564069026668595,0.7996708106534263,1.089128306572346,0.9190956173606296,0.9765390934456688,0.8869272707530073,0.9397752687512432,1.0499971143786586,1.4663752804253671,1.439220182639712,1.339651490758978,1.3758582878065175,1.0590488136405434,1.982322138352812,2.2267180184237065,0.9083103116467044
146,7.325,0.9720169558733264,1.1462089039340797,1.164091806595756,0.8257368238423972,1.1332388866190175,0.9133905426149278,1.0085826090909251,0.9292558870275944,0.9224564537078797,1.1339256980654546,1.2767824789240945,1.357139418157079,1.321425222942419,1.3035681253350893,1.2857110277277597,1.91070944398431,2.1339231640759357,0.8418346014884125
147,7.375,0.972409209996834,1.1521413441504331,1.1630621151850342,0.8674257566022137,1.1850005871746636,0.9502363199042108,0.954708020233172,0.8697457139829132,0.918934417601484,1.145026296355163,1.4621105014996687,1.4268789231502796,1.1626420855298578,1.3652236610388473,1.0745631396563835,1.9553525983911224,1.840849968755606,0.8393564035840562
148,7.425000000000001,0.9720693517897836,1.134604634634822,1.1971777901607012,0.8171285863134579,1.2220349204098508,0.9749809292800616,0.8624831297477469,0.955128376421418,0.9330699843562578,1.0340706825697612,1.277381431409705,1.5120025106482224,1.3816574666268238,1.181795065794013,1.1991744049968664,2.042072356335243,1.633657885068194,0.8953906493388318
149,7.475,0.9730253639698808,1.147279728443582,1.159545726965787,0.8257465078294332,1.2340349344016606,0.9032178091299632,0.920629236775842,0.9380406644217208,0.9271585221430464,1.11459517884603,1.4489737324998386,1.4832689687720244,1.3975308780915603,1.0288570881655663,1.1660380332543083,1.7662046680175545,1.6976141954731834,0.895000681286882
150,7.525,0.9719962952798064,1.165167196186925,1.1538705613208475,0.8603199411958787,1.125343454812883,1.0222585581888015,0.9019928454607078,0.8483027951356652,0.8504503971486663,1.2521170524288596,1.353640056679848,1.404401558805343,1.421322059513841,1.3451798063255993,1.125213297115124,1.7258910722668064,1.9627780821857808,0.8717511028286425
151,7.575,0.9722721928434112,1.1769099787448276,1.1510306997805468,0.8464090582308446,1.2186230887440572,0.8901246909087027,0.9070794469260112,0.8689312458870666,0.934630925454138,0.9517783491534608,1.2940845975332138,1.7115312418987665,1.5111568526033017,1.3859228592936352,1.2356420673220367,1.6614376445749006,1.6447397788002782,0.902451490564144
152,7.625,0.9728515707770256,1.1438435294480918,1.1646692618633263,0.8677359764775968,1.248709706576416,0.9516966775414896,0.955879959640573,0.8910390871047793,0.9433301133433228,1.038214557317989,1.2854084995365578,1.4666840571635087,1.425485066793747,1.1453319322793691,1.2277299130188928,1.672679009012316,1.82923517241741,0.9045280375467216
153,7.675000000000001,0.9731078197603288,1.142175029853174,1.1805707269518035,0.7891609956597979,1.1499138362458583,0.8815317918796799,0.8567580647074171,0.8319843375351547,0.9145634281093632,0.9759347067861036,1.162988858920107,1.5614955308577658,1.31751185416124,1.293113486491587,1.0247314421254086,1.6590890015363773,1.7648152614382049,0.9256441938343722
154,7.725,0.9727336275914013,1.1511730195107397,1.1335627904128025,0.7922658936299788,1.1554548377562897,0.902762774472727,0.9211033274529856,0.9129519705728706,0.955746594193474,1.0917878003063028,1.5012082254211665,1.774155175497742,1.3085397900729951,1.3888183048014002,1.147982760616186,1.7500716210792209,1.7259880666606997,0.9731721989524964
155,7.775,0.9737112600006008,1.097488520934612,1.132257441019317,0.8534331640745323,1.1366180915316126,0.9092944732252902,0.8952124791709161,0.9615990225701082,0.8569899238804732,0.8638175573613807,1.1332652358043802,1.5612115486256146,1.3947879825284688,1.2996888019015278,0.8955172842370277,1.497812094874322,1.656310729252557,1.0327479896145109
156,7.825,0.975333648463742,1.104775167525228,1.1211919548846034,0.8474178145314883,1.0129042998025712,0.9433912596200412,0.9652382151059796,1.0009877786284231,0.8957251749234502,0.938877425841955,1.134476889559029,1.6273875381260554,1.470907967152396,1.1892447393998098,0.8449896832577596,1.470907967152396,1.4004921602142495,1.0485727985551223
157,7.875,0.9756993800420992,1.1593106502251822,1.1449435973625248,0.8302980952991046,1.1295053914462023,0.9490982803124344,0.91576218368989,0.9098793431094416,1.000082898676326,0.9038182346326148,1.3055152278026665,1.575888203974816,1.514088666564039,1.390489591742485,0.9192681189853094,1.4677390135059565,1.2977902856263197,1.079521256174227
158,7.925000000000001,0.9767530937035608,1.1334520001676038,1.0887104738451985,0.8782461607006486,1.124979370917808,0.8926256282153345,0.944905220323392,0.8945619094045223,0.8906893470261477,0.9077051514159752,1.3272327424065518,1.5179271019477227,1.5179271019477227,1.13653838286538,0.9839828952324432,1.601832620145838,1.304349419261611,0.9888864644777886
159,7.975,0.9777202850679878,1.142991592403651,1.1253905276557623,0.8446709421792307,1.0325221153831554,0.9025008119645356,0.940742371793542,0.8910283440158342,0.8241056143150745,0.8436319865307939,1.220253409089184,1.3934992634660437,1.5516802609405682,1.1147994107728345,0.9716832702006464,1.4688235479777223,1.2202534090891843,1.0805191751685406
160,8.025,0.9799911196752312,1.0989946871350575,1.1128296751267508,0.827252436863675,1.040467503220689,0.9838177299055884,0.9838177299055876,0.923391305036147,0.9611578205795476,0.8257133625625331,1.1381454456943023,1.6960598798581752,1.4877718244369948,1.3166780646267409,1.0488791362280825,1.2571671916492613,1.108390009205562,1.1647887064278422
161,8.075000000000001,0.9812991447034922,1.119412312627548,1.1446385055881685,0.8611217095120726,1.135793167415438,0.884016356904627,0.9586168933522748,0.8914764105493916,0.9660769469970396,0.7934784331249811,1.182870627158537,1.6677741140682458,1.5722628211920913,1.050624221637706,0.9845010188772912,1.2783819200346918,1.285728942563627,1.1974147329811229
162,8.125,0.983364464667396,1.1728139568226614,1.1146750530911156,0.8963493232270088,1.079488238552492,0.911854399459869,0.8473798459627065,0.9413284810585718,0.943170611158491,0.8055132527827299,1.2699533264592586,1.5747421248094828,1.589255877111874,1.313494583366433,0.9361370235042537,1.09578829883056,1.1901276887961052,1.199828206916582
163,8.175,0.9860157620596598,1.0829638578244396,1.1154390997730887,0.8891261523421915,1.0444879274444698,0.8734393818350966,0.9061933586539128,0.8989146971386203,0.8843573741080353,0.9103841031627158,1.1827824962350242,1.5985484646085495,1.5340330557230026,1.1326038448795988,1.1110987085844168,1.218624390060328,1.13977222364466,1.1586440779445146
164,8.225,0.9865248131733394,1.111374424068284,1.120154653489668,0.8702907507116296,1.019244359968043,0.9167806412410966,0.99767305076237,0.9257686867434604,0.8322930135188783,0.8214528859129967,1.0693050497660557,1.4658685119309507,1.5862538486595792,1.239260819265297,0.92059375145422,1.0976310113492629,1.0409790881828496,1.173215082308534
165,8.275,0.9874983873380976,1.1416903902731863,1.1006535936619646,0.8554629958296875,1.0318277768064437,0.9039592743450602,0.912839031460434,0.9057352257681348,0.9199428371527328,0.8185521559081014,1.1683607695440414,1.6091196227253264,1.3992344545437618,1.252314836816667,1.0844067022714152,1.0284373240896652,1.1543684249986037,1.19677379571284
166,8.325000000000001,0.9901354469754972,1.079890622324133,1.1121950426500684,0.8916978953789798,1.04228158289915,0.929981883731565,0.9703395881199156,0.8826054481452397,0.9633208569219416,0.9055226689507462,1.092157112169602,1.320265876103759,1.3824773571767113,1.1267190460990186,0.9746465368095812,1.0368580178825328,1.1543685932425538,1.2289941567064806
167,8.375,0.990961932596528,1.081366294854828,1.107097601268542,0.8478741655469357,1.097491580938436,0.9587880636002452,0.9483852997998806,0.91544321443206,0.868630777330421,1.1133058834834335,1.345529196602677,1.6392233867240744,1.447980658272932,1.03134471414723,0.9698738371450768,1.1201359809281175,0.990364129479128,1.182164416905347
168,8.425,0.993130637153956,1.1126637836959403,1.1313315590660202,0.8957908881996445,0.962861075931746,0.8771972791406654,1.021112457749681,0.9303088331511352,0.9371619368944216,1.046136669903198,1.1878713155029856,1.4578420690263905,1.5455825639214973,1.2688625415600074,0.8841542177891543,0.9718947126842606,0.9448976373319208,1.1409019139971266
169,8.475,0.9939753011933662,1.135197800779764,1.0909858382388873,0.8631727357510252,0.9193641503325668,0.9007398305284084,1.0277238291931277,0.958305909923081,0.937988470136726,1.0338293224622594,1.1738965209894043,1.547409050395124,1.567418650184716,1.1538869211998124,1.067178655444913,0.9738005230934832,0.8337333245663382,1.14769347364589
170,8.525,0.9959769461571164,1.0807407289006887,1.090171276273295,0.9089943987667214,0.9404045116400264,0.9537910527309876,0.940404511640026,0.910284794185364,0.933711241094546,0.8305740267800937,1.3051877563687186,1.4633923328982597,1.3249633284349112,1.1206157504175869,1.0217378900866232,0.929451887111057,1.0151460327312254,1.2230585948285102
171,8.575000000000001,0.9973744291385156,1.0861945080958686,1.066620636811533,0.860681538141387,0.9939702657124786,1.0022395690877908,0.962546912886294,0.8831616004833005,0.989008683687292,1.048948603910763,1.2118288219093298,1.4072850835076085,1.4594067532671493,1.4463763358272632,1.101070273670305,0.9707660992714522,0.9316748469517958,1.254908977526909
172,8.625,0.9981677739591526,1.071794859553402,1.099127163994735,0.8620568964595446,0.913820281973383,0.966131997578299,0.9530540686770697,1.0707554287881318,0.93507191643788,1.126980615541521,1.397455963271486,1.455414966356479,1.5520133048314662,1.3781362955764889,0.9595434955182096,0.9853030524448732,1.0625817232248624,1.277266601998866
173,8.675,1.0005585778300623,1.093779449834188,1.0813328893448175,0.8751971398530723,0.9146283752331515,0.9679547646018692,0.9550271550579376,0.972802618180844,0.9130124240401604,1.0376365387723778,1.2158808521811295,1.343198218901667,1.349564087237694,1.2286125888531836,1.1331245638127805,0.8339287520195181,0.8339287520195185,1.3397554533729985
174,8.725,1.0021951299681668,1.1034870393087448,1.0245593560511437,0.8886314296275798,0.8913957268896499,1.0048170469777598,0.9600875122951248,0.968074929202738,0.9696724125842604,1.0572435470440944,1.1831058740731528,1.6299171350263113,1.4662961098885343,1.4914685752943468,1.1390540596129823,0.8118120093374296,0.7551739621743533,1.277823696709817
175,8.775,1.0033875111203512,1.1111228102101478,1.0974748397776604,0.9062088673373608,0.9207495985620664,1.0139300896686902,1.0060334378799936,0.985502143229381,0.9933987950180784,1.1136671946847163,1.2940937234325192,1.4123042077845285,1.4309690211032662,1.2940937234325196,1.188326447959669,0.7714789505078479,0.8710246215411183,1.2591130698997812
176,8.825000000000001,1.0050660939332432,1.1202752339358752,1.0844874417022596,0.8921512775676497,0.9150302146429892,0.9884200100153796,0.9322065497301442,0.9462599148014532,0.938452489761837,1.316379179406762,1.4024974434801014,1.630095712816785,1.2364122199100895,1.3717409205967663,1.0949322146467462,0.9349982956534012,0.8181235086967256,1.2117442331893733
177,8.875,1.0055548859064627,1.0749127379600063,1.0406872379386145,0.9003737805425854,0.9016612042141672,0.9773142847047396,0.97113852303204,0.9418036550867156,0.9742264038683888,1.1252050623365868,1.301588558594754,1.2711776109640354,1.5023008129574964,1.411067970065342,1.3076707481208985,0.8393421546078322,0.9549037556045628,1.2145139473174131
