,r ($\AA$),g_full(r),O (DOL),O (DOL),O (HME),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
178,8.925,1.0067234910435328,1.0542984884171438,1.0534380707171285,0.9319986985555933,0.890060192879087,0.9999818633547204,1.001508553222438,1.056469388460254,1.0106686924287405,1.2329177265048936,1.2810315890026462,1.335159684312618,1.473487038993655,1.4013162452470265,1.1006046046360771,0.763807567151813,0.9021349218328496,1.2677757289267364
179,8.975,1.0084240961546624,1.0630047644129397,1.0615866684091873,0.903801038509521,0.9299917226332656,0.8997971861841338,1.010007244223465,0.9994391564662692,0.929991722633266,1.1240602432654143,1.3381669562683505,1.4333254953807673,1.4809047649369746,1.356009182351929,1.2608506432395126,0.8742690780953222,0.9099535302624784,1.2316597903612767
180,9.025,1.008919989929882,1.0619174177094717,1.060795476433498,0.8719101560672715,0.9570417993584172,0.93166003556888,0.9794374732903606,1.010791416795083,0.9480835297856388,1.1586933523173564,1.2586821187609862,1.4468962673607608,1.3057356559109297,1.570411802379363,1.111639815167413,0.8940172058489247,0.7940284394052951,1.2794480930644052
181,9.075,1.0092260154797423,1.027778463007863,1.0241722227867824,0.8936205874093214,0.8564500444572525,0.9361884968722378,0.9671978950336216,0.8948426326570599,1.0174035872949088,1.2681188223572917,1.2855699988117495,1.4426305869018727,1.477532939810788,1.2448505870846804,1.273935881175444,0.8958270579955173,0.837656469813991,1.2869352269017236
182,9.125,1.0110551852590453,1.051939934060602,1.0563298764040991,0.871950577780359,0.915733530656776,0.9668510323680788,1.013587033932699,0.9756140326614452,0.97707453271034,1.1391900381376157,1.4211108051514696,1.438371260274767,1.2082318586308054,1.3060411043294886,1.219738828713003,0.8457623010415636,0.8400088160004645,1.3697404029987992
183,9.175,1.010533784057421,1.0212372894302475,1.0155381177379714,0.8972073533434807,0.8841106257749906,1.0040145178327102,1.0069037682437394,1.0040145178327098,1.0545764000257238,1.1097348169635584,1.3885912581492728,1.3601365192527717,1.320299884797669,1.3829003103699726,1.3032270414597678,0.7682779502055403,0.8365693235571444,1.3835971611184574
184,9.225,1.011825170170387,1.027915038959494,1.0663041354784824,0.949237462120667,0.8588336809830691,1.0388886623538949,0.9331420859932512,1.0088794987920908,0.983157358596258,1.3904678816299274,1.2609911153243067,1.4017267308738943,1.435503278605796,1.322914786166125,1.1652908967505873,0.8050077209436421,0.7430840501018235,1.332622671483627
185,9.275,1.0130125312061142,1.0447470026230097,1.0264227669389754,0.9217479328227636,0.8594944955136574,0.9697585919775809,0.9994450794870984,1.0291315669966166,1.0715408348673556,1.1750365835296854,1.202881052333706,1.2418633086593356,1.3086900337889862,1.3643789713970282,1.35324118387542,0.9244363642934968,0.8631785329246503,1.2995411368962355
186,9.325,1.011556208346443,1.0109787065204916,1.0007323007111628,0.8571763749991194,0.945401709340784,1.0209219642289524,1.03910276633166,1.0251175339449623,0.9454017093407838,1.4434455002755568,1.272656147189518,1.3167308189536573,1.4985388399807311,1.4379361663050392,1.245109477336931,0.9035307711648524,0.8649654333712303,1.2837872505177044
187,9.375,1.012466224743629,1.060528264230084,1.0384339253919572,0.934329377197308,0.8979859119378663,1.046035977542415,1.0557214958529926,0.9616336036930928,1.02251400450244,1.346328973821025,1.3790333213632358,1.291821727917339,1.36268114759213,1.395385495134341,1.3953854951343414,0.861214485278226,0.893918832820437,1.2499401399933856
188,9.425,1.0132942403072387,1.0405616327937497,1.0367038907047958,0.8719996682223312,0.8830074892223322,1.0075868404149404,1.0459189484742035,1.0609779909260582,1.0103248481334597,1.321296149012511,1.4075848771112869,1.1864700113581734,1.364440513061899,1.3374752855310317,1.267365693950777,0.9761412366174064,0.9276038270618444,1.2566896650916133
189,9.475,1.0142911914656274,1.0392785285789394,1.0303718810519409,0.9373446798552584,0.940087837702438,0.961761332519785,0.934669463998101,0.9888532010414688,1.034909377528332,1.4674762115912223,1.3554143917969836,1.280706511934158,1.2860427890672166,1.248688849135804,1.3981046088614557,0.8964945583539107,0.8804857269547335,1.358463693015873
190,9.525,1.0151204932783142,0.9994378656621776,1.0067403847108558,0.8881997636385409,0.900755071112058,1.0522213256294124,0.9717967657086936,0.9932433150208854,0.9704563563766814,1.3623433028994605,1.2567352949227577,1.172248888541396,1.2884176973157684,1.2831372969169337,1.3887453048936356,0.945191671391486,0.9187896693973102,1.310455286735397
191,9.575,1.0142095421518482,1.0503273957769106,1.0331334241734451,0.8951645153302632,0.9006574191055856,0.9988144868726156,0.9842235713937324,0.9537152935742504,0.9736119964999994,1.269771404897818,1.4787872740168,1.2227428343460467,1.2018412474341484,1.457885687104902,1.3220253721775634,0.8674158568437766,0.9039936339395988,1.2492963809841238
192,9.625,1.0138909395436373,0.9992465333348132,1.0034388312288636,0.9115662037860052,0.8690083413828135,1.046223033356651,0.9753371565671162,1.0160309006499972,1.0107800949618828,1.385894471014247,1.406579463118938,1.153188309836481,1.334181990752522,1.2566132703599329,1.282469510490796,0.8842834124755082,0.8791121644493362,1.2555051457828952
193,9.675,1.0145833464238814,1.065336975399951,1.04776440673356,0.8746377280703352,0.8925287857133458,0.999060605842158,1.0029581114566273,1.0029581114566268,0.9990606058421588,1.2538944830386864,1.2794841663660066,1.0440590797546614,1.2129509897149742,1.4739657596536395,1.560970682966528,0.9109927264525968,1.0235873330928051,1.1856901433948497
194,9.725,1.0144304648153004,1.0254233072939776,1.0147946558167258,0.9133522193784864,0.8718021303306315,1.0235317046359629,0.9528102928834786,1.006815734585376,1.0042440468852851,1.3372776040469878,1.448717404384236,1.0080236485051153,1.149856121661614,1.235968694649488,1.342343049516863,0.9067147391076168,0.9523037483364912,1.190586438296935
195,9.775,1.0136257524698211,1.025480092210128,1.0551279195437857,0.8806924735131113,0.8832698375517509,0.943087823668368,1.060178349683874,1.0029058097849852,0.9519968854304172,1.4991135527742798,1.4138796718473143,1.087985421244209,1.0980129366473814,1.2383981522917953,1.413879671847314,0.8974626285839327,0.9626414787045536,1.2425933373074096
196,9.825,1.0138448577659709,1.0171992290285428,1.032582651524321,0.9297655979155705,0.8339890389356255,1.017920156283966,1.0141407497631096,0.990204508464353,1.0216995628048229,1.3151571176111083,1.409451401515301,1.1216056927551337,1.012422837708174,1.4094514015153004,1.4590799719911918,0.9925714095178176,0.967757124279872,1.164802805628538
197,9.875,1.013600446173784,1.0223868903356426,1.0289466595678596,0.9158001876699214,0.899142522683746,0.9826966822119164,1.0076382223695792,1.0188619154405285,0.966484681109436,1.4443419164028397,1.3018728158052797,1.07588734589191,1.0218473422169736,1.355912819480216,1.3018728158052797,1.0316727974305988,0.8400764207649157,1.2820715157574143
198,9.925,1.012766749080427,1.0223163417140384,1.0422617149870437,0.9171614605915483,0.8222060886472715,0.9925731160246338,1.0098567274976995,0.9691167861683304,1.0098567274976995,1.3617390857566958,1.3860558551452082,1.060211145339142,0.9678074216627944,1.283925423713456,1.4395527477999357,1.0018508988067116,0.9775341294181992,1.1725645451260642
199,9.975,1.0119651580460245,1.0417121457334069,1.0316095813930342,0.9323955762370096,0.8592054353229092,1.0070914348592848,0.9508703110685964,1.0193134182920434,0.982647467993768,1.2903451599918148,1.2903451599918148,1.0496091226799091,1.1266446546197189,1.3866395749165774,1.3770101334241012,0.9629441492476228,0.924426383277718,1.2435244572248274
200,10.025,1.0125188282704802,1.031574255837665,1.0288464261615855,0.9300217461359436,0.9002677263272715,1.0188513784510245,0.9873904095202328,0.9740799995879748,1.0236915275173006,1.415743601885627,1.3490082132445542,1.043932150885362,0.877093679282679,1.1726361146931463,1.4777121770523387,0.962896321821202,1.0010308296161008,1.1878120922849935
201,10.075,1.011217089886627,1.0263122396141495,1.0684000441772734,0.9095842504410732,0.89255231445796,0.9800104607068604,0.9907929718882322,1.036319130209577,0.9955851990799524,1.4819599542881408,1.19406327527038,1.076072833049987,1.0713532153611716,1.3167733351795905,1.5055580427322195,0.8778488901197264,0.8495311839868324,1.1315524205756575
202,10.125,1.010416026782071,1.035366063040366,1.0465086164523376,0.9455815332840428,0.8659649663986746,1.0474617333288077,0.9549339697957993,0.938326422495002,1.0154328921058433,1.537456272846465,1.3224927818101804,1.0374325002185878,1.0748174551814196,1.378570214254429,1.53278315347611,0.9953744258854016,0.9346238740707994,1.1298458200119128
203,10.175,1.0098796804819394,1.0388968058961106,1.0543434448962652,0.932481707050263,0.8645229233457945,0.947921194483772,1.0277955950102855,0.993731512432802,0.9267779708149892,1.4437191111209415,1.4483464159642778,1.07816202849737,1.0827893333407062,1.346545709410878,1.3465457094108784,1.0550255042806884,0.9994978461606518,1.1359089042463526
204,10.225,1.009796918743319,1.0453683300544372,1.0578235965287484,0.9485072784934484,0.887494045529044,0.9991577786493432,1.0026472703093523,1.0166052369493896,0.9747313370292776,1.3379909435753,1.301333657449948,1.0264040115098187,1.02182185074415,1.388394711997656,1.4387984804200136,0.9301786354307728,0.9760002430874614,1.1063112844539826
205,10.275,1.0081651017277231,1.0702747028461896,1.0568584004651822,0.9233384474740564,0.8857888932318165,1.076999499573145,1.0147984589560863,0.9836979386475572,0.9491418049714132,1.4202919992750391,1.2342473603923665,1.0482027215096936,0.9619869132469916,1.334076191012337,1.4157543251559497,0.998288306199708,0.9801376097233496,1.1414102521395637
206,10.325,1.007803199395372,1.037003731917154,1.0545764341319104,0.924179835844928,0.9228602941353372,0.9182973260555576,1.0232455918904786,1.0038529775514171,1.024386333910424,1.420050975131275,1.460495464929318,0.939210929754546,1.1324457143451938,1.361631156534102,1.4560016327295342,0.8762972789575902,1.0290875737501954,1.1258425323373504
207,10.375,1.007456879105314,1.0726643641986162,1.0525015002099207,0.9470617973115032,0.901559198411469,1.008887674412834,1.02809382274992,1.004368580686461,0.972734924601848,1.4687054610713155,1.433100480196859,0.9791369740475442,0.9702357288289304,1.3529892732293336,1.548816668038841,1.0503469357964563,0.9880382192661584,1.1270066395159477
208,10.425,1.0072421558910016,1.040748115323196,1.0741714541105902,0.9763033633784244,0.9365714329469678,1.0674900203481574,0.980210962080697,0.983567848937138,0.985805773508099,1.5075473700742967,1.2474734085702517,1.0931922449661564,1.0138476465411943,1.238657342078589,1.4943232703368028,0.960951247591218,0.8287102502162804,1.0984099169714263
209,10.475,1.006931938820408,1.0693547275816122,1.1162014592221616,0.9932016204984652,0.8844278550296647,0.9919334965558272,0.938734828584118,0.9886085798075956,0.9930418021385712,1.3010835841060686,1.2224946427842251,0.9648975573404062,1.0172901848883011,1.2836193749234377,1.4189669960888334,1.0172901848883018,1.0260222894796178,1.0938297547244282
210,10.525,1.00502185512196,1.0491132653239257,1.0542691197829583,0.9560499307128572,0.8694579133031284,1.0099763639379775,1.0451059765966897,1.0505949785746134,1.0110741643335623,1.6520232619617896,1.293075799284229,1.007647696432192,1.1027903973828712,1.2411797805838582,1.40119250491,1.0811670562577165,1.0422450422324387,1.143168677239025
211,10.575,1.0042984927349443,1.0571934398115037,1.0684293121186792,0.974949672296599,0.8775671992598963,1.0178474578776493,1.0178474578776495,1.0134976824166342,0.9330268363878452,1.3579867177913092,1.4436641132355552,0.8139352567203432,1.08381905236972,1.3879738061967954,1.3922576759690073,1.0495480941920214,1.1180900105474187,1.12805656471134
212,10.625,1.0034164966978614,1.0632540756329512,1.0747891883682152,0.9833551970894976,0.966278180497186,1.0061358089011945,1.0309121725036865,0.9533513820958854,1.0309121725036872,1.553174413974395,1.417377743900131,1.0099877336773382,1.1075915902932156,1.30279930352497,1.519225246455829,0.9675512742791306,1.005744087737518,1.1589050641573757
213,10.675,1.002999567100601,1.0543195898245588,1.0757708535840629,0.9837327210560324,0.90602365699628,0.9977999049370102,0.9775237571361513,1.0180760527378694,0.9903297452209042,1.370499431898576,1.2906236981376165,1.1308722306156958,0.9669167771063574,1.3873153758482524,1.4293552357224415,1.0930363567289256,1.0509964968547365,1.1183460682858344
214,10.725,1.002017165788771,1.0723180236951362,1.0766875359235664,0.9905232203344184,0.9219120793454828,0.9684305787619978,1.0276359416557446,1.017063555424718,1.0128346009323077,1.4660375573689648,1.282782862697844,0.9954061824181324,0.9287681116286338,1.3161018980925938,1.4368834013985592,1.0911984091780365,1.0578793737832872,1.0378199545150186
215,10.775,1.0022711440679806,1.0724247588117686,1.0639634258523365,0.970680267961388,0.9709856372358636,1.0045040195352677,1.0317377051535337,1.0191683117912562,1.0464019974095224,1.2874105928634747,1.229642168824729,1.101726372738935,1.0315790006918866,1.3245474368883827,1.4524632329741765,1.0810947927250971,0.9985684726697464,1.1199158473633806
216,10.825,1.00188453767226,1.0652701923686811,1.0869109301711923,1.0133309548469032,0.9859058233798444,1.0544003332146552,0.9838302321727292,0.9506207728588814,1.0097751222616722,1.340957713203081,1.132455141942846,0.9975417134803416,1.0793074277000407,1.304163141804216,1.439076570266722,1.161073141919741,1.030247999168221,1.094450771711138
217,10.875,0.999960269575268,1.084473086583676,1.0773256864761602,1.0086439129614282,0.9604084857984908,0.9994829209808702,0.9326450713267994,1.0046242940311834,1.0169635893519349,1.4177725684196776,1.284096869111536,0.9924407978937734,1.0086439129614275,1.417772568419677,1.3732140019836303,1.0045931341945138,1.0856087095327815,1.121239028890734
218,10.925,0.999834677583468,1.0826084636873343,1.0829912813901943,0.9882216989057554,0.9730342581226376,0.9964685910407742,1.0545449813161567,0.9954497070008548,0.9648831858032856,1.2924389670002725,1.2924389670002718,1.0315429022331373,1.027529116621335,1.3325768231182942,1.3566595367891068,1.0074601885623249,1.0676669727393564,1.0069277476138203
219,10.975,0.999198181170839,1.0740943181345928,1.0676455795125597,0.9907583736386646,0.9823617407314852,1.016688872473387,1.0439486535625442,0.9975060635587948,1.0156792509515664,1.388076619545532,1.3363717597916869,0.9823923353230556,0.9863696322271976,1.284666900037842,1.3801220257372482,1.0977339455431714,1.0500063826934685,1.118310369322763
220,11.025,0.9978897750656108,1.0568559807963915,1.081289784371624,0.9683375012272516,1.001485222848211,1.0425050971107248,1.012490554967422,0.99248086020522,0.976473104395458,1.30063015954313,1.2415106068366242,0.9064998081664236,1.0168563065519018,1.249393213864158,1.343984498194568,1.0326215206069698,1.142978018992448,1.0949182465541667
221,11.075,0.9975104967477316,1.0657744695914264,1.081606491596891,1.0214331302907065,0.9934543661753312,1.0261729231451775,0.9547869806655128,0.9706505234387722,0.9716419948621,1.261572274714272,1.257666478198129,1.00769550116496,0.9842607220681002,1.308441832907991,1.3396882050371368,1.1443983792299737,1.0662824489071083,1.1337172214103193
222,11.125,0.9972467173895916,1.0503091830520908,1.0765207654762377,1.0122723567226966,1.0130393230591854,0.9894574183516966,1.0474296007576056,1.0081264262451248,1.0523424975716658,1.3315439122713115,1.1612301560505625,1.0489779076323411,1.1612301560505625,1.1651009232373974,1.2889654732161242,1.0141410029508244,1.02575330451133,1.1118186279818798
223,11.175,0.9971028521936102,1.0385532584756454,1.079714872560024,0.9889477070066836,1.02931335563537,1.0039943894608003,1.0263919364613814,1.0186014853307448,1.0078896150261194,1.3810345186128643,1.1393534778556131,0.9552155420405644,1.1125000288825853,1.2467672737477251,1.3081465856860748,1.0319396819635018,0.9897414050058868,1.0424696787182306
224,11.225,0.9963081773942376,1.051986032505426,1.0875236509768265,1.0045430503896344,1.0307806184065575,0.9728715949005716,1.0105124601794626,1.039466971932456,1.0230594152724264,1.2889144777317276,1.1938617876335174,0.988547977021384,1.0645901290999518,1.1748512496138752,1.3117271233552978,1.0189648378528111,1.136830173574592,1.0255215336187684
225,11.275,0.9958154621641784,1.082032937242714,1.079516999504564,0.9781105121432576,0.9843509633673728,1.008266195713519,1.0226153351212066,1.0494003953488902,1.0714024091073446,1.2699713079814072,1.1456120997814474,1.0551690392723858,1.123001334654182,1.1795282474723456,1.37925667276319,1.0966221086723729,1.066474421836019,1.0545153266751692
226,11.325,0.995716236275218,1.094587355605774,1.108837475776394,1.0100654927583483,1.0657555259297928,0.9993828508274036,0.9984346697545122,0.962403788984644,0.9880046779527084,1.299870052654584,1.2289001359866614,1.0458724561588613,1.0047846096669055,1.2139591008986774,1.2326353947586577,1.0271961622988817,1.0608134912468443,1.043966711887434
227,11.375,0.9949874616282288,1.0759810100243234,1.081984185990984,0.9755432156981126,1.0291508047459437,1.00377448353303,1.0141129847679202,1.045128488472593,0.9877967998063808,1.240335340990336,1.11074806655851,0.9663508179059036,0.9515408436851236,1.08853310522734,1.262550302321506,1.1070455730033155,1.0107807405682443,1.0771989412828655
228,11.425,0.995091174719148,1.0676339877477805,1.0786603715556675,0.9749963429421452,1.049043962397439,1.0238892670291162,0.991281328588699,1.021094300877081,0.9996662270448065,1.130408532601147,1.0570053811335405,1.0459949084133997,1.0863666417205833,1.1010472720141045,1.3065760961234048,1.119398059881007,1.0570053811335405,1.0665552809418264
229,11.475,0.9946660024243728,1.0663312747516405,1.0574827724717295,0.9830784476580268,0.9577255852297628,1.0556223181462083,1.0306863578750385,1.0094446139403377,0.9928206404262242,1.1460466589275242,1.0623670616090066,0.8731784068019234,1.1205789553958017,1.0841965217790548,1.3024911234795358,0.9932404377371876,1.098749495225754,1.0964848743577722
230,11.525,0.9940572572912612,1.0724068394072122,1.0634629491667669,1.0074008033064603,1.0272560704212017,0.9677448007443942,1.0309183024013129,1.0016204465604226,1.034580534381424,1.269573753105227,1.0387421616315498,1.0098882126973394,1.024315187164445,1.118090521200626,1.262360265871675,1.1757984190690458,0.9774275201463531,1.1707931422131117
231,11.575,0.9934942645154232,1.0687890105771254,1.0756096168986125,0.9939077332758264,1.097367351064158,1.0229387962359855,0.9748325351885078,1.0483534247138977,1.0229387962359848,1.2979613829791128,1.0869979626050972,0.976152775628919,1.0226362411350576,1.076271009026757,1.2371753127018534,0.9904553804000388,1.0369388459061777,1.0631724500654511
232,11.625,0.9932853856382357,1.0531909548812417,1.0714485187860854,1.000045185295699,1.0582520972400489,1.0159580083197408,1.0627514684017838,1.0078591402286177,1.0492533549165792,1.244280643090688,1.2159209703136928,1.0103133426804738,1.0315830972632207,1.017403260874722,1.2761852749648084,0.9571389562236065,1.028038138166096,1.048078008980452
233,11.675,0.9932186517622988,1.066481061168294,1.0629613216924905,1.01222222015819,1.073296205076387,1.0063824765803526,1.014412123999877,1.0072746596269664,1.0188730392329457,1.1809259235178875,1.0614274669714348,0.9911342572382272,1.0790007694047368,1.0754861089180765,1.11063271378468,1.0473688250247932,1.0684567879447555,1.0923779975835557
234,11.725,0.9930352844526102,1.0632209890031905,1.0878156602086413,0.9963977903628456,1.0553159242041004,0.9757028201149393,1.034970353159092,1.0455854337043131,1.0482392038406194,1.366021476223448,1.129058567082646,1.0558788451421035,0.9826991232015624,1.1464823104018227,1.2475400216530468,1.0628483424697748,1.111634823763469,1.052571889777444
235,11.775,0.9933672759585036,1.0523982047568186,1.0367448730749802,0.9915281545325592,1.0797021781244414,0.9867302602680722,1.0253223771141124,1.0235681899847469,1.0340933127609395,1.1955051072554308,1.0123786023868246,1.091848595065654,1.04693077311675,1.057296424335728,1.2784303170072526,0.9467294779999657,1.0814829438466762,1.038997876775696
236,11.825,0.9933532490327278,1.0637765587915673,1.0487454662698623,1.0061981734711831,1.0749392815154624,1.0688514376881095,1.014930535217269,1.0488485222553785,0.9992760796612188,1.19912075387255,0.9798529588787116,1.0483741448142865,0.9695747809883754,1.0072614332529417,1.151155923717648,1.0380959669239502,1.082634737782073,1.084452646796691
237,11.875,0.9934052050360388,1.0425246671632855,1.0191954438421496,1.0107461167698368,1.125410705789823,0.9960531534001889,1.0771172195643597,1.0365851864822735,1.0434842559430546,1.1686605541140345,1.0055916395864948,1.1075097111662062,1.0429615991657222,1.0259752539024374,1.087126096850264,1.0191807157971229,1.0395643301130657,1.107371047123242
238,11.925,0.9931453961093952,1.0516331214746215,1.0411906905403336,1.0137885632403312,1.016793711664035,0.9877180294129184,1.0048213719135752,1.0150833774139696,1.0014007034134438,1.192569427091237,0.997176696098888,1.0510781391312607,1.0746600204579235,1.0072832166674583,1.148774504627435,1.1420368242483887,1.0746600204579233,1.106045235692972
239,11.975,0.9940279497623498,1.0500386938746769,1.051950462092929,0.9949724777010523,1.0804039457412395,1.0659872525877063,1.0524186002079103,1.0320656216382165,0.9794870936665084,1.2360836732351836,1.1224976059649243,1.0857491724363109,1.0055707720102438,1.1392014393870211,1.1057937725428264,0.9855261719037278,1.109134539227246,1.088953581296876
240,12.025,0.9934670856839524,1.0406927623653237,1.058071873320263,1.0110492192480258,1.062186955117006,1.053776923801749,1.0226598079352969,1.0024757327786786,1.0781660146159957,1.1695040516883657,1.0402953887539568,1.1496257958523033,0.9740345359670812,1.023730175557238,1.1098692841801772,0.934278024294955,0.9872867065244564,1.1334662613461164
241,12.075,0.9937296713375384,1.0535580552368535,1.04478362765011,1.002693488332867,1.0817663935940154,1.0158762277544415,1.0075357004329766,1.0484042843081554,1.079264235397576,1.186124082413195,1.02184096850555,1.0514119290089263,1.1039825254593725,1.064554578121538,1.0251266307837037,1.015269643949245,1.0645545781215382,1.0577150362364052
242,12.125,0.9943780941268888,1.0577847637863125,1.0378939969632406,0.9930925193488438,1.079480522069891,1.0348123625359646,1.0141326590480355,1.0513561253263073,1.0687270762561678,1.1763617996224298,1.046017001880333,1.0329825221061228,0.9710687431786268,1.104672160864277,1.0948963010336192,0.9938790827834936,1.016689422388361,1.0610798063132847
243,12.175,0.9938889788859084,1.0384799668789049,1.0350892635142064,0.9585399558620592,1.096065017169155,1.09196297743424,1.019767078099746,1.064889515183805,1.0320731973044888,1.0794579714544708,1.140864263243797,0.972804938346694,1.063298420983596,1.043906960418545,0.9534134777816436,1.1440961733379724,0.9663411181583436,1.0534707760033493
244,12.225,0.9943142812564824,1.068371676722106,1.038410187433577,0.993823998963986,1.0635199850107842,1.0448046371490791,1.0293441323937589,1.0496869018086548,1.046432058702271,1.160400883230334,1.0546184822728728,0.993713463539789,1.0802627006868029,0.9552471359188937,1.1091124464024735,1.1315511375146623,1.035385318462425,1.0729357811399642
245,12.275,0.9944852949101444,1.040581411053462,1.0372457282553889,1.028831423243377,1.1234766275535484,1.0346961469279086,1.0363103374847384,1.0233968130301,1.0492238619393768,1.0365059969461716,1.1350694506435066,1.0587622606842797,1.1000953219121947,1.0015318682148595,1.081018524422387,1.0365059969461714,1.0714801256774835,1.1230977869126602
246,12.325,0.9949271980551772,1.0282454465174682,1.0205753400713091,0.9846136718987027,1.104772979159012,1.0511354504607122,1.011107443969444,1.0359248079940298,1.0799556151344247,1.1511084290973888,1.0501893339436452,1.0312670036023182,1.0501893339436448,1.012344673260991,1.1448009856502797,0.977653734301892,1.056496777390754,1.0481619414070744
247,12.375,0.9945559231607712,1.0201023710467674,1.040391040608389,0.980556675042026,1.0910989439222396,1.0267765170971297,1.0013651879810366,1.0426585977946874,1.0283647251668846,1.098029306408446,0.9979240704965652,1.1011575950306929,1.0573615543192445,1.0229503794745352,1.0479766884525057,1.0604898429414906,1.0886444405417073,1.0523499082611567
248,12.425,0.996275393679899,1.041505453168532,1.0302587332991358,0.982311262903944,1.0870614986314089,1.0878492243550535,1.029557520805254,1.047675212449111,1.0201048121215026,1.1140351370471633,1.083003517630808,1.0923130034557145,1.0054244690899188,0.9650833638486572,1.101622489280621,1.1574794042300611,0.9992181452066478,1.1045039967978545
249,12.475,0.9959746049911464,1.038751827455087,1.0333202534562411,0.9913305923933964,1.0221025286943812,1.083835020870877,1.02132110474278,1.0572666065164356,1.0510152149036258,1.0312428209767484,1.028164484197713,1.031242820976748,1.0989662301155194,1.0189294738606078,1.1143579140106947,1.0589478519880633,1.0804962094413093,1.0801192702438762
250,12.525,0.9961924342312312,1.0313487419585956,1.029455557315068,0.9944884780358326,1.0868268936071492,1.0240358961876208,1.012407933702523,1.0395398461677514,1.0000047737184186,1.029133407014421,1.047456256990938,1.0993709985910722,1.087155765273394,0.9558420071083492,1.0444024486615184,0.9863800904025448,1.154339548520626,1.0643145254217128
251,12.575,0.9960417363557534,1.0406448078630075,1.0103053090914915,0.9558821631163196,1.0220610313627403,1.0366728895989268,0.9936063600606924,1.0451323864725088,0.9974515859123206,1.07246844661772,0.9936995776570966,1.1209415967473346,1.0118770089557023,1.1421485999290406,1.0906458779163255,0.9997587214232986,1.0997345935656275,1.0619886010220945
252,12.625,0.9970907564004728,1.0014587572679932,1.0411616448825964,0.966981411825541,1.0506038978548662,1.0811225296008318,1.0307667872199888,1.033055684600936,1.0277149240453924,1.0249173828020128,1.033934251272412,1.16618165550493,1.1030635762121372,1.0579792338601426,1.0459567425662772,1.0008724002142826,1.0579792338601426,1.1153314244711816
253,12.675,0.9970322054473484,1.0048073437183398,1.0204496884408163,1.0204461222180226,1.1149994582612328,1.0241644718448395,1.0438453855683911,1.0067544327816975,1.0415745109079817,1.0228111222997454,0.9601900331793536,1.0407028620484295,1.1241976475422866,0.9244065536819858,0.9661539464289138,1.0675404716714552,0.972117859678476,1.056342920264116
254,12.725,0.9971462206832814,1.0453196649278336,1.0234510526908491,0.9466400123996784,1.0559359808038726,1.0183849146301929,0.9748256778687252,1.0626951727151357,1.0551849594803988,1.017747684416336,1.0029548401660984,0.9792862893657184,1.0266233909664784,1.020706253266383,0.9615348762654335,1.0325405286665736,1.056209079466953,1.1068368341764392
255,12.775,0.9982186943639044,1.0094360023190785,1.007056247494585,0.9711295413390804,1.0774926830510487,1.1013376110300483,1.027567365095018,1.0022321291173313,1.032783443090424,1.1125375014444268,0.9892483851893712,0.9804420197425816,1.053828398465829,0.9628292888490024,1.03915112272118,1.053828398465829,1.0479574881679692,1.0665586886525154
256,12.825,0.998359347613707,1.0213037696399412,1.0019971976312438,0.962668237453133,1.1127295231974514,1.0247462585725364,1.0402727170357569,1.0513630445094853,1.0742830546218587,1.0019382719700003,1.0106761057371807,1.1854327810807852,1.083491387130349,0.937860824344012,0.990287826947093,1.0165013282486337,1.0310643845272682,1.0229506817434575
257,12.875,0.9990366665249398,1.0026368055653332,1.0114572530644643,0.9474325383192256,1.098234766236809,1.0828286673116438,1.0248723904026869,1.0079990439608388,1.0894312811367146,0.9970613806546602,1.031741776503518,1.1704633598989482,0.959490951818397,0.936370687919159,1.0172916115664932,1.0519720074153518,1.0750922713145896,1.0617332412809746
258,12.925,0.9994640104864072,0.9962620275750518,1.006245161138947,0.9712658250281344,1.0628197578793377,0.9914798015285324,1.0650036340941575,1.056268129234876,1.0213261097977469,1.0639227256646,0.9836266708974606,1.0266424145227138,1.14421878043174,0.9778912384140932,0.9291400623054722,0.995097535864195,1.089732171839752,1.033255719324963
259,12.975,0.9996534485487252,0.9953836762518512,1.0005404015003267,0.9973537137560337,1.0344182074140993,0.999022612328002,0.999744971411392,1.0568113389991811,1.0712585206669756,1.0130538902811177,0.8935362964839074,1.0472017742231772,1.041510460232835,1.0158995472762893,0.9447581223969974,1.0073625762907743,0.958986407372856,1.026265869187272
260,13.025,0.9994319217061612,1.004454517808537,1.0004146149349271,0.963712287292266,1.0687842737718491,1.0393944983026038,1.0372440269268053,0.9949514232027682,1.0938731064894984,1.0250580224639465,1.053296535479482,1.1097735615105535,1.0871827510981245,0.993995658146857,1.0674157919872496,1.050472684177928,1.047648832876375,1.124901336340305
261,13.075,1.0001038178548944,1.001597840330468,1.003468736896796,0.9375127207543102,1.0826775632824102,1.0634710624883077,0.9980266894121038,1.016521838324944,1.0442645616942046,1.0396515525248011,1.014430894916383,1.084488277161989,1.0508607336840985,0.9780010561486672,1.0200354854960312,0.9667918749893708,1.059267619553571,1.0068532596938988
262,13.125,1.0002200801938703,1.021168106660938,1.0075083254939146,0.9479323562764608,1.0045560173014303,1.0116154411756495,1.0772680832058914,1.010909498788228,1.026440231311511,1.0456504211268105,0.9510969255993864,0.9872497327128138,1.059555346939667,1.0456504211268107,0.9093821481608164,1.0957081540530935,0.9677828365748136,1.0188621558873492
