,r ($\AA$),g_full(r),O (DOL),O (DOL),O (NMA),N (NMA),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
63,3.1750000000000003,0.9845842660270108,0.0793616344679126,0.0657567828448419,0.0151847698760724,0.2530794979345416,0.0362098358583267,0.0724196717166534,0.0844896170027623,0.1086295075749802,0.0965595622888712,0.0475482693089138,5.182761354671614,1.1411584634139331,0.5230309623980528,3.9465063526398554,0.0475482693089138,0.2377413465445694,0.2377413465445694,0.0320223038202889
64,3.225,0.9176331550542614,0.1054901947499635,0.0725245088905999,0.0098117224149159,0.3900159659929091,0.1052873289908288,0.0701915526605526,0.1052873289908289,0.0935887368807368,0.0467943684403683,0.0460853628579385,4.239853382930349,0.7834511685849558,0.6912804428690786,4.101597294356534,0.0,0.5530243542952629,0.2765121771476314,0.0931112433252228
65,3.2750000000000004,0.8545856315272731,0.0745892076884732,0.0831136885671559,0.0237860514840661,0.5613508150239603,0.0340323505848946,0.170161752924473,0.1815058697861045,0.1134411686163153,0.1474735192012099,0.0893778904249757,3.3963598361490783,0.849089959037269,0.8937789042497567,3.61980456221152,0.0446889452124878,0.0893778904249757,0.4022005069123907,0.0451449548575132
66,3.325,0.8210030246007909,0.099240455315768,0.1075104932587486,0.0069228220845273,0.8538147237583745,0.0660330721908763,0.2091047286044419,0.1100551203181272,0.1100551203181272,0.0660330721908763,0.0433550473980501,3.0782083652615584,0.9104559953590532,0.6069706635727019,4.292149692406961,0.0867100947961003,0.2601302843883009,0.5202605687766017,0.0583965944545165
67,3.375,0.7958507886988927,0.1344492237379864,0.1123754705869737,0.0067192245662026,1.196021972784078,0.0961365976395153,0.0961365976395153,0.1388639743681888,0.2350005720077043,0.1281821301860204,0.0420799922327845,4.292159207744013,0.757439860190121,0.757439860190121,3.282239394157187,0.0420799922327845,0.336639937862276,0.336639937862276,0.1133583464230113
68,3.4250000000000003,0.7885969288722652,0.1851116426085962,0.1519864012996895,0.0152237826281161,1.6593923064646563,0.1037224750487032,0.1555837125730548,0.1867004550876657,0.1244669700584438,0.1867004550876657,0.04086036895858,3.840874682106529,1.2258110687574022,0.8580677481301813,3.1871087787692467,0.04086036895858,0.1634414758343202,0.3677433206272204,0.1238319344969211
69,3.475,0.8082363163293942,0.2120019746674959,0.1722516044173405,0.0169015399158879,2.3514267407979066,0.1309869343481314,0.1612146884284694,0.1813665244820282,0.2115942785623661,0.1914424425088075,0.0396930104085246,3.7708359888098446,0.7938602081704941,0.912939239396068,3.3342128743160733,0.0,0.3572370936767222,0.2778510728596728,0.093562095962951
70,3.5250000000000004,0.8380712063251128,0.240982089296957,0.2465007630976506,0.0164254721293764,2.9463190632068983,0.1664658425419496,0.1566737341571291,0.1958421676964113,0.2056342760812318,0.1566737341571291,0.1157249172751521,3.16314773885416,1.195824145176573,1.0029492830513191,3.74177232522992,0.0385749724250507,0.2314498345503043,0.3085997794004057,0.1039162522470754
71,3.575,0.8685482070630922,0.2325001163956148,0.2754232148071129,0.0319384775276953,3.8685480905421015,0.1999225852935547,0.2380030777304223,0.1237616004198196,0.27608357016729,0.1523219697474702,0.0,4.012876134824452,0.93758788196833,1.1626089736407292,2.9252741917411904,0.0,0.1875175763936661,0.4125386680660655,0.1136586126304465
72,3.625,0.903984569496511,0.2991882500950952,0.2800541178215716,0.0135902839784381,4.882794886538832,0.2222235446144605,0.250001487691268,0.2037049158965888,0.2777794307680756,0.2962980594859473,0.0,2.9545630363513498,0.9119021717133796,1.05780651918752,2.88161086261428,0.0,0.3647608686853518,0.0729521737370703,0.1105448755097444
73,3.675,0.9423890308458212,0.385880164324236,0.3723405094356664,0.026446003338803,5.564994702579556,0.3513540443583834,0.1351361709070705,0.2882904979350838,0.2432451076327269,0.1891906392698987,0.0,3.903933826204261,1.242160762883174,1.206670455372226,2.6262827558101387,0.0,0.5323546126642174,0.2839224600875825,0.1792622675297874
74,3.725,0.976162775511224,0.4711356331362081,0.4579570140275026,0.0294180787845933,6.152055725828085,0.2981409138361672,0.2104524097667063,0.1929147089528141,0.3069097642431133,0.1929147089528141,0.0,3.4198516587089838,1.4508461582401728,1.5890219828344752,2.7289725357374706,0.0345439561485755,0.3108956053371798,0.4836153860800574,0.1744822274851519
75,3.775,1.0021977460072935,0.5020454904818601,0.5533728249720185,0.0161122297986242,6.962273520761081,0.3073717684660628,0.2476050357087727,0.1707620935922571,0.2134526169903214,0.3244479778252884,0.0,3.1280510780763464,1.2444934396647835,0.97541377703456,2.72443158413101,0.0336349578287779,0.3699845361165571,0.2690796626302233,0.2265211445611575
76,3.825,1.008760565651685,0.615553992644994,0.6108670333101335,0.0418500110932047,7.49987073799474,0.3742356761219272,0.2578067991062165,0.3077048892558068,0.2494904507479514,0.2411741023896864,0.0,2.653671157955485,1.310454892817523,1.8018754776240955,2.5226256686737343,0.032761372320438,0.2620909785635046,0.4914205848065711,0.1985740322279613
77,3.875,1.002466382705845,0.7565644724262406,0.78244293526577,0.0288837036854101,7.851270278251782,0.4780841089648431,0.194474891782309,0.299815458164393,0.2674029762006749,0.3808466630736886,0.0319213837521466,2.4579465489152934,1.500305036350894,1.4364622688466009,2.394103781411,0.0,0.319213837521467,0.5107421400343471,0.2472278598763198
78,3.925,0.9975679081338632,0.9837105454813484,0.9139754087730172,0.0430567803588294,8.371231719764715,0.4738793577954,0.2211437003045202,0.3080215825670103,0.3396135397533703,0.3159195718636003,0.0311132911683848,2.8935360786597943,1.3378715202405496,1.524551267250859,1.804570887766323,0.0,0.5289259498625428,0.3422462028522336,0.272400039004839
79,3.975,1.0013226764696062,1.0097513077618292,1.0719566175523143,0.053282837748519,8.412229838478313,0.5313379484572597,0.2695192492174508,0.3696263989267894,0.3927280488597137,0.3773269489044307,0.0303354999119208,2.3358334932179043,1.668452495155646,1.4257684958602794,1.9718074942748545,0.0606709998238417,0.6673809980622585,0.637045498150338,0.3268804888468206
80,4.025,1.0047121864996982,1.0934611115282329,1.1089812047241163,0.0503925137433531,7.881704102671325,0.7285110039724177,0.3304585997400658,0.3529898679041612,0.3830315587896217,0.2553543725264144,0.0,1.923123393804103,1.420152660039952,1.4793256875416163,1.9527099075549343,0.0295865137508323,0.4437977062624848,0.5325572475149818,0.3885494203808287
81,4.075,1.008695340533437,1.079181226694775,1.123229440029256,0.0307271810760691,7.23010570719907,0.6887615819666575,0.3663625435992861,0.3517080418553147,0.4469623031911289,0.3517080418553147,0.0865947830325585,1.9339501543938051,1.933950154393805,1.7030307329736494,1.8762202990387655,0.0865947830325585,0.4618388428403121,0.6350284089054291,0.3790730808262
82,4.125,1.0151000938635597,1.0034745734606827,0.9470543163183156,0.0584742665037719,5.676501871366167,0.879536008595197,0.3003293687886036,0.4862475494672627,0.4862475494672628,0.3289321658160897,0.0281694213149483,1.6901652788969028,1.2957933804876258,1.6619958575819542,1.4648099083773156,0.0281694213149483,0.2816942131494839,0.4788801623541227,0.3699392370646793
83,4.175,1.0146295125317588,0.7999275943922404,0.8248433719224899,0.0761094514981765,3.8845093130030848,0.9144392974381496,0.3699639905665796,0.4676903276973743,0.3839248958709789,0.3071399166967831,0.0,1.7874189366995994,1.4299351493596797,1.567428913721188,1.2649426321258717,0.0,0.5499750574460309,0.5224763045737294,0.4444696382625064
84,4.2250000000000005,1.0252313877804016,0.6773859285637744,0.6748249231627771,0.077177136955214,2.295305221297663,1.0974105143688706,0.293097218123363,0.4498701487474874,0.4907674349972589,0.4635025774974112,0.0,1.315735926318408,1.7722157374901,1.584253462301756,0.9666631295400552,0.0268517535983348,0.6712938399583718,0.5638868255650324,0.4882635195125791
85,4.275,1.0305952211394944,0.5303073685326517,0.487782721055977,0.0711944904528848,1.3959704010369565,1.0053134534236914,0.326227544488483,0.4660393492692615,0.4793547592483831,0.4194354143423353,0.0524546453722977,1.3638207796797417,1.8359125880304212,1.5998666838550817,0.7343650352121686,0.1049092907445955,0.5770010990952754,0.681910389839871,0.4239191748455087
86,4.325,1.0392497549390596,0.4692379812622776,0.4423545552524597,0.0981994001109363,0.7855952008874906,1.1253063734934856,0.5073635672398382,0.4813449227660003,0.4097936504629461,0.3317377170414325,0.0512488451757411,0.5893617195210238,1.588714200447976,1.665587468211588,0.5381128743452825,0.0256244225878705,0.6662349872846356,0.5381128743452827,0.2070871703019746
87,4.375,1.047683656767952,0.377368143052481,0.4203594504888392,0.0786401926528516,0.5504813485699609,1.1633006855792103,0.5149035821416181,0.4513352386673445,0.4449784043199169,0.4576920730147717,0.0250420747019866,0.3005048964238397,2.0033659761589337,1.5776507062251597,0.3505890458278131,0.0751262241059599,0.6010097928476795,0.6010097928476795,0.3120038082767929
88,4.425,1.0572760076181726,0.3875662106366994,0.3817293701150624,0.1133552086337536,0.4104240312601425,0.975596464050362,0.397695373880402,0.4287653249648085,0.4287653249648084,0.3169135010609452,0.0489587107996707,0.2692729093981888,1.4932406793899555,1.7625135887881442,0.2937522647980242,0.0489587107996707,0.758860017394896,0.8078187281945665,0.2390483991596166
89,4.4750000000000005,1.069330349186456,0.3755297035615824,0.3789539865727822,0.1082883476982658,0.3669064016129482,0.990372888541788,0.3341749010417074,0.4435412322917211,0.4131616958333839,0.3888580666667143,0.047870784722228,0.2393539236111403,1.5558005034724127,2.0105729583335794,0.1196769618055701,0.0957415694444561,0.6941263784723071,0.7180617708334213,0.1370179093324997
90,4.525,1.0785866003047029,0.3739746935970324,0.3963015409759597,0.102170534489504,0.3040196392126708,0.7249699088917532,0.3684273307482679,0.4575629752841392,0.4278510937721818,0.4337934700745733,0.0468187223824778,0.1872748895299112,2.3877548415063705,1.849339534107875,0.257502973103628,0.0702280835737167,0.4915965850160171,0.6788714745459284,0.1182411611190128
91,4.575,1.0823535542169695,0.3964232332722597,0.4084360585229342,0.1279841470255148,0.3303209889896619,0.5464407390950189,0.2557807714912853,0.4359899514056,0.4069239546452265,0.3778579578848535,0.0687014468881551,0.1145024114802586,1.6946356899078276,1.4885313492433625,0.0458009645921034,0.0458009645921034,0.709914951177604,0.801516880361811,0.1156708034341388
92,4.625,1.0828506620985334,0.4338477240654776,0.4071329627313965,0.1335807008023625,0.3291810126915365,0.4266141886888639,0.4152378103238275,0.3583559184986458,0.4379905670539004,0.4038614319587912,0.1344481079504299,0.1792641439339066,2.0391296372481893,1.5237452234382074,0.1792641439339066,0.1344481079504299,0.7842806297108418,0.8963207196695334,0.0905466849462079
93,4.675,1.077405346111516,0.4371675376217375,0.4371675376217377,0.1237348094599077,0.3315159045906959,0.2560897507834953,0.2950599302505489,0.3340301097176026,0.3395972782128961,0.3451644467081894,0.0877250793197744,0.0657938094898308,1.8202953958853192,2.2369895226542478,0.175450158639549,0.0657938094898308,0.8991820630276885,1.0088384121774068,0.0738501943253203
94,4.7250000000000005,1.0771184584356492,0.5006568639419716,0.4863231295959848,0.1428419378949157,0.3679608320173029,0.2506985888469538,0.3923977912387103,0.4250976071752695,0.3542480059793913,0.3487980366566314,0.0644087283598893,0.0858783044798523,2.061079307516458,1.8249139701968649,0.1073478805998154,0.0858783044798523,0.62261770747893,0.9446613492783764,0.0216886534273096
95,4.775,1.0761265516388006,0.5293247442497436,0.4912294028075273,0.152174396171896,0.3547006146065511,0.1334108111235513,0.3628774062560596,0.3575409738111175,0.3735502711459436,0.4375874604852482,0.1261338577895394,0.1681784770527192,1.702807080158781,1.8079186283167303,0.1471561674211293,0.0840892385263596,0.798847766000416,1.114182410474264,0.0637104689855326
96,4.825,1.0770588698239811,0.4909197184268374,0.5537574423854728,0.1687623630751974,0.3539626186577189,0.1724714259999271,0.491282243757368,0.3397164451513713,0.4128861410301284,0.4076597341816457,0.2264776301009143,0.1441221282460364,1.9765320445170689,1.6059322861701182,0.1029443773185974,0.1647110037097558,1.0706215241134125,0.926499395867376,0.034664943382793
97,4.875,1.0787175624950245,0.5511128897594372,0.5809287703572427,0.2061111945757975,0.3531801198720697,0.1023949844847712,0.4710169286299476,0.4863761763026635,0.419819436387562,0.3737416933694149,0.100843545325911,0.0806748362607288,1.9160273611923084,1.7950151068012152,0.2823619269125508,0.201687090651822,1.0286041623242914,0.9075919079331984,0.0543320325837561
98,4.925000000000001,1.074838290077914,0.5701356117142121,0.5654237471545907,0.1966884262817005,0.3649779888756687,0.110359117008737,0.4966160265393166,0.456485438536139,0.4564854385361394,0.4464527915353452,0.2173740183505426,0.1976127439550387,2.074933811527908,1.4623343052672864,0.316180390328062,0.1383289207685271,1.12639264054372,1.0473475429617043,0.046580146789402
99,4.9750000000000005,1.0731359130767353,0.6030625356331393,0.6510858922226085,0.2288318899721024,0.4184943573363673,0.1474800122481325,0.5407600449098197,0.4522720375609402,0.4768520396022956,0.4326080359278558,0.1742945599296111,0.1936606221440124,1.955972283654526,1.4718207282944948,0.1549284977152099,0.2904909332160185,1.3168922305792856,1.0264012973632664,0.04564857521966
