,r ($\AA$),g_full(r),O (DOL),O (DOL),O (NMA),N (NMA),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
100,5.025,1.0706946030245876,0.6526773525118573,0.6481511572794589,0.2323836236092057,0.3970728872974688,0.1204664269546049,0.4818657078184198,0.4722283936620514,0.462591079505683,0.5396895927566302,0.1708432964083489,0.1898258848981655,1.9172414374714717,1.6514851986140402,0.2277910618777986,0.1708432964083489,1.309798605797343,1.0250597784500948,0.0830972496135846
101,5.075,1.066773236175186,0.675379764854467,0.7179792769609249,0.2575438245360852,0.4090984597438587,0.1133802399141109,0.6094187895383458,0.5338319629289384,0.4724176663087952,0.6283154961906978,0.2977662866431196,0.1674935362367548,1.74937693402833,1.172454753657285,0.3163766795583146,0.2233247149823397,1.30272750406365,1.172454753657285,0.0438673547286738
102,5.125,1.0640591775219304,0.7301461011914328,0.704908631662766,0.2525431322356923,0.4574915972423504,0.1343409916449039,0.5234666226163501,0.5697911024939032,0.5188341746285948,0.5883208944449246,0.0912451876376045,0.2737355629128135,2.080390278137385,1.3869268520915905,0.2554865253852926,0.2554865253852926,1.2044364768163804,1.277432626926464,0.0675959247192866
103,5.175000000000001,1.0607036320184762,0.7459785498214235,0.6947672077284197,0.2886502517390507,0.462030931001451,0.1226708609827801,0.5815507483628091,0.6178976701354845,0.5542905570333024,0.5815507483628091,0.1789810541836299,0.3042677921121707,1.4497465388874011,1.754014330999571,0.2505734758570817,0.1789810541836299,1.378154117213949,1.378154117213949,0.0843767826865683
104,5.2250000000000005,1.057907452864686,0.8280553772949528,0.8004256225419363,0.2766108468020478,0.5177108416497785,0.1337048271964159,0.6774377911285077,0.5660171017981609,0.5526466190785193,0.6462399981160106,0.2633579929626376,0.245800793431795,1.6152623568375113,1.0885463709122358,0.2633579929626376,0.1931291948392675,1.2641183662206608,1.1061035704430784,0.08868177314048
105,5.275,1.0546300994443392,0.8050389440398156,0.7910739827656558,0.325486943701154,0.4914394417572354,0.1705368212068019,0.6209289387529704,0.6821472848272067,0.7127564578643251,0.5903197657158521,0.3100669476487306,0.4478744799370551,1.4642050305634504,1.567560679779694,0.3272928891847713,0.2411631815045683,1.5503347382436532,1.274719673667004,0.1624160201969541
106,5.325,1.0504597111129712,0.7561351323902634,0.7851552440811479,0.3571918084303986,0.4408664638057816,0.201677374494513,0.6865612748749385,0.695143290810875,0.6693972430030648,0.6779792589390017,0.3718873572239247,0.3211754448752077,1.4030295749811712,1.1156620716717751,0.2704635325264907,0.3887913280068304,1.132566042454681,1.4706454581127937,0.1309195288186265
107,5.375,1.0443566260328396,0.8695140769497773,0.8418225458367277,0.3867830559558101,0.4618436946686956,0.2105773574750634,0.682270638219206,0.8465209770497555,0.7285976568637195,0.6949052796677097,0.3152279230081253,0.3484098096405595,1.5761396150406275,1.310684521981153,0.3152279230081253,0.282046036375691,1.5595486717244105,1.460003011827107,0.1117349243745234
108,5.425000000000001,1.0425455586894803,0.8900636239232878,0.8846269351209642,0.391822412522127,0.4767750594848891,0.2397878480989735,0.7648405499708643,0.785511916186293,0.7110949978107493,0.7359006372692638,0.3257306191522107,0.3908767429826528,1.677512688633887,1.2377763527784018,0.4885959287283163,0.4397363358554846,1.5797935028882235,1.4657877861849498,0.1535587204574708
109,5.4750000000000005,1.0370409176357194,0.8632054135063082,0.8334660043837415,0.4221470997500816,0.5166195353796362,0.2922556844423642,0.8077622389448675,0.7793484918463041,0.7793484918463047,0.6859890370938826,0.4317413520171288,0.4317413520171289,1.1193294311555184,1.407156999166938,0.3677796702368135,0.3038179884564982,1.5670612036177272,1.6630037262882,0.1830739973405966
110,5.525,1.0310036353103753,0.917291890080584,0.8184490088637374,0.4421214056853445,0.5148332436714034,0.2590881583411281,0.7932083616905321,0.8370540500251844,0.7493626733558794,0.7653065600230259,0.3611531904149058,0.4082601282951109,1.3032919480190095,1.240482697512069,0.5966878798159314,0.3611531904149058,1.507422012166565,1.868575202581471,0.2379381045989954
111,5.575,1.028632539682516,0.8994412400152044,0.933271409304411,0.4276598385054749,0.5466822503736014,0.2583765036415776,0.8299366480608252,0.9473805133524512,0.7907886929636164,0.7672999199052912,0.4009699643289866,0.4780795728537917,1.218331814691921,1.1258002844621549,0.3701261209190646,0.3855480426240256,1.8043648394804372,1.6347237007258673,0.2077238433729445
112,5.625,1.0228437251114164,0.94059369876189,0.937704009979212,0.4942719447004593,0.5152361707399568,0.3460958026638926,0.8575484888227567,0.8498574709857811,0.7998658550454415,0.8037113639639288,0.3787243631843948,0.5302141084581529,0.9846833442794264,1.0604282169163046,0.5605120575129046,0.4847671848760254,1.6512382234839604,1.8330259178124693,0.2040474120013882
113,5.675000000000001,1.0194515748138158,0.9553214137080488,0.9389971993579114,0.4951067816573972,0.5307544699367298,0.385360650732478,0.8349480765870351,0.8273919853962024,0.9671796724266108,0.8765065781366163,0.5060291373254758,0.5209123472468131,0.922759015122926,1.3246056829990387,0.5655619770108259,0.5506787670894883,1.577620251661776,1.741335560796489,0.2205144980181844
114,5.7250000000000005,1.015243359858626,0.9749726269263124,0.953353062237674,0.52385937505378,0.52385937505378,0.341535475517975,0.898386794297283,0.9169485049232594,0.9095238206728689,0.9169485049232596,0.5557263666201573,0.4826044762753998,1.3161940262056344,0.9798333306197506,0.5264776104822543,0.6434726350338662,1.6233059656536155,1.6818034779294215,0.2363777026655019
115,5.775,1.0143809214084096,1.0088813964504888,0.9931176246309495,0.5599610121007363,0.5584310639802427,0.3830754717082593,0.923029469925616,0.9449194968803728,0.8610077268871354,0.9741061994867168,0.4455394375135023,0.503028397192664,1.0204290343051188,1.0922902339040712,0.6323785564707777,0.5174006371124543,2.0839747883696087,1.854018949652963,0.2323023268668163
116,5.825,1.0101051757295028,0.9936569814177648,0.9929833156676516,0.5714424053222865,0.5721943032240263,0.4482468260372185,1.086550306314217,0.9789710680652854,0.8964936520744363,0.8964936520744369,0.5226829656337026,0.6498220653824411,0.7345814652149334,0.9323533981574156,0.7345814652149334,0.7204548985761847,1.8929599295923285,1.779947396482339,0.2473590648172736
117,5.875,1.006419517101175,0.980126984092422,0.9907229514880154,0.5654529455523611,0.5521481703628939,0.5146787393805905,0.990580313465384,1.050508659831617,0.9588535418597304,1.039933069296399,0.4443884507727805,0.6526955370725214,0.9026640406322104,0.6665826761591708,0.7637926497657165,0.6943569543324696,1.7775538030911242,2.1525065584306584,0.266548047163138
118,5.925000000000001,1.0030139275205727,1.0639268260170616,1.082158130257256,0.5995536630603114,0.5450487846002833,0.4990969793755208,1.1056384473666057,1.0744448861556355,1.1299001060862492,1.0571151299273187,0.7646098505584579,0.8192248398840619,0.9148010712038692,0.6280723772444475,0.6963411139014527,0.7099948612328537,1.815948395076337,2.416713277657983,0.2160914501122756
119,5.9750000000000005,1.001244685001725,1.0782084409091712,1.0333898002538018,0.6538771172849484,0.5924198144581667,0.5487180651314293,1.056537889383497,1.0020069015443485,1.1519671181020064,1.117885250702539,0.6444571290081157,0.7384404603217998,0.8324237916354833,0.8995547425738288,0.6578833191957849,0.7384404603217994,2.054207098713372,2.201895190777732,0.230574266182113
120,6.025,0.9968962581127953,1.0578684884093634,1.0496826012966718,0.6269048911573714,0.6177683848961092,0.5329448445178823,1.096056378348098,1.1228712132923937,1.0759452521398756,1.0692415434038016,0.7658479374242103,0.8054607617737382,1.0035248835213786,1.0695462574372592,0.9242992348223223,0.594192365242922,2.046662591392284,2.429586560104388,0.2623339081922829
121,6.075,0.9938639164786216,1.1012241687547948,1.085740139385352,0.7058040153839609,0.60003710612466,0.5406927769474961,1.1638082333077204,1.0846824610715018,1.130839161542629,1.2132618409553573,0.8052446012928338,0.779268968993065,1.0130496596909844,1.1039643727401756,0.8571958658923716,0.8831714981921401,1.9481724224826624,2.2988434585295416,0.23179275965457
122,6.125,0.9919583643234204,1.1558240501784125,1.127187397380107,0.7228897478319247,0.6168024471152922,0.7167693266367345,1.1513715427875135,1.128668441943816,1.0832622402564214,1.235697345921247,0.7921514839835565,0.7027150261144454,0.9582477628833344,0.9582477628833344,0.9199178523680012,0.94547112604489,2.120921715181784,2.223134809889338,0.2968612457258982
123,6.175000000000001,0.9894762612665704,1.1707520865099414,1.2271016493015108,0.7092232549566179,0.6316101440368368,0.730736703474171,1.2700140086581662,1.1423744097980488,1.1615203496270663,1.3242608381737158,0.8422279591451663,0.9050807919171936,1.0684981571244647,0.9805041912436264,1.181633256114114,1.0307864574612484,1.9484378159328493,2.2878431129017978,0.2920732657589926
124,6.2250000000000005,0.987399510806158,1.1791545783190658,1.1974406173025025,0.781489363431388,0.6735161068157622,0.6688062039708967,1.2622539624239455,1.2371344805846631,1.3941312420801792,1.1868955169060982,0.8534914852210767,0.8411220434062786,0.927708136109866,1.0514025542578482,0.9153386942950676,1.0637719960726464,2.016219015812109,2.22649952666368,0.2582436525824196
125,6.275,0.984624215613868,1.1743704600273428,1.2684129783290876,0.7742684197973395,0.6829112254948921,0.7045418977956349,1.2700294736579214,1.3627323549468198,1.2823898578297743,1.3132908182594074,0.9616753442797952,0.9251560274084104,1.0225408723987697,1.3025223017460517,1.192964351131898,1.1442719286367184,2.3981018078875875,2.191159012283076,0.3402258806487157
126,6.325,0.9807134702472908,1.2432960777366076,1.2050144429901215,0.8417904776800629,0.7174350662045992,0.8668087261425828,1.4507640784912694,1.2652365967554893,1.3351895816722583,1.4446812102376376,0.8626613159696513,1.0663452377958194,1.1382336807932902,1.3658804169519487,0.9585125732996131,0.9225683518008776,2.2884487687528248,2.336374397417807,0.2945225496273936
127,6.375,0.9793926465744114,1.325109219102912,1.2536793078864132,0.8474704477832443,0.6899037200842854,0.8173381651953955,1.3652241880186824,1.4131267911070573,1.4370780926512443,1.3173215849303077,0.9435361214376852,0.9907129275095696,1.1794201517971066,1.1794201517971057,1.2148027563510198,1.1794201517971066,2.311663497522328,2.347046102076241,0.3931801669307294
128,6.425000000000001,0.9768905674528112,1.3555075833092232,1.3139785519578375,0.896752003175814,0.7057827619757271,0.8960388992131558,1.5356456134541252,1.503223153285228,1.3558483343356953,1.335215859682761,0.9753533472296309,1.1146895396910073,1.184357635921695,1.2888597802677269,1.091466840947444,1.2075803346652572,2.4267720187022945,2.3222698743562624,0.4105441385022682
129,6.4750000000000005,0.974924879430039,1.3286568150616729,1.3128459625229814,0.8969519508500842,0.6979673593114294,1.050578727944853,1.5497487312777667,1.4829992540879005,1.5265315218204214,1.4539777422662192,1.2690315623844155,1.1890025449367498,1.2461661288279395,1.3033297127191297,1.1775698281585116,1.3719260133885578,2.229379771756409,2.2179470549781706,0.4388763318339929
130,6.525,0.97296562265341,1.3620602035056248,1.380850943404205,0.885055972281106,0.7262612311473937,0.991672006023422,1.551809507984778,1.537520285995969,1.5318045972004442,1.5346624415982058,1.1821083645288355,1.170850189628561,1.3734973378335045,1.1370756649277372,1.1595920147282863,1.1595920147282863,2.7357365007667376,2.116536881251631,0.5193694767769558
131,6.575,0.9728382643214902,1.3958839492855433,1.362573082313956,1.000888362150471,0.7577480288922198,1.016050586069115,1.5817740425785114,1.6436940228929722,1.5254831513835467,1.6239922109747351,1.3859499726033004,1.1309351776442935,1.3305119736991688,1.552263969315696,1.1752855767675991,1.2861615745758632,2.572323149151723,2.1842571568227984,0.4666974397541726
132,6.625,0.972084065917068,1.356145062495595,1.4014540565190652,0.9643306227433546,0.7469348102623331,1.0894830043012274,1.6965994876141255,1.630066174374356,1.5635328611345864,1.6217495102193848,1.3760298874588708,1.157612445005082,1.3978716317042497,1.5616847135445908,1.234058549863908,1.5835264577899697,2.2933831457647837,2.4681170997278152,0.4854216221064828
133,6.675000000000001,0.97162019008843,1.350269034176352,1.377459102113794,0.9367681738524978,0.7254799977207297,1.2124954998030646,1.6193915121243614,1.5647745977188183,1.6002755920824212,1.7149711123340623,1.495344914103285,1.2371558641861715,1.2694294954258103,1.5921658078222032,1.2909452495855709,1.6567130703014812,2.2699120638546275,2.4205223429729443,0.5506276676803759
134,6.7250000000000005,0.973471713389076,1.362106876530598,1.3226841172098611,0.9668912687596052,0.7886312682181615,1.183771376526435,1.716468495963331,1.5415931789764714,1.6465183691685876,1.5173796735475222,1.6003741130312623,1.3884040318350697,1.4096010399546892,1.6533666333303114,1.5685786008518336,2.03491277948346,2.0985038038423176,2.204488844440414,0.5888658633230996
135,6.775,0.9703451074896788,1.3400843067991253,1.2604063101109566,0.9654563581770628,0.8009341463057847,1.2193798031623844,1.5692887901568078,1.5533838362025154,1.693877596132095,1.5533838362025163,1.6917087387746923,1.482855808061768,1.3679866961696592,1.5559543338112916,1.493298454597414,2.2764969447708823,2.245169005163944,2.213841065557005,0.5415258132056561
136,6.825,0.9719501781464652,1.243478700328529,1.3121791810096628,0.971627415760434,0.7875987733165192,1.235536622781655,1.5071979521036256,1.5333192337692,1.5071979521036258,1.5254828492695272,1.9860089605734983,1.5332400783702136,1.440628261555905,1.5949812895797524,1.615561693316265,2.027169768046524,1.7184637119988302,2.171232594202115,0.6029218278319238
137,6.875,0.9727052413230988,1.2670477030649074,1.2767198229356325,0.956466573899941,0.800474000617163,1.3257500305879977,1.5033747919677485,1.6758510095393917,1.6140684838420871,1.4673349853109874,2.261458863591999,1.2777749632851665,1.4400321014801076,1.531301741714762,1.5617249551263142,2.190471365631712,2.3223052904151014,2.018073156299586,0.7239483028136569
138,6.925000000000001,0.9732282613800984,1.2235547866565992,1.2526302997014191,0.9118486810233808,0.8219406138746347,1.38279180198277,1.471594945229369,1.5832331824536672,1.4868183412145015,1.5578608558117808,2.1789446576698177,1.269385190477372,1.7591479805040724,1.479283529060243,1.549249641921201,2.0889882268485853,2.2089301346102266,2.498789745034193,0.7606519966720411
139,6.9750000000000005,0.9734123343290872,1.2215804063512257,1.186342510014171,0.8998712954656968,0.8621144578937091,1.575621875600237,1.4655784430186332,1.4105567267278318,1.463077455914506,1.4480715332897416,2.128112663148373,1.4778560160752596,1.6847558583257958,1.6551987380042894,1.6946082317662974,2.3547172522799125,2.1872269037913834,2.0887031693863656,0.7663739054790273
140,7.025,0.9744510080210737,1.1940634815276423,1.207032363406143,0.865394960778218,0.8317924085377261,1.4842386506794525,1.4941007015145311,1.4053422439988166,1.3905491677461967,1.474376599844373,2.1464903067562977,1.6802842672798168,1.5345948799434166,1.6705716414573897,1.7774105255040833,2.263041816625418,2.107639803466592,2.1659155584011507,0.7162566001905898
141,7.075,0.974894383899703,1.202818415219703,1.1603498834750432,0.8465806453293826,0.8348579753458935,1.5022268330681523,1.4074261105929773,1.436595563662262,1.3879798085467872,1.417149261616072,2.288623502178462,1.6183153634651044,1.8481352967382547,1.7811044828669187,1.637467024571199,2.2024410272010297,2.0971068911175017,2.2407443494132213,0.889965966093478
142,7.125,0.975882702288972,1.1486241227559426,1.160781257728271,0.8272022557826445,0.8709243677225531,1.4932009688690722,1.3781549873189676,1.4093132739887873,1.344599909366854,1.4236940216825504,1.926148630497972,1.6901010042114557,1.9544743456523528,1.8128457698804443,1.7467524345202188,1.9355905355494327,2.096102921424264,1.992241965858197,0.7694189157241306
143,7.175000000000001,0.9765916724654914,1.1406634605827752,1.1473236209209383,0.8335541574885148,0.881129186691189,1.5268229724563265,1.3164712007092474,1.4346463533761458,1.2999266793358812,1.3377427281892886,2.048369312892904,1.6293846807102637,1.6852492983346146,1.6759385287305564,1.6945600679386743,2.029747773684785,2.0390585432888435,2.076301621705079,0.890413599277935
144,7.225,0.9779071143564968,1.1494520667274706,1.1428837692033134,0.8103273342124905,0.8719083017099408,1.5593744626735493,1.2493642929641593,1.2260552576476635,1.3752330836732347,1.2260552576476635,1.891563532653788,1.827287101932543,1.7354636294736216,1.9833870051127096,1.864016490916112,1.85483414367022,2.075210477571632,1.864016490916112,0.9492485708993228
145,7.275,0.979935690025228,1.0849030348856323,1.185532974029084,0.8305599232989374,0.8623747549517121,1.66675604055035,1.195466401498182,1.257538695422126,1.3426007278364196,1.262136643120196,1.8384824204858368,1.7479167840087024,1.5577289474067193,1.947161184258399,1.847538984133552,1.6573511475315683,1.7750864749518425,1.983387438849253,0.963692303248534
146,7.325,0.9808075556269504,1.120412119738648,1.1306364128465294,0.8049954258264015,0.8953374996049112,1.830030493697951,1.3243343349685286,1.394632904119255,1.2449649827015787,1.2426972869225228,1.4204021743357969,1.5722690734786182,1.5633357264702168,1.634802502537428,1.956402994839873,1.5008022974114084,1.86706952475586,2.1172032409910955,0.9987117328984086
147,7.375,0.982263037360126,1.133849013179829,1.1128362442180084,0.8180392966462914,0.9156036164297936,1.7404262311675418,1.237089596189782,1.2952529406761006,1.1945856136805488,1.339993974896346,1.2778310531085206,1.8594644979717097,1.8682771259241835,1.5774604034925888,1.7537129625420398,1.6303361712074236,1.903527637734073,1.9652160334013824,0.9436705891147644
148,7.425000000000001,0.9841290131901168,1.119873636747077,1.1302389980646177,0.8315855204537586,0.88063842260629,1.639819296486572,1.163101977454136,1.2778672579619454,1.1432387558277854,1.1057193372002323,1.5215094006717047,1.7649509047791778,1.6693131710226716,1.8431999596708657,1.8866716568329145,1.5475924189689343,1.8692829779680944,1.921449014562552,1.056894547533645
149,7.475,0.9845861221147488,1.0889878435926164,1.1147602831667474,0.8259769966002145,0.9351027578978658,1.683283307354759,1.2521188896882112,1.3130916356208544,1.304381243344762,1.1715477611343603,1.2781840786962142,1.638477577389105,1.792889076828916,1.7499969936511903,1.801467493464461,1.3553898284161192,1.8958300764554563,1.7843106601933711,0.9879184709057288
150,7.525,0.9855823649019124,1.0870780856719895,1.1052431483735266,0.7722352290157994,0.94118984446558,1.7512362499851144,1.1624770690085238,1.2204934846522022,1.2183447285172515,1.207600947842496,1.151212377755598,1.701424175947611,1.8622553169575844,1.9638328797007256,1.836860926271799,1.379761893927664,1.8030017386907515,1.7606777542144425,1.1230539717570744
151,7.575,0.9870254636033488,1.0568403657667649,1.0500683016061785,0.8163177211380074,0.8852334328898546,1.6963867508146977,1.229880394340656,1.225639427463619,1.1620249243080674,1.2744105465495414,1.144418486060976,1.5955031448003374,1.6539770820443285,1.6539770820443287,1.9463467682642857,1.3532539762180886,1.9881138662957083,1.8544591525951564,1.1279673637751306
152,7.625,0.988751790519432,1.0540338433878762,1.0937419441645178,0.8166171938257438,0.9070111443513236,1.7265312058937208,1.1782267502038364,1.1803195153018895,1.2138037568707374,1.2326386427532146,1.1871685647137005,1.6488452287690285,1.5004491581798165,1.6241125503374934,1.5746471934744222,1.3602973137344485,1.8054855255020863,1.846706656221312,1.1326557224564373
153,7.675000000000001,0.989823741802755,1.0562550794569214,1.067120304374186,0.8272341634589144,0.9350777795328776,1.8032572022302544,1.162925320567736,1.1133512394067664,1.2104338150136649,1.2372864423091896,1.0578307722479543,1.3670428441358171,1.7088035551697722,1.7006663953832497,1.4158658028549538,1.1147908907536133,1.9285068694058856,1.895958230259795,1.1809675882011494
154,7.725,0.9908823023702008,1.0506699447971175,1.0456904663857571,0.8054448424673106,0.9563588708064616,1.8024179701922391,1.1866597948550723,1.1581147138791772,1.072479470951492,1.16423151694544,1.1164710243169418,1.7831407726500783,1.7108512818669674,1.4859506438750654,1.5823366315858798,1.0843423617466703,1.8795267603608925,1.6626582880115592,1.100816497401324
155,7.775,0.9912646998932948,1.0485437872001742,1.0368218768492168,0.7672642897234286,0.9107570611788556,1.7310032972858262,1.213715102631807,1.1935871573145298,1.2096895135683503,1.1875487737193464,1.173520205770942,1.577908925327145,1.6730592122815455,1.5461921630090114,1.363820779679743,1.054582347077941,1.8950765485084808,1.760280308656413,1.0333029886859275
156,7.825,0.991986846970567,1.0060685969241012,1.0654247775960612,0.8041564278580114,0.9324881272260258,1.804336000904528,1.1505622737045391,1.1803695864948125,1.0432559476595564,1.168446661378704,0.9472101620020088,1.675231195606859,1.4716984335237826,1.5499802650941965,1.5812929977223618,0.845443780960471,1.667403012449817,1.7300284777061488,1.1176728442175845
157,7.875,0.993998789898923,1.070367766306921,1.052675737111765,0.8433438379115558,0.9305579323687508,1.8148506230479455,1.1320743886472064,1.1928964095277317,1.2262504209783431,1.2497944290611267,1.00478216312892,1.4839859640057882,1.607651461006271,1.5612768996310895,1.499444151130849,1.2366549700048246,1.7467751451318136,1.545818712506029,1.150373047990457
158,7.925000000000001,0.9944380812535252,1.0732818471801575,1.0372510221985245,0.8095817604817354,0.9204778069501328,1.7842733292303088,1.14495715263313,1.164330370105772,1.135270543896809,1.1217092916659592,1.0531985498763452,1.4653197215670888,1.35084161831966,1.602693445464003,1.6255890661134895,1.0531985498763452,1.7858584106598898,1.7248034222612616,1.110203972717923
159,7.975,0.9953001311198658,1.0526780310724344,1.052678031072435,0.8159086574297747,0.941463922806136,1.7638833103893663,1.109601214778561,1.1880385420301487,1.1650812755174884,1.1746468032310964,0.9043771656502366,1.55251413436624,1.6429518509312642,1.7107801383550305,1.4997587997033095,1.0249607877369349,1.7484625202571265,1.567587087127077,1.0709486742215322
160,8.025,0.9961860703018776,1.0278886351627925,1.050604406105616,0.8259770320495341,0.9654225549662896,1.8572217744066004,1.1392723600886874,1.124157635576731,1.235628728852407,1.1184896138847475,0.8187142443976198,1.3397142181051953,1.3173856478034425,1.6820856293987445,1.384371358708702,0.96012852297539,1.6746427726314932,1.473685639915714,1.1854648089798197
161,8.075000000000001,0.9965050924423252,1.045696844866102,1.0116932934239256,0.855688572776777,0.9178991274505344,1.7895090274756993,1.158795731034838,1.1457336213452338,1.0766910415573294,1.171857840724441,1.073241739864404,1.2864198936730873,1.4481412517348458,1.646617463901551,1.3599296018829774,0.992381060833524,1.6392664930805612,1.4628431933768231,1.1658789741901343
162,8.125,0.9979698809112736,1.0494864128670156,1.0543339251666324,0.8347550212538108,0.9599682744418824,1.789669579398929,1.1685381187836468,1.164851878661301,1.1574793984166092,1.1224601172543234,0.95842243180993,1.2198103677580936,1.4158513197192162,1.5175021836990576,1.357765111730735,0.8785538958257691,1.6990215836630596,1.3214612317379346,1.1491289360986412
163,8.175,0.9991253931173774,1.059945886112125,1.0664444249427578,0.8532062925494874,0.922684388855531,1.7296111041529798,1.1124130364604956,1.1269781826007317,1.185238767161674,1.066896954772259,1.054317964923874,1.398585055511261,1.2910015897027027,1.470307366050301,1.355551669187838,0.932390037007508,1.334034976026126,1.4703073660503003,1.0868125627599277
164,8.225,1.0010039448054364,1.037637502307281,1.0602756373299411,0.8492755755693902,0.9360133119730132,1.717639255002855,1.1906567401171624,1.0755479314049297,1.174469563892005,1.1816638644365192,0.956514958759324,1.3391209422630534,1.3178650542906245,1.3745474222171032,1.3107797582998142,1.1123914705571398,1.2682679823549556,1.3532915342446732,1.1499869186716414
165,8.275,1.0009382358547447,1.0498380700309553,1.048169011096089,0.8599077777408892,0.9504439952413376,1.691614340533869,1.1709809353065337,1.192303805145195,1.2082959575241925,1.19941142842475,0.8259919780936337,1.259987763193678,1.336987015388848,1.434986063637245,1.357986811442075,0.8819914342355751,1.3719866754775605,1.1969883750339942,1.1149177435198478
166,8.325000000000001,1.0009283435934435,1.0573839696238156,1.0399038229020243,0.8834761921956978,0.9434789502489898,1.806538913772472,1.2342049138795417,1.1745136378170895,1.1429123740193192,1.165735508984375,0.947505906125033,1.113492342234528,1.300227082857709,1.2863948798485836,1.2518143723257735,0.9198415001067832,1.314059285866834,1.2656465753348976,1.0200543994586044
167,8.375,1.0023882386561556,1.030131264789552,1.0571799503249937,0.9027848338376508,0.9427954429118413,1.816257816393024,1.222981624218798,1.217777447094463,1.198695464305234,1.2906359268351568,0.9362262079233524,1.2369119973293918,1.373587356150319,1.4965951790891527,1.3189172126219475,0.8473872246897491,1.4419250355607818,1.2095769255652056,1.0792472084038225
168,8.425,1.0033855400005451,1.06560111745523,1.0385504997863757,0.8870691184611954,0.9499690762126978,1.6987688809528978,1.1707963125033596,1.187938279011461,1.2102228354719944,1.1896524756622713,0.9724170091868718,1.080463343540969,1.3573320753233415,1.343826283529079,1.0804633435409683,0.9251467379069548,1.2425328450721138,1.2492857409692453,0.9868875003950088
169,8.475,1.0037446006983584,1.0454269566561138,1.051473566146667,0.9174811104716324,0.9341755015642252,1.710970164023159,1.3213432949881825,1.1621044876434523,1.2247835926621229,1.179044786297147,0.9543034908247972,1.1077928634749394,1.1745273733228272,1.2412618831707152,1.2279149812011376,1.0143645496878966,1.4080981577904357,1.1745273733228274,1.0516813980518185
170,8.525,1.0057372293299385,1.04483713992501,1.0360305655969249,0.911665096934704,0.9460675534228056,1.8098284448552395,1.113354223708357,1.1669291637965784,1.2573368751954537,1.238920489540127,0.9629283739341358,1.1475995689352032,1.2135535671498696,1.3718431628650696,1.226744366792803,0.7980433783974683,1.1739811682210692,1.0288823721488023,1.08379917066224
171,8.575000000000001,1.0048041339840812,1.0398378653171558,1.0643960690122394,0.9121672952214716,0.9315972566259608,1.7391416827463393,1.1864553630153425,1.221205101681064,1.2079671059988846,1.2261693500618809,0.866988429336682,1.2189987690673645,1.4667097488778449,1.336335548977592,1.0364748892070106,1.0625497291870611,1.3037419990025292,1.101661989157137,0.9855890407765558
172,8.625,1.0050171068706284,1.0499401629121117,1.0431802321002688,0.9125966067519692,0.9071093667264034,1.6945019294334829,1.2626983489600854,1.2267147172539687,1.2136297602699269,1.2414352938610167,1.0567094049234207,1.088926155073525,1.3466601562743592,1.3724335563944428,1.2049064556139002,0.9729458545331496,1.1855764055238374,1.0502660548933995,1.0848497499524916
173,8.675,1.0054834884920714,1.047287890216374,1.0354421165161305,0.9112603919242176,0.9278719094853366,1.613585966423504,1.1479419200006888,1.2368669983106009,1.2966893237190884,1.209381065014811,0.96176269268517,0.9936091394628248,1.273857871106186,1.3120736072393715,1.159210662706629,1.1146256372179122,1.1273642159289743,1.1209949265734434,0.9694318370112176
174,8.725,1.0071070405201272,1.0221072891866023,1.0269115537656224,0.974576065109648,0.9068785530215638,1.5855551346022594,1.2163381627341932,1.18277298347346,1.2243298720819873,1.2355182651688976,0.9129922497327896,1.265596153077867,1.2907821461739435,1.1837416755156176,1.2278171634337514,1.0892942014053284,0.975957232472982,0.9759572324729822,1.0283209681191623
175,8.775,1.0070932632648415,1.0018837801799891,0.9600273022524696,0.9124769643899922,0.918109538244251,1.738196999368681,1.2736243468101427,1.183554138661039,1.281525242261818,1.1914550341127144,0.7905683873161676,1.0146665128546088,1.1516153673503229,1.2885642218460371,1.1204906276922062,0.9586419814699983,0.9959916690597388,1.1391654714870765,1.0040586934201083
176,8.825000000000001,1.0065119940979874,1.0158041979764605,1.028424706648228,0.951631799043796,0.92051130991844,1.6248171164396656,1.2592332652407408,1.1889286784717177,1.2139258648784814,1.265482561842432,0.9970468669061596,1.0893660212493237,1.181685175592486,1.2555404990670156,1.2986227710938256,0.9355007640107178,0.9108823228525408,1.0709021903806903,1.0693949388812092
177,8.875,1.007041879386538,0.977111755156446,0.9576681888970214,0.965232176156346,0.9143793400299882,1.5648521439255412,1.2373608758976882,1.291427830524929,1.2435399564265155,1.2991516811859627,0.9675878373550194,1.0284424183207437,1.3327153231493656,1.3874844460185185,1.2110061612179177,1.0710406249967503,1.083211541189896,1.1197242897693305,1.0389367287117726
178,8.925,1.0076422575389616,0.9607421790309562,0.9923077822846608,0.9329885157830792,0.9025614958725428,1.5259828009868863,1.2617235171323002,1.1914580428125845,1.1822929809447942,1.231173310906336,0.9567769131676808,1.179423113087204,1.2937549454783106,1.31180734006638,1.161370718499135,0.9748293077557504,0.9627943780303708,0.9026197294034728,1.017197172605301
