,r ($\AA$),g_full(r),O (DOL),O (DOL),O (DTFEG),O (DTFEG),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
99,4.9750000000000005,1.0725303914338258,0.6517523499366766,0.607024247490042,0.375468386743407,0.3577992861907761,0.4227332307216953,1.3216487213367942,1.1807376444295632,1.3265077239887684,1.2147506629933775,0.6125288191578719,0.4785381399670875,2.7946627374077906,2.4692568022301726,0.4211135631710369,0.5168211911644545,2.660672058217007,1.8567279830722996,0.2191509359359479
100,5.025,1.070192062961968,0.6764260116021147,0.6665838341846239,0.398342265166658,0.4048369760117665,0.3286323687624927,1.1954597762229802,1.581245600422429,1.2526132316599363,1.3431062027684486,0.6566874298943092,0.4690624499245065,2.607987221580258,2.476649735601396,0.4690624499245064,0.6942124258882697,2.739324707559119,2.645512217574218,0.2211294406786958
101,5.075,1.0708861219965726,0.6859703851120069,0.7271987842172042,0.4202462678022409,0.4372259149861695,0.4202462678022411,1.1393343260416304,1.372804474820652,1.321441042089268,1.3587962658939112,0.6806008579558175,0.3862869734343829,2.446484165084427,2.501668018432197,0.4046815912169725,0.4966546801299208,2.943138845214349,2.8879549918665783,0.1610467556883871
102,5.125,1.071840460612551,0.7896337760408609,0.7603880806319399,0.5099048950666838,0.503661161657704,0.3846139779931554,1.2454166906445034,1.369042612142304,1.3415701851427926,1.442302417474334,1.154396932504708,0.7395355348858287,2.2366440567278745,1.6774830425459049,0.6313108224635127,0.6132733703931262,2.922067235402546,2.976179591613703,0.2733226155563605
103,5.175000000000001,1.067740434925006,0.7854161261033226,0.7676999728829466,0.4919344496950538,0.5286764417884604,0.4805036077104377,1.3876225680609855,1.4100760076736223,1.3247529371456006,1.369659816370875,0.9552917944285698,0.6368611962857131,2.0521082991428536,1.715987112214283,0.3891929532857135,0.760695317785713,3.007400093571423,2.7597318505714235,0.3097658199620986
104,5.2250000000000005,1.066987669044127,0.8093514903613075,0.8358333387166876,0.5266160919237083,0.5186067217043362,0.4052741331002226,1.193796631197393,1.2951151644724488,1.4360800803333955,1.400838851368158,0.659438148061627,0.8503281382899927,1.9436071732342672,1.752717183005902,0.5032554287838734,0.5900236061604033,3.1410080210303795,2.6724598631971177,0.2921785564719881
105,5.275,1.0645396414322656,0.8541650157762225,0.7867736694744863,0.6188375459959744,0.5697234550439129,0.3933056403441086,1.2836458811230784,1.4219511612440836,1.3873748412138325,1.2577136411003909,1.2088614919667415,0.6980749460653012,1.7196480378681809,1.3791236739338877,0.5107865459014397,1.0215730918028798,2.928509529834922,3.813872876064086,0.3841323309483279
106,5.325,1.0637986309173098,0.8724608015306037,0.8923799979125808,0.5610025753610521,0.4954558827071832,0.504709533434789,1.4123384423007117,1.467474777886023,1.37416713304934,1.412338442300711,0.7017351801767117,0.6014872972943242,1.5872581456377994,1.5872581456378,0.5680713363335285,0.6181952777747222,2.740108798785253,3.1411003303148024,0.4219617519284157
107,5.375,1.0603080269632064,0.9024433719624207,0.8297161331474249,0.590348964926418,0.5922411090447716,0.445410725460508,1.336232176381525,1.4236492346494745,1.269628703415468,1.3487203275626607,1.147900765134701,0.5903489649264172,1.5086695770341776,1.2298936769300373,0.4755588884129472,1.033110688621231,3.3453108012496977,3.1157306482227565,0.4307137856350902
108,5.425000000000001,1.0574838352303315,0.9357834626473928,0.902006208868487,0.5776597536765504,0.551655777626802,0.5802601512815254,1.2299880671530925,1.393441630894367,1.393441630894367,1.332146544491389,0.9980573664808148,0.7082987762121908,1.3844021535056463,1.1751320605338629,0.8209826724277668,0.6439079783747187,3.2195398918735987,3.428809984845381,0.5854306211549738
109,5.4750000000000005,1.054674589227064,0.9383660911684156,0.9187696908709232,0.5653334846447295,0.5525678898301711,0.5857584363480226,1.331998636079065,1.4764322231237827,1.5687092370690188,1.4242756500243008,1.1379615948977773,0.616395863902962,1.4540620379249378,1.248596749957283,0.6796159525083942,0.9641063512328386,3.161004430271602,3.2716395853311058,0.5907530218410645
110,5.525,1.0517752586434528,0.9214590555927784,0.923679438859268,0.6106623311886406,0.555147573807855,0.5476262195820716,1.430131782074043,1.4419510530002744,1.4695293518281485,1.422252268123222,1.1174583421164563,1.0553773231099866,1.132978596868074,1.132978596868074,0.7294519733260201,0.962255794600282,3.414456045355834,3.4299763001074512,0.7368953608089382
111,5.575,1.048104480627276,0.8897397283796513,0.899189578435971,0.583928550656036,0.5487521319418172,0.5726720966674856,1.5709788597770236,1.3736391507902543,1.4471578659029725,1.5361542052499464,1.2346922968690888,0.8993437717935339,1.112747378659796,1.1737198377644424,0.6554539353749483,0.8688575422412106,3.216297217770092,3.5668888576218065,0.7750657237715632
112,5.625,1.0439083675953809,0.911836985419414,0.9339724173285776,0.5908707260715407,0.6357907227904294,0.6423559530801133,1.4025405129382338,1.5089663513183704,1.4861608145226268,1.3683322077446187,1.212839911410004,0.958293263336299,1.3326265693270407,1.0930532534929662,0.6887732830229645,0.9732665955759292,3.488786411833712,3.488786411833711,0.7058856627253989
113,5.675000000000001,1.0409594673204203,0.9828286634415566,0.9737089113896364,0.5737153109026171,0.5652283980194425,0.6348210836614756,1.486228184101572,1.4040748673924397,1.441417284078409,1.527304842456138,0.92677088684269,0.7355324498751504,1.1474306218052353,0.9120602378451867,0.7649537478701565,0.6914005028826412,3.545266408398228,3.471713163410713,0.8421096007754263
114,5.7250000000000005,1.0408723752110638,0.9167947509446376,0.9609111900878377,0.5754129524173794,0.545391407073864,0.7301906972995034,1.4713892945582951,1.4860664945040132,1.405341894802561,1.482397194517584,1.0696565414985877,0.7805601789314011,1.445481812835928,1.113020995883665,0.7371957245463233,0.9540179964717128,3.700433440859978,3.425791896421151,0.9199459251691504
115,5.775,1.036746313087337,0.9335052122725428,0.9186016457485982,0.5868006923674487,0.5540185307826753,0.7356317059623215,1.5542022807341198,1.460445298601667,1.460445298601667,1.3450520898232634,1.1364482682721555,0.8381305978507144,1.2358874917459697,1.349532318573185,0.7813081844371063,1.0512146481517437,3.3667279947562627,3.636634458470899,0.9232192628348652
116,5.825,1.033031410518284,0.947511727088946,0.9335287711726646,0.5703257983515692,0.5703257983515692,0.7514122947773212,1.495735794320895,1.3752262753471738,1.4886469990871465,1.229905973055332,1.5079800769973697,1.1170222792573112,1.3543895135994894,1.0751339437851617,1.075133943785162,1.00532005133158,3.8816524204191567,3.895615198909873,0.8039995818684957
117,5.875,1.029316267245489,0.9674539240811606,0.962871936619342,0.5860000348272101,0.5796648993155645,0.790941668628943,1.5017438730355703,1.3867611634992043,1.5749146881950766,1.5261341447554058,1.0020072667585982,1.0980901553518885,1.290255932538469,1.111816282293787,0.9196505051072068,0.8098414895720178,3.925672305383006,4.021755193976296,0.9151685044731178
118,5.925000000000001,1.0254935961491425,0.960848111156535,0.9531252864185048,0.5808230274129618,0.5808230274129618,0.7502427201275207,1.5758522888523276,1.46622778180173,1.4662277818017293,1.4628020159563992,1.1201216203370614,1.025653531874899,1.403525885723546,1.4575076505590672,0.998662649457139,0.8097264725328158,3.4953192730999856,3.6302736851887873,0.9270541858998158
119,5.9750000000000005,1.0237356363225998,1.0062201045824035,0.9258490647824256,0.5833925826040363,0.506831876225554,0.8219557436793885,1.3811551430678246,1.4013671695517438,1.435053880358277,1.4013671695517445,0.822772391214092,1.0085597053592097,1.2341585868211378,1.2606996316990118,0.782960823897281,0.822772391214092,3.755557850219161,3.450335834123611,0.8445739637923455
120,6.025,1.019841783967074,0.9273504630117896,0.942910034538833,0.5089960198446657,0.5285727898386908,0.8613778797371257,1.4709683792433987,1.318570754366831,1.4544034200176847,1.4245864934114003,1.0179920396893294,1.37037389958179,1.513936879537978,1.4617321595539097,0.8483266997411082,0.8483266997411084,3.171436739032143,3.62822803889274,0.8218248138308285
121,6.075,1.0151238922933818,0.9145970600515476,0.9617349272697332,0.5065768870822203,0.5154642008906801,0.8439985680100853,1.525063049531738,1.2089709217441758,1.3653876447730724,1.3914570986112216,0.9627923292498336,0.9884667913631626,1.463444340459746,1.3735837230630952,1.1168391019298065,0.8729317118531826,3.157958839939456,3.8254948548860086,0.7521569461976251
122,6.125,1.012192490892606,0.9581418316760996,0.9635618671789812,0.5172827978391356,0.537682682824341,0.8943892431370745,1.3816550673551218,1.2566329150886493,1.3207468393278663,1.368832282507278,0.820852514880882,1.325992524038348,1.6543335299907018,1.401763525411968,1.149193520833235,1.0102800183149316,3.4096950618129,3.725407567536314,0.6548779404434287
123,6.175000000000001,1.0085310660353064,0.9545385299835644,0.9272829294998628,0.5705859275478322,0.5576832306937359,0.9304278064787512,1.299444936505917,1.3593707952282768,1.3562168026639423,1.3025989290702509,0.8945869818840385,1.0685344505837129,1.404004568790227,1.3418804728260576,1.0933840889693802,1.0064103546195435,3.01923106385863,3.4416749164149825,0.6610510946064868
124,6.2250000000000005,1.0071202692043106,0.963753629998159,0.9456796054791368,0.5134931071562535,0.5501711862388428,0.9000236328727743,1.182444841808714,1.4679695805131805,1.359346038614742,1.3158966218553665,0.8802738979821488,1.1125683988385493,1.2592807151689074,1.4304450842209917,1.1003423724776866,1.0025341615907808,3.3132531437939203,3.349931222876512,0.5681359596670508
125,6.275,1.0043746978578376,0.9421447108128288,0.9157508882200214,0.5553215334211881,0.5122841145810458,0.9559860197845752,1.3988549426879728,1.2766842053353122,1.3041726212396612,1.224761641960431,0.998653224269104,1.4919638531249255,1.600251552142058,1.4197720537801704,1.1671007560735307,0.8422376590221351,3.0681514721520644,3.248630970513952,0.5550665388395147
126,6.325,1.0006388335460583,0.9182722064205572,0.9340850119431748,0.5561415832432567,0.5506758182973772,1.0912399714448773,1.2686040439386732,1.2926534097005438,1.2836348975398422,1.2986657511410105,0.769761896544721,1.3026739787679904,1.350043941632281,1.409256395212644,1.1368791087429728,0.8881868037054471,3.4580072890932096,3.4935347612414294,0.5104355182111309
127,6.375,0.998099054635642,0.951177623031354,0.9200461520262366,0.57300877875503,0.529965865796906,0.958780886142218,1.1748025055508042,1.1244961010309964,1.1925577071460305,1.086026497574673,0.9792262697973276,1.2240328372466591,1.3988946711390389,1.480496860288816,1.1890604704681835,0.6644749687910443,3.194142832434141,3.4272919442906478,0.6162987492492666
128,6.425000000000001,0.9928108249431734,0.938620182426518,0.92493767247861,0.5800159489750013,0.580015948975001,1.127455659719898,1.0895824721840868,1.19737539055524,1.2177686453822152,1.1973753905552396,0.6886034097420093,1.2050559670485164,1.3657300959883187,1.7100318008593245,1.1132421790829148,0.5738361747850075,3.270866196274546,2.9839481088820423,0.5333163142797813
129,6.4750000000000005,0.9885972025513444,0.9716016481541137,0.9225635172711268,0.6232473980231573,0.5632696149497989,0.9724224046980566,1.1588750781652355,1.101505024790719,1.0527404794223802,1.1158475381343482,0.7571108558970289,0.99441425849162,1.5481221978790003,1.2656181471711527,1.231717661086211,0.8701124761801675,2.813740345050153,2.825040507078465,0.4566187921645195
130,6.525,0.9856174401823076,0.9397874123879152,0.9466859083568838,0.5777815074601229,0.5739296307437219,1.0620908066022527,1.1185849984427971,1.1016367408906345,1.1383579655869889,1.2174498341637516,0.8902115077904108,1.2129131793644343,1.3353172616856162,1.5022319193963185,1.0126155901115923,0.7455521377744695,2.7040174549133744,2.8375491810819358,0.4496476493431158
131,6.575,0.9826258837675212,0.9224128027341884,0.9224128027341884,0.5804079591649098,0.6208721306099583,1.1266742736730608,0.993142507904402,1.037653096493955,1.065472214362426,1.154493391541532,0.7671332503123719,1.2712493862319316,1.43563508272744,1.5671436399238468,1.413716989861372,0.8986418075087792,2.761679701124542,2.717843515392406,0.391170861456659
132,6.625,0.9799714035823384,0.9656799780995856,0.9713422807430274,0.6352002062693001,0.5953445070524029,0.9946487935816944,1.0138293488298264,1.0384900627202809,0.9836884762970476,1.0494503800049286,0.734009127244526,0.9175114090556576,1.2413389651929487,1.5327837657165106,1.3924584913903513,0.636860860403339,2.7309457234244854,2.698562967810757,0.4507150883380254
133,6.675000000000001,0.9788746015494144,0.9492388255799048,0.9502529696243276,0.6159045712025012,0.5901396389410418,1.171445586821011,0.9690068333381172,0.9015272488438196,0.979803566857205,0.9447141829201702,0.7230539720358712,1.1483798379393235,1.3823090641862228,1.254711304415187,0.9676163449303558,0.84001858515932,2.3499254091165787,2.7539849817248614,0.515599110911533
134,6.7250000000000005,0.9747121355076798,1.0041155648740396,0.9956230451711248,0.5390915962463982,0.6587554259064732,1.031768131291312,0.872216358411212,0.9865617956419502,0.9067859092019004,0.975925010783277,0.7961472303310033,1.037086523720649,1.278025817110295,1.3618307887240846,1.1208914953344389,0.6809153943620423,2.2522586121206016,2.514149148413695,0.5079607463121554
135,6.775,0.9740807198699942,0.9780285137454412,1.0080535461251452,0.6454951704953185,0.6335856655046295,1.100438261139619,0.8541496979321799,0.9458528863604816,0.9799140706338508,0.9903944350256568,0.5573648335642223,1.0424786701849345,1.5792003617652977,1.558557219781438,1.3211610869670456,0.8050825373705434,2.611357460958305,2.2913887602084726,0.4831127157141134
136,6.825,0.9737472267140888,1.0248645305091846,1.0326249812844552,0.6231628405320726,0.6266835345463782,1.1334287596720831,0.8700808474020322,0.9346269043309664,0.8649171628477174,0.8339350555218291,0.7017916735182285,1.1289692139206269,1.1289692139206278,1.6273430110567604,1.1594818953779422,0.8238423993474854,2.2477675340221497,2.44101451658514,0.5171588153122354
137,6.875,0.9710490784283404,1.0090556854360764,1.0286536404824425,0.6974037429581713,0.651141471451825,1.1602577693791654,0.8065827037131482,0.9210818256913552,0.8956375763628646,0.8829154516986194,0.7116679433392935,1.1727485826858774,1.34314794940092,1.4333593788382948,1.1627250905261697,0.701644451179585,2.155050814337298,2.195144782976132,0.48266183164963
138,6.925000000000001,0.9690785295515256,1.0242177953738405,1.0303423728070784,0.6793899192967491,0.6805298352687231,1.1159777365629475,0.7899617685782663,0.865196222728577,0.8777352984202957,0.8902743741120138,0.8002210123260357,1.1163577085536047,1.3139431436958358,1.5214078505951776,1.1163577085536047,0.7113075665120313,2.252473960621432,2.0153714384507557,0.5289442745873918
139,6.9750000000000005,0.9678038097165907,1.0541679137440296,1.04905961107831,0.6460882487889306,0.6944044134809724,1.1989150634048509,0.7564288853647094,0.8033966919723224,0.8108126614366822,0.8602524578657481,0.7400987707866243,1.3341254157600988,1.119886297900813,1.2562202819930868,0.9640760303667868,0.7595750542283775,2.307939587847762,2.045009761384094,0.5115505467252339
140,7.025,0.968529003972641,1.053407358647258,1.083164628665542,0.7864627168038387,0.7255395486007241,1.2745126788091483,0.7895642599123597,0.8236812341061039,0.9138475230467128,0.7749426995436125,0.7680011506816815,1.123201682871959,1.1712017547895646,1.2864019273918166,1.084801625337875,0.7200010787640769,2.140803207525188,2.102403149991103,0.5818784228379079
141,7.075,0.9673346814384732,1.0485007212330233,1.0272869743979176,0.7797543331545933,0.7273338737828563,1.1820813588326762,0.845716744530695,0.7760412172824277,0.8361063269792102,0.8985740410638637,0.719325192489951,1.0221989577488777,1.29667830751478,1.2966783075147803,1.0979173990636095,0.6530715563395605,1.930820253525657,1.9686794741830231,0.570495960262908
142,7.125,0.9678823451006638,1.0516383659411233,1.0698851594255008,0.7268529111848142,0.7494661128661197,1.1584420175594423,0.9262798136313736,0.7841396887774543,0.8552097512044139,0.881268774094299,0.8025891898317254,1.157221622548069,1.1198918927884536,1.3158729740264328,0.9985702710697046,0.8305864871514366,1.941145947499989,2.062467569218738,0.5750873418834582
143,7.175000000000001,0.9674937855736222,1.0993510145849084,1.0962789758215972,0.711448577533251,0.7422426204414062,1.1773943026401017,0.8082905331616573,0.8269793316162624,0.8456681300708669,0.8223071320026112,0.8374563852953589,1.260785986653452,1.2791916214951082,1.2239747169701396,1.039918368553577,0.8650648375578437,1.8037522144823108,2.00621419774053,0.6476717525658326
144,7.225,0.9671763098179296,1.1183797447857933,1.097172079346744,0.8136879109411926,0.7602798241226593,1.1381158579290716,0.8754737368685164,0.8432194412996762,0.8063573892210018,0.824788415260339,0.8803607513486433,1.134485504315262,1.243396112729528,1.3976861413164028,1.1889408085223945,0.844057215210555,1.9513150674222504,1.9966944875948605,0.681524802143349
145,7.275,0.9675384063144786,1.1337951255618826,1.0770199931448148,0.8231991201217348,0.8386922026836243,1.2724985144165326,0.8612088160069042,0.8952935976430608,0.7657714274256634,0.90665519152178,0.7877371755911868,1.074187057624346,1.2890244691492148,1.432249410165794,0.9667683518619112,0.7161247050828977,1.835069556774925,1.7186992921989537,0.5908028816933905
146,7.325,0.9675382998448988,1.1230013828488363,1.10194773862595,0.803848748389237,0.8446015366472465,1.2910483320137394,0.8606988880091593,0.833802047758873,0.9144925685097316,0.8853543249052548,0.8035091418204202,1.0684022654974816,1.3597847015422495,1.4480824094346023,1.050742723919011,0.7593602878742433,1.6511671375870172,2.0220175107349028,0.6719635770011987
147,7.375,0.967215553039756,1.1007644134380985,1.1468719039632416,0.8372083855714522,0.81610229181755,1.2271685939768806,0.9397236980904043,0.8092679376496188,0.8689680314106563,0.8689680314106563,0.8623346876594307,0.9755705557359216,1.3414095141368918,1.3065677085748952,1.1062273265934106,0.7752301737544381,1.925009757300344,1.8204843406143525,0.7420771291763132
148,7.425000000000001,0.967222218995592,1.137215184744455,1.1495094029579094,0.8120889958086697,0.81704680408589,1.258688365420665,0.8180383657413333,0.8922071775685482,0.9249287121982014,0.8202198013833102,0.756231022551988,1.2718430833828875,1.1687206712167078,1.1601271368695265,1.0484111903561648,0.9195081751484396,1.7616745411722432,1.7616745411722432,0.6944978778538669
149,7.475,0.9687341681103778,1.140652331635198,1.1066874979388652,0.8443083093621193,0.8785502454312667,1.315086013261367,0.8630924571486229,0.8781589090190473,0.7856078475292956,0.8178931015373482,0.6867954034440416,0.9835588493766524,1.5007751408592014,1.297280206505412,1.017474671768951,0.8139797374151606,1.661875297222619,1.653396341624543,0.7023689953588723
150,7.525,0.9699693841919396,1.138711173378668,1.1159688689348757,0.8572601589677818,0.8427794130392717,1.2084665168872395,0.8983854774047489,0.8134317679574916,0.851660937208757,0.8325463525831245,0.6358656434385649,1.0541983035955145,1.3470311657053806,1.0792982632049315,0.9370651587515688,0.7446321350793719,1.7486305194560523,1.5478308425807172,0.709970286094939
151,7.575,0.971326059752492,1.1335718000717925,1.111128732130114,0.8631288389259707,0.8783717323286369,1.2910730712058225,0.9704007012472348,0.8530304220467045,0.8236878522465724,0.878181196161104,0.8421698604973051,1.18894568540796,1.4614124049806163,1.2054588199275142,1.0568406092515197,0.7596041878995302,1.5109518085392817,1.6265437501761657,0.7423327972030557
152,7.625,0.972834758729946,1.122251401279187,1.169659528341536,0.9562115422992724,0.9054392480178952,1.253511532146893,0.8274003512520749,0.866701867936548,0.8542908626677672,0.8501538609115065,0.7985667026478367,0.969688138929516,1.2956337318470008,1.401566049545182,1.0593231769818243,0.7007830247725916,1.8415925999837857,1.8008494008690996,0.7518367477448703
153,7.675000000000001,0.9732003516728758,1.142579475981462,1.1441136545326287,0.9846261384696378,0.9048166682449544,1.2045661901353348,0.8840290853027114,0.8738208972507169,0.830946507432341,0.8554461587571273,0.812324297713248,0.8686240015151561,1.33510726158811,1.134036890867009,0.8605811866863121,0.6997248901094315,1.5522632619668988,1.6729054843995592,0.8476962690523472
154,7.725,0.9752203141002848,1.142980550629999,1.134651444265686,0.9572647769054464,0.9361957913850398,1.1950695004314316,0.8806835947530111,0.9693565425084628,0.9270353628979066,0.9592800711726162,0.7859647641960505,0.9685626387062444,1.365514539815361,1.349636463770996,0.8256599543069624,0.7542086121073214,1.6513199086139243,1.4528439580593673,0.7565579192771501
155,7.775,0.977016565357736,1.121226057467429,1.1855096847622286,0.9802599767318504,0.9802599767318504,1.2652949810361682,0.8952558828086093,0.8972453403259616,0.8833191377044944,0.9270872030862486,0.7288648904482211,0.9404708263848022,1.4342180102368236,1.3401709275983438,0.893447285065562,0.7994002024270817,1.261798358732943,1.3715199551445028,0.8708951785144973
156,7.825,0.9770296763617292,1.1276060555574308,1.1386754867310964,0.9731294342275872,0.9883066822843478,1.152935184735326,0.8622462454834894,1.0036624862005994,0.932954365842044,0.8956361912083626,0.6576807491262894,0.8898033664649805,1.4546350686557954,1.4546350686557945,1.1141885632257151,0.8201665812633733,1.48558475096762,1.176087927849366,0.888461160854518
157,7.875,0.9788651897158788,1.1348270698756588,1.1064108543217903,0.99518916502331,1.0436704795284308,1.1538552852218882,0.9017524497952578,0.8726636610921844,0.9327804910785348,0.9133879652764864,0.6417163083586978,1.184119378519025,1.306351056301634,1.3369089757472858,0.8861796639239156,0.8709007042010898,1.3751063750543515,1.1993983382418514,0.8360553215679082
158,7.925000000000001,0.9812304730916304,1.102206577184789,1.097170385252483,0.9878935732947436,1.002690217123828,1.21402110663569,0.9325367175576984,0.8616869053407897,0.9536001752438074,0.936366437136991,0.8297725755133532,0.8599461237138385,1.3578096690218509,1.327636120821365,1.108877896367845,0.626101125160075,1.2672890244203938,1.2144853150695438,0.8204588017065708
159,7.975,0.982336555773586,1.1278598669012667,1.1040593594737431,1.0537605728760524,1.059777150372082,1.225318982619983,0.973826043285944,0.9738260432859438,0.8887344472706671,0.949244026659308,0.74490959474653,0.9385860893806278,1.3110408867538927,1.4227773259658725,0.9609333772230236,0.8045023623262523,1.318489982701358,1.2737954070165662,0.9055212247158584
160,8.025,0.9853248883216976,1.1222690153756996,1.1436689559627322,0.98549633537253,1.0279380380156191,1.1372678640242162,0.9113082391524098,0.954259242227216,0.9430546327294403,0.918777978817593,0.7209430555639404,0.8901439767677222,1.3830336167961292,1.4786689200852243,0.9563530328909408,0.794508673478628,1.191763010217942,1.2653286281326293,0.948771270228306
161,8.075000000000001,0.985795180868702,1.1264313776560346,1.0824274450315146,1.0127325428779044,1.0521352163176902,1.1158501776245786,0.9682997409138898,0.9295677512773346,0.9074351857707312,0.9314121317362184,0.7556370849729167,1.068063956644411,1.2787704514926277,1.576665840760796,0.9009519090061694,0.7992315321828922,1.2351760042826525,1.2351760042826525,0.9395048215047894
162,8.125,0.9886471833609166,1.101316509343334,1.096182964396115,1.056615179495244,1.071520409300036,1.1513461955879214,0.8197876392635512,0.8835489000951608,0.9363796590699228,0.9181621559751776,0.7535421734644765,1.0693122271067337,1.2702568066972604,1.2200206617996283,0.925780384542071,0.8253080947468079,1.3707290964925236,1.0980185956196655,0.8796451494320008
163,8.175,0.990181946660098,1.15177985084303,1.1592172317407543,1.0429118191452869,1.0862642320195612,1.068923266869851,0.9681493561885188,0.9825456291429948,0.9897437656202328,0.9789465609043756,0.8861342254175645,1.063361070501077,1.3965475392580806,1.531239941521551,0.8861342254175646,0.6309275684973055,1.1058955133211197,1.1909643989612064,1.0765988307664989
164,8.225,0.9912354129153104,1.1304718229906472,1.09106394260279,1.0714814442590546,1.0625928349929536,1.0150791781887063,0.929748529234139,0.9190821981148176,0.965302966298542,0.920859919968038,0.6372863491998295,1.0854877376480612,1.4216387789842349,1.3165915785666806,0.9524279504524924,0.7843524297844056,1.155519204593097,0.8753933368129527,1.1201461677177995
165,8.275,0.9926401343277108,1.11025301707381,1.1152021389924156,1.0633621057676017,1.0481940276823278,1.0836394312079156,0.900983838265252,0.9694796856187508,0.9290846987179698,0.9396225213877388,0.8440902401138219,1.0516534139123028,1.3491606296901253,1.2938104500105303,1.0308970965324546,0.9686281443929105,1.113922366051847,0.961709371932961,1.1392676651653353
166,8.325000000000001,0.9941775952891042,1.0604458408632622,1.1021725754560996,1.065613810013282,1.0656138100132813,0.9405165855365194,1.0637207877008978,0.9387813150834996,0.9561340196136944,0.9509282082546356,0.7861300991709144,0.8066378408884162,1.2509722447676288,1.3330032116376376,1.0664025693101102,0.8544892382292543,1.0937462249334464,1.0800743971217777,1.0473596662867148
167,8.375,0.9958447245669004,1.1193299058471176,1.0842199893759417,1.123071329550116,1.109822049465207,0.9721854104655194,0.9979046012185758,0.9670415723149086,1.0047630520860575,0.9584685087305568,0.7902805885939047,0.9456348923345872,1.3711705938851515,1.3981887336661398,1.0604619864037867,0.8713350079368696,1.019934776732304,0.8443168681558814,1.2032032299916091
168,8.425,0.996783699902536,1.0780733801592783,1.0978078205401098,1.1405865493557186,1.0612614888671044,1.053868085171078,0.9183223507439296,0.9606803927524132,0.9759292878754672,0.950514462670378,0.9077456760121144,1.0145392849547157,1.301547108987958,1.4951105251964236,0.9010710754532012,0.7742536648338618,0.9811662821601526,0.967817081042328,1.1664886099234295
169,8.475,0.9988562745739824,1.0446298267134908,1.0745123420816878,1.106618723702167,1.1035743805833151,1.0314234486665566,0.8757052981373525,0.9527271790442708,1.004633229220672,0.9929125082130976,0.7387605968410602,0.9036625157787974,1.3324075050169124,1.2466585071692895,1.141121279049138,0.8179135179311742,0.8574899784762311,0.982815436868911,1.2282837219162266
170,8.525,0.9988793152755134,1.0672299459146164,1.0594580995272396,1.1079674646427444,1.1410635735662205,0.992883267704292,0.9300006607496872,0.9680611860116848,1.0011572949351608,0.934965077088208,0.7887905960095213,0.893093484738053,1.4211268589262442,1.382013275653044,1.1473317760138484,0.9713206512844514,0.8018284571005878,0.9191692069201852,1.161234393197692
171,8.575000000000001,1.0024231061050466,1.0628091722096258,1.0695688720617829,1.0712942499960747,1.0861630112729117,0.9911516267139258,0.9273646408362968,0.9502625332026252,0.8930178022868043,0.9600759156453376,0.8955950542414561,0.985798872654264,1.346614146305498,1.2370809382328036,1.1533202497066233,0.9406969634478606,0.8633794048083102,0.8376068852617932,1.2301775847828422
172,8.625,1.0023518299276128,1.0799820772046755,1.065404141404387,1.045682301101142,1.083894163123109,0.8729940785018664,0.9796933547632052,0.969993420557629,0.9279603723334652,1.0120264687817937,0.8725041828349173,0.9489279068788518,1.5157371935380315,1.2291482283732778,1.1081439986370485,0.9680338378898352,0.7897118151206551,0.7260253784173766,1.2717141631086344
173,8.675,1.0044462483891596,1.0942878648744272,1.0966895940703103,1.0728885417156495,1.1041236177439326,0.9013135426951786,0.9604422680138334,0.9716287836146604,1.0035902567598798,1.0387478772196206,0.9506116936979566,1.076520527300335,1.196133919222594,1.1394749441015235,1.0450433188997403,0.963202577058195,0.6799077014528432,0.8121119767353405,1.301614686964994
174,8.725,1.0062717815352389,1.050025844198483,1.062787605447928,1.0771432897156796,1.0218499341769425,0.9463062847915488,0.9289283730508026,1.0063390708050362,0.9399870441585504,0.9494659051080486,0.9086302061690494,1.1015585376159025,1.3504983201279694,1.3878392875047805,1.0579940756762902,0.8899597224806438,0.7717133257874113,0.8961832170434456,1.2783565872367189
175,8.775,1.0060784495204036,1.029584895389009,1.060686633465736,1.0613534803370208,1.079101866295834,0.9324292047322028,0.9683519379128406,0.9870942334853472,0.980846801627845,0.8965064715515653,1.0521243196384378,1.0767354148346584,1.1136520576289892,1.3966796523855285,1.0090549030450515,1.1136520576289894,0.8306244628724504,0.8121661414752852,1.2659018174525485
176,8.825000000000001,1.0089673190956585,1.0257839183127264,1.059435200700814,1.0886680786374148,1.013563317570875,0.8771113030724127,0.9821175858346026,0.9805733757939822,0.9234376042910256,0.9882944259970844,1.094985301530861,1.070652294830175,1.350481871888063,1.2653163484356618,1.1375680632570613,1.1740675733080896,0.6630744325936881,0.930737506301232,1.2782277397462305
177,8.875,1.0083790865796798,1.0346238603918247,1.0590050714074346,1.052839062138657,1.0847643072661317,0.981770690376628,0.9878781285749276,0.989404988124502,1.0153616004672743,1.0107810218185502,0.9383245959205436,1.2210249549478869,1.221024954947887,1.154861041132977,1.0886971273180666,1.052607719782661,0.7398328544758127,0.7699073607553174,1.2760183378589802
