,r ($\AA$),g_full(r),O (DOL),O (DOL),O (DTFEG),O (DTFEG),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
178,8.925,1.010254562467477,1.0239148369528237,1.0426346095951742,1.0273501671304617,1.0445069835488063,0.9073897067333978,0.9526837020778272,0.9632523009915274,1.0085462963359562,0.9889188983533704,1.1062715226548454,1.2192777534636736,1.2847024134056273,1.195486968030236,1.1479053971633606,1.1657484862384393,0.6899327775696887,0.6958804739280479,1.327853557393316
179,8.975,1.0122247374848372,1.0041236788928538,1.0013188641473427,1.1143391685290365,1.025436348140909,0.957028681765924,0.9794240487339252,0.9928612689147256,0.949563559443257,0.9779310242693912,1.0645716863779229,0.999873959581474,1.2410200321864175,1.14691424775522,1.1233878016474204,0.9704659019467242,0.7352014408687306,0.711674994760931,1.313099781613628
180,9.025,1.012150209932918,1.0235405521197458,1.0074523808398153,1.097999262362262,1.0839051398013777,0.9183998720149866,0.9818905384083054,0.9553130501506374,0.9435008331472292,1.011421080916826,0.9481093875084072,1.122608047786028,1.0353587176472177,1.0818916937212495,1.2214906219433466,1.1400579138137898,0.7270777511567542,0.7038112631197379,1.2476654209849911
181,9.075,1.0132945178071893,1.0153106430698442,1.0144876406571963,1.008935731607773,1.0560636506499783,0.8703398232132307,0.9302121936020608,0.9725609433892816,0.937513702186064,1.033893615494912,1.1217772279060092,0.9779596345847262,1.300111043624401,1.2828529324258469,1.116024524173158,1.1160245241731572,0.8283893375305914,0.8111312263320377,1.4082970944371065
182,9.125,1.0136870954746833,0.9800655606984918,1.0210372937177268,1.0438655676932933,1.0642176636671874,0.9099356458005684,1.0240386870993696,1.021150002509527,0.963376310712665,0.9821527605466456,1.0867581570576303,1.2062446560011393,1.348490488076746,1.143656489887873,1.1891751561520674,1.3484904880767454,0.83071565932154,0.7624376599252491,1.3909900591295377
183,9.175,1.0139236917949226,1.0153069062357143,1.0196010935208777,1.0318699319313278,1.0351168480167,0.814326554211381,0.960048148122892,0.9871923665966044,0.9771918650536576,0.9814777942863496,1.1481095277876556,1.0862016610932232,1.2944372127017685,1.1312255641437197,1.210017394482088,1.1199695883810954,0.782290315502373,0.7597783639771253,1.3777658904138486
184,9.225,1.0150721736755888,1.000348444003088,1.0282243958662307,1.00658270616469,1.0380584895737963,0.832373880439186,0.9581485414902688,0.9722805258780308,0.955322144612716,0.9708673274392544,1.096727636880566,1.1579662358942016,1.286010579286349,1.1691005266239538,1.2526077070970931,1.330547742205357,0.7905346418123876,0.7682660603528838,1.2972584852276283
185,9.275,1.0161032981801046,0.9877536990957984,1.0124409758081103,1.040876707495116,1.0154584728798504,0.8919258526496603,0.9800000355915544,0.9911840588222716,0.9702140152646772,0.9786020326877152,1.33827005249372,1.288704494993953,1.162036959161215,1.2226170849942637,1.0904422649948826,1.2171098008276222,0.7379760783298704,0.7489906466631526,1.3519258693559009
186,9.325,1.016376331564871,1.002652120836184,1.0049905165572333,1.0404316563666884,1.0165425911449764,0.8491934026707703,0.9916476705455084,1.028990051444712,1.0359053071667863,0.914196806458272,1.2313346249366903,1.14960887549399,1.23678300823287,1.3294055242679308,1.078779892643649,1.22588624164051,0.9316735436467878,0.9207767770544274,1.4347038708287976
187,9.375,1.0156312836328465,0.9991833259784172,0.9907004214872184,1.0362050293045932,1.0131920724712982,0.8771046412517032,0.9824666652398176,1.057725253802756,0.9906766930830468,1.0974070550450332,1.137379109796919,1.0565227749772326,1.1858929106887308,1.148159954439544,1.2397971339018556,1.245187556223168,0.8139537705181749,0.7330974356984887,1.3831383642012434
188,9.425,1.0176493817979215,0.9962401831380344,0.98911873173955,0.9415469383940774,1.024009219273036,0.90979280635412,0.9504085566377868,0.9788395818363526,1.0275784821767515,1.066840374117629,1.1733438970836854,1.2000108038355874,1.029342600623415,1.125343464930262,1.018675837922654,1.3013450494928152,0.8266741093089605,0.9013414482142856,1.2661338481285704
189,9.475,1.0161241579328828,0.9948133138574964,0.9656207147157132,0.9413786087850364,0.9736509673009534,0.7809910760851797,0.9819321762786226,0.9042349508704912,0.9792529616093768,1.0073847156364588,1.3140330127801485,1.1926564694309785,1.023784756945176,1.071279926081808,1.277092325673879,1.2665378436435164,0.6702096089280275,0.9657351057781816,1.2314818854712413
190,9.525,1.0175256261292238,0.9657196280856554,1.0127853861331515,0.9947876575868512,1.0116586778245444,0.8669294256426179,0.9849060600190604,0.96767351791913,1.0352781061573162,1.0114176632497212,1.148836139995314,1.1906119996315068,0.9504008067233956,1.1279482101772171,1.154058122449838,1.2584977715403205,0.8981809821781541,0.8825150348145816,1.32760911075989
191,9.575,1.0180359756603514,0.9973070105299244,1.001003478322845,1.00767952318521,1.01721968435146,0.8251046888660912,0.9641525378641927,0.9707113986659902,0.9444759554588013,1.0494177282875563,1.317734761088352,1.3642430467738225,1.1317016183464663,1.188545078628709,1.2918968245964226,1.2092154278222516,0.800976031249782,0.8939926026207243,1.3416216697227263
192,9.625,1.0173488573998686,0.9986784366903234,0.9796559902771748,0.9954670984622483,1.035002543392284,0.8451143914745891,1.0060885612792725,1.0034922037017782,0.9697395551943446,0.9684413764055968,1.150658471844331,1.2273690366339522,1.0534917564441424,1.027921568180935,1.3194217143814997,1.2427111495918777,0.8438162126858421,0.894956589212257,1.350105940297346
193,9.675,1.0156616190719856,1.0183119284327256,1.0023819480400828,1.0009725886813357,0.9945486105742796,0.8402563364029779,0.9790142635153962,0.977729467893985,0.995716606593743,1.0291212927504363,1.3007582336773,1.1995319119903505,1.0375697972912312,0.9515274238573244,1.1641026993999182,1.523456141388588,0.7035229357242984,0.8249945217486377,1.368569539991057
194,9.725,1.0154009965179087,0.9973567306073,0.9906678710966405,1.023652768958273,0.9976423936883,0.8316383986319391,1.0325540973839975,0.9727880350969926,1.0261960056513375,1.0249243873048055,1.2924266467479952,1.1772103177743367,1.0619939888006775,1.001881121510074,1.2323137794573908,1.4176617869367547,0.8866647925364153,0.7363826243099042,1.3106751957469287
195,9.775,1.014627421520251,0.9895442121686444,1.0160266379184384,1.0538272582397448,0.9840297959676227,0.8873431474103389,1.0434148499335758,1.0459321354581446,0.9829999973439358,1.037121636122155,1.1453649136785924,1.1800729413658224,0.9866996442512548,1.0164493822688807,1.333779921123556,1.308988472775534,0.8082012161455002,0.7883680574670832,1.334032895086292
196,9.825,1.0143565589340438,0.9912006517956096,0.996583795831335,1.0125482795420286,1.0108493730327304,0.8758429357604601,1.0589850574628603,1.0328218972196603,0.9979376835620606,1.0851482177060603,1.2171721302175602,1.1877244173897166,1.0552097096644175,1.0846574224922625,1.285883460149197,1.3055152687010931,0.8490757198695077,0.7607325813859751,1.290741331142907
197,9.875,1.0146939619261552,0.9987967168385338,0.9920778337978664,1.039879600190885,1.0325920342596282,0.8410972248659855,1.012523198848936,1.001423675353637,1.0507548908882982,1.0223894419558683,1.4235045452388426,1.1708689262886045,1.0591262486759996,1.010542475800954,1.1805856808636144,1.297186735763724,0.7384733477006971,0.8599327798883114,1.2564358568828176
198,9.925,1.0127135024271208,0.9841715009390024,0.9876118580851416,0.9839228970426608,1.0122252477190152,0.771599772164758,1.0328693152711783,1.042636400994784,1.0328693152711783,1.090250943897356,1.341864390890669,1.173530148305818,0.9667195074158575,1.0484818538142142,1.13024420021257,1.4236267372890248,0.8560998622886697,0.8849571610175015,1.2648625172417949
199,9.975,1.012960743134793,0.982731221216951,1.0049834531206618,1.0471537667283937,1.0136404510041377,0.8122309174875436,1.0032018772539597,0.9826543689246616,1.0455055708731025,1.0708877870445888,1.3570145875231536,1.2713084030480073,0.947529483919676,0.9046763916821028,1.347491678137027,1.447482226691364,0.8094472978208292,0.7856400243555104,1.3083311426001976
200,10.025,1.012306744356261,0.9900380067346484,0.9868907469493884,1.0057302880415755,1.02150431635591,0.8974878178845851,1.0327093157791962,0.96689354246766,0.9812533475538135,1.0315126653553506,1.3623683764817722,1.24923051822723,0.9192450983181508,0.9192450983181508,1.4283654604635885,1.4283654604635874,0.8438198594817896,0.886246556327243,1.1619719829917965
201,10.075,1.0115379869064598,0.9969291184913344,1.0096160932075668,0.996311190757026,0.970460954456303,0.8542426004209701,1.021299752514392,1.078170272375982,1.0781702723759818,1.0058973200518773,1.3208752687549905,1.3302100763080302,0.9661525817395168,0.9661525817395163,1.3348774800845489,1.3442122876375877,0.9708199855160352,0.9008089288682446,1.200761061363338
202,10.125,1.0105013959945188,1.004297315710397,1.0157573684681194,1.0222225273329184,1.0046255824179535,0.8810203754092044,1.0182765457459249,1.0030258601529556,1.0041989898139536,1.0827986771007934,1.5343113990502084,1.1461121294110002,0.933526815084766,0.9612553343447092,1.2755118859574026,1.395668802750491,0.9566339144680518,0.9104197157014794,1.260515850031107
203,10.175,1.0095305847116225,0.9983793929182596,1.005799043051422,1.0153688961952043,1.0042806243178777,0.8479887921422239,0.9885458385110036,1.0024853802996434,1.0292028353945348,1.0106167796763494,1.381985885409038,1.148604163038637,1.0021685725317195,0.8465807576181195,1.1897891728687071,1.4368992318491316,0.906070216261555,0.9564074504983072,1.197307071488482
204,10.225,1.0089109838915775,0.986910415822392,1.013706319383149,1.0384032205727185,1.0295145726624788,0.9006814641281804,1.0007571823646444,1.0065086604242115,0.9708494964548964,1.0444684156173536,1.586013646729062,1.3277199956903285,0.9878599285341012,0.9516081880374369,1.481789892801152,1.3775661388732423,0.833790031423278,0.9289508502270218,1.1566339754892336
205,10.275,1.007239634434557,1.0226964115805262,1.0077165520260931,0.9967368088142172,1.040230778653383,0.8292850249334287,1.0081280866292368,1.0035715755032286,0.9967368088142172,1.0138237255367464,1.5257408467389924,1.265467408177635,0.9513442926725484,0.9692941849871244,1.4494538044020435,1.3462419235932284,0.8840321964928867,0.9423693465152596,1.2421142319520375
206,10.325,1.0069966093523497,1.0115437816933015,1.0132392248639583,1.0435126668630943,0.9860810114878292,0.8810631273730568,1.0525376412792085,1.018693987218784,1.033359570644968,1.0435126668630952,1.4043407159618655,1.248796649320519,0.9510408646070851,1.0488114207816457,1.3554554378745851,1.395452483582359,0.9021555865198057,0.8266056112940091,1.153792328733459
207,10.375,1.005858324330868,1.0194484545429,1.001817474476685,1.0507459393873786,1.0151962942655244,0.8737087066805446,0.9295724347291728,1.0345962434605938,1.0524726364361547,1.0167198504850328,1.4788652370691389,1.3468236980451094,0.8626713882903315,1.095944773899452,1.3204153902403033,1.63291369926384,0.8934810807292719,0.9374949270706152,1.1501087521521658
208,10.425,1.0050743399981876,1.01177188267609,1.0053274757800643,1.042200008266147,1.0467269388039824,0.8531755086974122,0.9704733088555524,0.9837523050998696,1.063426282565776,0.9715798918759116,1.4080430613608603,1.2031575385003022,0.9198052196505933,0.9154459532067516,1.2816243344894518,1.434198660023911,0.9198052196505933,0.8805718216560178,1.1361671786592236
209,10.475,1.0044348992646286,1.0435227894152512,1.032815767897968,1.0347653788627873,1.014339100319998,0.9206771401725724,1.0127448541898292,1.0006883678304264,1.033569694265161,0.9601347318942536,1.567343226722354,1.2435119815317848,0.8419612374954787,0.9801292354434548,1.411904229030881,1.373044479608012,0.8851387368542216,0.9153629864053416,1.123892684838942
210,10.525,1.0033965647138894,1.0370988463330024,1.0326118896723684,1.02446377034554,1.048150793937344,0.9380061342354532,1.0541712457669266,1.034629451303689,1.0205159330802385,1.065027798246505,1.3771372327124058,1.2787702875186626,0.8938561541518413,0.8853025067436895,1.321538524559421,1.4541200593857695,0.8468110934070073,0.9409012148966748,1.106038979143845
211,10.575,1.0024047762204176,1.0269109108420398,1.0160013713603415,1.021642628955579,0.997201417736546,0.9237800192345708,0.9861539902655432,0.9323833255836708,1.0323967618919532,0.9893802301464556,1.4276926180077805,1.2709429833897148,0.9404978077083884,0.9870990504326782,1.4065102349512846,1.3302536559479017,0.9320248544857908,0.927788377874492,1.1712128656114822
212,10.625,1.000583084037283,1.0280757292967,1.0548933558736429,1.0386827010025053,1.0212502640626038,0.8565137349805283,0.9843516058731444,1.0248335983224728,1.0354867542301904,1.0567930660456266,1.4688442236399066,1.313566405712259,0.9778305831659942,0.9190768142203982,1.363926779094199,1.4142871524761382,0.8435362541474887,0.8938966275294284,1.052814438431111
213,10.675,1.0001069673674088,1.0337337250366474,1.0277858900249293,1.0649536198603946,1.0102668123540504,0.9181627155012588,0.963543171554769,0.9846503604168672,1.0616915997635246,1.049027286446266,1.2389280250267762,1.2015107356803305,0.9354322336611572,1.047684101700496,1.305447650531571,1.4052270887887608,0.91048737409686,0.8398102719980167,1.086374087963488
214,10.725,1.0004764658071603,1.0302065906335929,1.069489968732109,1.0341363019881349,1.0688292937368176,0.9660810085852372,1.036132337129838,1.019403661656501,1.037177879346922,1.0162670350052498,1.3921553035955463,1.3756800929021078,0.790810113285044,1.0008690496263837,1.3015416447816348,1.3262544608217928,0.9885126416063048,0.8072853239784823,1.09845945582578
215,10.775,0.9991928695595336,1.0471330682820292,1.063284721258689,1.0353904940520515,1.0645829500007675,0.934346928784398,1.0120365292930789,0.95092071022625,0.987175857130301,0.9685303530082172,1.5588143681862927,1.3343777444945495,0.8732624994551481,0.8651011676845395,1.2527644267884606,1.395587732774116,0.9344724877347148,0.9385531536200192,1.1405044754947795
216,10.825,0.9977868792133936,1.0409526256621104,1.0521352988031376,1.0179171818937922,1.0295798443811173,0.8980250115240832,0.9698670124460098,0.9524196693649708,0.9996301271136652,1.0232353559880123,1.4191127714577978,1.273562743615972,0.925859899327167,0.844998772748375,1.172486335392482,1.471672503734012,0.8611709980641331,0.8773432233798919,1.051029622816991
217,10.875,0.9979904585527688,1.0464945026941,1.0266267720843545,1.0432455569677068,1.0376988371256095,0.9731719962958848,1.0301183200080792,1.0514731914001516,1.0331690159212317,1.0443549009361273,1.4461531232755729,1.3660338366675082,1.0215209042528288,1.0695924762176678,1.3179622647026683,1.5262724098836375,0.8893240813495216,0.9774552966183928,1.1101835229532837
218,10.925,0.9966515698007954,1.0265265225006943,1.0475378527602512,0.9920397722170534,1.0502064624624672,0.9501780754577548,1.0307870320183286,1.0509392711584724,0.9058431493494395,1.002573897222128,1.2702017397423646,1.2305079353754147,0.821661750395842,0.9486819243700784,1.3416505876028724,1.2662323593056697,0.9645594461168576,0.9248656417499086,1.074648997412131
219,10.975,0.9969622781561152,1.0316374520980118,1.0275109022896198,1.0356669374798877,1.0606282352719096,0.9694968062421282,0.980479777270618,0.9984519116808738,0.9345509893332974,1.0174224980028106,1.3648535071492172,1.3373204392816536,0.9243244212682016,1.026590101919152,1.3963198704264326,1.3333871438720022,0.955790784545418,0.9793905570033284,1.0357410340967093
220,11.025,0.9959004266353972,1.0565020602424895,1.0420039672271986,1.0190986960136916,1.0303420620332602,1.0012892042386947,0.9993103718192512,1.0378976039984098,1.014151614965081,0.9943632907706406,1.3719904774812142,1.157616965374774,0.9939135561298564,0.919857251947632,1.278445672198404,1.3525019763806292,0.9354480528281004,0.9315503526079834,1.047367730577178
221,11.075,0.9958631551559864,1.0263538599885358,1.037958363430617,1.0094720060522593,1.0576057705792543,1.0128591968893434,0.9893271342317012,0.9863856263994956,0.9775611029028805,1.0334497517147805,1.5179963146198652,1.355767700843696,1.0313104732913592,0.992684612868462,1.4793704541969668,1.2746533939556113,0.9077077199380876,0.9386084082764056,1.102965385790162
222,11.125,0.9955016526201044,1.028101743068749,1.066436502664707,1.0534208113946308,1.0344283187782912,1.007662154765498,0.9513030371411982,1.0028036101427136,1.0154358261619532,1.0290397511057496,1.374231985123337,1.232598047937924,1.1368994417315632,0.9148786753328064,1.2249421594414147,1.2479098249309415,1.0258890585321856,1.0641685010147293,1.136899441731564
223,11.175,0.9940385313511734,1.0650560589814353,1.0513063969324143,1.0575853417934085,1.086476332090745,1.0352604856545566,1.0805230371203842,1.0342974526446451,0.9977021982680204,1.0246671225455335,1.2936743433140658,1.2519429128845805,0.9674104326835392,0.9787917318915812,1.145717453609525,1.3505808393542749,0.9901730310996224,0.9522353670728176,1.129303607132622
224,11.225,0.9940329215939704,1.0455476823654095,1.054154488874334,0.989614725205794,1.0585970756256626,0.9859703746175748,1.0432387410038817,0.9993329934410464,1.0174679761300431,1.0394208499114603,1.372416154055674,1.2558547820673844,0.9700914184831894,1.0452923036369244,1.0753726576984188,1.3987364638594817,0.8948905333294533,0.8648101792679592,1.0293696672395785
225,11.275,0.9937667816489748,1.0682850108318982,1.0595766485742435,1.0436388667000949,1.0535291402617348,1.0226542862736554,1.0065718414386398,0.9498102714327016,0.9715688732683114,0.9885973442700924,1.3863583462056472,1.2261072470474677,0.983867213436266,0.9391459764618902,1.151571852090175,1.4012654251971053,1.047222299149965,0.9428727462097548,1.1357140665303822
226,11.325,0.9935549145343158,1.0484796735595758,1.0650383243180777,1.019099832718164,1.020804725788374,0.9958280423097946,1.0145818660821062,0.997703424687026,1.046463366495038,0.977074218537482,1.3335105297494347,1.1931410003021266,1.0269139259566284,1.0934047556948272,1.2300803501566808,1.466492189225833,0.9936685110875292,0.9234837463638744,1.0448558958859826
227,11.375,0.9931529965400356,1.06582336029661,1.027932850928267,0.9839663796309848,1.0317071271184484,1.0270597977170135,1.0568027058861935,1.004752616590128,1.0159062071535707,0.9824454354632426,1.3620899991113322,1.255905563696739,0.999598305799446,0.9483368542199871,1.1716903218162,1.310828547531874,1.0984596767026873,0.9190445961745812,1.0936399046518508
228,11.425,0.9928668168704312,1.038687094934793,1.0461297786678698,1.048243118365049,1.0092952118496876,1.0429663052242584,1.0420449568980883,1.044809001876598,1.0319101253102196,0.9812359673708788,1.2122710400695291,1.1541981758745814,1.0090160153872128,1.0562002175456071,1.183234607972056,1.3683418625934498,0.9473135971800812,0.8529451928632914,0.9630910462534524
229,11.475,0.9920862197643758,1.0715207531331807,1.0553921781460684,1.0353916412869566,1.045770466881252,1.0512504867950403,0.9900569310910716,0.9800102279157934,1.017457030660013,1.012890347398523,1.3060714127861912,1.2089256052235815,1.0865938475521475,1.0470159259525664,1.2053276123508925,1.381629263112665,0.9246841682811326,0.9318801540265108,1.056488192903117
230,11.525,0.9921579543632676,1.037919983501395,1.055950058599911,1.008318687228688,1.022723239903384,1.0195130824501668,1.0258510856270326,0.9624710538583724,0.9896339246163692,1.0050262180459015,1.319731397434012,1.0343840682590906,0.9024109285156896,1.0843198508647014,1.084319850864702,1.2162929906081037,0.9844482856534794,0.9987156521122256,1.01250986611188
231,11.575,0.9920635566492856,1.0593256227965164,1.0485333846782452,1.01635477958959,0.9943221990605506,1.044833929977126,0.9873860163014077,0.9864883926502256,1.054707790140141,1.0080313602786195,1.3543236846183777,1.1916633987373193,1.014858740170952,1.007786553828297,1.2482408894785566,1.216416050936611,0.9830339016290056,1.036075299198916,1.0156886395887126
232,11.625,0.9921724549073904,1.03267872143344,1.0527404741567703,1.0408004578069237,1.0395869322051274,1.0403150475662035,1.0091678904534431,0.9842501647632348,1.0064981341294923,1.043874722664805,1.2936182915143972,1.202469035201729,1.062239410105318,1.0657451507327278,1.111319778889062,1.321664216533679,0.8904581193622135,0.9535614506555992,1.0636345517835726
233,11.675,0.9924311301635684,1.0372784044512495,1.0463947854427516,1.049551035339746,1.0090448624053503,1.0614221513680442,1.0243650189013294,1.0525990245902548,0.9396630018345524,1.0049541399901925,1.3972624406280765,1.2026189165604837,1.0218785013548617,0.8619927494421962,1.1157244861731654,1.37640777733512,1.0392573874323254,0.8967505215971231,1.0416691512145049
234,11.725,0.9922349180264748,1.051129715615932,1.0217125456510705,1.025110856843246,0.9925045378901252,1.0681352923399248,0.9745312986623064,0.9859037464922976,1.0655108813022345,1.048889611396863,1.2578616539232488,1.20961490555359,0.985612145265888,1.1096752125021536,1.1613681571839312,1.237184476050538,1.047643678884021,0.9235806116477552,1.0618152820858948
235,11.775,0.9927444778314248,1.0164759460794557,1.0428736862629877,1.017212065399087,0.9773909729164092,1.0530116218092571,0.9628030479475086,1.0053051644785251,1.0478072810095411,1.0694920343416925,1.2061979762574702,1.0558503531545569,1.0661013274570277,1.0353484045496135,1.1549431047451133,1.206197976257471,0.9055027300516424,1.001178490208042,1.05166628201069
236,11.825,0.9923341860998288,1.0376277432253085,1.0373045953762812,1.0442036889642463,1.0211381638242654,1.0174633174460317,1.057886627606609,1.0071424722986495,1.0535862754618663,1.0148831061591854,1.257005963278311,1.1451968075150118,0.9927297769286936,1.0706573703394782,1.0062824018696996,1.2027954635142872,1.0164468705754537,0.9554600583409272,1.0941324528265794
237,11.875,0.9921702553970372,1.028748017717664,1.0255436943483522,1.052098123780543,1.0404684466569565,1.0745821662194806,1.0609366783944711,1.06349520736166,1.000384826170993,1.0362042317116416,1.071739356255936,1.048221564739348,0.8802373396208627,1.1288539927962216,1.095257147772524,1.1994073673459844,0.9911069281990628,0.957510083175366,1.0306346448442898
238,11.925,0.9934093655466218,1.040793107324893,1.0252233127106605,1.0110034039574445,1.0252266457621688,1.0867325562690855,1.0605156619155118,0.9750993286990316,1.0309159424840584,1.0334530612924684,1.2160231056471666,1.086091869701305,0.9694869143652756,0.9561606337554436,1.0860918697013051,1.112744430920969,1.0294551771095193,0.9861447651275652,1.1465360710387569
239,11.975,0.9931484836488405,1.0192006587660547,1.0563828129581687,0.9656011974856172,1.0429865283539874,1.082708456809574,1.0625806466132686,1.06090332909691,1.0474847889660404,0.988778675893484,1.229016289259231,1.1662439519045924,1.0539145061120816,0.96140790369472,1.1166868434667192,1.0737373494872302,1.1034716145499546,1.0539145061120812,1.0201684751281972
240,12.025,0.99308339567835,1.0388665356193552,1.0465224929430648,0.9950144095758116,0.990477869714524,1.0903573556605468,0.9473051320346008,0.9880583817885034,1.0071874582036011,0.9772462951191012,1.2483045518310525,1.163118414435757,1.1696711942353957,1.0091280891442629,1.0287864285431765,1.1008670063391954,1.0386155982426335,0.9796405800458908,1.0977577791893676
241,12.075,0.9931293604353876,1.0372537851064896,1.014785634697102,1.015660088392804,1.007036913039155,1.0615503781009177,1.032681486699572,0.9972139915493474,1.0351559631054017,1.0582510762264776,1.1437579831390343,1.1015169212617408,1.0917689839054423,1.03653067221975,1.1080155461659398,1.1177634835222383,0.971544423177759,0.994289610342456,1.1368283269911903
242,12.125,0.9941189626474428,1.0022842460910393,1.006126182023618,1.017712171195402,1.0087881331578832,1.101077559862559,1.0282722828731323,1.047905166555675,1.0389067615345096,1.0119115464710149,1.2535794543259418,1.1150089747989096,1.2245763307040047,0.9925513417285088,1.0118867574764672,1.131121821255541,1.0086641881851408,0.9828836338545298,1.0797251293948964
243,12.175,0.9943095969863582,1.0279055977406089,1.024552406288904,1.0016257857783646,0.982080069045576,1.1293736400470042,1.034447838405122,1.037693164956982,0.98495660848927,0.9727866339197974,1.236911960788157,1.1761850169768526,1.115458073165548,1.0962811435409248,1.0803003688537394,1.2305196509132823,1.0099849602301232,1.0483388194793684,1.1494416797452356
244,12.225,0.993747540552078,1.0108976847460769,1.0173981483985486,0.9890599749283644,1.0271007431948402,1.1072789778487957,1.042097584530662,1.0453164187685935,1.0775047611479192,1.0082998250323698,1.1602434321275037,1.1792638162607414,1.0714816395057274,1.0936720876611707,1.0366109352614576,1.1634134961497096,0.9129784383954126,0.9732096548173316,1.0749428318565024
245,12.275,0.9952293859656764,1.0154243346037053,1.0116757214369756,1.0035126575200553,0.978116458667415,1.064753777038995,1.0336252933024728,1.0312307945535089,1.0503867845452146,0.9977078120680242,1.0910690764215405,1.0407604158372614,1.0816362025619874,1.0627704548428831,1.169676358584475,1.16338777601144,1.0156060855451223,0.883545851511391,1.0429100843698809
246,12.325,0.9950702559157806,1.0143413798843934,1.0073510507268324,0.9694768004258976,0.9604801708748032,1.1218437185032264,1.0656327770679903,1.0197139798392054,1.0315895308466505,1.0030882084287849,1.1945124942639307,1.0884722206217017,0.9886696101348976,1.0011449364457488,1.1103040416656902,1.1258981995542536,1.0541650732668626,0.9325306417360708,1.0995790800158003
247,12.375,0.9963773568179132,1.0200291636634853,0.9980470483343188,0.9748661148696812,1.0127041991524297,1.101016860016128,1.050756461270741,1.0342647679324102,0.9753658631526608,0.9706539507702804,1.107537385232149,1.0549448278328568,1.0766005867619772,1.0363827487507542,1.064225867373909,1.0766005867619772,1.0116333099746166,0.9404786734932216,1.0563338269478435
248,12.425,0.996066246776485,1.017982734306189,1.0083238987017884,1.009881511309322,0.9811997432812528,1.082825267035029,1.018167355406319,0.9877859270506602,1.039979662943716,0.9986920808193585,1.077159732609733,0.9697506424634632,1.086366226050841,0.9850947981986444,0.932924668699028,1.04647142113937,1.0249896031101162,0.982025967051608,1.100551741454998
249,12.475,0.996785028136536,1.0239209135752156,1.0011284021004792,0.9817805029563212,1.005315133975309,1.0710715955686636,1.0046126076762347,1.0594799116339375,0.9945664815994734,1.012340396966053,1.0350554139694537,1.123339552219789,1.141605235995721,1.0654982202626728,0.8858856631326795,1.102029587814536,0.9893912045296248,1.0776753427799606,1.0855966852338086
250,12.525,0.9966849821446429,1.004816821293936,1.0254114616042462,1.0304088015827175,0.955488986790602,1.0855358466995195,1.008873710633169,1.0717366622075768,1.05717085635497,1.0441382932236902,1.1234487576268788,1.0751283809547552,1.026808004282631,1.0811684280387708,1.005667839488577,1.0811684280387706,1.0147279101146005,0.9754676040685,1.060675411146575
251,12.575,0.9975263094655298,1.001414141556704,1.0061290319364111,0.99353800659946,0.9738331818339164,1.1111446975685393,1.0769205282389132,1.0282461540812216,1.0723573056616291,1.0495411927752116,1.099552268495945,1.0156627221256824,1.1295128207710392,0.9377652862104386,0.8868323473427788,0.9137968443903632,0.9347692309829294,1.0036785012156448,1.0754615387074
252,12.625,0.9977402718426756,0.9949153258368648,0.9917969133609548,0.9849980604772084,0.9757379812178476,1.0419989928070528,0.9884277194621568,1.041244467830364,1.1023609909421463,1.072934516851288,1.0819430877850855,1.0730259744242194,1.0433022632213325,1.1057220567473955,0.954131129612672,0.9422416451315168,0.9779100985749812,1.0878878300256634,1.0609545080377418
253,12.675,0.9984849849382608,1.0192856385251243,1.0031131980683932,1.015351934552676,0.981325395190992,1.1041612022866722,0.986633535331413,1.050263163937763,0.9926222062590696,0.9783991128058852,1.0616280280845678,1.076372861807965,1.1206073629781546,0.9967507597016222,0.958414192020791,1.0852197620420028,0.9112307241059204,1.0232914604037366,1.0545866176942114
254,12.725,0.9990505442078572,1.0200814799083586,1.0082216897575975,0.9618128819640336,0.9726159750573468,1.0724770668386605,1.0212298939772553,1.0427685608320485,0.9989485144722976,0.9907786753204793,1.0328207126086226,0.9830814714914934,1.1118183308534746,1.0445240634597115,0.959674769789315,0.8689738006933737,1.0094140109064442,1.018191524044761,1.0640495518694375
255,12.775,0.9994124370588504,1.0090665223656856,0.9968840756695432,1.0102369433809135,0.98109549309108,1.0707305746722249,1.030200511625444,1.0478863573185846,1.025779050202159,1.0338850628115146,0.9754011867126072,0.99572204476912,0.9173415922654284,1.0131399231032738,0.949274369211377,1.0392667406045042,0.928953511154864,0.9173415922654284,1.1339394262438818
256,12.825,0.9995494666212678,0.9818462050450922,0.9803352497771156,0.9767840726469772,0.9601664463685324,1.1128491966148812,1.047043396552241,1.01852754985843,0.970269963145826,0.964420558695814,1.0945476508735534,0.9735713315664764,0.99949482856085,1.0455810454397363,0.8813988978087033,1.0484614339946667,1.0571025996594583,1.0052556056707107,1.0543103862643737
257,12.875,0.9994751644252324,0.9976777332521142,0.9844571403388004,0.9946049056583915,0.9645952748842164,1.1129285927108554,1.0302207311925784,1.0505349427935582,1.0360247916500007,1.0541624805794478,1.0946370082389756,1.083204767944052,1.0346177466906248,1.000321025805853,0.9603081847736186,0.9260114638888464,1.0746305877228586,0.9917468455846596,1.0182276470841276
