,r ($\AA$),g_full(r),O (DOL),O (DOL),O (DMF),N (DMF),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
179,8.975,1.0052695523933708,0.9861790758611244,1.0275980136819702,0.961653580294022,0.9301555686400064,1.0371696923788138,1.0573541324999585,1.0294064461783734,1.0123273045374044,1.06356472946031,0.9908725150380068,1.1070859581597476,1.3089303593711936,1.0765034731277106,1.186600419243045,0.9725230240187844,0.9113580539547098,0.8930085629354872,1.0730707452159511
180,9.025,1.0056922860145945,1.0081665846046135,0.987397487582716,0.9522991099810424,0.9456241162194932,1.050277260168884,1.057954725520996,0.99499950963368,1.074845149295642,1.04106430174635,1.0646085288261593,1.1613911223558095,1.246075891694254,1.2944671884590797,1.173488946547016,1.0646085288261593,0.9496791990096984,0.9859726715833178,1.0652874883470935
181,9.075,1.0083341047963097,1.0076436666044206,1.0133494631310596,0.971384601670487,0.958181315822538,0.9962145172541372,1.0114007141634993,1.0721455018009467,1.0827758396375002,1.029624150454734,0.9332608282480552,1.1366638292764777,1.2024706825503786,1.3340843890981815,1.0648745347958577,1.1366638292764777,0.8195944453204076,0.9871027991085204,1.057610141901986
182,9.125,1.0085673313873564,0.994091730306678,0.9859087441644998,1.0046093746958766,0.9620121960102268,1.0874645944616432,1.030387723481612,1.097978754905333,1.1084929153490228,1.0333917693226662,1.1005731581316969,1.0295684382522328,1.0295684382522328,1.1538266980412957,1.1893290579810276,1.1360755180714293,0.8816419385033489,1.0354854982421884,1.063983991255035
183,9.175,1.0091305045797925,0.9788208142970236,0.9944506875792114,0.9770821864455694,0.994304913055879,1.010273787316811,1.0682159604129229,1.0697016571589766,1.022159361285244,1.0711873539050307,0.9891138639639188,1.082757780078846,1.2349291437656027,1.2349291437656025,1.1529907171650415,1.088610524836029,0.7667095631909664,0.8720589688202594,1.109572906568389
184,9.225,1.0091176693536004,0.9950195645511922,0.9944673894321302,0.9887275818250568,1.0045472231342578,1.0640159694285496,1.0419714396751951,1.0654856047454395,0.9493844147111088,1.0169876392880608,1.0652629327277283,1.1057892399510665,1.3026313036072772,1.0652629327277283,1.1115787124115435,0.9842103182810537,0.9031577038343788,0.8742103415319948,1.0878300600736692
185,9.275,1.0085607662885805,0.980769987328056,1.02556148772399,0.9856200224027748,0.995852413475048,0.9886063989826924,1.061298045966713,1.1049130341571265,1.0118677260175788,1.022044556595341,1.0423541622072412,1.0194452795213675,1.0938991482504563,1.1568985756366084,1.1626257963080768,0.9679002934781524,0.8934464247490636,0.9049008660920008,1.0510618752689636
186,9.325,1.010009787421654,1.0124314377787582,0.9797374948987928,1.009318138696279,0.9950269084138532,1.0197434079664065,1.0441942372124275,1.0111137035266349,0.9909777265005,1.047070805359019,1.0198741610639783,1.2238489932767742,1.252178831084107,1.28050866889144,1.1615233501006423,1.1445254474162427,0.8612270693429153,0.7535736856750509,0.9825828439502448
187,9.375,1.0107387948037747,0.9888294667616884,1.0120866075046642,0.9717752518351456,0.9985808134953452,0.973320593597805,1.0103181600211133,1.0416237931485282,1.035931859852635,1.0174330766409805,1.0818985332876547,1.1884066790517245,1.2388579059925997,1.0706871495230157,1.1155326845815716,1.0762928414053352,1.0426586901114188,0.8520651661125569,1.0212083385209114
188,9.425,1.0105579153903503,1.0283552524830333,1.0042862380859254,0.9999633507797744,1.0232793134910492,1.0137063172624774,1.082694663853952,1.0066666900592656,1.0291934971095424,0.9404941943490764,1.1148209625449703,1.114820962544971,1.1037282166490012,1.1702846920248204,1.048264487169152,1.0759963519090765,0.7598530938739356,0.8430486880937099,1.038416845404363
189,9.475,1.0112148285103508,1.0167454292258793,1.0052301656773752,1.0024146937414429,1.011931288935191,1.0002496128768503,1.054580719982974,1.0197530872226384,0.9904978757039556,1.0768704049495892,0.9658863485533188,1.097598123356044,1.1908939638413076,1.1140620952063849,1.1195500858231653,1.136014057673506,0.8506385456009339,0.9823503204036592,1.0570541926769743
190,9.525,1.0112909457594654,0.9996247246214378,1.011796321009315,1.0315836187825884,0.9922036632108044,1.0642158606738998,1.0159677322754714,1.0655943786281403,1.024238840000916,0.941527762746468,1.064382953759263,1.1186882065020824,1.1295492570506462,1.129549257050647,1.1892850350677473,1.0535219032106993,0.7439819625766279,0.9503419229993416,0.9728398134213664
191,9.575,1.0103285069680787,1.006894868004737,1.0184271329729764,1.0010707885416543,1.0109544211506687,1.0599511721680184,1.0190264164858551,0.9835582948946474,0.956275124439872,0.9931074045538192,1.0210519852014373,1.1607748884395284,0.9941821961171892,0.9888082383003391,1.0855394790036337,0.97268636484979,0.7899717990769013,0.940442617948692,1.0948068144224847
192,9.625,1.0112084493302438,1.01751102123461,0.9941782660118824,1.0233942872634922,1.0032729359027688,0.940965537629347,0.969316005764521,1.021966875158416,0.9787661618095792,1.067867633091554,0.9785616129774336,1.1168366235068536,1.1062000842353596,0.978561612977434,1.1966106680430575,0.9998346915204211,0.8562414113552542,0.8828327595339891,1.079880076344163
193,9.675,1.0112971568372542,1.0067703079576902,0.9831760898205618,1.025843286842088,1.0164394928942233,0.9379454716470452,1.0274644838982585,1.0288005885587244,1.0261283792377929,0.9833730301028848,1.105322946385407,1.1105863889872427,1.1579573724037602,0.9368927831266786,1.0895326185799017,1.0684788481725604,0.8000432754789614,0.9105755701175025,1.1378703567600206
194,9.725,1.011334082065427,1.0120955111416643,0.9698627578539656,1.0257242374086908,1.0279142010861049,0.9732872417404618,0.9798992474588076,1.0341176943492414,1.0275056886308953,1.0195712817688805,1.0210539739602669,0.9950066787061784,1.0262634330110842,1.099195859722532,1.0991958597225322,1.0991958597225322,0.9064458748422776,0.7084864309112057,1.0700654152342857
195,9.775,1.0114854504801436,1.0155381041882192,1.002259882002707,1.0090258550908664,1.0046906204825274,0.9790627143555408,1.0130943060310007,1.0052408617982025,1.0392724534736622,0.9790627143555408,1.041572957339835,1.2375124245621796,0.9332906201906436,0.9281343184216349,1.113761182105962,1.0828233714919075,0.825008283041453,0.7786015671203711,1.055673864218349
196,9.825,1.010721472808091,1.029567826609944,1.015207424300255,1.0097782837530729,1.0092418809462984,1.0326084124444856,1.010582887963236,0.9574625053908096,0.9794880298720596,1.010582887963236,1.1024540595962562,1.1279738294943185,1.0207907959224598,0.9697512561263368,1.0922461516370323,1.0258947499020723,0.8319444986768046,0.7604891429622326,1.0569872042472617
197,9.875,1.0116853779035262,1.0112172825610215,1.0107354063243947,1.044446792598209,1.0184285450957622,0.9618991031124248,1.0093527921993044,1.0003750672369214,0.992679874412022,1.0516763527362507,1.096370654497031,1.1266850504739074,1.0913182551675518,0.9043794799768144,1.1519470471213045,0.9751130705895256,0.9094318793062932,0.8892222819883759,1.029297475643431
198,9.925,1.0105079785094244,1.0139342798820803,1.0134572465817362,1.011347057874162,1.01476377090752,0.9865122040861274,0.958580069607499,0.9623889970364023,1.0728478924746172,0.9674675669416078,1.130366544052512,1.285416822219007,0.8602789627302304,0.9253000471226316,1.1203633002998348,1.140369787805189,0.8802854502355845,0.8102627439668448,1.0543214767489957
199,9.975,1.010146029536545,1.0002530494469688,0.9938774988485104,1.0059171974898544,1.0353193297496452,0.9376818337729848,0.9552790799832024,0.9741332723512915,0.9351679414572396,1.0143555494032157,0.9705147909877192,1.0695469125170785,0.9358535484524436,0.9606115788347834,1.0546920942876747,1.069546912517079,0.8368214269230846,0.940805154528912,1.10547131986778
200,10.025,1.0101273311513397,1.021627147406598,1.0351865008504386,1.054900127057664,0.9984842228267408,1.0428401624229828,0.9967959070415386,1.006751421718607,1.0092403003878745,1.0279068904073787,1.0196860487422228,1.0981234371070088,1.0245883855150215,0.872615945558248,1.024588385515022,1.103025773879808,0.8088855675118594,0.86281127201265,1.0548528115103628
201,10.075,1.009751496328645,1.0149841197089382,0.988133912665327,1.0472612766826797,1.0268567705612448,0.97460553911643,1.0263545057951786,0.972141302607918,0.973373420862174,1.0140333232526195,0.9367832424024533,1.0629820211716958,0.941637041585886,0.9270756440355888,0.9950288326036424,1.1163738121894524,0.8348534595503725,0.912514246485291,1.0967109726402406
202,10.125,1.009509652548806,1.0059011048704207,1.0026924889059214,1.0586622544631803,1.0361858850339765,0.9991630113449728,0.91376446336677,1.0882214970936708,0.968663529924186,0.9845232602629952,1.2255246170897944,1.0909572081544443,0.985225672562383,0.8939120736419675,1.0428974192489624,1.0861512292638953,0.8794941369703229,0.7112848758011356,1.0664859482933862
203,10.175,1.009463211516349,0.9976279883104284,1.0364347185199554,1.057285729183062,1.0182751866682664,0.9325904921032232,0.932590492103223,1.001447562116026,0.9422546422804586,0.9748711491286284,1.0897793590011366,1.1183325299793327,0.7994887873894799,0.9708078132586544,0.947013504110158,1.123091391809032,0.7852122019003823,0.7661767545815849,1.0992970826605348
204,10.225,1.0089794543273132,1.0045248274051195,1.0000303091616964,1.0365704562056814,1.0041311992150113,0.9868924866039972,0.9677527535304656,1.0203870194826783,1.0144058528971995,0.9952661198236676,1.130984227072349,1.097997187116072,0.9047873816578796,0.8859376445400069,1.1451215299107542,1.2016707412643706,0.947199290173092,0.7634143532738354,1.0774644377555327
205,10.275,1.00822190664539,1.0192520898440576,1.04684756127215,1.0627998643054222,1.023318835659097,0.9690187453287988,0.9429571164813252,1.0199573835306797,0.8943877172655785,0.9856034182317368,1.096670470096868,1.1340039329086755,0.9473366188496348,0.9053364731863504,1.096670470096868,1.1293372500572003,0.8493362789686383,0.8493362789686384,1.1267181933548414
206,10.325,1.007779776300595,0.9659867111247266,0.990450440290787,1.0680740340227264,1.0017747590595147,0.9514441006752138,0.9268074470202452,0.9901588421330214,1.01479549578799,1.01244914782085,1.1692634036246987,1.2247225373934592,0.8781029513387065,0.8688597623772463,1.0121291912798775,1.1553986201825084,0.7486983058782652,0.818022223089216,1.0800383346701947
207,10.375,1.0068769672626467,0.997515836909509,1.0103940501212516,1.0746405265033965,1.0116244526574052,0.9504289253958076,0.96437164801775,0.9957427739171236,0.9910951997098092,0.974828689984208,1.2587180144810004,1.1076718527432805,0.8193109985167242,0.7689622779374843,1.176329198987699,1.1580205733225206,0.910854126842615,0.8330424677656079,1.0789011552694288
208,10.425,1.0065127067798936,1.0108860265951256,1.0240733763860377,1.036485485712057,1.0045643055039628,0.9390324314166,0.9873649830336312,0.9631987072251154,1.051808385189672,0.9689525824176192,1.1378724092811825,1.1696059027671115,0.8160041182096127,0.947471448365606,1.1605391903425606,1.1922726838284905,0.7434704188132022,0.915737954879677,1.0487318233520475
209,10.475,1.0062883082082317,0.9890533654596898,0.99226527290327,1.0487934800429943,1.0004239269701458,1.0007578856104995,1.0007578856104995,1.0041773316888956,0.9517458251534928,0.9654236094670764,1.1090748846190772,1.1629570652483434,0.7947621642816864,0.951918524450382,1.05519270398981,1.1135650663381826,0.8531345266300591,0.8980363438211146,1.0704959763794142
210,10.525,1.005701732627078,0.9879503265036166,1.016795591511021,1.057783102766391,1.0033280733928671,0.9415955940720334,0.9438536170794004,0.96643384715307,0.9799819851972724,0.972078904671488,1.174171963830832,1.143038616305014,0.7249622352440366,0.9073146993238248,1.076324300178263,1.098562405553847,0.8406003831970728,0.8450480042721894,1.06034917141866
211,10.575,1.0049364814358035,0.985773395330202,0.995017647119317,1.0385437811223224,1.015856021302887,0.959553335710165,0.9405412066809428,0.9405412066809428,0.90587203021589,1.0557323413874076,1.193934591264714,1.2115572420582883,0.8502929007899988,0.8635098888851799,1.1807176031695326,1.180717603169532,0.8150475992028485,0.806236273806061,1.0874344388923176
212,10.625,1.004815532797997,0.995248527140148,0.9775579949764268,1.054707008904057,1.0102162153125398,1.0003971924287018,0.988210737149947,0.9649456861632332,0.9472199330304985,0.9660535457340288,1.1434453630699544,1.1216238866754884,0.9165020085675204,0.7986660360374104,1.1478096583488473,1.143445363069954,0.8335803982685543,0.7593873785273739,1.0816326911607363
213,10.675,1.0039414021655086,0.9834730609896072,0.9873904589264624,1.082790852195955,1.0048644438234806,0.95812257976584,0.9723901554095468,0.962512603040827,0.9789751903220268,0.9504400390346134,1.137082543725714,0.9684657406637266,0.856054538622401,0.7263493054977945,1.007377310601108,1.1111414971007936,0.8517310308515805,0.756613859893536,1.137038426299481
214,10.725,1.003185080591031,1.0014912416837116,0.9929122834641086,1.0875735544832363,1.015548815775737,0.9111544973837334,0.9644320276603476,0.9372496142539116,0.957908248442803,0.9339877246451398,1.0879555038551705,0.9808732692237562,0.8909241921333676,0.8652244558218289,1.10080537201094,1.1393549764782491,0.856657877051315,0.8181082725840061,1.1178074084483354
215,10.775,1.0030469866091904,0.9986940689930836,1.0061817448902963,1.0516362814438005,1.0054766736705036,0.9188763779424228,0.9759695174863244,0.9555021655743596,1.0029002436862784,0.9490387912863704,0.9633039153462264,1.0524201365897103,0.721417029113914,0.8020459911913512,1.0906128028369175,1.1160745803350558,0.7893151024422825,0.8020459911913516,1.0631591175753183
216,10.825,1.00352282608165,0.9794643571036228,0.9864820137051836,1.0830383276301412,1.0328853899777466,0.9595033655129837,0.9317535462656668,0.9488303581101692,0.9563014632921396,0.9701763729157976,1.1394243963670887,0.9544256013849785,0.7147680715217903,0.8493126496905977,1.0174933724016073,1.0174933724016073,0.8198810232161708,0.8745397580972492,1.1269824551461214
217,10.875,1.0013047678999605,0.993920978498546,0.9746504738184816,1.0978392217414086,0.9980157551184604,0.924262917885805,0.9707933164979046,0.9877134614477594,0.9655057712010758,0.98242591615093,1.1831283173269502,0.9165078514504548,0.8831802932158929,0.8498527349813306,1.062315918726663,1.0456521396093823,0.8498527349813305,0.799861397629487,1.0913925129006947
218,10.925,1.000497037372822,0.976773258555942,0.9950803752519723,1.0650376094177834,1.0121110968520124,0.9252528831658896,0.9724062011075254,0.9179179225971896,0.9388749527934724,0.9524970224210568,1.031974971786657,0.957672773818018,0.9040100752851118,0.7925567783321527,0.9494169740437248,1.0608702709966833,0.8544752766393522,0.8297078773164723,1.110615676779542
219,10.975,1.0008384900152556,1.016268735131103,1.0094415939162114,1.0794287989710054,0.9981814700161988,0.9749877880752535,1.0071758833152242,0.8971133641075815,0.962527880240426,1.0185974654971497,1.083949052802546,1.0144126984718165,0.8303458781845918,0.9121533538678024,1.063497183881743,1.0839490528025464,0.903972606299482,0.8712496160261975,1.0881229036027091
220,11.025,1.0012492850417911,0.995087448387413,1.0074583879167045,1.080949008084198,1.0093827289282784,0.9466147766740822,1.007321593873834,0.9733669334061766,0.9167758326267476,0.969251216985854,1.1552067679767712,0.8917385577364557,0.8593117010914935,0.8187781302852909,0.9444321997845186,0.9971258418325818,0.8268848444465318,0.830938201527152,1.0537073978151152
221,11.075,1.0000534457924175,0.9934018299209784,0.9855480938957644,1.103505425755586,1.0142202698461342,0.8728285632284426,0.9686765596577346,0.919732901906607,1.0288364723101628,0.9442047307821706,1.128732208111547,1.024294352556742,0.8796880910193198,0.8395196850367024,0.980109105975863,1.1367658893080703,0.859603888028011,0.8395196850367024,1.1388972741153116
222,11.125,0.9992249719175168,0.9949334678543412,0.990567226724662,1.1011391697722013,1.0101445765254482,0.9539258479868968,0.9286629812499556,0.9943464347660032,0.9862623174101816,0.946852245300554,1.1783213479242376,0.8956834570370046,0.820047965109435,0.9076259031308316,0.9633573182353558,1.035011994798317,0.8598561187555247,0.7643165500049106,1.0804257864068116
223,11.175,0.9990082849096402,1.0353432951479644,1.007874619681564,1.061039604720691,1.006101055433668,0.963435570742086,0.938398263810119,0.9564251248011348,0.9273818487600536,0.9664400475739212,1.2190892357055871,0.9271390627534402,0.84428833799675,0.8797957914639026,1.1086216026966669,1.029716150547438,0.9626465162205932,0.8324525201743653,1.1186055578665697
224,11.225,0.998283583223224,0.9653513277132884,0.9722506901095396,1.0814017149981376,1.0086644535295186,0.8943237545038163,0.9717457887449904,0.93700513235472,0.9558643458237236,0.9370051323547196,1.1847917361149345,1.0674856236283077,0.8993468623974744,0.954089714891234,0.9228080848948002,1.1730611248662717,0.9306284923939084,0.8602448249019321,1.0889119441743331
225,11.275,0.9974164638752752,0.9813893911627948,0.9684520545561288,1.0789597466957228,1.0217329273636175,0.913956012049897,0.9483892310184076,0.9415025872247056,0.889360855643818,0.9454378122496782,1.1084217153672944,1.0890437133503832,0.8371296871305439,0.8913880927778944,1.1161729161740583,1.2556945306958165,0.8332540867271618,0.8177516851136329,1.1119018463417605
226,11.325,0.9971437195298966,1.010296947071877,0.9738419892355574,1.1057883305615095,1.032916919949479,0.894201927500828,0.9234560799817714,0.8698234671000419,0.8971273427489226,1.0307213057452294,1.167802127320073,1.110180311827306,0.7913395994339963,0.8566443236591321,0.9949366808417724,1.0333512245036167,0.7874981450678123,0.7951810538001812,1.0917570102751972
227,11.375,0.995922962947866,0.992537143198661,0.9751050967758532,1.0974891196148582,1.0202546984350336,0.8921576092139883,0.9598185329896975,0.9337207481047805,0.9665846253672692,0.9704509638687372,1.1347117692947863,1.0166712832272082,0.7501282501713863,0.8262834024730495,1.0128635256121252,1.130904011679704,0.8643609786238812,0.8224756448579662,1.0860268683590817
228,11.425,0.9968486923868966,0.9815287786260154,1.0013285522641706,1.0904825648538574,1.033756843946581,0.8853240323374618,0.923649748023066,0.9533521776794092,0.9332311769444672,0.8987380328274232,1.0832821607802263,0.9436255755925318,0.8794590364522396,0.8228415019166878,0.8983315479640898,1.000243110128084,0.841714013428538,0.7586749627763955,1.0828970074840667
229,11.475,0.9968911986070856,0.9938704318349436,1.0027920694636236,1.0821798696723564,1.004712778711072,0.8633784421989649,0.9137184393788824,0.9811550393746212,0.9697573041640738,0.9108690055762456,1.137470948284932,0.9578702722399428,0.8568448919646362,0.909228422477758,1.0476706102624378,1.1150208637793082,0.8531032112136994,0.8980033802249467,1.0722206176384852
230,11.525,0.9958051383625428,0.9981783629838292,1.009145412160685,1.097564570297247,1.009268219676637,0.8257725400306413,0.9613611897049996,0.9039243311623896,0.9161649731468798,0.8869757499530949,1.0608556386558592,1.0163442132577116,0.9421585042607984,0.879100651613422,1.0794020659050885,1.0942392077044707,0.845717082564811,0.905065649762341,1.1303858159147018
231,11.575,0.996246119479182,0.9811560064334078,0.9951850467398728,1.06452826969417,1.0160264371123515,0.8289220338616935,0.9026662238111016,0.8709282180100906,0.939071583406378,0.9633418231365632,1.1730615869589285,0.8678449358066055,0.8972634082068293,0.9009407172568576,0.9561003530072772,1.014937297807725,0.8715222448566335,0.7648802824058217,1.1305473915131967
232,11.625,0.994875302977959,0.9887290315146506,0.988207458260818,1.0785714087050189,1.0249302018777715,0.8338378235342859,0.916203601885619,0.9439673473973044,0.908799936415836,0.93934005647869,1.1228892629170557,0.8932073682294752,0.8020637592264674,0.8786243907889937,0.82758396974731,1.0280999095539265,0.7984180148663469,0.9041446013098362,1.185908558284848
233,11.675,0.9951908705579984,1.0075131515713476,1.003548600247799,1.1043015622692336,1.0412420303336674,0.8569901430924604,0.9239711714069672,0.9349817514038729,0.8909394314162522,0.936816848070024,1.153052405231468,0.9831669411378032,0.9217190073166908,0.8855731638925065,0.954250266398456,1.1060628087800286,0.7952085553320465,0.8711148265228327,1.0698800818421472
234,11.725,0.995340216341145,1.004407577503996,1.002185814953792,1.0715513971312198,1.0408549335578654,0.9033712822179496,0.883357014132557,0.9224758108449151,0.8897251903415455,0.9397608605550272,1.0715628105774264,1.067978988468473,0.913874637783424,0.9067069935655148,0.8493658398222417,1.082314276904291,0.8780364166938782,0.8887878830207419,1.1295622173611208
235,11.775,0.9946838339510764,1.005046349657862,1.010299500364217,1.0663917520713428,1.0301669228116968,0.8731648931901692,0.9254826243937124,0.8966176692469301,0.9669759974172124,0.8894014304602345,1.1228904899903644,0.8563816711635373,0.9878593551181052,0.874148925751992,0.8492747693281552,1.1228904899903642,0.8990230821758296,0.8670420239166101,1.114006862696136
236,11.825,0.9941278716118302,0.9928684140583728,0.9891718317078424,1.087201899328437,1.043136154771188,0.9105173483654726,0.914095019675356,0.9006787522632912,0.9212503622951244,0.9167782731577692,1.0922738923357906,0.9125772197257088,0.8068732946609547,0.9372414689074844,0.909053755556884,0.9442883972451344,0.863248721362157,0.8738191138686316,1.1034195442983994
237,11.875,0.9940212846508942,1.0045187703140994,1.0151820977813577,1.059339183030677,1.0240890750338167,0.8780327381333595,0.9480979768328904,0.9143957101166598,0.9463241733215096,0.928586138207704,1.1320091499901177,1.006230355546771,0.7686481882648944,0.9118962597142614,0.950328669127506,1.0516504757624237,0.9014146935106492,0.8490068624925878,1.203561882543346
238,11.925,0.9940045193889384,1.007678221301664,1.00652167964744,1.0493821241362762,1.028263399917018,0.8618904266247125,0.8953106676570995,0.8742031470050655,0.9744638701022258,0.9155387082819652,1.1467886536073406,1.0185977769201144,0.8973361368105773,0.9493054111432364,0.8904069002328895,1.108677852430057,0.8419022441890746,0.8973361368105772,1.1456573496762903
239,11.975,0.994448594266168,1.021399811806634,0.9976425174992936,1.0713292644242671,1.0207778330055284,0.8363928756812677,0.8913383930617891,0.9113978676610276,0.9279687379821364,0.9227358315649444,1.1475393769419098,0.9173443522260176,0.8555009127501065,0.8932941257631632,0.941394578688872,1.181896843317416,0.9723162984268277,0.8348864329248028,1.1789168589889294
240,12.025,0.9946932295572308,1.0181229927261743,0.9864386672263972,1.074971596342139,1.0359403158620282,0.8908607433223351,0.9116186635550894,0.9237274503575282,0.9937854311430716,0.9072940968399322,1.0903150021244223,1.0187630801100074,0.9199532830424816,0.940396689332314,0.9880979706752582,1.1652741585204769,0.9165460486608428,0.8347724235015108,1.0991459973584663
241,12.075,0.9943067506895752,0.9929501489051088,0.9869879360668274,1.1012450363199353,1.0311076952450606,0.8886448919579797,0.8886448919579796,0.9075157294319912,0.8955070146758022,0.9040846680730802,1.0272389765467234,1.0069645230622488,0.9022131800591284,0.915729482382112,0.9833109939970276,1.0880623370001477,0.8549061219286875,0.8447688951864503,1.0718565663577957
242,12.125,0.9950837464866944,0.9974031219946026,1.024891238800094,1.0796781378781997,1.0395270017770364,0.908553562334491,0.9612973084625231,0.9434324912256092,0.8889873339321572,0.9298212019022468,1.1193223151902063,0.9148951857692406,0.8780312771851321,0.8880850704353435,0.9819204741039836,1.152834959357578,0.8713287483516576,0.8914363348520804,1.1973247043185469
243,12.175,0.9947436066118452,1.0120524070183352,1.0158565194331262,1.0762427656820357,1.0542358542123935,0.8665134062157918,0.9247309573636888,0.904481374355725,0.9087000374823836,0.9466680056223165,1.0802334369778772,0.9406340389684288,0.9572530149219348,0.8475677736287963,0.8941009062986124,1.1267665696476936,0.9306626533963251,0.814329821721785,1.0789446184345437
244,12.225,0.9941781897876234,1.0028475361306055,0.9849255077376146,1.0809692753828115,1.035755656652857,0.8209449945100319,0.9565138926860002,0.9046294995569258,0.9272243159195864,0.927224315919587,1.124161851129946,0.8966921510479336,0.8966921510479336,0.962625397448517,0.9626253974485172,1.180205110570442,0.8439455539274667,0.8637255278476419,1.1178712811927458
245,12.275,0.9944945294343808,1.0137181320415325,0.9784773540317824,1.0661671204057426,1.0450327842558786,0.8756937506398322,0.9113855338412664,0.8906344970962462,0.9113855338412664,0.9254962388278796,1.0921333520833405,0.9221006146332396,0.8632431285928202,0.9351800559755552,0.8959417319486087,1.0855936314121828,0.8174650838947161,0.8305445252370315,1.102176494542619
246,12.325,0.9947806441243424,1.0146354654742744,0.9979311011036612,1.0643515393102614,1.0425361674877291,0.8702497929272565,0.9245889474525162,0.934468793729837,0.9427019989609362,0.9180023832676366,1.0768034478008215,0.8984173344603238,0.9697717797965228,0.9243644054916692,0.9405813248862596,1.089776983316494,0.8400364246397973,0.8951739505814054,1.0670402004102
247,12.375,0.9951295736810716,0.9990886759295506,0.9924914994760846,1.05086541970239,1.0097842908433687,0.8550648788499124,0.9203993490581192,0.9048824123836704,0.9326495622221582,0.9236660725685296,1.0102094976890217,1.0488162300847803,0.8107413803109342,0.9169098943992712,1.0005578145900822,1.0616851408833672,0.8847376174028055,0.9522993990953836,1.079018775836565
248,12.425,0.9957434614714455,1.0324597004825542,1.0148056136228876,1.0400769756057275,1.0414185776381113,0.9016649259262284,0.908956016971454,0.9365001386978616,0.9267786839708942,0.9162471080166796,1.0563489820742653,0.915927969351402,0.8521002362955552,0.8489088496427627,1.046774822115888,1.0180523422407568,0.903162422740232,0.877631329517894,1.1144126800531289
249,12.475,0.9947676602059446,1.0279743892882445,1.0186140702787172,1.0893165004385164,1.0314236870370803,0.911328091278947,0.8679315155037588,0.9298118179980084,0.9539210267620016,0.93543730004294,1.0732250810395814,0.9054347291366376,0.8959371620477916,0.968751843062276,1.035234812684198,1.133376339268938,0.788298068374205,0.9497567088845849,1.0756479297867352
250,12.525,0.9956587516837944,1.0104976666186145,1.0003133118935414,1.0801416344959704,1.0517559414274746,0.9152278668861288,0.9263891823359596,0.9742233914066633,0.9224029982467344,0.9471173395999316,1.064673532194903,0.9390483366556814,0.9390483366556815,0.8856576285515125,1.020704713756175,0.9798765252059282,0.8825169986630321,0.8573919595551874,1.124185263857235
251,12.575,0.9953387041030588,1.029371097542282,1.0209019646670057,1.0483204156294033,1.0404616962868745,0.8787005376661894,0.9641187717507516,0.9388096653553258,0.9925915164456056,0.9071732823610436,0.9783311771413654,1.0344138560857752,0.8942071587247512,0.9347113157401584,0.9097856806537536,1.1185378745023895,0.9347113157401582,0.9066699762679536,1.1110665425568462
252,12.625,0.9965402625440442,0.9969117088565904,1.0262456479461155,1.0491293690173644,1.0479923655209844,0.8803855556105841,0.914125822002077,0.9282496544450268,0.9651285502682874,0.9149104793600188,1.1096957240951204,0.9644152253974302,0.9891438209204414,0.9891438209204412,1.0107813420030758,1.1498796918200127,0.9211401832321604,0.8191347266997403,1.1002017097425365
253,12.675,0.9959059094331294,1.0035404102471377,1.0127539115362036,1.072131671739441,1.0120226812751667,0.9014786653204948,0.9209406399604017,0.9279469508307686,0.9450734885138868,0.9551937153266384,1.0396232998553991,0.8801530591696151,0.8402854989981691,0.9660216503081142,0.8924200007608293,1.0580237122422202,0.867886117578401,0.9292208255344716,1.1142576256080667
254,12.725,0.9966232439158615,1.0220775690809694,1.0197559845969697,1.0742753278675254,1.0582867086106789,0.919896599686148,0.9399783054727464,0.9662389976552228,0.9245308394830551,0.9407506787722316,0.9949572412451506,0.9979999239400904,0.8154389622437321,0.8915060296172149,0.9736584623805756,1.0314694335844223,0.9675730969906972,0.885420664227336,1.116788740173128
255,12.775,0.9972275388622732,0.993793500414408,0.9956650512626462,1.0596957482889904,1.0541434502066367,0.9234386924921808,0.9257377099838624,0.9357001191144838,0.9303357449672266,0.9318684232950146,1.0988839162260784,0.902654645471421,0.9509572351956443,0.8905789980403662,0.9660517944844648,1.10794065179937,0.8996357336136577,0.9328437640490612,1.1080638726915242
256,12.825,0.9971444418973698,1.0082007288236663,1.0114861661661068,1.077735358814252,1.0429493920699917,0.8881185433617077,0.9443863277870216,0.9109298073179158,0.9778428482561268,0.932980695808917,1.072359822749426,0.988488104769024,0.8626805277984203,0.8447080168026203,0.9735110122725228,1.0274285452599246,0.8956301312907209,0.9016209682893216,1.0449731393272534
257,12.875,0.9977683876121533,1.002794800865508,1.0128581833194246,1.0493895165030327,1.0353331008927829,0.885006343657893,0.942346908123366,0.9144311070020172,0.9415924270119784,0.9551730870169588,0.9927142380744975,0.9273258750875548,1.013519626297616,0.9332702717227314,1.0402694111559108,0.9659644532162026,0.951103461628261,0.9808254448041448,1.1189416809092174
258,12.925,0.997983321498546,1.0244456971259597,1.025148913557265,1.0484150755367152,1.0377217066953213,0.8617019412360596,0.9358187893528018,0.916353758534263,0.9515405450139286,0.9814867462732184,0.9997947647703742,0.9791500351143488,0.8434846688033245,0.8818248810216573,0.9201650932399904,1.07647518920704,0.9083681048651182,0.9496575641771694,1.0368108252323442
