,r ($\AA$),g_full(r),O (DOL),O (DOL),O (DMF),N (DMF),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
99,4.9750000000000005,1.0432324295494997,0.8268162051067608,0.842953834827558,0.4288655212050171,0.4591999117292741,0.4244561721314647,0.8034348972488445,1.000503834309882,0.8792306422723204,0.985344685305187,0.5374607374391925,0.4976488309622153,2.2692786691876994,2.0702191368028133,0.3583071582927949,0.3782131115312836,1.7318179317485072,2.11003104327979,0.1072484011216529
100,5.025,1.0453639049698502,0.8318450834696788,0.8653422009248345,0.4603601543814694,0.4911191847410332,0.4061453916400227,0.8667737016707807,1.0054574939381058,0.9311626052234676,0.8717266942517568,0.682912613437585,0.4682829349286297,2.3609264635985108,2.165808574044916,0.546330090750068,0.682912613437585,2.224343940910993,2.0877614182234767,0.1248356293368412
101,5.075,1.0475263343113987,0.8629709590996829,0.8602342647262166,0.4714377311675772,0.5729627009925782,0.4176055270608259,0.9420403749976768,0.8934815927813018,0.8594904452298389,1.0003109136573272,0.5738765171026142,0.5930057343393681,2.2189891994634445,2.1042138960429213,0.4208427792085838,0.7651686894701525,1.625983465124075,2.161601547753183,0.1417123644273803
102,5.125,1.0506045493631146,0.9472953960866264,0.891835231254359,0.4928399689738137,0.5440953257470905,0.4713976392467681,0.9713648323872812,0.9475568708091612,0.8666098014435543,0.8570866168123066,0.6752803647612108,0.6002492131210763,1.894536578913399,1.9132943668234328,0.4126713340207399,0.712795940581278,1.8945365789134,2.119630033833803,0.1200115614243988
103,5.175000000000001,1.0521189870385732,0.921182890445662,0.9106550859834258,0.5268652036740619,0.5442662562724712,0.4529925299507295,0.9666953989670206,0.9340052163932572,1.01806568586865,1.0087256337047177,0.6255004630997264,0.6806916804320552,1.8397072444109617,2.152457475960825,0.5335151008791784,0.643897535543836,2.2444428381813744,2.281236983069593,0.1672631790581801
104,5.2250000000000005,1.0511372785897737,0.9587159171250657,0.9346189281847584,0.5054502395806995,0.5614006413354109,0.4581075919420971,1.113201448419297,0.9162151838841944,1.071971765144507,1.0628096133056653,0.6316331949504669,0.7399131712276901,1.5339663305939923,2.0934128746929783,0.5774932068118553,0.523353218673244,2.3460661526731657,1.9129462475642736,0.1336926237708568
105,5.275,1.0532785966632738,0.990445272177586,0.9693360379027012,0.5024266664865531,0.5898861232453234,0.6067768202952987,1.128155421437926,1.069725060965045,1.0427572022852536,1.1596179232310155,0.7613653031314751,0.6905406237704075,1.9830910221098852,1.7174984745058843,0.5665974348885395,0.7082467936106743,2.5142761173178925,2.2132712300333544,0.1788684504271854
106,5.325,1.053077346767791,0.9329892207052384,0.97193282050377,0.4966879067948736,0.6281641174170461,0.4807590582002649,1.0585520547528768,1.062962688314347,1.0100350855767035,1.0673733218758172,0.5212566936283103,0.7471345942005777,1.6506461964896495,1.8591488739409725,0.486506247386423,0.7123841479586905,1.8417736508200293,2.102401997634185,0.2164810962313491
107,5.375,1.051910540387313,1.0157410870220278,1.0100483827713034,0.5287118497464898,0.6604417512934961,0.6363567551655397,0.9826733566161744,0.9999891866887064,1.099555209605763,1.112542082160162,0.818566512519681,0.6309783534005875,1.7565073081151468,1.313117113833655,0.8697269195521611,0.818566512519681,2.1828440333858143,2.285164847450772,0.2354422813433521
108,5.425000000000001,1.050892842036778,0.9994991295684064,1.009078993430084,0.568273049603721,0.5920243999741552,0.6416789324579865,1.0836299852767322,1.1218757494629683,1.0921290439847846,0.9646431633639928,0.6528822371186016,0.8705096494914691,1.4564296058799575,1.757759869165466,0.8872502196739974,0.8537690793089413,2.444123246649125,2.544566667744294,0.1972995771512258
109,5.4750000000000005,1.0499215259722354,1.0385448669386894,1.0087601839623346,0.5622595291394598,0.6486281204051216,0.6216678324546548,1.147373516275369,0.96379375367131,1.009688694322325,1.101478575624355,0.8711188459655437,0.8546826413246844,1.742237691931087,1.6107480548042126,0.7725016181203874,0.9861722784515592,2.4654306961288963,2.4489944914880373,0.193712411838699
110,5.525,1.049208599240922,1.026760024232311,1.037535616690521,0.5538252522345513,0.6556001837324776,0.78254483867393,1.1226035905584133,1.0283704424458462,1.1226035905584126,0.966914041502867,0.8392833744940142,0.7908631798116671,1.3234853213174838,1.436465775576293,0.9038436340704769,0.9361237638587082,2.485569993693808,2.453289863905576,0.3152253490544628
111,5.575,1.0471256655523542,0.978943809921559,0.9970863979046616,0.5864177483115687,0.6513901692892707,0.6760207399242103,1.04622257369223,1.0743901045224051,1.04622257369223,1.162916629988671,0.7291854301491305,0.7291854301491305,1.5693338605383458,1.5851857177155002,1.0145188593379209,0.7133335729719756,2.7582231488249684,2.346074862218939,0.2188526812315381
112,5.625,1.0471081676509535,0.9972608045156824,1.0098843590032227,0.5163076352654026,0.6578626604649502,0.8261173929520247,1.0632802808808353,1.106760143667784,1.2451051616262572,1.039563992087954,1.0744197498593109,0.7318511339621393,1.3547031628660868,1.6038439744276656,0.8564215397429287,0.9654206448011196,2.8184054307903623,2.584835919951383,0.2569264619228787
113,5.675000000000001,1.045361121094915,1.066580114084348,1.0432349953082205,0.586834205859317,0.6503409212879279,0.8038577389345397,1.1261775086522536,1.1222941379327631,1.0873438014573478,1.1921948108835922,1.0555707682978792,0.856695116299728,1.147359530758565,1.392129563987058,0.8413969892229474,0.9178876246068516,2.2947190615171285,2.1876321719796623,0.3245388387002797
114,5.7250000000000005,1.043192149274109,1.0408628891294092,1.0652357116021365,0.5410830511672048,0.7053827221785605,0.8890896842110048,1.1256714885933328,1.1142239819296715,1.2248832130117282,1.1600140085843156,0.8868926879826261,0.6614114961226369,1.2175984360439442,1.458111707361267,0.826764370153296,0.8417964496106283,2.7959667790638734,3.051512129838529,0.3948221686038185
115,5.775,1.0422114045383148,1.0355982201932263,1.0313712886822335,0.5402933857490623,0.7258251662002485,0.9337616856360786,1.2075151115454503,1.1662645953125317,1.2187652523362469,1.1512644075914698,0.8568289046727546,0.812510168224164,1.3738808299063137,1.211378796261481,0.8863747289718154,0.7090997831774526,2.422757592522963,2.393211768223903,0.3233458832728815
116,5.825,1.0392265227146382,1.035899726151061,1.0206659066488393,0.5470811247466855,0.711129160758593,0.9251722297132344,1.13527110259632,1.1131554317665215,1.2495354018836111,1.0689240901069246,1.016427295712959,0.9293049560804196,1.321355484426846,1.1616311951005245,1.0890292454067416,0.9583457359579324,2.8459964279962806,2.4394255097110995,0.3716034486367492
117,5.875,1.0397587055479014,1.012216135365183,1.041486675930551,0.5588110829162363,0.6165673961840893,0.9239856150563344,1.1160296840680433,1.145017468069811,1.2899563880786478,1.1993695630731247,0.9992001303639522,1.2846858818965097,1.1276687185536032,1.3132344570497658,0.9278286924808126,0.9992001303639522,2.5122746134865084,2.597920338946275,0.3556919414502578
118,5.925000000000001,1.036870122536356,0.998550853348804,0.9778034830714492,0.5295076744670868,0.6733154690646941,1.043834691800319,1.2041506000972968,1.2077131758372297,1.111523630859043,1.243338933236558,1.0666135851677694,0.9964416387751532,0.9683728602181062,1.0104760280536764,1.0666135851677694,0.799960188875827,2.877049802097271,2.877049802097273,0.4064244568617252
119,5.9750000000000005,1.0349340240955134,1.0260024841322055,0.993096695673828,0.5351864503993463,0.6671701007688328,0.9984122461171044,1.1385402806598557,1.1455466823869933,1.0965018702970304,1.096501870297031,0.8142288067749269,1.0902385717833776,1.1454405247850674,1.076438083532955,1.0212361305312652,0.7728273420236595,2.4012849555735145,2.594491791079429,0.3717682549093403
120,6.025,1.033798444247357,1.0627649146957394,0.9799184414429656,0.5049446372359052,0.6447315707079916,1.0473706060841048,1.1472842494276538,1.216190210354241,1.16795603770563,1.1748466337982897,0.9229222645318482,0.9907841957474252,1.180797603151041,0.9772118095043096,1.099363285692348,0.8550603333162707,2.768766793595544,2.6737600898937357,0.361053172814305
121,6.075,1.0311045348876515,1.007781889193523,1.002052238528494,0.5149062284124396,0.6776558809896682,1.118310278518068,1.2233636683182492,1.145420830724566,1.186086659034313,1.284362410782871,0.934492519239156,1.0412916642950591,1.1480908093509623,1.188140488746927,0.9344925192391556,0.9478424123711436,2.7767777714534927,2.456380336285782,0.3686205185220343
122,6.125,1.0272775928410558,0.9594554589329238,1.0145677829447382,0.5500103030596971,0.7177047869285887,1.1768022779990923,1.1968045830075755,1.0901256229623315,1.1267965154778845,1.2168068880160583,1.0900246012198656,1.1950872133856352,1.103157427740587,1.234485692947799,0.93243068297121,0.93243068297121,2.6659637837064163,3.0074172732451685,0.3537822654561641
123,6.175000000000001,1.0243974724163754,0.9951232670860108,0.9741733035684106,0.5499659774674632,0.6891548976907106,1.275900176329358,1.1020628772407828,1.092223030122561,1.1119027243590036,1.0823831830043398,0.9561548411847348,1.0595229321236252,1.2404170912666832,1.149970011695154,1.00783888665418,1.1628910230625156,2.3516240688597536,2.467913171166005,0.3306724133606333
124,6.2250000000000005,1.0244240679818368,0.9773826868035936,0.9858711220487862,0.5378261758060661,0.7289047923036245,1.1812543799013169,1.0876577213845455,1.223211502684696,1.1102500182679034,1.0134258887677965,0.9408566927182196,1.2332851242387484,1.46214215760264,1.3095708020267125,1.067999489031493,1.1188566075568025,2.809855798523333,2.669998722578732,0.4923539918457862
125,6.275,1.0206444549432123,1.0119912104098128,0.9815598709458384,0.5384944666706792,0.7245676462406454,1.3022593714507986,1.18791464615268,1.2482632511711316,1.1307422835036198,1.162504707197542,0.8508479559220306,1.1886846443028365,1.0009975952023886,1.2137095841828962,1.0510474749625085,1.0135100651424185,2.727718446926509,2.915405496026957,0.4255516562257083
126,6.325,1.016759728331912,0.9608168896839976,0.9837214487901558,0.5448988252094948,0.7235117417864791,1.2692468816555316,1.112935689333422,1.0973045701012116,1.16608149472294,1.13794548010496,1.059126745552235,1.1207038819215511,1.1945964455647309,1.2808044364817723,1.3177507183033623,0.9729187546351928,2.475400882046503,2.401508318403324,0.4561734796339118
127,6.375,1.013311869354042,0.980491637783717,0.984538478269852,0.5841627129763796,0.7026515511591567,1.3817425426002494,1.1201654465623407,1.1078559361605564,1.1970998865734908,1.1632487329685843,0.9698402134738866,1.054701232152851,1.272915280184476,1.3820223042002886,1.1274392481633932,1.0062092214791571,2.279124501663636,2.254878496326788,0.4327169727974049
128,6.425000000000001,1.010653572678552,0.9704129382497164,0.978381138329187,0.5656987031851444,0.6785875796522459,1.3118459335230874,1.157332902091961,1.230044916883079,1.1270362292623282,1.1270362292623288,1.1218949756912386,1.0502846580939256,1.217375399154323,1.2293104520872082,1.0741547639596964,0.8593238111677572,2.45862090417442,2.3870105865771065,0.3938567467852223
129,6.4750000000000005,1.007355125129988,1.0008762909323143,0.9711750348184222,0.5860188829480338,0.7428669295958743,1.3572913642990294,1.1514603661965392,1.0470533381735367,1.127595902648424,1.0947822652697667,0.9166123499162278,1.1163868364364322,1.26915556142247,1.1633925979705977,1.1398897172035145,0.7990979460808137,2.561814003612023,2.27977943440703,0.4392400624991023
130,6.525,1.0034836865489396,0.9993921730787878,1.0214659924731284,0.5843692190712374,0.7321337562557441,1.3101321206373533,1.0516307156685485,1.1133185509451948,1.198506513946278,1.177943902187396,1.1803473243410336,1.3654998458062937,1.3654998458062937,1.4233600087641871,1.064626998425246,0.9836227702841946,2.3954107464568035,2.4995590397810123,0.4208441240447618
131,6.575,1.000404509770816,0.9576194261250636,0.9815327375606498,0.5671311125946025,0.7641597673397175,1.3105330796471684,1.1138084672498012,1.1774546653783609,1.1080224492381134,1.160096611343299,0.8775460651059045,1.0598932994136243,1.3220174487309726,1.4131910658848337,1.03709989512516,1.1054801079905554,2.1197865988272504,2.1311833009714825,0.5411107660929982
132,6.625,0.9975287747030632,0.9582081380653388,0.9699849978627898,0.5485752671719474,0.7697749716767642,1.399107415069773,1.0030260898259875,1.0828122560621467,1.0457686788810725,1.1198558332432191,0.8980261134805677,0.9317020927360892,1.189884600361753,1.2123352531987672,1.0888566625951883,1.0102793776656394,2.1440373459348563,2.054234734586799,0.4687146500462346
133,6.675000000000001,0.9932796241904372,0.9760734475741032,0.9328330247210094,0.6292902272279628,0.7530564492035452,1.2799814176491036,1.1059488564775144,1.187351183477129,1.1480535083738668,1.097527926098244,1.105778736671872,1.1942410356056214,1.3822234208398405,1.382223420839841,1.150009886138747,0.8956807767042165,2.1673263238768707,2.1783841112435898,0.5473604746525764
134,6.7250000000000005,0.990176105089186,0.9927839782104444,0.9491451220253702,0.5959245167530037,0.7413278090251108,1.4075848934392303,1.014899127489582,1.09233012359233,1.0646761964127776,1.0508492328230006,0.8933056476788854,0.9913513894972992,1.4053222993972705,1.1329730165683416,1.1329730165683425,0.8388357911130998,1.9935967503077527,2.483825459399825,0.5539250923822641
135,6.775,0.9892419264555842,0.974089515080042,0.9577096598606192,0.5978777567949303,0.7721647632568486,1.4849756243877572,1.119862351602509,1.0708172851089697,1.0353958481969674,1.1825310476775894,0.8050326570909441,0.9982404947927708,1.309519788867936,1.2236496387782352,1.2129158700170228,0.890902807180645,2.329227821183129,2.2755589773770657,0.5240926890041041
136,6.825,0.9860459868534304,0.9679398533515986,0.952807911923486,0.6208304657133533,0.7586692799451452,1.4015436949816713,1.0498152964326313,1.0900895405413005,1.0927744901485448,1.0686099436833432,0.9519366789321712,1.1952093857703927,1.1000157178771752,1.5654069831329038,1.0788615694564605,0.8567430110389539,2.3481104746993555,2.0942606936507766,0.5947985303395906
137,6.875,0.98306023240312,0.9737955092556388,0.971310068956364,0.647984364597659,0.7586292011561775,1.391815977559109,1.1642567112661757,1.0028483944770006,1.1272121795440695,1.0901676478219642,0.6983936608215141,1.0528023842234775,1.2091591739596377,1.3446683917309767,1.1778878160124056,0.6254271589446393,2.074333410499722,2.105604768446955,0.6318090687297894
138,6.925000000000001,0.980398592388052,0.984771034293409,0.9220592470349231,0.6316427577124852,0.805479482484639,1.4083017225210903,1.1344652764753225,1.217920193365461,1.1631529041563078,1.1657608703091245,0.8527259026937477,1.325320981295102,1.089023441994425,1.3869638176344088,1.284225757068897,0.5445117209972121,2.054761211310234,1.9417493446881715,0.5535275099856145
139,6.9750000000000005,0.978971926818686,0.997264645726566,0.980361855121031,0.6508235729806179,0.7673651612739587,1.4344562534634888,1.1259710376648897,1.0642739945051698,0.9897234006871743,1.0514204438468946,0.9114335921322272,1.1139743903838333,1.0532121509083516,1.2456259092473774,1.032958071083191,0.7797820732686831,2.0760431820789598,1.832994224177033,0.4876479729333303
140,7.025,0.9774373905439974,0.9493171224365048,1.004067106930085,0.6730685022548037,0.7764157313617378,1.3989042191836525,1.0339726837444383,1.1353425546997753,1.1657535159863766,1.186027490177444,0.7487547286473764,1.1081569983981172,1.1980075658358025,1.2379411513636625,0.9084890707588168,0.7387713322654114,1.7470943668438783,1.7271275740799483,0.6622659171342302
141,7.075,0.9755913952949484,0.965987096383944,1.000251944797952,0.6723815032117911,0.7825486264303382,1.5815845247500828,1.0593867906698815,1.076876666930941,1.1793173707457174,1.1418390644720189,0.8366369380290299,1.072863838178403,1.0630210506721791,1.2992479508215518,1.0433354756597313,0.7874230004979106,1.8504440511700888,1.742173388601626,0.642995159335156
142,7.125,0.9731705387880202,0.9723781322439848,0.998758690805578,0.6767472577431558,0.8205624247993502,1.554537605538024,1.1234059399767662,1.1086242828718085,1.037179606864514,1.1677509112916375,0.9219871982132544,0.9511025834199888,1.35871797631427,1.2034359218783537,1.077269252649171,0.941397455017744,1.630461571577124,1.9022051668399784,0.6340023676650122
143,7.175000000000001,0.971471531375102,1.0118142125310796,0.9465505984616418,0.6869612377917017,0.8131891079862237,1.540235334774419,1.1320972649919236,1.144244231354499,1.153961804444558,1.1515324111720426,0.6316422508538634,1.0814480961588873,1.4355505701224154,1.3685582101833704,1.0910184332930366,0.6986346107929094,1.588675964268806,1.9236377639640363,0.6380875799442092
144,7.225,0.9711899631574265,0.975803771680754,1.005059881071552,0.7062519412681771,0.8123881178351647,1.5669087473105852,1.118878264516886,1.1572124234724963,1.15002476866832,1.0781482206265496,0.877765116994948,1.0948468125958497,1.094846812595849,1.44406519247556,1.113723481778536,0.8494501132209178,1.8215985761293008,1.7366535648072083,0.6928508066339325
145,7.275,0.9693770834217132,1.0299139265201926,0.9939557247753068,0.7039149524089127,0.8394149119761598,1.5170878005688555,1.0775576901236734,1.1744433596304067,1.1224559272121586,1.1909848153998492,0.6050878842068742,1.098467235944787,1.051922014082719,1.2287938571585744,0.9681406147309984,0.9309044372413448,1.7873365195033812,1.7780274751309686,0.6927638837552162
146,7.325,0.97005140918482,1.020718485122151,0.9795569503295798,0.722806368588823,0.860322934041303,1.4847928954749847,1.216737663167884,1.1910975974689435,1.1304938058169032,1.0722209292284024,0.8080505553605356,0.7988681626859842,1.239623011064458,1.2855349744372155,1.101887120946185,0.8355977333841903,1.7722017861884485,1.66201307409383,0.6833386711786166
147,7.375,0.968664307800068,0.9516328713508077,1.0030374613148323,0.7534983462483438,0.8229934558833775,1.522213851381997,1.158906013740976,1.1175165132502276,1.1910978474560043,1.156606597047047,0.8243060451272095,1.0326471334560643,1.3587462282316645,1.1504051399028088,0.9692389761385868,0.7608978878097314,1.6939036311954754,1.5489707001840969,0.7076572192749413
148,7.425000000000001,0.9691963271905062,0.9495137978123026,0.9686915899584224,0.7128601141770633,0.8241564561137988,1.4677534719365966,1.1138592808668766,1.138813358442305,1.249972431278307,1.1751101985520198,0.6523807057598375,1.0009128636315316,1.2779512455295448,1.5192427394407162,1.0455964736150822,0.8221784236973295,1.5281794614374264,1.590736515414397,0.7523260864577382
149,7.475,0.970228725358307,1.0108602071743016,1.0020298975442437,0.716329072804414,0.7988042183148835,1.5130945796572417,1.193016880114363,1.125867712378096,1.1325826291517225,1.1191527956044696,0.969932422857207,1.2168243123117686,1.1374662049870885,1.2344594472728083,1.1374662049870878,0.8112162082078453,1.6665202538182915,1.4989864716884111,0.7185417744840117
150,7.525,0.9707053341324088,1.0065998025035114,0.9929073896912206,0.7841093262579463,0.8376024989530948,1.5107231635467748,1.2235974160890544,1.194884841343282,1.1617549474058526,1.1264163938725953,0.8265741214691946,0.9396842644070842,1.287715473446745,1.287715473446745,1.0962983084749325,0.9744873853110504,1.7227544847463212,1.37472327570666,0.8057100056211542
151,7.575,0.9705159551163076,0.9958120337208626,0.9954025715359442,0.771085103225071,0.850494686705242,1.5061027068205113,1.094158551119966,1.176983302001557,1.1246729330237106,1.1857016968311984,0.7899394103220327,0.8843886876431453,1.3137035845572935,1.176322817544766,0.9530790711494088,0.8586297938282964,1.648569204150329,1.468256947446387,0.7401739283940248
152,7.625,0.9701819098090247,1.0312882473010418,1.0187608430430737,0.7672398055908368,0.8335884597017104,1.3551978065268908,1.1357848283272989,1.213224702985978,1.234735779280056,1.1745047656566383,0.7287691908114792,0.9490947601265778,1.1185759672920377,1.1439981483668562,0.9999391222762158,0.9321466394100312,1.482960562697778,1.3982199591150473,0.8189574046245278
153,7.675000000000001,0.9716971022212012,1.0143053275276106,0.9955588271761364,0.7515621627559927,0.8157306281141067,1.4288944611598915,1.216577304969714,1.1910992462268932,1.1104187268746255,1.15075898655076,0.9702250652569304,0.9618610560736814,1.4135175519691487,1.3466054785031536,1.2462373683041612,0.8113088907751917,1.739713910115876,1.6477098091001323,0.751992703200106
154,7.725,0.9719486637699356,0.9803507951375936,1.0118480094392033,0.7969622772504591,0.8472876034132534,1.3894996089154985,1.2951896807085643,1.114952929024202,1.2595614856081672,1.2260290666901463,0.7513040071973285,1.081547526844507,1.5026080143946576,1.3457423425622488,0.9246818550120972,1.0980597028268655,1.461327574438761,1.5438884543505556,0.8173527111267632
155,7.775,0.9721192181746908,0.9953777693297376,1.0078151331011362,0.7995932647069622,0.8154395158018513,1.4047882789758357,1.1937597009853562,1.1482437331834885,1.2310000382777937,1.1937597009853562,0.8639256698481297,0.9698788180370516,1.2714377782670585,1.4751938324765228,1.1084329348994877,0.8150242168378582,1.4833440746449014,1.5566962541603078,0.7272843649231692
156,7.825,0.9748541620752372,1.0229882033830144,0.9846165528435163,0.7965954651999767,0.8946900235473196,1.2868080591691915,1.1948931977999628,1.2888506116440628,1.2296165898727829,1.198978302749706,0.9494774231676496,1.094312962294918,1.3598447840282426,1.287427014464609,1.054080868092899,0.957523842008053,1.3437519463474354,1.641469443442377,0.7965954651999764
157,7.875,0.977073122682784,1.0009465340298576,0.9990522370313148,0.8186572479573745,0.888792086130164,1.4681559457503797,1.238252404794963,1.1495177047770826,1.1354008206833293,1.1858182638753063,0.9056806158849738,1.0566273851991363,1.318798089797418,1.2472969885433414,1.1201839196472043,0.9771817171390508,1.5015231263356146,1.445911158693555,0.853392395580122
158,7.925000000000001,0.977803122713334,1.0048163118249611,1.0268878540430084,0.7968177007011433,0.8532915884383686,1.427784181626439,1.1609458547952776,1.1091712540668428,1.2266597711044436,1.2167031171182066,0.9413563768806236,1.051181287516696,1.270831108788841,1.435568474742951,1.019802741620676,0.8942885580365928,1.294365018210857,1.3571221100028985,0.8373749199445766
159,7.975,0.97926955662403,1.0232873696273903,1.0291980547949129,0.837333731847071,0.8869957227490362,1.3883062788286615,1.215259603847186,1.211326724870334,1.1837965720323715,1.1621657376596868,0.945082735952552,1.0457882733901191,1.2626925078710327,1.3014254068854814,0.968322475361222,0.9838156349670004,1.192973289645025,1.3711446251114896,0.795605364449852
160,8.025,0.980654139296334,0.9989013668559028,1.010940718611288,0.8518567538991334,0.8341683644835777,1.3322202215623395,1.1671492028556352,1.2234675504143937,1.2118154785056847,1.1263669511751562,0.8874406281986084,1.0404476330604375,1.3617623432702786,1.3770630437564608,1.1475525364637174,0.9180420291709748,1.185804287679175,1.2393567393808151,0.8089074410093222
161,8.075000000000001,0.9820090256490857,1.0251241665795503,1.021881243029738,0.8107676084557586,0.8802506307279214,1.4500358469499115,1.256314126656338,1.2428878688142095,1.2390517951450302,1.2083632057915927,0.8613729057157968,0.9822673486232764,1.3525065800274354,1.4205097041628931,1.1560531103027791,0.936931932532972,1.3978419961177402,1.2996152612554124,0.8014653915964642
162,8.125,0.9835560893820732,1.027849975157816,1.0132579221863929,0.8353309926114291,0.8502336112589564,1.1480687800510896,1.113967727178285,1.278789482730174,1.1594357976753578,1.1745918211743822,1.0075311076055908,1.126942201840328,1.5224914514928929,1.328448423361446,1.0672366547229593,1.0224574943849336,1.3359116167511167,1.21650052251638,0.8946693463454631
163,8.175,0.9848382051292248,1.0297294789876208,1.0297294789876212,0.8553607028802843,0.8685320180514481,1.2875228774012928,1.274423080683548,1.1883387022526473,1.229509491936991,1.1677533074104751,0.9362668563202676,0.914150316407191,1.356481114668734,1.511296894060275,1.1353157155379625,0.8109397968128299,1.275387134987452,1.2901314949295026,0.8365919740589498
164,8.225,0.986099668574406,1.041559215371253,1.0155115524326597,0.8786700722304147,0.8645103193242627,1.3088910553315989,1.2183039625191006,1.1683886256632348,1.1572963285841535,1.12401943734691,1.0195949840367695,1.1579685890131897,1.274493730045963,1.492978369482413,1.179817052956834,1.0705747332386086,1.2016655169004793,1.398301692393284,0.8387134832244159
165,8.275,0.9882796005838566,1.037931526236669,1.041705822695711,0.8654372176557182,0.8994648933171494,1.2529397347307345,1.307733017590679,1.1762291387268111,1.2346753071107526,1.2091051084427786,1.0360911668062267,1.09365178718435,1.439015509453092,1.3023090360550484,1.1584074851097383,0.892189615860917,1.151212407562474,1.1943828728460666,0.835877121179768
166,8.325000000000001,0.989760161231859,1.0193992011782196,1.0285524364398793,0.8916814471662665,0.876739152282877,1.2956808715576609,1.2469574961648238,1.1603381621331144,1.160338162133114,1.1856021345590295,0.8459602888071667,1.066336498496428,1.521306737854904,1.4075641780152854,1.364910718075428,0.9881384886066906,1.3009305281656425,1.2653859782157617,0.9694957348574686
167,8.375,0.9917091915321526,1.045115583180856,1.011618288848136,0.8858647520347285,0.8880794139148154,1.257076154858512,1.194668118801706,1.1607894706565836,1.2071497260130677,1.1928850320572264,1.025545042734345,1.23627347617291,1.320564849548335,1.4891475962991865,1.067690729422058,0.8991079826712076,1.173054946141341,1.2854434439752411,0.9366663837330464
168,8.425,0.992824122782038,1.0095768797218256,1.045325831528369,0.9235272383540356,0.8950773471251195,1.2774393961070365,1.1963880689057622,1.12062269782631,1.1030028440869029,1.2703914546112738,0.7912916133879322,1.1036435660410633,1.3535251281635692,1.5756420722724624,1.2077608835921076,1.0689377935240494,1.1938785745853018,1.11752587504787,0.9653162727232496
169,8.475,0.9951730022480464,1.0212518963242485,1.0441499209055092,0.9220340682478462,0.8888725614930366,1.090026490594031,1.166641771083069,1.1561942328345636,1.178830565706324,1.058683875848516,0.9877672525859372,1.0632216954918072,1.3787584567345363,1.371898961924912,1.1729736124458006,1.0014862422051862,1.351320477496039,1.1249571487784285,0.9308614436040512
170,8.525,0.9954918469687716,0.9934664165117344,1.0018719247542671,0.9372553523263656,0.919443582042702,1.2304370911954634,1.0772777889347689,1.1788103600963529,1.09964937241105,1.235599764305374,1.193151118734995,1.1524755124144843,1.3694120794572109,1.4100876857777214,1.3355157408567842,1.0101108902926947,1.0779035674935475,1.1389169769743137,0.9268227440173618
171,8.575000000000001,0.9970938893466004,1.030163589402493,1.035595593440906,0.8992459828925897,0.944666003171816,1.2042236789881169,1.180411346352758,1.1276840383744646,1.180411346352758,1.188915750865386,1.172576985832037,1.0519690672893127,1.333387543889001,1.4807972221078862,1.1524756660749162,1.058669507208353,1.172576985832037,0.9715637882608305,0.8867143398982894
172,8.625,0.9980336610546466,1.046047859310573,1.0353094452959124,0.8940705338018355,0.9393134958081566,1.2272889646259035,1.1264158990402129,1.1112849392023598,1.124734681280452,1.101197632643791,1.0398077114161348,1.1523983553274368,1.4106945384180691,1.3245958107211917,1.0398077114161348,1.006692816148105,1.172267292488255,1.1126604810058005,1.005814257702219
173,8.675,0.9994289685997544,1.0309023993281416,1.0081114014023531,0.9113157801619995,0.9267967956800404,1.1134687332257824,1.0685976051704151,1.16000175491283,1.141720924964347,1.0719213924337756,0.9558406402815632,1.1391525438972057,1.348651862315083,1.2766364716089371,1.060590299490502,1.0474965920893844,0.9951217624849152,1.1784336661005572,1.0052760661837412
174,8.725,1.002118385277592,1.00214572806479,1.012639400609971,0.9702794051053696,0.9454527676806616,1.102386416345929,1.0826716071117242,1.0761000040336568,1.1828885540522636,1.1368873325057869,1.054941433517148,1.210270233544213,1.475623600257114,1.145549900199602,1.1973261668752904,1.029053300179304,0.9125567001590056,1.268518533554362,1.00250475527672
175,8.775,1.0025623261571892,0.9993014778965597,1.0359171045675788,0.9545464539591804,0.9495030595212142,1.1288409930230685,1.0541263373697434,1.1320894563123431,1.1028532867088685,1.117471371510606,0.9469762679644136,1.0685475456084943,1.2157127764408011,1.286096147708427,1.1837203349555168,1.190118823252574,1.1645248700643474,0.9469762679644146,1.0837602779882312
176,8.825000000000001,1.002550968934065,1.0124463358564846,1.0338657905185258,0.9311285012962504,0.9696900529386514,1.170685748044488,1.0518507064048552,1.1209035008711283,1.1209035008711277,1.1337505323997374,1.0881046400746035,1.081778450306728,1.3664569898611305,1.1260617786818572,1.1640189172891109,0.9299498958777136,0.8413832391274555,0.9868856037885938,0.9586114087035984
177,8.875,1.0044014653817948,1.0097211460392068,1.0183716373937524,0.9489340121939768,0.9844327559823208,1.0876673506317571,1.0829038439866538,1.1162483905023728,1.070201159599714,1.1527686081148258,1.144685081686772,1.2447668374626646,1.2197463985186916,1.2009810693107117,1.0696237648548526,1.075878874590846,1.0446033259108796,1.1571953011587586,1.046837293673735
178,8.925,1.005582660550827,0.9780872263326936,0.9943100241156546,1.0007352665496692,0.9259807646638544,1.1116269446982796,1.1995522397591611,1.0755147699411325,1.0456829734026194,1.1100568501436212,0.9710796927449028,1.0020057976093906,1.1751919848505197,1.2803407413897767,1.1751919848505197,0.9958205766364926,1.162821542904725,0.8721161571785431,1.003899232601092
