,r ($\AA$),g_full(r),O (DOL),O (DOL),O (EiPS),O (EiPS),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
170,8.525,0.993894605158138,1.0932691908420775,1.1108612930937785,0.6651657751355422,0.7252194349715112,1.603868271636765,1.1901315518833315,1.159484387457151,1.1935367923751292,1.2054551340964217,0.7042656471672721,1.1402396192232025,1.6164573425458335,1.5292625481346471,1.2408489973899557,0.6640218959005711,1.4756042131123797,1.529262548134648,0.6595047401461455
171,8.575000000000001,0.9962985810733064,1.1137513070138048,1.0799246280894566,0.6421685677649027,0.7410941833977001,1.5700734488857069,1.1577819215791707,1.2284604691174337,1.1661960343813451,1.2116322435130855,0.6231542935913257,1.2065327812087383,1.6175494429391886,1.7832819678304976,1.1534983732435191,0.7756282164913316,1.597661539952231,1.6175494429391888,0.6138868013831184
172,8.625,0.9970121602062602,1.1283741702509726,1.1090002576075049,0.6732987745637078,0.7068240247494529,1.5735463004489152,1.1577042548757346,1.2392092958080785,1.1310903639590513,1.164357727604906,0.7338982040661232,1.2450058818978864,1.5726390087131197,1.6447182966124714,1.0746366559539655,0.5504236530495925,1.46124374559594,1.467796408132245,0.6531266087206521
173,8.675,0.9972359903104432,1.1166400588186085,1.1036666473468577,0.6815774154823299,0.7020136913112166,1.5587482600828766,1.185503687257125,1.165772696623164,1.167416945842661,1.2512736560369926,0.6671665772442701,1.2047862462857697,1.625813697944773,1.5675175892535271,1.11410341054383,0.7967134854470409,1.4120612994102024,1.4962667897420028,0.6499817832990044
174,8.725,0.9979327101586202,1.0901373704858637,1.0938016977816143,0.6339286221648883,0.7283899930817926,1.5425596472678955,1.2158425881521453,1.1524497259356563,1.136195145880146,1.249977206268716,0.6979618163229583,1.235840647250743,1.543199979209476,1.4919734238830211,1.1397908560136387,0.6851551774913441,1.2934705219930056,1.5111833821304423,0.6748967984272457
175,8.775,0.9988037405938144,1.081070376913114,1.0934478930967046,0.6823258886741311,0.6898832956689395,1.571633375734646,1.2068473059066662,1.2100612800901729,1.115249041676733,1.1200700029519923,0.6457166314135654,1.0635332752694031,1.6396137993736637,1.5130026951749245,1.1078471617389614,0.7849888460321783,1.2597804867774476,1.5003415847550512,0.7205205388942487
176,8.825000000000001,0.9991057143725082,1.095718176467303,1.0798987639495234,0.6666103453959634,0.7055715585376012,1.5538749965359155,1.2202208561754415,1.182088954419959,1.224987343894877,1.163023003542218,0.7948960833118905,1.2142507099409985,1.552238020955504,1.6649004579603388,1.0828112001020245,0.7948960833118905,1.2893590012775549,1.4082804625604368,0.6660112772598751
177,8.875,0.9999145391591416,1.0668798209008992,1.0845873697955206,0.6596481392698941,0.6691470724753806,1.5631225276797638,1.176662083650395,1.173520128820888,1.098113212912719,1.1688071965766271,0.6436246862869016,1.3120041682002224,1.7266469949427463,1.7266469949427463,0.9283048359907236,0.7117003742595547,1.262494576947384,1.3491363616398515,0.7377181696628323
178,8.925,1.0013142897558247,1.069842746750156,1.0835586794007983,0.6392322891830275,0.6564524243202033,1.5208028577685475,1.1246795393507951,1.1790494065846038,1.1044850172353804,1.182156256140822,0.6364334242433762,1.052562970864045,1.572724904139882,1.5972031127646271,0.832259093241338,0.6241943199310034,1.4442143088599688,1.2851059527991249,0.6511703049460292
179,8.975,1.001270283191569,1.0917202726109794,1.0850827980484492,0.6507066568878535,0.6672194348580448,1.5515263281751686,1.1183278880312106,1.1935999574179266,1.1475150169770798,1.1951361220992884,0.829063423486341,1.1376928731053435,1.6339206156300146,1.307136492504012,0.9924554850493426,0.6959291511016732,1.3676520708606792,1.2284662406403444,0.658199540513996
180,9.025,1.0019152047054698,1.0579670098166285,1.0514028767640844,0.6557643402970021,0.682301107375169,1.493364418438348,1.1515465200165491,1.160661663974464,1.1940838584868176,1.1272394694621106,0.6702853334708945,0.9395964049547364,1.4722338574450011,1.556019524128862,1.131106500232135,0.7780097620644317,0.9934586192515044,1.2567850002579275,0.7698266138606137
181,9.075,1.0026113638962328,1.0638412914917663,1.0683574657193775,0.6727845106300333,0.6662232213290653,1.510008907853264,1.1373897942735527,1.1028323764818857,1.1509122621050742,1.2140171119855092,0.7635413654364303,0.9825416020344764,1.5211638055594006,1.4205420752305693,1.177866137378679,0.8819198717056447,1.2370553905132866,1.1719472120652188,0.7494084213206158
182,9.125,1.002862238761918,1.084878330963076,1.0566815446976938,0.6439662077770186,0.6863980896848068,1.5410606710725423,1.1903467671447503,1.1576530981345332,1.160625249862734,1.1992632223293558,0.690800113797166,1.1005967914734496,1.4459968483720318,1.3406205598267025,1.0771798384633762,0.6205492547669459,1.071325600210858,1.2176815565238168,0.7392469221930059
183,9.175,1.0039807439404007,1.037740165995448,1.0468528390869465,0.6438794606709688,0.6789373147412437,1.5625281760870915,1.2141564190479186,1.2817728782200788,1.1774083434108749,1.228855649302736,0.6832914912390887,1.0075654192847583,1.4071172234838865,1.3839548000520532,1.1175869305859671,0.6659196736652137,1.2102366243133016,1.233399047745135,0.7390113006682189
184,9.225,1.0035172302464392,1.004668957378024,1.0713191002818412,0.663294136186948,0.6696437855024346,1.4482159928714824,1.132691022537033,1.1501394079933154,1.1937603716340228,1.1545015043573863,0.6243525805947703,1.071136996066257,1.3747212783738054,1.374721278373805,1.0825930067193716,0.767552713758708,1.134145054658389,1.1856971025974066,0.8390358822727881
185,9.275,1.003936551114299,1.0546654870997207,1.0449375963655188,0.6783884112006213,0.7020643600245743,1.4455895064119737,1.1651019902424866,1.1766091703930297,1.1622251952048508,1.257159431446831,0.6006399336154682,1.0369538476568931,1.6602594391446437,1.2919424987200638,0.9859561174442594,0.6799697361684546,1.065285919997246,1.1729477948905844,0.7613232581743222
186,9.325,1.0038244322477177,1.029484633578509,1.0110389208501482,0.6773471840531885,0.7280167687459468,1.521201683319887,1.1142197549480553,1.1711403043706894,1.2309068812644548,1.1739863318418209,0.8016310710354253,1.0482867852001712,1.5920505186997258,1.5135691551018515,0.9417763631744858,0.8352659411487997,1.053892596885734,1.042680973514609,0.7909342671048116
187,9.375,1.0049770200836143,1.032550492520937,1.0449813001921675,0.6952067071022358,0.700881863894907,1.5275448470889217,1.176983863747777,1.2361146320221867,1.1600893585265168,1.124892472648892,0.743187578167547,1.087050487468949,1.2756204699890727,1.3699054612491348,1.0315887279042069,0.7154566983851758,1.0981428393818975,1.0981428393818975,0.799328461318797
188,9.425,1.0046527894343116,1.0182222101559808,1.0535498889971675,0.6700689325600713,0.7215407081058868,1.444517586732248,1.1798518765305823,1.1575642377767577,1.0990591860479688,1.1436344635556168,0.7627606672000147,0.993235113404336,1.377359190411538,1.2840719145669324,1.0316475211050569,0.8670229166733988,1.0645724419913882,1.1743221782791595,0.8444570270183103
189,9.475,1.0052799362730809,0.9968879715505952,1.029772328014732,0.7144086130078035,0.7458925959530601,1.5271726188907426,1.1839722740317222,1.1770807008417818,1.1757023862037936,1.1302180031501887,0.7655911307369911,1.1185232122824127,1.4986039154851736,1.2814149422264527,0.9610612066698394,0.7927397523943309,1.0207881743159877,0.9936395526586476,0.8629937366014881
190,9.525,1.0053259341636922,0.9925987452003328,1.025907427925176,0.6922671111367316,0.7651132201180285,1.410254149866373,1.2097634728544229,1.18794135834972,1.118383368365982,1.2384049981418437,0.8166761034335501,0.9832350455811824,1.4023188355010303,1.144421118627278,1.06382808210423,0.8435404489412327,1.06382808210423,1.031590867495011,0.9227080303965246
191,9.575,1.006007456172536,0.9931619918320296,0.9924013367451016,0.7054581276138283,0.7485291572560608,1.479243997150783,1.187714158296248,1.2565475924702356,1.1431748773601391,1.1877141582962487,0.6965141913149137,1.1218663692171515,1.414295991524941,1.2228875114689337,0.99426071584648,0.7815846268953615,1.0048945202940358,0.9889438136227025,0.9220485029908831
192,9.625,1.006455976826124,0.9886415078310788,0.9914016744773076,0.7286580592824082,0.7546815613996369,1.355724369914863,1.1500282586174355,1.214141332268582,1.1900989296494022,1.2368480458533633,0.9523867569516876,1.0681464732662571,1.2575714635991893,1.0260520309700498,0.9418631463776358,0.9208159252295324,1.0997173049884128,0.9839575886738428,0.93021200609922
193,9.675,1.0060390829669212,0.9958330371775168,0.9558507132409632,0.7215902429366617,0.7531181858588174,1.4316384577981378,1.0707545252229835,1.172542301077514,1.2254190677551922,1.1884053310808174,0.8175869756753134,0.9321533034769498,1.2185691229810407,1.1352481573071231,1.0363045105693465,0.8696625792215121,1.0102667087962476,1.0467196312785865,0.8943187833495061
194,9.725,1.0063051613434366,0.9846362934456556,0.9907810531401492,0.7181448930062392,0.7664900204423997,1.410413310110635,1.121265497926543,1.1840668326995585,1.1958420829694991,1.1474327207486332,0.7267351429225821,1.0256758400113044,1.303999937300804,1.0153675401116933,1.0462924398105258,0.932901140914804,0.999905090262276,1.0308299899611093,0.8938242693565843
195,9.775,1.006156096089046,0.9595055665978074,0.9894292949678704,0.7125570137718418,0.7560586629642625,1.3753012929376562,1.216014984998549,1.1965898254937797,1.1603295277515435,1.1447894001477286,0.8162491266650467,1.1376472202894083,1.1325456632477515,0.9437880527064602,0.9131787104565208,0.9386864956648032,0.9897020660813688,0.8978740393315515,0.8469105256194932
196,9.825,1.0058345287349308,0.9738457268543064,0.9671029770145632,0.7427852052142105,0.7780944149693212,1.3972311398684965,1.089583916411213,1.161368268551246,1.1985423080523343,1.1203486387569412,0.91905723573224,1.060450656614123,1.1917445474330144,0.9291567657952312,1.0150027713306604,0.8938084105747605,1.090749246803098,0.91905723573224,0.892726318068011
197,9.875,1.0067890685725491,0.9854631912986624,0.9835561507736532,0.7276098765905458,0.7531849161895103,1.2790667496663772,1.1115699134005428,1.1534441224670011,1.1585197841720265,1.114107744253055,0.919771424122768,1.0947279450156857,1.184705584332043,1.0297440943983165,1.0297440943983165,1.019746578918721,1.0397416098779115,1.0497391253575068,0.8483605992685148
198,9.925,1.005514464025703,0.9698954990566552,0.9680076246059368,0.7523667508968901,0.7781067238664414,1.293847493744378,1.2147092489813722,1.2197338994425158,1.117984727604366,1.1305463537572231,0.7719690253938218,1.118365382942331,1.1530050186971823,0.9798068399229278,0.9550642429551768,0.9798068399229278,0.9501157235616268,1.0243435144648791,0.9198186660500954
199,9.975,1.005761700922635,0.9674389842704402,0.9543560132201758,0.7740854460339962,0.7845291244748217,1.2945887392061857,1.1329205969422045,1.1876390450930905,1.11426658052713,1.1204845859988215,0.8671291266886246,1.048393407408845,1.0141001651104256,0.911220438215165,0.9504127151276444,0.7544513305652443,1.165970238146286,0.9014223689870448,0.8578309589517353
200,10.025,1.006840783612352,0.9624388031514254,0.9344515175995578,0.7730006149003197,0.8176683871899048,1.3321876753495112,1.1142604863135932,1.1438099356743958,1.127803983937294,1.1770530662052985,0.8924530665535299,1.0234108534934498,1.071913737545272,0.9458062390105342,0.9700576810364452,0.9021536433638944,1.1010154679763655,0.9652073926312632,0.816630190668436
201,10.075,1.0062723172075585,0.95909304896395,0.956344931345142,0.7534718349861537,0.7936024001104163,1.1873418333445265,1.1434565089087942,1.169056281496305,1.1824656861850007,1.13126614100998,0.878814703978169,1.022882688236885,1.003673623669057,0.9412441638236128,0.8451988409844687,0.7971761795648966,0.9652554945333988,1.0949166803662431,0.8635258566690803
202,10.125,1.0068308771247303,0.964156161379304,0.9582605686709644,0.7298300812471045,0.8072731620905477,1.2203039662328996,1.1804720860294518,1.0911521122399015,1.2046126194860864,1.1140856190237056,0.8654015478545214,1.069864550919051,1.0460897831208504,0.9414808048087656,0.9842753868455272,0.917706037010564,0.9462357583684052,1.03657987600157,0.8758333337251607
203,10.175,1.0061084205783672,0.9621132328887888,0.9621132328887888,0.8093959350010873,0.7744666461394335,1.2465864796999917,1.165313343918976,1.1115296511227153,1.1127248442959654,1.1115296511227148,0.8710422974747897,1.0640841039421756,0.8663339607316827,0.97933404256625,0.97933404256625,0.8898756444472176,0.960500695593822,1.0075840630248918,0.868832261860679
204,10.225,1.0063245973150454,0.9865225149100524,0.9676236161569864,0.7911626537428884,0.811041112379644,1.2060199690431768,1.1894505092133392,1.1432927282587917,1.1456597939487685,1.1693304508485365,0.9418052275574328,1.1236389101056496,0.9557924339072952,0.8811940000413604,1.011741259306747,0.8905188042746023,0.9791044444904003,0.993091650840264,0.8525059543646003
205,10.275,1.0046201824704524,0.9254222633702828,0.949422031799348,0.791355709725608,0.8106474658333465,1.2060315529814796,1.0630423892655028,1.1110961246126754,1.1685261985641744,1.0864832357763186,0.988067196865,1.0388556976384349,0.8911073317520795,0.8680216495823365,0.9742157875631544,0.9003416046199766,0.9280444232236684,0.9834500604310517,0.867550513211525
206,10.325,1.0062279094013264,0.9509335908664108,0.9430836460667796,0.8145123458949874,0.8063243328438654,1.1688433619559957,1.081789486934447,1.147950431950825,1.1189324736103077,1.1270575019456526,0.8870701931488734,1.092833897745262,1.0151009426755158,0.8779251396112568,0.9327954608369604,0.9465130411433862,0.9327954608369592,0.9145053537617254,0.8807246457962407
207,10.375,1.0057201622310583,0.934879433749452,0.9368230500358328,0.8182652467134045,0.8564947226098779,1.086331995142094,1.1024258024775324,1.1369125324820435,1.1748479354870054,1.0874815528089112,1.0551545978147827,1.1185544448937823,0.878540738094712,0.9283549036567836,0.9826976297244974,1.0279832347809257,0.9328834641624262,1.0143975532639973,0.9058045207307254
208,10.425,1.0058049889927636,0.9389806266733096,0.9267888508827912,0.8517408133803104,0.860919879173363,1.036087051390778,1.0952920257559655,1.098707697353957,1.1180631697425762,1.1112318265465926,1.0316018260600832,0.8880746154778105,0.9688086714303388,0.7176360529113617,1.0450575020521713,1.0719688540363472,0.968808671430339,0.8835893901471144,0.9213018970092928
209,10.475,1.0062837363803936,0.925589092920714,0.9594856950876436,0.8368103226296657,0.8269610386150106,1.0826053245930047,1.0589233331175325,1.1141813132269662,1.1547790128992044,1.0544124775983943,1.0662022136143223,1.0395471582739642,0.9462544645827108,0.8840593354552089,0.9862370475932484,1.0706447228377152,0.8796168262318159,0.9018293723487812,0.8736330382982664
210,10.525,1.0051532455117709,0.920383179252808,0.9302459264997032,0.8607729062394386,0.8543940311714048,1.0343648991542411,1.0097903551138592,1.0846310119641125,1.0578224184655136,1.1315460505866592,1.0340941052805188,1.012092103040508,0.9812892999044924,0.8492772864644262,0.8888808904964461,0.9988909016965016,0.9856897003524944,0.9944905012484996,0.8549798462286732
211,10.575,1.005154567940474,0.9372679047958962,0.9439196175822052,0.8359265037980851,0.8522807795504711,1.0334587071513763,1.108699812168821,1.107593325330329,1.083250614883509,1.0832506148835086,1.0810041113023283,0.9763908102085552,0.8848541717515028,0.6799864571095293,0.9415197098439636,0.9720319226629812,0.9371608222983904,0.928443047207242,0.9305780125356848
212,10.625,1.0048512609329825,0.9416458438569976,0.9406162726303876,0.8214499211077219,0.9112902531338472,0.9612773912148388,1.0588300569139513,1.0566378621791397,1.0763676147924428,1.0752715174250371,1.0319922789483793,1.1097155468189688,0.8592739059026261,0.794504516010468,0.9326792144470708,0.9672228890562214,1.0492641162529552,0.945633092425503,0.956736416407016
213,10.675,1.0041294396307274,0.980171119674656,0.9518165336944728,0.8728635097763494,0.8356582954022632,0.932748192309239,1.0576213496032587,1.0804242739786878,1.0521920818948227,1.0565354960615712,1.129287683354609,1.1121772639098422,0.8811866014054903,0.9496282791845574,0.9068522305726402,1.0052371423800497,0.911129835433832,0.9924043277964744,0.8743337038217442
214,10.725,1.0037104723815549,0.9740846987679772,0.963980085710218,0.8701643671428481,0.9240075941795112,0.9272987857546984,1.0391770615302067,1.1123282418449627,1.1338432948787145,1.0596163619122714,1.0594533690862586,1.1187827577550893,0.9111298974141826,0.7458551718367262,1.012837420846464,0.9026542704614928,0.9704592860830132,0.9196055243668724,0.9432594424440224
215,10.775,1.003495830977789,0.9826849131344144,0.9608608186903128,0.8699837435323152,0.8918228416209868,1.001844527452313,1.0316867048657865,1.056199922026854,1.073252594834552,1.0508709617744478,1.142012330454989,1.1126223072447503,0.8900978457958006,0.7641406034662059,0.8858992710514806,1.0244522376140346,0.90689214477308,0.8984949952844399,0.9161461462503576
216,10.825,1.0033308433148782,0.9557741600364384,0.9577579171141396,0.8782825599164372,0.8864410812726884,0.9556520826778098,1.047521398913136,1.0686407819557395,1.0802564426291714,1.0528012446737864,1.1689258523428896,1.060769011912587,0.8486152095300694,0.7820571538806519,0.8361355740958035,0.9650918069165486,0.8860541158328668,1.0358097410440554,0.9231109924795124
217,10.875,1.003072207557561,0.9595852201848416,0.9607645547446751,0.8839320763323448,0.8814718280085568,0.9123574069656472,1.060929370026566,1.0881326872067352,1.0640682143165858,0.9929210770761456,0.964481245478697,1.0634023988611272,0.8573166626477305,0.8202212301293191,0.9438726718573576,1.0675241135853948,0.9150206687874816,0.89853380989041,0.8841078083554715
218,10.925,1.0023356786237196,0.9638709157887808,0.974582756639131,0.8988444808292038,0.9385454768828766,0.9206130566680796,1.0626445755459255,0.9983675378055868,1.085452556679594,1.0076980755420877,1.0863636192868629,1.05777510298984,0.780058087533048,0.7678058662628952,0.8658236364241159,1.0414388079629695,0.8862440052077042,0.9883458491256422,0.9255427965606068
219,10.975,1.0020106363036938,0.9435291013740672,0.985986945984886,0.8765245984912449,0.9165548557451751,0.9019708880161904,1.0632572540965348,0.997509945630662,1.068393762570431,1.0047010574941166,0.9469853804601548,1.0360181940076905,0.7446380769430275,0.8377178365609061,1.088628492922143,1.1129101693441985,0.8417647826312485,0.9510323265304969,0.9648249794641132
220,11.025,1.0025705913767695,0.990068619773402,0.9741953929159176,0.907918333058754,0.8904780938926536,0.9548886061432016,1.0566890972032446,1.0444730382760397,1.0434550333654389,1.0739951806834518,1.1629934887768534,1.022632205648612,0.8622193106449084,0.8582089882698153,1.074766396524815,1.0787767188999084,0.902322534395834,0.930394791021482,0.9250340539690628
221,11.075,1.0016658210274152,1.0088191789770615,1.0129886364141265,0.8939779038679648,0.9515883070740128,0.8544821926021345,1.0713814504645425,1.0340546014370575,0.98260407980458,0.9977365861670734,1.07303226934045,0.8981677513738585,0.906116138554158,0.7789419436693638,1.0372645270291012,1.1167483988320983,0.86637420265266,0.8226580731610116,0.9983336510439614
222,11.125,1.0013468961023797,0.9860605964383848,0.9849336700424556,0.8973789630953054,0.9091335528065092,0.8848105940964038,1.049775281131327,1.0287797755087007,1.0807686465742523,1.0047849119399852,1.2563977174174916,1.1106713364004157,0.764078862630073,0.6892463967023856,0.9058666928088492,1.0909785822089184,0.799525820174767,0.9452522011918426,0.9535713851053944
223,11.175,1.0011094381040704,1.00201370846919,0.9915896386801736,0.9522747534667728,0.9286426292108692,0.9264535212760054,1.0067131311405573,1.0037405529974257,1.06616469400319,1.0067131311405582,1.0773343815713188,0.9446192765951412,0.8314210988213439,0.7689669317737312,0.9719429746784723,0.9836531309999004,0.9329091202737144,0.9524260474760938,1.0042056502579155
224,11.225,1.000789987799037,1.011002460362828,0.9956898318573326,0.9385319337476726,0.9355629399326534,0.862241480709441,1.031154390370061,1.0360646493718233,1.013477457963717,1.0507954263771095,1.1335258507704356,0.9787782943512644,0.8433741824844883,0.6731518704233985,0.8124246712006539,1.079364206023726,0.8472428713949672,0.8356368046635297,1.051296473214024
225,11.275,1.000209313128315,1.0062613023710676,0.9850499065733131,0.92826458272118,0.9410163681125594,0.8623979642143871,1.0317628014303046,1.0171623844289324,1.018135745562357,1.0551234686325006,1.169508149705877,1.0966535436586262,0.9049308961658594,0.7898973076701987,0.91259980206557,1.14266697905689,0.8550830078177395,1.0007922199122428,0.9154560782425026
226,11.325,1.0002599895062565,1.0064579114854058,1.0124390227908295,0.958004400049508,0.916197036177253,0.8933912064394235,1.0168837274159317,1.0197780833763186,1.016883727415932,1.0419681457392846,1.1858088661948774,1.079390121792773,0.881755310760293,0.8361472774451058,1.0185794107058554,0.9311640135184132,0.8019412524587151,0.8209445996733765,0.9560234942624902
227,11.375,0.9996513841476784,1.0069714986362948,1.0026597562692523,0.9412485307622652,0.9521708686618954,0.8721659791056896,0.9917062722945176,1.013701686241262,0.9448464773644966,1.0213522650053468,1.107595152891395,0.9832732479750144,0.8099760471824827,0.7723027426623673,0.9079266389347828,0.9192286302908176,0.8401146907985749,0.7911393949224247,0.9742777854671498
228,11.425,0.9991003838011744,1.0270271207918922,1.007615649287416,0.96933018817205,0.943218139739033,0.8304219290219935,0.9944207803014512,1.0304436493686158,0.9849410779153556,1.0238078576983487,1.1427350330875503,1.0755153252588712,0.8066364939441532,0.7655577836044044,0.9373414813888076,1.1165940355986193,0.8738562017728327,0.8551840607093104,0.9381036095954818
229,11.475,0.9991620226714693,1.017213815082381,1.0105053588218589,0.9659520128370422,0.9788945071266892,0.8589105431792184,1.008327147517835,0.9669791563801048,1.006447693375211,1.0872642215080477,1.2105393273174387,1.0624611221409936,0.7551988463998699,0.7440929810116367,0.9180848720939596,1.1772217311527386,0.8329399041175036,0.8033242630822146,0.9336859687107616
230,11.525,0.9980937235092572,1.023807692166678,1.03255818526212,0.9685416579964492,0.9494524686142896,0.8570636806587697,1.0489714178497551,1.0051866428595793,0.9884180056292988,0.9763073231852074,1.2147381481800668,0.9615147879854304,0.7926992145223396,0.8550875786282647,0.8330681560026441,1.1083109388229009,0.8367380597735808,0.9872041143819876,0.9725619472959038
231,11.575,0.9979947245146864,1.0194928489866473,1.0455180238246322,0.9549181361018256,0.9459211816031404,0.8348982857973498,0.9355663313193756,0.9771265335991112,0.9715851732951462,0.9992919748149696,1.0805652592731174,1.0732887255406387,0.7931421768402007,0.8840988484961871,0.9313963177573,0.9532259189547369,0.851354446700032,0.8986519159611449,0.9911307196734164
232,11.625,0.9986452522664152,1.0263949737581282,1.035339592265824,0.946721464447849,0.993165564880476,0.8533695323709403,1.0483992645544276,0.9879675165539096,0.9861362514629862,0.9421858892807916,1.1109674884943577,0.9197945115781212,0.7682989449652539,0.858474877472913,0.912580436977508,1.0460408170888438,0.8909382131756701,0.8729030266741382,1.011773962735932
233,11.675,0.9981692540841564,1.0305835912118255,1.0406455524697271,0.961805923826706,0.9410694612965164,0.7925152265030397,1.0131122483131645,0.9677219146073776,0.9876936614379234,0.9668141079332614,1.13008176280832,1.080014849266179,0.911933068088992,0.7152416220305821,0.9906096465123566,1.108624514147403,0.8332564896656282,0.8296802815554749,0.9766332413471672
234,11.725,0.9980237082148496,1.0500508013284944,1.0143727467261898,0.9315486445859252,0.9841580130240792,0.7812700534160385,0.9405843385020274,0.9468849034489314,1.0368929741189816,0.9828881317169518,1.1027352415727696,0.960904342335114,0.7694326283642798,0.8013445806927522,0.9431754799304074,1.095643696610887,0.7871614907689868,0.7942530357308693,0.9766794117401196
235,11.775,0.997168544435486,1.0307573637506282,1.0243863845992744,0.978815644973889,0.94523912055212,0.8701416261980746,0.9424303151437612,0.9709888095420566,1.0370303278381157,0.9460001269435478,1.269176270939414,0.9773712003356152,0.8261950794203942,0.8683837643269674,0.8297108031626086,1.030107056468832,0.8191636319359652,0.7980692894826785,0.9565638557388372
236,11.825,0.9971839229320418,1.031368622588997,1.0353584431792833,0.944991240558985,0.9934447077534218,0.8256319893045054,0.9548305642653389,0.9760686861767096,0.9557154860116468,1.000846495073307,1.1538843255634434,0.969123391258722,0.8610556749672817,0.819223010596402,0.9621512805302416,1.056274775364722,0.7669321801328013,0.836653287417602,0.9590565170946428
237,11.875,0.99754311838606,1.028306458844156,1.0494066875604198,0.9839174319844624,0.970653116694078,0.867833132852535,0.9415419125892516,1.0170056632720808,0.97839630245761,0.964356534888712,1.1269040711551448,0.967893067249818,0.7812279757087816,0.8883875652971545,0.7985117804810999,0.992090393931063,0.7743144537998541,0.8330793900257365,0.9870816178541856
238,11.925,0.9975132349496256,1.0512503885843578,1.060241023224716,0.9499618184714222,0.9774376372210576,0.8196742740142747,0.9510657977681553,0.9327928043984104,0.924961521525662,0.9493255126853224,1.1037626298088363,0.959793591138119,0.8912369060568245,0.726700861861719,0.88780907180276,1.014638939203154,0.8740977347865011,0.8706699005324365,1.019221044175425
239,11.975,0.9970599177473972,1.069075055074499,1.065184562076502,0.9481325793218528,0.9950899250418592,0.8775605494365768,0.9250195762005998,0.9163906622435046,0.9155277708477956,0.9448660783019188,1.0469748934608778,0.9857880490378396,0.8940077824032819,0.8906085132686689,0.8736121675956029,1.0503741625954912,0.8634143601917631,0.8532165527879231,0.9580735996648192
240,12.025,0.9969408111660952,1.0682410451602418,1.0536120105312603,0.9724592302493767,1.003216882521527,0.8197898310057876,0.9216217619971118,0.9575624435234616,0.9293233366099016,0.9387363722477544,1.0382863552056614,0.9270413885764832,0.906815031007542,0.7787147664042461,0.8764754946541299,0.9674941037143656,0.755117349240481,0.8292806603265998,0.964879812600012
241,12.075,0.9973738600219582,1.0466582535294622,1.0624418281066763,0.9906496955557912,1.0086096756478815,0.8198040143574278,0.9301296063516982,0.9301296063516986,0.9284322895517864,1.0014169119479963,1.1667767153333486,0.9661847298892202,0.7823087432321022,0.7956815422617111,0.835799939350536,1.0063031269780456,0.8090543412913195,0.8558591378949493,0.9332644465637804
242,12.125,0.9957787828671338,1.072987880897643,1.0676118732420992,0.9952192193099008,0.9782552553443914,0.8576653950885432,0.9014324221195588,0.946882796344074,0.9359410395863208,0.9443577755538236,1.0444404177855842,0.9947051597957948,0.9582326372699492,0.7791857085067061,0.8852875922182576,0.9250757986100892,0.7692386569087484,0.7924484439706501,0.9735930502817614
243,12.175,0.996683809361976,1.0673293843390186,1.059017827276137,0.9834163321491064,0.9817338405628804,0.8681656584926248,0.9574865483567696,0.949973576312122,0.914913040103766,0.9291042095214332,1.1082266170909656,0.8615886459282875,0.9043392275964852,0.8451461145174424,0.7300483946415262,0.9339357841360064,0.8089725454135831,0.8188380642600902,1.005477573866459
244,12.225,0.9972085399526968,1.0656159147018782,1.063593873118004,0.9937448159004418,0.9943010682463131,0.9173799265406052,0.8958529607553563,0.9223476878756628,0.967057539891179,0.9438746536609114,1.1154882270538058,0.8578169699273421,0.821938693618594,0.8056303862055267,0.8578169699273422,1.0404700129536957,0.766490448414165,0.7599671254489379,0.9621235728509182
245,12.275,0.9963491057811686,1.096138802235623,1.064203442339385,0.9991830192933316,0.9740793045623282,0.8655752351096107,0.8877484147566315,0.9345584606781188,0.969871302338188,0.9821897354754224,1.1872978686412374,0.8896646154668675,0.7602588532171418,0.84113745462322,0.8346671665107338,0.973778360929189,0.7473182769921689,0.8281968783982472,0.9978768829807972
246,12.325,0.9968832423182424,1.0871102051936,1.0809890891733664,1.012435753114194,0.9924606693365362,0.8830039457742825,0.904997586490063,0.9188454343481466,0.9783097222093298,0.915587117205068,1.1102962507247895,0.8728340468125513,0.8118640214837334,0.7701476883640159,0.8311177136928342,0.9723114565595702,0.8246998162898005,0.8054461240806998,0.9735884871652764
247,12.375,0.9966311196295587,1.0580028644090749,1.0560295448628314,1.0045424176760374,0.9944997077452042,0.8968912484382497,0.9227475727175508,0.8653788532228524,0.8976992585719784,0.86618686335658,1.0281316822801578,0.9803856289234938,0.9135411542241644,0.8339643986297254,0.8275982581821704,0.8435136093010581,0.7480215025877307,0.8116829070632824,0.926078553268839
248,12.425,0.9964331017947416,1.0714887855083473,1.0614002879494584,1.020975095775788,1.0228598071867667,0.8664432578556341,0.9089238246145136,0.9401831095880288,0.9489998309908152,0.9441907102256588,1.1903788318197148,1.0830237117086532,0.8809434856172426,0.8146359114309984,0.8493684502904596,0.896731003280634,0.798848393767607,0.8367384361597465,1.0175216231174788
249,12.475,0.997122334553631,1.08338061114614,1.0772564411396612,1.019751692861772,1.0053288035441872,0.868257936918556,0.902447580954726,0.9270959289808026,0.93902254899342,0.9103986609631382,1.0336404010935178,0.8269123208748148,0.7987221281177188,0.7078870625670766,0.8832927063890064,0.908350655506425,0.8363090517938464,0.8676314881906203,0.9903962618640968
