,r ($\AA$),g_full(r),O (DOL),O (DOL),O (EiPS),O (EiPS),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
91,4.575,1.015072303210823,0.2376688830869667,0.2343370763147196,0.383275439512702,0.4468236989137719,0.7626249408845197,0.4965929847620128,0.6089175884581823,0.5616230184808478,0.5320639122450137,0.3493348918780394,0.2096009351268236,2.235743308019454,2.585078199897494,0.4890688486292551,0.8151147477154256,0.5822248197967322,0.5356468342129937,3.481942065168051
92,4.625,1.0170760622313304,0.2336446426972165,0.2445118353808082,0.2467835560219,0.25844262166073,0.6536699992970147,0.5264068135931712,0.4569905304819837,0.5611149551487649,0.5264068135931712,0.4557634749724425,0.2962462587320875,2.5750636335943016,2.620639981091545,0.3418226062293318,0.6152806912127976,0.569704343715553,0.6608570387100418,4.036297142128395
93,4.675,1.0195305224492877,0.2499456388982757,0.2818535928001829,0.1806743229553319,0.2073000126540123,0.396313150514974,0.4189596162586869,0.6284394243880307,0.4699141641820409,0.5038838627976101,0.4014600745476364,0.3345500621230303,3.033253896582144,2.163423735062264,0.3122467246481616,0.5798867743465862,0.602190111821455,0.6914034617209294,4.431081435058096
94,4.7250000000000005,1.0235088251208126,0.279043677692842,0.2988266249919613,0.197350571234191,0.1954887733923591,0.376885169274236,0.4655640326328798,0.5209883222320322,0.5487004670316086,0.4821913195126257,0.3930085989758075,0.327507165813173,2.53272208228854,2.2052149164753665,0.4366762210842304,0.9170200642768844,0.6986819537347688,0.9606876863853074,4.595126050950131
95,4.775,1.034109742788863,0.3078940485966266,0.3242063160719445,0.1604250387882694,0.2023543102897487,0.2387865000425394,0.4178763750744438,0.4341572728046169,0.5481235569158285,0.5047078296353671,0.2565474793845463,0.2565474793845463,2.843401229845388,1.9668640086148532,0.4062001756921983,0.5130949587690926,0.7055055683075022,0.6413686984613656,4.830553431983002
96,4.825,1.0387248173243075,0.3025444414415225,0.3115309099991917,0.1785425277607504,0.2213927344233304,0.2285481695743574,0.5740279607914098,0.499616928836968,0.435836044304589,0.4570963391487151,0.4187633832933968,0.2721961991407078,2.6172711455837323,2.2403841006196745,0.3559488757993873,0.7747122590927845,0.5443923982814158,0.9212794432454736,4.477136069853635
97,4.875,1.045719386398121,0.368751142435416,0.3452762686464239,0.2186236630865429,0.2693443529226209,0.1718180185401991,0.55710690860004,0.5414870887327493,0.5466936953551796,0.5466936953551796,0.5948153626230954,0.2666413694517324,2.194663579333487,2.3587505759191685,0.4102174914642037,0.7794132337819868,0.7794132337819867,0.6153262371963056,4.068059888566187
98,4.925000000000001,1.0468363927593656,0.3450097531117579,0.3843025305494862,0.2724715268115168,0.2364847213835807,0.1479413616548453,0.6529825617869031,0.6223740042031426,0.5713597415635402,0.6019682991473012,0.4823166649562357,0.3014479155976471,2.351293741661649,2.1302319368900418,0.3818340264236865,0.7837645805538828,0.683281942021334,0.8641506913799218,3.451271033679185
99,4.9750000000000005,1.053214579649324,0.3925830343757978,0.3813127080300812,0.2569459673081614,0.2703810505661044,0.2199736516502447,0.5499341291256119,0.6799185596462111,0.5899293385165656,0.6449227514291267,0.53175448849336,0.3741976030138459,2.875413160001135,2.599688610411986,0.4135868243837245,0.7483952060276918,0.9453413128770842,1.0832035876716593,2.719062067012536
100,5.025,1.0574920049135117,0.392174142080844,0.3866505626149166,0.294657511320195,0.2930113799720374,0.1274105663473917,0.6566544573288647,0.5831483613592157,0.5635467357673097,0.558646329369333,0.4247018878246391,0.4247018878246391,2.606125220742101,2.374469645565024,0.5019204128836644,1.1775825071501358,0.714271356795984,1.1196686133558669,2.190681676483216
101,5.075,1.058052547509322,0.378166878082476,0.3917050718085791,0.2969493765301012,0.2921078106084148,0.1729556318485523,0.7158441429287308,0.6726052349665927,0.4996496031180402,0.739865758463252,0.4542269119254906,0.511005275916177,1.9115382543531048,2.3657651662785955,0.4542269119254907,0.8327493385300659,1.135567279813726,0.984158309171896,1.771716704933867
102,5.125,1.0570712713612898,0.4557861417953657,0.4495909903534868,0.3718920367214188,0.3259989768706906,0.1554642618975202,0.6689674299832687,0.6030128946328056,0.6736784682225875,0.6312791240687183,0.7237867840407968,0.3897313452527366,2.2827121650517443,2.189918987610616,0.4454072517174133,0.9464904098995036,1.020724951852406,1.113518129293534,1.2873633066220131
103,5.175000000000001,1.0567190644045348,0.4435492863568501,0.4713253669114867,0.3849176227765245,0.332146658363614,0.1801973225982037,0.6699644045317829,0.6145190745015662,0.6330008511783051,0.6191395186707513,0.4732454936922524,0.3822367449052808,2.038595972828165,2.4208327177334463,0.6552629912661958,0.9828944868992942,0.9100874878697164,1.3833329815619693,1.2319612871509849
104,5.2250000000000005,1.056180088549603,0.4895950434119475,0.4631994845497381,0.4004239502114399,0.3973789011604024,0.2130246045743165,0.6662684440941392,0.6390738137229505,0.6572035673037429,0.5937494297709677,0.6963473534440912,0.5535068706863289,1.9462015775745125,2.142607241366436,0.5713619310310493,0.9106080775807346,1.178433982751539,1.4105497672329028,0.9980614343712012
105,5.275,1.0568636335141437,0.4536247287123608,0.4937241522449455,0.4272263732870829,0.4287201717950798,0.2668153950437345,0.6848261806122522,0.6670384876093364,0.6937200271137098,0.7115077201166254,0.700727300114859,0.4729909275775298,1.4715273302412033,2.1722546303560626,0.4729909275775299,0.8934273076464446,1.0160545851665448,1.4189727827325882,0.9969275899848384
106,5.325,1.0574679055077103,0.5049906865165531,0.5566374612739277,0.4295022133098017,0.5277160300052172,0.2094626703713014,0.8465782927506769,0.7331193462995552,0.6676622618085235,0.6807536787067299,0.7392022268785196,0.5157224838687349,1.6675026978422405,1.7362656956914049,0.5157224838687349,0.9454912204260127,1.529976702143911,1.3924507064455829,1.0246037511147217
107,5.375,1.0580419218966122,0.477133264917073,0.5310420823697607,0.4906078704132687,0.4503233531945839,0.256979804895017,0.775222411433301,0.7966373951745521,0.6124685349997907,0.6338835187410421,0.6917688687325458,0.4724275201100314,1.569134263222603,1.8728376690076216,0.6242792230025415,1.1979412117075787,1.451027383195095,1.754730788980114,1.0681269441554784
108,5.425000000000001,1.0549849509479567,0.544204005543026,0.4865452357249692,0.492904823943194,0.5027911671168398,0.2648779482600621,0.6853191359744466,0.7946338447801866,0.782020609148755,0.7231588428687412,0.8778302373794271,0.5796992133637726,1.9212888214342176,1.656283466753636,0.7122018907040633,1.010332914719718,1.424403781408127,1.6397206320861,1.093147088057398
109,5.4750000000000005,1.0537223050147533,0.5521458339343306,0.5738594341452309,0.4950364203120833,0.5380227761375023,0.2641900895990022,0.7678024478971004,0.8008262090969758,0.7595465075971318,0.7058828956473344,0.6667297242247545,0.5691595206796685,1.349721149040357,1.8050487655840923,0.7480382271789929,1.0407488378142509,1.4635530531762908,1.5285998555396818,0.9692305423585827
110,5.525,1.0521614627353288,0.5383899650010721,0.5939804422925548,0.600497580120928,0.5637324221543405,0.3405019245520862,0.9201659151586148,0.7782901132619116,0.794504490621535,0.6728966604243612,0.8303726587200962,0.4630924442862071,1.4850895627109415,1.5968704975386478,0.5908420840892987,1.1018406433016663,1.5489643826124877,1.5968704975386478,1.1668560849871676
111,5.575,1.050522862263526,0.5916010013543497,0.5549531517129297,0.5750637630807831,0.5737264054922231,0.3145156427311054,0.8440166615062573,0.8440166615062574,0.8241106081688457,0.820129397501363,1.191950345294713,0.5489245011225654,1.380153031393879,1.41152014574374,0.8312285302713133,1.0194312163704786,1.7879255179420714,2.101596661440681,1.2305190930412264
112,5.625,1.0487046161941818,0.5796611065267488,0.6156603387445069,0.6161197499239983,0.5596311587795807,0.3402351297390701,0.8290787069503769,0.9112044279218768,0.85645394727421,0.8251679583326869,0.893546805375335,0.7086750525390588,1.1400424758237029,1.4789740226902086,0.7394870113451049,1.23247835224184,1.956559384183921,2.0798072194081056,1.1776142011025053
113,5.675000000000001,1.0473971313584578,0.5745444027223516,0.6192953486630374,0.588532570370728,0.6479020840484769,0.3304241060573303,0.856797391288194,0.9067452212736048,0.8375866874476515,0.9182716435779305,0.8173281270339888,0.696242478584509,0.7567853028092489,1.0897708360453182,0.9535494815396536,1.3622135450566475,1.680063372236532,1.8162847267421969,1.3251465098170132
114,5.7250000000000005,1.0439224966012994,0.6163268746198934,0.6248377175375442,0.6619984328349622,0.6569256479090236,0.3699816175021921,0.9098527532451866,0.853222913831586,0.9136280758727604,0.9853592057966548,0.8923489846991643,0.7287516708376515,0.9964563662474,1.249288578578831,0.7287516708376518,1.2790335447354697,1.9185503171032043,2.052402664808078,1.302101069510006
115,5.775,1.041108235981277,0.6572794801788768,0.6628555521210092,0.7739717531771683,0.7016845362942766,0.3673130159727101,0.9052967262357704,0.9720809109580814,0.9127171912049162,0.8830353313283335,1.2277496585313727,0.876964041808123,0.8477319070811857,1.052356850169748,0.774651570263842,1.1400532543505606,2.1047137003394933,2.075481565612556,1.3485559295967764
116,5.825,1.038132681655023,0.6665970475040931,0.6604311960883305,0.7705420080494048,0.7166408182971414,0.4813790869413705,1.013813531588644,0.897115571118009,0.966404985147448,0.9335836837650824,1.350425262264356,0.8045086668808931,0.7470437621036868,0.6177477263549713,0.7039450835207813,1.4509888456244675,2.3416948696711697,2.4422584530312808,1.3787179322184406
117,5.875,1.0331151556267286,0.7078307477579375,0.6606869301146875,0.8526191746350411,0.7912016917164159,0.4552953043691621,0.9679506470840455,0.9607806422908304,1.0181406806365518,0.8998356015485017,1.0309597801153287,0.6072776786980708,0.7908732559788828,0.8473642028345171,0.974468833259694,1.3840281979630442,2.612706292073095,2.245515137511471,1.303038626195529
118,5.925000000000001,1.0288101764666753,0.7316915890986686,0.7330159177667203,0.9116993378356174,0.7755364497173112,0.4511682157744777,0.9164354382919075,0.9798809686351936,0.9411087000920748,0.927009693349122,1.1524869905792168,0.9442062091492378,0.6109569588612715,0.79146696943392,0.9303208237205728,1.4440800845811863,2.499369377159744,2.3882862937304226,1.402707303508022
119,5.9750000000000005,1.0254406391640372,0.7207992709731013,0.7155902428179205,0.8802046180358477,0.8813689098586465,0.5129690649432364,0.915025899628476,0.9739480219530372,1.0051420867130978,0.9843460435397235,1.3653967740094335,0.7236602902249996,0.6417364837844339,0.9148158385863204,0.7782761611853771,1.338088838529244,2.375790386776411,2.389444354516506,1.1264523385577825
120,6.025,1.022609002944764,0.7581937129317731,0.7537111487505882,0.9435193638334564,0.8668011631334062,0.4533596450324106,1.0873814042506698,1.012389583267865,1.118059876470908,0.848771064759927,1.5039682004264965,0.9534084127703686,0.7519841002132489,1.0474064252970243,1.0608347128008326,1.5442530629379214,2.5379463382197125,2.417091750685441,1.0897466379365834
121,6.075,1.0185506453616142,0.752693144600347,0.7652905194053744,0.941567505582122,0.9122843056477498,0.5666299187301027,1.0293218050304234,0.98908772796083,0.9890877279608298,0.8784440160194488,1.3472319746030412,0.9245709629628716,0.6604078306877651,0.911362806349116,1.1359014687829565,1.5717706370368816,2.33784372063469,2.377468190475954,1.0896729206348117
122,6.125,1.01590140964955,0.7652395915257121,0.7584236923299362,1.016002879320678,0.8930188884759723,0.5046434568195352,1.1247282272905967,1.019181883380629,1.091744994818732,1.0455684693581209,1.53322056399518,0.9745045957596482,0.6366763358963027,1.0264781742001627,0.9615112011495196,1.637167720876209,2.494731765144699,2.325817635213027,0.9231939456155682
123,6.175000000000001,1.0153594833803488,0.8156895305974091,0.81386063030459,1.0432198497138898,0.9134986771789342,0.6814763860320537,1.0384402072869396,1.0806268407079709,0.9994986995136788,1.0189694534003084,1.265599002630959,0.9332194665864648,0.6264075871607774,0.9076518099676576,1.1121930629181156,1.534059397128435,2.492846520333708,2.313872924002057,0.7102851545377828
124,6.2250000000000005,1.0149085855566928,0.7636466108917539,0.7768439600194987,0.9857678861981184,0.933207900971015,0.6258681317811973,1.0377915450453523,1.037791545045352,1.0793032068471666,1.0537575688152805,1.6227285977072787,1.0818190651381865,0.754757487305711,0.8553918189464729,0.9560261505872342,1.5598321404318023,2.478120416653752,2.012686632815229,0.5591366691672925
125,6.275,1.0141669317740298,0.7981637596694001,0.8058384112046826,0.9363410476968108,0.8561134043766793,0.6410740875341936,1.0841694127416504,1.0653142925200565,1.0935969728524475,1.0496016923353946,1.6093511704289751,0.8913329559298945,1.0151291998090468,1.0770273217486228,1.2503420631794349,1.5474530484893996,2.55020262391053,2.24071201421265,0.3918530086868668
126,6.325,1.0131639151866505,0.8123233208806283,0.8227824194327397,0.9880920304846244,0.8810747022617893,0.6433507731609663,1.0825613971458572,1.0299798435702017,1.1629802437909782,1.0423519738232971,1.7911470389140565,1.011327919931064,0.7798191189829893,1.1575440047403749,1.1940980259427023,1.6571156278388537,2.302903335746642,2.229795293341987,0.3159311832486891
127,6.375,1.0100786202434668,0.8225103147798141,0.799059047112239,0.9429931053341308,0.8468528104302177,0.7155056563041261,1.0199761483484353,1.0321549680302078,1.0595573123141957,1.0260655581893217,1.751166648182118,1.043503413642769,0.8515947398693864,0.9955262451994236,1.30737784008117,1.787149524514628,2.398858422167284,2.075012535174702,0.2302169740865642
128,6.425000000000001,1.0075046813370911,0.8272150199927649,0.8080691311706041,0.8981659764342748,0.7884125107040775,0.8033303071046661,1.0731054102368311,1.0431303987777016,1.091090417112308,1.0521229022154404,1.995609096233549,1.0155170548880783,1.0037087170405428,0.9919003791930072,1.0981754198208291,1.7004006500451547,2.3852842452022305,2.1727341639465862,0.1630273582419995
129,6.4750000000000005,1.0026769783616578,0.8593994393719462,0.8155977905265371,0.8208973129508705,0.7703347972980995,0.7880202382933907,1.0152770111345566,1.047742264397581,1.0536450377181297,1.068401971019504,1.6974945094550622,0.8952539536167112,0.8603739294498263,1.0347740502842506,1.1859208216740846,1.662614485288178,2.650881836683248,2.25557489612522,0.1487739806301823
130,6.525,0.998486303585401,0.8042381326061273,0.8217097009994716,0.7468587593724624,0.7478350453324262,0.8166782252938876,1.060809794420886,1.0898730764598157,1.1189363584987435,1.0927794046637074,2.095198423351838,1.1678155146551228,0.8472387067105793,1.3395530903396995,1.3281039186273946,1.6028840397227175,2.289834342461025,2.118096766776448,0.1040939999557537
131,6.575,0.996320594438846,0.8275420750688618,0.8404472146410856,0.7432348879646594,0.6980446683859545,0.7871307886519938,1.1162945729973732,1.199301092527947,1.1248814543281225,1.0733601663436274,1.522219872269147,1.1050188702398251,0.9246076261190368,1.2403273033304154,1.2854301143606126,1.5560469805417938,2.458103201145733,2.0296264963588624,0.0873291672753047
132,6.625,0.9938767570565477,0.8574683396363748,0.872297934145219,0.7491052792077312,0.6790246336181334,0.7893907230861605,1.1446165484749329,1.107966264903075,1.1474358010573833,1.1277010329802293,1.665921980538975,1.0328716279341643,0.9884470417864584,1.2549945586726945,1.4993297824850778,1.4771174894112242,2.4100337985130498,2.087955548942182,0.1009752710653214
133,6.675000000000001,0.9905937794772766,0.8697132779375073,0.8561484637645174,0.7416564171267149,0.6744875340661829,0.824820966890445,1.2108482880950644,1.1580819636138575,1.208071113122369,1.1330873888596018,1.7285810284593166,1.4113098270332396,1.1487405568875209,1.0502770805828765,1.4222502132893111,1.3019059644725233,2.516288838896475,2.2208984099825404,0.1142042361220537
134,6.7250000000000005,0.987993813541687,0.8974344417192628,0.868650748284968,0.723316471903409,0.7012585362926319,0.9931797604287248,1.1819659958821185,1.1354534451182388,1.1628137690969915,1.1436615423118648,1.5736331791415972,1.2933971335410397,1.0454960162790072,1.2179489674178123,1.4658500846798448,1.2718405146486884,2.586794267082077,1.8862041530806812,0.0979946297606348
135,6.775,0.9864457961637948,0.9176618867107325,0.9070267323945485,0.7081518330598088,0.6683069728876456,1.0459693748271564,1.2319793925154905,1.2400667845888966,1.0810147404785817,1.0944937272675903,1.2956165483254205,1.391194818283853,0.8920638529453713,1.2956165483254205,1.4867730882422854,1.3487155871912162,2.3788369411876564,2.3469775178681798,0.0822493275492634
136,6.825,0.9835277769040184,0.9441890286397256,0.923728272733685,0.736184883516642,0.7031681069225622,1.006792031888451,1.203368840225511,1.18211729337826,1.1661786332428228,1.2352461604963838,1.3290266607882235,1.2034493385090217,1.1720550079392211,1.3708857682146245,1.7476177350522313,1.2557732227920222,2.19760313988604,2.239462247312441,0.123334870095645
137,6.875,0.9828062437213398,0.9398497694769904,0.9609976188163468,0.7272745514887561,0.6762685974544781,1.0340882179641786,1.2356699718458035,1.1518957364664266,1.2068725784341423,1.154513681322032,1.340705092719188,1.3613313249148675,1.1550690029580697,1.08287719027319,1.3097657444256676,1.2375739317407883,2.495774095677258,2.011057639078782,0.1180746557324118
138,6.925000000000001,0.9806813033860828,0.9684988584152584,1.0009760473611151,0.7116097925175537,0.719410630681571,1.083716440324211,1.259175292567179,1.2204711339841716,1.1920880843566322,1.2694964015226478,1.3722383497611763,1.4027325353114248,1.1587790509094378,1.423061992344924,1.2909205216271806,1.1587790509094382,2.3683817444026234,1.9821220607661445,0.1129529525993894
139,6.9750000000000005,0.9794042851309585,1.002922157758063,0.9728201587400744,0.7467261319089299,0.7048616233694137,1.129277044478504,1.2945991343233303,1.2284702983853992,1.215753214551183,1.2488176325201468,1.392713362935202,1.3325962393552653,1.322576718758609,1.382693842338546,1.4327914453218265,1.3526352805485775,1.9938845987345697,2.094079804701131,0.1585742494429963
140,7.025,0.9801802800327444,1.0438073171563509,1.0400390596936937,0.7740361100977468,0.7226583051837505,1.1283032441074972,1.3138464442496178,1.2436409090607077,1.2712216550277795,1.3138464442496192,1.422345907723389,1.501365124819133,1.3235718863537098,1.3927137013124855,1.5606295376409425,1.2050430607100937,2.094009253037213,2.163151067995988,0.1330425593958954
141,7.075,0.9790932433293112,1.056041136555644,1.0397872052542168,0.7290881184493534,0.707497809702562,1.1000517813102808,1.3299502434717554,1.3966949582928283,1.3917509053431196,1.349726455270592,1.2659771946982472,1.236762336359057,1.265977194698247,1.5386492058640224,1.7236766420122278,1.2270240502459937,2.025563511517193,1.976872080951876,0.163960939658721
142,7.125,0.9793503605783348,1.0618772108860273,1.0994252623274476,0.7966756098925915,0.6885962876872248,1.2041019032970683,1.3430367382928836,1.3430367382928836,1.2674756876811244,1.3405992850473425,1.2578735991380838,1.6419571408596365,1.305884041853278,1.699569672117869,1.6227529637735587,1.392302838740627,2.064449036753344,1.7763863804621796,0.1713678863446416
143,7.175000000000001,0.9777196955785664,1.0940896690923,1.058417740137165,0.7420106589199656,0.7194031524457984,1.302751349720418,1.305154949996655,1.3532269555213936,1.3676485571788155,1.3003477494441809,1.325621970530673,1.25934087200414,1.2593408720041397,1.4203092541400073,1.7327772900508098,1.448715439222807,2.073651511044411,2.0547140543225444,0.162610916647458
144,7.225,0.9773305530796366,1.0985928920530248,1.0847881171630194,0.7461091320979562,0.712665606432946,1.332191606407626,1.408045932751121,1.3155984725199867,1.3535256356917342,1.448343543621103,1.3913809671150494,1.400719094411124,1.4941003673718654,1.736891677069793,1.4380716035954202,1.39138096711505,2.15710740539313,1.8396110773266088,0.1792348718766887
145,7.275,0.9785213507608116,1.142398748809308,1.0716851007669022,0.7068300512111098,0.6887666165690475,1.2812110251337354,1.351350314830838,1.3723921017399685,1.3957718649723374,1.3864199596793896,1.1881170588084933,1.5841560784113249,1.565735658894914,1.5288948198620924,1.703888805267994,1.2802191563905474,2.0815074053544143,1.878882790673895,0.2046922127895031
146,7.325,0.9773580894623451,1.1597823582398752,1.1129924834957932,0.7537652240211036,0.6670008816877392,1.3675573960457517,1.3837005693548925,1.4021499102796242,1.464416435900595,1.4021499102796244,1.2537165764760982,1.4990089501344648,1.544433463774903,1.580773074687254,1.5626032692310787,1.3173108955727115,2.080442724732076,2.007763502907374,0.2110849337944453
147,7.375,0.9776459016606878,1.1650517327991372,1.1676160432895242,0.7382298717183219,0.6411748057677765,1.283102067528386,1.4014022581515706,1.49012740111896,1.4560023461315013,1.4696523681264846,1.1650776349253016,1.3980931619103616,1.7117679097748657,1.6669572315085093,1.541487332362707,1.1830019062318442,1.9985562506795556,1.9895941150262857,0.220303926415624
148,7.425000000000001,0.9762845779980744,1.1692311683169407,1.1763991920678925,0.6672505100406756,0.6287987857332469,1.3668805037628555,1.389325175417419,1.5105264023520557,1.400547511244699,1.3668805037628555,1.3704852540588923,1.5031128592903982,1.7772099101021772,1.6357404645219034,1.7595262294046423,1.1405974049909482,1.954046717077516,1.9009956749849155,0.2739166050903746
149,7.475,0.9775598950516812,1.185259670500167,1.1881718564227717,0.6680247055302346,0.6464515246166745,1.468240936865283,1.4350228161217236,1.3397975366568555,1.4040192367610695,1.3331539125081449,1.0904938627935843,1.4917956043016234,1.6401027696415515,1.832029689493221,1.6749985732509458,1.4394518988875311,1.9279931494190568,1.9803368548331488,0.2497008396029393
150,7.525,0.9778232670446396,1.175718843287065,1.1974762101495708,0.6856026234464024,0.6305488795936403,1.38105280887016,1.4182013812606555,1.4400534826668292,1.4247570116825077,1.472831634776089,1.2740437304690213,1.5495126451650252,1.6183798738390267,1.988541227961783,1.652813488176027,1.2137849053792704,1.7561143311870293,2.0574084566357835,0.3130647997374232
151,7.575,0.9777273600438644,1.205216837446376,1.2072424119630922,0.6244254788214559,0.6019693421120996,1.446983179224695,1.4232621434996997,1.494425250674685,1.4879558772951404,1.4124798545337924,1.2572802406305874,1.4441732493729724,1.6650468051594274,1.7839787198136725,1.5631051640272178,1.2657753773916054,2.115289053493356,2.1237841902543715,0.3118061931569375
152,7.625,0.9795145343463344,1.1586765041032951,1.1902622335112183,0.6641629769081384,0.6491496049866412,1.4685057524532596,1.3493226768918354,1.3812467149886465,1.4472230603887195,1.3450661384789273,0.9893227159698288,1.5845931637143862,1.7019704351006373,1.8109636156735849,1.5342886188345637,1.4504477107015288,1.7019704351006362,1.89480452380662,0.3557249959358828
153,7.675000000000001,0.9799440004209048,1.2067692859890002,1.2091370478320134,0.6280177277669664,0.6456586751761512,1.5124534111062016,1.462038297402663,1.428428221600302,1.3591074402579348,1.4599376676650142,1.1833547522080938,1.6219407792502545,1.696417651766848,1.820545772627836,1.638491195365053,1.042676215232306,2.0936276385220136,2.010875557948021,0.3761842030174864
154,7.725,0.9799557661525397,1.2040529446089052,1.2161285322125537,0.6665820986071761,0.5579229477370408,1.5302616096358903,1.5033057818238753,1.4058500966573628,1.368526642763804,1.4141441975225977,0.980211920436885,1.4131388519631762,1.7072024280942415,1.7480445914457778,1.5193284766771726,1.1354121411727252,1.9114132448519263,1.780718322127008,0.3300713609634407
155,7.775,0.9805871272746476,1.2189953291442046,1.1755421833419033,0.6621619114602995,0.6195305111378298,1.524971734984235,1.3673572066704287,1.4021552194150355,1.348934729335048,1.3796388582273478,1.0402186697451938,1.3708308050905662,1.685315519199577,1.886908284654072,1.677251808581398,1.080537222836093,2.2497752624721628,1.870780863417713,0.4480296358774384
156,7.825,0.9815101743794924,1.176891957870952,1.1905590902849368,0.5919520319966003,0.5967039405103345,1.574255071825256,1.3903562123437443,1.4024814118699969,1.4287526775102135,1.3317510813001854,0.9234747922015358,1.3772511987143594,1.8469495844030703,1.815105626051293,1.6718078134682972,1.1145385423121985,1.9026765115186808,1.7832616676995157,0.4208763985218294
157,7.875,0.9836837802529144,1.2219687162203965,1.1788624578261189,0.6548354477078288,0.6266848962198769,1.6042102187496696,1.336841848958057,1.4366061660444802,1.2690021133392897,1.342827707983242,1.03754889769879,1.2733554653576058,1.5799040033140672,1.9257536358803309,1.5563233465481854,1.0375488976987903,1.878592322348568,1.9807751683340544,0.4473106217119783
158,7.925000000000001,0.9841916088072656,1.1788390824225774,1.1699561505613083,0.6406422485855111,0.5850493261875946,1.582061552866195,1.3397283386662675,1.3022947527329451,1.3318475837329364,1.3200264513329394,1.047782189999687,1.428088318221796,1.7385423004439249,2.002428185332736,1.6221220571106267,0.9158392475552825,2.149893826888247,1.8627238933327777,0.3894138343332169
159,7.975,0.9846666047261464,1.2028463305812362,1.1885919984959523,0.6620439789608057,0.5921143582808394,1.6148162083833264,1.332709762340457,1.3366008857341514,1.3249275155530669,1.4066411068206572,0.8507410692578099,1.5711884612419011,1.962069493063056,1.969733827020334,1.594181463113734,0.9350487427878628,1.7474681422592846,2.031048498678554,0.4800375696915281
160,8.025,0.9865545866844372,1.1666079628785777,1.156862166158986,0.616385033985034,0.6131578872102434,1.721568613003452,1.2758053114222008,1.3180759693307682,1.2969406403764847,1.4179884334782906,1.0294011457623464,1.4002883232796612,1.6500694836484655,1.7787446268687586,1.5895164750742097,0.8023273636088876,2.0285257872375637,2.3539982083241866,0.4868183839840987
161,8.075000000000001,0.9871436953194976,1.1489970862413104,1.1529185780032265,0.6106878230390812,0.6004884439486585,1.6357940712935537,1.282826905097961,1.2676455216056772,1.3568361496228436,1.313189672082529,0.9419358394075938,1.502611934293067,1.749309416042676,1.6521255595958606,1.2708658150737375,0.979314245733292,1.891347360080328,1.9661041727317263,0.5336721033767037
162,8.125,0.98706413458492,1.2010986559314285,1.1574351457187353,0.6308989615178417,0.5924909409064762,1.653211009755344,1.2595893407659753,1.2520917851661777,1.2858307853652666,1.2914539520651145,0.9451464028835606,1.4841752107780912,1.8238371993143707,1.9493644559473435,1.3586479541451189,0.8270031025231153,1.7352297240440375,1.7721495054066772,0.4948004167519399
163,8.175,0.9887866493257932,1.1600161434950065,1.1561900032915744,0.6232051676806106,0.6163635939835186,1.5534343275734712,1.334953695089956,1.2423771559020258,1.2423771559020262,1.2701501176584042,0.8752690977767957,1.1524376454061145,1.8380651053312729,1.801595559590573,1.4806635570724132,0.9773838258507552,1.8526529236275535,1.8088894687387131,0.520695800003951
164,8.225,0.990109642393644,1.1717266284885912,1.127743928064386,0.6697204311201841,0.6408425776682131,1.631546730447512,1.2931654018233074,1.348038049708314,1.1943946356302966,1.2108564299957982,1.0880303818006754,1.4266888450101578,1.7581418090024163,1.74373081056797,1.2105238684934665,0.7277554209395241,1.8878407949124305,2.1184167698635656,0.5362214876653816
165,8.275,0.9912599631488924,1.1711886103772964,1.1331674149099755,0.6677218067027657,0.6731849851212431,1.619117985439144,1.2757782340625397,1.2179525917254277,1.2306019509866708,1.2938487472928872,0.7759368862849249,1.2813636654246476,1.765434383473958,1.6728914520821787,1.3525505357260168,0.7830555733150617,1.886452062986285,1.7725530705040942,0.5345552842324249
166,8.325000000000001,0.9910916899932292,1.1913743310094491,1.1940576065297408,0.6603249847241515,0.6681217374956441,1.6765002247876997,1.260499636528346,1.1908686367767796,1.1944394572768602,1.3033494825293084,0.661142825923958,1.2167841370728174,1.7302248423116369,1.702091105038277,1.343385954802937,0.8088449466090982,1.772425448221677,1.7513251452666558,0.6276263583049303
167,8.375,0.9926497240380884,1.1761972222120305,1.1665861431914188,0.6773537038070467,0.670242378832695,1.6459571921886698,1.1290595959279186,1.155521930207479,1.2278523105716117,1.2472580223766228,0.7436183228862389,1.3551922706805293,1.8138727315262453,1.6401301327210498,1.4941863497246854,0.7922662505516939,1.7513253959563753,1.7235265801475437,0.6154742918490991
168,8.425,0.9934111800914296,1.1118437427220933,1.115446181947407,0.6254179760639172,0.7038880217498391,1.739791725895005,1.2725931461957445,1.202862014897348,1.1331308835989509,1.1854292320727486,0.7142158296623695,1.297949921213345,1.778672114255323,1.771804654354724,1.4078292796229388,0.6730110702587714,1.5451784776349329,1.62758799644213,0.6012531219096474
169,8.475,0.9935560629140444,1.0974688132895738,1.1291856943578067,0.6695652197962968,0.6944496661672918,1.6469675121233665,1.2817404069244611,1.1990474774454634,1.166314859526694,1.221443479179359,0.6311600488643188,1.2216000945761003,1.6084401245251996,1.615226791717289,1.2148134273840108,0.8483333990111811,1.4048401087625155,1.7509601355590774,0.6741653583162319
