,r ($\AA$),g_full(r),O (DOL),O (DOL),O (DBE),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
274,13.725,1.0039896656018563,1.0715479696801744,1.062634683241404,0.8043147467917623,1.2011015079539675,1.140656464534206,1.234248789829321,1.15820502552704,1.214750388726171,1.239231714555681,1.2366713184512268,1.2801980522269436,1.3467683509427444,1.1701010197354262,1.2341109223467732,1.346768350942744,1.2673960717046742,1.1561756001060988
275,13.775,1.0030295759367387,1.0482676387040384,1.0683893348216222,0.8343932757852358,1.2201431015745918,1.2085288361973625,1.1452956135879966,1.235628788744233,1.16916938130786,1.227709971441577,1.1107852122566644,1.331925517671607,1.3217581473077018,1.3319255176716072,1.316674462125749,1.2861723510340326,1.3090489343528195,1.2008650012205502
276,13.825,1.0038959625767985,1.0903993069734548,1.0670533776551834,0.827492221123258,1.177382796042472,1.1434321495842286,1.2017247689747972,1.198521877799491,1.190194360743696,1.1936107779973548,1.292026888656756,1.3071678287582034,1.208751718098801,1.3626846091301723,1.2213691681833403,1.2642684984707708,1.294550378673664,1.2023914932602695
277,13.875,1.0039711480587554,1.0761031406670554,1.0745499774796818,0.8076146745058015,1.1638246946521351,1.1676405133231262,1.187991546235076,1.1491973897466712,1.1968951231340534,1.2451517390540563,1.2501624100361657,1.2827317714198732,1.3603971716425602,1.3654078426246694,1.3353438167320162,1.3153011328035813,1.3328384812409622,1.1827739982563747
278,13.925,1.004249399169408,1.055697084269309,1.0790647613031348,0.8093136583100161,1.164953064278304,1.1731614056526225,1.17379281652757,1.1946293754008406,1.1687415295279893,1.2511502155400882,1.2934356104986997,1.258612344062196,1.2610997202362315,1.2387133346699082,1.3083598675429156,1.4551150618110371,1.2785113534544834,1.2337639637113682
279,13.975,1.0043585381597813,1.0951468064432426,1.0830164568289125,0.8298407089049059,1.1522437007518855,1.198007460357374,1.2230834930179155,1.1748121301463732,1.1729314276968326,1.2990144797938146,1.138489876777469,1.3558154931688289,1.3335890096742584,1.237274247864451,1.3286497911199089,1.284196824130767,1.2767879962992446,1.2141405609619382
280,14.025,1.004049726330374,1.0555466514541598,1.08314264234185,0.8205273603400889,1.2050417256887076,1.2106436758597816,1.1851236806360017,1.147154907254281,1.1882358751754871,1.1377428764954731,1.2848648001802334,1.3706859223296766,1.3486176337769626,1.3559737299612002,1.2971249604872968,1.3167412169785977,1.2824127681188209,1.1799028155105793
281,14.075,1.003618105196738,1.0645471429034423,1.0646632457655762,0.8223195010524572,1.1934052440908838,1.1359289687410892,1.1618859963184154,1.1859889504973615,1.1544697027248936,1.2246248436373508,1.2660137548537231,1.3147065915788656,1.241667336491151,1.3098373079063517,1.2806216058712656,1.2927948150525517,1.3293144425964092,1.2051477089472935
282,14.125,1.004308543783876,1.0494152378214812,1.0675145668710224,0.826584971032295,1.1444699698557936,1.143856313035495,1.1463109403166871,1.1401743721137072,1.156743106261754,1.2594841345086176,1.3295897773123608,1.295745673889864,1.315085161559861,1.3247549053948608,1.348929264982359,1.319920033477361,1.358599008817357,1.1420904842260662
283,14.175,1.004414756170295,1.0728175865559682,1.0688111188298204,0.8107580470340024,1.1358010202957272,1.1297076671825528,1.1650491152389648,1.1467690558994412,1.172361138974774,1.2602162120429088,1.2962223895298486,1.3082244486921624,1.3058240368596996,1.286620742199998,1.2530149765455203,1.4642512178022364,1.272218271205222,1.2237691425867423
284,14.225,1.0041797344016703,1.0773377971382154,1.069949428620175,0.8034125885647603,1.1484025355609635,1.1435620612277246,1.1768403222687434,1.1901516266851513,1.1302507568113174,1.167947784194423,1.3610167036224805,1.3586331367159612,1.2418383582965191,1.3395646014638078,1.2966603971464603,1.3657838374355185,1.4206058762854608,1.235247066136652
285,14.275,1.0043830780877876,1.0666435718003775,1.0678851674924206,0.8002608992565542,1.166808218945008,1.1680098751952084,1.1547916564429996,1.1505858595672964,1.1680098751952088,1.235521108161037,1.266290790931331,1.297060473701625,1.294693575026987,1.3301970551465572,1.3136287644240907,1.4532757862277337,1.3514991432182988,1.1540804721316562
286,14.325,1.004214090633324,1.0809551855111683,1.075462982681425,0.7925069739368165,1.113929095247545,1.1658368784754691,1.1437611545739377,1.1783663433925549,1.15450069593144,1.2222104305843762,1.238663263303781,1.3608843063622185,1.3608843063622182,1.2856713567877958,1.2034071931907695,1.327978640923409,1.3444314736428136,1.1642417765278132
287,14.375,1.0034707208994438,1.06621360143667,1.0477365727448975,0.8078136635323951,1.1672207874778373,1.1589258174145425,1.145890864457937,1.1405583837029625,1.2241005821975688,1.2464000471729189,1.1973843149807246,1.150702665273874,1.363104171440046,1.225393304804835,1.314088439247852,1.4097858211468972,1.33976334658662,1.133363766811331
288,14.425,1.0032679403406672,1.074862871300354,1.0706624610669706,0.8320147767915587,1.120897326773095,1.164438745240921,1.1320768801634822,1.159143167319158,1.1244277120542696,1.277179281265517,1.267907562345259,1.274861351535452,1.3119482272164835,1.219231038013905,1.247046194774679,1.323537875866806,1.3698964704680945,1.2020121314477124
289,14.475,1.0039162161810231,1.062400413076303,1.066901179447054,0.8529308559170792,1.083365709033715,1.1967276009175014,1.1558238254955169,1.1079079742869051,1.2089987335440964,1.256861462966445,1.236143966324141,1.2821828477514845,1.394978107248472,1.2637672951805468,1.2568614629664456,1.3213158969647247,1.3052022884651555,1.1859709812584256
290,14.525,1.0040863564860671,1.0660007535256113,1.0631662250339298,0.8237744190217277,1.143237461834459,1.1838601127625867,1.1536832863588344,1.2180992042591516,1.1751552589922734,1.264226136460226,1.204786932937683,1.289373491796686,1.2665122596726313,1.266512259672632,1.220789795424522,1.3282375864075795,1.2939457382214978,1.190137082147983
291,14.575,1.0041288267875867,1.0700681367151248,1.0733163451641234,0.8354832823432837,1.1405942380085363,1.1400178892273296,1.1411705867897437,1.193041977098369,1.1515448648514697,1.2669194117803502,1.3531970778155713,1.2305919734497313,1.2237805787627405,1.2760012713630045,1.2033463947017664,1.3304924288589344,1.2351329032410578,1.20721545222805
292,14.625,1.0035117843524937,1.0811523536547532,1.0720119170065874,0.8425743171117263,1.1110568844877369,1.1488362530483704,1.173450084080299,1.1551328144751432,1.1820363042077155,1.1883675574329828,1.2853311342254266,1.3552351081920726,1.197387425041581,1.3056258363447752,1.3033708694426256,1.3349404060727237,1.2672913990082275,1.1655647798816504
293,14.675,1.0034879795648828,1.0811670128607174,1.0598064080427638,0.8277661579053347,1.1370414256941406,1.1762693548805885,1.133061780704211,1.1785434377319763,1.110320952190328,1.1690853204182483,1.236274131936539,1.3303384680621444,1.2273156237341003,1.298983689353609,1.3616932467706806,1.4064857877828736,1.258670402442635,1.1433067559989858
294,14.725,1.0029894092052831,1.0761708318308416,1.077019463339431,0.8198361015591662,1.1010993823956754,1.1553073519905397,1.1564366846904326,1.1564366846904326,1.169424010739202,1.2011993262498293,1.3235437020715712,1.292401497316946,1.250137076578526,1.3569103500229551,1.1967504398563114,1.2612592925623207,1.2568104061688028,1.1954793294581627
295,14.775,1.0023103317027615,1.0519361221813952,1.0702691435415277,0.8345070064188846,1.1901259309341818,1.1895650798828463,1.1217021026712362,1.12506720897925,1.1261889110819214,1.199711385266099,1.246109063149319,1.250527889614387,1.3632079644736337,1.3190196998229489,1.3808832703339091,1.3057632204277436,1.5200763039835663,1.1546664093619825
296,14.825,1.0020947452556588,1.0782366105313883,1.0846204242984874,0.8116083756745287,1.1152627303805598,1.126404216198547,1.147573039252723,1.1609428222343086,1.1509154849981202,1.2728303495094937,1.318915586302078,1.272830349509493,1.3562226827532182,1.1587145250707107,1.2355232530583526,1.2750248845948544,1.3123319810459944,1.180883808075891
297,14.875,1.0016317653919342,1.0773411200072696,1.0889835558853873,0.8533599118768909,1.1083311093542707,1.1774980532730344,1.124377840343423,1.137657893575826,1.1359978869217762,1.2403100222232633,1.235950408788384,1.2599282826802225,1.3754580387045328,1.2403100222232637,1.2599282826802225,1.3754580387045332,1.3405811312254954,1.147267864069683
298,14.925,1.0022213125729555,1.083661257251604,1.0893402824206218,0.8388769764050034,1.1448882969969023,1.1146584091741327,1.183362699680428,1.1163073121462836,1.1283992672753915,1.1454046201497967,1.2406745696518593,1.3034661272782182,1.3337792930288748,1.2579963786522337,1.292639996652984,1.270987735402515,1.2904747705279374,1.1432393940247514
299,14.975,1.0022498158132551,1.0759240425216638,1.0915141716411396,0.8337825620052084,1.1536348399787388,1.1498130492168597,1.1481751388903405,1.167284092699737,1.1034055899654671,1.2818716373611083,1.2517605586311498,1.2431573932797328,1.2474589759554415,1.2689668893339832,1.2410066019418786,1.3291890467939012,1.3463953774967352,1.1044752456889089
300,15.025,1.001339860880934,1.0720353962887872,1.0802880922685807,0.8418486332299417,1.1004127577357363,1.1340379873954778,1.1741713260216209,1.151935287053082,1.1004127577357363,1.2327607413378372,1.2733542492848375,1.3139477572318363,1.2519892451022052,1.2904462526309424,1.1921672333908375,1.3118112568135736,1.32249375890489,1.1438997647578315
301,15.075,1.0009171487009016,1.0699963702631432,1.063822535739302,0.8544586980996552,1.119524069767392,1.1410740999842814,1.1712441422879265,1.1416128507397034,1.151310364337304,1.2267191443159484,1.305246148363855,1.2734108764525416,1.247942658923491,1.2373309016197196,1.2882673366778217,1.2776555793740507,1.3073684998246096,1.137753636144741
302,15.125,1.0008875483798445,1.0501648353550472,1.0776128966333554,0.8414950108684396,1.1346126744922254,1.1201624187321833,1.0901915178965396,1.156555655461179,1.1565556554611796,1.326147489897503,1.3134974343499906,1.248138814021179,1.3556642861750303,1.2671138973424472,1.265005554751195,1.3134974343499908,1.3514476009925265,1.1302437385103534
303,15.175,1.000673380363366,1.0727207433070272,1.0538432553661492,0.8490548410741895,1.104817851008212,1.150541785169283,1.1154513240689263,1.136186596537319,1.1500101115162478,1.1142590861803006,1.2650610677686125,1.1016922543812748,1.2420218761370652,1.3069505070986989,1.2378329322040558,1.3111394510317071,1.298572619232681,1.103765354184855
304,15.225,1.0004812489800576,1.0959504441697434,1.0685640863072854,0.8393915203231667,1.143525463276962,1.144053650557922,1.143525463276962,1.109193290014605,1.074332929471289,1.2692500418204646,1.0882258555280375,1.2817344684613214,1.3940943082290345,1.1548094642792748,1.3004611084226063,1.3212684861573682,1.2838152062347972,1.1609879815454138
305,15.275,1.0004150937880432,1.0978565158540563,1.0767609520224348,0.8432400818844277,1.116636269047944,1.11768573922562,1.161763486688039,1.127655705913548,1.1491698445559186,1.138993164045116,1.2671557342280504,1.167933099247714,1.3105656370319476,1.2402829372542097,1.358109816293359,1.2878271165156203,1.3581098162933591,1.1582723920153597
306,15.325,1.0000518284310331,1.0711173404578127,1.0763079063391567,0.8477340097953713,1.096850192326457,1.148981855459844,1.139598156095834,1.1453326390405072,1.1119683746351392,1.25273966256896,1.28559840781667,1.2034515446973948,1.3574769130460371,1.2712227067707975,1.2260419320551958,1.3184571530643816,1.28559840781667,1.1617913498297614
307,15.375,1.000278377384668,1.09782760314322,1.0944221288801692,0.8672717038202248,1.124429222100888,1.1456644123846904,1.1627561509058002,1.1306443997449274,1.1006043744654006,1.207878968397251,1.1344268689676886,1.193596615730392,1.2527663624930947,1.254806698588361,1.3037747648747362,1.3527428311611114,1.3139764453510645,1.136383926038658
308,15.425,0.9998534993343924,1.0650078612402047,1.090238600260237,0.8050907159828911,1.1284721303944534,1.1325887637930656,1.1392782930658103,1.1243554969958418,1.1315596054434125,1.2406036105816405,1.157491277193001,1.210196659341894,1.2770919520693356,1.2304679601683908,1.2264137000030917,1.2061423991765947,1.273037691904036,1.1993370338991274
309,15.475,1.0001301099472502,1.0972275179334137,1.0854138813170089,0.8605301619528648,1.1309056174657588,1.1314168767864945,1.1395970259182542,1.1176128751266503,1.1201691717303248,1.2930213002588131,1.236627847911077,1.2628105222153831,1.2325997441719527,1.2487121591284485,1.2245435366937047,1.2648245740849449,1.2044030179980845,1.1136062714702786
310,15.525,0.9996336892388004,1.088358281577773,1.0881674252372942,0.8577767005894407,1.1530952841423323,1.1337923674914914,1.1454757117801582,1.1332843960006802,1.1083937929509116,1.2226719853080414,1.2306763845571942,1.1646400907516865,1.3627489721682102,1.3247280757347353,1.2166686858711775,1.3287302753593118,1.2146675860588887,1.089598847790882
311,15.575,0.9994399620911676,1.0739859665359583,1.0691503274176273,0.852508371887447,1.1219820551967252,1.129048069039619,1.1623592771561213,1.1144113260793382,1.1219820551967246,1.1691041085516125,1.246646727996362,1.246646727996362,1.2645411786374583,1.2824356292785546,1.236705366529087,1.2486350002898177,1.2884004461589196,1.164295735760297
312,15.625,0.9990154158964256,1.085023473715453,1.0942561124602752,0.8436298034409285,1.132365024629444,1.1082934917763825,1.1047830599019777,1.1012726280275726,1.1213322387384574,1.2525099354478182,1.2090474455742346,1.236705393675606,1.28016788354919,1.3177036702581932,1.1952184715235483,1.3058502639290344,1.2900457221568222,1.1661695624753892
313,15.675,0.9989546222039232,1.068470634617205,1.0820441620413763,0.8768961841814443,1.127145717303209,1.1097053547454665,1.1351184544724615,1.1455826720071067,1.1620264424186926,1.1620868419427026,1.340718434200787,1.2111614552004173,1.2896808364127623,1.291643820943071,1.1346050585183818,1.303421728124922,1.2680880065793665,1.1190814563654317
314,15.725,0.9987716691505846,1.0915449118027714,1.084289649500205,0.8765231539996369,1.129891906659156,1.089291058128897,1.1318724358557537,1.1447458756336406,1.1224649221719132,1.1664116647236975,1.2717398083609548,1.2580861601116813,1.2834429354317614,1.3185523166441802,1.226877821256197,1.261987202468617,1.2970965836810349,1.152698306642431
315,15.775,0.998450268913496,1.082880300806459,1.065134225545718,0.8651406273769736,1.1434046555659283,1.1325806872258026,1.1635765965634337,1.092728803791706,1.1099487534237236,1.110574933410342,1.1590293371367963,1.2094219170123088,1.232680030801008,1.170658394031146,1.2695053776331129,1.2927634914218116,1.253999968440647,1.1597610975196044
316,15.825,0.998329587739296,1.087345124818957,1.0840387286289512,0.8806447679921288,1.1337462976752004,1.0833901662993723,1.0697011208768177,1.125923986005169,1.097079211721928,1.0650492158306248,1.2480142709914008,1.2672737504820089,1.2383845312460977,1.3000148656160426,1.2595699586857658,1.251866166889522,1.2306807394498538,1.1569837516031405
317,15.875,0.9987420899608488,1.0816929659895786,1.0767645640183132,0.8766573536869053,1.1567366616466297,1.1037823163633518,1.0882360865554177,1.1363322350237153,1.1552792026021357,1.2267683048249869,1.1578702409034582,1.243992820805368,1.2956663687465146,1.2038022835178095,1.2803556878750633,1.251648161241094,1.3262877304894154,1.1239289611144525
318,15.925,0.9983710405233156,1.0768157986929767,1.0864294156947,0.8793089539891604,1.1108625139990786,1.0857582763945797,1.113276382999511,1.122449085201155,1.1127936091994244,1.19435312239586,1.215273320399609,1.2000586309423371,1.2323898460390403,1.2019604671244957,1.203862303306655,1.2457026993141531,1.2495063716784702,1.1117590939135258
319,15.975,0.9986848061509108,1.0799997646642563,1.091536105303247,0.8836609238533162,1.1255086872739095,1.067458153957566,1.118312340168578,1.1442191897477738,1.113994531905379,1.179328640776817,1.1642090428181395,1.1679889423078091,1.1963381884803284,1.288945725977226,1.1547592940939664,1.2398070326115256,1.2927256254668955,1.108629092158818
320,16.025000000000002,0.9982204705558942,1.0747038739238577,1.0757786673639014,0.853145891339799,1.1447183989008676,1.1046699417964654,1.1113446846471986,1.0855992479372254,1.1561608152164122,1.1982752641555665,1.1701026482271444,1.282793111940834,1.254620496012412,1.3710673085165572,1.2001534385507948,1.2827931119408345,1.2433514496410427,1.1693935415677217
321,16.075,0.9977327331305486,1.0834274133248576,1.0744374224650308,0.8796168093538411,1.103494332755155,1.1385559817993292,1.0651160412338292,1.0665374594383223,1.1281322482997094,1.1740340058731018,1.185233058393354,1.2430948297479902,1.2934905660891247,1.1553689183393483,1.118038743271841,1.2729589698019963,1.205764654680483,1.1772146891569149
322,16.125,0.9981884799605492,1.0861839834178526,1.08105338067836,0.8797546632853492,1.1065498905787312,1.1291517606841697,1.084418892767157,1.1131421026928172,1.1107877412235012,1.1352302939322232,1.298466022471497,1.2205580611232072,1.2057184494378186,1.181604080449062,1.2743516534827402,1.3151605856175592,1.3633893235950714,1.1162075774222542
323,16.175,0.9976365095328492,1.0825561073675072,1.0850176609655495,0.8608762402688438,1.132944921020615,1.0805327644099965,1.124989504392218,1.1165661220797969,1.0917639408265574,1.1245357194864984,1.2314587878966896,1.2480502985120645,1.275702816204355,1.2793898185633277,1.1743102513326225,1.2720158138453832,1.2627983079479532,1.1142835955801724
324,16.225,0.9980175594478364,1.071875149764907,1.087077813284559,0.8606700238408269,1.1389953796667915,1.1003932496086688,1.0943471328525776,1.1227173730157762,1.0985329059914095,1.1707480627704614,1.1597551232139307,1.178076689141481,1.1267763045443402,1.2275449171458668,1.2147198209965815,1.207391194625561,1.266020205593723,1.1703554577862998
325,16.275000000000002,0.9979078095871982,1.0809296588811872,1.0925656304661877,0.8686729622335222,1.13478109568846,1.1181407211691992,1.1112072317861743,1.087633367883889,1.084397739505144,1.1635655819149584,1.1435355014751076,1.2819251481504388,1.241864987270738,1.214551241216396,1.172670163933073,1.2709996497287026,1.241864987270738,1.10124564703995
326,16.325,0.9982985889134472,1.0767350151435864,1.0816543719777625,0.8719516836324683,1.0828188189260943,1.0892504962553122,1.0961415791080449,1.041012916286182,1.150810836406392,1.2596064172025705,1.1763565677897576,1.123872967072984,1.2071228164857968,1.2614161965376316,1.2469379618571423,1.3030411212440387,1.2686553138778764,1.1140115164105064
327,16.375,0.9985256682655412,1.085952778072502,1.0864674476355698,0.8785066328520805,1.1319220077132577,1.116397462226266,1.1237031306907324,1.0981332910650996,1.0926540397167508,1.20875605502989,1.2231460080659602,1.244730937620065,1.2105547991593988,1.1835736372167671,1.3364668882250128,1.203359822641363,1.3112844704118891,1.1047959861570569
328,16.425,0.9980243183257532,1.0544562722102475,1.0864275773589245,0.8708890787018134,1.1245872155410972,1.0755737291494758,1.116418301142493,1.0955421865682846,1.1041649295445886,1.2174983025393564,1.2192861120878724,1.160288396986846,1.240739826670064,1.1692274447294253,1.263981350800771,1.145985920598719,1.1781664924720054,1.1293848319339277
329,16.475,0.9980110454044182,1.088656159179507,1.0812837698396909,0.8826886382466288,1.1060435255146308,1.095217650876641,1.0852939324584838,1.0731148234907455,1.084391776238651,1.190572829506208,1.1656951882926454,1.2278892913265511,1.1799109832718235,1.2190044194645655,1.226112316954155,1.2278892913265516,1.11593990586552,1.1787867749954093
330,16.525000000000002,0.998694597554032,1.0757610901109065,1.066074860439535,0.8822634692048412,1.1253649525617546,1.1101209651565354,1.1343320039765892,1.082323105770548,1.0585604195212368,1.1692491587282927,1.1533530221292674,1.23989865472396,1.298184488920385,1.2469636043235266,1.2010414319263427,1.1586517343289424,1.2469636043235266,1.1288419724981191
331,16.575,0.9979828696832408,1.0702852695238374,1.0712061970867888,0.8808109595354882,1.092292218251917,1.090509611612583,1.087835701653582,1.0668900736414066,1.077585713477411,1.2675413573325036,1.1393827436409902,1.2148734338976348,1.2254070185846084,1.2517409803020432,1.2025842517628325,1.1973174594193452,1.1762502900453975,1.1433238807687702
332,16.625,0.998034079135553,1.079502107223835,1.063024970527079,0.8779455252809547,1.1007930771746552,1.0719996968863843,1.087946799815273,1.0817451486762613,1.116740180103543,1.2058318654057587,1.1412648914260008,1.1866362785469111,1.22677250561541,1.16569563833726,1.2512032525266703,1.2180472388613888,1.2965746396475812,1.1082513310954774
333,16.675,0.9983974230292404,1.0662550387724694,1.0617881829079454,0.871081591165215,1.1377934534643062,1.0743870071412178,1.0981644245123765,1.069543459158205,1.0809918452998732,1.2142227726012278,1.181265297344908,1.1916729211100612,1.287076138957301,1.182999901305767,1.235038020131534,1.2541186637009816,1.2124881686403686,1.1378293981617686
334,16.725,0.9981041027279256,1.0633428356830483,1.077650108603621,0.8810545032416655,1.1222468017549811,1.0837297508367134,1.1288122081615042,1.079352813232365,1.104301357577152,1.205249454870173,1.0897248290099415,1.063861106802427,1.131106784541965,1.1414522734249706,1.1638674993381497,1.217319191900347,1.2535284029908669,1.1217465803144837
335,16.775000000000002,0.9989173172629496,1.0814525772649095,1.0638792793953642,0.8781916834979199,1.1181773117393337,1.0650965210653265,1.1220931077726617,1.0990334200208391,1.0811947936467876,1.1038062084520344,1.168937630689887,1.2272131137448086,1.2460669464978715,1.2289270985405414,1.2203571745618764,1.2083592809917465,1.1432278587538929,1.1387330210752862
336,16.825,0.9989505251842318,1.0649593325528115,1.0779595227724232,0.8980348944897627,1.1106762514856832,1.0890509350626754,1.0847258717780737,1.0994310869457191,1.1089462261718424,1.1194050155691508,1.1654079614144588,1.3000091733322108,1.2591176659141594,1.3340854295139195,1.1500736461326897,1.2505986018687318,1.1108859515237242,1.154350564000395
337,16.875,0.9991253668255808,1.0694002815452164,1.065523301672545,0.8813463525634255,1.0765876057707078,1.132480732268388,1.0955052793545377,1.1096935345424108,1.0826068655473808,1.126331185483562,1.1754493875572816,1.2448923629028836,1.1686744631333197,1.2702983294927388,1.1009252188937075,1.1923866986171847,1.155124614285397,1.142957403075017
338,16.925,0.9987837408343144,1.062769978120316,1.0589961651124846,0.87185758160111,1.0787842864127948,1.0766472335474762,1.0877599084471332,1.075365001828285,1.0933162458969616,1.146626001009999,1.158412171358119,1.1887194665389993,1.163463387221599,1.3082649086413631,1.2324966706891611,1.2964787382932434,1.1853519892966795,1.099928025782314
339,16.975,0.9994720720398842,1.07064682742188,1.0719239726719172,0.8719619570401479,1.0924086456679492,1.1055804340832376,1.1140783620931003,1.0932584384689357,1.072863411245263,1.1850746879209608,1.1683363448712292,1.186748522225934,1.178379350701068,1.226920545545288,1.2202252083253962,1.2503542258149118,1.164988676261283,1.1272761645737244
340,17.025000000000002,0.9990126341210632,1.0672241149803987,1.0490521823214267,0.9076950667500164,1.0974064926174665,1.1050097708573103,1.0978288969641243,1.0931824491508868,1.0986737056574405,1.2080764314418604,1.166476003361907,1.2579969451378057,1.1631479691155109,1.2363647225362289,1.2197245513042476,1.1415157465139347,1.1448437807603304,1.1632498477148898
341,17.075,0.9993429722956848,1.0679253201529857,1.0743153586351002,0.8627362988877995,1.098547743883706,1.052354987069024,1.1136653733866926,1.0565543285976309,1.1052666903294772,1.1001002277215546,1.1497288094232785,1.1414573791396572,1.1844688166144857,1.2225173959191409,1.2473316867700035,1.1563459536501748,1.1728888142174168,1.1497625703632115
342,17.125,0.9993270898768272,1.054718154210175,1.064835542810198,0.8773202780354279,1.1075892017564866,1.0437139104376991,1.0679280731598542,1.0858799524193825,1.0616657896972277,1.1627605516161077,1.1413802302992628,1.2186783150601634,1.258149677491262,1.1002642277668684,1.2482818368834876,1.170983752122586,1.1117767084759391,1.1596726559157158
343,17.175,0.9993143987477598,1.0617635914041876,1.0744732532532644,0.8822538103101033,1.0974142228806123,1.0704354314709152,1.0787365980585142,1.104470214480072,1.101149747845032,1.0955024390604375,1.165810804552377,1.1592704914833587,1.1756212741559031,1.1739861958886488,1.2066877612337372,1.1707160393541396,1.1592704914833585,1.1347610019466583
344,17.225,0.9994096891704872,1.070415038576488,1.05940700443122,0.9089497268630994,1.1034319851937793,1.0662932871132111,1.0811487663454389,1.0869258971579716,1.0931156801713997,1.1297917076024788,1.1541757012917415,1.1509245021331729,1.2013180890909816,1.2175740848838226,1.186687692877424,1.1850620932981402,1.1362941059196157,1.1281826957740044
345,17.275000000000002,0.9996716344381356,1.0553642598595685,1.0729369649824767,0.904257114781371,1.0777712375051556,1.1298751382143886,1.074899368962127,1.0826944407217765,1.0543860222262085,1.1410393717712706,1.1895254640561683,1.1765958394468623,1.236395353264903,1.215384713274781,1.267103211712005,1.1232611379334745,1.1216449348573116,1.09771523420922
346,17.325,0.9996463071029512,1.0454500334749663,1.0570976480090273,0.8992313333757387,1.0984808679472,1.083796385494137,1.0939939427532082,1.0907307244303055,1.0931781381724828,1.1280352429853089,1.1649936626272783,1.166600550437799,1.2276622872375726,1.2180209603744507,1.2115934091323697,1.1216076917432278,1.1424972332799923,1.163895076062943
347,17.375,0.999815803031426,1.0732694759819636,1.059022198917391,0.899613092946613,1.0682398531202535,1.0856788484445408,1.0637787147814832,1.1075789821075983,1.0637787147814826,1.1183569940169693,1.1982396364467531,1.0736227142562904,1.1742748437178177,1.1694818851720303,1.180665455112201,1.2381809576616445,1.1918490250523703,1.138914547507574
348,17.425,0.9996508319861316,1.0615133006821138,1.0696187686884635,0.8764324674464415,1.048811432126943,1.079457210228307,1.079457210228307,1.0774410406163757,1.1060706491058077,1.1897844552351713,1.1691339907250804,1.199315438855213,1.231085384255351,1.2183774060952954,1.165956996185068,1.1627800016450536,1.13895254259495,1.0879909567081982
349,17.475,0.9998957007524611,1.056803272002392,1.0650883806846152,0.9134867484672786,1.0965428247655844,1.0576526404868785,1.069279602797007,1.0488321863205743,1.0869205111296167,1.1671915037973488,1.148238461787108,1.1877239659751095,1.1529767222896683,1.162453243294788,1.1924622264776703,1.2840685961938358,1.1687709239648687,1.1514456517191112
350,17.525000000000002,1.0000349746443964,1.0774424579676734,1.0499578272542414,0.8997353154250214,1.087105572526195,1.087504217767312,1.0400654340743836,1.086308282043961,1.106240544099814,1.1291324450669893,1.052181833372577,1.102435294070969,1.221787263229649,1.3270054465669063,1.1731042231780822,1.1197099211860408,1.160540858003484,1.10892529776448
351,17.575,1.0000174157558526,1.0571723889100135,1.0507684426223294,0.9175854331995212,1.1134320308137555,1.0650736442849988,1.0658664047198958,1.0595243212407146,1.0492184355870455,1.1352089197299586,1.2148453088719502,1.1414549110352128,1.258567248008729,1.2523212567034754,1.1851768501719924,1.197668832782501,1.2039148240877553,1.089479340530776
352,17.625,1.0006597288479753,1.0707300055109756,1.0628814901535204,0.8724753644678616,1.0610099211067423,1.0732280888460846,1.083475584369403,1.0980585587679723,1.105941247632065,1.1179086025439124,1.1179086025439129,1.1660407784867757,1.2483312728407028,1.1970937952241063,1.125671856728245,1.1660407784867752,1.1598301751393094,1.1036970943738191
353,17.675,1.0006752889391652,1.0644598267451295,1.0654905666520629,0.9118798374842604,1.0938143931495978,1.106355439577683,1.0589346077714847,1.1008687317653958,1.062069869378506,1.1471019644780265,1.1162243880452396,1.1270315397967148,1.1517336009429446,1.191874450305567,1.1471019644780265,1.193418329127206,1.2258397843816322,1.1260548001340454
354,17.725,1.000871256741979,1.0594878188182624,1.0610252182236786,0.9097643823874318,1.094666670853991,1.056086393027524,1.1293499509202083,1.0907696730937415,1.0736228829486456,1.1022599119444154,1.1360338925332416,1.117611721302974,1.0945840072651374,1.186694863416482,1.2834112623753926,1.2035818537108942,1.102259911944416,1.1274650764933123
355,17.775000000000002,1.00080779395228,1.0731911717256433,1.0671489205213824,0.8806141148064158,1.0799916442580404,1.0656537573410871,1.061391142311723,1.0811541756296843,1.0610036318545084,1.1662890488056945,1.0823284497424566,1.053323879156975,1.2212450772834484,1.1800280559251324,1.1998732884309895,1.2349840844028883,1.1143861330211475,1.138608532194307
356,17.825,1.0008995786314685,1.061315291626849,1.0411183769304513,0.9089010395446288,1.1005297147520146,1.0774093425933582,1.087042830992798,1.0592983844024115,1.083574775169,1.2007413480174602,1.203777356482738,1.1703812633646804,1.1673452548994017,1.281195572347328,1.1476111998750942,1.105107081361202,1.1567192252709282,1.1332521190214582
357,17.875,1.0007270810131963,1.057977665972323,1.0604971746005485,0.9218264506908366,1.043034487985225,1.0384362463041732,1.0894000916024966,1.0989797617713544,1.0982133881578455,1.1442190284111962,1.0944047435331363,1.120066647864259,1.2257333127571133,1.1849761705841542,1.1049714100224215,1.1578047424688491,1.169880932742318,1.1279377361675011
