,r ($\AA$),g_full(r),O (DOL),O (DOL),O (TFEPE),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
185,9.275,1.0123800946530188,1.2459075451535238,1.205786005485635,0.6247586670546588,1.2828440518262396,1.3739672697140075,1.4266478800553744,1.308472456857175,1.391052873067965,1.6321928658590334,1.5929304945153464,1.8341136327694292,1.867767093921163,1.8341136327694307,1.6938908779705455,1.4639255601003702,1.2620047931899745,1.607296172660048
186,9.325,1.0125427650896297,1.212207007780414,1.2296716797982064,0.6490331295440835,1.27053249868925,1.3663154365061778,1.5113984158465252,1.381809735270681,1.400121179265094,1.6480299594971437,1.7479105631030312,1.686872416454989,1.4593665971304668,1.908829313356961,1.886633623666764,1.3261924589892848,1.215214010538299,1.8124592525081968
187,9.375,1.0136018917713827,1.1796762205969034,1.195122491572318,0.6602971406470387,1.311366253403201,1.3545674796045808,1.3657161831404212,1.3308764845909204,1.4200661128776424,1.7402957299695976,1.6963765948284075,1.72382605429165,1.6579473515798675,1.8281340002519737,1.87754302728581,1.1967964325973883,1.3285538380209536,1.6952001894228417
188,9.425,1.0142139200022888,1.243089029292682,1.2057885874885257,0.6682045796073599,1.279564557480015,1.3567796600865685,1.4257217159852755,1.3802199590921291,1.3981448936257923,1.466585552754329,1.5263353345332085,1.613244108029762,1.6838574864957117,1.5969487129991586,2.0097653871077847,1.4720173510978634,1.3633813842271725,1.7339630548891325
189,9.475,1.0146046494677854,1.2012979292400354,1.218726616926897,0.6306787873850453,1.259273946221921,1.3274903030053398,1.4202645482307894,1.395706659788759,1.435272146723142,1.7306282999720797,1.881117717360956,1.7198790558728745,1.940238559906586,1.870368473261752,1.9939847804026145,1.5156434179879703,1.3705286226486977,1.7157109816303269
190,9.525,1.015728967083796,1.2064724397709614,1.1866900453412503,0.6059711784276974,1.2946894329980492,1.4809951074023562,1.4148430925776383,1.4296935448852284,1.4310435860041006,1.802918548747876,1.627413203294543,1.941195487589896,1.584866452881614,1.7550534545333307,1.829510267755957,1.414679451229897,1.5742297652783814,1.7138634244779567
191,9.575,1.0150039827676294,1.165293573971276,1.194658068512443,0.633001073714994,1.297234947142377,1.3840735378367686,1.3626978847427649,1.3546820148325132,1.301242882097503,1.7946642076840986,1.7736124281218222,1.6999311996538535,1.552568742717915,1.9104489952766213,1.799927152574668,1.4736245693593772,1.442046900015962,1.6977830588821918
192,9.625,1.014898970359615,1.1867491038230815,1.1733367029008446,0.6279189925548847,1.1912428313115582,1.361798131244067,1.3869186792961423,1.4067506909162013,1.3432882537320123,1.744816375865817,1.817734075155732,1.6406482340230817,1.437520357429748,1.7812752255107744,1.90106858862992,1.4687707999825683,1.4010615077847903,1.615297109707273
193,9.675,1.0150823112575282,1.2054876558488263,1.1870513642116605,0.6321686424204683,1.1671855508844724,1.4288863470469098,1.3621526440254883,1.3268230365435598,1.4301948510277227,1.6907457497524796,1.835077703999641,1.871160692561433,1.5361043702019472,2.0206473594602805,1.9433266696850144,1.43301011716826,1.4536289677749974,1.4892911634672632
194,9.725,1.0144485042603886,1.1782827302858585,1.1729302173669474,0.6555942979039072,1.234214618780471,1.368903307503629,1.3572475555948942,1.375378725230704,1.3637229733219691,1.6019791007224031,1.765238117356534,1.683608609039469,1.5101459038657048,1.7856454944358002,1.8825805355623144,1.4795348382468054,1.4285163955486395,1.6647109613869844
195,9.775,1.0148985519064122,1.1708349975433971,1.1874511256451032,0.662274250094671,1.1908558573564672,1.469021326728214,1.4023641635607915,1.465175721160863,1.3446800800505212,1.6563295090087014,1.5957320879474075,1.4745372458248196,1.4391887502057317,1.7270265002468794,2.0148642502880247,1.4593878905594957,1.4745372458248198,1.632420322467512
196,9.825,1.0150295577132304,1.1301058419424057,1.1715819896956177,0.5974160775608729,1.1889168924745244,1.414773036402449,1.428730438555298,1.3183400760736708,1.3335663329676892,1.8144622798704049,1.6845007942598529,1.5345452339399854,1.659508200873209,1.919431172094312,1.9144326534169849,1.4695644911347092,1.4045837483294314,1.563669256029318
197,9.875,1.0146230893064312,1.1911307318771205,1.1635233040582569,0.6760652259984427,1.2271492590064783,1.4117868650187122,1.3263762717613516,1.338936653122729,1.4230912082439509,1.7417062154441998,1.7120180413173105,1.6031614028520476,1.5289409675348231,1.9247832892266872,2.14744459517836,1.4448244741753018,1.3706040388580782,1.5528732711677231
198,9.925,1.0142738631723605,1.133376132907186,1.1688817331136765,0.6488914823441212,1.2235201081682796,1.3913810986181965,1.3379142646230364,1.412519149267444,1.3789469511774612,1.650727270844185,1.851557591629383,1.4694901520868104,1.5429646596911517,1.9005405966989424,1.959320202782415,1.3666258414407342,1.342134338905954,1.552111486148019
199,9.975,1.014011845900867,1.178005837665027,1.1978936472526185,0.6391929014143798,1.185434414841931,1.3799293655636593,1.4599431111137375,1.3540787708474802,1.2949916972104998,1.687562633419834,1.7263571767168406,1.5275351423196768,1.4644940094620398,1.6633160438592036,1.9251792111140051,1.5614803677045588,1.377206287043773,1.5659833057658197
200,10.025,1.0124067051543375,1.1926140313664455,1.148426181864867,0.6537154010916942,1.2455443473855947,1.3479178553898896,1.358886445533207,1.4064170028209153,1.4173855929642336,1.7475881669420157,1.4547231169874455,1.4499220505947477,1.3779060547042798,1.7715934989055035,1.987641486576906,1.411513519453166,1.521938046485216,1.5245345415751437
201,10.075,1.013342350077893,1.1839796690821878,1.1715119528655455,0.6458946015469397,1.2392456547843196,1.3671522170113275,1.3659455513299417,1.3683588826927149,1.3683588826927142,1.6922572040783184,1.6779966096619277,1.483101819304593,1.521130071081635,1.849123742658612,2.1343356309864188,1.3500029380849503,1.4450735675275532,1.4790273637570537
202,10.125,1.0114677789387527,1.1792729643003237,1.1720904871671654,0.6511023567066876,1.2246468823434442,1.4038634992717536,1.396694834594621,1.4588232617964354,1.4110321639488863,1.661464757745475,1.8120791267195693,1.2802221362797996,1.4449566023452152,1.6661714567759154,2.0662408743633534,1.4967302916800609,1.3131690294928828,1.464455784042753
203,10.175,1.010859514754591,1.1774906419393734,1.1954930469973364,0.6257696878615098,1.2374849817583706,1.383001858198408,1.3108349519964393,1.33804542482669,1.383001858198409,1.7803321222006123,1.7057632375011096,1.407487698703101,1.3329188140035997,1.7244054586759847,1.920148781012179,1.4680749175214467,1.547304357514668,1.462653455240997
204,10.225,1.010340966897694,1.1886716328061175,1.1563193406338346,0.6489023654454451,1.2265835758153325,1.4679171160426092,1.4480012413636592,1.3788814410073031,1.4210562344450783,1.7306575589996671,1.8183442086556516,1.3752958735517355,1.4260618286157252,1.8229592954796507,1.8829554241916373,1.4860579573277135,1.4583674363837194,1.426626941288052
205,10.275,1.009103372054316,1.1690671872008471,1.1891183022684226,0.6564310919724814,1.2309171652169857,1.3921777551935746,1.3828965701589502,1.359693607572391,1.402619088357527,1.6361604223916402,1.5310439706737415,1.3482327502947868,1.5127628486358455,1.910377252960072,1.8646744478653337,1.4579194825221595,1.4624897630316345,1.5020366800932043
206,10.325,1.0096178309935853,1.1927382070089572,1.1903639543348528,0.6458090964767484,1.259237205682532,1.3752800503667797,1.4407695765747224,1.3626417207477035,1.382173684704458,1.7335053215807703,1.516251390938793,1.511725267383752,1.407624425617805,1.7606620629110168,1.9236025108925,1.4755162789434226,1.674665715365235,1.4585664080791356
207,10.375,1.0075548764185986,1.141081693948833,1.1701538390175934,0.6404471546779951,1.1799936419639427,1.3939172723296331,1.4007446222349214,1.3711594393120063,1.3666078727084814,1.689941509384671,1.6451154746529817,1.3313332315311606,1.4792591461457336,1.8289022170529072,1.85579783789192,1.4299505079408756,1.4927069565652409,1.4958630753371644
208,10.425,1.0074000744846006,1.1837275418695343,1.1763173354725691,0.6443937322132315,1.2318140812270733,1.4391825999331866,1.3929754843519324,1.3839594617994928,1.3343713377610749,1.642691987774051,1.700408192749895,1.4118271678706706,1.4340257082459955,1.820280310776651,2.0067480499293806,1.584975782798206,1.549458118197686,1.4710836797297002
209,10.475,1.0073499675259925,1.1841974455140154,1.154209799913076,0.6407515101040904,1.283709971448494,1.4411039766434826,1.3317095616852632,1.4198948553760733,1.3875230387047628,1.7985470140162427,1.6006628682198338,1.4599452534312771,1.385189020574857,1.81173929040267,1.8513161195619503,1.4027787224234267,1.3456121914155743,1.4955733740123085
210,10.525,1.0054211654294116,1.178788960877556,1.2163855779557655,0.6482695007760474,1.2228918858496225,1.3843224602927005,1.3013957953390651,1.381005393694556,1.3434119722489075,1.79892227933767,1.7161631430001016,1.437395525863029,1.3807708536320615,1.611625286573699,2.0036422481727065,1.4940201980939978,1.428684037827496,1.494598000871863
211,10.575,1.0051288324002376,1.2096427283619935,1.1876267780414058,0.6470495050812337,1.2606418621671658,1.4884555088489833,1.3811202330085126,1.3537387850900249,1.4019301334265628,1.7215463073114543,1.7431195693078392,1.303025024581602,1.3332275913765406,1.626623954527364,1.7301756121100087,1.4971843825490596,1.5705334733367649,1.493574163194562
212,10.625,1.004652691459022,1.1980808399480178,1.202361155980496,0.6704765526175711,1.291118918104527,1.403956201703579,1.3692370375192555,1.398531332299778,1.3290930039311308,1.585705765729089,1.615624742440959,1.6369954400922957,1.42328846357894,1.7182040911673695,1.9832007420439284,1.3805470682762695,1.4874005565329462,1.4781108451049172
213,10.675,1.0034636347506,1.165682337776323,1.1820378322090073,0.6682141421358737,1.3155968308108676,1.4005087177667976,1.3026988226656626,1.3682636974037854,1.4252299000451063,1.7995327020771563,1.6513358913178613,1.2660241833436936,1.3591764643923934,1.6767410588765976,1.8037668966702791,1.3464738806130256,1.5539494156760387,1.5013676318002165
214,10.725,1.003196962812206,1.1932468037655488,1.2164516033023134,0.6580318052216511,1.3576654264779726,1.399194015993769,1.3917401665934972,1.3800269746787863,1.3661841115068534,1.6611435806318715,1.627585124457491,1.2710265276046893,1.388481124215024,1.5898318612613116,1.95058526513591,1.4681824576291789,1.547883791043335,1.4153621324771566
215,10.775,1.0017505276960013,1.2137103769834097,1.1871530303936355,0.6825907032950199,1.2701912367111907,1.3588092299701118,1.3788537760643913,1.4284376532449772,1.3239950183326787,1.7621297938065257,1.666542564425512,1.3880928092721216,1.475368105663484,1.5834232345289776,1.9117445876202883,1.4171845747359089,1.4379644072100433,1.535205541624713
216,10.825,1.0015092881443783,1.1854406449295691,1.1899569833150885,0.691873558148615,1.363009778014813,1.3755528127818202,1.4048198939048382,1.4560372858701185,1.3724170540900684,1.7376537558536136,1.6223591938538469,1.231181215640356,1.2970638224973652,1.6676534860680403,1.8364776661391269,1.4700056654970144,1.4823586542827036,1.4101314851582143
217,10.875,0.9997729988999312,1.1862387829159142,1.167560921154404,0.6477199704250933,1.2707591006338266,1.3826107574133322,1.3929673923003232,1.3556835067071549,1.3971100462551198,1.6686735664888623,1.4850786753103806,1.3545223082501274,1.6645936800182295,1.627874701782533,1.9624253923744328,1.6727534529594954,1.4973183347222792,1.3862038756394282
218,10.925,0.9992572242127112,1.188322173017382,1.18138193969022,0.6827059576440048,1.2960974715825138,1.3946131938880733,1.3340670728877817,1.3915345775660246,1.3617746197862204,1.6898182923245222,1.6534346448821289,1.1723619731438089,1.4755590351637589,1.714074057286118,1.5321558200741494,1.5079000551125528,1.4513032702021629,1.4824480024232591
219,10.975,0.999068022328488,1.1780924139724345,1.209421610646909,0.6764995827860462,1.4022725071368043,1.3341417906914343,1.4154918998799364,1.367698710731691,1.379901227109966,1.5062095973992369,1.4300979422115083,1.458139078333303,1.3579921636126089,1.6464152780082084,1.886767873337874,1.526238980343375,1.3299510274908144,1.4568310369981752
220,11.025,0.9978381522647816,1.1731101044164025,1.1785998886713762,0.680511942214576,1.3825286277174302,1.3815209537905215,1.3653981709599978,1.3281142356644111,1.439966041551172,1.6275460698237247,1.456852213720261,1.3377634769038906,1.3734900979488018,1.6910600627924568,1.9014501645013768,1.468761087401898,1.5957890733393596,1.4209230608100163
221,11.075,0.9977138462980966,1.1970595540253783,1.203062673556614,0.6345804771524746,1.3740678828572004,1.3950383956042949,1.3171479196865177,1.4110159291258897,1.3640819244062032,1.593214280136355,1.593214280136356,1.4673306826934829,1.4240581960724952,1.7151640151591372,1.8292460253417409,1.4004550215519564,1.4437275081729442,1.3816286799700983
222,11.125,0.9972763612148394,1.162712460167615,1.2186728775821425,0.6860274450155347,1.3637237668406608,1.3825269247288852,1.309293572953697,1.3795580050623228,1.4023197225059625,1.5984183659367397,1.426880785202064,1.3761992272577288,1.4658665990053987,1.6140126914580732,1.8440289928977491,1.313821925172393,1.4658665990053998,1.395493226946113
223,11.175,0.9964989393209372,1.2164519303483434,1.1762843264683165,0.6923238830739824,1.390779898126318,1.323104430587028,1.322123626709646,1.4133383873060827,1.3525285469084587,1.553236685816162,1.4180046360560474,1.2479986306433335,1.418004636056048,1.7734717382826326,1.9164313337433243,1.4257321817566255,1.4450510460080703,1.4181623410703452
224,11.225,0.996882112416426,1.169663497226648,1.182446704846611,0.6868941236065811,1.352171178589381,1.3278690366305497,1.2899576951747724,1.352171178589381,1.3968871197936314,1.547089085670094,1.6619719385663876,1.4092296621945393,1.4590122317829344,1.550918514099969,1.8802493590693456,1.5356008003804638,1.390082520045158,1.4313465651670925
225,11.275,0.9946919534972288,1.1913497696159594,1.1864627377442445,0.7016311087731008,1.3093736777930467,1.356584354917299,1.323825925892307,1.398014132801847,1.4086124480746385,1.5599669008959904,1.4233274643211593,1.446100703750298,1.582740140325129,1.6510598586125451,1.7914948350922324,1.5447847412765652,1.5182159619425697,1.436573123989127
226,11.325,0.9954817076268964,1.151071890596311,1.1604010268667295,0.6929592769839715,1.3627770415471034,1.3427221586651903,1.3379471865504489,1.400021824042084,1.324577264629174,1.5575090861537253,1.4070251164770362,1.2791137422518504,1.5236501929764703,1.6703720634112411,1.6553236664435726,1.5386985899441392,1.316734734671023,1.4074473929225582
227,11.375,0.994493528271787,1.1655157513382957,1.1742295553992623,0.7115632982727018,1.3972071832714306,1.343249995299567,1.424659085923783,1.4757764218971283,1.3555560206264827,1.5289304194047633,1.4729939406460506,1.49909763073345,1.2828099128664352,1.6221578840026147,1.7638636301913484,1.510284926485192,1.4580775463103954,1.4239829306860412
228,11.425,0.9944148662863582,1.1921790803546268,1.1613301465882426,0.6927657800029858,1.354977378821643,1.2714642301269574,1.324011829305635,1.328703579232304,1.3127516294816328,1.482308628346601,1.5377565820254029,1.3344474185364668,1.4897016888371084,1.630169838156737,1.7188865640428177,1.2826959951029195,1.4305572049130542,1.4277282276845435
229,11.475,0.9939149833731808,1.156299343668209,1.1739487669280686,0.7130749537179216,1.48179342170948,1.270640184592059,1.3431950413989264,1.3515667556458733,1.3934253268806034,1.6050013778488808,1.3924669488186636,1.3081860545480604,1.4071244956483338,1.4877410032115197,1.6929466588269015,1.579350670896958,1.491405389918937,1.372125863422386
230,11.525,0.993032937388284,1.169501488017462,1.1623989015845315,0.7065576939294691,1.405336674082608,1.3832053878765826,1.3638405124463109,1.3749061555493227,1.351852732418047,1.4930235126110267,1.2133086452848734,1.3913090154015164,1.4276356215477708,1.591105349205912,1.750942416249429,1.445798924620897,1.4494315852355215,1.3724784889501935
231,11.575,0.9934989944369852,1.178826309908888,1.157530496617994,0.7304332077873845,1.4416737165844218,1.2414666500454312,1.3438556521110332,1.3859082779594067,1.3173442140761902,1.4945580793937387,1.3829163915354112,1.4333352183101402,1.3541056333784232,1.6638212835660413,1.707037420801523,1.3829163915354112,1.3937204258442817,1.40915476057124
232,11.625,0.9932807248815008,1.171261685614186,1.1464028098910184,0.7255138548284451,1.3993896759044868,1.32688243881099,1.2906288202642415,1.3930452926588068,1.3332268220566714,1.5174336550817022,1.492440630174474,1.3639050735087304,1.4817293337856623,1.6602509402658627,1.838772546746064,1.406750259063978,1.3853276662863545,1.3838339140688678
233,11.675,0.992742399641958,1.163445506357394,1.1556801997276145,0.7333711525779245,1.4377504181424468,1.3577755511332732,1.3263247607364068,1.3317163248044408,1.3721530553146974,1.6673003428572346,1.3168486784350124,1.4195062367001077,1.4442856473158203,1.4973843843494907,1.8832352067941591,1.504464215953981,1.465525142129289,1.4399510565375624
234,11.725,0.9930628903138312,1.18467552841751,1.1691097154558223,0.7364221265580385,1.3889855141300298,1.3702756386991573,1.2847447795865956,1.3292921020410553,1.3310739949392336,1.533777811295645,1.3126611016580576,1.4214645619559183,1.5337778112956448,1.4495428742908498,1.7127770524308346,1.474111397583915,1.4074254057884517,1.3969676670106457
235,11.775,0.9929914158587404,1.152729784870171,1.1603637569554035,0.7482795281611566,1.3992994237194305,1.3816315017027705,1.3401118849636204,1.356013014778614,1.330394527854458,1.4233385054936112,1.318937148122442,1.4964194556534298,1.4581389579506676,1.5660203605675431,1.6077809035160109,1.447698822213551,1.433778641230728,1.3827853251814095
236,11.825,0.9931460903993335,1.1635715967569773,1.1538628251251486,0.7364181788423129,1.4076377106317417,1.3331826979349788,1.3463218178226426,1.3471977591484865,1.2771224530809462,1.342313722664992,1.3181589770129225,1.2871028754602618,1.5528050776330238,1.566607789434206,1.5079462642791817,1.397524569869722,1.442383383223564,1.4094610986977856
237,11.875,0.9936707500523008,1.1704373513070077,1.1488985627425954,0.748995148572029,1.4053632779064638,1.3428254806201445,1.330665353370026,1.3628028325310522,1.4079690194600605,1.4131541819455005,1.4131541819455014,1.3412988845584413,1.409732501117545,1.4986962026443822,1.543178053407798,1.3926240969777697,1.3412988845584413,1.470205472485079
238,11.925,0.9930615823746942,1.1271488661272184,1.146889342967229,0.7488232626627415,1.4349459656682104,1.36259574891183,1.3445081947227353,1.3488147552439482,1.3987708572900204,1.5540158389880545,1.265606785900752,1.4793687899536945,1.4895479330038328,1.4963340283705944,1.499727076053974,1.489547933003834,1.2893581196844115,1.4293386480916104
239,11.975,0.9937560544480156,1.1315554704504236,1.1689423712750056,0.7473554900643634,1.4375084393772632,1.3700318103155855,1.3367205630572887,1.3555115230491486,1.364907003045078,1.4502169260935216,1.2819783035768728,1.3425442076828662,1.3660976148351975,1.413204429139859,1.5309714649015138,1.396380566888194,1.406474884239193,1.3981659563516355
240,12.025,0.9934212531843808,1.174517871927352,1.1334630540222903,0.7525120784397402,1.4382846724965237,1.3544270855841811,1.287510425320799,1.3815325682225144,1.375603243895379,1.408150357517924,1.3147185802418533,1.294697485111267,1.4248346034600805,1.4281714526485112,1.5950139120700657,1.4481925477790971,1.428171452648511,1.3618430626580629
241,12.075,0.9937463701976008,1.1313550012660385,1.1600768048970085,0.731586183559475,1.423037906288949,1.3071115597317624,1.381875652801252,1.323912479522659,1.3516339971776383,1.416368450250744,1.201265765049112,1.525574428891573,1.472626075611169,1.6314711354523748,1.5487393334517474,1.3005439274498654,1.29061611120979,1.329415637943962
242,12.125,0.994215546320761,1.1444248850205263,1.1633629882874148,0.7528744762988734,1.447150405544325,1.31551553848848,1.4046606699756654,1.343008896797612,1.3405095005876906,1.3390704542850074,1.2340453206155952,1.3456345251393456,1.467069835944604,1.355480631420853,1.5983512530313693,1.5097362964978025,1.322660277149162,1.3726275920199411
243,12.175,0.9941781045098876,1.1626754103230357,1.1445134579855458,0.7390086085548413,1.4724722257239278,1.3237376574689852,1.3006011690737729,1.3650528153175814,1.328695476410817,1.4127280035259,1.3736663997417735,1.337859929606325,1.471320409202089,1.383431800687805,1.461555008256058,1.3639009987957416,1.2434610537946869,1.4381047597257908
244,12.225,0.9935478927770764,1.1168489243843107,1.133630911254711,0.7671672153644776,1.4112786395522154,1.4096395238268344,1.3326010847339735,1.3080143488532734,1.3301424111459028,1.2752817045191698,1.3721385428370814,1.3140244398463343,1.4367097683823558,1.3818242266688727,1.4657668198777296,1.246224653023796,1.3882813492234,1.3317815268712832
245,12.275,0.9939248759790512,1.1245671622103055,1.126705122594736,0.7554797630237793,1.3965533136220862,1.3355862015605864,1.3055090929435809,1.3250185688032596,1.3941146291396258,1.3129483122739118,1.082381779386786,1.4122200139336465,1.444243143501303,1.3833991973227555,1.6331796079504757,1.2649136179224274,1.4154223268904125,1.3845755571844245
246,12.325,0.9954228419564556,1.1409091938933569,1.1301544736641442,0.7694857142439847,1.4166914477103598,1.3779884371866846,1.324771797716631,1.3368664885052794,1.3255781104358744,1.4134906305521502,1.286435292974429,1.4134906305521504,1.324551894247745,1.461136382143796,1.435725314628252,1.292788059853314,1.4103142471127077,1.289935797172998
247,12.375,0.995094610765872,1.1452311664323782,1.119988600706763,0.7528528926751916,1.346880431863544,1.3580777751213164,1.3180872634864127,1.3532789137251284,1.3124885918575273,1.3390762229263078,1.2886639415926109,1.3453777580930184,1.5186699751775998,1.4525038559271244,1.465106926260548,1.317020849842815,1.4777099965939713,1.3506183205020703
248,12.425,0.9962858012103956,1.1345421069829913,1.123065524975938,0.7858159579233589,1.4352354346379237,1.3225746100284248,1.3225746100284244,1.302739957808442,1.374144705800378,1.3752025539187769,1.300191505523207,1.2908151244737616,1.4814682058125004,1.4127080781165626,1.490844586861947,1.3595752521697002,1.3564497918198837,1.32819307886135
249,12.475,0.996355605244154,1.137294151032432,1.1094975701179637,0.7719071374607676,1.4764852279262124,1.3686608802578266,1.2836606645776398,1.3670868021896754,1.3285218895199618,1.3207945971853992,1.3176941403844944,1.336296881189923,1.3859041900043974,1.3083927699817814,1.5223242892442037,1.36110053559716,1.389004646805302,1.3906497871486394
250,12.525,0.9962334333513796,1.1339524599148827,1.1128311102540684,0.7718639546294858,1.4006975050062307,1.3327707029239886,1.333551470764014,1.36009757732489,1.3585360416448389,1.2979673849640496,1.2887401286728362,1.4517549898176103,1.4732852544971085,1.4886640149824644,1.4086944604586138,1.310270393352334,1.3963914520703278,1.2956762635039871
251,12.575,0.9964618355541216,1.1028350682600785,1.139067543784127,0.7813182846415158,1.4507720496239411,1.3345863542456222,1.343106638573366,1.2563546526908878,1.3547252081111976,1.3364875747154494,1.254101354356277,1.4493872100224614,1.3059741597676076,1.3486929406945856,1.4219251365694048,1.3364875747154488,1.3425902577050173,1.3326578297781178
252,12.625,0.9968053450831664,1.106820876475271,1.108841939768691,0.7991861708839307,1.3739854553273732,1.2948352864802142,1.340173732713053,1.2387385648700928,1.3148149407523133,1.3047319683749037,1.37738525663708,1.3652763752600503,1.2926230869978748,1.4318752228337113,1.3107864090634185,1.3683035956043077,1.3743580362928218,1.3180455598889325
253,12.675,0.9973112075877228,1.1099934686565354,1.108990893910652,0.7747181921754539,1.3677411133267678,1.3265716483771324,1.3036997234051135,1.317422878388325,1.306749313401382,1.3335025347322904,1.3965736005642233,1.3905668323897524,1.3425126869939952,1.4386209777855117,1.4416243618727456,1.4506345141344503,1.3515228392557,1.2833950553177065
254,12.725,0.9974449735528826,1.109387475609927,1.110524288701368,0.7748407281561999,1.3895397587423932,1.3260006516469334,1.3358340848878971,1.2813719930917882,1.343398264304024,1.2127900997189096,1.3647613407156285,1.361781512460791,1.3915797950091668,1.4213780775575429,1.3856201384994913,1.3498621994414397,1.272386664815662,1.3094520795365503
255,12.775,0.9976927071668829,1.1251119550525843,1.102835302308435,0.7763354095242656,1.331402002041829,1.2646067494027518,1.324647425932259,1.3321525104984475,1.2991301384072182,1.42505636035566,1.3097509702024006,1.3777515849081683,1.4398391026829995,1.404360521097383,1.3334033579261468,1.392534327235509,1.1855759346527377,1.338049362657596
256,12.825,0.998042741698712,1.1321643167191888,1.104884934319554,0.8041347037978973,1.3478489957865938,1.2905095633691537,1.2905095633691537,1.278594876113582,1.3240196212754505,1.3024919477114052,1.3640962965896473,1.3406279732074595,1.399298781662928,1.3376944327846865,1.2555553009470304,1.2966248668658584,1.4374348071589826,1.3207218060529249
257,12.875,0.9980371214394068,1.1142264449853587,1.118668359304474,0.7789100399338224,1.3241004899563251,1.232477464981668,1.3093225827023474,1.2797667681943936,1.302672524438058,1.3418787601982305,1.2894843617523115,1.2167143639107592,1.3709867593348513,1.4088271582124583,1.4583107567447138,1.309859961147947,1.260376362615691,1.3526308986548194
258,12.925,0.998375321188608,1.1056224226932243,1.1086526573137865,0.8097648853577284,1.3615331530578452,1.3644659115997049,1.3153422060235729,1.3087434993043907,1.3395374639939055,1.256420420773504,1.3401817821584046,1.192877319033235,1.3430701049647804,1.3199635225137734,1.39217159267317,1.461491340026191,1.2795270032245112,1.2857752117444268
259,12.975,0.9993972637616936,1.1090086994603885,1.1043616331821464,0.7742671922299087,1.288490595046634,1.2877630453035247,1.3168650350278976,1.313954836055461,1.3437843755229435,1.3212744274103776,1.1922997002228135,1.3671321081881778,1.5276339909104792,1.3356049526534397,1.3699982132367905,1.252487906243677,1.3442032677992777,1.3086986603603432
260,13.025,0.999879309324422,1.0994255416029797,1.099832434845616,0.7906553622525986,1.316159835583161,1.2634556841857,1.290168747222769,1.3176037849365163,1.2641776588623777,1.387941620861315,1.2372020595792457,1.2969290555589337,1.2713317715676389,1.3737209075328178,1.2457344875763436,1.294084912893234,1.3083056262217307,1.2680232790789667
261,13.075,1.0007938229841356,1.1018006798597388,1.1050309774796554,0.8017000146559086,1.299664691894015,1.3096951801445742,1.3519665234862208,1.315426887716323,1.3139939608233862,1.3971037206137429,1.2531597009141444,1.368879403025586,1.422505606443084,1.261626996190592,1.3717018347844012,1.2842064502611166,1.287028882019932,1.2887569014641056
262,13.125,1.0004972506844965,1.1077142331201184,1.1023713452237234,0.7823610648566063,1.3615938812586317,1.3153779009548143,1.3210660216075916,1.3175109461996053,1.286226282609329,1.2996493855134217,1.2940474485068985,1.2576348579644965,1.3976832831275812,1.3500668185721325,1.3444648815656088,1.221222267422095,1.378076503604749,1.3119679306655232
263,13.175,1.0007124384931096,1.1062156340817637,1.078112852245295,0.7677603424213874,1.3004735642899772,1.261663989663852,1.334343738509141,1.2404951307768743,1.3040017074378067,1.2814643566631865,1.2230896245809153,1.3843150750938549,1.3592973327728817,1.2703453600760874,1.3537378344793316,1.3509580853325571,1.353737834479332,1.3273018527977585
264,13.225,1.0018056155785715,1.0832637342248788,1.0858949310532122,0.8068335127083747,1.2591450742160473,1.2822550783590558,1.3291753898009224,1.3578878191907209,1.2913590193850903,1.291104363692056,1.2800692836605,1.202823723439608,1.431801634094396,1.274551743644722,1.338003453826169,1.2800692836605,1.2717929736368332,1.2829125058114852
265,13.275,1.0014026613819935,1.1030610569449033,1.103061056944903,0.7865278120696042,1.307365995496837,1.269833957348603,1.3025007312924368,1.2983305048315223,1.2885999764227205,1.2540165832468495,1.1527095666963392,1.2813968579902306,1.344371489900007,1.243064473349497,1.3525855723230211,1.273182775567216,1.278658830515892,1.2926283584461886
266,13.325,1.0018981006304892,1.0931137620053917,1.0858565752036955,0.7981093413118051,1.289984891327759,1.3024018581961545,1.295503543269268,1.2941238802838917,1.257562811171393,1.2636458706978315,1.2120130286693178,1.2853860147098368,1.3343013387368508,1.22016558267382,1.3234312667308483,1.236470690682825,1.2935385687143393,1.3506619062969052
267,13.375,1.0023514618488132,1.0783963332586803,1.0782677077418317,0.7819517409260957,1.3152770427952776,1.307745524070265,1.305691473508898,1.2858356514156846,1.27077261396566,1.281188102670774,1.3162521981122897,1.235335054785715,1.380985912773549,1.3378301029993762,1.5050588658742976,1.3027660075578609,1.3216466743340616,1.2842706605117848
268,13.425,1.0021979506815768,1.0808474279399567,1.0927206633283832,0.7910734672789116,1.283071508853371,1.2905470314155467,1.242975524201703,1.2715184285300092,1.2171509917141887,1.242213556337239,1.2582766626691857,1.306465981665027,1.370718406992815,1.2074101592846866,1.3600096694381842,1.2502451095032123,1.2234732656166338,1.336024282772453
269,13.475,1.0027493744352134,1.0708136113715032,1.073474804961894,0.7806908598523704,1.275590995957789,1.2418630478891008,1.2728927601122932,1.2391648120436052,1.2654726115371824,1.2808443793842452,1.3153899746788411,1.3499355699734366,1.3233620351314397,1.315389974678841,1.2117531887950537,1.3685370443628346,1.3844811652680322,1.2625954110692827
