,r ($\AA$),g_full(r),O (DOL),O (DOL),O (TFEPE),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
100,5.025,1.0757928232032197,0.8337975193848683,0.8547563641344337,0.0614326272913623,0.824614881718671,2.085790583170756,1.9936277434492569,1.8190034155558923,1.998478419224072,1.070088473959346,1.012762305711524,2.923634580638925,3.363135203872229,1.1656320877057165,1.1847408104549904,3.687983490609886,4.261245173088108,0.8364940876978108
101,5.075,1.0775891320069662,0.9219753528591098,0.8710522955791007,0.0726280089050628,0.7180907019301886,1.9117381601055323,1.9973383762296608,1.8356490791063085,1.835649079106309,0.9179686476611086,0.843032431525508,3.109852969627432,3.390863780135934,1.592394592881516,1.686064863051016,4.552375130237744,4.1589599955258425,0.9336440806282488
102,5.125,1.075956932180206,0.9242224114208276,0.9075776476132484,0.0590586642836248,0.7507799292833922,2.1171061359916763,2.0891267597450898,2.0658106128729354,2.1031164478683837,1.0103663644600511,0.9185148767818648,2.663693142667407,3.2148020687365264,1.267550529958973,1.304291125030248,4.096576350447116,4.1700575405896645,1.0392339748731965
103,5.175000000000001,1.0769482052003594,0.960578665817734,0.9854952859507524,0.0579229560803923,0.7363423029866902,2.1678649168676447,2.245615346375557,2.112982260744414,2.012364057851823,1.1530901488517329,1.0630049809726911,2.522384700613165,3.0628957078874133,1.5314478539437073,1.6395500553985574,4.630377628982735,4.270036957466572,1.0617180500029912
104,5.2250000000000005,1.0731401711898687,1.0080231265022923,1.0097087839044696,0.0752025379710816,0.7537222574906778,1.9336565058242967,2.1176006281880926,2.1490057222502035,2.0233853460017595,1.1841487847661978,1.3432135468989712,2.368297569532397,2.8101441310123225,1.519952171490941,1.5376260339501386,4.206379265288885,4.489161064636038,1.249794559614644
105,5.275,1.0727033284995795,1.0650816527318108,1.00967756054778,0.0885403975851196,0.7130907405509238,2.082048890620907,1.923584281609592,2.205299142074154,1.9279860763043497,1.2658494440382118,1.3178706540671792,2.410316064675499,2.063507997815715,1.473934284154082,1.7513807376419093,4.664568499264095,4.820632129350998,1.4481006220308543
106,5.325,1.0682810700909848,1.042739757637721,1.0313791688385554,0.0917124569370236,0.7688746625967312,2.030174670901484,2.2461506997207903,2.172718849922226,2.1079260412764333,1.5654989725326711,1.0039612976024734,2.3312321656193045,3.284144583682671,1.7867107838688108,1.9909063020252455,4.679480624418314,4.713513210777719,1.5413636179206442
107,5.375,1.067000184185894,1.0473236339505012,1.0815707185587684,0.0900141270932563,0.7588761853768982,2.204556516178699,2.2130355797024626,2.1070472856554088,2.24695183379752,1.1857841867324814,1.4028996012046249,1.8538316158775408,2.605384973665732,1.536509087033637,2.338166002007708,3.958181017684482,4.526021332457784,1.7771424977358914
108,5.425000000000001,1.0654228500467238,1.1539819562456013,1.0867445251906418,0.1209171579470431,0.8989367884299702,1.9768285856677583,2.384679535973947,2.101680917394144,2.1058426617850223,1.55750130992005,1.1312377935208793,1.950975325057747,2.2132913351495453,1.6558698137044754,2.032949078211434,4.967609441113427,5.049583194267115,1.6009975871036404
109,5.4750000000000005,1.0624026249390597,1.1122754204682617,1.0677536990140462,0.1324170397406198,0.8907650943895541,2.255515284876301,2.2882039121933486,2.1411050892666337,2.092072148291062,1.6096672542485668,1.5130872189936528,1.9959873952682228,2.559370934255221,1.6740539444185092,2.3501141912029078,4.9255817980006205,5.038258505798021,2.0380358459914523
110,5.525,1.0606959366110282,1.0718827646147198,1.0711289792668894,0.1091066493724832,0.8827406257976034,2.046353268894444,2.146664703644172,2.0624030984544004,2.102527672354292,1.596471682744152,1.375178578205358,1.912604689228142,2.339384247981529,1.8177647872829448,2.118091143442736,4.9790948521228495,5.48490766249723,2.1769628512828647
111,5.575,1.0579371992094224,1.1127088599026191,1.0623667424885286,0.1203696743024252,0.8709186312637655,2.041338692283396,2.3329585054667383,1.9309960602680776,1.9782857597032144,1.769781175830114,1.536915231641941,1.9250251386222288,2.54600098979069,2.095793497693556,2.002647120018287,5.09200197958138,5.045428790743746,2.504021754954045
112,5.625,1.055366012473451,1.0646537389925848,1.0835615239746934,0.1586136866693979,0.905828345142872,2.043920368527503,2.1561811463443554,2.00133869418318,2.1019862880879443,1.890954794574344,1.5554628148917993,1.9824526072150384,2.012951878095269,2.104449690735964,2.3484438577778146,4.5291417257143625,4.757886257316098,2.588080986122489
113,5.675000000000001,1.052524667543851,1.0824137780605074,1.0488339446817334,0.1515811243490825,0.9431811268628194,2.023275643108951,2.11835438573625,2.251464625414471,2.0651102898649616,1.7079599584685945,1.4832283849858838,1.78287048296283,2.202369420130556,1.962655741749,2.2323336299282506,4.839219882327685,5.168826190102326,2.6133071544989384
114,5.7250000000000005,1.050450761687409,1.0200632273262664,1.0523570390654322,0.1656491098229002,0.9940445676340744,2.1188844731147376,2.2945239267944437,2.1039364345037,2.092725405545421,1.5457630836415053,1.295496679623357,1.648813955884272,2.443777827471332,1.9874096789676492,2.2523976361633364,5.211429824848496,4.843390995410045,2.6818764171284517
115,5.775,1.0483412648154145,1.042492632278028,1.0259341788202698,0.1436410253391489,0.9695611363111972,1.9464674327459648,2.2292560975033964,2.1007157953409266,2.0713351548466483,2.083354507776125,1.5480481411947613,1.7650642357547728,2.5029189572588177,1.909741632128115,2.1122899870507936,4.861160518144295,4.644144423584284,2.9912789850169945
116,5.825,1.0439871930419629,1.067395634113772,0.9839841582586292,0.1748013224294407,0.9746466634630871,2.13700305470425,2.0864658203024606,1.9709521416697984,2.126173647332437,1.5500272975613862,1.7064520707097846,1.9339790134710884,2.2041672580001364,2.133065088387229,2.289489861535626,5.7450553047229365,4.763845364064814,2.920993212873125
117,5.875,1.0421650091872854,0.9779732381042172,0.9426408716287408,0.1810915105877192,0.9439331439584676,2.0369083632788003,2.1007835384338835,2.0298111215949013,2.1824018177987146,1.607632775367863,1.4818180364260307,1.5517151136159373,2.152829977449137,1.929159330441435,2.502315363398672,4.906774818731478,4.780960079789648,3.1445125909679787
118,5.925000000000001,1.0388661456099932,1.0093845528429226,0.995620218031428,0.21443740602762,1.0083156740956565,2.205036353039634,2.1282787584717986,2.082921998045351,1.9328957904809445,1.5256364870714376,1.4431696499324405,1.8142704170579247,2.2953269670354053,2.116648819900914,2.130393292757413,5.236644158326285,4.576909461214311,2.9157917417002386
119,5.9750000000000005,1.0366928160808648,1.0086748870129796,1.037033797574367,0.2185312975091225,1.0120958045457344,2.1202549396924213,2.0447766085059604,2.192302437643136,1.9315591117262667,1.9056719154928936,1.4191173838776856,1.7570024752771358,2.3651956397961444,2.175979988612453,1.8516103008689824,4.973668545399892,4.581721839376533,2.63964108138182
120,6.025,1.0312780356743552,0.9666482493851882,1.021794739677983,0.2538812699366983,1.066223989859056,2.230297649673532,2.0852102080154946,1.970489905309141,2.0379724363128786,1.7944218471448456,1.3690774093031035,1.8608819155576173,2.2995183670819137,1.794421847144845,2.0735541344784885,5.01108915832301,4.55916069311616,2.6631498842546506
121,6.075,1.0281914503615155,1.0337243110760654,1.0069148144679407,0.257136783087029,1.0719770024797155,2.104128233969472,2.0211578777403925,1.9581004070062915,1.9415063357604756,1.5950422421735884,1.8303763434778888,2.078784561521317,2.340266896303872,2.0395622113039327,2.0526363280430613,5.2034984621728535,4.575940858694721,2.364147170755954
122,6.125,1.0249075636566092,1.0365430089311098,1.009556090355389,0.2626848589053268,1.1165790380777063,2.1319476955109447,1.9327917852105343,1.988294252015567,1.9295269342220027,1.7491686508252575,1.517661035274856,2.019260868967393,2.302214621306773,1.98067626637566,1.967814732178415,4.411506229654878,4.900244529150171,2.1568005407909907
123,6.175000000000001,1.0201901325948786,0.9926698367601214,1.0216352788054015,0.2799854405150501,1.047175000301096,1.943376917736696,1.972286657008812,1.8727086661826349,1.879133052687549,1.7083027751704971,2.024655140942813,2.024655140942812,2.404277979869589,2.290391128191556,1.7715732483249602,4.821210054370072,4.504857688597759,2.0666202506881226
124,6.2250000000000005,1.0173019964402,1.037354221423688,1.0403231802714945,0.2660867691267606,1.1600133304990776,1.8111379792260789,1.896479559399036,1.9470523476496788,1.807977179960415,1.6062607177334272,2.0794227896238944,1.97980972185748,2.6272946623391715,2.1167776900363,1.8179384867370585,4.681814185021458,4.470136416017831,1.9077681282049817
125,6.275,1.012053876903562,1.0325759639362204,1.085168967192734,0.286195685724812,1.2380303064013654,1.9223686667237283,1.7170671586270192,1.695292756253126,1.8290497994070427,1.8135909163364012,1.8503528943702476,1.9361308431158888,2.217972674708709,2.2547346527425534,1.9974008065056317,4.693279195654336,4.092833554434852,1.650537789274719
126,6.325,1.0084210199319894,1.0381715060897896,1.100289247174386,0.2908122835558729,1.096068426305817,1.7971848219036726,1.8706642694772468,1.7665683854146828,1.7481985235212898,1.4232004113366536,1.6885428609078934,1.7247259222130624,2.3639600052710503,1.9538853104791336,2.026251433089472,4.48669960184098,4.161052050094456,1.498643324874302
127,6.375,1.0047690866563943,1.0853622902541822,1.0457298644233046,0.2952494053015328,1.1994949662238508,1.8052700622313744,1.6907454172150274,1.669648772080436,1.7118420623496162,1.7333953448247823,1.69777763225989,2.125190183038604,2.350769029282925,2.255788462443212,1.8521210533744263,4.226635224367279,3.906075811283244,1.6071584179791436
128,6.425000000000001,0.9984666736482104,1.092503496572062,1.0579447124968242,0.298408504326537,1.1245239679708066,1.7624465355531904,1.7891502709403595,1.6585986757141975,1.6170595317786007,1.6597675260846825,1.7649640594280775,2.174061689096838,2.384454755783628,2.2909467261450547,1.9987341335245112,3.8338292151815208,3.752009689247768,1.4917154677163762
129,6.4750000000000005,0.9958546808591884,1.1662521324817978,1.0822819789431082,0.3221112513743626,1.221159916138117,1.7061181603460782,1.592182187309267,1.574653576072835,1.6155536689578434,1.5076376230123358,1.8759155156565703,2.037037093688424,2.3362628814618644,2.7390668265414946,1.9219502522371008,4.453860764166208,3.6252355057166814,1.2246179414840794
130,6.525,0.9933607112858308,1.12953150554146,1.1295315055414592,0.31612201853722,1.1967629501775154,1.6110270483158855,1.5851355421822375,1.5275988618852414,1.5391061979446412,1.8926080746178515,1.756612284824952,1.9719389519970447,2.334594391444776,2.255263514065584,1.586617547583828,3.853214044132156,3.8078821142011865,1.2440839341768817
131,6.575,0.9880738731263226,1.085272600279964,1.1826756830907703,0.3619898558510918,1.2494616892618444,1.6007842504148342,1.5554523070402555,1.4194564769165174,1.529953088892055,1.7299974602230568,1.6407072687276727,1.7523200080969028,2.544770457618432,1.908577843213824,1.596062172979981,3.739026768869187,3.3372209071399603,1.2740935870648695
132,6.625,0.9862872988451196,1.1795705238724543,1.1722309739461363,0.3482305493080067,1.2669514951930303,1.5878753320811323,1.4064835981878567,1.3702052514092025,1.4539245132060985,1.7919304620972052,1.9238517231104952,2.154713929883754,2.2316679988081747,1.901864846274946,1.8578910926038492,3.638828116283279,3.265051210078954,1.2364252881704891
133,6.675000000000001,0.9842703161881105,1.2167068003803048,1.238913248774343,0.3655607274642957,1.3442568263258805,1.5311882459376602,1.5476821947269332,1.43772253613177,1.3964876641585833,1.6568921283771314,1.927626136281892,2.13338398228951,2.469094152091414,1.9926022981790343,1.819332533119988,3.3787604186514053,3.292125536121879,1.1815053112317122
134,6.7250000000000005,0.9837824145771964,1.2012257384480782,1.275507380893406,0.3914182178043099,1.4137150690553828,1.4407977332135318,1.4380894667977169,1.3812158720656045,1.4353812003819018,1.7176974570607904,2.016427449593102,1.9950895929836503,2.0484342345072784,1.9844206646789264,1.8137178118033188,3.8514831180058713,2.99796885362784,1.0562239021678148
135,6.775,0.9826778059801944,1.2512359987405075,1.2126361702537218,0.3866561467160752,1.366241122096144,1.547695021124539,1.4863209082178763,1.3849201999373029,1.403599277778461,1.5873173074542706,2.0603588891459403,1.9237024322127916,1.9342144673614952,2.091894994592052,2.060358889145941,3.3743632827339107,2.943369841637057,1.0867084499134476
136,6.825,0.9807583259374212,1.2364279554208737,1.259150962192492,0.3829705611193637,1.3094835621417968,1.435698845239801,1.4725116361433854,1.3042245920127131,1.3620732634326316,1.688448136898182,1.7920339121680091,1.90597826496482,2.268528478409212,1.8749025323838693,1.4812765863585278,3.439047738958257,2.9418360176630887,1.234784721124611
137,6.875,0.9778903486148912,1.332911590950266,1.2744932597179677,0.3909341335043895,1.3319679102149724,1.4356230005040758,1.466719527590806,1.3216024011860628,1.2827317423276483,1.7864797758159825,2.031482716499317,2.102941907531956,2.2152349220118186,2.225443377873624,1.7558544082305656,2.85836764130557,2.950243744061821,1.0725128729913322
138,6.925000000000001,0.976707084816959,1.3353250130422931,1.2815857383528444,0.4718849450012536,1.3562227996694685,1.3536687077680192,1.3204655130491807,1.2540591236115042,1.3817637186839598,1.972068534815845,1.6601597359419105,1.941883812344175,2.304100482004228,2.0827458505453067,1.8010217741430414,3.209642156154362,2.8474254864943074,1.1722760584406142
139,6.9750000000000005,0.9736780937190344,1.358342758968535,1.349356508125776,0.4285700364224541,1.5206337215571044,1.4526583730769018,1.364542180602567,1.3091548596186988,1.319225281615766,1.8348003714352985,2.0529928480384148,1.9438966097368564,2.241431805104743,2.3802815629430896,1.735621972979336,2.945598434142076,2.93568059429648,1.145510502166362
140,7.025,0.9733662156692644,1.3162294619915196,1.3083031775941212,0.4113972724312957,1.4593544869519648,1.3501510899691644,1.3774519392148648,1.3079588684076278,1.32781403149541,1.6132320008822745,1.9163240737753071,2.190084655743207,2.581171201411638,1.9261012374170177,1.9749870556255704,3.1971325108394133,3.0113664016469106,1.0667085067058306
141,7.075,0.9720187530239448,1.3831927752144282,1.3569907186550323,0.4520878840292863,1.4632699375415643,1.3213474352382015,1.382520927610341,1.2405984253069788,1.3556045909666,1.9471707996271144,2.120681068900817,1.9568102590312084,2.168878365921289,2.1977967441335737,1.831497286777978,2.911116740036576,2.6026540391055484,1.2626708201057422
142,7.125,0.9713601118428756,1.3905898518083206,1.347077261921228,0.5122703544372198,1.4066141998148147,1.2859783336214348,1.2570257257350237,1.3245818108033165,1.1629297501041873,1.9199380886291972,2.0054798846572304,1.9294427326323125,2.148049544703952,2.195572764719528,2.233591340731988,2.9369349969624845,2.566253880841005,1.305821702632021
143,7.175000000000001,0.9724425185652096,1.384685247172931,1.3449057161857163,0.499838176167478,1.413249494661418,1.1896039517352002,1.2895306836809577,1.2823930599705458,1.275255436260134,1.8464095275114245,1.8089189787294664,1.818291615924956,2.1557065549625776,1.8932727134888712,1.968253811052788,2.79304588425586,2.549357317173135,1.1677540832339417
144,7.225,0.9718622816301792,1.3933566021042725,1.3488361918503875,0.5051801643084352,1.5978927930665623,1.356214441104953,1.2693979457401032,1.328057739905542,1.2905154716396623,2.005809446553985,2.05202625407827,2.0242961695636974,2.1629465921365543,2.255380207185125,1.8764023854859857,2.384787268253125,2.6528447518939786,1.1858855530670205
145,7.275,0.9711510589535804,1.3481843499209805,1.398616270137308,0.4930877479425919,1.5898896948622865,1.2219239576234169,1.2450664568208296,1.2612662062590183,1.2010957083457448,2.115084169072674,1.8598153900466607,1.969216295343524,2.3430027217744707,1.6227800952367928,2.0877339427484585,2.379469690206759,2.516220821827836,1.2341091918947082
146,7.325,0.9703870047666164,1.3860204171468795,1.3795877728841317,0.497433247458616,1.5408657103229906,1.1687751758301792,1.266934028487792,1.3262858928854184,1.168775175830179,2.176235027912963,2.0233590135554422,2.2032131480937034,1.951417359740137,1.9873881866477887,2.07731525391692,2.580906830624052,2.0233590135554422,1.2718256656634213
147,7.375,0.9709181008677796,1.3639063155590738,1.3545992625372691,0.5443959323413443,1.5042801054711663,1.267828891287825,1.335386381054494,1.281340389241159,1.2408058953811578,1.93391844443172,1.8895625168071395,1.9250472589068024,1.9516608154815505,2.0048879286310486,1.8452065891825573,2.262152308853617,2.537159060126017,1.2695752753770295
148,7.425000000000001,0.9707489451201714,1.3531117751651358,1.3581202086327424,0.5230201352571824,1.5151923874591542,1.250811311054991,1.261919759643401,1.146391894323934,1.199712447548304,1.9779770880454068,1.925464421991104,2.2405404183169217,2.188027752262618,1.9517207550182545,1.8379433119006,2.4418389715250823,2.065498198135912,1.228957138730036
149,7.475,0.9709563179632834,1.3659558998423265,1.3560725891410248,0.5274780503132814,1.5782886935308575,1.163987911479007,1.1924847906677587,1.196868925927566,1.1617958438491034,2.0379586328925376,1.925698199724728,2.10704197638042,1.951604453532685,1.7529898410050204,1.9947815432126104,2.322927424780053,2.3488336785880097,1.3434243046125751
150,7.525,0.9718574550909976,1.3450195826815383,1.392156220624456,0.5905888668020445,1.4968195617969149,1.178853556617513,1.2502336802292155,1.1680383863733157,1.280516156912968,1.8831505522169096,1.8490663793261075,2.113218719229836,2.1643449785660414,1.8831505522169103,1.6701244716493862,2.547791923587583,2.155823935343341,1.3112842126689075
151,7.575,0.9717086669709596,1.3794526933023756,1.352986449768086,0.5732767135126446,1.5411620582256396,1.2764749457325932,1.2316489024878028,1.156938830413153,1.1569388304131534,1.7238298015492834,2.0181422066918446,2.0013243549694124,2.6404027204218306,1.9929154291081963,1.589286987769828,2.354499241140486,2.0013243549694133,1.3393359568134806
152,7.625,0.9715330973133598,1.342028557955245,1.323031987391443,0.5673524473614514,1.5104830828875198,1.1017889154116776,1.2302958443602672,1.133388979907232,1.1649890444027875,1.6017083195827684,1.983462634094724,2.099648729815753,2.3403199280950284,2.124545750327401,1.6598013674432828,2.3237219144205965,2.307123900746164,1.3385959293457144
153,7.675000000000001,0.9728705065059952,1.3324123061030575,1.3816307026345689,0.5770239720711196,1.6052288564499473,1.1457009066112969,1.1644147145232782,1.1332250346699762,1.212238890298341,1.7693054753145887,1.7693054753145887,2.0396160340432066,2.318117821824206,1.87579145299556,1.6628194976336184,2.162484469828941,2.031424804990824,1.238463682338259
154,7.725,0.9729851476423294,1.3140633833946986,1.3622611307316517,0.6055117523548437,1.535256934496276,1.2540668275096591,1.2109646943219292,1.2396994497804157,1.1760724912651956,1.5443376147926804,1.8030748067998303,2.231608281061675,2.2477793555621206,1.8839301793020664,1.4634822422904463,2.029469849806087,2.005213238055418,1.4266847972537158
155,7.775,0.9741117640543338,1.346319039951611,1.3775314123791007,0.5479364808369401,1.3960304526227107,1.3332192130997729,1.2116490720876356,1.2197537481551115,1.1265499733791395,1.3649011286362704,1.9475782186388868,1.9635419745293703,1.9475782186388877,1.979505730419853,1.3010461050743394,1.9076688289126804,1.9715238524746104,1.3304487370971152
156,7.825,0.975569699345352,1.336308719566406,1.3156402776158571,0.6139781686761487,1.4842658570205192,1.2722278774461593,1.2982325353184865,1.252224294467446,1.144204946382395,1.4893576781423714,2.0567320317204203,1.9306488420364092,2.167054822693929,1.7966854529971488,1.3869150865241142,1.962169639457411,1.8676072471944032,1.3771854526263052
157,7.875,0.9766592623541008,1.2982447608302656,1.2826613713032953,0.5672149666464621,1.580030117606429,1.1909477011458465,1.2719242446731762,1.1929227387928545,1.2442737176150631,1.5638707186763636,1.563870718676363,1.898430126154392,2.0306977988782635,2.0151368962048664,1.4393834972891897,1.7661624534305196,1.8050647101140105,1.5483892083635444
158,7.925000000000001,0.9782079176174248,1.3134223361523696,1.3277106126126057,0.6087513309958433,1.404140209772679,1.2032701519857534,1.2013199572499584,1.2032701519857532,1.199369762514163,1.382865358109457,1.743946868282481,2.151123890392488,2.289410426203434,1.828455306833616,1.5211518939204027,1.9513766719989007,2.058932866518524,1.5030429428023029
159,7.975,0.9797979846547866,1.2995372778963898,1.32450054965999,0.5910990933008918,1.4944344738995583,1.2190425540959025,1.2325232774429342,1.1420098492557196,1.1997843778858568,1.456618418796196,1.987677217315642,1.942157891728262,2.078715868490405,1.5780032870292118,1.35799321335687,1.782840252172427,1.9876772173156432,1.4944737762999858
160,8.025,0.9819442106462904,1.2780347811258224,1.297685861070447,0.5773803629679124,1.5101044158620698,1.2856808376860946,1.27617136403457,1.1905861011708514,1.1582538907556683,1.2137546369763823,1.5733856405249405,1.9779705195170671,2.352586148213482,1.8356165806124296,1.326139325585307,1.5883702656727974,1.5284317650813704,1.571780144973384
161,8.075000000000001,0.9816349358325168,1.3476540749251338,1.308837120685341,0.6479185658042358,1.442622603668724,1.32616088306005,1.22096965154254,1.2359969703307554,1.260416363361606,1.3911654211515008,1.613159903250145,2.1163473960070704,2.049749051377477,1.7537564085792856,1.4429641336411845,1.6945578800196472,1.6723584318097828,1.5673263486127709
162,8.125,0.984516993637905,1.2910352141138364,1.3475005771501327,0.6213087492975384,1.3989467968054252,1.1781581113679649,1.2542281626531395,1.2282530231899091,1.2560835297576562,1.1767525302281787,1.6299118896949314,2.031908095673502,2.19270657806493,1.951508854477788,1.2571517714238925,1.7541652624519437,1.8491825475014252,1.6416212411492237
163,8.175,0.9855544224369064,1.3321007513309164,1.325214730388394,0.5932514214532711,1.438701652460347,1.249929333729881,1.165623249636663,1.2865841529008448,1.213274514558917,1.2346009548038406,1.7327732699001273,2.0432284807572327,2.267045028119334,1.7688727130230466,1.5161766111626112,1.5811556087838656,1.4078782817938542,1.6167393455764585
164,8.225,0.9873155063805288,1.304389930869155,1.3023491643541052,0.6298971060835381,1.38505253556015,1.1569262355855374,1.2003788641521311,1.238399914147899,1.227536757006251,1.2838276621947926,1.6404464572489006,1.825888230677036,2.2110365293354746,1.875814861984612,1.3979456766121074,1.455004683820765,1.412210428414272,1.5130826018724317
165,8.275,0.9882681390634912,1.3021157758934871,1.3259738972066322,0.6649501718713053,1.4059283293256142,1.2324231792688911,1.18591664420214,1.268197437012545,1.3129152591921127,1.289499381396268,1.6981931744071062,2.029376075640027,2.3394196427516984,1.754564732063775,1.310638715517519,1.4445211649521037,1.493846277901688,1.632474292139002
166,8.325000000000001,0.9895407447654166,1.310094161234218,1.281541678247359,0.6471122415222405,1.2971919122136804,1.2388712949070706,1.2141292148376004,1.2583115006759402,1.3060283693813493,1.524690518566737,1.5803869758659783,1.8379830908749704,2.053806862909532,1.9006416053366173,1.2531702892329344,1.455069946942685,1.2810185178825553,1.6340232325763449
167,8.375,0.9911595214374466,1.3256630429210468,1.3154933932475623,0.5919245579431468,1.4371658073063074,1.2118992348366664,1.19094420483949,1.3987482523114836,1.2834955873270173,1.1625808309039207,1.7197941285560954,1.9468069535255,2.359557544378963,1.809223423241012,1.3483185967879787,1.410231185415998,1.3758353028448769,1.475583362301131
168,8.425,0.9919580467103624,1.2989530939458411,1.2746402708747309,0.6607663352448523,1.3977254961865262,1.2424226632769122,1.252776185470887,1.2389714892122543,1.33732995005501,1.2643846800520078,1.6518574045840746,2.025734594922034,2.188881005251325,1.6654529387781822,1.325564583925492,1.2847779813431692,1.53629536393416,1.677869268475862
169,8.475,0.9947097328643052,1.294883973624833,1.3163479088630474,0.6421941863694931,1.417092868726272,1.2073426607198567,1.3301232702845878,1.282375255453859,1.3284179840406334,1.444325773288822,1.8742646081282852,1.8608290195395525,2.062362848370551,1.7667798994184196,1.2830987102240234,1.4443257732888222,1.3905834189338893,1.7395659776340964
170,8.525,0.995040331931035,1.267391499222798,1.2740403179796504,0.6284054526294665,1.3347905506063598,1.3398465754192626,1.255579495204214,1.3010837185203403,1.3432172586278637,1.2083388593260802,1.812508288989119,1.7793121664801632,2.1577479630822864,1.7527552684729946,1.420794043383413,1.347762573863705,1.3212056758565387,1.6029662340499224
171,8.575000000000001,0.997024176232104,1.2733078659718715,1.2964646076975832,0.608688934948596,1.302612457839731,1.2792920302057715,1.3325958647976783,1.3425903337836609,1.3325958647976783,1.7651847496960165,1.5092657711155535,1.9620455024502197,2.0342277784600933,1.7061265238697558,1.3714632441876118,1.3649012190958043,1.279594892902317,1.8075031155941987
172,8.625,0.9982974399768788,1.282095368062422,1.3040564708687985,0.6151448561862385,1.2875535229744297,1.2299264471379778,1.2101685925654808,1.2447448380673525,1.3007254260227616,1.323177533491509,1.5826241086859234,1.628027259344946,1.932876985198382,1.9263908208185216,1.4399284923289957,1.3102052047317887,1.3685806841505324,1.5376180701317883
173,8.675,0.998748502662366,1.2905962622318163,1.3037437721289895,0.6341432920564188,1.207651703370688,1.2532234657620345,1.363897745855305,1.3280913611192466,1.3004227910959296,1.4169661618002072,1.525963558861761,1.808074468903431,2.115831825312525,1.885013808005704,1.6093145095558894,1.2630874835956598,1.3464384342897893,1.6386901585838838
174,8.725,1.0003028969168548,1.3172566088037532,1.299725428603979,0.6496704446643871,1.3418746639702277,1.3724449500798606,1.3241760772751767,1.2742982420436693,1.237292106226745,1.3564040822488088,1.7683959763898025,1.9078393867144456,1.9838994287097056,1.9902377655426449,1.5655691977357749,1.3310507349170546,1.058502251100705,1.756560102507886
175,8.775,1.0037438376236,1.2789794418553335,1.2945184444199302,0.6736912813442569,1.253455021074669,1.345714400798439,1.3202635374263645,1.3266262532693829,1.3950254485818323,1.491382031689365,1.7107029187025082,2.0177521605209074,1.867360695140467,1.8548280730254292,1.5164472759194398,1.3472568773664435,1.1968654119860025,1.7429296612840308
176,8.825000000000001,1.0028748507376135,1.2683687070082224,1.3138680736234716,0.633858850090582,1.2251374906368304,1.3320814564433827,1.302200054232729,1.2943365273351877,1.4217256630753463,1.5984405584455306,1.728546185295749,1.85245630610548,2.0445169933605625,1.8834338363079128,1.5240944859596917,1.3444248107855818,1.313447280583149,1.752443137166198
177,8.875,1.0058118061927293,1.2561624395984097,1.2509040852000906,0.6800269309184149,1.3264446157359409,1.2984539907848902,1.314004337979919,1.3077841991019066,1.2891237824678723,1.482466432592729,1.5988584252343063,1.9296567201103687,1.8010129387696776,1.905153142712142,1.5008441156413974,1.3293190738538103,1.2925637077564698,1.710062160416565
178,8.925,1.0054928356979136,1.234905581841597,1.2476157211634753,0.6581097587874519,1.231665829545917,1.3685175883843523,1.2685696746259445,1.3469903454210037,1.3900448313477016,1.5809942721784485,1.623396417409288,2.1261647108606723,1.8535794915195605,1.8293496942447949,1.5507070255849915,1.2054324144195834,1.2114898637382747,1.7541878741271546
179,8.975,1.005786071069286,1.2586056444946516,1.2428944982288317,0.6672232023124058,1.2879272578892125,1.3578737205372695,1.3381062419628185,1.3183387633883674,1.376120623836762,1.6353095911591058,1.6532800262267868,1.970757712422512,1.7191716214749575,1.749122346587761,1.6353095911591051,1.204019149534726,1.2459501646926516,1.6983894856823996
180,9.025,1.008512271381968,1.2478060509339752,1.2500660573653704,0.6497680381838865,1.2812150306226933,1.3383584240072737,1.3564037061287202,1.3744489882501658,1.341365971027515,1.6113161005412746,1.8305024818649036,1.937133694400722,1.812730613108935,1.8423503943688837,1.9371336944007227,1.2084870754059558,1.2914224629338156,1.6915917526090551
181,9.075,1.0095678758773032,1.216771456561492,1.2204036101631686,0.6658953606825105,1.314727845234387,1.314727845234387,1.3816540364510694,1.28647012005401,1.267135887035857,1.5643152169232677,1.6404803772978085,1.8338227074793376,1.8396815659696857,1.8631169999310837,1.6346215188074598,1.2479368584444035,1.3651140282513907,1.8091318038414357
182,9.125,1.0094155054479022,1.2148036018348252,1.2145272588862737,0.6520426684058586,1.2944753996173706,1.338605242786144,1.366554143459701,1.279765451894446,1.370967127776579,1.564603530529258,1.5414242189658616,1.8717294087442604,1.668910432564542,1.6978845720187876,1.7384483672547308,1.373374210131238,1.2516828244234066,1.7093559660067963
183,9.175,1.011666984737777,1.2207330931138325,1.2256531996243671,0.6509170901072097,1.287680183411026,1.344425411832529,1.3982606285401082,1.3080502654084885,1.2920452009819108,1.4558876786931034,1.530401615004168,1.7997981539749388,1.685161328880994,1.7997981539749388,1.7997981539749393,1.3641782186179472,1.3699100598726446,1.758330037142484
184,9.225,1.0116246282649408,1.1861757512367337,1.2316003070169412,0.6213631740907426,1.197477813329666,1.3644338546112067,1.3730695119188718,1.2492917571756614,1.4551082563416975,1.5025171426721664,1.6215845388839238,1.644264042924259,1.5705556547931712,1.7123025550452624,1.7293121830755132,1.4174690025209111,1.355100366409992,1.703045614620637
