,r ($\AA$),g_full(r),O (DOL),O (DOL),P (TTFP),O (TTFP),O (TTFP),O (TTFP),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
164,8.225,0.990359065692324,1.1065523085083575,1.1207803335154785,0.8409182119090353,0.8725931384815508,0.8746366821313908,0.8215045472355584,0.9002359962372672,0.6816318441872999,0.7281067426546157,0.8382694649475124,0.7745816411219315,0.6170572939038688,0.9425380643147006,1.423978370547389,1.2476762865748563,1.044250805068086,0.7187700346572541,1.1866486421228248,0.9967848593831728,0.7352378117316116
165,8.275,0.994015820511044,1.1277230913980596,1.151044277140853,0.9287045531551616,0.9034680163846414,0.9216383228594164,0.9186099384469538,0.928502660860998,0.7686505544124014,0.7397411309057402,0.7533455654971102,0.8757854768194396,0.6029238057538943,0.8641907882472493,1.3331315260558352,1.2929366056722416,0.9311823222199044,0.7034111067128771,0.93788147561717,0.8239958678636562,0.7060770963301567
166,8.325000000000001,0.9944641671278088,1.126211998320957,1.1391533357456092,0.8736980973521337,0.9724379508200118,0.8876613089536513,0.9265588269864516,0.7947292308606891,0.7980896081581974,0.791368853563181,0.7695264011293778,0.8484952676208204,0.7082249728536224,0.9597441220913568,1.2708335961485553,1.2112632713290918,0.8935548722919531,0.6287978730943379,1.0590279967904623,1.0259333718907608,0.7778587652446283
167,8.375,0.9958864187486292,1.129646649686767,1.1181069130665542,0.9618469450078598,0.9115865001355236,0.8958185174304762,0.868224547696644,0.818472013805672,0.8251127603679899,0.8234525737274105,0.7570451081042318,0.783608094353503,0.5820714979243726,0.8894575698619627,1.1772232542290684,1.2230041585601985,1.0333404120455154,0.784815502819379,0.8959976990521242,1.000639766094708,0.7377666142575038
168,8.425,0.9977121578103492,1.1390845538192125,1.0654262182232184,0.92514452954292,0.9689671651528476,0.9085893116458362,0.9329352203180188,0.8957346718669238,0.7907401315748305,0.7825374331145107,0.8169887666478546,0.7546482583494234,0.8143042471517491,1.0404998713605675,1.234381834968127,1.3248600846516552,0.8918570325947724,0.6527359441454497,0.8466179077530089,0.9952607465188044,0.8182610219192509
169,8.475,0.9994073793655068,1.0973588808221388,1.108323332587223,0.9171477412773228,0.9373577124911998,0.9739281365924988,0.9527557857970096,0.8787117813716667,0.8268321190028598,0.797649808920406,0.8252108795538347,0.8106197245126079,0.7153104962971857,0.8494312143529085,1.168766257342724,1.200699761641706,0.977165231548835,0.7344705988765748,0.8685913169322976,0.8302711117735193,0.7226095829940958
170,8.525,1.002477362083381,1.120344128696148,1.1170330632969927,0.9225900948647956,0.9901198853136624,0.966341790085188,1.027213713870082,0.8363890124088322,0.7883206783623473,0.8107525675840397,0.8219685121948871,0.8011389007747434,0.6816963737501458,0.9215525052548263,1.2624006921298985,1.1992806575234036,0.9152405017941768,0.8016244395024856,0.7385044048959912,0.9404885156367744,0.8225571040403535
171,8.575000000000001,1.003862538887083,1.1248698680639415,1.1061269953614747,0.93442396917059,0.9475848701448236,0.9400643553024044,0.967326221606174,0.8171617877430223,0.8013253189883127,0.8076599064901971,0.7759869689807777,0.7712360283543642,0.7174400238876073,0.8359735930516474,1.0792793402830965,1.2664376073842114,0.9919388156359096,0.6550539348539024,0.885882464278611,0.9357913355055748,0.8550077161343799
172,8.625,1.0062633586309642,1.118923335720287,1.1012793409388884,0.9291966810294529,0.9710105316757786,0.9607893681844548,0.9384886478397476,0.8077149364850182,0.8014535803882353,0.7983229023398437,0.7951922242914519,0.835891038920542,0.7399784478016366,0.955805495077114,1.1962984906126466,1.2394639000677417,0.8571417020368959,0.6968130383465412,0.7276454736716094,0.7338119607366234,0.967635082507956
173,8.675,1.0058561537350494,1.12641034827398,1.134258884894211,0.9910791715127832,0.9332126397191732,1.035167957641248,0.9975087861565178,0.8572301387535463,0.7798627977108075,0.8092623873070482,0.8912717688123514,0.844851364186708,0.8533852163502095,0.9448193466734466,1.2374085637078034,1.267886607148882,0.9326281292970148,0.8655764337266406,0.7619510860269733,0.7802379120916205,0.9421447428612706
174,8.725,1.008049875229155,1.0974448190982806,1.1379632059777922,1.0206135387149755,1.0069932512766082,1.0060852321140508,0.972488523099412,0.8030731016544916,0.8489629931776049,0.8046027647052617,0.8474333301268347,0.8168400691114256,0.8135026224551984,0.982229092297758,1.0846701632735982,1.1931371796009576,0.927995584134078,0.9099177480795182,0.8797880213219184,0.7833728956975987,0.9110860436068544
175,8.775,1.010372949353108,1.0974743451645572,1.096906147212103,1.1032743749486222,1.016197390107275,0.9847778594944164,0.9731077481239272,0.7213578959144894,0.8786350891537074,0.8604877207030279,0.8453649136607957,0.8211684223932234,0.8280882522822455,0.9531951105407144,1.167664010412375,1.0783019687991828,0.8757480078092814,0.9174502938954376,0.857875599486643,0.8102158439596067,0.926812031588248
176,8.825000000000001,1.011404902270146,1.0904105259969252,1.0850736377965284,1.0269039933474509,0.9701003152366152,1.0162533037016694,0.999389711762515,0.7909570808675989,0.7789955371115665,0.8492696066782538,0.8537551855867653,0.8059090105626385,0.777500344142063,1.042557279645039,1.0896785126233466,1.1780308244576714,1.0131065090335978,0.9718754301775792,0.9188640430769835,0.7892806523866396,0.9996432996112248
177,8.875,1.0109692172046962,1.1509248538146668,1.1473143270049204,1.101369200278428,0.9319952913909888,0.9802624674988082,1.0531020241706088,0.8352921728253231,0.8397273525040418,0.8249434202416466,0.7554589386083899,0.8234650270154071,0.7454685843825903,1.0424912234725288,1.1007309566274193,1.2463302895146435,0.8503001040613927,0.8444761307459036,0.8328281841149253,0.7047007711741673,0.9805669357711028
178,8.925,1.012839487672306,1.1053845580144757,1.10868011446073,1.1177002581129014,0.9562932332611932,0.9988144387328792,1.0491456615360997,0.6856193932813793,0.7704081455421897,0.7981837712827999,0.8464256475691231,0.8551968978029996,0.9214242669931318,1.0999502187230503,1.1575392354101222,0.9387009719992532,0.9617365786740808,0.8465585452999398,0.9559776770053744,0.7947284302815761,1.0879035366609595
179,8.975,1.0141950050369946,1.1083110189120824,1.100706826672549,1.1147210107069558,1.0477862617961455,1.0700978447664156,1.1524790741951054,0.7372723970264679,0.8196734296353088,0.8023258438229209,0.8095540045780825,0.8558142334111156,0.7346439749336825,0.9168812400335108,1.138982906873926,1.0193897016521645,0.985220214445946,0.814372778414857,0.7517287185367915,0.700474487727465,1.0758158446406634
180,9.025,1.0156225124598204,1.1046590923270263,1.1307111059316275,1.1346526947714877,0.989532567018366,1.0973118431858897,0.9470997811256392,0.7863121631967417,0.8806696227803508,0.8806696227803504,0.812046015810453,0.8420688438597833,0.8785901195388393,1.086973673532026,1.126397589152358,1.115133613260835,1.0193898181828842,0.9292780110506952,0.7490543967863178,0.7265264450032709,1.1378914421028914
181,9.075,1.016092980195427,1.1198795914262003,1.1076607913299945,1.1414886982868326,1.0827356035220694,1.0533590561396875,1.05587704591532,0.791810938675889,0.9063407351629368,0.8285735894001266,0.8879594098008182,0.8879594098008173,0.8745054793492909,1.02489814140299,1.2588422823754115,0.9803373526463388,0.94691676107885,0.991477549835501,0.8800755779438728,0.7241128172955914,1.1178846852880444
182,9.125,1.0167503529690072,1.1086914851017973,1.1031742999863616,1.1223722807218073,0.9870566877057902,1.0435073645468282,1.1198818096847023,0.8027362876673614,0.8139242498648164,0.822315221512907,0.8293076978863159,0.8712625561267711,0.9255495999712374,1.046752523776994,0.9586049428273524,0.8869850333057692,0.9751326142554102,0.9475864952086476,0.7657821095000119,0.6996714237877801,1.0945366078377063
183,9.175,1.0177883444948888,1.1283444380566865,1.1075550426065406,1.155335053861996,1.0026041938631824,1.0288804708522254,1.0411974756908395,0.7220796713541945,0.8590258159213693,0.8368931056882905,0.871475465427476,0.8451928720256954,0.9917801593080372,0.9917801593080372,0.986330817773378,1.0626215992586114,1.1007669900012282,1.051722916189292,0.708414399505741,0.6375729595551667,1.1560388827099166
184,9.225,1.0173391310208812,1.0865845585766185,1.0788728157904113,1.1940172346790852,1.07867679432233,1.1209141386783257,1.068929714855562,0.7170101610823292,0.8976310413549767,0.8743692613198635,0.8223723412413736,0.8251090212455043,0.9271540135207548,1.0080104681882625,1.0996477834781044,0.9648870256989251,0.8516879891644143,0.9810583166324266,0.641461207028894,0.6845846495182316,1.121759548632074
185,9.275,1.0181427327110653,1.0871070814243329,1.0660006749311823,1.1498410762312572,1.0437760712958797,1.0494007306485136,1.1201107339387657,0.7715672824057843,0.8541385178913156,0.8541385178913157,0.9015154562846532,0.8108224599316922,0.8798574273048412,0.9598444661507358,0.991839281689094,0.8531950810228766,0.997171750945487,0.9758418739199152,0.8158677962281253,0.7945379192025536,1.1833184583548766
186,9.325,1.0184716868243755,1.0976189226208852,1.0943484559708576,1.1566217250604292,1.061230242581218,1.038972230002736,1.064409958663858,0.7673327539659421,0.8530383320703409,0.8409859851494101,0.8798213252279651,0.874464726596441,0.954854286361979,1.0972911136093455,1.0076086668239663,1.0287104190087617,0.9706806005005748,1.1025665516555443,0.7913157069298165,0.6963578220982386,1.1528985370963163
187,9.375,1.0193306075501305,1.077479702240866,1.1013739160119729,1.1789221412899389,1.0460083041465098,1.0947695935127384,1.0931966486944729,0.7591697169602841,0.8505880598403189,0.911533621760341,0.8346892176003123,0.8757612267203274,0.8768452386912374,1.0386440624973583,0.8246520697215207,0.8872838724851804,1.033424745600387,1.0386440624973587,0.730704365576031,0.7463623162669459,1.2460852799841395
188,9.425,1.018276761830594,1.063369000920439,1.1084353573744556,1.1703376418876952,1.0785159386012937,1.10263858946467,1.090966339046907,0.791773639107696,0.8848463682081046,0.9267946404787109,0.858628698038975,0.8743593001404527,1.120606781016863,1.001832790402173,0.8882228863359471,0.965684184562919,1.017325050047568,1.1309349541137927,0.8055975015605101,0.671331251300425,1.2937617646725297
189,9.475,1.0200948053862553,1.098229757145658,1.0935999889216137,1.2126855052597554,1.0548438998132474,1.0871821799535086,1.1241402143995198,0.778250917661206,0.9429806952328276,0.9494661195466712,0.8482935002507139,0.8651556034667072,1.0577137471850029,1.1343596708940606,1.0270553777013791,0.8328857043050987,1.165018040377684,1.1037013014104375,0.8482148890469102,0.9708483669814032,1.1734647340109268
190,9.525,1.018777843470817,1.0580367357356877,1.0852833517653442,1.2457011479481932,1.1451307800404495,1.1428450898607276,1.1687495785642386,0.7893543124507293,0.863797483381042,0.8997355658991241,0.8779160157988598,0.8856170334813059,0.9202327190236136,1.08708810214328,0.9455138376781086,0.8949516003691189,1.1275378919904715,1.056750759757886,0.7786584545584425,0.6775339799404629,1.1867163472898703
191,9.575,1.0196564558811316,1.1007026104539048,1.0711151134462555,1.253082142380504,1.1135994731022896,1.1166153146001958,1.1618529370688069,0.7239759503534123,0.9195764702734572,0.9259271365046275,0.897984205087478,0.8929036721025424,1.145814143648119,0.8706186069640729,0.9056434934511328,0.8606114965391983,1.0357359289745005,1.1257999227983702,0.7755510579277658,0.7505332818655794,1.263652974569598
192,9.625,1.02036612016368,1.074656021599205,1.095672146829337,1.1998049932828372,1.1333978761173071,1.0848982961649536,1.1430977921077785,0.8094895571787134,0.941471550196982,0.8974775525242255,0.847198698041076,0.8296010989719736,1.1785058770520132,1.2280229307096613,0.8120796799854211,0.8913069658376571,1.064616653639424,1.24782975217272,0.7576109209620084,0.7576109209620089,1.2372189549603676
193,9.675,1.0181304399473523,1.0560987324604678,1.083909254514639,1.2834351572258325,1.0714985115849724,1.163805412996497,1.1217134659528425,0.7862162221886916,0.9131055491874998,0.9056414711287464,0.8285126645216278,0.849660885688096,1.1271511815996316,0.9703301476379432,0.8723170014118882,0.828211085610163,1.2300649851369885,1.176157754712658,0.6958933382049889,0.7890058271197412,1.1716571510594205
194,9.725,1.0188452439000264,1.0614583921742793,1.0549818537169071,1.2658865474318943,1.098514711772597,1.1686793241013853,1.1467528827486388,0.8064713794473624,0.874190350240653,0.8507965239666071,0.9160529867310496,0.8384839838223727,1.168945099148086,1.0137324718753116,0.8003151093752461,0.7809135309661492,1.130141942329892,1.2320002289776506,0.9021733960230044,0.7566615579547783,1.2837707672835563
195,9.775,1.017752067891618,1.0474220526004323,1.0297933098572123,1.2515226034794351,1.1321577308932465,1.137221695184782,1.1538604349998265,0.7714309646622661,0.938391536792962,0.8932999954145993,0.8798944020318422,0.8469897637287123,1.0417955628858508,1.2770397222471723,0.9169721313880072,0.9313748350223738,1.0609991677316732,1.2674379198242611,0.7969496011016187,0.6625243671808637,1.236721949828519
196,9.825,1.0173696159504315,1.041094205942511,1.041094205942511,1.27533693571152,1.1450105335220215,1.157183878781481,1.2037290224205868,0.8335656854156639,0.9192142580126424,0.9035321250019276,0.9373090268711588,0.8818184023717083,1.178536056562777,1.064484180121218,0.8981585269772776,0.8553890733116929,1.2308098332651582,1.19754470263637,0.7555936814253287,0.8839020424220827,1.3873887061519754
197,9.875,1.0167498776782793,1.056151965894682,1.0350648195917718,1.2504044713012024,1.161798712280426,1.1901525551670735,1.1476217908371018,0.7929043110009405,0.9600829307902956,0.9314237388264056,0.8478344289317287,0.8597757589166826,1.3124607228917526,1.0725485477394967,0.8279322122901384,0.8420446931814476,1.091365188927909,1.218377516949691,0.7761864490220047,0.8514530137756532,1.260906966166361
198,9.925,1.0168913927081,1.0373206223442184,1.053532227017978,1.235732532351205,1.1402983333734855,1.2245049795302971,1.1536310523483144,0.7790248320511,0.8676847143027427,0.9102414577835312,0.9256091707071494,0.9232449071804396,1.1549069106234189,1.0664261392450116,0.7404443499561433,0.7357874672520167,1.089710552765645,1.280642743634839,0.7870131769974102,0.7683856461809035,1.1917818185662985
199,9.975,1.0148410820164313,1.0511316659885666,1.0078200286324173,1.3338333879626727,1.1073595939648435,1.1677989193569016,1.1476524775595494,0.8683704241873326,0.9374187463262172,0.9409296779603974,0.9175234670658609,0.8847547718135086,1.1894610809133024,1.0695929099685508,0.6592749401961328,0.8759597107501063,1.0281000815645984,1.3231601946593712,0.8529081394145772,0.6961574543329793,1.2357523996768969
200,10.025,1.014395561158183,1.045679104893448,1.0300069784254362,1.2854841085204205,1.1664960128681832,1.1327941823077223,1.209826937874489,0.7960033772861792,0.903759292988674,0.951264589158592,0.9130286190706098,0.9107112875501256,1.1730613045358051,0.9996125513359584,0.7987771528940313,0.8489860025045126,0.9996125513359584,1.3510744986093324,0.8307282390097925,0.7211816580414682,1.2772516538666474
201,10.075,1.01380663325644,1.0357569580423078,1.028860532187677,1.2577750283994955,1.1202165250228306,1.2216829458303704,1.15903253835189,0.8202436500851068,0.9085775816327338,0.9498765626160396,0.9326686538729954,0.9292270721243864,1.116254443917473,0.9897154786150876,0.8134647769439075,0.8044262794223084,1.1930816728510645,1.161446931525468,0.6869258116415218,0.7501952942927147,1.1337319467781162
202,10.125,1.0130566683695934,1.0232052484879048,1.004000144762376,1.2575201809281178,1.185372910494172,1.2022297493806076,1.2608915487054049,0.8292008716229248,0.8859954518710704,0.9586925145886972,0.9825462382929178,0.9382464656993644,1.212650340692223,0.9441668704282626,0.8233493088094799,0.778602063765487,1.1007822280822397,1.3468920758242036,0.8188745843050804,0.7159559207038957,1.2220107337881596
203,10.175,1.0121970282227646,1.0239501031766147,1.0292325531517317,1.2345090416002882,1.1824313210784805,1.1851019734129318,1.2051318659213195,0.7558356976088163,0.8941806244032872,0.8694360033506175,0.9627907100493251,0.9436698665086264,1.3336873578387891,1.121006317386092,0.762107061622165,0.8462933068013581,1.218485127593577,1.3159639378010637,0.8019847567070459,0.8108464667259081,1.2622511240132654
204,10.225,1.0112513555078404,1.0131234794106831,1.0217021788439418,1.269406750752274,1.2099033093107614,1.1814738872887052,1.1867630820835058,0.7963543912922467,0.8709778097769748,0.9645355284742456,0.9745595697632392,0.9723320050323514,1.2197604450647077,1.1144573850591213,0.7283461650386384,0.7415090475393367,1.118845012559354,1.2197604450647077,0.8643626175458539,0.7064080275374746,1.236639379427848
205,10.275,1.0105028968736751,1.015098101143548,1.0279448213458142,1.2832717296168148,1.225000717404623,1.1968473070099674,1.2439879011591568,0.8106822368829292,0.9011256973242904,0.9717157152297426,0.920979139860199,0.9551711797831528,1.1731579680309558,1.0775673187839885,0.7907953710430885,0.9211462563798613,1.0949474368288914,1.2470234697217928,0.8125205185992175,0.7473450759308314,1.1982970673459048
206,10.325,1.0086798401786352,1.0167818457722646,1.0282732248566733,1.2844895629990454,1.1995485570662474,1.277357112119193,1.2423432623453676,0.7700802472692024,0.9066192982034582,0.95031179450242,0.9612349185771604,0.9546810441323156,1.22206588133157,1.0370347795806631,0.8433975800738999,0.8304884334401161,1.049943926214447,1.3511573476694116,0.7788518469049791,0.7831548957829073,1.247576813965
207,10.375,1.0080477665163194,1.0340347769814742,1.0043631815728074,1.2156278362155233,1.2316820865617402,1.230397746534042,1.1796663154399978,0.8589567309853008,0.9054745388346304,0.8827565396524,0.90547453883463,0.9141290147135755,1.3211188557632083,1.0824651269801768,0.7756246185448515,0.7287462075338991,1.244408728654377,1.244408728654377,0.7074378388925564,0.7671012710883146,1.2241005487451808
208,10.425,1.006823449288842,1.033197623281669,0.9919341296575231,1.2198957454863506,1.1893665506045232,1.2014510235785805,1.2574212141952636,0.756448868182509,0.924667667480885,0.9225247528401416,0.9107387223160512,0.9525255578105528,1.274709527205996,1.0636649034963943,0.7682024303029509,0.8272949249416396,0.9834679464867454,1.2873722046285725,0.7259935055610305,0.763981537828759,1.213808078649797
209,10.475,1.0055037803302225,1.013788040034731,1.0040189910747104,1.2240269679888802,1.2454458650097866,1.1818191415065051,1.2221370653105652,0.8129198305079633,0.8956975678181734,0.941331448643033,0.9349639303884018,0.931780171261086,1.158052183582236,1.0702576137077704,0.7734283536560057,0.7776090474595518,1.1120645517432295,1.1914977340106034,0.8152352916914657,0.7399828032276383,1.2472971982456875
210,10.525,1.0047679473742916,1.0138551990508446,1.0140526776638266,1.1968249952162653,1.1893370390418154,1.2947924218319875,1.219912860087487,0.878798056566033,0.9418696874200552,0.9313577489443842,0.8851052196514351,0.901924321212508,1.238178934997887,1.055972001419603,0.728827734313138,0.8116490677578126,1.2298968016534195,1.300294935081393,0.8282133344467475,0.7826616010521769,1.2675467037448516
211,10.575,1.0038583056802004,1.00037828621341,1.011919607857248,1.202841347255306,1.24054603491336,1.2467271312507462,1.219530307366248,0.8705075706415152,0.8830028946220151,0.943396960527766,0.9642225004952668,0.951727176514766,1.320844095514493,0.9967860720808132,0.7875840569527414,0.6358100459774735,1.0090920729706998,1.4439041044133591,0.7301560527999372,0.8039920581392568,1.2417759469396763
212,10.625,1.002923214489738,1.028772011515091,1.0066812205351092,1.1995071214695974,1.2344085537941347,1.175627194089652,1.2246116605100532,0.8262313572115884,0.9149403418809978,0.951042835641804,0.8406723547159113,0.920097840989685,1.292187958503653,1.0727598146068067,0.8045698609551052,0.8573951548561981,1.1255851085078992,1.1987278231401817,0.7314271463228235,0.739554114615299,1.2164330040630762
213,10.675,1.0018837125179596,0.9920899213007048,1.0114786755676106,1.2016416910482797,1.23379061059677,1.2550210291665276,1.2004285242728652,0.8491654165036502,0.9339797721833166,0.9585044051509308,0.9605481245648996,1.0218597069839352,1.3042645714594976,1.1351932381221554,0.7970505714474707,0.8171781111304878,1.1673973016149826,1.215703396854223,0.7849740476376605,0.7648465079546436,1.205064554450341
214,10.725,1.0002683069566765,1.0106278355981595,1.0323085983490414,1.1748392491852535,1.190463709788229,1.231928624465355,1.2355342692198878,0.8007720963884014,0.8807480706168261,0.9475634414912056,0.9323781299288468,0.9566746284286216,1.2482632878230109,1.0169557137216223,0.7497555850182938,0.8733854953138637,1.1365975623947542,1.1884423634864452,0.7457675233958561,0.7258272152836681,1.232799375409477
215,10.775,0.9990012619754888,1.000328131638,1.0174744605095505,1.1984930268831055,1.230047984868602,1.1901577549624085,1.2062329222380386,0.8445095997981998,0.9588493793433244,0.9819179313568146,0.9137152558386696,0.9658702429996044,1.1932428880759132,1.0707576909555374,0.7230577765493118,0.8297384321057673,1.1971940234668923,1.3987019284068645,0.7507157242861704,0.8613475152336061,1.233359007606779
216,10.825,0.9992145669656042,1.0151908974998765,1.0308724045594555,1.2269696673883097,1.171520076650569,1.2281494459146447,1.2293292244409793,0.8933691386282465,0.9609432225289364,1.0096363123985523,0.9500121207214725,0.9470309111376188,1.1861600556364529,1.139183419769662,0.8103469687021309,0.8651530438800527,1.033485989069384,1.213563093225413,0.8142616883576964,0.6929053790351556,1.281311710938062
217,10.875,0.9976630570624078,1.0056923132507798,0.9979234927327492,1.1712928562892342,1.1771376310212165,1.208114937100722,1.2238958288770738,0.8644961346269251,0.9924967012573356,0.9796966445942938,0.9629581089580094,0.926527178455508,1.1907931501677569,1.051156168389127,0.7098213240413659,0.923155601758717,1.0084893128456571,1.268369251155884,0.8106702553259315,0.8067914502765252,1.2525769734547294
218,10.925,0.9967039823635094,1.0093377608230407,1.0126368492005269,1.149013396226517,1.2127187760576246,1.188394903758475,1.2237224325739064,0.8448937137404775,0.9444077539270002,0.917090174267954,0.9346514754773414,0.9658715665162504,1.3720875237838752,0.9839058994080446,0.8724478092407271,0.8878213389189779,1.0338698708623602,1.3374970820078105,0.7033389827799693,0.8071103081081618,1.2424321944055672
219,10.975,0.9958577605170328,1.0070634532104428,1.0232273210798255,1.1867733875987856,1.2011202612399707,1.2039896359682074,1.2338311331418714,0.9580577352223516,0.9010189800476608,0.9522571838486542,0.9387225639766936,0.9773929064680096,1.2682114594311102,1.0777893183753882,0.8645165203929789,0.8188152065396059,1.1234906322287612,1.3786563012434294,0.7540716785806598,0.792156106791804,1.2042063030395238
220,11.025,0.9942436639882422,1.0028090880156717,0.9887712005667808,1.1737587044024167,1.223233998628681,1.1993493738297945,1.2317642217711406,0.8583766696953633,0.9206472986353168,0.946513559887298,0.9187312792833188,0.952261617943293,1.271830421379662,1.1284192759421925,0.7434735697679336,0.8717888051593535,1.0529397257119462,1.3888237242365455,0.8378230075557421,0.8453709625787669,1.128496295891408
221,11.075,0.9944927762713044,0.9939531848366792,1.005367683998629,1.1192268245046988,1.194180081130643,1.1907987312076678,1.2212308805144427,0.8743780745052796,0.9512777748689364,0.9579234279867828,0.9531765329026068,0.9019100659935024,1.316472236678236,0.9200345744967218,0.7816553905277024,0.946214420112482,1.0322339128499811,1.252892611611389,0.7367756551863995,0.7666954787472682,1.1750018464484626
222,11.125,0.993456851552574,1.01367268966217,1.038241216926867,1.154986312976227,1.182353009947133,1.1896135622047206,1.2315013636908023,0.8702996293377434,0.963445211288486,0.9248697682583812,0.918283717009338,0.9587408889677408,1.1860594457149929,0.9414346850362756,0.8042965616254797,0.867305969679089,1.0452148865363375,1.2045916245542896,0.7375807178040109,0.7931772543219016,1.2381008295575886
223,11.175,0.9927911800257044,1.023716052047559,1.009001447603343,1.1424599343563588,1.181206153060305,1.1895089142111503,1.258698590468198,0.8718537882322593,0.9250042330763648,0.9222068412424648,0.9287340888548996,0.9529781514153683,1.1387362717796168,1.109349529282078,0.844868846804231,0.8999689889871153,1.1717963570893468,1.362810183323347,0.786095361809154,0.7824220189969617,1.1887012306434162
224,11.225,0.9920698769419646,0.9972547368169316,1.0090606772945692,1.1098123133019575,1.216788784430915,1.196490684780805,1.235989689505344,0.8567106245878952,0.9324930099343968,0.9722325534697578,1.009199570711954,0.8992226944164208,1.2341942801996837,0.9647831393891324,0.9101727730086157,0.8009520402475818,0.9939086681254082,1.3907439971571656,0.7062940718546856,0.7609044382352027,1.2222691593778152
225,11.275,0.9919710981020587,0.9980660311213174,1.013381182288524,1.0994472873009713,1.1679588393286289,1.1472966252250496,1.1880773109557978,0.8564571398622212,0.9343168798496952,0.987444702429384,0.9645447789036564,0.9911086901935002,1.1944044961358415,1.0464571114181087,0.8010809611545523,0.8299487435384995,1.0825418393980433,1.2737908976916976,0.8407741619324803,0.768604705972611,1.195656415269838
226,11.325,0.9917120839183982,1.0163922680869657,0.9988241520250496,1.1156302775959102,1.193239340385191,1.136110446943082,1.1743760265127967,0.9124661685153168,0.9487832299487624,0.9569545687712878,0.9542307891637788,0.8906759316552497,1.305488306831052,1.0265072440014018,0.8369431884889477,0.9764337199037728,0.9764337199037728,1.3126416674164267,0.8011763855620698,0.7797163038059427,1.2296845826686782
227,11.375,0.9903968437775978,1.0269194314205023,1.0013901534908851,1.148047822533413,1.184375068662902,1.11706281848179,1.1902515349485543,0.8981623946327367,0.9611597569817262,0.9683594555358964,0.9170616033374336,0.9890585888791354,1.2798555043454891,1.0245934646976356,0.9182342815110298,0.9395061181483508,0.9926857097416538,1.255038361601948,0.6771534662880566,0.9288701998296904,1.1353300156276356
228,11.425,0.9906097568952424,1.0147665215542023,1.034039543846314,1.1110137832854348,1.176679040257501,1.1745608061616275,1.1332552412921018,0.8653393634352313,0.9375996607942556,0.997370524041844,0.967039041199784,0.91797340719057,1.1843335680130431,0.9348152198559926,0.9031861334698876,0.8926431046745192,1.0578172224686233,1.2721921413077797,0.7344976727439941,0.7942415025844147,1.132514940090228
229,11.475,0.9902444840810256,1.0272076970146715,1.005776386499567,1.0814046145443397,1.153848224644882,1.1506985024665983,1.131800169396891,0.9206032211322028,0.9825073762515631,0.9878134466903652,0.9497866085456156,0.9754326156664932,1.1357134605880927,0.9754594140020434,0.7629486130944552,0.9615242795162996,1.1252621097237854,1.26461345458122,0.8082378001731213,0.8256567182803011,1.1778032545450328
230,11.525,0.990393123918452,1.020784616794678,1.0194670503322123,1.0829704448661517,1.1558276588408092,1.102225565702311,1.1964195351981173,0.910002615117967,1.0266021794827926,0.9836444452431198,0.9652339877118314,0.9818910683353784,1.274386216126842,0.9980965215735974,0.8944878861161303,0.8530444319331429,1.118973262940642,1.2087674136704458,0.773611144749085,0.8012401142044098,1.114110000459985
231,11.575,0.9898838699638968,0.9974532378997744,1.0092091117136193,1.0736345508229446,1.151022913448338,1.1071695079606152,1.154634370370856,0.9247552156676148,0.941268701661679,0.9482217483960224,0.9586513184975366,0.9638661035482936,1.2154663135982116,1.0066115385855603,0.8559621926747962,0.9860684459613656,1.1161746992479342,1.2086186160568133,0.92443916808878,0.7772136709487155,1.1598462396905256
232,11.625,0.9903669725416328,1.0138201368521285,1.004269540001693,1.114033771275559,1.1539302975195875,1.151884321814766,1.1150567591279703,0.9194024632170434,1.0081545285510225,0.9202641337542662,1.0124628812371377,0.95731596685486,1.06925480300866,1.0217323673193863,0.7671478904125628,0.9029262780962022,1.0285212867035685,1.2932891426866653,0.7773312694888352,0.8214592454860182,1.124743827771209
233,11.675,0.990340525183441,1.0144635377815123,1.0144635377815123,1.1298682838220853,1.147110438961201,1.1648597163102914,1.1572528831606816,0.9311934057145776,0.948279523250624,0.9892862053371378,0.9354649350985884,0.91410728817853,1.1610793507450303,1.1072321924496082,0.9726142967110544,0.8817472170875306,1.0466541393672593,1.3024281412705123,0.8447272957594282,0.8312655061855726,1.1899260426890068
234,11.725,0.989725100462379,1.011080986706063,1.0349497540976131,1.104162640144782,1.1846116485342015,1.1494152073638306,1.1398618876175868,0.9495264957016386,0.9707023765156804,1.0155952438414495,0.981713834538982,0.9783256936087356,1.2980173245649689,1.0477569149444736,0.9276319183266354,0.9376423347114554,1.104482607791785,1.2279444098712302,0.7174131742454197,0.8575590036328968,1.1797990739251925
235,11.775,0.9903562996789546,1.0033014382976275,1.033910099884315,1.0828402996909094,1.145158456901482,1.1112573793789302,1.1292050086555754,1.005308842193916,0.9490384224554088,0.9843124169183536,0.9977501290947128,0.9431594233782522,1.1480590838552849,0.992558285753848,0.8899939295592837,0.9462388990853352,0.992558285753848,1.0885055867100537,0.7609613524112833,0.7708869352688217,1.1018409786445005
