,r ($\AA$),g_full(r),O (DOL),O (DOL),O (TFETFE),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
105,5.275,1.077312485730331,0.9927231273257516,0.966512615713191,0.1159007532055441,0.6060424737954389,2.1189686493854927,2.071008453617507,2.193088951936013,1.9750880620815388,1.6145278024373797,1.7004069408648994,2.5420224974545973,2.799659912737158,1.5458244916953636,1.4942970086388514,4.465715198231049,4.311132749061512,1.5847329993094663
106,5.325,1.076393056667197,1.000692479136522,0.9966736338387848,0.0934803679339168,0.7273491705012075,2.1606548888418238,2.0023494811445017,2.1563763643094638,2.0237421038063035,2.0731396143162746,1.5169314251094697,3.1518464055052293,2.224832756827221,1.348383488986195,1.3989478698231776,4.75305179867634,4.095714847795566,1.770785255433911
107,5.375,1.0738297461447996,1.0081948723823198,1.0129281816423312,0.1269198649196946,0.617296347647883,2.1290425051529,2.0240601331039407,2.187832633500319,1.9484728252286891,1.9024078328872072,1.2241580837708983,2.4979441979649417,2.431773490734082,1.273786114194043,1.4392128822711914,5.062059103160734,4.433437384467571,2.088934954035422
108,5.425000000000001,1.074465686779533,1.0276425140950374,0.9958916903739397,0.1155845385772333,0.7997156815966067,2.011655941335794,2.044633907587201,2.1394455605599947,1.9992892039915164,2.0136546059570914,1.510240954467818,2.63074230778265,2.403394207110076,1.0880230532187498,1.6076758547560634,4.384570512971088,4.319613912778921,2.2912115072884043
109,5.4750000000000005,1.0735264326893552,1.007437963101275,0.9983139966430006,0.1606448510772221,0.7366082253981251,1.999365183223484,1.9669867996894992,2.0924530358836857,2.0965003338254333,2.056763226761001,1.7059974051428457,2.7264070680320245,2.1205388306915745,1.3711754845073345,1.578446197281698,4.76722639381038,4.320797166296361,2.550210692887096
110,5.525,1.0701623135378078,0.9594211727538748,1.0333376677753796,0.1548559250027531,0.771028875186245,2.189880980554748,2.0587265842601807,2.185906604909459,2.0507778329696014,2.0666753355507583,1.8631391282616687,2.552030906778588,1.7848559716120187,1.3777835570338393,1.8944523909215287,4.556079717009625,4.7439592929687855,2.5095343360259235
111,5.575,1.0656932235454128,0.9657546765799452,0.9767541603678718,0.1719904344595071,0.7728744977879678,2.3498507457997784,2.1859076705114213,2.115646352530696,2.053191847658942,2.4141978114252227,1.6145908929913912,2.4295748675489506,2.029771408332034,1.0917709847846553,1.8606237909710317,4.951412071840266,4.705379173860626,2.4854343775494288
112,5.625,1.0621561048599182,0.9738733418058132,0.9162477002788422,0.1535876692238461,0.7745329495390517,2.3581077424084995,2.0398590552216627,2.2584153825668394,2.0398590552216618,2.2053158389215723,1.8730079727827056,2.446994287022567,1.7974834577511445,1.465175591612277,1.9334275848079536,4.395526774836831,4.969513089076693,2.878871207672432
113,5.675000000000001,1.0573914956168415,0.984387948787862,0.9412192465045692,0.2016482100870468,0.8551213656328726,2.064345851836187,1.909896618395888,2.1359198868451053,2.0455105794654185,2.092427530643515,1.5878705374386957,1.914348591865344,1.8995086803004964,1.929188503430192,2.2111468231622964,4.926850639529406,4.392613823194892,2.808377549812898
114,5.7250000000000005,1.0529169678937769,0.9213737502406754,0.8970355757060156,0.1887060703415603,0.9142809108048612,2.013638929060099,2.0802666877422338,2.1468944464243704,1.9655188811230009,2.347675066022048,2.085202077274241,2.099783909982452,2.27476590248099,1.28320127832261,1.6477470960278968,4.403713477879864,4.928659455375477,3.113072488991844
115,5.775,1.0516933719724713,0.8966043557996082,0.9403411536434916,0.2583089767618005,0.9203441850139094,2.138981742245765,2.124430846040012,2.2335625675831623,2.0080236763939823,2.565146626574879,1.8772860786665304,2.5364857704120305,2.120903356050737,1.4760340923866615,1.690990513608019,4.542745701811375,4.88667597576555,3.112481241970489
116,5.825,1.047754910777795,0.8819498679481624,0.9229239288353208,0.1848865830470523,0.926065445735622,2.159627525962609,2.1202965610858064,2.1524764414395543,1.9629727015785967,2.29593153096266,1.5353161771468091,1.943794793084952,1.943794793084951,1.4085469515108335,1.5353161771468085,4.535521183864886,4.183384445987176,3.045048542317195
117,5.875,1.041981786166841,0.8835099596314697,0.8769067461813093,0.2355109137764793,0.9103698001887378,2.137084318589779,2.010546431304857,1.891038426646876,1.9507924289758676,2.063164037633773,1.4400608047913572,2.11855099166421,1.7031488364359333,1.5785281898674506,1.440060804791358,4.707891092587133,4.666350877064306,3.287187463056411
118,5.925000000000001,1.0403141675072327,0.9511128241082144,0.9017718175333168,0.252946310132522,1.1127895191340962,2.066609106963321,2.211755565980813,1.9076391756584516,1.9491095925205904,2.2463142466992623,1.8651215260472664,2.164630092273834,2.123788015061121,1.4158586767074142,1.5792269855582692,4.329260184547669,4.615154725036666,3.1906830932707915
119,5.9750000000000005,1.0365457832017353,0.8982339033503413,0.9001491142316856,0.2561554318274902,0.968507410304272,2.062750870367344,2.1239197594391923,2.151105932360016,2.059352598752241,1.847424023483108,1.8072626316682576,2.39629637828606,2.075005243767259,1.4458101053346062,1.713552717433607,4.792592756572123,4.805979887177071,2.835476224152537
120,6.025,1.0330662429265112,0.897827992896951,0.8626682952730145,0.2604406413432126,1.0260256596180728,1.971840844217144,2.1656828255130667,1.8949724723239327,1.9718408442171425,1.8695522333974568,1.8168887902031623,2.3040256397503875,2.13286944936893,1.4482446878431006,1.6720643214188526,4.660714722695063,4.542221975507903,2.85511095603354
121,6.075,1.0296021525269246,0.9288092235415872,0.9399252913765272,0.2801124544625017,1.0716649465895756,1.992113366973261,1.9460909459540765,1.9954006827603452,1.9460909459540765,2.2921556442671616,1.85185456005765,2.253305548601616,2.084955134050921,1.69645417739547,1.333853284517049,4.014509885439665,4.882162021970174,2.4027594880496883
122,6.125,1.0263841464915904,0.8900137706569828,0.9489430100793224,0.3462137486498632,1.025135105205557,1.992060646077676,1.9079801642627088,1.9985283754480585,1.8853431114663717,1.6433912354743527,2.191188313965804,2.496935520565685,1.8344832395992767,1.5414754999410594,1.4650386982910892,4.191284623806683,4.497031830406566,2.3937198394261
123,6.175000000000001,1.021059263559552,0.9521671157249572,0.9390172873847504,0.305871637358754,1.1835948988284368,1.9122057370857293,2.074472779667047,1.9885666983004668,1.9440228042585368,1.8174294430527915,1.7923614507348218,2.243585312458273,1.9929053892785789,1.855031431529748,1.554215523714111,4.211422709418882,4.04848075935208,2.2369346206188103
124,6.2250000000000005,1.020509744888455,0.9492840489408932,0.9563419229107138,0.3408801557767679,1.1396113836603945,1.865957100718668,1.89100350475516,1.984927519892004,1.725071078013399,1.7266839146369612,1.9486861322331417,2.3680236543592588,1.800684653835688,1.7020170015707188,1.18401182717963,4.008373373264374,4.09470756899622,1.839824500588752
125,6.275,1.0159899550528202,0.9811008315745118,1.0441922714810734,0.291712586230528,1.0783872085652226,1.8178527230099468,1.8270960419405051,1.8024471914590143,1.9318536564868425,1.796378345696528,1.6021752812969032,2.2211975490707068,2.24547293212066,1.7721029626465752,1.4079722168972784,3.993300511717282,4.053988969342165,1.7534010093784966
126,6.325,1.0122954129585315,0.9422928229501788,1.0083786557568422,0.3997576900753486,1.3282726512180605,1.6830852087352133,1.8407796787428363,1.7588998577773391,1.8104538191259865,1.6008378015925435,1.9472877735789893,2.341523948598048,1.9711808750952964,1.600837801592544,1.5769447000762369,3.858735894883517,4.432170331274875,1.50453397405233
127,6.375,1.0094013281143068,1.0094471820335713,0.9544883910117438,0.370683583004709,1.1493030693905315,1.809032883248474,1.6418615277007598,1.716491597141703,1.710521191586427,1.9403818054645343,2.15205982060612,1.8110230184335656,2.0932603719556786,1.8580625773539177,1.4111867676105716,3.69260537524766,4.139481184991007,1.358267263825174
128,6.425000000000001,1.0054571383919328,1.052872873771965,1.021954740090145,0.4163060508974416,1.1814464423273767,1.560567315611535,1.728085841016164,1.5899565305948036,1.7251469195178373,1.782945708984932,2.3039363382337754,2.130272795150828,2.431289603161272,1.9450316825290168,1.597704596363121,3.716399821975085,3.820597947824855,1.325513573735153
129,6.4750000000000005,1.000297185386291,1.0725537881204965,1.0562453169377215,0.3856656501777558,1.322424656596273,1.562602438866493,1.6986067252122798,1.698606725212281,1.6407325608098169,1.88091034308004,2.0405027358262244,1.9721059960778604,1.83531251658113,1.926508169578951,1.4363315347156669,3.7390217729106223,3.841616882533171,1.3511845729881091
130,6.525,0.9988197188581964,1.1011458185673553,1.093116072685726,0.3922294694179123,1.3107839533538796,1.5444454406908747,1.7838059886946254,1.6498780630258594,1.6840724270263956,1.840969294170268,2.222633660034837,1.941998096899124,2.1216048573059805,2.0767031672042657,1.4593049283056996,3.367626757628537,3.614586053187963,1.2625163987272718
131,6.575,0.9956201610629664,1.0670643247177076,1.0986966663595368,0.409790931226633,1.2291841310604987,1.5322706291302108,1.4564990046127828,1.6248803924292894,1.5098197774213435,1.9789065123687424,2.2000133852591057,2.365843539926876,1.93468513779067,2.012072543302297,1.8020210140564523,3.482433248023206,3.3718798115780246,1.1838242469956426
132,6.625,0.9933901672929878,1.0593269963357574,1.106062010879982,0.451943445347244,1.2300496050212426,1.5700408441619451,1.4401254926203764,1.592154095488171,1.6640221622984008,2.0144836908928063,1.9491490847016884,2.1669311053387474,1.7204779630327751,1.6551433568416567,1.9600381857335412,3.2231739054284896,3.3756213198744303,1.206356835743143
133,6.675000000000001,0.991422514998334,1.1069458721056211,1.1059228167709578,0.4918001801500449,1.3587276596226645,1.6092345627995883,1.5248246280334514,1.6364635740144713,1.473089506725172,1.909331271249676,2.1774957756386755,2.027323653180836,1.748432568616276,1.7698857289673962,1.6733465073873568,3.0034424491567933,3.217974052667994,1.202799893359477
134,6.7250000000000005,0.9888460060581212,1.1530367289663823,1.1419498373417056,0.5040512562014992,1.3278684815093615,1.6095375533446814,1.6712364928895609,1.5612514267443414,1.5129653001440004,1.8387747200331663,2.113534160957661,2.0606958069337207,2.0712634777385084,2.0184251237145663,1.5851506207182462,3.0857598749981854,3.402789999141836,1.138720445903718
135,6.775,0.987430679435234,1.1628937057488489,1.1991410330416177,0.507226135084468,1.3215569276394334,1.644016817983454,1.477500645100886,1.625515020996501,1.3321293830605485,1.9262693399835369,1.9262693399835376,2.061628807117516,1.947093873388765,1.884620273173083,1.884620273173082,3.019557343757977,3.321513078133775,1.0728884608468705
136,6.825,0.9847863417517484,1.1831035080654244,1.194846470924635,0.4988730785538783,1.5184403730988167,1.4012365707155463,1.4455135627270042,1.432490918017752,1.59397171241248,2.113614698871372,2.134135229928377,1.9391901848868425,1.9084093883013364,2.0520531057003617,1.775025936430813,2.975477003265525,3.119120720664548,1.2023356054011718
137,6.875,0.9833500244527466,1.238769444251577,1.2088731011049842,0.5365079365940163,1.437398374214364,1.3988966320479084,1.5015679444917902,1.416864111725588,1.5169686413583736,1.900974906157958,2.093094710503709,2.153764122402368,1.759412945061089,2.0627600045543804,1.9211980434575104,2.730123535439622,3.0233590262831367,1.150861599179649
138,6.925000000000001,0.9801092568060674,1.2180941666771496,1.230926216033482,0.5177337195638096,1.4040674859810491,1.4116570399593242,1.411657039959325,1.3838286753723132,1.4091271886332333,2.112809168093789,2.162639573001661,2.172605653983236,1.8337589006097037,1.883589305517576,2.1227752490753637,2.4815541644120445,2.989824294472343,1.1275908767724256
139,6.9750000000000005,0.9799492408642408,1.225053650996203,1.222711292198886,0.6047773577795862,1.511188994418472,1.3790223001871529,1.296729830194068,1.3341354983727425,1.369047455339507,1.9647421669607088,1.9156236127866932,2.0040370102999234,1.6798545527514073,1.837033926108264,2.013860721134728,2.672049347066566,2.7211679012405834,1.0784028689879246
140,7.025,0.977792411237387,1.257092773277313,1.1850477796581875,0.5675528973736247,1.4995874115633854,1.4233788709757382,1.2439200495919227,1.4799206914117355,1.506962431620255,2.0337176520457265,1.9852958031874957,1.752870928667983,1.578552272778349,1.8497146263844464,1.9659270636442023,2.5663579894862742,2.5179361406280423,1.330513822504548
141,7.075,0.975921790112813,1.2730813926225393,1.2630643001197872,0.6204577403067226,1.5245174194014173,1.3330438484432106,1.3063829714743458,1.3548572932359189,1.3475861449716824,2.1864856952151186,2.071910025596857,2.0241701632559166,1.9382384110422208,2.22467758508787,2.2819654198970007,2.5397606765380845,2.329705282237942,1.2442566978697207
142,7.125,0.976211611749278,1.2337265421424437,1.2745813876064032,0.6048182158228508,1.6274664103619718,1.2355361735053445,1.2666038142317844,1.3335187327195015,1.3956540141723817,2.400681328861272,2.014689428926716,2.090004921596872,1.9487883728403268,2.042932738678023,2.626627806871745,2.626627806871744,2.5889700605366657,1.179302280636293
143,7.175000000000001,0.9752487153929636,1.2320868925878277,1.2444830237385491,0.6204464538620053,1.4493256854736931,1.2513690064821648,1.2678653963981252,1.4186895327726232,1.4304726684268811,2.237367515441775,2.135247006438209,2.060977545344706,1.5782260482369366,1.9217223057943875,2.3673390723554046,2.5530127250891628,2.497310629269036,1.1973108657663043
144,7.225,0.9739058176107208,1.2242617264885904,1.234303816256508,0.6228908566407301,1.5083554687255505,1.2805914688255435,1.2619984892418692,1.371232244295955,1.415390570807181,2.142418329300616,1.9501500176967144,1.7853486077505138,2.0691732582134152,2.0142394548980147,2.2248190342737164,2.407931711991718,2.1515739631865163,1.199294614217338
145,7.275,0.9735983997158016,1.2811293023716888,1.2751004585958226,0.622705498219938,1.63898424363921,1.2401265395927443,1.3249411088440048,1.2722185387688976,1.2194959686937905,2.474279243841014,2.0588892977947117,2.004708000484325,1.7608921625875826,2.2756144870362607,2.3388260005650454,2.3839770816570347,2.329795784346649,1.2254371988619692
146,7.325,0.9732748661323948,1.2479826468188795,1.256902876765509,0.6529317999989908,1.5375470343171485,1.2209932331342053,1.225515430293962,1.300131683429941,1.2300376274537184,2.342635165031346,2.1110438559407947,2.066507065731073,2.0130629174794072,2.075414423773018,2.404986671324956,2.5118749678282875,2.4851528937024545,1.2537560901079527
147,7.375,0.9731787212125508,1.265059929118784,1.2168711607025344,0.6904063715123261,1.4654671858085475,1.2535655379366883,1.2892542365256336,1.2714098872311606,1.27140988723116,2.144025604623736,2.0122207518804736,1.933137840234516,1.950711820600284,2.2406824966354613,2.565801133402174,2.4252092904760296,2.196747545721041,1.2871147354622667
148,7.425000000000001,0.9747739873624875,1.2311297772313743,1.243118616566401,0.6723245679363031,1.4920094652123446,1.28735329963012,1.2301375974243367,1.3071587350090457,1.225736389562354,2.1325852640337355,1.86384484458233,2.1065781266674706,2.1499233556112456,2.17593049297751,2.1499233556112456,2.141254309822491,2.1325852640337355,1.275676625710573
149,7.475,0.9739583777949804,1.193912250869426,1.2416361092061947,0.7155436692758965,1.3787519941053925,1.330984208482843,1.3353267344485291,1.2224210593406863,1.2354486372377451,1.950188933680926,1.9501889336809253,2.1212581383897784,1.8133335699138429,1.890314712032826,2.035723536035352,2.249560041921419,2.335094644275846,1.2701888449632357
150,7.525,0.9752697731294202,1.250547943298928,1.2280082957853329,0.7240106383398575,1.4783284196142006,1.2148003100307996,1.240510369502351,1.2319403496785006,1.2469378843702386,2.101602588621505,1.8652777995395688,1.9918803651191772,1.8990384836941303,1.924358996810053,2.236645325239754,1.966559852003256,2.1860042990079105,1.4523122880060826
151,7.575,0.974316014208491,1.1983458009218462,1.2392571756301494,0.7260330976625979,1.458877012376439,1.1924733840294377,1.2516741903287718,1.2199594726684144,1.2051592710935808,1.6658235538773578,2.13225414896302,2.1738997378099536,2.2821782688119816,2.082279442346698,1.965671793575283,2.398785917583396,2.132254148963019,1.304186858890206
152,7.625,0.974603906254676,1.223057967612624,1.2399142152431832,0.7780908032698117,1.4252002603071017,1.206099195398982,1.206099195398982,1.2707861764670936,1.247832731571957,1.9399771057376944,1.9153163798173003,2.186584364941637,1.9646378316580888,2.0797212192865966,1.931756863764229,2.392090414278259,2.13726291310085,1.372948169608897
153,7.675000000000001,0.9758473978138628,1.2064004929164738,1.2199425125611416,0.7814856224940605,1.468478752659536,1.1657208611575005,1.2275081859538342,1.2645805808316346,1.2213294534742,1.6145839317991495,1.817421109160853,2.174414541317448,2.1500740800340448,1.9472369026723408,1.687605315649362,2.1744145413174483,2.044598747805958,1.3742425742966926
154,7.725,0.9759527437208274,1.190834252318593,1.196563089324616,0.7758439324294655,1.461728920344925,1.1018874476035456,1.2584286532593998,1.2868906906513735,1.1791415490960453,1.5857420832670932,1.938129212882003,2.0902963824884404,1.9701644064833583,1.8660500272789533,1.7058740592721764,2.0182171968853924,1.8900764224799709,1.4050537846635298
155,7.775,0.9776343076447016,1.183484904927702,1.1597322610887577,0.7951300758421402,1.4670723310399874,1.1941286415441754,1.2523298694513705,1.1479690469970898,1.151982924783793,1.5733184597274166,1.944906236647962,2.2295266615232734,2.2690572760892893,1.929093990821556,1.4705388618557762,1.9528123595611653,2.0555919574328056,1.403014118199133
156,7.825,0.9768511076100548,1.198558954792481,1.2019089642934546,0.7424321709737568,1.4226259150558358,1.2343954666849393,1.2898739146258358,1.1749542724625508,1.2007121232922522,1.529860231097438,2.0059902009798054,2.1855146158534837,2.021601019664472,1.9591577449258,1.7015792366287827,2.0450172476914736,1.740606283340453,1.5612411625349858
157,7.875,0.9794004160658843,1.167584525193173,1.1958829225617194,0.7693655737697778,1.461350725408478,1.1913823183049037,1.2011637823303951,1.1522564622029363,1.1620379262284284,1.6338009002579077,1.9420652210612868,1.957478437101455,1.9343586130412016,1.972891653141624,1.5721480360972315,1.7725198446194268,1.6954537644185832,1.4428657546174473
158,7.925000000000001,0.9797141732974488,1.1739456800473076,1.1597930118798134,0.8124442691626604,1.468081112948473,1.1725332046838457,1.1281044341604056,1.172533204683846,1.2671858027555232,1.5371535098096845,1.9709047477262789,2.3818269731209467,2.1230981645391185,1.9404660643637104,1.3773504221562023,1.8948080393198583,1.8948080393198583,1.424716740654075
159,7.975,0.9804072359197376,1.1936734273383542,1.1839978997075715,0.8043727160017111,1.3982267616317523,1.310479925294698,1.232270788559498,1.173137051028005,1.1616918115057806,1.53296844509794,1.9913560683870293,2.104074336408938,2.149161643617701,1.9763269659841096,1.7208322251344514,1.6532012643213072,1.7659195323432144,1.503063598479884
160,8.025,0.982004975782516,1.225560355327539,1.1636276200741986,0.8430861862415088,1.443024564448741,1.241453248004857,1.1924733019530722,1.235801715768113,1.1585641085326053,1.4397135657645903,2.018567473649321,1.9666190460186384,2.122464328910682,1.7736677433903958,1.4842407894480305,1.6994557039179945,1.8256161710210768,1.5318728025379682
161,8.075000000000001,0.9833176661184424,1.1960993517797422,1.1786227393925457,0.8231925021236554,1.3563679534991298,1.2856656459093272,1.1944968808593162,1.2503144921144245,1.2019392290266644,1.4585874779491417,1.927680938194092,2.132909327051258,2.2281939361635126,1.8397259143981632,1.524553745796088,1.509894575163433,1.4219395513675046,1.569727924684473
162,8.125,0.9843233545199428,1.1979951623801368,1.186256881250187,0.7669165069242114,1.3911828371577482,1.2496754679884663,1.3342123378818038,1.2165958232475949,1.1816784204655637,1.6434012058974876,2.06330107348363,2.302209618834365,2.128457949488374,1.7881942636858124,1.4986081481091615,1.549285718335076,1.672359817455151,1.4456404836019037
163,8.175,0.986276345888118,1.2137376136243574,1.1670160477163676,0.7873112600445742,1.4050782971839864,1.2398817531998223,1.2235436334651255,1.2199129401907485,1.259850566208897,1.4159703770071193,1.845052309433519,2.0238364479445186,2.1311069310511184,1.9094145992974787,1.6090572465989983,1.4231217425475593,1.6662681709225196,1.5147030053358466
164,8.225,0.9873660028472844,1.205090017319798,1.2013841212643002,0.8195626402745463,1.4149473954891336,1.2858267206156009,1.2750666643761397,1.1889862144604504,1.1943662425801815,1.6672652799326575,1.9074645151771936,2.105275650084459,2.084081599915822,1.9074645151771947,1.681394646711749,1.4270660446881225,1.441195411467214,1.6866571149508982
165,8.275,0.9883554777333244,1.1672721910502872,1.179254454773644,0.7980754494434981,1.3146284317199548,1.2295850830372628,1.4492804004675517,1.3164001681508444,1.213639455159258,1.5075866357386418,1.8565650236411049,2.0310542175923367,1.996156378802089,1.9124015657054971,1.5075866357386412,1.5006070679805918,1.4936275002225432,1.6569351417450622
166,8.325000000000001,0.9895499504185336,1.2118291687000176,1.1842053830363,0.7885177745526681,1.3181402690941026,1.2323648730972754,1.3268928605223504,1.2271133182403262,1.2131091719551308,1.6136595833169376,1.8757068660778085,2.0481063942099595,2.006730507458244,2.0274184508341007,1.675723413444512,1.3998841684330707,1.4343640740595014,1.5929716399410796
167,8.375,0.9901974479064226,1.2367205063357034,1.1502865455671023,0.797396567874205,1.2989889514099484,1.1917488515598598,1.3283934949172311,1.2125049999179416,1.257476654693785,1.628519013852526,2.016910577825723,2.0032828036512247,2.343977158013679,1.74435509433576,1.6625884492887713,1.4786134979330463,1.38321907871156,1.6657868044521722
168,8.425,0.9911518579855968,1.1919020676659573,1.1883700302887144,0.7979184535260367,1.3519848694099186,1.2169573034385106,1.302417788230541,1.1639718028674522,1.201574416175945,1.339916813072619,1.770844833357281,1.9997753441335069,2.11424059952162,1.7102455805047507,1.764111583040334,1.3735830646573584,1.5015148206793676,1.6460735825860846
169,8.475,0.9929198697113116,1.1969188593349236,1.1886686232949693,0.8119042887670704,1.2600697785141253,1.2448678642961264,1.23473325481746,1.2043294263814626,1.2330441532376823,1.656855095072801,1.9097084830758808,2.222448199816529,2.2357562728693225,1.6901252777047862,1.510466291492073,1.4971582184392789,1.2642669400153912,1.6984088741968302
170,8.525,0.9936022617529998,1.184174390892127,1.159713161419249,0.7890349670405177,1.3671945642302217,1.2202920957903447,1.2503403279712288,1.1919132098417318,1.2470016355066864,1.5585623459478726,1.788729781003466,2.071506915500337,2.0320496409193773,1.95971130418762,1.716391444271707,1.367852185473239,1.2889376363113214,1.762693348116709
171,8.575000000000001,0.9951354098307356,1.1452984005708104,1.2252678152791376,0.8099010873402697,1.2754001025080353,1.2836497797558235,1.319948359646091,1.2688003607098048,1.295199327902727,1.4949415133870505,2.0214209159277066,2.021420915927707,2.079918627321113,1.975922695955058,1.66393490185689,1.501441259097428,1.1504549907369903,1.77283880447364
172,8.625,0.9963884772804978,1.170355063849925,1.1746443232462336,0.7554039741609362,1.396017242814399,1.2916421218563132,1.2883803993263734,1.2525014514970303,1.2084681973428384,1.522631381022075,2.0301751746961,1.708944925535325,2.0109013597464545,1.8181632102499892,1.824587815233205,1.5162067760388604,1.2270995517941623,1.5944165081304538
173,8.675,0.9989624487001882,1.1717427091420451,1.1959710411997757,0.7801828321733167,1.2864685207300313,1.3316077670714357,1.292916984493089,1.192965796165693,1.2929169844930883,1.5432346232954235,2.095750722993786,2.032243125327308,1.9687355276608287,1.79091425419469,1.829018812794576,1.4606747463290015,1.3781148693625802,1.7236480436050905
174,8.725,0.9998057279044889,1.1864944523286811,1.1595490824801873,0.7625615144350236,1.289296795858345,1.2988589476199646,1.3944804652361575,1.343482322507522,1.3705750858321095,1.739055984524815,1.8897323153139685,1.7955596085707484,2.0152959243049304,1.7892814281212006,1.619770555983403,1.3874778793501237,1.305861533505999,1.6933790186010629
175,8.775,0.999996197900794,1.1895871938926372,1.1617640547471015,0.7659447048521603,1.3928145059918382,1.269919108404323,1.3723319397272518,1.3250644791166697,1.3928145059918378,1.5206753741889512,1.948947214266656,1.9241198612186727,2.0792908177685665,1.7999830959787584,1.5579164037609252,1.2724018437091211,1.2165402993511605,1.8246204437738212
176,8.825000000000001,1.0013043146173186,1.1559530764674413,1.182876540526936,0.7493484364764975,1.3303432866481204,1.277378799826064,1.406674458832848,1.3100921593338046,1.278936578850242,1.607816774651727,1.7673711110675467,2.000565910444515,2.2030771835876704,1.8594216897689808,1.5894066589114393,1.3071182175603722,1.3868953857682833,1.7998706010988728
177,8.875,1.0028750850491772,1.1811602623768187,1.1253141255226478,0.7431724195815642,1.2753485894840768,1.3292582520830405,1.3708457060879558,1.276888865558332,1.30153328274643,1.7050389391689849,1.935613599981872,1.8567327949669363,1.6747001680093945,2.093375210011742,1.6807679222413123,1.650429151081721,1.407718981804997,1.8164255704263372
178,8.925,1.0034258480068703,1.137633807546395,1.1751162091531804,0.7537259173833202,1.3235447587455678,1.2961295623618845,1.3433446228004498,1.303744894690686,1.2458683689918004,1.6859884240672172,1.7699878473303534,1.751987970916823,1.943986652661132,1.6319887948266292,1.7219881768942749,1.3319908546011463,1.1999917609019335,1.7173351476173098
179,8.975,1.00560044399672,1.149043978378259,1.1394238120978206,0.7623533977449493,1.3449863063336331,1.3269125821723742,1.2757036970488105,1.2606422602477614,1.2455808234467132,1.5782560138795698,1.892720557998432,1.928320317710001,1.868987384857386,1.9757866639920945,1.8215210385752931,1.3527908690396306,1.1985252436228306,1.7841655084017587
180,9.025,1.0067614041478126,1.1170399357338754,1.101090217212625,0.7170467981956961,1.400131296046268,1.3226772243500915,1.388215285016087,1.2750131802293674,1.295866199532184,1.7603198112767393,1.7075102169384375,1.883542198066112,1.6136264936703448,1.8307326037278095,1.6194942263746004,1.3437107892745783,1.296768927640532,1.7684029124509686
181,9.075,1.006926509157539,1.163711519763511,1.1459998581071815,0.766029366636242,1.330239457831781,1.465767730390501,1.346443925202933,1.4024229943032736,1.3331857246265355,1.4914359638296544,2.089170999917026,1.7932051082621137,1.8628441415926813,1.9498929332558912,1.7003530638213569,1.4450099416092763,1.183863566619647,1.7626492058823726
182,9.125,1.008011685956466,1.1405921203342526,1.1058296535038104,0.7581881172872155,1.379810951737873,1.4424634025559602,1.3637835805983622,1.2195372403427671,1.3696117155581853,1.8482252228647815,1.7506481148253372,1.8310057332107623,1.6243718573625263,1.9687616504429204,1.7276887952866442,1.320160873474845,1.1938846160120336,1.631283081101217
183,9.175,1.0093846386422574,1.1238625822886303,1.1319849329194809,0.7572943003304564,1.3705779413736985,1.3532835824920122,1.409490248857495,1.274017770950946,1.327342044169481,1.6237481394472864,1.737296960387655,1.8849104276101372,1.83381345818697,1.845168340281007,1.777039047716785,1.3058114408142507,1.3625858512844358,1.7282594011699524
184,9.225,1.0100096350189838,1.1395659154642972,1.118408287421599,0.739763039850526,1.3885502007597568,1.3386536329706482,1.395678281872486,1.3030132274069997,1.305864459852092,1.7802922585187466,1.8645332171237352,1.7859083224257464,1.7522119389837516,1.7409798111697532,1.7465958750767523,1.48264087144779,1.4826408714477906,1.7322691814364477
185,9.275,1.011505965756751,1.1058526316726822,1.0979044814689978,0.7092124779133342,1.3397728061288234,1.359516826429669,1.4046460156887457,1.3228493601566695,1.370799123744438,1.8000392534017866,1.8667073738981488,1.6833700425331528,1.7000370726572434,1.8222619602339067,1.7000370726572425,1.5055883878761849,1.416697560547702,1.743575437063029
186,9.325,1.0106687401784047,1.1055580554393356,1.1100138370757673,0.7737715536565332,1.3659047392172303,1.3519526989800774,1.4649642249010124,1.317072598387196,1.3156773943634803,1.85773529703176,1.731321356701197,1.8522390387565189,1.5994111580953914,1.9017053632336955,1.85773529703176,1.1707030126265234,1.4070421184619246,1.6434933928335562
187,9.375,1.0117281766132575,1.1282860028339567,1.113245647015899,0.6780784545061087,1.4010669919744618,1.3665579527632672,1.406588438248252,1.3237667441413876,1.2837362586564027,1.789032250985151,1.7129032190283364,1.9195391629111196,1.6748387030499283,1.821658978966643,1.6422119750684372,1.3431336352380934,1.4083870912010772,1.6900978020208657
188,9.425,1.0115547600662245,1.1153202907561908,1.0693938283579023,0.7246151222055232,1.263323101897042,1.2838094224683454,1.4900383828861328,1.3466341388870091,1.3234163089061988,1.7808613619862326,1.8185230826324668,1.9099872613447508,1.8023823452126528,1.5764120213352453,1.7485798871466036,1.2643577645521578,1.3612021890710473,1.510970664177356
189,9.475,1.012742074201907,1.1053572878954263,1.091394345581635,0.715019270990674,1.293269198553088,1.3838115562365323,1.366243636088999,1.397325340965405,1.3284050388481552,1.8206753607444437,1.900529543233236,1.490611406457439,1.602407261941747,1.916500379730994,1.815351748578525,1.463993345627842,1.4160808361345676,1.6564038996246453
