,r ($\AA$),g_full(r),O (DOL),O (DOL),O (TFEiBE),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
97,4.875,1.0524468719208897,0.7183197615333125,0.7221508002614903,0.0303227967308703,0.96356517919404,2.090273669151093,1.927130358388081,1.8404604745452304,1.911835673004048,0.6627696999747368,0.863609002997384,3.5347717331985917,4.177457502871063,0.9238607939041784,0.6627696999747368,3.5347717331985926,3.715527105918974,0.4260662356980447
98,4.925000000000001,1.05695636187568,0.7009935147576826,0.6690875181020453,0.0297102360245882,1.01902844703236,1.963128331782929,1.958133094297478,1.918171194413856,1.9281616693847603,0.6690590813848829,1.1413360800095067,3.8962852386531424,3.7585377807209617,1.0626232469054029,1.1413360800095067,3.85692882210109,3.679824947616857,0.6228755313493121
99,4.9750000000000005,1.0606588396772392,0.77801887892334,0.788134963637473,0.039514641064,0.6657657095220345,1.963029775870119,2.046250489560373,1.958134439770692,1.933657759273557,0.7135323223709861,1.079940812237168,3.162683807265992,3.606230926577685,0.77138629445512,0.944948210707522,3.8569314722756,3.9147854443597336,0.6558751325048252
100,5.025,1.065525686059006,0.8347277843199922,0.8392349537817626,0.0468863458519918,0.6621794691096691,2.04891763267992,1.9721432014787983,2.130490465831111,2.0777080443803406,0.8317230046788122,0.775014617996166,3.4781143832023043,3.3457948142761307,1.0018481647267512,0.8506258002396944,3.421405996519657,3.818364703298181,0.7701924762714508
101,5.075,1.067411805300312,0.7962671201790691,0.8758054562679883,0.0619555695635255,0.7103521209062685,2.0981261319483173,2.02756135172584,2.032265670407337,2.065195901177828,0.8710117316350199,1.093397705669493,2.872485497945274,2.872485497945274,1.2045906926867296,0.87101173163502,4.040011861626257,4.021479697123386,1.004708061262887
102,5.125,1.0701992436240215,0.9402604138412968,0.8813316505775104,0.0529135434842648,0.6734944355279254,2.0573871112702387,2.002031404240545,2.015870330997969,1.8913199901811613,0.9449610593957608,1.0358226997222768,2.6895045536648587,2.5259536010771315,0.8904440751998518,1.235718308440611,3.852533549844258,3.997912174366678,1.0341538124509724
103,5.175000000000001,1.070476349916582,1.0063225712640909,0.9833743369531702,0.0538180813372555,0.741979833469458,2.225939500408376,1.9997261365457355,2.149026956695078,1.9725805328822192,0.7129148436883199,1.1763094920857284,2.8873051169376955,2.9764194723987343,1.1406637499013124,1.4436525584688484,4.081437480115628,4.562654999605243,1.1703079130444751
104,5.2250000000000005,1.0679177189505302,1.0004950412584992,1.0238399255545303,0.0773040449634697,0.7234092222679075,2.054837238711911,2.077027705652644,2.143599106474844,2.276741908119245,0.9091367061779244,1.1189374845266755,2.465159145597832,2.8148271095124184,1.1189374845266755,1.2937714664839686,4.3533661507366,4.703034114651186,1.2834241491844556
105,5.275,1.0654133834662447,1.064237885426144,1.024973151759384,0.0795453033080143,0.7402409084227018,2.281683741255857,2.1902422172742293,2.133635559571317,2.2337858001226234,1.2007472846072342,1.2865149477934643,2.504415765037944,2.2299592428420043,1.200747284607234,1.3551290783424492,4.408457887772271,4.168308430850824,1.4960330964341166
106,5.325,1.0638655368728045,1.078863379441915,1.026686207073073,0.0998422916218275,0.8289563356417021,2.217671846381668,2.004023306267828,2.196306992370284,2.136485401138407,1.6664586128879566,1.3466332225357225,2.339775224155818,2.3229423088741203,1.0604736627468812,1.2624686461272394,3.922069260635291,4.275560481550918,1.615444573717917
107,5.375,1.0610546405479544,1.084096551968076,1.0856722737005875,0.0873032230490326,0.8010242031905441,2.180798877796245,2.0969219978810045,2.0969219978810045,2.1975742537792926,1.4869083257701676,1.1564842533767974,2.01558684159956,2.312968506753594,1.1399630497571287,1.272132678714477,4.196385719395808,4.1798645157761385,1.680105257894045
108,5.425000000000001,1.0581979483555373,1.0966884500896077,1.086634183621931,0.1066894660969203,0.9057168799047508,2.3219287284830883,1.996694030699109,2.210772565949323,2.062564349237637,1.4758444475582928,1.2812275973308265,2.2867479901727377,2.238093777615871,1.3298818098876926,1.492062518410582,4.508623696936322,4.508623696936322,2.0206392357800813
109,5.4750000000000005,1.056182571329244,1.1063636145320233,1.020557788559396,0.1202045870239483,0.8447872701680875,2.303965282276605,2.029106266145359,2.1584516855012392,1.8795506250151248,1.512704478262416,1.257933197712957,1.6241669135028038,2.388480755151181,1.449011658125051,1.8152453739148977,4.840654330439726,4.665499075061974,2.01071083979564
110,5.525,1.0538294799112111,1.091649313885425,1.0416899532089752,0.104548649422614,0.8771968940265112,2.1195617258378143,2.1473462428431787,2.171161543133491,2.1751307598485434,1.7199939098559047,1.5792671354131484,2.001447458741416,1.9701748421985807,1.3290862030704718,1.45417666924181,4.83161925586795,4.378166315996847,2.37464465309698
111,5.575,1.0511445204194652,1.0384681339468231,1.048720992815127,0.1126187037597871,0.8459397247802467,2.448157360193526,2.1090018023323207,2.085611763859135,2.2103586357161293,1.965708283807196,1.305353157215715,2.1346363394468777,2.088565051545145,1.6432092684950774,1.61249507656059,4.653200078074844,4.530343310336896,2.3736115573044927
112,5.625,1.049459951981514,1.0610936250370424,1.057496697494544,0.1285208071198074,0.919042655781758,2.121456797096226,2.328241394647121,2.1099687638989524,2.2133610626744007,1.5990413884687635,1.4481884272924654,2.0817708642329187,2.217538529291588,1.4481884272924654,1.4481884272924654,4.947977126582597,4.269138801289253,2.60082819595382
113,5.675000000000001,1.050509501628574,1.069335500483246,1.0226890080629594,0.1630271351254474,0.910443846931346,2.204628488850283,2.076714890521087,2.103050043118273,2.2761096173283635,2.1489940539263515,1.3190377296513478,2.074890810687512,1.8674017296187604,1.378320324242419,2.074890810687513,4.609221729455828,4.505477188921453,2.839666527134071
114,5.7250000000000005,1.047092487928317,1.0035146169145135,1.035460410947778,0.1491983873079588,1.0092093019378356,2.0997468260098557,2.177378310774304,1.966664280699372,2.0221153412454056,1.587356622095584,1.6747340508347903,1.8640518131030712,2.1844357184801617,1.587356622095584,1.9223034322625423,4.922261818975293,4.674692437547542,3.2365312890134623
115,5.775,1.0448231271615966,0.9903080754628326,1.0182905917233265,0.1034099620517713,0.9482135510019266,2.045380188559711,2.1616362561155023,1.9182251146705636,2.1107742265598435,2.1753976277485245,1.8176019652898852,1.9177847507783057,1.874849271283269,1.431182649834556,1.6887955268047763,4.8373973564408,5.037762927417639,2.910850262908408
116,5.825,1.0440994529051744,0.9787468201261352,0.9626468038937662,0.1592901932794084,1.0819830139545945,2.388932793186873,1.988991877137652,2.267522157957646,2.0604098978607266,1.8005997951999615,1.5051888912999682,2.138212256799953,2.0960106990999554,1.5473904489999677,1.8568685387999613,4.937582250899899,4.515566673899906,3.135834113993816
117,5.875,1.0423331418469013,1.0168938214338956,1.00766132240661,0.210278570282521,0.94429188402812,2.007936645591392,2.1518621743837825,2.078144220612069,2.176434825641018,1.8530544800912283,1.617965478885625,2.101972246073631,1.9913421278592305,1.410534007233622,1.7424243618768267,4.43903349335287,5.006012849201678,2.840541173030495
118,5.925000000000001,1.041537196091815,0.997858431525004,0.9388557562366506,0.1759528174942485,1.0112549814679055,2.2675580983768384,2.025961345125122,2.0949889889113247,2.0639265492075327,1.8898932169950395,1.781122384362232,2.0938385281815544,1.90348957107414,1.726736968045828,1.6723515517294238,4.59556767873614,4.214869764521311,2.737861748948768
119,5.9750000000000005,1.0389455839369357,1.009918718554749,0.9729393715369604,0.1787876836208197,1.0520967536148236,2.202615461600067,1.9514697849307217,2.3247944394392075,2.192433880113471,1.8851352388816915,1.6979586903402468,2.246118582497334,1.8049167180782155,1.8316562250127075,1.711328443807493,4.853220508610316,4.4521279045929365,2.566174109376513
120,6.025,1.037654224312024,0.9719069804859466,0.9913451200956662,0.1999386630823842,1.1782310152118374,2.0460498932715465,2.112805191583832,2.099454131921376,2.1061296617526044,1.9197205484351147,1.9197205484351147,2.0117619445929638,2.130100882510196,1.8934230066757296,2.064357028111732,4.470582099095471,4.615218578772088,2.4839101560790677
121,6.075,1.0363102098741952,0.9547409235261786,0.9806447470327024,0.2217667205707941,1.116236555790296,2.0125088491160352,2.0092258004225334,2.1799443324845797,2.0650376282120484,2.405579315419728,1.875317208257315,2.121048428649653,2.082248762271916,1.888250430383228,1.862383986131402,4.242096857299309,4.849958297217197,2.264633588578154
122,6.125,1.030693387227303,0.9392170257047884,0.9913957493550548,0.203067949588298,1.0754791022426382,2.09282419895865,2.0702165301427384,1.9765561879053917,1.9830155218527945,1.946608366876519,1.6921497568273007,2.201066976925738,2.175621115920815,1.882993714364216,1.412245285773162,4.720207216412998,4.287627579329329,2.0864307765821377
123,6.175000000000001,1.0286898066675896,1.0279368817223804,1.0279368817223808,0.2294916512297996,1.1788809591635403,1.966919983078792,1.992340596753477,2.135331548673584,2.0209387871374984,2.16556667251393,2.052907134637484,2.3658502954053926,2.228155304667512,1.702410794577425,1.8526235117460208,4.080778816413529,4.318615618597142,2.069640013845889
124,6.2250000000000005,1.0242861989944687,1.0338111682569306,1.0320489901292198,0.2457451458709375,1.1318786402667564,2.0824065591648058,2.0261253008090003,1.9823509887544848,1.9104360475220676,2.0816485624192738,2.007743879729832,2.414219634521761,2.266410269142878,1.798347278776414,1.822982173006228,4.114027336378924,4.766852033468993,1.8747657261831856
125,6.275,1.0193121376569827,1.0515078980143653,1.037634236908073,0.2536099205061903,1.2923848922861056,1.8924207351332247,1.7477967114726367,1.923191803997181,1.9231918039971805,1.672827198240454,1.8425343053083263,2.303167881635406,2.230436264320605,1.830412369089192,1.6849491344595884,4.109336378286332,3.951751207437592,1.7184699989022938
126,6.325,1.0151642720463936,1.041776654853323,1.052587007907508,0.2817831758953663,1.3901501295120406,1.668785885318376,1.8232470108197136,1.9443929916050768,1.9171351459283703,2.087932623384097,2.135656797632876,2.3384845381901886,2.565174365871891,1.7419323600804468,1.6345529680206932,3.8537270705889366,4.020761680459666,1.5909681354159413
127,6.375,1.0120275356713735,1.0310999887893075,1.0803866802686444,0.2900461759264537,1.3326535450309789,1.925937785436269,1.863329900770384,1.9080498183888728,1.9169938019125707,2.043564720263078,2.020075470604883,2.10228784440857,2.372414215477828,1.9965862209466865,1.8086722236811168,3.746535320482314,4.228064938475341,1.5740194133201548
128,6.425000000000001,1.007560869573806,1.0498520156795104,1.080178623275294,0.2905371896799678,1.3031873469355932,1.8168310084530008,1.769869302257124,1.8344416482764536,1.8021554752667892,2.335633342241921,1.7459437360323282,2.277820635750785,1.9887571032951024,1.919381855505738,1.6881310295411915,3.8040760871167993,3.607512885046933,1.510681416147988
129,6.4750000000000005,1.0026504073495504,1.0993928853283583,1.094506694726899,0.3646439495912625,1.4969951608860863,1.7079616603931975,1.6241530509999624,1.777320509546222,1.754200893161881,2.0606233845588857,2.16308532080767,2.1403160016412746,2.072008044142084,1.9809307674764984,1.4572364266493787,3.813860960371421,3.722783683705833,1.3494306705962358
130,6.525,0.9996579453469552,1.079400860494446,1.1569209817285693,0.3143434801091603,1.3460783024863794,1.565207328472535,1.67619475721877,1.7814905229523763,1.693269746256652,1.748892816607326,1.827368776326885,2.3879113457523102,1.9394772902119697,1.6928385596647828,1.468621531894613,3.8789545804239385,3.778056917927363,1.3779051528018875
131,6.575,0.995443892680742,1.1493961196014912,1.0804218219982873,0.3500644339364551,1.320078142478429,1.6620092112308036,1.589138655595052,1.768512331006133,1.6087576513431383,1.7444769379467877,1.9763377967878148,2.3848545480791525,1.8107228976156529,1.7444769379467877,1.6782309782779226,3.19084705738368,3.6435277817875935,1.1265193039608596
132,6.625,0.9937704066538368,1.1481890162354622,1.1435215812101147,0.3682562170616149,1.4796646667706463,1.4741435299543382,1.6287353608109731,1.667383318525132,1.639777634443589,2.0118687944275253,2.0553686602529853,2.13149342544754,2.2293681235548246,1.6747448342802098,1.5659951697165595,3.327739735647691,3.2842398698222284,1.2853544537150583
133,6.675000000000001,0.9915526397199548,1.158127962291385,1.1622148717304364,0.3465859475274565,1.3977544659207302,1.59898759914667,1.4331062325685302,1.6642523991118403,1.6424974657901168,2.2068072513475485,2.303221160387005,2.035404746388516,2.1211059988680323,1.7354503627102096,1.5104845749514777,3.4173374426207186,3.1923716548619847,1.1254848157258952
134,6.7250000000000005,0.9877056146867244,1.1948234422741704,1.194320146805647,0.366491207445171,1.36901013242646,1.5458294450294852,1.6208436988610724,1.70121611368063,1.5458294450294858,1.8786037160854108,2.03691301800272,2.205776273381185,1.9524813903134888,2.0052511576192584,1.7097404607069475,3.799423246015438,3.113416271040428,1.1088112738371594
135,6.775,0.9863558284814647,1.2337847669812672,1.20998184543179,0.4306306329997032,1.4808621443214538,1.4280684849873555,1.5046192910217986,1.5098986569552082,1.5204573888220283,1.9029714478154471,2.2045352291632514,2.2669277356490043,2.194136478082292,1.736591430520108,1.72619267943915,3.244410337259126,3.1300240753685777,1.071495800158382
136,6.825,0.9859022192207854,1.2744122324053544,1.263173167472332,0.4033479711257274,1.5372785497619244,1.474850994441644,1.4774521425799878,1.5528854385919943,1.5112670683784737,2.285069228200695,1.957166917427501,2.018648600697475,1.9571669174275024,1.834203550887553,1.8342035508875536,2.7974165887838107,3.207294477250303,1.0731063187070442
137,6.875,0.9840792654417592,1.2761688884923132,1.254979669211686,0.4541329376481637,1.489365033254315,1.5662685633707163,1.407334601130153,1.5585782103590766,1.3996442481185132,2.251952866741909,1.8177198027513173,2.0701808864667783,1.9288026795861204,1.918704236237502,1.5046680589441457,3.019434561236912,3.261797201603753,1.0813578010245064
138,6.925000000000001,0.9819737280720282,1.2473648934298327,1.2767928323159246,0.4647728176298253,1.5083607722553165,1.4654091254741768,1.4047715064890385,1.4679356929318903,1.4654091254741777,2.2095980857463293,2.149879218563996,1.8015191600003853,1.970722617016996,1.7716597264092175,1.751753437348441,2.72716160132655,3.0755216598901605,1.2300258510973427
139,6.9750000000000005,0.977802482810897,1.3048717495441116,1.2856893394575892,0.4708298550967191,1.5117178728673275,1.4046274798964955,1.2527085503332216,1.404627479896495,1.3074989839462057,2.1976548578651367,2.364441164042402,2.18784389867824,1.6384301842119544,1.9229480006319943,1.7463507352678316,2.786312409079012,3.0021535111907665,1.2355801865785123
140,7.025,0.978207232916548,1.2914367444357446,1.3449391238480832,0.4651945673537499,1.4583584915572096,1.401890065116442,1.3969797671650706,1.3945246181893851,1.4632687895085807,2.340575356820211,1.9246880000298427,2.2728727638543367,2.089108582946965,1.8763290050542183,1.7119084221370966,2.7758063116008294,3.1143192764301983,1.172458898592685
141,7.075,0.9771993386157282,1.332817604990938,1.3269060973604767,0.4894930420846961,1.5491647925317886,1.195761574235474,1.4039305932319328,1.379724893348624,1.386986603313617,2.2980744768002306,2.1836475318973134,1.8022243822209263,2.0501494295105784,1.9929359570591207,1.4684791262540884,2.669962047734706,2.860673622572901,1.1077812650677712
142,7.125,0.9757523906700742,1.325834766438526,1.2993808431311615,0.4867029558975163,1.565685970433395,1.3484947763641282,1.29598701516057,1.312694030088975,1.3341744778540676,2.322347399788264,2.115498643531818,2.397565129336062,1.9086498872753748,2.07788977875792,1.6829966986319802,2.830067074235899,2.7454471284946265,1.1936017516634636
143,7.175000000000001,0.9758054946332264,1.3772794920355471,1.348982256886183,0.5129394040586366,1.602779886852046,1.369776643388973,1.4121408694731683,1.3980194607784364,1.3368266897679326,2.1046604574824843,2.234463305080523,1.9192278180567148,1.984129241855734,1.9934008738270224,2.0675739295973306,2.5404271601330426,2.9947371267261755,1.2519541415924529
144,7.225,0.9751471947865678,1.31380615963208,1.332992177230424,0.5334750282477251,1.6479849941291156,1.323030206554361,1.2719658827926146,1.4298010653289224,1.3323146290564964,2.084774870934146,2.441381098857093,2.075631121500225,1.8196061373504169,1.892756132821791,1.8013186384825743,2.706549832440821,2.5145310943284653,1.1792637662789411
145,7.275,0.9746708941109428,1.3315051339202304,1.3474178244741877,0.5611802451109223,1.6895108971191788,1.3277998920448826,1.369007474901448,1.3186426514100908,1.3277998920448828,2.362845575916856,2.3357900922231503,2.2816791248357413,2.0291612770278324,1.7315509563970846,1.8036989129136287,2.5792894454664905,2.9670847117429218,1.2693991226903398
146,7.325,0.974115407144276,1.3541149611589507,1.3099959273367283,0.5228460412177159,1.6484594027835335,1.201343016823069,1.3097348679649994,1.3729634477977932,1.187794035430327,2.517510229489674,2.07272043629362,2.206157374252436,2.117199415613225,1.7168886017367748,1.6724096224171696,2.6064681881288854,2.3662816998030154,1.1982092388138614
147,7.375,0.9745465378083384,1.3613442101893254,1.3458601229538498,0.5612072161809916,1.646232100452361,1.2519383497350831,1.2318895149528488,1.1984747903157915,1.34104428210057,2.088589051051628,2.06226229830728,2.246549567517718,1.7989947708637977,1.7375656811269853,1.886750613344958,2.474714757968736,2.562470600449897,1.2381632999867451
148,7.425000000000001,0.972628173025074,1.31417039570705,1.305912963123279,0.5928890565294712,1.5340277141855458,1.2659025263193038,1.3010664853837284,1.3208462123574678,1.2153543351641931,2.043239136546518,1.9999501717891768,2.2596839603332257,1.9999501717891783,1.8094787268568748,1.783505348002471,2.302972925090568,2.207737202624416,1.3352437006988962
149,7.475,0.972498765192872,1.3272008918093414,1.2962410183355813,0.5628743560022101,1.5482694296460615,1.1904760740555853,1.3791307524578365,1.2295080764836372,1.18180229573824,2.0843352138346964,1.92203042259347,2.109962286135942,1.939115137460968,1.862233920557228,2.0159963543647064,2.221012932774676,2.4174871537508973,1.2656635707962454
150,7.525,0.9733622457479432,1.3449958007014462,1.2851020845315368,0.623596652858925,1.639028493423644,1.1939659260187907,1.2774151574072006,1.3565849410321016,1.2260617842451018,2.0061532394385457,2.2674589134830616,2.2590296981913025,1.8375689336033745,1.8291397183116165,1.694272273643478,2.3264634205253727,2.284317344066579,1.464619163143523
151,7.575,0.9726553431952256,1.3062745863127354,1.2769201012270563,0.5857881691651866,1.6026816520354727,1.205706486577411,1.21415276669354,1.313396558058056,1.1360246756193473,2.1211680746187542,2.196032830193533,2.2293060548934363,2.2376243610684114,1.597114785595297,1.513931723845542,2.312489116643191,2.2542609734183623,1.361316269737318
152,7.625,0.973435747065068,1.2539646237761155,1.2805864141029262,0.585213684975361,1.6400829750161332,1.2316252074136391,1.254548857636228,1.2503809212321215,1.210785525393104,1.7322196297675303,2.150907786725559,2.13448864331544,2.101650356495202,1.806105775113064,1.6172856258966997,2.208374788660975,2.093440784790144,1.3656371217946748
153,7.675000000000001,0.9727727388776772,1.3284865633526464,1.286367588540128,0.595964425523752,1.622897305570737,1.2218010133194146,1.162150795497423,1.2937926555183703,1.2176872051937604,1.580076302808242,2.366062976512856,2.155386136138423,1.9366063403649736,1.8393708755767744,1.5233556150151266,1.8717826971728408,2.2607245563256377,1.4434009428636034
154,7.725,0.9749427373033516,1.3220249885929658,1.2789237699804423,0.6253653009978267,1.634442807371827,1.2202486052552397,1.2222789689911056,1.283189881067074,1.1999449678965837,1.4877028828251762,2.279544739812767,2.0475910645335738,1.823635791850215,1.9356134281918935,1.407718856866833,1.999600648958568,2.175565506066922,1.392456598852334
155,7.775,0.9757571525565504,1.275706321736637,1.2806012987680937,0.6199024507288279,1.5333153496524858,1.2787649582722689,1.2827736258530609,1.2947996285954324,1.2486999514163388,1.666026541531695,1.9818609569879404,2.0608195608520017,2.1871533270345007,1.8397354700326305,1.358087986461856,2.1871533270345003,2.005548538147159,1.4915924829952747
156,7.825,0.9757991573018304,1.334175269920036,1.2654033487901384,0.5951923679685233,1.5375285505533682,1.159577516890958,1.2525811743890387,1.2743479878460355,1.2050899450283166,1.5902366195029565,2.034567439658196,2.284016321148855,2.128110770217192,1.6214177296892895,1.4888980113973764,2.151496602856942,2.182677713043274,1.4410922786882296
157,7.875,0.9770866734282864,1.262232011342276,1.2794826378421555,0.6092390638875677,1.4848526168276317,1.3187835741561202,1.3324598482584795,1.2640784777466807,1.252355957087515,1.6008937304234117,2.570665894045286,2.3782507822155488,1.885668095931422,1.7702190288335795,1.3238159693885905,1.8240952601459064,1.9318477227705588,1.4669099831656456
158,7.925000000000001,0.9789189485582084,1.275710938079412,1.260126969233556,0.5991170245184811,1.5703510989704443,1.3234162824247238,1.225028191457288,1.2385324392371315,1.267470113051084,1.481959658956921,2.2495387643653784,2.1659410400139616,2.07474352253969,1.6415553145368973,1.3299637964998006,1.8391499357311536,1.8011509701168735,1.6020053707342778
159,7.975,0.980570469752144,1.2898273284351354,1.2773012583754155,0.6409979515602438,1.4707092860623483,1.3049687318040262,1.1544686882821018,1.3087788594881262,1.2040003481753936,1.5760073602410942,1.8086560658004949,1.973761598778133,2.0488095683134238,1.7261032993116765,1.5384833754734497,1.786141674939907,1.6585601267299146,1.5642906874462983
160,8.025,0.9809822435630264,1.2971320056167064,1.2706238583629583,0.6466232270488417,1.4543212406549269,1.266181364761663,1.318860530011777,1.2849953523509896,1.2586557697259324,1.6824265871546082,2.075239843186301,2.2679406857678885,2.001124134501076,1.675015016286086,1.3340827563340514,1.689838158023132,1.5267835989156362,1.602260616535898
161,8.075000000000001,0.9820671466537744,1.284609020279206,1.264013386530164,0.6717959427130058,1.566438920639624,1.2579823834792716,1.2988621655125716,1.257982383479271,1.2301098048202035,1.661656153998178,2.313142487504072,2.2838622028521214,1.92517871586573,1.654336082835191,1.3029726670117874,1.756817079117015,1.4566941614345257,1.5504358890829892
162,8.125,0.9840246818142424,1.2533313514818003,1.2388499438443217,0.6425003490625234,1.3967185052725322,1.2040043882506977,1.2241934862244133,1.25539481945652,1.2462179567411944,1.5472746711536571,1.843715145533562,2.169076641804191,2.1329253644407875,1.6991100360799505,1.4098998171727244,1.5255839047356148,1.5617351820990182,1.5752365775224948
163,8.175,0.9844714096696152,1.2652942654066228,1.2748308036115712,0.6446779965522013,1.531976744495016,1.285410073191675,1.2636541904296164,1.2926620341123625,1.1838826203020651,1.542689868582396,1.871225673928647,2.1283406520257127,2.0640619075014457,1.592684447656825,1.2855748904853297,1.628394861281418,1.556974034032233,1.6233662520159124
164,8.225,0.9861142121772296,1.2825944001049592,1.259042037039024,0.6490380327314798,1.4059466664480915,1.189233868180296,1.3540072354582888,1.2895307004364658,1.2644564923724235,1.4534356968724134,1.8414889169111648,1.904988534735688,1.8838219954608464,1.4887132623304815,1.4181581314143452,1.354658513589822,1.3969915921395042,1.7010986053943604
165,8.275,0.9876565439503534,1.2571693851085408,1.262155514346148,0.6727906932503853,1.403163249185663,1.2262195859844447,1.2757638116807852,1.2492222622006026,1.364235643281395,1.7983910496269275,1.8471846052369607,1.84718460523696,1.9447717164570275,1.7147449542954427,1.3174260014708896,1.4428951444681168,1.5126002239110214,1.647742724871754
166,8.325000000000001,0.9887190001431352,1.2503243384161935,1.2411283621945877,0.6625052598568278,1.40733805329883,1.269226617012361,1.2464994186361062,1.291953815388615,1.3234222439095826,1.6528871546366843,1.7906277508564072,2.196962509704593,1.7906277508564097,1.6666612142586563,1.356744872764279,1.5151465584169603,1.4738243795510448,1.6813488594678012
167,8.375,0.9903846932439502,1.2922303368009465,1.2351151837931702,0.6766346996181244,1.3163045734970562,1.2886656323212653,1.2402974852636313,1.4061311323183785,1.2092036764408656,1.4562790596790007,1.8169463034312767,2.0619278274894257,1.8441664727710705,1.5379395676983836,1.4086437633343605,1.3814235939945656,1.4426689750091026,1.6750820025098454
168,8.425,0.9902734892980992,1.3048367931082618,1.2702036218977204,0.671528051511291,1.3485229371352336,1.271708339450314,1.3058481606436112,1.3280390444192551,1.232447545078023,1.6206069666454497,1.7281991304061428,2.1451187649788315,1.7819952122864908,1.6004334359403205,1.4928412721796271,1.311279495833456,1.3045549855984129,1.6462012760094409
169,8.475,0.9931022557474654,1.2863169013337843,1.253675698860914,0.643561313404437,1.3883261439536296,1.214574512328813,1.3444665087862,1.2499996022717366,1.3107283278881772,1.9338111869275665,1.7145130110904196,2.106591567890167,2.086655370086789,1.6214774213413268,1.275916659416125,1.3357252528262562,1.6015412235379496,1.5977438525277838
170,8.525,0.9930337959058472,1.2825475752400528,1.248095747822127,0.6792393739068097,1.3354106519676148,1.2353798915206025,1.3020670651519444,1.2387142502021695,1.2487173262468707,1.6090806667865347,1.7864079239426018,2.2658482858830795,2.0622503239631507,1.5762422858317076,1.274129181047297,1.379212000102744,1.320102914384055,1.6918467902134982
171,8.575000000000001,0.9944072674002754,1.2682535136167907,1.265467503945677,0.654540296805997,1.313291622094941,1.2819835407651996,1.2523232531896549,1.3610776409666518,1.2671533969774271,1.5644054036057375,1.8954621487671188,1.7851099003799922,1.934410001139044,1.7072141956361373,1.3826487592034111,1.2852791282735934,1.2658052020876296,1.7836526678082532
172,8.625,0.9962160712845632,1.2750102461891637,1.2759281801317044,0.6428217404938078,1.330684116642652,1.2753068094629083,1.3013667187239646,1.345342815601996,1.3404565826155477,1.5976501189022132,1.725975429657411,2.0403724410076456,2.027539909932127,1.8607170059503693,1.3474157629295778,1.2960856386274988,1.2832531075519786,1.6269161464060775
173,8.675,0.9973537421070428,1.2506763652778776,1.2527935924984193,0.6539009814213981,1.354029626366842,1.3572496730407235,1.278358529530646,1.3379293929974394,1.321829159628036,1.699794335121278,1.6173416248355443,2.029605176264213,1.8520147233410935,1.775904529231186,1.3129008483959126,1.205078073406877,1.4016960748574725,1.7192749205184596
174,8.725,0.9973095746959868,1.2375790950579422,1.242064160635587,0.6633324046873392,1.319455692203059,1.2685237475100577,1.34492166454956,1.4229112048607175,1.3496965343645284,1.7305285753644672,1.774418792855596,2.150620657065262,1.8998194142588185,1.8872793521184952,1.5675077675402789,1.1536857169096453,1.29789643152335,1.7460756932221126
175,8.775,0.9994943127930354,1.2687436630944315,1.25159847845802,0.6684960428440712,1.3689770501996037,1.2777119135196309,1.2808589871982503,1.4067419343430425,1.3312121660561669,1.6550746573468564,1.9526161687799988,2.1385796134257147,1.946417387291809,1.7170624722287622,1.5187014646066657,1.1777684827561896,1.3823282718664762,1.7429328970111075
176,8.825000000000001,1.000120903575079,1.2088141591054873,1.2327800104223754,0.6642472085462745,1.3441740067684522,1.294389784295546,1.3550643054344,1.3892909583845228,1.3363952220070598,1.7895919366207376,1.8263643736745887,1.948939163854091,1.7834631971117625,1.7773344576027876,1.3973526080463288,1.188975464741174,1.3238077339386274,1.7087926361554715
177,8.875,1.0009675496274224,1.218061748314384,1.249560854024056,0.6646260307807655,1.2721548491146073,1.309073490443205,1.3736811127682529,1.3413773016057289,1.342915578327754,1.6058676689017684,2.0542986405950927,2.048238762599236,1.8482627887359984,1.824023276752575,1.648286814872759,1.2604546231379936,1.1877360871877247,1.6569437834382683
178,8.925,1.003025859106318,1.2158824141757374,1.2424575174702954,0.6856335561214384,1.3568117915642637,1.3385587181351486,1.385712491160363,1.338558718135148,1.4526404270671205,1.6358625656548331,1.7377294653476247,1.9534476058735368,1.8575728767509092,1.6538390773653264,1.5579643482426986,1.2044262846030098,1.2343871374538309,1.7695858007257448
179,8.975,1.0046719906804586,1.201525012970066,1.2258267888673908,0.6709861060570115,1.3432404495892074,1.3537697700227174,1.3642990904562269,1.260510074754486,1.3281985632556217,1.7124959683418677,1.8606357579908184,1.9139660822644404,1.931742857022314,1.848784574818903,1.386588431114177,1.262151007809058,1.291778965738848,1.7239843601921945
180,9.025,1.0040084923434722,1.2019419931138262,1.2212244849819631,0.6787393301285314,1.3328608693404975,1.3655873639001972,1.335836005209561,1.3908760187872382,1.377487907376452,1.7170140189792855,1.9221180826798825,1.845936573305376,1.810775876670986,1.7638949478251364,1.5998116968646583,1.295085659366629,1.3243862398952848,1.7503210054169644
181,9.075,1.005487618500856,1.205040716635128,1.1892867439635224,0.6812811894701869,1.2843761072172666,1.2887897708159517,1.4241421211756171,1.365293273193154,1.3726493791909615,1.6749630444705734,1.7966731618888498,1.8952003997988849,1.866221800413579,1.6923502041017555,1.5474572071752344,1.3561984512322285,1.3156284120928028,1.8032968417483484
