,r ($\AA$),g_full(r),O (DOL),O (DOL),O (PEGDME),O (PEGDME),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
94,4.7250000000000005,1.0342824404241826,0.923138852339807,0.847759505336668,0.9657656149216328,0.6457045633483757,0.6485959914529276,1.3081851353033616,1.1927570351295365,1.1048118159494782,1.2861988305083478,2.749953728527952,1.3641502747815826,2.3818496861265723,2.230277433373063,1.4291098116759435,2.793260086457525,1.8405202120068964,1.7539074961477488,0.5395618676735703
95,4.775,1.0376992327960468,0.8129100969088155,0.7664003152448785,0.8472552957326615,0.6122102782068263,0.6512302739606675,1.1894371119446898,1.2809322744019738,1.2432577957430926,1.1356164281462884,3.053100608200272,1.2509231658598332,2.3322296312640947,2.268623368593256,1.0601043778473165,2.692665119732183,1.8445816174543297,1.8869857925682223,0.6425530616748029
96,4.825,1.042567963610444,0.8011008434432061,0.8258567409538118,0.6870277307057931,0.546053209340189,0.5429234926049057,1.0805758833398618,1.0594914758600595,1.1543713095191697,1.2861488562679335,2.5956183450514057,1.6611957408328992,2.325674037166059,2.1595544630827685,1.5989009005516652,2.595618345051405,1.495076166749609,1.640430794072488,0.692235521084321
97,4.875,1.0468167993754092,0.7973627801754917,0.7614717547904633,0.6380458327527038,0.5331615862728073,0.5679885347834398,1.1617947302388552,1.0895052803573255,1.182448858776434,1.1927759230452242,2.237530591571126,1.4238831037270805,2.2578717787672278,2.2782129659633283,1.4645654781192825,2.2782129659633283,2.013777532414013,2.1765070299828224,0.7055070946892629
98,4.925000000000001,1.0514393467441852,0.7527420385927874,0.7128239001825643,0.5241037726092298,0.4761465646580584,0.5818105228361895,1.0674958288559644,1.0877327166067885,1.1535026017969667,1.0927919385444946,2.172399238099814,1.5744911909163797,2.112608433381472,2.59093487112822,1.2755371673246625,2.1325387016209203,1.9332360192264413,2.012957092184232,0.8254791712644788
99,4.9750000000000005,1.0575348966296902,0.7740132356141611,0.7311677376138587,0.4918015054658814,0.5052295329188747,0.6197551132150793,0.9816920993326856,1.1403494083157455,1.1205172446928635,1.0957270401642605,1.894572600640518,1.9336359532310436,2.382864508022094,2.1680160687742003,1.6406608088020975,2.343801155431568,1.953167629526308,2.031294334707359,0.8615860880043091
100,5.025,1.0629848351978528,0.7459050204968175,0.7486439618205512,0.4689010484954555,0.4853537168637174,0.6998205769933796,1.0691703259621073,1.1080492469061838,1.0594505957260882,0.9476736980118676,1.7421880104864644,1.914492319215895,2.239956013482597,1.952782165600213,1.7996227800629414,2.0867966279453256,2.0676517047531666,1.7613329336786234,0.8122917411530304
101,5.075,1.0668776889882694,0.8055714988558148,0.7464962556063882,0.5032584169240917,0.4580942000206475,0.6575115885020082,1.0958526475033463,1.0243839965792154,1.0434423034923173,1.1863796053405804,1.4264853962230646,1.2200204046644632,1.8394153793402683,2.0271108262117234,1.6892590218431036,2.139728094334597,1.8957240134017053,1.8206458346531225,0.7205206848269566
102,5.125,1.0679994297188735,0.803095327275261,0.8057284267089511,0.4349642554089319,0.4460360728193411,0.691465414360851,1.10727907569947,1.0418701851518228,1.1493276481943873,1.0932628848678314,1.7300793127538072,1.7116742136819578,2.355852681196674,1.9693456006878445,1.8221048081130524,1.9325354025441464,1.9141303034722972,2.061371096047089,0.8924594978512892
103,5.175000000000001,1.068638582714601,0.8272494556584604,0.7988423463590548,0.4902019732259874,0.4979583335618416,0.7056617304939621,0.8889504916612256,1.0126704054491278,1.2097058237039355,0.8247994252526839,1.4260421039301463,1.769014255508283,2.2202934023216216,2.021730577723752,2.003679411851219,1.6246049285280153,1.8953724166160173,2.2202934023216208,0.9543172488326116
104,5.2250000000000005,1.0662819769399383,0.8190926326927539,0.8013596994076535,0.5036909517384571,0.5326037254032027,0.8540388528663226,1.0023719167852103,1.132725215380597,1.1417150980423474,1.0203516821087115,1.3988802263057618,1.8061491529517424,2.301954802781633,2.089466667140251,1.8061491529517424,1.2749288138482893,2.248832768871288,2.17800339032416,0.8049614322128879
105,5.275,1.0649105963134209,0.8077809841393805,0.8392637301878901,0.467313381518839,0.5374850394465878,0.7364923207186077,1.1025334142494128,0.8908469987135255,1.049611810365441,1.0804827459644244,1.285620781221737,1.702578872428786,1.9631776794331923,2.084790456035249,1.650459111027906,1.3029940350220308,2.380135770640242,2.2758962478384794,1.152484928119486
106,5.325,1.060499133996461,0.8260160424296675,0.8308940899243302,0.5230435613158088,0.4922762930031144,0.9347839937465732,1.1814631032074745,1.133858362785195,1.1381860664599477,1.107892140736679,1.295688251713823,1.4150279591085173,1.9776294368263612,2.028775025709802,1.704852962781346,1.3638823702250769,2.1310662034766827,1.994677966454175,0.9300146876560278
107,5.375,1.0598433330194266,0.8490216173688766,0.833860517058718,0.4802843739701632,0.5392414378407523,0.7603138353112204,1.1680799145842773,1.0236627615084024,1.1978128578646043,1.0449005781372085,0.9370382124709128,1.706748172714878,1.9410077258326055,1.9242749006099116,1.8071451240510472,1.455755794374454,1.8573435997191317,2.2421985798411144,0.9973105318955172
108,5.425000000000001,1.056309515169806,0.8686927079966706,0.9078582944708216,0.4869995893145222,0.5434633098147561,0.9006397756098925,1.034067890515061,1.200853034146523,1.079933805013713,1.1674960054202304,1.0348260048042972,1.576877721606548,1.9218197232079808,1.7247100080071618,1.6754325792069575,1.2812131488053204,1.83969067520764,2.069652009608595,1.078572293637132
109,5.4750000000000005,1.0550475929413423,0.9236531828565336,0.9044264305073136,0.4490408011160353,0.5737743569816012,1.0275486366279185,1.1585508532498046,1.1667384917886734,1.1708323110581067,1.1667384917886727,0.9353756755009672,1.7256068496310932,2.0481501860107367,1.886878517820916,1.741734016450076,1.1450288441477352,2.032023019191755,1.790115516907022,1.0100872442338045
110,5.525,1.052364002944102,0.9047455974306442,0.9183394377927072,0.4545597707180152,0.5375781719569342,1.069335633814394,1.0974760452305623,1.0532553987194404,1.097476045230562,1.1698371031578525,0.9977054956641463,1.31443739904959,1.6786790879428497,2.027084181666837,1.8528816348048436,1.1085616618490517,2.074593967174654,2.4229990608986416,0.8745678883275612
111,5.575,1.0506893946313942,0.9175172419534507,0.9405108025844592,0.5199588876965554,0.5694151315134516,1.0068098533368923,0.95153401825173,1.223964919742889,1.1884304543309987,1.0423443187487829,0.948782190963942,1.6953648986077,1.8197953498816597,1.6020420601522305,1.60204206015223,1.1198740614656366,2.208640510112784,2.4419476062514582,0.921801098213211
112,5.625,1.0474831211099698,0.9420800366811442,0.9238650321049424,0.4398544125890671,0.5094433196553969,1.1324912875955655,1.1867888150830237,1.1596400513392944,1.1790320254419584,1.2488431322115483,1.0694967535408515,1.4056243046536911,1.8334230060700316,1.6959162806147794,1.5889666052606948,1.1153323286926025,2.2153861323346216,2.4751210581945435,0.9003416547665336
113,5.675000000000001,1.0439074753690996,1.0128825470402585,0.9384374693779356,0.52888515210222,0.5611342467425995,1.2955205526916669,1.219313461356863,1.1850202702562012,1.1812099156894609,1.2840894889914465,1.0207131627267674,1.5610907194644683,1.8012585224590023,1.576101207151627,1.5761012071516267,1.2158495026598255,2.191531202325121,2.0864577885150117,0.9199284596844196
114,5.7250000000000005,1.040691824079063,1.010038402858256,0.995971015631818,0.4423680409222151,0.4968718396604825,1.2842226009686315,1.1494353892051596,1.1906203705773313,1.2018526382242871,1.3815689205755837,1.1504565044457928,1.3716981399161383,1.7256847566686893,1.6224386601158618,1.651937544845241,1.017711523163586,2.2271657970681367,2.330411893620964,0.7797638866475212
115,5.775,1.0396099260736478,0.9559885246310692,0.9919331401631116,0.4708658229371844,0.548097783313125,1.3099153736020523,1.188490633914221,1.2694404603727754,1.162733870950136,1.3172744487346482,0.956679767237454,1.5074953907984123,1.6089614267175365,1.550980834763751,1.550980834763751,0.956679767237454,2.275738234186065,2.304728530162957,0.7907251137370793
116,5.825,1.0377260731092612,1.0320492843746023,1.0157430415668405,0.5252606000276351,0.5142411468802022,1.3273072591123287,1.2296579512212302,1.3851735156403866,1.17902497675918,1.2947574898152956,0.8975845472818081,1.4389847504041684,1.524468993002437,1.5529637405351917,1.6526953568998366,0.8405950522162962,2.251085055087709,2.4790430353497546,0.901945988230698
117,5.875,1.0364878674452682,1.0753372791169384,1.013221523242482,0.4718237119603666,0.5970014314600561,1.5323530538518166,1.2585916033956923,1.3119217560819498,1.0843797712872485,1.4185820614544666,1.274536780360472,1.806760930401108,1.7367314369747084,1.6246842474924694,1.8907963225127875,0.9944188066548736,2.338985080441744,2.521061763350384,0.8960916811908676
118,5.925000000000001,1.0342401183267995,1.0237738155075546,1.0119534635645555,0.5325314807653352,0.5206974478594387,1.3458026344674716,1.3108467218839008,1.2164657579082596,1.171023071549618,1.3458026344674714,1.0465588373505403,1.459674167883649,1.5147562119547302,1.7213138772212848,1.5698382560258115,1.2806575246526353,2.0931176747010825,2.2308227848787863,0.8022025244943932
119,5.9750000000000005,1.0324053070920065,1.0719312289921354,1.0964694137521964,0.5271472043479205,0.5667123366830845,1.4196184315154603,1.1480691431626244,1.2786877881931027,1.3164984485966622,1.234002462261623,0.9884935736357556,1.4759698565246215,1.7197079979690535,1.7061669901110297,1.6249209429628857,1.1509856679320445,2.139479241567799,2.3967583908702554,0.6474812532928641
120,6.025,1.0320273863546603,1.052308558577664,1.0402422564575826,0.5573454056573552,0.5848121196938569,1.4637645757298967,1.2913581245469288,1.3522074602585643,1.1561373785210725,1.2237477515340005,0.958838017274256,1.3849882471739248,1.744552503651771,1.5048429993332069,1.6912837249143118,1.238499105645914,2.836562467769673,2.4503638219230983,0.726466559006259
121,6.075,1.0270133738042255,1.0962744533275346,1.0450525130580997,0.5504601728878756,0.585356421066862,1.6625507817283658,1.2203122737886216,1.203686765971338,1.266863695677016,1.31341511756541,1.1134052204908158,1.2705918398542253,1.5718661936340934,1.6242617334218967,1.5718661936340936,1.309888494695078,2.8031613786474674,2.423293715185894,0.7101466910525444
122,6.125,1.025336809877338,1.029903669713999,1.099956783286431,0.5182547777118404,0.6433889441251693,1.6257049279544595,1.2299095632009596,1.2593488878520462,1.305143392864848,1.298601320720162,0.9664424759195142,1.5076502624344423,1.5591938611501497,1.4432207640398085,1.5720797608290766,1.288589967892686,2.061743948628297,2.4998645377118107,0.7202954942975655
123,6.175000000000001,1.0229359335967825,1.0163156327688718,1.064078235379663,0.5850729885476214,0.6177586303659242,1.5705199465680555,1.1328340598195814,1.1907630742421735,1.2261641386115354,1.1617985670308777,0.9128208333256947,1.21709444443426,1.6861829282266307,1.635470659708537,1.6101145254494895,1.318518981470448,2.4722230902570903,2.3834766203504256,0.7855226899027237
124,6.2250000000000005,1.0169936196452736,1.0399143496282972,1.0524075998240603,0.5832166480276166,0.629316493368035,1.6055611251583803,1.2160462959779454,1.2097127215197263,1.2382138065817094,1.136876615250214,1.110294795175569,1.3972249107827397,1.4845514677066605,1.4221753556181451,1.3722744659473332,1.1726709072640842,2.195639145515736,2.070886921338704,0.6637327518969759
125,6.275,1.0151095878860836,1.0339466495601826,0.9835959067163677,0.6298782790276122,0.672081178794956,1.5426783053416893,1.0720835091667495,1.178045251351836,1.1655791640359434,1.2871235153658946,1.227720720504559,1.2645523421196947,1.4978192790155618,1.4732648646054702,1.3013839637348317,1.2277207205045586,1.9643531528072933,2.4554414410091163,0.6118559182596189
126,6.325,1.0107090712912823,1.009020556025494,1.0522395975457182,0.6033438222669818,0.6760358490461362,1.5828009839701949,1.2484496133253278,1.1410890814668846,1.150291412769037,1.1349541939321168,1.0512966366398215,1.0875482447998157,1.510483673333078,1.667573975359717,1.4258965876264251,1.087548244799815,2.40469000794626,2.3805222691729315,0.6713945796978453
127,6.375,1.0070776053805413,1.058488695142065,1.068131946919887,0.6572951498242012,0.6521839900277456,1.5943044170015117,1.2621576634595306,1.3044308866375998,1.2893333069311474,1.111181866394993,1.022975400716077,1.1776112171033914,1.6296236034663103,1.522568038275092,1.2846667822946087,1.2370865310985122,2.355222434206783,2.224376743417517,0.5527562855791425
128,6.425000000000001,1.003171214958793,1.0364937919107309,1.0242077663600646,0.6682387912197459,0.7074877563666888,1.6379591798127746,1.1444905339889624,1.2247535065024735,1.090981885646622,1.2515078306736442,1.0539582249248998,1.2998818107407095,1.592647984330961,1.5575160435001296,1.2998818107407093,0.9836943432632396,2.0142312743009207,2.02594192124453,0.6703747893229801
129,6.4750000000000005,0.9996977780902292,0.9798580959227728,1.0491409915940797,0.6401221771192083,0.6926399408766667,1.7766706122929514,1.2029845496744689,1.1824957617238097,1.2439621255757898,1.1181024281645917,1.0031523451167328,1.199170619449887,1.4759023008613992,1.5335547344887972,1.360597433606603,1.0492742920186515,2.294566858370455,2.2023229645666182,0.6755923956908609
130,6.525,0.9951271497874448,0.930786142019359,1.0206700859258244,0.6674288937211239,0.675235079612599,1.616961336043403,1.175971880758837,1.0462690997927888,1.1240907683724175,1.1846187328232407,1.0786729595492914,1.078672959549292,1.4874332389574434,1.5442054999863524,1.283053099253368,0.9991917941088178,2.452561676448913,2.2822448933621837,0.5888094500998383
131,6.575,0.9919218950410842,0.999339763983742,0.9716099519628484,0.635213780854416,0.6698093876785596,1.7145227915308954,1.203572290743543,1.175186151810912,1.248990113035752,1.138284171198492,1.2300660204139968,1.1517890918421965,1.520808897966396,1.520808897966397,1.0735121632703972,1.051147326535597,2.2253012551125964,2.381855112256196,0.6288398737014411
132,6.625,0.989755097232732,1.0231806421632426,0.966453994651112,0.6815076402499008,0.6663630260221255,1.6551898380633494,1.1770860165957264,1.2106371619618748,1.0820244380583044,1.2385964497669997,1.0133123701493485,1.2335976680079026,1.3988116414018177,1.6080826743674428,1.376783111615962,1.10142648929277,2.070681799870405,2.114738859442116,0.5637505377849529
133,6.675000000000001,0.98659703403253,0.9385769860881578,0.9603080960196368,0.7151594017653413,0.6918491213948937,1.6442569705736725,1.0989255129964743,1.244898074873199,1.0961713137157814,1.2366354770311203,1.03073821565326,1.0741377194702393,1.5515322614570126,1.377934246189095,1.1392369751957083,1.171786603058443,2.1699751908489686,2.018076927489541,0.6722494570834142
134,6.7250000000000005,0.983632268099383,0.9256918825132352,0.9236529136090208,0.6476115687564629,0.7321225819842568,1.562916718208724,1.2074617006994472,1.0527980671267092,1.13148658245319,1.2861502160259286,0.9834008811961444,1.1651162614171713,1.6247492819762384,1.1116705613521636,1.1758054014301726,0.9299551811311368,1.8919777823012771,2.030936602470298,0.5183142177733003
135,6.775,0.982006283793996,0.9356845829293742,0.9467339982940796,0.6715763507129642,0.7213562688924969,1.5452800559137851,1.074744952382943,1.1095003861664712,1.1790112537335269,1.1228678606985976,0.8530879201411437,1.2533020061332851,1.4007493009724947,1.4744729483920995,1.2217061572391688,1.0110671646117255,1.87468703438424,2.253837221113636,0.5532497622684052
136,6.825,0.9803918457517646,0.9353878823870162,0.91955062723549,0.6787181485885027,0.7447170224328511,1.5069148276677184,1.114379321859169,1.143358453160472,1.122282721304979,1.1380895201965984,1.0170637266627844,1.2142495512198548,1.369922570607015,1.5463519925791307,1.0793329344176488,0.8925253111530557,2.0237492520330886,2.013371050740612,0.7338870913966153
137,6.875,0.9796297966658276,0.902322108072796,0.9345130589553936,0.6337237810036269,0.7717191119572593,1.4694981484951704,1.1293846194264996,1.0930366086863377,1.113806900537858,1.1008254681306575,0.9000459802326127,1.0534629086813536,1.3807523560386668,1.421663536958331,1.0636907039112695,1.16596865621043,2.004647865063544,1.933053298454132,0.5854890942839697
138,6.925000000000001,0.9773467362409558,0.960005700371058,0.9085682392094636,0.6999741112745574,0.7415567317463133,1.3587920904924544,1.0491615011335345,1.0568382926052429,1.0568382926052426,1.0824275975109383,0.8366927270680575,1.139111785044464,1.1491924203103436,1.5927403720090738,1.0887086087150628,0.9677409855245004,2.1370946763666057,1.8649175241878395,0.6279824316142724
139,6.9750000000000005,0.9760361523056948,0.8704745171070881,0.8960627718287989,0.7249857424306942,0.7377946778093283,1.3494706072751828,1.1451582349587528,1.072009360919538,1.06191986105206,1.1577701097931006,0.8545500645333641,1.003599494393835,1.2420785821705878,1.3613181260589633,1.1327756669395757,1.0035994943938342,1.887959444899292,1.7289733863814567,0.572167301158255
140,7.025,0.9756098118308106,0.8945641237152495,0.9034396946555052,0.6591425241206696,0.7298551320723125,1.3353026978472855,1.0742099915642969,1.0319378391184792,1.0369110335238696,1.091616171983162,0.9403858512010672,1.0677297685512117,1.5771054379517897,1.3028262313514785,1.0481383966511892,0.9501815371510782,1.802406214802045,1.6456752396018672,0.5871414211261771
141,7.075,0.9766485572159326,0.9215726592081156,0.908677089763924,0.6963367626919893,0.6880371588458387,1.3017864789579834,1.0737899769935906,1.007597444165219,1.0026942935853391,1.0835962781533497,1.0140606881114236,1.062349292307205,1.4872890092300892,1.5066044509084018,1.1106378965029875,1.062349292307205,1.7963360760830949,1.6707857051740602,0.5853761406590732
142,7.125,0.9736359489228668,0.8782580501517375,0.9073213982436256,0.6857795941200124,0.7013282961346665,1.2980837024444591,1.1119525197848257,1.049103029536118,1.0128437082387864,1.1409599768226903,0.96178765380598,1.0570141541828095,1.228421854861103,1.4283975056524456,1.0951047543335417,1.0855821042958589,1.847394107310496,1.7140770067829347,0.5771891961616006
143,7.175000000000001,0.9743560131848484,0.871881720085883,0.8472522929648129,0.645589529082597,0.7028855997886777,1.2442993262071973,1.0512183962784938,0.960637219274905,1.0988926999645932,1.0392998203569697,0.8826969561274771,0.9766008876304006,1.5024629040467707,1.3522166136420932,1.1550183574859545,0.8826969561274773,1.756003519104663,1.5024629040467694,0.5343900265222483
144,7.225,0.9735389585650224,0.8987195034012713,0.8726632622707183,0.6462352628982243,0.7186581802919908,1.2318385246241867,1.0249648792674533,1.032017389904614,1.0367190636627222,0.9991056735978614,0.7593915494155569,1.1668699417848791,1.4539569909541754,1.3798700105233888,1.0094351083694588,0.9723916181540664,1.685478804800381,2.00960934418507,0.530137704358048
145,7.275,0.9728877643284344,0.8711631166302481,0.882923818704757,0.6632863552322544,0.7088137026919835,1.1523611681690054,1.0016499489919726,1.1616357047337458,1.1222189243335987,0.952958632027085,0.9499373814794816,1.0412775143140476,1.2513598198335485,1.3701019925184823,1.0321435010305904,0.9316693549125686,1.991214895793527,1.552782258187613,0.6274507900431581
146,7.325,0.9733125302038698,0.8958314478088221,0.8777859222414498,0.6410995199336871,0.6635534886270174,1.342521001386219,0.9331321440640152,1.054347839248802,1.0063189788925655,1.0108931560693502,0.9640424928647102,1.0361204362564644,1.2613640093556957,1.7118511555541576,0.9910717216366174,0.837906091929141,1.828977813565759,1.621753726314465,0.6401514283632446
147,7.375,0.9736967097436184,0.8688910772006815,0.8565994473280869,0.6393104515738623,0.6652800517572689,1.227363257898844,0.9679022750709634,1.0671743032833698,1.0107697417990482,1.013025924258421,0.906575133675284,1.0310070147679702,1.4309666325658887,1.439854624072509,1.1021109468209336,1.1198869298341745,1.7242703522843623,1.6887183862578805,0.5836145443377804
148,7.425000000000001,0.9734735669639614,0.8735365314549821,0.852210364339518,0.6751892386098503,0.6910139863897684,1.1997593393759636,0.999428466381832,0.9972025677930084,0.9927507706153608,1.0461723367471294,0.9294812895148584,1.0083995122095162,1.5695957624826378,1.4292966999143577,0.973324746567446,0.8154883011781308,1.6923574422298833,1.7888130477455764,0.5875918009476399
149,7.475,0.9735645730992476,0.9047983658391824,0.8808684500987934,0.6446249985302895,0.7070800156889337,1.2123136517475677,1.0234386987579105,1.0234386987579105,1.005868935689105,0.9773180707022964,0.9863026086352092,1.228552372159646,1.358329031190595,1.4015879175342445,1.1679899312785365,0.9689990540977488,1.643837681058682,1.522712799296464,0.6118042497173288
150,7.525,0.9738792861328333,0.8806008538119893,0.8553594053901936,0.6434236888446255,0.6867098891203757,1.14207845859231,1.0792316363927326,0.9362009375936958,0.9795435735934038,1.064061713792835,0.9476276325390732,1.1183713501136812,1.178131651264794,1.357412554718132,1.1012969783562203,0.964702004296534,1.31472662532448,1.5879165734438525,0.6094505347714062
151,7.575,0.9745644332655364,0.8959323145190556,0.8818705965781739,0.6501619431511283,0.649437932078577,1.2019029349628114,1.1142196247608993,1.0072887586610042,1.12277409404889,1.0137046106269976,0.9267341728657504,0.9604335973335958,0.935159028982712,1.3227024103629337,1.2890029858950889,0.7498121944095618,1.3816764031816633,1.6765463672753107,0.7092353363768491
152,7.625,0.9746588971445184,0.8790662975861293,0.8881860652200859,0.6466650451133871,0.6459504981022123,1.2241839256069145,1.0553309703507885,0.9476872113750088,0.9814578024262336,0.968793830782025,1.0310263783063454,1.0060821917344178,1.1474325823086744,1.3968744480279514,1.0476558360209638,0.9063054454467068,1.5964279406033732,1.571483754031446,0.6103689734641098
153,7.675000000000001,0.97517543849154,0.8723463601579994,0.9259629825634031,0.6467301243168889,0.6636565397842886,1.1895363977704747,1.0520418228968291,1.0874570921824651,1.0957900967202618,1.004127046804498,0.8370881831150295,1.0176366147672904,1.3294929967121056,1.4361807063248055,1.0504636023404288,0.7878477017553215,1.5674886566173591,1.427973959431521,0.6521851510704133
154,7.725,0.9769439842583116,0.9190373017135816,0.9078342408688173,0.669016693471469,0.6829400377684823,1.1680186428115669,0.9294796242092048,1.0569746169104677,1.087820179660773,0.9562124452594694,0.7776820669167922,1.0774136968743058,1.4095487462866862,1.2637333587397872,1.0045060031008566,0.7857829217805087,1.5958684081521677,1.37714532683182,0.7092381094968193
155,7.775,0.9781013331883328,0.8855174267387083,0.8973395801533939,0.6844931487156065,0.6982379910592935,1.2200344982482445,0.9926736599723648,1.0251537797260617,0.9520735102802436,0.9723735851263042,0.8876669091777424,0.919654905904868,1.351492861721067,1.4874418478113518,0.9596399018137756,0.9516429026319942,1.53542384290204,1.431462853538882,0.7593885141393694
156,7.825,0.9784695243705612,0.932594877408252,0.8998392236599613,0.6723811716437178,0.6527050324129734,1.1784389467342888,0.9579826811887586,1.0561859267499496,1.0100905257722474,0.9800283077433116,0.8447786924898957,0.97110073996502,1.1526886832105117,1.444808417996737,1.1684789391449022,0.7184566450147711,1.3579620103575891,1.626396361242229,0.6752751287860307
157,7.875,0.9785970098039316,0.9074075420889915,0.8932815746168984,0.6518119458909344,0.6940155970637283,1.153628302241246,1.0546893397848782,1.0566681190340057,1.0309439887953509,1.1160314965078264,0.724952761271203,0.9666036816949374,1.216049793100082,1.3875439946911192,1.114712310341742,0.8106998620667216,1.3173872758584229,1.5902189602078,0.7034762146897642
158,7.925000000000001,0.9803864639099792,0.9349021353090444,0.945913939022932,0.681978592298649,0.6813171193672243,1.131301889855348,1.0257918690398238,0.9398207409679143,1.010160754844931,0.9280974053217448,0.923656747880014,0.969839585274014,1.2392394700723517,1.4932450757393552,1.0545081204963491,0.7081368400413444,1.462456517476688,1.5009422153050225,0.6713005292627957
159,7.975,0.9809024994977642,0.9105294941049178,0.9069047747812522,0.6760667901031556,0.6930501104342492,1.196268906635149,0.962803523243451,1.0689241520578592,1.011040172704545,0.9782392510710012,0.7068861721025875,1.1173362075169924,1.3757677112964335,1.170542693589231,0.9881204556272728,0.7068861721025881,1.5733918024218891,1.428974197368672,0.7166587919934072
160,8.025,0.9834075094700796,0.9149693613564543,0.913895453655332,0.691536897984003,0.6947623499335553,1.1947470999843015,1.0594567585187746,0.9737093589983704,1.0213468031763728,1.0365907853133336,0.8107026863747321,1.140988966008882,1.2911190931153138,1.313638612181279,1.186028004140812,0.683092078334265,1.4112231948004608,1.4187297011557818,0.7633657381340309
161,8.075000000000001,0.9841457344742344,0.9418569787059514,0.9103910360990326,0.6823623881130143,0.7174043408172305,1.1066003615371238,1.0501411594178824,1.0181476115503123,0.956042489219147,1.070842866861604,0.7265557929284139,0.8525909814976285,1.223282712583554,1.3641455703962062,0.9934538393102804,0.6079344389809179,1.4086285781265175,1.39380090888308,0.7414591135455428
162,8.125,0.9849649121940584,0.9379832598304432,0.943570650804862,0.759575974452619,0.6790244212380916,1.1673778942782382,1.0205262164948288,1.0205262164948288,0.9907841045386956,0.9889252225414372,0.9592957701002882,1.0911074026331518,1.1423674819514875,1.4572508263355528,1.054493060262912,0.7176411104567044,1.5524481164981754,1.4279593524393592,0.6460563349654993
163,8.175,0.9858413431266344,0.9503463603958796,0.9182657028580152,0.7266908533249451,0.7099067189880989,1.017261994952526,1.087038088469125,1.0172619949525257,0.9731928832578316,1.0411327637871524,0.860794391309244,1.077801380714936,1.121202778596074,1.2875748038071049,0.9475971870715204,0.7305901976658286,1.2586405385530122,1.425012563764043,0.7380451996828272
164,8.225,0.9869413075337924,0.9667704651751128,0.979719805209182,0.7209530865130265,0.7688528656851011,1.0357689527007743,1.021257303626157,1.064792250850008,1.0539085140440458,1.0031177422828863,0.6788593411799907,0.9075277508406184,1.0290078434728271,1.4077398969732438,0.8575065362273561,0.7217346679913581,1.364864570161875,1.236238589727772,0.7796309426311983
165,8.275,0.9877505695140312,0.9561327694007776,0.954786103528382,0.7407819589159117,0.7068067011769344,1.0465872801527556,1.0071610469963164,1.0268741635745358,1.039418874124312,0.9856558289109856,0.8471752579069635,0.9813113404088992,1.4119587631782715,1.2425237115968797,0.98837113422479,0.7200989692209186,1.2354639177809883,1.2001649487015311,0.8415562383392123
166,8.325000000000001,0.9884896128181164,0.940357965658005,0.960648675210583,0.7480951767827565,0.723518332032682,1.1243560645137287,0.9756223488930152,1.0198883356848942,1.0517598461750477,0.9720810699496653,0.7603018579890019,1.171841395799562,1.234618613431681,1.1857918886066996,0.906782032463947,0.7254256259711581,1.3950492807137644,1.185791888606699,0.706991046190297
167,8.375,0.9891905662074184,0.9347508307789326,0.953813963052202,0.7759119373367519,0.7000976411694965,1.0514859691504688,1.0357399230234237,0.9989991487269848,0.9255176001341068,1.009496512811681,0.7719273791575065,1.09586119005396,1.075184563826527,1.3370884960406808,0.9855858501743164,0.6823286655052959,1.2543819911309482,1.102753398796438,0.7565957311385262
168,8.425,0.9902520854792772,0.9681843791610728,0.9574664709046768,0.7480003813256114,0.7924824071321425,1.0079230851578629,1.1254852974918843,1.0165673654765413,0.9404976986721738,0.9716171078194148,0.8104667668481806,1.0488393453329397,1.2327267630211824,1.2054841826229243,1.0215967649346815,0.6742538648568895,1.341697084614215,1.375750310112038,0.775162606536152
169,8.475,0.9916112753996444,0.962892425548556,0.98664377204542,0.7883648300414022,0.7739047267757864,0.9977738209027872,1.0353611908683025,1.086616695366733,0.9875227200031002,0.9208905641551404,0.8278540575049582,0.9624644733594236,1.1980327011047374,1.258607388239247,1.1038054100066117,0.7067046832359398,1.1711106179338435,1.373026241715541,0.7343135542428251
170,8.525,0.9939175716954138,0.98715819942063,0.9770074724343,0.7854323262059594,0.7334131546741232,1.0215633077156443,0.9996123606077046,1.0215633077156447,0.959087535177663,1.0249403765014815,0.9046450929332625,1.137458168320499,1.1906725855518672,1.3436640350920517,0.9578595101646308,0.8780378843175783,1.1973243877057886,1.1507617726283412,0.7279650826612566
171,8.575000000000001,0.9927342345159702,0.9869665294862484,0.9785014417174654,0.7762994956848934,0.7559597709071229,0.9662933863654488,0.9546110829033444,0.9829823913113112,1.0013402967517595,0.9496043814195856,0.7100413013330652,0.9007005396539808,1.1636787994069673,1.282019016295812,0.8875516266663311,0.7494880402960133,1.0782108649872475,1.0321896695304744,0.8014128293390788
172,8.625,0.9954509718584028,1.005926573128331,0.9758665369011444,0.7885465431091346,0.7667665748504545,1.0507996993726256,0.9914138450909704,1.0244059863585566,0.9023350636684871,0.9831658097740732,0.8642941250251029,0.9747678101786872,1.1697213722144248,1.098238399467988,1.0267554267215506,0.8383003167536712,1.299690413571583,1.1177337556715612,0.8402896388152609
