,r ($\AA$),g_full(r),O (DOL),O (DOL),O (PEGDME),O (PEGDME),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
173,8.675,0.996350505202538,0.9364669583799063,0.988850291674955,0.8352391025003484,0.7695461393823434,1.007739396474466,0.996324872566178,0.92294579029862,0.9490361306604188,0.9734958247496052,0.8543598198020751,0.9442924324128198,1.0599200771980632,1.0021062548054414,1.0278012869799398,0.8607835778456997,1.2719040926376757,1.143428931765183,0.7484333606337339
174,8.725,0.996731853082941,1.0023816855754466,0.9581678710455328,0.8246021517953125,0.8300594790739045,0.9414141432215524,0.9591462589329172,0.9833264167211416,1.0204026586630863,0.9398021327023368,0.7810923697650795,0.9906537372630276,1.0541571819593751,1.1303613155949932,0.965252359384488,0.7747420252954448,1.3907254388500196,1.0859089043075494,0.7783707935638082
175,8.775,0.9978121276863188,1.0011704727319812,0.9897935355418452,0.7898738037335967,0.8287200563762328,0.9785271434903992,0.9036235999333164,0.9849019131548316,0.9801208359065076,1.0040262221481293,0.8036073273951359,0.9417273367911744,1.1928546266021551,1.1363509863946848,1.092403710677763,0.7533818694329399,1.13007280414941,1.0735691639419398,0.8139214839409432
176,8.825000000000001,1.0001995520090596,0.977721517024424,0.9975541969035144,0.8855020223378814,0.8076205191684048,0.954864979639084,0.9753488818425626,0.8902619034588817,1.0588601754413602,1.0572844906564771,0.7634909003114791,0.9310864637944866,1.0986820272774944,1.1235109996453467,1.049024082541788,0.9745371654382292,1.036609596357862,1.117303756553384,0.7796424001936288
177,8.875,1.0004622002030257,1.0161996324096452,0.9916141574319924,0.857619660250961,0.8011834341458858,0.9690639635330766,0.9301144473139014,1.0158033829960862,0.9955496345621152,1.0017815571571829,0.95744992596954,0.9635874254949858,1.147712411258359,1.1906749079364791,0.9206249288168652,0.7364999430534929,1.2765999012927192,1.0249624207494434,0.8700844990512041
178,8.925,1.0008235029919588,0.9987678704046998,1.01179150244417,0.8235246512328575,0.834998712238002,0.9613176929400896,0.9320468016486454,0.993669730683266,1.0013725968125933,0.9428308142297036,0.7889602277917411,0.9103387243750856,0.983165822325092,1.1530957175417749,1.128820018225106,0.8739251754000823,1.0256482961292628,0.9953036719834268,0.7316150809365487
179,8.975,1.0022810001003983,1.0277383358065335,1.0185799880633395,0.8602765163303991,0.8798751420021951,0.9445426720528568,1.0664191458661283,1.0466142188714724,0.956730319434184,0.9475895838981888,0.8462105170444209,0.9122269403599432,1.1762926336220323,1.1582881545359809,0.930231419445995,0.9302314194459944,1.0022493357902007,1.1162777033351936,0.7901761688684449
180,9.025,1.0031002030307206,1.0067590037496053,0.9917580964685446,0.8574015033661141,0.8196574752583852,0.961225045131887,0.99889060332671,0.9295859762482354,0.9808111353931944,0.9446521995261646,0.8249898625217622,0.9733693341983382,1.21077648888086,1.2345172043491124,1.127683984741977,0.925887903261834,1.01491558626778,1.0030452285336533,0.8613882553697714
181,9.075,1.0037615324059506,1.0071727849661167,0.9878579094345258,0.8570596951047336,0.8737065284999401,0.9298013125468182,0.9879138945809942,0.9670529676969312,0.9551324380488948,1.0132450200830712,0.8687537516220273,0.974412991684166,1.115291978433684,1.3090005852142708,0.9802829494653964,0.8452739204971076,1.115291978433684,1.0800722317463043,0.8143667958530798
182,9.125,1.0049183735144611,0.9964424087530552,0.983429684882149,0.8945930418423567,0.8117695923466339,0.9343774661923396,0.9638530960406788,0.9373250291771734,0.9461677181316752,0.9564841885785936,0.8476476583658654,0.957957970071012,1.1959960111189605,1.137937952326778,1.068268281776159,0.8650650760035198,0.9811811935878844,1.0450450582592856,0.8289268965512426
183,9.175,1.004923412393394,1.0012214736148883,1.0261424676244495,0.8587130971563692,0.9006617254657315,0.9344256259348244,1.0306379368735117,0.887777232752431,1.0000249288475649,0.9490032488043229,0.9934870858636706,0.9705162861905218,1.1485399836574224,1.1485399836574224,0.959030886353948,0.8441768879882054,1.091112984474551,1.0394286852099677,0.8856649649488915
184,9.225,1.0059211365865597,1.0004207337678908,1.0489112052936025,0.8972712519155367,0.8753032397630888,0.8825057435764904,0.940185857535738,0.9286498347438878,1.0151700056827595,0.925765829045926,0.9088987654184494,1.0054692592441596,1.1304428394891963,1.124762222205331,0.9543437036893718,1.0395529629473517,0.9827467901086984,1.0395529629473514,0.8301816401991722
185,9.275,1.00690761186772,1.0210177130326994,1.0395085850010075,0.8596133928020817,0.8489889576101463,0.8858550047586672,0.9315029277091946,0.9343559228936024,0.9200909469715624,0.9685918651064978,0.9890383305947552,0.9665601867176016,1.039614154318351,1.1070485859498116,1.1913416254891371,0.9216038989632946,0.9834187946254672,1.0171360104411975,0.900731336791651
186,9.325,1.0065506905805963,1.0236188368801822,1.015930428107966,0.9125290627166924,0.8910296868935241,0.9173067017885072,0.9652888984974448,0.9836350325332154,0.931419112585254,0.9511764877006978,0.9840199164640364,0.9951387855766244,1.173040691378032,1.15636238770915,0.9562227436825664,0.9395444400136844,1.0340548274706822,0.9673416127951544,0.8929699933737106
187,9.375,1.0082387507395416,1.0040735713847797,1.027418019622305,0.9231466972804666,0.8801326934645306,0.893585932189718,0.9606048771039474,0.971774701256318,0.9284916326658784,0.97875584135155,0.7535400308853626,1.0010531797163211,1.034054932893782,1.1055587314449478,1.1550613612111391,0.9020479201839376,0.9625511343426162,0.9515505499501292,0.8112369735153457
188,9.425,1.0074311261671454,1.0225149692730418,1.03263631033945,0.9016860535935044,0.8965415792213421,0.8813671785907278,0.939388215425854,0.9407696686838332,0.9200478698141452,0.9366253089098956,1.0067863895272628,1.0829756298158126,1.0884177184078516,1.1428386043282448,1.1537227815123228,0.9904601237511448,1.050323098263577,0.8544079089501634,0.9071073178669512
189,9.475,1.008643819075719,1.008413486508492,1.020482606413228,0.927826967144576,0.8903436831851202,0.8502191269846454,0.9117301570719588,0.9103632452922404,0.9486367751243469,0.8802911861384429,0.947725500604534,1.0392671682765624,1.0823456001222231,0.996188736430902,1.1523480518714224,0.8507990289517976,1.1038848160450536,0.8992622647781661,0.8304686465756571
190,9.525,1.009699825123907,1.0529941777978464,1.0362235176302164,0.937801764525238,0.8888052856169365,0.8927151412307551,0.9130041217132724,0.9630502735701476,0.9265301087016172,0.95763987877481,0.9591154409917204,1.097654338023858,1.0816690806739964,1.0603554042075134,1.017728051274548,0.7459786763268943,0.964443860108341,0.9697722792249622,0.8809834178224967
191,9.575,1.0097860551086604,1.0284470693812882,1.041522680043348,0.914438850295382,0.8673121702008727,0.8941241837576009,0.9583726280994648,0.902155239300334,0.9128633133573116,0.903493748557456,1.1547684409172063,0.9754893222359964,1.0598559663212717,1.0967663731085795,1.0704017968319308,1.0704017968319308,1.1231309493852282,0.7698456272781369,0.9144203547380452
192,9.625,1.0097677208188678,1.0043518726732534,1.0175408343312524,0.9197615845864872,0.8771592683818464,0.978908087715618,0.9087022302745792,0.9418182007656352,0.9126761467335056,0.9391689231263508,1.0332182793209497,0.9079797000093188,1.0175634569069958,1.0801827465628104,0.9705989896651342,0.9392893448372268,1.0332182793209497,0.902761425871335,0.9787458870438231
193,9.675,1.0094287059758549,1.0602479244296006,1.0489189106029428,0.9080604791793764,0.8743299823965648,0.9098221124121626,0.866559677672103,0.9085111295412516,0.9216209582503608,0.8954013008321428,0.9554284256183956,1.017402161334183,0.9657573815710268,0.9864152934762892,0.9450994696657644,1.022566639310499,0.9864152934762894,0.9399349916894484,0.9112668690454112
194,9.725,1.009874781151277,1.047423626936078,1.028410584603982,0.9220284485746296,0.8811763067368779,0.8823251676322329,0.9497970922158744,0.8849202416546801,0.9731527584179036,0.947202018193426,0.9047371705533718,1.06830547257432,1.0529709442598556,1.0018558498783094,1.0785284914506292,1.0223018876309289,1.0274133970690826,1.0274133970690826,0.9759331948705252
195,9.775,1.01061596353254,1.0644817347212214,1.059415071885967,0.9434900272733788,0.9047938925142396,0.8681847403039082,0.9375367757719718,0.9388210727250844,0.9465268544437576,0.9157037275690628,0.875267832590769,1.027048381594949,0.9764548652602228,1.057404491395785,1.011870326694531,1.0371670848618946,0.8752678325907695,0.9612768103598044,0.9506418467220976
196,9.825,1.0101256890824408,1.0302705231537,1.0274046802520205,0.9416582626000408,0.9059372224739876,0.8161479685074635,0.8936947381008518,0.9470875958536762,0.8886097040291538,0.9420025617819782,0.9014378581645722,0.9715496915773724,1.0015976201828587,1.0867334178984007,1.0667014654947442,1.006605608283772,0.9164618224673152,1.001597620182858,0.8887134802346981
197,9.875,1.010698281827052,1.0371216185073893,1.0484691994712267,0.9329986978665534,0.963672627659426,0.8431398137938418,0.9463300596611478,0.947588477293676,0.8758586722395728,0.8897012661973823,0.8625880862965493,1.046011989704436,0.966693544987512,1.1104582260369376,1.0063527673459745,1.01626757293559,0.9468639338082818,0.8625880862965496,0.9448405040961148
198,9.925,1.0105498765314267,1.0285706298181787,1.0510377015957768,0.9569397736939196,0.9156087477697225,0.9019377161178714,0.8982004051394824,0.8782680799214083,0.9305904336188536,0.9717008543811324,0.9324402138000768,1.0747600359064045,0.9029947333642848,0.9422553739453404,0.9618856942358682,1.0354993953253484,0.9520705340906048,0.8146582920569087,0.9882263791155054
199,9.975,1.010280141676892,1.0606845902713982,1.036356962054165,0.9795200925585438,0.937349790193491,0.8855185381320124,0.9126514181304862,0.9237512326753168,0.91388473085769,0.9286844835841308,1.08344654429168,1.0737295349258351,0.9571254225356992,1.0202859834136893,0.898823366340631,1.0931635536575242,0.8648138335601747,0.7967947679992619,0.9112670875183198
200,10.025,1.0099149740156177,1.070087212655439,1.057241578377045,0.9416643220441054,0.9404242022170052,0.8632760297937122,0.9133387132753844,0.8938020563069264,0.952412027212299,0.9011283026700986,1.0341847770234551,1.0293746152698575,0.9860831594874808,1.0341847770234551,1.058235585791442,0.7744360423291926,0.8995002479227261,0.8177274981115692,1.0220612060730634
201,10.075,1.0105854219649228,1.059038146352493,1.0338283598963218,0.9785896864761692,0.9409358800538322,0.8438482477417905,0.9248480079118476,0.8958331684479465,0.927265911200506,0.9308927661334936,0.928694672234712,0.9715575032609298,0.9763200400416204,1.0144203342871472,0.9572698929188572,0.8953569147698763,0.8953569147698763,0.8620191573050405,0.9317563030222996
202,10.125,1.0099025352226685,1.0378102318824802,1.073565773999341,0.9802954372287008,0.9101874956658376,0.8870072976462093,0.9109481153964442,0.9336918922591676,0.9145392380589794,0.8929925020837681,0.9478387391115785,0.9572699703465192,0.8771045048495204,0.9761324328164018,0.9761324328164016,0.9006825829368735,0.8629576579971083,0.9006825829368729,1.014675372710217
203,10.175,1.009707274028146,1.0485669617655378,1.0634860499877268,0.9446018852271384,0.9678758484145528,0.9257234291456758,0.9150556815626912,0.9055732392667044,0.898461407544715,0.905573239266705,0.9899095063537366,0.9899095063537364,0.8404892035078891,0.9759013529619378,1.03193396652913,0.9338768927865436,0.966562584034073,0.8498279724357544,1.0110170300019212
204,10.225,1.008947307298043,1.0539926612550985,1.0601666768440403,0.9902220627389584,0.925054960696748,0.8521362746592713,0.8967384488149909,0.957773002922818,0.8791323274377335,0.9166920530425496,0.9386374609006672,0.980251929610549,1.0681046968869656,0.924765971330706,0.9848757594672016,0.883151502620824,0.8230417144843282,0.8276655443409815,0.9949255121148268
205,10.275,1.008091770330646,1.0845930845853635,1.0614469466819914,0.95306315431803,0.931420514562666,0.915928622217497,0.935688503661276,0.8636230536898485,0.9147662762502164,0.9136039302829352,0.9982086276589714,1.0943663394976797,0.9432613637511384,0.9066298544792492,1.098945278156665,0.95241924106911,0.8608404678893881,0.9157877317972212,1.000684992443933
206,10.325,1.00869698087715,1.0728165059534218,1.0317289961507303,1.009714290377611,0.9625605161067926,0.9220436430588346,0.9324036839920794,0.8587322818001125,0.8702434383926082,0.9070791394885916,0.95682128888525,1.0928622304329156,0.8706620259050615,0.925078402524128,0.925078402524128,1.0565846460202049,0.8706620259050615,0.9069396103177724,1.020029427032907
207,10.375,1.0080231752572122,1.0522208469547345,1.0537200421366355,0.9861112475123328,0.9563928263544276,0.8994973395342363,0.917738096736452,0.9040575288347904,0.8732762510560522,0.9200181913867288,0.8488170538985362,1.0419341613992614,0.8982191046545359,0.8173793852356276,0.9610944419803528,1.086845116631988,0.8712725315148998,0.9610944419803532,1.020807681437744
208,10.425,1.0073497619930698,1.0457578868264767,1.0718488036783342,0.98164423139173,0.9885249152566256,0.8705652939215219,0.8626613288664626,0.9484758066071056,0.910085119196818,0.9100851191968176,1.0230673382955446,1.0675485269170906,0.9385530799146086,0.9074162478795272,0.965241793087536,1.0853410023657082,0.8762794158444452,0.9296568421902992,0.936147464611606
209,10.475,1.0064557943827,1.0952569714313831,1.0662630212956583,1.003342122563618,0.9825180407745616,0.9081280132142718,0.9293773140160836,0.8667477958633754,0.95621853608153,0.948389846312442,1.070598743746786,0.9516433277749208,0.9031800101567536,0.9119915224509658,1.0177296699815126,1.035352694569937,0.8811512294212231,0.8899627417154353,1.029598237561471
210,10.525,1.0064163174494605,1.0761348626778946,1.0492887212573867,1.0365853629947754,0.9732051436220842,0.8851190435617414,0.9039513636375236,0.898412445968176,0.953801622661651,0.9526938391277824,0.9949910286028004,0.8902551308551366,0.8946191265946228,0.859707160678735,1.0735429519135478,1.1215469050478928,0.8989831223341094,0.9731710499053708,0.9963269456659074
211,10.575,1.0055241290668786,1.0329993082901332,1.0721671128351589,0.9889140545999252,1.0004303339735536,0.9173702406053478,0.907494245192132,0.9941835382636895,0.9107862436632036,0.9261489031948724,1.015864174659031,1.0418011323098988,0.8429511236532379,0.9899272170081616,1.0418011323098992,1.01586417465903,0.9034706915052648,0.9207619966058443,1.0786333765930218
212,10.625,1.0052185725795475,1.0714935828657983,1.0653672616372911,1.0149569975841146,0.9833085922932396,0.907669469809144,0.9109305577246262,0.9348452024381606,0.9141916456401078,0.9283230266071966,1.0234545609497423,0.97206772106942,0.9206808811890982,0.7964960181449876,0.9592210110993398,1.010607850979662,0.9335275911591788,0.9206808811890984,0.969008980600352
213,10.675,1.0047299915773904,1.057635955381792,1.0392264542456513,1.0185958434257318,0.9927116970824156,0.9584145020901328,0.9411845784570524,0.9088784716450256,0.8464199984751065,0.9670294639066742,0.988436338723532,1.0266162831377463,0.865412073388843,0.86116985734282,1.0435851473218405,1.1963049249786954,0.8484432092047486,0.8526854252507722,0.982808909274726
214,10.725,1.0034651080009969,1.0187366029357303,1.0880820415774315,0.9928677647189288,1.00623120862384,0.8598834391570834,0.8950895849290234,0.9420311126249435,0.9260283190922436,0.8801536442985035,1.0170664334116053,0.9498223716984416,0.8405507714145497,0.9330113562701496,0.9498223716984414,0.9876471564120962,0.7522929404160218,0.93301135627015,1.0118773189554224
215,10.775,1.0031973609102294,1.0486197175526442,1.0384929223253794,1.0144479888047606,0.9639939618483332,0.8667192584855327,0.9364795890465633,0.9713597543270784,0.9269668166973318,0.969245804916138,0.924372424238451,0.9660108217266696,0.8744063472525887,0.8619148280061232,1.090926014191325,1.1117452129354342,0.8702425075037669,0.8952255459966979,1.0431693215619793
216,10.825,1.002987628037827,1.051939567849279,1.0182979620699202,1.032751802564669,1.0107708167222358,0.913187239127453,0.8932898107519694,0.9330846675029364,0.9414625320820874,0.9760212234710852,1.060244149959972,1.0519932227229294,0.8622218962709502,0.8498455054153858,0.998362195682152,0.9117274596932058,0.9117274596932052,0.9323547777858114,1.089122395289621
217,10.875,1.001285725353721,1.048526562782058,1.033711909729178,1.028897553590421,0.9832312231135504,0.9826313458729664,0.8913203021170834,0.9016965570893428,0.9089599355699244,0.928674820017218,0.9278887400950768,1.0873057483052435,0.8379611970021615,0.817523119026499,0.9932905896171962,1.115919057471171,0.9278887400950764,0.9360639712853414,1.0694954232121676
218,10.925,1.0014684503708056,1.0439729310295591,1.042814034158852,1.0563968688361975,0.9961805069552548,0.939728671744145,0.9129967839264784,0.890377494234606,0.9407568212755938,0.918137531583722,0.9801692199811308,0.9923200780800696,0.8384092088268353,0.9477669317172916,0.9356160736183522,1.0976275149375474,0.9315657875853728,0.8789120691566341,1.0638200253969594
219,10.975,1.001145914691541,1.0536216923058928,1.03275979140465,1.0450687914203491,0.9753975386589918,0.9169225039727656,0.9057156733686542,0.9393361651809892,0.942392573527565,0.92914813735907,1.0073798419067783,0.9993529108955692,0.8548681526937999,0.8307873596601724,0.9752721178619412,1.0354741004460115,0.9431643938171034,0.7986796356153341,1.0825299358127445
220,11.025,1.0010400291139587,1.0359312739699404,1.064759826449514,1.0349276483764898,0.9843433379538616,0.9318450265963214,0.9439600215249844,0.9328546095070436,0.944969604435706,0.9409312727928189,1.0300805031517175,1.0221262135520894,0.7477032223649531,0.9067890143574956,0.986331910353768,1.1016691095483615,0.7715660911638348,0.9823547655539536,1.0928219915242867
221,11.075,0.9998852305009898,1.0423866650039892,1.063813293170317,1.0493135117193109,0.985975349456072,0.9534647123223547,0.9614686133701816,0.9114442318212648,0.9134452070832216,0.8424105852837597,0.941974263469603,0.8710305950911394,0.7646150925234434,0.9419742634696026,0.9025611143704562,0.9932113572984936,0.8552653354514801,0.8119108714424197,1.028562538990483
222,11.125,1.0001445920087542,1.0579977752938177,1.0484981473818489,1.0540007913275895,1.043595051031043,0.9300407962515118,0.8883971785089069,0.9419389727493996,0.9895316787409478,0.8953377814660076,0.9686798239693962,1.019457395387147,0.9022783844231068,0.7929113075233366,0.9179022525516458,1.0272693294514164,0.8827485492624338,0.843688878941087,1.0772099079337112
223,11.175,0.9994190914208574,1.0503974708713248,1.059627677117997,1.0402653965559667,0.9963526903374228,0.9472861268738813,0.962026056233952,0.938442169257839,0.9148582822817258,0.9246849018551055,1.0955191942565723,1.014226250513152,0.9368043993289418,0.8051872523157854,1.029710620749994,1.0258395281907844,0.8129294374342056,0.8632536407039426,1.0975732433696237
224,11.225,0.998533535056848,1.026240646186214,1.0216665659304371,1.0323375139938105,1.0290403644761044,0.9106219714132568,0.8619256093055963,0.9534747700679984,0.9729533149110622,0.9417876431621596,0.9706808180127046,0.8287235442321902,0.7941933965558494,0.9208039380357672,0.932313987261214,1.0090476487641946,0.8786004242091278,0.8824371072842767,1.0968607113923503
225,11.275,0.9982027254137182,1.0166148978567908,1.0347493055959414,1.034312946409718,1.004574406718317,0.9624125480789106,0.9093205820364424,0.9817187175488984,0.9633778565524104,0.9624125480789102,1.038145385590729,1.019131733839983,0.8099815645817774,0.8251924859823744,0.9468798571871484,1.019131733839983,0.7339269575787936,0.8289952163325234,1.0448971721307885
226,11.325,0.9979800307924078,1.045943967574793,1.0049618014625654,1.044635189517755,0.9915126558492552,0.9749828768456508,0.884086534058275,0.9108770350903438,0.9204450711732256,0.9548900010716004,1.1797678430680556,1.0629218266619544,0.972460394605618,0.9649219419342568,1.0930756373474002,1.134537127039888,0.8669220572065588,0.8480759255281552,1.0978833240000565
227,11.375,0.9969651357251732,1.0497754626042204,1.0294641247330596,1.0910180201858122,0.9950161402459778,0.8658989218386031,0.953152701476228,0.9967795912950403,0.9341844885115268,0.9768629676821045,1.00129172680331,0.9228323004493196,0.8705260162133256,0.885470668852181,1.0237087057615932,0.9788747478450274,0.8817345056924665,0.8817345056924665,0.9964118402273568
228,11.425,0.9966101589025608,1.016411116882498,0.988859399378819,1.0856270802666397,1.052526752987915,0.9250855964667064,0.904402788415621,0.8950015120287648,0.9598703190980764,0.9250855964667068,0.9110691480353924,0.9777327442331036,0.9036620817912016,0.8518126180818706,0.9777327442331036,1.0555069397971004,0.7221889588085421,0.8666267505702512,1.0862311482487663
229,11.475,0.9963538050267752,1.0215790403398253,1.014926083436155,1.0556790919255752,1.022551086948831,0.9412721941524096,0.9105177561256472,0.92542899880529,0.968298821509261,0.9999852122035,0.980244760246929,0.9398601446562318,0.789335668363632,0.8737762282350903,0.9949300750071824,1.02430070452769,0.8113636405040124,0.9361888159661684,1.0681318735825285
230,11.525,0.997360709732896,0.9834022780706592,1.017420429588811,1.0343409164116415,1.020578896356573,0.9626869861179258,0.9358943540666592,0.8970912317855144,0.9423615411135168,0.9479048442965377,1.0154323557987883,0.9717578458719592,0.8844088260182998,0.9098856234756176,0.9499205909085442,1.0008741858231796,0.7861411786829334,0.92808333594513,1.1324176502456544
231,11.575,0.9961711380515336,1.01811323641969,1.0200059600297318,1.0747264636420166,1.0195327791272215,0.9461447374180076,0.9690427223506805,0.9901088684887388,0.9049283645391988,0.9681268029533732,1.010286850362741,0.9128663326491908,0.9633806751673278,0.920082667294639,0.9705970098127764,1.1077073680762912,0.840702986194709,0.8695683247765016,1.0886356265133206
232,11.625,0.9957761184085856,0.9982858467961736,1.045880131016292,1.0747238594161186,1.0409081773406683,0.9580006379305096,0.9234944538154772,0.939839488396282,0.9688973276510464,0.9307589136291684,1.0660044438726974,0.8871446378537886,0.897876226214923,0.8334866960481158,1.019500894307781,1.130393974039505,0.8406410882888722,0.8442182844092502,1.0925413987657049
233,11.675,0.9959595952698772,1.0066666229991617,0.9988866054154986,1.0691956954809014,1.0131147353986645,0.9038975345428576,0.9047978308920046,0.9597159081899274,0.9426102775561476,0.9354079067629772,1.0427068625566822,0.9788676668899466,0.8511892755564754,0.8192696777231075,0.9895075328344024,0.9079352272602405,0.7838034579082543,0.9114818492417256,1.0784264125130707
234,11.725,0.9964109542820364,1.0222468631124604,1.018389960577751,1.0383382517672344,1.0132561577926469,0.920305962271996,0.9310175738600304,0.9238764994680072,0.9131648878799722,0.935480745355045,1.1322930835230791,0.94240542355337,1.0197670628002888,0.8580109080112776,0.9283396709630216,0.9881191194720036,0.7700999543215975,0.6997711913698538,1.1414788811331045
235,11.775,0.9955356231200988,0.9804960145980944,1.0142488874085764,1.0394267154076515,1.0241454347833248,0.9470245223112298,0.9381738258410312,0.9036561096072576,0.9355186168999718,0.9293231293708328,0.9169857948972236,0.9692853649483962,0.847253034828994,0.8298198448119365,0.9518521749313388,1.032044849009803,0.8751461388562862,0.8751461388562859,1.054316638705065
236,11.825,0.99559395318452,1.019208985885557,1.0267928767543268,1.0924529536532586,0.9947055993557544,0.9091943763397288,0.9486864100610496,0.9179703838333556,0.9873008430330066,0.9592176190534014,0.9092475642639336,0.9749346506556248,0.905790349190687,0.8401032627989959,0.961105790362637,1.0509933822670563,0.7744161764073046,0.80207389699328,0.9965246060110016
237,11.875,0.9950492246513196,0.9789287932011737,1.0194722702743015,1.0573472481633908,1.037608528289624,0.9259204605216912,0.9389738504726556,0.913737296567459,0.9433249804563094,0.9180884265511132,0.9701701339312208,0.9256040147046984,0.9427448297918224,0.8433281022865029,0.9804546229834952,0.9735982969486456,0.8673252434084766,0.949601155826672,1.1220587443563077
238,11.925,0.995320760100618,1.0000795521754666,1.013859218561414,1.0324313718595342,1.040319217654726,0.9880706664472592,0.910405723233064,0.9423346443322334,0.9509640824671436,0.918172217554484,1.0062447861556325,0.938255273577549,0.9212578954330282,0.9144589441752204,0.8702657609994653,1.030041115557961,0.7376862114722028,0.8226731021948072,1.1080903009154552
239,11.975,0.9949945717658174,0.9964077250262448,1.0137701055204094,1.05917219463671,1.0664148929041928,0.91651109547019,0.9438951804889066,0.9610102336256052,0.9687120075371192,0.9028190529608314,1.0787669855858275,0.9338076718977322,0.9203230845779088,0.8832404694483965,0.910209644088042,1.1293341880351626,0.7821060645497244,0.9000962035981744,1.103396997118972
240,12.025,0.994955424796038,1.003284551515412,1.0023279795610032,1.057565027782494,1.0644603172871885,0.921635003335146,0.9954676417238736,0.94454858076613,0.9386080236543936,0.9386080236543934,1.0296965660343549,0.916028763290303,0.8625380325872196,0.8057041312151934,0.9059992512834748,0.9327446166350164,0.822419984559907,0.8825970566008757,1.0796053281635736
241,12.075,0.9956885740455628,1.011120320627439,0.9902496588099536,1.062216549496258,1.0528138815420272,0.939267350997286,1.007439981311605,0.973774484860089,0.9502086373440288,0.9426339006424376,0.991346853841222,0.8786184490566014,1.0676043041367005,0.8322008706158751,0.968138064620858,1.0012934777928055,0.8222542466642906,0.8620407424706269,1.0751488522360304
242,12.125,0.995332785257325,0.9847652679073888,0.9951147118057788,1.0647774459248638,1.0472572225577357,0.9515698487834164,0.9281979577606654,0.96659463586947,0.9423880344530507,0.94238803445305,1.0292232096490497,0.9798994136594784,0.9601698952636496,0.7562982051734227,0.7826042297011938,1.1048530301663917,0.8417927848886794,0.8352162787567361,1.081801705101877
243,12.175,0.9951524296657236,1.0096646475552538,1.005154438870857,1.07034347883186,1.0456798951352886,0.9470816139483176,0.9098275294835672,0.9603275106468953,0.9065160553089224,0.9462537454046562,1.1381938129062072,0.922947991554317,0.9816513973775604,0.8675058860545871,0.9881739980245868,1.0044804996421544,0.8055411799078315,0.7924959786137776,1.077327299725532
244,12.225,0.9958674217470692,1.0029650816973656,1.0034278462690511,1.0674436120187294,1.067443612018729,0.973837018349394,0.9492037042258846,0.947561483284318,0.9565936984629374,0.9418137099888324,1.0545049015700163,0.9057097314098308,0.925117797082898,0.7957306925957799,0.9639339284290338,1.0868516776917965,0.8313121463297376,0.9089444090220083,1.1469572688323688
245,12.275,0.9959657142639036,0.9967999490143822,1.008275005986918,1.0372590873900516,1.037810527627899,0.9993115153302172,0.9887238627635564,0.9545176006251136,0.9691774272558744,0.9129814251712904,1.171058541463999,0.9560971105651276,0.914388176211615,0.8598457235954835,0.943263592302508,1.0715987749286997,0.8502205848985191,0.872679241858103,1.095497928836129
246,12.325,0.9952242439054948,0.9993520712159945,1.0195364031023617,1.0441755789154037,1.065781097703857,0.93467115204329,0.9710239626240575,0.9370946727486748,0.9758710040348266,0.96536908097816,0.9929090889938936,1.0151858954777306,0.9388082732474312,0.9992738908464188,0.9197138676898564,1.10429312141308,0.941990674173694,0.8401538445332941,1.0737680513040315
247,12.375,0.9960292449511988,0.9869272217599028,1.0194434328490023,1.0552871612958885,1.066138443160114,0.905497735870106,1.015279319776481,0.9856302788674606,0.955179912528465,0.9832263025775396,1.1048577898120102,1.006998957000089,0.9059833876458484,0.8870429683919279,0.9754315915768887,1.0322528493386494,0.8365351837148076,0.7292061412759265,1.1235727278843344
248,12.425,0.9962583074825664,0.988109199959812,0.9809414137125588,1.0766814475085995,1.0632262932033183,0.9085582594522424,0.9419436023192532,0.9665851649115712,0.9562516064051154,0.9443282696668974,1.0771951897638925,1.0678010456671143,0.8987064519251078,0.904969214656294,1.0364872320111875,1.0270930879144091,0.9268888842154424,0.8548671128068097,1.1651614438401856
249,12.475,0.9960732402472404,0.9981286136048708,1.0036095810586223,1.1051741299904778,1.0512501748556766,0.9438704542955468,0.9146948429263444,0.93283103377747,0.95727546492464,0.9974904968119188,1.0281953785559188,0.9505371173356836,0.8293902298321161,0.9350054650916364,1.015770056760681,1.0530460221463942,0.8231775689344972,0.7703699513047371,1.059607352788268
250,12.525,0.9964015666703616,0.999433536084179,1.0057525541773449,1.077035915501096,1.05982240812279,0.8886325494194364,0.935567367170463,1.0239612739348962,0.9692039865586984,0.9754619622588352,1.0569815775344815,0.9861052618397504,0.9398815776910115,0.8628421041097811,1.0076763144424945,1.0200026302154912,0.8659236830530308,0.8474342093935353,1.0999350146414044
251,12.575,0.996861626125428,1.0009777606314518,0.9948546808256672,1.071903435048465,1.0832004565452995,0.9452151195576702,0.9669442027658924,0.9506473903597256,0.9040850691992492,0.9832410151720592,0.9477078498824218,0.8773940416653386,0.9935646813283452,0.941593605689632,0.8651655532797593,1.060821367449033,0.8345943323158103,0.9293651173040524,1.064440001767215
252,12.625,0.9970585426201556,0.985977812018598,0.997837894252062,1.0404932103335962,1.0597809101243496,0.8815401085237315,0.943902334541568,0.9746984955380296,0.9354333902675404,1.0016451364099344,1.0948968451242225,0.9159524853947782,0.991776366636068,0.8734911118996562,0.949314993140946,1.0918638898745705,0.8219308726555795,0.8461945146527917,1.0784941279577378
