,r ($\AA$),g_full(r),O (DOL),O (DOL),O (DEGDME),O (DEGDME),O (DEGDME),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
96,4.825,1.076772047809424,0.3626867821563514,0.3814124584089892,0.0762245174519135,0.1845435685677905,0.1945731103377791,0.1993564302588507,0.5718381815319669,0.5141297411938783,0.5928230689276354,0.6085617344743869,0.1653354764507215,0.1860024110070617,2.149361193859379,2.128694259303038,0.1860024110070617,0.2066693455634019,1.012679793260669,0.909345120478968,0.0278370955248663
97,4.875,1.066595205855483,0.3726633545196954,0.4276939535031737,0.1139684272859075,0.2023922070766979,0.192567342655499,0.123339836426128,0.65781246093935,0.5498901040664881,0.5653075836197539,0.5653075836197542,0.1619614013676429,0.2631872772224197,2.0852530426084006,2.0245175170955343,0.1822065765385982,0.2024517517095536,1.295691210941142,1.1742201599154105,0.0340862643184452
98,4.925000000000001,1.0580617193208963,0.45972963582714,0.4483782867943715,0.1135913917426196,0.2368091726159699,0.1963783382669019,0.1057421821437163,0.7301245909923275,0.7301245909923275,0.6243824088486111,0.7804780110607636,0.1388533704917487,0.257870545198962,2.1026367531607684,2.162145340514375,0.2181981536298909,0.257870545198962,1.3091889217793462,1.190171747072133,0.0200386059456022
99,4.9750000000000005,1.0544048326775497,0.504302946212421,0.5163543033829384,0.0867915840388937,0.2377334693239264,0.2547144314184925,0.0888234940331153,0.7253918679371097,0.7155225908223191,0.6415030124613893,0.6957840365927377,0.1749553670349241,0.311031763617643,2.3716171975845257,2.33273822713232,0.1360763965827188,0.2527133079393349,1.3413244806010851,1.1663691135661614,0.0261837964269954
100,5.025,1.0471261031194774,0.5497460159718779,0.5215772118476991,0.1350071450794135,0.2385742700718406,0.2663154642662408,0.125760080347947,0.6868435157464796,0.8416251530977991,0.9045051932717724,0.7739081867565967,0.2286546915417218,0.2858183644271522,1.676801071305959,1.8292375323337733,0.2477092491701986,0.2858183644271522,1.333819033993377,1.4672009373927142,0.0384979837799837
101,5.075,1.044711343723288,0.6244890723893718,0.5950908706934387,0.128733729565472,0.2411490990451797,0.2610937613722247,0.1185521886572602,0.8488336707859833,0.8820282836100167,0.8014127953230794,0.9673858594432436,0.467023773498298,0.2054904603392511,1.961499848692853,1.5318379770744182,0.2054904603392512,0.3549380678587065,1.232942762035507,1.6439236827140102,0.0314526214804976
102,5.125,1.039383958459592,0.6673975465876621,0.6507999636227861,0.1617930331987922,0.2684697583848093,0.2684697583848094,0.1441503440334125,0.9253522084725524,0.7533017978520274,0.8649020642004768,0.790501886634844,0.3114098341288776,0.4030009618138415,1.868459004773266,1.7219132004773237,0.4030009618138415,0.3846827362768487,1.6120038472553666,1.630322072792359,0.0431786744800544
103,5.175000000000001,1.038457778190991,0.6785526114941998,0.7633716879309739,0.1796067882384897,0.275513325647392,0.275513325647392,0.2052265765533154,0.9942087486360623,0.9896481580459886,0.9714057956856932,1.00332992981621,0.3233873327506787,0.3593192586118653,1.6888005154757686,1.7247324413369554,0.3952511844730518,0.4491490732648316,1.5271068491004296,1.563038774961616,0.0362985781658925
104,5.2250000000000005,1.040396579910114,0.737065563709638,0.7379060033489875,0.1693436435663687,0.3096080756112399,0.3044764500486227,0.2505285915698262,1.0289567153760708,1.0065880911287657,0.91263986929008,1.091588863268527,0.5463367013129864,0.3348515266111852,1.4275249292371592,2.114851747018015,0.3524752911696686,0.3700990557281521,1.9562378659916635,2.009109159667114,0.0296726648178547
105,5.275,1.039299449887491,0.7973715313982053,0.77510779680901,0.2332793140158478,0.2903404411851921,0.3205492732160213,0.1931299688808573,1.057825511370148,1.0885507336921032,0.9173673521840706,1.0841614162175386,0.6051937730081953,0.6224850236655722,1.3141350499606548,1.417882553904916,0.4322812664344252,0.2939512611754092,1.9539113242836048,1.850163820339342,0.0291128199843592
106,5.325,1.0400649951878749,0.8908966694163982,0.901415885313231,0.2091562827776638,0.3392613720645572,0.2915012759972166,0.2584365941044426,1.1241991843543244,1.2318810985645086,1.270646587680175,1.0208245467125472,0.6956904275639796,0.6447862499373468,1.476221151172345,1.662869802469998,0.3563292433864284,0.5260098354752041,1.832550394558773,1.815582335349896,0.0285686711169876
107,5.375,1.0373685132045127,0.9442874486258136,0.9164909299530608,0.242460389767376,0.383087415832454,0.3620741820526147,0.2325132968538427,1.1414289118279564,1.183704056710473,1.141428911827956,1.1541114552927114,0.5162691935652818,0.5329230385190005,1.6820383403255943,1.7986152550016243,0.499615348611563,0.4496538137504066,2.214961378844594,2.14834599902972,0.0729030559708709
108,5.425000000000001,1.0322551735483514,1.0010249354066894,0.9565869125732148,0.2395984459192681,0.385578956015776,0.3919259347156242,0.2863463851893038,1.315533392826223,1.3404330784948582,1.2491342310431957,1.1453855407572169,0.5885380248950115,0.670279417241541,1.5203898976454484,1.6021312899919775,0.5394931894870939,0.5558414679563998,2.3868486565186613,2.2887589857028257,0.0935855532783734
109,5.4750000000000005,1.0274743383027598,1.0364057895385004,1.0218624291240013,0.2913264723030674,0.4237475960771896,0.4081686403390573,0.3341086815223992,1.3364347260895972,1.2101253464896655,1.401626663947626,1.4219991445282605,0.722297038767936,0.6420418122381653,1.251981533864423,1.2038283979465605,0.7062459934619819,0.9630627183572482,2.247146342833576,1.942176482020448,0.0540494382751516
110,5.525,1.0269188861157512,1.1214598398324536,1.1237147858910983,0.3074950560676069,0.4727162802233364,0.4849548894200571,0.3921062100333972,1.4804009970648675,1.4523934106339105,1.5524205050301858,1.4043804053236992,0.6462356522813879,0.7250448781693621,1.702279279180242,1.2609476142075866,0.8196159492349312,0.8038541040573364,2.332753086284036,2.0805635634425177,0.0955360819948094
111,5.575,1.025785184239307,1.133916285116522,1.0748581452667032,0.3771296480439237,0.5228729781644841,0.4973303326794375,0.4519083431969792,1.438247422696474,1.5050512647342866,1.5207698158020075,1.5168401780350775,0.6811372129345775,0.8049803425590457,1.6718822499303272,1.842166553163972,0.8978626897773972,0.8359411249651632,2.461382201286316,2.5078233748954912,0.1042556958573333
112,5.625,1.0265122737480088,1.1725855506069254,1.2081184460798622,0.3217497286593876,0.498859671040702,0.4767209282430374,0.5018115034137246,1.6482577842896935,1.5633358375581394,1.5285950411679587,1.5015744217533729,0.836352505689541,0.7907332781064751,1.4598152826581072,1.4598152826581077,0.7603204597177645,0.8515589148838962,2.8131857009557266,2.737153654983949,0.1228926130809121
113,5.675000000000001,1.0270485265423754,1.196185645419511,1.216133946832105,0.3219052369966841,0.5031581857560778,0.5060582329362286,0.5916096247506625,1.676227270126877,1.630718837453749,1.5093630169920742,1.6686425313480229,0.8963782193191859,0.9262574932964912,1.2997484180128192,1.523842972842616,0.9710764042624508,0.6573440275007362,3.0327463086965785,2.5845571990369844,0.1056445758483325
114,5.7250000000000005,1.0264580630164053,1.2439877871132632,1.286690800626999,0.4131938646063913,0.5314527982695998,0.5556745075741127,0.5962266905726178,1.457028975086836,1.6768875672354888,1.57627431320136,1.6284441486264634,0.8954692530759206,0.983548196001421,1.1743859056733383,1.2771446724197557,0.983548196001421,0.9541885483595874,2.583648992481345,2.847885821257848,0.0840345016687172
115,5.775,1.0228027470053558,1.261067131364455,1.2658829905677018,0.4522779771734819,0.5628970489899062,0.5670977732360994,0.6591905740180307,1.6882603034572885,1.629665585766798,1.7029089828799109,1.574733037931961,1.3128324058305214,1.0820047300801,1.4138195139713308,1.2262720274241137,1.1974185679553109,1.1397116490177055,2.7266519198018533,2.8709192171458646,0.1408814322022661
116,5.825,1.02098523031296,1.2875225659820937,1.3294481957567217,0.4417943070729338,0.5546514197831539,0.5808012385818632,0.6263252146281993,1.8249820908994088,1.81418338030237,1.734992835924094,1.6845988531379168,1.0918696270338353,0.9642485017961144,1.829236128407332,1.1485901271394894,0.9075280016904608,1.488913127773411,2.651683379939312,3.2472486310486746,0.1384732617375271
117,5.875,1.019756378766832,1.368738284070756,1.2929557855840796,0.5019554283147918,0.6034288976506662,0.6128997547886811,0.7006352775067758,1.69850976365279,1.6383542095234205,1.59235290342449,1.9002077980865597,1.2545810754253557,1.226701495971459,1.4776177110565296,1.5751962391451686,1.1848821267906136,1.3800391829678909,2.969175211840008,3.247971006378976,0.164290378924749
118,5.925000000000001,1.0163733215327564,1.3117483217566053,1.3483491717906704,0.4935194028858062,0.6119108499392745,0.6025991630923729,0.8836893143939087,1.749983169843056,1.7221504355314383,1.843918648144772,1.850876831722677,1.3568457976914354,1.3705513107994287,1.1101465617475368,1.480195415663384,1.1786741272875083,0.9593859175596,2.919274292002786,2.9466853182187744,0.1107629222605253
119,5.9750000000000005,1.0136037083070728,1.3290906789092043,1.3676523040226245,0.5467735996964398,0.70505016802962,0.7194389469689998,0.8929092608955117,1.8781884453319373,1.8097662797460756,1.8781884453319373,1.7858185217910238,1.266846762817038,1.2264154831526646,1.5363886272461955,1.3207551357028695,1.172507110266833,1.4016176950316177,2.884097949391983,2.830189576506153,0.1452225555291784
120,6.025,1.0113301876710854,1.4145748052008442,1.3482073545546918,0.5531736306517934,0.7011154155935522,0.6586625555667868,1.0699308219333084,1.7596661002236496,1.80676997288738,1.722655914559289,1.699103978227423,1.4844856839478733,1.630283385049896,1.5242486933393338,1.5109943568755146,1.3254336463820295,1.3784509922373112,3.088260396070128,2.929208358504285,0.1115798732923647
121,6.075,1.007618584830822,1.49272420580273,1.4038197653904902,0.5706780052887108,0.663049389736773,0.6554572211520006,1.0325349275290183,1.8598866322798344,1.8466490050038216,1.790389089080766,1.8201737504517956,1.7078544887159302,1.3297798309085866,1.6296321457213077,1.7730397745447823,1.7078544887159304,1.316742773742816,3.4026719202660898,3.298375462939926,0.1097507363444961
122,6.125,1.0034921209790535,1.4042347538769984,1.3724315277438954,0.5887842061641777,0.7306899133580809,0.7194868312111938,1.1720147476743432,1.6994213841277968,1.7124437702130673,1.7026769806491149,1.754766524990197,1.4235835697761587,1.5903095734436368,1.7313854227007326,1.6672600366747798,1.3594581837502044,1.3338080293398236,3.12931883806651,3.257569610118417,0.1684272894191869
123,6.175000000000001,0.9977873492638336,1.368348104951033,1.3496942829398266,0.6001079665616388,0.759320284220849,0.7091071686514059,1.1242839047011903,1.6527934325521771,1.7072459293610658,1.7360737217893016,1.7937293066457731,1.4889506257546652,1.5646599796065968,1.7665515898784163,1.6025146565325632,1.5898964308905743,1.2870590154828454,3.1797928617811477,3.1167017335712037,0.1444658078603193
124,6.2250000000000005,0.9946498320155066,1.371915676830776,1.37013935096522,0.6724542788452725,0.7652481488651399,0.6989668131366631,1.194547261814196,1.714600819068398,1.6736269024362496,1.7587265754414818,1.676778742177183,1.8252017408866448,1.5892913117924532,1.7507037106463743,1.663789342032725,1.3782135594450189,1.6141239885392096,2.6570964119030096,3.327578684065452,0.1296113689384312
125,6.275,0.9914891882596468,1.3868504454692216,1.3682037167906438,0.5965513540004258,0.7163360195154215,0.6997322044935406,1.2996590593500634,1.7246072482067665,1.8145597845340988,1.5726184799295508,1.7184036250117778,1.625161288505288,1.735134608780082,1.6495998041219089,1.9550812493296696,1.7229153509717714,1.5640649994637357,3.1770070301607105,3.0425951942692966,0.1645859214996914
126,6.325,0.9870780558634874,1.348378252153829,1.340348777236707,0.6081686241218058,0.7447439197499275,0.7529150912832335,1.2791924138844295,1.6455482364766307,1.6180715497822142,1.5295355593224331,1.557012246016848,1.5514614002199956,1.6837565583782896,1.8521322142161187,1.6597028932585998,1.647676060698755,1.2507905862238724,3.078869135320301,3.17508379579906,0.14984451587317
127,6.375,0.987138146642211,1.3199708296628458,1.2860964713310366,0.6331383253457029,0.7503436051737639,0.7411510342068575,1.334337031888697,1.5807686458861576,1.394442303595394,1.4695738932287667,1.4996265290821154,1.598253815837198,1.6811262359176449,1.8705489103872397,1.9179045790046363,1.6692873187632953,1.4088311413676036,3.0070849572048006,3.243863300291792,0.1475032433210292
128,6.425000000000001,0.9837794066917124,1.2789412479543008,1.3095113342808922,0.6730977189364008,0.7126917024032479,0.8099797760646437,1.3373194239967177,1.4763769747220392,1.57105445606694,1.4083275350053923,1.3639474656249708,1.6434074176629014,1.841548737522968,1.736650391714697,2.0047239421136096,1.491887584828732,1.573475187124053,3.345091694108174,2.773978478040925,0.204087938103165
129,6.4750000000000005,0.9814798086680478,1.2915544818900728,1.3112561604273794,0.666084134443946,0.7841525596129401,0.6928166080671143,1.4711428593262867,1.3954008507273103,1.3895745423735426,1.433271855026798,1.398314004904193,1.5951726053420965,1.801741719702944,2.1345475150620867,1.9968347721548552,1.652552914886776,1.388603490981249,3.2706776440467453,2.869015477233987,0.2279989034356967
130,6.525,0.9784226373190048,1.2556690659339114,1.2820758402818773,0.6657867421498912,0.8467666638216075,0.8215391595885808,1.60072311140131,1.3597540408677795,1.3597540408677802,1.28516837617883,1.3138551702899646,1.243094411482498,1.649925309785861,2.2149682240960877,2.0002519166582013,1.864641617223747,1.2769969863411117,2.9608248709855878,2.8139137132649283,0.2092965080557269
131,6.575,0.9776054671673848,1.2944957367875056,1.2706120516069248,0.7043095826480651,0.7734442656073846,0.7939686246109329,1.5679945522143677,1.333501673234561,1.2967738729124223,1.2685217188184712,1.4154329201070237,1.5915380139593285,1.547019468114311,1.9254271077969491,1.7807418338006464,1.73622328795563,1.469112012885533,2.726760933007241,3.005001844538592,0.2660891655991653
132,6.625,0.9743511382343684,1.2368679754033662,1.2619608168316674,0.6639270632029444,0.7639417169546702,0.7681976596675096,1.4386723270440536,1.3774522280209012,1.1798782720825507,1.1854437356301095,1.2188365169154651,1.2496995420428394,1.8745493130642572,1.7210774394800492,2.01705890996388,1.6553037793725307,1.172963605250735,2.7624937245157475,2.7296068944619885,0.2879275529196442
133,6.675000000000001,0.9722115655625128,1.2194375349761413,1.2297368384810077,0.7053750633929706,0.7347220199680126,0.7923678275261309,1.5158831800108183,1.2362808574771762,1.2636928498824356,1.1403388840587707,1.151303681020874,1.3066383046506749,1.6521955422442398,1.6090008875450448,1.760182178992231,1.7817795063418287,1.34983295934987,2.6780685913501423,2.786055228098132,0.3527196165615457
134,6.7250000000000005,0.9689615754667604,1.2287682815113954,1.2368856607451624,0.694925255006024,0.827095288647586,0.8198672399328135,1.5609408059639278,1.142349413361145,1.2422712296598737,1.209864154103529,1.1720558992877943,1.3511131753415342,1.3617518617615465,1.7766606321420173,1.9256022420221863,1.627719022261848,1.32983580250151,2.627755545742984,2.670310291423033,0.3618238963051046
135,6.775,0.9687162000303552,1.227694255165046,1.2042001061451937,0.7030190378673843,0.7650800527876597,0.8291758550823705,1.545968838253626,1.0962808285034318,1.2000549845996304,1.2293246183703532,1.1016025800981089,1.184492892815196,1.6876403163119158,1.8868028381127009,1.792462696207065,1.7400515062594903,0.9748481330248964,2.631041735368266,2.91406216108517,0.3494435868545462
136,6.825,0.9663646851314656,1.2028759372846427,1.207801719173605,0.6686951740579663,0.8240891050609421,0.8260941880416257,1.649257870188408,1.1327176469338505,1.156315931244973,1.0173482569683665,1.1248515521634768,0.9502878126633596,1.559711518610513,1.7662958257112429,1.786954256421316,1.4667485804151852,1.3634564268648202,2.4790116852087607,2.375719531658398,0.4243410308099696
137,6.875,0.9657054571961078,1.1980646870544738,1.1893267760467825,0.7331050224922998,0.8743907613284169,0.8457384086973155,1.5400829541555012,1.0568690071302005,1.0930454523620412,1.0904614205597671,1.0749572297461214,1.079029037434554,1.4862098062777822,1.5269278831621051,1.8119544213523648,1.5778254792675086,0.9365157683394244,2.575418362933417,2.422725574617207,0.4867472149998375
138,6.925000000000001,0.9645314610689432,1.165037634719907,1.1932664726864266,0.7128189680415035,0.7907226803957661,0.8024082372489056,1.658000739662741,1.0722247486912655,1.0416625230753624,1.1155212349804615,1.0238345581327528,0.913007901606397,1.5450902950262104,1.60528861820905,1.6855530491195023,1.3444292177500796,1.0334045479720757,2.4480651427688,2.4580981966326063,0.5270424621517972
139,6.9750000000000005,0.9647308935919264,1.2210239939541203,1.178106580493392,0.7112749817415784,0.8024640819648574,0.8408594925851853,1.6117211981163908,0.9439364026351448,1.0895436136799277,0.9841039091302572,1.0318028230932037,0.8900754280166975,1.414230957848752,1.6614741322978346,1.5823563164741283,1.4043412308707883,1.0087521517522569,2.5317701063586053,2.4724317444908266,0.6227500528674645
140,7.025,0.9650567313045072,1.2125384746712389,1.2013801451497237,0.7958131554282862,0.8355564996946221,0.8185236378661921,1.660631238264056,1.0394413115810777,1.009742988393047,1.0889385168944623,1.0270670102527313,0.9749449531424264,1.364922934399396,1.5696613745593062,1.6476569708107005,1.4136701820565178,1.0139427512681234,2.19362614457046,2.0961316492562174,0.4957296634192555
141,7.075,0.9649614199342826,1.198211045443486,1.1670410565031035,0.7967329595207316,0.8536424566293552,0.831251834816126,1.825122737032179,0.9784414673127056,1.019921529517982,1.0223615331771156,0.9564814343805,1.1822926821076225,1.3456989877647736,1.537941700302598,1.412983937153012,1.39375966589923,0.9419892914353412,2.249239736692549,1.9608756678858128,0.5470089835833926
142,7.125,0.964980158539253,1.2289101164538292,1.2311699732328911,0.7497141330913519,0.8527423329762986,0.8564219115436175,1.835685138334672,0.981598343958777,0.9527278044305773,0.9984394920168922,1.0249041532510752,0.9382925346664778,1.421655355555269,1.3647891413330584,1.3363560342219525,1.2605344152590052,1.1373242844442155,2.075616819110691,2.483158021036536,0.6255283564443174
143,7.175000000000001,0.965385468582115,1.2060481736719053,1.2697824267521285,0.8055212583460407,0.8000785471409999,0.8762765040115714,1.9216957254721037,0.96322032659466,1.0011797483323803,1.0035522121909886,1.0343942423528856,0.9439530443489992,1.1215283695235634,1.3738722526663647,1.5140632988568108,1.4206026013965145,0.9439530443489994,1.9439825071741772,2.046789274380505,0.7206964190892476
144,7.225,0.9666714863092712,1.2166651856206447,1.2307306790960275,0.8006730449488803,0.8400357421307248,0.8713469785253743,1.843715704363592,0.9897103336875632,0.903139926249171,1.041184630002283,0.9686526670133596,0.977019012695366,1.1152764201522576,1.5300486425229312,1.2811853091005274,1.1613622226378877,0.9309332102097356,2.064643951356245,1.8249977784309663,0.6983409866445028
145,7.275,0.9670560273886994,1.122397723087898,1.1921953412482502,0.7941168540421496,0.8726461873863176,0.8638226667858497,1.7769213024635462,1.047691261452532,0.992306701375746,1.003845151391743,0.9369221412989602,0.863635501197354,1.3363623018527482,1.4363622019913902,1.3272714018401446,1.2727260017645223,0.9636354013359952,1.872725402596369,1.809089102508144,0.7499992510398091
146,7.325,0.9690563173980952,1.24738901801836,1.2007776354458537,0.8329225159294905,0.8407556430385457,0.8433666854082306,1.7800613980816096,0.9651483795225096,1.0653052868314494,1.0129505398290486,1.0015690730893965,0.9774265678840732,1.3540496490871112,1.4885578923739098,1.3181807842106317,1.2105741895811917,0.7711805948443153,2.1341974601505447,1.847246541138708,0.8183042310978543
147,7.375,0.9693068197515932,1.2111276275722072,1.223361239971927,0.8362629438448252,0.9040912524318288,0.8791922530771057,1.791935412446519,0.9565970998774652,1.0845924864807877,0.9835434970571122,1.0688737547926603,0.6280688029498505,1.256137605899701,1.397674237550371,1.256137605899701,1.2119074085088664,0.955372263642026,1.7868999745897132,1.7692078956333794,0.7834160880715374
148,7.425000000000001,0.9700705706514188,1.2206746828233428,1.2048595999909908,0.7911556390764782,0.9156737107512553,0.8860265508286893,1.9362527566131296,1.1342807910594075,1.081111378978498,1.0811113789784983,0.9725571626466408,0.7854572239225296,1.1520039284197097,1.5709144478450598,1.2567315582760472,1.1781858358837942,0.8552756438267544,1.8240062199978757,1.797824312533791,0.8581253752514172
149,7.475,0.9705886509496938,1.2048099004424782,1.2200034813274034,0.832424653456203,0.8817349491930667,0.9235233354107476,1.7967720277103776,1.075440191768256,1.0448382350919234,1.084183607961493,1.0404665269953046,0.8180393180794495,1.0419237630275096,1.2485863275949491,1.3174738491174292,1.2399753874046393,0.8008174376988296,1.6102458155879689,1.8341302605360288,0.92787273887422
150,7.525,0.97442287278895,1.1904731822440815,1.1965511596891667,0.8519131539088517,0.9508769278382442,0.8857257766680606,1.846308766949381,1.0978635074500405,1.0957066046849129,1.123746340631574,1.0611961604428684,0.7307325125493509,1.079104989462413,1.2830303418017668,1.2320490037169285,0.9686454236119304,0.8411920783998338,1.7163717155228926,1.7758499432885375,0.99283554831545
151,7.575,0.9753573016847024,1.1824067621902998,1.2099975861981225,0.8317516162876452,0.8675608835250773,0.8675608835250781,1.753902851265592,1.0472332558527564,1.1068318964297423,1.096189282040995,1.060004393119253,0.7798133815755,0.9978257248116612,1.383539870537177,1.2913038791680325,1.006210814936129,0.8636642828201776,1.643477664395677,1.4925460421552583,0.9797721124008189
152,7.625,0.9765113798712672,1.19102373043395,1.1945754910614863,0.908428940739476,0.8666620928893848,0.9036096890644656,1.993563776229338,1.2100028820949402,1.155384696444821,1.1490825981005763,1.1448811992044134,0.8440992327745638,1.1751185397449808,1.1254656436994184,1.2826998145103663,1.092363713002377,0.8937521288201263,1.506137846715398,1.448209467995575,1.134163344877467
153,7.675000000000001,0.9778198859048072,1.1825673776379175,1.205548759482659,0.914072433736564,0.9116941012983945,0.8990096616281561,1.9054711631551595,1.11964573243067,1.0719571179012162,1.1341596585918094,1.0574431917400773,0.792297008190278,1.0373373200017038,1.1353534447262743,1.1353534447262748,0.9311531848834196,0.8249690497651349,1.6009300371679849,1.372225746143986,1.020417869900438
154,7.725,0.9803282572306866,1.173460481092111,1.1842261735791952,0.9132337907184002,0.9210592730724568,0.914798887189212,1.8235781725676103,1.1502255140100974,1.0683589293830444,1.2341387632528271,1.1236188740063058,0.7740113455648671,0.8627001455775078,1.1610170183473,1.4028955638363214,1.0562029819687249,0.8304496728456386,1.491584363848962,1.5399600729467664,1.0262561144319882
155,7.775,0.9821111949355508,1.173978272638939,1.1333653805689856,0.9756873341828244,0.9301089076453842,0.9192936877890432,1.7860563077044278,1.1334588106585788,1.212255412469068,1.190030729907135,1.218316689531414,0.8118437762292846,1.1540916426788843,1.2496026751764473,1.1381731372626238,1.0347028520569317,0.851640039769936,1.2496026751764469,1.4406247401715733,1.1390665227706809
156,7.825,0.9834078319321063,1.1672672812178695,1.137289309308583,0.9319886955080532,0.8786014543578373,0.9388527693702238,1.859049337986857,1.3464144883488507,1.1449509871292451,1.258648210589815,1.2008022547940869,0.8407912697163861,0.8957963060529718,1.265115835741479,1.037237828061337,0.958659204723356,0.699349747708022,1.0529535527289324,1.1708214877359029,1.0848660956763985
157,7.875,0.9848084219120824,1.1376926900530242,1.116973733746368,0.8757632962065176,0.865221003732836,0.9126613198644012,1.959592057058436,1.248624486608089,1.1737857949817367,1.2269606548215135,1.1915107482616625,0.8611820734994132,1.0629003970217978,1.1792763529000976,1.32668589701261,0.9154908529092864,0.8223900882066465,1.3344442940711625,1.5284042205349957,1.2043723923650096
158,7.925000000000001,0.9886301416011368,1.130688831472007,1.114614418358996,1.0142009120597255,0.90712984802996,0.9034121027511488,1.9368880941794795,1.147353389122383,1.244586727183602,1.281535395646865,1.2154167257652364,0.8350281214105891,0.9346186313035948,1.0954956088230667,1.1337996510896071,0.8886537805837458,0.796724079144048,1.4249103723153176,1.4095887554087012,1.1789046151463292
159,7.975,0.9899905030387764,1.0725425598791056,1.1259351931996933,0.9582025327203902,0.9082732053449216,0.908273205344922,1.8742701353252849,1.204064933246878,1.253994260622347,1.2539942606223469,1.2847200005457118,0.8018952578484352,0.9531962498953094,1.2633632835914024,1.2557982339890583,0.9531962498953098,0.9305011010882784,1.2633632835914026,1.2936234820007777,1.182000403174361
160,8.025,0.9907342165877868,1.0798834384644065,1.0610006201738704,1.0159123901291882,0.8687102379548668,0.9143936644917248,1.919261709743871,1.154970732444681,1.238416893737893,1.1985903167570422,1.202383324088552,0.9338843808641132,0.9637686810517648,1.2551406078813678,1.3149092082566711,1.0384794315208938,0.8218182551604196,1.3149092082566716,1.1356034071307612,1.194990830207752
161,8.075000000000001,0.9927641542762518,1.067607357943971,1.0778119108050053,0.9646966157239202,0.9074020876928042,0.8773224604764681,1.8712172491393229,1.2793207018640214,1.2306203530375723,1.3036708762772455,1.2193818110006995,0.9223550914100156,0.9297339321412956,1.2248875613925003,1.4831469869873048,0.9371127728725758,0.7231263916654522,1.17323567627354,1.0994472689607384,1.1752686221893
162,8.125,0.9938823198547434,1.0440811376854031,1.0698008461370412,0.9542747852651616,0.9238568343634556,0.883535364563519,1.7983049041137626,1.1988699360758417,1.2876751165259042,1.332077706750936,1.3135766274905054,0.8745964741294031,0.9912093373466566,1.1661286321725377,1.3483362309494968,1.0276508571020486,0.8235783464718545,1.2171467598300865,1.049515768955284,1.251654647924985
163,8.175,0.9957640303838636,1.0227654721583304,1.0128090442655502,0.9873585565769472,0.8650742342832703,0.901410147193391,1.840338737006996,1.3651767989515655,1.1550090186578168,1.2555240440156958,1.2975576000744462,0.8063354100334589,0.8639307964644203,1.324693887912111,1.2958961946966303,1.0079192625418236,0.7919365634257186,1.1159106120998763,1.1159106120998763,1.3188168076640532
164,8.225,0.9976096136384108,1.019525885765751,1.0446239947300435,0.9719392327437856,0.8732266544182455,0.871846058917189,1.7566484756135232,1.234889575868088,1.280024428787243,1.2818298229040088,1.245721940568685,0.8890198302257846,0.8747955129421718,1.109496748121779,1.1308332240471977,1.0099265271364912,0.8107860851659158,1.2446277623160984,1.159281858614423,1.2884618829247825
165,8.275,0.9996737984735814,1.0266770786260848,0.9924991863219528,0.9922823715495498,0.9090806881618904,0.895441067934405,1.722998795198172,1.300275488301727,1.3198955573981863,1.2646026353990734,1.2610353501088076,0.8853353493113144,0.8993882913638747,1.2226059585727678,1.3209765529406914,0.8010176969959507,0.8993882913638744,1.0118118277843595,1.1172088931785638,1.275304491269867
166,8.325000000000001,1.0010644824837378,1.0077604021702034,0.9773024662307624,0.980398893222048,0.8604600595495226,0.8685458236173337,1.6600695613066765,1.2847035140048475,1.2547447214971892,1.381629019176681,1.2899903597414926,0.8400210448225571,0.9788674985122366,1.2010218244157225,1.069117693410527,0.9510982077743002,0.8747326582449768,1.0552330480415597,1.1524255656243347,1.2460052418100818
167,8.375,1.00236082850394,0.962396818053754,0.9741732577036296,0.996025095720623,0.8688587900504094,0.8848378022812219,1.5950331952449135,1.264185698414636,1.295529145482768,1.2432900670358815,1.1736379624400346,0.7408451125194713,0.8643192979393831,1.3444966856834852,1.3856547474901229,0.8848983288427018,0.9123370367137932,1.0083725142626137,1.0152321912303863,1.279679738008406
168,8.425,1.0051516708728805,0.9691097571897522,0.9865653698943042,0.9460789967237908,0.8697610804373099,0.8954196902232813,1.5555089356639762,1.2888010982437157,1.2698734452655034,1.3163322298483873,1.2664320538149196,1.1387877163750766,0.8405337906577948,1.1252307197515632,1.0032177501399484,1.172680207933858,0.928654268710628,0.9489897636458972,0.8676477839048203,1.2645357768931695
169,8.475,1.0066488089960732,0.9391805466083112,0.9688893190010236,0.9934643553926676,0.8809844251027911,0.8354723145808756,1.5031999932381197,1.2107221664994818,1.21242261898052,1.217523976423636,1.2532334785254464,0.790452759367639,0.9847165731105324,1.1052941126750877,1.1789803868534268,0.9378253077243176,0.9378253077243168,0.8574402813479471,0.971319068714471,1.2631932716286711
170,8.525,1.0083896268768746,0.9095690400781752,0.942718900962662,0.9734916289657972,0.9220861304065476,0.8963833811269222,1.5091468096259824,1.231853687590028,1.2167286082062487,1.193200706942592,1.2789094901173417,0.9136159062121252,1.0592648187966676,1.2909789979084385,1.1585708955588554,1.0261627932092712,0.9996811727393552,1.0791260341491051,0.9533383369170008,1.206062169003628
