,r ($\AA$),g_full(r),O (DOL),O (DOL),O (DEGDBE),O (DEGDBE),O (DEGDBE),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
171,8.575000000000001,0.9998087565569131,0.9864680142781268,0.9930444677066468,0.935390253538828,0.9088543598214138,0.9165939954889925,1.0885499888154886,0.9918640786297338,1.0152020569504332,0.9885300817267764,0.9518561157942482,0.7092320684472346,0.8799731219623104,1.0375802482839185,1.1557855930251242,1.0113123938969837,0.8668391947688427,0.7880356316080389,0.8143034859949736,0.9751940941149472
172,8.625,1.002042044524556,1.0224241334950797,0.9868265629979754,0.9365982962681668,0.8917902097489189,0.9726633415153644,1.0331248346197606,0.9227271250192434,1.0018180214494643,0.9556816651985016,1.0281816535928714,0.7269971288030406,0.7594523577674626,1.2138255632693622,1.1099688305832138,1.0061120978970652,0.7724344493532304,0.8698001362464949,0.8438359530749578,0.9508057383352432
173,8.675,1.0030190120386917,0.9944549960058362,0.9754838545435708,0.9463589685067024,0.9593227899930958,0.844809033529956,0.9528408792498992,0.8909469417943505,0.9218939105221248,1.0033333019110051,0.9626136062165648,0.8533861073416606,1.0330463404662211,1.2704545056665324,1.1228764570285004,1.000964155979692,0.8918847287254951,0.8213039228551323,0.8662189811362723,1.0176599866818647
174,8.725,1.0042925768236175,0.986417301733176,0.9960969563346668,0.9248638348763748,0.90136844877097,0.8351541788375574,0.9902565878130956,1.0031379743212334,0.9580531215427508,1.009578667575302,0.9532226016021992,0.6216244852790754,0.9197505139333256,1.1734747936390708,1.1100437237126346,0.983181583859762,0.9260936209259696,0.9387798349112566,0.8182608020510278,1.046612653786198
175,8.775,1.0052568801365973,0.9740119280601915,0.9820863284463216,0.9228008217563244,0.9565875795323,0.920689149395326,0.9503500242505822,0.9869631742635856,0.9965144307887176,0.9965144307887176,0.9503500242505822,0.877943781602993,0.9343830247060424,1.1664110241296908,1.0786166459693916,1.0911586999922909,0.9970932948205424,0.7901494034426938,0.7462522143625443,1.157196453827153
176,8.825000000000001,1.0080396283475426,0.9943475765543098,0.971876444880766,0.981271598483266,0.9374275483382692,0.9228128649566028,0.9081339412084248,0.9836806122274968,0.9600722775340372,0.9742372783501124,0.956924499574909,0.719219570055304,0.9114247999838768,1.1284307047419433,1.14083104215669,1.0912296924977036,1.0106274993018505,0.6634180516889439,0.7316199074700506,1.108628125094924
177,8.875,1.0088973508348833,0.990776367086306,0.962126002974633,0.9981149651407326,0.9671496611549808,0.8783824563958259,0.939947832576728,0.983521573159755,0.9632909078890638,0.9415040375975504,0.967959522951531,0.895053675612396,1.0544467959269324,1.1647958792216115,1.1709263838490933,0.968619731142182,0.8827926663574318,0.7479215645528242,0.7172690414154135,1.2303547450338703
178,8.925,1.009585578439289,1.0037003445430417,1.014107375765262,0.9165385082181636,0.926744950403221,0.8797953163519562,0.9525279935845506,0.9217516448419156,0.9925372469499756,0.8817423914764899,0.9586832633330776,0.8547431400795427,0.8850531805078953,0.9577972775359412,1.0547894069066694,1.1032854715920335,1.0729754311636814,0.6607588813380865,0.8123090834798494,1.1839472934666695
179,8.975,1.0113335564090034,0.981970962941754,0.954241360785902,1.011322452200348,1.0012294137552349,0.8962618139260569,0.8323806444442163,1.0180304408284848,0.9875960479786036,0.9693354122686756,1.022595599755966,0.8572353986049509,0.9111872768388288,1.0790375646775603,1.198930627419512,1.037074992717877,0.9711338082098044,0.8332567860565606,0.7193583764517069,1.263648413328178
180,9.025,1.0121989587749023,0.9801673952222064,0.9869525170812584,1.0231052156942009,0.946247555588392,0.8913492269413865,0.8773597507463021,0.8954186135403941,1.002266885072105,0.943575580991306,0.9781884013466488,0.966331572239418,0.9129758412568728,1.1145419360798188,0.984116815900266,1.0908282778653549,1.132327179740667,0.758837062862856,0.8121927938454003,1.1139369958192458
181,9.075,1.0132802673376071,0.976945814873389,0.9895281164387306,0.916105679141114,1.0128495978435166,0.9101825820777016,0.8647417964014719,1.019532066325315,0.9942298106646864,1.018043698345278,0.9346950914632082,0.9615759192238766,0.9322595802231486,0.9615759192238766,1.1140208820276625,1.084704543026934,0.9557126514237309,0.7153186716177614,0.6860023326170333,1.1609270244288252
182,9.125,1.0134625419980434,0.9546537796029556,0.9471869047335238,0.9539370047666608,0.9402674878099228,0.9793232505434604,0.817016513491201,0.9392009650583538,0.9995571399288744,0.9627545942761178,0.9686430015805592,1.0438540221509194,0.91047267487608,1.0786491562226168,1.0902475342465157,1.113444290294314,0.9278702419119284,0.7654929495773407,0.6437099803263997,1.2673595007033032
183,9.175,1.014447871994152,0.9844883203060324,0.9305999626788336,1.02083072247666,0.9599865072297064,0.9242526030370514,0.8882215353999667,0.9522899740189804,0.9566582766520952,1.007621807371766,0.9464655705081608,1.02103558515426,1.0325078950998132,0.9292571055898322,1.0095632752087067,0.975146345372046,0.9177847956442788,0.705547061651539,0.6022962721415577,1.247789303159739
184,9.225,1.0147684630564473,0.941645365455792,0.966539438335658,0.9591617805345256,0.9476976955082164,0.8617170578108985,0.8800595938529936,0.9708022360997012,0.957839001493029,0.9333528916804252,1.0212148151256502,1.0837613309214822,1.061064758546162,0.9532560397633976,0.8908404657312705,1.0667389016399926,1.083761330921482,0.6865713143533991,0.9305594673880782,1.1979968852492988
185,9.275,1.0152253842574464,0.9797023261704608,0.9636416322988144,0.9932665108246436,0.93372722425761,0.9015949108722268,0.7879541138495321,1.025907707001199,1.0430061687845524,0.9304412953774768,0.9446900135302716,1.0608818333762395,1.0384293078021396,1.1338525414920662,0.9991373880474635,1.0889474903438654,1.189983855427317,0.7802252636999855,0.7240939497647354,1.1586534179552936
186,9.325,1.0154119553618135,0.9665761729427652,0.9776984193163534,0.9330905371163556,0.9919930459723978,0.934025497574388,0.8274543893657398,0.9162612488717732,0.958550229588932,0.9289479430869212,0.9684176584229354,1.0217701199539788,1.0495356123440327,1.010663922997957,1.0495356123440327,1.0606418093000545,0.9662391351738716,0.6497125219272581,0.7718806884434947,1.2060989908618225
187,9.375,1.0159081839676822,1.0000472498644497,0.9733234302453314,0.9888401418369044,1.012890510113573,0.9240891503227944,0.7991268521941356,0.960904714069388,0.9804296284336428,0.9776403549530348,0.9887974488754658,1.071334586869815,0.9504660693768104,0.8131154813165778,0.9724421634664474,1.1372628691387268,1.137262869138727,0.7966334107493499,0.7746573166597127,1.2025184138334666
188,9.425,1.0159440742085668,0.9547285827654064,0.967689872240907,0.9783763231554023,1.0195614817540863,0.9143105208907836,0.7851510474460891,0.9038206257947076,0.9741944455130735,0.9617755361510087,0.9866133548751386,1.038254274276318,1.0599978192873405,1.1143566818148969,1.000203070507029,1.081741364298363,1.1741514305952083,0.7827676203968056,0.6577422365834268,1.2355547579605168
189,9.475,1.016846738336174,0.9644291799142568,0.9726370878284204,1.024224417225159,0.972605680017525,0.9517770667583044,0.8315005328005431,0.9270753066856634,0.9639398623270664,0.914787121471862,0.9257099527730186,1.070354718791366,1.0380827172197664,0.9842960479337683,1.2639867282209596,1.23171472664936,1.1886853912205615,0.6992267007179774,0.8068000392899745,1.1827029963714053
190,9.525,1.0153574941489432,0.9847878953942816,0.951538613359062,1.0394868233101429,1.023356855362227,0.941810906292207,0.7741557437156202,0.92277202959471,0.9835696010907012,0.8673786866761399,0.952495286770528,1.101725689533416,1.1176927285121614,0.9899564166822,0.9367329534197162,1.1070480358596644,1.0697916115759256,0.7131944077172836,0.6173921738448127,1.2509686252939305
191,9.575,1.0161611448695111,0.9840741452309908,0.9740274464537476,1.0570357321673605,1.0428473330778658,0.9843201868337002,0.7353410681959308,0.973324177539341,1.033488446755372,0.9706502100186294,1.0161076578707406,1.211388316201562,1.1060502017492524,0.9164415957350946,0.9322423129029412,1.1429185418075607,1.3061926192086404,0.59516034665555,0.7320998954435526,1.1705429248833186
192,9.625,1.015071881844628,0.979842130733421,0.9917732373481356,1.0144890092106729,0.9907941967118082,0.9714873124534732,0.7925543494634671,0.9592686199683044,0.914282229514618,0.9830849443261376,0.9513298451823594,1.1102256253677054,1.1519242404049903,0.8496092813846762,0.9434311652185666,1.162348894164311,1.0893763178490632,0.927794184579585,0.8443969545050156,1.2373957638296276
193,9.675,1.015791746148372,0.9943409775026796,0.9763828153656948,1.025743914088323,0.983185529845878,1.0135843757333387,0.8197399549467914,0.9218800771286602,0.8983092797020747,0.9114041671612888,0.9637837169981442,1.1710003906709163,0.9337051573191008,0.7428372522317708,0.8666434609370659,1.0110840377599102,1.1761589827003036,0.7067271080260596,0.7479958442611581,1.2176909124062902
194,9.725,1.0148878613375825,0.9963166555424092,0.9946123015373264,1.0427317306487478,0.9980309474717196,0.9584879469689644,0.7957797412213385,0.9992608802632768,0.9863002981586948,1.0212938698410667,0.9487146100554068,1.07729929432935,1.2202584423920135,0.8986003592510228,0.934340146266688,1.1232504490637778,1.2253641262513937,0.7760639466258833,0.7147957403133135,1.246464146282509
195,9.775,1.014823540160697,0.9921751148278282,0.987355221143942,1.0150745280851443,1.0644243374974982,0.9563652720601024,0.7748312781793271,0.954427932061952,0.9557107653039708,1.010872594710778,0.9223571010114842,1.152217493740481,1.0460921982643836,0.960181244783734,0.9753420012803192,1.228021276223407,1.0107170997723511,0.727716311836093,0.7883593378224341,1.24395554070451
196,9.825,1.0141914181553866,1.0047644235632096,0.9880660594489112,1.055302533729545,1.0536180923349248,1.0359314576914127,0.7910914223626219,0.947278011368404,0.957436488702113,0.9612459177022544,0.9180723890339894,1.2855860898455758,1.0254675035733192,0.8453854053848332,0.9304241739738414,1.0304697840785544,1.390633980455526,0.7153261122487049,0.7503420757853551,1.3037576394360229
197,9.875,1.0136190358216308,1.008783684883271,1.0179930865008848,1.0479778572307616,1.03964072232837,1.0346384413869338,0.7416202154713012,0.9980448323461244,1.0231845006671856,0.961592313280586,0.8748604575729259,1.1834689314172218,1.1636619200127494,0.8517014903923104,0.8021839618811295,1.1686136728638674,1.2428899656306387,0.7328594219654762,0.7675216919233029,1.23389596555412
198,9.925,1.0132890374083068,0.9841517943042516,1.0115023311055815,1.0902669155447844,1.0853149083583589,1.0440481818048089,0.8013617373069637,0.9992134705861676,1.0178787284426958,0.965616006444416,0.9880143158722506,1.382360309132002,0.985299369274938,0.7745139320668666,0.9264755263331508,1.147064937364853,1.181378845747562,0.88235764412681,0.8333377750086536,1.2380017966064931
199,9.975,1.0124422680714107,1.021058741795893,0.995601701542596,1.078547256445826,1.093254719033723,1.0099124310356369,0.7761014873305981,0.981829976829344,0.9436408560241868,0.9510322987606687,1.013859562020765,1.2229477982179109,1.1210354816997512,0.9220638161166792,0.9851523930088726,1.0627998722608032,1.1744181236854545,0.7279451179868521,0.7230921505336063,1.1455479193462486
200,10.025,1.01107361802733,1.0186892839996438,1.0390813996712516,1.0540633622054936,1.068624483095515,1.0516365087238226,0.8086275800925647,0.962303409793414,0.9391300703940796,0.9574248120251336,0.8854654949429898,1.1819511865880623,1.0570295164608683,0.9849593221567182,0.917693807472845,1.1627324681069555,1.1867558662083384,0.7351159819023312,0.8888657297511845,1.2425489826152252
201,10.075,1.0099205442138592,1.0108718977931073,0.9684497602510712,1.0708591984732507,1.0964893363574275,1.03802058430915,0.7825078250945908,1.0119468478846716,0.9539833052850722,0.8996424840979478,0.897227336489631,1.265390974175593,1.1084063796350123,0.8087085173302665,0.9609360029453756,1.1987914492189833,1.2368483206227607,0.851522497659516,0.7516232102246009,1.1101053471083964
202,10.125,1.0100350329917145,0.9950724951096224,1.00787591096092,1.1142364031133758,1.0499992866349537,1.0460340325313469,0.7700157445747755,1.0223035118189954,0.9780634768046058,1.015129452086932,0.9613240040964584,1.2858958580349502,1.1634295858411452,0.857263905356633,0.7913205280215078,1.191691033270485,1.3282880291789598,0.7395078744010514,0.871394629071303,1.2165399589864188
203,10.175,1.0093195572930054,1.0024432376843404,1.004445010291209,1.0475580175928951,1.0946745701083174,1.0444169140918669,0.770754312148443,1.0063612370601789,1.0039933282670956,0.949531426026192,0.9459795628365676,1.235976635177295,1.2173203840802789,0.750914106654885,0.8162109854944399,1.1613516307892315,1.4085469578246903,0.8348672365914559,0.7275937927836147,1.278429124918466
204,10.225,1.0086760046830918,1.0078605800417098,1.019313541178548,1.0622216914973273,1.127541326992039,1.0746635268296536,0.7819932772430942,0.9672330640563012,1.0024051754765295,0.9086128783559192,0.9601986417722552,1.186969941969551,1.210062742396974,0.8267222553017493,0.8405779355582033,1.2377741029098817,1.2885782638502117,0.8313408153872339,0.7805366544469035,1.153980227073232
205,10.275,1.0074648058604088,1.0194504739727706,1.0146520335732403,1.128145386881964,1.078861219809987,1.044208289837504,0.8208420191704257,0.971774780828354,0.923011888600408,0.9508763984449482,0.9648086533672184,1.4132794955242358,1.2074620932634252,0.92846517019877,0.8278433290934848,0.9696286506509324,1.29893649426823,0.6814842874857973,0.7546638082896413,1.168958837738444
206,10.325,1.006229523308661,1.0262330645007147,1.0046327053236843,1.0829273949855698,1.1500383884776326,1.0783516454292923,0.7749677171569536,0.9508876885590508,0.9359402400085464,0.9658351371095568,0.9681347445788644,1.277327421588612,1.164089174993877,0.91496503248546,0.8107858456183035,1.2320321229507183,1.213914003495561,0.8379630248010403,0.8017267858907251,1.0981798935064928
207,10.375,1.0054299744630442,1.0208579749286233,1.0255643612338263,1.1231192795916798,1.0770464644907434,1.1102793147274843,0.7789036423318964,0.9645195687940296,0.996404513216973,0.9223858922351408,0.9303571283408764,1.206727820855327,1.0856064410668744,0.7895319571395452,0.8613075896067767,1.2829894303517606,1.3592510398481936,0.8971954058403919,0.780560003081141,1.188829688014327
208,10.425,1.0051410671155687,1.0600332433383046,1.029522592320772,1.1213485822595946,1.128829226570866,1.0951663271701442,0.7894956919280353,0.9857417639215752,0.9462669793251736,0.9428834263597676,0.9394998733943618,1.2884843110686988,1.1596358799618285,0.9108251164451144,0.7686475372927063,1.1285345345222395,1.2484968669320835,0.7775336359897318,0.6931156983679893,1.184934058905402
209,10.475,1.0049333524512043,1.0222360293497492,1.0461602558629657,1.1395658154810655,1.0817724906387227,1.0869590710732924,0.817724250668698,0.938372090931293,0.8970390345450333,0.9573629546763314,1.0255066422320556,1.2762131251121858,1.0913822587166273,0.7877315496382107,0.7657278750673109,1.1617940173435066,1.3686285583099638,0.7877315496382107,0.7041175862687915,1.1751309384609694
210,10.525,1.002460432712913,1.0343732675325754,1.0547447667725662,1.1045450644773247,1.147112249686417,1.0612439622818677,0.889642879839482,0.9593537025134716,0.926158072668714,0.8896428798394815,0.941649366596268,1.285911519743863,1.1594998788198898,0.8630863759636775,0.8194961549554113,1.2074491219289831,1.1900130335256762,0.8238551770562382,0.7802649560479712,1.100875479545507
211,10.575,1.0024347548177983,1.045206241382541,1.0748574822728263,1.144287442872215,1.1799101142195707,1.1370175099441822,0.8779618384379151,0.977705318210512,0.9689366606480858,0.9108443042970126,0.8878265781956444,1.2651445702758,1.2435550724895237,0.8160830163212497,0.8635799114510577,1.221965574703247,1.221965574703247,0.7383608242906545,0.7556324225196754,1.112299737988874
212,10.625,1.001201988528286,1.0761877645195048,1.0360041046236854,1.1155388612764896,1.090333012248293,1.0968145162841147,0.8827476111967326,1.0086992998791695,1.0043561382004649,0.9001202579115507,0.9381229226002172,1.29176157201475,1.0778937620785336,0.7827561843665533,0.846916527347419,1.142054105059398,1.3559219149956152,0.765646759571656,0.7870335405652777,1.0341599772711685
213,10.675,1.000186473460663,1.0434979840540572,1.0447104139348322,1.1101073970958408,1.1072536505737434,1.154340468188349,0.8422284062562029,1.0218607738740644,0.9551709128422832,0.9121451960475856,0.8777246226118282,1.3559619838328885,1.0974817306647449,0.8220519526986895,0.8432388586960785,1.2542648350454229,1.3093507906386332,0.8390014774966005,0.7712033783049558,1.1400717355778622
214,10.725,0.9994942175407912,1.0377949348706306,1.0616177738462491,1.1542044959977595,1.1400684948220374,1.1301732939990314,0.8621003424720374,1.010223887099495,0.9739922287014116,0.9931736949121618,0.9548107624906615,1.3097647634815088,1.1082624921766608,0.915156148842849,0.9067602208718134,1.1880238079014964,1.4482975750035911,0.7934151932628367,0.6800701656538602,1.0842312901779323
215,10.775,0.9993646836207972,1.0484162989537602,1.062498318860252,1.1456182610217405,1.119708801573205,1.1428172383786552,0.8773449307982735,1.0452123724311562,0.996646949065668,0.9174641935784594,1.0082604198704588,1.3558647182011745,1.1687054779586803,0.9233189185296335,1.0647281222684064,1.1104781587721266,1.2976373990146204,0.8609325051154691,0.8235006570669708,1.2338504742789154
216,10.825,0.9981805581659554,1.0582080661903768,1.0745184226423363,1.0851059173640425,1.157261298058326,1.141303858097091,0.907962322984998,0.949803904689376,0.96026430011547,0.9246989556667484,0.8912256903032464,1.339247596219668,1.1538133136661757,0.7747032248901465,0.8488769379115435,1.236228550356617,1.4010590237374991,0.8529976997460657,0.815910843235367,1.1267340216107444
217,10.875,0.9975926919306392,1.0607663752352354,1.0646605249240575,1.1466442967401658,1.1576432828000238,1.153518663027577,0.9017053379456428,0.9887665429886704,0.9400537258812623,0.9296892967094732,0.9410901687984412,1.3432928353861058,1.1105642894377534,0.8941675712752497,0.7716788628813804,1.1064813324912917,1.2575507395103973,0.7961766045601545,0.7675959059349179,1.1975146072670075
218,10.925,0.9964301639695592,1.0877356545137815,1.043747763554373,1.150477065401552,1.1872596358762018,1.165462557076409,0.8667692219655981,0.9386576645456832,0.97562886358687,0.9715209525822928,0.9704939748311492,1.2662946876985568,0.9345497535411078,0.9426410933986068,0.8495906850373705,1.197518298909817,1.2298836583398127,0.7848599661773807,0.9021843941111124,1.102114796814512
219,10.975,0.9963869865126652,1.0679060933012547,1.086832463375874,1.117744364035781,1.085345976672425,1.145417986575315,0.9331773970497916,0.9341950387041538,0.9901653296940536,0.9240186221605357,0.960653721717561,1.3630230643270478,1.0583473205362963,0.9180361227379238,0.950107253663266,1.0342939723422897,1.3189252593047025,0.8258316213275645,0.8017782731335577,1.070496715797554
220,11.025,0.99616822996589,1.0838169763147831,1.0826803040795294,1.1210062628144748,1.1591311774805997,1.1230128372705868,0.8864119835814617,0.9479263533180592,0.9993564001470178,1.0043985616008373,0.958010676225698,1.3824689949745006,1.0487695823944487,0.8580842037772765,0.9017829363770454,1.1917836163573288,1.2752084695023416,0.897810324322521,0.8024676350139347,1.0808747736922388
221,11.075,0.9961325335024106,1.0518997627989664,1.0986466913973854,1.1480257927641937,1.1672479336361117,1.1579682794220825,0.904409376090392,0.9723649977192832,0.9573747870658514,0.917400891990033,0.941385229035524,1.3424566429629037,1.157425961968017,0.9015324669750884,0.8188591839773725,1.2361624219658414,1.2873411209644268,0.988142572972695,0.7873645999782429,1.1533284523150673
222,11.125,0.9953650902579398,1.0526987686338685,1.0759556343247891,1.0713839990118312,1.130503900857977,1.1915944660989954,0.9369039077525708,0.9141250601010812,0.9983077579435432,0.9438366005160678,0.9448269851965674,1.3382197849537805,1.2055682610808112,0.9714773365991004,0.8193182356859883,1.1314394683282694,1.228977353528982,0.7334848967093609,0.8934470284385297,1.128533237463106
223,11.175,0.9951485237407198,1.0661645579639183,1.0597107773467038,1.1230142744562024,1.1418939347224228,1.1438470030258252,0.9393357123224024,1.0031359435668714,0.993320523375414,0.9884128132796862,0.9609296367436074,1.303071389659748,1.0556038260448408,0.8042695817484499,0.8584031112892111,1.1252040783115336,1.2373378180745378,0.7810694976595526,0.8081362624299328,1.0403343829455145
224,11.225,0.9943972035126778,1.0557738289123548,1.0533980179765992,1.1085153398111325,1.127227181984895,1.15045567571784,0.9446055583930127,0.931958934027298,0.9844910660079592,0.9621162690532332,0.91736667514378,1.3336440240208454,1.0730469158788405,0.8086174973229834,0.9542452930493976,1.1535254345697536,1.283823988640756,0.881431395186191,0.8086174973229838,1.059477408597136
225,11.275,0.9934087846276862,1.0598349265178375,1.0438948353311048,1.1089379486034965,1.1204494151979965,1.1505071335280803,0.978671437739241,0.9593872714783696,0.9998840206262,1.0066334788175046,0.9227473555827134,1.2914547708038326,1.1926964648011869,0.8432439974072088,0.8204536190989058,1.120526933491561,1.1775028792623183,0.8584375829460775,0.8014616371753199,1.1537047631376631
226,11.325,0.9933961057325438,1.0504972345326884,1.0738376277115038,1.1004354164218697,1.1029709818974955,1.1200860488579734,0.9738716904884854,0.9824731087558032,0.9432888699824684,0.9509345751089724,0.913661762617264,1.3440802080343366,1.103124652532383,0.7341614581700159,0.8922885414681732,1.0428857636568944,1.22360243028336,0.7793406248266322,0.8207548609285307,1.0852220235681105
227,11.375,0.9932334880157616,1.031494244463354,1.0435959712790046,1.0989508387451885,1.117172436414491,1.1793772008717662,0.9890122550353856,0.9965908930050054,0.8942792804151384,0.9473297462024768,0.9520663949334892,1.1867458093336465,1.1680862840296582,0.9702953158073838,0.8434105437402643,1.1083758030568962,1.1904777143944445,0.8247510184362766,0.9404400753210032,1.12345574595563
228,11.425,0.9930604595568836,1.0584737252781788,1.080172436646382,1.142917607000628,1.1696998724507774,1.131083582731956,0.8836518623549265,0.9522029632602508,0.9681669182656,0.9409342891388272,0.9456295700227532,1.287360649629244,1.0912971024155949,0.9359259895293068,0.8434431842398492,1.0654019169345468,1.261465464148196,0.8841356185672103,0.9137301162598368,1.1796653665717645
229,11.475,0.9933172272331192,1.051892838338244,1.0601121173743038,1.188547720791876,1.07988050060519,1.1391535297979267,1.0118779980425603,0.944853880416926,1.014670669610295,0.9401994278040346,0.959748128778178,1.3605106031499723,1.0744733334850196,0.8104389307173692,1.0891419114165548,0.997463299344454,1.213824823834612,0.7260946076110367,0.8544446645119773,1.0940813305159496
230,11.525,0.9929140586069592,1.042092141417812,1.0706972326395623,1.1470411607017668,1.1660156943099604,1.1635673673927749,0.941287533238228,0.9874290789852004,0.9791236007507452,0.9542071660473804,0.9422103641531676,1.3378251809303872,1.159690849773896,0.9233902064030388,0.9742857295906082,1.0179104637513818,1.2723880796892273,0.7816098203805252,0.8361407380814925,1.1482653241603595
231,11.575,0.9927029508136744,1.0738417584264492,1.0697168861149524,1.138366546727728,1.1171283648857924,1.2245328844864365,0.9917250696406434,0.9780019367581622,0.9953845717426384,0.9478110444167032,0.9423217912637104,1.21456656885152,1.0812165301348835,1.0271557036281391,0.9406583812173488,0.9658867669204962,1.1244651913402794,0.7388312955921704,0.8829934996101546,1.162638754547082
232,11.625,0.9919872865198752,1.0448585375894217,1.0402578884513076,1.1147584985306365,1.0912962311573526,1.1412287489004949,0.9677930769841376,1.003166957023859,0.9442104902909916,0.8952312717744553,0.9632579641585332,1.2041411690288573,1.0362045668200848,0.9433034677258704,0.9254378717462136,1.1076669507387114,1.268457314555621,0.8361098918479305,0.8075249382804799,1.1285952203148806
233,11.675,0.9920750439221296,1.0506257884627193,1.034407734805794,1.093301610776798,1.0670576004799197,1.1189491662942028,1.0170746899599543,1.0044849059993533,0.9397374456305504,0.9397374456305502,0.968514094683352,1.218647486402732,1.0556888108953897,0.9387836741183831,0.92461335450905,1.0663165506023904,1.222190066305066,0.8360488569507116,0.8325062770483779,1.12252789497105
234,11.725,0.993213316602234,1.0458718540142906,1.0406793448095442,1.1153400383848495,1.1035124663977354,1.1153400383848495,0.9451139830933856,0.9584882375711226,0.9254984098593718,0.9665127902577646,0.9477888339889332,1.1485647633304696,1.0783161539524593,0.8500081734739251,0.9378189351964382,1.0572415711390566,1.1836890680194752,0.8043465773782189,0.9026946305074336,1.1803916843139763
235,11.775,0.9925261791534398,1.0363442632431232,1.039001556225798,1.1158562990601704,1.0484241002204857,1.16745659034619,0.9760032718211572,0.9830757592981216,0.9424089563055734,0.9556698703248832,0.943293017240194,1.225897829340583,1.114452572127803,0.971663336323928,1.0030073149150225,1.0691779363851108,1.2816204579469734,0.9333540291570348,0.8532527505353489,1.1269972710423792
236,11.825,0.9932176373652684,1.0723915621042728,1.0325391729720204,1.1041141713992086,1.1128354523739263,1.1634188820272864,0.9774096124178028,0.9423455904476578,0.9204305767163162,1.0054608299939196,0.9134177723222878,1.212099486740709,1.087781590664739,0.8909449218777862,0.9945431686077614,0.8978514716597845,1.1568470884847224,0.9427440452427738,0.8218794240578027,1.186094212561551
237,11.875,0.993235653642094,1.0401919687247057,1.0339867419097075,1.0913767585483138,1.1173207385455002,1.1409585869873815,1.017873250091328,0.9109574432926656,0.9683269005992652,0.9787577110186464,0.9735423058089558,1.1163074383166556,1.092337646696359,0.9211248494085283,0.890306545896719,1.0341252956184968,1.05124657534728,0.8115486591443167,0.8492154745476395,1.0746573047723496
238,11.925,0.9933105834401172,1.0193428123219048,1.045251446153756,1.0662361176884827,1.0513716999619944,1.1451318733136897,1.00763161158695,0.9576379131506428,0.9481563496541016,0.9352269448860911,0.9162638178930088,1.130735216984187,1.0696143944445016,0.9507683506173346,0.974537559382768,0.9711419581305633,1.1714824320106445,0.8387135092945773,0.7911750917637108,1.189153418119059
239,11.975,0.9928953256190856,1.0243370213968153,1.029154408235176,1.0715244724754291,1.1095097315526,1.1174469498672326,1.030006715137349,0.934271651157778,0.9428194247273828,0.9394003152995408,0.9872678472893264,1.094374040350888,1.0674356024345584,0.8990703654574986,0.9462126318110754,1.0775375166531818,1.2627392773279478,0.9462126318110754,0.8957030607179575,1.1055411223952831
240,12.025,0.9939275563304976,1.0559665817569883,1.0363792058625372,1.0435160695532972,1.0716280326339362,1.1503415292597234,0.9850085870063936,0.9366906098468716,0.9392336612763206,0.9689025946198864,0.938385977466504,1.205509127111302,1.0786134295206389,0.9350209296154144,0.9383602900783268,0.998468778410746,1.0619166272060774,0.8481975575796973,0.8548762785055214,1.1357233084577911
241,12.075,0.9937099916175276,1.036500335561078,1.0301831005431827,1.1146277727211642,1.0889785093168751,1.1436225922216647,1.0146985856320134,0.955010433536012,0.965098571918435,0.9180205928004624,0.9457629733521248,1.1756757231030446,1.1591169101015937,0.943852341082726,0.8776170890769207,0.967034679284758,1.2021698239053669,0.8743053264766297,0.8014465492702447,1.1218764775962886
242,12.125,0.99492959702174,1.009487054211598,1.0318852929629183,1.085545808721219,1.0556836214206868,1.1220440376440928,1.006347204282285,0.9388127191564644,0.9888382636941097,0.9529866234421308,0.9880045046184818,1.0740332819673095,0.9820671293829536,0.8835319658997138,0.9623600966863056,0.9426530639896574,1.188990972697756,0.8178418569108871,0.8408333950569766,1.123703048049678
243,12.175,0.9946843922070296,1.0049409491535246,1.0114655309844804,1.076099471600457,1.10461994689262,1.1150408897878334,0.9980985030795244,0.9005213503343837,1.0138100785215378,0.96336765210244,0.972463827358343,1.211821034092183,1.032653945718338,0.8925778584442418,0.9479567766688842,0.9023506087191792,1.1368966153176665,0.9056081921441576,0.830683773369641,1.1035230055352292
244,12.225,0.9950655092974732,1.059601649027365,1.023701229625973,1.0809148698999795,1.0428353324601214,1.1081145394998788,1.0120955212476812,0.9267973573823984,0.94812189834872,0.974367487230345,0.9965122028492164,1.1340778604815982,1.0597650662050264,0.8788295670968512,0.9143704687073856,1.0597650662050269,1.0145311914279824,0.9305254239849012,0.9143704687073856,1.1304182685717965
245,12.275,0.995701094401638,1.01522567504669,1.0383024591701362,1.0618751493181298,1.0025223716631524,1.0823788361443936,1.0152562403236751,0.972140390374032,0.9322785668356828,1.001426628075677,1.0006131214728533,1.2402277935772164,1.0799916445362323,0.9902594010732814,0.929369664437707,0.9485980023226258,1.0607633066513145,0.8909129886678715,0.8300232520322972,1.0985659573230235
246,12.325,0.995475739455805,1.0179196723723791,1.0280761307564372,1.038291368521944,1.060234639712357,1.1078675942476417,1.019946299774388,1.0038079089551728,0.916660598531412,0.970724207775782,1.0110701848238195,1.0998557864368024,0.9822411503149476,1.0203864377058194,0.9758836024164688,0.9472746368733154,1.0521741771982125,0.9091293494824436,0.8042298091575465,1.097163559520612
