,r ($\AA$),g_full(r),O (DOL),O (DOL),O (DME),O (DME),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
89,4.4750000000000005,1.0707245158108407,0.3598875982927103,0.346177594548226,0.2125296279386885,0.2278317611502741,1.745424092095856,0.9244057909357848,0.8453447693425927,0.9000793227532639,0.8331815352513323,0.2395788533127035,0.2156209679814331,3.809303767671989,3.4259776023716646,0.3114525093065146,0.3114525093065146,1.38955734921368,1.1978942665635168,0.5889239363574512
90,4.525,1.0767800595653008,0.3285130824793714,0.3419217797234276,0.1962187423226944,0.2178360613921438,1.249071720196293,0.951673691578128,0.8386624407032253,0.8029746772690455,1.0468410607359409,0.3749017572883532,0.2577449581357428,3.584998054069874,3.420978535256221,0.2811763179662649,0.1640195188136545,0.9841171128819276,1.1715679915261044,0.3471666783052859
91,4.575,1.0769331024854418,0.3486993102108804,0.3782130449309235,0.2879299309796709,0.2651558121451206,1.1113644858739444,0.8669806722262714,0.7506074276321407,0.8029753876994996,0.7797007387806734,0.3209080381232077,0.1833760217846901,3.3924564030167703,2.658952315878007,0.2292200272308626,0.1375320163385176,1.2148661443235718,1.329476157939003,0.2084031063905087
92,4.625,1.073796290166675,0.4139331284613465,0.3904020462232337,0.2594537587615018,0.2276189417355506,0.8824978604405498,0.791401307104751,0.723078892102902,0.8938849296075245,0.8426431183561378,0.4261524370064824,0.2018616806872811,3.005496134677298,2.983067059045379,0.2242907563192012,0.2018616806872811,1.5251771429705692,1.323315462283288,0.1963688458386477
93,4.675,1.071385672115395,0.4333910073373867,0.4208289491536944,0.291322684086474,0.2663966790309469,0.7188396217575963,0.8470048256368579,0.7745636234442315,0.780136023612895,0.7076948214202691,0.4609894684985288,0.2634225534277307,2.897648087705041,2.612273654824999,0.197566915070798,0.3292781917846634,1.4927278027571422,1.712246597280252,0.0960954722963405
94,4.7250000000000005,1.069867179553335,0.4437385325076268,0.4621849380160269,0.29129012053241,0.3034907538531392,0.5182336316761661,0.8837247192793565,0.8728145375598578,0.7255270843466323,0.8619043558403598,0.2363872705891283,0.3008565262043451,2.449831713378241,2.578770224608673,0.2363872705891283,0.2793667743326062,1.5472621347652027,1.6117313903804202,0.1591995903967599
95,4.775,1.0656640900114038,0.4525564370595879,0.5087496975370531,0.3464474197424812,0.3389808805238931,0.5394861760015127,0.8492901186558471,0.8546315659429907,0.8012170930715542,0.9347532752501456,0.357715106199623,0.2314627157762266,2.861720849596983,2.756510524244153,0.2945889109879248,0.3156309760584909,1.6833652056452846,1.7675334659275486,0.0779415267409742
96,4.825,1.062204513282485,0.5424846833679411,0.553295066550998,0.3393044296658203,0.3334543532922717,0.4185054636461711,0.7846977443365698,0.9573312480906152,0.7846977443365702,0.7323845613807991,0.3091233538295583,0.3709480245954698,2.184471700395543,2.72028551370011,0.2679069066522838,0.3709480245954698,1.628049663502339,2.20507992398418,0.0416370231688792
97,4.875,1.058756146592958,0.5179360654044388,0.5776238647633148,0.4011483872277411,0.369629585374133,0.445836758387316,0.7789331870674947,0.9685419233931348,0.9019226376570992,0.9634173629519016,0.4643162339178244,0.343190259852305,2.6243961047529187,2.4628948059988933,0.3633779221965582,0.5450668832948373,2.2610181825563616,1.796701948638537,0.0339894314979773
98,4.925000000000001,1.0533023159986363,0.5942528515183373,0.5942528515183372,0.3719886940141068,0.4014670433510737,0.4518933771985589,0.8134080789574071,0.7581766661886941,0.9238709044948326,0.8033660039085497,0.5933953437960883,0.3560372062776529,2.0966635480795106,1.89886510014748,0.4153767406572617,0.33625736148445,1.9582046345270896,1.859305410561076,0.0732661597952313
99,4.9750000000000005,1.050097787612169,0.6415294080689978,0.629512286592201,0.378305743099161,0.44021031924266,0.4034908527096782,0.8561879069693173,1.033330232549176,0.8807910077442977,0.8463466666593252,0.4458380079829782,0.4264537467663269,1.589509419765401,1.763967770715262,0.4070694855496757,0.5233750528495831,1.822120554365216,2.2098057786982404,0.0391641196009891
100,5.025,1.0497779548863353,0.6732246715946911,0.6578211461342474,0.4247514838542111,0.4287967360813939,0.4099707545625811,0.96946025490681,0.9791066256024,1.0321616644281455,0.9356979574722442,0.6080136680856825,0.5510123867026497,1.957043994150789,1.8430414313847232,0.5510123867026497,0.4940111053196169,2.299051682448984,2.2230499739382745,0.0383886180742873
101,5.075,1.048806870754879,0.7541869422411344,0.6973342163242521,0.5208596107454967,0.504995866255786,0.3924751401156278,1.0875817135734267,1.0828530974274544,1.130139258887169,0.9551804614862266,0.4843249264661632,0.298046108594562,2.030439114800452,1.69513724263157,0.465697044679003,0.447069162891843,2.365740986969333,2.8500659134354964,0.0250906162847462
102,5.125,1.0452070724982532,0.7273479448543968,0.7351876233019292,0.5003756725154801,0.5263018731639503,0.4358593193633242,1.2194787339633435,1.034006683170439,1.066464292059197,1.0664642920591978,0.6941150991795048,0.5479856046153986,1.5160935061026035,1.6804891874872232,0.3470575495897521,0.5114532309743719,2.9043237044616106,2.301539539384675,0.0307542941365784
103,5.175000000000001,1.0466648690307958,0.787687147174521,0.8688479703649546,0.5149096164652142,0.5250806706176135,0.409287131036452,1.0959799842198323,1.2642424714237066,1.0641465406947752,1.1641945060592411,0.6986820721733379,0.4657880481155587,2.07813129159249,1.4511089191292397,0.3941283484054727,0.5732775976806876,3.206771562026343,2.866387988403435,0.048260614090466
104,5.2250000000000005,1.0475267919821023,0.8414043130135284,0.827157427235411,0.5400227535752076,0.5225624335981801,0.4461015818306476,1.2044742709427485,1.217857318397668,1.142020049486458,1.142020049486458,0.615079453736196,0.5623583577016651,1.5992065797141104,1.3883221955759857,0.5272109603453109,0.5975057550580192,2.8117917885083274,2.231859732128484,0.0295883702234613
105,5.275,1.0484438844717316,0.878152612936098,0.8888417365017998,0.520044870251916,0.5628720948608973,0.529598635741612,1.221140655966197,1.208010111278388,1.1686184772149624,1.234271200654005,0.7414115636853521,0.4655374934768492,1.4138546098185787,1.7759393269672403,0.5862323991930695,0.6552009167451951,2.7932249608610955,2.2242346910560573,0.052254208451483
106,5.325,1.0477853247524502,0.9061169739758006,0.9012757434826076,0.6159919212047473,0.5955789335624848,0.4252089982405244,1.2240865100863585,1.2197914697000904,1.2713319543353057,1.2326765908588937,0.5245155380805978,0.592194962349062,1.4212679096377474,1.4043480535706314,0.7613935230202222,0.6429545305504101,2.9440549556781903,2.3856997054633617,0.0512775229789129
107,5.375,1.0458784104430725,0.9669466648401004,0.919430858214051,0.6092991054394932,0.584550012181796,0.4426280140318885,1.2941600029313307,1.226711924602662,1.2983755078268726,1.3531770714689166,0.6974744463532792,0.6808679119162961,1.5776207715133692,1.444768496017507,0.4815894986725019,0.7140809807902619,3.1552415430267367,2.8563239231610456,0.0950639369300751
108,5.425000000000001,1.041252713189159,1.003623005160301,1.00673260393694,0.5645693916537365,0.6328267566282662,0.5627895385905155,1.3573159460124202,1.3159343622925297,1.2869672536886057,1.3655922627563988,0.9944119966628324,0.6357716044237774,1.2715432088475564,1.3856560609236197,1.0107138326736984,0.8639973085759034,2.6571992697711764,2.918028645945032,0.0658727251051323
109,5.4750000000000005,1.035510574067282,1.0731513593753332,1.045673799675822,0.6292722286070499,0.6201852650170564,0.5484943647710021,1.3245123178914564,1.4585887181688109,1.3204493966709292,1.413896584743026,0.7522560199216208,0.688234230992121,1.152392200730993,1.0723649645691185,0.7522560199216208,0.8642941505482448,2.880980501827485,3.121062210313108,0.1401293237283436
110,5.525,1.0317357999575016,1.0560643668774,1.0875439292683513,0.6536272557234802,0.6636658995827147,0.5585604403727822,1.3245861871697404,1.3565039266196135,1.284689012857399,1.4562468624004676,0.9744582574468884,0.8487217080989028,1.210214287474361,1.5559897981813229,0.943024120109892,0.8172875707619065,2.9862430470146606,3.08054545902565,0.1111421284415229
111,5.575,1.028032067517955,1.0850550030296748,1.0637072451681684,0.6967300265438146,0.6868706393757421,0.6308743763570712,1.4263246769812046,1.5438789086005358,1.516449587889358,1.481183318403558,0.771820712652167,0.9724940979417304,1.3429680400147703,1.2812223830025973,0.8953120266765138,0.8490027839173842,3.071846436355626,2.9792279508373656,0.1039595245613122
112,5.625,1.027270946878172,1.120806677760661,1.1533462264698413,0.6671812653852708,0.6693334630155456,0.7505789235584287,1.5011578471168572,1.4588174975827926,1.566592932760413,1.528101705911262,0.8491397923085267,0.8491397923085264,1.5011578471168583,1.3343625307705411,0.9249558451932162,0.9097926346162782,3.381395958657164,3.0781317471184053,0.1327554558674773
113,5.675000000000001,1.0269798554443264,1.1245876205876193,1.1750271158887693,0.7315965009204926,0.6988226692318575,0.8016983443835274,1.5655807291263215,1.48238561791671,1.6639022241922252,1.561799133162248,0.9534205582148296,0.9832149506590432,1.0428037355474702,1.0874953242137904,0.9534205582148298,1.0130093431032567,3.1135140104203,3.500841112195076,0.1053444589991831
114,5.7250000000000005,1.02499959251331,1.1860051123208708,1.2495286351114523,0.6710870244622364,0.6825142028973521,0.9475368412194534,1.6349655299472918,1.5829438994489688,1.4974797922017236,1.523490607450886,1.1856878120072298,0.8636491470176122,1.2442402965507966,1.1856878120072298,0.922201631561179,1.229602175414905,2.839795500362997,3.308215376711535,0.1232290809909253
115,5.775,1.022392309239303,1.24102006003205,1.222497372568886,0.7360861410889542,0.7197513584850381,0.847209782360784,1.5812148093199114,1.610428939746145,1.5593042115002362,1.7236336951478022,0.8775305086364963,1.107702445328036,1.165245429500921,1.222788413673806,1.1077024453280362,0.9926164769822662,2.9490779388603547,2.963463684903576,0.1598579330721218
116,5.825,1.0200446490761803,1.2636359861348914,1.2831906518755056,0.7435732340486811,0.770666995613208,0.8614426753849559,1.722885350769912,1.7551894510968462,1.6259730497891036,1.651098461154499,1.2584459285611032,1.088767825833764,1.173606877197434,1.498823240758167,1.0746279839398192,1.032208458257984,3.478401105910465,3.732918260001476,0.1999777639286505
117,5.875,1.019833360426916,1.2707223670874728,1.2700594967864356,0.7289976720571778,0.7743750643638491,1.055024371130109,1.7077986475818503,1.619585907520804,1.6866275899671974,1.6442854747378963,1.0564143900644043,1.2510170408657424,1.2927176088946006,1.2788174195516482,1.0008136326925945,1.376118744952317,3.085842034135497,3.627949418510652,0.191907716132806
118,5.925000000000001,1.0190884745957614,1.2949872877798307,1.2624007933716823,0.7458424871530124,0.7623305525387095,1.006070415050351,1.7692962471575138,1.6270587057193602,1.6062434557528018,1.8282727887294317,1.0659931043480213,1.0523265260871493,1.5853230782611596,1.612656234782903,1.1479925739132535,1.0796596826088931,2.951980904348365,3.566976926087606,0.1610703866459922
119,5.9750000000000005,1.0175990160018331,1.2637916504591709,1.2932715773968595,0.7458104526773507,0.7896816557760185,1.0848218732775898,1.678403652995517,1.589707524991688,1.6681694843796904,1.6442897576094295,1.1557374255044268,1.1019821964111975,1.303564305510807,1.2632478836908851,1.2766866909641923,1.4245135709705716,3.07748686558737,2.916221178307681,0.1900631314367746
120,6.025,1.0141591293021168,1.2826103595472034,1.3160149536779169,0.7053445450240275,0.7878848641225839,1.170896475953605,1.687567127233992,1.7345371864412986,1.620467042652123,1.6707921060885234,1.4538351659404831,1.0176846161583375,1.3745350659800926,1.5463519492276052,1.0441179828118012,1.0969847161187278,3.581721181544278,3.317387515009648,0.2002732116346583
121,6.075,1.0112175452318914,1.2733633560008557,1.2522852868168108,0.7823496676979599,0.7546722030388341,1.1847019391977398,1.679702749447492,1.551002538782556,1.706102792660812,1.4652023983392664,1.092001787460061,1.3390021917665034,1.339002191766503,1.5600025535143731,1.2480020428114982,1.2610020640907846,3.4580056602901936,3.1460051495873183,0.2363881420376367
122,6.125,1.0080590436358965,1.308156258959246,1.2929096825144992,0.7315104090503421,0.8177306185537936,1.168685268896995,1.5842178089492602,1.600449548795052,1.4673492820595608,1.5485079812885176,1.368384856090676,1.3683848560906762,1.7904100920812585,1.6625236569325956,1.368384856090676,1.3811734996055425,2.851867503815146,3.5680315406476475,0.2239317578725535
123,6.175000000000001,1.004939755751852,1.239055283829686,1.2750568901395076,0.7643592652629145,0.723283884185702,1.204133725709159,1.4404888867236894,1.363833158827085,1.708783934361804,1.529920569269728,1.2204908191618449,1.6482917248474402,1.7489507614793456,1.5853798269525,1.4595560311626183,1.38406175368869,2.956859201062203,3.1581772743260133,0.2245569579964302
124,6.2250000000000005,1.0015212831123392,1.2156882663212216,1.2150978397712842,0.7055609969097757,0.7178621849007305,1.241439947383879,1.521156796288094,1.4928708228033978,1.452013305547726,1.50229948063163,1.0771527276495327,1.3866793735258356,1.5600142952165652,1.8695409410928687,1.2876308468454187,1.0895337934845848,3.107647524598077,3.441936302144484,0.2960085433829295
125,6.275,0.997742039854275,1.1818656631020945,1.27541550172522,0.7220325619877689,0.7592150771560016,1.2062699688298664,1.4135009634749975,1.4135009634749989,1.3794779643541557,1.497011961317066,1.0966090625726057,1.4865145070428636,1.4743299619031696,1.730205409836777,1.4865145070428654,1.1575317882710838,3.08268992034299,2.851183562688776,0.2256627492708932
126,6.325,0.9963870830530882,1.2021435071373898,1.2370296888383323,0.7625788476079217,0.7361949812286293,1.433861661305365,1.3547100621674897,1.4521274149525674,1.4125516153836295,1.290779924402282,0.9114426567391752,1.5590466496854305,1.714951314653974,1.6429953154377237,1.2952079858925118,1.3311859855006376,3.058129966690655,3.070122633226697,0.3190294046883765
127,6.375,0.9923794645134204,1.212634777155037,1.1478933661184405,0.7598795360197056,0.7732842466881897,1.4653991035352445,1.42943838933806,1.4414252940704546,1.3125660681972129,1.327549699112706,1.2159443512633643,1.4048289106829157,1.6645451798847994,1.5346870452838572,1.4166341956466375,1.0978915016261444,2.7978525364021105,2.67979968676489,0.2742921822693363
128,6.425000000000001,0.9918677939533344,1.1655683382551107,1.261451991378332,0.820681590172946,0.7827405317327898,1.3423711437250938,1.3394208774751493,1.2774652862262983,1.2479626237268462,1.3512219424749303,1.1273593155093864,1.092492532555488,1.685227842771764,1.685227842771765,1.417915840125208,1.1389815764940194,3.0798991609277078,2.80096489729652,0.2856941501222503
129,6.4750000000000005,0.9875274749319608,1.1814711518765109,1.141634018349035,0.741462413142588,0.7633895600810875,1.1968099175150133,1.2926709060538368,1.1910001606338725,1.278146513850985,1.24619285100471,1.235893736533599,1.3732152628151104,1.6936321574719675,1.6707452364250504,1.3503283417681908,1.1443460523459252,3.101177801857455,2.6892132230129238,0.3545137362165536
130,6.525,0.984982083664274,1.1623590118036802,1.1440879963615516,0.7645304748748488,0.7845234266236676,1.478894020053812,1.218585788284186,1.2357489684008638,1.1527935978369177,1.1985620781480608,1.0818004437179292,1.3635193092694735,1.4424005916239058,1.5888944017107087,1.4536693462459678,1.0479941798517445,2.603082317696268,2.603082317696267,0.2845935478530907
131,6.575,0.9832532101231012,1.1907918007391267,1.1643297607227017,0.7324692676546448,0.7608229167251469,1.5240995146198553,1.1973055336662453,1.2649180814497507,1.1775852072293893,1.1240586069007807,0.8545474789304192,1.509330612136845,1.609212784998841,1.2762722087921856,1.54262466975751,1.0876058822750791,2.6191325328257014,2.508152340756816,0.388657162428995
132,6.625,0.9798354584806008,1.133789313866706,1.1608960009108755,0.7641215890424664,0.785067053919773,1.5233797724225386,1.1265795766913496,1.129354403234924,1.1571026686706714,1.0794075254505784,0.907284194096108,1.3008050493667092,1.7161881743745664,1.9894665460902612,1.34452958884122,1.0821823519941525,2.601610098733419,2.5688166941275354,0.4306644053854276
133,6.675000000000001,0.978394734213994,1.1435695189925548,1.1107053747556783,0.7786991122427701,0.801624503182204,1.5553114260795151,1.1124986826262966,1.1452996265857942,1.0742309146735491,1.13709939059592,1.1198706119505262,1.604430011352196,1.507518131471862,1.550590078085344,1.2813904117510828,0.96911879880334,2.5627808235021656,2.702764649995981,0.4568702908644323
134,6.7250000000000005,0.977053990161024,1.123592690792192,1.1099335270590134,0.7573758782301553,0.8266388810106465,1.6399869098991169,1.144490043854063,1.1067891953506357,1.1283325373525943,1.0610095935964734,0.9547617478140864,1.2942325914813173,1.5064018687733365,1.707962682200754,1.5382272603671387,0.9547617478140856,2.5035974720458265,2.450555152722821,0.4358130154988098
135,6.775,0.9738213645686946,1.1534259263059268,1.1683795900004723,0.7558814370524174,0.7573650120024705,1.5150438571674532,1.143579513903979,0.9711139259602242,1.1143930297904212,0.9870338263858012,0.8466492499057093,1.4424394628023205,1.5992263609330082,1.6932984998114204,1.5051542220545953,0.8884590894072258,2.728092027473956,2.5190428299663727,0.5561135284717019
136,6.825,0.9718917516203902,1.074208177040436,1.0913994373040004,0.7960139747772005,0.7806638430321854,1.492926824277519,1.0536769004970925,1.069364397774965,1.03798940321922,1.0144581573024118,1.029987195011821,1.4007825852160762,1.503781304717258,1.5243810486174958,1.4728816888669043,0.8651892438099295,2.523468627778963,2.7397659387314457,0.4890337161622456
137,6.875,0.9711466535677312,1.1143071695000444,1.0939766303519114,0.8363440408642974,0.7563834994896751,1.6001251372171128,1.1054004571113385,1.0435598720981167,1.0229463437603756,1.012639579591505,0.7917468838814002,1.2383733311991134,1.502288959159579,1.5327407623857865,1.1876203258221003,1.0049095064648543,2.405692454870406,2.4259936570212104,0.6186687777895868
138,6.925000000000001,0.9698751607854612,1.1345335229772155,1.1049535909231416,0.8015905083601133,0.8150805169153326,1.556785218065741,1.0336241170518057,1.1098126269082038,0.9523563732049802,0.9980694791188194,0.7703504885480276,1.230559871316979,1.6407464950893051,1.6907692540859305,1.1605280087217038,0.600273107959502,2.130969533256232,2.1409740850555568,0.6838825765681468
139,6.9750000000000005,0.9698024110944504,1.1371373845380413,1.173348955509683,0.8384295970011557,0.8265320150737608,1.609645931394378,0.9888182626761732,0.9763015758068546,0.9337448404511712,1.028871660657993,0.8875468870971419,1.1833958494628556,1.3707668589611424,1.4496599155919994,1.4003517551977132,0.7593456700719993,2.1596974252697128,2.189282321506284,0.6442262098861558
140,7.025,0.9697097625591836,1.1418704812761418,1.1186900005356597,0.8520646215239003,0.7706527791434795,1.5596683336869737,0.9525822417771712,1.029084960676373,1.041424108885922,1.085845042440298,0.6902444725705206,1.0305058322883835,1.3513236857366535,1.5263152421629829,1.254106154388693,0.6416357068965401,2.0512899114419705,1.9929593926331957,0.6547303131597343
141,7.075,0.9680577739411542,1.1299017862826866,1.135843826420904,0.8516275439387716,0.8380232700739345,1.6569220705417242,0.9367327417893744,0.963496534411928,0.9464650300157572,1.0072918314306525,0.718862198539662,1.207688493546632,1.437724397079324,1.629420983356568,1.0926705417802864,0.6134290760871783,1.897796204144708,2.031983814538779,0.6777843586231097
142,7.125,0.9673464072710856,1.127169157760349,1.1276198451484982,0.8356926624911513,0.810876748757465,1.5737726248073878,0.933227974161697,1.0555791995659307,1.0531801559305536,0.9140356250786807,0.7844145704763357,1.2664042463111924,1.3042073581413776,1.2758550242687388,0.9923316855423524,0.8316684602640667,1.9846633710847048,1.7672954780611418,0.6237513451980494
143,7.175000000000001,0.968503240311306,1.118625131061415,1.099959157479937,0.8604621959864686,0.8908859169821469,1.5353549566355844,1.0196270975499797,1.0007013045560127,0.948655373822603,1.0290899940469629,0.6896444265225911,1.0531056783385515,1.3886083723225149,1.360649814490518,0.9133128891785668,0.7269225036319203,1.8732233747437952,2.0409747217357768,0.6935434090773923
144,7.225,0.9695195183500722,1.1124003232156652,1.111523727216283,0.8707708775795825,0.8564210953273342,1.609834837634163,0.9682339965480836,0.9472361508398116,0.9798994663860124,0.9845656543211831,0.6249863840441803,1.066153243369484,1.3143096017399678,1.4889381502228998,1.1856359344367533,0.74446907511145,1.7462854848293274,1.8290042709528211,0.6901672869419462
145,7.275,0.9691904255496572,1.1300165474712922,1.1416884857963585,0.8575560414831869,0.86334599225089,1.6246008013071476,1.0585217685570647,0.8928401004350889,0.9710786659371332,1.005595680129212,0.7705313269140691,1.1240692298511128,1.4050865373138903,1.3325659418396252,1.1150041554168295,0.5892298382284058,1.7314292169480836,1.8674053334623304,0.7142908651176999
146,7.325,0.9709448623409846,1.16112137964653,1.1137895863520877,0.8814250069378639,0.8585802983347234,1.634275307763178,1.003263452821284,1.0168824137193109,0.9760255310252312,1.0895168718421184,0.6974558762928711,0.8673489743642115,1.29655259054444,1.4306787206007612,0.92099942638674,0.6438054242703426,1.7168144647209134,1.7794066587471966,0.7828586366552638
147,7.375,0.9721354299563154,1.11640591929392,1.1294460788636689,0.912082042680619,0.9227240431786088,1.6972786948082887,1.041206587184504,1.0344891253317006,1.070315588546652,0.9964235081658156,0.6527473032723969,1.058509140441724,1.1378973259748526,1.3672409730705597,1.0496882309380424,0.705672760294483,1.6759728056993952,1.7730028102398867,0.7485171778837916
148,7.425000000000001,0.9723811952097288,1.079010611068643,1.103910855939458,0.9177498424228452,0.9078682828812796,1.7054241558802807,1.0382763643312596,0.9388669251931606,1.0780401399864994,1.1266403102317926,0.7223083153535966,1.0878137279421642,1.4533191405307313,1.2792689440599851,1.1313262770598504,0.6787957662359098,1.827527062942836,1.5751542780602543,0.9553224559348396
149,7.475,0.9744054156095892,1.1379192863823813,1.1182646891364825,0.9097789010835314,0.9085601751611142,1.6826855062649586,1.013534663747676,1.1355947522850305,1.0331514636911798,1.024432885938511,0.5667075539234318,0.99603145841088,1.3223176258213416,1.2622122791930988,1.0046179365006296,0.8243018966159011,1.5198066218855666,1.6571902713215505,0.7951253945354271
150,7.525,0.97606945355961,1.168909133361838,1.1418379574422932,0.9289962132120728,0.8592463357152442,1.6388908550034038,0.9893566841227897,1.0990462295364034,1.114101657338272,1.0474276199299963,0.6693473745679219,0.9150571702953878,1.516622532248838,1.2793854880981816,1.1184032081388078,0.7625476419128224,1.7623323279763028,1.4403677680575553,0.7874471567507919
151,7.575,0.9764831737986416,1.1084723629583586,1.1355860754335996,0.9476285384404683,0.8971912023306129,1.6576538613878566,1.0463807345252405,0.9975637834216292,1.1949540639710152,1.1164224469782489,0.8612107711164165,0.903017119228864,1.2291066345059538,1.1538552079035485,0.9699072762087798,0.7775980748915218,1.6973377333653632,1.3963320269557429,0.8305812221932145
152,7.625,0.9771119605094584,1.1183809119542991,1.1172003550451286,0.9369982866191464,0.946368269485338,1.7491010083511964,1.064123727236418,1.0892605081947588,1.1081130939135142,1.07459738596906,0.7921894605052782,0.7839374869583482,1.1717802436640568,1.3203157675087966,0.866457222427648,0.6519059102074687,1.5183631326351166,1.353323661696516,0.9892263798911568
153,7.675000000000001,0.9792074976242572,1.154738191194442,1.0991957891289177,0.8809002414846081,0.9271417239772384,1.5671860898247516,1.1888284982179844,1.0420340227858516,1.044101550608839,1.0709794123076808,0.7981910443898363,0.7981910443898361,1.246155406037193,1.352037891517477,0.879639110143901,0.6108604931554869,1.612671701930485,1.319458665215851,0.9791221047435084
154,7.725,0.9811496938693788,1.1344709970672184,1.117218143107089,0.9368600646190308,0.9568296762278408,1.5836999237193443,1.1673664386178677,1.1143043277716005,1.179611541120852,1.120426879023093,0.586899104814768,0.8522096590461009,1.3104733436274942,1.1496790683357774,0.8522096590461014,0.7155345250481417,1.358711626215009,1.2461556335108075,0.9610739464502364
155,7.775,0.9838614464751928,1.1006241421547796,1.0900266607310058,0.93048165928996,0.9276654315076052,1.6218222532767463,1.0274898747467585,1.1665032107419082,1.1020332578166212,1.0778570254696391,0.6984244900239411,1.0397000931038214,1.1031932285605437,1.079383302764273,0.99208024151128,0.8016008351411141,1.230179499473988,1.349229128455341,1.0075485946646388
156,7.825,0.9838909876019508,1.0806250812644982,1.080998741389417,0.9881373700007848,0.9553292074627736,1.7125475872921685,1.133742305175999,1.1277752404119146,1.0303131825985394,1.1158411108837467,0.7130341026173359,0.9089225923473736,1.4495748240022754,1.402561586467067,0.8619093548121638,0.7913894985093505,1.339877269753455,1.2693574134506416,0.976244269226022
157,7.875,0.984746966639374,1.1090045223117302,1.082810470054866,0.9015101800270552,0.8894314809036723,1.6398101056404233,1.1292105517883164,1.0761867519652133,1.0702952186515344,1.0918975074683546,0.6962721188892378,0.8509992564201793,1.3925442377784751,1.2455534571240812,0.7813720445312559,0.79684475828435,1.2610261708771753,1.129508103975874,1.0133838084105595
158,7.925000000000001,0.9862406881264468,1.0833976932339118,1.0677332343203076,0.9031815992320292,0.947635915640809,1.6288795487119352,1.1867550997758378,1.138276541778459,1.165424534256991,1.0451977104234913,0.7868216867695814,0.9472416423245452,1.290998689942323,1.1993301439109156,0.8020997777748153,0.771543595764347,1.260442507931854,1.191691098408298,1.0315049911850465
159,7.975,0.9890239348127932,1.0547464799467674,1.0363999347635189,0.8951040731226274,0.8951040731226282,1.6276678547189876,1.160431435246713,1.1776655654731494,1.108729044567404,1.1891549856241064,0.7920736619220741,0.9052270421966564,1.2597743003903468,1.3125792111851515,0.995749746416322,0.8524221314018512,1.1315338027458204,1.1315338027458204,1.1481604218882069
160,8.025,0.9905909921098444,1.0494600929851758,1.0583417796218135,0.9278669378693916,0.92998173430898,1.6055575238517117,1.1706008330556068,1.1724919491025465,1.1573630207270298,1.1327785121168152,0.7598848115884544,0.8120337692464857,1.095128110818655,1.2664746859807574,0.9982800465965966,0.7524349604944498,0.990830195502593,1.2143257283227262,1.098777017476941
161,8.075000000000001,0.991422338118239,1.0442233541983394,0.9849243801192002,0.9289440659369887,0.9012689476150886,1.6473724640581875,1.1879012325861755,1.1393392325118976,1.15241361714728,1.1281326171101416,0.9344506074898872,0.9197348498916216,1.4053548506343976,1.1919763654595414,0.8535139406994247,0.750503637511563,1.0080293954812172,1.1036818198699456,1.0753014302161477
162,8.125,0.9926953515435218,1.0109629599090826,1.0175479089108903,0.9242510694937698,0.8943366933606013,1.5902625179652634,1.1696362371113422,1.1327391949311736,1.1936193145284515,1.1936193145284522,0.7485627193825101,0.922985100597853,1.315435458332373,1.1482806763343365,0.9157175013805464,0.777633116251734,0.9738582951189948,1.0392666880747472,1.0498714501979585
163,8.175,0.995887254409318,0.998976646832628,1.0099318396697232,0.9094135279729072,0.8976955945592512,1.569046960253708,1.1663066835799931,1.2938714770965545,1.179063162931649,1.1207478287526496,0.8471185855169077,0.918908296153934,1.1414563991287148,1.3927203863583058,0.8686554987080154,0.789686817007287,0.8686554987080155,1.0265928621094729,1.058824977089363
164,8.225,0.9966360860407284,0.9841623870862288,0.9905881896135956,0.9119795690181952,0.9678458671203028,1.5014212797628892,1.1575706029826596,1.2025772360690772,1.2043775013925342,1.2205798893036446,0.7233793390616927,0.907770150979379,1.3120115463373838,1.2198161403785404,1.0070575112427484,0.8155747450205358,0.9219540595884318,0.9928736026336956,1.053155214222171
165,8.275,0.9985303953760708,0.98399954510715,0.9552647536371272,0.9024837056893792,0.912925665920496,1.4975606920473072,1.1934242569640665,1.2201028916204906,1.168524197951403,1.168524197951403,0.8758137639735392,0.9318658448678462,1.142061148221495,1.2681783302336844,0.9528853752032108,0.7146640314024084,0.9668983954267872,1.0649895369918234,1.1631521735580013
166,8.325000000000001,0.999197596766384,0.9669332766724948,0.9253376492021184,0.8882366781153368,0.9049402439648516,1.4515096396244034,1.2423938440852946,1.170345544781905,1.207248332229982,1.2423938440852944,0.8930155057781661,1.0106997197179242,1.2391455467774557,1.1353065344776687,1.017622320537911,0.7891764934783797,0.893015505778166,0.8791703041381944,1.2378034098837845
167,8.375,1.0017547864546938,0.9537913328663532,0.9485722284457436,0.8888275126803606,0.905332228918008,1.3786665796610336,1.2293399727959846,1.185931075451494,1.145994889894562,1.187667431345274,0.8413433558041341,1.1559920904951109,1.29279588818684,1.1765126601488702,0.9439462040729312,0.8755443052270664,1.0260284826879684,0.9234256344191716,1.1009913799945594
