,r ($\AA$),g_full(r),O (DOL),O (DOL),O (IPMS),O (IPMS),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
99,4.9750000000000005,1.0385851254079257,0.5029058398166149,0.5056439841350355,0.4311875213225941,0.4418153827636438,0.291507056668796,0.5732972114486318,0.68504158317167,0.6073063680599914,0.6753246812827104,0.7272953838100263,0.5359018617547563,2.028771333785862,2.086189390402443,0.363647691905013,0.5167625095492291,1.224918541153729,1.148361132331621,2.345937741763167
100,5.025,1.0437353811983454,0.4741601589909029,0.5126297567958256,0.4360432565146941,0.4643190990873193,0.2904970773777074,0.5667074132450358,0.6524278623073101,0.6333788736268048,0.6143298849462993,0.5815713968366422,0.5252902939169671,1.6884330875902505,1.8572763963492749,0.4690091909972919,0.6190921321164254,1.4820690435514423,1.4445483082716593,2.13523612913624
101,5.075,1.0469382465404264,0.5508190390967399,0.5446793364316488,0.4785594615768221,0.5019038255561791,0.2521191309770575,0.6302978274426441,0.7423507745435589,0.64897331862613,0.6629799370137444,0.5701684050715724,0.5149908174840009,1.6001500400395716,2.0231782115442862,0.4598132298964293,0.7173086386384295,1.2874770437100014,1.4162247480810015,1.8704076118970656
102,5.125,1.0489549397289488,0.4859394628298241,0.534103374189948,0.4749901121016633,0.4792821914278831,0.2655366409821348,0.8332356665301468,0.7782970511545327,0.6134812050276904,0.6913109101431438,0.8476639897601065,0.7033807574605144,1.857646615857254,1.893717423932151,0.3967788888238798,0.7755223736103102,1.4969385351082725,1.2624782826214356,1.5972374657246975
103,5.175000000000001,1.0484010523129514,0.55251251395512,0.5221454139514801,0.5023386676350021,0.5205800159010777,0.3188026404655657,0.6869972393131212,0.7274088416256577,0.6959775953825738,0.7229186635909314,0.9551833273872272,0.6367888849248181,1.7511694335432475,1.662726532859246,0.5837231445144166,0.7429203657456211,1.3266435102600376,1.662726532859246,1.5307841646959697
104,5.2250000000000005,1.0515369449117933,0.5246120475616061,0.5246120475616058,0.5079116003426085,0.5450758637823118,0.308325741129388,0.7003398977081816,0.7487910855999426,0.5814142547011318,0.6739119770399487,1.0584515701974238,0.6593632732377397,1.8045731688611828,1.7525181736055706,0.5726049478117216,0.6246599430673326,1.6137048529239426,1.4575398671571085,1.5542134297746708
105,5.275,1.0540978125230944,0.582909549681214,0.5699199218331642,0.6063673812217114,0.6036664129311913,0.3111515470678893,0.7000909809027507,0.847023655907032,0.7692357691400591,0.7087340794324145,0.9533599590295592,0.7150199692721698,1.5832585033883757,1.9067199180591197,0.6298985443588164,0.8341899641508644,1.7705256381977537,1.566234218405705,1.691136880676523
106,5.325,1.0527373011636565,0.5417406235534763,0.525010398414325,0.5870822914099959,0.6149123774587768,0.3477435513904805,0.788784153154016,0.7887841531540167,0.7378948529505313,0.7251725278996604,0.902128503607232,0.4343581684034823,1.5202535894121878,1.5870779230127237,0.6849494194054911,0.8854224202070983,1.887787424215136,1.7374326736139298,1.665153292372535
107,5.375,1.053000672932439,0.5997361131066707,0.548129094247427,0.5957212313947189,0.6451478837811804,0.407899952326166,0.8990447928821622,0.7242305275995194,0.8865580596476877,0.782501949360401,1.0329933857610702,0.5902819347206114,1.7708458041618331,1.590481879663869,0.5902819347206115,0.7542491388096703,1.7052589225262096,1.7052589225262096,1.8054796931888075
108,5.425000000000001,1.0498461664931618,0.5848942038666788,0.5756832715223215,0.6601241985670253,0.6473558388268511,0.3759005107507392,0.9193219012925682,0.7395433961509101,0.719114020566631,0.829432648721739,0.9657523003477484,0.5150678935187993,1.4808201938665473,1.770545883970872,0.7243142252608115,1.2393821187796106,1.3037656054694606,1.9315046006954963,1.8265529476475024
109,5.4750000000000005,1.0450055216002956,0.6353034515803754,0.5915933683162452,0.6731947024736354,0.6832236738326466,0.521506510668589,0.8665031254185784,0.7902829430900917,0.7501670576540466,0.8063292972645101,0.9798001109531064,0.6795387866287672,1.3590775732575349,1.3274711180654997,0.6005226486486778,1.074619476529214,1.5645195320057672,1.7699614907539998,2.181812952797156
110,5.525,1.0467117927239935,0.5890748002468448,0.6216367238785798,0.7669343459582131,0.7300033180629539,0.4018095835004187,0.8390729537802866,0.9060412176970228,0.7996798573586766,0.890283979128379,1.2104424173185513,0.7448876414268009,1.2104424173185515,1.443219805264426,0.9000725667240508,1.194923924788826,1.5984047305616762,1.9087745811561767,2.058892243586578
111,5.575,1.0437633909718211,0.5945461275737792,0.6090827077100575,0.759284717464332,0.7230131545281377,0.4217173717381511,0.7970071429179738,0.8163519764839439,0.816351976483944,0.8782554438950485,0.9449658093437588,0.8382761211920441,1.1583451856471885,1.1888279536905353,0.8382761211920441,0.7925519691270234,1.6765522423840873,1.8137246985791484,2.0837149298202235
112,5.625,1.0412026642858534,0.630431196910196,0.6532780806034308,0.744658750327183,0.7672241670037646,0.4902633686364609,0.8209061056238415,0.8665120003807215,0.8247065968535814,0.8133051231643612,1.227673833606925,0.9581844554980878,0.8982979270294574,1.2725887299583976,0.8234397664436688,0.9581844554980878,1.796595854058914,1.7965958540589138,2.1123750743259024
113,5.675000000000001,1.039134304985093,0.7000368562683832,0.6411159184662346,0.8097717072346082,0.7537644421809176,0.5040653854832141,0.8961162408590472,0.9035838761995392,0.8811809701780631,0.9035838761995392,1.1031734025726916,0.7648668924503997,0.9707925942639688,1.2061362534794755,0.8825387220581532,1.1031734025726911,2.176928847743443,1.6768235719104905,1.8573837900458596
114,5.7250000000000005,1.0403049729165972,0.666496137874015,0.6368587708330812,0.8163265479950842,0.8243522303489683,0.4806237203926118,0.924558607167466,1.001605157764755,1.0896583584473707,0.851180939931953,0.8816437896630599,0.9539096740616712,0.8093779052644482,1.2285200347763945,0.794924728384726,1.055081912219728,1.7921939330855632,2.139070178198898,2.190098741468122
115,5.775,1.03861456714976,0.670584344530798,0.6665201969881869,0.837181828493048,0.799998786312334,0.5119992232398936,0.8797733131727743,0.9699140214896568,1.0528434731411895,0.9302521098302288,1.2215431745245438,0.795423462481098,1.0226873089042692,0.8948513952912354,0.9800753376999248,1.2783591361303366,2.414678368246192,1.9317426945969545,1.860577803912143
116,5.825,1.0376859118434465,0.6917448383809425,0.6617847635713731,0.9402662196164738,0.8239788779677933,0.5493192519785288,0.9533347018208016,0.9072627645580864,0.9108067597321412,0.9037187693840314,1.2006626074525817,0.8097492003749966,0.7259820417155143,0.9912447108038752,0.9214387452543066,1.172740221232754,2.1221013527068853,1.842877490508612,1.9839140331495773
117,5.875,1.0360501327663612,0.7127453984334184,0.7369617251019551,0.9275960721506324,0.8437640327661268,0.679366137349759,1.0312429572078394,1.0277590282983533,1.010339383750924,0.9023375875568592,1.11169004293597,0.933270653328962,0.9607197901915786,0.8234741058784961,0.9607197901915788,1.1803128850925106,2.1547572437154017,2.429248612341566,1.86710149312451
118,5.925000000000001,1.0339457908481855,0.7052712381129377,0.6911143336982619,0.9002318592676657,0.9484012215352586,0.6131424601528175,1.0378891923257196,0.955680147389029,1.0378891923257194,0.9693816548784772,0.9985492579431352,0.9445736223786412,1.0390309846165051,0.8636101690319004,1.0120431668342582,1.2954152535478505,2.4289036004022213,2.1185436959063817,1.6721431589163571
119,5.9750000000000005,1.0316854259071688,0.7276866246635045,0.7207261439058537,0.9525941169769369,0.9178586408882752,0.7713380872051918,0.919542785183482,1.0408011744384469,1.0711157717521878,1.05427432880011,1.2870945189436924,1.141135346692346,0.8757550335080794,0.7961409395527991,0.9951761744409998,1.419784675535825,2.414960849976825,2.1230425054741318,1.6085296533821851
120,6.025,1.0277599886775868,0.8046496663761165,0.7424184470121474,1.0010310498670862,0.9389195059249716,0.7088997548593388,1.0997884047350497,0.9474080835970607,1.1130388674427008,1.0832253263504854,1.0048267553302157,0.9656776609667,0.7307830947856117,0.9526279628455292,1.0961746421784162,1.2266716233901336,2.2575977749626923,2.244548076841521,1.3490458333223458
121,6.075,1.02580096690187,0.743714360479897,0.7871742119976527,0.9825846305026624,0.9673112942772324,0.6679539042588042,1.049176376445536,1.0133349474365272,1.0947927406388205,1.1110842992792789,1.0653691983669624,1.129548065738466,0.9626830105725565,0.7958179554066466,0.9755187840468572,1.3990993086987826,2.2847676784255366,2.246260358002635,1.1799743186732194
122,6.125,1.0218613525791431,0.7785900201472719,0.7797943357236788,1.0327179767053936,1.020697980856252,0.7115837542691672,1.1475089370646931,1.067375631403751,1.141098272611818,1.102634285894566,1.7425351558270377,0.871267577913518,0.8333863788737998,0.9470299759929544,1.010165307725818,1.603637426014737,2.1718554116105104,2.2476178096899475,1.0417329735922505
123,6.175000000000001,1.0209144947450646,0.7755115234933282,0.7838057643863049,1.0328152821842445,1.026902217591587,0.690645944422441,1.0911575194984684,1.0406993683077874,1.043853002757205,1.06277480945371,1.3417281112067363,0.9690258580937542,1.2796110690212394,0.9690258580937542,0.8447917737227598,1.714430364319717,2.1865198849294933,2.571645546479574,0.87014566849235
124,6.2250000000000005,1.0181911068213036,0.8307277604927261,0.7945838158256747,1.057989539127386,1.0211393077004014,0.7633816362979634,1.1171438579970194,1.0705961972471436,1.1140406806136942,1.0954216163137445,1.405833390324534,1.1002174359061567,1.1735652649665669,1.0390942450224814,1.1246667122596268,1.466956581208208,2.2615580626959875,2.102637766398432,0.7162640041919675
125,6.275,1.0173908901647504,0.8146733166141787,0.8416378559669018,1.0765073787740884,0.9829810284905242,0.8062353134648484,1.1788137537781502,1.041387279892096,1.1085735560141672,1.1849215970619749,1.4075802476814003,1.0466622354554007,1.1789988399382676,1.0586928358629342,1.0707234362704674,1.804590061129999,2.345967079469,2.418150681914199,0.4942367065380524
126,6.325,1.0123311018123635,0.8306427083167174,0.8091849089176452,1.031375209274132,0.9834698033788848,0.7965447882190018,1.2323900496973237,1.1241801916751188,1.1151627035066018,1.2895008080979302,1.4446198217442363,1.1959557540669503,1.1959557540669503,1.030179708948759,1.0775442932682422,1.4801432599838489,2.403752654213771,2.1314062943767427,0.3389225995309961
127,6.375,1.0103394933837573,0.8843669026270221,0.8243344541771679,0.9745759183799284,0.9755005634637804,0.7840990311064314,1.145080471842223,1.077026593670722,1.2160932142820509,1.2545584497702915,1.503641023631203,1.2238938564440032,1.2005815925117365,1.153957064647203,1.445360363800536,1.9815424342426684,2.249633469463737,2.144728281768536,0.2551265619117961
128,6.425000000000001,1.0090688673636783,0.8575223465087907,0.8635419673202753,0.9767624052579664,0.9567355898659108,0.8855493642450599,1.15354456658238,1.2467602891344918,1.3195850723783291,1.1564575579121343,1.365575026402618,1.2967225040629904,1.342624185622742,1.0672140962642314,1.1819683001636103,2.042624829408958,2.1918052944781508,1.939346045899516,0.2511711911879283
129,6.4750000000000005,1.0059056034314355,0.8890519651920739,0.8114619755025839,0.9859358331937746,0.904372050629562,0.8805303295723312,1.2935478131502325,1.1386662568085193,1.2247115658872485,1.230447919825831,1.480153145061374,1.0959912600836126,1.2880722025724936,1.2315778077228223,1.355865476392098,1.5818430557907814,1.9660049407685425,2.0676948514979494,0.1940409521061141
130,6.525,1.0043197927433385,0.8563775601957566,0.8765401049835132,0.8932129785580034,0.8579081177454342,0.8953312702067595,1.1438774903272473,1.0817409352971252,1.2681506003874918,1.138228712597236,1.7357153388579567,1.2684073630115833,1.1348907984840482,1.4241766882937072,1.4909349705574757,2.0361276090449105,2.0583803697995,2.025001228667616,0.1611054464834796
131,6.575,1.0019700537093164,0.8643045586029834,0.914992310830607,0.8509945015400401,0.8675102273104801,1.006937722761984,1.1098567717735672,1.12654634728896,1.1849598615928318,1.3351660412313595,1.5888813053794912,1.5231344927430983,1.336851856939986,1.194400429561135,1.6217547116976878,1.6875015243340803,2.3340118485919428,2.103898004364568,0.125455652683729
132,6.625,1.0010530060281833,0.8554253150502978,0.8955716294750414,0.8998426192862522,0.8099439751139815,1.0000153942210683,1.1397435725916836,1.2000184730652823,1.1644014864217922,1.25481383713219,1.6405399908516656,1.3383352556947803,1.0793026255603066,1.4678515707620166,1.500230649528826,1.8348144634525216,1.985916831030965,2.0075028835421707,0.1126659781579788
133,6.675000000000001,0.9982147726222272,0.9222592800928578,0.9151610778271624,0.8585802155361858,0.8442424319761516,0.9985844550047588,1.2576766379249118,1.1632159462352725,1.284665406979094,1.2576766379249116,1.6373186559537476,1.4672076267637475,1.1269855683837484,1.254568840276248,1.4991034447368723,1.552263141358747,2.1263878648749954,2.2858669547406207,0.1109844278452613
134,6.7250000000000005,0.9959606621012322,0.8836212683637288,0.90659841836075,0.8699569724311346,0.8616479278042857,1.0688755007979094,1.3799661316271523,1.241703629036378,1.223091369072235,1.297540408928806,1.6444858262690594,1.3512017298643866,1.6025880982112493,1.2778807057632189,1.382625025907744,1.780653442456943,2.220579587063952,2.147258562962782,0.1234486630274771
135,6.775,0.9937458945551948,0.8917898574545636,0.973488045278768,0.8416086952854344,0.8113173317391689,1.1029331072845687,1.3203759764166814,1.2836988659606623,1.26012072352465,1.3413343252486918,1.4035742702649652,1.5170986597716902,1.3726130731267672,1.4964578616795583,1.5170986597716902,1.764788236877272,2.1053614053974474,2.02279821302892,0.1529104021927318
136,6.825,0.9925005227155328,0.9612166876195208,0.9563669566022684,0.8486842752076491,0.8075408360103203,1.1074845750998672,1.252051326161855,1.264959071792389,1.2907745630534584,1.396618077223842,1.6780069319694972,1.5051213692817318,1.3627450235388645,1.5661398031715312,1.3424055455755968,1.7186858878960307,2.227172836977695,2.1153057081797284,0.1541026774257702
137,6.875,0.9903457708046564,1.0060734460820258,1.001771944412316,0.883292228016187,0.8085582321264287,1.157581893781789,1.3153183276597469,1.1881115261452644,1.3076859195688777,1.2440825188116365,1.563487233159819,1.513375462866234,1.513375462866234,1.513375462866234,1.4532413385139331,1.4933307547488006,2.18487318480026,2.0646049360956584,0.1316200987098826
138,6.925000000000001,0.9895121986265328,0.9614494784164171,0.9930110242537028,0.90819616406381,0.8564783497167766,1.118358555092208,1.3515588816024666,1.3440362904247165,1.3515588816024666,1.3716191247431335,1.540991404896725,1.5607477049595022,1.452088054614222,1.5607477049595029,1.4916006547397769,1.620016605147838,2.1929493069684143,2.2225837570625826,0.139705264729648
139,6.9750000000000005,0.9879842432659662,1.0391893904430518,1.0192228382584891,0.8264777448310363,0.8650982001969733,1.1172125328258042,1.2729302088612595,1.3569683197375375,1.3594400288809567,1.3025907185822985,1.8500368437112735,1.635822051281547,1.5773998351643497,1.7137183394378117,1.6552961233206138,1.606610943222949,2.0642516361410013,2.0447775641019352,0.1803338813821676
140,7.025,0.9858618221268146,1.0171253295280656,1.045505964285375,0.8718638393147506,0.8246537449588422,1.2158883656050592,1.3596507174501469,1.3645240175126925,1.354777417387601,1.3791439177003282,1.6126192934240895,1.5934214446928503,1.6414160665209483,1.651014990886568,1.6894106883490458,1.4686354279397955,2.0733676629738294,1.84299347819896,0.210098905757694
141,7.075,0.9853528856941578,1.041160789862793,1.0267190277147176,0.8858597731093929,0.8100361823601996,1.3260870366274846,1.35971967886079,1.3477080209203245,1.5663201954368111,1.4846409214416394,1.6656165677446684,1.6277616457504709,1.6182979152519217,1.9779196741967928,1.429023305280937,1.6466891067475686,1.9306010217040468,1.8643549082142024,0.1784589179726427
142,7.125,0.9843421998135188,1.092458334868019,1.0519639525979618,0.8423807074213002,0.8579255183666845,1.2033164129912706,1.4425584557316613,1.435452256442343,1.3430716656812018,1.444927188828101,1.5863333767064594,1.4743569030565915,1.614327495118926,1.6796471047480157,1.875605933635284,1.567670631098148,1.875605933635284,1.9689196616768407,0.2011006057385378
143,7.175000000000001,0.9835164536657162,1.04612983566146,1.0851841793585535,0.8686384763310887,0.8554994069412062,1.361791547431327,1.4155157422699562,1.3127390217091006,1.4482174260847742,1.354784043756724,1.7483367753809334,1.55509955283883,1.674722595364894,1.6931261403689049,1.693126140368905,1.6471172778588792,2.0796005854531106,2.0427934954450904,0.2633772639604465
144,7.225,0.9831282151798636,1.0853629731259593,1.139458017639813,0.8257025983021903,0.7731513431356166,1.363741065582974,1.5134761487973207,1.423635098868714,1.4075097822148606,1.3752591489071544,1.5699496603686074,1.5880993674248916,2.0236923367757176,1.6879227562344543,1.4973508321434688,1.5971742209530333,1.914794094438011,2.050916897360145,0.2597445321065201
145,7.275,0.9826557173876412,1.0845806847317598,1.0803123624777975,0.7909611552193039,0.7888310982483363,1.2405451798915323,1.4154938591070056,1.354148218343138,1.404133555261845,1.4654791960257132,1.6289987210696892,1.58424600895239,1.754306314998128,1.5842460089523902,1.9243666210438648,1.494740584717792,2.013872045278462,1.9601687907377023,0.2531724856921498
146,7.325,0.9821537095841548,1.1338205254322118,1.1224528484226792,0.7738967149313347,0.722770506614604,1.3805476963553367,1.483640543810444,1.407441482647973,1.358136207778139,1.4881228415258825,1.4214316846082824,1.6068358173832755,1.80106871838565,1.739267340793985,1.5980070491558949,1.5715207444737531,2.180705752163017,1.9511577782511205,0.2556739207072064
147,7.375,0.9818159181579614,1.1126841623199966,1.1268055738611986,0.718530646067038,0.7164579615110749,1.3044094805524675,1.3795788404487126,1.3685245228169114,1.5210741061357598,1.3508376146060306,1.4631896792637862,1.498027528770067,1.855115486209443,1.724473550560891,1.8986627980922943,1.6199600020420488,2.255750755531669,2.0902709703768365,0.2375550299242041
148,7.425000000000001,0.982076364780628,1.1542960127111108,1.0981587909356676,0.735469313388305,0.6829844782345524,1.4417652378859525,1.4395840499315105,1.4504899897037191,1.415590982432652,1.522469192200295,1.7013266044645134,1.770067073331767,1.8302149835906136,1.7271042802897336,1.5896233425552282,1.675548928639294,1.9161405696746796,1.9676959213251195,0.3356358607446994
149,7.475,0.982919468083036,1.1526517385693231,1.1271810056581102,0.7559271910944948,0.6906914815427457,1.4892572704267333,1.45912778807706,1.4720404233697766,1.4203898821989078,1.4053251410240708,1.4582147734604043,1.8142904739565475,1.8905924097771496,1.6955985737911672,1.763422516742813,1.4327807948535365,1.8990704026461052,1.822768466825503,0.3026124393429337
150,7.525,0.9824902449526276,1.1700983373771845,1.0827299310063685,0.7047702769970381,0.6437167313438109,1.5842067846020054,1.4440490797980732,1.3888354385116768,1.4206894623307529,1.378217430571985,1.5978493160154268,1.648043535366696,1.714969161168389,2.0245001805012186,1.8822832256726216,1.6396778321414849,1.8488204127717751,1.8488204127717744,0.3746639944434078
151,7.575,0.983559325786401,1.146434970334275,1.1558836101996677,0.6594779645792749,0.624768598022471,1.3894224922059484,1.3454136349867556,1.2783525192241771,1.3768485330004645,1.391518152073529,1.7419378838707986,1.7997272923404457,1.9730955177493876,1.8410054412473364,1.7089153647452855,1.4364795819598049,1.882283590154228,2.0721630751259266,0.3113551803262628
152,7.625,0.9819225183456656,1.154761932094991,1.151265008343694,0.6133701396545949,0.6301748010149945,1.4953563278238886,1.3319633127504626,1.371260367008628,1.518107253973353,1.3402363768048131,1.3525206234309717,1.7843494971770033,1.686576921989222,1.873974357765802,1.686576921989221,1.214009475248281,1.9310083599586727,2.004337791349509,0.3676448362928297
153,7.675000000000001,0.9829123782844924,1.1274932012023005,1.1593237915763794,0.6551636726544147,0.6098699815556189,1.578006680309601,1.3983629702614195,1.4289840572014507,1.388155941281409,1.3738661007093944,1.367123275504418,1.65663173384653,1.7209669468114437,1.9863497002917136,1.8657211759824996,1.3027880625395043,1.9461401921886428,1.8818049792237288,0.3818262065379388
154,7.725,0.9828181671093904,1.1402009034788088,1.125437345963644,0.6404129863844783,0.6020008013604338,1.5495853263470247,1.2412803134327273,1.3017322767492563,1.3299431929636365,1.366214370953554,1.254225582344955,1.8416476905318315,1.7225756415750324,1.905152783308791,1.7066993683807925,1.4050501776902349,1.8734002369203115,1.8337095539347112,0.3768994855755014
155,7.775,0.9833576435360172,1.1468840209350275,1.1054033671964203,0.6446353743381862,0.6197699789924512,1.5973529970100322,1.3009574844888678,1.4302575402866915,1.3367636537867271,1.4282683086590326,1.2851641909601816,1.747509845025127,1.7631825790612266,1.778855313097326,1.7553462120431766,1.1832914197255335,1.9590917545124744,1.8023644141514763,0.356234847606248
156,7.825,0.9838949101311958,1.1381772585451506,1.103865918174098,0.6579036331528169,0.5879400005227601,1.4886297132233892,1.3491934208238368,1.2765294374606897,1.3118794834211396,1.233323825731251,1.2378467272346052,1.6943027079023658,1.7484585022188797,1.8877162590327723,1.8180873806258264,1.2069005590537405,1.8335604647162596,2.065656726072747,0.3725381827691392
157,7.875,0.983301805970281,1.1405265232482351,1.147447635973153,0.6701780701215847,0.6410925842573567,1.6307262407877114,1.2429197625980075,1.3515055764911246,1.399981386264838,1.2681271836803385,1.1152374175819098,1.7034105761696297,1.8103511504583056,1.8409056002550708,1.802712538009115,1.1228760300311016,1.8103511504583067,1.9784006243405112,0.4064053603069671
158,7.925000000000001,0.9841395423086744,1.1754576076347525,1.1459632612987518,0.5983257406341571,0.6270453761845964,1.524055326543326,1.2751518184395156,1.300042169249897,1.2177125473386368,1.2770664608095448,1.0634968073526403,1.5311337013658584,1.6668992512406628,1.7347820261780658,1.7800372094696666,1.3576554987480514,1.976143003733275,1.8102073316640697,0.4241518964626137
159,7.975,0.9850452200588083,1.1103274410224544,1.1462017441393026,0.6517039838589002,0.6162531778466301,1.586305399695715,1.2781197260957131,1.198709920628228,1.33105959640737,1.3348410157153454,1.0725480218984995,1.5641325319353137,1.966338040147251,1.8248212872578664,1.5566842817832405,1.0502032714422809,1.705649284824699,1.6460632836081155,0.4614874992182327
160,8.025,0.985333895670106,1.1358219649149752,1.130911060804782,0.6430248798022893,0.6500269656077586,1.6002100094099794,1.1894209754890983,1.2715787822732747,1.320126577191197,1.2883837882064018,1.015090257374741,1.6623941896137069,1.8315758991761637,1.8683545316897412,1.463789574040388,0.9783116248611634,1.8683545316897416,1.7285957281381474,0.4755702359306681
161,8.075000000000001,0.9864700354653926,1.1041307865575705,1.1259570305340765,0.6310522783408956,0.6431546508022278,1.493778543798724,1.2116203744145206,1.2337504269152426,1.2761663608749594,1.2319062558735157,0.9589689416979456,1.663665815521436,1.5619569883716546,1.6854605641963891,1.6346061506214993,0.8717899469981325,1.707255312871343,1.830758888696079,0.4696990734847078
162,8.125,0.987381679493408,1.1107729913572668,1.1217233104341102,0.6107862920418566,0.6438017672873625,1.5446688556242143,1.1621447286418032,1.189467880569118,1.2441141844237484,1.158501641718161,0.9974330410638066,1.5284405593279913,1.887229423020008,1.6647803275309578,1.3777492365773436,0.7821597228485968,1.6791318820786376,1.7293623229955208,0.4446053021097805
163,8.175,0.9871595488203764,1.0982412213266428,1.108043928442208,0.6348260430009703,0.67812241617287,1.6265941339178105,1.200152972702632,1.155169727848711,1.2073502918792594,1.2055509620851028,0.9569162996197912,1.3467710883537796,1.772067221518132,1.672831457113116,1.4672716594170123,0.9923576440501534,1.5168895416195212,1.786243759290277,0.5561397904593015
164,8.225,0.9873512510154262,1.1406952076439678,1.1366880816217992,0.6260203266572236,0.6143553516263436,1.5891028842067292,1.1980484831715168,1.267371763355031,1.2122686432091605,1.1305027229927065,0.9103056993794908,1.4214773613387437,1.82761375029267,1.8276137502926693,1.4844985251419385,0.931312753980556,1.5825314466135756,1.7785972895568505,0.5470408504277388
165,8.275,0.9878117159865698,1.1384986990920725,1.1088073392200677,0.6601854834617145,0.6508561790403935,1.6384453694291718,1.2240047400773135,1.1888826528441054,1.2011753833757286,1.213468113907351,0.9616001762182972,1.3628434152158604,1.7848406148512288,1.736414706696351,1.2867455595439092,0.9339282287012236,1.798676588609765,1.8540204836439111,0.5218138674648112
166,8.325000000000001,0.9886828456541648,1.0847719167775285,1.1000917124772105,0.6257108537389613,0.6766786355859823,1.528599687054489,1.1763797818648627,1.2058760300827125,1.1659693413173853,1.1659693413173853,0.8543922166489681,1.435378923970266,1.8249817747621957,1.7771358106298525,1.496895163568991,0.7381948751847085,1.462719474903033,1.7634655351634698,0.5777086310615017
167,8.375,0.9894421876678516,1.099878448244339,1.0889279746747031,0.612368691511959,0.6536218754545846,1.5549771568191697,1.1692330991738409,1.1983782057514871,1.2480963287368856,1.210379131989342,0.8982511456818483,1.2089244742635403,1.7222108432245984,1.4047837466302595,1.4723214267567146,0.8374672335680393,1.5263515708578783,1.4858289627820045,0.543540493017703
168,8.425,0.9903006393163604,1.0865440267773074,1.0868622880622452,0.6310631647568525,0.6686516586307928,1.5348811470327757,1.126595985404852,1.1926670281579186,1.2129965797742464,1.1384548905143768,0.8075349669819241,1.2480085853357,1.3280946977636594,1.7285252599034564,1.3547900685729792,0.800861124279594,1.4482238664055982,1.448223866405598,0.6045275680467641
169,8.475,0.989677575016558,1.09168877762687,1.1354066514644194,0.6356722808026943,0.6790968069809852,1.5034303424811712,1.2171423819418845,1.1602196295539555,1.2288617721393995,1.2271875735397544,0.9365365499832092,1.2399216295552349,1.596069331661525,1.4509721196922964,1.2531122851888017,0.7584626989300638,1.2992795799062833,1.5103300700433444,0.6440539510879065
170,8.525,0.9912728050798484,1.0994359790538883,1.0916650151080738,0.6478861859885937,0.7249293158467744,1.5569951183151287,1.1962884915428662,1.217798519744882,1.123485319166814,1.1665053755708443,0.840846556987881,1.3623017861276523,1.6295475910617865,1.655620352518775,1.1797924559287318,0.8343283666236332,1.4535564512271135,1.5448111163265732,0.6848090611253934
171,8.575000000000001,0.9922043494896348,1.0565440133446196,1.0814291732983603,0.6848145513385754,0.7011683316690489,1.5225369487670768,1.174201427727993,1.2412519270829334,1.2281689028185552,1.1742014277279926,0.805299789000586,1.243382874216905,1.3980004337050185,1.5719451881291435,1.0823229164167876,0.7215486109445257,1.3529036455209846,1.6041571796891672,0.6377974328884644
172,8.625,0.9923993368912698,1.0859329026480304,1.0625501192297149,0.6880109547607581,0.7188249549372678,1.6552674717768356,1.192956439620415,1.1751752460759377,1.121831665442504,1.192956439620415,0.8278296719054382,1.133489858455138,1.5856122177265672,1.470989647770431,1.1653294612207312,0.7896221485867249,1.4136783627923617,1.47098964777043,0.5918267387531184
173,8.675,0.9925729656232828,1.0998670749288006,1.0743515996643502,0.6611279004833717,0.7005758643339652,1.6809826013498654,1.1472866043433498,1.2016149393679652,1.1488844965499565,1.0961540537319472,0.8623775818078444,1.202292833031374,1.5422080842549033,1.5673869917529435,1.1204613836627464,0.7301883174431385,1.397429366141178,1.4351977273882364,0.6592120603376962
174,8.725,0.9940157492885828,1.0614799271814672,1.0635571873129377,0.6609767550477548,0.694543909150255,1.6396567509832884,1.1310156394065856,1.132595270187879,1.2242138555029376,1.1594489934698793,0.7840712787150781,1.2881171007461991,1.599256497061707,1.6241476487669468,1.0765423112516543,0.7591801270098374,1.468577950609193,1.3316766162303708,0.6998731482019421
175,8.775,0.9940907578510207,1.0505913030575724,1.0717146132558817,0.6495615352822204,0.6822592233843309,1.5757357514043833,1.2196725687282688,1.1150399668015156,1.2087408043478618,1.1556436630715994,0.9720278804050232,1.0950693842537604,1.5011063469545938,1.4888021965697196,1.1811984369478763,0.7813135494394803,1.224262963294935,1.4949542717621562,0.7126363018830927
176,8.825000000000001,0.9954469085791496,1.061635423453853,1.1005040427824913,0.6827528464806265,0.7517518973970432,1.534770497586981,1.1317774393674622,1.158026029366435,1.1564819946606129,1.1889067234828727,0.7724852422157517,1.3016680459383525,1.240842436315065,1.2651726801643803,1.0097051197465727,0.6812468277808198,1.3624936555616394,1.2347598753527362,0.6472341399506547
177,8.875,0.9960020503467252,1.05171469820879,1.045404983629954,0.6698335635851188,0.6622001326610716,1.546533105211909,1.1221143458349006,1.1099008563564254,1.1999753412601792,1.1892885379665137,0.8299621259236484,1.1427014777209652,1.4313839563031037,1.3231280268348022,1.0103886750374853,0.7036635415439626,1.2208863156702945,1.202843660758911,0.7047681938854771
