,r ($\AA$),g_full(r),O (DOL),O (DOL),O (IPMS),O (IPMS),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
178,8.925,0.9963767287239966,1.0640698796353416,1.0643534803495305,0.6779175110382808,0.6694258511922898,1.4854743623920257,1.097499859206303,1.1835486789790115,1.1760005368936866,1.1503368538035808,0.75527167168922,1.266715480864596,1.3618678174553631,1.3618678174553636,1.147775060126136,0.7314835875415278,1.3202386701969022,1.1894042073845967,0.8190504381158128
179,8.975,0.9965992459233802,1.0418703670603378,1.0536492514254885,0.6367959359909499,0.675983378205777,1.5570477040024877,1.079334122716968,1.1733839840325542,1.189805388389244,1.098741236956693,0.7645226821709532,1.152664966965437,1.599616688849994,1.376140827907715,1.0585698676213189,0.7645226821709531,1.117379304711393,1.1409030795474224,0.7386585317772572
180,9.025,0.997390870823937,1.03091280663543,1.0583705327201507,0.6652844886801652,0.7040389249139614,1.561988325156427,1.1722294236051063,1.099887809302021,1.1899457373119848,1.1545131098982286,0.8491303892842126,1.110848659954005,1.3260392380602777,1.3085913533489586,1.0119773132565273,0.7618909657276157,1.180640198799282,1.157376352517523,0.7716237993761055
181,9.075,0.9984231528686708,1.0280876017569578,1.0428999631483336,0.6575174516275278,0.7067970385642195,1.490798763329256,1.1097032910188385,1.3024412310379003,1.080500572834132,1.223593891939193,0.811039127766162,1.012360897069819,1.2999634246464724,1.3747400818164022,0.9260801387968232,0.6787419650809011,1.288459323543406,1.1158978069974144,0.7515230128758082
182,9.125,0.9991823200163074,1.062973663349797,1.030959653070247,0.634084534598987,0.6968160294810218,1.4716176871319409,1.119238182067964,1.1712286008478956,1.1712286008478958,1.107684755672424,0.9899185797996995,1.2004185076881415,1.3540265631743025,1.3483373759340742,0.92733752015719,0.7737294646710297,1.223175256649054,1.1549050097663165,0.8486757986213814
183,9.175,1.000055265156352,1.0208271057445242,1.016265049804026,0.6664756034024092,0.7044196263690568,1.582756798006417,1.2356359479021215,1.1299283639197435,1.1413562108367574,1.1699258281292924,0.8891211199828202,1.1423518187121036,1.3167996333922778,1.1198424232695008,0.9172578642860744,0.8441023290976142,1.2155073539005643,1.0185501437777873,0.8015526810798349
184,9.225,1.0000482499136545,1.0450967749642486,1.0214712700183963,0.6597121066675368,0.7228572413753397,1.3890163338242334,1.1304303835802512,1.1092348138881212,1.1756475989234605,1.1855388647797878,0.8294104746192982,0.9741398191837396,1.2357659420502294,1.3025641010799718,1.0298049517085242,0.8461100143767339,1.241332455302708,1.0966031107382666,0.8022595222245551
185,9.275,1.0008803762384826,1.0238804543245026,1.0207292449241712,0.639076881421956,0.719452921190677,1.395048481551031,1.2063395186157713,1.1378451542911212,1.1350494659513402,1.142038686800794,0.7213723094921374,1.211464947238705,1.211464947238704,1.343624759664745,0.8920787338757733,0.803972192258413,0.9526519812377092,1.1508916998767686,0.7695274792409109
186,9.325,1.0010427054711102,0.9877301183365156,1.0134495506656356,0.6659499439507719,0.7022509142894249,1.4077862020856795,1.182374462458994,1.1630139449450456,1.113229757052036,1.1547165802962107,0.8934334056220369,1.0841051690169834,1.1549261097065362,1.1767171683802442,1.078657404348557,0.8498512882746206,0.9588065816431616,1.1603738743749623,0.8310064696766938
187,9.375,1.001170411813863,1.009351016331364,1.0329976405998862,0.6819535187640667,0.6913597741952952,1.4858463124820596,1.1369597473964923,1.221787069103572,1.1314870169637778,1.132855199571957,0.8569798336682899,0.9809454699850868,1.1641990193229592,1.2773850350904692,0.9162677466893664,0.7168447665275631,1.1534193987736734,1.1480295884990293,0.9020232481063803
188,9.425,1.0022218862308738,1.0073166482296438,1.010622660960516,0.7390381166155918,0.711117958804127,1.3753638951005231,1.1858452481378527,1.1871989527590143,1.2399934329843296,1.1316970632913754,0.90657188265693,1.029225725604632,1.1945417747950131,1.215872877916353,0.8212474701715717,0.7465886092468834,0.9865635193619532,1.0612223802866414,0.8745208118955294
189,9.475,1.0019457126161413,0.9931905688315852,0.9894160923855556,0.6973538796931978,0.688563704739082,1.383657253729793,1.1398764016689775,1.1934546109131132,1.1666655062910456,1.21622534984187,0.8495393329392055,0.9656254529681648,1.218904260304077,1.071158289358128,0.9972853038851536,0.7176232874517514,1.0394984384411392,0.9550721693291684,0.8422166463325553
190,9.525,1.0026350800211912,1.0183973197692335,0.9768148375194876,0.6863240410061319,0.7240159466980802,1.3625416809256317,1.1517983664633988,1.1160117658943398,1.130591492052104,1.2087918414437504,0.9294073368889028,0.971178453153572,1.1539270868115028,1.1330415286791675,0.965957063620488,0.8667506624918973,1.065163464749079,0.8719720520249808,0.8158154748018145
191,9.575,1.0041031706017698,0.9851200158668156,0.9880768543336498,0.7090963018739642,0.68860218910304,1.4152414515089158,1.1188146043902731,1.1358657062156825,1.1568516776931077,1.1227494740422908,0.8628890923767394,1.0592351133965965,1.074736115056059,1.0023981073119013,1.0023981073119008,0.728547077994732,1.0799031156092134,1.0075651078650554,0.8020977491340172
192,9.625,1.0043258729445277,0.9688153644355982,0.9922249478702369,0.6920129843481813,0.7013425849577992,1.3525487075091291,1.178612501361122,1.1500558107995085,1.1786125013611224,1.1253932144053882,0.7567916341672675,1.0482586824614175,1.0891663383623504,1.0482586824614175,0.8744011448824508,0.8181531180186671,1.043145225473801,0.9715568276471676,0.8385547678366072
193,9.675,1.0046742862239717,0.9549662911451992,0.977651868948497,0.6768498324990019,0.6937108603548489,1.3386050305365798,1.1446229195855022,1.1857317113102337,1.1227838739817382,1.1433382698441037,0.9008119701802022,1.017209022506857,1.1133631092114853,1.077937919372938,0.9210549358022287,0.8704475217471614,1.0678164365619245,1.1285453334280058,0.9048915474356622
194,9.725,1.0046123244482188,0.9695356443692884,0.966430455067293,0.6961319945841002,0.7080520629845132,1.303260811778453,1.061680758863423,1.1621272019175664,1.117625613222693,1.1074538215210077,0.8715376071671431,0.9366524858635388,1.096935264193128,1.0418380591423315,1.0167938750283336,0.92162597539514,1.0568645696107304,1.07189108007913,0.8905507428618505
195,9.775,1.0058659766101008,0.95916966302562,0.9712272555359251,0.7039733545750552,0.7499872554048211,1.394417835743751,1.1326498665788594,1.098670370581494,1.196833359018329,1.1754388615385052,1.1006153248978423,0.9568412509247006,1.0510380580105518,1.0113762445007204,0.9270948907923264,0.818024903640288,1.0163339711894488,1.0312071512556358,0.9231995341083242
196,9.825,1.0066547781360504,0.9637073971328342,0.9737703932660816,0.7011086525546112,0.7050015379102725,1.2669006101464328,1.1336082155685885,1.1398368321376458,1.2021229978282273,1.1161680891752244,0.868608892448659,0.991293764263442,0.971664184773076,1.0305529232441717,0.8195349437227463,0.7999053642323812,1.0158307386263985,1.1139786360782236,0.8939971495956358
197,9.875,1.0059870137227174,0.9616178195856367,0.9713475108461996,0.6905586002368775,0.7599227453499564,1.2380729189961155,1.1529862343240715,1.143121111463545,1.130789707887886,1.0802309532276857,0.9909964328074666,0.9909964328074666,1.0104277354115343,1.0395746893176363,0.8549773145789907,1.0201433867135683,0.9861386071564496,0.9181290480422116,0.8146276198858491
198,9.925,1.006633678565486,0.9845184170008991,0.9599799891837328,0.7045999621537621,0.7435112757107104,1.1560474961076126,1.1157628420721837,1.182903932131232,1.1133213478882185,1.0828026705886509,0.8896656837025408,1.0002727687033974,0.9762277502249502,0.9569917354421928,1.0002727687033977,0.8271486356585788,0.9377557206594348,0.9954637650077072,0.8938858298028387
199,9.975,1.0067809920387647,0.9587806686353172,0.9531047234030466,0.6998200335246435,0.7168151233835798,1.1734920713263757,1.0562637181660677,1.009130668957284,1.1154821646078732,1.129984641287498,0.980748296667612,1.033118351344038,1.0235965232210515,0.9426609841756666,0.847442702945801,0.9188564138681998,1.0331183513440387,1.0569229216515048,0.8689153969782496
200,10.025,1.006627393108975,0.9908247094729412,0.9566583401807708,0.7526824354522421,0.7695084213416362,1.1821563775090955,1.1414748827365155,1.0912212715468577,1.0948108152032618,1.2084796976560594,0.9097136397896955,0.9097136397896958,1.0086980254662947,0.9474219771903052,0.8908594710893908,0.7965886275878677,1.0134115676413702,0.8767188445641624,0.8158275752412397
201,10.075,1.0066214511783271,0.9476316596507218,0.9567563421414872,0.707839112468447,0.7363451855124165,1.132542579949515,1.113587892418979,1.0709398454752734,1.101741212712395,1.1195112322722711,0.9053735218183948,1.0080447459421302,0.9240410171136196,0.8167029191660781,0.8680385312279456,0.9240410171136196,0.9567091338802628,0.9287078909374256,0.7951781541828091
202,10.125,1.0067911463305177,0.9702477509962736,0.960331523697878,0.7422868222884951,0.7360552785952094,1.0826757324994056,1.122557612136437,1.0732917608201042,1.1096546510773977,1.0873677183390569,1.067426778520543,0.914937238731894,0.9149372387318944,0.8225193358296817,0.8502447067003458,0.8641073921356777,0.905695448441673,1.0443223027949904,0.8386924688375685
203,10.175,1.0075465676663404,0.9978296331143232,0.9648813990009916,0.7473504603163079,0.7495282664172782,1.040700942117008,1.1371051588532937,1.1173597168711629,1.081353322668454,1.1336206690917412,0.8281822635285829,0.9105429306198236,0.9517232641654438,0.7778507447506035,0.8968161527712836,0.937996486316904,1.047810709105225,0.9608744493978038,0.828929299057757
204,10.225,1.0079155544138358,0.9332126365689009,0.9597894261725074,0.7512015178999267,0.7583900491716968,1.104158403343816,1.0316980081243776,1.1283118684169615,1.037448833141794,1.1122095583681977,0.9832168105533168,0.8155715479244109,0.8654120314086805,0.901659655760876,0.9107215618489248,0.856350125320631,1.033057294037587,1.0239953879495374,0.894077244544344
205,10.275,1.007894555224485,0.9761479992508184,0.9960475529400608,0.704043411407857,0.8008582789017588,1.04673956737524,1.0991334956660572,1.0786315237261723,1.036488581405297,1.0900215081372195,0.9691841280672916,0.8345752213912786,0.8480361120588797,0.7941925493884747,0.9422623467320896,0.9602102009555574,0.8659839662823486,0.8749578933940828,0.8400694624800956
206,10.325,1.0073232821195697,0.961630939347239,0.9599356886828984,0.7719706961523383,0.7691507118741564,1.0366262206597243,1.122353742716459,1.0253462835469962,1.1268657175615502,1.0558021137513625,0.9864817729495048,0.9642637150001924,1.035361500437994,0.8353989788941756,0.973150938179918,0.9687073265900548,0.9331584338711534,1.0531359467974444,0.8813314129812251
207,10.375,1.007450486304587,0.9752602574750316,0.9628779989876146,0.7603586545808027,0.7889855644410531,0.9931443069565964,1.0311273288199525,1.0367130673292706,1.080281827701945,1.0143701132920016,0.9329875958592828,0.9813973296066982,0.7745557399586501,0.9373884807454114,0.8493707830228376,0.9505911354037972,0.9241858260870256,0.9681946749483128,0.7750497168336246
208,10.425,1.0080497231228618,0.952208902681102,0.9623940666696134,0.7810897533081727,0.8042562046015097,0.981427691806073,1.027898901564647,1.0677313670719957,1.0367505605662797,1.027898901564647,0.9502121822207682,0.9197007818742298,0.802013951966153,0.7409911512730761,0.9371358677865376,1.024311297348076,1.0417463832603835,0.9502121822207682,0.8322140114928288
209,10.475,1.006580032543147,0.994198773798418,0.9548755255491952,0.7784455087491805,0.7859799571400652,0.9698889928630342,1.0893442473512498,1.0290686602241688,1.0553707346068948,1.1211259205637103,0.9541143901713752,0.9713834289075088,0.8461828980705409,0.7986930415461738,0.9325280917512084,0.9238935723831418,0.8979900142789414,0.9454798708033088,0.8766239842100001
210,10.525,1.0069065290666424,0.955409323435042,0.9572446881972436,0.8012582920079779,0.7893852859875384,0.981320909026537,1.1495783657733445,1.1018149586968309,1.0518804876622945,1.0052026125647937,0.8638202960256383,0.9365180437109644,0.8381622674308176,0.82105691503427,0.9279653675126904,0.9921104389997428,0.9578997342066484,0.9236890294135538,0.8135951414123085
211,10.575,1.0061532649590823,0.9609404961301484,0.967808685507577,0.802772077240629,0.8098286756592367,0.9849667278391508,1.0699147316593396,0.9924937661523322,1.0387312872190169,1.0161501722794732,1.0589988968761543,0.9530990071885396,0.8810870822009607,0.851435113088429,0.8683790954384473,0.9022670601384846,0.8768510866134566,0.986986971888576,0.8658288531969904
212,10.625,1.0071495794002674,0.9863363639764472,0.9917393020627456,0.827855952481449,0.8351791655713532,1.0098045104333426,1.0630642419962824,1.1024764433528582,1.0332387923210364,1.0726509936776114,0.994504442093443,0.960934671896196,0.8644215825791112,0.7804971570859933,0.8770102464030785,0.9777195569948198,0.9693271144455076,0.9987006633680996,0.8576990648227741
213,10.675,1.0066738083660205,0.9566997529774705,0.97711833452672,0.8267142851294498,0.8230868989561656,0.9813728410631204,1.032024342537346,1.0478529367480418,1.0288586236952069,1.106946355134638,1.097449198608221,0.8563429352776271,0.8729709534383575,0.9394830260812798,0.8646569443579925,0.9685820578625588,0.9062269897598187,0.9353260215410972,0.8664809361460319
214,10.725,1.007026212359268,0.9684217166756718,0.9815801541157996,0.8206574496241337,0.8262112619822586,0.9398357289326064,1.064241125754609,1.045423502705903,1.0203333386409617,1.0349692676788436,0.9472170524517118,0.848377012195881,0.9307437124090732,0.8195486671212644,0.8566136822172002,0.8030753270786253,0.8813236922811574,0.9801637325369889,0.8112699732733061
215,10.775,1.0065816436388857,0.98202574475239,0.9798854072861174,0.8467204951362943,0.8502808641907665,0.912490221669818,1.0947811172587931,1.1144602480326045,1.0637088055106727,1.0844236800094202,0.9384465871402184,1.0200506381958894,0.832361320767846,0.7956394977927935,0.901724764165166,1.020050638195889,0.971088207562487,0.9996496254319716,0.864211881511512
216,10.825,1.006215228989333,0.9986149953403726,0.9797222792123113,0.8511027735940174,0.8459717847554703,0.9307613753124622,1.0128571967292177,0.9923332413750294,0.9666782971822926,1.058009898508433,1.0793734702180209,0.8732010096145788,0.8246898424137686,0.877243606881313,0.9459677604157938,0.994478927616603,0.9055417877484522,1.0510752893508817,0.8957240515292404
217,10.875,1.0056427494454183,0.9753184050846528,0.9915546104180244,0.8766577442370603,0.8521913990735033,0.9425580038074712,1.0177999588039692,0.9710279327250656,1.0086489102233145,1.0310181400871374,1.0374269552547333,1.0614600121332212,0.8611845381458215,0.8171239338685933,0.8732010665850648,0.9933663509775054,0.8611845381458209,0.9092506519027974,0.8551354013804883
218,10.925,1.0052733170735637,1.0071044506038915,0.9940448364163954,0.847557313398006,0.886283000451481,0.9097702870709042,1.0427599635862526,1.0074975493586982,1.031677490543307,1.007497549358698,0.9406363483558048,0.9128538401765196,0.9049159806967234,0.8771334725174385,0.9207916996563148,0.8930091914770297,0.7540966505806025,0.8652266832977443,0.8072317099555628
219,10.975,1.0049761074672556,1.004325689987798,0.9960735274556856,0.9000645936604177,0.8579471863314205,0.8625645020978593,1.0242953462412077,1.0542455025640507,1.0362754087703447,1.0352770702262504,1.0343392370484643,0.95568226084706,0.9556822608470604,0.7079127858126373,0.9596151096571304,0.932085167986639,0.8612938894053751,0.9478165632269202,0.8277041500785505
220,11.025,1.004727811360737,1.0101049826471604,1.0071313525234515,0.8869727492253618,0.8662591994874396,0.9170846857100424,0.990293171947953,1.0486621001646654,1.0565765311093045,1.0773519123389816,1.0015952191681383,0.8690884586556221,0.8145268513857623,0.8301158820342938,0.892472004628419,1.0678485994243971,0.8768829739798877,0.986006188519607,0.8215260080034705
221,11.075,1.004148083825685,0.9945587852361114,1.0000841118207568,0.8780629412004956,0.9004281173022528,0.8676462838380332,0.996077541671686,0.995097150390513,1.053920627260888,0.9970579329528588,0.9539504254079536,0.8612588860970596,0.9191910981663683,0.8226374113841868,0.9076046557525064,0.8573967386257723,0.9230532456376556,0.8998803608099323,0.8479384182879243
222,11.125,1.0041127532303922,1.01520820662827,1.0272549059517984,0.8665444955416131,0.8920489586199228,0.9210754665995234,0.9356494455014142,1.0094909386043291,0.9774281850201694,0.9910305653286006,1.0908402390203402,0.9492223834282262,0.8688446816056743,0.8458796239420887,0.9109472873222486,0.9300848353752376,0.9645324218706168,0.9453948738176282,0.8789992989399134
223,11.175,1.0039552266591714,1.0130179585603294,1.0256806830423333,0.880473325184274,0.8861906844387176,0.8242626563037474,1.0129956944293714,1.0110698471015591,1.0004776867985905,1.0361058623631227,1.0355806312737186,1.016613953045262,0.906607219320215,0.8269471707606982,0.8762605341546849,1.001440610462497,0.7321137796184164,0.8155671638236245,0.8622097092629912
224,11.225,1.0037360220237816,1.0310859185952024,1.0314444948145007,0.89262895199412,0.8845765023770662,0.8665628743448426,0.96867986504407,1.0717512201423551,1.00590007660734,1.0097175342035725,0.9361447150761776,0.9737408883724096,0.992538975020526,0.8684716031429603,0.9060677764391922,0.9023081591095689,0.8985485417799459,0.9023081591095692,0.8279598082441625
225,11.275,1.0030216136493986,1.0260484587531868,1.0303132947438478,0.8962580173066292,0.8823648356399364,0.8087605327674589,0.9638912080585272,0.979971826838699,0.9648371268103018,0.944026914271256,0.965123768856295,0.9055022232898832,0.8421543311255703,0.7937118253528601,0.8719651039087759,0.8980495300940815,0.9204076096814858,0.9166812630835848,0.8419642114011872
226,11.325,1.0019614860952597,1.0126050465188643,1.0407867837676068,0.9153170829060796,0.8866035508558885,0.8691410354457719,1.0022780656866563,0.98633912544655,1.0116539128867188,0.9844639560065378,0.9122983442242428,0.9566205309881736,0.971394593242817,0.8827502197149557,0.9566205309881736,1.0600389667706789,0.919685375351564,0.9344594376062076,0.8482271558750216
227,11.375,1.0021270973523055,1.0508621237381977,1.036021904346647,0.8823114781103096,0.8977040088344203,0.8605876800317553,1.0213670198217049,1.0334487043145912,0.9814045249606193,0.990698128416686,1.006807041073867,0.8383956814760563,0.8200900989110774,0.8054456328590938,0.8493790310150442,0.8969735456839905,0.8823290796320069,0.9335847108139494,0.8284583652264972
228,11.425,1.000924678446994,1.0318195843068965,1.036665432740408,0.926137820410266,0.8964852883921569,0.8493867035556256,0.9562509742849672,1.0714064384329642,0.9811245545409338,1.020738034207846,1.125033989130735,0.9181729008066968,0.8927689075037446,0.8383317789974186,0.9980140226159746,0.9726100293130224,0.7984112180927797,0.8709940561012142,0.849330300879308
229,11.475,1.000779687219744,1.0276510077662897,1.0312537909320814,0.9303560667780144,0.8986782988601132,0.8456537107596974,0.9798989542604272,1.0118621074748866,1.040172328893408,0.9789857213114428,0.9929332790777512,1.0432994599005363,0.8634202426763058,0.8022613088200671,0.935371929565998,1.0073236164556902,0.863420242676306,0.9893356947332672,0.8782878106305538
230,11.525,1.0007136810566943,1.0583812985049503,1.0551498595411712,0.9166427975592942,0.9146623964534564,0.860965235040877,0.9415392686041136,1.0193973235079152,0.9487818783626066,0.9596457930003466,0.952238578474616,0.8987420291221094,0.8488119163931032,0.8131475501580986,0.8523783530166037,0.9023084657456096,0.834546169899101,0.8951755924986086,0.8202440311946557
231,11.575,1.0000495360613113,1.0271695243586294,1.0514493030040073,0.9314592724669436,0.9264107127245752,0.895726688512626,0.9827862965143545,0.9585532097509863,0.963938340142846,0.9648358618748224,0.9723152096412953,0.9793865929841404,0.845030309470071,0.975850901312718,0.8556373844843393,0.9192798345699512,0.9157441428985283,0.9546367512841808,0.8631777881509445
232,11.625,1.0003904907323156,1.0624835175966547,1.0445971525269822,0.9248543034111926,0.8956571591363351,0.8471064792278578,0.9965958579151272,0.9743504146580932,0.9378678877165572,1.0117227593299098,1.034076059281524,0.8938623563280971,0.851798245442069,0.872830300885083,0.7746807088176841,1.055108114724538,0.8973676989019327,0.8693249583112473,0.8852778439023764
233,11.675,0.99902436203572,1.0464417078231678,1.0419669016604782,0.9304584929632136,0.945621520255947,0.8530994846297392,0.9589649842735536,0.9386740968418222,0.9598471967705852,0.9721981717290304,1.039139386655322,0.9105502317849312,0.8549441107598971,0.8618948758880265,0.8792717887083494,1.0078609435787405,0.8375671979395738,0.8896979364005434,0.8870736679337994
234,11.725,0.9992666754716916,1.075494504503344,1.0373715518609032,0.9023122071608364,0.9414005578497182,0.885200803292836,0.9210636816871112,0.9892906210713412,0.9735459427519032,0.9315601339000694,1.0371873108410783,0.8407764247349607,0.795980959482689,0.7787519343856606,0.8855718899872332,0.9682712104529676,0.8097641795603111,0.9717170154723732,0.8435541655159107
235,11.775,0.9985536166803556,1.0737120721022373,1.06963880930974,0.9599834416566468,0.9046935991671052,0.8482112306630829,0.9765703944035092,1.0017218521634568,0.9713666445221406,1.033811643098564,1.0386474510691284,0.8985667093130943,0.9498157611750584,0.9122331231429516,0.9942316061220928,0.9976482095795576,0.8780670885683091,0.9395659508026656,0.8732210897868038
236,11.825,0.9991279664465272,1.067236153995104,1.0958314914545555,0.9513448808625056,0.9491949489283524,0.8754522835869205,0.9700492886896322,0.969189315915972,0.9304905411012256,0.9425301599324798,0.9926170590529791,1.0366580889768315,0.8096773962923619,0.8537184262162144,0.90114722767267,0.8604939692814217,0.8571061977488181,0.911310542270482,0.9069202669170064
237,11.875,0.9982710627026208,1.0725254559032489,1.0883850556245966,0.9617377722631476,0.9206993635824824,0.8902669851972087,0.973836108328747,0.9943020160344304,0.9235240852189432,0.9908910314168164,0.9741978794245544,1.001072303684542,0.8969339096770897,0.7961548187021354,0.8566222732871082,0.823029242962124,0.8667001823846038,0.8868560005795941,0.9004303271190778
238,11.925,0.9977890405423548,1.0780064249356949,1.07038126896798,0.9328138016674308,0.9602961346344028,0.8912731983750453,0.9284800491611004,0.944546643818715,0.9631500692117432,0.9563851872506418,0.9993575624353608,0.9593832599379464,0.9660456436875156,0.8427915443204879,0.906084189941394,0.979370411186654,0.8327979686961341,0.8128108174474269,0.91757340273402
239,11.975,0.997600373089084,1.0909202623179417,1.083516182559249,0.938667055921627,0.938929107026016,0.8435949152492739,0.9970520419795096,0.9291283957218642,0.9165499427111892,0.9995677325816446,0.9381747174830772,0.9051403964449406,0.8291614580572269,0.8886232359258721,0.9513884458983316,0.8522854827839225,0.8192511617457858,0.7829134086038358,0.9488603090841896
240,12.025,0.997411226993796,1.0770240194238871,1.0896783486338284,0.9592038623817076,0.96440139076091,0.8997961130074305,0.942207944581718,0.9671560808018868,0.9305654810123052,1.0029150760507952,0.9467691694866164,0.8943528832866651,0.753484114124297,0.7993483645492543,0.8124524360992421,0.8812488117366772,0.8550406686367024,0.8419365970867144,0.8869316999088664
241,12.075,0.9968177539753842,1.0797431829115645,1.081757340090192,0.9497302308879394,0.9706062549590172,0.8799888467690041,0.9319469511236876,0.9641114919146824,0.9665856873601436,0.931122219308534,1.04291086807164,0.9584383367013508,0.7537548953041133,0.7959911609892575,0.8934594664165134,0.9649362237298345,0.8707168618168202,0.8934594664165133,0.8894480157509723
242,12.125,0.9971831151823026,1.079615077446957,1.072700377975691,0.969263565885013,0.927599546570863,0.8400284237670109,0.96599179013519,0.9766250613221142,0.9569944068231768,0.927548425074772,1.0504383051325112,0.915105762753476,0.8216618644441421,0.83455067800405,0.9118835593634984,1.0182162712327412,0.8796615254637283,0.8474394915639583,0.8528317502982057
243,12.175,0.9966891353664044,1.06969901987241,1.1160287679905485,0.96714961124844,0.9889516732582344,0.8753274384583521,0.9450940368896944,0.95320643205613,0.9394153602731896,0.9897122103050874,1.0418282034955193,0.8884301858029272,0.9459544424376491,0.8245143450976804,0.9331712742965996,0.9076049380145016,0.910800730049764,0.8884301858029275,0.946997966367531
244,12.225,0.9965180022441996,1.0721524058994485,1.0993605594398268,0.9906849153948936,0.9843988435967026,0.8939296982771381,0.964736011011962,0.9293328546445496,0.9486436672085924,0.9912883782875196,1.0364932349715297,0.8558201022700695,0.9192141839197048,0.8368018777751791,0.8621595104350331,0.8811777349299237,0.8463109900226243,0.8526503981875884,0.9285939204903138
245,12.275,0.9964344657707728,1.1019671357576009,1.0865246031068485,0.978889631551288,0.9566931532817172,0.9353446303617712,0.9361427059849472,0.929758100999542,0.959286899057039,0.9441234622167024,0.9903392960315076,0.9620438875734642,0.9085970049304936,0.9588999533003484,0.7985593053714373,0.9463242162078848,0.8268547138294803,0.8299986481025966,0.9369244943505064
246,12.325,0.9961706572452744,1.078173021865266,1.0796601570678386,0.9801164743833172,1.0110388770329677,0.9293542581936514,0.8858155152629441,0.899272944896072,0.914313601544862,0.9744762281400212,0.8451073903299355,0.8918845521563146,0.9573725787132478,0.9199508492521437,0.9230693267072354,0.8918845521563155,0.8575813001503032,0.823278048144291,0.8904844194213759
247,12.375,0.9957764111998068,1.071985867266487,1.052661503896195,0.9800646479054236,1.0001861554488,0.9163628996339548,0.961906214268718,0.959550525580714,0.9257856543859744,0.9242151952606378,0.937278559803212,0.9310919026427942,0.9434652169636282,0.8104520880146583,0.8815986453594568,0.9836784885063418,0.8166387451750761,0.7918921165334063,0.955175675160132
248,12.425,0.9966058519178692,1.1055184461814178,1.1020065411240576,0.9831462832993012,1.00334958647183,0.9019922920014586,0.8949819892138827,0.9370438059393388,0.9090025947890348,0.8848559962984951,1.040215635853464,0.926681775893056,0.9052023969816284,0.8591751564571383,0.9174763277881582,0.9236132931914236,0.8683806045620364,0.8622436391587711,1.0115660269555669
249,12.475,0.995748836190265,1.0923195835107529,1.111480538331141,1.0071546665326347,0.9750396891533878,0.8406880093502811,0.9365017162982914,0.9125482895612888,0.894003701119738,0.9627732165904872,0.8979608165826448,0.9740591908693093,0.916224426411444,0.8127306373815802,0.861433596925045,0.94666377612611,0.8249063772674465,0.7792473526954475,0.9563236105763776
250,12.525,0.9957225958941855,1.087071938717075,1.0954240611764192,1.0118252969845467,0.9756544589531392,0.9459033458173716,0.930572659499424,0.9367049340266026,0.9029774241271188,0.94666988013327,1.0146126944969025,0.9089238721534748,0.8183334530019657,0.8273924949171166,0.9451600398140786,0.8273924949171166,0.782097285341362,0.8968451495999403,0.9822589733713618
251,12.575,0.9958053351780216,1.0918731980023877,1.088730294645584,1.0156770226519014,1.0154393817949392,0.9695746964014396,0.9345939622567604,0.911019989246216,0.965011991947786,0.9155826936998692,0.9077016587344676,0.9017102286438106,0.8417959277372453,0.838800212691917,0.8987145135984823,0.8567745029638866,0.8388002126919167,0.8388002126919166,0.963366935240006
252,12.625,0.996157490806632,1.09996596587247,1.0974148271808442,1.005054612144773,1.0017539401837063,0.8728862763323504,0.9151348774340023,0.9445580103440814,0.9664367502002936,0.927960345625575,0.9183583908297454,0.9391626262207108,0.8618897519114116,0.8916100881842195,0.8351414492658852,0.8708058527932541,0.7667846758384286,0.7489524740747439,0.9647585076638222
253,12.675,0.9959862063282304,1.0935546846516395,1.0808994292036975,1.0317589100524724,1.0090700380789766,0.9161626159359604,0.973048529997344,0.9475995684435672,0.94011457975128,0.956581554874312,0.8580518855431121,0.9052299960884372,0.8226683026341173,0.8315141983613661,0.8786923089066921,0.9376649470883488,0.790233351634206,0.8079251430887026,1.0296442098033125
254,12.725,0.9964420554814076,1.0806529851858837,1.0713057414462177,1.0438569324047355,1.029468508703292,0.9431379664946296,0.9364543116139596,0.9394248248942568,0.9431379664946294,0.923087001852618,0.9595658050902164,0.9800443436134834,0.9010556950237398,0.816216035427349,0.7840354748907867,0.9069067060303876,0.7928119914007584,0.96249131059354,0.9624614584965688
255,12.775,0.9961060941622568,1.0976799231744516,1.1090304595805431,1.0158996278020451,0.9926435393142832,0.941664351282694,0.9453484841124384,0.9659796279590076,0.921033207436125,0.9004020635895559,0.9172374342175996,1.0014142873578225,0.8736976825933465,0.9027241836761818,0.9404586350838676,0.8185473305359587,0.8156446804276757,0.8069367301028251,1.0087005315071875
256,12.825,0.995461381030704,1.0751286249398853,1.087489582559276,1.03015507667831,0.9945143155424004,0.9262942432655884,0.9292186134100736,0.9357984462351636,0.92117659551274,0.9145967626876486,0.8841788823211507,0.9100994358745388,0.9100994358745392,0.8640184517796253,0.8265776522025081,0.9273798049101316,0.8668985132855582,0.7200153764830218,0.9542995634757824
257,12.875,0.9961430941072008,1.074834814931308,1.0845106450137374,1.0335041870020127,1.022169418554963,0.9764222931026696,0.9046052002221616,0.962639214671056,0.902428924680328,0.928544231182331,0.9116176436347352,0.8430319901951315,0.9230485858746696,0.8573206679950491,0.8316010479551972,0.9230485858746696,0.908759908074752,0.7773040723155108,0.993092267661204
