,r ($\AA$),g_full(r),O (DOL),O (DOL),S (DES),O (DES-i),O (DES-i),O (DES),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
90,4.525,1.0450130633810777,0.5243242398252764,0.5276149777321297,0.1562777884391852,1.9686942180001232,1.869244716266097,0.4180938236165211,1.623228193766132,1.278730123866126,1.2436964218423967,1.121078464759344,1.1094005640847673,0.4830404369938453,0.4140346602804389,2.714227217393992,2.9672483986764835,0.322026957995897,0.4140346602804389,1.771148268977434,1.3571136086969944,0.7125902656527285
91,4.575,1.0488468168305465,0.5826757383756612,0.5172186112284874,0.2084735188267574,1.159509857093583,1.3064340513143458,0.4447435068304155,1.2623567930481183,0.9996037954000936,1.056724012280099,1.0738600773441007,1.1823884894161107,0.4050342651491289,0.4275361687685249,2.970251277760274,2.8127379524245035,0.2925247470521486,0.3825323615297328,1.5976351569771183,1.8676580004098708,0.454630297616369
92,4.625,1.0541344213057586,0.5039960799986904,0.5312958676652861,0.2039903920048179,0.7285371143029207,0.7596213645131791,0.4526643936868817,1.0675347738074827,1.078713148402326,1.0731239611049042,1.0954807102945898,1.1904968943507537,0.6385223064023821,0.5284322535743852,3.3247195954055018,3.214629542577505,0.5064142430087857,0.3743061796151892,1.4091526761983597,1.761440845247949,0.4893390511415861
93,4.675,1.0630109959838414,0.534379265347807,0.5487663994148634,0.2186646541360472,0.5685281007537228,0.5932467138299717,0.462047921348343,0.8096003970393636,0.9408869479106112,1.0885843176407657,0.9518274938165484,0.8424220347571751,0.452540762472863,0.4309912023551077,2.5859472141306457,2.6074967742484008,0.452540762472863,0.5171894428261292,1.659316129067164,1.637766568949408,0.5369798551791702
94,4.7250000000000005,1.073476898670752,0.5573342228677121,0.5754425550186485,0.23453679395491,0.428122719124042,0.4653507816565673,0.4392911378837996,0.7711363599044959,1.1031534037522652,0.8461079504507664,0.947855109049276,0.8835937457239016,0.4008221399335238,0.4219180420352881,3.037809902654074,2.8479467837381938,0.4219180420352881,0.5063016504423458,1.9197270912605595,1.5610967555305657,0.3551861068154212
95,4.775,1.08418846226876,0.5654247276139085,0.5851259376352987,0.2496996677630895,0.4028001939827941,0.3517666852428926,0.4993993355261792,0.707879630845501,1.080171881142024,1.0120056944680131,0.8599426626567576,1.1116331980684917,0.5783797657188836,0.392471983880671,2.747303887164694,2.2102369618543047,0.2891898828594418,0.3511591434721793,1.5905443557269292,1.900390658790617,0.37560960004047
96,4.825,1.088320527394978,0.6077929424401649,0.6193699508675966,0.2552616858166072,0.3552243040384955,0.376644865086043,0.4873177638317049,0.6676074859818955,0.9192441537750712,0.8884315005759069,1.0579010931713109,0.8987023849756282,0.7282990756166132,0.5462243067124599,2.447894115266952,2.225358286606321,0.3843800676865459,0.4653021871995029,2.0837445774586456,2.063514047580407,0.3814899919896551
97,4.875,1.090175350094342,0.6161808170372634,0.609565378817538,0.2640413943680391,0.3322375160922345,0.382947452758944,0.5525634478165586,0.5936156299669031,1.0010975454526585,0.9457604952015064,1.026250750112273,1.0010975454526585,0.653983321149978,0.435988880766652,2.536662579005972,2.279032785825678,0.3170828223757469,0.4558065571651362,1.90249693425448,1.8628615814575116,0.3336649597703972
98,4.925000000000001,1.0893953200294946,0.6352161642786139,0.6083630028149408,0.3392322304173568,0.3615050536265772,0.3580784654405432,0.5533939920444758,0.4978305466894029,1.0252351852613435,0.9266548789862143,0.936512909613728,0.931583894299971,0.7184413230051088,0.6019373246799561,2.5436706300991685,2.252410634286285,0.5436853255173797,0.4271813271922269,2.0582373037443653,1.883481306256636,0.2550010983749519
99,4.9750000000000005,1.0922348899477243,0.6188824595864983,0.6442911236164426,0.2820769332949959,0.3391639316999353,0.3458800491593403,0.5943763951573119,0.5216873392697553,1.0868486234786567,1.111000815111516,0.8646484604563537,0.9612572269877898,0.8943629750107199,0.589898983517709,2.549885928753967,2.6450309260955325,0.4757249867078298,0.7231019797959011,2.055131942577823,2.0931899415144497,0.2755321453626165
100,5.025,1.0935015994599695,0.6591072939505174,0.6697810962816996,0.3209275593961145,0.4130913713252551,0.3752383771400723,0.5612117833542308,0.5539703409883696,1.1032058927375226,0.999040529474752,0.9422230586041502,0.9753665832786677,0.802044601430973,0.5409138009650748,2.2382640039934145,1.6973502030283392,0.5595660009983533,0.5222616009317964,2.1636552038603027,2.0330898036273526,0.3140421434174432
101,5.075,1.0974089928417057,0.6627528611971432,0.6758335097734024,0.3791755920626214,0.3646539736432019,0.3581999210123487,0.6389512104544599,0.589528061269734,1.011945805959071,1.1512044031094022,0.9794521332906604,1.1326365901560245,0.8228917104337744,0.5668809560765997,1.88350769277064,2.1760914120359827,0.3840161315357612,0.5120215087143483,2.285810306760486,2.3589562365768213,0.2955692674211109
102,5.125,1.0920622046207036,0.663566056249765,0.7123073773918227,0.3591557224073061,0.3749775603988175,0.3623200900056086,0.670845930840078,0.6190476673847922,0.9649860697468832,0.9012605745749188,1.0878852390070988,0.9012605745749188,0.7351880720055577,0.5200110753210042,2.1159071340647757,1.918661553770601,0.4662168261498659,0.7351880720055577,1.9903872193321197,2.0800443012840164,0.2656777203962347
103,5.175000000000001,1.0917671076732778,0.668417573970855,0.7103509224006456,0.3770772266609514,0.4220782125587606,0.4344922776340178,0.6439796257789911,0.6026789862016919,1.1250007742431576,1.1116079078831207,1.0133935545761783,1.0625007312296495,0.6155307266481927,0.6155307266481926,2.040044694034009,1.7058994424249911,0.5627709500783474,0.6507039110280892,2.2159106159334936,2.35660335345308,0.4263851330950746
104,5.2250000000000005,1.0865280701465216,0.7387781768580772,0.7050477701195687,0.3668506190553434,0.4109944694810902,0.3927280486152638,0.6895573876849401,0.6218545380399354,1.007229181332291,0.954678093610606,0.9897121520917294,1.0203669532627122,0.7073164079711604,0.5348002109050238,1.6044006327150704,1.725161970661366,0.4830453517851828,0.7418196473843877,2.4152267589259124,2.208207322446549,0.3717900083711027
105,5.275,1.0791594600470973,0.765197923708054,0.7942560727096261,0.33902037119451,0.4346032071260019,0.4390836525602907,0.618301469931838,0.5585621974746551,1.026895116895712,1.0140052200309118,1.026895116895712,1.1300142918141105,0.9140108685948912,0.643192833455664,1.3879424300885388,1.828021737189783,0.6093405790632606,0.7447495966328742,2.386583934664438,2.606623588215061,0.3590756983765641
106,5.325,1.0747605255790118,0.7754501813853201,0.7366380681188434,0.4587224972752255,0.4308767226802441,0.4206177530926191,0.7093344686300617,0.6071506221001373,1.0835952074981614,1.03299932232315,1.201652272906521,0.9697544658543858,0.8803172950904763,0.5481220893959567,1.428439384486433,1.3620003433475292,0.4982928085417789,0.5979513702501345,2.4250250015699897,2.707390926410329,0.5593082544856702
107,5.375,1.0691161442839112,0.8100676242549073,0.7867451398713692,0.4631737308625308,0.4459125980353557,0.4459125980353557,0.6142086431003128,0.7241930407298782,1.0386997327039964,0.9559348137634393,1.0842204381213034,0.91455235429316,0.7499003261583845,0.7172959641514982,1.4998006523167695,1.320476661278895,0.4238567060895216,0.8151090501721568,2.5920467795474607,2.5105358745302477,0.4775873638865843
108,5.425000000000001,1.0624534644347057,0.7929149628842794,0.7997833311864528,0.453263335620456,0.5153928894126681,0.4462031590531591,0.7159019039238982,0.5687243770210183,1.0765139993612125,1.0643270484250478,1.0602647314463265,0.9099590032336288,0.8161564111795133,0.7521441436360221,1.296248417755698,1.1522208157828424,0.7361410767501493,0.8641656118371318,2.624502969283144,2.528484567967908,0.5658227220362173
109,5.4750000000000005,1.056771435825696,0.8099683589478787,0.8264524513593992,0.5046360074566114,0.458886039747633,0.4602724024054807,0.702885867528852,0.6939918178623508,1.1087915250904223,1.1087915250904223,1.0888492314736882,1.0369992680701792,0.6913328453801201,0.7070449555023954,1.3512414705156883,0.9898629377033532,0.5970601846464675,0.7227570656246709,2.4510891790749687,2.718195051153652,0.5714077599570379
110,5.525,1.050457433843261,0.7688867676668035,0.7865454111347489,0.4751229575152225,0.5009892503312374,0.5105189371581899,0.6834146838757643,0.6344886433751886,1.033981492907715,1.0026487203953598,1.0574810722919812,1.0261482997796258,0.9411700228143,0.7868798551398246,1.0954601904887753,0.9257410060468524,0.7560218216049291,0.6634477210002439,2.854368101977794,2.57664580016374,0.50396206808775
111,5.575,1.0445180703033636,0.8440415248380181,0.7985153124537756,0.4960544757589055,0.5227959569318924,0.5294813272251387,0.6244135853892421,0.7808718206213482,1.050137965663192,1.1424577868203958,0.9308915300018046,1.0924512170269105,0.8940568538835254,0.7273682879052408,0.9698243838736544,1.1365129498519395,0.7576752999012929,0.8940568538835255,2.757938091640707,2.606403031660448,0.6174280556134417
112,5.625,1.0396917270310069,0.7708955474614281,0.8362016159388236,0.5371845486230017,0.5779002479073855,0.5332443196599966,0.6527645982044789,0.7594942873459768,1.001323314162606,1.0882306206748316,1.027773363970674,1.0315519425146846,0.9080038743635755,0.744265470789816,0.9228891837793718,1.0717422779373351,0.699609542542427,0.9526598026109644,2.813323479585504,2.411420125359004,0.6716616146597072
113,5.675000000000001,1.0342599321017376,0.7727141131186832,0.7992151386588551,0.5045338785853696,0.5058242465612912,0.5509871257185491,0.5716330133332961,0.8055668014603863,1.0023181400659182,1.1285359799260712,1.0283041659194798,1.0654270599959947,1.1991819722898631,0.8482018828391719,1.140685290714748,1.1406852907147484,0.7750810308702781,0.8043293716578355,2.529981478123737,2.720095693242861,0.7386698311143378
114,5.7250000000000005,1.0300385685422682,0.7880571667444972,0.8140973166021409,0.6111409895945746,0.5667635318439311,0.5185822920003753,0.5223860740932876,0.7842618412591724,1.138091602199357,1.0833756597859268,1.0067733404071233,1.0797279302916976,0.8765604511888995,0.7616017034919945,1.0346287292721437,0.8047112338783339,0.5604238950224111,1.0058890423479174,2.902708379346846,2.9027083793468456,0.6484025284639194
115,5.775,1.02657047114084,0.8000615066909571,0.8229588898790822,0.5781751315750784,0.5619762593542248,0.5432852529455479,0.5495155884151068,0.8101736541984735,1.071866914182937,1.1435636977403232,1.1543182152739315,1.179412089519017,0.8332035301290283,0.8332035301290281,0.9885465611700338,0.9603023737080328,0.7767151552050271,0.9179360925150316,2.7538082775450925,2.330145465615077,0.6610004484091752
116,5.825,1.022495984809191,0.84066471669326,0.8082296213247798,0.5658425040753325,0.5878883159224234,0.5670672714001709,0.5768654099988778,0.7928013106549999,1.0464977300646,1.131063203201133,1.131063203201133,1.2121051149569777,1.1798591895943091,0.6940348174084174,0.860603173586437,1.0410522261126254,0.7356769064529225,0.9438873516754468,2.83166205502634,2.6512130025001537,0.8039472701245255
117,5.875,1.0191064166854162,0.8387802176929643,0.8426845476434361,0.6140446194832483,0.595984483616094,0.5634762390552159,0.5743123205755084,0.8243942634908425,1.1465315177120543,1.2539106024524582,1.1707784078147263,1.0322247500851731,1.0234076991387475,0.6959172354143487,0.7777898513454481,0.9824713911731976,0.7777898513454486,0.9551805191961644,2.5789874018296426,2.8109598136344247,0.7351826736670193
118,5.925000000000001,1.014769468721005,0.895059801963085,0.8310812600071822,0.6191138500137068,0.581233079075966,0.5741304345251396,0.5528225008726602,0.8820573936671238,1.208997585914398,1.147696299868034,1.1374794188603066,1.2089975859143978,0.6305569995678159,0.8452147015483495,1.0464562971550997,1.033040190781316,0.7781341696794328,1.1672012545191492,2.495395785523701,2.750301806625582,0.7905919827408032
119,5.9750000000000005,1.0109827530262814,0.8574940739942454,0.8707056481350225,0.6250921564819604,0.5587415923861101,0.5994831668309303,0.5191640629254272,0.8506124408703669,1.1084752674334313,0.9979626274778322,1.165406021349952,1.0180558347424868,0.9234756874159308,0.8575131383147927,0.857513138314793,0.7651655695732001,0.9102831775957032,1.015823256157524,2.823197101528702,2.8627746309893847,0.7107801209265479
120,6.025,1.0084359053550094,0.8748758725200366,0.8031038773203734,0.5941538016773179,0.6181947069474987,0.5907193866387209,0.4968453755837303,0.948532596506111,1.1000343306702811,1.162611133912004,1.0440445593487402,1.063805655109284,0.9082119768734852,0.8822630632485284,1.0120076313733115,1.0639054586232255,1.076879915435704,1.0768799154357036,2.6857125601830214,2.7765337578703693,0.6859251096474536
121,6.075,1.0032495810372226,0.8416679484133647,0.8580996437186148,0.6362115498560775,0.5450024604076841,0.5663971850931095,0.528111888287611,0.932983232921686,1.185666191837975,1.1986242922952206,1.0949594886372558,1.075522337951387,0.9826559513411272,0.8550382953227991,0.7018971081008054,0.8933235921282975,0.9060853577301308,0.8295147641191337,2.6799707763848937,2.7182560731903926,0.55005814185859
122,6.125,0.9985019313586656,0.8788708959064523,0.8519300305687202,0.673499222741292,0.6369441662438208,0.6391596242133645,0.5250635387818628,0.981550132414156,1.0867162180299583,1.1377058352982268,1.073968813712891,0.949681621621488,0.803472756954524,0.7909184951271093,0.979232422538326,0.9039068515738394,0.8411355424367671,0.9164611134012536,2.6489492455844457,2.5861779364473723,0.5072946615975628
123,6.175000000000001,0.9958570020762122,0.8046148205760144,0.8311211653241255,0.6604568438984049,0.6234015094222566,0.6234015094222567,0.5514705660273811,1.0252926008515748,1.1350333991078605,1.116220690835354,1.163252461516619,1.191471523925378,0.8769762492688399,1.0004940308559995,0.901679805586272,0.9881422526972848,0.8646244711101236,0.9140315837449874,2.4333002972670617,2.4456520754257776,0.4866348517428848
124,6.2250000000000005,0.9925903799759982,0.8398485257475548,0.8439057650023744,0.6595415897883565,0.6359482321048707,0.6123548744213847,0.521198719735189,1.0027177015481514,1.0705939767298722,1.0644234062588065,1.0798498324364707,1.1292143962049948,1.008794778527231,0.8994073929037963,1.178952933941463,0.948024008736434,0.7535575454058835,0.7292492374895649,2.4794474074645207,2.297135098092129,0.4501997843685577
125,6.275,0.99032850991016,0.8008496217889085,0.8710095245524665,0.6680701527528801,0.5920811306388083,0.6184662077617499,0.5424771856476781,0.8410588368561539,1.0475281542071226,1.0293102732643895,1.0019834518502917,0.9655476899648268,0.7655190375936111,0.7655190375936112,0.9090538571424132,1.100433616540816,1.2678909060144186,0.8253252124056117,2.535781812028836,2.4759756372168327,0.4430539072807412
126,6.325,0.9876443412781376,0.8157478129703188,0.7944137338974541,0.6658598453777547,0.6274248777038437,0.6585883650070148,0.5443222448953876,0.9951700091568026,1.0818364664106983,0.9264345430588854,1.0399974870467488,1.1236754457746478,0.906511219552242,0.7887824897402623,1.2596974089881805,1.212605917063389,0.91828409253344,0.8711926006086482,2.283937358352404,2.3898932151831858,0.3845404736001499
127,6.375,0.984573457980639,0.8306345685938662,0.8643462842853012,0.7208993432639241,0.6472755805476086,0.6411402669879156,0.5797871313909859,1.0060970343502678,0.997271621768248,1.0031552301562612,1.061991314036394,1.076700335006427,0.8112247928927376,0.9734697514712852,1.089359007598819,1.1009479332115726,0.9618808258585316,0.8691694209565046,2.225073717648652,2.5032079323547336,0.2731675323006157
128,6.425000000000001,0.9811847726840612,0.8400641768963518,0.8732532408799513,0.7439506028072642,0.6513342896025709,0.6271735122448248,0.5637514716807414,0.9991875328429404,1.0223570988219082,0.9470560093902656,0.9586407923797492,0.8920282901902197,0.7758294062654012,0.878512710035822,1.0382422936786988,1.1181070855001372,1.0952885735511546,0.9697867578317516,2.373125242694168,2.395943754643151,0.3457703086146823
129,6.4750000000000005,0.9782923613175936,0.8266046568453185,0.8491045891768177,0.7305230130375573,0.6413139612419257,0.6423051729285446,0.5689555081188031,1.012332120248372,0.9410411258646836,1.069364915755322,1.0066288406976764,1.0237386793497618,0.8649973985220831,0.9436335256604542,0.8986985958670994,0.9548672581087932,0.999802187902148,0.932399793212116,2.2130452923227315,2.269213954564425,0.3971926829948339
130,6.525,0.97659708430663,0.8124023833832876,0.8598804447498429,0.7750067100930276,0.5983364147191762,0.6295709420780891,0.5261065702016898,1.055847157528793,0.98002834568497,0.8536636592785986,1.002493178823881,0.9856445539696976,0.796480447652281,0.8849782751692011,0.8960405036088162,1.0951606155218865,0.9071027320484312,0.807542676091896,2.19032123104377,1.9469522053722403,0.3650535385072955
131,6.575,0.974772249661916,0.8603602762751907,0.8380200034008951,0.7200063520041228,0.6161870115282274,0.7142386108665729,0.5738902431861965,1.0232564341206802,0.8711507479676056,0.8960407693381089,0.9485863700091708,0.9541174858692828,0.7081504396658258,0.9587267490860408,1.1003568370192065,1.1984084363575511,0.991410615532156,0.827991283301581,2.364133006268987,1.797612654536327,0.3301737528740197
132,6.625,0.9732386996806408,0.834117826476945,0.8591925341440434,0.7745110074870143,0.6978173747162951,0.6722528304593887,0.5832503430464556,1.0133173542378529,0.9016345275611002,0.847155099913904,0.9207023272376194,0.9016345275611009,0.7189633557683043,0.7082325594135535,0.9335792828633206,0.8799253010895665,1.0838104318298318,0.7511557448325568,2.14615927095016,2.1890824563691624,0.3252088283021421
133,6.675000000000001,0.9723571645293436,0.8408240024083122,0.8367912733799745,0.7937305691696416,0.6911331983016499,0.6911331983016502,0.5540258026871527,1.0679597096812747,0.9257439694473364,0.9230606535938664,0.9176940218869252,0.8774442840848667,0.9090748861151712,0.9196455243258128,1.0676344592747942,0.8773629714832468,1.046493182853511,0.7610859511661896,1.955568068968682,2.177551471392154,0.3844260671706782
134,6.7250000000000005,0.9705403469037104,0.8348236822902129,0.8442595240293645,0.7994306446156632,0.6551655742654795,0.6625166606527501,0.5641958802230078,1.0151284832636869,0.8855938590972265,0.8670889127877326,0.9014552416482216,0.9754750268861988,0.6352563819666229,0.9268494753283528,0.9997477486687848,1.34341103727368,1.010161787717418,0.7810529286474875,2.134878004969801,2.155706083067068,0.3822377393666682
135,6.775,0.9699222773344178,0.8391839696836317,0.8749043369063167,0.7731885567671166,0.6582061835710702,0.6364772311560691,0.5821548501185669,1.1304348205747727,0.9559206892878844,0.9246644269678446,0.8621519023277648,0.9012222302278144,0.6361754401503058,0.9234804776375404,0.8516542182657318,1.1697419383408847,0.9747849486174036,0.8824369008536501,1.8572218494710515,1.990613474018696,0.3938926935229505
136,6.825,0.968121638808448,0.8679183617291448,0.8794906065522002,0.8671757577832786,0.6816072828666923,0.7039111861018589,0.5745485473378924,1.0651657911169898,0.8906326012472177,0.8675326202350421,0.8726659493488589,0.872665949348859,0.6875549903960714,1.021221382794165,1.0212213827941654,1.071776896793876,0.7785549155955516,0.6673327847961869,2.042442765588328,1.8301096067895413,0.4289996473689772
137,6.875,0.9690295867823572,0.9223416942772384,0.8971566815020227,0.8124053399543478,0.7068981529472897,0.680521356195525,0.6101832315241528,1.0623762137864547,0.905549248894168,0.9333733878266705,0.9713153954619008,0.8423125695021174,0.6875551686626621,0.8370236835893287,1.0163859015013272,1.2057126870751032,0.9366693602071056,0.7074843039862176,1.8534095850906551,2.162311182605765,0.3456078110447189
138,6.925000000000001,0.9669227954039332,0.8603622353772611,0.8767545479729085,0.7981165295041326,0.7062594696480654,0.714058653975467,0.6100695296101081,1.114403450843079,0.8526308281618183,0.8551239007587832,0.8950130623102132,0.8052624488194954,0.5990928998159869,0.99194070297401,0.952655922658208,0.9919407029740096,0.7562320210791963,0.6580200702896903,1.8169210896058607,2.003523796105922,0.3538636716711692
139,6.9750000000000005,0.9668824230811552,0.8836194663970641,0.8503798626454506,0.797819615774397,0.6731069135227248,0.7405884441931504,0.562915553314055,1.0493345165536136,0.9141743329225858,0.8330782227439695,0.9018870435015836,0.9141743329225858,0.7067053127594772,0.8809614172755127,1.0552175217915474,1.1133028899635593,0.9003232066661833,0.8228760491035004,1.800646413332366,1.829689097418372,0.5085433254243479
140,7.025,0.966226684928194,0.8974826161188307,0.8911110356798532,0.7881873776338798,0.6871377138346642,0.7671353643423768,0.5684043588705865,1.1071286177714297,0.9036301409819328,0.862445925441201,0.9036301409819328,0.8382199162995941,0.8589221422933314,0.7730299280639982,1.0211629913931828,1.068880888187257,0.9639015152402944,0.7157684519111093,1.7464750226631052,1.679669967151402,0.37921120431862
141,7.075,0.965333697285336,0.9193923538323044,0.924328086332136,0.7629725842982581,0.7471983959395342,0.71066869658249,0.5695312217939115,1.158412966149334,0.8837377267531004,0.9028455694937076,0.9147879712065876,0.8383566002441574,0.846824848731472,0.9785531585341456,0.9409164985905252,1.0255989834636725,0.8750523436891879,0.696278208956988,1.6654222025052283,1.8065596772938075,0.4309013515994158
142,7.125,0.9658763897822994,0.904321793131802,0.9052066481152968,0.7948694903338295,0.7179202296835926,0.7056410923457891,0.6049521661757981,1.0385883270119614,0.9090591705818984,0.8949287171531641,0.8077909210093034,0.8666678102956957,0.6030420781454734,0.834981338970655,1.1596963041259087,1.0205327476308004,0.9555897545997494,0.7885934868056182,1.8276813753024328,1.6328523962092805,0.4311230178766849
143,7.175000000000001,0.967090673320153,0.9170663719060894,0.9048504544877396,0.7838298150063384,0.7862515343111979,0.7902877331526311,0.5876705513126821,1.1426044252530012,0.915012486889598,0.9103677534536108,0.9359137873515436,0.8569533189397509,0.7227486725393153,0.9331691721393692,1.1893332586090002,1.235076845478577,1.0703999327481,0.7318973899132306,1.6284716925569376,1.5735793883134443,0.5052332492615315
144,7.225,0.9668828754749228,0.8983936701531878,0.9186161330349882,0.7754068586890837,0.7427665289085371,0.7308249448424834,0.5739921407749785,1.1199736120534802,0.847423796441284,0.8703271422910482,0.9321661760854122,0.9069724956506712,0.8661628975910906,0.7398474750257233,1.163906393638028,1.2631542256536736,0.7939826561251664,0.6676672335597991,1.5428526613341291,1.7413483253654205,0.4739590345236965
145,7.275,0.967918576465728,0.915368715302538,0.9230073972104872,0.7435846082359885,0.7742074168117056,0.7749926170315956,0.6155969723938911,1.0797831823861928,0.824520630901591,0.8900304892471969,0.8968073711450184,0.9171380168384824,0.6852180585574863,0.8009042242879716,1.0945691065268943,0.9610850691455656,0.8542978392405028,0.6585212510812206,1.3615371812895514,1.63740419187763,0.4944357711165532
146,7.325,0.969965041163148,0.9380771066929596,0.9451932650212864,0.7628996287754161,0.7853606330743886,0.7814880461262899,0.5653976944223904,1.1675909226777907,0.9358553197035724,0.8066181565064131,0.926942411896872,0.8467262416365658,0.4915603699453112,0.8075634649101538,1.0357879223847628,1.2376787886123009,0.956787148643552,0.904119966149411,1.6239047935693318,1.3605688810986287,0.6295877988967911
147,7.375,0.9712442791320542,0.9493511561397586,0.9415052788162888,0.6952864998782645,0.8091301135945955,0.7816242740389722,0.5577573021001463,1.140822327517924,0.936397517384654,0.890237076386819,0.9210107037187092,0.883642727672843,0.6407841881661955,0.9698355280353224,1.0737464774676788,1.3768200799787165,0.969835528035323,0.6234656965941364,1.53268650412725,1.515368012555191,0.4927817729457907
148,7.425000000000001,0.9713874082569792,0.9565708902792488,1.0050512718564344,0.7311816683114575,0.8088226083486535,0.7598258986164426,0.5630852641532565,1.0756314369424953,0.8392527542273099,0.8435899777633684,0.9216600014124208,0.8544330366035147,0.6321831881345795,0.8457585895313979,1.1960222478221787,1.230194312045669,0.845758589531397,0.6748982684139431,1.5804579703364503,1.4095976492189968,0.5034277318639273
149,7.475,0.9720155053777436,0.9687387106997608,0.945022700769766,0.691682921714267,0.853819348524708,0.8240695454402233,0.5778899249161135,1.1853923461332436,0.9329080558016138,0.9200698715474634,0.9093713846690046,0.8836950161607032,0.6490415372931732,0.8344819765197935,1.2559375202166592,1.2053628549730349,1.0283515266203522,0.8429110873937309,1.466665292065092,1.340228628956032,0.5392910732610916
150,7.525,0.9747391117754176,0.9535280694752242,0.9503549311408644,0.6891267419810208,0.8696647382827575,0.7926058374222604,0.5372106231417538,1.093683148828272,0.8888814781017417,0.8888814781017417,0.8909928355319122,0.9606676307275358,0.6653974931446134,0.8483818037593817,1.222667893653227,1.1727630816673809,1.0147311770455354,0.5655878691729211,1.3723823296107645,1.1644456130030736,0.546152151579795
151,7.575,0.97558446164444,0.9636843863420896,1.00126103178841,0.6691958475807933,0.811146481916113,0.8104222439858308,0.5504208270145053,1.095961404591108,0.9438602971098328,0.8980216071839684,0.8938544535543449,0.8771858390358485,0.5417299718511183,0.9767555553073188,1.149124182714493,1.264036600985942,0.9767555553073192,0.7140985992582922,1.3707409893808598,1.4938614375288413,0.5057989022895648
152,7.625,0.97731319773723,0.9812193171637668,0.9653807376347454,0.6840357546378809,0.8026877246168659,0.8377114988877709,0.5875416826670203,1.1289311579196004,0.8883392718055882,0.9726492489908406,0.8842265899916729,0.9089026808751616,0.6804619001204418,1.0368943239930553,1.093599482336425,1.2556142204603398,0.915383270400118,0.6642604263080502,1.1827075883045783,1.4662333800214296,0.5373764349712091
153,7.675000000000001,0.978518847523568,0.987922175195676,0.9848718558589084,0.6652754629424664,0.8197773997233783,0.8084895869905262,0.608836399278206,1.029025228258623,0.9113063658542834,0.9742250681738442,0.9417508992347164,0.9214545436477608,0.5756784493754526,0.8395310720058694,1.1513568987509073,1.2073256368846312,0.935477480235111,0.7515801977957299,1.0234283544452505,1.2552988409992527,0.5707832244657979
154,7.725,0.9790371810618737,1.0233503451339383,0.987971554239275,0.6552986125969922,0.7883082140911746,0.8488937393791001,0.5766070682575022,1.1479751759728645,0.9476304681241968,0.9215856561038704,0.9937097509293904,0.911568420711437,0.6077122804742915,0.9234069716297676,1.0023306444186364,1.2233169282274698,0.9234069716297676,0.6787435859842735,1.3890566410840948,1.4127337429207554,0.5660760163601645
155,7.775,0.9817869177318128,1.0094875599267583,1.0165469134926792,0.6468974641469415,0.8105123381819803,0.8593218174109205,0.5967130700101436,1.1471020838940107,0.8781264228430015,0.8662598495613392,0.8741708984157803,0.992836631232402,0.5453829134501305,0.911568583909503,1.2465895164574412,1.386830837058903,0.9271509528652214,0.6700418650958744,1.2621718854131594,1.379039652581044,0.6349020330630817
156,7.825,0.9837177376284768,1.0432131362413666,0.9768201764454144,0.7099203603720196,0.8565195934889949,0.8965629025348354,0.6115088381407167,1.103200995368521,0.9450429765634762,0.8786556600280253,0.9430904084300802,1.0094777249655311,0.6307386758180975,0.8230370525919073,1.21532574121048,1.1614821957138128,0.9999515592238132,0.7768854421661927,1.330704767274765,1.1691741307847656,0.6630761987694483
157,7.875,0.984722523940588,0.9937912035183296,1.0397866418735875,0.6861917466428615,0.8550592467932527,0.8496983737726052,0.6232014886502546,1.114298694826327,0.979349025902724,0.9215134535068936,0.94657553487842,0.9716376162499464,0.5999710388941163,0.9341321238478024,1.3898063306028277,1.268293208801487,0.8354027123842129,0.7594570112583753,1.1164018065498125,1.1923475076756498,0.61632261332019
158,7.925000000000001,0.9860062935813956,1.019197859193354,1.043873175784351,0.6808689194109137,0.8754028963854605,0.8734178558040877,0.5855869715050129,1.0260420272734427,0.9308618763204328,0.965126730663516,1.0012951880256598,1.010813203120961,0.6599157132741996,0.9298812323409176,1.3723247219224826,1.3123323843521013,0.9073841057520246,0.7199080508445814,1.297334299959506,1.1773496248187427,0.6792754854748461
159,7.975,0.9886255184074972,1.0799118335810098,1.0523666658179884,0.7004547693211096,0.8873298290467044,0.8455116338633548,0.6436081602437437,1.0865291934104686,0.8872695143421131,0.9229858719109694,1.0188560948589518,0.9455435714281418,0.7775570666904114,0.7405305397051537,1.377386803851586,1.3033337498810706,0.9626897016166998,0.6220456533523291,1.0589586717783697,1.051553366381318,0.6732782764054007
160,8.025,0.9890862898734676,1.0434790334795336,1.053244211600331,0.7027235532558971,0.8743713633257488,0.8627560979826755,0.6517454442501889,1.0618933693644657,0.9969173764837728,0.9690705223920472,0.9078074433902512,0.9969173764837728,0.7605847824649071,0.7825247281129328,1.2359502715054729,1.1993836954254298,0.9068510867850808,0.7167048911688548,1.089683967185299,1.0896839671852987,0.6230496810046621
161,8.075000000000001,0.9900870144931692,1.06641962228312,1.0598750574176872,0.6972346949403329,0.8495556200689794,0.9107389205390634,0.6832135219159381,1.1496283328232195,0.8966000873214585,1.0047788299635154,0.9497726896370448,0.9736086837785152,0.7511949668826986,0.9245476515479358,1.1195694217963286,1.2279148497121015,0.9101015944924998,0.7150798242441071,0.9967779368251184,1.076231250630019,0.6250867851385569
