,r ($\AA$),g_full(r),Si (TFMTMS),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),O (DOL),O (DOL),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
190,9.525,1.0097479508402178,0.4440011439367553,1.4585544824975532,1.5665436124516998,1.626849230478041,1.4613593949638954,1.5539215063531628,1.3695025650329264,1.3481617209067889,1.9060655169002136,2.066285516871535,1.8673917238036852,2.1546827582350234,2.071810344456753,2.022086896189791,1.519327585934952,1.5690510342019133,1.9199339616549431
191,9.575,1.009107378654874,0.4462745922515737,1.3489877183508652,1.5418985134648269,1.465566903887359,1.5974124113393473,1.5280200389961969,1.3729661924472434,1.3398543985921736,1.8424726256687671,2.165042017106327,1.940883626446328,1.990089126835108,1.897145403878524,2.044761905044864,1.5745760124409638,1.4925668451263303,1.9293911853124412
192,9.625,1.0105463344403642,0.4511027026352047,1.396814654940459,1.5657509406412229,1.6206895701374069,1.6028345155511472,1.5712448035908413,1.3223577276673446,1.362350985772406,2.0722684565264884,2.12096405994356,1.688114251791814,1.8071479490335445,2.15342779555494,2.039804720915109,1.623186780569051,1.5312061963368049,1.9513023940697931
193,9.675,1.0103679174776552,0.4287812172136102,1.4136786797830545,1.6134967239446978,1.6012629661388833,1.492518452309417,1.59582574044741,1.342688312554064,1.3559670862803497,2.050905054382233,2.200840671934982,1.8367113150211656,1.7778080366968716,1.9759372456058613,2.1526470805787423,1.7081950714045246,1.4565174276552677,1.873484883028817
194,9.725,1.0104074361501496,0.4254123083740274,1.4059063637363218,1.564659426818509,1.5686955216426322,1.5323706682255216,1.56196869693576,1.369103244747565,1.3660703411225013,2.172968223492707,2.3160661308934465,1.7807739587647553,1.966271246136084,2.066969773566233,2.1252689210257945,1.5899767488971026,1.6535758188529863,1.80251445716804
195,9.775,1.0097304464768315,0.4200530937803893,1.3422899421950112,1.4901016322581513,1.6272602275419674,1.5873111221194955,1.6059540379833166,1.3548827623243302,1.327114670260444,2.2504662721325093,2.0878451662208364,1.7048986910094768,1.7573571122713074,1.977682481570993,2.077353481968469,1.5108025323407055,1.610473532738183,1.8989413206769596
196,9.825,1.011018681133351,0.4117567424144195,1.3879780521533798,1.530334775451161,1.5646058384672947,1.496063712435029,1.6041493727166791,1.342365842561098,1.3535088905070958,2.149730316466511,2.1289599752446127,1.6668198830573673,1.8952936364982529,2.232811681354106,2.2120413401322074,1.4746942267548049,1.5837385181697723,1.8324527571891427
197,9.875,1.0109653189123626,0.4270545432251842,1.3843966204444007,1.4718184616977223,1.5618499101526355,1.5762027497613904,1.5331442309351275,1.3346896370279544,1.3579762330826208,2.179417408359619,1.9275507739029656,1.6705440040492372,1.9378310446971136,2.261659574712813,2.1948378145508425,1.670544004049237,1.464938588166254,1.7741334674086455
198,9.925,1.0109734826757946,0.3911541573216062,1.3730665844908194,1.5564865797849832,1.6636968587245289,1.5229026369846437,1.5241943270923493,1.3438430291060866,1.3969852507337917,2.050655901293483,1.928532472928611,1.6079584734708208,1.9234439967467405,2.060832853657222,2.188044758203964,1.582516092561472,1.4858350451059488,1.826555256385833
199,9.975,1.0106451746877445,0.4380926932616831,1.328645474086728,1.5076737381600114,1.5447581642894772,1.517903924678485,1.5268553378821488,1.370763684189519,1.3462600221167311,2.201427636797244,2.0099991466409617,1.7581195543300645,1.8437586157157697,1.8437586157157717,2.261878738951859,1.5918790234048728,1.556615880481346,1.842216495762846
200,10.025,1.0110665829214305,0.3853258304820202,1.4205073232729135,1.5509104019690896,1.4964702817367062,1.5002684296598956,1.5509104019690896,1.336194293941377,1.3449944343607123,2.3241596079477422,2.064811325515804,1.6907513027774344,1.750600906415573,2.1346358630936337,2.229397735520688,1.4713027561042569,1.60596436429007,1.7399134771944766
201,10.075,1.009689520062814,0.4035578584777816,1.391400838566735,1.553104179265031,1.6057517785621505,1.5192592940025964,1.5217663225405555,1.3514586570190643,1.3354455556638989,2.03449164383386,2.054243989890499,1.6048781171019524,1.8270920102391464,1.9949869517205805,2.0295535573196988,1.5900638575594723,1.560435338474513,1.6944187266495252
202,10.125,1.009787279631826,0.3948363224297508,1.4260979818824575,1.5601437451925568,1.6085491597212038,1.5526967583419955,1.59986100839555,1.3567972405693594,1.346537904156737,2.126904577773898,1.990000375066613,1.559730023700859,1.7944229426276337,1.916658837901996,2.0780102196641543,1.6721870473532718,1.5108356655911137,1.7090074925420382
203,10.175,1.0103184352107824,0.4229193128905666,1.367872875077334,1.548535330276228,1.563283285802668,1.6038401635003787,1.5374743636313972,1.3317204927680597,1.369354064252317,2.086686737743554,1.9559662228501076,1.631585685892292,1.747781699130912,2.014064229469416,2.130260242708037,1.5783291798245902,1.6364271864439006,1.7509434954095169
204,10.225,1.0093948507725472,0.4276344956676478,1.3995571089482743,1.454322387124511,1.5942780980193392,1.6344393020152443,1.5528998878417375,1.358280902178965,1.3511934239821053,2.0279748464048923,2.1526257825905346,1.644433504295219,1.5725195026496563,1.980032178641182,2.147831515814162,1.663610571400703,1.5725195026496548,1.7048021288058477
205,10.275,1.0097380427973452,0.4147273813892484,1.3546343253992763,1.5583115504815517,1.5583115504815517,1.5390284995861876,1.5438492623100282,1.3364902841937225,1.3414712745803494,2.0889971803310305,2.0082859256364234,1.7376658363662685,1.7851430450101544,2.041519971687145,2.236176527127081,1.6949363485867692,1.633215977349716,1.718626506777443
206,10.325,1.0098289852745352,0.4271492002674081,1.4656750007860635,1.551610342851696,1.6100941173130294,1.5790619104559955,1.5349006930056008,1.339048694726926,1.3744756360810548,2.3227136647537536,1.8290194647554865,1.4528715028520445,1.730280624755833,1.955969401897898,2.1769563295161705,1.6409454838037651,1.5375047942803184,1.679855687515969
207,10.375,1.0090792862673346,0.4479002670532839,1.346377842265425,1.612343614442529,1.5745173712884517,1.5508759693171537,1.5603325301056723,1.3690319082295397,1.3510446276834571,2.0535781439613907,2.0023551063569114,1.662420402254459,1.573944246392177,1.9744152676635591,2.146710939605898,1.6205106442144306,1.4947813700943455,1.7123129713497311
208,10.425,1.0097119489223132,0.4127268087484302,1.40139793612912,1.50910771902292,1.5781824710961176,1.6086221923487138,1.5875485391738402,1.3931011157076691,1.3603300285209867,2.259918699056351,2.080047618927376,1.7249175376470922,1.577331010361779,2.024702671195384,2.140004645637034,1.7341416956024245,1.637288037071437,1.6182749767961615
209,10.475,1.0086489226779314,0.417663701603081,1.4437125991228503,1.5364812801909853,1.5353216716776332,1.5237255865441168,1.5817060122117004,1.3691591558294731,1.3702483834792982,2.1516008870461727,1.9368976138165117,1.662808328842477,1.589717852849402,2.028260708807857,2.252100291536652,1.6216949360963726,1.6536720193433434,1.6167072569310308
210,10.525,1.008582043071986,0.4593792527506937,1.4403657758698756,1.586240140730701,1.6034693964229247,1.608063864607516,1.5357009907001788,1.353376292987598,1.359418151438436,2.104057589080613,1.7556437517489845,1.7239697665370184,1.7194449115067374,2.099532734050332,2.235278384958758,1.4208044795081995,1.6560969410828057,1.6897563218692837
211,10.575,1.0081929192900108,0.4367740923359576,1.4552220486761762,1.5109733234104472,1.5917557827192892,1.5086977611763952,1.5178000101126037,1.3489447425456524,1.336761277116227,2.30383437089919,1.9407787599209112,1.6180626612735542,1.9273322558106047,2.057315128876904,2.07076163298721,1.5822053169794044,1.5597944767955596,1.6089153795658626
212,10.625,1.007401849464455,0.4326729574235321,1.390838691515608,1.576809829360078,1.5035484720274075,1.5734285359447249,1.4922774939762289,1.3648633218681774,1.3854019104845614,2.0513180053147555,1.8648345502861412,1.722751917883388,1.5895494500058072,1.9935969359011372,2.0069171826888947,1.6650308484697696,1.7493924114589043,1.6296914182165336
213,10.675,1.0073715863260702,0.4354600605424371,1.3655580872907722,1.636883201936444,1.5631899609215696,1.5754721677573822,1.5118280050627189,1.3797958951099003,1.3636444381437312,2.0453427086084157,1.9529723927357776,1.4119462569103256,1.6978543774684909,2.071734227429169,2.058538468018792,1.7022529639386166,1.605484061595853,1.6811128187607698
214,10.725,1.007018615905016,0.4250650442369486,1.4789595699137554,1.57077231808342,1.575197028838585,1.5796217395937493,1.5342684543533118,1.3723636840765463,1.383169697336991,2.043747081381693,2.04810475106481,1.6864181673661314,1.6994911764154814,2.0132433935998773,2.026316402649227,1.6384838008518487,1.638483800851848,1.6053121520395532
215,10.775,1.0057558495894423,0.4462713319081543,1.4466346967163564,1.540885139078179,1.5047192716602709,1.549652622088582,1.5792428772486893,1.378186247346852,1.363568496590709,2.1672952320410777,1.8996213189204665,1.6017261575443025,1.6967072234903258,1.9168906036379252,1.9212079248172895,1.5585529457506555,1.5153797339570083,1.716928146156943
216,10.825,1.0069741430111048,0.4521223911579556,1.4615334540476566,1.5136535177878407,1.5136535177878403,1.465876792692672,1.5896619440756086,1.3614044346778158,1.389758527638592,2.040382040737882,2.061769693156517,1.4971356693045257,1.7110121934908864,1.8949460042911563,2.0574921626727907,1.6254615838163422,1.7152897239746132,1.6607730344422102
217,10.875,1.0058614146488032,0.4537335931307498,1.4804011730963818,1.5406500580479785,1.5514087875036209,1.5772297381971625,1.464263078912918,1.3636689585026611,1.370136634013568,2.0259013587079178,1.8648464389779995,1.7165063813320218,1.644455496189691,2.000471634540036,1.9750419103721537,1.6868383698028273,1.6741235077188854,1.5998669832354613
218,10.925,1.0057622011747072,0.4940190414967496,1.4626174313112688,1.5479012465480764,1.513787720453354,1.5596277711431372,1.6012036310710829,1.3696402025395498,1.3614291704728558,1.8772130694738456,2.0115996874227577,1.621038579008735,1.5832423427106033,1.9150093057719768,2.133387559938958,1.5916415063324114,1.4404565611398863,1.5612159646411712
219,10.975,1.0052649531369142,0.4770070599258361,1.3965031804563608,1.485237119305328,1.5169278117513867,1.5834782658881117,1.5528439298569208,1.3565936687362348,1.3754462723830951,2.0474107968181534,1.8143721695380384,1.5854949463164971,1.7394668964837152,1.739466896483716,1.976666927822404,1.5854949463164976,1.668723027487966,1.6268966703686305
220,11.025,1.0055234238005553,0.4674870882178052,1.4822641184903886,1.5733354308552638,1.5984585515076437,1.509480832530466,1.5304167664074493,1.3392039206136512,1.3539528624706296,1.9917686183875096,1.851561303635594,1.4763005494466412,1.587641652337869,1.958778661975294,1.9958923629390355,1.7608389235020003,1.6824877770229882,1.6607749995884171
221,11.075,1.004241175997603,0.4755713614806472,1.519741420116188,1.5010688292888223,1.5788712910695142,1.557086601770921,1.5332271801581754,1.3692333822976626,1.3676743348939648,1.920699157495068,1.798101338931554,1.5733386715651094,1.6509839566553348,1.9084393756387164,1.9860846607289424,1.4834336046185312,1.614204611086281,1.6788395154309923
222,11.125,1.0045069032817318,0.501573545308059,1.5400376060784935,1.5605988558258703,1.5400376060784944,1.5904126679595658,1.5030273565332155,1.3760735244586275,1.3584984099708062,2.01687167976538,1.8832235564074316,1.5673279921068295,1.7657752055777212,1.980422191576848,1.9601724759165529,1.5349284470503577,1.5268285607862402,1.5928674294089986
223,11.175,1.0045459413771347,0.4799540247949049,1.4957208594882183,1.438663388009104,1.4814564916184392,1.5517594475480632,1.5843637169647,1.3532597552759655,1.3348845167319074,1.866409172571688,1.641637315229721,1.5653754350601254,1.6295959657292578,1.8182437745698372,2.12329129524822,1.6255821825624373,1.7339543280666,1.6191928950723968
224,11.225,1.004398102045266,0.4780044563518804,1.449101368547797,1.5026221856439874,1.5056516658569794,1.5500840423141944,1.5288776808232505,1.3617192514216143,1.3805002775975324,1.829928451888041,2.0367899290579934,1.638979396038854,1.6509137120294284,1.806059819906892,1.9810964544353136,1.7066071866521078,1.6071545533973228,1.6356101843816515
225,11.275,1.004401700798717,0.4936744098804484,1.5633906118026737,1.515347878533451,1.4943291827281644,1.499333634110375,1.5393692451680625,1.3784370811527231,1.3838899082368086,1.6363039519410685,1.6993903693653014,1.6915045671872715,1.6205323475850089,1.9241357314391343,1.9201928303501208,1.7072761715433302,1.5613888312497903,1.6277744108097305
226,11.325,1.003807683553787,0.5154980753320761,1.495052379230483,1.5476321908424375,1.469258509383109,1.5595370538489175,1.5922754271167383,1.346350547524778,1.34448682860517,1.911091265964524,1.77430559253148,1.6726933779812194,1.5437240287443492,1.9423565627492196,2.0517851014956543,1.660968891686958,1.707866836864001,1.6621253886343506
227,11.375,1.0032711694869128,0.4884165362591896,1.550773840299948,1.5615909057681152,1.5792915583523883,1.5035721000752185,1.506522208839264,1.3474721253580348,1.3422994876407293,1.99504830053384,1.5418043176941127,1.843966972920597,1.5960386404270712,1.607660281012706,2.010543821314685,1.754867728430736,1.557299838474959,1.6058023996945965
228,11.425,1.002774606453508,0.4804238120610744,1.4904405498482425,1.5187092064509888,1.4699701433428052,1.4982387999455515,1.5625743632483535,1.356213733505684,1.328928310025756,1.916183650804755,1.6089798590925697,1.6320201434709831,1.6742606648314091,1.9584241721651805,1.8777831768407307,1.6896208544170177,1.570579385128546,1.5051418427612833
229,11.475,1.0028175214991135,0.5227994024744635,1.4813454990907289,1.4871433288327665,1.5296607469410457,1.482311804047735,1.519997697370982,1.3500481148602694,1.3556755844798305,1.82719482779382,1.6749285921443349,1.7434483981866036,1.6901552157092836,1.831001483685056,1.914747913292274,1.7777083012077382,1.6597019685793868,1.588191218622575
230,11.525,1.0035734412632926,0.5285286084943424,1.553776624619969,1.5604821957496486,1.4982161781169117,1.5125852591090816,1.5394075436278003,1.351496509889736,1.3295414400885972,1.8943964152505164,1.645332344719572,1.592500572182705,1.6792956270647008,1.7472221917549584,1.9132649054422544,1.5358951016074904,1.5547635917992286,1.6151042532899524
231,11.575,1.0032842557560635,0.5468484876805307,1.532784636324284,1.5584260149988534,1.5289859135576804,1.5783693095235196,1.549878888773997,1.3187935801281625,1.3410946079306552,1.863100847802075,1.758348189692721,1.526395875307724,1.6087015352507876,1.7171953597211895,1.9117360104957035,1.582513370723449,1.6573366979444162,1.5533093680071015
232,11.625,1.0028693273750129,0.5230747304055605,1.576119506366822,1.5469321081007692,1.4904403695213135,1.4207672252733188,1.4687852030658557,1.3453251751588264,1.353992139868632,1.7877638077720768,1.6802012550223042,1.6097292377034886,1.6023111306172972,1.7024555762808786,1.8026000219444591,1.55780248810015,1.5392572203846713,1.5936819040068295
233,11.675,1.002228657257347,0.5418038010488292,1.5551806276786202,1.5449123282161563,1.498238239750412,1.5057060939049312,1.5533136641399905,1.3396137870715992,1.3204989941941525,1.754097106521722,1.5518427231701613,1.511391846499848,1.7210009347005577,1.7430650492480009,1.9306100229012677,1.6106803619633416,1.5481653707455874,1.6023500330015532
234,11.725,1.0030317600665843,0.5371927328206403,1.5678601722680452,1.5660090976844945,1.484561816008232,1.54749835184898,1.5613814112256152,1.3407317158883247,1.3381236266990728,1.713646319015019,1.622494919067412,1.4802987351491446,1.6516633670506458,1.925117566893468,1.830320110947956,1.6771857590359756,1.7318765990045415,1.6378232361198253
235,11.775,1.004353893552541,0.5256226209057443,1.5637502395396536,1.4591331460493246,1.476569328297713,1.539890200673438,1.5509025263039975,1.3472991599672903,1.313336532390381,1.7244300816946556,1.793118072370124,1.6665875632311022,1.7641968131383474,1.659357248423159,1.897957637085313,1.6015147299596069,1.5870541003437186,1.563076015521456
236,11.825,1.0038332256579665,0.5197953257893266,1.642459022947738,1.5496441640332397,1.5987814422820916,1.5287153232976165,1.5096063817563972,1.3372971688690856,1.3178095199810536,1.5915845681951386,1.591584568195138,1.527060869484524,1.709878015831263,1.7672324146851417,1.6847854663326909,1.627431067478812,1.6130924677653422,1.5450572752473484
237,11.875,1.0034076004115111,0.5506171409319953,1.5673003233642655,1.583541777492392,1.4454894174033115,1.486995355730747,1.5393289301436004,1.3470784099477668,1.3370774503168472,1.581764513993524,1.695509377921148,1.6350824189595972,1.5142285010364964,1.6386369459573344,1.83413593083294,1.6137552569731677,1.5639918790048322,1.546436868118041
238,11.925,1.003610992080958,0.5384830464667566,1.539868877966755,1.5237633347922046,1.4790257148628982,1.6123438222522333,1.560448183134238,1.3305950843020669,1.341520890325265,1.7764902168292176,1.6354989297792797,1.5896767614880494,1.7059945733042483,1.670746751541763,1.8011636920629572,1.681321098070509,1.6954202267755027,1.6094587022731186
239,11.975,1.0029303575224084,0.5377275771345581,1.5989077018141278,1.4675878683687935,1.5137272693090462,1.4853337918073526,1.5607539664212255,1.3191734791949306,1.3091721639622167,1.6673101703409352,1.4016590740182702,1.6603193520166548,1.7442091719080215,1.667310170340935,1.7826586726915663,1.5904111687738482,1.5170075763689015,1.5960466243617886
240,12.025,1.002907638467876,0.5584984992624756,1.616436481322321,1.491486029309382,1.4668479120110554,1.4606883826864745,1.5214037431716343,1.3012832224615487,1.290703684067552,1.6604064547259367,1.5044183744280923,1.5598808029784372,1.767864910042228,1.6812048654323148,1.6465408475883505,1.539082392272057,1.5841456154692135,1.5559545723859052
241,12.075,1.0035335387656592,0.5308599948108068,1.5699164745248673,1.5306467461459794,1.5524632619120269,1.480905090199388,1.5760250989393607,1.3216773129343953,1.309217938612513,1.7016882297518008,1.5676158237713564,1.540113791775368,1.5332382837763705,1.698250475752303,1.7154392457497951,1.5813668397693503,1.375101599799436,1.6461228998007216
242,12.125,1.0045014911833392,0.5546188455909634,1.5881526425748225,1.4816988142169452,1.4964119449655953,1.526703684742226,1.4938155101275978,1.3311231032892914,1.317140376175223,1.5785799282731157,1.5785799282731154,1.571761008496558,1.5956272277145105,1.8649745588885407,1.7422340029105008,1.6126745271559049,1.6910921045863176,1.5832070524072082
243,12.175,1.0039553871529747,0.5622164273019971,1.548525159863277,1.5382245490437867,1.5511003125681488,1.490155031886168,1.5021724111755737,1.3111819188975364,1.2918310604216163,1.56902233492832,1.467576925342438,1.5757853622340463,1.6603232035556157,1.7516240721829095,1.69075682643138,1.6941383400842434,1.6197450397212614,1.6658785474138906
244,12.225,1.003922004397996,0.5498142945255968,1.612508143656708,1.489909847623674,1.4924639787910288,1.5163025363530078,1.5426952250823418,1.2832048488629368,1.2782466847952874,1.7373251798957274,1.6635391683943643,1.4891358684820517,1.5998148857340966,1.7138478125998384,1.7138478125998398,1.526028874232733,1.462304591572465,1.5630587742533617
245,12.275,1.0040235346080593,0.557613723530438,1.5715313679865004,1.5022860309768862,1.523397414211524,1.5065083076238146,1.470196728460236,1.3235372914714876,1.2910159988007868,1.736507231881914,1.4836824241749669,1.576828405961737,1.663321103335166,1.5369086994816932,1.7232006630552312,1.653341176715155,1.7065674520218796,1.4999422365932844
246,12.325,1.0042818324697824,0.5697524676036888,1.5973369003540432,1.5814221645875377,1.4750447202535246,1.5320027219441772,1.523626545224963,1.2980289925409163,1.3162822793798965,1.626755048286069,1.5970576944634034,1.692749167891996,1.6597521080890325,1.6861497559314027,1.5772594585816249,1.7983397592614774,1.521164456916589,1.5311309157958513
247,12.375,1.0045747393682485,0.5797711237897287,1.6500933767240304,1.551220712156981,1.492229458507733,1.4639801257742906,1.5478972612471635,1.2980188979713596,1.289278029971553,1.646367083279692,1.5056239727806324,1.52198945074564,1.554720406675654,1.577632075826663,1.6660056568377006,1.5841782670126656,1.5743589802336615,1.49894418585614
248,12.425,1.004766834332799,0.5571518770766783,1.6055204978481803,1.418429556877165,1.5214532027863144,1.5404095536335976,1.4678809069135568,1.2964185934757195,1.3219660756115728,1.558466789025675,1.5844412355094362,1.5422327599733243,1.6104156819931976,1.6591177691502497,1.5617135948361458,1.6558709633397803,1.6201560994246085,1.5525032681493005
249,12.475,1.004899386238289,0.5514442454613212,1.6221098474550353,1.4970177070010933,1.4921121328656453,1.4994704940688175,1.5501614268017878,1.3101616471096005,1.2944950013880083,1.545999121474741,1.507349143437872,1.562103278990104,1.603974088530044,1.5395574584685967,1.600753257026973,1.6104157515361892,1.5202324694501623,1.5596054912938433
250,12.525,1.0048612415088822,0.5693788740468526,1.5451093376912453,1.475356370215419,1.514288259039137,1.524832312262226,1.4915779905586346,1.2817424235929469,1.2960652704566813,1.572022480533397,1.4410206071556142,1.572022480533397,1.75414703620495,1.5848031511068403,1.6295354981138874,1.5784128158201187,1.559241809959955,1.595594992841046
251,12.575,1.00535928581043,0.5353248535730696,1.5666416735999138,1.5143398200899012,1.5433070004954466,1.438703293475421,1.507098024988515,1.2853256080798736,1.3064882077660065,1.50882922853127,1.44226323315489,1.6736593123204009,1.5849046518185606,1.6451310285876657,1.6134329355512949,1.4834707541021726,1.616602744854932,1.5509100642866982
252,12.625,1.0054789069769847,0.5719933287095187,1.5279138764921047,1.5510640867419851,1.424935355035739,1.4257336381478054,1.598162790353811,1.2640674648949275,1.2684164928320436,1.52520455199055,1.3962697341934107,1.562941571833615,1.531494055297728,1.5723758267943826,1.594389088369503,1.5880995850623254,1.6635736247484576,1.5683004853657512
253,12.675,1.005570204110399,0.5747572089073602,1.620426784486974,1.5705309450819498,1.4707392662719012,1.5047951566594586,1.5475630190066212,1.2905667132281244,1.2905667132281238,1.5974348584888918,1.6411147179006973,1.5880748886149334,1.5599949789930578,1.6411147179006975,1.5974348584888916,1.5599949789930585,1.5412750392451422,1.5496480735201457
254,12.725,1.005322884940658,0.5819667844652745,1.5448547611610646,1.489063973753926,1.5778577621624716,1.5574273329711252,1.4882781880157976,1.2701113638897936,1.3018493861162357,1.5570463459465786,1.5725239438188106,1.5106135523298811,1.5818105025421496,1.5477597872232391,1.5818105025421498,1.4982314740320943,1.6375298548821866,1.5958666883648918
255,12.775,1.0057550800963106,0.5970948089476066,1.5990556245306031,1.5179723554173985,1.462617431311268,1.4860068358631542,1.531226351330134,1.2789362462003309,1.2560876371294132,1.578666678946484,1.535667975628876,1.4957406082625249,1.590952022751515,1.551024655385164,1.6800207653379895,1.6431647339228976,1.624736718215351,1.5472011555274785
256,12.825,1.0057824576271663,0.5791380614019311,1.5773287202306223,1.509253719063239,1.4698011615685052,1.4396315587784143,1.45510314995282,1.2888930980024644,1.265059693100851,1.4901955317529485,1.4505788816245462,1.4536263162498086,1.6181877860139382,1.54809678963292,1.3926776237445757,1.6059980475128923,1.599903178262368,1.5443963333022446
257,12.875,1.00580977749227,0.5902034822917985,1.4883431424690772,1.4645480741779269,1.4960189709500935,1.5075327136716177,1.473759068355146,1.2627514307910217,1.275296751617654,1.5663342118534658,1.445381763061693,1.575405645512849,1.826381976755779,1.578429456732643,1.5451675333149058,1.5572627781940829,1.587500890392026,1.4906772209255512
258,12.925,1.0058542924551344,0.5824425153442854,1.533212716738215,1.3854515309224111,1.5271194719623058,1.4715186133821316,1.5149329824104871,1.2664505485015696,1.265448949378362,1.4552237997011015,1.533235797210852,1.542237181538899,1.5362362586535336,1.5632404116376784,1.5152330285547555,1.5632404116376784,1.473226568357198,1.5448396225861238
259,12.975,1.0064440456969594,0.5742054561125823,1.541069546299442,1.4450833607280693,1.4670014660947606,1.5025239127235368,1.518395644195968,1.2501773623671188,1.2843957319674002,1.572057212507521,1.536328639495986,1.4440298258828552,1.6435143585305902,1.6137405476876443,1.61076316660335,1.738790553228015,1.6018310233504662,1.4748062242337796
260,13.025,1.0061883218806735,0.5904526384258197,1.495510407394064,1.4797602977876068,1.4370100002843658,1.496260412613419,1.5022604543682587,1.257082447573992,1.253560024217194,1.4625101777424394,1.524556064070906,1.5688745543055262,1.6072839125088616,1.5363743281334707,1.5836473843837315,1.5570562902429603,1.6161476105557868,1.4674847021565278
261,13.075,1.005835524188495,0.6178180855283482,1.5205640738748576,1.4759072728800011,1.473674432830259,1.4736744328302591,1.536938234239639,1.259790727487362,1.2516810868442685,1.5715585319806025,1.5363743857422305,1.5481024344883547,1.6712469463226545,1.6008786538459117,1.3839097520426205,1.691771031628372,1.5920826172863185,1.4829399595672874
262,13.125,1.00607420543404,0.6040826374561977,1.5895104979823451,1.4469568148454526,1.4942285025177895,1.4454795746056923,1.4720698989213823,1.2640864277083903,1.249100551287698,1.4897743993706327,1.5072326931132578,1.5421492805985073,1.6439893274304838,1.4752258212517804,1.5014132618657166,1.6352601805591716,1.521781271232112,1.4765619151606535
263,13.175,1.005933231412005,0.588295312260077,1.5584101715618213,1.4506555642148846,1.562808318800471,1.4682481531694866,1.54521572984587,1.2781956519725417,1.2462476460193386,1.4900389735791644,1.3918581109789874,1.5304663875910036,1.6430856123382658,1.5246910427321685,1.5593431118851728,1.7210527679325232,1.5939951810381758,1.4896853810367865
264,13.225,1.006031679191221,0.5819082570352008,1.483356810825942,1.495724180018703,1.471716933938637,1.4738994108550063,1.427339903305786,1.2358853748145766,1.2391653979258836,1.4931228438961626,1.4071464805240232,1.5533062982566614,1.748186055233511,1.5217816316868769,1.5303792680240906,1.5418427831403754,1.5533062982566612,1.450456342481212
265,13.275,1.0063394051700665,0.5891278590113961,1.4945865012335824,1.478702007017574,1.4765359396244813,1.470759759909569,1.509026950520864,1.2731175875256162,1.26090998227553,1.4989623949570026,1.547316020600777,1.587136653483885,1.6326459482074374,1.5814479916434412,1.5444716896805548,1.5814479916434412,1.4790520785154484,1.5889651519325978
266,13.325,1.006520738410221,0.6271848597463331,1.382348563743758,1.4382444621221986,1.448993673348823,1.4919905182553153,1.4540099719212465,1.2350408760207607,1.2571192173841144,1.4849112397505102,1.4905572900917663,1.5696019948693605,1.617593422770042,1.563955944528103,1.5498408186749617,1.4115125853141726,1.6881690520357502,1.5095695004245686
267,13.375,1.0062997816542802,0.618425076436959,1.4516943966668805,1.45027186418607,1.4431592017820187,1.4993492347740238,1.4929478386103776,1.2287638223692636,1.2668453457897997,1.5494827279613683,1.5298690225441365,1.5747003492120957,1.636343423380541,1.4654239904589428,1.4878396537929233,1.5466807700446212,1.627937549630299,1.4964170759870477
268,13.425,1.00637937055133,0.5954717126973547,1.4239577067215008,1.4472549820421787,1.4783180158030844,1.415485970241253,1.393600651000615,1.2509277941497534,1.255039198053341,1.4183740622231538,1.5351813379356487,1.5741170965064806,1.663113116096953,1.565773719669873,1.3599704243669064,1.4461853183451767,1.535181337935649,1.445021786201298
269,13.475,1.0062217040652544,0.6328584241546485,1.4862877743596794,1.4722728024185228,1.4862877743596794,1.47297355101558,1.4316293837891674,1.2365276074875124,1.2248113339789009,1.43547288367,1.4879228544194805,1.5072465278535,1.590062271142154,1.452036032327731,1.5376123003926732,1.5900622711421546,1.645272766667924,1.463134468673218
270,13.525,1.0064144696978894,0.6116986359774742,1.446800252051069,1.4356710193429836,1.4579294847591546,1.435671019342983,1.428715248900431,1.2165562090494455,1.2358956632856772,1.4111782761482954,1.50982374787905,1.5235245078416546,1.5701070917145112,1.5344851158117387,1.446800252051068,1.6029889156247623,1.4851623799463614,1.480017604776732
271,13.575,1.0061454883299907,0.6138008817095076,1.438233450601513,1.5176366415852738,1.4699947269950175,1.4092340243291832,1.4554950138588525,1.2478214456432697,1.242892421221809,1.4878421372477593,1.4144020317528978,1.5204821841343643,1.6184023247941803,1.5449622192993189,1.5531222310209702,1.6102423130725294,1.564002246649839,1.453564536988438
272,13.625,1.0061289029185196,0.644683145230859,1.3858873317176708,1.3954829907898991,1.4496299241260493,1.4420904777121557,1.479102305562181,1.2288941085978702,1.2439591348663066,1.3446384596019831,1.4418412398141744,1.609246027957393,1.4742421665515717,1.4796423210078054,1.27173637444284,1.609246027957393,1.4661419348672224,1.4229131474089094
273,13.675,1.0055330039430477,0.6261893177630814,1.4417703361208964,1.4914396303808422,1.4703471903526462,1.4846356174685211,1.431564316752414,1.2347513605914977,1.2269542764304129,1.4259561606549862,1.46080095405445,1.554613859360699,1.4902850100078415,1.4661616915005204,1.530490540853377,1.6135819712674837,1.5412120157455202,1.4116243931971215
274,13.725,1.0056768175266135,0.6149204369051853,1.4171002683203775,1.4603292564864907,1.4583028976662036,1.411696644799614,1.4285829683020022,1.2420134958022102,1.2429017359401977,1.4661422454254942,1.3171332331862422,1.5300032506708876,1.5140379993595396,1.343741985371823,1.4262291171471242,1.6444208850688848,1.6045077567905146,1.4237583044441764
