,r ($\AA$),g_full(r),Si (TFMTMS),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),O (DOL),O (DOL),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
105,5.275,1.0182235975952232,0.0157354456816463,0.8413756255075169,2.194892936106566,2.386946068015892,2.0668575148336834,2.194892936106567,1.1579751870282844,1.1931955005803316,1.7473232275444348,1.6932823029812047,2.648005303598268,2.3597870392610414,1.5491731708125918,1.657255019939052,4.791628644606388,4.431355814184856,1.249558521023255
106,5.325,1.0155392284607168,0.0188727413665435,0.8391111161432417,2.185278682148443,2.1134830786281658,2.162842556048356,2.2211764839085824,1.1902818806161606,1.158248798843204,1.378801931241692,1.5732483574424427,2.4040649057547427,2.863665549501973,1.3257710877323958,1.7323408879703293,4.525298646126574,4.242467480743662,1.339299364137827
107,5.375,1.0148264351689391,0.0252589857776809,0.7575105068096325,2.241702604454085,2.232894342746995,2.1536199873831974,2.188853034211552,1.1798233780781144,1.2029896155158335,1.8217086712388109,1.231822053885291,2.186050405486573,2.39424568219958,1.318570085849045,1.5441149689548015,5.291629949788923,4.406800023758643,1.4663958137872748
108,5.425000000000001,1.018073556886691,0.0330607083624098,0.7911681824265921,1.9714354709646256,2.3605345770760646,2.187601641026536,2.101135173001772,1.2873132757588637,1.2905620158869615,1.9585965105609464,1.5157833864341237,2.265159442648747,2.5546911007316706,1.566877208448757,1.6350023044682684,4.291881049229208,5.143444749473096,1.9785821892401405
109,5.4750000000000005,1.0192921237351933,0.025967697027833,0.904125297478688,2.2539461641370098,2.2709250429629018,2.2199884064852298,2.14358345176872,1.2599211383085174,1.2264295637458855,1.722327177868778,1.5216677008355215,2.223975870451917,2.591851578346219,1.6721623086104629,1.739048800954882,4.665332841023195,4.548281479420461,2.049593229696823
110,5.525,1.019032534026787,0.0302810402493371,0.9003399173730035,2.375897004178759,2.2425133127160897,1.9715776894325483,1.9424000069250893,1.2137289482355222,1.2403526800032696,1.8719188517772016,1.4449899908455592,2.3152680535139063,2.380949416734159,1.724135784531633,1.773396806946823,4.696217470248067,4.56485474380756,2.112192001924757
111,5.575,1.0194395116730748,0.0234792014887637,0.90473189736703,2.0305295072128806,2.222938553259264,2.100124268548807,2.145156172942642,1.2628100777598297,1.2535812586775397,2.1771623198671817,1.7094755993031208,2.386814987706244,2.354560731115619,1.4191872899874964,2.0642724217999944,5.27357095256718,4.096290587009369,2.3025589704899208
112,5.625,1.020513077264028,0.0492024562031227,1.134021995373895,2.058933551884522,2.199680962657878,2.0709976156650947,2.1272965799744368,1.1724689346668988,1.177001675393703,2.122787788460484,1.3465444926801569,2.3762549870826315,2.4554634866520515,1.9326873894938723,1.9960541891494088,4.720826574337494,4.625776374854192,2.5658704360518767
113,5.675000000000001,1.0179680062136522,0.0226590363527937,0.9442427148861662,2.1492386481090966,2.2440580002315555,2.066271715001945,1.83317414103423,1.1860411976107823,1.2120183202117696,2.0699830785319904,1.820962557806337,2.2878760341669366,2.132238208713403,1.7120160799888642,1.7120160799888642,5.027101762149118,4.217785069790747,2.609951044391188
114,5.7250000000000005,1.0190287285646555,0.046014284094343,1.063694964324812,2.189503503208736,2.1235078302396797,2.205031896848516,2.131272027059568,1.1967746442102247,1.1369723767969162,2.171622322653845,1.8198806788437136,2.1563292077055776,2.3092603571882417,1.8504669087402463,1.8657600236885143,5.260831542203676,4.343244645307688,2.7087539721633638
115,5.775,1.0202124819524083,0.0568908778543439,0.965237339848256,2.239503235142004,2.262394239249076,2.079266206392492,2.151754386064889,1.1747076698203514,1.1904755580058597,2.0440048111770484,1.938798681189994,1.9838870226130176,2.1492109411641014,1.878680892625963,1.7283864212158866,5.004805897955563,4.929658662250525,2.824002445454243
116,5.825,1.0194193959701572,0.0630874347795148,1.0049872477463964,2.1149731631677886,2.238721592927607,2.0062245430758288,2.0137244479097567,1.196191468960506,1.0989744944513482,2.4817866904999244,2.0977006550654123,2.2011084338362417,2.068155575416604,2.009065416118986,1.7431596992797085,5.362431956258765,4.919255761526635,2.870244191800838
117,5.875,1.0196286302540185,0.0563801654909693,1.0579954901170745,2.2597604022361217,2.2634467976720685,2.012771908027605,2.141795748285785,1.1890756145346133,1.1738399339756374,2.0621472650787847,1.7862261521457077,2.0185807735630363,2.541378671752024,1.8152704798228736,1.5103050392126316,5.358678456437124,4.647092428346558,2.743355297384561
118,5.925000000000001,1.0191256984251944,0.056818437731911,1.072834441527117,2.1927866119050883,2.145668883054235,2.243528781436776,1.968071289693326,1.1949655221567514,1.1990508743692532,1.6562595596057448,1.87043105438235,2.0417682502036336,2.3701645421944293,1.9703777519447656,1.8133186557752552,4.854553881603045,4.626104287174667,2.7982161419588314
119,5.9750000000000005,1.0189265964043883,0.0654105200477241,1.1012867365727397,2.106344534998348,2.21326557738405,2.1241647087292987,2.074268222282636,1.163667645309524,1.2038402912925914,2.1902613531131867,1.825217794260989,1.9515790261713648,2.765906965149345,2.091980394960673,1.9796592999292275,4.74556626507857,4.633245170047123,2.5246458375562884
120,6.025,1.0200408249971271,0.0857725056622376,1.1917429873262826,2.018952825588054,2.2608065494866234,2.159157882920557,2.2362706644534347,1.1319228382259627,1.1655051911925265,2.002170705089165,1.9745545574327628,1.974554557432763,2.2092918125121823,1.7812415238379469,2.0159787789173658,5.136603464090823,4.37715940353976,2.431770879601257
121,6.075,1.0203204942141066,0.0830482052812556,1.1963403246743034,2.0341233186104883,2.0237803186853496,1.965169985776234,1.9100073195088312,1.179430815162781,1.1114240960018298,1.928603824424736,1.996512409791804,2.159493014672768,2.4311273561410403,2.173074731746181,1.4939888780754995,4.835091278135248,4.414058048859426,2.208969269725918
122,6.125,1.0209174883183052,0.0946657719164927,1.2141957595021609,2.0010488773918285,2.143496424595993,2.092622300594506,1.929825103789747,1.211862803526754,1.1806423632676533,1.763636298718222,1.8972451092271785,2.191184492346882,2.4450412323138986,1.9506886334307607,1.7369145366164311,4.1552340068285325,4.31556457943928,2.038079702345292
123,6.175000000000001,1.0218068091504713,0.0816560552298605,1.1979492910284613,1.835298356728838,2.0154912862985785,1.7218435492219653,1.9554269764419991,1.213630820865776,1.15533140643369,2.090116640968877,1.9980989272155305,2.129552804006025,2.300442843833669,2.339879006870817,1.853499662745985,5.139846582508367,4.679758013741632,1.9919286432029115
124,6.2250000000000005,1.022560067745516,0.0853714355949286,1.2149011988509075,1.9799606024516168,2.029213353756382,1.947125434915105,1.9733935689443147,1.1868109977214076,1.1670719374682446,2.017870295880132,1.6815585799001092,2.1730910878709104,2.4317924078555424,2.289506681863995,1.7979741738931936,4.902390013708787,4.139221119754119,1.8947231879486703
125,6.275,1.023943115152712,0.0901940358068312,1.2311628449332908,1.9743845098536497,2.0260868865437613,1.9711531113105172,2.013161292371233,1.1843636018707635,1.1655449080429858,1.9858412865065704,1.7821652571212812,2.151328060382118,2.329544586094247,1.998571038343151,1.6294082350823145,4.328115624437402,4.213547857908175,1.504578729827682
126,6.325,1.022923243756845,0.1216077902425926,1.2690240634084695,1.8637797021487816,1.9719170910106547,1.8574186792745533,1.8637797021487816,1.202159785392381,1.2242670975491996,1.6538659472992596,2.505857495907966,2.3680353336330286,2.4306817710307285,2.1800960214399314,1.754100247135578,4.209840593125383,4.259957743043545,1.531513619565388
127,6.375,1.0225587496524342,0.1185106304069056,1.368167013664184,1.8315279244703595,1.7626499512424147,1.9692838709262497,1.797088937856388,1.2374870754931415,1.2151370237494443,1.67735890725905,2.0843651126969074,2.4667042753809545,2.6763741387883377,1.973363420304764,1.8130276424050016,4.094729097132385,4.0823955757554815,1.191946744496584
128,6.425000000000001,1.0213934914093774,0.1178518114979943,1.3685314972105558,1.9572466232628456,1.7568985437162548,1.7260757622475489,1.6952529807788426,1.2455165292043808,1.2542021395893492,1.554215404967488,2.0641923347224447,2.6227384958826354,2.8413000372061883,2.222042336789455,1.760634638439732,4.176953900850123,3.921965435972644,1.157112377789491
129,6.4750000000000005,1.0212941495593055,0.1404068787198253,1.232152926794958,1.7541487479987323,1.6570332463794255,1.6813121217842528,1.75111388857313,1.2354772381310957,1.2736761190516237,1.506393860344934,1.757459503735756,2.2356797768611325,2.2476352836892675,2.0443916676109817,1.637904435454413,3.6105630620965874,4.064872321565693,1.2198276813726097
130,6.525,1.0205978955804955,0.1451193358212542,1.4075960289773262,1.616792891033405,1.7004716358558367,1.5958732048277964,1.6735748964486257,1.349112463618876,1.2418796377548698,1.4245310130485325,1.95431527409964,2.260412847151391,2.907926943991634,2.154455994941168,1.6011257667322358,3.4965761229373093,3.8497656303047134,1.2685990468706785
131,6.575,1.0208647916446054,0.1417952413320342,1.495169357928508,1.5775802674206305,1.6511614366100256,1.5805235141882057,1.6570479301451764,1.320377928506117,1.3408360454888322,1.7739750971843264,1.9247050074026024,2.3653001295791025,2.446462388927405,1.7391912717493396,1.7623804887059975,3.698680104586926,3.768247755456899,1.2103351503398443
132,6.625,1.0196354004775068,0.1762414332153652,1.434999187718721,1.5944435419096916,1.6814131896502196,1.6901101544242718,1.6292314010059024,1.3108705430871284,1.3555283679866488,1.6102562051352396,1.9757044219035216,2.341152638671804,2.375413408993829,2.192689300609689,1.667357489005284,3.951408843807045,3.928568330259028,1.1613701939772618
133,6.675000000000001,1.019402250739541,0.1626920816092628,1.382168763532282,1.4706961016924065,1.5278105134086164,1.3793130429464706,1.6249050133261742,1.318129642071866,1.321348517876681,1.6424720217782822,1.9237172309868915,2.339960140615633,2.5874559247192104,2.137463589985435,1.6987210636200043,3.5099402109234497,3.3974421272400077,1.227377051778961
134,6.7250000000000005,1.0163767496884704,0.188250521932676,1.4348413407967466,1.6317803483570836,1.6233401051759264,1.5530047453329494,1.6120864476010508,1.3493411894962952,1.4111793873698044,1.6070564036850066,1.9506339796452488,1.9506339796452488,2.2166295223241463,2.10579804620794,1.6513889941314892,3.701771302281324,3.579856678553496,1.2166581837328154
135,6.775,1.018168396071602,0.1992608585539687,1.4636378611951082,1.4636378611951095,1.5717474759424754,1.5883797243651467,1.5828356415575895,1.4211519202580054,1.446148362974159,1.8673478910908656,2.063910826995168,2.2495535997936744,2.3150745784284417,2.194952784264702,1.6489446289749752,3.2214481162093875,3.3634102365847176,1.003874994082685
136,6.825,1.0164582984977977,0.2297736087730559,1.4832448829259304,1.6717235144579543,1.5187553497363122,1.5269500728463994,1.587044708987045,1.45326072264451,1.5056027401973842,1.7217196029275843,2.066063523513101,2.270517726360752,2.141388756141183,1.818566330592261,1.6571551178178,3.282027993080705,3.260506498044111,1.1305373106978558
137,6.875,1.0163662408109893,0.2233557477036304,1.569428440617288,1.450981011136738,1.4509810111367387,1.5075127388433642,1.4805928685068757,1.407924779217048,1.474679833404062,1.601324408197795,1.696767584845345,2.290636239541216,2.248217049920083,2.004306709598565,1.9088635329510133,3.382930372285406,3.4041399670959747,1.2105700874786276
138,6.925000000000001,1.0154950839083805,0.2170986132798749,1.4645962523496374,1.5388873665992555,1.530927604358225,1.3239737860914296,1.4088779166624226,1.4355178145673744,1.4843652957575149,1.442405400041309,1.7873284304859691,2.2367735913684053,2.0590859696241863,1.8918505609237453,1.850041708748635,2.8743585870388397,3.271542682702388,1.1931521155177554
139,6.9750000000000005,1.0132927253018054,0.2509967834963796,1.7261317259144202,1.5613646066225886,1.4619812648275168,1.4698273181271269,1.4724426692269978,1.4892005691935075,1.488709246010006,1.5145260460158223,1.782401401093451,2.410878195698656,2.266637619887625,1.9163390786322645,2.091488349259945,2.7508738386817977,3.0805665833927267,1.24896358646869
140,7.025,1.01103101625731,0.2661668665283532,1.577891783111674,1.4824963648516545,1.4824963648516545,1.4438225466381331,1.4464008011857017,1.4806707221806867,1.4627496175942667,1.8180601006639228,1.848530381680636,2.163389952186679,2.254800795236822,2.1735467125255834,2.102449390153251,3.148595705060426,3.0267145809935725,1.091022613139273
141,7.075,1.010304696309554,0.2867160720398823,1.6344685181058438,1.3345193965871975,1.4870358990543062,1.530248908086654,1.527706966378868,1.5324014772207033,1.5347891392294617,1.78244033691358,1.9326459832827017,2.383262922390068,2.4633726004535994,2.002741951588292,2.0628242101359406,2.6836742151283106,3.064195185930083,1.274602199189406
142,7.125,1.009867913428412,0.2999559879960495,1.7344223360951212,1.513859958094586,1.4787704888672273,1.303323142730438,1.3709956905260563,1.571238918819174,1.5599384291423202,1.6587749089296493,1.846374452201455,2.043847655645461,2.4289204023612725,1.9549847140956584,1.915490073406857,2.9719717118322864,3.12007661441529,1.2534510836973864
143,7.175000000000001,1.0081249813731792,0.3061851757646167,1.6337145394430173,1.418687058457325,1.3643122931505995,1.3272385895323764,1.468118663281622,1.565203192352001,1.5647388781448368,2.0251978703772635,1.879149947032749,2.1907188501677126,2.1420362090528746,1.849940362363846,2.025197870377263,2.862539297552476,2.6678087330931244,1.2655499643281758
144,7.225,1.0091812931662,0.3224655919313145,1.7135554865145115,1.350369473014282,1.4356816238364831,1.3674319031787214,1.3820568433196707,1.5605571965428704,1.55048317708162,1.6611863826764688,1.85323105119398,2.074082419989117,1.9876623191562364,1.7476064835093488,1.920446685175108,2.5830007915605204,2.8710677943367866,1.3580301559452554
145,7.275,1.0072343840450293,0.3391902652609778,1.6564250894316603,1.3679330564392085,1.3511043545146488,1.315042850390593,1.3198510509404666,1.5662782773882096,1.5504709706671629,1.6194893670258077,1.7331377436591984,2.3392624190372797,2.074082873559368,2.0646121755065865,1.7804912339231107,2.822268019729186,2.916975000257011,1.2118627916519642
146,7.325,1.006904452944792,0.3862578982265111,1.6931738420633415,1.4157209855907775,1.3350936597782377,1.370664538813182,1.3374650517139,1.5708072766895669,1.5569970028445932,2.055206344241215,1.9804715680869909,2.073890038279772,2.214017743568946,2.0925737323183293,1.9057367919327637,2.923998117034094,2.8492633408798675,1.229978082548442
147,7.375,1.0053837113635482,0.3202152655396988,1.759188635435973,1.2796225845524964,1.373196448139516,1.3310882095253571,1.373196448139516,1.5469436408027557,1.550898894429808,1.677240615506734,1.97214006438704,2.3407643754874217,2.1103741810496834,2.1011585732721736,1.778612301059339,2.893700842137993,2.6172326088127065,1.284730953636073
148,7.425000000000001,1.0046786640939551,0.4032796998174793,1.760963132917867,1.3616883989797404,1.3709201847355348,1.4124632206366108,1.2716784878607406,1.555229051945339,1.533550364296253,1.809290132594038,2.027495977731008,2.363896655650502,2.027495977731008,1.691095299811513,1.9183930551625228,2.573010590573431,2.600286321215552,1.2950405579366293
149,7.475,1.0041566597403342,0.3900665587995575,1.792136157341786,1.379967612895962,1.4209567499126738,1.448282841257149,1.407293704240436,1.530215045290713,1.559304959486902,1.6147235794462211,1.7223718180759693,2.1888475188048773,2.1888475188048777,1.928697608782986,2.090169966727609,2.6014991002189105,2.6822352791912216,1.31704324609253
150,7.525,1.0041027246288017,0.4278578008735296,1.6897541323346303,1.4066304346296257,1.2763036531463705,1.3549491247310936,1.3841602998911338,1.5606028116570592,1.5559594167616764,1.425151272959534,1.9739672911178636,2.266079042718265,2.0005229048997184,1.9208560635541545,1.788077994644881,2.629005764403612,2.708672605749177,1.445655097206067
151,7.575,1.004044167062939,0.4374894340541836,1.6763906399714867,1.4834726694985785,1.3504257933103654,1.2506406361692053,1.2927721469621396,1.512991644051704,1.5279882572636705,1.7034031875612137,1.9217882116075231,2.445912269318665,2.402235264509403,2.0178776221879,1.8344342019889983,2.4721184722042224,2.515795477013485,1.500171410081382
152,7.625,1.0022777493555812,0.4141986365229812,1.6916812066972826,1.3502811184116723,1.4443849889006546,1.2496118616095055,1.43781960258747,1.5141817499468924,1.5232265499737268,1.4656064396099402,1.732864084479989,2.2673793742200843,2.12081873025909,1.8966671571422755,1.6811367983761083,2.4053188038304314,2.396697589479784,1.4631432355097542
153,7.675000000000001,1.000205287687476,0.4732395534792721,1.730192777480802,1.3694659437238803,1.3500255754375794,1.3500255754375798,1.3435454526754789,1.5436176822321217,1.4965462702607957,1.59973939702761,1.8039614477119856,2.203896296968887,1.8465077082712305,1.965637237837116,1.5571931364683655,2.569794137778395,2.2804795659755284,1.467064527365313
154,7.725,1.0012022550098352,0.454904700937885,1.6524316059709503,1.3262096244050725,1.4392146245553434,1.3752495301306622,1.4050999075288462,1.5377196375012532,1.5212970000598487,1.5622989729179886,1.7386875666345365,2.1250625814422097,2.2510544340968868,1.8982772466637925,1.5958968002925693,2.561834337311756,2.461040855188014,1.411365875962285
155,7.775,1.0016446183078394,0.4699972027855794,1.681762909756723,1.4270779134105864,1.427077913410585,1.304997501938884,1.4123440706467605,1.553988494640536,1.4978392920352035,1.4925191371148523,1.9568584242172515,2.379738846399793,2.213903386720365,2.3880306193837635,1.467643818162939,2.603616716967021,2.429489484303621,1.560799349340004
156,7.825,1.000520251099297,0.510887787295516,1.7372262789912345,1.4213669555382835,1.3735724526473765,1.307075752973071,1.369416408917732,1.5341927322797493,1.5002296870613432,1.5144371469384967,1.8582553100272363,2.103839712233478,2.1857011796355583,1.8173245763261952,1.4325756795364153,2.243004206817017,2.365796407920137,1.598804577628395
157,7.875,0.999704108669968,0.5561966509895172,1.733701831716267,1.354133975068326,1.378754592796841,1.3418236662040688,1.345927102492155,1.5290340521161467,1.5475350943398856,1.5680100482655284,2.004466453452841,1.988301401408867,2.166116973892587,1.8993936151670057,1.6326702564414266,2.12570434378265,2.1661169738925863,1.687433493978154
158,7.925000000000001,0.9997247975280102,0.5089206877436714,1.697713175880187,1.3958524799301295,1.3857229263747592,1.523484854727805,1.3816711049526107,1.5086594040906955,1.542531928551864,1.4525165886065374,1.875502188585364,2.314449509318109,1.923387350847118,1.6679998187844305,1.6600189584074714,2.1388705810250115,2.2665643470563546,1.6178344107006923
159,7.975,1.0001232473490642,0.4956748890399938,1.6184750116256037,1.3123851762996244,1.3423939836845244,1.5304491766298984,1.4204168828852637,1.5277605262572622,1.527008860561687,1.4185981672861796,1.8757020211895037,2.175183856505476,2.001799636059387,1.92298862676571,1.4107170663568114,2.104253948141167,2.072729544423695,1.666611588369547
160,8.025,1.0010446444271786,0.5295552148017595,1.6378847014597155,1.4284567420450842,1.2723736402171988,1.3672089425936358,1.4897045414965333,1.5061842309629576,1.5314233950106368,1.4865912613680137,1.751220072292163,2.0625480851441025,2.1014640867505947,1.852401676469043,1.4554584600828198,1.8134856748625503,1.9847160819311185,1.7455018026683495
161,8.075000000000001,1.000002862983412,0.4991423121080477,1.6313235689731107,1.4127730429862828,1.3874055712199531,1.4537512666088126,1.4127730429862824,1.5136169208550498,1.5033526259206984,1.4374900667586026,1.6681034464524958,1.914091051459316,2.1139559805273564,1.668103446452497,1.4144287287892126,1.967900840054557,2.275385346313082,1.6670052875015735
162,8.125,0.9994937703280468,0.5018613150615324,1.5785417575063192,1.3761646091080728,1.4416962571608385,1.433986651507571,1.5053005038002871,1.47150970329977,1.4791134689910337,1.38188840724459,1.685600145100544,1.9513479157245028,2.0348686436348906,1.7615280795645325,1.4578163417085783,2.186724512562868,1.8830127747069143,1.6925731186737671
163,8.175,0.9988329115616182,0.5241315927088076,1.5459642106308498,1.3708057040076496,1.4983667903528062,1.3936524657411111,1.4012680529855976,1.5179450124741112,1.512579985332945,1.5150403109108148,2.0025532822435026,2.287560865484151,1.942551685771788,1.837548891946286,1.4850395126749576,1.957552084889716,1.7925476945924983,1.8108389975985424
164,8.225,0.9991782117965357,0.5228125189822812,1.5704843311720418,1.3936872926927937,1.4331845034168809,1.404972210042533,1.374879097109895,1.51579923072003,1.5451258825031915,1.444811387959037,1.9190058947763613,1.9930987864665688,2.133875280677962,1.8967780272693,1.407764942113933,1.7930479789030096,1.911596605607341,1.6890911155621566
165,8.275,1.0008533263638713,0.4973308868485599,1.5422722666886124,1.4010521555219435,1.3285839405811537,1.3750379245175577,1.443789820743435,1.5320953534447406,1.5237175251278865,1.4493642988158049,1.873925558064878,2.217966578490852,1.9471257751767868,1.661644928440342,1.4493642988158042,1.8739255580648788,1.690925015285105,1.843749142030988
166,8.325000000000001,1.0004626738816886,0.5089240035083272,1.5421612244241736,1.3457192589320457,1.4136477890554917,1.378765570883992,1.4595454445443052,1.503400256407319,1.4878799509385578,1.6055834392814428,1.6851393754620552,2.169707350380328,2.017827835853705,1.670674659792853,1.598351081446842,1.432006851251017,1.598351081446842,1.8143624220782424
167,8.375,1.0006904327527129,0.5049462789787489,1.456682513596555,1.507475926274891,1.5038478253692955,1.5346866830668564,1.355095688239884,1.4974304908195148,1.4950449620448825,1.536445762293814,1.7508335430789972,2.1224390297733136,2.1367315484923264,1.8937587302691192,1.4221056125417169,1.6293471339673928,1.6364933933268997,1.874580503620649
168,8.425,1.0009250053674033,0.524330425751641,1.546998828798858,1.441236452322458,1.4017996339753265,1.4107625472360388,1.4251032084531767,1.5312334270344967,1.4719642202700218,1.5323865641495744,1.814854133578068,2.104383392242273,2.019643121413725,1.8501625797566277,1.553571631856711,1.5323865641495744,1.6665586596281097,1.8286172217823664
169,8.475,1.0002933691076763,0.5032605159852971,1.4951406736426225,1.438452875589822,1.493369179953472,1.4508533314138718,1.440224369278971,1.4955809871029304,1.5128863300778654,1.5073800845858425,1.7167384296672097,2.379706522424869,2.0935834508136684,1.9470326092567116,1.5701875881102516,1.5422731420994027,1.667888149148223,1.8141541494193545
170,8.525,1.0016521281043411,0.4900109431471877,1.5179216668865905,1.4934108210545114,1.521423216291173,1.4023705365353625,1.5494356115278345,1.4846670676280402,1.4623016798126418,1.586307987833667,1.6690718828510762,2.027715427926513,2.027715427926513,1.834599672885893,1.6759688741025272,1.5449260403249627,1.5656170140793146,1.9206713086055291
171,8.575000000000001,1.0020054465176305,0.4902678766227913,1.502002032066004,1.450089519436994,1.4050986751585195,1.453550353612262,1.4293245143853903,1.5369704606114798,1.484307767164131,1.41789327423072,2.0177711979437176,2.297259776037273,2.1745574734596147,1.963236841242536,1.5814963443342642,1.4519772471689587,1.5883131389219125,1.9534290041317373
172,8.625,1.0019205937678215,0.4885239908673314,1.4110903041734777,1.4692443288303236,1.5530545408357783,1.4966109286688396,1.500031753648654,1.4771092602506777,1.4912473519302576,1.7720910009069328,1.960754681611854,2.203322271089609,2.1157284193337533,1.7855669781001418,1.7181870921340991,1.3004317991446304,1.4958334684461556,1.908157117566928
173,8.675,1.001685890345508,0.447353298064811,1.4286861108717244,1.580853862325518,1.420232346902069,1.5216775145379318,1.4912439642471735,1.4614016887774124,1.511586750030799,1.7450618230694253,1.7783645296165524,1.9448780623521844,2.104731053778392,1.8116672361636792,1.698438033903449,1.6851169512845985,1.5186034185489667,2.0207946403381825
174,8.725,1.0029994159801876,0.5150954341012108,1.4257298892730803,1.5143156854412778,1.3672298351997412,1.5076299649757536,1.3772584158980283,1.4820657794963057,1.46102798135515,1.817300381083451,1.981910922848256,2.0872616695777317,2.034586296212994,1.771209429389304,1.7382873210363443,1.4156506591773264,1.6065988876245014,1.873536717188408
175,8.775,1.0023912536831543,0.4675424116373574,1.5565954636092816,1.5450284060240744,1.3649127950544229,1.5070223596726804,1.5020650492790195,1.4478402879980787,1.4850917533839645,1.7445726678294855,1.9138222550069728,2.037504645636674,1.8747646579660149,1.8487262599387089,1.8161782624045764,1.49720788657008,1.360506296926726,2.071447557350841
176,8.825000000000001,1.0035122514970407,0.4610101530541309,1.4801914482676122,1.3837992899367182,1.494895336826561,1.460586263522344,1.504697929199193,1.4560343853685789,1.4146000173195157,1.7506043752338856,2.008046195121222,1.943685740149388,1.8407090121944532,1.8728892396803705,1.8471450576916373,1.5639590558155676,1.4288021003747169,1.9786899467820285
177,8.875,1.002578567798026,0.4527420372059708,1.4150979993853103,1.497483841815277,1.4861759810895958,1.5701772321946603,1.5491769194183935,1.4360329488047816,1.4378537851726658,1.7309348712558668,2.1636685890698337,2.284579480811972,2.189123513647125,2.144577395636864,1.8773006875752964,1.4700218943386216,1.4636581631942986,1.937171709157604
178,8.925,1.002700049563826,0.4983761967547609,1.4887391518443505,1.525478422758964,1.4695708365845508,1.4168579696201056,1.570204491698494,1.4677010948503948,1.4220886298294877,1.9192517678055832,1.963300169033908,1.9570075402870035,2.101738001465785,2.0325190852498465,1.7871065641206083,1.6549613604356337,1.403256210559492,2.1443737717509253
179,8.975,1.004497078458703,0.4674720408541536,1.5290637853897742,1.5243249513441437,1.5274841740412308,1.4785162222363928,1.5448598988752051,1.4062878085216504,1.4181577203893154,1.8108090095571987,2.0970537327174434,1.9228178142720775,2.215285248805372,2.103276444090493,1.7796954526919553,1.2818785428480517,1.2818785428480517,2.003205085683096
180,9.025,1.0047151639872025,0.4449850895428966,1.4715521371068554,1.551222157268692,1.641827278237055,1.5449735282363908,1.5621572580752183,1.4288998260749577,1.3781297151875138,1.8831095674615803,1.821570039113162,1.7477226050950618,1.9815728128190493,1.938495142975157,1.790800274938954,1.6061816898937011,1.5384882087104408,2.0142264401059653
181,9.075,1.0053852025382712,0.4613615378796857,1.4723762976832044,1.5882506128209168,1.5264509780808035,1.5728007041358896,1.4631063524721863,1.3992660795040213,1.421324619649698,1.8624162651225125,1.8867615757777088,2.087610388683077,1.971970163070895,2.148473665321068,1.850243609794913,1.5094092606221654,1.3268194307081955,1.975696486130364
182,9.125,1.0051878292247372,0.4750162107668418,1.4700378675146046,1.4715659734059918,1.4440600673610209,1.5388026326270343,1.4150260554246616,1.3994755905588376,1.436794939640408,1.8360423816214364,1.8240027594468695,2.052755580763639,1.87818105923242,1.9142999257561208,1.9684782255416715,1.2581405172422302,1.2400810839803802,1.9196440437621765
183,9.175,1.0052660186685567,0.4715868172604349,1.4752203001480255,1.5507951106064286,1.579513538580622,1.5371916447239165,1.5190536902138996,1.3643874379433942,1.402436952341816,2.173348337121954,2.1138045470638187,1.86372062881965,1.8696750078254625,2.1495308210987,1.8934925238487168,1.6493629846103603,1.3218721392906132,2.077227647456676
184,9.225,1.0062666033120593,0.4767788217184421,1.4323593230965792,1.5355250781004024,1.4802043109244392,1.5370202339700236,1.5998167804940902,1.4153638085439246,1.3805344550492935,1.9437026305068392,1.6550922399164296,1.955482646449305,1.7905624232547854,1.92603260659314,1.82001246311095,1.3723718572972536,1.5431820884630056,1.985353401160556
185,9.275,1.0074842662414598,0.4705211569100897,1.450976577993634,1.613675276851228,1.480558159604106,1.5367631646640012,1.60627988144861,1.4157052441976803,1.4057022238265091,1.992722906669044,2.062643008657431,2.2257899132970014,1.9053227791835596,2.1209097603144205,2.0801230341545285,1.4741488169218353,1.579028969904417,2.024829075949428
186,9.325,1.007471599135744,0.4643699296123697,1.508621270864878,1.5788577606820593,1.5320334341372714,1.681285974998783,1.590563842318256,1.373899834230957,1.355207319479516,1.9425887745522228,1.959881849696604,1.8157728901600887,1.8791808323561563,1.873416473974696,1.890709549119076,1.4410895953651508,1.5448480462314411,1.921648860431816
187,9.375,1.0080054886010732,0.4168080635248877,1.4549322229691912,1.5287646044332994,1.579433885830235,1.4925722605783434,1.5012584231035335,1.3750580213286023,1.3758739180975883,1.8135654484410164,2.05879599650065,1.921923132467367,1.9048140244632048,2.013171708489555,1.944735276472913,1.5398197203744477,1.4143529283439362,1.9415345930027492
188,9.425,1.0073766248385243,0.4551158972309146,1.4911017371647657,1.4896693627774809,1.5741794516273573,1.6056916881476495,1.585638446725646,1.4065212715386368,1.408135797582109,2.099079556640997,1.924156260254247,1.783089085748804,1.935441634214684,2.0539380607992554,2.048295373819038,1.6194511633224902,1.4106717450544335,1.89248811903874
189,9.475,1.0088441174636096,0.4665824772161828,1.418714199015061,1.5746168582474858,1.560443889226356,1.577451452051711,1.5349325449883229,1.3336722886544623,1.402898640231656,2.0881507691130765,2.104900641592592,1.6861538296046754,1.881569008532371,2.166316840684152,1.9485684984504368,1.434905742411927,1.5633214314215542,1.959051411838978
