,r ($\AA$),g_full(r),O (DOL),O (DOL),O (TFEE),O (TFEE),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
101,5.075,1.0732820222297137,0.8801815528130776,0.8989468448019866,0.0750217450733033,0.0704749726446183,0.7753296246083865,1.912162632469764,2.031078219066143,1.8313000335842264,1.8550831509035035,0.6370992639466571,1.236722100602334,3.0168523969238774,3.57899880628858,1.3866278097662537,1.236722100602334,4.084930574716805,4.084930574716804,0.9527808019946552
102,5.125,1.0705015760051333,0.9182939779592426,0.9244276209417948,0.0490433722512471,0.0891697677295402,0.6763183921640512,1.99630532307734,2.0336194412657007,2.0802620890011534,2.136233266283696,0.8452213135090967,1.1208369592185845,3.0868952319462704,3.4360083831782866,1.0105907009347896,1.359703852166808,4.134234685642324,4.152609062022957,1.187959681098854
103,5.175000000000001,1.0670398611593608,0.9607919476916952,0.9616513322602924,0.0721503897370815,0.0612185125041903,0.6541635336162056,2.053982004151584,2.104302275968215,2.4062239068680014,2.17292082844544,1.0812620390350507,1.0632410050511336,2.7752392335232985,2.973470607346392,1.4236616847294838,1.459703752697319,4.361090224108043,4.4872374619954645,1.2015248576624191
104,5.2250000000000005,1.06512155310853,1.0166771010804552,1.0470256712619612,0.0729208700194521,0.1158154994426594,0.78081423897752,1.969985350063973,2.2302567630564774,2.2347442012115213,2.26166883014178,0.8662115468977344,1.1137005602970873,2.0152676805375864,3.235034960862968,1.4849340803961164,1.2904784270109109,4.313379947817291,4.278024374474525,1.4643701244722651
105,5.275,1.0633413727390044,1.0223083994168205,1.092612779635615,0.0757535778551299,0.1010047704735066,0.6339991746644718,2.0384834574281263,2.232205427464492,2.161761074723995,2.139747214492589,1.1447207320330737,1.231441999611336,2.428195492191369,2.6710150414105045,1.5436385628930842,1.78645811211222,5.2032760546957935,4.127932336725328,1.658676979068331
106,5.325,1.0615791486629205,1.0754373142603484,1.030796520083504,0.113571432244031,0.1218311727708696,0.7863272981550378,2.229367504659335,2.069509757232213,2.1645603097564483,2.177521748737026,1.4637261394227976,1.2254451399818762,2.7061913507933126,2.8934121360683207,1.5488264963659826,1.633926853309169,4.714559774652501,5.003900988259332,1.7996120380516176
107,5.375,1.0600827926128011,1.0316237628978795,1.1367776908534934,0.1155217116277082,0.0972814413707016,0.7420827899431733,2.1032746503532214,2.099034177267832,2.2050460044025715,2.0778318118408845,1.5869649274109403,1.520145351519954,2.271865580293557,2.438914520021024,1.7373089731656606,1.7206040791929142,4.443501796750634,4.91123882798754,1.8000375546143437
108,5.425000000000001,1.0601244678455255,1.022861476919322,1.033809535540782,0.11141259655957,0.1392657456994626,0.8533470307914317,1.927315489055768,2.0605208792280894,2.189563600957524,2.222864948500605,1.131488967656931,1.3446680485198312,2.1809859811358274,2.2137827628070417,1.7874246010812411,1.7382294285744178,4.755533342326239,4.886720469011099,2.214284754363232
109,5.4750000000000005,1.0597626160076723,1.000425580911141,1.0088712304813812,0.1367337116251401,0.125013679200128,0.7397444055746039,2.0761887184082823,2.2192332167238127,2.145667474732968,2.321407858377764,2.044731313583914,1.2397189854012696,2.0930320532748725,2.157433039529484,1.771027122001815,1.6583253960562443,4.604670517204719,4.781773229404897,2.3637790567126267
110,5.525,1.0607130385149852,1.0118045427182984,1.0283915024349926,0.1265975307788806,0.1323519639961025,0.7785895692470833,2.231421652068959,2.00266079924894,2.1672080793475508,2.1993148657082555,1.7391175945381578,1.5493956751339957,1.818168394289892,2.1501817532471765,1.6916871146871175,2.13437159329683,4.869529264706842,5.090871504011699,2.44896151067618
111,5.575,1.058111910342894,0.9648579931617736,1.0374259772982692,0.145059741398898,0.1431758486534578,0.8001617064017548,2.258584521025641,2.1561007556736933,2.1324506559770886,2.211284321632434,2.034147463803832,1.506200793808945,2.204953739390413,2.127314523214695,1.4906729505738017,2.2360094258607006,4.829159246129709,4.689408657013416,2.713728276411299
112,5.625,1.0556454955159615,1.021247091072627,1.0568889055046486,0.1424923799666756,0.1424923799666756,0.8634383415842836,2.009526902610956,2.1334283686678943,2.222482547396317,2.3231524885675787,1.754097459802288,1.5405551603480965,1.9066276736981391,2.074410908983576,1.7998565239710436,2.104916951762746,5.5673528071985725,5.674123956925668,2.706788724349742
113,5.675000000000001,1.0534834618026048,0.98046299740586,1.0397767210098583,0.1908989704582986,0.143628749201958,0.8254667276432694,2.187296628547833,2.0085089041274022,2.069372810313079,2.156864675454992,2.202858422743037,1.378659693145302,1.6184265963010067,1.978076951034564,1.5285140076176174,2.2927710114264266,4.915221514691942,4.9901486719280985,2.79554752773762
114,5.7250000000000005,1.0517084568938135,0.9816689773880778,1.0006282494835554,0.17507380125639,0.173287333896631,0.9905274407033448,2.1230927785641494,2.1567333331540746,2.2651306757216094,2.164209011951835,1.8700523780459928,1.796428268674103,2.0909247061616614,2.414870787397975,1.7228041593022136,2.3706963217748416,4.873916040419087,4.976989793539731,2.727097112448559
115,5.775,1.048400917623495,0.9757854931097828,0.970954871856764,0.210680036161069,0.191367699512971,0.9954901811220972,2.196690510372746,1.9909803622441948,2.229751069893406,2.1489363688429046,2.0838170849385733,1.6641594775551103,2.0693461329598324,2.358765172534634,1.8667528052574716,2.2864104126409344,4.833297960899187,5.23848461630391,3.1771122732099144
116,5.825,1.044056054375799,0.8953462996520323,0.9333306881221178,0.2053531001664034,0.203627443862484,0.9459782372500702,2.1158139199562647,2.0941502962024456,2.166362375381841,2.289122909986812,2.2757746165627437,1.7352781451290908,1.905961241371296,2.1904330684416387,1.7779489191896416,1.991302789492399,5.461859079750583,5.063598521852102,2.888114738200382
117,5.875,1.0417328891070516,0.9535189137797336,0.9568528959957469,0.235800795142547,0.2358007951425468,0.9441427299476228,2.126095846761753,2.101249985447344,2.104799394206544,2.076404124132931,1.7617974386582445,2.0414478257468542,1.971535228974703,2.18127301929116,2.1533079805822983,2.167290499936729,4.642196425670927,4.96379437082283,2.8721236184151637
118,5.925000000000001,1.038519308708339,0.935526996088014,0.9420828965511394,0.2151588685817244,0.2285020542302033,1.0469268739575852,2.139220579119999,2.0135893542450893,2.079894722929069,2.1496898478595754,2.1033712649511505,1.9246534450533408,1.8559158220157213,2.268341560241437,1.952148494268388,2.1446138387737217,5.0178464817462025,4.935361334101061,2.7497854832314546
119,5.9750000000000005,1.0346055180403866,0.972153011287354,0.9947162443079492,0.2099328705916206,0.2099328705916206,1.1152683750179837,1.9457143650313755,1.976598720031873,1.98689350503204,2.03150424003276,2.230536750035968,1.6492453545720485,2.311647177310003,2.18998153639895,1.8385030182114652,2.2440551545816407,4.717923186439718,4.785515209168081,2.699404679125164
120,6.025,1.0292750295257278,0.9345284482130154,0.9072660850697598,0.2596917238813665,0.2225929061840285,1.1407079945894554,1.9709274226042663,1.9641776711569916,2.0384249370770147,2.092422948655213,2.140489360476715,2.0075397107576647,2.167079290420525,2.220259150308146,2.1803742553924303,2.1670792904205256,5.171741374071075,4.679827670110589,2.4622817779599737
121,6.075,1.0273011224220905,0.966603403155866,0.9466477199939386,0.2363959765004628,0.2633673295240057,1.0987714277898626,1.965174275684587,1.978452480250024,1.9419374176950737,2.1311518327525425,2.0792461239967466,1.739243613154511,1.961552947166742,2.4323256544867604,2.0269380454056334,2.196939300826751,4.616187935665735,4.629264955313513,2.360268607447985
122,6.125,1.0219005157325882,0.968677405764524,0.9521135742536684,0.2871785864126244,0.2668887949812976,1.1266236851572198,1.8189257757465829,2.0344537850810083,1.884237293726712,2.027922633282995,2.0583023848283006,1.8010145867247611,2.560013591130198,2.4313696920784285,2.0840311646386533,2.212675063690422,4.927061333682743,4.283841838423898,2.174606971113876
123,6.175000000000001,1.0206493973710635,0.9886651791221598,0.982629372167812,0.2518351689834616,0.324007443021405,1.0827494807551594,1.8988277244103835,1.7446082137983736,1.815292156162212,1.895614817939301,2.075732301924289,2.126359919044394,2.3921549089249443,2.556694664565283,1.7339958863635845,2.341527291804838,4.18943531668866,4.404602689449102,2.1182233377215214
124,6.2250000000000005,1.0147151184115324,0.9342418416556,0.9419628486114312,0.2931362391986579,0.2765151122337856,1.195047405608612,1.8020556116320343,1.8368321234354603,1.85896263094673,2.029683688890818,2.167065280973774,1.917977317643456,2.1047932901411937,2.528242827802736,1.818342132311327,2.3912444479710606,4.732671303276058,4.010316209618131,1.6817250095663816
125,6.275,1.0131922245070768,0.9813695438871984,1.0088408771586086,0.2676649931388374,0.278074187316459,1.166744841887241,1.767229520511874,1.742338963884947,2.0565822412999086,1.938352097322004,2.059127866409483,1.9610741584852227,2.561653119521321,2.255235282258005,2.083641293390548,2.56165311952132,4.069228878856836,3.8118378955556502,1.6715405693976375
126,6.325,1.0097027588607554,1.0130891693389878,0.9992821619203986,0.3146762505725662,0.3439484599281536,1.249427963632955,1.8649549751286012,1.6414053639883914,1.9507000314563523,1.8802665923299864,1.881936950570135,1.7854273633614104,2.0267013313832227,2.473058172223575,2.002573934581041,2.159402013795221,3.9207019803544494,4.367058821194803,1.507100607393394
127,6.375,1.0057779513030414,0.9978262788725984,1.05105878183175,0.360185505785871,0.3313706653230014,1.3022534668265529,1.6308313091508448,1.6609760653273846,1.8328011755336655,1.7664827119452768,2.030660393346961,2.196913291047882,2.481918258535174,2.351290981770165,1.8644074956460404,1.8881579096033136,3.97819433784346,3.6575637494202526,1.3475936409124911
128,6.425000000000001,1.0012327047783625,1.0765778886938706,1.058179613019662,0.346090914777056,0.3177228070084451,1.3265800057456985,1.5254186195823027,1.7925152650344558,1.949805511800724,1.8103217080646,2.0225601199390386,1.975795724102297,2.466821880388076,2.2213088022451863,1.9407224272247416,2.268073198081926,3.729460567980077,3.998355844041335,1.3385115338985507
129,6.4750000000000005,0.9964091851406104,1.1033822460461524,1.0808754440123756,0.3938367446269213,0.3952333288277258,1.3353923268986576,1.6305227973948606,1.563314868469983,1.6129902941970664,1.636366965127458,2.129579302560354,1.991444428880763,2.002955668354063,2.3137591341331416,2.060511865720558,2.17562426045355,3.844753984081937,3.5569729972494573,1.4729688060731865
130,6.525,0.9946414707127302,1.0541031036379684,1.057346497803008,0.3960756639189904,0.3300630532658257,1.3293924206922,1.6315270617586104,1.6430369528468542,1.6660567350233424,1.602752334038,2.006383287428017,2.0063832874280165,2.1877512682124705,2.3124417550017826,1.9610412922319045,1.8590218030406471,3.604688618091014,3.389314140909476,1.377957114212496
131,6.575,0.9909321549832386,1.1009524569640974,1.1653698879566776,0.3846569299377064,0.3548595621256304,1.2440713621343904,1.5104556629103194,1.5444621693923533,1.6776543197803175,1.700325324101673,1.975984126645428,2.08762164792483,2.288569186227756,2.3555516989953973,1.975984126645428,1.9871478787733683,3.460763159661479,3.337961886254138,1.2142289176705647
132,6.625,0.9886552177074416,1.152040821215074,1.0796777655356569,0.3868770783713091,0.3508574883160493,1.406795886465945,1.479368690132839,1.515655091966286,1.6552181759410822,1.7082521478515065,2.100212954602533,1.8802953677331595,2.375109938189253,2.089217075259066,1.8912912470766272,1.8363118503592848,3.848557770214071,3.210796768292881,1.2255917353949946
133,6.675000000000001,0.986490375052209,1.1348465036859487,1.1260652608262944,0.4231556355881651,0.4126424520952912,1.4710369825797822,1.465537778906587,1.572772250533898,1.5480258340045188,1.6910051295076003,1.7980729585993638,1.928054136329438,1.9280541363294388,2.2421753158437845,1.7872411937885233,2.0147082548161537,3.314520032116897,3.162875324765143,1.1927099395282583
134,6.7250000000000005,0.986066054571206,1.2050546917180294,1.176556776711184,0.4259495347806227,0.3909931899809972,1.373395946794178,1.4736240533649565,1.5711432921905784,1.5684344244454225,1.4980038630713617,1.803449223063065,2.3476853791353505,2.326342784779575,2.080902949688152,1.910162194841945,2.048889058154487,3.361458611034706,3.425486394102033,1.1319197363688294
135,6.775,0.9837830853918048,1.153739299725887,1.1592547852960673,0.4821920633373899,0.4298908077902126,1.3665444751448546,1.305156735050457,1.4599606013754598,1.6521309181927042,1.537362534537961,2.0818450988534893,1.9661870378060748,2.197503159900906,2.0818450988534907,1.987215776178331,1.8400146075725297,3.259454447699909,3.2804831860721646,1.1860852178842156
136,6.825,0.9809393402579728,1.2283029879275853,1.2223739308659878,0.4726388526259611,0.4839520166515825,1.5254399629760984,1.3255547264481955,1.441277758122244,1.583301478813122,1.372895966678488,1.6681012761279914,1.7509882960598169,2.030731988329728,1.978927600872338,1.916762335923469,2.1447016407359887,3.0771806149690266,3.564141857068503,1.1583038142513806
137,6.875,0.9801537766915944,1.1676521876383477,1.2143972293453047,0.4633115331684269,0.4695055376225502,1.4877808114051876,1.4385337113760943,1.4981486219376268,1.5370279114342782,1.3711429429152333,2.1340410012606355,2.042144498814005,2.205516058719125,2.1340410012606355,2.093198111284356,1.9400372738733047,3.063216748221007,2.910055910809957,1.1827767525783963
138,6.925000000000001,0.9776421193846762,1.280430530497365,1.213241522150427,0.4664131098335878,0.4920536211071622,1.4025077902784937,1.4101717672745526,1.5174674452193546,1.576224602189128,1.3463052923074073,1.9825702107982663,2.0026978271515485,2.4857606196303137,2.0832082925646764,1.7812940472654477,2.032889251681472,2.918504371225875,2.606526317750005,1.196258178058067
139,6.9750000000000005,0.9758287905221058,1.2436894213044063,1.2805885368851375,0.4597501795377519,0.4717855245518291,1.4781625587135647,1.4227629398179964,1.342181675969896,1.604070783476218,1.415208446332236,1.9046480545914304,1.8748879287384397,2.1724891872683507,2.0038484741014004,1.8748879287384397,2.043528641905389,2.9760125852991086,2.90657229164213,1.1958711796844774
140,7.025,0.9738997092919744,1.3305123771384897,1.29180486669247,0.4805176682141003,0.5149251061849861,1.5490465867168626,1.3206615130342478,1.437336496328628,1.4100295853448377,1.290872155597386,2.2296882687591197,1.6527075325451366,2.1514535926623077,1.8482942227871648,1.906970229859772,1.9265288988839755,2.7675516669246965,2.669758321803682,1.2513556610382814
141,7.075,0.9727653397258936,1.242804987836369,1.301197970986653,0.4901264670697851,0.5088425135450035,1.6104438143984203,1.3901703443439255,1.3338782353299985,1.4635948343620904,1.353458099334842,2.1500767329561654,2.053660735962616,2.130793533557456,2.140435133256811,1.8126207434787407,1.9186783401716452,2.632156717923916,2.747855914316178,1.318144416040392
142,7.125,0.9712216392731224,1.2966004001983884,1.250811365086487,0.5086463098125031,0.5536286365306157,1.6024000126045088,1.3876204928427605,1.2645445882601838,1.3176361549428632,1.346595191315235,2.09148596022677,1.89184411856876,2.1390197320501056,2.167539995144107,2.0629656971327672,2.338661573708116,2.42422236299012,2.671397976471466,1.2228790359285104
143,7.175000000000001,0.9717247502469484,1.312121872553883,1.2835100157077333,0.5607253351450456,0.5709617002896811,1.6063219150043735,1.237462808595962,1.2469817532774696,1.3778672426481955,1.2636399064701072,2.0155644230919054,1.921817240622515,1.9780655501041489,1.8093206216592457,2.249932379265384,2.0249391413388453,2.3249301252408965,2.7092935733654016,1.3163826305727448
144,7.225,0.9699497188794284,1.244643799270258,1.253461679534306,0.5630864922142945,0.58776358948265,1.5583500641409649,1.23682301777453,1.2086600648081278,1.4081476483201487,1.2884550982129364,1.8490827705214057,2.0062548060157264,2.302108049299151,2.0802181168365816,1.987763978310512,2.366825946267401,2.607206706435183,2.3760713601200067,1.3075656734401375
145,7.275,0.96988854575176,1.2771675615959954,1.2567294017747452,0.5609047046563442,0.5797121602365374,1.6596856185844142,1.185159047022622,1.245342904879239,1.449042116086253,1.340248219191598,2.206741454742644,1.951415997169115,2.033484894246321,1.9696535298529383,1.8693471000919093,2.3161666508455854,2.617085940128673,2.580610874761025,1.3817722467080558
146,7.325,0.969452522005632,1.2966800845867958,1.3099771678227172,0.6089281940685222,0.5641861583036306,1.6919037134118953,1.2375328106197658,1.319730561878644,1.3562628957714775,1.219266643673349,2.194707634622551,1.8619036080609348,2.0597870833137875,1.8708983114815187,2.095765896996124,2.1227500072578778,2.25767055856664,2.347617592772483,1.3084539996311098
147,7.375,0.9707711406192302,1.3100470003156728,1.282119641781812,0.6459135061975931,0.5845517231088213,1.6217397570991854,1.2613531444104775,1.259100728081173,1.360459462899872,1.3131587199844792,2.0940646358503003,1.6858994949642243,1.9698404625371464,1.943220996827185,1.943220996827185,2.1029377910869536,2.315893516766645,2.3513861377132605,1.3385788471294864
148,7.425000000000001,0.9693350823722022,1.2715896363129109,1.2728420226914194,0.6106918382460449,0.5852020919540362,1.5399728259802878,1.3555316361442655,1.1755348123283873,1.3733091002248463,1.215534106509694,2.0309405934481384,1.899629779216577,2.1534973533975954,1.9346459963449936,2.065956810576554,1.908383833498681,2.2497919505007387,2.7225108817343573,1.411993224869576
149,7.475,0.9698945826707271,1.287998940536531,1.2604019053539444,0.6570408260075341,0.6172201698858657,1.6005646719673177,1.2936070636448185,1.26729641150289,1.2892219549544972,1.2037123354932295,1.9261257717032996,2.1420591541812484,1.9261257717033,2.1938831659759552,2.107509812984776,1.7965657422165306,2.17660849537772,2.1247844835830123,1.4164348529808612
150,7.525,0.9710891418766706,1.2591528269983627,1.1839613250633405,0.6452363288465386,0.635930035642021,1.6810506247995909,1.2526747899085753,1.3154167051198862,1.3024356192140971,1.29161804762594,2.139256732857952,2.096642056904606,2.0028897698072443,2.054027380951259,2.1136879272859423,2.0795961865232675,2.275623695908656,2.1307337976672818,1.4378539541564528
151,7.575,0.9704965995489128,1.280287983562754,1.2301513927277463,0.6091949691800497,0.63980778170166,1.5948804357412605,1.1828162803221662,1.2255172290702587,1.2554078931939232,1.3536200753145369,1.917660789232522,1.7830881022688363,2.2456817137065066,2.203627749030354,1.7494449305279147,1.8167312740097576,2.2877356783826577,2.279324885447428,1.4274317152933815
152,7.625,0.971658448042988,1.2211965085197238,1.2279259544337702,0.6304373128023121,0.6435294614707309,1.7131037798458102,1.2579618161967396,1.1589262963286546,1.2179261805053851,1.211604764343593,1.6020639545391704,1.9590004832706944,1.9673013327760784,2.066911526840692,2.174822570410687,1.668470750582245,2.241229366453761,2.1748225704106865,1.5317608413813233
153,7.675000000000001,0.9709094116290184,1.2498778555794925,1.187364427354198,0.6262259689590899,0.5983937036720192,1.682536898870696,1.3601719800512182,1.2021091811461828,1.2229069178442138,1.2062687284857891,1.7860844182490727,2.0892271864840075,2.0646480431136074,2.187543759965608,2.015489756372807,1.474748602224006,2.146578521014941,2.081034138693873,1.473243756711531
154,7.725,0.97100157854477,1.2403069736398704,1.2437779819616237,0.6711296678590187,0.6407129723858762,1.5992389008469614,1.3795745075342205,1.2625570269844424,1.2235512001345168,1.200968879326666,1.754951156995868,1.9086104748895152,1.940959804972388,2.062269792783161,2.1431431179903457,1.7145144943922763,1.9005231423687972,1.908610474889515,1.432448141781918
155,7.775,0.9727545766985632,1.2175528037312222,1.232401008654774,0.6605883507202664,0.6712430015383354,1.6253483552844767,1.3720209931765466,1.240290764880424,1.2483972404678776,1.270690048333375,1.4689916367567712,1.86019049654526,2.0917163523384463,2.235422055934217,2.075749051938917,1.4689916367567724,1.916076047943616,1.8681741467450257,1.521618555420527
156,7.825,0.9729480866472406,1.1877596029232051,1.2347437644312422,0.6741674421562196,0.6196602872584829,1.61864917961366,1.2264919000039232,1.2004814681930724,1.3105256027774372,1.2124862828750038,1.4581605712143115,2.128126239069537,2.06507064680081,2.23847352553981,1.931077513229765,1.4108688770127669,1.7813204815915376,1.88378581902822,1.5659341600409655
157,7.875,0.9740288524490676,1.2120631126913186,1.2172587292184702,0.6769637286181321,0.6543038548568557,1.6100130818588942,1.3077652272277158,1.199114037654416,1.2326971326134355,1.2030649900025356,1.393010017284122,2.1556635463000107,2.202356619505064,1.9611090746122848,2.070059578757411,1.4630496270917035,1.9533268957447756,1.7587724240570477,1.5356303565294926
158,7.925000000000001,0.9737361938193392,1.2096428974114737,1.2345613212297044,0.6479382975313566,0.666584003935136,1.5507490587513062,1.279611801938184,1.2776611741913273,1.3030193349004684,1.322525612369038,1.214117997589167,1.9748628188633928,2.143917223591,2.113180059095072,1.7135969206480035,1.4062252756887197,1.721281211771985,2.097811476847108,1.5654782886765524
159,7.975,0.976624971505741,1.236860983861434,1.2350516494789567,0.6739025554687842,0.6518073897157091,1.5101762520870878,1.267469354430234,1.2790268257472266,1.1788620743332878,1.2270182048207587,1.403824167543848,1.8591184921526644,2.03364798325271,2.3447657717354025,2.0108832670222694,1.3962359288003676,1.843942014665704,1.752883149743941,1.4769190387055358
160,8.025,0.9780306412466488,1.220424334877209,1.1954083162999312,0.6237082043517239,0.6746231598090074,1.5465837348903648,1.3829844714210282,1.240310695139629,1.2460176461908847,1.2212875249687756,1.4463373926869914,1.91845788874544,2.075831387431588,2.270674766757296,1.9784096977687355,1.2589879894891944,1.5812289629894043,1.7610843900592903,1.5393238719884272
161,8.075000000000001,0.980402295178372,1.2300647431251823,1.2258292260756836,0.6797641523521687,0.6950296617180697,1.5162173610193124,1.3283341688236106,1.2024524300524908,1.2888786984625136,1.2606962196331577,1.236043667445056,1.5913137035969271,2.0057954124407766,2.2500435622951884,2.0502041669597606,1.391474308261499,1.576510785423933,1.561707867250938,1.6150285827108053
162,8.125,0.9802511293927588,1.1727880039853325,1.1968434059695745,0.682953985149359,0.6501367157330908,1.538440841192393,1.349151377016731,1.3324493654718197,1.2229584008996228,1.2971895633214507,1.4255757328737513,1.849593130343892,1.8569037751278592,1.9811847364553137,1.7545547481523074,1.272052192410424,1.7691760377202446,1.5790992733370777,1.5730568016278796
163,8.175,0.9825583325804084,1.2497459254857597,1.214619421104512,0.6895197084791288,0.7044140350917657,1.4243559111407766,1.3198664813659708,1.3216996292567569,1.2282090868266666,1.3235327771475425,1.5887281720145965,1.7764869559799583,2.007574690091172,2.144783032219707,2.1664475072926326,1.3793049129763078,1.5670636969416707,1.5670636969416698,1.619530044737329
164,8.225,0.9851315933150828,1.1968351133564437,1.2240513751723945,0.6690447566884757,0.6525999308449035,1.5374780333620883,1.3111120096044195,1.3111120096044186,1.2368639538119035,1.3672507834963217,1.555203178979963,2.054580346542337,1.961838872566468,1.9047671962736248,1.7264182078584906,1.441059826394277,1.5694710980531732,1.4981315026871205,1.650346904636525
165,8.275,0.9860294411687917,1.247619859345817,1.25064479973755,0.6968978276672774,0.6524331809940278,1.443811805231507,1.2255403799053066,1.2827919013023426,1.3149958820881753,1.3203632122191464,1.4236978711043289,1.783146343511856,1.7479062971973929,1.931154538032604,1.874770463929462,1.4589379174187915,1.5787540748879678,1.4941779637332555,1.8369413529878127
166,8.325000000000001,0.9865558812793018,1.1991384711763473,1.2552598784399316,0.6606718328455669,0.6851724506876665,1.472480633472528,1.3893994932886031,1.205560374583749,1.262126257262166,1.283338463266572,1.3161209634552022,1.9706996436921784,2.0821172913920902,2.096044497354579,1.8105367751235584,1.4553930230800909,1.3509389783614238,1.5319926558737802,1.8712196011029725
167,8.375,0.990107258886706,1.2481915113088908,1.2255508135485569,0.7204248795652647,0.7212596708509714,1.3990588230737433,1.3903256219309594,1.3501528966741614,1.3082335311888054,1.346659616217048,1.3967828979274406,1.7270566865999395,1.947239212381605,1.9610006202429588,2.022926955619052,1.4174250097194725,1.5068741608182743,1.327975858620671,1.742362742282469
168,8.425,0.9906497075434028,1.2165595540761656,1.2324474587002945,0.6929262604977279,0.7399462567457882,1.3911319591706768,1.365242406580652,1.3065594207099287,1.303107480364592,1.3600644960626471,1.6318263450682415,2.0329836548975178,2.0193851020219493,1.9989872727085949,1.7406147680727904,1.3462567346812992,1.4822422634369874,1.3326581818057308,1.737770172828414
169,8.475,0.9917143860204906,1.234290092070477,1.2131418194649073,0.6815134515147548,0.6986328085504124,1.490751102334373,1.321890279529908,1.2690146683487118,1.2536636844573958,1.296305306377716,1.552155037899632,1.9284350470874216,2.0896979081679024,1.935154332965776,1.7738914718852945,1.5521550378996316,1.3438571756706772,1.4043307485758578,1.5634681212662471
170,8.525,0.9934414609474352,1.2223875618980924,1.2597558863291742,0.7412191570851127,0.6864333933005606,1.4564584587647005,1.3688012367094171,1.3637440892831516,1.3603726576656407,1.3721726683269284,1.534001385967451,1.7863479343084172,2.2113526473037277,1.866036317995037,1.7332223451840034,1.6402525642162784,1.3347804267508991,1.4875164954835889,1.7643252092249526
171,8.575000000000001,0.9952965707016486,1.2094259078189258,1.191271999264708,0.7023408444862782,0.7389708658540435,1.4278602844333623,1.3262272886918989,1.3778768439047735,1.3278934033761849,1.4195297110119325,1.4833469522524738,1.8312115030019465,1.818084538822721,1.870592395539624,1.975608108973427,1.6211800761343402,1.443966059714798,1.3980216850875082,1.8233755090786343
172,8.625,0.9957018824462004,1.1973005419519038,1.2034881416519143,0.7005181807430261,0.7068149733789187,1.3767694914046515,1.366888370652943,1.266430309677245,1.330657594563347,1.4261750951631906,1.6802895742929758,1.978719382854664,1.965744173786764,1.9268185465830656,1.985206987388613,1.5245870654781828,1.2975209067899425,1.36888455666339,1.7105429954359874
173,8.675,0.9981472377187214,1.1639658874629877,1.2184025474651978,0.6465612650279027,0.6823516599632624,1.4407130215450965,1.4000149135918454,1.349549259729813,1.3055953031403025,1.2844322870046114,1.5647805870025833,1.6930412908552532,1.917497522597429,1.9046714522121613,1.975214839331128,1.507063270268881,1.2826070385267074,1.3274982848751429,1.796696880091292
174,8.725,0.9982465016372288,1.203268783991588,1.1914779592238316,0.6599393980306214,0.7114731272474648,1.3019396150066538,1.4467783855265537,1.3486098855075106,1.2729718609026746,1.4194199510950172,1.8765642725945253,2.054077109191304,1.8068270867886476,1.9589809467287436,2.0794360858479863,1.7117309243260872,1.2108911353566036,1.4454616694309184,1.7740286144291113
175,8.775,0.9999246946627413,1.2039423025368132,1.2066323424382106,0.6600443656103522,0.6988257741888407,1.425564803541565,1.3110104889712595,1.3141925532648795,1.3603324855223635,1.3571504212287442,1.7674920758195936,1.7925628854056863,2.062074088456192,1.9993970644909569,1.9555231477152943,1.8301690997848272,1.2848789912872924,1.1908634553394415,1.8657287174630623
176,8.825000000000001,1.001840059933775,1.1808820672235545,1.1909296123400714,0.6976959702361858,0.6991996253444536,1.4440640996692211,1.3811419166770986,1.349680825181037,1.4708060274408736,1.387434134976311,1.5430235329204671,1.859064497494539,1.9644114856858943,1.9520177223692656,1.728929982669922,1.7475206276448674,1.3199357932211235,1.2703607399546024,1.6902310890486063
177,8.875,1.0028482189113956,1.1863143922057606,1.18806756618439,0.6839097314672157,0.7121581768973833,1.37184515232367,1.4605018118275803,1.4947201716361085,1.416951172071274,1.3096299526718027,1.8810671349288008,1.8014128262836069,1.8994488984623064,1.9055761529734756,1.7952855717724387,1.8136673353059447,1.1948146296779036,1.3847595195241342,1.7393274821041114
178,8.925,1.003846834271678,1.167569933580478,1.2005080608826744,0.713757151522808,0.7233131175061207,1.411885492407819,1.4303415119164182,1.4518735346764509,1.328833404619124,1.4195755005364024,1.6722272221427514,1.6661684278596265,2.0115197019978037,1.9085201991846623,1.8721674334859069,1.6964623992752563,1.4238166565345896,1.3753463022695829,1.7545773648480971
179,8.975,1.0053811950644205,1.1428825226723889,1.1803119252899097,0.7072804123489727,0.6876539260864626,1.3186314804473405,1.3551333899406928,1.374905257582925,1.4935364634363184,1.4433463378829603,1.7495107125854057,1.791451037887111,1.8633487384043192,1.8513657883181176,1.743519237542305,2.073050364912844,1.2761841841804502,1.1623461583615369,1.7814856253154228
180,9.025,1.006626151665879,1.1613361038964896,1.1200818286729155,0.677180118461411,0.6369231262811147,1.3461761231279268,1.4349184597363598,1.472521144739934,1.437926674536646,1.4484554263376457,1.6590760413697858,1.7420298434382753,1.9494143486094977,1.878311089693651,1.8012825592014812,2.0679197801359117,1.2324564878746982,1.4753926225038447,1.7877390813127476
