,r ($\AA$),g_full(r),O (DOL),O (DOL),O (TFEE),O (TFEE),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
181,9.075,1.0084641638876424,1.1379548760912344,1.1597526364878734,0.6903569352769046,0.6683167035636358,1.3328707075196464,1.4057620743371275,1.3760104960442785,1.3120446027146524,1.3774980749589203,1.74046733013168,1.881111154788785,1.9455729077566253,2.1272378479387197,1.8635306767066468,1.8869713141494977,1.3185358561603635,1.347836652963927,1.8351866406150383
182,9.125,1.00927409828352,1.150394722813071,1.124136313714743,0.6933602023490119,0.6546839233133169,1.4315957069190213,1.4933912050594096,1.408054564770301,1.438952313840496,1.4345383496876107,1.61711595782967,1.831572195964788,1.9301061432160576,2.011251746834751,1.773611050522864,1.8141838523322116,1.4258441778713216,1.333106345164244,1.7370600424788758
183,9.175,1.009674488458884,1.143085155018446,1.1693315493934215,0.7122550944110881,0.7052994782547297,1.3461792499536498,1.3956604331951896,1.4145797091404844,1.43204365616691,1.375285828331026,1.8804613666838188,1.737133518613406,1.954991847680433,2.069654126136764,1.628204354079892,1.880461366683819,1.341548657939066,1.3874135693215983,1.7760952928235685
184,9.225,1.0109788108680546,1.140734037603389,1.142086259079922,0.6907942726529435,0.6983627357995397,1.2941966128047724,1.436716595749903,1.4136830631527102,1.3978475094921408,1.5302903219260002,1.7523806902068886,1.9508704123986071,1.8544611187626288,1.7693940949661782,1.707011610848781,1.9905683568369508,1.4688239442187188,1.2363074125084197,1.6785980675262924
185,9.275,1.0129527452846512,1.1290032716708904,1.132748780155107,0.7180792867612651,0.7371373152250714,1.3999064336644538,1.4169958306166153,1.4226922962673352,1.4326611111560952,1.3813929202996147,1.9916052256115968,1.868181803179329,2.0308763145673185,1.9074528921350504,1.7223177584866485,1.946723981090772,1.3913185801455672,1.3352170244945347,1.7493380995757155
186,9.325,1.0141234681511784,1.156100385600421,1.1243393859960131,0.6949119884034847,0.6888517094348497,1.296174537701908,1.403249825599022,1.5286406232680108,1.39902316949782,1.4173386792696947,1.9481042211903208,2.092408237574788,1.9370039122376688,1.7094475787083154,1.8482014406164573,1.837101131663806,1.4041890825104004,1.3930887735577493,1.7810898788363962
187,9.375,1.0137379947189396,1.1595131218567314,1.1513954825664063,0.6648685455558612,0.6981785929283996,1.3465048564967907,1.4914701826620778,1.4203814169464073,1.399472956441799,1.3869278801390337,2.031711010649842,1.9218887938579587,1.7132265819533807,1.7516643578305395,1.9713087914143068,1.965817680574712,1.2849199364650357,1.4825999266904255,1.649350394635652
188,9.425,1.015093056915532,1.1363615457292922,1.117448095469776,0.6657427807907479,0.6947454365875725,1.2950192852719222,1.4687918411231065,1.4867207556156885,1.4094885085707178,1.42190083398866,1.896118532700394,1.945015572225618,1.7983244536499428,1.7765924360831764,1.6353343218991936,2.1732017566766686,1.3528180935312266,1.4125811418398346,1.7270301307140707
189,9.475,1.0159043935913064,1.105941954262678,1.1036347040103924,0.6743881366495413,0.6893890333061562,1.3209619017056815,1.4546956479527442,1.4246737865503427,1.3550776532993207,1.426038416614088,1.6181204361928154,2.005179145182459,1.8116497906876377,1.4353427125032627,1.623496251595451,2.10194382242987,1.510604128140137,1.413839450892726,1.6979896936033794
190,9.525,1.0159269752118056,1.128861555147742,1.1319056761953314,0.7034680219901175,0.682815749784903,1.2652693998340825,1.4178579187041471,1.412456555204322,1.4219089413290165,1.38004837420537,1.792679810055661,1.8990703032340384,1.7554431374432289,1.707567415512959,1.744804088125391,2.1065317649318747,1.4469107072259342,1.3564787880243132,1.5852726292216932
191,9.575,1.0168136256217934,1.1414530157425458,1.1309095746470572,0.7044428873949752,0.6910310101190964,1.2240278560585327,1.425805373814906,1.4565396977115714,1.383044575349979,1.472574997135919,1.810855025901072,1.837175593138007,1.7424215510850432,1.700308643505949,1.6897804166111747,1.789798572111525,1.326556588741483,1.3949900635575114,1.6573900042767429
192,9.625,1.0154492905457817,1.1199357086920658,1.0975767437891637,0.6705972360821119,0.7003032399424881,1.2668857057154532,1.432189164185631,1.4229321705113016,1.4255770258468252,1.4216097428435397,1.6358029514552004,1.8441854930418504,1.4743064817255471,1.672269896232864,1.6983177139311951,2.0525680346285,1.344067393233891,1.3753247744718884,1.5612742975509974
193,9.675,1.0161375601592044,1.1319937754962313,1.122158903424152,0.6887049956562507,0.6980878975044282,1.1936205969571174,1.439673965628102,1.4095716918013326,1.383395801517185,1.4226596369434064,1.902511298379616,1.9953167275688648,1.6447184395205887,1.541601295976979,1.7426797258870192,2.2118627290104484,1.3766138663072016,1.3611462947756607,1.5833742612696455
194,9.725,1.0168559404292072,1.0958053289704317,1.1104063326875595,0.7262174223806375,0.6989765301515259,1.2344886573533955,1.4391572909964565,1.4482248886895026,1.402886900224268,1.506516588144805,1.8421747174662129,1.877895556863064,1.6737764745953396,1.5513050252347054,1.7656300616158165,2.0564997538473224,1.4084216676472985,1.5513050252347058,1.604938355524437
195,9.775,1.0169410697037562,1.1014844238394392,1.0949810170072358,0.680201096943336,0.6391439136143237,1.2308670161735538,1.437293672010994,1.4321650594436033,1.4026755371811124,1.4090863028903498,1.954700744434709,1.9193444002201268,1.7274099601981143,1.3586937991031949,1.8132753675763835,1.7829699296781711,1.4041519559505136,1.4445592064814643,1.5749550532203698
196,9.825,1.0161157489412038,1.1243962249612662,1.108421978338619,0.7102964889279557,0.6660166907283478,1.21583273926881,1.4252402569925602,1.41635630169519,1.3325932946056886,1.371936525208333,1.9598543807534168,1.7198722116815706,1.6298788982796273,1.514887442266034,1.7698684969048717,2.1298417505126417,1.4198945003417616,1.519887070788364,1.5488645095708489
197,9.875,1.0166428931409013,1.0988779856089836,1.086369280016785,0.7247378810800656,0.7055236207697406,1.2022953884179814,1.4485335243949136,1.4724035477804327,1.3781797712586477,1.3756671372180669,1.8955158921291693,1.8559228708836504,1.5342295732638178,1.5837208498207158,1.6876525305902,1.8856176368177904,1.4352470201500231,1.5045348073296805,1.6198797824888158
198,9.925,1.015785830990105,1.1074599517455177,1.0936751126837063,0.7103212122242165,0.7025938684929074,1.243690825394187,1.3444297822511155,1.4638241014889577,1.3817405070129414,1.419051231774767,1.8176729851139892,1.8911638066145544,1.6020999087123302,1.5678041920120656,1.940157687614932,2.0283466734156117,1.597200520612292,1.45021887761116,1.4881141447522694
199,9.975,1.014384914366552,1.1273803077699318,1.0910654312168169,0.6620253699091302,0.7226374704430328,1.2164789730454717,1.401167076240634,1.3851607739637195,1.3790045038572138,1.4245609026453538,1.7218900934256085,1.7267404880549764,1.493921545845316,1.503622335104053,1.653984568614457,1.9644098248940025,1.455118388810373,1.3872128639992218,1.582663970033648
200,10.025,1.0144593561334976,1.0875372583387488,1.1335669464680578,0.726516728842842,0.6956383113378931,1.2567919271041623,1.3811302166915769,1.3299320974497006,1.375035202496116,1.4103862848297928,1.805601781055504,1.8920401641911408,1.4406397189272642,1.5174738372700516,1.67594420635205,2.084125460048108,1.5895058232164143,1.5654951612342938,1.4472549013100948
201,10.075,1.0144499468470058,1.1196227705174755,1.119396034435962,0.6939424492451287,0.719900396224373,1.2346930760096726,1.4084915148614745,1.4145261828771616,1.486942199065412,1.4543549917807004,1.9636443985591807,1.906589355501772,1.654596248664879,1.635577900979075,1.906589355501772,1.9779081593235328,1.5642590971573134,1.4739219456497483,1.4665474843021906
202,10.125,1.0145968638282297,1.1213887220318788,1.106571573752778,0.7008134764600745,0.7133789992653895,1.2392593092861544,1.3922247785133746,1.3981999921550627,1.382664436686673,1.400590077611738,1.8124814713121185,1.755988542336157,1.369953527667083,1.4970626178629969,1.7842350068241384,2.0761151398666096,1.4217387125617142,1.506478106025658,1.5820902405564088
203,10.175,1.0133711936060448,1.1159523349941232,1.1088386946116902,0.731269808596497,0.6549191325249373,1.270892894554568,1.3655590319515574,1.4507585556088471,1.3702923388214066,1.4827083769803309,1.6921572059711687,1.9019287604304045,1.300583637647263,1.4450929307191802,1.752757877259392,1.9485446614213444,1.594263813890192,1.4311081604218978,1.541464170931064
204,10.225,1.0121983005779138,1.1129898514309724,1.0876746154905923,0.7140547528835477,0.7302959982432515,1.2444326524099736,1.3569237396334737,1.30888067113177,1.386218293597927,1.3932489865493956,1.8926057288549785,1.938766844192904,1.4817718023474338,1.463307356212264,1.8602929481184296,1.7125773790370655,1.4910040254150194,1.4586912446784714,1.543524069906639
205,10.275,1.011934087609938,1.126599683016586,1.1078520876722695,0.728197252884078,0.7126682939497645,1.264842237594889,1.3449102324518123,1.4284594444764296,1.4133741700830948,1.3518726667871972,1.787376450846489,1.7873764508464878,1.517670029874768,1.4856709629798168,1.645666297454568,1.9565143758626529,1.4491006008141616,1.4536718960848682,1.4254044987986578
206,10.325,1.011328053412115,1.1213278629996828,1.1431326597195457,0.718415349586118,0.7200630912136091,1.2365329169258317,1.3951217111040517,1.4284483417646916,1.3640934687648347,1.400867681907611,1.8515955613649464,1.7067274489843152,1.3853013246397887,1.344557168032736,1.661456163865367,1.824432790293578,1.4622625093419983,1.584494979163157,1.5351123222323857
207,10.375,1.0098689405145456,1.1037039242369917,1.1054144301249993,0.7365300004020382,0.7207549856223785,1.26675460857693,1.3919504818414965,1.4010556362607385,1.3259381123019975,1.4124370792847898,2.0086522476386626,1.8248246981895888,1.4706203955925918,1.4213008091550356,1.663415142575767,1.9862342538034092,1.4347516054561875,1.371981222717478,1.459960410768891
208,10.425,1.0098735810832171,1.0670948805631475,1.1217308161029955,0.739718372825153,0.7214005107158629,1.2377238520615637,1.3391766268207088,1.3820122428301256,1.3019772760756887,1.3944120264117978,1.834006557851338,1.771836844025869,1.5187172948793164,1.421022030296437,1.758514762491841,1.9805494547256592,1.447666193364495,1.42990341798579,1.5342144101331865
209,10.475,1.00894708620606,1.1265692745015912,1.1215352654552246,0.7348080079869109,0.7118619336634271,1.2616646518901566,1.3353547996996702,1.355452112738628,1.3643842518670544,1.3655007692581074,1.706579915294705,1.750563933730136,1.451472608369208,1.4426758046821229,1.8605239798187116,2.071647268308779,1.4118869917773211,1.4426758046821226,1.452953702867544
210,10.525,1.0080867268235554,1.1266946093891683,1.1117357283498872,0.7178001956867665,0.7304859134308621,1.2342227540563573,1.4144900559481008,1.3403924533300222,1.2972610130000966,1.4034307122737608,1.8516022363857303,1.808035124941361,1.402860988508717,1.5466324562751397,1.63376667916388,2.082507927040894,1.4987086336863318,1.4464280999530883,1.4787922398831932
211,10.575,1.006611748758493,1.094044655539569,1.1541389067467838,0.7361606302951516,0.7529153530330209,1.3617078698997116,1.389095397451999,1.4197694283105604,1.3058373136930463,1.436201944841932,1.7478222128823198,1.7521378232844989,1.3680484974906053,1.3896265495014986,1.7694002648932128,1.9074997977629269,1.6442475632300335,1.501832419958142,1.4517625319247016
212,10.625,1.006524445568911,1.1335162499052158,1.103343515195509,0.6955349009846087,0.6955349009846086,1.2566787183647568,1.2935760209765024,1.395586210550152,1.3586889079384068,1.39775664011555,1.8126375400707964,1.6501841756304894,1.5646824048724326,1.4492550143490572,1.4962809882659878,1.851113336911922,1.6501841756304894,1.4749055455764737,1.5273844385468525
213,10.675,1.005345691659976,1.1330209434390526,1.1112087755439697,0.7589143454138879,0.7429858791255808,1.282561686523749,1.3911440254499017,1.306213285101723,1.3545915549203054,1.369642572197198,1.8338133387797992,1.732170105221566,1.3467728446465963,1.334067440451817,1.7956971261954608,1.9312214376064387,1.558529581226249,1.423005269815271,1.4532130165232655
214,10.725,1.003878387850235,1.1224812900903436,1.1342863517864803,0.7208031788582663,0.7681440656053133,1.2940625518746176,1.3696826680746994,1.354771659246513,1.3760731004296345,1.447432928393091,1.7664058726548897,1.7454271805806036,1.5188573061783135,1.3929851537325972,1.5104658293485993,1.8629078561966057,1.38878941531774,1.4936828756891705,1.5908698777475996
215,10.775,1.0037002991488266,1.1229908431314422,1.108123356240911,0.7721268980954338,0.7272416636535697,1.2567555287736127,1.3643869846383552,1.3548900914738184,1.2599211598284576,1.401319346944885,1.8498157224525749,1.621186812935964,1.4382836853226744,1.3925579034193534,1.6461281485195935,1.8456588331886352,1.5796179202965797,1.6128730344080873,1.4193655974480164
216,10.825,1.00251959186936,1.1336562274631343,1.1187293609892617,0.724536465745198,0.7680086536899102,1.2775826452533252,1.3654033835522454,1.2713097353748315,1.330902379220527,1.3110381646052949,1.8327668508630863,1.6474308771803028,1.5279921385847308,1.3673676280596512,1.775106770161776,1.7174466894604652,1.4291462859539128,1.6309565684084997,1.500590992362243
217,10.875,1.002330246900506,1.1316237680512615,1.111190320820757,0.7327422729549468,0.7540314065610703,1.3715229172282686,1.3839536385324522,1.330087179547656,1.3197282451275032,1.3839536385324522,1.8118718022158689,1.7180135782272086,1.4813276220818925,1.3629846440092348,1.5670242613758858,1.7833062557845372,1.534377922597222,1.4609236603452267,1.4524705904828938
218,10.925,1.0019337177426193,1.0939079334969228,1.132666173340547,0.7790326809189263,0.7746175082940709,1.312808183004859,1.3087024498289246,1.369262014173949,1.4092929126393057,1.3815792137017515,1.7184981664420236,1.6214535641017678,1.589105363321683,1.5163219115664908,1.6214535641017689,1.860021544854897,1.4556690351038315,1.661888815076874,1.409251017402817
219,10.975,0.9998547316529512,1.144916023488184,1.1156816857722809,0.7714644996384992,0.7145890450337703,1.28358290923324,1.3201985865172314,1.389361532498103,1.2988394414349027,1.458524478478975,1.7990379487092214,1.6147267112022636,1.510550794350505,1.474489900055665,1.746949990283342,1.6027064131039837,1.4264087076625458,1.4905169641867049,1.5340598807672077
220,11.025,0.9999259615813978,1.0968752210439034,1.084189110253304,0.7615926735445951,0.7538852208079007,1.3082511699068782,1.382835597158888,1.3435275882017474,1.31631435123142,1.3667092345098049,1.7152585726752156,1.5921728880619477,1.5087922630013468,1.4889397332250134,1.6318779476146144,1.5802613701961472,1.524674286822414,1.5643793463750812,1.4760558465538431
221,11.075,0.9987920880351424,1.117015791596039,1.135404427170777,0.7633242936874084,0.7638016697309898,1.247523142569086,1.4073339534666465,1.2794853047485977,1.3663824331741468,1.392351689945001,1.7666964075929223,1.522742783381873,1.3889617636532328,1.4951996322612695,1.5463511986281036,1.6565238031105134,1.3496144049095151,1.4873301605125275,1.4415587431984087
222,11.125,0.9985462424296838,1.1021629167227087,1.1190849388961133,0.7678326541412818,0.7697250328329422,1.2699898967325838,1.3551178243389763,1.2897870891991865,1.3155234394057702,1.4125296824921252,1.719656127439926,1.6299688464169817,1.3999014733581252,1.501287095384063,1.653365528422966,1.69625944543394,1.5168848833880515,1.4388959433681006,1.4496393177586042
223,11.175,0.9974760483174768,1.120703822166568,1.1457680747261223,0.76285253375762,0.7539439915686863,1.3224171841399168,1.36263907178809,1.389126656336887,1.3292843356896058,1.350866811988625,1.8511581255371083,1.3951316979517656,1.4840182050234847,1.271463514199809,1.627009542486686,1.6347388039711828,1.3912670672095164,1.5651754506107072,1.462723300933543
224,11.225,0.9967567836529838,1.1006958973482972,1.1299211452035454,0.8150889393099553,0.7467776085924163,1.334969980347947,1.3233023621657376,1.3427483924694217,1.353443709136447,1.3194131561049998,1.723625413281135,1.5014692489026764,1.4555059045485137,1.436354511067612,1.750437364154396,1.6546803967498882,1.4210333962828905,1.455505904548513,1.4548805529246471
225,11.275,0.99637254883628,1.1353104249451462,1.1161200398320568,0.7585926221778249,0.7461566775519587,1.272080216088582,1.227750147952162,1.2894267644897903,1.343393803960215,1.3954334491638387,1.6931866604411396,1.5223494413383336,1.3742905181159022,1.2869737172411342,1.6172590075065594,1.6400373033869335,1.4729964669308568,1.57929518103927,1.430500224446552
226,11.325,0.9957603331282296,1.1188476880719576,1.0985702560347268,0.7875185652928764,0.78112711027021,1.300991205229255,1.3449307026158517,1.332513018571814,1.284752695325512,1.3602140060546684,1.7196610933713787,1.5089367580786055,1.3960487213146202,1.5051738235198064,1.6142989257249922,1.6293506639601891,1.5014108889610072,1.6180618602837915,1.4495745455489724
227,11.375,0.9955429828082484,1.112234997855006,1.1022741534795255,0.7987116664472509,0.7652246050777909,1.4079325145256951,1.317983900618539,1.3653252763591477,1.2867385926297374,1.377634034051706,1.6821968846496196,1.5329998217095209,1.4285618776514513,1.66727717835561,1.6859268112231218,1.6523574720616003,1.394992538489929,1.6001385000325643,1.4556989964974438
228,11.425,0.9949511339322415,1.1044607234729986,1.1101029238483393,0.7894931848730811,0.7980161226643244,1.3430769726159042,1.367479489239254,1.3402612976209032,1.328060039309228,1.310227431007549,1.5344006664682048,1.5011245074363635,1.4308748383691448,1.434572189372683,1.5344006664682053,1.556584772489431,1.3902039773302284,1.4752430504115996,1.3135028080425517
229,11.475,0.9941889024688172,1.120200684859828,1.1156562601747988,0.7657304186756031,0.8084192225042082,1.3248853372857314,1.3276765283052945,1.3295373223183362,1.3807091576769848,1.2709223109075207,1.6896573515392832,1.4330933285289795,1.543049338390538,1.4514193301725729,1.5870317423351616,1.5063973351033533,1.598027343321318,1.359789321954607,1.3909435247487132
230,11.525,0.9929393482933272,1.1127545781119348,1.1359730635474694,0.785991088560072,0.8040649161713805,1.4858924331434282,1.329094348950764,1.3549199157589662,1.352152890743802,1.3632209908044608,1.6386937034252984,1.591458629934104,1.4061518031609543,1.540590089251279,1.5914586299341045,1.624159834658778,1.442486475077259,1.417052204735846,1.489017100847627
231,11.575,0.9945711092707852,1.1119226325641778,1.1093459541324673,0.8194216336138463,0.8207327082276288,1.360613063804447,1.3222086628099667,1.3642706258039214,1.3075784148120695,1.3578698923048411,1.6641907097608144,1.4984920676634168,1.4624706237292004,1.48408349008973,1.538115655991055,1.4912877788765737,1.552524233564743,1.520104934023947,1.5125698360581163
232,11.625,0.9938375568927036,1.1132777520744128,1.1114044072261924,0.7677608332769204,0.811521467679273,1.3643452626768533,1.343494803513021,1.2891023013465015,1.2628125919660174,1.3162985524297617,1.6677620234996835,1.3392093336453568,1.2499287114023332,1.6213360999333115,1.5534828270286152,1.492772003903358,1.3677791327631248,1.453488530116427,1.463509824449828
233,11.675,0.9935080647721728,1.1363503754375288,1.1122050405656765,0.7964235908543479,0.7998601543531803,1.3859396239751638,1.302351825642031,1.356279437469858,1.3994215269321202,1.312238554477133,1.6181007165107186,1.4021179075235108,1.614560014724043,1.5225017682704791,1.3631701878700802,1.564990189710586,1.45876913611032,1.564990189710587,1.350849990836854
234,11.725,0.992880194574884,1.1080966909965877,1.1029069346254003,0.8152004312810989,0.8096635422494092,1.3759267531720136,1.303744067286694,1.3295872511221796,1.3794913302527705,1.278792027721398,1.6745410968008432,1.5025232482825173,1.3761427881466035,1.390185061495039,1.562202910013365,1.54816063666493,1.6253931400813209,1.3761427881466042,1.3984599725753677
235,11.775,0.9930973175185864,1.1083336777606625,1.1038518731628577,0.7749298903027746,0.7837982977667306,1.359848465813725,1.3006477853656953,1.2909282706652712,1.3165524457845683,1.2467486583906209,1.5489639818718184,1.364480631221915,1.371442267095497,1.406250446463403,1.580291343302933,1.566368071555771,1.4410586258313087,1.4306161720209365,1.4100509313535734
236,11.825,0.9922130665957696,1.1009558105452957,1.114452353595784,0.8169644368776644,0.8265954886706867,1.3781616374432446,1.386046859780809,1.3150798587427273,1.2931764633606035,1.3212128094497222,1.480669527831586,1.2908401011865105,1.2770343247032336,1.4081892012943755,1.4806695278315865,1.4910238601940449,1.5807614073353535,1.2977429894281498,1.39698961731049
237,11.875,0.9925594403792124,1.1173279284086737,1.0925201800712323,0.7532137382693767,0.8204797942779983,1.426525878385303,1.314454113274644,1.3153228866475946,1.3205355268852996,1.3761370227541545,1.7488671262159163,1.3826659862842086,1.3689762240437704,1.5709002170902258,1.4682270002869435,1.5058738464481476,1.516141168128475,1.423735273005521,1.3725732789181715
238,11.925,0.9928922062201474,1.0934120784314785,1.08224490356295,0.7716156067191734,0.795496986222755,1.3913279029619834,1.3344686821598215,1.4033889497988057,1.3921894063074702,1.3620367892154153,1.5509670834969784,1.5102414708012142,1.3167948104963405,1.3609142242500831,1.5339980782070768,1.44915305175757,1.4695158581054515,1.3643080253080635,1.389657641373794
239,11.975,0.9919930539200404,1.1050041454358506,1.0907201412319587,0.7860096662261823,0.7864179829359105,1.3874224888821536,1.3959657308087683,1.320785201854563,1.346414927634406,1.3532495211756972,1.4034216510356317,1.4875596397068325,1.3933250923950866,1.3361112600986709,1.4875596397068327,1.480828600613136,1.3832285337545438,1.4606354833320483,1.388276813074817
240,12.025,0.9928436808935888,1.1206633945412026,1.0840560119613871,0.808236704851069,0.8005430688830476,1.380992082097926,1.3343941897571985,1.337783127381979,1.334394189757198,1.3352414241633932,1.4518516869796922,1.4852275878298002,1.361736754684401,1.3450488042593476,1.561992159785048,1.481889997744788,1.4351637365546388,1.4551892770647026,1.3778797924425152
241,12.075,0.9928419844221968,1.104140797737045,1.087882541530195,0.781076433432598,0.8320773110911791,1.3166443415597222,1.3510938744275898,1.3300880617032798,1.3099224814879435,1.3292478291943075,1.3902028784815774,1.2776626454616409,1.4133729264562715,1.479573063526822,1.436542974430963,1.3902028784815774,1.3504827962392472,1.4100629196027428,1.3464297266226817
242,12.125,0.9926081371920468,1.103819958751575,1.0964622026799071,0.8435496975105737,0.8252289769791825,1.430805382182675,1.2641419713285498,1.3274740674531162,1.2858082147395853,1.2824749465225032,1.4805266330874898,1.3459333028068092,1.391892000951432,1.493657689700239,1.4706783406279285,1.434567934942867,1.4805266330874909,1.5757267935299228,1.3906190924022357
243,12.175,0.9927444525605637,1.0873195932734736,1.117130440325952,0.8251800468922008,0.8433505984274047,1.381885637021108,1.3116342738950348,1.323205086645212,1.3025429210198964,1.3198991401451614,1.507461513924543,1.370715545058817,1.4260651038854208,1.4976939447198483,1.3837389706650771,1.44560024229481,1.2828074222165653,1.3804831142635123,1.3671606814367
244,12.225,0.9925542768631348,1.092611322261828,1.1038531300877774,0.7847502026672598,0.8066902981986462,1.3648668220129367,1.3378154075225912,1.3312574888582644,1.3287982693591414,1.2673177818810812,1.5403656680866715,1.2981698083246176,1.3692139271881538,1.4337994897913682,1.4402580460516896,1.437028767921529,1.4015067084897614,1.2723355832833314,1.3505631983955926
245,12.275,0.9938522620922184,1.0904491484949634,1.089685421678536,0.7978002637167159,0.7845877897925234,1.415564129355085,1.2984812835037738,1.27083672267777,1.2700236473593576,1.2838459277723606,1.4637819596015105,1.4317517197852856,1.4221426478404176,1.383706360060947,1.431751719785285,1.335661000336609,1.4797970795096238,1.4926091754361144,1.3449759170178586
246,12.325,0.993794573040428,1.086316414702278,1.0902556374055217,0.7778494314594531,0.7990494902950678,1.362164563573698,1.337163319363642,1.3573256130814289,1.2661920454770312,1.3258724348816813,1.4042732085139993,1.3883877649787726,1.3693252327365009,1.4868775148971756,1.4138044746351346,1.3407314343730936,1.3566168779083194,1.3883877649787724,1.358691711349656
247,12.375,0.9937819061560154,1.0763535522954693,1.0808621541621073,0.8270168185755957,0.7937526192154116,1.430378219278,1.3879788649034286,1.3375796323449758,1.33997959580014,1.3079800830646144,1.3551308802393094,1.392948486199476,1.2794956683189758,1.496946902589935,1.4181602235062536,1.3078588727891003,1.4937954354265863,1.3929484861994763,1.4114070795847973
248,12.425,0.9944657343896552,1.0803799560160847,1.092306325062764,0.7998932410412433,0.8211327012111385,1.4014309301551726,1.3228682675926784,1.403018054651383,1.2903322154203334,1.3085841471267712,1.4005171312028069,1.4192740570671305,1.3473725079205574,1.4286525199992917,1.397390976892086,1.41614790275641,1.3723817424063218,1.4192740570671305,1.263221537801364
249,12.475,0.9940155926882456,1.0914059313301987,1.0495539152642843,0.7731770677444123,0.812682465366389,1.3469227846217755,1.2926050335178,1.3390506467806196,1.279222399187835,1.3217319435300772,1.3924141993583947,1.3272901499451957,1.3427958759959575,1.5691794763370768,1.4451336679309843,1.4017176349888518,1.3520993116264144,1.352099311626415,1.2907092942009504
250,12.525,0.9945323057745584,1.0752273769909029,1.0585025958506438,0.8259888718740025,0.8147915532313358,1.381484978629321,1.3541520367118385,1.3088574472485823,1.263562857785326,1.3072955648532978,1.347478539204715,1.372090019372838,1.5136060303395429,1.572058295738834,1.48284168012939,1.3782428894148684,1.384395759456899,1.4736123750663432,1.2565981373083954
251,12.575,0.995404516609666,1.0853235364528513,1.078482956298193,0.794994845877579,0.8072141425305642,1.3689713833437185,1.2713537295229436,1.3836915057452632,1.33643216540346,1.310090893737537,1.431396910402266,1.342888359439226,1.4130847964099127,1.312368169451971,1.4222408534060895,1.3154201884506964,1.446657005395894,1.2696399034698136,1.345286374366795
252,12.625,0.9958551753212228,1.04367778738809,1.0778990983469965,0.8298540501313874,0.810016901522669,1.343545773348551,1.327404777215645,1.3197185885809275,1.304346211311494,1.3573809128910423,1.3171332342219777,1.3474121591466204,1.3534679441315498,1.5623925261115874,1.2807985243124056,1.3898026540411212,1.4170536864733,1.350440051639085,1.321397001201162
253,12.675,0.995479907527362,1.0840239378879004,1.0698415181904108,0.8265999587322822,0.7908826765648379,1.3283913269785808,1.2826373203088253,1.3497431967578006,1.3466929296464831,1.378720734315313,1.4088998922500109,1.2887378545314594,1.47198496205225,1.44795255450854,1.4179120450789018,1.2977500073603518,1.4028917903640836,1.3187783639610973,1.3322352860423323
254,12.725,0.9958798072580656,1.060455715189607,1.0809228942523736,0.8132463876842456,0.8005902633761318,1.3558019197270776,1.3088935943793771,1.3096501802720826,1.278630158671184,1.2491233088556948,1.3501619157996425,1.475342490774442,1.3412204461585848,1.5617766973046625,1.4991864098172614,1.4753424907744426,1.40977171340669,1.2965130979532986,1.3669499812481571
255,12.775,0.9963138866155594,1.0707859539243618,1.066273225025958,0.8262669737927932,0.8431295650946871,1.3444590962193352,1.2701422617549505,1.304673316152543,1.3091773667261424,1.2566301100341528,1.354399854303491,1.3662286739917304,1.3632714690696712,1.4342443871991113,1.3928435182902714,1.2686409115637505,1.3987579281343911,1.2775125263299305,1.2148680628789443
256,12.825,0.9970096214722108,1.0449623652572235,1.0798037724544711,0.8408401167837631,0.799545682597939,1.3637897643524106,1.303458267403997,1.2744097688732792,1.354106931508838,1.3064376005866347,1.3115837215384631,1.3350572557046996,1.3614649816417153,1.440688159452764,1.3379914474754795,1.2822418038306678,1.370267556954055,1.4377539676819846,1.2785291530186609
257,12.875,0.99724201483288,1.0744877368030614,1.0492187397623385,0.826551016647187,0.8353816899019648,1.367259932862802,1.3317850805506872,1.3480443878604065,1.3022227036239231,1.2475323063094108,1.24318753273078,1.3334423653177927,1.4149628592673509,1.266479102430654,1.4353429827547413,1.3188851342553711,1.479014675942006,1.3945827357799625,1.2862650532216189
258,12.925,0.9973635196630538,1.0672927237509229,1.073079001587188,0.801241451726223,0.8149109253121033,1.3552352889120958,1.2576994158464518,1.3134342004553914,1.2936336848706362,1.2657662925661668,1.2798111027228054,1.3115897079822885,1.3173676362112854,1.4098144878752352,1.4213703443332286,1.2566993898068184,1.4300372366767249,1.2913669591808,1.249093749587014
259,12.975,0.9982790547095391,1.0686524340729275,1.051973964460941,0.7954258896398264,0.7745576983943568,1.3222514038591158,1.3244345377124882,1.314974291014542,1.3106080233077966,1.263306789818066,1.2871668992054268,1.36743565906679,1.3301680205597284,1.4104367804210909,1.3330347619833478,1.38463610760851,1.4735050917407333,1.3330347619833485,1.310919899572566
260,13.025,0.997687593231203,1.0433702560987503,1.047711414361026,0.8266056105697948,0.8169417453940312,1.322229148685711,1.324395553626212,1.22979587122434,1.3099528540228724,1.2413500309070116,1.3370438572182273,1.2374767614679345,1.28299314809664,1.3996288888326978,1.479282565432933,1.3455781797111102,1.3768706955183454,1.3854050180112274,1.2529778778325569
