,r ($\AA$),g_full(r),O (DOL),O (DOL),O (DPT),O (DPT),N (DPT),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
97,4.875,1.047005778150019,0.3082441814929469,0.3443962768532307,0.3939516221103527,0.3886636808739719,0.1163347072003725,0.6431560219925484,0.9723303639572386,0.8710459510450262,1.1242569833255571,1.1293212039711678,0.8378983250010302,0.7580984845247417,2.6333947357175216,2.2742954535742226,0.7979984047628859,1.2767974476206172,1.6757966500020596,2.4937450148840163,2.9827226088229084
98,4.925000000000001,1.0495493729129466,0.3560820548642993,0.3411676232469463,0.4611194851654253,0.4481666906383063,0.0984412384061019,0.76413516759522,1.0370405845935131,1.1263550847020458,1.1114693346839577,1.1362789180474386,0.8209716676642865,0.8405186121324839,2.502008891929256,2.502008891929256,0.6841430563869052,1.348739168305614,1.837412780010548,2.052429169160718,2.863228447356854
99,4.9750000000000005,1.0576462253704937,0.3599227683158774,0.3717983926511728,0.4620524038567963,0.4392036586111308,0.0736237346804784,0.6564620268658582,1.001712426180495,1.1086914231512277,1.2837479636487903,1.0649272880268374,1.3026092744094704,0.9386449183244712,2.8542467924560437,1.992225949096836,0.6896166746873661,1.0918930682549974,1.8389777991663108,2.1837861365099926,3.1929955728509416
100,5.025,1.0589579341796402,0.4056256509110446,0.3966714422816615,0.5599077444156285,0.4529031532606417,0.0671889293298754,0.5052377779865339,1.0581394972925515,1.0247747383689123,1.2726272332302309,1.0867378620842425,0.9200585036518626,0.7886215745587395,2.3658647236762174,2.234427794583094,0.6759613496217767,1.4270295158681952,1.9527772322406876,2.2532044987392545,2.510138787243451
101,5.075,1.0627224249302225,0.4169854756122954,0.4046953773837226,0.5538088898844368,0.502575468353277,0.1024668430623187,0.5373879214449624,0.9859900123903222,1.0093547046270597,1.2056181194156546,1.2149639963103491,0.7363418159456674,0.8283845429388759,2.0985741754451497,2.4299279926207,0.4233965441687587,1.2517810871076347,1.5831349042831844,2.6140134466071148,2.268759299232596
102,5.125,1.0646829238488142,0.4174971150870311,0.4114713835290741,0.5813327113366858,0.5167401878548319,0.066984839166367,0.4765492843550118,1.0355782525406978,1.0080850245971391,1.209702029516568,1.0905647084278145,0.8484021350259675,0.7220443702348659,1.823162034843035,2.021724236657623,0.7581465887466092,1.1011176646081706,2.43689974954267,2.5813086235896434,2.2429424225382557
103,5.175000000000001,1.0652173638334137,0.4449277085066951,0.4474605038112871,0.6428892263897141,0.614733493847099,0.0821208865826277,0.5033378648387514,1.0920634031769345,1.0650988747034296,1.0920634031769345,1.0561106985455948,1.07994298381258,0.8674951837183024,1.823510284142556,1.8235102841425557,0.902903150400682,1.3100947672480483,2.4254457177430115,2.336925801037061,2.1759640749452203
104,5.2250000000000005,1.0647313196460506,0.4497041033352447,0.4753778182586196,0.7480267503908558,0.6007230210831178,0.0782551061947357,0.5025677476117116,1.0051354952234244,0.9566421160679082,1.0977137645203183,1.2652363470575565,1.042006494250758,0.74677132087971,1.6672103908012128,1.6498436158970335,0.8162384204964273,1.0420064942507583,2.0319126637889777,2.6918501101477923,1.9122945713367263
105,5.275,1.0636692225417028,0.4924105724938817,0.468846370179818,0.6729421886715066,0.6345528691835345,0.072262248447947,0.5752665581371778,1.033749679660041,1.0986293666679932,1.059701554463222,1.0813281167992062,1.0393856928748746,1.056424802594135,1.6016763136104617,1.9424585079956649,0.6134079498933687,1.294972338663778,2.828492213397197,2.453631799573472,1.836051006483553
106,5.325,1.0646939953121637,0.4808147936473833,0.503141185392204,0.7445717150561815,0.569508722528091,0.0908554771348317,0.6324257142925683,0.904071658686692,0.9932054841910136,1.1502507957938664,1.2011844103677642,1.2038854353830466,0.9363553386312584,1.2038854353830468,1.6720631046986756,0.7022665039734444,1.3209298527119533,2.257285191343211,2.4077708707660928,1.8918199698876448
107,5.375,1.0633877413135266,0.5079109224829851,0.5446933775780547,0.6459606341074191,0.5850619884676623,0.1174473880195307,0.604050989237202,1.1039552561921275,0.9706474516708146,1.2289313229308594,1.0664624361705086,1.0667149130730111,1.0338929157476875,1.4769898796395549,1.5590448729528628,0.8697829291210706,0.9846599197597028,2.7406367766645063,2.7406367766645072,2.0115195503662497
108,5.425000000000001,1.0580251588462786,0.4855315361697888,0.5277850717541848,0.7152402058543056,0.6341084810111303,0.0875368610150046,0.5520734677334677,1.0468948721464268,0.903764713845158,0.9078541469394796,1.108236368561257,0.9021537250504238,0.8699339491557658,1.3371206996283072,1.3049009237336489,0.8699339491557658,1.0793624924710423,2.400373304152022,2.78701061488792,1.8118692342393905
109,5.4750000000000005,1.0577862739013768,0.5355376490284978,0.564200227427206,0.6749852429839134,0.7294871570136698,0.1383510125370753,0.638398011346777,1.039906194583743,0.919453739612653,1.015815703589525,1.1121776675663977,1.0913722435259376,0.9490193421964672,1.4867969694411316,1.2653591229286234,0.7592154737571739,1.1071892325625454,2.3883653445277733,2.5781692129670666,2.039907392180468
110,5.525,1.054189328887371,0.5355175313692416,0.5503312943393447,0.7039928513165811,0.5825437921713231,0.1111567659973549,0.5835255185946621,1.1000244573507476,0.9699140376641006,0.9265438977685512,1.1315663772747837,1.180432457763156,0.8853243433223673,1.1959644637863556,0.9474523674151648,0.7610682951367719,1.3202205119719512,2.376396921549511,2.904485126338293,1.919470662724166
111,5.575,1.0505814242612328,0.5150430457695871,0.5426865990736044,0.663118067505036,0.5964019204694687,0.1213020855192139,0.6079567216926449,0.9719562875468392,0.956466944319002,0.9913179665816376,1.138466727246099,1.220372496738758,0.9610433411817718,0.8695154039263654,1.2966457777849305,0.9762979973910064,1.0373166222279446,3.050931241846897,2.6238008679883325,2.034161707574244
112,5.625,1.0480877750761737,0.5623798397622223,0.5423714083602627,0.6434380934840177,0.5123673707372733,0.1489440031213003,0.6162157126058475,0.9661653765548466,0.8748741598724991,0.9661653765548468,1.0460451911519006,1.2736968994191198,0.8241568172711953,1.2437275606092582,0.9889881807254344,0.8840954948909185,1.0339421889402267,2.787148509317136,2.9070258645565827,1.6449497291657735
113,5.675000000000001,1.044623008665962,0.5497055798809811,0.6142942303906243,0.5521557081022528,0.6145902758028609,0.138526697085724,0.624090535743843,0.9753750289170244,1.042642272290612,1.0650646867484748,0.9865862361459554,1.2219083434360465,1.1630211943547917,0.9863597471110256,1.045246896192281,0.7508111507860047,0.9863597471110256,2.826583155900256,3.076853539495592,1.6607077374828505
114,5.7250000000000005,1.040542826539875,0.5987822351054178,0.5725682662874387,0.5617247370173514,0.5502218413787708,0.1572062403939345,0.6536299237091903,0.9731007291176148,0.9620844944483588,1.072246841140919,1.017165667794639,1.3163844054272589,0.9402745753051848,0.8968772872141761,0.6798908467591335,0.925808812608182,1.0704664395782102,2.994412878279585,2.6617003362485185,1.3785281410949934
115,5.775,1.038713066083491,0.5640525418277166,0.5654084373609564,0.5652287403625748,0.5746492193686178,0.1865254843196498,0.6676221006359501,0.902192027886419,0.992411230675061,0.945497245224967,1.064586592905974,1.194174175093295,0.9667124274564762,0.9240633497745732,0.9382797090018744,0.9809287866837774,1.037794223592982,2.957002719278634,2.800622767778321,1.3212510187985584
116,5.825,1.034498580434561,0.5803988636597707,0.5843970188629377,0.5111215920771806,0.537048049646313,0.1759295335048265,0.7165104191275926,0.8796761581368462,1.0322006532976709,1.0144652468836213,0.9896356779039523,1.5230952053762368,1.0200545870868376,0.768534277942138,0.9781345355627212,0.9501878345466436,0.9082677830225268,2.654936596527383,2.3754695863666067,1.3363085812381668
117,5.875,1.0298402399136883,0.6210018564997379,0.5758023542861493,0.4696896762240405,0.537048273201907,0.2202808171438329,0.7252882442157282,0.910097267982236,1.0460888137726851,0.910097267982236,0.9554277832457192,1.2500232996899845,0.9478198646000986,0.975292904153724,0.7280355481710896,0.8104546668319679,0.9615563843769108,2.9808247915684274,3.1181899893365577,1.0453771887293015
118,5.925000000000001,1.0262637274887558,0.6324630026270799,0.5886671938911925,0.606778359303943,0.5262325593963397,0.2219484264120618,0.6856719376749795,1.1142168987218426,0.8742317205355987,0.8399481236518499,0.956512353056597,1.1209697284110645,1.21550934406019,0.9318904971128124,1.1614867065464038,1.039935772140385,0.9318904971128126,2.930728085122906,2.6065922600401863,0.7913213892963291
119,5.9750000000000005,1.023753197614996,0.6301553845627696,0.6168556226775251,0.5280226749620837,0.4752204074658751,0.1918482385695568,0.6236760133879065,0.9001161922949791,0.984396734644696,0.9001161922949791,0.8900025272130133,1.288215320036282,1.1686901872494109,0.8632370701274056,0.8632370701274059,1.0890067653914957,1.0757261950818444,2.9217254681235274,2.6295529213111744,0.8139092375486964
120,6.025,1.0199434284590934,0.670191014509607,0.6614710570717496,0.5158332596113562,0.5314121164452565,0.238875804786467,0.6498380589073992,0.9283400841534276,0.9548640865578109,0.9349710847545232,0.9548640865578109,1.3061061790037376,1.04488494320299,0.9142743253026164,1.0318238814129528,1.0579460049930276,0.9795796342528033,2.6383344815875502,2.468540678317064,0.6245319953889299
121,6.075,1.0164703189841042,0.6849355562784667,0.6420505035597791,0.5209980311696805,0.5107823834996867,0.2366625043548549,0.7207139431180577,0.9163828869510148,1.040306551378554,0.913121737887132,1.0761791910812628,1.3489298400605367,1.1562255771947458,0.8607457074671994,1.091990822906149,1.0919908229061492,0.8478987566094799,2.8520230904137054,2.3766859086780885,0.5537298002347617
122,6.125,1.0131434809696147,0.661744997213323,0.6508967185704816,0.5376505648129486,0.557749651348012,0.2998113741480306,0.6320003152592758,0.9592289048859056,0.9496045346027698,0.8918583129039522,1.0554726077172676,1.377548756687271,1.0742352689763124,0.9225785251208332,1.124787516928139,1.162701702892009,0.6445411613857871,2.54025045957928,2.729821389398629,0.51068087216641
123,6.175000000000001,1.0096447460612754,0.6658959660542414,0.6641170810158061,0.5421622475642084,0.5833599867408197,0.2719050785656364,0.6723090746799839,0.9626960928516208,0.9563833315870204,0.7890951580750993,0.905881241470214,1.4423703010633335,1.3180280337302868,1.0071723653976714,1.0444750455975855,0.8330931911314077,0.8828300980646259,3.021517096193017,2.126252771395085,0.3475239492094008
124,6.2250000000000005,1.0078009977167517,0.696085074482193,0.7188405798508477,0.5205154895016061,0.5691617969316622,0.2805270395133264,0.7050346756074587,0.9379756477244612,0.9348697680962345,0.8416933792494333,0.950399166237368,1.32141060546372,1.1011755045531002,0.99105795409779,1.1868224882405634,0.9910579540977904,0.6607053027318602,3.1199972629004478,2.0922334586508877,0.3460837300024025
125,6.275,1.005787793148645,0.6936495367720225,0.6856105520743333,0.5617234792317491,0.5920437806675537,0.3207568730840385,0.8130505446555005,0.9444835274381568,0.9597664324128844,0.8497295165948462,0.96282301340783,1.432888120963841,1.059614744914437,0.8910396718598673,0.9151218251533773,1.1077790515014572,0.7465467520988076,2.769447628753641,2.2035170263561605,0.2635521368090753
126,6.325,1.0032470045897983,0.7398083855765206,0.6968554159021008,0.5387415488290848,0.5356001986901396,0.3408364900755434,0.6949512255460896,0.9175762934699454,0.9266016340614524,0.8152891000995254,0.8874918248315865,1.6947583999608795,1.0784826181569251,1.0310767887873902,1.1732942768959955,0.9481165873907036,0.6162757818039573,2.85620121951449,2.062153577574777,0.2314662178910467
127,6.375,1.0000347936556158,0.728249116577581,0.7304744767504687,0.567431095328629,0.6370071151918125,0.3648875708380286,0.7137072437555172,0.8706636085648221,0.8617792860284467,0.9091623395557836,0.9506225113922036,1.6799446250601378,0.9683014158332742,1.0499653906625868,1.1899607760842654,0.979967697951748,0.9566351337148016,2.729910015722723,2.2982575773392155,0.2749909356497247
128,6.425000000000001,0.9969339155848004,0.732842389443061,0.6879297766371338,0.6195204192924216,0.6164760929076925,0.3500975342438744,0.7609527977583664,1.008772674422968,0.8076012451305268,0.7901080773659662,0.965039755011568,1.49310371323771,1.2748808628414292,1.0222017729088932,1.2633954496626778,1.2519100364839264,0.7924935093338612,2.653130444291622,2.0788597853540414,0.2204496141758344
129,6.4750000000000005,0.9941875775932288,0.7415217925672908,0.722646692392851,0.6129870168871429,0.6114882711245827,0.3986663728410268,0.6401604304437147,0.898521142281985,0.8841677694020813,0.8985211422819848,0.8640730473702156,1.549294369642963,1.2439589829250075,0.9612410322602334,1.3005025730579625,0.9499323142336424,0.7237579537018228,2.465300529796832,2.069495398866147,0.2513304883868892
130,6.525,0.9933982955004478,0.7567538369624321,0.7280768494564873,0.6036286196513868,0.6375735053530538,0.3896282532713113,0.6869241468731708,0.8141323222200542,0.7999980805148453,0.7434611136940084,0.8282665639252633,1.2249676144514705,1.1024708530063234,0.9242937454497456,1.0133822992280348,1.2026954760068986,0.7127084302263096,2.8619697901275245,1.9933563907892105,0.2062445473311147
131,6.575,0.9890869939178684,0.7683004949637592,0.7839907705586617,0.5901223974483581,0.6032039284262778,0.3866319155696143,0.7238447141115331,0.8658296388026414,0.8268533849658664,0.7739570404731004,0.8825337475898306,1.71090568789999,1.1296364477801213,0.99802831794166,1.2941466100781969,1.118669103626916,0.9760936296352504,2.4676524344711392,2.0289586683429373,0.2178920312886759
132,6.625,0.9880636412595114,0.737686975587592,0.7845651283658538,0.6299245314411556,0.6256295914540569,0.4065876521120186,0.611500340163165,0.8281305055124477,0.8720049693806569,0.7019914218913463,0.9021686632900512,1.436722500532834,1.0586376319715611,1.0586376319715614,1.2098715793960704,1.1990691545800336,1.026230357523452,2.516964982136469,1.8688194931742883,0.210977970386669
133,6.675000000000001,0.9859193155553582,0.7982282178595361,0.8012729535919946,0.5838555893711979,0.5866761477739573,0.4287248772194303,0.7266300860585697,0.8211730340587556,0.8022644444587181,0.8157705798873165,0.7860570819444012,1.5855384439511662,0.8512958088328404,1.0534785634306405,1.2130965275867984,1.0002725753785875,0.8406546112224302,2.447475450394417,1.8728507794322504,0.232911927289087
134,6.7250000000000005,0.9837710809738932,0.7854029560752527,0.78890252367075,0.6321708853232252,0.6141088600282758,0.4696126576686815,0.6786084592324289,0.830297408943207,0.8436034571634506,0.7265102328253061,0.8728767632479869,1.4047961211917903,1.1741579520408996,0.9749704423196754,1.2475428240434556,1.2685099303299006,1.0064211017493423,2.2644474789360203,1.918490225209684,0.2047502113890562
135,6.775,0.9821468063372772,0.8103045106149871,0.8201562371878136,0.6023401017859923,0.6228744234377874,0.5078822221877345,0.6791174039209865,0.8023549250958372,0.7656458762352434,0.8102211498516787,0.8311977492005898,1.5907254506257351,1.0742561484745226,1.1465618507756925,1.3531495716361774,1.074256148474523,0.9606329020012556,1.9625833481746071,1.8592894877443664,0.2121740214755896
136,6.825,0.9794202807225248,0.8144935080402266,0.8251722071921247,0.6070366768713155,0.5841041801895103,0.4869783118900999,0.6537006757754239,0.8681558381839618,0.8242312868472734,0.7363821841738964,0.8345664753970827,1.5573250019371383,1.414824674962498,0.936430720119063,1.4148246749624975,0.9873236940385772,0.8244661774961318,2.09679052548399,1.628575165424458,0.2604889358982485
137,6.875,0.9783358676056052,0.832826194321159,0.8548307922182145,0.5570271652746116,0.6128628238462911,0.5224622337778574,0.6747831375187304,0.8988620662041954,0.7664517901627843,0.7893689533237975,0.8606667942691726,1.5247243907798864,1.243854108267802,1.2037297821946469,1.574879798371331,0.9830459887922948,1.1335122115666258,1.9259676515114368,1.6952527765907972,0.1992909766949811
138,6.925000000000001,0.9766274161768588,0.8458316287000219,0.8736488338802347,0.5699772039580414,0.5804595433411779,0.579149250918286,0.7227976171571893,0.8708707401164745,0.7729918961264385,0.6926810497756402,0.793069607714138,1.3643717647095932,1.324824757036852,0.8898076726366917,1.3347115089550368,1.0776559590822157,0.919467928391248,1.7697285933551952,1.6313140665006,0.2263864418817159
139,6.9750000000000005,0.9766945425266872,0.8546619512744793,0.8476908097469551,0.6018736146355598,0.5515022177025407,0.5308370292171997,0.6456778531124199,0.8609038041498933,0.7570016208904233,0.7297891443224674,0.8287436045695813,1.16946180292044,1.130479742823092,0.964805987409363,1.1109887127744178,1.120734227798755,1.0720066526770704,1.6859740992103005,1.7834292494536694,0.255968935435137
140,7.025,0.973666527674746,0.8700283384513764,0.8649886798294891,0.6251679040803575,0.5627784391110346,0.5958830531763898,0.7072438407275976,0.8145498027690261,0.758458049883734,0.7048050688630197,0.7535805061545783,1.16248125544881,1.0375865751113345,1.172088538551693,1.2873759357862855,1.0471938582142173,0.7877972144363836,1.90224205437078,1.7677400909304215,0.3202754479297742
141,7.075,0.9730951130868556,0.886683298246526,0.8631949989552273,0.5548521141824061,0.5385329343535118,0.5548521141824061,0.8006730377943365,0.7093049433913785,0.7670111082774568,0.7189226375390585,0.7477757199820975,1.1934684101438906,1.3260760112709895,1.108220666562184,1.5534033274888743,1.1934684101438904,1.0419168659986349,1.7333707861613663,1.496571498434403,0.2328365241364298
142,7.125,0.9717961893301376,0.902341321632846,0.8996690373634504,0.5718473695201485,0.5421410126619589,0.5607074856983272,0.7633962436461289,0.8274077299145933,0.7610254478584083,0.8179245467637096,0.7942165888865009,1.1861163168264235,1.2981902995186845,1.3542272908648147,1.3729062879801912,1.3262087951917496,0.9899868471149678,1.625072749037779,1.6997887374992844,0.2044206572065466
143,7.175000000000001,0.9720514257693466,0.9170390941897594,0.8827818866481875,0.541934842072533,0.4931118833272596,0.6188310020963382,0.6920091060310821,0.7457800838645784,0.799551061698074,0.720063529248558,0.8696871197417647,0.9854470377653906,1.3630482391521288,1.2341112435566572,1.445936307749217,1.1972721019579509,0.9946568231650676,1.5932928741440433,1.4643558785485709,0.2418978328445656
144,7.225,0.971544199121456,0.9334106736611733,0.906123029837204,0.5296450431262947,0.5416824304700742,0.5910357185795698,0.6962980411365581,0.6916867958310178,0.7216598903170285,0.7354936262336492,0.7470217394974992,1.217089291250135,1.2897513384889483,1.3442478739180586,1.4350754329665762,1.2443375589646894,1.0990134644870615,1.6348960628733145,1.471406456585984,0.266087675539075
145,7.275,0.9712419324033252,0.9167795922076258,0.906526698352555,0.5568199790621962,0.5223897458152797,0.6185569490221837,0.7595291188893979,0.7413368046645022,0.764077197445622,0.75043296177695,0.7527070010550619,0.976458683965049,1.3437504825207094,1.1914587611683622,1.5677088962741594,1.066042049466429,1.0660420494664296,1.4512505211223652,1.782708973477473,0.2654592789959279
146,7.325,0.9706867615167252,0.939703497233938,0.9224264374193232,0.493031676943033,0.5527576045537089,0.6546430104778034,0.7491955498747347,0.7918144584005433,0.7536817507721882,0.7312507462849205,0.789571357951816,0.9013185439429304,1.502197573238217,1.272449709095901,1.4138330101065573,1.148739320711578,1.025028932327254,1.62590796162254,1.3873236411670595,0.2856519755113246
147,7.375,0.9718569481648645,0.964002056258622,0.9893595920204922,0.4852139175607233,0.5244931394584962,0.6977838243016119,0.7722632719770042,0.8098806806406404,0.8076678918957211,0.6970284546497312,0.7811144269566834,0.9414410296567798,1.359859265059793,1.4470297307687543,1.508049056765028,1.3075569856344167,1.0024603556530527,1.2988399390635204,1.4906149636232346,0.3404985129937788
148,7.425000000000001,0.9712154127392614,0.99412497097167,0.9383489825013124,0.5106144826844565,0.5117542471547339,0.6895575045180717,0.750982042047043,0.7618974787047038,0.7990099633407496,0.7073202954164015,0.744432780052447,1.0664050843726516,1.1524054944027045,1.298606191453794,1.487807093519909,1.186805658414725,0.9890047153456042,1.634007790570998,1.5910075855559718,0.295385081797099
149,7.475,0.9714124201994264,1.005553783034023,1.000293340708292,0.5240486121912971,0.5139275016554137,0.7096023053491592,0.859437993889362,0.77112481657241,0.669887759648099,0.7603549168996111,0.7409690974885724,1.0437011864730668,0.9503620559754756,1.4000869574638692,1.4509992104625555,1.1794671944695632,0.8655083009776654,1.417057708463431,1.7479873529548924,0.3285918369558065
150,7.525,0.9734345825338202,1.026175026850012,0.995030415140168,0.517107673117962,0.5137786537631254,0.7157391612898828,0.848054876724045,0.7141514751360377,0.7991695078903285,0.7927931554337568,0.7460332374188969,0.8038068551314707,1.1889643065486328,1.23920223499435,1.1973372946229186,1.1973372946229193,1.046623509285768,1.3061861395886385,1.682970602931516,0.3665318248845673
151,7.575,0.9735319682333412,1.0374971977614833,0.9874546059970672,0.5015431446556964,0.4949727104462332,0.7315083419869106,0.7613869703727646,0.7425096074709602,0.8012391809432403,0.7215347598022892,0.6774875796980796,1.0080638909852275,1.165057447778009,1.1898459041137108,1.4625189238064356,1.016326709763795,0.784967783963907,1.5038330176992736,1.5451471115921107,0.3283205747320573
152,7.625,0.9745647748576922,1.0531017445262858,1.0379352127550434,0.5047139402040848,0.496067876988597,0.7543690155512873,0.8011159515711772,0.8052560856878243,0.79076561627956,0.8093962198044711,0.7245234704132093,0.7257780565091634,1.215066633931073,1.427091684147232,1.492330161136821,1.1579829665651833,0.750242485380259,1.23137625317847,1.427091684147233,0.3377589006386945
153,7.675000000000001,0.9763991891235856,1.0628392294975866,1.0801118063583277,0.4778915830485886,0.503492917854763,0.7403052648118764,0.8397483983106026,0.7743665278825262,0.7437187761193654,0.8295324810562159,0.8663097831720082,0.6278145512695947,1.1590422484977136,1.408558288104861,1.5695363781739864,1.303922529559928,0.6761079782903329,1.4005093836014044,1.633927614201638,0.3577655920107737
154,7.725,0.9777878749321252,1.0707216632481862,1.0563241320367804,0.5012081590347894,0.5285850752845892,0.7939305712441834,0.7946271436694741,0.770425301730302,0.8067280646390595,0.7119375170439707,0.7280720783367517,0.5958786841083961,1.0090212384235515,1.438053890981597,1.5016142839531597,1.0249113366664413,0.611768782351287,1.4936692348317149,1.6366801190177296,0.3023172262639743
155,7.775,0.9782121101985322,1.0779400517041098,1.0801842017076575,0.510374387553836,0.5477949129141991,0.8055807542855868,0.8421777082544715,0.7844397566247324,0.8003674674191431,0.804349395117746,0.7306837326935957,0.4941210280538812,0.9882420561077626,1.3254992657318398,1.3960879840252518,1.0196148197937231,0.5568665554258023,1.3333424566533305,1.505892656926114,0.3908790251077343
156,7.825,0.9801515785445616,1.1026116014226048,1.1059349451643337,0.4905320613628844,0.5090039799916124,0.7963449364384898,0.8530710933897891,0.8353806790107383,0.8746927109641849,0.7999998502526363,0.8982799301362527,0.5497728105004702,1.0763157839375408,1.4712230140153446,1.300870875550409,0.9988829937262064,0.5187996944159368,1.4092767818462764,1.3395872706560754,0.3337511284210964
157,7.875,0.9809792110070162,1.1087069263758298,1.110894444152303,0.5349842671329782,0.5187726226744028,0.8288203229446515,0.873324404607374,0.7976362895414016,0.8791465673047568,0.8189842194318042,0.7821105223483814,0.6116211318462418,1.1391443580636265,1.5290528296156052,1.093272773175158,1.0550464524347682,0.5122326979212278,1.2614685844328744,1.5214075654675276,0.3990359807899905
158,7.925000000000001,0.9841138991970452,1.1455211639183691,1.1167211346558077,0.5382598240127741,0.5002414721308311,0.9094389963338508,0.8565904088088911,0.7991011196270862,0.8374273124149558,0.8201805256604145,0.8048500485452668,0.520887801980594,1.0946192940171904,1.4871724201474938,1.2682485613440553,1.0795210968583326,0.4604950133451627,1.079521096858333,1.4494269272503495,0.406726943871272
159,7.975,0.9841429273849034,1.100984801270487,1.1415118491700138,0.5641349077233829,0.5058442605155381,0.8506482584060124,0.9083309197238144,0.813713115585917,0.8118207595031591,0.8477755250755603,0.8383137446617703,0.4174652206811471,1.095846204288011,1.2598503981270333,1.6176777301394447,1.0660272599536436,0.4472841650155149,1.3642167032973205,1.4014903837152792,0.4116839967795863
160,8.025,0.9855942974404048,1.138917543901413,1.1269806769184765,0.550297181790287,0.5590785197975787,0.8820366176213108,0.8933097541058862,0.7830476714861212,0.8559327769466437,0.8503262303727567,0.7942607646338941,0.5079870986642444,0.9202664830874,1.4797885048045398,1.4061671861575475,0.9055422193580014,0.4417279118819516,1.1337683071636768,1.3693565268340513,0.379300038621084
161,8.075000000000001,0.986796270635826,1.1383802633378015,1.1796435138212615,0.5502490867682646,0.5560310386432373,0.9048754684332752,0.9690328959690324,0.834291179005719,0.8822813795679948,0.8601320562315602,0.8121418556692847,0.5962418857737305,0.9452615262266452,1.3379086217361749,1.4033498043210966,0.9525327687360812,0.4290033080567086,1.1270425889625393,1.352451106755046,0.4896959241048558
162,8.125,0.9873356223746896,1.152154715641353,1.1586621293147128,0.5853783790126577,0.581571039962169,0.9156650416425636,1.0100138320360252,0.820408347321681,0.844109032910974,0.8021770507145325,0.8732791074824116,0.5817441008281006,0.9480274235717192,1.2281264350815455,1.3430388500599362,0.8474790604656284,0.6248362564449966,1.0413937607416623,1.1778522535285,0.510290271361308
163,8.175,0.9892272184527642,1.1337060800280525,1.1570500727233477,0.5669569813120409,0.560375391147556,0.8960364895362763,0.850023218518198,0.85722680511581,0.8644303917134217,0.8230097687771536,0.8914438414544659,0.5037053355754344,0.8868051682666095,1.2486216769193856,1.4472660346111064,0.9293718163434064,0.3972887153834413,1.0357884365353995,1.3621327384575117,0.4706220733796927
164,8.225,0.9903708726523458,1.122303883088222,1.1607389475775447,0.5888786091591248,0.5963092540696502,0.9436919036367052,0.9731501237964132,0.8930920697363794,0.8592897802443646,0.8450572373003583,0.8379409658283562,0.4205069506183602,0.8970814946525026,1.2545124026781096,1.198444809262328,0.8129801045288298,0.4205069506183602,1.289554648562973,1.2404955043241637,0.5073974174553169
165,8.275,0.9924797796213436,1.162933683831515,1.1484052675655898,0.5597604120273934,0.5588427720076758,0.9644396607226065,1.0457919778552125,0.8454217501653067,0.868270986656261,0.7944503764547163,0.8260877808268067,0.5262248403977338,0.9624375370432248,1.4678903442673643,1.336334134167931,1.0524496807954684,0.5608448956870583,1.0178296255061443,1.2809420457050114,0.4663109487949843
166,8.325000000000001,0.993039977904334,1.1790203002436732,1.161077268557618,0.5666565318889161,0.5575900273786933,0.9547029249264444,1.0228481676721264,0.868292162709785,0.899550680567337,0.8352970605268131,0.8717653313606238,0.4925584632099142,0.97143474688622,1.3476946840604598,1.1424619910563296,0.8893416696845676,0.4309886553086749,1.1356209012895249,1.0672100036214816,0.4745482472932243
167,8.375,0.9945634191103564,1.142097432939029,1.2026998369448263,0.6073911283821164,0.6262041279337751,0.9818594051722712,1.0209670141303897,0.8802623163846895,0.8631032069035067,0.8305008988892592,0.8219213441486671,0.5813298303018977,0.8787543946424027,1.2708140476367054,1.257294749257592,0.9463508865379724,0.5272526367854418,1.1288614146560094,1.351929837911389,0.5212517237294068
168,8.425,0.99635365589203,1.1910151772937787,1.163939411027405,0.5940063643750448,0.600203152080895,0.9684693928856912,1.0122759152062766,0.8206726012727608,0.8969748059365504,0.8376286467536029,0.8037165557919183,0.6479264651921809,0.9418312535267788,1.3225715475056892,1.2090174247400491,0.9151126364054512,0.5610909595478681,1.0420260677317543,0.9752295249284372,0.5375758500915985
169,8.475,0.9976948680429546,1.1493017921868591,1.137024944776482,0.6010155870953563,0.5485251428075522,0.9605751304668138,1.027177428815072,0.8126933980021367,0.84955784079811,0.8210716804557667,0.8428552148352052,0.6072985342146545,0.8119317359608965,1.340017417886683,1.3400174178866835,0.8317349490331132,0.5610910370461482,1.1353842161404406,1.128783145116368,0.6090498387720614
170,8.525,0.9980454648115848,1.1507930634167305,1.1498597357091744,0.6285705976280821,0.6026323336269234,0.9692264648433015,0.9638259852615224,0.8479018976871125,0.8810230655655154,0.8445897808992723,0.8346534305357514,0.619767308027688,0.9068174296405122,1.370011944061205,1.2786778144571245,0.835054899237306,0.5414809112241906,1.1351527536507124,1.1155811544498384,0.5953360940592496
171,8.575000000000001,0.9999308418174024,1.1555539123059733,1.154016453667993,0.6007523922651339,0.564861068687416,0.9887205090337976,1.0508269605287204,0.8102170490057895,0.8265850701978257,0.8789627380123408,0.7742074023833098,0.5803207513540093,0.9349612105147928,1.431457853339889,1.3153937030690876,0.8833771437277699,0.6061127847475208,1.1348494693145077,1.205777561146664,0.5341319568584851
