,r ($\AA$),g_full(r),O (DOL),O (DOL),O (MeTHF),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
103,5.175000000000001,1.0639806995253385,0.6582954772786794,0.6532186484050648,0.6384218964638994,0.2927637983784354,1.256632303808976,1.288160712865116,1.2476241869357934,1.2296079531894284,0.5322978152335196,0.4435815126945994,1.8807856138251036,2.466313210581975,0.4968112942179514,0.3371219496478955,2.643745815659815,2.448569950074191,0.1254701993050438
104,5.2250000000000005,1.0629361222273956,0.6814478325286042,0.7121586361870182,0.7264154798567435,0.3357884794185727,1.285716414615851,1.3696635344704948,1.2945529535479186,1.3829183428685958,0.7136174622412261,0.6439962464128136,1.566477356139276,1.8101516115387184,0.6265909424557109,0.5221591187130923,2.6107955935654585,2.9066857608362127,0.1816900606950656
105,5.275,1.0651957622899173,0.7573561041675623,0.7402545147186173,0.745859237311129,0.3814719381256234,1.3524914169908469,1.3698310505420122,1.3048074247251438,1.1487507227646625,0.7172302968890854,0.6659995613970079,1.62230662391579,1.6564604475771747,0.3756920602752352,0.5976919140742378,2.8347673638949606,2.7493828047414968,0.1782620490081473
106,5.325,1.0628395700784763,0.8007384215004338,0.8095289630538319,0.7261094770520667,0.3530724088538224,1.2506420265424558,1.344227484310939,1.246388142098434,1.2506420265424556,0.8043708766877877,0.5194895245275297,1.6925303863638872,1.7595612927545372,0.6703090639064899,0.5530049777228544,3.116937147165181,2.3795971768680406,0.2990741206052174
107,5.375,1.061285634614991,0.8070875851970447,0.7914007516655177,0.8038843074254799,0.2755573311738011,1.423712877731307,1.248358212438889,1.1648559908710696,1.3318604340067073,0.7236859202544279,0.5098696256338017,1.348687396837798,1.677635542407993,0.5098696256338017,0.4605274037982725,3.157902197473867,2.911191088296223,0.2769206327504188
108,5.425000000000001,1.059069053927756,0.799978562931409,0.8138376718176127,0.7689864380178175,0.4016535590712704,1.3402113654725034,1.4467725137975351,1.1844681486897664,1.2541427456715173,0.8557183123070666,0.6458251413638237,1.162485254454883,1.2755046541935515,0.6942620269661105,0.4843688560228677,3.325999478023694,3.0192325358758767,0.2990236305039128
109,5.4750000000000005,1.055893875593111,0.8731243093307016,0.7824100953742652,0.8000637928942185,0.4989746968701217,1.247436742175304,1.3842523848654986,1.2192688157390874,1.3319405214839537,0.6657873521287547,0.6182311126909867,1.505947582195995,1.4108351033204585,0.5389707136280397,0.697491511753934,3.313084680831185,2.964338924954219,0.4377115099272137
110,5.525,1.0526033307799183,0.8239878561764497,0.8477424610391942,0.7996780622819872,0.4860329200714807,1.3356026584078085,1.062950044709173,1.3632630684931777,1.3988264528886514,0.8872884793618311,0.8250226211610011,1.2297506994663974,1.105218983064737,0.4981268656066425,0.5603927238074728,3.253391090993383,3.518020988346912,0.3878908819551723
111,5.575,1.051065250127338,0.7932345133583026,0.818752167740233,0.7652600571979432,0.426901945396168,1.3505625181624206,1.342800664609762,1.19144452033294,1.2807058361885026,0.6879824739855597,0.6726939745636583,1.4829844439244286,1.161925956064501,0.6726939745636583,0.5962514774541517,3.37875837224019,3.3481813733963874,0.4375942946778898
112,5.625,1.048341814820282,0.7920864334920236,0.8135715989574493,0.775662619330918,0.5832726612352302,1.3266593863389555,1.3037859486434564,1.2427901147887914,1.2008554790137094,0.7659135955614144,0.8710389910306282,1.1713972637998105,0.9010748183075464,0.5856986318999052,0.6758061137306598,3.063654382245654,3.769496323253232,0.561332833241588
113,5.675000000000001,1.0482269038504792,0.7950771338345548,0.8084456874123043,0.7395512220041073,0.3820267148711928,1.2172419836582125,1.277167742853694,1.310875982401151,1.1610615844124488,0.7672313109118427,1.018056931786868,1.1213380697942308,1.1656014146545297,0.7672313109118425,0.6491957246177134,3.275487519662094,3.954192140853341,0.6210418283970466
114,5.7250000000000005,1.0448568414965635,0.8358684238015011,0.8559182040250269,0.649296823593414,0.6366789096126519,1.129829047694126,1.2807182690474137,1.173991746626795,1.162951071893629,0.7393906412212081,0.8988670540336253,1.4207898596015371,0.8118799197723066,0.6379056512496697,0.8988670540336252,3.0735454105665907,3.3780003804812075,0.5809497895309488
115,5.775,1.0414357620941213,0.832328488591,0.8398024586926331,0.6894666047766597,0.6220851869767978,1.1284335949811677,1.3020387634398087,1.2152361792104884,1.121200046295391,0.7693865420326157,0.8976176323713851,0.9973529248570948,1.0116008237836247,0.5984117549142568,0.726642845253026,3.419495742367177,3.27701675310188,0.6908777112129612
116,5.825,1.0407221618374736,0.8434788275692938,0.8194366757145868,0.6718558009892783,0.6185614146413517,1.1980183720352635,1.1055896549049458,1.2513426319181384,1.2051282733529802,0.79824801158001,0.9943089267049248,1.1903698418298396,0.8402610648210631,0.7562349583389568,0.6722088518568505,3.164983344159336,3.052948535516525,0.7875303959572912
117,5.875,1.0379011970224448,0.8390306995803211,0.8278698843276879,0.5946127074214399,0.7129185373682122,1.1742187674299964,1.1881975622803538,1.118303588028568,1.307017318508389,0.867320680488066,0.8948546703448299,1.3078645181962905,1.0049906297718865,0.936155655129976,0.6057477768488075,3.4968167118090294,3.2077098183130053,0.6814662489549088
118,5.925000000000001,1.0351675341691295,0.8313845268300508,0.8255751629003383,0.6362311230361972,0.6871931349335817,1.3262827504218129,1.168228329387089,1.202587986133768,1.2987950250244695,0.8121373412851426,0.8933510754136568,1.1640635225087042,1.1911347672182089,1.015171676606428,0.6497098730281141,3.3703699663333464,3.492190567526117,0.5925287745090578
119,5.9750000000000005,1.031996641111247,0.875288603114423,0.8086422627757613,0.6293185363103112,0.6824975851941013,1.3481016658041909,1.2332258346329064,1.1284861062120293,1.273770245634536,0.7586719331365576,0.8917722722833222,1.197903052320881,1.2511431879795871,0.6788117296484991,0.6521916618191463,3.540469021303939,3.154478037778323,0.5916174258401077
120,6.025,1.0317332206334582,0.8583244112780728,0.788409986504877,0.5916917359481835,0.6878311718551958,1.3224966492674783,1.1065110155931412,1.1497081423280084,1.1530309982306903,0.8115823810793256,0.8246724194838311,1.086473187573936,1.2173735716189884,0.8377624578883361,0.6152318050117471,3.049978948249727,3.416500023575875,0.6259175506480786
121,6.075,1.0271000019369263,0.8792519960720289,0.8362718007333122,0.5962741049367857,0.7713386440831279,1.1602763502097904,1.222375647826652,1.1275925093588102,1.1570079661246924,0.7339007900174599,0.9527834817770526,1.3004206981011115,0.8884062194948195,0.7210253375610132,0.7210253375610132,3.1158594944600897,3.218863114111664,0.6503417312184795
122,6.125,1.0243580770294562,0.871599744718439,0.8770359177624212,0.5892131423571956,0.688061533108717,1.128549523930652,1.1189038015038943,1.1607019320198446,1.0899666342236216,0.7852982096936074,1.0132880125078811,1.2919422159475482,1.1652812143840632,0.8359626103190022,0.7852982096936079,2.73587763377128,3.0651962378363424,0.4990184969761388
123,6.175000000000001,1.0222819007860804,0.8426850616921738,0.8973585635791139,0.5831657090653396,0.8003359545449648,1.0755502946454067,1.189432090549038,1.0945305939626788,1.113510893279951,0.8723268878140127,0.9720213892784711,1.146486766841274,0.8972505131801273,0.810017824398726,0.6230906341528661,3.078067732715156,3.1029913580812702,0.5497185329475185
124,6.2250000000000005,1.018793364824036,0.8847554422151167,0.8520083802428453,0.5840367740795948,0.8871395002982625,1.105033412652222,1.0552290898284602,0.9898609161222728,1.1392738845935588,0.7970578179181635,0.9687318094697684,1.2875549366370336,1.238505224765147,0.9074196696299096,0.7847953899501919,2.759046292793641,3.1882312716726533,0.487243821502877
125,6.275,1.0143102671885778,0.9271097393451396,0.9098451259495126,0.5697467501341561,0.7934108024798293,1.0783034844513504,1.1058737439969817,1.0783034844513506,1.1426340900578231,0.6999318416634968,0.832677535772091,1.363660312206468,0.9895588106277022,0.8447453261455996,0.6637284705429711,3.0410831741241613,3.1979644489797714,0.4429371629950029
126,6.325,1.0117721693662405,0.9017478243522382,0.9130763146079198,0.6217104011537078,0.8140827382198118,1.0311714684117617,1.0432319534224257,1.0975041359704127,0.97991440711644,0.7245427737467005,0.9620977815325038,1.4728410482719818,1.1283862869825665,0.9383422807539236,0.5820097690752184,3.052581850047578,2.351794577079458,0.3399703045097853
127,6.375,1.0071782455479803,0.8871007291946255,0.8614523108772449,0.6063222367450379,0.896339306628678,1.0566118978801633,1.0506758759819597,0.9735075913053192,1.038803832185554,0.7015298606967377,1.005526133665324,1.4965970361530414,1.2393694205642365,0.8886044902158678,0.5846082172472815,2.408585855058802,2.65412130630266,0.3622184790944381
128,6.425000000000001,1.0049069631199952,0.9485509065803032,0.8733475071581384,0.5961240575799445,0.8444569030679379,1.0314646601487276,0.9730247360609808,1.069450610805762,1.0343866563531143,0.4489248714013263,1.093534943157076,1.3352637200654816,1.0474913666030936,0.897849742802652,0.6215882834787596,2.4403095573610534,2.8086581697929103,0.4069923284682352
129,6.4750000000000005,1.001676355426132,0.9253103455289082,0.96314429657273,0.6152399969321856,0.9954569853103769,0.9436702057277554,1.119169847646637,1.127800977577074,1.122046890956783,0.6573608048029638,0.9407059792870004,1.1107130839774224,1.3147216096059289,1.122046890956784,0.5326889280299878,2.6067756052531323,2.7881165169229165,0.370199144295265
130,6.525,1.0000376728198317,0.97558399964215,0.936730954375442,0.6661997987351276,0.8584353128917175,0.9830925860509104,0.9547613876056394,1.000091305118073,0.9349295486939502,0.8370581358830138,0.8593796861732276,1.2611675913970744,1.2946499168323948,1.0267913133498303,0.6026818578357699,2.645103709390324,2.689746809970752,0.4171624424135344
131,6.575,0.9971270920940796,0.9974945744102944,0.9450776235742302,0.6713466157795788,0.9319250009875196,0.9319250009875192,0.9877288932622208,0.9263446117600485,1.0016798663308957,0.6924755723178905,1.1321426023609955,1.4728845506444022,1.319001090129315,0.9782591418459088,0.6704922208157352,2.5390770984989297,2.473127043992464,0.3664265783548016
132,6.625,0.9944192636722636,0.991788114169946,0.9380942235537696,0.6717593369065631,1.0553232371046786,0.9179113572733404,0.9426454956429806,0.9261560700632204,0.9069184068868328,0.7253681656551247,1.0285071005557738,1.3099932543920911,1.288340473327759,0.9743751478949436,0.6712362129942945,2.1652781064332105,2.5008962129303582,0.4046639644829002
133,6.675000000000001,0.994063521146884,0.9866486370160318,0.9825799828427686,0.7482391786113609,0.9718919413030088,1.001671360117307,0.9042114439977852,0.898797004213367,0.898797004213367,0.746536394518222,0.9385028959657647,1.3011062875889008,1.2477822594090282,0.9065084790578408,0.5545698930706792,2.239609183554664,2.16495554410284,0.3770770564148161
134,6.7250000000000005,0.9907913118667436,0.97203188950519,0.9685245579451198,0.7007336881347598,0.9574938074781728,0.8934830794016376,0.8534763743538031,0.8721461700427925,1.00816896720543,0.7564904227226898,0.9981470855368824,1.208283314070963,1.0927083883772186,0.924599405549954,0.5568610056153133,2.3114985138748856,2.4060598167152225,0.3644148167282345
135,6.775,0.9879784181096708,1.0668406558644692,0.9888393492348592,0.7248786462818663,1.0616684173235962,0.8724601845332525,0.9565527324400724,0.8277860184577546,0.8882275372657815,0.8488887885290688,1.0145256253152288,1.1491055552039833,1.1387532529048483,0.807479579332529,0.641842742546369,2.06010815752786,2.298211110407965,0.3904296867102332
136,6.825,0.9873644339141192,1.0376453942301826,1.018672974926396,0.7100533190504904,0.914103885177872,0.8027541201278764,0.8623132967825249,0.8467761202639215,0.8649028262022925,0.6732776491395088,0.714082355147964,1.4587682398022703,1.264945886262109,0.8262952966712159,0.571265884118371,2.091241182933324,2.2952647129755994,0.4190809856888779
137,6.875,0.9852829670383512,1.0417842039650471,1.0532903341514996,0.7638845701655717,1.0999122885800672,0.8880962330066436,0.8753362296588473,0.7962242089025083,0.8319522182763386,0.5328268064625373,0.7741068697663277,1.156133636663996,1.1259736287510222,0.9048002373892142,0.6534668381144325,2.1413605618211404,2.191627241676097,0.3757690781810305
138,6.925000000000001,0.983930164134919,1.0669593080340882,1.04758582192718,0.7947973668056472,1.0413266956464875,0.8728028101191576,0.8325583001424816,0.7897985082922635,0.8828639376133267,0.8224209519854775,0.990868616849972,1.2484944572309644,1.099864164703469,1.0205946753554715,0.5846124839414841,2.021371978373944,1.8628329996779476,0.3670258244046327
139,6.9750000000000005,0.9825342458311884,1.0819925918103024,1.0768690797526554,0.7462009776486749,1.2173607963991189,0.855375712337467,0.917359459608297,0.8553757123374667,0.8330615633199673,0.7911380106204239,1.035316408960061,1.445536118170652,1.1915905838974294,0.8302065543547658,0.5274253404136156,1.972961458584269,2.060865681986537,0.5163625639990445
140,7.025,0.9815602887066598,1.1015421465857438,1.0822571235942466,0.8037046836624425,0.9727845956458098,0.8456871107875636,0.8139127395730018,0.8261336515786025,0.8016918275674012,0.6643732163044717,0.9724883311123428,1.1843174725427537,1.1650602778672623,0.8665737603971375,0.6162302296157418,1.627232950079069,1.723518923456529,0.4733732854414296
141,7.075,0.9807141737325004,1.1050411342256774,1.0855750265764748,0.7996244864811785,1.1012593465857776,0.7952200970969506,0.8265469494068307,0.7470249396971358,0.7542542133071078,0.7594388438758766,0.968284525941742,1.2056091646529534,1.110679309168469,0.7119739161336344,0.7594388438758766,1.936569051883484,1.860625167495896,0.4059704329953822
142,7.125,0.9792334162912804,1.1119047077068744,1.102977331490841,0.8299721652071043,1.17614748039994,0.8292433750698565,0.8197391530060186,0.7365772099474371,0.8506278747134915,0.5241722471571202,0.8611401203295548,1.2449090869981614,1.4040328048851445,0.954742307321898,0.645855090247166,2.0405276764330766,1.9750061455384371,0.4538750944771568
143,7.175000000000001,0.9793784646516532,1.1131882718331023,1.109666917078391,0.8408418125530217,1.152783197315403,0.8552151768701676,0.8763026743820344,0.85990128742836,0.7825804632181809,0.7568778568232454,0.9968635187428112,1.0799354786380455,1.218388745130102,0.8676404700168908,0.7014965502264229,1.9475759486549356,1.7075902867353694,0.4382469721003682
144,7.225,0.9777500375303204,1.142980402514279,1.0991364903783345,0.8361861019520677,1.0629393839386063,0.7648542088775624,0.8064474891186383,0.7995152757451256,0.7972045379539547,0.6463063579547649,0.8920848321065769,1.219789464308993,1.1651720256085902,0.8920848321065769,0.7464383289055031,1.875198728713825,1.7659638513130196,0.4996380999480716
145,7.275,0.9780213552443056,1.1281796866222766,1.1260389282036385,0.8857307004065673,1.171449354474689,0.9116337388908082,0.8569357145573597,0.8683311362934948,0.779446846751641,0.6464311966680274,0.9876032171317088,1.3467316597250574,1.2749059712063875,0.9337339507427064,0.7182568851866971,1.616077991670069,1.840533268290912,0.5351197023438126
146,7.325,0.9764376281149232,1.1461943414400444,1.104384009898938,0.8724521885871284,1.1083019011062851,0.8362845988063652,0.8160519068997596,0.7868269074791076,0.8385326756848771,0.6907727135790602,0.8767499826195765,1.1955681581176043,1.1512878559651003,0.8501818013280741,0.735053015731564,1.850916629974661,1.6737954213646458,0.5666071316248968
147,7.375,0.977918593557018,1.1498699654540516,1.136538139767628,0.8800440364943966,1.1886860887025996,0.8183305349463789,0.8715552851867939,0.8427252121399024,0.8028066494595916,0.7076472475146078,1.074575449929589,1.292985094224221,1.2056212365063683,0.8911113487220985,0.7076472475146078,1.6424405250956322,1.782222697444196,0.5824851493147449
148,7.425000000000001,0.9768423896988252,1.1315585105752064,1.1512878271417188,0.9249982307035034,1.1639790894330624,0.8707963864555615,0.8445412190247398,0.8204739822131544,0.7964067454015685,0.7498634940469319,0.9050076652290552,1.3445828169117406,1.3014872138055946,1.0342944745474925,0.7412443734257026,1.6634902798972169,1.7669197273519677,0.609494958215486
149,7.475,0.9754152872098686,1.1395874760179825,1.1229600430938764,0.966316606544666,1.1096019440730471,0.8872498035292266,0.7901056644566836,0.8462333892541533,0.8224870441475313,0.8249074705082615,1.011999886499826,1.3861847184829543,1.2331091053989474,0.7738822661469257,0.7058486603318108,1.5562687330207408,1.5987897366551869,0.5670045668315781
150,7.525,0.9768184458762408,1.1461033141540793,1.126494702983147,0.905812916071596,1.1204674407111397,0.8115933363325937,0.8009425051471262,0.8520664948373688,0.8222441675180612,0.6209757333587492,0.9734214198596606,1.158035827074423,1.2251683387888823,0.9314636000381232,0.6713251171445935,1.7538368685402494,1.6447465370042529,0.6188350282658136
151,7.575,0.9755267497247064,1.1302334057091277,1.118386095376747,0.9581951942410736,1.231852950642155,0.832446703846917,0.8492638089751376,0.7883018028853381,0.8219360131417792,0.6128051186874304,1.1013929835868672,1.1842044861121954,1.2504536881324582,1.0517060820716702,0.6293674191924962,1.482325895203378,1.5402939469711074,0.6720406934529964
152,7.625,0.9768389877506588,1.1076643607506047,1.1345569859764282,0.8827763789571597,1.1867052940230258,0.8381624803938852,0.8236398631593375,0.860983736048174,0.8734316936777863,0.760079837080863,0.9970939798265084,1.3648745461559586,1.2341081225721535,1.046131388670435,0.8908462606646674,1.6590989992195182,1.495640969739762,0.5944534868018875
153,7.675000000000001,0.9758064191560036,1.1240542406952747,1.1140523891353584,0.8975966753019794,1.0566216391132086,0.7760844984959417,0.8743748835297281,0.8006570947543883,0.8149911092384824,0.6050071048481196,1.0567457431347165,1.3229488692678886,1.0325454589407912,0.968011367756992,0.7179417644197688,1.5004176200233372,1.5488181884111871,0.6084642883043951
154,7.725,0.9758602875622872,1.1000574433033516,1.1027155040914507,0.9710282163794858,1.2552239325180834,0.8408585441667026,0.806496536352198,0.8125604200841695,0.796390063465579,0.613126021788222,0.9794090997396274,1.3297668264757538,1.3058787996528365,0.7962675607639251,0.7564541827257282,1.4093935825521462,1.5208710410590958,0.7319973933594072
155,7.775,0.9760768791924777,1.112194172721109,1.125314090498406,0.9569444373900028,1.085487210423678,0.8520276449465266,0.8340692168328997,0.7702170279844481,0.7881754560980753,0.6367079058467751,0.8725256487529888,1.2026704888216877,1.1319251659498235,0.9275497887644386,0.7231744115790535,1.3284399517050014,1.5878394689018371,0.7252598746115578
156,7.825,0.9771037369232276,1.1265224190620775,1.078412066079795,1.0195383044568085,1.0677196112986431,0.831324125402265,0.8332940877847341,0.8273842006373253,0.7899549153703984,0.6130761717565175,1.0010990652733,1.2339128013833696,1.1873500541613558,0.9467758601809504,0.6751598347192027,1.3037569222163905,1.2494337171240415,0.8780403761865507
157,7.875,0.9768349472567136,1.0844928019047186,1.1184745507514633,1.0188506380982936,1.0697645666725466,0.8966572095200803,0.846086520913742,0.82663625606515,0.8441414944288826,0.5440180137954607,0.8811559378377186,1.1263471553229958,1.1953071852407309,0.8734937122913031,0.7585603290950793,1.25660498961205,1.402187274993934,0.7688808777902506
158,7.925000000000001,0.977978156743042,1.086005123880833,1.1495057557090809,0.9693184682017856,1.1139254191689518,0.8719347246598347,0.7739861102156683,0.8700141635923014,0.8892197742676288,0.9079015955609008,0.8625065157828566,1.3467207000820032,1.324023160192981,0.975994215227968,0.6809261966706761,1.2256671540072168,1.2710622337852615,0.8152585756057071
159,7.975,0.9792182368163814,1.0998644995949878,1.0802685982416596,1.0343791589685556,1.0791394358140265,0.8591391290399895,0.8003459436089964,0.8894839989398571,0.8875874445711144,0.6649434559497409,0.9862082717456818,1.3074730875416238,1.1505763170366292,0.9488518978159216,0.784483852524975,1.3672432858292418,1.3149443623275765,0.7522353909488764
160,8.025,0.979934932931254,1.0791644989309728,1.1319439820870365,1.0245990881655949,1.0713531354238754,0.8128798265279059,0.8597047013279006,0.8259907914719045,0.8278637864639041,0.5091140932799405,0.9592004655998888,1.401908372799837,1.3797729774398395,0.8559019539199006,0.7599819073599113,1.1289051633598686,0.9665789307198877,0.8447589657794934
161,8.075000000000001,0.980505211690561,1.0616714192603145,1.0835651342892505,1.0392316024959622,1.0155796690125831,0.8361420954347681,0.8379919673273227,0.8934881241039667,0.9156865868146244,0.6485762968745151,0.9692207582506788,1.3044399678712146,1.2752904713824729,0.7797490310738546,0.7505995345851129,1.238853600771545,0.9910828806172356,0.8171525941703784
162,8.125,0.9812521593174997,1.0229007930416938,1.0565398124101788,1.0130069638156685,1.0305263415453183,0.8953154385766068,0.8916610898477226,0.8130925921767144,0.7381784432345899,0.7125980021324018,0.978922507979865,1.3820082465598096,1.2812368119148234,0.8061714771598891,0.5974306482524177,1.0796939426248504,1.0077143464498608,0.9210450367697705
163,8.175,0.9823093238185197,1.0836655199867646,1.058913460237379,1.0509325094651878,1.0305933480394005,0.8194209807528685,0.8519090372584894,0.8212258727809587,0.9042509060730992,0.8247809631393167,0.9740947581904004,1.2513918061424114,1.1162983725247653,1.045196565357583,0.6825773488049522,0.8318911438560354,0.9812049389071188,0.8882647195385878
164,8.225,0.9831906467225376,1.037369358463695,1.0631612346670227,1.0752028854798392,0.969960061237776,0.8005736534848567,0.8237528461247293,0.9485638834163548,0.8362339498538919,0.611087805960297,0.9482396989039084,1.2572956007688865,1.151935634224008,0.8428797323590301,0.6883517814265414,0.9060957122859572,1.032527672139812,0.877498007080919
165,8.275,0.9840924067381722,1.0791425917832105,1.0685530293983396,1.029053516763176,0.9459432068431294,0.8737203549240078,0.8895741516867415,0.8472973603194507,0.8261589646358057,0.7147553490000287,0.9576333802136308,1.193572039106844,1.0825420819806262,1.006208986456351,0.7563915829223605,0.8743609123689672,0.8813002846893558,0.9790887864695258
166,8.325000000000001,0.9842764241146814,1.0246948733042502,1.058371826702571,1.0813744744834928,1.0059725998840032,0.8806611341545075,0.8545545787941968,0.8562950158182174,0.8197458383137811,0.8433208489118805,0.9393085878124198,1.1518528668064711,1.1518528668064714,0.9735899231340406,0.6376328369821532,0.9804461901983652,0.9324523207480958,0.9350409113744234
167,8.375,0.9849777621685092,1.0619257302645144,1.0435108332079048,1.0464265931133738,0.95444336890171,0.8787757865022943,0.8994123998839536,0.8048279218846843,0.8787757865022942,0.7384363929750057,0.91457718395987,1.2262108910869365,1.2194362452798264,0.92812647557409,0.6910138723252345,0.7926335594318865,0.8942532465385389,0.9010970213844977
168,8.425,0.9871979525089184,1.0353119241213482,1.0758560543598348,1.0642103143105217,0.9703381750086968,0.7664142152870789,0.9516451453675484,0.8122971062244426,0.8785723931339692,0.8435036515757826,0.8234202313001682,1.2786444242140829,1.1246715354343768,0.8435036515757826,0.7497810236229177,0.8167257578749644,0.8635870718513968,0.9783494734263326
169,8.475,0.9870336034146028,1.0524724336451603,1.0480555829044431,1.116360350301702,0.9438081980592542,0.8783126113611923,0.903503221629677,0.8581601231464032,0.8850301074327882,0.7806544677142754,1.084977395806281,1.0717459641501068,1.2106759965399356,0.8600430576513204,0.7078815936053175,0.7277287410895787,0.8203487626827979,1.002483469868298
170,8.525,0.9896459997433964,1.0211431894097225,1.0470225435230065,1.1495390575491655,0.8630608697056824,0.8365051506378153,0.8547622074969742,0.8912763212152914,0.8730192643561328,0.7322940712654278,0.8499841898616574,1.2095928855723586,1.1638245061182693,1.0003660080679506,0.7453707511094533,0.8369075100176319,0.7388324111874406,1.0788260871321032
171,8.575000000000001,0.9897438137642112,1.018822957271363,1.0388542616339274,1.1079473709284613,0.9629344328155252,0.8595871257160738,0.9219235966649492,0.8513849584859586,0.869429726392212,0.7884022561795585,0.9241108412596464,1.1244425620921572,1.143829502817884,0.9693470362863424,0.8659500190824659,0.6785429254004397,0.59453284892229,1.0575773991809772
172,8.625,0.9923447215741312,1.033241356541269,1.0314136890473875,1.1522650023823384,0.9388306146649972,0.882079195816508,0.8253277769680197,0.9080227015758175,0.8480283445074149,0.7537374589920474,0.9709160488711116,1.1050557661493576,1.2391954834276029,0.9709160488711116,0.907039993024328,0.6643109808065505,0.7217994310686557,1.0668604919389342
173,8.675,0.992592047013604,1.001190780015641,0.9927596997628776,1.1464624425221377,0.9841386885813422,0.8847631206789915,0.8527064858717817,0.8655291397946656,0.9120112602651198,0.745073905973636,0.8713576188505239,1.243894571837342,1.2375803861934975,0.8650434332066795,0.8903001757820568,0.7261313490421026,0.7071887921105698,1.1013743815905674
174,8.725,0.9943336486728708,1.0031438204530612,1.0257666484514096,1.1225415234624754,0.8794051944378058,0.8556374864800274,0.8477149171607679,0.9538773460388452,0.8809897083016578,0.9175775738851468,1.0174499628794484,0.9987238899430166,1.1422904491223254,1.0049659142551606,0.8239472092029889,0.6803806500236801,0.5929923096536662,1.1434369433837404
175,8.775,0.9957746569096968,1.000867455236952,1.0146989078673954,1.1405891148413498,0.8490474548910768,0.8568799959878575,0.9367719151750252,0.8709785699620639,0.8600130124265705,0.7898999021238688,1.0429147145229205,1.123138923332376,1.1725076672151176,0.938006133772094,0.9626905057134651,0.672649135402357,0.5985960195782443,1.1221313979470149
176,8.825000000000001,0.9977352581196608,1.002651584179727,1.02476461969849,1.0811719316641983,0.8735275715128734,0.9137965730365168,0.8812716102674204,0.8921132645237858,0.9292846505456104,0.7809745750039874,0.9518127632861092,1.0738400406304822,1.183664590240418,1.0006236742238588,0.8236841220745176,0.6345418421907397,0.732163664066238,1.1341065735230105
177,8.875,0.9984093257626404,1.0141136077182105,1.0207305192011944,1.0941185224812315,0.918843360446482,0.8575871364167166,0.9663169340695508,0.8928094652338328,0.9004664932375531,0.9411183510027612,0.9109543012911344,1.085905789618571,1.0979714095032214,0.9169871112334598,0.8023637223292772,0.6093138041748648,0.7239371930790472,1.1193324814418628
178,8.925,1.0000485097875818,0.9766109268213956,0.9925416614272792,1.124077797414604,0.8858626350485943,0.8616339134062402,0.8767768644327119,0.8676910938168283,0.938862963641246,0.8709491226740392,0.9306031721722612,1.1811501800647928,0.960430196921372,0.9067415523729724,0.864983717724217,0.7098831890288402,0.5488172553836412,1.1630713507780877
179,8.975,1.0005298646313383,0.9961419968061688,0.9952980470771606,1.1177227658899185,0.8954869257931083,0.8790147582617966,0.9359186097336,0.9029742746709768,0.8655375302816327,0.8494737635982063,1.050043957781116,1.0972369446476833,1.1739255483058544,1.0559430811394372,0.8494737635982063,0.637105322698654,0.6607018161319377,1.1541213484600628
180,9.025,1.0018743560240753,0.974006690026418,0.9929248433888274,1.14258211839393,0.9181724568561388,0.9714856962864952,0.844126290980644,0.9403863066187876,0.9211343034911584,0.9626001563814344,1.020939559798491,0.9859359177482568,1.0792789632155475,0.9509322756980226,0.9626001563814338,0.7642461847634417,0.6008958551956833,1.2022679504192613
181,9.075,1.0027346072811358,0.9820136917812684,1.0111796910328268,1.093225538301126,0.8714665117443351,1.003284975705663,0.8817190589413268,0.9637394365172646,0.9476282909219906,0.7731574552883275,0.9462524079648188,1.067418874838362,0.9981808937677658,1.0327998843030637,0.9808713985001168,0.5827530073441877,0.5423641850530064,1.136597980074716
182,9.125,1.0036224405237404,0.9756357107560218,0.9946857804221088,1.0804865623827622,0.8923638787584836,0.8546991695901061,0.9242340172855728,0.9111962333426724,0.9256826599458946,1.02151256683933,1.0329261150721718,1.055753211537855,1.124234500934905,1.1128209527020627,0.861722891579546,0.5193164445942964,0.5250232187107173,1.1587663075781445
183,9.175,1.0045459570476742,0.9760676973977168,0.952917718915587,1.1102240169052116,0.8912617476021785,0.9055907146054286,0.8683354003969774,0.9614736859181058,0.9471447189148556,0.9934750455586988,0.9878303009816608,1.061211980483156,1.1233041708305742,1.0386330021750032,0.914448621480166,0.7563957733230997,0.6717246046675287,1.199393023751668
184,9.225,1.006142338410585,0.9857526713261936,0.9708412316735012,1.1086735935772445,0.9057224831242716,0.8872962041248731,0.8192607124347867,0.894383234509257,0.8872962041248729,0.8822279036075568,1.0050697636035455,1.0385720890569976,1.0162372054213626,0.8654767408808314,1.1167441817817176,0.569539532708676,0.5807069745264931,1.1770255769003426
185,9.275,1.0068770223861598,0.9564509914265223,0.972519157352442,1.09139126736123,0.8581251629623076,0.922624766714376,0.9590810644872846,0.9717005521779069,0.9296355932091668,1.0053100294953556,1.077117888745024,0.9445495332071752,1.0218810739375863,0.9832153035723808,1.1378783850332044,0.6131286443625521,0.6573180962085017,1.2666703460893212
