,r ($\AA$),g_full(r),O (DOL),O (DOL),O (MeTHF),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
63,3.1750000000000003,1.0159161508085053,0.0786750397191757,0.1281279218283719,0.013071579228252,0.1435862702918758,0.5145174685458881,0.4905864234972421,0.4187932883513043,0.4187932883513043,0.0,7.919000361551935,1.5555179281619886,1.649791741989988,7.541905106239935,0.0942738138279992,0.3299583483979976,0.3770952553119973,0.0
64,3.225,0.9704554539724316,0.1067562485118192,0.1111136464102608,0.0126694090156369,0.2087528777807254,0.603063869144318,0.5566743407486011,0.3595188450668048,0.4870900481550259,0.0,7.629671677810674,2.1929595241611524,2.101586210654438,8.040851588590888,0.0456866567533573,0.6852998513003609,0.5939265377936461,0.0
65,3.2750000000000004,0.8983136832519315,0.1119721936148639,0.1246482910052259,0.006142758679363,0.359871154630994,0.3936090753776498,0.6072825734398025,0.6185285470220211,0.697250362097551,0.0,6.2466271443050365,1.5062788858607898,2.1265113682740577,7.265580508269688,0.0443023201723761,0.6645348025856425,0.5759301622408901,0.0298362564426206
66,3.325,0.8362483208410746,0.1537216868087632,0.1660194217534643,0.0089391098547616,0.6327972945391298,0.6764384872659664,0.6655281890842574,0.6218869963574207,0.6000663999940025,0.0,7.09169381811094,1.676218538826222,2.1919780892342904,7.306593630780968,0.0429799625340057,0.3868196628060513,0.4727795878740626,0.014472844526757
67,3.375,0.7930369478058689,0.2049024203144454,0.1591475109238413,0.0173524281868641,0.5930081099346818,0.6777235542110649,0.836565012229283,0.7306707068838042,0.6459552626074213,0.0,6.340822647353532,2.1692288004104183,2.21094473887985,7.133425478272724,0.0417159384694311,0.8343187693886223,0.6674550155108976,0.0421416113109559
68,3.4250000000000003,0.7829961619532089,0.2105537566803655,0.2337339867736168,0.0,1.1207938432524065,0.7917534489030762,0.8226009858733259,0.5861032024347447,0.699210837992327,0.0405068667286107,6.72413987694939,1.660781535873041,1.7823021360588729,7.534277211521601,0.0810137334572215,0.52658926747194,0.6076030009291616,0.0409202021033925
69,3.475,0.7943897895615446,0.2702158021028482,0.2833512924828477,0.0054560380209842,1.3185145420556923,0.6592572710278466,0.8390547085808953,0.8090884689887202,0.9089759342959696,0.0,6.7287828902429005,2.164228414990403,2.046179592354563,6.689433282697616,0.1180488226358402,0.7476425433603214,0.5508945056339213,0.1590045366115399
70,3.5250000000000004,0.8165044311288202,0.3355503220227597,0.3537867525674749,0.0159070713490876,1.8444045292454996,0.9124948723635636,0.8057135575125081,0.8542505188084419,0.8542505188084425,0.0,5.086085217010325,1.9885445961243389,2.6768869563212245,7.112871055367821,0.0382412422331603,0.3059299378652826,0.4206536645647636,0.1030172239750441
71,3.575,0.8442963526446646,0.4662962663437523,0.3811927652620029,0.0077326185331631,1.6987968100549218,0.8493984050274601,0.8965872053067644,0.9249004854743462,1.0098403259770925,0.0743581095310235,4.944814283813066,2.11920612163417,2.305101395461729,6.060185926778419,0.0371790547655117,0.7064020405447229,0.7807601500757464,0.0625973881256065
72,3.625,0.8797967763688943,0.5121520356910247,0.529396211976918,0.0150415588107201,2.1662930135398275,1.2575514527752385,1.073967299085422,1.1565801682458394,1.2116554143527842,0.0361605151207212,5.858003449556843,2.2419519374847203,1.808025756036064,5.713361389073958,0.0,0.6508892721729826,0.6147287570522615,0.1461179998755675
73,3.675,0.9152807563609072,0.6006576348189352,0.5251559768109687,0.0146350552777347,2.4828558907590814,0.9556315838533148,1.1431854461048998,1.2503590816772343,1.2146345364864566,0.0,4.784923931613303,2.5683782868218485,2.814661136243122,6.720003462780452,0.035183264203039,0.7388485482638198,0.5629322272486246,0.3080330682266069
74,3.725,0.9409940841353664,0.7479486184633339,0.8002070372205973,0.0166189456709679,2.3297205069824662,1.2691760970874633,1.2083251883229955,1.2257111622557004,1.3561059667509885,0.0342451001704794,5.10251992540144,2.5683825127859623,2.260176611251647,5.034029725060478,0.0342451001704794,0.6506569032391103,0.6164118030686307,0.3344138863586615
75,3.775,0.9480706349818224,0.9270297142965952,0.947701045833226,0.0184932920793128,2.717020246683349,1.5235627551495434,1.4897058050351089,1.48970580503511,1.4135276672776322,0.0,4.067963854658546,2.8342371118522656,3.7011802284188415,4.16799575272392,0.0333439660217913,0.6001913883922438,0.700223286457618,0.5726315797415796
76,3.825,0.9435433943952464,1.1708953829486797,1.2158106820300438,0.0247678395108191,2.6794299107158914,1.6818575439570516,1.6653687445064922,1.7643015412098484,1.6901019436823306,0.0,4.709301055197634,2.728146818183453,2.533279188313206,4.222131980522015,0.0324779383117077,0.5521249512990326,0.4871690746756169,0.6233775710645137
77,3.875,0.9408616663147914,1.3687470901714247,1.331019772360746,0.0307144752058702,3.534527300613989,1.83152778304543,1.8074287332685175,1.7029995175685586,1.8074287332685168,0.0632904337575507,3.734135591695494,2.468326916544481,3.1961669047563146,3.892361676089372,0.0949356506363261,0.8227756388481596,0.9810017232420364,0.831171308632325
78,3.925,0.945597039699088,1.797427458059432,1.7121158438471185,0.0299369356160856,3.797385140840402,1.816481139536028,1.894777740378098,1.9495853609675464,2.231453123998999,0.0,3.6704497425055287,3.2077880102569325,3.2077880102569325,2.837658624458057,0.0308441154832397,0.9870116954636732,1.264608734812831,1.2775129055762269
79,3.975,0.9507458000020632,1.9145496554124333,1.9618756019507169,0.033358344797039,4.290268044877649,2.0306250888566817,2.1298661646278734,1.9619197287073955,2.450491178657875,0.090219159791992,2.4960634209117787,3.608766391679679,3.398255018831696,2.7366478470237565,0.0601461065279946,1.0224838109759098,1.1127029707679017,1.407603013489344
80,4.025,0.9534617387813602,2.1190472455951674,2.0868768913716105,0.0406684054123153,5.167139891356113,2.4272155685620933,2.047497795566183,2.107061367800836,2.345315656739446,0.0293305469337304,2.610418677102011,3.2556907096440826,3.4316739912464653,2.4344353954996283,0.0586610938674608,0.9679080488131044,0.7039331264095307,2.0049523868271444
81,4.075,0.9546594942915588,1.9145307996221423,2.0291570199844084,0.0495956785781115,5.556852429979546,2.4188651754028614,2.6222532381994985,2.375282019089295,2.59319780065712,0.1716912218413168,2.0316794584555824,2.9759811785828263,3.8344372877894113,2.1175250693762404,0.1430760182010974,0.8012257019261458,1.2876841638098773,2.4185686913463043
82,4.125,0.954851672648955,1.6260271842675678,1.7685209670002708,0.0445286076724592,6.238174977203928,2.7504680581308225,2.452736979673364,2.339315616451473,2.7930010693390317,0.1117028577185275,1.591765722489018,3.323160017126196,3.2393828738373,1.4242114359112266,0.0837771432888956,1.1728800060445397,1.117028577185276,2.886891968230618
83,4.175,0.9567321014247272,1.379312254239304,1.2571111685668317,0.0755973102854924,6.546378160060785,2.6157832394323197,2.6780637927521367,2.532742501672563,2.9687063749112843,0.0817825447633963,1.3357815644688067,3.789257907370693,3.3530843352992465,1.1994773231964793,0.0545216965089308,1.063173081924152,0.8450862958884288,2.955854832162753
84,4.2250000000000005,0.9616702070280184,1.0345809435581077,1.0091924541456387,0.0793550305627545,6.811302058006117,2.5339665394367987,2.533966539436799,2.4461223660696563,3.0069736267983345,0.0266194464748916,0.825202840721641,2.9015196657631868,3.91305863180907,0.5856278224476158,0.0532388929497832,1.3842112166943656,1.0913973054705577,3.3972389496068303
85,4.275,0.9682197118520948,0.7563416336230512,0.7030257479742127,0.0757070989103883,7.55052133132939,2.600441787188621,2.712643590189144,2.666442847777165,2.8446457113662333,0.0780012534228243,0.8840142054586766,3.38005431498906,3.432055150604276,0.5720091917673787,0.0780012534228243,1.2480200547651907,1.4300229794184478,3.1431321404768733
86,4.325,0.9756909101245708,0.5257484852313256,0.5584563403033207,0.1003834917102215,7.441437723399667,2.579354496845639,2.302073888434732,2.4116964545506714,2.5471125656350693,0.1270136684052777,0.4572492062589995,3.251549911175107,3.480174514304607,0.3048328041726664,0.1270136684052777,1.549566754544387,0.7874847441127214,2.660288324170134
87,4.375,0.987617458222402,0.4179065949577412,0.4415840224340999,0.1308028640584754,6.314442066641501,2.274963658740102,2.401000426537337,2.022890123145631,2.3001710122995496,0.1986033916804924,0.2979050875207386,3.723813594009231,4.021718681529968,0.273079663560677,0.1489525437603693,1.464700013643632,1.3405728938433246,1.989580405942076
88,4.425,0.9959011318958442,0.3784268501667669,0.3784268501667669,0.1463701724837458,5.796776496748853,2.0143952331954043,2.168400984968752,1.9897543129116684,2.0328759234082066,0.097070292026838,0.2184081570603857,4.101219838133912,4.149754984147331,0.4125487411140617,0.1456054380402571,1.383251661382443,1.4560543804025718,1.904013967842748
89,4.4750000000000005,1.0013244298396629,0.3021245559175659,0.31796629293197,0.1760182436216303,4.842766779796725,1.7467691121157338,1.7949558462430637,1.8130258715408127,1.8672359474340603,0.1423698962852949,0.3559247407132372,3.5355190910848244,4.104998676226005,0.2847397925705897,0.0237283160475491,1.2576007505201048,1.1152308542348095,1.3263644419232068
90,4.525,1.0052288103740477,0.3563523662220662,0.3165117290046924,0.1785853773308194,3.4403241532869373,1.3608131496734284,1.5434330961664,1.3372492856098197,1.502196334055083,0.2320683582022114,0.162447850741548,4.107609940179143,4.061196268538701,0.2320683582022114,0.2088615223819903,1.6244785074154804,1.2995828059323835,0.94556015745044
91,4.575,1.0083683553048208,0.3388622413574619,0.3605147807413252,0.2408071701476805,2.593307986205791,1.4637782855472696,1.452252472275244,1.215973300198716,1.4522524722752437,0.3632377516032353,0.3632377516032353,3.72318695393316,3.7004845944579583,0.2724283137024265,0.0681070784256066,1.7026769606401644,1.2032250521857173,0.6803758140680497
92,4.625,1.0129769916537024,0.3527620767415899,0.3421686209835839,0.2849105475083799,1.849584780099308,1.251853113359896,1.285686981288542,1.223658223419358,1.353354717145834,0.0888566228429083,0.2443557128179979,3.643121536559242,3.532050758005608,0.1999274013965438,0.1777132456858167,1.6660616783045328,1.5549908997508972,0.5011785538409961
93,4.675,1.0156852387815811,0.3639193158353569,0.3794714233496885,0.2909071808381033,1.19762393476004,1.3245610338359883,1.2252189562982894,1.2528139778365392,1.0154967926075913,0.1739322569683619,0.4130891102998596,2.9785899005832,3.304712882398879,0.2608983854525429,0.2826399175735881,1.5653903127152575,1.7175810375625742,0.3660564081604555
94,4.7250000000000005,1.02294408057277,0.3765577517867342,0.4171569703082151,0.3172453640559826,1.004924348910931,1.269662483839079,1.1399948259150885,1.1940230167167512,1.0373412633919286,0.2341221601405394,0.3831089893208827,3.0010204163469143,3.660819231288434,0.1702706619203923,0.1915544946604413,2.128383274004903,1.7239904519439706,0.2938472009927178
95,4.775,1.0287548452648134,0.4114480251556259,0.4472261142995937,0.320750068081983,0.624251206653805,1.1691484463600923,1.1691484463600923,1.063343157096735,1.0845042149494066,0.2709256649319286,0.208404357639945,3.0843844930711835,3.6053953871710447,0.2500852291679341,0.3959682795158956,1.8964796545234976,2.021522269107465,0.1824601416888498
96,4.825,1.0366762025778191,0.4438453578717305,0.436058597207314,0.400453797656678,0.5336626472278242,1.1243183927032792,1.0932312482045707,1.1294995834530637,1.0103321962080154,0.3469827744552783,0.469447283086553,2.7758621956422247,3.2657202301673234,0.2653397687010952,0.2653397687010952,1.8981998837847565,2.183950403924396,0.1305871546119204
97,4.875,1.0420175790751498,0.530135766379782,0.5005778369593263,0.4186184821092751,0.4466401166223461,1.1369021150386998,1.1927321296164928,1.1825812178750754,1.030317541753821,0.1999422009673037,0.5598381627084504,3.339034756153977,3.379023196347438,0.2799190813542252,0.1799479808705733,1.9794277895763093,2.01941622976977,0.161585942006229
98,4.925000000000001,1.0488543455303465,0.5156894408576664,0.5269000808763112,0.4604134490010281,0.3878881446451141,1.188529058592082,1.1885290585920825,1.1437727342099535,1.2084207583174724,0.3918062067122367,0.4309868273834603,3.154039964033507,3.0364981020198365,0.2742643446985656,0.3330352757054011,1.939440723225572,2.2920663092665854,0.1517249545380548
99,4.9750000000000005,1.0533878112095516,0.5676324629756367,0.5996762310468419,0.551029713516414,0.341142884696524,1.1891266266564553,1.1842531568750765,1.2865960222840336,1.1891266266564555,0.4607644156940065,0.3647718290910885,2.9757701846904583,2.4574102170347,0.4991614503351737,0.3263747944499213,2.572601320958202,2.015844318661276,0.1099017164984429
100,5.025,1.0557781274581144,0.5626744389272945,0.5483159205495648,0.5675159141365924,0.3105029599184117,1.227680933831258,1.1130336870921524,1.1560264046193178,1.13214156154867,0.489277391386588,0.3199121405219996,2.5028420405544662,2.521660401761643,0.5080957525937644,0.2446386956932938,2.352295150897054,2.3522951508970547,0.0950519265056361
101,5.075,1.0607846365008982,0.6035508566817948,0.6105893506372675,0.6420851324128072,0.2950482523873013,1.2738591214181898,1.2129761487033484,1.095893508867118,1.212976148703349,0.5350321844637446,0.3136395564097812,2.213926280539632,2.472217679935922,0.4427852561079265,0.2582913993962904,2.6013633796340665,2.2323756662107948,0.1988015435586607
102,5.125,1.0637437830173246,0.6565364366368249,0.6677519079591359,0.6396516061845552,0.3490201584514699,1.171054479014799,1.3271950762167724,1.2307552955920242,1.1940163315445012,0.4341877569252733,0.325640817693955,2.207121097703472,2.31566803693479,0.3437319742325079,0.4160966003867202,2.7317646373215108,2.1709387846263666,0.1279303212369108
