,r ($\AA$),g_full(r),O (DOL),O (DOL),O (ETTFPE),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
32,1.625,0.1836938456025713,0.0087389411087768,0.0174778822175536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,1.675,0.3918096555049604,0.5593026128341352,0.5264024591380096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,1.725,0.7689722267364193,4.242076811095325,4.071463118510137,0.1067216847730688,0.0,0.6605016798262897,0.4953762598697172,0.5779389698480034,0.701783034815433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,1.775,0.9282718942632746,13.352452545167974,13.301181471215058,0.5471688963741979,0.0,4.756603458682907,4.873569117502978,4.600649246922812,4.249752270462596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,1.825,0.7319682117679397,22.365593624805584,22.01916249678815,0.7491573143377022,0.0,13.388017482071922,15.637794524513764,16.559834296006315,14.641991571301803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,1.875,0.436709309125504,24.55609103153901,24.21476070979615,0.9162063684369556,0.0,29.385309172386687,28.022613503274798,28.86119545349751,26.7996814925334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,1.925,0.4747231551018097,20.818541425978182,20.66908136189698,0.8937174002280155,0.0,33.94506316937705,34.5749032086526,36.06662961746312,35.602536956944284,3.3953099405922766,0.0,0.0,0.0,0.0,2.08942150190294,0.0,0.0,0.0
39,1.975,0.8262050418123709,14.873311855483085,14.944306184148877,0.6978419806353255,0.0,32.059218458069246,32.65757322300376,33.161450919790695,32.657573223003745,23.19936895623219,0.0,0.0,0.0,0.0,23.57155134590436,0.0,0.0,0.0
40,2.025,1.284891318384373,9.702082166283777,9.606411982509515,0.3982846955521998,0.0,25.37311800656306,26.27181167857828,26.69120205885203,26.03216003270755,70.21611669735084,0.0,0.0,0.0,0.1180102801636148,66.79381857260596,0.0,0.0,0.0
41,2.075,1.623743522579888,6.051130682779717,6.115447395085612,0.2634183529573866,0.0,19.400559065809244,17.7458054984314,19.42908929972956,18.887014855243716,110.70595313622438,0.2247836611903032,0.1123918305951516,0.0,0.4495673223806065,110.93073679741472,0.0,0.0,0.0
42,2.125,1.7309496244255795,3.623332054062194,3.766425562544201,0.1607479023856288,0.0,11.915129133753233,13.465728130611518,12.894454815979524,13.35691416591972,123.66871956867708,0.964487414313773,0.3214958047712576,0.3214958047712576,1.7146442921133749,122.59706688610626,0.0,0.0,0.0
43,2.1750000000000003,1.6461814373640216,2.2049593758884285,2.2537416629656053,0.1054916958043965,0.0,9.711727810669382,8.673040344287632,9.322220010776226,8.828843464244896,109.55792116994786,2.2504895104937925,0.3068849332491536,1.227539732996615,2.9665543547418194,104.23858232696251,0.0,0.0,0.0
44,2.225,1.4256210239871818,1.3937750560074729,1.47768124667013,0.0549839810024231,0.0,5.905561528793592,6.699586608295254,7.121412431780511,6.17850764987229,82.98915532632414,3.8122226828346735,0.488746497799317,1.0752422951584977,4.300969180633991,79.17693264348942,0.0,0.0,0.0
45,2.275,1.1300379333867263,1.0745745860674625,0.9051395890941702,0.0525937580317816,0.0,5.364023896082428,4.5095776117507125,5.008004610944213,4.675719944815212,49.46150755344448,6.6385010137893365,0.748000114229784,1.309000199902122,6.732001028068061,51.33150783901896,0.0,0.093500014278723,0.0
46,2.325,0.9485493328658852,0.759901245340071,0.6232897855036542,0.0755341061666554,0.0227247909150963,4.113187155632445,4.045012782887151,3.2723698917738764,3.5223425918399367,33.12310433382229,7.340796095603854,1.3428285540738751,1.8799599757034244,9.489321782122056,32.854538623007514,0.0,0.0,0.0
47,2.375,0.8591293448472279,0.4418555284918135,0.5154981165737823,0.0080430351882453,0.0,2.700479999204093,2.7875922572429337,2.8747045152817763,2.090694192932201,19.21749207644753,9.437161287541205,1.4584703808018205,2.059017008190805,9.4371612875412,15.61421231211363,0.3431695013651343,0.0,0.0
48,2.4250000000000003,0.7856338821840134,0.380655990399636,0.368883124717173,0.015429589114137,0.0,1.9844825383720903,2.1515968573928985,2.088928987760096,1.9427039586168888,8.722861045858817,9.463481323337396,1.8104051227254176,2.057278548551611,10.944721878294558,10.45097502664217,0.2468734258261931,0.0,0.0
49,2.475,0.8128214328250033,0.2863177162838038,0.3541298069825995,0.0,0.0200538319502421,2.2259753464768792,1.8248987074720364,1.7045757157705832,1.5842527240691302,6.556995355851901,12.797990935518175,2.369998321392253,1.6589988249745773,12.955990823610998,5.924995803480633,0.1579998880928169,0.0789999440464084,0.0
50,2.5250000000000004,0.8920852505746297,0.2099378974873081,0.231655611020478,0.0,0.0385350199101372,1.445063246630147,1.252388147079461,1.599203326270695,1.4643307565852155,2.9601901658241787,11.7648583513525,2.277069358326292,2.049362422493662,11.461249103575662,3.3397017255452264,0.0,0.0,0.0
51,2.575,0.9736438863264693,0.1949035371280595,0.1775014355987684,0.0136843798389424,0.0370530900254442,1.3894908759541595,1.278331605877827,1.5747563260813808,1.4635970560050482,2.335467492512849,12.1152376174104,1.6786172602436114,2.3354674925128496,11.969270899128349,1.6786172602436116,0.3649167957051329,0.1459667182820531,0.0
52,2.625,0.9876001343964692,0.1775022773983344,0.1708040782512274,0.0065840252980085,0.0178275146530692,1.2657535403679196,1.6223038334293047,1.390546142939404,1.2479260257148497,1.896199285826462,13.13293579442772,1.825969682647704,2.0366584921839777,12.079491746746353,1.3343624603963988,0.4213776190725469,0.2106888095362734,0.0
53,2.6750000000000003,0.9303409610716644,0.1032023454010526,0.1548035181015788,0.0,0.0,1.0815407331981466,1.184544612550351,0.92703491416984,0.9442022273952072,1.014432145135347,13.322875506110888,2.1641219096220725,2.2317507192977626,12.91710264805675,0.4734016677298286,0.2705152387027592,0.2028864290270694,0.0
54,2.725,0.8697975140516728,0.1460671199152223,0.1398514977911703,0.0061096740196647,0.0496293520366614,1.108388862152106,1.0587595101154446,0.8602421019687985,0.8933283366599061,0.3910191372585446,13.490160235419802,1.4337368366146637,2.476454535970781,11.469894692917318,0.6516985620975745,0.2606794248390298,0.1303397124195149,0.0
55,2.7750000000000004,0.8541577820709646,0.098895384085332,0.1528383208591495,0.0117829899771091,0.1116664896292186,1.1326172519535045,1.2442837415827224,1.0209507623242848,0.9890460510016514,0.0,14.01390274610844,2.827917594506187,2.1994914623937003,12.945578321517216,0.6912687453237348,0.314213066056243,0.1256852264224972,0.0
56,2.825,0.8457366615319414,0.1012091106901932,0.1416927549662705,0.005684797451105,0.0769634116457293,0.769634116457293,1.0313097160527722,0.8773828927613139,0.9081682574196056,0.3638270368707205,12.7339462904752,2.001048702788963,2.3042379001812305,12.43075709308294,0.2425513579138137,0.6063783947845343,0.6063783947845343,0.0
57,2.875,0.8302158750392362,0.0837595656025216,0.0949275076828578,0.0,0.1040336758406704,1.0551987120982296,0.951165036257559,0.8471313604168881,0.757959638267742,0.2341883611997776,12.646171504787985,2.283336521697833,2.6346190634974995,14.168395852586528,0.292735451499722,0.2341883611997776,0.4683767223995552,0.0
58,2.9250000000000003,0.8313479422943968,0.1132887487772451,0.134867558068149,0.015908241508493,0.1292238694843742,0.7753432169062457,1.0768655790364523,0.804059632347218,0.9476417095520784,0.2262505458985676,12.44378002442122,2.0362549130871086,2.262505458985676,11.934716296149444,0.0,0.3959384553224933,0.4525010917971352,0.0
59,2.975,0.8456516545641394,0.1199426043866708,0.1408021877582657,0.0,0.1526761044467121,0.916056626680274,0.8050194598099374,0.7356212305159772,0.735621230515977,0.0546773927770594,13.83338037259604,2.241773103859439,2.2964504966364987,11.154188126520127,0.2187095711082378,0.3827417494394162,0.6561287133247135,0.0
60,3.0250000000000004,0.8754038962159916,0.1689716959328677,0.1134884524922245,0.0049579551215037,0.2416431049988288,0.9128739522177988,1.0336955047172132,0.7920523997183839,1.0202708877728337,0.15865456388812,11.740437727720874,2.1682790398043084,2.221163894433682,10.629855780504036,0.0528848546293733,0.5288485462937333,0.4230788370349866,0.0
61,3.075,0.9075697696659484,0.1244715716100644,0.1366746668659531,0.0095960703603124,0.4157312943790748,0.7145381622140349,0.8834290005555336,0.8054793828594572,0.8704373976061879,0.0511790419216663,11.361747306609942,2.6101311380049856,1.4841922157283252,11.617642516218272,0.0,0.7676856288249958,0.409432335373331,0.0
62,3.125,0.9261822592373358,0.1488781786452739,0.1488781786452739,0.009291459201166,0.327059363881046,0.8679652349150835,0.9560196790369034,0.8679652349150835,1.0818117420680748,0.0991088981457715,9.960444263650045,2.031732411988316,2.3290591064256305,10.65420655067045,0.0495544490728857,0.7928711851661726,0.7433167360932867,0.0166867022388288
63,3.1750000000000003,0.9124217184698517,0.1671191551030091,0.2014587075214356,0.0090011251036178,0.6336792072946975,0.8774019793311201,0.999263365349331,0.7920990091183722,0.8652158407292996,0.0960120011052572,11.329416130420348,3.600450041447144,2.4483060281840583,10.609326122130916,0.1440180016578859,0.9601200110525728,0.3360420038684004,0.0
64,3.225,0.8617049140520178,0.1974793437433317,0.2218869030823952,0.0043620947992334,0.625994158265379,0.9212744215981038,1.0984425795977395,0.7559174741317781,1.0157641058645763,0.0930580223836468,8.793983115254626,3.210501772235815,2.186863526015702,9.073157182405565,0.0930580223836468,0.6979351678773517,0.6514061566855283,0.0156679323401038
65,3.2750000000000004,0.8043442586225108,0.2151635799371745,0.2388315737302638,0.0,1.0766123498271778,0.8589992152876419,0.8704525381581439,0.8933591838991476,0.9735324439926611,0.0902383014039543,11.054191921984424,3.293698001244339,3.293698001244338,9.204306743203354,0.0,0.5865489591257035,0.8121447126355893,0.0151931833996453
66,3.325,0.757981111424942,0.2734510645177133,0.2818007153426816,0.0082073272313609,1.500046884747196,1.2333718830143612,1.0778114653368742,0.8000250051985046,1.2222604246088264,0.0437724119005915,10.286516796639017,3.676882599649692,3.0640688330414103,9.192206499124234,0.0875448238011831,1.2256275332165638,0.6565861785088738,0.0
67,3.375,0.7300101890552391,0.2978253378400699,0.3099814740784401,0.0079659529137804,1.6392705565342711,1.2078835679726223,1.0137594231198794,1.0353287725479616,1.0676827966900857,0.0424850822068292,8.412046276952193,3.5687469053736547,3.271351329925849,8.327076112538528,0.0424850822068292,0.7222463975160966,0.764731479722926,0.0572248046051168
68,3.4250000000000003,0.7364418981700902,0.3895257132908517,0.409198729113622,0.0038675360651582,2.167724214243774,1.2566517184021877,1.1519307418686715,1.0576818629885076,1.1519307418686715,0.0,8.08572873355751,3.465312314381789,3.7953420586086266,8.415758477784346,0.2475223081701279,0.9488355146521568,0.9900892326805114,0.0833493486695328
69,3.475,0.7592237146973185,0.4108858215684529,0.4663076300590814,0.0,3.011182991181012,1.2614415233325873,1.3733435939508003,1.1393665372036272,1.4343810870152798,0.040075121709002,7.173446785911365,3.9674370491911977,3.9674370491911968,7.654348246419389,0.0,1.5629297466510788,1.001878042725051,0.202420257611796
70,3.5250000000000004,0.7889379746431953,0.5850390233867502,0.5590372890140057,0.010953652710596,3.8260266329442056,1.433524190638008,1.4236378169094703,1.166592099967482,1.4730696855521608,0.038946320748786,7.127176697027838,3.03781301840531,3.4662225466419545,7.049284055530266,0.077892641497572,1.0126043394684368,1.2462822639611528,0.1836040835299912
71,3.575,0.8143724622337551,0.6301820973088669,0.6807411194425289,0.0035498014728586,4.219567092291518,1.6532244644057883,1.4225419810003286,1.5474949928449528,1.4609890615679044,0.0757290980876505,6.399108788406479,3.597132159163401,4.051506747689303,6.247650592231173,0.0,1.0223428241832828,0.8330200789641564,0.2805067612838486
72,3.625,0.8524255231821317,0.8078574425713942,0.7885391124229476,0.0103576584163674,5.263177729030851,1.6546757691624518,1.8322963319539016,1.4209645023315969,1.7014180225286233,0.1104816897745859,5.929184017902777,4.271958671283988,5.045330499706092,5.745047868278467,0.0368272299248619,1.178471357595583,1.067989667820997,0.4092331978385171
73,3.675,0.9020908831707014,0.975696007736814,0.9398122666466688,0.0067184926499947,6.039614808069152,1.6918198106940667,1.9101191411062044,1.4280414531127334,1.7100114215617452,0.1433278431998885,5.768945688795511,4.693986864796347,4.156507452796766,4.944810590396151,0.1433278431998885,1.110790784799137,1.361614510398942,0.4826345740404413
74,3.725,0.9347437563927188,1.1609035885443626,1.19250411602623,0.0163483590142431,6.117606245772924,1.7795063030395917,2.0362509935278914,1.9831314023923812,2.284142418826939,0.1046294976911564,5.161721886097046,4.045673910724712,3.8015384161120154,6.033634366856682,0.0348764992303854,1.3950599692154193,1.1509244746027212,0.9277860560572952
75,3.775,0.9385134459504668,1.506060760631178,1.3991790292315445,0.0031836328395551,6.129031984778055,2.2585181153471883,2.094732450493765,2.017149767142145,2.5085067617024106,0.0,4.618390039248013,4.244843786073542,3.837338782610481,5.127771293576837,0.1697937514429414,1.2904325109663548,1.222515010389178,1.1663791170549809
76,3.825,0.9236650116083088,1.7887259076033135,1.6861975266560332,0.0093028373621745,7.08656755449667,2.359390382480528,2.77081432817998,2.3677867895356197,2.292219126039803,0.0661535101310187,4.696899219302329,3.903057097730105,3.770750077468068,3.439982526812974,0.1323070202620375,1.0915329171618096,1.5546074880789411,1.1806376450933878
77,3.875,0.923495179790821,2.082522305698546,2.2162340699758696,0.0060428775391789,7.30574597752058,2.806126394501188,3.0188356838802863,2.6915906232970586,3.002473430851126,0.0,3.512926142776021,4.25418578758197,3.802984264656612,3.6096121834028874,0.1933720812537261,1.0957751271044485,1.224689847940266,1.8883375689777144
78,3.925,0.9376583868739714,2.7009113964302407,2.6844332902956145,0.0058899015729142,8.077682858705634,3.0620239069525783,2.958361639269288,2.910517515723154,3.0859459687256456,0.2827152754998829,2.952803988554333,4.649095641553631,4.52344440799813,2.418786245943444,0.1570640419443794,1.8847685033325527,1.6962916529992975,2.5492455624156114
79,3.975,0.9571406429795224,3.0160592548767924,3.1153774288872613,0.0114853235988044,8.43552844010651,3.374211376042609,3.242041806013289,3.1876190418835693,3.265365847783168,0.2143927071776825,2.633967545325814,4.532874380328145,5.1147974426675695,2.970870370890744,0.0918825887904354,1.7151416574214602,1.500748950243778,3.331212632371597
80,4.025,0.9647097608869296,3.129626485728567,3.19657798542326,0.0112017499489188,9.05377131255998,3.5790452759868576,3.8747714746383135,3.563879829902168,3.7231170137914127,0.2090993323798178,1.6727946590385436,4.062501314807889,4.450828646370408,1.613051992644309,0.1493566659855842,1.8221513250241277,1.9117653246154775,3.3998454130677693
81,4.075,0.9620172119792548,3.058856994356597,3.021333532817467,0.0109285502462453,9.639317580272868,3.9504187167043066,3.4991536573055004,3.7136895052164087,3.772871808088383,0.1748568039399252,1.5737112354593272,4.575419703094706,5.041704513601172,1.4279972321760568,0.1165712026266168,1.5737112354593272,1.6028540361159815,4.396399641918121
82,4.125,0.9591819433478324,2.479263998978827,2.5606402790328384,0.0266630614570902,10.446669519077073,4.454454107305148,3.862452102768645,3.732500443236242,4.324502447772745,0.2275247911005038,1.279826949940334,4.63581761867276,4.266089833134443,1.3082675488278972,0.2844059888756298,2.332129108780165,1.848638927691594,5.209853379893171
83,4.175,0.9579881542231669,1.9488995954537736,1.95551949897094,0.0234254313096091,10.543286089051014,4.4682108158143965,4.306114839846366,4.299067188717322,4.637354442911472,0.0832904224341657,1.249356336512487,4.775317552892169,4.63650018216856,1.3604102330913743,0.1665808448683315,1.8879162418410915,1.3048832848019307,5.459772180786538
84,4.2250000000000005,0.9586683640512496,1.4673616761199324,1.4453835717198984,0.0355821984337452,11.17609481882066,4.548890809877128,4.583299968802067,4.356199519897461,4.445663333102305,0.4066536963856603,1.0301893641770064,4.500300906667972,4.988285342330765,0.8675278856227423,0.2711024642571068,2.060378728354012,2.358591439036828,5.0391862131708764
85,4.275,0.9630654961615996,1.016526014355914,1.070824919470578,0.0273072982117349,11.124573179180643,4.496881847052477,4.839693467679797,4.49688184705248,5.122008919961117,0.3442374562449014,0.794394129795926,4.68692536579596,4.792844583102087,0.635515303836741,0.2383182389387778,2.0654247374694084,2.197823759102063,4.779334478853861
86,4.325,0.9749687041232746,0.7377749906660488,0.7501123650919032,0.0315304035042555,10.842578140417231,4.413211696160133,4.715306544409192,4.360673461682038,4.15052052376965,0.2845821034230246,0.9313596112026264,4.527442554457213,5.174220062236815,1.0607151127585468,0.2845821034230246,2.069688024894726,2.457754529562487,3.711182940557397
87,4.375,0.9864667699498432,0.6112894822357463,0.5630615151954511,0.0260732446811598,9.395995129407494,4.152465060605633,4.319333826565058,4.51187471036439,4.203809296285455,0.5056629271497657,0.7332112443671605,4.753231515207799,5.208328149642587,0.5815123662222305,0.4298134880773008,2.351332611246413,2.25020002581646,3.2181833435031506
88,4.425,1.002635535580778,0.5150508069673958,0.5138722010017953,0.0417065792827249,8.306524727160427,3.550976582758918,3.839571852735791,3.444321809071813,3.381583706902927,0.4695851889610515,0.6920202784689179,5.140722068626242,4.918286979118375,0.6178752486329624,0.2965801193438219,2.347925944805254,1.9277707757348403,2.3136275636566483
89,4.4750000000000005,1.0170368234436138,0.4471373349840172,0.4874718883975243,0.0271865366514415,6.404311526259584,3.042661414774668,3.1162741909385754,2.82795748429662,3.318709325389307,0.4108187760662281,0.7974717417756192,4.808996261010551,5.098985985292596,0.5074820174935759,0.4591503967799019,2.464912656397366,2.3924152253268547,1.6681806843265492
90,4.525,1.0271907850923818,0.4745044785044762,0.4970462589559952,0.0642568821166312,5.081645586679287,2.6818129601483403,2.675813378582013,2.8977978965361264,2.6218171444850658,0.638137312054821,0.4726943052257933,5.01055963539341,4.537865330167616,0.496329020487083,0.3308860136580553,2.410740956651546,2.623453394003153,1.177877034042232
91,4.575,1.0371297912922035,0.484036159575599,0.4873439237640428,0.0390165821318703,3.750393925537326,2.165720435873665,2.435701845223771,2.136374630509525,2.253757851966093,0.6705071892291797,0.6936281267888067,4.924759700200522,4.254252510971345,0.5549025014310454,0.5086606263117915,2.1502471930453013,2.335214693522317,0.8174902922868071
92,4.625,1.0425655735712638,0.4854948368916277,0.4898103465528868,0.0784760719935178,2.590069310003105,2.205291829359628,2.2627213040825347,2.084689932441523,2.182320039470465,0.5429695791983935,0.4977221142651939,4.79623128291914,3.778163321922153,0.4524746493319946,0.497722114265194,2.9184614881913635,2.6017292336589675,0.5713646719881051
93,4.675,1.049396432679003,0.5332413432236032,0.5385209604832433,0.0685030339438242,2.0796818510125097,2.040336518696056,2.1583725156454148,2.000991186379604,1.933542045265684,0.4649902910126249,0.6199870546834999,4.029915855442752,4.118485434683251,0.5535598702531249,0.8635533975948753,2.9449385097466267,2.302809060252999,0.4846473149767157
94,4.7250000000000005,1.0544256530737344,0.554060152450844,0.5199482400798029,0.0670609186385233,1.4911597088032669,2.0083885376870567,1.6837449110472311,1.870827678941368,1.881832547641023,0.7369927220072057,0.7369927220072058,3.8800499188026407,3.880049918802641,0.5419064132405926,0.520230156710969,2.557798270495596,2.7528845792622096,0.4014531183802752
95,4.775,1.0594153787387517,0.578955407396084,0.578955407396084,0.0835721946547191,1.2553584463006315,1.783363286375575,1.928834007620713,1.815690113318939,1.858792549243424,0.7853133211999015,0.6367405307026224,4.287386240064326,3.714319762431964,0.764088636843147,0.8065380055566554,2.3347152792429515,2.992680494302326,0.5002961312663465
96,4.825,1.0652843172763224,0.6264960863438119,0.6294699601713932,0.1013370036095535,0.9498095486244552,1.973493173253033,1.9840466126821945,1.9207259761072293,1.9101725366780695,0.727547718222436,0.7275477182224361,4.09505429970914,3.4714419698041943,0.623612329904945,0.7899089512129307,3.180422882515221,3.284358270832711,0.4199838140176161
97,4.875,1.0674993539163704,0.700135378289828,0.703048562942906,0.0992689740117149,0.9149192539683276,1.990078603264441,1.819500437270345,1.8298385079366533,2.0004166739307485,0.8959661244134278,0.5905231274543042,4.479830622067134,3.807856028757065,0.6516117268461289,0.6923374597740121,2.8100755720239303,2.8915270378796976,0.6376901752840459
98,4.925000000000001,1.0713198941463988,0.7116807253079283,0.7402240699058399,0.1458954136379615,0.9065658996549004,1.9042948506717463,1.8030025713806952,1.8992302367071907,1.85364871102622,0.9975754778664042,1.057430006538389,3.790786815892335,3.072532471828526,1.1172845352103729,0.6384483058344986,2.7732598284686043,3.1124354909431817,0.5844977952968264
99,4.9750000000000005,1.07202132260367,0.7375415022931066,0.7412711685499616,0.1576419732087811,0.784205365114452,1.7520537587683656,1.8314669602989428,2.020073313934064,1.7768703842466718,0.8212046976457439,0.7429947264413874,3.1479513409753515,3.4803437185938675,0.7820997120435658,0.7625472192424764,3.5194487041960447,2.874216441760104,0.8032483267059678
100,5.025,1.0732750135881852,0.8189023173772317,0.8435790613160544,0.1347562090093544,0.6908363437049823,1.8487169761119264,1.86817715480784,1.7319559039364356,1.824391752742032,0.900770392666974,0.747447772638553,3.200609693093293,2.8556337980293445,0.6899517901278951,1.2840769427380267,3.123948383079082,3.334766985618161,0.7357138986567857
101,5.075,1.0752333781795549,0.8476475988459953,0.8243507303787692,0.147967697799707,0.753605446962317,2.0461818781445213,2.0080246403236446,1.80769914176404,1.9746370572303769,0.8831087995665056,1.0710042888359748,2.7808532411881406,2.668115947626461,1.0897938377629215,1.1085833866898689,3.382118806850443,3.062696475092343,0.999680694950012
102,5.125,1.0748466970677957,0.908508846169612,0.9366251740974914,0.1761863361560242,0.7810661828503566,2.1607938711189503,2.020482580786551,1.98774327970899,2.0812841399305904,1.1239076084201292,0.8843863148223967,2.837406093388526,2.3767882210851936,1.0317840339594626,1.0317840339594626,3.3901475401525234,3.740217123103056,0.8623894613287282
103,5.175000000000001,1.075302356033672,0.9013789331581842,0.95222153072638,0.1812687449123408,0.7155880172988114,2.105480127821501,2.059609101071578,1.9816283555967067,1.954105739546752,1.1384354820662903,1.3010691223614752,2.7286310760636474,2.656349458154678,1.120365077589048,1.1384354820662907,3.288813614858173,3.885136962607183,0.9918439355417188
104,5.2250000000000005,1.07284869590991,0.9822680773558612,1.0448221545712943,0.2193619329379051,0.7289565771475006,2.1823699994848,1.957383401599769,2.150871875780896,2.0608772366268835,1.1344778753960356,0.8331321897439637,2.588027653247208,2.517122786034955,1.0635730081837833,1.0458467913807203,3.4920647102034232,3.5806957942187387,1.2057445021348787
