,r ($\AA$),g_full(r),O (DOL),O (DOL),O (ETTFPE),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
105,5.275,1.0713218393519282,1.0076922168866518,1.0508197850167802,0.1891354976475992,0.7152030913698081,1.995504921599713,2.074971931751913,1.9336972470368896,1.9381120809342345,1.3391662821944963,0.800021415336972,2.556590175098584,2.173971237328728,1.130465043410938,1.0608979638164189,3.66966344861089,3.7914058379012983,1.4113953673857442
106,5.325,1.0673848742474437,1.03280661975028,1.0149013828436555,0.2192004235144116,0.788481523415343,2.088176342231841,2.0015300209774067,2.1921519277371604,2.105505606482727,1.450669469487101,1.160535575589681,2.474671447948584,1.7578700630255453,1.3482692716409526,1.024001978461483,4.130141313127986,4.113074613486962,1.5976520663955192
107,5.375,1.0660385022071976,1.0320535940130422,1.0232667600082872,0.2434080101627121,0.7696283445899109,2.0665158865784337,1.943205267831984,2.368414297992156,1.9049364551175687,1.4740579712219288,1.2730500660553024,2.1273336630134656,2.077081686721809,1.1055434784164466,1.1390447959442178,4.237916667263045,4.539428525012985,1.5285830747492717
108,5.425000000000001,1.0624210418680815,1.0578137214412286,1.0005710219117911,0.2620653476277585,0.7763774859676303,2.078688107590753,2.157995485189596,1.9534659324346824,1.9618140774450876,1.4305684858738836,1.2825786425076195,1.8580947000430903,1.627888277028902,1.0688155354230169,1.5292283814513927,4.0779423505370485,4.193045562044142,1.9047400248229325
109,5.4750000000000005,1.0611252737858106,1.0832348851523512,1.0878542236817854,0.2830307211472158,0.8524219366316164,1.971225728460612,1.963029363685308,2.1392512063543445,2.1064657472531274,1.485280647161147,1.0493830659290713,2.0341887124163525,1.6467241957656191,1.2108266145335438,1.5982911311842776,4.116810489414049,4.197532263716284,2.0223275537433745
110,5.525,1.0583142011077635,1.0130644498041652,1.0365010154339631,0.3254916283050412,0.8652338050623635,1.92766043081336,2.0202203262386345,1.9719282068863169,1.967903863606958,1.7280286141978434,1.4268126172275772,1.6963216671483414,1.8390029288710985,1.2365709349305678,1.363398723128574,4.534093428078744,4.153610063484723,2.049951188833087
111,5.575,1.0542179117439938,1.0083398273186377,1.035070485480251,0.3561725196710931,0.7904963866596777,2.090862942714846,1.8734764363834355,2.0711005330483547,2.0750530149816533,1.728312554469567,1.416904886997573,1.8217348547111647,1.5414679539863707,1.1210676028991786,1.5726087207335702,4.18843312749832,4.219573894245519,2.369875902047077
112,5.625,1.0518769160720254,1.034256177458613,1.052490595255838,0.3068520980403958,0.8774514055826587,1.9606768133594783,1.9917370401057688,2.081035192001349,1.9800894550759096,1.7894926091327754,1.2082898813802507,1.89655626950824,1.865966652258108,1.2694691158805165,1.651839331507177,4.206072371893277,4.06841909426768,2.5854469355392964
113,5.675000000000001,1.0508607686855858,0.9831490775670872,0.9301220865029736,0.3423221248993077,0.8506146728742026,1.7889609039372218,1.991124929328849,2.1093718121050826,1.8004041506575037,1.8933371846282685,1.1870923617907407,1.8482577278514056,1.517675044821073,1.3674101888981949,1.4876220736364971,4.80847538953211,4.628157562424655,2.580568903246987
114,5.7250000000000005,1.0454895081345643,0.9913995514527708,1.0709649984088525,0.3640535268558694,0.7833486359676098,1.9452533113262656,1.971489868511785,2.140153450418687,1.8777878785635065,1.7570542842422674,1.5503420155078829,1.4617510431931464,1.5946375016652508,1.4617510431931466,1.6536981498750751,4.754382180890847,4.5476699121564605,2.724624393434849
115,5.775,1.0435895536848852,0.9846865726442277,0.9943742831270236,0.3836238990370959,0.9613828383070392,1.9411829723670853,2.0001183187767126,2.291111591674245,2.000118318776712,1.958930548274533,1.4510596653885437,1.7267610018123667,1.7993139850817943,1.3639960854652309,1.741271598466252,4.019435273126264,4.657901525897223,2.6678768419357906
116,5.825,1.0402145876627975,0.97125549145721,0.9535715679432822,0.3476498599896969,0.9015034002478396,1.9478266238286643,1.9659291017452885,2.0781644648283537,1.777663331412407,1.9111828200459249,1.4405183942137203,1.7115070030262023,1.4975686276479268,1.297892810628203,1.6544567695919952,4.3215551826411565,4.3215551826411565,2.646286720750461
117,5.875,1.0386282133122358,0.9628174098396332,0.956131177826858,0.3404431793141134,0.9680841033635416,2.146157037971381,1.8685446848009533,2.014469126852076,1.932609073994129,1.976936454395472,1.6965199360415029,1.5142491991114244,1.6404366323707102,1.345999288099044,1.696519936041503,4.374497686321886,4.710997508346651,2.7147466509012874
118,5.925000000000001,1.0357214487341684,0.9302013361693192,0.9518950775782156,0.3799542271140695,1.046295722012077,2.0191057913075863,1.9701153561632097,1.872134485874452,1.994610573735397,1.736933609664318,1.7231484222860294,1.736933609664317,1.585296548503147,1.3233779883156704,1.4612298620985529,4.121771026108182,4.287193274647644,2.4230983446774794
119,5.9750000000000005,1.0339083334965635,0.9386162496354504,0.9508984181912864,0.3634552247641404,1.0667088253432755,1.8925479159316192,2.1196536658434124,1.7927590258188602,1.8306099841374923,1.7622071503715904,1.4504320391519998,1.85709522769929,1.9248724257905057,1.233545005260112,1.5995418749526733,4.500405953256677,3.7413013346350654,2.369020554506611
120,6.025,1.0307286760173444,0.9599755194854968,0.9498035934512132,0.4149394486541916,1.065998286996682,1.9086445519559636,1.8071209055753263,2.030472927612727,1.8037367840293057,1.7864059797481666,1.5331096094853671,1.93305124674242,1.613097936936777,1.4397898941253884,1.5331096094853671,4.012747760479091,3.919428045119111,2.1502984558238856
121,6.075,1.029775664778174,0.941737277007087,0.951117130363731,0.3921560357523701,0.935349356362152,1.9239570390652097,1.8207690317797056,1.787482577816641,1.9605721384245816,2.032491052593268,1.5210900780698,1.44241300506619,1.7571212970806318,1.4686386960673932,1.4293001595655888,4.182997714691948,4.209223405693152,2.013490807071988
122,6.125,1.0271017318423925,0.9731766658347611,0.9516462086260278,0.3748955909429825,1.103514009429786,1.9679878921878349,1.8468305677103816,1.915595535657045,1.7780655997637185,1.5737552548832292,1.6124541545934723,1.805948653144689,1.9349449855121663,1.4576585557524988,1.870446819328428,3.934388137208076,4.256878968126774,1.9937831085410076
123,6.175000000000001,1.0232844344730274,0.9943999013486824,0.9901632614768376,0.4235814552389104,1.0663855339843549,1.9684639313125107,1.7912699604087643,1.7944916689706507,1.6978404121140631,1.8022042440127424,1.6499052938144818,1.81489582319593,1.7768210856463662,1.4976063436162237,1.5356810811657884,4.086688496986642,4.200912709635337,1.7094780124294469
124,6.2250000000000005,1.0184436845541498,0.9576455696206884,0.982658700170482,0.3933883259194896,1.1254076283630816,1.8672256143826893,1.6738457120442456,1.6896965237113306,1.797482043047513,1.5860418219611156,1.498622193979008,1.835812187624283,1.735904041359016,1.6235073768105912,1.586041821961116,3.7215784483812007,3.983837332327525,1.6484844133769072
125,6.275,1.016757285291296,1.0309459269298518,1.002227137606622,0.4217106452616696,1.0950650198270235,1.8251083663783731,1.8032694628490595,1.675355885034506,1.6441574514212018,1.7820923442751817,1.74522146818673,2.0278981848648616,2.064769060953314,1.8558340964520856,1.5854476718034376,3.478152644343971,3.760829361022104,1.5229929225107512
126,6.325,1.010424737357391,1.048169242965356,1.0556685275875628,0.4445554947024226,1.1269516685172254,1.814791379001853,1.6121243214483465,1.5967707564821727,1.532285783624239,1.5846740083270023,1.8387057195855283,1.9838666974475432,1.983866697447544,1.560480512016666,1.439513030464987,3.3749927352918583,3.5201537131538734,1.4093945962827332
127,6.375,1.00709281320589,1.0045349102319012,1.0102134569262589,0.4387258081848805,1.1456162187968009,1.7803903769691702,1.6262309385558802,1.5657762568251783,1.5748444590847834,1.6789913880663112,1.9171461948842277,1.9766848965887085,1.833792012497958,1.5599139846573535,1.6194526863618328,3.584229842609644,3.762845947723081,1.3111880205980284
128,6.425000000000001,1.0032011491884123,1.0426299262566587,1.0051735160372506,0.4637962490634514,1.151662053088216,1.7200534022867937,1.4641285016005228,1.6783912091518194,1.6248255322639955,1.5474528878704723,1.6998535510698385,1.723299806946663,1.9812086215917413,1.8757004701460267,1.7115766790082498,3.3176452065707864,3.5286615094622134,1.271122015036459
129,6.4750000000000005,0.999242159794886,1.0287915858255845,1.0689744567540311,0.4122935198484953,1.0841330108029077,1.7111721035375624,1.5793180887101823,1.558807464181477,1.51778621512407,1.3158764308025457,1.9969001976214067,1.742959132027933,2.146956281835732,1.6737024777751677,1.5929030478136077,3.393576058385514,3.1050066656656576,1.2165850030217955
130,6.525,0.9952197501511064,1.0857193999050434,1.0792148403449533,0.4209176870632186,1.2118494811183298,1.4744168686939685,1.4051683269157789,1.4715315127865436,1.3705440560266828,1.432185750412571,1.4549188575619767,1.7845489112283626,1.9323141076995007,1.7504492505042528,1.6708833754813333,3.250834322365044,3.648663697479648,1.1520813944645345
131,6.575,0.9933472541110844,1.1055701323893268,1.122118985167729,0.4407769951901171,1.1622304476837149,1.4634442067411086,1.4549192890319365,1.5600599407783853,1.3895615865949549,1.5784014303950882,1.5112354120804037,1.7910938217249228,1.7463164761817995,1.634373112323992,1.8246768308822647,3.000082151389244,3.1568028607901737,1.002692701983504
132,6.625,0.9906149438112036,1.0915743659425794,1.127855016833734,0.4465531497037828,1.2791012441942526,1.4638292138153048,1.5002150260133902,1.4302423102478412,1.351872868590425,1.8523686209934689,1.8192906099042996,1.9846806653501452,2.16109672449238,1.6539005544584544,1.664926558154844,3.0983070386855047,3.1313850497746736,1.0247432823134413
133,6.675000000000001,0.9882754121703006,1.0913392394451682,1.1664432687377873,0.4612717610997892,1.4419814252237504,1.4557670985050486,1.4033815400361176,1.4281957519424542,1.3951101360673397,1.4445714608099354,1.6292159332442877,1.8681676034534505,1.835583284788565,1.5857701750244404,1.7921375265687167,3.1715403500488817,3.3127390642633863,1.1740329510786889
134,6.7250000000000005,0.9857441102290698,1.1522246591337104,1.2313189116428886,0.4614604556217316,1.3527119068339,1.458647176646193,1.3499956178643533,1.3771585075598136,1.3581444847729909,1.7762883625091614,1.658582507162169,1.4980745225980867,1.7976894271177046,1.6264809102493518,1.829791024030521,2.6644325437637417,2.771437866806461,1.0089073315456492
135,6.775,0.9833442353926516,1.1951114775751628,1.1925975703863214,0.4665354668455152,1.322114068755426,1.2445000849620915,1.4612839707296807,1.469313003535889,1.3622592327864615,1.634192030758303,1.6552783795422814,1.771253297854161,2.2351529711016798,1.5709329844063689,1.66582155393427,2.530361854077373,3.0364342248928478,1.0473245174082983
136,6.825,0.9814726509985664,1.2168048006483505,1.2083822918490743,0.5132944851195163,1.2790780105036328,1.2342443482797945,1.2052343315467215,1.3291862212243934,1.2869898332490155,1.537610804254287,1.5168322798724732,1.9843490784633029,1.838899407790601,1.8700671943633225,1.5272215420633806,2.5869262855359305,2.7323759562086343,1.0180416818294218
137,6.875,0.9794196280918124,1.1791515376244055,1.2470198869949196,0.5356117755177595,1.3904936526813425,1.3489087957787227,1.3567059564479642,1.3930927062377572,1.294328671094035,1.4743721992746934,1.505088286759583,1.5153269825878792,1.863442640749961,1.750816986638699,1.9146361198914423,2.6006287403873074,2.5289578695892327,1.051555852161267
138,6.925000000000001,0.9768755028342578,1.2887507656837944,1.2194527409420215,0.5354737994527202,1.4037884482091874,1.244965667572382,1.3141304268819587,1.3269387156429913,1.2654589295900347,1.6549861599104103,1.7054430550296302,1.796265466244225,1.6953516760057876,1.7659913291726936,1.907270635506509,2.815494747652466,2.5228447559609912,1.1043881635788406
139,6.9750000000000005,0.9767895832819076,1.2266990889231717,1.251365891948696,0.558598513357948,1.4493863160003433,1.2524313810734673,1.2852572035612793,1.3231331525856789,1.244856191268587,1.6910272190691358,1.591555029712128,1.8501827220403488,1.8999188167188523,1.6015022486478283,1.7208688758762385,2.2480714794683805,2.536540828603704,1.0216199855900876
140,7.025,0.9750009994048792,1.2612066783050928,1.252789281119519,0.5626264800629909,1.381532291919381,1.254580675905168,1.21973121268558,1.336725839208482,1.2744946548877896,1.627816918352184,1.82393943863558,1.6964598004513725,1.990643580876466,1.7356843045080517,1.6474291703805235,2.68687852788252,2.382888621443257,1.0467539207574497
141,7.075,0.9743285542007684,1.3070679724221017,1.2655737510753686,0.5402002745731045,1.4651503162092212,1.2442733841173783,1.239365007848671,1.3031738993418698,1.2099147502364251,1.5372142041543364,1.6338943427803958,1.817586606169907,1.7885825645820894,2.0302829111472365,1.8272546200325128,2.5426876458653487,2.4363394933766838,1.0971222670004093
142,7.125,0.974189055121655,1.2810594219393827,1.2951519847783186,0.5782238457202767,1.5825913098986268,1.1712143639005126,1.2680089394294811,1.16395477073584,1.1542753131829435,1.6777726425021111,1.6301086469764832,1.763567834448243,1.6682398433969865,1.8112318299738703,1.8302974281841216,2.163945396863519,2.640585352119801,0.9822674016689652
143,7.175000000000001,0.9732139573804128,1.274922628791328,1.2421978215122258,0.5552111994628514,1.4055046100394886,1.159720272460427,1.224149176486006,1.2647155234650744,1.1215401811860095,1.833078245845604,1.532265405501711,1.908281455931577,2.068088277364272,1.833078245845604,1.6638710231521636,2.096289481146511,2.077488678625018,1.1205661992657436
144,7.225,0.9721061159273636,1.2454010188335365,1.2622008905820898,0.6092616167949434,1.4637789468621996,1.110777593117297,1.2072646298075704,1.2378580804654622,1.1601977826415837,1.742899613237466,1.5389432755181869,1.8726900099679136,1.7985240689790865,1.9097729804623285,2.104458575558003,2.178624516546831,2.326956398524488,1.0832578957437138
145,7.275,0.9716452783669384,1.3129338834099924,1.266713029327808,0.5700555486583381,1.4344430749906345,1.1303782807774103,1.1280571754780715,1.2046536503562133,1.1187727542807218,1.6458746668030226,1.5727246816117768,2.002480844610344,1.746455896440985,1.8013183853344192,1.9201871112701927,2.0939183260994003,2.121349570546118,1.089972100770573
146,7.325,0.9701998905248284,1.2658234111208713,1.249479106118291,0.65531181017372,1.501929138569073,1.2340545818425768,1.1149992232974673,1.1630792719406846,1.089814435912925,1.75877234214366,1.623482161978764,1.6595595433560686,2.0473913931621075,1.560346744568479,1.975236630407495,2.1917009186713305,2.101507465228067,1.0174373753217256
147,7.375,0.970814063282948,1.3123631069557764,1.2567796711293278,0.5964081449126134,1.497443219226745,1.2331885334808492,1.2173784240772485,1.1541379864628458,1.1157420064826729,1.8417750824713988,1.5481587649759585,1.6994156558069429,1.8951598674705696,1.7172105841399998,1.8862624033040412,2.331135611630466,1.815082689971813,1.1475005061301398
148,7.425000000000001,0.9690793044731272,1.274236076508677,1.2198173215986492,0.6394251270770109,1.4706588013318591,1.2188641883765554,1.1832118537988146,1.1475595192210717,1.0896244755322406,1.720495236819825,1.773163458355124,1.7556073845100242,1.6941611260521738,2.23839941525028,1.808275606045325,1.992614381418878,1.983836344496328,1.1143628301372048
149,7.475,0.9701481918927376,1.2919405718181167,1.2419646098008554,0.6536347060794363,1.5741697299819657,1.0816920490937516,1.1762301753356852,1.1410531981293843,1.1828258585618665,1.6022846625218474,1.4983526844123225,1.732199635158754,1.8707756059714544,1.8967586004988355,1.740860633334548,2.165249543948442,1.9487245895535976,1.236578433425578
150,7.525,0.969862067292818,1.2568966503588324,1.2499682317284495,0.6041154966473113,1.6032172608842257,1.1997011438010503,1.1671595214556334,1.0673652129296878,1.188853936352579,1.3417666910504389,1.7776272085254214,2.0340157482165866,2.025469463560215,1.940006616996492,1.4186832529577884,2.333135711189615,1.5554238074597435,1.0791864553327164
151,7.575,0.9706511601328036,1.2443806923373109,1.2375434357860076,0.6325376381687577,1.385160114106783,1.117548036420002,1.1667886587143697,1.147520589120921,1.1325343127704617,1.5433918371317674,1.5855610130096858,1.9229144200330237,1.8638775738039388,2.091591123544692,1.7373700461701873,1.7964068923992715,2.083157288369108,1.1246261028012674
152,7.625,0.9702469395396648,1.2404194723710438,1.2297022481297586,0.6820142002234422,1.506505860898422,1.071246103051191,1.1557625608856046,1.102939774739096,1.0564557229301688,1.4899227074293957,1.6896888804925545,1.9976617306315927,2.122515588796068,1.9643673684544,1.7479540143026442,1.8561606913785216,1.839513510289925,1.1603764695530965
153,7.675000000000001,0.9713515529827876,1.1914008940889196,1.2697567569030543,0.6230938347657874,1.507795840758334,1.1449238126920125,1.1636930555230298,1.2283426697187536,1.1011289127529738,1.5280817900807462,1.8731325168731725,1.897778997358345,1.840270542892942,1.6677451794967286,1.371987413674648,1.8895635038632868,1.7499001144473054,1.269796734384082
154,7.725,0.9714960275298208,1.2700021667519767,1.2309430258135032,0.6667520164633514,1.3957053700647106,1.1198579960401218,1.1322093709964467,1.1219165585328432,1.107506621083797,1.3623940860915895,1.7516495392606162,2.1165765266065777,2.108467037998889,1.6543356759683592,1.5164743696376626,1.8976203341990003,1.81652544812212,1.1605671196206604
155,7.775,0.9730356317080818,1.210580727713241,1.2392131952561278,0.7062371649559276,1.3798441291734365,1.1745948551726737,1.0323428830929384,1.0486002513306223,1.2274313019451475,1.352933258264843,1.6011044476507024,1.593098925412449,1.9293308594190957,1.713181758986252,1.6171154921272102,1.6571431033184776,1.4730160918386466,1.2184731602631578
156,7.825,0.973170960040338,1.237372667078163,1.1996823634815084,0.71131882060595,1.494681470478398,1.0553053066733384,1.2037703117946823,1.1756823378528072,1.147594363910931,1.375216386504837,1.691358084551926,2.0154033250501926,1.8731395609290025,1.6913580845519265,1.375216386504837,1.754586424161344,1.533287235528382,1.3280370769748502
157,7.875,0.976297111124176,1.2239427254484003,1.217988610639287,0.687683345353723,1.301443544843563,1.1608004829198286,1.1073165016248885,1.1033547252326703,1.0993929488404526,1.1549178452465354,1.7401802668241733,1.91185724382028,1.8806432480028057,1.6543417783261198,1.248559832698957,1.6153242835542772,1.6153242835542765,1.376919427744283
158,7.925000000000001,0.9759373252365582,1.2136917423590745,1.226185087572581,0.7187640301894266,1.290941318079686,1.1696710730479576,1.1403314976370558,1.0444888846281095,1.1227277523905146,1.1943281707670212,1.6489434099622104,1.7799342415947226,1.980273160562093,1.725996840334276,1.340729688473946,1.6720594390738304,1.487131206180872,1.4452235751723892
159,7.975,0.9779714227912726,1.2090436835630316,1.2119465495499775,0.7040728268991844,1.3578602248707392,1.1511873314693606,1.1511873314693606,1.1531188538375978,1.207201480148239,1.2098353742867431,1.4761513371800512,1.970738125410481,1.6815950799834605,1.7348582725621216,1.2707075943766422,1.4685423096688142,1.3315798144665414,1.2349917509565496
160,8.025,0.9794875993009092,1.2198259557733664,1.2069253287440356,0.7185746987360065,1.325732385360306,1.2398935978189911,1.1521472816656475,1.1311644669333265,1.1120891808130344,1.179777544591405,1.540473863956929,1.810996103481073,1.946257223243145,1.7283365302931413,1.2173500778586466,1.6682204770655535,1.3751547175810643,1.3107446605515043
161,8.075000000000001,0.9810485004824028,1.2189236374949846,1.232726779731426,0.7048330051847701,1.3376252157018578,1.2415422776725695,1.1718350481219098,1.145459339643281,1.124735568695788,1.1874777843191897,1.439816813487019,1.8331688295427515,1.6402036895908825,1.699577578806841,1.2171647289271694,1.4695037580949977,1.424973341183028,1.3520434236894463
162,8.125,0.9829427366789408,1.2249427552164622,1.199073530363146,0.7669716683015897,1.354708380426607,1.1853698328732811,1.1295439380754817,1.133265664395335,1.1183787591159216,1.3195211497661752,1.5907560527736675,1.7740228791300805,1.781353552184337,1.554102687502384,1.1875690347895578,1.488126630014075,1.2901984575491496,1.4860321519985742
163,8.175,0.9839675250986556,1.2238174532768238,1.172019310502692,0.756260732705777,1.288557162799447,1.1764287934260296,1.16539977348766,1.123121863723911,1.1617234335082032,1.1151564604350903,1.6872172420868583,1.7523887235408555,1.8610078592975208,1.7596299992579671,1.281705801928643,1.5134266248761934,1.3034296290799756,1.499609088558847
164,8.225,0.985981409445292,1.2188764086089,1.2188764086089,0.7283161014955059,1.3056244899794207,1.176696341455722,1.1839598991190292,1.165801004960762,1.2311730239305247,1.2447096541212337,1.7383014135141366,1.7383014135141366,1.7883759398293586,1.5880778345684703,1.11594658645352,1.423547248104169,1.3806262255482649,1.5344265563735884
165,8.275,0.9859670893886636,1.2375568322191135,1.2260979726615295,0.7659205899739925,1.3221864728068484,1.1714895071138025,1.2719541509091663,1.2019877025516803,1.1912236335736055,1.208511380720211,1.6184158256428558,1.745627549929194,1.7032236418337476,1.6113485076269485,1.2085113807202108,1.505338737388333,1.328655786990641,1.4302665123418026
166,8.325000000000001,0.9884647154170876,1.2177411340395965,1.228729774297542,0.7619850089610877,1.2496312438790889,1.1716400740483377,1.1769576538095246,1.1344170157200242,1.237223557769651,1.1102461986237169,1.529207028293044,1.7386874431277082,1.9900639409293035,1.6199818747213974,1.1591249620851378,1.4174841403812235,1.0823154766457617,1.4413535073776902
167,8.375,0.9904109831491364,1.190083388417619,1.1940316882962505,0.756148032722416,1.2084834782366272,1.1909692249288504,1.2242463062136268,1.1489350169901844,1.2715347901446252,1.0694309216718516,1.5317010620074256,1.7593863550085291,1.8973774416758653,1.573098388007626,1.2902166603395884,1.455805964340391,1.2005224540058204,1.5031875976705529
168,8.425,0.991794945570464,1.205911801567374,1.2036358828262117,0.7286634645001027,1.223603943517905,1.2305267381064084,1.2357188340477858,1.1716829841041332,1.123223421984612,1.2544942920984228,1.4999388275089836,1.8408340155792071,1.895377245670442,1.6022073839300506,1.3499449447580858,1.145407831915951,1.3158554259510624,1.5060610268049377
169,8.475,0.992733759518462,1.1978295866761584,1.2090753043622278,0.7636755110601143,1.2434155244787657,1.2707809280436344,1.2177604586367,1.192105392794634,1.219470796359504,1.3610142000255234,1.7113742911212024,2.014570523800155,1.8596035604309125,1.7383250673593316,1.3408011178469266,1.212784930715813,1.307112647549265,1.5995148193369275
170,8.525,0.9938148017984187,1.2257364195174345,1.179056820121304,0.7872058323333337,1.1223817774635854,1.2204211495914283,1.2508471616311032,1.2153501475848156,1.1646401275186895,1.3317783047669416,1.777924036863866,1.844512952102214,1.817877386006875,1.8844663012452223,1.3317783047669414,1.2918249556239327,1.1653060166710745,1.5269925430116047
171,8.575000000000001,0.99545799740214,1.2042651459358271,1.158442182342751,0.8113710384967868,1.268045496420646,1.2028890084622723,1.247997346279608,1.1627927081801963,1.1728167832507166,1.145174636844133,1.41501463747982,1.9020429313100835,1.6387843941045357,1.7835765895675868,1.26364097858663,1.132011709983856,1.296548295737323,1.416156319911579
172,8.625,0.9970706241554346,1.2219863729632725,1.174831783298277,0.7965022188793184,1.198891124037269,1.251734809945248,1.2054965847757662,1.1790747418217766,1.2930189395608558,1.190484174006454,1.5352692080083232,1.6718821460090638,1.7369359260094164,1.5677960980084995,1.3466132460073006,1.2034949300065243,1.190484174006454,1.5334105285797408
173,8.675,0.998797656480378,1.1775811929868198,1.1919942961301475,0.7915672064564486,1.304274964447028,1.204699529113776,1.278156817474371,1.2210233709716851,1.296113043518073,1.4083023566506192,1.5562062571207755,1.704110157590932,1.8198610362197496,1.4790390047015636,1.196092412497786,1.1703699950247155,1.1060639513420387,1.5612588748387004
174,8.725,0.9999642685524996,1.1601822272137403,1.1935295083722226,0.8045720572896201,1.268390656606461,1.213523885201092,1.2167513423425844,1.140906099517516,1.2780730280309374,1.176065822013469,1.595635250407463,1.6210637006131596,1.7037061637816735,1.4557787742761314,1.2841367353876794,1.1506373718077716,1.1124946964992273,1.6825590342738757
175,8.775,1.000236477888129,1.164381786905746,1.2021455205351212,0.7954292919499153,1.1135828792873297,1.21090172690413,1.1933524265142157,1.1773985170688384,1.2651450190184126,1.294683924082429,1.8603225316912584,1.5649334810510915,1.8414679114376284,1.7094855696622366,1.5272242405438363,1.1752713291427888,1.1878410759785405,1.5830185249678377
176,8.825000000000001,1.002385835181563,1.1808576343050732,1.2051563359394564,0.7992575700014684,1.1562079007709063,1.231921378584007,1.2334987427051147,1.2019514602829888,1.280819666338302,1.460256784842332,1.5969616753382094,1.6466725446094392,1.8206605870587376,1.739880424492992,1.3981181982532953,1.1184945586026362,1.137136134579347,1.5002664257991505
177,8.875,1.004385676275887,1.2006982778433843,1.17579360394961,0.7845172046650394,1.1728501194151968,1.232116481832454,1.2695478686223007,1.274226791971031,1.3256949488070708,1.406985334259767,1.462281701108405,1.548298271761839,1.5913065570885565,1.5851625163275984,1.456137660347445,1.2288081521919374,1.0014786440364287,1.524787911707147
178,8.925,1.0061480904529403,1.1945258574159845,1.150777760285299,0.7546777216120736,1.2723274911822713,1.256905339774001,1.26770084575979,1.2507364792106934,1.2476520489290388,1.4216419570896115,1.7254116060403828,1.7132608200823518,1.4823958868797655,1.6403561043341663,1.5431498166699202,1.2150785958030863,1.202927809845055,1.6632318187143371
179,8.975,1.0067041487226258,1.1643497850712548,1.1336939221276954,0.7783971588491689,1.2002376407271071,1.1560103324919286,1.2170135162645896,1.2383646305850216,1.2276890734248056,1.4358855453155936,1.4959644384250332,1.6641853391314616,1.832406239837891,1.604106446022023,1.5500354422235276,1.1234753011465108,1.0994437439027358,1.5577598713375973
180,9.025,1.007336952313181,1.1716011457352216,1.1631010165037687,0.7347041624763186,1.1492697805799728,1.250321060499734,1.2910432180793388,1.3302571476004408,1.2141235870956404,1.5150836405880117,1.5566741718982704,1.7111532881935183,1.8121588642327204,1.6457967389916834,1.5566741718982708,1.146710363268572,1.1348273543227838,1.5985678411918407
181,9.075,1.0090281992510324,1.1211765124837203,1.159006762217612,0.7420556334796806,1.138132224415732,1.1798985445777768,1.2589562220273618,1.279839382108385,1.2619395306103662,1.3809102607689188,1.3985389023957555,1.6042063880421904,1.5454442492860665,1.5336918215348414,1.4337961856494297,1.23988112775422,1.0929757808639098,1.4998736110670314
182,9.125,1.0096930931657446,1.132204909643017,1.1355308481780753,0.7780806434234159,1.203887413121063,1.257000093111698,1.2629015019995466,1.2053627653430252,1.3455212264294238,1.423938432408863,1.423938432408864,1.575050266052252,1.5692382724505844,1.6622301700772844,1.400690458002188,1.034534861097052,1.098466790715409,1.5695941087935448
183,9.175,1.009644664897502,1.112222285795031,1.1421045212280243,0.8046552030601225,1.2039356534013064,1.304628453503961,1.256471027367909,1.256471027367909,1.2973318737863777,1.5234374016409569,1.5981720666271166,1.5521815035587103,1.6096697073942183,1.6441626296955232,1.5234374016409564,1.0117923875049373,1.293484586298926,1.6260949084900738
184,9.225,1.011206691778335,1.1251474177352183,1.157147271987509,0.7581044053533444,1.2010250382419227,1.2616537060377884,1.3136211355771026,1.2255652133021542,1.2111298162078998,1.552461342045668,1.552461342045668,1.597954714706347,1.649134758949611,1.7060014747754595,1.6263880726192714,1.2055743755079908,1.1657676744298977,1.4955365989587712
185,9.275,1.0126778041575726,1.1329011011245953,1.1071472517975858,0.751535002999647,1.1809708259822358,1.248087668571311,1.259511811990728,1.3080644215232502,1.2223833458776223,1.5076407451988223,1.6145257234032162,1.5920236227286075,1.4513854935122994,1.7439128022822197,1.6089001982345643,1.080100832381246,1.2826197384527296,1.5741711908158442
186,9.325,1.012691723697196,1.1592676426191604,1.1364432339045896,0.7909767474568192,1.188118675173215,1.2714706393054618,1.2460412265193528,1.2064843621854044,1.207897107340189,1.380209205764582,1.5861275146891356,1.6028235937911266,1.6584771907977636,1.7085654281037368,1.6807386296004176,1.2132484147446725,1.1965523356426822,1.4655068615849574
187,9.375,1.0135964300495477,1.1170013786589248,1.1440467811041215,0.7577844866054816,1.2104221369782124,1.2383764588483794,1.1978426921366372,1.221603865726279,1.2509559036899542,1.5747601320193845,1.684883218174585,1.6298216750969847,1.5141924346340223,1.6077970578659444,1.6573524466357852,1.172810867552898,1.062687781397696,1.5222269251035103
188,9.425,1.0129485308328932,1.114274304707057,1.1392149279879795,0.76202342788573,1.1934647805187426,1.3497353717106528,1.2556964318783526,1.2266549945772012,1.225272068991432,1.4981693845832047,1.509065161925628,1.4436904978710885,1.492721495911993,1.4273468318574536,1.4491383865423,1.1440566209544485,1.1767439529817174,1.5574846622585397
