,r ($\AA$),g_full(r),O (DOL),O (DOL),O (THF),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
104,5.2250000000000005,1.0792179489267435,0.7913573709916845,0.8015247033812998,0.6917545374729173,0.5006238048148018,1.2402842011177528,1.2673449473239589,1.3259765641040706,1.2087133305438464,0.6396176376012214,0.6396176376012214,1.9188529128036624,2.060990165603933,0.6218504810011876,0.8528235168016278,2.824977899405391,2.878279369205492,0.1854673592023949
105,5.275,1.081321445458454,0.8163285537037904,0.8196537209286533,0.7492803288629664,0.4956033857610726,1.2301584039426623,1.2301584039426627,1.212458283022624,1.2080332527926148,0.714709428059123,0.7844371771380619,1.865217287861615,1.969808911480022,0.6275497417104495,0.7321413653288577,2.928565461315433,2.841405774966759,0.1350085753849861
106,5.325,1.0818036447212545,0.8075965572731666,0.865515098249323,0.7561478374561176,0.5080516523936648,1.3417774409371148,1.185453855585218,1.2115077864772006,1.267957970076497,0.7013507659306485,0.8553058121105469,1.659293275494461,1.7790360891899375,0.6842446496884375,0.7526691146572813,3.2672682022622865,2.9764642261447007,0.3052918092614994
107,5.375,1.0779445883208525,0.8238667679392708,0.8478862072377917,0.7477325463106425,0.4645482736945747,1.2700494088163614,1.2870970518877225,1.3041446949590825,1.2700494088163616,0.8562566179024282,0.8394672724533612,1.6117771631104545,1.7460919267029924,0.6547844725136213,0.7051525088608229,2.6023485446054213,2.988503489933969,0.2544099795088247
108,5.425000000000001,1.0792349449560337,0.8763427284877668,0.8724129404676422,0.783373850960243,0.5606175131232405,1.2216441330745238,1.175623292445004,1.2467464097815346,1.2341952714280289,0.8075833465841337,0.708695589859546,1.6481292787431308,1.7634983282551508,0.8735085177338587,0.8075833465841338,3.0655204584622244,2.8842262378004806,0.2885908002370624
109,5.4750000000000005,1.0763113721992943,0.8249129455878483,0.8889613782200196,0.7395146031046937,0.5627476929805745,1.38838481917835,1.2528324551757308,1.330877755662088,1.3883848191783503,0.679628932464927,0.8090820624582461,1.569619201168997,1.5372559186706676,0.841445344956576,0.9385351924515656,2.9936036310955134,3.301054814829647,0.2452014005613255
110,5.525,1.074133218756386,0.9047705946714236,0.9229569382829094,0.7085643993301952,0.6050456624590499,1.367403197157453,1.2302595136667354,1.286730442162913,1.3593359216579997,0.9851854625090796,0.7945044052492578,1.6207889867084857,1.5095583699735893,0.683273788514362,0.683273788514362,3.0508969161571486,3.76595088088148,0.3317461251306087
111,5.575,1.0713020336144148,0.8439604196404017,0.895312508666141,0.7435177097891079,0.7130898783774828,1.4341029776258258,1.2439456767251642,1.3073314436920511,1.279600170644038,0.7491045186995781,0.9363806483744724,1.4513900049804316,1.591847102236602,0.9831996807931962,0.8739552718161744,3.339757645868948,3.168087860333628,0.3888846162126635
112,5.625,1.070319582378068,0.9043227695110972,0.9372205258797304,0.7431120908982392,0.6265307406055005,1.225821014228152,1.2374955000779433,1.3892638161252382,1.2725189576273186,0.9964586407145634,0.9198079760442124,1.333721565264108,1.1650901029893357,1.1190997041871251,0.9351381089782826,3.2499881820228844,3.4339497772317267,0.3871640715492218
113,5.675000000000001,1.066702157168038,0.9193420140690054,0.9135961264810744,0.704180252047319,0.5811302308163108,1.158437236429884,1.3151894697421778,1.2616643169038342,1.3457752713640894,0.9337937919416796,0.768120699822995,1.0241609330973265,1.325384736949481,0.93379379194168,1.0241609330973265,3.946031830463229,3.313461842373705,0.3803718951704505
114,5.7250000000000005,1.063138954156028,0.9555790090672628,0.8793585268078363,0.6812635572755152,0.7701308841397678,1.254749830744792,1.2660200388053746,1.4087760075727458,1.1645881662601365,0.9323535759208728,1.0063498914701487,1.2875358905573957,1.4207292585460911,0.7103646292730456,0.9915506283602934,3.96620251344117,3.6406187250243582,0.4235911532973834
115,5.775,1.0601145005702488,0.927313103263328,0.906505778582774,0.6824242970524201,0.7236254002750793,1.2405006861858503,1.1112818647081577,1.2848042821210597,1.24050068618585,0.9889994648162804,0.8290142572724705,1.4544109776710008,1.614396185214811,0.9599112452628604,0.8726465866026005,3.534218675740536,3.272424699759755,0.4750581162780489
116,5.825,1.0565206712803237,0.9605459528992474,0.9155523170643642,0.6200161973575761,0.791090900641856,1.2918732138922049,1.2846154992074177,1.2192960670443282,1.299130928576993,1.029275900751707,1.0149804021301558,1.2722993773180824,1.229412881453428,0.8291389200499861,0.8720254159146403,4.088512605763725,3.330851178821498,0.4139859702853375
117,5.875,1.0533292359287596,0.9094171998292712,0.9027155255490262,0.6406845665186864,0.8454626066594851,1.3020837613110214,1.1593896504824155,1.380565522266754,1.1379855338581255,1.0820970071169218,0.9837245519244744,1.363161164809629,1.489640035771346,0.969671344039839,1.1523630465400987,3.7241000894283633,3.5133019711588336,0.454291454882906
118,5.925000000000001,1.048328262717149,0.8809551524129802,0.9046757099947804,0.6207211454598892,0.803194298904437,1.203037749014069,1.1644563634771743,1.241619134550963,1.1609489647920022,0.7875704320341242,0.8566555576511524,1.0639109345022373,1.3678854872171622,1.1329960601192663,1.008642834008615,3.4680733059748268,3.896401084800405,0.4606145007976159
119,5.9750000000000005,1.0454166911530387,0.9323610444489872,0.92782558419107,0.6209257437566565,0.8622358512304205,1.1864365312930585,1.2347217389619625,1.2312727955570408,1.1898854746979803,0.9646590190129432,0.9646590190129432,1.3994349149061005,1.222807207199505,0.951072272266282,0.9782457657596044,3.641248128105192,3.4238601801586164,0.484963674692049
120,6.025,1.0422810013564705,0.8755315832889853,0.9124899761789136,0.6217791773740241,0.9361747181476298,1.4042620772214447,1.2075297089150592,1.2210974584534302,1.1702183976845368,0.9219902527211524,1.0155254957508346,1.3228555799912187,1.6435478418072706,1.0556120284778416,1.0823363836291788,3.247009150887532,3.3939931042198905,0.3734592283648676
121,6.075,1.0386438417635928,0.9069329785907788,0.933257225377796,0.5656626622910577,0.9275006043771188,1.1944072531187362,1.2477885828670592,1.1877345869001952,1.1777255875723849,1.0120210431452967,0.9594485214234628,1.380028695198131,1.5771756516550068,1.0514504344366715,0.8148740866884211,3.469786433641016,3.5355020857933104,0.3584855881695438
122,6.125,1.03508312037424,0.8823212018842778,0.9137666115950376,0.5557480055324042,0.9386763086992488,1.1618580883899785,1.1290372384354597,1.2570385532580846,1.171704343376335,0.917989227515793,1.215366019527951,1.2412248710072689,1.2670837224865867,1.5127428115401087,0.6594007127226124,3.3099329893527205,3.206497583435449,0.3831331872241829
123,6.175000000000001,1.0306566468943588,0.9317868955847148,0.914194564873805,0.6314479340767648,0.920307549815793,1.1237439555645463,1.2399933302781203,1.1172856569693486,1.2625973753613156,0.9540668379270578,0.9159041644099754,1.1957637702019128,1.5519487230280145,1.0812757496506655,0.6233236674456774,3.4982450723992136,3.129339228400749,0.3169838392133162
124,6.2250000000000005,1.0285394304603812,0.904940102089048,0.9395618210344076,0.5303995174089874,1.0358597904935694,1.17884657138992,1.153426699230569,1.108941922951704,1.1057644389317849,0.8511805677600998,1.0639757097001248,1.164114600024842,1.5771875226143015,1.089010432281304,0.8136284838883306,3.3296181032968564,3.292066019425087,0.26554687880751
125,6.275,1.0225797657655429,0.9604829905547652,0.9311104220362706,0.5807376404228022,1.0287990660720872,1.0538154567364542,1.0569425055694996,1.141372824061738,1.0757047985677748,0.6036151838333972,1.244186399330063,1.576790684299486,1.4289665576464092,1.0963622726769866,0.8499887282551919,3.1412626913778863,2.919526501398269,0.3111094502265009
126,6.325,1.01776265538697,0.938997385276905,0.9395755856372968,0.5816792802076516,0.9818197935065662,0.9972088184831586,1.138787848267804,1.1572546782397142,1.178799313206943,0.8244786714731674,1.2245933208645576,1.1518452027933954,1.7580795200530777,1.1882192618289764,0.8487280441635547,3.055420958988798,3.0554209589888,0.2653821654126571
127,6.375,1.0142962610810642,0.9983174534266348,0.9402625045956672,0.5931113203750588,0.984657465466407,1.087667784930585,1.0422220557552129,1.0967569307656595,1.1240243682708837,0.7757907303674728,1.133847990537076,1.2173946845766492,1.6589986387858269,1.2173946845766497,0.8712726664127001,2.912199049379437,2.876393323362477,0.2531976339770762
128,6.425000000000001,1.0097318392663062,0.965469371993092,0.9492194522091102,0.6151971949606587,0.9992192053905916,1.0051846931839676,1.014132924874033,1.0379948760475393,1.0200984126674093,0.8342644292858581,1.1867705261672066,1.292522355231611,1.3865239810666377,0.9752668680383976,0.7167623969920752,2.7142969459863844,2.961051213803328,0.3284061902578276
129,6.4750000000000005,1.0053145759397393,0.9423404684840604,0.936271531040662,0.6198494653420156,1.0278997543993844,0.9838469077822684,1.0748894574576422,0.9016149274303172,1.0543314623696542,0.7635826746966853,0.8561381504174954,1.5271653493933717,1.353623832416851,1.16851288097523,0.8445687159523941,2.915497485205528,2.857650312880022,0.2843955880247861
130,6.525,1.0006312964350712,0.9708744558005912,0.9339301564192588,0.6059632108214178,1.1192116687237814,0.989070777011714,0.9803947175642432,1.0064228959066566,1.0555872327756597,0.4671050187375893,1.0823165068309983,1.2987798081971984,1.2646013921920094,1.173458949511503,0.6835683201037891,2.984914997786548,3.167199883147556,0.3184172838034488
131,6.575,0.99686392022896,0.9807775969614666,0.9604450553987088,0.6577671619119899,1.062379412553215,0.965540538486703,0.962692336308276,0.996870762449398,1.045290199482655,0.5610095199931681,1.0771382783868824,1.4922853231818276,1.3127622767840137,1.2005603727853793,0.6395508527922119,2.917249503964475,2.7938274095659783,0.3778227379545827
132,6.625,0.9943599326876386,0.97288061361878,0.9602321115999016,0.6889430012815312,1.172645865375922,0.95102140756564,0.9818805092860594,0.9454106617982916,0.970659017751362,0.6409851982698604,1.149352769311473,1.2819703965397198,1.348279210153843,1.5693085888675875,0.8509631080479179,2.597095199886502,2.420271696915507,0.3535342358508112
133,6.675000000000001,0.9907750432479372,1.0014501507266051,0.9645901399948328,0.663565701067552,1.1717250302045363,0.8843207775128573,0.9091922993804072,0.9534083382560492,0.9340638212479558,0.7620567306218751,1.023333323977946,1.3499290656730354,1.426134738735222,1.1321985712096423,0.740283681175536,2.5909928841143737,2.449468062713168,0.3262624807341762
134,6.7250000000000005,0.988516605217442,1.049524202007796,0.9855911974995236,0.6757445652437895,1.1707018351680905,0.9637870922081484,0.9175035312828982,0.920226093690266,0.906613281653428,0.6649652425267655,1.0510740930261775,1.1797770431926484,1.4050072059839722,1.2119527807342658,0.7185914717627951,2.209400644524417,2.209400644524417,0.3719909248433962
135,6.775,0.9850465273402444,0.9882315222915798,0.9690817018698152,0.7039036954429472,1.1508034188195049,0.8905984499955149,0.8986460263508959,0.936201382676008,0.9603441117421516,0.6974566174663672,1.0884550242278148,1.4266158084539315,1.4371833329609982,0.982779779157153,0.7397267154946314,2.377693014089884,2.377693014089886,0.4163388992018623
136,6.825,0.982963952722775,1.0304158408375426,1.05772806794408,0.7207723857857692,1.2106612601730764,0.8775972453656357,0.9754017576503604,0.8908140713500585,0.8934574365469431,0.5831423828278408,0.9580196289314524,1.395376416052334,1.426616186560968,1.093391967802201,0.6456219238451094,2.3013297608027323,2.1867839356044056,0.3962350483901274
137,6.875,0.980537769294229,1.018908265452591,1.0605063454542576,0.7091882494512527,1.1826955292274806,0.8336179941691491,0.919584849817842,0.8961393437318347,0.8987443999636132,0.6260029066061888,1.0364966158561484,1.4777773532998562,1.5393514096873495,0.9441355312749083,0.759413362112426,2.103780259906044,2.124304945368543,0.414682420568837
138,6.925000000000001,0.9785490737306364,1.0737060424557243,1.0563415242488936,0.7376920764636873,1.273516733582704,0.8652724580995391,0.855002161860969,0.973110568604526,0.8986509208748924,0.7282573696440684,0.9912391975710928,1.385711939461631,1.6486937673886553,1.0822713687766017,0.829404226539078,1.8307581097996728,2.134198680484702,0.4019039395399667
139,6.9750000000000005,0.9760268048113024,1.091649648931911,1.099256963558614,0.7210711433895928,1.3565597513556444,0.9035295358842634,1.0098271283412357,0.9668019123467468,0.8883441655332674,0.6979134858286054,0.9471683021959636,1.3559462010384316,1.4257375496212925,1.186452925908628,0.628122137245745,2.093740457485816,2.103710650140509,0.4398075800637112
140,7.025,0.9745902831177452,1.1052257369138891,1.1338172424065722,0.734283743376828,1.3348230975411366,0.9256436807247882,0.8882187340647569,0.8707537589567416,0.8882187340647567,0.7666443618842891,1.1204802212154987,1.503802402157644,1.1794528644373674,1.1794528644373674,0.668356623181175,1.9460972263216576,1.8674670353591656,0.4170208342117839
141,7.075,0.9727600011318884,1.076720308224811,1.096129000476073,0.7674751450213589,1.2668259605320502,0.8634095381490288,0.93474536893627,0.9126066628298848,0.8929278129575423,0.8139887901741677,1.0756280441587216,1.1725314715604085,1.3081962699227694,1.3081962699227694,0.862440503875011,2.1028043746165994,1.9768299189944067,0.4176735483109437
142,7.125,0.970920205966229,1.110415943747991,1.1295531902138984,0.8113242914285006,1.275788391138912,0.9240976749504298,0.9022685960145924,0.9483522071013591,0.9701812860371966,0.7452756242740278,0.9268171224946238,1.184797146281788,1.2230164090650713,0.9268171224946244,0.6879467300991026,2.1784979786471577,2.035175743209844,0.4954854425118533
143,7.175000000000001,0.9698658072131188,1.127794136982732,1.1107199627973368,0.8058043610334076,1.3680906726235165,0.8682113883956927,1.093037477952704,0.9256137942400358,0.8538607869346069,0.9139448708297592,0.9139448708297588,1.4321610347023033,1.337939913998204,1.027010215674678,0.8291458621960699,1.7619349571666494,1.8278897416595188,0.5139858278409308
144,7.225,0.9694367445241022,1.098501792669984,1.145029702403889,0.8379805011494367,1.356297090338494,0.8821828031071244,0.8444423623324882,0.9529461295595671,1.0142743458183523,0.6039900086092372,1.0593055535608158,1.2544407871114929,1.2916094030259069,1.096474169475231,0.8734624739887432,1.8398464877635217,1.9699366434639725,0.5945082188351519
145,7.275,0.9676245984961936,1.139396826949867,1.1385227212138096,0.8320928354856618,1.2493122613138554,0.9236070162785855,1.0306244539330314,0.9794422011417746,0.8770776955592616,0.6873649651718344,1.1089488104772272,1.2189272049047204,1.402224528950543,1.1639380076909738,0.7790136271947458,1.9521165010880115,1.796313775649062,0.5431586010500696
146,7.325,0.968711418189461,1.1557969631185274,1.1144107234842942,0.8267886753596002,1.3332868924216867,0.8490811535215563,0.9775907335140076,1.0028336867268108,1.0303714538680502,0.7051337343741674,0.99441936898921,1.0396202493978104,1.2746648275225323,1.03058007331609,0.7774551430279282,1.8532360967526167,1.817075392425738,0.6240488897228204
147,7.375,0.9670869802980022,1.0980755068850343,1.1427300104570437,0.8428197145738194,1.2609384963230483,0.9643802503296568,0.9756992673523056,0.9462698230934192,0.9304231992617116,0.7312770997662651,0.9185553814137232,1.3020299581204235,1.4358001592971783,1.123669689884749,0.7491131265898325,1.9976350042395532,1.7568486421213936,0.6636639980830472
148,7.425000000000001,0.9674440073945536,1.1437549159706957,1.1596986748873817,0.8876238234790296,1.348984013540379,1.018438261878167,0.9335684067216536,1.0072711756733632,0.9916372549866364,0.7742513101997768,0.9854107584360792,1.1965702066723825,1.5045110686836558,1.0997887928974104,0.7742513101997768,1.96202320652898,1.5924941721154495,0.6103154460503335
149,7.475,0.9672459000715744,1.1492039971207095,1.1496179755058389,0.818012939872857,1.2406486379467967,0.9255282911858874,0.9629901505910308,0.94315740149419,1.0114702039388632,0.6857991017661657,1.0677631584460552,1.3195121958032552,1.5104942241432002,1.0851251610224135,0.7378851094952414,1.814329269229476,1.5452182292959171,0.5758692793311607
150,7.525,0.96754853169717,1.135208462054197,1.100077865531469,0.8356839113575744,1.2611821306227278,0.9350143382202986,0.9872011850046868,0.989375636954036,0.9480610499163954,0.7109798949539824,1.1135829680002132,1.3619976300925691,1.5418841095387577,1.1050169451694425,0.8823003515693998,1.7731667259695725,1.8074308172926556,0.6317004795712362
151,7.575,0.9669876177643628,1.1154342801549384,1.113821798362159,0.8809489393837342,1.2660462814535545,0.9613368374426994,0.8583364620024092,1.0815039421230366,0.9634826785977046,0.769251541324887,0.9974910096300734,1.546956396290706,1.3356235552673863,1.200370537012461,0.819971423170484,1.7836491782368245,1.935808823773616,0.6803192314901747
152,7.625,0.9665744776359316,1.1298967700816542,1.1239290054509417,0.8745232498842431,1.3384441305920665,0.9826551844853152,0.9974797239064296,0.9678306450642,0.9741840191018208,0.817595810497839,0.8926811400333546,1.4266212611748,1.218050901353923,1.1429655718184073,0.6340538938554665,1.5851347346386675,1.660220064174184,0.6433331465985187
153,7.675000000000001,0.9663116046907432,1.10108636414869,1.1034424690648428,0.9211670650389197,1.3189716972409014,1.02424109611417,0.8946432431364588,1.0158799443091566,0.9657130334790748,0.8646191071093658,0.9140259132299012,1.2187012176398682,1.4080939744352523,1.0704807992782626,0.8316812363623424,1.3586871683147173,1.482204183616055,0.8124394700330861
154,7.725,0.96759018992847,1.0814523539227154,1.12060170436938,0.8529301133738557,1.3473459164079975,0.9903920978190488,1.017215217134981,0.9491257604099212,0.9449991266690086,0.934745067070378,0.9266168490958534,1.4305663635164054,1.4712074533890305,1.113565862509929,0.8534628873251284,1.5687460690833304,1.690669338701206,0.7444784136666999
155,7.775,0.9673879342886312,1.1154187646217737,1.1104443413147116,0.9234356078356823,1.354514862392525,1.008247905089173,0.8290038330733196,0.9369576491737768,0.947141971447405,0.6579689420416639,1.0671935279456255,1.3480339300365791,1.219649746223572,1.1554576543170685,0.7141370224598548,1.7171384584989768,1.476418113849587,0.7214241349339345
156,7.825,0.968558723642225,1.0679657322796172,1.0721212409655296,0.904203134900117,1.260845266208837,1.017524249922921,1.0034478274931575,0.914967457934642,0.9029019529948444,0.5782911205993839,1.0694424833002314,1.386314330204003,1.3546271455136265,1.0219117062646652,0.911006559848345,1.592281030691456,1.568515642173671,0.7762551902594187
157,7.875,0.9707635937197152,1.0816757499282146,1.09211951578959,0.9148814119769538,1.2071616135856698,0.943095010613804,0.9728769583173982,0.8974293574682939,0.8875020415670953,0.7039369457213083,1.0480838969628363,1.2279788942027268,1.3844093265852389,1.0089762888672082,0.7508660754360621,1.5564828022060022,1.4704460643956208,0.808569750238386
158,7.925000000000001,0.9697640211944542,1.077645745699614,1.089063045124319,0.926932441360979,1.2507920662058891,0.9057459789766782,0.9684816312001712,1.019454348631759,0.9626001638042186,0.7336982054546759,0.996284931617402,1.4673964109093522,1.328379908823203,0.9267766805743276,0.7723139004786055,1.382441881856706,1.4905658279237106,0.8348082803846816
159,7.975,0.971472811592498,1.0681760095892043,1.0921799648608717,0.96906540812208,1.2254774535408095,0.9699276528024424,1.0338151029870342,0.9118481526346316,0.9854155195138582,0.7931665073422256,0.9762049321135086,1.2660157713347062,1.0906039475955602,1.151616755852654,0.8770591186957304,1.3346551806239373,1.151616755852654,0.8757361368840315
160,8.025,0.9730286304766592,1.0459274544884758,1.0563436276272695,0.9486728139758892,1.164367908099562,0.9349358079814216,0.9196403346402122,0.9903818988433056,0.9406716104843752,0.7456543253839544,0.918887148452954,1.3406714133166049,1.325607689571475,0.9113552865803888,0.7531861872565198,1.2427572089732586,1.1900341758653012,0.8242777406455282
161,8.075000000000001,0.9729712349921864,1.0237915872568777,1.032660190750094,0.973680251216218,1.161323161428601,0.9271701987990943,0.9951500911754028,0.8894035919233677,0.9649368056748217,0.676937817181588,0.9670540245451258,1.33155900302752,1.301803494579977,0.9819317787688968,0.803398728083643,1.123270443894723,1.3092423716918624,0.8742198744651662
162,8.125,0.9756935123690996,1.040312380846776,1.0760523144427243,0.9674386032442416,1.1041752757655097,0.9568275616008548,0.89341208968189,0.9624230444172344,0.9717488491111996,0.7494555772241325,1.0066217066637864,1.315221061991371,1.4915635507499907,0.8964076511896492,0.6318939180517196,0.9992741029655102,1.344611476784474,0.9006062818743782
163,8.175,0.9770024514348452,1.0390477129249875,1.024510736261813,0.9632890647156288,1.1773034133215667,0.9359470015138588,0.8917290329384006,0.947001493657723,0.9285773400846152,0.7983799881679896,1.008861985048641,1.429825978809944,1.277407981068783,1.0161199849410771,0.7983799881679899,1.1975699822519843,1.14676398300493,0.9385038228260456
164,8.225,0.9781704826025862,1.0155118089577877,1.024059888157769,0.9965491523230984,1.1502926614266638,0.9355228290716856,0.9373429123967278,0.9464433290219388,1.017426578698584,0.8030428246246748,0.9679534046815276,1.190224186497286,1.2547544134760544,0.9464433290219384,0.7528526480856326,1.0755037829794751,1.1256939595185174,0.8764258378442946
165,8.275,0.9802948321577668,0.9965208025821176,0.9870623000491344,1.0226514771069113,1.0195538153437544,0.9458294653806258,0.972801788537868,0.935040536117729,0.9961778019408112,0.6658621999626255,0.9350405361177287,1.2254697935482357,1.4238117254519964,0.8429532105909826,0.7083640425134313,1.0200442212193406,1.1971352318476984,0.9708201484691732
166,8.325000000000001,0.9802323745639908,1.0179623809817584,1.0226349951895437,0.9972065501394458,1.035769662380219,1.0073437368260445,0.9629282281476478,0.9593749874533763,0.9451620246762888,0.7698688170922153,0.986831847363658,1.315775796484878,1.469749559903321,0.8888485433701035,0.9168437730825476,0.9518378102231032,1.0358234993604356,0.9851178537077938
167,8.375,0.982228541942598,1.015077902205653,0.9824291977487464,1.016786132527972,1.1252564983185034,0.991840751247979,0.8847570595203212,1.0620595654956235,0.9830633994670231,0.8575206709636585,0.7330418638882891,1.3208584528553131,1.2724500278815585,0.9474220316292036,0.760703821016149,0.8990136066554485,0.8782671388095539,0.9873625105434096
168,8.425,0.9841269178755484,1.040867617503598,0.988726471980562,0.9914879809692924,1.0425521775897264,0.9644908664557204,0.9471439084259412,0.9245928629872286,0.8690825972919352,0.7927034154214232,0.8473726164849689,1.24372432419568,1.2095560735309645,0.9088754676814592,0.8610399167508557,1.0045465695426647,0.9293764180802884,0.9848823926295012
169,8.475,0.9854977690413604,1.0260458718252854,1.0089773121244878,1.0315114914814978,1.069715620795626,0.9085725625347458,0.9497154710268858,0.8571439269195718,0.9720012131267944,0.8036373666330788,0.8509101529056124,1.2898717397219994,1.2155859327223033,1.094027339450073,0.9184427047235182,0.9251959599053092,0.8441568977238222,1.030147058291707
170,8.525,0.9874013706878628,1.009589529218497,0.9637569654708732,1.0290715783745246,1.0572044704451946,0.933525101306574,0.9470790047738205,0.92335967370614,1.0114600462432393,0.9010265373112458,0.8543066427839959,1.2881342348227436,1.2614371522357437,0.907700807957996,0.9544207024852456,0.8075867482567458,0.9143750786047457,1.0023664834578163
171,8.575000000000001,0.9875668989890124,1.0104334805209634,0.9818066291114338,1.0317403807297365,0.9645337241781105,0.9075994418481518,0.9461138093066532,0.9226702812884348,0.9193212058572614,0.7915996473683988,0.910339594473659,1.2467694446052289,1.2665594357894383,0.9829028954824288,0.9763062317543588,0.9235329219297987,0.8245829660087489,1.1173267471656498
172,8.625,0.9897937304461148,0.9772971597792648,1.005593068637017,1.0060707205106152,0.9600038866565652,0.862348318875984,1.0013833645296937,0.9202795878983628,0.9864867524953675,0.8802543474828995,0.9650195809442158,1.2845193070676386,1.1606316581626386,0.9845807886660582,0.9519787757963212,0.7954891140215833,0.7628871011518465,1.0561056128190538
173,8.675,0.992061887473669,0.9931125455397014,0.9866577750487286,1.0359743912705146,0.9882371840919416,0.9931456469268344,0.9276994757949182,0.971875641308962,0.8867956188374702,0.8894729622019575,0.9281456996889988,1.2762003370723738,1.205300318346131,0.908809330945478,0.8830275059541175,0.8636911372105966,0.8572456809627566,1.1155900905700682
174,8.725,0.9931991807975306,0.9978672469838888,0.9923978162756945,1.050992731364098,0.8993053007859674,0.933271867901984,0.9720908017488608,1.028701746942222,0.9365067790558906,0.7964743371360343,1.0959486878991829,1.2361281712351246,1.1469230454758892,1.121435866687536,0.8474486947127405,0.7964743371360344,0.7263845954680631,1.1285878811434535
175,8.775,0.9952228515412724,0.9895320129245212,1.0132639585896812,1.0649037231802194,0.9306619985364374,0.9498509057227562,0.937058300931877,0.8842888061695015,0.9738370397056536,0.9134113648032832,0.9323095309716268,1.2346801896651274,1.1401893588234082,1.0079021956450025,0.8252199226843454,0.793722979070439,0.8252199226843454,1.0669750347902678
176,8.825000000000001,0.9970299633971524,1.005675900989361,0.9810240699846012,1.034908674651419,0.9802244276443162,1.0260736347438089,0.9391182419689096,0.9074980991416738,0.9154031348484832,0.8968622329179676,1.1148495811966406,1.065023901590087,1.1210777911474594,0.9466879125245216,0.8158955035573179,0.6913313045409333,0.8532647632622332,1.1870459740959318
177,8.875,0.9988123693676126,0.9882091613330058,0.9708824628133484,1.0161080826782172,0.903554571981553,0.9254399768392376,0.9567048409216444,0.9676475433504867,0.8847956535321089,0.8313611585549051,0.9730004670494444,1.0468992366987695,1.1331144679563152,1.071532159915211,0.90525992820423,0.7820953121220218,0.7820953121220218,1.2732456382947457
178,8.925,0.9998907816205445,0.9556788531090492,0.9765870504423372,1.0115096942374688,0.9135541965587132,0.949107067152368,0.9537443980993664,0.9846599377460244,0.9413781822407044,0.8951453979509294,1.1448118014610524,1.3274945357367534,1.187437772792049,1.0717387077507723,0.9986656140404928,0.8403405776682197,0.7672674839579394,1.1975039642725485
179,8.975,1.0020994569849646,1.0291996802188004,0.9961756949439228,1.0236494305927704,0.8529598380000143,0.9905340054193716,0.943147347752704,0.9660763756559302,0.9569047644946398,0.9875694442359236,1.1381135668328628,1.2103747456793943,1.1802659211600055,1.029721798563067,1.0417653283708217,0.8611123812544944,0.6563723745226564,1.1436437590915276
180,9.025,1.0033652995706548,0.9743766442979246,0.9970960064500186,1.029843866883153,0.8964448630081345,0.9160971112696956,0.9342376481265212,0.985635835887527,0.9417962051501982,1.0778960410128984,0.994522866569912,1.119582628234392,1.2089110294233056,1.161269215455885,0.9468810526024908,0.6848510757816761,0.7384481164950247,1.171113569872624
181,9.075,1.0046425190980357,1.0027104231010822,0.9496257536427892,1.0776525417606309,0.8581870324049435,0.9209812055077442,0.9239714042269254,0.9673292856550492,0.9583586894975064,0.8834678033943826,1.0778307201411463,1.101389861564997,1.060161364073259,1.0955000762090343,0.9835941544457456,0.6596559598678056,0.6066478916641431,1.2256763525459218
182,9.125,1.0054993685293805,0.9736948406031186,0.9648051872794956,1.0516590612042351,0.8783832258097899,0.9597150059773634,0.9345760921073856,0.9493636885014906,0.9626725252561836,0.9844954326620288,1.09517835112699,1.054400433797794,1.252464603682462,1.0835275176043626,1.106829184649618,0.6407958437445157,0.6174941766992604,1.329978312424842
183,9.175,1.0082504134541956,0.9864677854008488,0.9589895741083464,1.0044353028554056,0.8337312047857525,0.9463580517480388,0.9595222286657086,0.943432679099668,0.8629849312694633,1.0717501611759446,1.008367087127905,1.0775122588166748,1.140895332864715,1.0083670871279042,0.9795565989242506,0.6511170334025894,0.6741654239655127,1.204925172974468
184,9.225,1.008412836467643,0.9548738858396788,0.974716127133814,1.0381500845787537,0.8941679181121839,0.9404678750370868,0.9404678750370866,0.953489737922216,1.0214927996556666,1.117161839437994,1.1855595030770547,1.100062423528229,1.22545814019984,1.065863591708698,1.0715633970119536,0.6269785833580582,0.6212787780548031,1.3147357028579691
185,9.275,1.0095326217084866,0.9575131888822012,0.9690754093601388,1.053881596379474,0.926061467131304,0.9045917267805011,0.9546877875990418,0.936080679295012,0.9031604107571142,1.3081360989499378,1.105149462905982,1.020571697887667,1.0825953922344314,1.076956874566544,1.0995109452380945,0.5807673197924299,0.7330072968253962,1.13731202797077
186,9.325,1.0110963737269223,0.974937862424781,0.9901006068062848,1.002700237122062,0.8524368023514841,0.9543893767191034,0.9614694166057436,0.9501413527871192,1.033685823449474,1.031969450143623,1.126799075291956,1.0765951560957796,1.0542823031197013,1.0877515825838189,1.0821733693397992,0.5801341773780367,0.697276655502448,1.1664726939764625
187,9.375,1.0128390876003732,0.9808836372955292,0.9643030982159428,1.04100749845255,0.9106137335772831,0.9932694417019902,0.9792599996469552,0.9526420597423884,0.9988732185240042,0.9989156713787158,1.0927364802927388,1.0044345424913057,0.9547647024779992,1.103774222517918,1.0982553514053286,0.8223117957758489,0.6677834046233404,1.2376913195152432
