,r ($\AA$),g_full(r),O (DOL),O (DOL),O (OFE),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
185,9.275,1.0032053217890258,1.180004872343737,1.175138872870155,0.6160963024949662,1.2893484553864345,1.3109335299743772,1.3800057686557934,1.2576903459907856,1.3152505448919651,1.5362468237034654,1.598603705846409,1.9727449987040808,1.8933816941585144,2.0237642659119457,1.5986037058464106,1.547584438638547,1.5135715938333028,1.7351756898348094
186,9.325,1.004149483584072,1.1663148520576456,1.1657799679246217,0.6462151817027597,1.2684406910251471,1.3495867284981369,1.339621425650577,1.3737881782707824,1.3823298664258334,1.8731318166279616,1.6207637575014395,1.7834009511607545,1.8843481748113624,1.833874562986058,1.682453727510145,1.5029919965757292,1.4805592802089274,1.6467445055385004
187,9.375,1.0047907808015546,1.1552303497163208,1.1539073648907177,0.6779280391637384,1.2986093390313356,1.3563566089882608,1.3831175389682993,1.3845260089672484,1.2549467690639045,1.7810743350350908,1.642361380593105,1.6645554533038225,1.7588802623243711,1.7755258168574106,1.7699772986797315,1.3316443626430576,1.4980999079734405,1.5227285345784467
188,9.425,1.005668054005597,1.1576664379281918,1.1485035421056036,0.6692570454371646,1.213795719767134,1.335035935174414,1.4130756140572602,1.382417168781856,1.2820804387896252,1.6194922538729286,1.6689004921266783,1.718308730380429,1.7841863813854295,1.71830873038043,1.5096961688645956,1.3285326286008428,1.520675777365428,1.676687051216558
189,9.475,1.007468329136576,1.168017180850223,1.1700895111777465,0.6333238437925285,1.373381131057135,1.2961629148531195,1.319604159057911,1.3030573984427634,1.3140885721861957,1.607877142603095,1.52096486462455,1.6784933684606635,1.7165174900762774,1.8034297680548228,1.5698530209874813,1.504668812503572,1.4666446908879585,1.6169674573916677
190,9.525,1.00810136356368,1.1504038411199968,1.1483532103871628,0.6604090169815459,1.230741243599418,1.3085153576627948,1.4012985112822638,1.3126087320871842,1.3112442739457213,1.6501674068417913,1.816796688965881,1.494288400983772,1.8651729321631965,1.7576701695024937,1.6609176831078605,1.612541439910545,1.521164091648948,1.552976133660788
191,9.575,1.0083414289602215,1.1513571741603963,1.163786454075326,0.625966963069279,1.2584284937917607,1.3070373197322138,1.4096559522731735,1.3313417327024408,1.3583466360026937,1.6489357621214695,1.6117017287832425,1.6276591716424824,1.494680481148816,1.7606378621361494,1.7712761573756426,1.505318776388309,1.5425528097265349,1.5726222768830609
192,9.625,1.0091482027487333,1.1351586055038847,1.14921629721291,0.6273763582609845,1.2707767104638217,1.3549606565828751,1.3402618723398667,1.2854754947068316,1.2547416731078112,1.752921129145679,1.4897197584030837,1.7423930743159743,1.7423930743159743,1.852937650027864,1.5686801696258623,1.5844722518704186,1.5265679503070473,1.6077306587135904
193,9.675,1.009689499432722,1.1363750428267905,1.144076753873496,0.6955029031444164,1.2404838296705438,1.3052852237578108,1.329089817504154,1.3343797272255633,1.3105751334792206,1.854674408385112,1.604605948827569,1.526459555215837,1.7192206594581094,1.7869475339216097,1.7296401786063396,1.5941864296793375,1.55771811266053,1.5753675022381448
194,9.725,1.0107955955413317,1.1345557844073704,1.1630795102398923,0.6961040928093458,1.2343055990959555,1.3390186933988997,1.2500125632413963,1.3102225924655897,1.3874484995140115,1.8408086009847149,1.660337169515625,1.7376820687166634,1.7119004356496503,1.8150269679177025,1.778932681623884,1.5881485969279887,1.5159600243403537,1.621717335492793
195,9.775,1.010242063235118,1.133200959134992,1.1470739090213096,0.6764737599198545,1.2087551785158617,1.3123997811753136,1.2735330551780193,1.329242029107475,1.2903753031101803,1.87816583001068,1.765884177129606,1.5464245828620535,1.7199507736782558,1.6076691207971836,1.7862990231079805,1.5668394288404293,1.4086243725080092,1.534706877899975
196,9.825,1.0108426194428812,1.1571108664811711,1.1354285891579765,0.6840728630072249,1.1208217763493085,1.3773027320356488,1.381149946370944,1.3555018508023091,1.2862519927669978,1.859098321217352,1.7782679594252928,1.5054654883770957,1.662074314349209,1.7125932904692462,1.8237350379333264,1.6671262119612131,1.535776874049117,1.5616549618167286
197,9.875,1.010638592458605,1.1284908455145248,1.143992093392472,0.6628424254708243,1.221212155898305,1.4116298517244434,1.3151515525058666,1.367199056031679,1.3519656403655864,1.8903283985649453,1.8803266610064,1.5102623713402468,1.6452858283805991,1.7603058103038638,1.6902936473940506,1.605278878146421,1.4802571586646127,1.4987297555839658
198,9.925,1.012038545869134,1.1301339430283373,1.1414659733741406,0.6588810812080537,1.2189923155956697,1.388645885291974,1.3333513885020678,1.308217526324838,1.3195277643045906,1.698058961337425,1.821824191755604,1.5693431217025169,1.569343121702517,1.6881577429039705,1.7426144442879696,1.4851827650181553,1.5841949493526992,1.4686638954888709
199,9.975,1.0109639943910662,1.1190664213939994,1.1335572564245815,0.6623173100901406,1.2068024945320173,1.3672947850419452,1.343656385664513,1.2515910407208335,1.4071068260986717,1.837913827192621,1.6761774103996712,1.2938913343436056,1.36740788743131,1.6565729962429492,1.82321051657508,1.578155339616064,1.5291443042242605,1.513390757134038
200,10.025,1.0123195301510914,1.1514342660173065,1.1495830855253173,0.6974131265915327,1.156610451469907,1.346299492499051,1.2834803944958928,1.3795566620301345,1.3192010580663156,1.7905122585926825,1.741988891151147,1.407177655804548,1.615828135803153,1.7322842176628397,1.9069683404523687,1.6740561767329958,1.6692038399888418,1.4803588160888232
201,10.075,1.0114848912133745,1.1118539189561714,1.142325085496697,0.6898529717915876,1.1268656827845218,1.3549218328718666,1.2658945657254703,1.348824074848141,1.363458694105083,2.1427152134280028,1.888087620800908,1.657481499176369,1.431679671752342,1.9265219744049968,1.8496532671968189,1.6382643223743245,1.431679671752342,1.4673196909745003
202,10.125,1.01170198841411,1.1353808798483802,1.1319781399487348,0.6765696801676403,1.132669157897586,1.3753839774470686,1.330705130067314,1.377799050278407,1.4128176063328095,1.8837568084437488,1.90754161663117,1.5269846856324318,1.4794150692575905,1.788617575694064,1.8837568084437488,1.4889289925325586,1.4556302610701697,1.5473716640787922
203,10.175,1.0112235552134152,1.1633345920358344,1.1397489322243337,0.6725059657326959,1.190915126974382,1.3630956272598358,1.2841795646290024,1.394183773144708,1.3212462001071212,2.0442811081871315,1.601510545584389,1.4083872150874486,1.4743317669644525,1.874709403360548,1.884130053628692,1.6250621712547475,1.5779589199140296,1.4053110843876455
204,10.225,1.0115102992794356,1.144199890840624,1.123513539781491,0.693295160263153,1.1532478167629308,1.3474291740002209,1.3509812719984642,1.2787552793675214,1.301251900023061,1.8517553301952248,1.833097845760008,1.4226331881852476,1.45994815705568,1.7444747946927306,1.618536774755019,1.6138724036462158,1.5625643214493703,1.5078293543562609
205,10.275,1.010502938106981,1.1278046573885467,1.143003587341634,0.6815251891720444,1.2381993825060025,1.3073790828543488,1.416425051200048,1.368351022144417,1.3613157983801791,1.889206300730147,1.7183001072655613,1.5658702590403903,1.3672495477166833,1.6767283304768772,1.7691100566739515,1.3626304614068296,1.5196793959418544,1.4123092060046425
206,10.325,1.0109045402744137,1.1430856123174016,1.1502844339216909,0.691782778128761,1.2006896095276651,1.3493243000688082,1.283135414437205,1.364420010826893,1.3307449637511652,1.870953242441416,1.7840385441372912,1.468400955559155,1.418081919698872,1.5919113163071217,1.848080953414015,1.5461667382523188,1.4363797509207927,1.4649000949937363
207,10.375,1.0109177427124556,1.1472178892685487,1.1668783088398174,0.7042826169913097,1.2040951673249405,1.3743015520088864,1.3605010343318094,1.2960986185054508,1.335200085257169,1.8529634466923408,1.81218918991916,1.3274285816157838,1.4633427708597218,1.6898664195996167,2.0024690548606725,1.53129986548169,1.372733311363764,1.3714851198298903
208,10.425,1.0104317996708565,1.154856170324983,1.1447990571129618,0.687753043187548,1.2369952969217493,1.341786795371842,1.3030595024663725,1.2780006658804817,1.2996423883864787,1.92048714550829,1.7140796485611374,1.2967775351679809,1.4358782396323666,1.6916440510668826,1.8217705165335651,1.5704918245979007,1.3640843276507484,1.4626178088908273
209,10.475,1.010913490794335,1.1599653093024282,1.153395069107219,0.6612033298662797,1.2658293234055698,1.3707510052921268,1.2895213160896302,1.3560845336305654,1.3391616817133785,1.8755306185391205,1.746643443331456,1.502202248972092,1.3688706884124384,1.8088648382592931,1.9244188574109928,1.5199797903800454,1.5910899560118603,1.5310000520181406
210,10.525,1.0098716932727976,1.169334087915136,1.1472909857192497,0.7173680806716493,1.1420813851563243,1.3935180893247912,1.3097058546019698,1.299648386435231,1.3108233510649396,1.80492610534401,1.7388922234411812,1.4131250727205538,1.4043205551335107,1.7212831882670918,1.831339658105142,1.620031236016087,1.5716063892873458,1.464604547999903
211,10.575,1.0087696866934748,1.1510243331419217,1.1618379312129934,0.7236826927785868,1.1578740116833903,1.3571257536556758,1.3394144877025844,1.3991900102942694,1.3095267264067412,2.032099415602868,1.7312091587861345,1.3474650631358067,1.5873051229172617,1.7094055169878202,1.835866639418042,1.5611407527592849,1.5088120124433304,1.455192852510743
212,10.625,1.0092057449670817,1.135890647388304,1.1515467390099063,0.7098188647014301,1.2478855797211297,1.3904384139599228,1.3114860749968984,1.343286322634784,1.3323207200010303,1.8359077136814317,1.745192273711288,1.4341679080993757,1.352092033840676,1.7106340108655211,1.7365527079998468,1.6199185708953792,1.429848125243655,1.4386199292057829
213,10.675,1.0081766495601527,1.1675186513423044,1.1303768239442444,0.6845112970720972,1.1895117621557796,1.3546312031125645,1.2818482916381926,1.3535448910010055,1.3003155975346747,1.7631174756071302,1.668970425938788,1.3736910428880795,1.2966616386139815,1.5534263195276412,1.6946468940301544,1.745999830212886,1.3736910428880795,1.4410262704338028
214,10.725,1.0076520311309676,1.1528167168689245,1.1313858904943006,0.7330659280902883,1.2440952409312935,1.3807735243208037,1.2430190339754703,1.2892959330758555,1.3129724861039604,1.8060709458628232,1.814550152181428,1.37787102677328,1.343954201498861,1.7467165016325887,1.861185786933755,1.454183883640723,1.6831224542430534,1.3319708333853226
215,10.775,1.0084528128031216,1.144546231895451,1.119708336768563,0.7239872304967695,1.2549670083454054,1.315742810788641,1.3050803893073717,1.3274714744180374,1.364789949602481,1.87755549174716,1.6927401860718243,1.3063081832961234,1.503724532540231,1.6339353160842187,1.6423360117967345,1.3903151404212752,1.4365189668401102,1.452591726494158
216,10.825,1.0069854151976252,1.1304252229975658,1.1453096843256587,0.7269620117471435,1.299390574771241,1.337421518423082,1.2824879331482,1.3078418955827609,1.3279137825101222,1.889382402636081,1.5772597590287984,1.2651371154215163,1.3733396318720408,1.6771390049831292,1.868574226395596,1.5897446647730895,1.4274408900973037,1.4349997786091555
217,10.875,1.0054920897194417,1.154466206866248,1.1348023300672998,0.7281647336615472,1.2456007127998343,1.386908356688892,1.2717687950015126,1.334572192285537,1.3157311731003294,1.9132832950365688,1.562789587971679,1.3153822653376408,1.4019748282595548,1.6617525170252954,1.7607154460789105,1.4885673911814683,1.270024256188067,1.4523819664424764
218,10.925,1.0057026318635798,1.1600951784882587,1.1517169298025025,0.7605156778389417,1.2871208193854418,1.443732619326781,1.3337932100964365,1.3514250021428127,1.4312866484705151,1.732378569690268,1.626147808341337,1.2992839272677004,1.3237987183482234,1.6016330172608138,1.8222661369855184,1.532174442532666,1.5485176365863478,1.375830111661986
219,10.975,1.0058690703104525,1.1711729626094978,1.1592025168986857,0.7812064136972422,1.3113905457917847,1.3319452565408725,1.2445877358572504,1.361749587127049,1.4069699507750422,1.7368730582978973,1.680191886232232,1.4332239222318328,1.3927373707563568,1.6761432310846844,1.7692622994782776,1.4575158531171168,1.4008346810514518,1.4846583677287364
220,11.025,1.004665416298703,1.148138094919889,1.166122594323734,0.7741367208658456,1.2180480532407902,1.3484077111127144,1.3229468404346043,1.3178546662989827,1.3636842335195805,1.981935896906952,1.9177436411366864,1.303905195333521,1.388157531031995,1.6208544581992073,1.7010947779120391,1.4764218827161095,1.4443257548309774,1.3617928545549216
221,11.075,1.0040052250513016,1.1639594932465729,1.1324857555239904,0.7498133041687997,1.2757043883730226,1.3584636920491209,1.2918525451878708,1.3443340548361276,1.286806246183231,1.8885391729486531,1.665890344137864,1.3836034361813283,1.2881825095481332,1.5983005211060173,1.7732388866002091,1.4472173872701253,1.4551691311562251,1.4231593050024869
222,11.125,1.0046099333813034,1.1499503576209884,1.1324756217943952,0.7935949476845261,1.2872679591486706,1.3222752463050067,1.2612625458325366,1.3502810760300743,1.307272123238006,1.6509497241606772,1.6273084393278268,1.4145368758321786,1.3948358051381369,1.6942920796875685,1.745514863492076,1.4815205161919205,1.5169824434411945,1.458160675226128
223,11.175,1.0038015200785204,1.1352136670824085,1.1419176848013997,0.75881908547941,1.2817222389258869,1.3411989089456493,1.33425996411001,1.3540855207832652,1.3263297414407091,1.835365928387628,1.6713545049997978,1.374571929345629,1.3003762854320855,1.589348793305882,1.6244940983175602,1.362856827675068,1.4604826749297295,1.4241021040956447
224,11.225,1.0022173817601403,1.1609290236634835,1.1576068102412358,0.7599906407259253,1.2673818281080085,1.3165051547788622,1.322399953979365,1.2958733575771042,1.3882252117183074,1.7880890908190512,1.4397600471530028,1.3739645611271931,1.4707226288122066,1.5442587602528168,1.7764781226968496,1.598443278156424,1.4745929515196066,1.3697388006201328
225,11.275,1.0020301702900516,1.1415086786794415,1.142972151344415,0.7176942517923222,1.2941432488951736,1.2678513995948202,1.2853792991283892,1.3769138855814718,1.388599151937184,1.7876096864370463,1.5689535659930307,1.4308549636073356,1.400166385299404,1.5536092768390657,1.7108882406672172,1.4577074696267762,1.380986023856946,1.4557894334825314
226,11.325,1.002763082571671,1.1461385083439073,1.1630014859227686,0.752331861864133,1.2875671436244207,1.3338963961686272,1.2692284811590049,1.377330070428821,1.3503046731113677,1.6349780411749824,1.4486665899713218,1.4068415703133577,1.399237021284636,1.5209098057441697,1.733837178548354,1.3992370212846357,1.4030392957989968,1.4416828204551493
227,11.375,1.0004330042579883,1.1441726576639843,1.1522605887973305,0.7395651760709034,1.2982774706293274,1.3250658045848345,1.3480272336895518,1.297320744416631,1.3432436026260683,1.7148592570001724,1.5980226922375231,1.3643495627122255,1.3718874056001384,1.5037996561386124,1.7035524926683037,1.4058076985957455,1.356811719824312,1.349081585025993
228,11.425,1.0002995935383985,1.1487892395960198,1.1256281662170675,0.7392195960336516,1.3201318454025346,1.3296155511884722,1.316338363088159,1.397898232847224,1.3504797039175351,1.5280261716312418,1.438362044200559,1.3524339220794854,1.322545879602591,1.561650219417748,1.658786357467656,1.3599059326987095,1.356169927389097,1.4115238019764085
229,11.475,1.0009614023789772,1.1631724081992711,1.1555780544864602,0.8135956805002389,1.314293254281233,1.2813889167276966,1.333095732883253,1.30301176712002,1.3161735021414342,1.7332466638589812,1.4962214790577542,1.4369651828574472,1.3480807385569866,1.4258546273198895,1.6073270344333288,1.4740003679826386,1.488814442032715,1.4503809897140203
230,11.525,0.9994259724237924,1.1620309869127128,1.1268391489784877,0.7629948155942973,1.3103700383383343,1.3075740851982098,1.3029141632980028,1.3681530699009072,1.3830648199815707,1.586067963125153,1.4171810966812708,1.497953076284866,1.4024952822078902,1.4612385401014143,1.3804665604978186,1.3914809213528532,1.2262655085273173,1.3846625074902132
231,11.575,0.9994639944153298,1.13708613909934,1.116951504366395,0.7857011874222876,1.2824427136906404,1.340651568850951,1.2861385140182795,1.3803814223730675,1.369294021390151,1.5614756384273634,1.4522815378380374,1.437722324426128,1.4122437009552844,1.426802914367195,1.6124328853690484,1.3649262573665764,1.5105183914856783,1.358018059166028
232,11.625,0.9993669606961474,1.1190657454562103,1.1154519701748666,0.7764966305826371,1.3328079779392237,1.358456516346301,1.3154036125915638,1.3318919587103994,1.3621205932615976,1.677980678255253,1.4001215121785784,1.3532102243994,1.504769769532131,1.389295830383383,1.6599378752632623,1.291864694226626,1.3423845426042034,1.397396680706317
233,11.675,0.999228274254372,1.1513015052968598,1.1161550752300022,0.7664448529937162,1.3622850787676584,1.3722751693452873,1.265108743148899,1.3159673860895589,1.33231480703477,1.638595022016696,1.5062194416354344,1.305867211869202,1.3702661428654912,1.5241080335788484,1.466864539359925,1.3809992980315395,1.427509637084415,1.3444919675347755
234,11.725,0.9987457647763768,1.100058633789503,1.115452349870519,0.8015217592407652,1.3416866252589714,1.3858092055527225,1.243536395625931,1.3290801737464712,1.3497907726598644,1.614007807282248,1.4543806615070802,1.4366443119765062,1.3869825332909,1.347962564323636,1.6069132674700182,1.46147520131931,1.553704218878295,1.4369700816617617
235,11.775,0.9978524751478404,1.1242817890128562,1.1200885852644864,0.78082028198731,1.3821005989272273,1.299067423410282,1.3499587245335714,1.390136067525642,1.346387405156498,1.4983308113810538,1.4596415181294309,1.1782648399358056,1.3506080553294009,1.2802638857809945,1.6108814826585045,1.473710352039112,1.3681940977165024,1.4626921581353571
236,11.825,0.9969686151709978,1.145728403476866,1.1352507014273605,0.780889127743617,1.3624697131011771,1.2659725079497617,1.325287303776778,1.3606991221809674,1.3553873494203388,1.6007751546802775,1.5484622411286346,1.3531606972025003,1.436861358885129,1.436861358885129,1.534512130848196,1.238072287388886,1.2903852009405286,1.3787121747059563
237,11.875,0.9973370884003102,1.133956593604275,1.110868472152181,0.7946048221833141,1.3281961982338817,1.2983490926555916,1.2632348507987805,1.337852614744505,1.3720890005548958,1.4801184976613435,1.4040376403049195,1.362538990837779,1.31758212058171,1.4697438352945589,1.5354500302841978,1.2276683800695725,1.3971211987270626,1.3950744966274924
238,11.925,0.9973115247175448,1.1547214695615349,1.1386950279786097,0.8099340276844638,1.361477661530633,1.2944483904706203,1.2613690099474977,1.3362328711314075,1.3014124705807515,1.6460552987582644,1.364854185220394,1.4334398226686555,1.4094348495617646,1.4471569501583077,1.412864131434177,1.299697829644547,1.2482586015583508,1.421507321459544
239,11.975,0.9976213262735651,1.1144482755438692,1.112988724542721,0.806894476337601,1.2698492903431118,1.3181916154683428,1.22582324424692,1.3458158012541883,1.3561748709238803,1.4350973789881785,1.5779269759490862,1.3194734195436333,1.4487001977463605,1.29226778202727,1.588129090017723,1.3500797617495424,1.3228741242331787,1.4027906844374964
240,12.025,0.9964012419799348,1.1068080605633186,1.1174226104030716,0.8130750493829605,1.3569056591186135,1.296123134325288,1.3235180750772098,1.3123888803967416,1.3800201403780483,1.5209899396639783,1.5041275234814504,1.3489932946021983,1.345620811365693,1.328758395183165,1.440050341987847,1.3759731604942418,1.3118959790006373,1.4070481846020422
241,12.075,0.9967198169090596,1.1155246448542244,1.1316338797884935,0.8136527937539118,1.3762562316288902,1.242960594142317,1.293052585299692,1.3847463996216658,1.305787837288855,1.3411892650405484,1.3211215952394426,1.5217982932504972,1.3411892650405477,1.234161692767985,1.43483839077904,1.3211215952394424,1.354567711574618,1.393167260120622
242,12.125,0.9965326426298468,1.1311784137454246,1.1199473037781578,0.8264062759781159,1.3615609678670393,1.2874624117926423,1.2605174823110437,1.370823287376339,1.2992508184408418,1.539127032509507,1.3765899105419082,1.3931753311508464,1.303614059862577,1.283711555131851,1.4263461723687243,1.3732728264201202,1.3301507328368791,1.3962216328953467
243,12.175,0.9964307418450884,1.1283389220890865,1.1095123549797024,0.8057252084604006,1.3662681117525028,1.2927769174773074,1.2827553909852345,1.3595870940911206,1.30029306234636,1.467293196995816,1.385045820482598,1.4080750859062985,1.3027984439693787,1.2073914872140454,1.4738729871168732,1.3192479192720228,1.4080750859062978,1.3293861673156926
244,12.225,0.9962786358733692,1.1139930010040568,1.1172607553022949,0.8427539621166708,1.3112145411884772,1.2863652447667129,1.3327505980873402,1.3310939783258895,1.3186693301150068,1.47163055475565,1.46510447690751,1.3802654648816843,1.3411089977928423,1.3508981145650534,1.5695217224777558,1.3150046864002805,1.3900545816538956,1.3976461415996917
245,12.275,0.996410208528611,1.104936197427527,1.095366977670506,0.8133938837932612,1.3128779546934124,1.3564214663321794,1.259475534759075,1.351492012184395,1.256189231993884,1.3658073461994265,1.372280366797528,1.3431517741060708,1.42406453158234,1.4337740624794928,1.2719485475269543,1.2590025063307513,1.3755168770965784,1.3241620453106209
246,12.325,0.9962574438288272,1.1099208145872703,1.117116163316319,0.8365760069877354,1.333214507420715,1.3144712716806928,1.280244493372826,1.3014324989919812,1.3266951210763596,1.5152634321577945,1.3707997574817332,1.396482188535256,1.3001730720845486,1.255228817740885,1.4863706972225827,1.300173072084548,1.2841215526760972,1.370734241075986
247,12.375,0.9960050748342544,1.089884261136132,1.1055256264554891,0.8120256911602381,1.331354701063352,1.3135709709945025,1.3095292141606738,1.2804285649571034,1.4307819191755506,1.3852202966851126,1.382035882209974,1.378851467734837,1.3310852506077633,1.334269665082901,1.4106956124862182,1.3342696650829016,1.3247164216574865,1.395065986337836
248,12.425,0.9959505042129296,1.1028221158605886,1.117283381141645,0.8076571841499284,1.4160823224800947,1.289388660559453,1.3214630053494882,1.2941998122779586,1.2869830847002,1.5225594276845933,1.434111992051464,1.225628750916229,1.3772529262873092,1.3203938605231536,1.3014408386017684,1.348823393405231,1.3172350235362564,1.4583189979408526
249,12.475,0.9957148531527128,1.114173052114395,1.1090923273595814,0.7725665589254186,1.3705496418009533,1.3037323638489615,1.3204366833369598,1.3737314169415231,1.2878234881461066,1.4508412553861183,1.4069713254176397,1.3348992976122809,1.375635661154441,1.2972965004964427,1.2377587383963649,1.341166430464922,1.3286321647596424,1.3464103579538655
250,12.525,0.995708773806971,1.113596799937403,1.108408316444617,0.807952854755278,1.3296429719249316,1.2609907828700544,1.2822966346457052,1.317017281983805,1.3635745136417106,1.2745251398902773,1.2962853252054771,1.349131489542391,1.4206292412923336,1.336697097933705,1.3056111189119914,1.2185703776511922,1.361565881151077,1.3943013202841477
251,12.575,0.9960003728207092,1.0782869210012922,1.1168181775891726,0.8154182340946758,1.2979535469322458,1.331615792118064,1.3104790335130154,1.2830795316175816,1.3167417768034004,1.3045009603721938,1.193479602042645,1.316836666853254,1.3353402265748453,1.2335706481060924,1.375431272638293,1.2705777675492758,1.255158134447949,1.4164663778712114
252,12.625,0.9958889134899042,1.092523872292284,1.1117831072205142,0.8294156165109394,1.3071094597828292,1.331962402571332,1.2240074323337726,1.3265258213363469,1.3265258213363469,1.3339628761859366,1.3400819719482575,1.4104515732149454,1.2360573439888038,1.28501011008737,1.3400819719482573,1.3309033283047762,1.2911292058496913,1.2795778516044944
253,12.675,0.9961070489077062,1.0858031746671657,1.1062135529671349,0.8187455591090469,1.366165832094121,1.2875708434457285,1.2868003043413303,1.3299504941875084,1.3630836756765372,1.2809628868837863,1.405416627078656,1.450948483247512,1.3507783996760303,1.2566792302603966,1.3993457129228095,1.320423828896794,1.262750144416244,1.3482075533753404
254,12.725,0.9963908220487062,1.0755636855699742,1.0983991276858276,0.8488745341909792,1.3753277490838316,1.2958201971634769,1.2965846928550189,1.3531573740291176,1.3172260765266497,1.3793355598303996,1.409452056769927,1.4184870058517858,1.4064404070759748,1.340184113809012,1.2980210180936724,1.279951119929955,1.313079266563436,1.3498029541580665
255,12.775,0.996100371485591,1.0728607717452383,1.1163223915330318,0.8389829670641157,1.324381331637967,1.2432193599969228,1.2819040380688225,1.3213472392401715,1.2826625611682716,1.329713978882578,1.3864882835989127,1.4880844078281437,1.3117852510774202,1.260987188962804,1.2938565232722616,1.216165369449908,1.3267258575817185,1.3442886929826896
256,12.825,0.9965788067218542,1.074691652857166,1.104948726099033,0.8255808477532633,1.3464375840601313,1.2598862580864505,1.2839701053139094,1.265907219893315,1.2892384468949158,1.292682254595054,1.3579093408360885,1.4676094404232831,1.2926822545950538,1.3252957977155713,1.396452619069428,1.23042003591043,1.2422795061360723,1.2719281817001795
257,12.875,0.996860925982858,1.0824943507514786,1.0753394502993887,0.8308148431943326,1.3457083537479368,1.3061286962847631,1.2613215368924895,1.31658370014296,1.3285322759808995,1.32973165954039,1.3885693435908495,1.4415232592362637,1.2973709333126375,1.317964122730299,1.2650102070848848,1.282661512300023,1.2914871649075907,1.2581057849769222
258,12.925,0.996910848047002,1.0951558966393091,1.0826271015843278,0.817234088316373,1.343468047931565,1.3338347966226245,1.255286747488181,1.278999366094805,1.3182733906620263,1.3019485102387152,1.3574126844417107,1.4800177011009614,1.310706011428662,1.2639993384156138,1.360331851505026,1.1851818277060957,1.3661701856316568,1.317199668773589
259,12.975,0.9974141418763718,1.093224148308168,1.0802391761144647,0.8125277281208807,1.3059269186811608,1.3096035147360063,1.3338690486979885,1.2801907462972415,1.345634156073494,1.300623707402051,1.3788349325687668,1.358557948266285,1.3614546603094966,1.2658631628835104,1.1818585136303712,1.2571730267538748,1.294830283315627,1.3402318108500468
260,13.025,0.99718142726667,1.0622288789646637,1.071139045067735,0.8349159840612627,1.276948065185788,1.317810403271733,1.2769480651857876,1.2601653191862037,1.3046760803155364,1.3481475936688752,1.282033745791723,1.3625201692943427,1.3653946844194371,1.2101708676643848,1.213045382789478,1.164178625662888,1.3194024424179398,1.268981100580839
261,13.075,0.9969822910076848,1.0803746846415745,1.0682677409330494,0.7954787036717008,1.3280260375896311,1.3026820292386845,1.273717448266173,1.3171643197249396,1.2903720823253673,1.3407090131972914,1.3492667303028063,1.412023322409914,1.2522792697736402,1.3093307171437376,1.2380164079311158,1.2408689802996211,1.2808049934586894,1.2977166725005396
262,13.125,0.9973695535572584,1.0749939180905723,1.0685139848909806,0.8087309191439269,1.2834338462457684,1.240317367648486,1.2827152382691462,1.297087397801575,1.299961829708059,1.3050356375429937,1.4097781941353813,1.3644841156089431,1.234263639845434,1.3305135567141144,1.2512489192928484,1.1974622010427034,1.1889695613189963,1.3269316270347264
263,13.175,0.9974598716616953,1.0827931955533057,1.0700654853853313,0.8183114889866916,1.2330605610732976,1.3271982094606174,1.2387658730967708,1.315787585413669,1.2416185291085078,1.3794320699179536,1.3513377304084229,1.295149051389361,1.3260528248498449,1.2614358439779243,1.292339617438409,1.1687245235964738,1.2333415044683944,1.3007965869846445
264,13.225,0.9988512824718274,1.0673081484359244,1.0670422189109623,0.843693285530388,1.2924093088695332,1.2683447324721815,1.2570202259322514,1.3476162782516932,1.2662213874959451,1.2323980033795243,1.321621388239581,1.3439272344545954,1.2853743881401831,1.2184568494951409,1.168268695511359,1.2073039263876342,1.394115388438376,1.2459123872470397
265,13.275,0.9985290896273084,1.061526718633871,1.0594152781194337,0.8490477481871082,1.257403430973304,1.2735600113712844,1.245461610679144,1.2426517706099305,1.260915731059822,1.319986232514891,1.3919351676205234,1.353193433332875,1.2009937629171117,1.2784772314924104,1.1705538288339588,1.2342009637350964,1.225899163530601,1.228158156783525
266,13.325,0.9981090180104156,1.081997152977356,1.0894628154540194,0.8546727639587358,1.281450235009067,1.271689460640119,1.252865110071433,1.27308385697854,1.2549567045790646,1.3238314328101706,1.3238314328101706,1.2908729739020337,1.249674900266862,1.2524214385092067,1.288126435659689,1.1755183677235537,1.2496749002668623,1.250403573678098
267,13.375,0.9983678353226498,1.073142590357902,1.068332623568896,0.8189277340447074,1.3293228215306818,1.2767311846559648,1.2123756290066392,1.2864191177644653,1.3286308263086457,1.213088593780857,1.2975958890779504,1.278513596591511,1.166745883456645,1.2130885937808578,1.221266719132189,1.177650050591754,1.2458010951861842,1.2649390211784166
268,13.425,0.998310868501548,1.0566477222580155,1.0734219564616474,0.8357151686614314,1.2535017973826503,1.2720467554809134,1.2809758093800774,1.2809758093800776,1.2699862045811068,1.2527733197918085,1.1499539112559796,1.390767789142526,1.2203040328857568,1.2825368327890223,1.2284213546122702,1.174305876435518,1.2744195110625087,1.2646455930652798
269,13.475,0.9986594068664416,1.0419045919832608,1.0753326311360114,0.8727405714242147,1.3267099092351202,1.234671965891471,1.2578518923632058,1.2626242301662094,1.2796682937483672,1.2220077101631528,1.20052186031413,1.2032075915452582,1.2461792912433032,1.219321978932025,1.2622936786300698,1.1306928483048069,1.211264785238642,1.240807828781049
