,r ($\AA$),g_full(r),O (DOL),O (DOL),O (OFE),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
100,5.025,1.067986551431115,0.8675682066621535,0.8279658362943482,0.0342362986573877,0.6912491022410561,2.1865042524788,2.1031621621376817,2.3286760536489477,2.264943866917501,1.3712076539189657,0.8883880574686258,3.49561387830046,3.032107065708133,0.9463264090426666,1.5063971409250607,3.2831732558623106,3.205922120430256,1.0535320663769443
101,5.075,1.066895850467764,0.9525884125468582,0.9002186230419121,0.0593842668681046,0.7882417335991099,2.326274384524203,2.345499792660767,2.316661680455921,2.042699614509889,1.533663239984962,0.7573645629555371,3.2945358488565835,2.821182997009373,0.60589165036443,1.230717414802747,3.408140533299914,3.446008761447691,1.147639159172421
102,5.125,1.0664406706116252,0.948258463263889,0.9668517664651416,0.0481040437800218,0.8247798599530054,2.365939941122335,2.2528272746144946,2.3423748022665363,2.271679385699134,1.6709825734112838,1.0211560170846734,3.360531619860471,2.636439171382248,0.8540577597435453,1.5410172621459617,3.8061269727701466,3.657595188466921,1.2754030254200424
103,5.175000000000001,1.0666385400711025,1.0185969377873818,0.9942826033815444,0.0422127848214677,0.6887369208563264,2.482226352347966,2.2788409529004605,2.528450306767854,2.052343576243011,2.094085207810064,1.183613378327427,2.622158868909993,2.7314154884479085,1.2382416880963851,1.2018228149170798,3.933238303364994,3.6600967545202017,1.4103022828108585
104,5.2250000000000005,1.0672292422822796,1.0153804388951724,1.040083486485743,0.0755100850545622,0.8252521553705062,2.3805350635687685,2.1447487334629103,2.3034510710341616,2.199160963487338,2.0899242895746557,1.393282859716437,2.8937413240264465,2.036336487277869,0.946717840576554,1.6612218712003672,4.019085172258955,3.911909567665385,1.4195299465556792
105,5.275,1.0657857095925198,1.0455325812401073,1.0338319768137587,0.0430173343372468,0.8363746337638363,2.2510934291728826,2.42904547890987,2.2288494229557587,2.251093429172883,1.927813872150691,1.2443162265699912,2.54120919510773,2.1030696787098453,0.7711255488602758,1.524725517064637,3.8906789056132096,4.206139357419685,1.8353574925679503
106,5.325,1.062572621842614,1.1539317507044138,1.0916013931681412,0.0680103096475596,0.8469358136163482,2.449128821849337,2.2657715838499213,2.409837985135177,2.388009742516197,1.6682069056079571,1.2554546815400087,2.132553157684399,2.28733524170988,0.8770984761443896,1.5822168589271344,4.144720250015644,4.075928212670987,1.8879202493720173
107,5.375,1.061353112233255,1.122903872434956,1.0963405550225158,0.0644491407692754,0.8569611025365204,2.416630309152986,2.288086143772508,2.3052253658232384,2.2538076996710474,2.22809886659495,1.2659652651107678,2.582569140825965,1.7217127605506437,1.1140494332974755,1.7048332236825003,4.186125143299604,4.489956806926188,2.4781915965188768
108,5.425000000000001,1.0596719360744948,1.1054614339469573,1.0572604707798636,0.0813427987006262,0.8832993653773117,2.288165975072657,2.3722897241562104,2.473238223056474,2.275547412710124,1.9386700356982565,1.3587260079252752,2.203787305537335,2.071228670617797,1.1598880555459663,1.5907036190344674,4.159027170600536,3.860770242031574,2.410402932924681
109,5.4750000000000005,1.0580352631959828,1.1295840474165235,1.128808234197144,0.0843007620529041,0.8176832620499913,2.5975897567143647,2.420012078592397,2.5149954878204275,2.337417809698459,2.1311824231269285,1.1713369043140378,2.3101366723971264,1.72446822024011,0.8622341101200555,1.5455139709699102,3.709233530327782,4.181022005676492,2.618575443402724
110,5.525,1.0560910205229286,1.0642834732351318,1.1038988924249866,0.1132804548734683,0.997605331291024,2.153367605347699,2.2020312800448223,2.3074692418885885,2.1574229115724592,2.268513724517406,1.389864042486017,2.2205873782247854,2.0927837881111286,1.3259622474291892,1.7253484665343664,4.792634629262127,4.712757385441094,3.02865165908371
111,5.575,1.05417074076831,1.112619724545219,1.0841869407303442,0.1048389336227449,0.8762362364324884,2.44947857002718,2.2503339708379797,2.2144879429839226,2.071103831567697,2.071103831567698,1.459186790422695,1.867131484519364,1.945582387230261,1.3179751655430787,1.3493555266274382,4.581532718316422,4.393250551810267,2.8953186216813744
112,5.625,1.0509986792711832,1.0473585733855633,1.0804330546503704,0.1197970467409603,1.0641728481345458,2.3552649065330726,2.30831610440949,2.308316104409489,2.0227108914910272,1.8649107510200968,1.4025361846514777,2.142335490841268,2.0652730631131653,1.2329988436496508,1.5258360690164428,5.009057802326699,5.101532715600423,3.072431812441272
113,5.675000000000001,1.0493813702704178,1.0022668489726856,1.0217633943057285,0.111500903888142,0.937878258231767,2.3908208058203244,2.2755079052180576,2.3639144623464623,2.148663714555565,2.22588841465587,1.4384993155939296,2.256172610773637,1.5596361000649972,1.5444940020061138,1.3476467272406287,4.436634731252863,5.133171241961501,3.0746184619767587
114,5.7250000000000005,1.0478735082604549,1.0203133858270157,1.042309015145957,0.1765162446704263,0.925344663705534,2.3719038726819366,2.3983422916449526,2.349242370713639,2.251042528851011,1.8896030176596603,1.69617908671812,1.75569414239244,1.5622702114508995,1.5325126836137393,1.5176339196951592,4.716568162189864,4.299962772469622,3.2816783887765943
115,5.775,1.0447136584780072,1.0473496295963998,1.0382846860646062,0.151539577312162,0.9873386306415476,2.331010000161249,2.331010000161248,2.2085206211718837,2.22336781862514,2.003246868503753,1.6230686306855229,2.12022478783244,1.491468471440751,1.5353351911890087,1.579201910937266,4.752227972727883,4.91307261180483,3.2054038787476675
116,5.825,1.0417262919370691,1.0472666389038805,0.9972336123070324,0.1450295044702467,1.0470768402782242,2.1890108159126624,2.2364393835907697,2.0576701669579034,2.002944896560086,2.18458857184011,1.5522076694653424,1.954631880067467,1.566579962701132,1.5953245491727124,1.3797401506358602,5.015930339290783,4.9153242866402485,3.0828568990770004
117,5.875,1.0402963550595747,0.9554023571712592,1.0194102724965552,0.1599112059427445,0.9396672939382544,2.216467128449776,2.22364016122793,2.008449177883292,2.148323317057307,1.9356320269535423,1.426998793593487,1.7802163167601917,1.8084737186135285,1.200939578766795,1.4976422982268285,4.930916623407197,4.45054079190048,3.030606348770326
118,5.925000000000001,1.0408184518273649,0.9731301985592524,1.014864168953557,0.1685892541417032,1.008504706798234,2.112217899902596,2.404895839288097,2.225057587376524,1.9782207710273063,1.833644921451337,1.6391674297822547,1.903101168476008,1.6530586791871893,1.30577744406383,1.3752336910885024,4.097918574455636,4.986958536371435,2.797244038336478
119,5.9750000000000005,1.0399490811936092,1.0305203359216972,0.9855734944687288,0.2048960097856036,1.1303955247556534,2.0111331422033096,1.934848781636977,1.9348487816369773,2.0492753224864764,1.7894251521276037,1.6528278122705342,1.885043290027552,1.7074667482133632,1.4342720684992245,1.4615915364706389,4.548691417240403,4.234517535569143,2.6862285038014644
120,6.025,1.0380260995638118,1.0032371450194593,0.9993933245404576,0.2546345759188853,1.0605593499063168,2.264345364430205,2.093837430361667,2.032454574096992,1.967661559150947,1.7598485558710486,1.5583391792445926,2.310640851983361,1.9747918909392683,1.5046033454775376,1.303093968851082,4.675017537733779,4.594413787083195,2.7096842501871805
121,6.075,1.0342640269547103,0.9710376372600352,1.0094758565156243,0.221630366492256,1.043173523636035,2.066221513054012,1.95217681915168,1.9689480976667288,2.163494928441295,1.7838541693279146,1.7442129655650718,2.021701391904969,1.8499228422659857,1.6385030888641592,1.4931520084004029,4.083043987572785,4.770158186128723,2.496182330821445
122,6.125,1.0334029328268628,1.0128984235892624,1.0500917561567995,0.2499330471955743,1.158200376153108,1.9105356632269224,2.0590228909388584,1.979829702825826,1.9303339602551808,1.7028535272284735,1.7288512910029548,1.8198434642136363,1.98882892874776,1.5858635902433122,1.5988624721305524,4.497613132985132,4.627601951857531,2.1535698604207454
123,6.175000000000001,1.0313915223920205,1.02156723564594,0.9996111637156396,0.2493899281376087,1.0518647383224122,2.0485390428439545,1.9121862063947528,1.8667352609116863,2.090743492221089,1.59865338549749,1.7777025646732088,2.148590150108626,1.995119425100868,1.739334883421269,1.521918022993611,4.143709575209498,4.489018706476957,1.972412021910943
124,6.2250000000000005,1.0292578651710895,1.0196256995977406,1.0274274265516965,0.2505480221271596,1.2043465885537044,1.7985334996173357,1.9327047375994453,1.7346424339115687,1.8592300120378145,1.7744291430101578,1.749259935307886,2.365905524013544,1.560490877540848,1.3968910274760815,1.6108292929453922,4.115165459321432,4.278765309386197,1.9874685082043897
125,6.275,1.0279918469912828,1.0087569713407794,1.0737237552093308,0.2702149628071378,1.2072373107568128,1.8297190491157955,1.9554729356529617,1.6505197608003292,1.76684210584721,1.709109639755148,1.8453430168370797,2.4645856399367694,1.733879344679135,1.7958036069891037,1.5481065577492277,4.285158951849866,4.037461902609989,1.755742400555918
126,6.325,1.025512562687286,1.0486767820317016,1.0986691341684676,0.2642974495917798,1.234641177439916,1.7916221597436388,1.7854334821624849,1.686414640864046,1.776150465790756,1.4993477957973913,1.986940574918494,2.1941675060449626,2.15759804761088,1.6334358100556945,1.6578154490117496,4.534612845826256,3.925121871924878,1.666522462924629
127,6.375,1.0225903205999065,1.027713753746878,1.0797861098665689,0.2847120268667609,1.197074360176401,1.635697026500579,1.787996563418696,1.657018961669115,1.7483986838199843,1.523918396677644,2.207881771564461,2.231880486472772,1.9078978352105944,1.7999036181232024,1.6079138988567263,3.887791815146119,4.187775751499987,1.486940784931169
128,6.425000000000001,1.0186617948529617,1.095720004770416,1.122760909772463,0.3286252132686696,1.2864710554723522,1.72429104171702,1.7332873428042392,1.6433243319320472,1.7782688482403362,1.4648522578381225,1.9964518675374412,2.079145140157336,1.996451867537442,2.0437051661773813,1.7011187510378205,3.969277085754912,4.158290280314672,1.5514029425918876
129,6.4750000000000005,1.016796540268608,1.134886334699296,1.111589547769986,0.3362585428647833,1.3139217155699732,1.6889061152944376,1.556037627203091,1.7095745467753127,1.6121376555083264,1.7214745527794528,2.1634747757903927,1.9424746642849235,1.768000892043762,1.7447377224116072,1.6982113831472976,4.09431785525924,3.617422877800068,1.4570340326751647
130,6.525,1.0140745163235052,1.1454172364621085,1.117013947813549,0.3170677349169634,1.288047123512997,1.6660293493745997,1.6456764602897436,1.543912014865466,1.7736089059659783,1.534836917134988,2.073175238816662,2.0960832525052444,1.958635170373754,1.935727156685172,1.7410090403322254,3.310207978000089,3.894362327058928,1.2766542526550029
131,6.575,1.010646537530572,1.165718650656101,1.153883943542841,0.347643410003182,1.3487097058877713,1.6951935156805964,1.5062023467026917,1.5663359004683892,1.606424936312187,1.3762166850273476,2.1996906031174808,2.312495249431198,1.804874341019472,1.4890213313410632,1.5567041191292936,3.474383106462481,3.53078542961934,1.295296617314549
132,6.625,1.0082471575258776,1.149778935845173,1.2340254108679305,0.3636273863449106,1.3171469692430673,1.5935504017608852,1.5456028675486109,1.658420595106904,1.6753432542406477,1.6555146839425243,1.9443964408720924,2.322164892241528,1.8666205832372085,1.766623051992358,1.5110738054777402,3.5999111248146165,3.5443569407897018,1.2122149706008405
133,6.675000000000001,1.0070393973139475,1.1623691824666522,1.2208269051591825,0.3999902383288782,1.389173904643921,1.3947306002624964,1.5586531210104797,1.5808799034847842,1.3586120787417544,1.455685867351115,1.970101173858652,1.926321147772904,2.0138811999444,1.7512010434299128,1.981046180380089,3.206886910781028,3.0864918390452214,1.0724989553608073
134,6.7250000000000005,1.0033412618781887,1.2006840675294144,1.2299941282785256,0.3778902743123882,1.4315492504825404,1.5820945827512591,1.5601970798758087,1.4780814440928718,1.5382995770003596,1.6497777734571952,2.2644008655294834,2.178137975414075,2.027177917712109,1.8546521374812917,1.5527320220773602,3.159378350476851,3.24564124059226,1.190956023736207
135,6.775,1.0023515461139485,1.226599151756841,1.2478784431132173,0.4013085088897736,1.3484679137923512,1.607373753240483,1.4536484110681538,1.4806177693440017,1.6127676248956526,1.668013946697085,2.082361360207826,2.103609945516069,1.933621263050124,1.6573896540429636,1.6786382393512065,3.027923406424647,3.5166408685142407,1.2127955298128372
136,6.825,1.0009220104318777,1.2985585593948232,1.2401458906331182,0.4182919780832175,1.365988515878585,1.4536881676762363,1.3845914723205108,1.464318428500195,1.4829213849421206,1.675071402563057,2.093839253203821,2.0938392532038206,2.031024075607706,1.87398613161742,1.8949245241494577,3.172166468603789,3.172166468603787,0.9941463311385073
137,6.875,0.9996526389469466,1.244313895306033,1.3451776155661117,0.4178575940885349,1.4640492000287189,1.4483348973450485,1.5111921080797337,1.4326205946613773,1.4378586955559338,1.6714303763541387,2.166669006384996,1.9500021057464956,2.0119069345003533,1.8468273911567348,1.8674623340746868,2.96111430872616,3.2809559239544206,1.1326056934251607
138,6.925000000000001,0.9969867901842108,1.3151542230938127,1.327277694914368,0.4451257921394281,1.4068449730474273,1.3939381384323133,1.3965195053553356,1.3810313038171986,1.442984109969747,1.7185645848124529,2.125325433288773,1.9422830514744305,1.881268924202981,1.9524520726863377,1.9016069666267976,2.938847130241413,2.776142790850887,1.174521949975375
139,6.9750000000000005,0.9949106528498172,1.3207452033950926,1.32026719210179,0.4592700901998968,1.5165165670721474,1.330768732514653,1.3740250775485898,1.4020144772764318,1.4223704043512255,2.175154177196731,2.18517792916538,1.864417866168626,2.014774145698355,1.603800314983765,1.7842278504194382,2.666318023660509,2.866793063033478,1.2387516335949214
140,7.025,0.9928923835691283,1.2996553896901002,1.3646852822851814,0.4756630148387846,1.5426656460766222,1.3670776863605845,1.2266073185877535,1.3018593013231985,1.2792837065025646,1.5711701849915645,2.0751304330077263,1.917025257159518,2.015840992064648,1.9861962715931083,1.8083279487638757,2.756959003853122,2.668024842438504,1.128011863656825
141,7.075,0.9912635993294826,1.319447409935738,1.351969001025703,0.4822487364483436,1.4690038433349542,1.367607955158636,1.407177082251833,1.2612659260956671,1.3577156733853362,1.7244045727546822,2.2407517047094743,2.094615723967551,2.0264189329546545,1.7536317689030656,2.0166765342385253,3.185764380173904,2.4745692738965497,1.2072621429455137
142,7.125,0.9896500246756166,1.3032843851537532,1.368792176744961,0.4689544662093125,1.519174668081507,1.321657576404777,1.3460424025377071,1.3265345416313636,1.221679789259767,1.709893565806024,1.95965330013724,1.8347734329716323,2.0653208800466016,2.0941393109309736,2.151776172699715,2.776175508527756,2.804993939412129,1.1062748672143312
143,7.175000000000001,0.9885928288808444,1.304156338222672,1.3484262797349071,0.5464041237854329,1.4980753614590754,1.3273476717903847,1.3081107490108144,1.2792553648414584,1.3826538247816509,1.6861454284820752,2.273454510312912,2.036636332155315,2.0271636050290125,1.89454542526076,2.04610905928162,2.775509048007012,2.5197454155968098,1.1323775335168271
144,7.225,0.9876166111639992,1.3645768572292705,1.3485387354988572,0.5197588540952439,1.5509274947199474,1.3635830419938373,1.211810320798002,1.183352935573783,1.306668271545399,1.7749934723187255,2.0085452449922427,1.915124535922836,2.0178873158991832,1.7563093305048447,2.39157015217681,2.737226775733613,2.681174350291971,1.1482167762663291
145,7.275,0.9856457437781706,1.3362175026811751,1.361263342093482,0.4963048966913238,1.433784736213653,1.2607014238485466,1.2981248427382988,1.272396242251594,1.2279559323200124,1.8888903663104384,2.3219530356596607,1.8059634721797369,1.9994595584847088,1.9165326643540053,2.294310737616094,2.5523055193560564,2.7826580030524517,1.1138717854494664
146,7.325,0.9853133304006771,1.3241058706755138,1.3171711099780317,0.5539999788192131,1.3888992069230468,1.2850778376347802,1.2204778745220797,1.2643135637771263,1.227399299141298,1.772304182799722,1.9995226677740452,2.335806025536044,2.10858754056172,1.835925358592532,2.026788885970964,2.5812019893083127,2.444870898323719,1.153806192475736
147,7.375,0.984026835554194,1.3677822646040758,1.283124281361935,0.5709661177156492,1.4771009144487632,1.28591990240917,1.2654362225477844,1.131154321234261,1.276816044692998,1.6407634474826576,2.080093550906976,1.9814684256484556,1.9635365846923607,2.062161709950881,1.9545706642143132,2.46562813146301,2.5821850976776246,1.2257694139273254
148,7.425000000000001,0.9806845639703464,1.2865708966339586,1.3063967432378265,0.5608898294524794,1.551581787604674,1.261923248384699,1.3360219444642272,1.1586341568799017,1.2888682287772537,1.5037476431199093,2.2113935928233963,1.9106440641994145,1.9814086591697628,1.87526176671424,2.1229378491104605,2.317540485278919,2.724436906358424,1.251016946797236
149,7.475,0.9816023319146058,1.334760627685758,1.3018806496417374,0.57721405121531,1.4289824148167758,1.216296660053349,1.1542633149140158,1.1764180810352065,1.245097856010896,1.5971572303730812,2.146998244108076,1.9549902710577605,2.304095676603789,2.06844952786022,1.728071757452842,2.55719709562466,2.469920744238153,1.1255977603816978
150,7.525,0.9803294774145388,1.2591746883142496,1.3248850438688091,0.57426642033565,1.5215485560795037,1.204559273562941,1.2286067363745423,1.101811023367917,1.141161417059628,1.5157188681251754,1.7224078046876996,2.0496652875783625,2.2391301460940105,2.092725482695555,1.8515883900392764,2.204681990000256,2.1960699509768173,1.3368872414649997
151,7.575,0.979315201578592,1.306236741129974,1.3374437622491189,0.5725049777577476,1.4928989971227558,1.244801620433281,1.2059689875601456,1.2059689875601458,1.070054772504172,1.3937907960525993,1.869719360558364,2.090686194078897,2.3371492006979557,2.099184918445071,1.742238495065748,2.3541466494303034,2.2351645083038614,1.193377000029855
152,7.625,0.9791697337875108,1.341160462882448,1.3427604157161872,0.5856091826501774,1.4946759372797869,1.2051090890318503,1.18381740901362,1.1859465770154431,1.168913233000858,1.3839592011849895,2.1723965642843166,2.0046439338376514,2.3904749838649826,1.84527893491332,1.685913935988988,2.407250246909648,2.323373931686316,1.2031971830710306
153,7.675000000000001,0.9775371736156748,1.2980814549976094,1.2972918677378784,0.5588124379095547,1.502584555267915,1.1579357901435257,1.172646408167128,1.1810524756091867,1.1852555093302155,1.2831989314960135,1.978609965339014,2.19385623771899,2.326315482260515,1.9041016402844069,1.4570516899567636,2.0531182903936207,2.533283051856645,1.2489014485343708
154,7.725,0.9764118449703652,1.3179640121903076,1.3319931974176438,0.5861468307241235,1.4894198408789223,1.2010781168090476,1.2923517560829645,1.188631711453513,1.1492180944943222,1.3320168155745935,1.7569546953898,2.271783280550532,2.369845868200194,1.838673518431185,1.6834077546525532,2.034798693730513,2.0674862229470667,1.3346017987524337
155,7.775,0.9768536503958138,1.2933732004063103,1.289910868816883,0.6094339470963349,1.49489865445763,1.216396987325798,1.175440859806411,1.1385803450389624,1.2163969873257976,1.1939331719287998,1.7666984098135614,2.2507253714063182,2.242658255379772,2.0490474707426696,1.3714097245128107,2.081315934848853,1.9522420784241183,1.3473730114541222
156,7.825,0.9771991229396204,1.2936086602951051,1.2822145734457644,0.6201333780927737,1.5284203393348932,1.1887713750382507,1.2878356562914384,1.2312274955753308,1.176641054884799,1.0911161713786457,1.728264300650847,2.054802716902851,2.301697616995828,1.7919791135780674,1.521191158637381,1.9831235523597277,2.1901966943731925,1.378482980703456
157,7.875,0.9769837711806376,1.296358848889835,1.283984003065893,0.5822592746582558,1.483123829709623,1.3054683507807447,1.2336077076185028,1.2016696439908388,1.2116502888744838,1.3446650652328784,1.714251369712089,1.997338751866379,2.020929367045904,2.1074282893708247,1.4704816795236737,2.0917012125844754,1.9658845982936808,1.4854865946208529
158,7.925000000000001,0.977436372327208,1.2626495766285046,1.2778309938255048,0.6035233016714908,1.4960047638922542,1.1727573577284467,1.2673663546544394,1.1392500046504914,1.2397720638843583,1.2889281273124475,1.6305717273229754,2.2750357909792007,2.127507872792836,1.9411568182416383,1.2733988727665142,1.9333921909686715,1.6538656091418753,1.3752897980015644
159,7.975,0.9783593524459406,1.297326370345434,1.2428445131916943,0.583432425367923,1.4461628160422493,1.1503125495033222,1.2145431994755898,1.0549397662111692,1.117224032850943,1.1501356055640046,1.7175358376422476,2.054908948607689,2.5533010443520925,1.9552305294588093,1.2114761711940851,2.054908948607689,1.9245602466437683,1.3632627749215809
160,8.025,0.9780401279911004,1.282294046959495,1.282655154829661,0.5865108058511187,1.418587268171536,1.1821560568096134,1.2859551252124088,1.1456341623715929,1.1840782617800352,1.3705903925464504,1.802212781359421,2.294413751058422,2.105105685789576,1.84007439441319,1.21157161772062,1.968803878796005,2.074816395346559,1.3029803692361477
161,8.075000000000001,0.978724738310483,1.2735964546802143,1.2700299566273434,0.654738302049859,1.4656221967668677,1.205531211071192,1.2928610310857989,1.21502358281191,1.1998357880267614,1.2938390330227203,1.8098788785635744,2.1090324122104485,2.221214987328024,1.809878878563574,1.4434157998461568,1.9071037769988075,1.9519768070458392,1.468218069855145
162,8.125,0.979036281914692,1.27593566483283,1.2695947366254892,0.6164849539765747,1.3801328321100506,1.2432446571860922,1.2394942962292714,1.151360813743982,1.2207424914451672,1.0341904456687625,1.595608116174663,2.1274774882328846,2.312154353530876,1.9354135483229715,1.40354417626475,1.6620917876819412,2.001897219830249,1.435278445771058
163,8.175,0.9806110260749134,1.260027690001842,1.2680311798858634,0.6756348876797493,1.4022007206707134,1.2021509481047463,1.2947665835519533,1.059522869516048,1.0984214364038751,1.2258942291921204,1.619931660003874,2.203690816762027,2.320442648113658,1.5834467127064895,1.3791310078411367,1.88992027000452,1.6053376810849205,1.501318351749316
164,8.225,0.9822039898692324,1.2492236947089044,1.249567454668923,0.6123984253038615,1.4089927468961794,1.1308539189374536,1.2845622185988548,1.1070657297041413,1.235155979421976,1.2831205101604697,1.564253655645068,2.241856621684866,2.29952495922017,1.816552632362015,1.427291353998725,1.679590330715673,1.8381782589377529,1.4976849751993448
165,8.275,0.982395083692438,1.264059402512102,1.2851157386098324,0.6331832808529807,1.2347372788941229,1.2528154235338598,1.251007609069886,1.1190371531997971,1.175079401582986,1.2462963350122584,1.7305714823313072,2.293185256422556,2.2504550963649925,1.8730053491898508,1.2249312549834763,1.702084708959599,1.6735979355878896,1.4844370399589146
166,8.325000000000001,0.9833578068926055,1.2727452758081588,1.2274458789628908,0.6284788678936689,1.3807049665460611,1.2967552467172578,1.214591691140132,1.2020885413783942,1.1627929278415083,1.2454436191236362,1.8365016078602796,2.244613076273675,2.1672126253676867,1.8365016078602785,1.4917177810972373,1.6957735153039362,1.7309555384430215,1.4358573443580367
167,8.375,0.98446302440356,1.25759372634981,1.2771555586341867,0.6522839405562663,1.358973496011343,1.3289701850604434,1.2266059476985502,1.1736589283734329,1.1436556174225332,1.3279540301441015,1.6686333363067254,2.3291340319281377,2.134460142692351,1.7659702809246167,1.36966986355177,1.4113856969594374,1.6616806974054463,1.6294715335158534
168,8.425,0.9859427443958744,1.284648130943416,1.2712151869575246,0.7035873337951896,1.379515462560101,1.250458390209345,1.3550992596829312,1.2312742308058553,1.2923147379987792,1.1679612198819376,1.7244603893550965,2.205385597541778,2.4046260409334024,1.731330749472049,1.5114792257295668,1.4359052644430883,1.497738505495661,1.68421970867009
169,8.475,0.9858870063099971,1.2698585771911428,1.2433087548225366,0.624019832256446,1.2788347085060066,1.2305767949774784,1.258152745565209,1.2167888196836136,1.2098948320366802,1.2832217915540551,1.636277522563636,2.1998087855212374,2.138702985923426,1.8399635212230103,1.5276449899453026,1.6362775225636366,1.419012457326971,1.561523375436608
170,8.525,0.9877093891970252,1.2966054933155302,1.2252473923754104,0.6377668287040376,1.3354179988561927,1.2604710703489577,1.3745948023940664,1.205964213252787,1.304757891739597,1.3688653884379327,1.872124722422468,2.026457584844391,1.9861968381256283,1.6574007399223991,1.355445139531679,1.456097006328586,1.6171399932036363,1.6630153338525675
171,8.575000000000001,0.9875277049666112,1.2340882518716163,1.2672966748461214,0.5986978118186848,1.2895864602887888,1.2525487290533408,1.3636619227596856,1.2239286640077671,1.2643334617191655,1.2136744161037396,1.6182325548049867,2.115640102388486,2.14880060556072,1.83045977510728,1.4391658376749257,1.4988547433849466,1.5519115484605193,1.5342485049340857
172,8.625,0.9897778946349056,1.2245107118945011,1.2573352267653006,0.6534571623936954,1.2996391729636247,1.311287667471622,1.361209786791607,1.278006254591631,1.2197637820516485,1.5601922947074287,1.6126357331849888,1.9797398025279125,2.1305146881509,2.1305146881509005,1.2586425234614549,1.4421945581329163,1.4487499879426118,1.5562456583934283
173,8.675,0.9891844288809316,1.2586433388457257,1.2144533075530826,0.6689210758961962,1.2978605059391104,1.263316690191682,1.3324043216865398,1.2353526488723348,1.2550919721565803,1.5228190058931472,1.607060057282981,1.9310641010900336,2.0282653142321494,1.6524206234159684,1.2960161752282104,1.4191377118748905,1.4320978736271726,1.608184152945168
174,8.725,0.9918381942485022,1.2604499479896083,1.2641158227777511,0.6464260198043844,1.3871012220804555,1.2944109880141184,1.2992894213860304,1.253757376581513,1.2277390652646474,1.2876107475563017,1.5758818104420391,2.267732361367814,1.9794612984820743,1.82571673160968,1.563069763202673,1.3260468892743995,1.4990095270058428,1.497048499367164
175,8.775,0.9917774247745966,1.2183411400946234,1.2479389169238932,0.6131716862774786,1.3456162268932657,1.3407932296642575,1.3986691964123552,1.2153953017100467,1.2668406054861328,1.3236447950722272,1.659305915353702,2.1786306674873037,2.1469645240645225,1.8366363185212728,1.4946419695552426,1.3743106245486765,1.1969802213811056,1.6762376083675163
176,8.825000000000001,0.9942655032181664,1.2747470211406702,1.251157184019538,0.6497903183404972,1.3749176926939883,1.2700106779913252,1.324053685565424,1.2652421773230225,1.2763686788823951,1.502800210616655,1.5153235457051268,2.0538269545094283,2.285508653646162,1.934855271168943,1.3775668597319344,1.4401835351742946,1.4902768755281828,1.5771734863461533
177,8.875,0.9962738729012428,1.2303086265056244,1.2037360859763453,0.6695060170195182,1.257312686923841,1.310748476118104,1.3028902718248303,1.246311200913257,1.2997469901075205,1.591167305686573,1.7088022426828555,1.888350304414026,1.9626460540958883,1.7211848676298336,1.430193181375869,1.3373234942735408,1.4116192439554036,1.6949665546043442
178,8.925,0.996876663465775,1.2372908686118436,1.2060520477195675,0.6720436227022282,1.3023197181989563,1.3629288697619169,1.4639441223668468,1.324076849529251,1.2370483242080788,1.4264578095120586,1.548900539942278,2.1121370999212865,1.891740185146892,2.0019386425340886,1.5489005399422775,1.4509463555981024,1.3468700347324158,1.5585210401903664
179,8.975,0.9973576508583828,1.2324932739651318,1.1819694222565589,0.6703554750992683,1.307828223312744,1.2863128353851545,1.3247331709701355,1.3216595441233374,1.396963401869899,1.6709353221686192,1.63461064125191,1.90099163464111,2.034182131335709,1.773855251432628,1.452987236668365,1.3197967399737642,1.2592556051125825,1.726719653576421
180,9.025,0.9983039853710844,1.1994595051960923,1.2322940310464976,0.6637647468679251,1.3617696810754647,1.2720995793082182,1.3024962239750817,1.2599409214414738,1.3070557206751108,1.3770601144533416,1.65247213734401,2.041641300124301,1.6584593552329374,1.7961653666782695,1.5267405616765304,1.3890345502311972,1.2573157566747908,1.6532052660651029
181,9.075,1.000641115807854,1.2348481406440626,1.2201643758799434,0.6532408344220493,1.3738616875928902,1.47306833024183,1.3573272471514,1.3843836042374744,1.2911894853854406,1.4033777135049694,1.5987847369043957,1.9659130838972572,1.7823489104008263,1.883013134576288,1.5218062125349243,1.4329848382624584,1.450749113116952,1.62905651140134
182,9.125,1.0013818312705007,1.1839272714430158,1.1719176293878024,0.6237396759585043,1.3380331076899667,1.3647937698437655,1.3618203629377883,1.2904585971943228,1.2696447488524796,1.5754551439703082,1.5930252756874486,1.7862967245759993,1.956141331175029,1.7101594871350565,1.6047386968322097,1.3938971162265177,1.5403148805360265,1.7867748233982332
183,9.175,1.0026424213021772,1.195369348119356,1.2078009683332158,0.6517182718174945,1.3205483259514277,1.3323126762939794,1.3852522528354614,1.3999576907636515,1.3911344280067384,1.494607236701456,1.604675211497299,1.84219031500412,2.004395751545363,1.7784667506486314,1.6046752114972995,1.3439879027703008,1.4135045184308344,1.6269016124227726
184,9.225,1.00223399713905,1.1734285973267116,1.1562124814367296,0.629825729363063,1.3353651911851565,1.3368198373629183,1.3353651911851565,1.3935510382956202,1.3324558988296338,1.6503622089513508,1.6446317846147138,1.8280053633870872,1.919692152773272,1.598788389921621,1.5815971169117105,1.381032265129429,1.5987883899216206,1.5340579844047149
