,r ($\AA$),g_full(r),O (DOL),O (DOL),N (Me-Im - i),N (Me-Im),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
178,8.925,1.0052492854695287,0.9741802558750676,0.9470304914769908,0.894601834472453,0.9981067342198248,1.081571160179849,1.1204206989794123,1.1110968096675176,1.0986649572516571,1.123528662083378,0.9549922992183636,1.2243491015620045,1.2365925925776242,1.4018797212884946,1.0713054638667538,1.089670700390183,1.040696736327703,1.108035936913614,1.0904827686718326
179,8.975,1.0064973909765795,0.948921678559883,0.9688412391989556,0.9021050276363956,0.9731939316748718,1.1233388615826312,1.1340958684650908,1.1018248478177102,1.095677986742019,1.0388195217918714,1.0654559197865356,1.259175177929542,1.2167990902107595,1.392357167902859,1.2228528170277284,1.04124101251866,1.144154368407132,1.0836171002374426,1.0804049186610922
180,9.025,1.0068401099659372,0.9804048723423464,0.9587069194308672,0.9074346171920676,0.951374241769159,1.04405805728023,1.0607751440780215,1.0744527605489418,1.16411713519164,1.1078869341445243,1.1015777305872327,1.1913802629720616,1.1075645660795546,1.3171038083108213,1.0476962111563357,1.1494724145258082,1.0955908950949107,1.0955908950949107,1.0079876084011374
181,9.075,1.0076062411759008,0.9862906627656006,0.9586191812451228,0.9145237176440968,0.9795479312886262,1.0686578466132894,1.1227671046696588,1.0596396369372283,1.1227671046696583,1.097215510587484,1.2019724916730474,1.1249988838319165,1.4032880814113904,1.3322355203272696,1.1368409773459365,1.2315777254580975,1.0717094630188255,1.024341088962745,1.0946082050688957
182,9.125,1.00821675300786,0.9794215040013488,0.9648991435200056,0.911533471556046,0.9433718743348108,1.149148369709781,1.1313090677220483,1.0614384682700948,1.137255501717959,1.0956304637465837,1.1419856196692513,1.2005489847804949,1.1771236387359976,1.182979975247122,1.2064053212916197,1.0307152259578884,1.0658532450246343,1.147841956180376,0.9939039678879652
183,9.175,1.0085144542374262,0.9690519640580492,0.9665657988138868,0.9142225317650392,0.9712236610276896,1.0366671589890355,1.0425489584726615,1.0543125574399137,1.0807806551162291,1.1043078530507315,1.1990850310937011,1.0021338665662334,1.2280484376418583,1.4539630087174846,1.3149386572863295,1.3670727890730126,0.996341185256602,1.0253045918047592,1.1020871736538522
184,9.225,1.0090177361840371,1.0094011154639086,0.9867210146021044,0.926456978114761,0.9924989684847444,1.024005502932659,1.1010968263068508,1.031278269288714,1.10109682630685,1.016732736576603,1.1402816098858422,1.1059012598390323,1.3981342352369115,1.1689319015915158,1.1632018432503817,1.140281609885841,0.9569197429695252,1.0600607931099526,1.0708777399784226
185,9.275,1.008626979288706,0.9701642611568052,0.9666501526599984,0.9084827726804172,0.9861414086083224,1.0547232766190149,1.0921350163080925,1.0360174067744752,1.0547232766190144,1.0576011027489434,0.940961937634392,1.128020636079783,1.26406332585825,1.0089832825236251,1.0713361820054224,1.1733681993392715,0.9693041646715728,1.031657064153369,1.120443428443312
186,9.325,1.0099976021098018,0.9675435968141786,0.9758337713584672,0.9210222230123124,0.9804725154609714,1.0704898734629185,1.1516307282333789,1.0534075882480844,1.0121253989789027,1.0035842563714856,1.020623404502444,1.1271720016757762,1.1496032852912144,1.2337205988491082,1.1776423898105124,1.1271720016757762,0.9252904491368312,0.8636044191943757,1.0140427983397515
187,9.375,1.0087920831808077,0.975506701947514,0.993762726475418,0.935052976559884,0.9697404256903316,1.0393844707137083,1.0112168698813588,1.0422012307969433,0.9985414495068018,1.046426370921796,1.215047872268182,1.1262772514632005,1.115180923862578,1.0596992858594647,1.1873070532666254,1.281625837871918,0.8655135528485678,0.9709286650544836,1.0891951362672418
188,9.425,1.010609579704453,0.9753934083548684,0.9801054538058576,0.9102364203605045,0.9779818850889748,0.986581495759013,1.0060901694039657,1.054861853516346,0.9893684491368638,1.1092074443844275,1.042996188377317,1.0539750956233935,0.9716332912778162,1.2021903434454333,1.1967008898223948,1.125337992722894,1.0375067347542783,0.9606543840317388,1.094305775302859
189,9.475,1.009784333873394,1.0133048074318602,1.0068291887749594,0.9245741096679904,0.9904252838794122,0.991363418924232,1.032727678406467,1.071334320589886,1.0975316849286352,1.013424357314757,1.2873058935834951,1.135219121345783,1.162377473531089,1.3633492797023514,1.3090325753317404,1.1352191213457823,1.053744064789865,1.0646074056639878,1.121196543584798
190,9.525,1.0095899628769225,0.9914166346596884,0.9957739466527636,0.9625221540838436,0.9762557731615432,1.0451081822594266,1.1215129579859644,1.034193214298493,1.0642093761910616,1.0628450051959446,0.9567134796061062,1.1125825296542924,1.1502060934590272,1.193204452093009,1.0803337606788057,1.209328836580752,0.967463069264602,1.0212110175570797,1.0533500968421738
191,9.575,1.0100673065102077,0.9821040422098332,1.0069610143525405,0.9603033168184918,1.003966611259802,1.0396223733532413,1.0868779357783889,1.0841776179255231,0.9761649038109006,1.0355718965739429,1.0743991941856,1.1116308494296556,1.1488625046737115,1.2180070072698146,1.244601046729854,1.0052546915894975,0.97334184423745,0.909516149533355,1.072825261237966
192,9.625,1.010473674450036,0.9927610664115673,1.0191175549003697,0.9492074189003225,0.9872672882743786,1.024840678115081,1.0502278657085449,1.0355300202596975,1.0822958921423935,1.0582448723170073,1.210648977742521,1.1316936096288783,0.9790465646091692,1.121166227213726,1.189594212912216,1.1685394480819118,0.8158721371743074,1.0474745503076592,0.9890368356766088
193,9.675,1.0105918032203427,0.983023360205379,1.0312180864828226,0.9719915080440954,1.0071100823440573,1.0235321551153411,1.0195649762195451,1.0155977973237502,1.04072326366379,1.0195649762195456,1.1669116105613793,0.9950005250768904,1.1669116105613793,1.1617021837285162,1.312775561881551,1.0887702080684296,1.0262570860740694,0.7345291834337245,1.0963717186510773
194,9.725,1.0097234262017325,0.9835139329484748,1.004659482506867,0.9813638127029682,1.0040688880611337,0.9999461811205062,1.0169609721605148,1.0876377964805508,0.9750784096004934,1.0077991616005098,1.1652553863763462,1.031199456970218,0.9899514786914092,0.922923513988345,1.144631397236942,1.1652553863763466,0.917767516703494,0.9074555221337915,1.069501151086255
195,9.775,1.00905045533744,0.9827262065742998,0.977858815754219,1.0007596089058974,0.9893841877899718,1.0001065359487715,0.994924636798778,1.1335404390611077,1.036379829998727,1.0324934056362318,1.0768143460933757,1.0819177316198847,0.9849534066162156,1.1737786710970444,1.0461940329343222,1.0104703342487602,0.9696432500366892,0.9441263224041444,1.06546191706502
196,9.825,1.009432631034349,0.9961165610409364,1.0081615013195462,0.9840085187687764,1.0430545225464172,1.0309875896813765,1.101515347681968,1.0155997152085203,1.0117527465903062,1.0271406210631628,1.0658823151273995,1.0658823151273995,1.106294914753082,1.0961917648466613,1.2982547629750782,1.0507275902677682,0.7829941177476157,0.9042319166246656,1.0835628274636353
197,9.875,1.0092888199084078,1.0237324133857502,1.0416173262681003,0.9944585136948472,0.994186655161852,0.9736069642141488,1.0040718496654388,0.9329871169457618,0.9634520023970522,1.0167655519368095,1.0001098759261933,1.1251236104169675,1.0951203141391814,1.075118116620658,1.1201230610373365,1.1451258079354911,0.8600944932965265,0.8650950426761572,1.111346586615943
198,9.925,1.0081907294425605,1.0214700746147287,1.0328013811970047,0.9938834611536986,1.005186766154634,1.0480151130153228,1.076917208458191,1.011573340500401,1.0128299533457434,1.034192371716559,1.0940147589902716,1.089064465963166,0.9455059681771129,1.0692632938547444,0.995008898448165,1.1088656380715871,1.0148100705565868,0.8811521588247436,1.0668386605353453
199,9.975,1.0087911636364757,1.01008691832797,0.9977003827723518,0.985809755264218,0.9980657684377732,0.9890172235947564,1.0051898322824693,1.0711243138554531,1.0151422068595235,0.9877731767726252,1.2300984183684738,1.2644039519484704,1.038967588422775,1.0193644263770614,1.063471540979915,1.0830747030256287,0.906646244614214,0.8380351774542193,1.06277142804971
200,10.025,1.0081473044191689,1.0210922187619895,1.0338182717943734,0.9878710641169316,1.032450559400179,1.0444547603148662,1.0247480667240194,1.0148947199285965,1.0530764387608622,1.0444547603148664,1.111114144317239,1.0771499564996816,0.9558492857226903,0.975257393047009,1.1402263053037172,1.1305222516415576,1.043185768682124,0.9558492857226906,1.034224372187987
201,10.075,1.0079570226094727,1.0050260888655589,1.031142563479344,0.9877536176857576,1.0232730497336853,1.0328942352584325,1.0158216032706897,0.9450921278928988,1.0048463398499976,0.9121663376308232,1.042465256221259,1.0280532941536842,0.9896213953068176,0.9319735470365172,1.052073230932975,1.1097210792032757,0.9031496229013676,1.0568772182888342,0.994866565174948
202,10.125,1.0081332493433313,1.0175810834555024,1.009868698962081,0.9775049356774488,1.0276731784079842,0.9852867820518284,1.002191212136051,1.007021049302972,0.9466480847164628,0.9985688342608604,1.1844077961607873,1.0369514038676768,1.0892746398426516,0.9037649850222876,1.17965113834488,1.132084560185812,0.9370615897336344,0.8609550646791263,1.0859741017663085
203,10.175,1.0068914661772872,1.0168139290082348,1.0489332998604934,1.043204424622482,1.0350103790682552,1.006713345791327,1.097580583653727,1.0425819923159585,0.9816052932240842,1.046168856968421,1.16337599990497,1.0880156112471584,0.9985251497160068,1.0220752711715728,1.1162757569938375,0.9938151254248934,0.8949046153115154,0.9372948339315348,1.1022898685375735
204,10.225,1.007755654018251,1.0542692631227442,1.0331393939251363,1.0107131148216737,1.0200950478995472,0.983868302981597,0.9874201741114946,0.9945239163712892,1.0122832720207768,0.9921560022846916,1.0354242505943518,1.077400909402231,1.0587446165987295,1.0960572022057324,1.207994959026744,1.06807276300048,0.8441972493584582,0.9981116649873486,1.0224314752490555
205,10.275,1.006659562165739,1.043152678887043,1.0057084315452356,1.0471035749531117,1.0689496207614857,0.973143796526706,0.9754887213376138,0.9907307326085144,1.0036278190685062,0.977833646148522,1.025371667315105,1.0854159541398631,1.0484656237861665,0.8406200155466179,0.914520676254013,1.0623219976688028,0.8960455110771637,0.8313824329581935,1.1089340853216167
206,10.325,1.0059433891728615,1.025875626004075,1.0077706553559065,1.0297750530996712,1.0315157981785652,0.96490264885735,0.9927698733730864,0.9602581114380612,1.01483142611471,0.944002230470548,1.1252447474914518,1.1435414100522885,0.8553689747191117,0.9468522875232944,1.0108906064862229,1.111522250570824,0.8233498152376474,0.9422781218830856,1.06741422475452
207,10.375,1.0072444501289313,1.0240048000731037,1.001105114670625,1.0183957260321492,1.0156865717428252,0.9602246893512508,1.029222870621999,0.9360753259064888,1.0096733859286209,0.9625246287269422,1.1189553538402712,1.1642571900281369,0.8788556220445857,0.9241574582324512,1.0600629667960473,1.0917742521275529,0.8063726841440013,0.8879159892821588,1.0617271158804975
208,10.425,1.0047892855505445,1.0454450361688885,1.020196875246267,1.0225543948655464,1.0440202313989837,1.0296246109545308,0.9555918679102344,1.0079842706800437,1.0626546040050635,0.9965946179039984,1.0544057342672617,1.0095374051495056,0.9287744127375456,0.9556954102081994,1.1351687266792223,1.0409452355319346,0.9198007469139942,0.88390608361979,0.969980021110994
209,10.475,1.0056728248803832,1.0064541241056288,0.9882281702894388,1.0207888811232009,1.0463992057146936,1.0028969656774611,0.9600284789555896,1.0536622789007295,0.9679253054569872,0.9667971873853588,1.0576961556417013,1.1865750989761934,0.764385457018372,0.9377054152957944,1.1554663885161442,1.1154694750675085,0.8977085018471588,0.9777023287444296,1.0056366809942707
210,10.525,1.004618613585019,1.0118187301376484,1.0273528766169395,1.0276260850349157,1.029061985479771,1.004565155710936,0.9587507270300144,0.9833340790051424,0.9900386295438144,1.0056825808007137,1.148916160490512,1.012454854072098,0.9508271673024924,0.9816410106872958,1.038866719830501,1.2105438472601178,0.9068073910384882,0.9904449659400966,1.1043124484189248
211,10.575,1.0036056238662032,1.0168291784600414,1.0091353789502222,1.0414004177690654,1.0423486539791904,0.9895537794493436,0.9829124789161264,1.0282946992264432,1.070356269270151,1.0194396318488208,1.1729610083161668,1.015984813894672,0.941857166528966,0.8546481696281364,1.090112461260378,1.164240108626084,0.8677295191632609,0.7456369235020984,1.076274707160297
212,10.625,1.003270529390197,1.0229366488076463,1.0048097005404146,1.0353794128702176,1.0670818897895826,0.9890341850728828,0.9714903414352264,1.032893794167024,0.9780692827993476,1.0307008137123173,1.1662668781851186,1.0625987112353303,1.0021256138479535,0.9848475860229888,1.1101132877539834,1.0150841347166766,0.9762085721105064,0.9286939955918536,1.0036242183021586
213,10.675,1.0023993727546878,0.9995002831603668,1.0203147031036823,1.0431509262181555,1.0275641483286335,1.0156369526186826,1.0188956808089027,0.9982570689375072,0.9515486315443488,0.9960845834773604,1.03555140267003,1.0954593350559,0.937131228036102,0.8558276055124215,1.0997384730834616,1.1425298533590824,0.830152777347049,0.8815024336777946,1.0763778726268736
214,10.725,1.0023409061374402,0.9978849318565476,1.0102169782186323,1.035521536688184,1.0445100387871913,1.03524496739283,1.038473382052059,0.9792857799661908,0.9416209422751838,0.970676674208246,1.144619742817626,1.0895084218671474,0.8733024704460407,0.8648238056844288,1.1446197428176264,1.0174397713934455,0.915695794254101,0.958089118062161,1.107763506200822
215,10.775,1.0017846479154442,1.0228953938316052,1.0246980291447998,1.0323269744937031,1.0690897798229408,0.9339684664752276,0.971284558172297,1.002203605578441,0.992608039142051,0.9947403872390272,1.0752203737475992,1.0920206920874054,0.987018702463616,0.9240175086893432,1.0668202145776955,1.0752203737475992,0.865216394500021,0.9030171107645856,0.9758756341770096
216,10.825,1.0010621482610031,1.0126740663237648,1.0003703641658033,1.04656727742059,1.0472459851231974,0.8735994895491771,1.0151500718945092,0.9486001712396144,0.960219995163485,0.8503598417014362,1.04034236233001,1.1693448152589316,0.8988558010531291,0.9238240177490488,1.0861174262725308,1.0486651012286503,0.99456729838749,0.8156284120667282,1.0789836500736958
217,10.875,1.0008341376646597,1.0454615527282218,1.0265854366736964,1.061623449665145,1.0522087146807837,0.9566439816582042,0.9388508222619362,0.9367575093917864,0.959783950963428,1.02362999350298,1.03904438827408,1.2245880290373077,1.0514139643249616,0.9029790517143784,1.0802763084436855,1.030798004240158,0.9359645878500632,0.7957760592734021,1.0801921616678274
218,10.925,0.999635920455048,1.026367328433356,1.025198345143569,1.0306054545614052,1.0401563240756595,0.8856816882039655,0.9084978441061756,0.9427220779594906,0.9582785478928147,0.9956140757327948,0.988700089095762,1.143950516309146,0.898818262814329,0.8620484247901066,1.0785819153771945,0.9846145515375152,0.8947327252560819,0.8661339623483534,1.1005937912012191
219,10.975,1.0002975101220015,1.016264543415087,0.9907807060802104,1.0280592943477227,1.071197727593742,0.9238752375714182,0.9228475676742312,0.932096596748917,0.913598538599545,0.971148052842036,1.1052122621569302,1.02829272742806,0.797534123241448,0.9270828133111244,1.2550029350499934,0.8946956407937058,0.8865988476643506,0.8501632785822544,1.0592340440295227
220,11.025,0.9978131798471184,0.9959715322339646,0.9978846546546988,1.0329323009785187,1.0619399014916402,0.8941286676151533,0.9552308544681256,0.9165328027945764,0.9786533594284303,0.9195879121372252,1.1112574487755116,0.9427635395748925,0.9387517798320206,0.9347400200891488,1.0550928123753056,1.183469124147205,0.9507870590606364,0.8946224226604305,1.0550518760513987
221,11.075,0.998206334190726,0.997805433732728,1.0199873139810136,1.0545343142274608,1.0476179178234275,0.9254321274078482,0.9617631596724966,0.9617631596724964,0.9365332761553792,0.925432127407848,1.0694412443558514,0.9978801201982108,0.7792211297165311,0.8627091079004447,0.9899288841806948,1.109197424443429,0.8905384339617496,0.9422214680756008,1.0642891679567466
222,11.125,0.9981266855841936,1.0104637305196065,0.9959963249320252,1.055358220594524,1.035009320461283,0.8881281582363703,0.995143600726563,0.9791412915691512,0.9291340754522384,0.9931433120818864,0.9574108831110748,1.0125703578582144,0.80375234631547,0.8983114458819963,0.9377110707013816,1.0480300201956627,0.8589118210626101,0.898311445881996,1.0122889319666484
223,11.175,0.9974269645038292,0.9897105114325948,1.0165248695974662,1.049119739281887,1.0512426039910772,0.9495835119865093,0.9456186538988832,0.9456186538988832,0.913899789197872,0.9674253733808278,1.0425774562235637,0.9840056890199927,0.8473382322116607,0.8434334477314224,0.9683865510990404,1.1206731458283257,0.9098147838954695,0.9137195683757082,1.0650498893547278
224,11.225,0.997141036555114,1.018008823320667,1.0045362627509775,1.0435814830303438,1.043371083537797,0.8988994627519665,0.9539140746799554,0.9666853238775244,0.9372132103446728,0.9676677276619526,1.1455423522667896,0.9249480479451442,0.9210779724307292,0.8514166131712623,0.9017275948586552,1.0758809930073223,0.9133378214018992,0.8398063866280178,1.1168327104404667
225,11.275,0.9975451192227536,1.0055244291484675,1.0124754803232257,1.0270474945240136,1.0418536614501477,0.8675756123325025,0.9737100026178478,0.9483935425497844,0.9717625826126118,0.9483935425497836,0.8668969659670411,1.047180848269922,0.8630611386840012,0.8630611386840012,0.9321060297787211,1.0625241574020812,0.7748371111740809,0.8247028658536012,1.0565747110038972
226,11.325,0.996200754213862,1.002285874159076,0.9961213083628728,1.049830513509458,1.0671933335793131,0.8686180040441288,0.957410066679751,0.8908160197030345,0.9004673308590799,0.9352120510208456,1.1330054369249003,0.912487600207974,0.9923302652261716,0.8288429035222425,0.9467058852157728,1.0265485502339706,0.9581119802183726,0.8668632201975747,1.0907951261669806
227,11.375,0.9967368147621116,0.9961897542865406,1.0164981508649964,1.0385726623213585,1.06992038718527,0.8801318990951623,0.8963952059262693,0.9671884238969664,0.9566651077121328,0.9193551685113596,1.0816113687496882,1.100454772386442,0.8969460131094968,0.8931773323821465,1.0175437963847238,1.040155880748829,0.8931773323821466,0.9384015011103564,1.128181494880521
228,11.425,0.9958641491852108,1.024544813205425,1.01955659293595,1.0376261244334066,1.0512336700073033,0.939775217208393,0.945465077252036,0.9189123970483676,0.9255505670992852,0.952103247302953,1.0646935081665594,0.9526205073069208,0.9264701404396728,0.8853767067911388,0.960092040697564,1.00865700773674,0.904055540267745,0.8779051734004962,1.085621425674021
229,11.475,0.995368695594932,0.9937371862298584,0.9903817558871604,1.0606150763352256,1.0543737955139665,0.923142735546176,0.9222026716606916,0.8780196690429005,0.9203225438897212,0.9250228633171456,1.0554353623398702,0.8924909555224867,1.0072926966892797,0.9147106473612208,0.8332384439525293,1.025809106554891,0.9221172113074658,0.8517548538181405,1.0786753461507907
230,11.525,0.9946659440795418,1.002990859065786,0.9600980749025608,1.0558232668569787,1.0334693527004617,0.8648262657081116,0.9300610055783356,0.9449718032629584,0.8974436356432232,0.971065699211048,1.0683247659266548,1.049968670292176,0.8370379609322244,0.8957774669625558,0.9508457538659918,0.9728730686273668,0.8994486860894515,0.9398320964853046,1.0396667798850705
231,11.575,0.9946251336782178,0.9933030598139564,0.9971214535438018,1.0352450582769597,1.0346514544591408,0.8980221203299793,0.8758487346428192,0.9081849221032608,0.9035654667517692,0.9571511488290726,1.106429548430004,0.9608467131102678,0.9608467131102671,0.9135322916313524,0.9462884295782934,1.037277701653129,0.7606703145456288,0.9280905751633272,0.9988393765113108
232,11.625,0.9947671951004112,1.0052536578858784,0.9892508180735904,1.069712351659198,1.0544111296842456,0.9269522524321387,0.8994734307197233,0.9718343278957502,0.8811542162447801,0.8591711588748484,1.1005406877750117,1.0211574250502569,0.855174239353042,0.7793993067521398,0.9417741623255016,0.9525991526970594,0.902082530963124,0.9309491719539444,1.0850395961205024
233,11.675,0.9948859496148368,1.001438678364491,0.9968324016496972,1.0300341878840829,1.060375074083085,0.9290190845669994,0.9662524985134776,0.9272028204720492,0.9199377640922486,0.8890612744780962,1.1018668842697557,1.0016971675179598,0.8764850215782148,0.8478651025062738,0.9194149001861276,1.0804019449657998,0.8407101227382878,0.855020082274259,1.0155325620693187
234,11.725,0.9951757811860412,1.0174427297555269,1.008477731471729,1.0048767956033002,1.0681275323060215,0.8778932281681103,0.9508258963543842,0.8922996811431773,0.9184113771604848,0.935519040068376,1.0853952639169366,1.0002662236097255,0.8867608365334447,0.8867608365334454,0.9222312699947828,0.9257783133409162,0.897401966571846,0.897401966571846,1.0200283222524715
235,11.775,0.9945486250500472,1.0069754937531776,1.0071432111905116,1.0468386405720358,1.0449266065253282,0.8534908161781909,0.8874161833484536,0.9579452361497895,0.915984913597096,0.9258054146200668,1.1500537148388144,1.0269592805288494,0.9566196037802984,0.8757289755194644,0.9425516684305878,1.0937819734399736,0.8757289755194645,0.9003478623814573,1.0398070378125128
236,11.825,0.9938928537784478,0.994154006076865,1.0202634371498107,1.041796409533341,1.042933948834015,0.8763865281456859,0.8949765454093824,0.9746480479680806,0.9286156242674992,0.917992757259673,1.0392168380888849,0.9869072657018602,0.969470741572852,0.8822881209278114,0.9415723029664392,1.063627971869496,0.9066992547084224,1.02875492361148,1.0286837541252392
237,11.875,0.994693735216428,0.9970133342808546,0.9980027620026024,1.035109833298056,1.0386817706087468,0.8461991795449587,0.8971115783142618,0.9032561781657292,0.919056577783789,0.8927225784203561,1.1100179731677091,0.9716979765112964,0.9613239767620656,0.9440339771800148,0.8472099795205251,1.054689974505144,0.8506679794369357,0.9025379781830908,1.0083951184813649
238,11.925,0.9940334535729066,1.001098050532344,1.0001169024919654,1.0434124170074035,1.0421074523979614,0.9287748611354546,0.8617498711566076,0.8948271389383766,0.8852521403699695,0.9070135007527124,1.0287188544569237,0.8332622721101082,0.8778400891365749,0.929276031859421,0.9121307176184724,1.0424351058496826,0.8366913349582978,0.8092588321727799,1.1408282153303937
239,11.975,0.9944269690506106,0.9972961505775918,0.9971339886018884,1.0295410041912365,1.0330535341031837,0.8243566404886907,0.9503839384063332,0.9305303229809512,0.8916862928008559,0.9167191122502504,1.1527652592840412,1.0099447846824785,0.8841267475334829,0.8399204101568094,0.9181316224386176,0.938534547381697,0.9147311349481037,0.9861413722488848,0.983608356056972
240,12.025,0.9945781391699078,0.9888590654307056,1.0068704844139942,1.04629748692688,1.0301639353499452,0.8483328859208451,0.889422672524479,0.9056873797217504,0.9493452779881107,0.9142477519308408,1.0386584947029545,1.0420307625428984,0.8869064419054442,0.8835341740654994,0.9172568524649464,1.0319139590230644,0.9543517987043376,0.9003955132652233,1.053799289086378
241,12.075,0.9943052883928112,0.9977518523567036,0.97000108152709,1.007468221775545,1.0456505582803028,0.8684887127593798,1.0119633876922585,0.9066920285699092,0.9007492905549382,0.9313119432033624,0.9130206586637752,1.0367633852958618,0.953153434868776,0.8829210765100242,0.9598422309029432,1.063518569432529,0.8795766784929406,0.8260663102196063,1.0180620576084978
242,12.125,0.9943423512260764,0.9764114623208788,0.9866928077041378,1.038306698974245,1.0386673473587449,0.8756542775649422,0.8882839065682823,0.863866623828491,0.8764962528318309,0.901755510838512,1.0016954235780775,1.014962912632092,0.8657036607744313,0.8491192994569131,0.9220904892539924,0.9983785513145732,0.9055061279364742,0.9950616790510703,1.06552829183285
243,12.175,0.995685168070364,0.98801788954626,0.996018669534646,1.0303325745731868,1.0199594988354257,0.8659716022302005,0.8977044092550294,0.9511491368757944,0.9144058866365185,0.9553245062211662,1.0132229611436614,0.9572983171844334,0.9507189473068766,0.8322902895108644,0.924401467796652,1.0724372900416674,0.8651871388986458,0.8026831250618615,1.155384345998001
244,12.225,0.9958879216347744,1.017295860537609,0.9997133533120436,1.0582859088006666,1.0311458243141594,0.850619915935608,0.8936892787677909,0.92267827298176,0.921021759026676,0.943384697420309,1.0375801045934907,0.9690606637241092,0.9560093416537512,0.9070668838899072,0.8744385787140112,0.9070668838899067,0.8711757481964213,0.9005412228547282,1.105300484927953
245,12.275,0.9957297605209986,0.979084723308367,0.996678616507791,1.054608438386219,1.0208271871065813,0.9102477257864046,0.8847805060216231,0.9069616329135288,0.9299642830236556,0.943108654515156,1.1100521303144022,0.8738019684690621,0.8446752361867608,0.9676547724898138,0.8899834864036759,1.0388534514021075,0.8899834864036749,0.8220211110783033,1.0156709501978265
246,12.325,0.9959065893497836,1.0002426774531985,1.0026920014261476,1.0293152854591354,1.0513047269592788,0.8637635195374145,0.9533993564705427,0.923249120411217,0.9656224251432404,0.8841353006585794,1.0368619263972552,0.8346256992671408,0.898827676133844,0.8988276761338437,0.9212983680371898,1.088223507890618,0.8924074784471736,0.8924074784471736,1.077708796373164
247,12.375,0.995803521310497,1.0040204090478488,1.0008315964964274,1.030016223364442,1.0459425246332696,0.8559894228695112,0.9489438927750764,0.9416691951302932,0.92307830114918,0.9263115001024168,0.9998422823570966,0.8151580391191614,0.955263327092767,0.8756580498350363,0.9106843718284376,1.0890001928857544,0.8565527832931812,0.9202370050993658,1.0003946455054156
248,12.425,0.996768106011217,1.0135795730170447,1.0033368310100366,1.0279250200730368,1.0672492482047988,0.8611411540208874,0.8699610354866505,0.9052405613497034,0.9461327390546062,0.9052405613497044,1.029715086829332,0.972859652587221,1.0139219106509674,0.8401969726889639,0.9665423821158754,0.928638759287802,0.8528315136316547,1.0676187096574048,1.0072500994899043
249,12.475,0.9970061409346078,0.9982986500808432,1.0260914279456892,1.0319667023367565,1.0202127072127487,0.8733414932239827,0.9162927142022116,0.8431165599430074,0.945722254502109,0.9298143948805426,1.140545329231078,0.9337431541507176,0.9306097878616206,0.8930093923924647,0.9462766193071026,0.8930093923924648,0.8460088980560183,0.8366087991887298,1.0466722330597824
250,12.525,0.996585382866717,1.0109484969432063,0.993901711437565,1.034390299597134,1.0159703449073634,0.8829527934930942,0.935819493371591,0.883741848715162,0.9239836650405838,0.915304057597846,1.025771788687241,0.8423762264674013,0.8237258303094511,0.9045442136605668,0.8952190155815918,1.0879397758804068,0.833051028388426,0.9573870027747584,1.0310053182213594
251,12.575,0.9967573968203708,0.9926311854223084,1.0024839690405745,0.99533343894411,1.02970152972793,0.9166504999950196,0.9471794235644532,0.9229128432913132,0.9346547369718646,0.9644008676292608,1.01454705599428,0.891197869855158,0.8665280326273336,0.977542300152544,0.9374538146573288,1.020714515301236,0.8788629512412457,0.8511093843599433,1.049821147234576
252,12.625,0.9972060913247348,1.0158597565451148,1.0079814818282635,1.021727963184078,1.0500030329775494,0.8806699091175716,0.9272662006052738,0.9497877414909968,0.9140639180170916,0.9381386686190716,1.076892069938007,0.9239244463672672,0.9575773235528297,0.8657967494103861,0.8933309216531191,0.969814733438489,0.8168471098677497,0.9483992661385856,1.0188580266282097
253,12.675,0.9979618848155126,1.0156771436945695,1.0130717299014242,1.035299777377908,1.0377749920193915,0.9353747276307914,0.9161124803566808,0.9353747276307908,0.9754402019609404,0.9638828535964744,0.9105789620488464,0.931825804496652,0.9014731724283578,0.9075436988420168,0.9530726469444588,0.9743194893922652,0.9500373837376298,0.8862968563942101,1.046608309032469
254,12.725,0.998992406039126,1.0128810480071806,0.996222292645089,1.0221044982399698,1.0329100239301567,0.8905805966718247,0.907398427681936,0.9547941332558872,0.905105087089648,0.9226873649638556,1.0178725820720496,0.8853684589620797,0.8763340869318538,0.876334086931854,0.8703111722450372,1.029918411445684,0.9757121792643316,0.8522424281845867,1.0201465396578888
255,12.775,0.9980740992612294,0.983452265272454,0.9894367618156936,1.0186676964493502,1.0472573176541162,0.9329238237626792,0.9268560265349548,0.9169958560399024,0.9465763675250604,0.91396195742604,1.0218722149418262,0.986017049505271,0.9501618840687154,0.9083308577260678,0.9651015363339472,0.9890049799583174,0.86649983138342,1.0666911717375207,1.0433670207520065
256,12.825,0.99834685716656,1.028533406608873,1.002943778210769,1.0246015752401418,1.0668299239443917,0.9467357733604672,0.9234060364970524,0.9143751706144416,0.9023340161042924,0.920395747869516,1.0494960806004885,0.9012621709111548,0.9101562054925136,0.8182511814851261,0.8241805378726997,0.9694497693682478,0.892368136329794,0.8419686070354202,0.9973116940261828
257,12.875,0.998950321023598,1.0106002119225608,1.000078971515261,1.002905204331096,1.032651714936356,0.8856316161185978,0.950597847655122,0.9968956218535652,0.9379032966652264,0.9356630817846564,0.9854682631193457,1.0178269225053544,0.9795848705037078,1.026652011428811,0.9501679074255184,0.9942933520428028,1.026652011428811,0.91780924803951,1.0896283262635462
