,r ($\AA$),g_full(r),O (DOL),O (DOL),N (Me-Im - i),N (Me-Im),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
99,4.9750000000000005,1.062290313773561,0.7375314308856643,0.840879784258178,0.4509312937654802,0.3448928185094645,0.2800668104819331,1.055251732351569,0.9852350297310858,0.9352230992878828,0.9252207131992424,0.472840069644822,0.5122434087818906,2.147481982970235,2.245990330812905,0.6501550957616303,0.6107517566245618,1.3988185393659331,1.4776252176400697,0.1260504777497038
100,5.025,1.063203513964134,0.8417268531115265,0.8647500164898506,0.4567006682137137,0.3317641635759391,0.2892276044339118,1.019649859699213,0.9902368829771204,0.9118022783848732,1.093182301504445,0.7145273638043739,0.4441656585810972,2.0856474402938474,2.066335889920757,0.6952158134312827,0.5600349608196442,1.3518085261163832,1.5256124794742032,0.0910401660445727
101,5.075,1.065074328676436,0.8712692955682089,0.8179999811241421,0.5074455152732252,0.3355522068541001,0.2066599374964335,1.0429117775982817,1.2111233546302624,0.9708211017274332,0.9996573720757724,0.6247858575473577,0.4733226193540589,2.461277620641109,2.6506066683827334,0.681584571869845,0.6626516670956826,1.6660956201262895,1.7796930487712632,0.0701290248267442
102,5.125,1.068237771243863,0.905701634719004,0.8694027422229343,0.6126544782263453,0.368400139295908,0.3204654193799346,0.980247165162152,1.0320871594736116,1.01794897920685,1.1781816888968168,0.6869156271022665,0.4084363188175637,2.2649650407155777,2.172138604620677,0.761176775978187,0.9282643609490082,1.559484126394333,1.5594841263943335,0.1062767972433456
103,5.175000000000001,1.0688778285553349,0.9108609917906456,0.9073877372938266,0.5761253744096628,0.3949725504973459,0.3466575161247675,1.123170352244247,1.0399725483743032,1.150902953534229,1.146280853319232,0.710122669394978,0.6008730279495968,2.166784555333392,1.98470181959109,0.6919143958207478,0.6737061222465176,1.5659115273837962,1.8572439045714784,0.1226271485611422
104,5.2250000000000005,1.0686845364725126,0.9343969796510184,0.990614117898026,0.614675512185268,0.3981310584454341,0.3853953463506978,1.0836410326801962,1.074572906883709,1.070038843985466,1.0609707181889787,0.8573500753042247,0.5358437970651407,2.054067888749706,2.196959567967076,0.7680427757933679,0.8216271554998817,1.4110553322715365,2.357712707086619,0.0721748787883659
105,5.275,1.070529553194501,0.980280886043182,0.9752666615621426,0.6583365591838332,0.4382558859979208,0.3647784025026842,1.116577793026509,1.134371861441274,0.9964678312268448,1.1076807588191264,0.9112719885137271,0.9287964498312992,2.0678864354734587,1.805019515709884,0.7185029140204389,0.9112719885137276,2.1029353581086023,1.857592899662598,0.1416262588113955
106,5.325,1.0674859579210665,0.9562178299961926,0.9594981656050988,0.6123743484731793,0.473070870728899,0.379787163458839,1.17864981763088,1.038957987393146,1.209207405495384,1.1961112964105964,0.7222702586155552,0.5503011494213755,2.0980231321689944,2.184007686766084,0.9802239224068252,1.1177992097621696,2.166810775846665,1.908857112055395,0.1447699133522432
107,5.375,1.0637887847790577,0.9843897664461364,0.9996828208717088,0.7359230484108704,0.4560520636660881,0.3898923980919938,1.1096937484156737,1.199668917206134,0.9811577930007314,1.0968401528741796,1.0127075275116713,1.097099821470977,1.5528182088512288,2.1435642665663703,1.1983705742221444,1.0464644450953935,1.890387384688453,2.2954703956931204,0.1591397543232627
108,5.425000000000001,1.0585931719511783,1.0382298426411614,0.9797602776826788,0.7260233490966541,0.4711044808654467,0.3869445305111046,1.122980322244184,1.1145684846243764,1.1019507281946668,1.177657266772926,1.0769701195055448,0.9278511798817008,2.120802696872458,1.7562897333475045,0.911282408812384,1.0106950352282806,2.1373714679417746,2.1539402390110896,0.2678054425897618
109,5.4750000000000005,1.0539318027153817,1.053487062632807,1.0752084453675042,0.7305112144087412,0.5324064782978961,0.6152880030244899,1.0695274683445832,1.2099287576253392,1.23057600604898,1.2264465563642517,1.1061919761514112,0.9760517436630098,1.9683710163870711,2.1147787779365235,1.0248543308461604,0.9272491564798592,2.0171736035702224,2.212383952302824,0.208157973903642
110,5.525,1.0479437153547129,1.08554551584767,1.058882994405797,0.7416661318644643,0.5375776763748282,0.6001469881298509,1.1597435040887665,1.054312276444333,1.3584408177263518,1.2773398733844803,1.0702867048753073,0.7827469931177621,1.9648546970098928,2.0926501244576903,1.2939287029089537,1.341851988201878,2.316292122491337,2.4121386930771846,0.2581989248435102
111,5.575,1.0460278999049155,1.0526939936744737,1.0332412262007444,0.7659524111300596,0.5714789704422497,0.5535866265571062,1.2186871059458588,1.0275205010916064,1.1390343539232528,1.2027565555413375,1.0511749547225624,1.1609992037234278,1.8513230545860049,1.9611473035868707,0.909972348864308,1.5061611291547172,2.27493087216077,2.2906200505894643,0.248305262682713
112,5.625,1.043343981036284,1.0414121475805915,1.0480266213478642,0.7775318151147848,0.5689052828264431,0.6689777007084656,1.259712395486117,1.1384357362933548,1.0562805800659991,1.154084337479517,1.0633935806051646,1.047982079436974,1.8493801401828929,1.6027961214918407,1.1866855899506912,1.248331594623454,2.280902172892235,2.527486191583287,0.3113752276838544
113,5.675000000000001,1.0400647266157128,1.036861146670315,1.1090659618980527,0.8412681753644421,0.5416384142757373,0.6841461784993726,1.0877155534568672,1.126150732024248,1.2222386784426988,1.145368321307938,0.8176210713424567,1.1204436903581814,1.4232663093739066,1.7109477974388454,1.2567138689152575,1.1204436903581814,2.3620164283226552,2.5437099997320898,0.2753213811663374
114,5.7250000000000005,1.035238593216652,1.0635271774593762,1.0642366685717566,0.7967105964106324,0.6106766500406373,0.7137917200469897,1.1178960271635396,1.1783228394426497,1.1254493786984283,1.2576330305589822,1.0712025813114987,0.8629131905009294,1.5919260583379216,1.532414803820616,1.1009582085701517,1.205102903975436,2.2316720443989557,2.4399614352095247,0.3657209493168086
115,5.775,1.032704026203659,1.070989536230331,1.0919073006098294,0.834642921369781,0.5508643281040555,0.7645818327759715,1.1320264999838412,1.2136808704744797,1.0689299409683486,1.2136808704744788,1.1697044808576216,0.9357635846860972,1.5206158251149082,1.3744027650077053,1.4328879890505877,1.374402765007705,2.251681125650923,2.602592469908209,0.3446450702526918
116,5.825,1.029099211383812,1.06296257468846,1.0499411118134885,0.8531909062648428,0.6117660069646258,0.7624567338790993,1.2111752901811528,1.072546793112226,1.1418610416466892,1.1163242132392557,0.9916248953016552,1.2215669000092857,1.465880280011143,1.724565035307227,1.1065958976554704,1.1065958976554702,2.7018185553146545,2.4718765506070253,0.3823079121637702
117,5.875,1.0253065062442657,1.0476415928282736,1.0429255213493045,0.833353915707236,0.6321200669373783,0.7818106362983039,1.1009902079980702,1.1332667939002936,1.1117490699654782,1.093817633353131,1.059584890729561,1.0454570921865,1.4692910484783246,1.497546645564446,1.2291184732462914,1.1160960849018045,2.599514931923187,2.45823694649258,0.3234977543941677
118,5.925000000000001,1.0230216037475506,1.0631546723100975,1.0505690406752737,0.8631475639775883,0.6600095983520664,0.870925709129793,1.1106947302667398,1.138902850400499,1.0613305200326633,1.1177467603001796,1.0417771640308522,1.5140494783915046,1.4307073052690362,1.500159116204427,1.1806807859016322,1.1112289749662418,2.569717004609433,2.555826642422356,0.3882214492898642
119,5.9750000000000005,1.0191406846542828,1.0226381750535762,1.0447844794814878,0.8175739981195167,0.6378710848180426,0.7940001289779027,1.0713800866994412,1.1372578266583069,1.2551443086899603,1.151126824544384,0.9561203088128776,1.2292975399022714,1.3249095707835594,1.543451355655075,1.2292975399022714,1.2566152630112106,2.677136864676059,2.5132305260224213,0.4599412564260203
120,6.025,1.0172714904136553,1.007016644414783,1.032640477605999,0.8748998227697286,0.5995765897278353,0.8763548057804983,1.0945910220059925,1.0025226182858624,1.1218705490341794,1.0673114949778058,1.0880811348742652,0.980616331429894,1.3433100430546496,1.3298769426241026,1.4776410473601145,1.061214934013173,2.337359474915089,2.565722182234379,0.393535013633663
121,6.075,1.014327360299071,1.095734328414886,1.0661198871063746,0.8339793725876468,0.6572705649592562,1.0565230632453526,1.0632311461865929,1.0531690217747325,1.0800013535396935,1.1168958097165156,0.9909667981377768,1.321289064183702,1.3609277361092136,1.3212890641837018,1.2155859390490062,1.149521485839821,2.3386816436051507,2.5236621125908685,0.4315761524951051
122,6.125,1.0114495008161164,1.04568574303238,1.0946538365116678,0.874830976400468,0.6105443971001651,0.953557067062876,1.07233926226794,1.1812229412059154,1.0921362948021172,1.0921362948021176,0.8838675131420614,1.1828227014106998,1.143828546419139,1.2608110113938231,1.3777934763685074,1.0398441331083077,2.5476181261153528,2.3916415061491056,0.4989660240756958
123,6.175000000000001,1.0085397527108662,1.0068655429266868,1.0263808048126066,0.8801881440960528,0.658402979825404,0.9706403380509464,1.1069844658039223,1.0875067332677828,1.058290134463574,1.116723332071992,0.7417277945580363,1.317206255853066,1.2276873840960616,1.4578787686140733,1.3683598968570687,1.0230728200800507,2.6983545629611347,2.5704704604511286,0.473693155215636
124,6.2250000000000005,1.00632690814064,1.0219609553478792,1.0429642632968958,0.8620006715418597,0.6478687586905881,1.0924674444936555,1.0541352534587909,1.0573296027116956,1.0062200146652092,1.1819092235750073,0.8808660061042236,1.2709638088075226,1.3968018096795545,1.2583800087203194,1.145125807935491,1.2206286084587097,2.3657544163942004,2.2902516158709814,0.38136618631626
125,6.275,1.0050441990109182,1.064206067253541,1.0535758179690993,0.860437245211176,0.7001993231765443,1.0405469483332956,1.0374033019637086,1.0405469483332956,1.031116009224535,1.0153977773766,1.176485838315134,1.411783005978162,1.1641017768591853,1.4241670674341107,1.2755583299627242,1.2384061455948778,2.204362939158885,2.303435430806476,0.4670560320529248
126,6.325,0.9999450023106018,1.0672104216425364,1.0474472656861926,0.856164660672162,0.6666421429072716,1.0210665823960516,1.0303490058723797,1.0520079939838105,0.9499013357442057,0.9684661826968606,0.7313424557106705,1.3773616249217615,1.4017397067787838,1.3286054612077174,1.523630116063896,1.14576984728005,2.2549725717745663,1.9746246304188104,0.4720143910581624
127,6.375,0.9978147811329104,1.0511077878720965,1.0179209333829395,0.8551812939503834,0.6386136436135963,1.1482651653248357,0.9929295594055608,0.977700578433083,1.072120260462446,1.050799687100977,0.9718858766072292,1.0318788319533547,1.3678393818916552,1.5238210657915807,1.4398309283070057,1.031878831953354,2.423715395983458,2.003764708560581,0.5616075228013796
128,6.425000000000001,0.9954585759133004,1.058471152759735,1.0179123858631405,0.8412807378523878,0.6749511873914961,1.109472935491883,1.052500000966624,1.0345085479586476,1.160448719014483,1.0554985764679536,0.9213804722266756,1.0631313141077028,1.3820707083400134,1.41750841881027,1.0867564544212072,0.9686307528536848,1.9372615057073692,2.102637487901901,0.4653911568900044
129,6.4750000000000005,0.9922515868884908,1.000033906675242,0.9972606567953882,0.831499810764173,0.6898602992727849,1.1278337942154544,1.0481177930536285,1.0924044603657537,1.027450681641303,1.0894520158782783,1.0700374566727615,1.2096075597170348,1.0584066147524054,1.3840701885223767,1.1165608243541858,1.0816682985931174,2.0702898618233867,2.3145375421508656,0.5287285791345556
130,6.525,0.991781058548758,1.05030837665471,1.074886575796396,0.8474480281907176,0.7123295696180612,1.1135226645668126,1.0844489657530578,0.9623394307352868,0.9623394307352868,1.01176471871867,1.030794776124038,1.2369537313488457,1.076607877285107,1.4774725124444552,1.282766832509914,0.8589956467700315,2.073042827538345,2.233388681602084,0.4782326784466625
131,6.575,0.98818501144989,0.9827558601562094,1.047842592000161,0.8290890700163721,0.7217735469003473,1.294220491613404,0.9649387293666304,0.9878452867403192,1.0222051228008526,0.9878452867403186,0.9813377420318854,1.274611090225323,1.0490162069996016,1.3422895551930387,1.2520516019027508,0.9249390212254552,2.210829855612063,2.1657108789669195,0.6229181163355102
132,6.625,0.9869969290631329,1.053278587837911,1.0908956802606933,0.8287020060887735,0.7181681379297027,1.359366790364526,0.9504286480349488,1.0040136459953766,1.032216276500865,1.0040136459953763,0.7999291561556623,1.1443430983893497,1.2110038614023222,1.2998848787529511,0.9554709365192628,1.0887924625452066,2.177584925090414,1.9776026360514989,0.5836217822972432
133,6.675000000000001,0.9838737766837922,1.054781356273777,1.0375583059239326,0.8210935131589524,0.7086394015741395,1.405754201887775,0.975137796171164,0.98347230724955,1.01125401084417,1.0612610773144862,1.017820595330173,1.280483974770218,1.3023725897235547,1.2257624373868752,1.171040900003533,0.7661015233667968,2.00280826823034,1.9480867308469971,0.5159459239000879
134,6.7250000000000005,0.9838030517217284,1.0622932974929131,1.027329142493146,0.8523067619877247,0.7215884621780528,1.456090936451824,1.059224045877548,1.0455389806853317,0.9962727459933528,1.0592240458775486,0.8410094609034808,1.0566529124171935,1.2291676736281645,1.186038983325422,1.261514191355222,0.938049014084652,1.9300088910477309,1.886880200744989,0.5591326635676991
135,6.775,0.9824993585333412,1.096320129490426,1.02032751423,0.8715388978381673,0.7034687724101311,1.523671421257524,1.0301636865847328,1.0166798686974985,1.0544345587817558,0.9519575428387712,0.924254426088636,1.0304905670183635,1.274833691156739,1.6466601844107878,1.1792211643199828,0.9030071979026898,1.8485088521772712,2.007863063571864,0.640343759665208
136,6.825,0.9797440650115062,1.0643406482342197,1.040378006998177,0.8440185712352848,0.7131188602547619,1.4961136498392928,1.031069442518021,1.0151250696955776,1.062958188162908,1.0390416289292426,0.9526360125732743,1.2771603685048292,1.172475092397876,1.3609085893903907,1.0363842334588371,0.8898248469091025,2.041362884085585,1.8319923318716795,0.6591967743428656
137,6.875,0.9782805782019434,1.0538355606368015,1.0799108569550788,0.8177646068253295,0.7386803753010692,1.4037213799716923,1.039696619120824,1.008270021061756,0.9375601754288536,1.0737421003514809,0.8150281870369328,0.949146749460732,1.1761166243317762,1.2999183742614366,1.3205519992497137,0.9697803744490086,1.815758998968356,1.9705111863804323,0.5871108497939781
138,6.925000000000001,0.9767522235705746,1.0474010647418266,1.0740709992607158,0.8148433898080887,0.7020699491562228,1.481609979073973,1.006668801112979,1.1408913079280425,1.0376432257626091,1.05571164014156,0.8948167121004243,1.067679031483461,1.210036235681256,1.2405413508664973,1.0473422880266336,0.8033013665446993,2.054011089139612,1.6777813351882964,0.7293212742757286
139,6.9750000000000005,0.9759596737926648,1.0649411405883804,1.0219228718931586,0.8326283155753045,0.7056633957264524,1.5622176196047353,1.0355416468715426,1.0355416468715428,1.0787952291733025,1.1067828412509118,0.7617564940131675,0.9822649528064522,1.1125654057297572,1.0724729586764323,1.0824960704397633,0.9321493939897966,1.9043912350329175,1.774090782109612,0.6007730458959917
140,7.025,0.9746386862906052,1.0366422193198437,1.069626289934566,0.8170578915569517,0.7445379603536725,1.5275176825298011,1.0935922981658344,1.0609851883581374,1.096100537381811,1.0609851883581374,0.8991657553031576,0.9880942365968765,1.215355911014158,1.3734509888696578,1.007856121328814,0.9386895247670324,1.857617164802127,1.936664703729876,0.7319963426217679
141,7.075,0.9765751934344684,1.048522043417868,1.036443366798965,0.792839373828457,0.7155150260803242,1.5084766196365178,0.9718546090445106,1.1424855709378208,1.1251751834993695,1.0880814961312582,0.9059852126878052,1.0813371893370571,1.3735904837524775,1.2566891659863095,1.246947389505796,0.9644358715708892,1.704810884089954,2.006805954985889,0.7085651301337133
142,7.125,0.9744429491323772,1.0269866323784882,1.0622578057474197,0.8047282074450425,0.7608624258581612,1.5922274462796342,1.1606435902436534,1.1021237453574195,1.1630819171139135,0.9948373630659888,0.8356811182617598,1.0181861900660525,1.0566083104459034,1.2199023220602705,1.191085731775382,0.874103238641611,1.7578120073781849,1.786628597663073,0.7212968976411317
143,7.175000000000001,0.9743648847445232,1.0777687153694473,1.0606039160467156,0.8368081521899046,0.7657438291116232,1.757661552024843,1.1878041131330674,1.170972880760737,1.0459408688519924,1.1325014924811232,0.8998516008583838,1.2503201190874385,1.3166249738875304,1.1650710200587502,1.0608776768014627,1.0419334325728653,1.610260759430794,1.676565614230885,0.8101564036944114
144,7.225,0.9741794986648348,1.0094461859876231,1.013455460336206,0.7942869332196543,0.7516270212052996,1.5792840064786722,1.1168810316087905,1.1951338427406164,1.1595643831352411,1.1500791939071406,0.8594156300611956,1.018220692137721,1.279781970851998,1.3078063935713848,1.214391651173429,0.8127082588622174,1.774880105561165,1.6160750434846396,0.8115644048736703
145,7.275,0.9737328381434216,1.064160503649079,1.0725085835703552,0.8194712092115287,0.7588623972832921,1.7237061344821345,1.1343249324611062,1.2465880185603495,1.188117661216994,1.2021505469793994,0.9397781071186662,1.3267455629910585,1.0134861939515032,1.2069699218876986,1.022699704805608,0.8568565094317254,1.796634616550391,1.593937377760091,0.781832206762588
146,7.325,0.9738144159576636,1.053582908067253,1.0778530203057417,0.7851001463901897,0.7564432499203151,1.6402728657532035,1.121199174059152,1.1673390577652898,1.331135644922079,1.2250139123979626,0.9815211624760264,1.3723119956840737,1.2996067243895535,1.3086948833013687,1.0178737981232864,0.963344844652396,1.6086041273912663,1.4995462204494847,0.762014303861063
147,7.375,0.9733121016934564,1.0803891926652525,1.0453310550322683,0.8047101253783742,0.7735160320869052,1.700036842194431,1.2266664764963848,1.183425914245121,1.1356337138621448,1.3131476009989127,0.7799852616615564,0.9413615226949822,1.031015001046885,1.4523863493008282,1.1744605664099297,1.0489456967172652,1.873757697554771,1.4254903057952577,0.8151147878729141
148,7.425000000000001,0.975254866723938,1.036361572776787,1.0519681573078168,0.7852532328735563,0.7756359244488956,1.710896974958486,1.142843254926338,1.176522329236544,1.185503415719266,1.3179744413394114,0.6987557437693334,1.1763862521686246,1.1586962333390207,1.3975114875386665,0.9817960450429872,1.1498512239242191,1.724776835886328,1.5921016946643036,0.8518285597642692
149,7.475,0.9732942017414576,1.0362774217125614,1.0604156106520508,0.7681409902283438,0.8094184863060861,1.6194099670316435,1.185204285036838,1.1519742583535624,1.2317263223934245,1.1829889499246198,0.9774327040575684,1.1170659474943638,1.282880424075558,1.3701512012235553,1.0385222480611669,1.1257930252091637,1.684325998956345,1.701780154385944,0.7963903673821822
150,7.525,0.9741979685086672,1.065671761593805,1.0627971171501993,0.821638195100331,0.7898026411021418,1.6547969713364326,1.3050380341979526,1.2044823397706397,1.2066683331277546,1.2678761471269888,0.9817097440136874,0.9386522991008064,1.2314429245083975,1.2486659024735498,1.300334836369007,0.8783718762227728,1.860081620236461,1.6103484397417511,0.7887420929347345
151,7.575,0.974229298201988,1.013150258545385,1.0232817611308391,0.790498888909943,0.7904988889099434,1.6373381046008475,1.2145208865484551,1.3072818068354597,1.2404076550006422,1.1325461197831947,1.0877672400111051,1.1302581478240388,1.2662290528254263,1.3852035947016414,1.0367781506355846,0.9772908796974769,1.4021999578268145,1.4956799550152693,0.7869489559232125
152,7.625,0.9757348266663648,1.033103555056943,0.9927073262297076,0.8107157492544029,0.7879172186229515,1.5414191783911655,1.2071611521378327,1.2497417924248813,1.262515984510996,1.2667740485397003,1.0148385935079942,1.090322455835035,1.4677417674702409,1.2161288930467695,1.1658063181620757,1.0232256893221094,1.7529030251501725,1.6774191628231323,0.9376430789739916
153,7.675000000000001,0.9765546952262756,1.0295560259495304,1.029950794364389,0.7790348192329885,0.8060377592410642,1.5235024133402533,1.248221287619463,1.2230046959503829,1.3112627667921626,1.2776406445667232,0.9354336657040052,1.0347717540973504,1.3741768894412816,1.3327860192773873,1.1258316684579175,1.125831668457917,1.4735149778346268,1.6390784584902027,0.8669275520245807
154,7.725,0.9777152989279024,0.9979569066772492,1.02250641277669,0.8182937591259913,0.7943046912688771,1.5162902026146634,1.2611551890420176,1.2445610418177806,1.19063006333901,1.2881206782814032,1.0867909299509824,1.152161812955553,1.3809599034715496,1.4054739845982636,1.0786195695754113,1.1276477318288387,1.495358948729547,1.7241570392455456,0.8502383852010261
155,7.775,0.9782455357558434,0.992086984643218,1.0120902894906187,0.8200822647551281,0.7955236514790388,1.4845647991037147,1.3494182104956525,1.2613681603419151,1.2941309697014456,1.197890217207825,0.967992094713394,1.1293241104989598,1.379388734966586,1.4923211460164814,1.1938569168131865,1.1535239128667945,1.4842545452272042,1.4761879444379256,0.9344086955090524
156,7.825,0.9785936790282662,1.005653831864897,0.9737524263223556,0.7970796544646466,0.8390767899796223,1.4919340847027518,1.263494312925772,1.2978613582373524,1.2089113586073783,1.227105676713509,1.035299582470089,1.194576441311641,1.3618171430952708,1.306070242500728,1.2025402842537187,0.9238057812810024,1.5210940019368238,1.4016363578056596,0.9412774775314768
157,7.875,0.9811931204918628,1.0236718605343305,1.009047976812411,0.7989596064705144,0.8511121329495956,1.5069811221605132,1.2774409512354012,1.2435089259682113,1.2714529467764857,1.2614729393449593,1.1558663152513495,1.320990074572971,1.376031327680178,1.281674893782109,1.2423597129912465,1.0457838090369354,1.5411550870017994,1.4232095446292128,0.826100206985139
158,7.925000000000001,0.981770961378707,0.9796942509859072,0.9945044437445756,0.7893320361378556,0.841250667391843,1.438753264224784,1.178595139734823,1.2495473555048129,1.1391772420848292,1.2456055657398128,1.2344968854929972,1.1102707838081671,1.2577892795589023,1.2810816736248074,1.1646197032952803,1.156855571939979,1.3664871185331284,1.4130719066649398,0.9072149811179752
159,7.975,0.983969974347024,1.0135171967954957,1.0062046629080816,0.7919703093221683,0.8515764957606262,1.48694189071877,1.2222506640986748,1.2125193690023477,1.179432965674836,1.2008418148867552,1.1040596618378322,1.295736686462456,1.403075820252245,1.2650683625225163,1.295736686462455,1.0657242569129075,1.548750358966959,1.3264050104023954,0.921692664123548
160,8.025,0.9858631614306458,1.0002049143611864,0.969151620991128,0.7994215363675776,0.8319417739438075,1.4184966646614852,1.1474830742586812,1.1743922250788177,1.1897688826903243,1.1647818140716255,1.075201134501561,1.0221982616740193,1.1660632022059183,1.3326436596639062,1.1054884904030138,1.0146264226986563,1.325071820688543,1.4310775663436262,0.8719977007749796
161,8.075000000000001,0.9859402997577028,0.9853604741671822,0.9379290796452002,0.821671019108099,0.8586685761287997,1.2965751637531102,1.262404808046586,1.2662015142362,1.1655888002114343,1.2168443337712207,1.069405576741217,1.0394921340351695,1.1965377082419224,1.3161914790661149,1.0394921340351695,1.2713213150070422,1.376018364478211,1.2189727902714584,0.9518884803960298
162,8.125,0.9882501210373116,1.0014504174181007,0.9834856016290312,0.8083766687634444,0.848936054528525,1.321917802542261,1.22628970618814,1.1775381276546666,1.2037889776342294,1.2525405561677028,1.0119645847099794,1.0488975987504894,1.351748313882673,1.4920937672366117,1.137536832447714,1.0636708043666934,1.2409492717611423,1.4847071644285097,0.9004118076080305
163,8.175,0.988910485425506,1.0000243832140543,1.0024600723868096,0.8016919863854183,0.8516737727706551,1.2965360827281402,1.1613258912436335,1.200221973725479,1.1946653905137865,1.1557693080319422,1.211222885942565,1.1528506986682252,1.1601472220775173,1.320670737081954,1.2622985498076134,1.1090715582124695,1.4884907754956826,1.2914846434447835,0.9508561271436268
164,8.225,0.990478380267863,1.0133396371842696,0.9958089989561836,0.8280269113465304,0.8844565730757785,1.251544786006566,1.2058011900267929,1.161887337886212,1.2899694066295735,1.2515447860065652,1.13887692293881,0.9586748781700116,1.3046628041261052,1.3623274584521214,1.2325819862185865,1.3262870494983618,1.2902466405446014,1.383951703824377,0.9174858393657148
165,8.275,0.991729282980703,0.9973953115077644,0.9719255640228878,0.8261809832805432,0.8919967129701836,1.2509277086767088,1.2418892136718196,1.182235146639549,1.2093506316542175,1.1731966516346592,1.231974258545245,1.1536406351695352,1.438490174717569,1.4456114132062692,1.203489304590441,1.1750043506356378,1.3316715973870563,1.246216735522646,1.0263303307592917
166,8.325000000000001,0.9945100985897762,0.9629701141180188,0.9874637790415776,0.815521689489828,0.9046476527408264,1.296672424475957,1.2073699159032327,1.180579163331416,1.214514116589051,1.0912766547586918,1.125752835341009,1.1750045218871787,1.44940677550155,1.175004521887179,1.153896656224535,1.0835371040157211,1.2101842979915851,1.0976090144574848,0.940592340293531
167,8.375,0.99465626819088,0.960126238274435,1.034058610903992,0.7933404947024142,0.9105084572358824,1.21064451451268,1.2265276058109509,1.2018205749025286,1.2282923937329813,1.1577008768517751,0.9941638627436488,1.1193033699421495,1.1957775132301227,1.11930336994215,1.2861560462068184,1.195777513230123,1.3765345791835135,1.1332077596308718,0.9645106235095372
168,8.425,0.9969822749735135,0.9674378066961916,0.9687482541146764,0.8392282297115381,0.8758300839668703,1.1945736255962092,1.09168334251566,1.1736467883594872,1.2032931411115095,1.1910858193900893,1.071707725153334,1.2365858367153857,1.5388623745791477,1.1747565448796162,1.0030085120024794,1.0098784333175648,1.085447567783505,1.3121549711813258,0.9646631348662368
169,8.475,0.9977462776493418,0.9958785074858444,0.9715966843189264,0.8337842035271639,0.8695863583488265,1.1667328866184823,1.1460522446104735,1.178796594456487,1.1839667549584894,1.2012006232984966,1.093045043504086,1.1677251396441168,1.3374526308714594,1.3849763284151146,1.1269905417495545,1.276350734029616,1.1677251396441168,1.2695616343805225,0.9350252853450792
170,8.525,0.9978688369395836,0.9701522131532216,0.9874306496671644,0.8393531098193514,0.9221576104403826,1.1479773529337527,1.159899966391522,1.178635501825159,1.224622725162268,1.1973710372587958,1.167487084046466,1.24800343467036,1.328519785294253,1.3754876564915253,1.2614228264410094,1.053422253995949,1.2077452593584124,1.093680429307896,0.9308676046619612
171,8.575000000000001,1.0014504707547702,0.9920778033037988,0.9746840260702287,0.8310354444863886,0.9471280315252684,1.1480963360447456,1.0975935646644783,1.212066513126418,1.1750311474475554,1.1363123560560169,0.9284347869907754,1.0743316820893256,1.2998087017870856,1.3727571493363615,1.2732819935873494,1.1671751607884036,1.220228577187876,1.1008583902890618,1.1031591762043462
172,8.625,1.0013035088026323,0.9784206630020474,0.9999896808126364,0.8595595803482116,0.9208548738058784,1.1032083718424377,1.1381516234392572,1.1198480154599713,1.1348236947157508,1.1148561223747109,1.1471269463602285,1.1077968796278774,1.3634423133881572,1.3503322911440403,1.193012024214637,0.9963616905528836,1.1799020019705204,1.1799020019705206,0.9999067475882836
173,8.675,1.0019881393102503,0.9752086110046562,0.9433814605187628,0.8447478887205787,0.9631112292585744,1.079014086435571,1.0905279562603405,1.143162789745003,1.2073114930544344,1.10204182608511,1.0108280521486217,1.2311367301810132,1.3412910691972093,1.3542504031991154,1.205218062177203,1.1274620581657704,1.2181773961791085,1.2376163971819665,1.0276884101613064
174,8.725,1.003541174728043,0.9625361414685354,0.9903339164204984,0.8768832440519642,0.9622034961539228,1.157740905319712,1.0943253220227047,1.1561148647223516,1.0455441041019302,1.06505659127024,1.07614323170678,1.0505207738089997,1.2555004369912437,1.2555004369912437,1.2234723646190178,1.120982533027896,1.2555004369912437,1.2234723646190178,1.0871242850915428
175,8.775,1.003301250776509,0.9730402668813944,0.9981061707147764,0.8913632622822203,0.9602209882213644,1.1606605316820648,1.0658143109490432,1.2121025497067548,1.117256328973733,1.073852126265401,0.9689221008627672,1.1019114088243236,1.3235602554269177,1.3172274312382717,1.393221321502018,1.2792304861063988,1.019584694371931,0.9815877492400584,0.9297619839411422
176,8.825000000000001,1.0048342726857515,0.9656286167906144,0.952789398942131,0.8612079629290602,0.9800070060366658,1.0617183337689968,1.1411882689313473,1.169797445589793,1.098274503943678,1.145956465041088,1.0393704247294029,1.1959021152006992,1.2522535237703651,1.4588753551924756,0.976757748540885,1.2021633828195504,1.051892959967107,1.0831992980613665,1.0204588409010362
177,8.875,1.0051225444665044,0.9978827844221352,0.9648168460034142,0.8734088646745576,0.9131245664208388,1.1519391716867238,1.0733621476971786,1.0403597976215702,1.1315091454494417,1.035645176182198,1.0710286481968834,1.052455897072082,1.3062834957777016,1.3681926661937065,1.1453196526960892,1.1143650674880867,1.219610657195295,1.0215013118640794,1.0736187257346952
