,r ($\AA$),g_full(r),O (DOL),O (DOL),O (DMI),N (DMI),N (DMI),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
171,8.575000000000001,1.001042333774966,1.106592159929254,1.1352489290110874,0.905948778332213,0.9867496153185994,0.9225986477718318,1.1616674179042792,1.1516096913423388,1.1314942382184547,1.2153086262346362,1.1348468137391017,0.9112909824304856,1.0895870442103628,1.4065578207079237,1.4461791677701188,1.0367585814607696,0.9839301187111764,1.0169479079296722,1.1027941598977613,0.8049602244982691
172,8.625,1.0039510931559503,1.0944218683268097,1.066096387661924,0.8553001121056637,0.9187094582776172,0.948235947716466,1.1449240693567162,1.0653924408051645,1.181376065776177,1.163150067566447,1.0819615300867378,0.8746470766212325,0.9856097654463144,1.279334529983295,1.4425149547260625,1.1422629731993708,0.8615926426418116,1.0639363693228427,1.0704635863125531,0.8703844043014213
173,8.675,1.0044957855976795,1.1298422814041418,1.1101500412053769,0.8899675633649717,0.9894908177627746,0.9875769090243558,1.2218466997943331,1.1317641683081552,1.0465952294484968,1.1022826125490433,1.130126304099316,0.8904025426237027,1.03880296639432,1.2646296982191716,1.484004237706172,0.9871854276914964,1.1484902361378193,0.9484722736643788,1.0517073510700257,0.8821068667607499
174,8.725,1.0048288624584365,1.0652202201152363,1.069174492777001,0.8802696257721389,0.9308815816870328,0.9952107966816652,1.0767320671542184,1.1398787598143905,1.089685234879382,1.1414979057800356,1.1107341324327729,1.026931062453307,1.090715600493885,1.3139614836359077,1.4096382906967753,1.2119062227709831,0.975903432020844,1.0715802390817113,1.026931062453307,0.9450525432134614
175,8.775,1.0048824189077927,1.0407861245439345,1.062137125654197,0.9404117536652944,0.9815635360235964,1.0007365255314424,1.149336187176674,1.144533946840281,1.1125190112643295,1.0997130370339483,1.0692988482367944,0.9395898516760438,1.1350749886019322,1.3053362368922217,1.2801123482566237,1.2485824874621254,1.0972391556485344,1.0783212391718355,0.9522017959938432,0.927943107178484
176,8.825000000000001,1.0062838583431053,1.057271394581836,1.0867061156345923,0.9214634467877728,0.9968264883464312,0.9889665392268168,1.1157749038692872,1.08570437454515,1.1078616066787246,1.033476613087439,1.1347668171266372,0.7855745938267332,1.0287286347731024,1.2531785187235982,1.2656479567208478,1.2344743617277234,1.0162591967758523,1.0973105437579764,1.122249419752476,0.9405518946496936
177,8.875,1.0060441595628271,1.033044916002894,1.037160632799719,0.9202531356515306,0.9874549294621496,0.9709973473044466,1.167398194207797,1.0375134085251598,1.0703758241798027,1.1376655324250242,1.0656811933719963,0.9801820080540732,1.1219693425524613,1.1651220095737094,1.4302026784185216,1.2267686767469217,1.0356640085099638,0.949358674467467,0.8938766740115768,0.9964114367588583
178,8.925,1.0069621475990176,1.0610371711518414,1.108420474959444,0.9312173053534696,0.9985723434591336,0.9786822650923598,1.1559021678830232,1.081627329786122,1.0537742654997837,1.13888085081915,0.99961552938746,0.9814219453081696,0.9936135222685198,1.0911461379513197,1.2862113693169186,1.0667629840306194,1.0545714070702696,0.9753261568279944,1.0667629840306194,0.9688571568082172
179,8.975,1.00744163179283,1.0541348996678368,1.060459134135437,0.9266818724744572,0.9856891118216,0.9928415044697398,1.1476495414982006,1.0543073787896804,1.0282939891823877,1.1292871488342295,1.077260369619644,1.0247698936206158,1.0729943592027626,1.223695814146971,1.2116396977514337,1.1935555231581287,0.9222929042585544,0.9584612534451652,1.0368260100161524,0.937793625338529
180,9.025,1.0077664068262298,1.0237240569788972,1.0242926346278718,0.9513671209108971,1.013701119074669,0.9929231196867452,1.0865431398421532,1.1092425090589113,1.0471975665331053,1.0517374403764572,1.0063387019429415,0.8882561247042497,1.1744057487700488,1.0492152882412618,1.222097352781015,1.1803671992714198,0.828641619690542,0.8584488721973961,0.864410322698767,1.0900329748373818
181,9.075,1.0080296824859865,0.9882942828343648,1.035248804949113,0.9518433195655506,1.0003755237326508,1.0082456108948827,1.14494633427477,1.0611332692821076,1.0386833411590737,1.0087501036616937,1.080589873655405,1.031789625856646,1.0258936851374651,1.1320206180827206,1.255835373185518,1.2086678474320716,1.1497084402402629,0.7723682342126891,0.8784951671579444,0.9946692643899664
182,9.125,1.008702989879202,1.0503534630666491,1.0294965634823237,0.9842531832244648,0.9972266434602888,0.9924697080404864,1.1072681984861956,1.0110483684038392,1.0347332496548804,1.0702605715314433,1.0362135547330706,1.0438393687722314,1.148806456134802,1.1896269901091352,1.335414611446039,1.142974951281326,0.956366795970089,0.9796928153839936,0.915546261995756,1.0976915309395372
183,9.175,1.008153006256001,1.0238078799258998,1.0246330877818317,1.0227459270446335,0.9975087837173092,0.9915203090294694,1.0776622141545489,0.9532039421394176,0.9883451012966312,1.084983288978968,1.0688769243652452,0.8767541729122974,1.0324934009954028,1.14208767260944,1.153623911726707,1.0728702379058377,0.9575078467331668,0.830609216443229,0.8248410968845956,1.0352597440490332
184,9.225,1.0092458909424114,0.9996792065760446,1.0538262294689764,1.052309220109851,0.9905331259658876,1.000688100345717,1.1239473566803808,1.0211119670872013,1.100773184377693,0.9979377947845134,1.0833925551506762,1.055565992196313,1.101212089156153,1.1354466618760335,1.1240351376360735,1.0669775164362727,1.055565992196313,0.8501585558770305,0.8615700801169904,1.066337073749335
185,9.275,1.0085242030139412,0.9918909404024808,1.0459940826062524,1.0020667709273192,1.0430870480997825,0.993695285790082,1.0602807906508769,1.0029683154805595,1.0158636223938815,1.0316245530657184,1.0789073450812303,0.908750079783902,1.0837268032205545,1.1006600345208757,1.0611491614867925,1.010349467585829,0.9821274154186274,0.8635947963163784,0.936972131951104,1.0700765453356005
186,9.325,1.0077674733690218,1.025753191042606,1.0127049287474117,0.9942482649560492,1.0410412903371544,0.9652614350739488,0.993658972260644,0.962474239892977,1.0489409978215067,1.0787082423542798,1.0163387776189463,1.038631995385915,1.0386319953859149,1.0498000813578068,1.0162958234421322,1.07213625330159,0.8934468777513249,0.7873500610183548,0.8041021899761922,1.1037601702117923
187,9.375,1.0092351084711262,1.053305925237543,1.0108891533607942,1.0291471033629864,1.018495103089325,1.0332440265451643,1.0686351398804348,1.022355665318684,1.106500164521868,1.0321725235590555,1.0251604819587898,0.9447132410539292,0.9336639633807838,1.0165335459293738,1.060730656621955,1.15464951684369,1.1325509614974008,0.8286958254859029,0.8507943808321936,1.069694101264965
188,9.425,1.0087701752981824,0.9910685528299292,1.0228703317476704,1.0117710481423408,0.9923139126011414,1.0385246095114888,1.037900983372348,1.0420636878511151,1.0170874609785177,0.9601971664353816,1.026800438095639,0.9019193037326546,0.874588415740756,0.9183178365277936,1.1916267164467798,1.3282811564062729,1.0440399212905274,0.7761972189699213,0.781663396568301,1.0620559964362082
189,9.475,1.0076870904141886,0.9785729375394108,1.03402712350962,1.0287961433331778,0.9886871318971864,1.0039285562428637,1.1601531557860485,1.0928780023736029,1.0324676605338572,1.0352135851629358,1.058553944510111,1.0546846870782265,0.9951896534481726,1.0330501293945704,1.0979538024455382,1.1033624418664525,1.0546846870782265,0.8599736679253229,0.7409836006652154,1.0690893288012722
190,9.525,1.0080413474043848,1.0237101651569591,1.0318773866191937,1.058109423699125,0.9942100924104682,0.969602896510488,1.050186883579962,1.0610555706027829,0.9618788015195516,1.0474697118242582,1.0338838530457326,1.0382889648314977,1.0811050046183637,0.9901209200712736,1.1453290642986622,1.102513024511797,0.9419528753110494,0.8991368355241836,0.8295607708705265,1.1011477171206328
191,9.575,1.007881720495571,1.0006708269184463,1.033504549154538,1.0620122794998184,1.0203801413241602,0.9826755633537522,1.0795805584179206,0.978748003148501,1.0809249924881796,1.0459697066614473,1.076891690277403,1.0115847868039165,0.963918487949282,1.091028618228308,1.053954830230259,1.2340275147922122,0.995696020519038,0.8156233359570845,0.8579933793834269,1.0789769349578042
192,9.625,1.0078519953247091,0.995300271163463,1.0142964591615604,1.0541165582726513,1.0366256861774188,1.014470581523459,1.0896813315329557,1.0338002376081894,1.017834210772541,1.1189523807316433,1.0457747577349248,1.105929586115698,1.095446841223606,1.163584683022204,1.0482744892091922,1.1950329176984793,1.0587572341012843,0.7180680251082964,0.8228954740292156,1.1348641013535647
193,9.675,1.0074446252946003,1.0216507482271855,1.0127453179762944,1.0994126094054688,1.0186300173917715,0.9974726718643736,1.1350693945250678,1.0428943856889252,0.9704711644605284,1.0402608140078924,1.040260814007893,1.0893410135180484,1.0115309411239022,1.0582169845603902,0.9492828832085852,1.068591660879609,1.0270929556027313,0.8974095016124873,0.7521640331434144,1.0934697112369187
194,9.725,1.0074184113663025,1.045449400880294,1.0236590035317348,1.0938476862776758,0.9712514610840068,0.9602101861442042,1.0660834193202953,0.9722472259326896,1.0243784444813588,1.0439276514371103,1.029591566336226,0.9652174100980956,1.062765978139924,0.8779371123764589,1.0730342484601172,1.1141073297408868,1.0576318429798282,0.9036077881769404,0.7444495982139568,1.1548660762159375
195,9.775,1.0075128734111145,1.0185450222629566,0.996734636347262,1.0645973389910657,1.005432106346252,1.0076931980396846,1.0410153121627677,1.0745548389486803,1.01779563977252,1.041015312162768,1.1622736013118389,0.8994691274403985,1.1891286769551033,1.0011040570946808,1.143392958610676,1.0315945359909653,1.0061858035773945,0.7825889583379736,0.7266897470281186,1.1293922285052405
196,9.825,1.0072366441642635,1.0321922891400377,1.013241977533702,1.1052664803409045,1.0205903105679084,1.010145672886658,1.043215576534025,1.0368311482810633,1.016400977871584,1.0930141169071306,1.0776914891000218,1.046272363394534,1.1066342305134496,0.8651867620377883,1.061362830174263,1.096573919326964,1.1368151640729074,0.7897344281391437,0.7494931833932003,1.1738227373660526
197,9.875,1.0070694486464191,1.0198665584662392,1.0051443869586938,1.1169960716471348,1.0294826604139549,0.995880464539611,1.1388531212881383,1.0453180147672487,1.0086623649144677,1.0971415197315255,1.0187742683221308,0.9859105822472228,1.095456202496914,0.9759518894972504,0.9410964648723488,1.1153735879968578,0.9809312358722364,0.7020878388730222,0.8265714982476715,1.146875575267178
198,9.925,1.006468349271086,1.0044452357075997,1.0183142431746597,1.1247783544274177,1.026812608900428,1.003783347825054,1.019796979305427,1.0047815636592112,1.0160431253938726,1.056084233783779,1.1048843346339772,1.1386690198379603,1.153456929186505,0.7788298923567002,0.9069917733774224,1.1386690198379608,1.1386690198379608,0.7689712861243365,0.8182643172861529,1.0805736616829626
199,9.975,1.006341798918262,1.008363903291774,0.980903266183897,1.1298156439372915,0.9886791605498658,1.011478130943219,1.0678213740154383,0.9922562883832556,1.033135760938371,0.9984501478613028,0.9798685694271598,1.0052821625583,1.0638422885325698,0.7222415536826625,0.917441973596895,1.1614424984896865,1.0882423410218494,0.7417615956740857,0.7710416586612204,1.1207093496402385
200,10.025,1.0054637985435495,1.0220618886936716,1.020218675188363,1.1275309796727162,1.0171784084178084,1.0282853230571012,0.9995534160807658,1.055969927908638,0.989741848806354,1.0265352260854004,1.0277616719947018,1.1015714167181234,1.0194367058224736,0.9421334485089216,0.9179761805984366,1.1643803132853852,1.000110891494086,0.8551672840311748,0.7150551301503607,1.2283231224280362
201,10.075,1.0046944452271604,1.016961198175952,1.0272266207685756,1.1124652560961037,1.012073780498145,0.9851135255672449,1.0260860182582838,1.0285146242186591,0.9811568079913536,1.0017999586545376,0.9981570497139756,1.0763140051660305,1.042828680560866,0.9375890889446316,0.9328054711438938,1.1624191255793133,1.2102553035866928,0.8179986439261838,0.7175426701106881,1.0921292313643909
202,10.125,1.0055596430367102,0.9927119567268672,1.011007671970298,1.1461132428021832,0.9725980905054382,1.0035076722910938,0.9883230700502376,1.0039534835668469,1.0135721995770688,1.003953483566848,0.9991441255617368,1.1462303245513716,1.0704465014405375,0.8099396094970434,0.8194125873858976,1.0278181009406924,1.3451628602173122,0.6441624964420924,0.7246828084973543,1.1483569114243792
203,10.175,1.0041771766747094,0.9832032235048878,0.997293715561487,1.1293121017935082,0.9874090104686688,1.00375569010658,0.9917297776724698,1.0405424077860013,1.0738778624976808,1.0191124726142071,1.0250652323841505,1.181893394323189,0.9380106304152293,0.8348294610695541,0.769168716940488,1.181893394323189,1.1115425970420465,0.8582797268299348,0.7691687169404885,1.1197262612155676
204,10.225,1.0041832082294817,0.9915506768805306,0.9769332221845036,1.1758107357817018,0.9784646456812576,1.024615389264957,1.1105585650316154,1.0681168364316818,1.0186014863984254,1.009169991153995,1.0233172340206405,1.1842957096698858,1.0774768809545627,0.868483520424583,0.9009935987292464,1.0960540685572275,1.2214500848752154,0.8127519576165881,0.8638392235239166,1.1525912747051326
205,10.275,1.003661801299416,0.9828013526460848,1.0141650200034589,1.1442723651594169,1.0040947371175335,0.9972734413490724,1.0355645227878,1.0449044508400012,1.0075447386311966,1.0285595767486493,1.060081833924828,0.9336390200666208,1.0670160229332808,0.8784485361217961,0.8646509151355896,1.1727977838275283,1.3061747866941882,0.7956628102045583,0.7910636032091559,1.1197191806458984
206,10.325,1.0027150418896429,0.9722197252973496,1.0069728879531972,1.1325411409334345,0.952172226749583,0.9687229323582136,1.1099625488237013,1.0533082103941582,1.0752762191729606,1.0440585224872938,1.0475271554523682,1.1159187872485763,0.9929399821232234,0.819858700835689,0.8927350297988615,1.1614664928505598,1.2161237395729383,0.7879753069143011,0.7652014541133098,1.2346681625680314
207,10.375,1.002807871654125,0.9884706624919744,0.9854589999729566,1.16179401581962,0.9594083608899135,0.985835578641066,1.0385999505969916,1.045470512563454,0.9756197992377472,1.015698077375448,1.0844036970400788,1.2179632576911692,0.992414506266878,0.9157279307826196,0.8886620806117045,1.159320582320853,1.2224742327196545,0.7849096549565311,0.8209974551844172,1.1787453931578038
208,10.425,1.0020061759797525,1.0026613694287083,1.00010464685473,1.1639292791109186,0.9899859624205593,0.9720946498466938,1.0309295431184458,1.003710281253932,1.046807445872745,1.0774291154703226,1.0331978149404883,1.0856773766413852,1.081209568507059,0.8801582024623578,0.8488835455220712,1.1616301149249395,1.2643897020144532,0.862286969925051,0.8488835455220715,1.0606485331133724
209,10.475,1.0011495827311716,1.007251368747837,0.988047540012021,1.169908912574024,0.992699708425364,0.971040805696083,1.064921294332674,1.0424546003594108,1.0042612206048636,1.0098778940981792,1.0042612206048638,1.221371181455578,1.1063144759561396,0.8053969384960696,0.8939020965725608,1.1151649917637887,1.216945923551754,0.8806263228610874,0.8717758070534382,1.095251331196579
210,10.525,1.0009939862543278,0.972411306776419,0.9642591053653532,1.1523187190747992,0.9446088004601884,0.9595613141632748,0.9925168543985048,1.0136579084720156,0.9602489297599884,1.0192213437545186,1.0258974660935218,1.0432284099432578,1.016928534062336,0.7232465867253677,0.8240627776022371,1.1045947869987431,1.0563783478837196,0.7889962764276742,0.7407798373126496,1.1911428479334116
211,10.575,1.0007217664345949,0.9671718013590938,0.9810447430613116,1.131788225310766,0.9959092406504128,0.9904354426901616,1.0018907891001896,0.9963798386650946,1.0316499214497004,0.9798469873598108,0.9897666981429818,1.202723182834878,1.0724643543690076,0.8640502288236128,0.7685270879486407,1.1375937686019428,1.1679874952439793,0.7685270879486407,0.8293145412327139,1.2705552462298606
212,10.625,0.9999999781060396,0.9982929107755484,0.9747047281704142,1.1741093369280555,0.9709287752265692,0.9856011548784828,0.9837487056080488,1.0525346861333615,0.9990344790581176,1.0241468211546605,1.1235043485801135,1.1097074491673862,1.1441169824749022,0.8559371410244568,0.9376597826298074,1.0365871908889157,1.1570205574652208,0.9075514409857308,0.6795882828234386,1.1731719710585464
213,10.675,1.0000969026724464,0.997903836907562,0.9389765079107808,1.1858872675834524,1.010516248796131,1.0004047666318174,0.9886161395892888,1.036208163814594,1.0664939974125147,1.00375905638825,1.012412151701941,1.2655151896274277,0.9459406467922188,0.8308938113715437,0.8095888418491957,0.9544626346011575,1.1589903420156915,0.8351548052760127,0.7755008906134407,1.2640803651493913
214,10.725,0.9997755520543534,0.9864066953920634,0.9594314918854232,1.1501253261262774,0.9961074544730028,0.9926639654726248,1.0383564156699487,0.9815629275063704,0.9847776532514784,0.9869208037482178,0.9901355294933258,1.1397664005383623,0.9582480478600306,0.8316073366891015,0.8189432655720082,0.9835761900942166,1.3846051088021594,0.8822636211574731,0.9244771915477826,1.1656114436344718
215,10.775,0.999750691886262,0.9718883899327312,0.987046099277055,1.1717312692127335,0.9961886809717576,0.9831625525157134,1.0138789268511654,0.9799060204017024,1.0160022335042571,0.9650428738300628,1.0138789268511657,1.1835826025338534,0.9661045271566078,0.8699123015089806,0.8280895947056638,1.1333953543698736,1.2337698506978334,0.702621474295715,0.7611732638203575,1.2083348167643884
216,10.825,0.999313859852156,0.9781465702679816,0.9487033704760768,1.1858222627840591,0.9946894699746046,1.0223453403168088,0.9982232756294402,1.0434536242617545,1.0729059443014006,1.0234681213777086,0.9824452470367728,1.1436680119291234,0.9986376480975316,0.8121700374569139,0.8121700374569139,1.0566497936301684,1.2099676068235654,0.8411761102232321,0.8038825880951086,1.220918879194522
217,10.875,0.998661955288539,0.9587958099315764,0.9934510801700668,1.1956470816831677,1.0053543834269971,1.0093124715507251,0.9765587068108784,0.9640520851654882,1.0349229411560323,1.0161630086879476,1.0067830424539048,1.2029727739214884,1.0100044449989287,0.8047189886983339,0.8580932073364885,1.133175718779286,1.2932983746937508,0.7636618974382149,0.8088246978243456,1.2387510963053072
218,10.925,0.9982000506120212,0.972156251160884,0.9760363399701472,1.1789959382120778,0.9970781923722924,1.0052237630815364,0.9759020292036732,0.9604115208036144,1.0110138482438051,0.995523339843746,1.0172100516038285,1.1024860826950589,1.1146907256769234,0.895007152003369,0.9519621525854016,0.9641667955672656,1.1757139405862431,0.7404150075664235,0.8380521514213367,1.102776669432722
219,10.975,0.9984205436034176,0.9690857514812168,0.9825426057965678,1.1578147852405023,1.0208978806083964,0.9987759353184918,0.96600694151588,1.0007995644094605,0.9752167534582984,0.9598670668876006,0.978286690772438,1.2174317065971176,0.9836203192374064,0.8344647790251769,0.7941524708597095,1.0440887814856077,1.1972755525143843,0.6853092388129476,0.9029957029064716,1.233926844938295
220,11.025,0.997116837377762,0.9902244700224078,0.9970825079063648,1.1683699237648533,0.9882561018457277,1.0060304921666934,0.9369838220737104,0.9866723580927712,1.0221641695349566,0.9978269274031722,0.9805880475598246,1.1784510552448744,1.0745875724097331,0.8309078626811324,0.7550076252246829,1.0665980737301066,1.1984248019439403,0.7629971239043091,0.7390286278654302,1.2308311868944657
221,11.075,0.9978424333145284,0.9686550052948022,0.9582718391885432,1.205989788937358,1.0283793161264765,1.0404157283334954,0.937586829675599,0.9918523053481424,0.9325622485948076,0.9476359918371808,1.0290342053459958,1.108453038429044,0.9382263218131546,0.9738551694769456,0.8550923439309769,0.9619788869223485,1.3103498418571906,0.8194634962671861,0.8432160613763797,1.2090782759919707
222,11.125,0.9972830714311748,0.986347506362893,0.9700705274073602,1.1570609157138054,0.9979177623581478,1.0435950476905762,0.949096107310283,0.9929158646257628,1.003870803954633,1.0287683933384275,1.0237888754616689,1.2632885958856708,1.0357397183658914,0.9062722535701552,0.9101955100791168,0.9886606402583508,1.0906653094913557,0.8121140973550739,0.7493419932116865,1.1955924044912387
223,11.175,0.997370981704198,0.9588133435481472,0.9617800837331733,1.1911345173322254,0.9861244370070716,1.0290871683269704,0.9169338121477918,0.9504922078561068,0.9889856617568216,0.9613493358793852,0.986024626841382,1.1314742510210056,1.0342685593525345,0.851521859015808,0.7076574353464713,1.0653743806864453,1.166468300021655,0.9292864123505856,0.8281924930153756,1.1639687250930368
224,11.225,0.9969801920337392,0.9749162078248138,0.9705056538214596,1.204837809857173,1.0119380181936084,1.0230833394897252,0.8990009606811789,0.94595639714766,0.9841076892766762,0.9801947362378034,0.9616082093031546,1.1137094368975464,0.9942457948773946,0.797708835424886,0.9094651457018031,0.9942457948773942,1.252441408275787,0.7707331743235614,0.8208308306545927,1.232779847706308
225,11.275,0.9966303353867784,0.9617350177282636,0.96082428380996,1.166133998573027,1.0126133215687565,1.0148793094212187,0.9075281349108524,0.944372225858088,1.0490870106554937,0.941463481835938,0.974429247420306,1.0847558514927689,1.0503797857764483,0.8250255771916837,0.9625298400569638,1.0045450314880218,1.2528166172170008,0.8861385829095858,0.8670407686227413,1.2501663082955614
226,11.325,0.9965743208140628,0.9920781614755724,0.9790791391596048,1.1628785798830887,0.9868465012769329,1.0163255575028445,0.8601297522618889,0.9466232469027492,0.9869868777351508,0.9466232469027492,0.9350907809506346,1.150916804110035,1.0184099352157876,0.8518298714630196,0.7003934498695941,1.0108381141361158,1.1698463568092132,0.8556157820028552,0.859401692542691,1.2276780718922125
227,11.375,0.9962271179681208,0.9894603592090128,1.0001978563246834,1.1710451086522973,1.020768407446918,1.022994728946257,0.9221252394762072,0.9526087184671564,0.9154569784469372,0.9478456748748204,0.9335565440978132,1.2308859319830152,1.0845305925094249,0.9156590469629748,0.8443577277322514,0.9719495621451248,1.088283293521569,0.8781320368415407,0.8180888206472477,1.167626114921169
228,11.425,0.9961048728940648,0.9696429327195272,0.9774483277139764,1.164679741841808,1.036404971601059,1.006612121738692,0.877244522603419,0.9745062942160688,0.9660076928130223,0.917848951529088,1.0066121217386916,1.2275757582179143,0.9634609738740604,0.8221037653519975,0.8927823696130289,0.9969403127345492,1.1680569335770468,0.7849044999514548,0.803504132651726,1.2275757582179152
229,11.475,0.9964664178346324,0.9700039475232702,0.947143085815869,1.1917428460160993,1.0306743429634413,1.0134463027387937,0.8817853701794892,0.9257810308996972,0.9782013926088816,0.9547994454172816,0.9220367193490412,1.124711765026598,1.032522276089992,0.8887066733488849,0.8813315142339571,1.0288346965325268,1.1025862876818122,0.9292700484809924,0.8665811960040998,1.220626461883499
230,11.525,0.9961995459037156,1.0121614721685808,0.9853146125898752,1.1513334297458948,1.06241481308551,1.027714865120482,0.8778628061801627,0.9734440630898415,0.9715881163537314,0.8992061936454302,0.9483887821523532,1.1405636305550442,0.9760592607634508,0.9321914288190268,0.8225218489579639,1.1588418938652203,1.1076627565967243,0.8992905548607075,0.8773566388884954,1.1694358260694857
231,11.575,0.9965102748854576,0.9801042949004088,0.9818325690934978,1.166133787163323,1.0191240656656662,0.9941297254476,0.8739749650279139,1.0110510384901863,0.8932944116232673,0.9291733838717814,1.000011354721413,1.2177105732829112,1.1162346921760014,0.8335518805210401,0.8190553260771963,0.9567725932937154,1.2140864346719495,0.7828139399675857,0.7755656627456632,1.2350176842005625
232,11.625,0.9965054982337708,0.9948228651001252,0.9932807697184682,1.1518609257811057,1.039952161305495,1.0279619365402508,0.8527919263587846,0.963153234475804,0.9549445421365216,0.9512962344301732,0.9485600036504128,1.167734852978726,0.9773042461852728,0.7868736393918189,0.9557460642841272,1.0240136403044215,1.19288606519673,0.8228039425603949,0.9018506095312626,1.2195771475505304
233,11.675,0.9965749359417588,0.9718804032654128,0.974938233585074,1.152847077200844,1.0223460560878248,1.0598584953551298,0.8319389293626621,0.973006834776331,1.0028481224599914,0.9223670738586036,0.932314169753157,1.1826905201348,1.004574477945824,0.9582643069766906,0.9226410985388952,0.9297657402264544,1.1078817824154306,0.8335830774444071,0.8620816441946428,1.233144615350778
234,11.725,0.997562474203878,1.0218871869777892,0.9920744241468894,1.156393788430246,1.0366945899449411,1.0390519045759417,0.814996200695141,0.9432079242368407,0.9763815869714064,0.982657685326595,0.9790713434093444,1.1373050958795408,0.8865328542415054,0.9289168950817366,0.9006608678549158,0.9677689325186154,1.2326691877700613,0.890064857644858,0.872404840628095,1.1500995980039308
235,11.775,0.9967029359941828,1.0175693417323042,0.9818299950835744,1.1567223625078586,1.0684229455225267,1.0411540079241146,0.8747635454646498,0.9165459505833884,0.9263248113558588,0.9361036721283298,0.9867759506765869,1.1731939025925575,0.9525634074781356,0.8790199091066622,0.8895261231597297,0.8685136950535945,1.211716687453805,0.7599494831718951,0.9385551220740456,1.1839860000212183
236,11.825,0.9972838810230856,0.9912634345630816,0.9823211984343804,1.1379481100828188,1.029277799502382,1.0473036804043496,0.8779594432275073,0.9775672917061302,0.9634635255498644,0.9361374786221008,0.9246781686201349,1.184128700203097,0.8924371728803396,0.9479974637989598,0.8542394728737878,1.0035577547175798,1.0903707092779245,0.8299318455968911,0.9063272456099946,1.1739946165278894
237,11.875,0.99735230917631,1.014460976227675,1.0101916357644316,1.1488134674970014,1.0359493748911617,1.037992163897602,0.8732039103443995,0.9509968513060132,0.9501227733176804,0.9676043330843348,0.9868340488276554,1.2637048734349894,0.9228144579852235,0.8642777199786983,0.9262577955150192,0.93314447057461,1.1638480850709163,0.8195143320913549,0.8022976444423772,1.2047113661643083
238,11.925,0.9972765308627336,1.0124850650526505,0.9911541638751172,1.1412257166504889,1.0427263148805657,1.029812511563687,0.8242921560613461,0.9257034938733096,0.9733754902806429,0.9101017495945456,0.9395717110099884,1.2189847676387568,0.9833826696917708,0.9526519612639024,0.8741179286149064,1.055087656023462,1.2189847676387573,0.8809469749322111,0.853630789662995,1.1819824860623434
239,11.975,0.9979414334692702,1.0163197919561129,1.019872228470735,1.1048476710646402,1.0661780025773782,1.0737110548800914,0.8363329875103551,0.9308824516687716,0.9721403996651714,0.9257252081692214,0.94721372275068,1.2460733788811675,1.0632256548062136,0.9582575169113324,0.8634475859095045,0.98195999966179,1.2054405513089552,0.8329729652303458,0.8668336548738553,1.1835347582130518
240,12.025,0.9975275960377452,0.9973167837667,1.0208565344432745,1.1255610143883874,1.0665437665100583,1.048614476015376,0.8575219525378635,0.961515668451998,0.9112236255099168,0.9504343708545904,0.9555488158995482,1.13163554252316,1.0241805355179932,1.014106628611259,0.8126284904765718,0.9771689699532328,1.2055108598392117,0.8797878698548007,0.859640056041332,1.161274758422225
241,12.075,0.9976339605608426,1.0222660301701068,1.0149607268630034,1.1244085882956265,1.0522962870036603,1.05229628700366,0.8216926975981855,0.9231362405115422,0.9730126491106093,0.9172187005082628,0.9358166833757118,1.012386064630263,1.0656695417160658,0.9224701970479696,0.8092428082406374,0.9024888931407936,1.098971714894693,0.889168023869342,0.8791773719157542,1.2301754808566092
242,12.125,0.9978369682451446,0.9985744909750875,1.0009370489190357,1.134013655444137,1.0316340208921608,1.037757204776848,0.8048689709349306,0.9633275495877452,0.9608123340535738,0.9272761269312844,0.8970935405212247,1.1890109797902395,0.934694742446216,0.9446031672778012,0.9247863176146308,1.0304761824848736,1.162588513572679,0.8752441934567042,0.9280891258918256,1.1477595784505783
243,12.175,0.9980164198598364,1.034441525265791,1.013509002706803,1.1322490265307623,1.0268218483470362,1.0416399540364534,0.8124077831096782,0.9296539421869192,0.9961765856349992,0.9487792021782424,0.9238332108852124,1.094095900952893,1.0056510227321502,0.933584825663397,0.9499635068153864,0.933584825663397,1.1661620980216465,0.8713458372858371,0.9270333532026008,1.165928116862331
244,12.225,0.9991902707896372,1.0286310918730508,1.0176305183645422,1.1316799521591625,1.0456655295658437,1.0444608457760212,0.9319619134033748,0.9921683024993452,0.931137168347266,0.922064972730065,0.8907246605979159,1.2021283999652008,0.968200711323324,0.8869758194337835,0.9454577415942528,0.9454577415942526,1.107907525373334,0.8512368670023855,0.9097187891628544,1.1673508850296384
245,12.275,0.99835917647106,1.0188851816629347,1.01258438340529,1.1203285516267558,1.044333568815897,1.0591502006846805,0.8761206781021165,0.9080242322066752,0.9325654276717202,0.9284752284275466,0.9374736667647297,1.0860098720440734,0.9732195292501782,0.9119904860192064,0.9506614606913992,0.9861098541409092,1.1762421462791883,0.899100161128476,0.911990486019207,1.1969258563717151
246,12.325,0.9983380564313,1.027097979411764,1.0036231962670017,1.1299835042426718,1.0515223043466522,1.0444110173470134,0.8609124616524775,0.989116202407512,0.938808405402372,1.0118358526678977,0.942865485806012,1.1635214830318783,0.9173919385443652,0.9014095005906309,0.8918200378183897,1.000500615903785,1.1635214830318787,0.8438727239571868,0.9301778889073528,1.1377212617637076
