,r ($\AA$),g_full(r),O (DOL),O (DOL),O (DMA),N (DMA),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
98,4.925000000000001,1.0504759117209406,0.6219959162174258,0.6239245857250767,0.3483332014410926,0.2717764538716217,0.2412617194878416,0.7083854742408966,0.8367161760961314,0.7083854742408964,0.7237851584635248,0.4448797664314812,0.3235489210410773,3.0332711347601022,2.891718481804632,0.2628834983458752,0.2628834983458753,1.5975227976403208,1.637966412770456,0.0680938418007369
99,4.9750000000000005,1.0507029791598868,0.6511385598883168,0.6719296314667538,0.4113907251972493,0.2938505179980351,0.2464977814970754,0.8803492196324125,0.684157107828617,0.8853797866017405,0.749554478429882,0.3368955455216675,0.4756172407364719,2.4573557438051044,2.4771731288357905,0.3963477006137265,0.356712930552354,1.4466691072401017,1.961921118037946,0.0600588097358555
100,5.025,1.049271775337456,0.6854882625293686,0.7345840434943096,0.4044703106588974,0.3186735780948889,0.3254430345763131,0.8382623617874725,0.7741599458860778,0.7297813502620353,0.8086766313714439,0.4273494393426332,0.330224566764762,2.136747196713165,2.369846890900056,0.2719496432180393,0.4467744138582074,2.000772375104146,1.7676726809172547,0.0523285027766489
101,5.075,1.0465860813305532,0.7210890734655798,0.7428852167441358,0.409757769417428,0.3328530854211952,0.2852220954413163,0.8459977407157694,0.807323558283048,0.6961352837889752,0.7154723750053356,0.3618379947303808,0.4570585196594284,2.0377192334816208,2.037719233481621,0.2856615747871427,0.4380144146736189,1.923454603566764,1.7901458686660958,0.0577152977631166
102,5.125,1.0452957027400265,0.7498336493613813,0.7747687350883624,0.40180156030916,0.3794137900866554,0.2796839780387945,0.7679458380048261,0.7442438059676404,0.7774266508197006,0.8106094956717609,0.634927161238558,0.2614405958041121,1.904781483715672,2.166222079519783,0.3548122371627235,0.4295095502496127,1.8114098423570608,2.054176109889449,0.0754595305673676
103,5.175000000000001,1.0446136083458126,0.8017936509901615,0.7799583119109085,0.4518570833920899,0.3455377696527746,0.3533428162634032,0.906603278570574,0.7810735938454176,0.9437972592298796,0.8368645648343753,0.5128260969692137,0.4578804437225121,2.051304387876857,2.106250041123559,0.2197826129868058,0.4395652259736116,2.2710870008636634,2.1795109121191603,0.0740084309037203
104,5.2250000000000005,1.043993206851895,0.7171228697482794,0.7873786347654343,0.4749922714917245,0.423978781713377,0.3146878300224318,0.8437282399152162,0.866531705858871,0.8710923990476017,0.8893351718025251,0.4491591776780432,0.5389910132136517,1.886468546247784,1.7786703436050522,0.3233946079281912,0.4671255447851647,2.012233115997636,2.299694989711584,0.1149480834302583
105,5.275,1.044553549837408,0.7884945163505952,0.8490186156866751,0.4827140882039037,0.4649181771180454,0.2684786970549183,0.8725557654284842,0.9888965341522824,0.8994036351339765,0.8591318305757389,0.4583121192149617,0.3701751732120845,1.3044268008425848,1.6040924172523674,0.546449065217839,0.4054299516132354,1.9566402012638764,2.168168871670782,0.160265344670538
106,5.325,1.042823515313423,0.8776942059861901,0.8512973877610415,0.5064353232717803,0.4223932545391788,0.3688447715844799,0.9484579840743774,0.9484579840743774,0.8913748646624935,0.8211187176940211,0.6400228540120305,0.3805541294125587,1.7297914973298116,1.5914081775434263,0.3632562144392606,0.4497457893057511,2.214133116582158,2.1795372866355622,0.1805690512008567
107,5.375,1.0443416654618063,0.8501063273696291,0.8695373291380779,0.5227670150731393,0.4392099921721046,0.3447757236863204,0.905036274676592,0.8360811299393275,0.9653720263216978,0.8877974884922758,0.5093277736275189,0.4753725887190178,1.629848875608061,1.527983320882557,0.7809692528955292,0.5602605509902708,2.359885351140838,2.190109426598332,0.2058099983229566
108,5.425000000000001,1.0440567461578043,0.854377737507933,0.913985486636393,0.5205363514713277,0.4658537448521176,0.3680640952338285,0.9476592796825012,0.9095836836238296,0.9603511450353924,0.9265061707610176,0.616645175226303,0.6499773468601573,1.4332833802557308,1.2999546937203144,0.5333147461416676,0.5333147461416675,2.4332485292713564,2.266587671102086,0.1964217256994981
109,5.4750000000000005,1.0400976791455083,0.8638142695314212,0.8404046687311117,0.5275918265263898,0.5213970105593481,0.4070629456086644,0.9221221829094234,0.9802740322820898,0.9096610723295664,0.9761203287554708,0.5399814584604737,0.5072553094628693,1.2926828854053756,1.374498257899387,0.6054337564556828,0.3927137879712536,2.487187323817938,2.35628272782752,0.1542804167029924
110,5.525,1.0359995738161587,0.9057200176158072,0.9110838417472036,0.4866560566743123,0.4988224580911696,0.4935425518352641,0.999321695864791,0.9626119192820028,0.8851135020516719,0.9748485114762656,0.8998221330730598,0.6427300950521851,1.124777666341325,1.5104157233726363,0.6105935902995758,0.7552078616863177,2.4102378564456948,2.2013505755537355,0.2218402598483689
111,5.575,1.0319035260562737,0.8556808815642742,0.8970726568378322,0.4919066780363344,0.536715990812923,0.5167777615552368,0.953434939923617,0.9454228816049308,0.9013565608521584,0.9814771440390164,0.5207837907145799,0.7101597146107909,1.4045381022302308,1.199380851342669,0.7890663495675453,0.6470344066453873,2.588137626581549,2.477668337642092,0.2338212937902195
112,5.625,1.0300998338230394,0.8915452965733878,0.9085482334068778,0.5448233423266601,0.5438452034714952,0.4525397034144037,1.0113278589347976,1.086095288194569,0.987717091800133,0.9641063246654692,0.6975908471605432,0.6665868095089634,1.3021695813663472,1.1316473742826587,0.8991170918958109,0.7440969036379127,2.790363388642176,2.728355313339016,0.3758448645926195
113,5.675000000000001,1.0267130996432337,0.917303029765106,0.8831674459179482,0.474723610389452,0.5208506008726376,0.6379052313696317,1.0245144625027407,1.0554432009933894,0.9626569855214432,0.9471926162761184,0.4416717579914619,0.8528833947421335,1.187944728390829,0.9899539403256912,0.7158128491585766,0.7919631522605526,2.9850918815974663,2.5586501842264022,0.2769384492402483
114,5.7250000000000005,1.027604785260669,0.9398878834006336,0.8970683898516303,0.4985728258432383,0.5382320278989507,0.6382080823119213,1.116864144045863,0.9877029845303544,0.968708696366309,0.8661395402804646,0.8829466073831957,0.7482598367654203,1.0475637714715882,0.8679814106478874,0.6584686563535701,0.838051017177271,2.978074150326369,2.469257461325885,0.3275545611962913
115,5.775,1.0255882034217343,0.9292941574540148,0.9166697839942624,0.434297757720592,0.6087592501382662,0.630938131355194,1.1386753258185456,1.0490746444426595,1.0192077506506978,0.9482738778947885,0.8971381354933994,0.6471160321591732,1.0295027784350483,0.853016587846183,0.867723770395255,0.6324088496101009,2.9561436923634967,3.0002652400107137,0.3367644657154877
116,5.825,1.023956593031532,0.9382263323902214,0.906515523213182,0.4515013956065744,0.6147715972501637,0.6385008547473117,1.0641680912455187,1.0017858238276784,1.0898549072411,0.9834380981165488,0.6794218430000123,0.9107143852978888,0.9251701691915072,1.0697280081276797,0.9107143852978894,0.7806123302553335,2.5297621813830253,2.746598939787285,0.19471055856709
117,5.875,1.021278679247607,0.9609524228414436,0.9711176459321498,0.4357790322602476,0.5756587216277347,0.5735688031919186,1.1002420438587124,1.0461317794066451,1.096634692895241,1.0389170774797023,0.6821172730927335,0.5826418374333765,1.179494451389519,0.8668573678886827,0.8668573678886824,0.7531711557065601,2.64320443323434,2.842155304553056,0.3732503956081406
118,5.925000000000001,1.020515807180635,0.9154854883511144,0.9334753778601976,0.4487318746551447,0.6259324774168029,0.7660925255560288,1.042737048673483,1.1030313678144672,1.0001763528092595,1.0001763528092595,0.6287375525396693,0.922148410391515,0.8942045191675296,0.9780361928394856,0.7265411718236178,0.7405131174356105,2.78041717678654,2.514950210158679,0.3575677509681385
119,5.9750000000000005,1.0185541363242636,0.944780509371398,0.921848943609956,0.4308503590788353,0.6250364364101412,0.7079856333855564,1.150912605996225,0.9730442941604446,1.0114080476936518,1.185788745571868,0.6457370085066061,0.755649690805603,1.0304313965530945,1.0991268229899671,0.7281715202308535,0.7693887760929775,2.802773398624417,2.816512483911794,0.2822120273825007
120,6.025,1.0166629422482338,0.9265872279162946,0.9285203028006812,0.4373702050082473,0.6036220373213237,0.8437723172282372,1.073580224766009,1.0152707556892608,1.049570443381466,1.0564303809199067,0.8647678836337679,0.8782798818155456,0.9863758672697668,0.9458398727244336,0.7701838963613243,0.6891119072706585,2.7294236327190817,2.6888876381737474,0.2502477214278203
121,6.075,1.0136132444257122,0.9285100889789508,0.9158341833273618,0.3991722671499483,0.6499128299185085,0.6072733876777014,1.0424859821800545,1.069475910521286,0.9817586434122844,1.0593546873933235,0.7442677209248589,0.8505916810569818,0.9170441561395584,1.0765300963377424,0.8373011860404662,0.7176867308918284,2.7245514783856426,2.4188700930057903,0.2595715047103099
122,6.125,1.0135593134731635,0.9445871941755862,0.9389757851012754,0.419080582185423,0.659969420764445,0.7832567852510957,1.0753186373786228,1.0786375220618905,0.9790709815638696,1.1184641382610985,0.83676122923589,0.8106124408222685,1.0067283539244305,0.954430777097187,0.954430777097187,0.8236868350290795,2.6671764181894035,2.876366725498376,0.2861691385062156
123,6.175000000000001,1.0116092143060469,0.9575702059106194,0.934259720436818,0.4228728966911774,0.6330918606892867,0.8261349301237246,1.0677712337962773,0.9796066365103454,0.9175648828646908,1.1461397647171052,0.7589477678822576,0.7975383323508468,1.1062628480995615,1.0419452406519123,0.9519005902252043,0.8104018538403768,2.7785206417384374,3.0229275500395025,0.2512324503159185
124,6.2250000000000005,1.0091193620407146,0.9235372200551532,0.9742412242934748,0.4408658461934632,0.6581040892453147,0.8611137188665069,1.069965926800548,1.0860314812570124,1.0956708139308915,1.066752815909255,0.721489445590324,0.898697379594965,1.1518515710301662,0.961985927453765,0.9366705083102452,0.6328854785880031,2.6707767196413768,2.594830462210816,0.3111471669221431
125,6.275,1.0064347184599862,0.9314516550678158,0.9730343182404864,0.3969264537645833,0.6484442066451113,0.9644436142004176,1.0593069205152117,0.9802541652528832,1.1478460064090217,1.0972522430411298,0.8470622503260513,0.8844326437227887,1.0214574195108264,1.1833957908966892,1.096198206304302,0.797235059130401,2.478902761983589,2.429075570787938,0.2223157076561017
126,6.325,1.0055214473606262,0.9553725290991486,0.9308158300647764,0.4633956206564497,0.6753662384525552,0.8963465001381422,1.1826794099044924,1.13288238211904,0.9648174133431388,1.0457375834944986,0.8950261244014058,0.9195473880836365,1.0544143383359026,1.0789356020181329,0.7846804378313693,0.8092017015136002,2.8935091145031757,2.7586421642509102,0.2270719060369796
127,6.375,1.001868497679864,1.006057591009391,0.9761291043203246,0.4515860451455579,0.6884212222792319,0.9956977302324062,1.0232708981465348,1.041653010089287,1.0814809192985826,1.0784172339747906,0.7482819305988996,0.9534560083437592,1.218975403072401,1.001732261930785,0.8327653743761948,0.7844891207891689,2.6914011374766877,2.522434249922097,0.2804209934123919
128,6.425000000000001,0.9996476338355392,0.9655286234942504,0.9598623757037916,0.4775725986664596,0.7414745684162145,1.1280540447332068,1.0013741787471246,1.0586817371693995,1.2125072887239283,1.0948759845939953,0.7723267442874414,0.9149101432328156,1.152549141475105,1.1406671915629902,1.0218476924418458,0.891146243408586,2.507091431456157,2.756612379610561,0.2480660155121045
129,6.4750000000000005,0.9966118797381583,0.9646223234287662,0.9763383840372128,0.4982766011295076,0.7632859341746827,1.042394649562931,1.1106997120699038,1.1760349892504864,1.0661529321740522,0.9740895870559582,0.6785509503327711,0.900834882338334,1.029525579815239,1.3571019006655425,0.9710298082348277,0.9476314996026632,2.527017332273768,2.877991961756236,0.3191004029274272
130,6.525,0.9952539945717024,0.9927479842835972,1.010877858927404,0.4863079672403392,0.7036563711340038,0.9504449434480478,0.9767649572666096,1.1142139183190964,1.0615738906819734,1.082045012540854,0.8064381338347076,1.209657200752061,1.094451753061389,1.3018215589046005,1.0598901187541874,0.7603559547584386,2.4308349462731926,2.3847527671969235,0.3413843062180745
131,6.575,0.994802216952904,0.9555229235724844,0.965262115318976,0.4918260795675845,0.7774717939015962,1.0771712553530235,1.0570102960282348,1.0915719405850166,1.036849336703445,1.0483698848890393,0.6580676766619522,0.8736415707408672,1.1005614592449886,1.2594053811978732,0.9190255484416914,0.930371542866898,2.4620807902697166,2.6209247122226023,0.3094677867201612
132,6.625,0.9921910639100818,1.0003096637985365,1.0168304946870577,0.5182770003404515,0.7199466902688455,1.1630992902459776,1.1035259119650858,1.0099106032379703,1.1574256351716066,1.1545888076344215,0.8381535905320227,0.9275566401887716,1.0728365958809885,1.2628180764015802,1.117538120709363,0.7375751596681799,2.223900860211632,2.268602385040006,0.3198667784275272
133,6.675000000000001,0.99097640260694,0.9864299000498306,1.0258030998921603,0.5105416674010368,0.7446267584406963,1.212807626897146,0.9193864268413852,1.0227824687657965,1.1261785106902071,1.1876572383209378,0.7265667810904555,0.8696784197900908,0.9357299453437689,1.111867346820243,0.803626894236413,0.7265667810904556,2.366846332340121,2.223734693640487,0.4300089112576166
134,6.7250000000000005,0.990544598392679,1.0307770469944997,1.009571899514934,0.5282982188650613,0.7712332806488658,1.2058527918323538,1.1535441090816356,1.1150008691600533,1.0516798321460257,1.1590502862132903,0.7483395283476,0.8784855332776175,1.3123055497110083,1.301460049300174,1.073704540672643,0.8242580312234434,2.4510830928486635,2.190791082988629,0.3579015135575478
135,6.775,0.9877900691917316,0.99472552347588,1.0156188362128222,0.5265976148536055,0.7369669565108712,1.3237501197025172,1.0145134114113543,1.05791505468029,1.120304916879384,1.1664191628526273,0.8655668629202375,0.8869388842269101,1.3357513316670342,1.186147182520326,1.057915054680291,0.7373347350802022,2.5112125035340225,2.2547482478539527,0.4497938157654291
136,6.825,0.9871550998833408,1.0424713155776706,0.974680550836348,0.5674126854705743,0.7919858560666571,1.307098649532002,1.0344523054578418,1.136026433642333,1.02910629871129,1.0638553425638788,0.9266411694023744,0.8634610896703943,1.1056513953096512,1.1161814085983144,1.0530013288663345,0.8002810099384138,2.1797127507533123,2.221832803907965,0.4184068545515825
137,6.875,0.9851834187243532,1.0337966945587875,1.046663479651429,0.5677017099074624,0.7824723683268944,1.2539100814306003,1.166979340491084,1.1906877243836786,1.0089234478737803,1.0800485995515674,0.7990603460096962,1.0792503374676408,1.1830244083779906,1.3179307005614456,1.0584955232855708,0.6745314609172761,1.9198203118414765,2.023594382751825,0.5101872180061903
138,6.925000000000001,0.9842199599484276,1.039895686324267,1.0437977339277345,0.582766706086227,0.7808944788087874,1.2670248725969104,1.0281595277630666,1.1086467635222972,1.2228867110515262,1.0878758639715278,0.7977913691090818,1.0330375420515032,1.4626175100333167,1.3091960928969548,1.0841780144302904,0.7773351801575669,2.2501807846666435,2.2399526901908864,0.3995218944204039
139,6.9750000000000005,0.9839675975425726,1.060618609568058,1.0788885584182784,0.6043405642615925,0.8327176827562359,1.4152775194750888,1.174705933886194,1.1004870404598337,1.143994667640803,1.1030463126469494,0.8670503955138097,0.907378320886545,1.149345873122957,1.4921332387912067,0.7460666193956038,0.8267224701410744,1.965986361920846,2.197871932814073,0.4888732177837707
140,7.025,0.9820942312476016,1.0678511499997283,1.0650073386814876,0.6321417373107032,0.8328216539172755,1.3497895208197588,1.0470329927854205,1.120199153727052,1.094969443057524,1.1025383562583824,0.7851791775031965,1.0137756469028618,1.2622500701633668,1.2622500701633672,0.9342638314594998,0.8547520160161381,2.047429247666562,2.126941063109924,0.5555685267841012
141,7.075,0.9808440309715148,1.034119521317029,1.0621571043622264,0.616437267204421,0.814909045311361,1.3457033384354629,1.1516832637626973,1.1467083900531392,1.1069094003766746,1.0919847792480004,0.7153265379349436,1.313065151825787,1.2052762214520285,1.2052762214520285,0.940703392352803,0.9407033923528024,1.881406784705606,1.9402007467276567,0.4982488312174761
142,7.125,0.9816392695911093,1.0906132176432315,1.0293324580544911,0.6413463748537215,0.841309883363246,1.3514091026668718,1.1233128294399772,1.115954885142335,1.1355760699360469,1.123312829439977,0.917884970463392,0.9372088645784103,1.1980814351311635,1.4009823233388616,1.0145044410384854,0.8599132881183356,1.9517133056168965,1.9613752526744068,0.5303225839014598
143,7.175000000000001,0.9811523253094732,1.089551163825948,1.0631983833831182,0.6095941782609647,0.8470593660450685,1.371337181123386,1.1536646126911028,1.1391531081289503,1.1996177104712509,1.1343159399415663,0.7431649306071899,0.99088657414292,1.324358017364095,1.1528584179932049,1.0289975962253397,0.9623033075811048,1.896023348600394,1.9341343706828145,0.4523739432385208
144,7.225,0.978830991187878,1.0906544012410586,1.1211246145871514,0.649209859995192,0.8756922038473962,1.3309554638695928,1.187841973130927,1.175915848902705,1.1997680973591494,1.1305965768354609,0.93023768980133,1.0335974331125892,1.390658364551483,1.606774191475024,1.2027315585310128,0.9114450091992832,1.7759083168934469,1.9356461020108464,0.5916817958940425
145,7.275,0.9797812524584796,1.05140673750631,1.1194675351422796,0.6660463356646167,0.8683747220912695,1.4303510366716934,1.1151091963526032,1.2115637892860565,1.1456923599656488,1.07276327750377,0.8340862803558027,0.9823682857523892,1.3160027978947095,1.3716085499184298,1.0565092884506824,0.8526215310303754,2.113018576901365,2.001807072853925,0.521162073814153
146,7.325,0.9790226691721736,1.0610788256657568,1.1055447419426292,0.6546773884111472,0.8640587910483687,1.40160860440511,1.2043623604077025,1.111540598526569,1.1857980080314758,1.120822774714682,0.7038983609319265,1.243249053074572,1.3803721103989728,1.307239813159292,1.0512767728204102,0.9324367898059288,1.5997690021180155,1.7094674479775362,0.6156545430891479
147,7.375,0.979565622035516,1.0897450783082454,1.084154436627895,0.6737122027765703,0.9087148545896804,1.4627897416276077,1.0667605940508067,1.156038841192398,1.1560388411923974,1.133146982950964,0.9198364857012412,1.1543046095074396,1.4609167714078544,1.4248447523607464,1.3256466999812009,1.0280525428425633,1.839672971402483,1.7494929237847148,0.5283814626747221
148,7.425000000000001,0.9794168275435629,1.1086357295341251,1.1502148728538129,0.6792649995013269,0.8583439539153127,1.44767219470962,1.1811740371811723,1.1969832499159103,1.1631063654843277,1.2105340036885432,0.7028598042673754,1.023150347984155,1.3523378512486224,1.3879256894393752,1.165501700747168,0.9875625097934012,1.7349071117992192,1.6014527185838945,0.665093118840454
149,7.475,0.9795322399211804,1.1068313612154426,1.0988775806318218,0.671869941307132,0.8208666554139896,1.4974489320314506,1.2189056039005997,1.1654252848994764,1.2077638707753655,1.2345040302759271,0.8866118541474084,1.1060702338868662,1.2465235969201185,1.3869769599533712,1.1587402450243358,0.842720178199517,1.878563730569757,1.6678836860198778,0.6030178826147059
150,7.525,0.9796662243965392,1.087627728692456,1.0991938420245442,0.6766350059510247,0.8821396604240342,1.5325862765896163,1.1763754059905964,1.189568401197968,1.253334544700262,1.117006927557427,0.8488826209187299,1.4205790799048132,1.3945928772236278,1.4465652825859994,1.1693791206533528,0.9874757018850536,1.7237514445186457,1.8190341876829943,0.6037814643373437
151,7.575,0.979426942753326,1.082692773443685,1.0826927734436846,0.6952395828043191,0.8969615408871859,1.4755326444383112,1.1695766108121337,1.1261785918580665,1.1478776013351002,1.1153290871195478,0.8548094642467945,1.119800398163301,1.5130127517168253,1.3164065749400629,1.196733249945512,0.9830308838838137,1.854936537415541,1.6412341713538443,0.6447705673175815
152,7.625,0.9807263358008356,1.1035412558175814,1.1115874917331303,0.7164934618825891,0.8910921658183162,1.4840848887373628,1.1971189795154191,1.186411296335496,1.2014020527873888,1.216392809239281,0.8773810702579538,1.0207991298193495,1.3835624569452338,1.5860350116201458,1.282326179607778,0.9786173475954094,1.645089506733662,1.7631984969606942,0.7641789404120738
153,7.675000000000001,0.980637771684118,1.10707867079829,1.0872243187394974,0.7056122834398277,0.8942309057442944,1.576838749540732,1.2323015964909472,1.109705554301454,1.116046728897462,1.0927957553787646,0.8826402619494379,1.1241173147469257,1.4904962914051834,1.2823264183039007,1.0325225705823615,0.9825618010380538,1.6570321898862086,1.7569537289748245,0.5719998309052389
154,7.725,0.9816723676950976,1.105336813289381,1.106512703516284,0.7468139536678751,0.8738760499516454,1.4292191932226743,1.2038824445101943,1.2038824445101943,1.1016463270387913,1.0912140701539548,1.060296654295257,1.1096127777508504,1.3644127489380822,1.438386934121472,0.9781031152026012,1.0602966542952568,1.4794837036678,1.7753804444013606,0.7417547548320867
155,7.775,0.9819976232656455,1.0795578746650576,1.120186396829871,0.7270001096245623,0.8688163281921701,1.4788663010051886,1.2399408261909788,1.1946273740710431,1.106060172200259,1.130776600629315,0.949335546479654,1.0791592109555042,1.5903398898291643,1.6065678478886445,1.1359570641636885,0.8844237142417284,1.647137743037348,1.6877076381860503,0.8224097316572824
156,7.825,0.9829424063584588,1.0795580642451843,1.0784120365761347,0.7455388411723564,0.8946466094068269,1.4803621410343033,1.1590747532823529,1.2221121521450768,1.1611082177617953,1.2221121521450775,0.921221029323295,1.2096032645897177,1.401858088100666,1.5300279704412982,1.217613882236007,0.8731573234455574,1.562070441026456,1.4739536469172714,0.7822613354590886
157,7.875,0.9828950263928692,1.0723049092986554,1.0964440279040415,0.7710354106645246,0.9227472325687416,1.461623631556156,1.114287246584707,1.1925885125609297,1.1363722190395389,1.2227043840902458,0.8067403161186566,1.059835317253921,1.4632054753132502,1.5106607880261118,1.3050210996037084,0.7671942221912719,1.621389851022791,1.6609359449501764,0.8655752191249098
158,7.925000000000001,0.9837124014180396,1.0871216157303087,1.0681277128860995,0.7564092332761796,0.8919222880976446,1.4491860846981497,1.2291318365428905,1.058639355990167,1.221201953726485,1.2707637213290213,0.952787435365116,1.1402210292074335,1.5541368822758854,1.2886059576659354,1.054313965363038,0.8512609053671937,1.5385174161223596,1.5385174161223596,0.8126106957525998
159,7.975,0.9851011651576714,1.0613962262983887,1.0694872578224928,0.7873432984662218,0.936247531674296,1.3645100310601417,1.16286794612586,1.119798762936013,1.119798762936013,1.2176832701856648,0.9023171850104228,1.0874078896279455,1.4653014115553886,1.5732709892489434,0.9640140865495972,1.0334231007811685,1.6503921161729105,1.6658163415577056,0.7816777078936455
160,8.025,0.9855315473194,1.086711143817454,1.088890377394628,0.7914993019474524,0.8765602469654845,1.363026785846316,1.0768878293849615,1.158089425137508,1.0962215426593778,1.1986902230137817,0.9368062886603306,1.0662835805889936,1.5689601257238064,1.3937849660556136,0.9825041563998586,0.9139573547905662,1.4394828337951424,1.439482833795142,0.8617312202311058
161,8.075000000000001,0.98735476193297,1.0324008620634983,1.0976881994142822,0.7973908653638937,0.9236444190465096,1.47986470926566,1.1991677902178517,1.107511653385913,1.0731406020739374,1.147611213249886,0.9026740748599926,1.0982534577463248,1.414189383947322,1.4593230876903218,1.2035654331466574,0.9026740748599928,1.5420682112191542,1.5646350630906547,0.7827013215431415
162,8.125,0.9878663073461234,1.0473705020877715,1.0778420390226666,0.8124541791021214,0.9024664136016072,1.3824919954121802,1.1222138298366269,1.2014289237074478,1.188226408062311,1.1655935240992197,0.9287483949500994,1.2259478813341314,1.367117637366546,1.5231473677181626,1.1813679583765266,0.9584683435885024,1.463707470441356,1.4785674447605572,0.8206345001583564
163,8.175,0.9892806932060032,1.0727477710882871,1.0475478234477142,0.8113451593442909,0.9456431594640652,1.3451387435869335,1.2463958718277817,1.2072713377345337,1.18491446110982,1.0973500276630257,0.9541192296910604,1.0495311526601658,1.4531969806063845,1.401821329776865,1.25503375597824,1.005494880520578,1.3064094068077587,1.3064094068077587,0.8130983105773806
164,8.225,0.9900897790837034,1.06562279543884,1.0763412596369597,0.8239274768644081,0.937383342640296,1.3490796292797278,1.157668604115892,1.1576686041158926,1.2128833229131528,1.216564304166303,0.9570551258191788,0.9715559610588632,1.5298381177867175,1.5733406235057714,1.247071830612869,0.9498047081993364,1.3413272596708188,1.4645843592081376,0.8618379066688018
165,8.275,0.991742078916701,1.0818193760485606,1.064398224113456,0.8076731589081917,0.8921918386596366,1.387375344966447,1.096444735274925,1.1709957040083767,1.085534837411493,1.1928154997352414,0.7664478751532341,1.2750254371708,1.3466560797084854,1.4827543005300878,1.2750254371708003,0.8810569032135307,1.303677694185874,1.1604164091105036,0.8345700780564206
166,8.325000000000001,0.9927132367918254,1.083376126246096,1.111726155717956,0.8569463019461466,0.9408993528924084,1.3815395131310988,1.29171249667264,1.1515823509974437,1.218054343176703,1.1893096979099964,0.9342009711679732,1.082823852944696,1.5286924982748658,1.4154560169211716,1.1394420936215437,1.0049737720140324,1.1748284940445723,1.2526785749752372,0.8936871535407898
167,8.375,0.9922394422477524,1.061474916134918,1.0711459097157892,0.8493921374746719,0.930139545868368,1.3224891328069688,1.200003562117464,1.036689467864791,1.2408320856806323,1.1858023365302746,0.874128468908409,1.041961134938823,1.5804242717864037,1.405598578004721,1.349654355994584,1.006995996182487,1.146856551207832,1.3356683004920495,0.92307966316728
168,8.425,0.9947345288654016,1.0686853929691793,1.0416634373035991,0.8724778677069885,0.9056154578847648,1.252460040421631,1.1998356689753442,1.1331781318100471,1.1647527546778198,1.061258157500122,0.9605276687216237,1.2853104056274958,1.388964470597455,1.492618535567414,1.2438487796395123,1.0918228176835707,1.3267720316154794,1.057271462693585,0.9703289714636796
169,8.475,0.9945421067846868,1.0626259534119304,1.0434120609046351,0.8510103668444831,0.9470991323160372,1.2411924052639527,1.1094457253756005,1.1805195921574745,1.1545169579689842,1.130247832726392,0.9628854235859244,1.1609256880113985,1.2292154343650104,1.5365192929562628,1.099464916293148,1.044833119210259,1.3248210792600668,1.065320043116342,0.9888076538344386
170,8.525,0.996928491944168,1.0772331523731402,1.0788424041693354,0.8589429155123329,0.9330411144707592,1.2780727280823034,1.1804183775451838,1.1649992695656384,1.2026904224045265,1.2112565935042732,0.9516237348992038,1.1743441834926345,1.3430717960634162,1.4038137365888963,1.0731076159501651,1.0123656754246848,1.046111197938841,1.1878423924982968,0.9113357131220996
171,8.575000000000001,0.996710569903487,1.0548459808192296,1.018899781834739,0.9049350217283888,0.9773298234666606,1.364810372770453,1.115893344486016,1.2141055053057257,1.148066293720059,1.054934072253093,0.9605703503369754,1.3741492511765063,1.5675974467304803,1.267419212250176,1.0939828989948883,1.1740304281896363,1.0539591343975143,1.0739710166962015,0.9748645519788948
172,8.625,0.9977599300143636,1.0624604844387306,1.0454812402363949,0.9052903507514728,0.954798416808194,1.3456849199950092,1.102992987906357,1.1498576368614073,1.1498576368614073,1.121404099995841,0.837375924510688,1.1143033956087107,1.622003759288421,1.3318892657571582,1.226393086291244,1.0615553058757536,1.0417747722258957,1.0747423283089934,0.8881055924426395
173,8.675,0.9990945169326648,1.0530457772982982,1.0539782263336863,0.903932378591378,0.9927628580161902,1.278927969778622,1.1912395061327403,1.1581495198512757,1.1465680246527623,1.2011665020171798,0.9515877873063734,1.2774740158359537,1.4143462318183768,1.4273816809595603,1.2579208421241788,1.0037295838711062,1.0949777278593884,1.166672698135896,0.9832453066492456
174,8.725,1.0001774523038578,1.0299495890577215,1.0493072334821358,0.9338505082422104,0.9883285091583862,1.3002948111901391,1.1318289425705368,1.1187442149107611,1.1023883053360428,1.1710831255498613,0.9535990915684488,1.0889070707774855,1.39173921472152,1.4303986373526747,1.1533394418294085,1.134009730513832,0.8827234834113347,1.0824638336722936,0.9741780019146244
175,8.775,1.0005813326483002,1.0355607811143708,1.0303966469756365,0.9176116321224852,0.9750879630000646,1.214370678202246,1.0930953108717951,1.1367544431107577,1.1027973402582314,1.1432224627017151,1.1402334536483183,1.2166736851778146,1.5733947656487963,1.395034225413306,1.121123395765944,0.8854326818833311,1.0064630484716997,0.942762855530453,0.9888479951175392
176,8.825000000000001,1.001409538613002,1.0376753025777683,0.9902215550213898,0.9219467105176098,0.9779788166309642,1.2262288640707697,1.0551643419644177,1.1366997683889406,1.173470646972549,1.0903364866965644,1.0202828761143534,1.366675210597622,1.5241262717263802,1.4926360595006287,1.2218202343591646,0.9824946214434516,1.1903300221334132,1.0076867912240532,1.0858339301353068
