,r ($\AA$),g_full(r),O (DOL),O (DOL),O (EPE),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
180,9.025,1.0119270886680172,1.0598071572214312,1.0497270891474626,0.8953608596298333,1.040349179661552,1.079101441368143,1.0507824808902495,1.1148727598665344,1.1118918166583351,1.2799989472782998,1.5442189134595992,1.5911913518918308,1.497246475027368,1.315228276102473,1.2447696184541264,1.1566962963936926,1.080366083941317,1.3919179715020358
181,9.075,1.0119247985686362,1.0808381899992952,1.0869305395201727,0.9046372488064476,1.0687173967217458,1.0775619544877186,1.0996733489026518,1.105569720746634,1.0937769770586696,1.3123894301226715,1.3298105287526183,1.3472316273825644,1.5620918438185776,1.4982144821754384,1.3936878903957572,1.1033362465633074,1.056879983550116,1.429418919218403
182,9.125,1.0125744900054472,1.0986069076343203,1.0479356840211689,0.8645001853206151,0.9783064699684696,1.054121576433985,1.1809660814820575,1.0774493015002975,1.1022350093832538,1.200405852370653,1.4129178932209596,1.2923029511167308,1.35548220650466,1.5967120907131167,1.3037900884599911,1.1659444403408732,1.1314830283110933,1.367379598753036
183,9.175,1.0129570876968124,1.0695975996127638,1.073661420279986,0.901856054266494,1.0542009293104893,1.0729486886552722,1.0743908239894864,1.1450554553659762,1.181108838721327,1.3180242933301982,1.4543716340195292,1.4884584691918608,1.437328216433363,1.5509510003411386,1.5055018867780272,1.1703146742500894,0.9657936632160936,1.3027779707956344
184,9.225,1.0138750816526376,1.0505307048016228,1.079205905162279,0.8736075187975373,1.0570697224539598,1.051363543115477,1.0656289914616848,1.1141315158387892,1.151221681538928,1.4442685734751064,1.3936910747930984,1.26443746705019,1.253198022898633,1.4217896851719918,1.3487332981868696,1.1801416359135102,1.2138599683681826,1.423051255433902
185,9.275,1.0144889512381745,1.0583227709920668,1.094908077203716,0.8838864004450412,1.0061897292978297,1.097918105741531,1.1190861926131548,1.1515439258163105,1.0866284594099989,1.2841972702118174,1.4732133186412624,1.3898238855106249,1.4454168409310488,1.5288062740616866,1.46765402309922,0.9617581287733518,1.1285369950346271,1.3890297004331902
186,9.325,1.0142347579669682,1.0758542277476189,1.0540853586830028,0.8807696327320604,1.003805121905586,1.1266630505950042,1.1127019223348429,1.122474712116956,1.133643614725085,1.3914591165960597,1.512455561517456,1.3639599245684704,1.5124555615174573,1.4629570158677945,1.5894532991947088,1.149466226753267,1.1054675195091224,1.351950073356421
187,9.375,1.0149854541183023,1.0703772425423896,1.0625926807784454,0.8767733148954381,1.0207516593179815,1.055283176886249,1.0566644375889798,1.0870521730490552,1.0842896516435934,1.2950365497723526,1.4093044806346189,1.2351819193206892,1.4365111308399203,1.501807091332644,1.4256284707577995,1.0991486682941811,0.9467914271444928,1.3613874620077298
188,9.425,1.0143378575856197,1.0395384003975423,1.0431327539676996,0.8767994647338323,0.9921837795704972,1.1302148563427006,1.0577827071454058,1.1015153255286785,1.0523161298474966,1.4159263470872063,1.4105425967180534,1.2597975863817734,1.5074501033628052,1.3674725937648302,1.4320775981946654,0.9852263175549764,1.071366323461422,1.3923037689368434
189,9.475,1.0154208172993966,1.0252935109159076,1.062636956432418,0.904394684133018,0.9641604732634462,1.168351541233685,1.083159241352062,1.1724083174185247,1.087216017536901,1.2305554427345529,1.4649469556363717,1.1772846443477762,1.3743865983788504,1.60877811128067,1.555507312893893,1.1399950854770315,1.0121451693487666,1.4063490774109166
190,9.525,1.0136571680642603,1.024361254627656,1.0263722705876612,0.9322312725222668,0.9968838154048928,1.0664649676210738,1.1119603363778068,1.0932269492426814,1.2123177674588366,1.33891005022044,1.523405529581524,1.196584966141888,1.3072822537585391,1.3389100502204394,1.3705378466823392,1.2071275649625215,1.222941463193472,1.3898480149303376
191,9.575,1.0143909010669163,1.0696615862791987,1.0631938650598356,0.8637093923463859,0.942802401084269,1.1043500035172478,1.1215640923010897,1.1017016821658874,1.1506956271660531,1.2310681675717308,1.3771271027073595,1.2988812445989866,1.34582875946401,1.4397237891940586,1.5753499432485707,1.1110911851388925,1.0015469837871709,1.3859098010664637
192,9.625,1.0149459713815367,1.062023640090282,1.0546382183928538,0.8997911573871089,0.976277000485261,1.0994582596068916,1.0955269428264138,1.141392305265319,1.1924994234115267,1.3112331322360522,1.4557785168919946,1.161525412413826,1.429966841060576,1.6571095883770568,1.5435382147188157,1.1253890662498405,1.032467033256734,1.3402580983240346
193,9.675,1.0133244786509723,1.0393801858298208,1.0388929002293374,0.8867309842162305,0.9934478954581568,1.1140623266299703,1.1516732782856962,1.0660759400347326,1.1088746091602149,1.4050068147254176,1.4714253186942554,1.3079336166171158,1.3079336166171165,1.5276255912832717,1.5684985168025558,1.1648783772996192,1.16998749298953,1.3402044595972658
194,9.725,1.013590521533308,1.024620523492789,1.059104104302266,0.9184179741169672,0.9498844572844056,1.0474401583028048,1.1000688917469408,1.0885162429421302,1.1822210610255917,1.4007100453239745,1.319802605882879,1.289462316092468,1.1529310120356184,1.55241149427603,1.486674199730139,1.2136115916164405,0.991116133153426,1.4013808340438303
195,9.775,1.0127204500927254,1.0602311783649565,1.0568896122917664,0.8501458360427873,1.025317320976067,1.0837616788012212,1.101549092052355,1.1981093354156516,1.0685153245859629,1.5415758150982584,1.4815144197048202,1.1461716287581205,1.2863148846761443,1.4364683731597403,1.481514419704821,1.2012279078687724,1.136161396192548,1.3264068875535675
196,9.825,1.0130146594392138,1.0119021421108323,1.0738022964963183,0.9018561793843776,0.9683757563934972,1.1280948746558015,1.131867767213179,1.1343830289180967,1.128094874655802,1.4763824007353066,1.4367479738699287,1.065175222007016,1.1890328059613204,1.461519490660789,1.629965804838643,1.1791241992449757,1.0800381320815329,1.4030283785648172
197,9.875,1.0118891793608171,1.0521977118023491,1.0456492486037567,0.8846747489552175,0.9822478914485974,1.100516015260532,1.168987034309547,1.0781073181172185,1.1279044228801376,1.4565653143154085,1.3339588063764003,1.078937269863265,1.226065079390074,1.48599087622077,1.4712780952680888,1.1475969143091094,1.1426926539915492,1.2848161162555434
198,9.925,1.0119275148302018,1.0592187143225482,1.0478740767265255,0.8797789838983252,0.9699113050776248,1.1843516698597172,1.143681945504493,1.1288929548298654,1.0450886743403127,1.4370716190900223,1.5390260244984364,1.1554832612953556,1.2817125251343435,1.5390260244984362,1.655545344965195,1.19917800647039,1.1651932046675857,1.240841590021643
199,9.975,1.0101808610498677,1.0424379997965867,1.0651295921404431,0.8836385795348574,0.9370305284146788,1.0907620994827123,1.0395182424600349,1.1603073340134895,1.0395182424600344,1.5188294707731604,1.3602175323696346,1.2496698177247525,1.1006707240729552,1.465958824638652,1.6245707630421784,1.1102835688246828,1.13912210307987,1.3562939222668873
200,10.025,1.009736266170865,1.0363771879614898,1.0538505935829128,0.8893356246735351,0.9663613738280998,1.1028599178813194,1.0992360627294635,1.1052758213158893,1.1052758213158898,1.5322684510774331,1.360958934807908,1.0564086836620823,1.3466831417854477,1.522751255729128,1.5988888185155834,1.24199399295407,1.1658564301676135,1.2610769407698073
201,10.075,1.009208062640165,1.031508445336384,1.0582454318306185,0.9014677082624027,1.0500808859871305,1.166092100042656,1.133800318810706,1.1493482134779418,1.0740007239367233,1.5265205673285678,1.3239267883312578,1.1590248751939136,1.2626775063088154,1.4746942517711157,1.554789466723541,1.2108511907513642,1.1825822913563906,1.3168114871229997
202,10.125,1.0089161393592057,1.0638370754292246,1.061167471726767,0.8887472442357659,0.9378933869125272,1.095393160219808,1.0622353132077489,1.1321036336974446,1.0527616426328748,1.5161461431379832,1.4741605576357006,1.114950548338394,1.25023743495686,1.47882562269151,1.5534666635844567,1.1522710687848674,1.1196156133942032,1.281845630845199
203,10.175,1.00728503013774,1.0593551046181164,1.0520856684666513,0.8766128071921309,0.9955365721387476,1.0834814990061283,1.1327306580518608,1.138593653176353,1.1514922424502356,1.5059014143998328,1.3396055526869677,1.2518382923385114,1.1409743845299345,1.5289980618599524,1.390418177099232,1.085542430625646,1.187167679450175,1.2443908019330032
204,10.225,1.007295109767952,1.0614538145506245,1.0496744257331698,0.8680605552891241,1.0206588713982092,1.1065846466922566,1.0403985765333286,1.0914895780595184,1.1065846466922566,1.564398021938303,1.418021598832966,1.2441995963953767,1.285367965393753,1.5049326000517598,1.5643980219383034,1.1893084377308747,1.1893084377308747,1.198363611864303
205,10.275,1.0058424991290464,1.066701888015498,1.0526606521465207,0.9028754385599824,1.0004006677584354,1.125738222684492,1.1038903920093082,1.09699107705925,1.1038903920093084,1.540150105012985,1.463142599762336,1.159642432009777,1.2366499372604265,1.481262012762488,1.4948515725126028,1.0509259540088602,1.1868215515100062,1.269098477888252
206,10.325,1.0051298498501378,1.075435608306246,1.0874157941159033,0.8963671478859818,1.0214819857848945,1.0715881255558366,1.0761432291713773,1.0636166942286418,1.1695228532899518,1.3996591109569037,1.3996591109569043,1.1977852007227348,1.1888130269345498,1.475922588156478,1.6598521508142767,1.063202593899956,1.1349799842054382,1.2084968775923026
207,10.375,1.0044737150529393,1.0506874703361364,1.0742055806824389,0.9012765893041018,1.0240662080771965,1.121059263027239,1.1503827447563215,1.13684883011213,1.0849688239760602,1.4795029417855374,1.3195566778087218,1.0618654747349645,1.1285097513919706,1.4795029417855374,1.5905767362138816,1.2084828833803785,1.1862681244947093,1.2492401654991885
208,10.425,1.0039175786133694,1.0599390801777246,1.0519648800100836,0.8817880802256235,0.9885748313090202,1.1080974380322577,1.0578309211860368,1.1114485391553397,1.0846397301706878,1.5401525363657045,1.438942512547386,1.1661154918197478,1.1221111336378702,1.482946870729264,1.5621547154566426,1.1441133127288092,1.1617150560015597,1.2728485116139532
209,10.475,1.002690012442139,1.049636650095432,1.0458953709465768,0.8931176608214291,1.0189901378196826,1.093118627758791,1.117459325947752,1.1628215362089975,1.106395372225497,1.464465147236657,1.351143439414772,1.1942364593537025,1.1506511871145164,1.4078042933257149,1.7129011990000185,1.1114244420992485,1.1419341326666788,1.159457191097535
210,10.525,1.002620422797154,1.085392639379516,1.0575990114743126,0.8757701045190475,1.0542637761256877,1.1693341467007368,1.052071959543306,1.1507037057504907,1.1244019067619084,1.4246807785482276,1.3556053468610407,1.1829167676430736,1.2001856255648706,1.2865299151738545,1.6060037867270924,1.0706691911513957,1.1483790517994803,1.1877185674223478
211,10.575,1.0009535158634797,1.0704626232660648,1.081067320619815,0.9009415622537764,0.9531301182547623,1.1203078383131149,1.1159655598700409,1.097510876486976,1.0671149273854574,1.5908529205080535,1.3000518490173334,1.1118864498174554,1.2230750947992002,1.3898580622718206,1.5566410297444386,1.0349096955993244,1.1161629361629075,1.2470757834726556
212,10.625,1.001439241163939,1.09293688364787,1.0998056182216274,0.8792342986468537,0.9796680316994464,1.126994618244809,1.0678489083178384,1.1151654762594148,1.0839795564797394,1.5547337854632142,1.4022258392052422,1.2412452292662717,1.1353369332537913,1.4318801620887367,1.669114745156693,1.262426888468768,1.186172915339782,1.1683198025833923
213,10.675,0.9996050065006208,1.086725266275294,1.1059380886624814,0.8979558925350112,0.9747736281345666,1.1217886671319115,1.1026127924800844,1.11965801439282,1.068522348654613,1.5318101889380755,1.3009894755364475,1.112136164571479,1.082758982865817,1.3513503584604392,1.594761292593064,1.1541035670081388,1.1205296450588105,1.1234844927813925
214,10.725,0.998780161617506,1.097831357618059,1.0702715673509626,0.8687314229140157,1.0374743493153442,1.1630689043189306,1.1176859978890632,1.122963080032071,1.0691368421733904,1.4926146885707667,1.3263066452759733,1.1807871073930287,1.180787107393029,1.367883656099672,1.4676684820765475,1.0768445803337834,1.1807871073930294,1.2348372214638377
215,10.775,0.9982552716155902,1.0937558424995686,1.0743086750413329,0.9128916496586864,1.0048640035537184,1.0676026510180503,1.08642424525735,1.1136109924918944,1.171121419334198,1.4993903020263593,1.223403625554474,1.1986884007957983,0.9515361532090354,1.2728340750718268,1.548820751543712,1.2192844214280278,1.149257951278445,1.1984362046247927
216,10.825,0.9982372589992488,1.0706353014910035,1.0743331874623414,0.9108593508273358,1.0670871275023115,1.107491397378612,1.0815912243809844,1.1085274042985176,1.0681231344222162,1.4447587410313738,1.2570217294849235,1.150909505567365,1.1141783511343637,1.338646517113815,1.5386272468045974,1.1264220692786977,1.1631532237116986,1.1983851473515152
217,10.875,0.9967992861252044,1.0542564673214163,1.0957170746881817,0.9241336867945782,1.0275288385724222,1.0778274530479957,1.1404440955584034,1.0501118899696182,1.0983574997727197,1.459810746653461,1.3384968341891843,1.160569762574912,1.2657084867106183,1.3708472108463257,1.443635558324892,1.1322631829999144,1.233358110053478,1.1656038773098252
218,10.925,0.9967916568599572,1.0876213854294172,1.0922072802379743,0.9420735469543448,1.0130594393241372,1.0913782915610435,1.133080537557318,1.036453382200096,1.1463032009219905,1.4625067054865006,1.3302800718397756,1.1419572905853494,1.149971025957878,1.3943899548200058,1.5586715299568457,1.2261015119969016,1.1659984967029358,1.1940874569117483
219,10.975,0.9961001147932712,1.1040525081551718,1.0919346277706874,0.9250139418245702,1.041141483476394,1.093551316139291,1.1540241999810954,1.0754094509867498,1.1106852998944687,1.58420630549211,1.3737728864668426,1.1553985837047729,1.2427483048095995,1.3578911189932363,1.5881767473605106,1.1434872580995683,1.2387778629411994,1.180558220442293
220,11.025,0.9957182937080592,1.074172541735274,1.0835539613137486,0.9483740218544868,1.0327182135609771,1.0486983793414182,1.0996351577665722,1.0916450748763524,1.0946413559601846,1.4911794848528623,1.353471616858534,1.109531964982869,1.2196982593783308,1.3692096589150289,1.4164237850845125,1.0347762652145192,1.078055880869879,1.1804735984365058
221,11.075,0.9946675536677214,1.0914563956690648,1.0836469972673437,0.9176900940988924,1.063005012334444,1.0669640626597123,1.066964062659712,1.1214010046321463,1.0808207387981503,1.4114614265690115,1.3100857439977565,1.2944894851406397,1.1502240907123154,1.3100857439977562,1.5401305621402204,1.1307287671409203,1.2671960321406868,1.055612091829097
222,11.125,0.9949008451631496,1.083326049143524,1.0685844121420816,0.9110497096733282,1.12605695193636,1.1084010066969394,1.0868215180709817,1.0652420294450238,1.083878860531079,1.487676867395599,1.186277398157009,1.0780827168918743,1.09740319568922,1.2403747387895756,1.4954050589145358,1.0317135677782454,1.1437723448028492,1.1593470164864226
223,11.175,0.9950211413959958,1.0701836808498468,1.0528342867063765,0.9536551395530511,1.0615637713385644,1.097532507180622,1.0586473873513702,1.0567031313599076,1.0994767631720843,1.416950199838633,1.2178112528342844,1.1910040868913916,1.1756857063525958,1.321210321471158,1.462905341455021,1.0339906863687325,1.2484480139118768,1.2199214379085055
224,11.225,0.994209905821519,1.0914413190453576,1.0957853640962842,0.9273741761524884,1.051164224419329,1.0983750832612609,1.0810323187887148,1.128243177630646,1.1080099524126754,1.2866929803116378,1.2563285441980887,1.199395226485184,1.0703463730026013,1.3398307435103485,1.45749293345035,1.1842130084284097,1.1310752452296993,1.1515634935767225
225,11.275,0.9950454590076228,1.064380799818905,1.0512845924386962,0.92133449626425,1.0886550134983444,1.1087091847996295,1.0686008421970588,1.1067992637233168,1.111574066414099,1.482214508011302,1.3956892956147031,1.2753063914107392,1.1511615214504018,1.25649656262887,1.25649656262887,1.200067076283262,1.1850192132577664,1.1743091270738055
226,11.325,0.9938686660586964,1.0838098143323809,1.0825650778762153,0.9110690404493136,1.0828495890661949,1.1084063538431068,1.0771703080046588,1.0553997306021043,1.0733841206303016,1.3983078371206048,1.3759349117266746,1.1857650458782725,1.1223750905954724,1.3647484490297097,1.346104344534769,1.1074598069995187,1.047798672615706,1.143872884553924
227,11.375,0.9937840589694836,1.078180484968368,1.0653135280609476,0.944140050371266,1.0536478486898786,1.0649067749448011,1.126830869346878,1.078042188908878,1.1118189676736472,1.2751586932659025,1.264070356802721,1.1236180949357517,1.2271092352587818,1.3232081512730236,1.4858370860663566,1.0940491977006004,1.0829608612374189,1.1014791374395336
228,11.425,0.9935094556671998,1.0829164665512845,1.0715596465567971,0.9325777025176006,1.1318704087381728,1.0714171823059784,1.0481659413705189,1.054676288832448,1.1244300116388264,1.3666093005581037,1.1504432181641946,1.0881580757795088,1.011217605774897,1.168762377689102,1.3519539729381784,1.1907453691189906,1.0954857395894717,1.1227027765979067
229,11.475,0.9929745776380005,1.0535817450467448,1.073846263240147,0.9268595066836643,1.0851496276288932,1.0768519669248493,1.0943692506333873,1.0648664570190076,1.1054327982387795,1.322038062341321,1.1477033728018051,1.1113836458144066,1.180391127090465,1.1767591543917244,1.249398608366523,1.180391127090465,1.1077516731156671,1.1753137775014102
230,11.525,0.993672122917491,1.0841229159151304,1.0719321134080082,0.9697988708237456,1.056560871850271,1.032797392033569,1.0675286317656714,1.0611307718150211,1.137905091222826,1.3790019348176838,1.234980845019492,1.1701713546103063,1.065756064506617,1.123364500425894,1.3970045710424577,1.029750792057069,1.0297507920570688,1.163925542042526
231,11.575,0.993554363196194,1.0740962017660345,1.0885650095552752,0.9488074055508486,1.062856360493378,1.076447874054674,1.1145041120263044,1.0836966812873663,1.0673868650138103,1.4063784335547496,1.1922091289525034,1.0529990809610426,1.1458057796220165,1.1743616869023163,1.4099479219647868,1.1172498723417168,1.192209128952503,1.1635075282677136
232,11.625,0.992417341302013,1.0404063269308177,1.0517132570045196,0.9726981553855264,1.1363789262819874,1.092361086449722,1.1390738960676372,1.086072823616541,1.066309711855115,1.3695346456161672,1.1961310341557223,1.125354049886153,1.1218152006726745,1.206747581796158,1.3730734948296457,1.185514486515287,1.2952188121331194,1.1130041883452368
233,11.675,0.9931258802685706,1.0591214507070028,1.0668180678843362,0.9456165840285838,1.1364634439211037,1.074118270665244,1.0384924573761811,1.063430526678525,1.0429456840373137,1.210467974253384,1.1753819460141557,1.189416357309847,1.1438045205988498,1.249062605316536,1.3543206900342213,1.0946840810639304,1.0841582725921617,1.1696536148730567
234,11.725,0.9930735890885736,1.0593977581384844,1.0696831732660426,0.9581810323747244,1.0649768939868332,1.064093828568934,1.0649768939868332,1.0658599594047329,1.1002995107028146,1.2766985178177743,1.13059133049258,1.154942528380113,1.1062401326050473,1.1792937262676446,1.2523473199302428,1.1584212709354744,1.0749314496067914,1.1421279767220964
235,11.775,0.9930813991029628,1.0699939276225487,1.0527226958930531,0.980717185435967,1.1794087622435296,1.0944773220522728,1.0874726671911383,1.0664587026077346,1.0682098663230186,1.293473198789049,1.1520534623881131,1.1692997717053002,1.2037923903396746,1.1589519861149875,1.2520820564277992,1.0796189632559263,1.2555313182912362,1.1347719565213004
236,11.825,0.9940385586208312,1.0440021128518673,1.0563977011313146,0.9355700001670436,1.119100809535183,1.0565909117178574,1.0791639303741138,0.988871855749088,1.0227313837334726,1.217574945701115,1.200474173991829,1.0431470742664042,1.0841889263686884,1.1936338653081149,1.320179575956826,1.015785839531548,1.1867935566244008,1.1125273480583608
237,11.875,0.993359861219044,1.048652566854137,1.063693388679775,0.9572920669418012,1.0838697367664731,1.080426147451886,1.0416857676627742,1.0657908928648885,1.1372453711425832,1.2955200406244274,1.112383699803173,1.1768205604625033,1.0954266312086127,1.1598634918679425,1.298911454343339,1.058121080300579,0.936030186419743,1.1237345538827972
238,11.925,0.994501268268945,1.072433589043473,1.053829985584666,0.9661635638251198,1.1260213428262098,1.0619943521423851,1.108093785434739,1.062848045351502,1.104679012598268,1.160246679664471,1.119890273415272,1.119890273415272,1.129979374977572,1.1400684765398714,1.3048571353907672,1.1333424088316717,1.012273190084075,1.117728323080496
239,11.975,0.9933317603836964,1.0639738127043066,1.016739100839856,0.9476830681463144,1.1267968358502094,1.101399461638709,1.0760020874272092,1.0412923426714928,1.0971665659367928,1.2973183978540872,1.2606333017708091,1.0905478562937951,1.1939331270739413,1.1539130222558207,1.1672530571951942,1.0271826903317705,1.0371877165363006,1.1971320130032812
240,12.025,0.9944967823268062,1.044576991377688,1.0325903008530462,0.9556046442760407,1.1720168644636644,1.0821846262848596,1.11744587865411,1.0393673912650547,1.0133412288020367,1.2468643424364887,1.2369423450165695,1.1707956955504428,1.1939470228635871,1.074883053824559,1.2667083372763266,1.180717692970362,1.0881123837177846,1.1159209751259933
241,12.075,0.9952535889152252,1.05455769507822,1.0440778129111714,0.982527472100906,1.1048803806987302,1.0740736180115755,1.1040477654909686,1.0840650005047068,1.094888998205599,1.2562397331641146,1.2923197255004204,1.043039778449578,1.0036797868099716,1.1578397540650978,1.28903972619712,1.164399752671699,1.0725597721792837,1.150878122890745
242,12.125,0.9951151855284948,1.0489808327402672,1.0280384469934567,0.9757793897591448,1.2039616470566683,1.0710138931635798,1.0933094792201838,1.0718396556101202,1.0834003298616932,1.167828284244392,1.1873463057080864,1.034455137575811,1.1840933021308035,1.2003583200172163,1.1905993092853688,1.1222862341624382,1.0377081411530944,1.1589323152779474
243,12.175,0.9957887149107052,1.0363823892117288,1.052075828003236,0.9523817060788162,1.1351256007692765,1.0409412976751444,1.0679680976934605,1.0818909946725928,1.0925379158919302,1.2324617896323014,1.2098774112882535,1.0130706857186975,1.1098608786217583,1.071144801460534,1.3066676041913132,1.035655064062745,1.125992577438935,1.105976102171907
244,12.225,0.9954736653517032,1.0555430023180776,1.054474793410136,0.931966796238024,1.12992086256527,1.0430038731371725,1.0714346640715964,1.0202592403896331,1.0828069804453668,1.2192009307203842,1.1456008745351642,1.1552008818636712,1.0656008134642727,1.171200894077849,1.100800840335465,1.1264008598781503,1.2000009160633702,1.1034130872275765
245,12.275,0.9959403536443784,1.044388268837295,1.0418151383198695,0.965659609485309,1.1908308317149765,1.1159003395975933,1.008741678827571,1.0731980161328474,1.0554725233738964,1.1362870977983142,1.1997668239322985,1.0918512895045254,1.085503316891127,1.0886773031978263,1.2378546596126887,1.1140691936514198,1.1489830430251111,1.0901671335050516
246,12.325,0.996541287928666,1.0571007697572676,1.0261729528889252,0.9464407669403828,1.1132582015362074,1.0221516437651177,1.047725414367529,1.0261475454217444,1.1148565621988582,1.1743107353323043,1.0924552953359503,1.158569304563774,1.1428278737952446,1.1648658768711868,1.1743107353323043,1.0767138645674212,1.152272732256362,1.0877007407364765
247,12.375,0.9975001608997393,1.033087685492006,1.0195355766005878,0.94883108522008,1.0836692422115088,1.097938478758551,1.0947675373036525,1.1042803616683476,1.0519598276625253,1.1585947452253564,1.086768116815159,1.0586620448285606,1.096136807477359,1.018064385292362,1.105505498139558,1.124242879463958,1.0836452199277584,1.1304568069439878
248,12.425,0.9971867103613876,1.034244435696543,1.038676278729094,0.9740962578011372,1.1174289930475363,1.063955965934776,1.0568786535227932,1.1056334723608985,1.0521604452481377,1.2081472703284075,1.208147270328408,1.1152128649185309,1.2267341514103831,1.081136916268242,1.1461910000551565,1.0160828324813276,1.025376273022315,1.0733923824840848
249,12.475,0.9982939324919574,1.0407716990587932,1.0431164395804688,0.9306456394760642,1.171675856914114,1.036722512542515,1.0562244409199135,1.1311118458891247,1.1045892232958625,1.1677518325375704,1.2015551750583957,1.0571227115603268,1.1216563654637188,1.1554597079845437,1.2199933618879355,0.9956620887951914,1.097072116357665,1.1072319335902692
250,12.525,0.997858237568464,1.0567569659461162,1.0407653211182066,0.9576004295902476,1.1329331101690203,1.092692316638427,1.046260631795434,1.0478083546235335,1.0772150883574292,1.161495631451224,1.20112671598893,1.1980781710244903,1.0639421925891783,1.0913790972691295,1.1310101818068343,1.100524732162447,1.0182140181225954,1.0891704575499956
251,12.575,0.9990569677697612,1.0410145854454056,1.0172174939244167,0.9736447010478784,1.1677016472153203,1.1001423145690696,1.106284072082365,1.103980913014879,1.0801816026508588,1.0766687034671154,1.0917904549203057,1.1915940145113584,1.08574175433903,1.0373521496888225,1.173447912767531,1.0464252005607364,1.0978391555015814,1.0662686417533924
252,12.625,0.9988444318556392,1.01861988023629,1.0450905471619418,0.953108146369838,1.1097252018206507,1.0708810115029754,1.047269836996153,1.0571712972732077,1.0640261543880911,1.0831597454596031,1.2511845259187104,1.158170808164562,1.1581708081645616,1.194176118262942,1.056155762885818,1.0531553203776196,1.0411535503448262,1.0800674526705414
253,12.675,0.9982049693506424,1.0496377540973292,1.024795096947338,0.9928835665808023,1.1032542141441233,1.1115664034287704,1.0564036927215648,1.0851185284321652,1.076806339147517,1.0389091676155844,1.0478396189131394,1.083561424103359,1.1073759608968408,1.0984455095992849,1.181796388376467,1.0180714479212885,1.1282136805911354,1.07657501662568
254,12.725,0.9991358352143738,1.0180251315601845,1.016475840408115,0.959089548211116,1.1560788908338688,1.0653619350680457,1.0811062001183132,1.038371766410446,1.0331236780603572,1.148899687722924,1.0484817201584526,1.1105045824776845,1.080969886135193,1.0219004934502105,1.0780164165009445,0.9569241614967284,1.0189470238159617,1.1069182264932391
255,12.775,0.999678614984404,1.016080856031003,1.0274001448961536,0.9737829376784995,1.0622459253190153,1.0815865374046558,1.054063358667398,1.1120851949243191,1.0704284919706315,1.1692279124500742,1.1164807885801458,1.04908168585746,0.9992649577580832,1.1545759335973165,1.1604367251384196,1.0637336647102176,1.175088703991177,1.1268866837653702
256,12.825,1.0001525823326205,1.0163544037578234,1.0375688954051558,0.9633335617416444,1.1004785558547767,1.068002998203798,1.1248352240930115,1.1115497686903386,1.021503904294441,1.0932543099034908,1.0525480324070844,1.1339605873998984,1.096161901153235,1.0380100761583684,1.052548032407085,1.099069492402979,1.0554556236568282,1.0946190976329628
257,12.875,1.000876849996016,1.001459047373803,1.0189319556052183,0.9318861516945324,1.0450767602659623,1.0721740553814776,1.0846241639480665,1.087553601257852,1.056062150177658,1.0732393053123093,1.1020898242723178,1.0847795128963125,1.0386186825602992,1.015538267392292,1.0588140458323054,1.1424805508163294,0.9866877484322842,1.087105217996148
258,12.925,1.0008013177344284,1.0136576658934684,1.031541727069501,0.9687454572090056,1.1104038209083371,1.0457271585648544,1.0529941992776053,1.1140373412647122,1.1162174534785374,1.064951784450404,1.0391868219233782,1.127932803960912,1.087853973363316,1.0506379163798347,1.0449123691516062,1.1078933886621145,1.059226237222176,1.0787106249835443
259,12.975,1.001517820007252,1.0043701743661102,1.008298787133391,0.9437602838701284,1.134312428379056,1.090324470253739,1.0254242041672077,1.062201021616242,1.0283086604377194,1.0539191358092386,1.0851674120731247,1.0880081644607509,1.161867726539026,1.0255116119329792,1.0908489168483768,1.0965304216236285,1.0596006405844909,1.0857181701890948
260,13.025,1.0014866457729092,1.0113269040887514,1.0206026659367016,0.9567112424653212,1.140647776461201,1.0361718822558457,1.0748136513454978,1.0740980630290224,1.0783915929278731,1.062757072437614,1.1642405064104366,1.116317773701048,1.059938088160591,1.0712140252686828,0.9922824655120428,1.1275937108091396,1.0261102768363168,0.993864548524658
261,13.075,1.0018445222029648,1.0156133518664012,1.0193486958638072,0.9636814910417464,1.1021152988217373,1.11773806723287,1.0992747954742583,1.089333033758083,1.0247115826029425,0.951138242110293,0.9903027579618926,1.0882140475908937,1.127378563442494,1.0770241859190075,1.1721380101300372,1.1357709596964085,1.104998840098722,1.1087383091778478
262,13.125,1.001798268465208,1.0008733888018642,1.0137152828116234,0.948813815697643,1.1268563407574006,1.045108163441666,1.0429939864421218,1.0408798094425775,1.0866869777660488,1.0466243913908353,1.138238728037778,1.1160291918809435,1.1271339599593606,1.163224456214217,1.0216386632143957,1.0771625036064827,1.1077006158221303,1.0657177936481137
263,13.175,1.002002898851848,1.0215394076564548,0.9999918240094248,0.949788286980824,1.0574729343443776,1.010614014634673,1.0504790657309884,1.091043503688643,1.049080292008311,0.9643061269975384,1.0331851360687916,1.071757381148693,1.1185951073171447,1.0827780226000936,1.0745125415115433,1.135126069494246,1.0469609378830425,1.0919712617700106
264,13.225,1.002201507545217,0.9932271284900852,1.0125257519660646,0.9630971737247378,1.056433129514791,1.0883621202885616,1.0474097190787246,1.0494920445639706,1.0578213465049544,1.030856283150558,1.10468418671837,1.0199188159553267,1.000778248363672,1.0554655843398284,1.0226531827541343,0.9843720475708246,1.0472624839434057,1.1187187428387808
