,r ($\AA$),g_full(r),O (DOL),O (DOL),O (EPE),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
96,4.825,1.0693294143204717,0.5838539655059132,0.6142222086782004,0.1741233127140181,0.9751295631430976,1.7364606659179225,1.7781774386727076,1.8407525978048849,1.7886066318614038,0.6778975572652552,0.657355207045096,3.615453638748024,3.738707740068981,0.5546434559442998,0.739524607925733,2.7732172797214942,2.4650820264191062,0.4288739648004677
97,4.875,1.0718009738708585,0.6256782308079107,0.60360675947573,0.1540097158249848,0.7917678980233191,1.7827548155492785,1.5784276160593906,1.5426703561486597,1.7061321157405709,0.9055409977392794,0.8854178644561845,3.420932658126167,3.4611789246923577,0.6841865316252331,1.1470185971364208,2.857484926199504,3.239824458578312,0.4811071559417533
98,4.925000000000001,1.073872441611044,0.6807362260503098,0.6694533051765477,0.2011980204355303,0.7057033048042998,1.691685936339386,1.7867807079087603,1.8218156237501084,1.77677073195409,0.8280980107955044,0.9266811073187792,3.332108662486673,3.5489914748378766,0.6112151984443005,1.0844140617560178,3.2729588045727085,2.839193179870301,0.5842557393950791
99,4.9750000000000005,1.0761457577843323,0.681864986660711,0.717801114336073,0.2401072864667761,0.6425407980329194,1.8148098875738945,1.672568031520806,1.8344294539260444,1.687282706284917,0.6762805068354807,0.8695035087884747,3.2075018324197044,3.516658635544496,0.8501812085931753,1.082048810936768,3.1688572320291053,2.782411228123118,0.5660645291908644
100,5.025,1.0756747532563562,0.765908048238115,0.7388122446447858,0.255615008994163,0.6057787966434843,1.6586800384285898,1.7307965618385277,1.7932975487938094,1.673103343110576,0.8144067997203172,0.8522861857538206,2.7462554874289795,3.3712653569817803,0.7197083346365596,1.155321274021845,3.4849035150822907,2.9924714966467483,0.6250098695528009
101,5.075,1.0738535931374884,0.8084472120600401,0.8598053043924418,0.2337943668322864,0.6316091758353977,1.7298549815790385,1.6780064671447898,1.706287475018017,1.7911304986376972,0.9841219406390534,0.7984385556128168,2.5995673903673118,2.710977421383053,0.7055968630996985,1.299783695183656,3.3423009304722577,3.5094159769958706,0.8003332840314513
102,5.125,1.0729468266207185,0.8240081828978529,0.8743690623584179,0.2517307766173945,0.6424552086939997,1.811816128115453,1.867279887139396,1.8349260277087636,1.788706228522144,1.128883580133777,0.8193509855809671,2.4216373573837497,2.294182759626709,0.7647275865422363,1.0196367820563148,3.131741544887252,3.040702546489367,0.9625980626519256
103,5.175000000000001,1.0723275710536653,0.8481872658750068,0.9009860715820852,0.2895078589498754,0.5847697007269856,1.8495041697411625,1.5865844593367815,1.7815076929124436,1.9310999419356267,1.0178866531329491,0.9643136713891096,2.589360784285569,2.6072184448668487,0.7500217444137519,1.2678939012708663,3.517959134512118,3.428670831605719,0.950100431334622
104,5.2250000000000005,1.0696941399954314,0.9080507817921382,0.9013677953576058,0.3099422449282366,0.675906966471052,1.8009363251366843,1.8898714523039264,1.9343390158875489,1.8631909141537548,1.0335339778375132,0.9984989277413262,2.364865881492615,1.9619628053864653,0.7707711021161114,1.1386391281260737,3.9939957109653017,3.801302935436273,0.973295141702742
105,5.275,1.06807898544305,0.9171458457853654,0.9843540310886728,0.346526237343306,0.5715343728063174,1.893480288533906,1.7800459855341788,1.740780265265042,1.9327460088030428,1.1687170612093094,0.9280988427250398,2.251499044388521,1.9593197790861945,0.8077897334829052,1.220278108027367,3.437403121203852,3.746769402112199,1.16906781662984
106,5.325,1.0662005218679418,0.9659554310424626,0.989279916887784,0.3914036861122591,0.7106977023935804,1.836682616426784,1.926590157091032,1.746775075762536,1.9051835997900208,1.2480671590044254,0.7926913036919999,1.8552349660876597,2.0744900075343846,0.9107517106248508,1.028812117557702,3.643006842499407,4.064651152973871,1.1131409796525955
107,5.375,1.0607643905201407,1.0372699407842378,0.9804332317001708,0.403227237292456,0.7059410738544226,2.058994798742065,1.970752164510263,1.8909135906814905,1.7648526846360553,1.1090813047027446,0.9932071385397716,2.2181626094054887,2.2016091570964926,1.0097605908487677,1.3408296370286912,3.9066147449230977,4.436325218810976,1.4158269107551642
108,5.425000000000001,1.059303659100677,1.0050644526732908,0.9740678619971676,0.426585748040699,0.6393642915232614,2.021216147396116,1.8232194635695584,1.823219463569559,1.769595361699866,1.4787252333763787,1.1212312209117592,2.193713258305618,1.8037197901623965,0.8774853033222465,1.251229043626166,3.964933592789415,4.403676244450537,1.5047579606291352
109,5.4750000000000005,1.0535562447044549,0.951032248989323,1.035483912699575,0.3873191487454969,0.7289881657483698,1.8913192966916037,1.8629697569125008,1.717172123762826,1.895369230945761,1.4677943539310605,1.2284800570944736,2.329325822542772,1.5316114997541508,0.941302900890571,1.308251489373336,3.956663041031557,3.860937322296922,1.4935165708699578
110,5.525,1.0522016746356655,0.9764827038106996,0.9824596446144372,0.4435158367980771,0.6880148512118283,1.932804726525715,1.634532392185326,1.8532654373682784,1.7061177524270192,1.269013204284559,1.1280117371418303,1.5510161385700176,1.801685413490425,1.1593453965068812,1.0496775887292031,4.089042547139139,4.089042547139138,1.7831410028458037
111,5.575,1.0511304941865312,0.9927997025266024,1.009676563692982,0.4254659810817844,0.7694719804834643,1.8318901464301771,2.085776840498325,1.7889247058955675,1.9607864680340052,1.123256282846958,1.015546776272592,1.569481381512189,1.861835756499754,0.9078372696982266,1.215578717053558,4.123735394561438,4.385315624813466,1.8549272750285104
112,5.625,1.0485001362964184,0.9370266340838772,0.955767166765555,0.4676900709295077,0.8210792910545155,1.9222463776556675,1.9260831967727443,1.7764472512067335,1.7610999747384248,1.4510152297310042,1.2242941000855347,1.6928511013528376,1.4510152297310033,1.1336056482273469,1.4207857457782749,4.217013011405732,4.065865591642085,1.8933527806311448
113,5.675000000000001,1.0466739809769203,0.9283775864253526,0.9779477092703376,0.4924801417355862,0.8896039452813318,1.711356742193748,1.7339737916500522,1.8357505142034247,1.937527236756797,1.3661611691788298,1.4849577925856845,1.7670997731769635,1.6780023056218232,1.187966234068547,1.2770637016236883,4.737015358348329,4.796413670051757,2.0951542242941072
114,5.7250000000000005,1.0450124053465624,0.96789864911642,0.9386738157139116,0.4779115732327122,0.7259748359064228,1.8519766222102607,1.800121276788372,1.7778975573218498,1.903831967632148,1.6196377368784267,1.1381238151037585,1.6196377368784272,1.3569937795467897,1.3132197866581838,1.4153591033982642,4.669225908117984,4.275259972120532,2.156985833255907
115,5.775,1.0396906060520728,0.9601009822616424,0.949159660526467,0.475572325470508,0.8190210548878906,1.7254043556304888,1.8382472565261545,1.871008098721669,1.841887350103433,1.720771509259406,1.4052967325618482,1.5917136460649506,1.2475593442130697,1.204540056481584,1.261899106790231,4.3736275860343214,4.029473284182441,2.08116778709154
116,5.825,1.0362990629519566,0.9309186771977696,0.943017259284095,0.4628034500818748,0.7942874249698988,1.8604930674970608,1.846181582362468,1.7782020279731514,1.8640709387807084,1.4799376673272069,1.451748378425736,1.508126956228677,1.3671805117213245,1.3389912228198528,1.1839501338617648,4.101541535163972,4.341150490826474,2.335108645940186
117,5.875,1.031166438941867,0.9032472491526282,0.9547858632227852,0.4994292400475856,0.8722732536749618,1.79378773941222,1.762132661657886,1.6003400420246274,1.7867532776890345,1.5795564051152164,1.3717200360211084,1.6488351948132531,1.7596812583301094,1.2608739725042508,1.3162970042626796,4.142871623942543,4.6001116359495775,2.1555600566046
118,5.925000000000001,1.0272659212337645,0.9335422496318944,0.8854683968324794,0.5280315087490434,0.8610716661290749,1.760182642810037,1.5907348048970866,1.8328031447727309,1.808596310785165,1.2533062099189154,1.403158039365742,1.6075014431568684,1.525764081640418,1.389535145779667,1.2260604227467653,4.2775885860276,3.977884927133949,2.068872706546499
119,5.9750000000000005,1.023458861810701,0.9039295470260512,0.9109565611725444,0.4729303186671655,0.96233730237235,1.6866406430271577,1.781854227714176,1.877067812401194,1.7988566535511423,1.4333560205588805,1.3663767672617373,1.9022107936388903,1.513731124515454,1.4065643192400232,1.2458141113268777,4.018755197828638,4.206297107060642,1.8674909358073093
120,6.025,1.0190667732625316,0.9247997662826354,0.9524432375573882,0.4683660097914113,0.8828899440982546,1.655418645184228,1.7122714067360092,1.6520743650929473,1.732337087283697,1.2252226152603205,1.3964902926623004,1.5677579700642816,1.607281280233969,1.515060223171364,1.1330015581977158,4.018203200584924,4.070900947477841,1.894295794561462
121,6.075,1.0155327942519443,1.0140749649801717,0.897280224955033,0.5332037637216216,1.0197316902805351,1.7105176740189625,1.7467017017385942,1.694070388691856,1.8256486713087,1.503182198380299,1.4643067966980496,2.073354756386621,1.9178531496576252,1.5161406656077163,1.2310543866045558,4.250377250592571,3.82274783208783,1.7279719359987469
122,6.125,1.011218913867613,0.9130863094186756,0.9209891869302892,0.5087979571163571,0.8348805558658844,1.611513631089963,1.640637371410866,1.7700762172815456,1.7021208231994387,1.5169840497116798,1.5807228753298177,1.9249125336677624,1.5042362845880524,1.5297318148353078,1.1727943913737355,3.9135638929536585,4.041041544189935,1.8071908251281383
123,6.175000000000001,1.0065420081832022,0.8929764534457005,0.9509930080232176,0.5418776326712074,0.9360310860972788,1.595073381410669,1.5727869269797825,1.470905992438582,1.6078084982283192,1.35455333424096,1.2542160502231112,1.9189505568413605,1.6555651862945062,1.3796376552454226,1.3420111737387292,3.913154076696106,3.913154076696108,1.4739598214713845
124,6.2250000000000005,1.0036230277825102,0.9699127250561465,0.9858032854787904,0.5555517219378027,1.0150401057663772,1.6165453536279333,1.472434721327768,1.5131616391517295,1.5820841154691987,1.3699054177150036,1.6167352227086988,1.7278086349558623,1.8265405569533395,1.5180033007112208,1.0243436907238312,3.776496016403527,3.727130055404786,1.4005072761912638
125,6.275,1.00139522450699,0.957992796274623,0.9342456955205356,0.5467336272635446,1.0975883236342938,1.4243983301096732,1.5939695598846335,1.5508059741237352,1.5847202200787271,1.7246748769398237,1.5910733019656111,1.858276451914035,1.8218396587392487,1.5424909110658984,1.3481613474670455,3.9230280651518497,3.777280892452709,1.325109498723814
126,6.325,0.9978426290222152,0.991363116351845,0.9582986765885292,0.5292698712754151,1.037819969780569,1.5203152188890787,1.496038728367895,1.4323129407497914,1.465693115216417,1.434519894433533,1.5062458891552102,1.8051042004955284,2.092008179382236,1.3986568970726947,1.3747482321654694,3.072263440578483,3.9210210447849896,1.1875043513869428
127,6.375,0.9942051215399852,0.9949531409435372,0.9455702439311114,0.5481154511066347,0.9349770945195308,1.3531777118765094,1.3472034173428384,1.4995479279514516,1.4577278662157538,1.412105980685899,1.5062463793982928,1.5886192282716365,1.529781479076391,1.6003867781106855,1.0590794855144243,3.2125411060604243,3.69501064946144,1.1412121803094228
128,6.425000000000001,0.9905716438651876,0.9624012782601123,1.0043889344873045,0.591100670288571,1.1057542762212114,1.3557253227073884,1.4233645470507077,1.3674886660714445,1.335139471820292,1.3902133066610955,1.471309082882993,1.6566708571044728,1.5176495264383627,1.5987453026602598,1.1932664215507731,2.873107500432931,3.232245937987048,0.8738483641869738
129,6.4750000000000005,0.9885508791333936,1.0215752924223442,0.9894810739703108,0.5885780412883875,1.1842975827955742,1.4651701146566267,1.3985714730813252,1.3348684246179938,1.4535877422087478,1.3802327167055184,1.6996254114803488,1.973390578430204,1.927763050605228,1.5969634738741534,1.220536369318103,2.965789308623426,3.182520065792062,0.921862296871959
130,6.525,0.9872899760721464,1.02686996663104,0.9899090758133344,0.5823654617401058,1.0892296234465555,1.1377031930763757,1.334448858044471,1.4228418379576735,1.3373002444932838,1.4377900154014482,1.7073756432892186,1.8421684572331047,1.6512119708126014,1.5950482983359813,1.067109777055762,3.0328383137374297,3.0665365172234025,1.0250443325681715
131,6.575,0.9838527206861064,1.0308309475024957,1.060373697277388,0.5762730646773587,1.14573925830275,1.356353092549579,1.333887616896584,1.3928594904856968,1.238409345371355,1.4713184622738067,1.3828181036407958,1.9138202554388617,1.770007172660219,1.770007172660219,1.2832552001786586,2.754573662452465,3.296638359079657,0.8679582366444156
132,6.625,0.98257175878978,1.0496246927393011,1.0553404707690692,0.5801611885286916,1.2059572174248283,1.3027657096492986,1.2474465712353158,1.3331912357769895,1.156169992852243,1.3947128230434478,1.7215986409442563,2.004899683124956,1.645325283434067,1.5145709562737444,1.056930811212613,3.1381038518477564,2.9528685550373,0.8292225952055199
133,6.675000000000001,0.978817870244885,1.041636858515102,1.0503384932053998,0.6280341333787545,1.1334646975409557,1.1988568916298572,1.231552988674307,1.13618937229466,1.1334646975409552,1.1592252588487046,1.6744364850036846,1.8247064259655543,1.6744364850036846,1.7495714554846202,1.266560930964325,2.5116547275055265,3.005398819237381,0.8566043792002748
134,6.7250000000000005,0.978512878976985,1.0988215004090225,1.0665477160922825,0.5891424396759599,1.2562570545291225,1.1649905163795704,1.317996183277348,1.1435160368149702,1.3179961832773488,1.480437606347451,1.6390559213132492,1.5967577039890364,1.8611215622653667,1.723652355961675,1.0680299874363752,2.918576995370689,2.7599586804048903,0.8973264675208008
135,6.775,0.9752125280883308,1.1298645595914398,1.1149586946891774,0.6310669879551726,1.2430726925157958,1.1769518046160194,1.219269172871877,1.1584379560040825,1.2166243373558854,1.3544763703105704,1.7087240363917977,1.7295621343965752,1.948362163446744,1.5420192523535723,1.2502858802866808,2.3442860255375275,2.490152711570973,0.8525546321444644
136,6.825,0.9743326074625526,1.1349132701049354,1.0742017750691233,0.6142502970114312,1.2718380290082842,1.1519516574214377,1.2066823922763026,1.1623765592985549,1.1754076866449512,1.6221779133029148,1.4887075786640662,1.848050787307118,1.5913770668477962,1.5913770668477958,1.170432165294508,2.6283388975034585,2.5872711022299657,0.8643094668528191
137,6.875,0.9740888835210229,1.1068852254678403,1.0938573697190903,0.7044355450911611,1.1558046382224034,1.114709362196718,1.1712153667320353,1.0941617241838748,1.0222449911389262,1.4974869521480838,1.53795957247641,1.790913449528451,1.568314037722655,1.4974869521480831,1.264769385260205,2.681311096751636,2.559893235766657,0.7836407864591802
138,6.925000000000001,0.9744072936049172,1.1494542873912534,1.1309070316162186,0.7025068132779175,1.1619581375370276,1.0910761596480578,0.9872846920249254,1.02778867939005,1.0429776746519717,1.3462973073067157,1.6155567687680583,1.6554470593549244,1.7053099225885069,1.5158310423008952,1.2764892987797007,2.263773990804626,2.174020836984178,1.024223915195925
139,6.9750000000000005,0.9716203156888652,1.1813178149268453,1.151316092642989,0.7046055983320347,1.2676304621127117,1.0280782488000733,1.082975631017553,1.0056202288020135,1.068003617685513,1.6317982207344457,1.553157342626762,1.680948769551749,1.7989100867132757,1.5138369035729198,1.2877443790133287,2.2117746967786176,2.8409017216400905,0.95000989356872
140,7.025,0.9719626406875768,1.1705694769750512,1.1807362864868756,0.7049786951994218,1.220130895930945,1.0823741818742254,1.0085759422009823,1.102053712453757,1.114353419065964,1.3663855891015526,1.5214364360917996,1.6667966051451557,1.5892711816500331,1.821847452135403,1.2888601656064298,2.286999993106144,2.219165247547911,0.8941133663812592
141,7.075,0.9697976626310412,1.1741300921993598,1.1805087578147229,0.7532324667592517,1.2369003675681278,1.069555023720675,1.0525779598520937,1.035600895983511,0.9943708837312398,1.2802616995268437,1.318478466676899,1.7579712889025327,1.7579712889025323,1.5477790695772289,1.2993700831018715,2.398102138665954,2.1401389604030827,0.9040410249552552
142,7.125,0.9712987422708738,1.2048798741693747,1.171186365383878,0.6752504052302654,1.193296218636145,1.0832929600043564,0.9876379524984528,1.0737274592537658,1.0426395818143472,1.3094590800239985,1.5826555787340415,1.6957024057864731,1.676861267944401,1.667440699023366,1.365982493550214,2.1384691450751623,2.30803938565381,0.8945695344812299
143,7.175000000000001,0.9697281456508888,1.19346179051098,1.1996638933569903,0.7224444487211352,1.2993473617369429,1.0069352512916054,0.9055342775081416,0.9715628185764436,0.9574138454903788,1.607123256088864,1.792917852168502,1.848656230992393,1.7743383925605385,1.5885437964809006,1.2819827129494992,2.1087686655038858,2.257404342367596,0.9165550762724576
144,7.225,0.9699006038483776,1.2320495330543733,1.2303019450642252,0.710971962904644,1.3163101601485891,1.083746527613502,0.9674647113459592,1.030256892130432,1.007000528876924,1.3650780491529164,1.6124411855765983,1.6307643808672414,1.777349943192387,1.4841788185420963,1.3559164515075943,1.7040571620298144,1.896450712581568,0.8668928057659888
145,7.275,0.9707408763303732,1.1806994318187674,1.2716219063128398,0.7324647748478328,1.2042338674333477,1.0276129002097902,1.0344942365951235,0.967974651536901,1.00696889105379,1.4728840202546962,1.4909562168222386,1.7981835584704562,1.7439669687678296,1.3463786442819008,1.4638479219709253,2.114446998402446,2.277096767510326,1.0101989060918024
146,7.325,0.9695581067491744,1.1888635673216108,1.2016150535638863,0.7562405122630832,1.2760902724424985,0.9932688468125128,0.9570677043318744,1.009106846647792,1.04078284631835,1.515237213678229,1.3458871721494865,1.6667609350460522,1.55980301408053,1.5419766939196091,1.5152372136782284,2.3709005814024056,2.121332099149521,1.017464508368448
147,7.375,0.969838880520304,1.2239533870215242,1.2063425469204951,0.7952253166817159,1.276702046181273,1.0691263638476045,0.96868651755712,1.0222544355787118,1.0668943672633722,1.468383207384799,1.565103059368229,1.8552626153185183,1.820091760051816,1.6178593422682808,1.2925289310512895,1.951982467301948,1.9343970396685968,0.8704786678508686
148,7.425000000000001,0.9708495183788564,1.161606524210384,1.1847724662886538,0.7731292735736637,1.2903938879180408,0.9402699490460804,1.045967741913087,0.9777045840198124,0.986512733425396,1.2491557338828043,1.3879508154253386,1.604818130335547,1.8303601378421648,1.4226495858109711,1.4746977413894222,1.943131141595473,1.80433606005294,0.958110945546166
149,7.475,0.9714204657180816,1.2020368510969033,1.2142817086632554,0.8170566970625274,1.2905703110086972,0.927733203368206,0.979877458358456,1.0255036814749257,0.99725887668854,1.3865631440589317,1.3180908900313302,1.677570223676239,1.9685773032935476,1.4550353980865331,1.3523270170451305,1.8145147317314416,1.9856953668004471,0.9885681675234976
150,7.525,0.9733020959616668,1.248945984830866,1.2042400821168304,0.7256114219844534,1.2005842979725088,1.044079559129664,1.0247844543408198,1.106252674560383,0.962611338910101,1.3597526708097738,1.5371117148284408,1.849601459051805,1.7060250900843128,1.401981014623742,1.1992849643166947,1.9171668091541527,1.815818784000629,0.9868505408443862
151,7.575,0.972302821436372,1.1542137857467958,1.1852153956945408,0.8024855642333866,1.1805559821284295,0.9647554262554908,0.9605240428070018,1.0134163359131143,1.0282261779828257,1.1835051281682856,1.533555940725104,1.825264951189118,1.966952184843068,1.4585450523200711,1.1418324123877133,1.975286727999183,1.6585740880668245,1.024383390973485
152,7.625,0.9742911863574264,1.159523817396671,1.1775678280868762,0.823810919381224,1.348871268706332,0.9584085330281832,0.9166478126347984,0.9772008572052064,0.977200857205206,1.332546623461642,1.5464121309307937,1.661570481106491,1.7602776383999472,1.554637727371916,1.2749674483737936,1.8096312170466744,1.6862472704298548,1.196572478210455
153,7.675000000000001,0.97606940377293,1.1707926269878912,1.1831819669560169,0.7964090183500734,1.2097594837530254,0.9294744926279628,0.999545740409229,0.9706928736757664,0.9954239023044488,1.071677907242884,1.234053347734229,1.680585809085431,1.721179669208267,1.477616508471248,1.3071222959553348,1.86731756565048,1.6562294930117296,0.9759923798104848
154,7.725,0.9767291614785656,1.1606540624567223,1.1851130219553163,0.8144917381035097,1.2673856710571998,0.9581679792422813,0.968339613841456,1.0232664406770011,0.9622366330819508,1.2662143919215354,1.474578785528878,1.4906068158063654,1.899321587882305,1.4024526492801828,1.0498359831754516,1.5386909066388292,1.602803027748781,1.0497542075107693
155,7.775,0.9777323537140812,1.1831239834581446,1.150301347437462,0.7461060191118027,1.2431043761438612,0.8896530511013416,0.9940818516820862,0.9237932359065856,0.9840406208570148,1.0442880058074429,1.4556741899134062,1.6376334636525818,1.9936407383596644,1.3844727349719894,1.0996669152063228,1.5980770997962377,1.724657464136535,1.0549440058667037
156,7.825,0.9796347559281716,1.1956150098795295,1.1457046013674248,0.8195175015861502,1.1757196093796418,0.9893492159872536,1.0329678186961104,1.0329678186961102,1.050811792531552,1.1247110781126737,1.359025886052813,1.5074252644149015,1.7261190851590316,1.4761832900228826,1.109090090916663,1.6792561235710035,1.4058888476408402,1.17826874849899
157,7.875,0.9815289834244696,1.1532672688968844,1.144073492837438,0.7888360738342824,1.2117340269266157,0.9983592144306525,0.9083111284231818,1.1099405383964311,0.908311128423182,1.1721674436809075,1.4574976766821806,1.665711630493921,1.7196930259265943,1.3880930254116008,1.1181860482482338,1.557748839628574,1.6348651188181078,1.1711444726304363
158,7.925000000000001,0.9830874508040756,1.163453475552721,1.160185347812405,0.8196453506121456,1.142369861720319,1.0205943942272904,0.9916002353003784,1.0244602820842124,1.024460282084212,1.020360097993536,1.393476850244904,1.6219156781539044,1.9569592924204384,1.4848523814085042,1.0432039807844364,1.5990717953630045,1.3858622226479371,1.256413553499506
159,7.975,0.9846603760656192,1.1302640101833137,1.1632539495668373,0.8112563398027965,1.2349822425207786,1.025016173467787,1.0288337383596589,0.9906580894409336,0.9753878298734432,0.9925668718868684,1.3309419418483024,1.7520309178003075,1.7445114718011632,1.5038891998285897,1.0903196698757278,1.5715642138208772,1.2933447118525874,1.1900674229255823
160,8.025,0.9864485394661464,1.1877582823124608,1.2019235569971656,0.8402904527740782,1.19136497917449,1.0612950684734777,0.9877772928598616,0.9180296595854064,1.0631801396430578,1.0025151220038484,1.3812430569830807,1.6560064607915428,1.722840802258466,1.373817019042311,1.0322192737669256,1.48520758815385,1.3886690949238492,1.2127932371633867
161,8.075000000000001,0.9869273208951984,1.1517594318146844,1.130074316487472,0.8323309320677467,1.1729333595597424,1.05377822462034,0.9160050998466556,1.0872906063220462,1.1189411890403258,0.9241293135925244,1.4302001281789067,1.5915560400760145,1.840924267553362,1.3421878125986664,1.158828821806499,1.5695529611809544,1.2908472951768593,1.158304938975663
162,8.125,0.988688363982568,1.1521372673696697,1.1293363499344673,0.8143682016854862,1.136474259518493,1.0629160550189132,1.0187811323191658,1.0610770999064238,1.0206200874316558,1.18083208586824,1.2170539289930329,1.745892838615004,1.5647836229910406,1.4054075132419532,1.07941092511882,1.238787034867907,1.3112307211174925,1.2855797424148323
163,8.175,0.9921051159789752,1.141840798244418,1.0872399232536514,0.8862940658959534,1.1698447470137197,1.0154397726407909,0.9464116664505404,1.0881009370515808,0.9573108411121588,0.9660632086434588,1.459828848616782,1.724601728022767,1.9392824410546468,1.4025806584749476,1.0662475413916692,1.4598288486167812,1.5671692051327215,1.2626730917507711
164,8.225,0.9918491694500866,1.1768827422192571,1.1671062886173214,0.8697336236432043,1.1018296599520851,1.0174876501511931,1.0192821609980207,0.9582687922058858,0.994159009142436,0.9614227809669772,1.4986884526838178,1.5198963081463244,1.7178362924630552,1.3360948941379318,0.9684920661211462,1.27954061290458,1.3855798902171146,1.199758680450386
165,8.275,0.9941502460989824,1.1257342261963454,1.1197391918556547,0.8195971082181709,1.1381956992874225,1.0406867219341385,1.0070018024848226,1.001683130992825,1.0105475834794877,1.0965059106228778,1.2361881922308875,1.5714256680901122,1.8647584594669333,1.3060293330348924,0.9219030586128658,1.243172306311288,1.2012676218288845,1.2864310537276464
166,8.325000000000001,0.9953725933969102,1.161283792361929,1.1339710820286797,0.8398787675194835,1.1455846793418356,1.0527467771933383,1.0019486797913308,1.094786581939828,1.0755183380976867,1.0695733152042444,1.3524927082582698,1.6009097363057054,1.6768149393202003,1.4283979112727638,1.0212700041950205,1.1661799372226924,1.193781829227963,1.2594067357302892
167,8.375,0.9978110934690744,1.13802976011959,1.1308764301988392,0.8674746379253745,1.0956000087994384,1.0038673066408756,1.0973308145005432,1.109446454408278,0.9380966899988874,1.0363854743586074,1.3773017488186752,1.629579791919126,1.636398117408328,1.3568467723510704,1.0295671488694065,1.1727519841426348,1.111387054739822,1.2329341427973188
168,8.425,0.9979655201258276,1.1364503384475426,1.145768138791048,0.8832688206608719,1.075793188306876,0.973173806274424,0.9492292838001856,1.1493370787634674,1.021062851222902,1.199299242540883,1.3744777835861803,1.610295050377927,1.5092305074671786,1.5766068694076776,1.185823970152783,1.2329874235111324,1.051071246271785,1.3385895581444047
169,8.475,1.0004950554616807,1.1253031538293483,1.1049816521800602,0.9041104497801418,1.1966628884670427,1.0462349264987283,1.074968357436496,1.034403513759647,1.0952507792749209,1.091972812109113,1.305040677886501,1.4648415772195418,1.6179841057470383,1.3716243859419344,1.0520225872758522,1.2317985990255236,1.18519000338672,1.2802416437638138
170,8.525,1.001524871301586,1.1071209078504076,1.1403847446509017,0.8637516404784588,1.117520081212999,0.9939079945018452,1.010612330543893,1.0223053657733263,1.047361869836398,1.0792013467165464,1.2831967232300394,1.5200945798263532,1.5332555718594822,1.5727385479588685,1.0792013467165462,1.1384258108656256,1.0923623387496744,1.3140176178382308
171,8.575000000000001,1.0027231367363176,1.123402676744191,1.0988999678919575,0.8783291801113968,0.9922571168425748,1.0417874221758148,1.122686920886775,1.0302303509313926,0.964189943820406,1.1837242668529906,1.430875487404713,1.469899364333932,1.6390028310272162,1.2357561027586166,1.1707163078765843,1.3007958976406486,1.0731566155535357,1.3031187474578612
172,8.625,1.0033098627232202,1.105203729020052,1.0923275690703036,0.907854138929306,1.1749849694803174,1.081965326063126,1.0754376317882348,1.018320306882942,1.161929580930536,1.2471852243389567,1.4207625493758216,1.6071974540450464,1.620055033677407,1.4079049697434611,1.01574879095647,1.1571821669124345,0.9900336316917496,1.4201065504149877
173,8.675,1.0046420963288625,1.0955308927781695,1.1231085722367629,0.8817300034664393,1.075981744854268,1.0130682695179614,1.0291999298606045,1.0646895826144178,1.1679322088073312,1.1629460592468777,1.3027537822164483,1.6014339176514385,1.671337779136224,1.4489164016846343,1.220140127734429,1.0930421977620934,1.1311715767537938,1.375964783715819
174,8.725,1.007511983394867,1.096791725497949,1.1009859577178267,0.9026728862641524,1.0844164359261124,1.079632245767615,1.0349798042883047,1.060495485133625,1.033385074235472,1.0868326935819197,1.4072284587419068,1.5391561267489613,1.520309317033668,1.3444057596909296,1.294147600450147,1.1182440431074083,1.0868326935819188,1.402548808710559
175,8.775,1.0073803384385749,1.1201665388849873,1.121351273458107,0.8919042309385035,1.0941661716764384,1.013759147533069,1.0673638302953157,1.0894363467268284,1.073670263561462,1.0558498119836377,1.2235436056516276,1.5713529554815318,1.496822380517981,1.322917705603029,1.3229177056030288,1.173856555675927,0.968897474526162,1.3677881537953702
176,8.825000000000001,1.0077388896303174,1.09345325067166,1.103409707694381,0.9055775210079388,1.1020671628107723,1.0537445573692816,1.059979732264958,1.0708912883323916,1.1098611314303677,1.129889268974056,1.4185022887663423,1.4737686117052908,1.4799093142540627,1.547457042290555,1.3079696428884455,1.1483113766203732,1.2158591046568652,1.3295874222693251
177,8.875,1.0082775426229031,1.1092534192683448,1.095065630820381,0.8824112679617238,0.9663821668691188,1.035739738653984,1.0542350911299478,1.0727304436059122,1.1605833678667403,1.1839827910749678,1.621145667779572,1.4875681221198311,1.2811300970093245,1.3357754565973996,1.3236320433556046,0.9046842865136931,1.086835485140612,1.3923414580757578
178,8.925,1.0105549191801406,1.0925649823039123,1.0593528392359737,0.9056556433167904,1.033311700002863,1.097322159295076,1.06531692964897,1.0516004026577814,1.0241673486754044,1.062684464872884,1.3208507472996291,1.5009667582950328,1.548997694560473,1.5189783593945734,1.230792741801928,1.0266612626738032,1.0506767308065237,1.4798919597295817
179,8.975,1.011825013624679,1.1022265355710497,1.0962807977732094,0.8911955604246916,1.061015821061624,1.0489588230950144,1.110750937673887,1.0715656942824068,1.1017081891989298,1.163682985565175,1.2764889892679212,1.6030326841969242,1.567409735659215,1.5317867871215052,1.4367922576876129,0.9677567686077728,1.0330655075935735,1.405470719602588
