,r ($\AA$),g_full(r),O (DOL),O (DOL),O (EEE),O (EEE),O (EEE),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
97,4.875,1.0848043752546437,0.3646333718726675,0.417409254643711,0.204123609618699,0.3787353720636103,0.3861133338570574,0.1838815093136008,0.6486931023007589,0.9551622844900935,0.6435852825976032,0.8376824313175153,0.1408519978748962,0.2414605677855364,2.233510252016215,2.2737536799804707,0.0804868559285121,0.3018257097319206,1.4688851206953482,1.4688851206953484,0.0338783959903176
98,4.925000000000001,1.078735725596138,0.4682081908270781,0.4268403988664528,0.24819282321427,0.3734940543515714,0.3373494684465807,0.1951807638869503,0.8207601353194827,0.730676705833198,0.8407786752053241,0.7256720708617379,0.2168675154299448,0.0985761433772476,2.0306685535713,2.4052578984048405,0.1971522867544953,0.2760132014562935,1.6955096660886584,1.3603507786060167,0.0398328089565205
99,4.9750000000000005,1.0717276099166475,0.4643725873794828,0.4956993095439717,0.2479520296810197,0.3920003516861835,0.4038075911948035,0.1569454605453488,0.7749182114426605,0.8681045786414612,0.7945363940108289,0.730777300664281,0.1545674990219345,0.2318512485329017,2.627647483372884,2.1832659236848224,0.3670978101770944,0.4443815596880617,1.622958739730311,1.487712178086119,0.0520482394665697
100,5.025,1.0682173054208353,0.564456093838563,0.5129776980804859,0.2476716267388596,0.356461967455929,0.3425738388537499,0.1394154448141819,0.9759081136992732,0.836492668885091,0.8364926688850912,0.9422561097786084,0.2651370005870543,0.3219520721414231,2.2536645049899606,1.874897361294169,0.4923972868045293,0.2651370005870543,1.609760360707115,2.2536645049899606,0.0446404133641469
101,5.075,1.0669487928155357,0.5764096547040287,0.5542741072883595,0.229199656292735,0.43116767025366,0.4220904561430565,0.2026662612002019,0.8719362400473804,0.9567732796195576,0.8577967334520168,0.7918123693403231,0.1856702886259778,0.3342065195267601,1.930971001710168,1.7081666553589947,0.2413713752137711,0.3713405772519556,1.9495380305727656,1.6338985399086037,0.0312608139013125
102,5.125,1.0608903546670534,0.5886597934906441,0.6034196998171057,0.2714793750991706,0.3871918956332436,0.3515880431612211,0.1802445031396131,1.0491154413510804,0.8919792078447515,0.9012225156980648,0.827276052871557,0.2730977320297167,0.32771727843566,2.312227464518271,1.547553814835063,0.4005433403102513,0.4551628867161947,2.111955794363145,1.9663036706139625,0.042915357890384
103,5.175000000000001,1.0541010585288453,0.6224710446731471,0.6786722607448676,0.3491918430673906,0.3928408234508143,0.3033604136647955,0.1949094854813655,1.0017440997995766,1.092399674442072,0.9836129848710772,0.942817976281954,0.4999792298464905,0.3571280213189218,1.64278889806704,1.7320709033967705,0.2499896149232452,0.3392716202529757,1.982060518320016,2.071342523649746,0.0360772184801768
104,5.2250000000000005,1.0501888060169144,0.7100172270439582,0.6908049961945337,0.3232728544151512,0.4131898072988357,0.3639495711958658,0.2623401207760245,1.0626998112791508,1.0137889413039598,0.9693245140537858,0.9204136440785946,0.4379072380698924,0.4203909485470968,1.5764660570516114,1.611498636097203,0.3678420799787096,0.3853583695015052,2.18953619034946,1.856726689416342,0.0412883967323041
105,5.275,1.0447900756809638,0.6982601852087452,0.6597411374331456,0.348680855482955,0.3465803684017324,0.3486808554829548,0.2094024044049629,1.0731873225754338,1.0339243717495037,0.9510359200058722,0.9859363207400328,0.2062296407018572,0.429645084795536,1.4264216815211794,1.563908108655751,0.5327599051464645,0.4468308881873574,2.079482210410394,2.5263130985977518,0.0694446749302172
106,5.325,1.041788827423043,0.7382885451318684,0.7342673656921525,0.2988778851711923,0.3957555445025444,0.4122453588568172,0.2354555222701435,1.0916574214343018,1.1601535733674353,1.151591554375794,1.2072446778214645,0.4216145715581079,0.4722083201450809,1.6358645376454606,1.382895794710595,0.4890729030074051,0.590260400181351,2.327312435000758,1.9056978634426496,0.0454311211801389
107,5.375,1.0379849080216694,0.7719775130157984,0.8311782425415498,0.3297582956832916,0.3601041511142695,0.4066344627751022,0.2437005620764674,1.1848889397511,1.3067392207893336,1.1134594646597218,1.1596785367776723,0.546225397757599,0.4303594042938661,1.5393624845895972,1.257973643320531,0.480016258635466,0.6124345368797325,2.317319869274662,2.698022419226928,0.0613110140340162
108,5.425000000000001,1.03379469156979,0.8910891282640154,0.8438226614604459,0.3237078560762249,0.4329344332798589,0.4170469311411482,0.2804755185256958,1.4106268725851157,1.2126441536258008,1.2250180735607588,1.3900036726935212,0.7149375962419686,0.6011975241125647,1.592361009811658,1.5111181011477983,0.6986890145091966,0.5849489423797927,2.339795769519173,2.518530168579664,0.0766004567402109
109,5.4750000000000005,1.0318838014235523,0.8969503501462978,0.917491197859572,0.3997153164067287,0.3997153164067287,0.4075146396536894,0.3806669692458824,1.2351428257446186,1.3606819326235804,1.2999372034885994,1.2634903660076102,0.6859859310394856,0.5424074803568024,1.4198313456398646,1.2283934113962882,0.4626416744219783,0.6859859310394855,2.3770210168577504,2.392974178044714,0.1020676741247643
110,5.525,1.030478435024131,0.86435409584269,0.9353252618799032,0.3867693361928178,0.4384662276641352,0.3982575342975553,0.3976683959332094,1.3719559659695733,1.288445602823599,1.3759326499289048,1.2884456028235982,0.7832862344138983,0.76762050972562,1.3002551491270715,1.409915221945017,0.6266289875311185,0.7362890603490643,2.61617602294242,2.3811901526182515,0.0844030881164363
111,5.575,1.0301482329889289,0.9780551831837748,1.0000669277415484,0.4249951549233886,0.3723408879417299,0.3911459832923222,0.3983787122733189,1.4411935767534796,1.3435517355100182,1.2185701787183891,1.210758831418912,0.9539312005118692,0.8308433036716277,1.3231948910325926,1.169335019982291,0.7539133681464772,0.738527381041447,2.93872353706076,3.0310394596909425,0.0777149348672441
112,5.625,1.031019590025528,0.9794841387906008,1.003268521851742,0.4433344936918303,0.3934593631514994,0.4451817207488797,0.4987513054033082,1.3965036551292624,1.3044264910548051,1.4041767521354678,1.3658112671044442,0.6347743886951197,0.6498880646164321,1.1032983422558031,1.1032983422558031,0.5289786572459331,0.9068205552787424,2.765802693600165,2.5844385825444167,0.1017859806945527
113,5.675000000000001,1.0324990351867724,1.0848010283968972,1.0366505911051291,0.3865567459181636,0.3847419255147914,0.4301124355990834,0.4485398427717803,1.5001584657409126,1.4624660419785775,1.507696950493379,1.2589269536619725,0.8018206509442061,0.5790926923485933,1.425458935011922,1.2769736292815133,0.8760633038094103,0.6978809369329201,2.6281899114282306,2.954857584035128,0.0800002463527098
114,5.7250000000000005,1.0328026273242892,1.0701100849662903,1.0861130316205323,0.3869672272765929,0.4511645553040462,0.4172826321784457,0.533331648228073,1.585180176677883,1.5148100286477906,1.3777734245891888,1.4740694166303685,0.5252508656791628,0.9045987131141124,1.0796823350071667,1.0505017313583245,0.8316472039920073,0.8462375058164284,2.421990102853915,2.6992058375179178,0.1031742771869784
115,5.775,1.0290705273765692,1.101576631633877,1.110465828537192,0.4118407978396228,0.4346234802733045,0.4065832557395427,0.6624503046101179,1.645206251009742,1.4559347354068528,1.5141721248231257,1.3976973459905777,0.9320188268324158,0.8316475685581557,1.1901163481090848,1.104083841016862,0.774292563830007,0.7456150614659327,2.810395231679288,3.441300283688924,0.1158805197568718
116,5.825,1.023594180433417,1.1082863739436362,1.0121766398781775,0.4444197741805376,0.4633679040874597,0.440974659652006,0.6654371216263156,1.5920404253962908,1.4882894763255212,1.5025999520594202,1.527643284593744,0.9019936220154688,0.9724618737354274,1.4093650343991702,1.4516459854311454,0.8174317199515183,0.91608727235946,2.903291970862289,3.0865094253341803,0.1138997048208308
117,5.875,1.0208588563972176,1.1245196701874098,1.1476443402558936,0.4436608658303039,0.4826081937467046,0.4318073312470516,0.6717437125915678,1.5650573408547008,1.5052686334512624,1.3716232874906369,1.4489969088362624,1.025253770447547,1.1776563579465065,1.3023493840820184,1.2607850420368478,1.1638015772647827,0.9421250863572048,2.9233587238436787,2.840230039753337,0.1726192572692297
118,5.925000000000001,1.0176207131214858,1.13550226717327,1.1069198302421346,0.4794920328811,0.4844867415569449,0.4778271299891516,0.8126006807239795,1.5491281062312456,1.6805273652419317,1.47997060148878,1.5318387300456295,1.0352668891751022,1.048888821927406,1.3077055442211816,1.1851081494504456,0.99440109091819,1.06251075467971,2.6698988194515767,3.092178734773001,0.1972400262808096
119,5.9750000000000005,1.0131013520537826,1.1568204590562317,1.1223266408403083,0.433846116902329,0.4502176684835489,0.4665892200647688,0.7820564255336626,1.550511869753696,1.5947150590229908,1.5131091711412172,1.519909661798032,1.0849873729735795,1.0581975612952197,1.513624359827338,1.1653568080086594,1.2725160547220995,1.01801284377768,3.228172307242376,3.201382495564017,0.1443369445527965
120,6.025,1.009409881666501,1.1672260694360357,1.1333023838873022,0.4685377507763687,0.4959093719557446,0.4814185136843104,0.9931811322959836,1.5516365164489418,1.59845313547973,1.5148520300676107,1.531572251150034,1.2383097068316409,1.198789184273184,1.5017798572213514,1.198789184273184,1.1724421692342128,1.1987891842731844,3.016733221962189,3.5305000152221235,0.1508232187434978
121,6.075,1.0038376721244775,1.126464517829987,1.1190495018047757,0.449771070803298,0.4972820994092801,0.4608569774780273,0.9144045659397492,1.5031758512031144,1.5590926771778475,1.4735728256870793,1.532778876719149,0.8811136214200347,1.1532222397997511,1.5160337309727072,1.1402646865435742,1.2180100060806358,1.218010006080636,2.993194802176882,2.954322142408351,0.1221712164153828
122,6.125,1.0005550832107994,1.2139179438550431,1.089912305123732,0.4237624790225551,0.5141235958729529,0.5312610490687184,1.067795160659211,1.692293542499295,1.5046204536561611,1.4431413383454792,1.585514026433374,0.879533754923151,1.108977343163973,1.3384209314047952,1.5678645196456171,1.338420931404795,1.0452430130970778,3.1994633693581327,2.9955135131440684,0.1244770487224868
123,6.175000000000001,0.9962215067681938,1.13453238758017,1.1608473190791304,0.4307231531848322,0.5027658158171708,0.5119627514723626,0.9932690507607516,1.5472075598388633,1.3721120540957823,1.333909398297292,1.308440961098298,1.14125610630339,1.4798705554263731,1.4673292795329291,1.4046229000657098,1.630365866147698,1.3419165205984904,3.2858142840822824,3.4488508706970533,0.1604771425548833
124,6.2250000000000005,0.9929459138138468,1.1346236904547475,1.1363891837490228,0.4932134377802022,0.5490204628501333,0.446456200559449,1.008703276419919,1.5161875335007475,1.3532913522155436,1.3877501597951056,1.3846175409242358,1.0612933023126938,1.4315118961427038,1.4808743753200382,1.6536430524407095,1.3574681773767017,0.9132058647806904,2.912386271462742,3.4430329226190883,0.1662205931481677
125,6.275,0.988341944545986,1.1218265823129168,1.118351641944369,0.4274948862284844,0.529915536054059,0.5313998932979079,1.1560859303053947,1.4119662828796558,1.2886504503137466,1.4119662828796555,1.3163965126410764,1.068737215571211,1.493803153582488,1.5059478946685243,1.5302373768405977,1.1294609210013928,1.250908331861758,3.400527504090212,3.0604747536811927,0.1308657814985155
126,6.325,0.985509481249866,1.114991080415136,1.1058704989802473,0.4733581764707197,0.5434853137256411,0.5595561160132272,1.0498841606337772,1.5080706006791529,1.377593667421199,1.3563532364257178,1.3290441108600992,1.0519070588238215,1.3626977807490417,1.601767566845365,1.5778605882357328,1.338790802139409,1.0519070588238222,2.928604879679958,3.263302580214813,0.1288049459784273
127,6.375,0.9837286088451224,1.15873283980449,1.1194537604890835,0.4659621066216214,0.6227209634788952,0.4918488903228225,1.1111404080977132,1.3023043492758153,1.2724349834667366,1.2186701250103955,1.335160651665801,1.2355055857391468,1.612040621392982,1.5885071816646177,1.8473750186766291,1.4120063837018837,1.1178383870973234,2.847546207132128,2.647511969441029,0.1743395637019673
128,6.425000000000001,0.9811453532857648,1.099888517816095,1.1125944122961406,0.484223480068509,0.5748384003152475,0.6158982860520511,1.176251368587472,1.3497484454541244,1.27035147807447,1.4232641559908412,1.1497857127942543,1.077339321683526,1.2626880221882182,1.7144754796684063,1.5638796605083436,1.343778078659022,1.2626880221882186,2.7223090386626723,3.0003320894197087,0.1404300103313613
129,6.4750000000000005,0.9786460270500512,1.083511423776411,1.0867750124022433,0.4558628942024048,0.6231520296895261,0.5910882787211613,1.132097053421497,1.4245313306480218,1.2797618864764757,1.256598775409028,1.2421218309918731,0.9581105032444192,1.334511058090441,1.5854447613211229,2.030281780684605,1.4713839871253585,1.0835773548597598,3.045422671026904,3.056828748446481,0.1843594554347863
130,6.525,0.9788017759131074,1.122674827968831,1.0964290901012383,0.5683362774157726,0.6561950256153124,0.594419343287511,1.146176505958901,1.231712066105087,1.2174561394140564,1.180390730017375,1.1632836179881376,0.9884109172448238,1.370296953453051,1.7072552206956044,1.9318940655239736,1.246745588797448,0.999642859486242,2.920304982768797,2.68443419569901,0.1853270469834043
131,6.575,0.9741237228551534,1.105137419303286,1.110940050144496,0.5124055169907787,0.6178610059756879,0.5894691435566742,1.1821622714905995,1.1625063667389746,1.151274421166617,1.0923067069117418,1.0782667749462953,0.9734352829376268,1.4269676306699304,1.7366970388773573,1.780944097192704,1.5486470410371338,1.0287441058318103,2.887120555076371,2.7986264384456776,0.1713444758232047
132,6.625,0.972894796059596,1.109821887981873,1.1290463307980383,0.5592985045135455,0.6658315529923157,0.5979167345870994,1.2003406366098386,1.2501243496489562,1.07864711584755,1.1339623525576814,1.1948091129388256,0.9696928617215363,1.5144641323516137,1.5253595577642154,1.797745193079254,1.3728236019877935,0.9914837125467396,2.7565426293881896,2.658483800674775,0.2127943289767276
133,6.675000000000001,0.9707567861980356,1.0953049910478134,1.1301090748755014,0.5575098613138842,0.619163893035655,0.5863691953113089,1.2668843997820478,1.0598237236886383,1.1769764746362252,1.1143133752921666,1.11158889271199,0.7620295216675327,1.3523340807057616,1.6421199551427104,1.7709136771146874,1.373799701034424,1.137677877419133,2.4363479073032366,2.715400971575856,0.2060042440725251
134,6.7250000000000005,0.9682874305146508,1.1042906650753743,1.1158882382702295,0.5324500013117697,0.6655625016397121,0.6461771860579731,1.3044826208388804,1.0602276445089664,1.044122920794907,1.0790164888420375,1.0172817146048063,0.8353308714313066,1.2477094028973943,1.4591855728800045,1.6812355513617452,1.3428736793895693,0.8987737224260893,2.558861656789574,2.44254976329914,0.2563609081013672
135,6.775,0.9677171244888474,1.1044466862394302,1.1417087201881293,0.5742806271169028,0.6736018885694939,0.6455881994418399,1.264142209375873,1.076372132251005,1.1292651117227983,0.9970326630433138,0.9679415243338272,0.8126285027939243,1.3335442097131065,1.5940020631726972,1.7398584611100687,1.2918709531595711,0.948066586592912,2.458722136658541,2.4274671942433907,0.3087222883455724
136,6.825,0.9656418756699436,1.1274896092720106,1.112802380319271,0.6160875500901717,0.6712970250473356,0.6198518324736146,1.3968383244406954,1.1153858262324965,1.013750201879535,0.977265618778472,1.0528408266306737,0.8726290979799686,1.2319469618540728,1.375674107403715,1.4475376801785358,1.3756741074037142,1.0060900188474935,2.48442637307238,2.4536276990260304,0.2731025280232629
137,6.875,0.9654217210567346,1.1106669891027436,1.121281530267062,0.5700616171568113,0.7048484203457317,0.6640414065362421,1.5152814218768575,1.0298777121569829,1.0041949761929685,0.9605343250541424,0.9528295042649392,0.8397476395506568,1.396206918770972,1.6592603962205752,1.4670290088535578,1.3051499458076476,0.6677511350643773,2.620417333055665,2.418068504248278,0.3236548868934481
138,6.925000000000001,0.9656767255737616,1.1151345429120092,1.1412890844302015,0.6215798513535596,0.7215201411790338,0.6715499962662964,1.3745071192601117,0.9391199654613288,1.0049343026634714,1.0935305258202002,0.8631803456127044,0.7977495418441402,1.3960616982272462,1.445921044592505,1.425977306046402,1.2963430054967278,0.6980308491136225,2.453079841170733,2.38327675625937,0.3693661781752843
139,6.9750000000000005,0.9647974456815652,1.1502974016870755,1.1146728692794887,0.5910755751275141,0.697997782823345,0.6511442311364081,1.4272312667713158,1.030500897161806,0.9855880251305412,0.9456654722138608,0.8583348877086229,0.8551592300902517,1.0320887259709928,1.553047797175399,1.523559547861942,1.2876535533542857,0.7372062328364234,2.516330608081659,2.4475246930169257,0.4104282863628081
140,7.025,0.9657926156699688,1.1543135868778156,1.1492305406585772,0.6383553007478314,0.7271802498314817,0.7105995926692001,1.4192860325889072,0.9568496822826428,1.0601599307553184,0.885516415480081,1.0011255030566466,0.8527195112030399,0.8527195112030405,1.4631891612688526,1.5697791001692325,1.0658993890038,0.8914794889849966,2.219008728017001,2.2965286835809127,0.4241844507260026
141,7.075,0.9644917922028938,1.1394226802099023,1.1417006143966475,0.5849937474600259,0.7975064461381189,0.6959207055612283,1.578755581007964,0.9894505023828712,0.9385229029955178,0.9506485218972685,0.9603490170186696,0.7260673621169609,1.2801714016272734,1.547669903459838,1.232403812014315,1.2228502940917236,0.6878532904265949,2.283290783499392,2.4265935523382662,0.42464412317152
142,7.125,0.9656852519677251,1.1594241681066944,1.187724719284812,0.6769771353422323,0.7495103998431857,0.7863526929230351,1.5542842393061442,0.9588738153257904,0.9708298479358378,0.9158320979296204,0.9421353696717244,0.8383714987772544,1.158648251119126,1.441245385538426,1.337626436251349,1.290526913848133,0.7818520718933947,2.006439654377023,2.062959081260883,0.5328974534763924
143,7.175000000000001,0.9662613439923228,1.1774304750625324,1.171671785756358,0.6721161526851396,0.8174385640765214,0.7311533823128885,1.48082139876939,0.950272330738957,0.9196183845860868,0.9455563390231306,1.0092222271867828,0.6873915197916198,1.114688951013437,1.402650263358575,1.467673785501027,1.226157846114781,0.9660637575449788,2.1271980815173115,2.1550653052926485,0.4817048681165211
144,7.225,0.9653401902630416,1.1603165816130012,1.1393470048368628,0.640452296129496,0.8229588070894748,0.822958807089475,1.5022551034280078,0.953443641494556,1.009254976606433,1.0208823380880736,0.9464672246055714,0.6687494573380153,0.9435780014495272,1.456591283791018,1.474913186731785,1.337498914676029,0.7328761176307014,1.9421217117213572,2.0337312264251954,0.5182481117531392
145,7.275,0.9657591291103796,1.155625011216248,1.148730902275361,0.6559744657254347,0.8116855762764213,0.7895988939287641,1.5688340369097795,0.949557443392762,1.0229531878095937,0.92203403923645,0.9564382944318404,0.6595886501095964,1.138468081011084,1.4004964488628413,1.490851058466896,1.3191773002191929,0.7318723377928398,1.8613049578435183,2.005872333210005,0.5598297852202231
146,7.325,0.9677639867324426,1.156478229070431,1.1611534442559412,0.6481390910714456,0.8420361636944997,0.7941065502371156,1.524865569401186,1.0678583809456386,0.9343760833274336,0.9434257306235831,0.9864115552802932,0.7308275770981317,1.042766177079041,1.3992674342000817,1.4794802170523154,1.0427661770790413,0.6149646685337936,1.8270689427453288,1.702293502752965,0.5222015863237275
147,7.375,0.9682030116689258,1.111920330487426,1.1567828777582234,0.6683944979745821,0.8338812386306685,0.877939396857289,1.6359381040582428,0.9529953211908182,1.075746474974179,0.9887047477459776,0.9396042862326331,0.7385358673907988,1.1869326440209262,1.5474084840569118,1.3276061425715548,0.8792093659414268,0.7121595864125556,1.987013167027626,2.2859443514477107,0.6483720497610904
148,7.425000000000001,0.9686217006449044,1.2264673876923748,1.170624859079063,0.6986490161446238,0.8428315141653653,0.8036053933803107,1.554528720176119,0.9688280975601872,0.9380017490014538,0.9996544461189208,0.9754337436799158,0.8066895109850332,1.0322156108303118,1.2664157914388685,1.3097861952552687,1.0495637723568705,0.8500599148014323,1.8649273641051844,1.873601444868465,0.6717987040132107
149,7.475,0.9708452538742508,1.179912881391706,1.185218612093225,0.7604638815507443,0.8483304098179557,0.837870108833764,1.5902876050120534,0.9646006784499336,0.9776358227533116,1.0210863037645697,1.0189137797140069,0.6247652496921831,1.0098945132010635,1.4378159170998193,1.2580889274623417,1.0869203659028397,0.7274663866278844,1.848620464842624,1.745919327906923,0.585029690758728
150,7.525,0.973081718807078,1.151800574514943,1.207376965872657,0.7452307824934653,0.8887031907574433,0.8979927711486363,1.6163869880675432,1.0182809274961322,1.0590121645959765,0.9989871836067316,0.938962202617486,0.8022819428757403,1.013408769948304,1.2498708162695749,1.444107497176332,1.1147496469431344,0.7009410658809097,1.8156907128240427,1.697459689663407,0.7251560203329062
151,7.575,0.9746639295151648,1.173606374847234,1.1835420874686968,0.7344066621706488,0.8943260046960184,0.8902516265425061,1.6183900146308283,1.0133448588342044,1.002767146320278,1.1656639190347533,1.040846911370415,0.7083862016902609,1.100082101448405,1.391770537438513,1.4001044927525157,1.0084085929943714,0.6833843357482515,1.875139945650692,1.8668059903366891,0.7352589555599037
152,7.625,0.975110835503168,1.1731702054795057,1.18415274167256,0.7519492664158884,0.949989380699218,0.8484561241377144,1.6473442227949062,1.0000987106701649,0.9917471556750068,1.0669111506314288,1.119108369351166,0.756701498046131,0.8142766120279018,1.340677654146949,1.1186022145029766,1.0692521168043156,0.8636267097265626,1.8259536148504447,1.546303061224702,0.7782711836048991
153,7.675000000000001,0.9762684281468686,1.1734200269987605,1.1559987464923451,0.765997214589227,0.9108619727887448,0.8860563635080051,1.5970996129214403,1.1705194582443577,1.0035967890228912,1.028326073351998,0.9871105994701546,0.7306379460872275,0.990420326918242,1.5099850885802697,1.30703010355604,0.9904203269182414,0.6738105502804428,1.7697674694112844,1.5668124843870537,0.749028152893505
154,7.725,0.9784538726487754,1.13840783191676,1.1548400362713822,0.815858238532406,0.9059650307832842,0.9049856091283832,1.6985431699799676,1.0720146713526262,1.053707020418711,1.120835073843068,1.0516728369816086,0.6330625423950013,0.9375736387369,1.3061923343086737,1.210030935463863,1.0337350375817107,0.921546738929432,1.634743780361775,1.554609281324433,0.7825379140687375
155,7.775,0.980932807577084,1.1622920579591345,1.119286120079439,0.8053986617160515,0.9784675217966914,0.9233562088101184,1.6566862304668053,1.0602791874987554,1.0502386648898665,1.102449382456093,1.0924088598472037,0.5774821791415968,0.8385357669727289,1.3052679391556634,1.2261607913280477,0.9967500626279606,0.6961429008830206,1.63751796003165,1.6612501043799348,0.8364370059079156
156,7.825,0.9826822169639596,1.122904986533428,1.1441340360300796,0.8581391503744701,0.9535940058110074,0.9879577537681612,1.6573899976257842,1.050737677920653,1.159776493553928,1.086423108491543,1.0328949626352073,0.8356638707762316,1.069962152302278,1.2964504911107888,1.4292195173088824,0.9684328969743244,0.8122340426236265,1.5073189444842303,1.5463686580719056,0.783703843716714
157,7.875,0.9844018372417328,1.1432573501937238,1.1281806209052252,0.8670685577443407,0.9839343198751,0.9264439046333556,1.6168363691316303,1.1587979788449465,1.10203253731369,1.1079048243686482,1.0805008181121791,0.8173749052253964,0.8559303252831983,1.2260623578380936,1.256906693884335,1.0795517616184478,0.7788194851675947,1.526794634288947,1.4342616261502228,0.8516813606237681
158,7.925000000000001,0.9856491811420626,1.1778954039505043,1.1953241892124102,0.8449948469386717,0.968766118571759,0.912929454677133,1.6564161100740364,1.1577517502151085,1.2215344008947389,1.1442220970406414,1.0843050615537169,0.738566781515279,0.9517613163856686,1.279167209222338,1.4466772009062157,1.0964290364762903,0.7233386004531085,1.4619053819683872,1.2487108470979968,0.9742928087735756
159,7.975,0.9876657017889434,1.1405825609244886,1.135204145830535,0.7866456636379694,0.9529807864399232,0.9658464865461516,1.6719754885303069,1.0802946649636456,1.1661838167717091,1.2100827165847197,1.173818408043538,0.7218159020637269,0.9323455401656467,1.308291322490504,1.601529032703894,0.8947509619331612,0.8345996367611839,1.360923732015985,1.3834804789554764,0.9621143082354526
160,8.025,0.9903184587719398,1.119331879001786,1.10622992407516,0.8394956304838405,0.9810754341113846,0.9910586253928144,1.6097372347356662,1.191280951232952,1.0744147819664285,1.081954534822333,1.2044755187307856,0.8242320735659527,1.061848527206588,1.4182732076675413,1.4628262927251598,0.9281892720337306,0.638594219159206,1.2177843249082547,1.3737201226099216,0.9901695842397372
161,8.075000000000001,0.991301068744906,1.0852284986863718,1.1292951409146934,0.8972548659147778,1.0702520578444004,0.9859943581481078,1.6159275368922408,1.1728506316153358,1.118862269207646,1.1039689278538003,1.1021072601845698,0.8653933953332968,0.916730291666628,1.0780748229999546,1.466768466666606,0.909396449333295,0.8213903413332986,1.3127577776666115,1.1587470886666178,0.8692848218775141
162,8.125,0.9920454821263154,1.064658653996801,1.0919487363023648,0.9296284014637868,1.0358716473453626,0.9269723203167476,1.5795510267508874,1.064679912094021,1.1658153096159056,1.162137658796928,1.0830681661889088,0.7098980520268914,0.9634330706079244,1.419796104053784,1.137285654777776,0.9199699245654618,0.8257997748067923,1.2314558045364448,1.2604312352314209,1.0147314096444364
163,8.175,0.9945247785319148,1.0438268515794182,1.0799973799440532,0.9436539508373616,1.0188664066038238,0.993504066868621,1.5657376525122062,1.11345380625288,1.1279850141648262,1.1370670191097925,1.1588638309777122,0.7727960571353215,1.0375502618946448,1.3094599857015174,1.2736823904637709,1.094794414275039,0.8872843618961098,1.2164382380833765,1.1735051237980807,1.040908974916965
164,8.225,0.9955482048803804,1.0601647576180675,1.0369051810598335,0.8942014987943385,0.9961491092849004,1.0117004396987157,1.546759248081712,1.1807048552642294,1.2542746106834286,1.1537890910864734,1.1896767766568148,0.7563601610355276,1.060317982760086,1.328931871725974,1.180487354139562,0.9472173979323432,0.8270480265528666,1.187556140691296,1.173418567587828,1.068757248337154
165,8.275,0.9980694370835,1.072369391635986,1.0277428393132464,0.911595391194991,1.0003649798506828,0.964515722893577,1.4944412776569571,1.1824345577665374,1.1008873468860865,1.265754534100911,1.2249809286606856,0.7402638774259624,0.9218380360398778,1.4037079185152688,1.2849863532677086,1.033575979802287,0.8380345782180708,1.312920839208311,1.0196087368319864,1.0935068539758757
166,8.325000000000001,0.9990944927153028,1.0131313707034697,1.0029309574225964,0.899834880730993,0.976578061749288,0.9765780617492884,1.5255869721109347,1.1857891849817483,1.1420008103516983,1.175279975070536,1.1910437899373536,0.8141983840302598,0.7589984935875307,1.2005976171293655,1.3316973569308488,0.8210983703356012,1.04879791841186,1.186797644518684,1.0556979047172017,1.1175865573946988
167,8.375,0.9999846978108864,1.0202530034368835,1.0267555719737669,0.8832896431803967,1.002450415798129,1.0191162581222877,1.4295446750514675,1.2097478545532392,1.143981876766368,1.199363752797418,1.1820569165377146,0.8726841071559318,0.8795019517430881,1.2681190932109638,1.3090261607338982,0.9476803976146454,0.9544982422018012,1.08403728935776,1.0022231543118914,1.1180569424508129
168,8.425,1.002792882859608,1.0316326434259162,1.0085004259464183,0.9247127736006712,1.0375227913952332,1.0268181911665517,1.3903945539631724,1.1526764198907484,1.1338641934533624,1.15096621748735,1.09623974057859,0.8084593179703115,0.8758309278011708,1.3204835526848415,1.3339578746510137,1.0846829182768347,0.9364653766489442,1.0105741474628895,1.0307856304121474,1.1320492847803656
169,8.475,1.0040617102708356,1.015685916793873,0.9890158270749962,0.9455699216625796,1.0057869390490086,1.0367091912204185,1.3791074085840047,1.128975182517299,1.2067189825110038,1.1239049346916212,1.1171446042573865,0.7789744386721141,0.9653956718586036,1.1784485097860198,1.284974928749728,1.1118694979337018,0.8189218457835048,1.0918957943780068,1.0985536955632391,1.152360407182664
170,8.525,1.005169368468004,0.9934516931801288,0.9774485231383772,0.9136008720306236,1.006891101921075,1.0189544937172543,1.3963839980684754,1.1992867351832113,1.1408256826324976,1.1725616825885994,1.1408256826324978,0.9212044644354898,0.8685642093248899,1.309426345876159,1.3620666009867588,0.88172427310254,0.8817242731025399,1.0264849746566884,1.1449255486555368,1.0989996117988388
171,8.575000000000001,1.006180352764997,0.962051164501892,0.9744567243278356,0.914900847859733,0.9673625819681104,1.0142601927619637,1.272839066356752,1.1259095243259465,1.15892739893961,1.1077496932884308,1.1275604180566297,0.8649682607125033,1.0860879664585568,1.4177675250776378,1.3332217552335586,1.0340598004006618,0.9169964267703984,0.9169964267703984,0.7804224908684241,1.2329480831500383
172,8.625,1.0073261068175416,0.930083664565958,0.9438785771913588,0.9310373869203058,0.9742500926423456,1.0418190506804437,1.248333477886332,1.0720981633612023,1.0949434819107564,1.1634794375594175,1.093311673442931,0.9513937854835806,0.8935387579879581,1.1956705682428788,1.2406689229616965,1.112102195193645,0.8999670943763605,1.0092488129792043,0.9835354674255934,1.1840602055821934
