,r ($\AA$),g_full(r),O (DOL),O (DOL),N (PrN),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
104,5.2250000000000005,1.0803732354642368,1.0750533376508495,1.0853041442077116,0.6939897964628611,0.7298180006694746,0.982184972863592,0.9890057018418112,0.9276191410378368,0.9480813279724948,0.9135643055675656,0.698607998375197,1.7465199959379938,2.015215379928454,1.02104245916375,0.6448689215771051,1.8271286111351324,1.63904184234181,0.226197644685847
105,5.275,1.0799156879178833,1.198087882774178,1.1779730809647486,0.666067089603667,0.4885189077909468,0.9301935367526248,0.9971139350801516,0.8632731384250981,1.1041865724041953,0.922690340576508,0.7645148536205353,2.240819398542948,2.188094236224289,1.1072284086918094,0.8436025970985216,2.0826439115869757,1.97719358694966,0.2219298924127169
106,5.325,1.0784480615860703,1.1288146411399247,1.0955053566472712,0.7239512229978429,0.6041601959943863,1.0507133843380627,1.1623516814239812,0.8996733353394658,1.031012508381724,0.8278347876602917,0.8278347876602916,1.655669575320582,1.7332790866637344,0.7760951134315235,0.672615764973987,1.655669575320582,2.0695869691507283,0.28747196548535
107,5.375,1.07932372839831,1.1248629170984044,1.1406037329458525,0.7331587688946,0.5543002560433904,1.0183655866843682,1.063483049385574,1.0441469939422,0.973248123983162,0.6855510566287168,0.6601602767535791,1.9804808302607373,1.9296992705104623,1.0156311950055064,0.9140680755049556,2.335951748512665,2.259779408887252,0.2906985206112702
108,5.425000000000001,1.0774909789551632,1.108978277024924,1.1137327390914833,0.6916661747282995,0.6074008153954967,1.0756056105961913,0.9743721413636088,0.930082498574354,0.9870263250176816,0.8474468447121511,0.8474468447121513,1.6201189678320542,1.869368039806216,0.5732728655405728,0.7477472159224863,2.1435420189777945,1.8942929470036327,0.3189370778118358
109,5.4750000000000005,1.073520635968935,1.1389968079936457,1.065475497641597,0.6882676780792455,0.7205986110597883,0.8883241498409459,0.9815050047193664,0.9007482638247354,0.9815050047193667,0.9299261072715136,0.587321751960956,1.4927761195674314,1.321473941912152,0.7586239296162349,0.8565108882763942,2.4716457061690256,1.7864369955479091,0.3543408018846072
110,5.525,1.0703510039734605,1.0944093571596438,1.1150369680799306,0.7017750244247343,0.6893148134712488,0.9699208437338808,0.957720581548549,0.9882212370118788,0.915019663899888,0.8410786809584829,0.7689862225906132,1.5860340840931382,1.4658799868133552,0.5767396669429597,0.696893764222743,2.4271127650516218,2.258897028859925,0.469336616721439
111,5.575,1.0655860950715013,1.1559039393141268,1.1018792177103505,0.6582664202515026,0.9046716682406696,0.8866980589378748,1.0484605426630278,0.9945397147546434,1.108372573672343,0.8024581123065931,0.7316529847501293,1.3452974235728188,1.3688991327583064,0.6844495663791532,0.8260598214920815,2.218560663435877,2.006145280766485,0.2940580297498054
112,5.625,1.0602838474996592,1.059159950610193,1.080166254432316,0.6324882495915842,0.7238755287950639,0.9416267041236605,1.0769855428414363,1.018133873833708,1.059330042139118,0.8809916512066062,0.7418877062792472,1.2055675227037763,1.4374074309160407,0.9041756420278328,0.7187037154580206,2.3647670637651004,2.202479128016515,0.2810467458736433
113,5.675000000000001,1.057832126040508,1.0927162316964956,1.103578222071212,0.7281606797450674,0.8961977596862374,1.0118361802909133,1.0234000223513806,1.1274746008955885,0.9540169699885752,0.9110905865822948,0.933867851246852,1.0933087038987537,1.3210813505443264,0.8883133219177373,0.933867851246852,2.3916127897785207,2.48272184843675,0.3451452859884454
114,5.7250000000000005,1.0508493921812396,1.144155354902024,1.0822514271181458,0.6483538925436473,0.920381687040302,0.9374257923558628,1.0396904242492293,0.8294797920239754,1.0908227401959127,0.828102490584335,0.6938156002193075,1.2757254584677593,1.3428689036502732,0.716196748613479,0.7833401937959925,2.350020581387976,2.3500205813879766,0.4446540400352181
115,5.775,1.0492708229835817,1.0604456629614527,1.0415653247484895,0.6144930279236885,0.9603475963503308,0.938013931318928,1.0943495865387487,0.9938480938974352,1.0608490889916444,0.901806322858926,0.901806322858926,1.2537307415355798,1.407697674706616,0.7918299420224715,0.8138252181897624,2.331499273732831,2.1115465120599235,0.4814272181514173
116,5.825,1.0442719529973208,1.040256875727043,1.102115560111208,0.6576995744887213,0.8671001430547519,0.9110039477663852,1.0536913130791927,1.0536913130791925,0.9219798989442938,1.102584186508057,0.908010506536047,1.1242034842827249,1.1890613776067285,0.6269596354653658,0.7350561243387047,2.2051683730161127,2.2700262663401167,0.3712783485180191
117,5.875,1.0396912360702375,1.073301043459193,1.058098479104247,0.6624920515965045,0.868588769186284,1.0628073759608572,1.0843872211580317,1.068202337260151,0.9926728790700392,0.8713679916737985,0.7438507245995841,0.8713679916737985,1.126402525822228,0.9138737473652032,0.7013449689081793,1.9765176396503252,2.5715982193299927,0.4651777855003232
118,5.925000000000001,1.0352198051743686,0.9785345309551228,1.0632345667302605,0.6170759959313021,1.0184240319663278,1.0449454911321177,0.944163946302116,0.8752081524710623,1.0449454911321177,0.8985148893137267,0.7522450236114921,0.7940364138121305,1.3582201815207486,1.0238890599156416,0.835827804012769,2.5910661924395826,2.5283791071386235,0.4714324680286303
119,5.9750000000000005,1.032737490933446,1.0170983614017373,1.0033802717489195,0.5971600227926867,0.9910189162375904,0.975371249139102,1.0118824723689084,1.0170983614017377,0.9492918039749554,0.8218976657791816,0.8424451074236611,0.9246348740015792,1.1917516153798131,0.9451823156460588,0.7602553408457429,2.814999505293696,2.3218609058261874,0.4704944801042051
120,6.025,1.0283267742724649,0.979086511980582,1.0330519102787243,0.6403353693355465,1.0721026957505118,0.8874342888269788,0.954120102438254,0.8310078311558989,0.9900278482289412,0.8083128922578897,0.9901832930159152,1.071014582241704,1.0305989376288094,1.0305989376288094,0.7881050699514427,2.5057699659994586,2.667432544451036,0.57159268809665
121,6.075,1.0263585701235471,1.00474257125652,0.980097942150228,0.5767306374793472,1.19075848183632,1.029299704638175,1.0646188121502689,1.0242541178507325,0.91829679531445,0.7354324984120054,0.8348152684676822,1.1130870246235762,1.0137042545678996,0.8745683764899529,0.8149387144565471,2.4050630353473696,2.52432235941418,0.5153706504315788
122,6.125,1.0235298994189534,0.997730238238281,1.0023925290711704,0.6030991075808012,1.0770896009691828,1.0175270423902412,0.9281832045218305,0.9976728561972612,1.1316886129998789,0.8994547987425932,1.0754350854531,1.016774989882931,1.1145418158332123,0.938561529122706,0.7234745120320858,2.405063918376934,2.2095302664763703,0.4411478615838226
123,6.175000000000001,1.018779219136395,0.9926471929030136,1.0054910567668232,0.578041637763579,1.211105791676692,1.0548340766216349,1.025533130048812,0.9962321834759886,1.0792515320989875,1.0003757516782064,0.9618997612290444,1.2119936991485962,1.1350417182502728,0.9811377564536256,0.9811377564536256,2.462463388746354,2.039227493805574,0.4729013315919938
124,6.2250000000000005,1.0150798715170823,0.9704459961346,0.981278881672847,0.6282458107322951,1.3647213647824024,1.0187356666685534,1.0235410235868014,1.057178522014536,1.090816020442272,1.0222304717000052,0.9086493081777828,0.9654398899388942,1.1547418291425988,1.041160665620376,0.7761379507351894,2.441995015727791,2.271623270444457,0.4334628077276671
125,6.275,1.0103706979818026,0.9426046557202736,0.9870252332754236,0.5964421617430591,1.3572468284250645,1.1066054280538855,1.2011870885713114,1.0025656014847169,0.9458166051742612,0.7265591194293196,0.8942266085283935,0.968745492572426,1.0805238186384751,0.8755968875173853,0.6892996774073028,2.9807553617613105,2.1237881952549325,0.5834144263549398
126,6.325,1.008195163857706,0.9583655359526638,0.9513701670770968,0.589628116061454,1.172961928843132,1.1031427664119924,0.9495406090634876,1.0845243230970223,1.0565966581245672,0.8801445930713249,1.0268353585832128,1.0635080499611844,1.320216889606988,0.9168172844492968,0.7334538275594374,2.0169980257884554,2.438733976635131,0.5063076676979178
127,6.375,1.003862098294173,0.9322015202252324,0.9373660715838212,0.6497944618442314,1.3837289757990632,1.0034326016556117,1.0675789780171578,1.0355057898363844,1.104234050223755,0.6497944618442316,1.1912898467144248,1.1732400005520849,1.173240000552085,0.9566418466040072,0.7941932311429497,2.5269784627275675,2.4186793857535287,0.4923187631830018
128,6.425000000000001,0.9990086526381582,0.9465611422311414,0.9135120065578964,0.6272257947287201,1.235972488507418,1.0600493970775302,1.0826036395685414,1.0194517605937097,1.0329843060883168,0.8174204248257427,0.924040480237796,0.8707304525317693,0.8529604432964271,0.6574903417076627,0.7818804063550582,2.363411228300518,2.167941126711753,0.61034541924655
129,6.4750000000000005,0.993210401341167,0.9069676467704684,0.92615831454942,0.5995329593205537,1.252489522761138,1.1236874087183255,1.0526241733843604,1.0215340079257509,1.0970386954680886,0.8923281255003582,1.067294424618076,0.9798112750592172,0.9273213853239016,0.8048449759414996,0.8223416058532713,2.292058518442099,2.01211243985375,0.6068473986746142
130,6.525,0.9899132119065612,0.91448368530464,0.9309164559300604,0.5693814969685765,1.3164671765807876,1.023432954551177,1.1633895979086029,1.0802903409151314,1.1896314685381202,0.8959345730077645,0.8787050619883844,0.9648526170852848,1.051000172182185,0.9993116391240452,0.8787050619883844,2.7394922520814338,2.377672520674452,0.6672040236586471
131,6.575,0.9863295372880536,0.946751952028181,0.9200486918427704,0.6331357702500808,1.464508870961146,1.0380783467695185,1.089766895156382,1.1500702016077238,1.0510004838662343,0.8823600684222237,0.7975177541508561,0.9162969941307706,1.018107771256412,0.86539160556795,0.8993285312764969,2.1889317082012862,2.239837096764107,0.5885286249150583
132,6.625,0.9834009919761982,0.8910702241718129,0.9412825892190616,0.6377169616417461,1.472184852821195,1.1115632029946778,1.077622341834535,1.124291025929731,1.0648945188994812,0.8690917478885051,0.9359449592645438,1.0362247763286023,1.1866445019246894,0.8690917478885052,0.9693715649525636,2.1393027640332427,2.239582581097301,0.6809818189401103
133,6.675000000000001,0.978983089176914,0.9170272195366036,0.8981841944776323,0.6544382453246513,1.4502123555321882,0.9486979962703364,1.0281044364867962,1.0866144450673456,1.1660208852838057,0.7902650509580691,1.086614445067345,1.0042951689258797,0.8890481823278277,0.8067289061863622,0.8067289061863624,1.8439517855688277,2.1567650349063965,0.6153785887881391
134,6.7250000000000005,0.9757282755681356,0.8786900490598332,0.8554852062149433,0.6652714177358373,1.4163760075744527,1.012873540300336,1.0540472614507566,1.1446294479816808,1.161098936441848,0.7947775870550801,0.8434374393237585,1.0542967991546977,0.9407571438611152,0.9731970453735674,0.7947775870550801,2.04371379528449,1.9301741399909085,0.5844147563289226
135,6.775,0.9734066670758532,0.9191167743252294,0.9099713337846796,0.6405056049031185,1.3630927377976,0.9168421391138618,1.184592498324105,1.0223195533482,1.0831719077141644,0.735145614360538,0.958885583948528,1.406365523124507,1.310476964729654,1.1506627007382326,0.8789784519528173,1.9497340206953395,2.013659726291909,0.6619245893277337
136,6.825,0.9704839669085072,0.8290978220313946,0.8869243911404681,0.7064510484258673,1.4871075650683514,1.0873474669316978,1.1193282747826303,0.967419437490702,1.0553666590807658,0.8031543789836403,0.8503987542179721,1.29134625640507,0.9763837548428572,1.1181168805458523,0.8976431294523038,1.9527675096857149,1.921271259529494,0.5621116481962334
137,6.875,0.969820886110488,0.9199574994631629,0.9103360614156804,0.7005777785282288,1.4379780012030805,1.0755287515847691,1.1582617324759057,1.2567533763939245,1.150382400962464,0.8070345610737094,0.8846340381000278,1.3502309002579376,1.1950319462053007,0.7759947702631819,0.8691141426947638,1.8158277624158463,1.924467030252692,0.8100435203869742
138,6.925000000000001,0.9670953380971112,0.88994331112698,0.8943200815095718,0.7069893355319384,1.409522067981417,1.2192560037084434,0.9629792640754584,1.172660232866083,1.110532538409602,0.7954227547837369,1.2237273150519032,1.2543204979282008,1.0401682177941178,0.9789818520415224,0.9177954862889272,1.850887564016004,1.89677733833045,0.6850687736942342
139,6.9750000000000005,0.9642014751955512,0.8829823812376222,0.919653473618012,0.6997167994640566,1.4582815759086791,1.2094933805436816,1.2286309340332977,1.1329431665852212,1.1252881451893753,1.0403869987990826,0.9197624192281744,1.1157773610309,1.3117923028336256,0.708669404979085,0.919762419228174,1.553041461975442,1.583197606868169,0.7463645860949939
140,7.025,0.9654667330155016,0.922912330590838,0.8846348606584993,0.7566808181763439,1.4451435215081734,0.9961302602562864,1.1923377357613123,1.1017804393743773,1.1168733221055336,0.7283459317989601,0.9215805667660316,1.397235052838822,1.218864620561526,1.0850867963535535,1.01076578290468,1.783704322772964,1.7837043227729648,0.7057462766889968
141,7.075,0.9651469673084104,0.9385669807409712,0.8658856955607317,0.7659449576509072,1.4173495710310922,1.1904248365615466,1.1011429738194314,1.1457839051904897,1.0751024305196473,0.8353265188372224,1.0551492869522807,1.1284235429906335,0.9818750309139282,1.0698041381599517,0.8792910724602345,1.7585821449204673,1.83185640095882,0.7254151347796927
142,7.125,0.9652202684254564,0.8971879237991437,0.9151041188980512,0.7301710858338459,1.459883665491344,1.2324646020228431,1.221460453790497,1.173775811450327,1.0600662797160765,0.982592630039858,0.9536928468033918,1.2860403540227554,1.025942304894558,1.0114924132763246,0.9247930635669248,1.7917865606609182,1.7917865606609176,0.6520144973043587
143,7.175000000000001,0.9642836794788244,0.9003560033110523,0.8758935005795825,0.757434139972422,1.4830130929428842,1.2442841560301272,1.1357710028879646,1.2225815254016952,1.1972617896685236,0.6839616925324172,1.0971885484374193,1.0971885484374186,1.1684345580762123,1.1684345580762123,0.8407029137377632,1.538913808197938,1.8808946544641472,0.7341246993189146
144,7.225,0.9625807364226928,0.8530901396543188,0.9489203752949846,0.777287996808865,1.3662432669854505,1.1308070904292105,1.2306891047257973,1.202151386355344,1.2021513863553437,0.8010018678979494,1.1523184766251202,1.1101604835778596,1.1523184766251202,1.1523184766251202,1.082055154879686,1.854951694079462,1.840899029730375,0.6435546693745068
145,7.275,0.9633165607973858,0.9478189800896558,0.9385655172435924,0.7737870313277108,1.4143765430600843,1.1469819727303174,1.0695782813190688,1.1399452735111122,1.0379131348326491,0.8870505682390999,0.9979318892689876,1.2058343662000268,1.2196945313287624,1.0256522195264597,0.7900294123379483,1.5800588246758969,1.5800588246758966,0.7840893415684899
146,7.325,0.9627285258762353,0.9297079312728468,0.9205803639251472,0.8061968312294185,1.329194472288437,1.1903752062530903,1.2806077291760654,1.1973161695548584,1.3014306190813674,0.9296684179942856,0.9433400123765546,1.3945026269914274,1.5448901651963851,0.8613104460829412,0.9296684179942856,1.3808310326091582,1.72262089216588,0.8424771272910399
147,7.375,0.9664375566478944,0.9293645209929212,0.9197171384220602,0.8503034899624005,1.2804204043073515,1.1982543890576818,1.2530317325574616,1.2427609806512532,1.170865717307792,1.011513445308433,1.0519739831207704,1.0789476749956617,1.173355596557782,0.9305923696837584,0.8092107562467463,1.4565793612441436,1.5240135909313728,0.7039307854085214
148,7.425000000000001,0.967549439274778,0.9574996796946912,0.9429055825224066,0.8494932658885377,1.428737708321921,1.3037653792252055,1.2395903994187831,1.2497232909671652,1.1078628092898113,0.8781839341931436,1.1043828263338018,1.3305817184744602,1.1043828263338018,0.864878117008399,0.9846304716711004,1.6632271480930754,1.8894260402337335,0.7168848442393003
149,7.475,0.9664367994987312,0.9503677993970592,1.011722242309386,0.8480131646359685,1.4263511368917778,1.1597434477531277,1.2097323894666243,1.1897368127812256,1.129750082725029,0.9321170343749016,0.9189886254400438,1.2340704398766302,1.1552999862674835,1.0502727147886213,0.8270897628960394,1.4441249828343543,1.575409072182932,0.8134255005352691
150,7.525,0.9692926059476836,0.9445758413207316,0.9649623702700998,0.8325306638770705,1.3186710235939652,1.134517464189322,1.1608251155328422,1.1904212232943028,1.1608251155328426,1.062271073189123,1.2047708512998594,1.3990887305417723,1.2436344271482418,0.9456803456439756,0.751362466402063,1.6711337614804505,1.502724932804126,0.7721161446612332
151,7.575,0.968749340134906,0.9449499399016736,0.9425113594116054,0.8293667669007972,1.398675977546172,1.2396617712822235,1.155286886325842,1.2104550803357834,1.1130994438476502,0.9843736578244536,1.0355099517374122,1.3423277152151645,1.1633506865198089,0.9332373639114953,0.8821010699985364,1.7002817726058748,1.5980091847799571,0.7834810745949728
152,7.625,0.970637716114229,0.9735117994738198,0.9927654320962936,0.8711619225057384,1.2714987905231798,1.0473050491211076,1.2554849518516025,1.1273742424789903,1.185024061696666,0.9715062127423116,1.1229097783644904,1.4635678010143918,1.2238454887792758,1.173377633571883,0.9084213937330706,1.4761847648162398,1.2112285249774275,0.8369681803654622
153,7.675000000000001,0.9711221261349644,0.9834357298673492,0.9935313865145378,0.8446710642204084,1.2992424879367923,1.1348614432343265,1.138022617170913,1.138022617170913,1.1538284868538418,0.9215300990895776,1.0585143030082984,1.394748258081522,1.3075764919514268,1.0709674124554545,1.0336080841139856,1.1207798502440804,1.6064511186831822,0.7925514655297419
154,7.725,0.9727119282258676,0.9654706180520144,0.9426088365680868,0.8942740211696668,1.3292840803175447,1.0578105709569197,1.076532881947308,1.2231909847053457,1.226311369870411,1.130903229520403,1.216950214375216,1.376751757677012,1.58572300661013,1.0079789654420983,0.8604698485481326,1.2784123464143686,1.3890441840848426,0.8030215700299052
155,7.775,0.9736679179996792,0.9409405909912768,0.9507782232464136,0.8629004166678617,1.2229111690769603,1.1181782226068937,1.2537149768622748,1.1613035535063332,1.1859465997345835,0.9707866695977696,1.1649440035173229,1.5047193378765424,1.1528091701473513,1.2134833369972111,0.8737080026379923,1.6017980048363196,1.3712361708068488,0.8499336352192723
156,7.825,0.9754966012181636,0.947807564812618,0.961519066654392,0.8530313528632174,1.1647569237616602,1.1434689382098804,1.222538598830777,1.2255797396238877,1.1556335013823258,1.042281890002721,1.0542621416119478,1.5095117027625615,1.4256499414979749,1.114163399658081,0.8026768578181873,1.2579264189688009,1.461590696325655,0.8592774342985127
157,7.875,0.9765611726722774,0.9448354558238552,0.9798084697110664,0.8644122669059856,1.2460980307852805,1.0629366334891304,1.213068926354827,1.1590213009231762,1.1470107174939208,0.910802576718558,1.1473746745675346,1.4076039822014093,1.3721181675240626,1.0409172305354952,0.8989739718261096,1.5968616604805892,1.4312611919863063,0.7966203294914506
158,7.925000000000001,0.9791903946365408,1.0153847605547288,0.979737681742056,0.9011710643234292,1.126653346704382,1.120723592248043,1.197810400180448,1.1948455229522783,1.2126347863212947,0.9227057313121216,1.1913415771371705,1.3314994097415431,1.366538867892637,0.7825478987077485,0.9343855506958194,1.1679819383697747,1.6001352555665915,0.7787340801334808
159,7.975,0.9793949092703452,0.9949922900631802,0.9779415653578406,0.8536831590145506,1.1418485318801328,1.2179717673388082,1.12720944813808,1.17698233286106,1.1945492333515235,1.1995176496518565,1.0957132376627536,1.3725250029670275,1.4186602971844078,1.0726455905540642,1.0149764727823405,1.153382355434477,1.384058826521373,0.7923030629372354
160,8.025,0.9832204128159088,0.9929529240011664,0.9473248902943288,0.9114218250811502,1.1739274108061588,1.2519964750715942,1.1797103044554496,1.0611609846449763,1.081401112417496,0.8315100110875097,1.2073980982914525,1.3213035792623438,1.3554752235536114,1.0023682325438472,0.8201194629904205,1.321303579262344,1.3099130311652547,0.909035476197289
161,8.075000000000001,0.9841168011972228,1.006982162838081,0.9345567009397638,0.8769668755338337,1.250818678036027,1.1451559129964537,1.162290415435303,1.0651949016151554,1.168001916248253,0.9112439933388244,1.3837408787737702,1.4737402855232833,1.203742065274742,1.1362425102126077,1.0912428068378504,1.2712416203368777,1.2824915461805677,0.9167541610989988
162,8.125,0.9859153595374864,0.9872080765570752,0.9951566117950552,0.8859997386689374,1.156491496266458,1.1959814497975076,1.1423879414339395,1.1057186988693937,1.1339258085344297,1.2334199771711003,1.0556297101914822,1.3445388940333611,1.2778675439160043,0.9778464683878996,1.0445178185052564,1.2889794356022308,1.5334410526992053,0.8493793940971424
163,8.175,0.9870594174405012,0.9662706202894764,0.9641768594654472,0.8865143929911937,1.1061660550396115,1.1089523675208206,1.1674649296261896,1.1758238670698142,1.1228839299268605,0.8781106001383077,1.1634965451832573,1.525717167740309,1.2952131352040033,0.932992512646952,1.064709102667698,1.361071430214376,1.4159533427230202,0.8279328515589754
164,8.225,0.9890972930969072,0.9969602288694506,0.997477324423843,0.9082989075915324,1.1285411591718817,1.0569751344439091,1.123036080346653,1.2028597233124694,1.1230360803466533,0.8024069439196978,0.9759003371996324,1.4855371799594403,1.171080404639559,1.290357112519514,0.9325269888796486,1.160237067559563,1.1168637192395792,0.9566478815678022
165,8.275,0.9917421451302476,0.9583837967335208,0.997720445106912,0.8757629024522193,1.1774901070938386,1.1557350935678554,1.093189429680654,1.1584544702586033,1.112225066515889,1.1034076936095238,1.1141203896639853,1.381937791025521,1.1676838699362928,1.242672742317522,1.039131517282756,1.231960046263061,1.0926949975550628,0.8874047609195677
166,8.325000000000001,0.9933926535425576,0.9983905280929848,1.0115139627393026,0.9029817816301966,1.1338336920581231,1.0532294011535168,1.0908447369089995,1.1445809308454034,1.1042787853931004,1.047855781759876,1.0161025762520008,1.354803435002668,1.2489594166430844,1.111362192775626,0.9631805670722094,1.100777790939668,1.1536998001194596,0.987265481454033
167,8.375,0.9957365622980336,1.0039609208491262,0.9875025450975008,0.876544528408343,1.1415744262595668,1.069894171587454,1.2291836264143698,0.9929042684211112,1.011488038150918,0.9621726665302625,0.9830894636287464,1.380508608499942,1.1817990360643442,1.0040062607272304,0.9307974708825364,1.0353814563749564,1.4328006012461518,0.9050783479196042
168,8.425,0.9970612089778468,0.9580741477989309,0.9615240032694004,0.9068639555554696,1.0493626310175057,1.1280648283438186,1.1647925204294314,1.044115817862418,1.062479663905224,1.064467093130637,1.2504904686291949,1.4261792121556105,1.167813412852058,1.1368095169356316,1.1058056210192055,1.1161402529913471,0.9404515094649316,0.984848244773828
169,8.475,1.000768371535981,1.0149882061379143,0.992097397266282,0.8741732036908777,1.0266471582178684,1.1251638047135222,1.161459411317184,1.1510892380018525,1.1147936313981903,0.919174452949882,0.990665799290428,1.4196138773337064,1.5319574215831364,1.1949267888348467,1.0621571456309746,1.2153528877892883,1.2459920362209511,1.000774633977066
170,8.525,1.0003404061695904,0.9881955271123688,0.9983037132153204,0.8871328103747141,1.0274508344616338,1.086381929705069,1.1248152526899182,1.0991930373666854,1.0889441512373923,0.999266397606078,1.0497343974851727,1.4433847965421118,1.3222615968322846,0.8781431978962506,0.8579559979446126,1.1708575971950002,0.989172797630259,0.9720754752222396
171,8.575000000000001,1.002534415401654,1.019997830018054,1.0242795373268985,0.9310632011239316,1.1446577255466668,1.0332308673076112,1.2105008690515635,1.0433605816929794,1.0914767250234814,1.0375283218953435,1.2270767653185313,1.2370529991829096,1.1771955959966398,1.1971480637253964,1.0674570234884784,1.1771955959966398,1.1073619589459918,0.9271789595587512
172,8.625,1.003341453273407,1.0035036259540415,1.0364208020631247,0.9452599959214204,1.0713491814597516,1.043814506235319,1.078858638339143,1.0112735264246255,1.011273526424625,1.074838424050175,1.3213609983736097,1.3903873191841714,1.0846993270231124,1.222751968644236,1.0748384240501752,1.09456022999605,1.203030162698361,0.95962685360106
173,8.675,1.006664535557773,1.0087034805334396,1.0324103365275437,0.9069800448590964,1.0664581016521073,1.1109969550853744,1.123368858816837,1.026868009711426,1.1283176203094225,1.0624840962110922,1.1794548223994694,1.2866779880721482,1.2866779880721488,0.9260182489913196,1.0332414146639983,0.9650084910541118,1.111221898789583,0.9912672255045636
174,8.725,1.007436399710414,1.0261258253462684,1.0513998604533197,0.9137790839597708,1.1105304981135635,1.078731166669783,1.1129766005323158,1.1912518779323904,0.951533840894661,0.9636161043569836,1.3586987071433458,1.3297902240126365,1.3201540629690662,1.0599777147926817,0.8768906549648546,0.838346010790576,1.1852478083590894,1.0610593247057356
175,8.775,1.008542155671939,1.0521728337345244,0.9694891309108274,0.9342081353378284,1.076146215026603,1.0495448479135858,1.0906560516337032,1.2188262749964225,1.1486953980621044,1.0669859646433322,1.0955659458391356,1.1908325498251475,1.228939191419552,1.0288793230489273,1.0479326438461296,0.9145593982657138,0.9526660398601186,1.0425860487244665
176,8.825000000000001,1.009061913749501,1.050165802051526,1.028156339134279,0.9479356239350856,1.0902872908105656,1.0592045390988605,1.1691896605402776,1.073550424504263,1.0855053290087646,0.8759684573298607,1.0266727080532774,1.2621480998086163,1.177376958776695,1.3092431781596845,0.960739598361783,0.9607395983617824,1.167957943106481,0.9261391326344676
177,8.875,1.009806276208847,1.0237101570445195,1.024598408807682,0.9551835522705576,1.028390560565798,1.0236623281034267,1.1465963721250858,1.1915145805176148,1.0969499312701847,0.8568130340903478,1.2572799956760532,1.201400884757118,1.0151371816939991,0.9965108113876872,1.024450366847155,1.0710162926129347,1.0803294777660912,0.9659103458844612
178,8.925,1.0114781606694303,1.0012930835643117,1.0531143922750952,0.933287596873069,1.06365431947051,1.1197591626953285,1.1407984789046353,1.0332641960570672,1.0753428284756807,0.9577493439388132,1.2616505780732443,1.2708597063803484,1.2432323214590364,1.114304525159581,1.1695592950022042,1.0866771402382691,0.9485402156317096,1.0202398574513052
179,8.975,1.0118469904999643,1.0301218560243453,1.0544417649355435,0.9574952449262004,1.044900877593458,1.121187888568202,1.1396817094105636,1.007913235908734,1.061082970830525,0.9744282118077904,1.0381758518325992,1.2567391890605146,1.038175851832599,1.074603074703918,1.1747779376000462,0.910680571782982,1.1110302975752375,1.05490263784494
180,9.025,1.012658034212801,1.047514933514568,1.0488033897673537,0.9574694113028576,1.0882235436346257,1.0470722331610471,1.099654463210619,1.0447860492458485,1.0836511758042275,1.1257723824842545,1.1978218149632465,1.170803277783624,1.0807414871848835,1.1257723824842545,0.9096240850472768,0.990679696586144,0.8555870106880331,0.9522655859021916
181,9.075,1.0135233098085703,1.080604310641525,1.0487468722381783,0.9214788192591112,1.0468713676593553,1.0762651641595102,0.9993890810052598,1.0853094092364814,1.0039112035437452,1.0777725383390044,1.0154220609144342,1.3182672369766335,1.068865327278352,1.1846590710668397,1.0866797493996574,0.9887004277324756,1.0599581162176983,1.0197847765359798
182,9.125,1.013858686147998,1.0402261379926805,1.0087168648305431,0.9783080291629328,1.0376666154958172,1.057793769675693,1.1002844284998754,1.0868663257132918,1.0712118724622774,0.9778950667192172,1.3214798198908335,1.2686206270952007,1.3302896853567727,1.1629022415039338,0.9162260084576446,0.8897964120598277,0.8809865465938894,1.0116062866143918
183,9.175,1.0138375800756234,1.0571773286453765,1.044710614864181,0.9782946694188694,1.0086914018163586,1.1347778270434037,1.0485081676775307,1.0750526782516456,1.063992465512431,0.9149812356986504,1.2025467669182268,1.3158301580047258,1.0979774828383808,1.1154056968516883,1.0544069478051117,0.888838914678689,0.8888389146786895,0.9976763328026091
184,9.225,1.0152887996290365,1.0523255310366,1.08397750989981,0.975395714050442,1.124698207582171,1.0656187297519786,1.1137575635395425,1.0371730552411456,0.958400418134223,1.1205871776994856,1.46538323237625,1.3619444159732208,1.172306585901,1.1895463886348383,1.0516279667641324,0.8016508271234779,0.7585513202888824,1.0072090872713355
185,9.275,1.0164326352929376,1.0324707746390538,1.0706953720459351,0.9745008067389908,1.1212631986972963,1.0714773809945206,1.192695024096931,1.032514567140174,1.0411729702189176,1.2535006275362903,1.25350062753629,1.1000107547767448,1.0403202487035872,1.176755691156517,0.9635753123238144,0.7503949334911119,0.9038848062506576,1.0365787155240744
186,9.325,1.0146967404645233,1.0347041655764198,1.0693015832434387,0.950633537815258,1.0792908913140231,1.0257546367845578,1.0407447880528085,1.05359348913988,1.0471691385963442,1.02919393556039,1.0291939355603903,1.1388621418086289,1.2569663639221156,1.1472981576738777,1.0798100307518848,0.9701418245036466,0.9532697927731482,1.0311738168348874
187,9.375,1.015364119926876,1.0491697935343784,1.0563340789227016,0.9342608070598032,1.09535187934526,0.9978931047806912,1.112301231443446,1.0211984639156968,1.057215837124342,0.909743633451868,1.143439245714733,1.1517855175812644,1.20186314878045,1.11005415824861,1.085015342649017,0.9013973615853372,0.8012420991869664,1.110139324288065
