,r ($\AA$),g_full(r),O (DOL),O (DOL),O (DMSO),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
32,1.625,0.2022623410911337,0.0,0.0,1.2720390749551658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,1.675,0.5687607158149766,0.0248916395205041,0.0414860658675068,16.50835951314428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,1.725,1.186355357366997,0.1329947311223873,0.2894591206781371,67.43633570397844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,1.775,1.5031324192466209,1.145250224028766,1.027030846064506,118.45464494221282,0.0,0.0786613553377574,0.0393306776688787,0.0393306776688787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,1.825,1.488789810218986,1.964027372580771,2.1317734826944323,118.92123595681848,0.0,0.2232313619204859,0.2232313619204859,0.2232313619204859,0.1488209079469906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,1.875,0.9212596679929934,2.7082524657189517,2.906901790832811,82.0822122862589,0.0,0.4582177765959696,0.2819801702129043,0.5639603404258087,0.5287128191491957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,1.925,0.3705964947122217,2.663631190509544,2.594527551133117,47.34733036075704,0.0,0.7022476135791855,0.5016054382708469,0.7022476135791855,0.902889788887524,0.395204284698243,0.0,0.0,0.0,0.0,0.5269390462643241,0.0,0.0,0.0
39,1.975,0.5551770901058529,2.124646691912789,2.184327778764274,22.923847245614503,0.0,0.6989114355592114,0.6989114355592114,0.6671427339428837,0.4447618226285891,1.8772414591466424,0.0,0.0,0.0,0.0,4.630528932561716,0.0,0.0,0.0
40,2.025,0.8945649078553024,1.674726974756724,1.54983208172402,11.422105635942527,0.0,0.6043864753750474,0.6043864753750474,0.4532898565312855,0.4230705327625331,8.452253284411649,0.0,0.0,0.0,0.0,11.904582090720623,0.0,0.0,0.0
41,2.075,1.0737780720020842,0.9353690727009852,0.9461825879923262,5.510573744018138,0.0,0.230244694818704,0.460489389637408,0.4892699764897459,0.460489389637408,14.625770954960869,0.0,0.0,0.0,0.1133780694183011,23.35588230017008,0.0,0.0,0.0
42,2.125,1.057201746818417,0.5361540030519708,0.6805031577198094,2.7450261315185385,0.0,0.439075230901732,0.3841908270390157,0.4116330289703738,0.3567486251076574,19.45901591496313,0.1081056439720173,0.0,0.0,0.1081056439720173,24.215664249731898,0.0,0.0,0.0
43,2.1750000000000003,0.9831281825445296,0.45765627236774,0.4281300612472407,1.3201381441952478,0.0,0.3143405860828546,0.1833653418816651,0.1833653418816651,0.3143405860828546,16.09804819636437,0.1031926166433613,0.0,0.0,0.6191556998601679,28.79074004349779,0.0,0.0,0.0347485341758257
44,2.225,0.9366585165589064,0.2257132476432583,0.2821415595540729,0.7024123349015787,0.0,0.3003722449406438,0.1251551020586015,0.1752171428820422,0.2002481632937625,11.241203712172574,0.295821150320331,0.0,0.098607050106777,1.0846775511745472,21.989372173811265,0.0,0.0,0.0
45,2.275,0.7882499465079379,0.2069053245432682,0.1934114990295768,0.4616301775834163,0.0,0.0478857807973049,0.1197144519932622,0.0957715615946098,0.2154860135878721,10.658213938066805,1.0375252506082733,0.0943204773280248,0.6602433412961738,0.8488842959522236,15.279917327140032,0.0,0.0,0.3176097705943693
46,2.325,0.6363265239637502,0.1593430738309892,0.103357669511993,0.2756963387203162,0.0,0.1604694074090046,0.0229242010584292,0.0687726031752876,0.0458484021168584,7.224596697201937,1.2643044220103394,0.3612298348600969,0.1806149174300484,2.167379009160582,9.753205541222613,0.0,0.0,0.3953255080484223
47,2.375,0.6490679511043081,0.0825431134737158,0.1031788918421448,0.1761404588839997,0.0,0.0878766684981713,0.0878766684981713,0.0219691671245428,0.0659075013736285,3.807988968254092,1.298178057359349,0.1730904076479132,0.3461808152958264,2.163630095598914,5.62543824855718,0.0,0.0,0.815997636054448
48,2.4250000000000003,0.7950197785435541,0.0593808631610722,0.079174484214763,0.1045893773856106,0.0,0.0421451869820123,0.0421451869820123,0.1053629674550307,0.0842903739640246,2.5734106596592365,1.3282119533725092,0.1660264941715636,0.4980794825146909,1.5772516946298547,3.071490142173928,0.0,0.0,2.040601145200492
49,2.475,0.9009782989134452,0.0722075388856486,0.0342035710510967,0.104268154922286,0.0,0.0,0.1011490220827305,0.0202298044165461,0.0202298044165461,2.3111018984963283,1.3547838715323297,0.6375453513093315,0.7969316891366645,1.5938633782733296,1.514170209359663,0.0,0.0796931689136664,2.9519000322103
50,2.5250000000000004,0.8741912895718772,0.032862429851864,0.032862429851864,0.0667864947356532,0.0,0.0583097473268973,0.0777463297691964,0.0194365824422991,0.0583097473268973,1.0719569710601318,1.761072166741645,0.4594101304543423,0.4594101304543423,2.4501873624231583,1.684503811665921,0.0,0.0,4.512063781248005
51,2.575,0.8159322061852177,0.0386205711080772,0.0280876880786016,0.0713534513597368,0.0,0.0373782310584467,0.0560673465876701,0.0373782310584467,0.0373782310584467,0.5889903075876459,1.7669709227629375,0.3681189422422787,1.03073303827838,2.724080172592863,0.9571092498299244,0.0736237884484557,0.0,6.594587908168819
52,2.625,0.8206896619190641,0.0236494155624929,0.0337848793749898,0.0789603730003434,0.0,0.0,0.0539518535249838,0.0179839511749946,0.0179839511749946,0.4250752095907816,1.4877632335677362,0.1416917365302605,0.4959210778559119,2.6921429940749517,0.1416917365302605,0.1416917365302605,0.0708458682651302,6.4173344141792
53,2.6750000000000003,0.8575091120133426,0.0227736132859268,0.0227736132859268,0.0495888621581541,0.0,0.0173179564767707,0.0346359129535414,0.0,0.0,0.2728890111491148,1.6373340668946887,0.3411112639363935,0.4775557695109508,2.7288901114911472,0.4093335167236722,0.0,0.0682222527872787,7.305350211731656
54,2.725,0.8972730238121958,0.0188104927091319,0.0376209854182638,0.0573429998005255,0.0,0.0166882832752811,0.0667531331011246,0.0333765665505623,0.0,0.1314834439870637,1.3805761618641688,0.1972251659805955,0.3287086099676592,1.972251659805954,0.4601920539547229,0.0,0.0,6.729805663664403
55,2.7750000000000004,0.9235383119736534,0.0302312701603496,0.0241850161282797,0.0706550507888583,0.0,0.0160923376545861,0.0160923376545861,0.0,0.0321846753091722,0.0633940574271574,1.394669263397464,0.4437584019901022,0.5071524594172596,2.092003895096196,0.1901821722814724,0.1267881148543149,0.0,5.678296286689676
56,2.825,0.9227141848280336,0.0262535711388338,0.0233365076789634,0.0533552752660001,0.0,0.0931665191183233,0.0310555063727744,0.0621110127455488,0.0465832595591616,0.3670196207691524,1.5904183566663268,0.3058496839742937,0.7952091783331636,2.079777851025196,0.4281895575640112,0.1223398735897175,0.0,3.089705991168884
57,2.875,0.9236291750385888,0.0168989112341037,0.0197153964397876,0.0686874982320104,0.0,0.0599694696102552,0.0149923674025638,0.0,0.0,0.2362433651313085,0.7677909366767529,0.2953042064141356,0.4724867302626171,2.657737857727219,0.1771825238484814,0.0590608412828271,0.1771825238484814,3.1422778209046984
58,2.9250000000000003,0.9432661848404652,0.0217681634402876,0.0244891838703235,0.0691243075471688,0.0144842010583452,0.0144842010583452,0.0,0.0144842010583452,0.0144842010583452,0.0570589738662084,1.4264743466552114,0.1711769215986254,0.3994128170634591,1.7688281898524627,0.0,0.0570589738662084,0.1141179477324169,2.0750834985629285
59,2.975,0.9670612460621149,0.0184122980214908,0.0184122980214908,0.0962213485024919,0.0,0.0420043194424339,0.0420043194424339,0.0140014398141446,0.0140014398141446,0.0,1.378929678665761,0.3309431228797829,0.2757859357331524,2.42691623445174,0.0551571871466304,0.1103143742932609,0.0,1.4301470667304912
60,3.0250000000000004,0.9892240468559228,0.0305291504473317,0.0381614380591646,0.09306683748702,0.0,0.0541696720757783,0.0,0.0541696720757783,0.0270848360378891,0.0,1.4937697451199483,0.2133956778742782,0.3734424362799869,1.9739100203370752,0.0533489194685695,0.1066978389371391,0.0,1.1137947880887076
61,3.075,1.0148981956165597,0.0467786743939722,0.0320064614274547,0.1225883987441697,0.0131056043241412,0.0131056043241412,0.0393168129724236,0.0393168129724236,0.0262112086482824,0.0516281382466169,1.34233159441204,0.2065125529864677,0.1548844147398507,1.7553567003849744,0.0516281382466169,0.1548844147398507,0.0516281382466169,0.938789207708891
62,3.125,1.0273681984176275,0.0381421169112437,0.0166871761486691,0.1574552513461586,0.0126895888954714,0.0253791777909429,0.0253791777909429,0.0380687666864144,0.0,0.0,1.5996572668230735,0.1999571583528841,0.5498821854704313,1.949582293940621,0.049989289588221,0.1499678687646631,0.1999571583528841,0.9426551750921676
63,3.1750000000000003,0.9925082909125552,0.034640882146622,0.0369502742897301,0.2041624736911633,0.012293072023314,0.0368792160699422,0.012293072023314,0.0245861440466281,0.012293072023314,0.0484272534251766,1.4528176027553004,0.14528176027553,0.29056352055106,1.8886628835818904,0.0,0.0968545068503533,0.0,0.8805853633027029
64,3.225,0.9108864450958836,0.0447667923326321,0.0604351696490534,0.2433709523845386,0.0119148539593005,0.0834039777151039,0.0595742697965028,0.0834039777151039,0.0238297079186011,0.0469373034760325,1.5019937112330422,0.1877492139041301,0.0469373034760325,1.595868318185107,0.0,0.093874606952065,0.0469373034760325,0.7744655073545366
65,3.2750000000000004,0.8293384172441834,0.05860394315825,0.054262910331713,0.2734914425693763,0.0115538258306293,0.0462153033225174,0.0577691291531467,0.0693229549837761,0.0115538258306293,0.0455150714539944,0.864786357625894,0.2730904287239666,0.3186055001779611,1.319937072165838,0.0910301429079888,0.1820602858159777,0.0455150714539944,0.8582842045610374
66,3.325,0.7774444854562458,0.0779120012016,0.0737005416771892,0.2781665923759151,0.0448358460137274,0.0448358460137274,0.0224179230068637,0.0112089615034318,0.0560448075171592,0.0441565150135194,0.7506607552298302,0.1766260600540777,0.3532521201081555,1.810417115554296,0.0,0.1324695450405583,0.1324695450405583,0.594761222631078
67,3.375,0.768820200518489,0.0878834457877461,0.079708241528421,0.3156757286390838,0.0108793102835635,0.0543965514178178,0.0435172411342542,0.0761551719849449,0.0543965514178178,0.0428578889958564,0.8571577799171299,0.0,0.2571473339751389,1.7571734488301158,0.0857157779917129,0.2571473339751389,0.0857157779917129,0.490679096462765
68,3.4250000000000003,0.7793487855598474,0.0555678105523204,0.093274539141395,0.3589584976186609,0.0105639903577488,0.0528199517887442,0.063383942146493,0.0422559614309953,0.0211279807154976,0.0,0.6242357938669768,0.2496943175467907,0.4161571959113179,1.581397344463009,0.0832314391822635,0.2496943175467907,0.2080785979556589,0.4063902413133992
69,3.475,0.8044109517333278,0.0983212031270538,0.1214556038628311,0.4251045217923725,0.0410487315619433,0.0410487315619433,0.0718352802334009,0.0718352802334009,0.0307865486714575,0.0808535621674642,1.0106695270933037,0.2829874675861248,0.7276820595071786,1.4957909000980885,0.0808535621674642,0.1617071243349285,0.1617071243349285,0.3539405935698178
70,3.5250000000000004,0.8497529787461382,0.1105402916340667,0.1180345486940034,0.4702453721411981,0.0299193801085166,0.0498656335141943,0.0299193801085166,0.0498656335141943,0.0299193801085166,0.1964403744498565,1.4143706960389673,0.2357284493398279,0.5500330484595986,2.003691819388536,0.1964403744498565,0.1178642246699139,0.1178642246699139,0.2778228152933685
71,3.575,0.905057472814328,0.1275066944554045,0.1001838313578178,0.6089614875870157,0.0387844538739076,0.1454417020271536,0.0290883404054307,0.0678727942793383,0.0290883404054307,0.0381968106333939,1.069510697735029,0.3437712957005451,0.4201649169673329,1.4514788040689686,0.0763936212667878,0.1909840531669695,0.1145904319001817,0.2057950613717548
72,3.625,0.9697999325807494,0.1381865626801936,0.1452730530740497,0.6534867991832128,0.0943048337028539,0.0660133835919977,0.0754438669622831,0.0282914501108561,0.0282914501108561,0.0371503890344576,0.5201054464824066,0.2600527232412034,0.482955057447949,1.820369062688423,0.0371503890344576,0.297203112275661,0.1114511671033728,0.1626277234263502
73,3.675,1.0165556361929926,0.1878880808486782,0.1740981299607017,0.6078006914508888,0.0550537270066133,0.0734049693421511,0.08258059050992,0.1376343175165333,0.1101074540132267,0.2530247049293846,1.0843915925545062,0.1084391592554505,0.5783421826957363,1.8434657073426584,0.0361463864184835,0.072292772836967,0.144585545673934,0.1217174236540771
74,3.725,1.0440637607779963,0.2281780961326264,0.2214669756581374,0.8098183920574671,0.098240478945789,0.1250333368400952,0.1071714315772244,0.0178619052628707,0.0625166684200476,0.1407301626771634,1.583214330118088,0.4221904880314904,0.6684682727165265,1.5128492487795062,0.246277784685036,0.2110952440157452,0.0703650813385817,0.0947774564968651
75,3.775,1.0398878143676775,0.2352428052596805,0.2287082828913562,0.833329118354633,0.1304391195830919,0.113047236972013,0.0869594130553946,0.0608715891387762,0.1043512956664735,0.0685134769527351,0.8564184619091898,0.1712836923818379,0.411080861716411,1.2332425851492337,0.3425673847636759,0.0685134769527351,0.1027702154291027,0.0922834587526637
76,3.825,1.0169455322122865,0.3102842038651209,0.3452906268652885,0.8375558912660555,0.1101111123459814,0.0762307700856794,0.1270512834761323,0.1101111123459814,0.1185811979110569,0.2669360299296519,0.9009091010125756,0.533872059859304,0.3670370411532714,1.4681481646130865,0.3336700374120648,0.0333670037412064,0.0333670037412064,0.0786507945328438
77,3.875,1.00181036041951,0.3379879156795078,0.3457399320941755,0.9310888860908786,0.1072879071789996,0.0825291593684612,0.1402995709263842,0.0990349912421535,0.0495174956210767,0.2600918961915143,1.4630169160772686,0.4876723053590892,0.45516081833515,1.2354365069096935,0.3576263572633322,0.0975344610718178,0.1300459480957571,0.1094774563051016
78,3.925,0.9983651910622112,0.4488129429484616,0.4110340756969076,0.9551207728565558,0.1689238458152561,0.1126158972101707,0.1367478751837787,0.0884839192365627,0.0804399265786933,0.4119499270242175,0.8872767658983147,0.4119499270242175,0.5387037507239768,1.3626036047724115,0.2535076473995184,0.0950653677748194,0.1267538236997592,0.0106706025053368
79,3.975,0.9973610733640876,0.4582205005464222,0.4773744121448254,0.8923174142497179,0.1725438758426596,0.0941148413687234,0.1490151655004788,0.1333293586056915,0.1882296827374468,0.3398591493870568,0.8341997303136851,0.3089628630791425,0.6488220124661993,1.328540311240314,0.3089628630791425,0.123585145231657,0.123585145231657,0.0520192575592433
80,4.025,0.9904284563102056,0.4871429957309671,0.4871429957309671,0.9213934192382274,0.1835822753142703,0.0917911376571351,0.1912315367856983,0.1682837523714145,0.1223881835428469,0.2712010885324448,1.0546708998483965,0.2109341799696793,0.6930694484718033,1.5066727140691387,0.4821352685021241,0.1506672714069138,0.0602669085627655,0.0101469795029146
81,4.075,0.9814960614518672,0.4808698673672122,0.4990952559263194,0.8419376041788298,0.1343286626581294,0.1641794765821583,0.1119405522151079,0.2238811044302158,0.1044778487341007,0.4409779329686071,0.911354394801788,0.646767635020624,0.9113543948017876,1.2935352700412468,0.6467676350206238,0.1763911731874428,0.1175941154582952,0.0593970277059756
82,4.125,0.9722563909039228,0.4569696555281758,0.4323425483440227,0.8369439402189,0.2257695313309633,0.1529406502564591,0.1602235383639095,0.1456577621490086,0.2039208670086121,0.8033246276096844,0.7746344623379099,0.4016623138048422,0.717254131794361,1.233677106686301,0.4877328096201655,0.1434508263588721,0.0286901652717744,0.0676268181406111
83,4.175,0.9704041009111172,0.3886592042719858,0.4380763539560527,0.7396588416021348,0.2914892662861428,0.1350803916935782,0.2275038175891846,0.1777373574915503,0.1564088745925643,0.6161561726373749,0.8682200614435731,0.4761206788561533,0.7841987651748406,0.9242342589560616,0.4761206788561533,0.2520638888061988,0.1400354937812215,0.0188619236521645
84,4.2250000000000005,0.9711175203021504,0.3586479206234192,0.3808188829892304,0.7023773134045929,0.2290932563736054,0.2290932563736054,0.1874399370329499,0.1735554972527314,0.1388443978021852,0.4102220844155471,0.6837034740259117,0.5469627792207294,0.519614640259693,1.121273697402495,0.5469627792207294,0.2734813896103647,0.2461332506493282,0.027627201603496
85,4.275,0.9753924843914604,0.3885230317965273,0.3681414957022829,0.6044951110829917,0.2169849688802596,0.1695195069377028,0.2305465294352759,0.1559579463826866,0.1898618477702272,0.5609554593211258,0.5876676240507032,0.5609554593211258,0.8815014360760541,0.8815014360760541,0.641091953509858,0.2404094825661967,0.1869851531070419,0.0089949126130209
86,4.325,0.983918229946267,0.3795918657428446,0.3584342863407841,0.5020726305304986,0.2981208246969026,0.1722475876026547,0.1523728659561945,0.1523728659561945,0.1391230515252211,0.7568454606783316,0.4436680286735047,0.4958642673409759,0.8351398186795381,0.4436680286735047,0.7829435800120671,0.1826868353361489,0.1826868353361489,0.0439407111231262
87,4.375,0.9914045570947712,0.3539372447976457,0.37947910782428,0.4325738916894494,0.3366660802748739,0.213653474020593,0.1424356493470621,0.2589739079037491,0.1359613016494684,0.5611101337914566,0.331565079058588,0.6121201459543163,0.9436852250129044,0.510100121628597,0.5866151398728865,0.2550500608142985,0.178535042570009,0.0343536816607014
88,4.425,1.0003078597778376,0.4042424010197436,0.4565561235046516,0.3479480588823993,0.2784699689196639,0.1645504361798013,0.177208162039786,0.2594833801296867,0.1835370249697784,0.5485014539326708,0.2493188426966685,0.6980927595506721,0.8227521808990065,0.3989101483146697,0.8476840651686735,0.2742507269663354,0.1246594213483342,0.0335817216693472
89,4.4750000000000005,1.009093316343761,0.4289729300761976,0.4417607409998781,0.2870574200617335,0.191835048905453,0.1608939119852186,0.2227761858256875,0.1856468215214061,0.2103997310575937,0.4388015781415056,0.2681565199753645,0.560690905403035,0.9507367526399284,0.341290116332282,0.7069580981168704,0.341290116332282,0.2681565199753645,0.0328354922418813
90,4.525,1.017505261739346,0.4400109635038999,0.4388739842700395,0.25995252086936,0.1634101538880314,0.2420891168711576,0.1936712934969262,0.2239324331058208,0.2481413447929366,0.4291579799079614,0.2622632099437542,0.5722106398772818,1.2397897197341106,0.1907368799590939,0.6914211898517155,0.3814737599181879,0.2861053199386409,0.0321138624420923
91,4.575,1.0254510037858746,0.519426950856737,0.4348949417237343,0.2463899986430203,0.1361752487207349,0.1894612156114573,0.254588508477896,0.1716992266478832,0.2249851935386056,0.5597717733974875,0.2099144150240578,0.9329529556624788,1.0728958990118502,0.3498573583734297,0.6297432450721735,0.2798858866987437,0.3965050061565536,0.015707881396358
92,4.625,1.0327015028787816,0.5256704270813635,0.5256704270813635,0.2311381768010248,0.0695201023488396,0.2027669651841156,0.2433203582209388,0.2664937256705521,0.1969736233217123,0.4564451164317756,0.2282225582158878,0.7531344421124297,1.3236908376521492,0.2738670698590654,0.5933786513613083,0.3195115815022429,0.1825780465727102,0.0
93,4.675,1.0382278708484458,0.5432464843535804,0.5645502680537207,0.2392092693707688,0.1134016793884396,0.2268033587768793,0.2721640305322551,0.2494836946545671,0.2664939465628332,0.2680403330999484,0.3573871107999312,0.8264576937248415,1.273191582224756,0.2233669442499569,0.6030907494748842,0.3573871107999312,0.2903770275249441,0.0526507797160612
94,4.7250000000000005,1.041582006262682,0.6037609272236467,0.6079319871699237,0.2341734727254361,0.0555071823619985,0.2664344753375933,0.3108402212271921,0.3108402212271922,0.2608837571013933,0.3717299182424753,0.3717299182424753,0.6997269049270125,0.9402580284956732,0.3061305209055679,0.4154628498004137,0.5685281102531978,0.1967981920107222,0.0368159883013255
95,4.775,1.0385955417231338,0.6218142795915387,0.6116038644915135,0.2292950370157217,0.0760911549915729,0.3206698674644858,0.2771892074693012,0.2663190424705051,0.3641505274596702,0.2569311726988175,0.1926983795241131,0.727971655979983,1.0705465529117395,0.4496295522229306,0.3639858279899915,0.3639858279899915,0.3211639658735219,0.014419606631056
96,4.825,1.0418928061689658,0.6849930549915065,0.7029928724949331,0.2448903218046525,0.0851683672640758,0.3566425379183177,0.2927662624702608,0.3566425379183177,0.3992267215503556,0.2096948436426109,0.2726032967353941,0.8178098902061826,1.111382671305838,0.2726032967353941,0.1677558749140887,0.5871455621993102,0.3984202029209606,0.0070611528981695
97,4.875,1.0435980062059202,0.7562377830568496,0.6984424084449918,0.2319294910504861,0.0521439364164348,0.3545787676317567,0.3545787676317565,0.3754363421983305,0.3962939167649044,0.3081232606425694,0.2259570578045508,0.7189542748326618,0.9038282312182034,0.3492063620615786,0.2259570578045508,0.4519141156091017,0.492997217028111,0.0345852639496761
98,4.925000000000001,1.0483636510924277,0.7639958270217676,0.7179257268998515,0.2438242572531631,0.0664177276757616,0.4036154220296289,0.3678520302042187,0.3933973100795117,0.3627429742291602,0.1811392572975318,0.4427848511717445,0.7446836133342978,1.046582375496852,0.4025316828834041,0.3421519304508935,0.6843038609017872,0.5434177718925955,0.0406639149035275
99,4.9750000000000005,1.0519128258315644,0.7515382205106947,0.7863403658910394,0.2590195629426861,0.0450619046629498,0.3604952373035988,0.5357359776595148,0.4005502636706655,0.365502115599482,0.2564128581831153,0.3353091222394584,0.8284107725916035,1.143995828816977,0.3353091222394585,0.1380684620986005,0.4931016503521447,0.3155850562253726,0.092984882637833
100,5.025,1.0572509985294996,0.8491375245543045,0.806726746997846,0.3007339219872048,0.0687082964827704,0.4760503399163375,0.3926188370444021,0.4318807207488423,0.4760503399163375,0.2900025500896153,0.5413380935006155,0.8893411536081535,1.1406766970191538,0.4446705768040769,0.2320020400716922,0.5800051001792309,0.4640040801433845,0.0390615679712543
101,5.075,1.058909441644693,0.8207376585790485,0.8071792170826986,0.2985113551178753,0.0673611185726348,0.4955853723558139,0.370486152149492,0.4282242537831791,0.4426587791916009,0.3032708368638106,0.3032708368638106,0.9098125105914314,1.1941289201512542,0.3411796914717869,0.2464075549518461,0.6254961010316089,0.4738606825997039,0.0446782929308292
102,5.125,1.0622269376950075,0.8251874519836215,0.8703910610611344,0.2945165263452238,0.061335093101253,0.5331435015724313,0.5897605105889728,0.5472977538265664,0.4057552312852131,0.3345550532795621,0.5390053636170723,1.1151835109318742,1.2452882538739265,0.4460734043727494,0.4089006206750204,0.464659796221614,0.4089006206750203,0.0876215615732186
103,5.175000000000001,1.0628187294034106,0.8892946211702476,0.8414830823976539,0.3180032182359792,0.1203112175659454,0.5275184154814537,0.5645372516555911,0.5506551880902896,0.5784193152208926,0.309892530094102,0.4739532813203911,0.9114486179238293,1.184883203300978,0.619785060188204,0.1822897235847659,0.8385327284899228,0.6197850601882039,0.0491066194146716
