,r ($\AA$),g_full(r),O (DOL),O (DOL),O (DMSO),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
104,5.2250000000000005,1.0643324084735462,0.8706507068477114,0.901349458509335,0.3388082327699783,0.1134804281508732,0.6082550948886807,0.6536472661490301,0.5583237065022966,0.608255094888681,0.500689404205065,0.4649258753332747,0.8583246929229693,1.0371423372819206,0.3576352887179036,0.4649258753332747,0.6437435196922264,0.6437435196922265,0.0722569256797397
105,5.275,1.0653240287731405,0.9236661165499012,0.9496023933733138,0.3723737274439345,0.0979786298659119,0.650221816382871,0.5967789273651009,0.6591289645524997,0.5611503346865876,0.4736983344756904,0.526331482750767,1.0526629655015347,1.0702073482598935,0.5438758655091261,0.2807101241337426,0.8245859896428689,0.6842309275759971,0.0649858259314722
106,5.325,1.067174138304029,0.8932655782065683,0.9474526445315994,0.3837677869573223,0.1529616254536417,0.5768838445680196,0.5856245088796559,0.6992531449309324,0.6730311519960225,0.4992773402253065,0.550926720248614,0.7403077803340752,1.1362863605127664,0.4820608802175373,0.4648444202097681,0.8608230003884595,0.7575242403418444,0.0869606908555688
107,5.375,1.063617513118436,0.94924723348239,0.9154031046145968,0.4143272991859146,0.1501290844648263,0.7806712392170969,0.6991725933647627,0.7592242271506932,0.7334878126710087,0.4393387926329982,0.490031730244498,1.030756398100496,1.0983469815824956,0.4393387926329982,0.4731340843739981,0.8448822935249967,0.6928034806904972,0.1194904957985352
108,5.425000000000001,1.0643339674533456,0.9452778130203316,0.9429047306445486,0.4565610701399237,0.147374500362745,0.7958223019588229,0.7158190017619039,0.8252972020313714,0.7916116019484587,0.563978607448773,0.6137414257530766,0.696679456260249,0.9786687599846357,0.7464422745645525,0.597153819651642,1.0118439721875043,0.8791431233760285,0.1284693166427427
109,5.4750000000000005,1.0596536046391427,0.9366345224415789,0.9490608510975204,0.4979791905537901,0.1612316143108388,0.7730849199006893,0.7606824880306252,0.9301823902548396,0.7937556396841302,0.7002989308450577,0.6677268875499389,0.9283032339108904,0.9771612988535688,0.6025828009597008,0.7002989308450578,0.9934473205011282,0.9283032339108904,0.1316176443353786
110,5.525,1.0575736822954758,1.01509022415832,0.960941910172414,0.5029563193642782,0.1948635316745231,0.763215499058549,0.9134228047243278,0.8728262356254689,0.8687665787155827,0.5757331617656369,0.4797776348046975,0.8635997426484553,1.08749597222398,0.655696100899753,0.4158072834974046,1.2474218504922128,0.9435626817825712,0.1507872566529049
111,5.575,1.052756236014234,0.998462166786974,1.0074505733897074,0.497019728587467,0.2511913937517738,0.8891377905816753,0.8093944909779376,0.9250222754033574,0.8293303158788722,0.9267137999404078,0.8638857457071598,0.911006786382096,1.036662894848592,0.8952997728237837,0.7539366507989756,1.2565610846649602,1.2094400439900244,0.174540181275528
112,5.625,1.050673450637816,0.9771118504800724,0.9638678645548904,0.5472884325734414,0.1762468896197257,0.9791493867762536,0.9556498014936236,1.092730715642299,0.9125672284754682,0.9565992796868614,0.8485961352060868,1.0028863416071934,1.3577538163297382,0.8794541764863081,0.6943059288049804,1.0954604654478572,1.1571765480083,0.1558645962623425
113,5.675000000000001,1.0477548903597238,1.0279196632562604,1.015630890910722,0.5589889420773063,0.300135192815752,1.06971261029204,0.9658196589327408,0.9081013526220194,0.9619717718453594,0.8791838981471529,0.9398172704331634,0.9852922996476712,1.0004506427191735,0.682125438217619,0.6972837812891215,1.288459161077724,1.1065590442196924,0.2399039806520468
114,5.7250000000000005,1.0456242626349967,1.0249595046585012,1.0398757552460465,0.5932956663317336,0.2835726760049906,1.0435474476983662,0.9868329124973674,1.0322045406581657,0.8469370590015718,0.9830519434839669,0.938367764234696,1.1022097548153575,0.983051943483967,1.0873150283989337,0.95326249065112,1.1915781133138998,1.4596831888095283,0.2106539878894213
115,5.775,1.041842057992976,1.013570693598863,1.0603401402043198,0.6171143760130938,0.3827254966992615,1.0850082042347986,0.9623874140301806,1.0701450781493898,1.021839918371814,1.141758322015448,0.7904480690876179,0.8050859962929441,1.1124824676047955,0.9661031955515328,0.8489997779089229,1.2881375940687103,1.3174134484793631,0.2365967009513958
116,5.825,1.035715448278762,1.029178847478171,1.099163009106686,0.6212069117447974,0.4565331810608295,1.1468113508248037,1.1322022890308567,1.070113776406584,1.157768147170264,1.280506401181528,1.093466140334788,0.8632627423695692,1.093466140334788,0.8200996052510909,1.1366292774532665,1.6545869228750067,1.4531589496554411,0.2373972541516313
117,5.875,1.034073827500274,1.0481580394878771,1.083231538878719,0.684699839514422,0.3949400552708503,1.0986514264807292,1.2602178127278951,1.1525068885631182,1.087880334064251,1.6123998950727287,0.891063099908613,1.032501687195695,0.975926252280862,0.9476385348234456,1.1880841332114846,1.5275367427004802,1.2446595681263173,0.2524245807807197
118,5.925000000000001,1.0306096497474715,1.072321100318671,1.0822684203587325,0.689365346400435,0.448312961231179,1.1296074613698994,1.2355081608733276,1.1296074613698992,1.168437717854489,1.4045213984646558,0.8621814525228583,1.4323337033847487,1.098586044343642,1.3628029410845175,1.39061524600461,1.6687382952055312,1.2793660263242417,0.3137398274404282
119,5.9750000000000005,1.0273727297973587,1.1255286552470571,1.1144429153054578,0.6911289036269125,0.489437926507558,1.2669847033706287,1.2704558943387674,1.2010320749759933,1.270455894338768,1.4084620322235546,0.943532817703158,1.0255791496773456,1.1623230363009918,1.4494851982106485,1.340090088911731,1.750321748782669,1.5725546961719294,0.2854877469714082
120,6.025,1.023454272547736,1.092174849844357,1.0594673235131402,0.7435704984132768,0.6042456493443074,1.3894236117691134,1.276767643247294,1.2562847398796892,1.1641116747254738,1.3582854606900805,1.1027664136295714,1.3986305733838456,1.2372501226087866,1.1834566390171002,1.0893180427316491,1.70794310403604,1.586907765954748,0.3169973140224373
121,6.075,1.020306039227011,1.0988723685849584,1.1171658810355685,0.7204840919633694,0.5003202869383458,1.1618175790648837,1.2524796444832416,1.2323325188347176,1.3565731270006156,1.719628401313412,1.2698794348160578,1.24342361325739,1.0979165946847171,1.031777040788047,1.627033025858074,1.6402609366374088,1.4947539180647356,0.427612462744183
122,6.125,1.0180013501332854,1.154850838121424,1.1039654169897977,0.7693046082906102,0.6011926340526792,1.377457848351468,1.2519341115712388,1.2023852681053584,1.3345155173477046,1.5745521368046336,1.353334067997371,1.2752571025359842,1.1841673094976994,1.1191031716132107,1.5225008264970423,1.795770205611896,1.8868599986501808,0.3899864754423351
123,6.175000000000001,1.0151952770966637,1.1240137147602505,1.133171892772963,0.7810926200351938,0.6499958138253393,1.2252421090607644,1.3357413974110717,1.3584912508949594,1.4007409787936058,1.8052156465785576,1.3315065761997875,1.1522653063267396,1.2290829934151886,1.4979448982247614,1.4467331068324627,2.010062812147756,1.9076392293631563,0.5216548036465605
124,6.2250000000000005,1.0123027771375863,1.1018244452592096,1.0807972611893777,0.7551648278797012,0.7611193643000197,1.4358932544987777,1.3719336440533976,1.295182111518942,1.4007154687538197,1.7511366071939614,1.3857915596498966,1.3102029291235389,1.1464275629830962,1.2220161935094545,1.5117726105271607,1.7637347122816882,1.6377536614044248,0.5642151350003147
125,6.275,1.0089135250228682,1.1671092437138595,1.1665180029622322,0.784632910081342,0.7301550402260061,1.3973656804325294,1.268329660392589,1.416249000438374,1.353304600418891,1.7729339338821135,1.5373692853243504,1.4877767277332423,1.264610218573256,1.3513971943576952,1.6365544005065664,1.9961004430421,1.896915327859884,0.5552595287432996
126,6.325,1.0050994332619785,1.1452383730329432,1.1464022331681392,0.8497409499849656,0.8859303349112572,1.384653355613048,1.4651924769686175,1.4497041844002383,1.440411208859211,1.8548403706131011,1.720608501687153,1.647391118636636,1.7694200903874984,1.5131592497106878,1.720608501687153,1.867043267788188,1.8426374734380155,0.6081525490114384
127,6.375,1.0010928273689772,1.1273443903748803,1.1416653302932598,0.803284862523127,0.8202505612081887,1.3904619178845137,1.3050826773126578,1.3782648835171054,1.4941367100074812,1.7537856991924556,1.7537856991924556,1.477504390415562,1.6096389293958155,1.4534799287827886,1.5375655444974954,2.162201546949603,2.0180547771529627,0.7159534714134149
128,6.425000000000001,0.9960384817874668,1.1403201905438805,1.1448318431276352,0.8217766492532413,0.9096012184146646,1.4379504409921582,1.3839147250467327,1.3629008355124008,1.3568968670740205,2.093201723744514,1.407293814268912,1.4427718095866158,1.5965097892966646,1.3954678158296776,1.6674657799320711,1.9394637440344653,1.8685077533990584,0.6650314020267517
129,6.4750000000000005,0.9936689878006876,1.1894108105502512,1.133882761504955,0.8085699330848989,1.0079280607166698,1.3921821601101214,1.4010495624038162,1.3714915547581663,1.3508009494062112,1.6767451609896065,1.700033288225573,1.4205757613939722,1.4904401431018726,1.5835926520457395,1.9562026878212075,1.7582536063154903,2.0493551967650747,0.7685081987869035
130,6.525,0.9896366021948532,1.1701586161179724,1.1696118130263289,0.8056713981725436,1.0769497198808256,1.4844442084843807,1.3447318123917344,1.4436947596240264,1.4466054345426227,1.857539811686339,1.7428768603476763,1.7314105652138096,1.5250172528042163,1.6626127944106124,1.9607364678911363,1.960736467891136,1.85753981168634,0.7567754788351744
131,6.575,0.9872026538582412,1.1750470528326786,1.1626611306442491,0.8383362760984255,1.1781621743998014,1.3558898016815228,1.510684831894635,1.3759558241165566,1.416087868986622,2.2246356474510742,1.5132039429362634,1.739055277702871,1.535789076412924,1.456741109244612,1.8519809450861733,2.0326620128994586,1.8632735118245043,0.7605198007446955
132,6.625,0.9848180420559756,1.1881418962122172,1.1531341439131064,0.8295028724586071,1.1915039460833663,1.4004406570079375,1.3976171879413897,1.507732481536772,1.4230284095403234,2.068832788761726,1.6572907823951464,1.7240273239681052,1.6127997546798405,1.8463776501851967,1.7573955947545847,2.013219004117594,2.0243417610464203,0.9363545373756996
133,6.675000000000001,0.982455362747079,1.1745887980556735,1.1693637589184156,0.816060576585097,1.2015339229604258,1.3823202771095648,1.3461630062797374,1.4323841905662484,1.4852294325483042,2.1256092548444148,1.7749932952824492,1.961258023799744,1.6763825566556467,1.6982960541282692,1.6763825566556478,2.0269985162176125,2.1365660035807266,0.8891737010192311
134,6.7250000000000005,0.9790838506973512,1.1793226232447416,1.1556435133934724,0.7825248116436595,1.191954121643663,1.4002035773791075,1.4166443238845376,1.4166443238845376,1.4276048215548245,2.2344469114197825,1.7594920123740323,1.8890251666592373,1.7918753009453323,1.748697582850264,2.0185583209444413,1.95379174380184,2.2560357704673177,0.8142083983641448
135,6.775,0.9755714204526876,1.2025554261275166,1.1711094386033036,0.7983327553195663,1.2365217744384078,1.4498082813830235,1.4687070857958384,1.449808281383024,1.549701961850756,1.9995098694769524,1.6485320732389768,1.7123462180095177,2.073959705042583,1.680439145624247,1.8931529615260505,2.233495066968936,2.159045231403305,0.8953515210152457
136,6.825,0.9751802783542096,1.1625096726576871,1.2019930192354842,0.8313703402798455,1.239754015349127,1.5430414783315314,1.3860769141564278,1.4366248246534947,1.5403810619895812,1.93887918254302,2.1694485988454315,2.1170464587767017,2.0436834626804785,1.9179183265155264,1.8131140463780664,2.085605174735464,2.3685767311066064,0.9810963938582258
137,6.875,0.9728189173834176,1.1707818495929192,1.1776774936376395,0.8303327503012893,1.3161738521050657,1.4944603499997762,1.3922077997366336,1.5311663936839812,1.4761073281576735,2.003736843540368,1.7661804136360983,2.0863651669853325,2.241293273444639,1.5905952263155505,2.1070222478465737,2.127679328707814,2.2722788947365,1.0746951711330293
138,6.925000000000001,0.972739970421655,1.1587909516501742,1.211220538067526,0.8317048407592511,1.4652052881095323,1.377344653549172,1.467789424420131,1.568570740533486,1.4626211517989332,2.2090450097573577,2.005446391346541,1.9138270130616728,1.74076818741248,1.7713079801741023,2.2090450097573577,2.046166115028704,1.903647082141133,1.0420925203557705
139,6.9750000000000005,0.9703911258937796,1.1680773813294092,1.1771693396437313,0.7896758241982393,1.4799352324654196,1.485029673885266,1.5385213087936545,1.4086130525875684,1.5461629709234244,1.8463490721625648,2.0871772120098555,2.0069011653940927,2.1774877644525903,2.2176257877604715,1.9366596246052987,2.3681433751650287,2.2176257877604706,1.0238267731007915
140,7.025,0.9699240823969248,1.1510374509487695,1.208589323496208,0.8158647439446844,1.4011885156354162,1.4689879599403557,1.604586848550234,1.461454688350918,1.592031395901171,2.077356711026766,1.7212384177078923,1.9685427880682216,1.8498366902952632,2.047680186583527,2.166386284356484,2.364229780644748,2.1960628087997245,0.9226976528423556
141,7.075,0.9688068326539604,1.187846481307998,1.2101709257491813,0.8105177488346889,1.6017931991962564,1.507715700634498,1.3591722818527745,1.5250457661590329,1.4062110311336538,2.1553800109085506,1.950570145618597,1.89205304125004,1.8237830861533888,1.9895815485309696,1.979828697802877,2.2138971152771085,2.35043702547041,1.087044780642447
142,7.125,0.968769546503996,1.1350050718013815,1.2033346700633636,0.7749502642333717,1.6477416287130544,1.5159222984160097,1.4085139552110104,1.4646592255227149,1.4548948306858964,2.134851780231591,2.0483037350870683,2.202166926455109,2.048303735087068,1.8559747458770155,2.1060024318500843,2.2887149715996338,2.1733175780736027,1.156034603001856
143,7.175000000000001,0.9691847587262552,1.2169206142769486,1.178934240587144,0.7821086488684811,1.6368926743108363,1.3335860905414756,1.4732034068797524,1.4996825530818398,1.4202451144755788,2.133650210498753,2.1715817697965085,2.105201541025436,1.991406863132169,2.048304202078804,2.218996218918704,1.98192397330773,2.237961998567581,0.9260332206110246
144,7.225,0.9698437370963062,1.2023656769841309,1.1751608155983624,0.739144970337027,1.8208525912428808,1.4789976067070605,1.4766236137588948,1.462379656069902,1.5098595150332108,1.991995901051536,2.2351503302878744,2.057460555076704,2.1416293959662056,2.328671264609541,2.0668126485088707,2.1135731156697046,2.1977419565592053,1.064420919820294
145,7.275,0.9703863623367666,1.1854553015258416,1.1744584990998137,0.7705887382479338,1.847422203994552,1.4353229544342974,1.4002008593013218,1.503225671691385,1.50556714470025,2.259876222192511,2.112292468906469,2.103068484326091,1.8540209006558963,1.7433330856913651,1.9093648081381631,2.232204268451378,2.462803882960818,1.0001434709295145
146,7.325,0.9706560124044776,1.171930233676655,1.1814757594600271,0.7407052766464005,1.8361452987636349,1.4735354724669163,1.415795054266802,1.355745019338684,1.4042469706267793,2.0198648112185458,2.083554242202915,2.165440653468531,1.8924859492498087,2.1745391436091555,1.792402557702944,2.265524045015396,2.3110164957185164,1.0631307204110838
147,7.375,0.9702082982463182,1.1804909652481883,1.1697903582390496,0.748528358684737,1.838673778649688,1.3214755782116725,1.3510948584129685,1.4490663236941783,1.5903275061926678,1.902814364446902,2.3874934950135653,2.028471916816037,2.064374074635789,2.028471916816036,1.8489611277172733,2.1631050086401102,2.306713639919122,1.0517866846990869
148,7.425000000000001,0.9731976674978724,1.1692907582733647,1.1912492701658228,0.766372651926776,1.8589504467253224,1.3779161110551668,1.4723247189904305,1.330711807087534,1.382411759052084,2.089795159779154,1.9569691962338696,1.9658242604702223,2.1783458021426774,1.9658242604702212,1.7001723333796512,1.956969196233869,2.3465920226333714,1.1092323323006272
149,7.475,0.9731095503551594,1.1412009842125486,1.152867149805083,0.7824039866993029,1.905136121109604,1.3484549029506867,1.454911868973109,1.3484549029506867,1.370633437538691,2.053194641404677,2.070668638352801,1.9570876581899903,2.06193163987874,2.131827627671238,1.948350659715927,2.2017236154637385,2.358989587996863,1.082674586418516
150,7.525,0.974374230788702,1.1733659492764086,1.1630876911362855,0.7202375440370933,1.8886568148457608,1.3152754875113577,1.3349717926487994,1.293390704025312,1.455338101822051,1.85357484374237,2.276017482548772,2.207047255804868,1.8708174004283469,2.060485523974076,1.948408905515236,2.12083447237499,2.138077029060966,1.0276915673753395
151,7.575,0.9754540213091996,1.174967421220773,1.1319610169910064,0.7870316150893405,1.991227725130053,1.3865164853942444,1.4405085603706562,1.3498018744102849,1.2569355054508575,1.897248792201413,1.9823272133763628,2.118452687256286,2.3651801086636444,1.8547095816139365,1.8206782131439567,2.101437003021296,2.220546792666227,1.065737447289492
152,7.625,0.978228291842702,1.1552039994652612,1.139187306231774,0.7572132799707623,1.9502788118421923,1.3747867034297412,1.4387302710311252,1.330026206108773,1.2447681159735953,1.6205496071906136,1.9144316603080824,2.141140672712987,1.889241770040871,1.89763840012994,1.7884822089720245,2.3006766444053275,2.1327440426239166,1.0744259318055558
153,7.675000000000001,0.9781909272238912,1.1291354813409362,1.136644607748173,0.7594275107018859,2.036450760585645,1.420045726648048,1.28750812549423,1.4347721267762494,1.2875081254942295,1.7238175734484038,2.1050464598841088,1.947582354617187,2.096758875396376,2.096758875396376,1.8398437562766616,2.096758875396376,2.0387457839822467,1.0688446973515693
154,7.725,0.9792936088515852,1.1602099625742228,1.1262697249333498,0.7496285828850905,1.962411936593524,1.360190284093923,1.3788799215852896,1.2937382396801744,1.3768032951973606,1.7915622201320387,1.922452610643968,1.9633558576789452,2.0369817023419063,1.9469945588649544,1.562504036736162,2.0615236505628927,2.1187881964118627,1.0963739725661246
155,7.775,0.980554072025672,1.1241542880352888,1.129545915316034,0.7634983069766408,2.029503306314637,1.3058521273963877,1.2710020706212874,1.2833020906595578,1.2669020639418644,1.59092683424297,2.0593215367104425,1.8493514976733,2.0027911415850586,1.8089726440123108,1.7685937903513218,2.099700390371432,2.317746200140772,0.9762617945341588
156,7.825,0.98205957415455,1.1159174119309545,1.1083132046946276,0.7487497729668788,1.91055121873692,1.299336739861337,1.3074322958729343,1.3458861869280214,1.3033845178671355,1.61052500654955,2.0011969140788963,2.009169810150924,1.825793200494292,1.8816034729984843,1.8098474083502367,2.1367361473033637,2.280248276599858,0.9906730149905976
157,7.875,0.9837084915725126,1.1239405254707302,1.0890285452206374,0.7697889613964862,1.944317195539413,1.2529156028810005,1.3648187508257144,1.1649917009244393,1.3488325868336126,1.5035471663783884,2.196280939369477,2.117561192438671,1.739706407170805,1.9050178757254967,1.6767306096261605,1.889273926339336,2.1569210659040747,0.9569268828435584
158,7.925000000000001,0.9858226322704362,1.132414315112347,1.087562553368126,0.7239465487323608,1.9869473020273152,1.410791778500029,1.302269334000027,1.2766185743909362,1.3141081461273003,1.624548108575792,1.7566883853498998,1.9665582366970105,2.044287811270016,1.943239364325111,1.539045576545487,1.912147534495908,2.036514853812715,0.9553599242161612
159,7.975,0.9867730467442364,1.0633529719709562,1.0878778081575498,0.7502330518145938,2.0478435315522336,1.2820942376416458,1.2957335380420885,1.2138977356394296,1.3074243669567536,1.5044561653822008,1.8728944099655969,1.8498670196791345,1.995707158160062,1.7731090520575936,1.3739676204255813,1.8652186132034427,1.8805702067277508,0.9666804452908752
160,8.025,0.987624695177107,1.064242105139003,1.093884718121815,0.7368728286471893,1.951206924829581,1.246925135394051,1.2680920744208022,1.3161987540270546,1.3142744868428042,1.3720608134971015,1.8723702814021224,1.8951116208523504,1.713180905250525,1.690439565800296,1.4478652783311954,1.8420484954684844,1.8041462630514375,0.980198141201674
161,8.075000000000001,0.9899213674571132,1.0843074978654643,1.0393214113554063,0.7709488871762054,1.9518249026443604,1.250536305686455,1.2562378389950557,1.3227557275953987,1.214426594731983,1.3476351456692923,1.9765315469816291,2.088834475787404,1.7444388274496958,1.542293555599302,1.3850694552712175,1.7743862751312351,1.826794308573929,0.9227175334123424
162,8.125,0.990540103737591,1.0357381071455216,1.0480809174111303,0.7485889828504719,2.0104728918178543,1.278367917206311,1.1882626895618138,1.2652275715081556,1.3046486086026228,1.47899994871019,1.760009938965126,1.915304933579696,1.523369947171495,1.5529499461456988,1.3015199548649663,1.8931199343490424,1.686059941529616,0.8889846120283038
163,8.175,0.9920882951374131,1.040176518210968,1.0436600296584262,0.7592827286225909,2.112047631345419,1.2071492607602,1.3054271575655616,1.2590696590724668,1.298009957806667,1.2491238684866766,1.7312418528148672,1.7531563066479676,1.563231040094437,1.5120973144838716,1.249123868486676,1.43174431709584,1.9065574834796644,0.7871314029848013
164,8.225,0.9931339822276444,1.0365158210246186,1.0182769968166825,0.7623184730314659,1.9582196995896404,1.306090407677655,1.1998446241639042,1.2566311636281495,1.2035082718712755,1.4071737785128382,1.688608534215406,1.8834479804710296,1.6525271552791791,1.428822605874574,1.3205784690658944,1.832934049960313,1.688608534215407,0.913668877225918
165,8.275,0.9942307941667148,1.0576861158481976,1.0525863756560656,0.761079934326067,1.8984318991744744,1.3374081730123315,1.243300967333521,1.2125351500923711,1.2469204752442449,1.3189267462560648,1.5185480916353602,1.711040103251111,1.4401254202363516,1.5185480916353602,1.097917399586129,1.6397467656156466,1.8607561122855825,0.8690512361155518
166,8.325000000000001,0.99520299223679,1.062486744702004,1.0416602577682312,0.7581093793779955,1.9096699909834496,1.2695371662904955,1.3178153402198525,1.2999345350608311,1.3285438233152658,1.1411204746938894,1.6694169907558756,1.5708016410909698,1.4651423378785733,1.528537919806012,1.105900706956424,1.7257686191358206,1.5214939662585187,0.775625538071413
167,8.375,0.9960951519937076,1.042536175171591,1.0352341070869762,0.7683089626854015,1.8003631838216567,1.2349890731023925,1.2508902199663716,1.243823043582381,1.2314554849103976,1.0092142033198974,1.6843437048511392,1.6843437048511387,1.6565033130354172,1.3711392969242744,1.1344959664906429,1.7817850762061629,1.698263900759,0.7687357168708356
168,8.425,0.9978827803206226,1.036430315065875,1.0108475414661475,0.7882121995903779,1.8069915293487848,1.2622752422407448,1.2710046699187585,1.2989388384884015,1.2919552963459917,0.9491268639003716,1.5612449138071336,1.7813323025376562,1.519978528420162,1.5406117211136474,1.038537365572146,1.5406117211136487,1.513100797522333,0.8013258305245815
169,8.475,0.9989910887835188,1.0248854100761846,1.0057619947711578,0.7970540881159348,1.7805570142885374,1.275030652673672,1.28538272833814,1.3043615337229983,1.2543265013447351,1.060303507451596,1.508893452911886,1.5156902702673454,1.4205348272909202,1.3389730190254128,0.978741699186088,1.4749093661345911,1.6788138867983602,0.7758775077093796
170,8.525,0.9986169664249664,1.0269933141129477,1.0004055271287386,0.7844768343737123,1.776783691749937,1.1765650166098427,1.3112731851782162,1.2464768509301374,1.3129783518689548,1.0411851157087544,1.2964434021405782,1.6726135084611604,1.303160725467731,1.491245778628023,1.2158355222147386,1.6121575985167815,1.3703339587392638,0.7193019489300637
171,8.575000000000001,0.9999894281226304,0.9925723565792872,1.0717248571039515,0.7798592516891375,1.7712917049718149,1.3398448196504205,1.3213060862967667,1.370180928774581,1.28928463777682,1.0622745282534305,1.5004627711579708,1.686360813602321,1.3344823761183715,1.2946470813088682,0.9892431544360069,1.2747294339041155,1.626607871388065,0.67069629016001
172,8.625,1.0013924805077838,1.0076983941981743,0.9873566564270922,0.7880158980716923,1.83410736969048,1.2977017629326844,1.2060796872442412,1.1927528398713767,1.3526750083457508,1.043431572716324,1.266555305246859,1.588115978599688,1.259992842525372,1.2337429916394271,0.9974943336659196,1.5159288886633384,1.5487412022707705,0.718187884570824
173,8.675,1.0021456248275398,1.011274065938195,0.997353193204264,0.7745574497683825,1.7026964488143288,1.2893726493439257,1.304193024623742,1.332187066818948,1.2284444398602417,1.141717799333913,1.4920175786750014,1.543913842281088,1.4401213150689134,1.3882250514628265,1.0833345027770651,1.3687639526105435,1.3882250514628265,0.7492523058128807
174,8.725,1.0028816641985985,1.012561101426346,0.979838649643616,0.7818648300363851,1.7223066109562049,1.2827765684626549,1.3364969069896446,1.2225446737505763,1.3283574617582827,0.9042183702476728,1.4172500696789767,1.38518558846452,1.5134435133223465,1.474966135864998,0.9747602289194772,1.3338824185213898,1.4364887584076504,0.697500622989574
175,8.775,1.0037391172519858,1.0152649307246835,1.011032140662103,0.7969437105365156,1.6641097845594244,1.2746372817901983,1.269809110268265,1.2923405773706176,1.287512405848685,1.058783876173292,1.2553245957024668,1.3757850367042193,1.3250648510192704,1.287024711755559,1.07146392259453,1.3757850367042188,1.2553245957024666,0.7066538115263895
176,8.825000000000001,1.0045191040013477,0.9804769140565984,0.9882489871558282,0.7855087583840353,1.691451444822651,1.293650070217136,1.373210345138239,1.2570523437534284,1.2856940427250256,1.0280151886775242,1.1909932063946926,1.36650799470549,1.234871903472392,1.3038241417373475,1.059357115161595,1.2536770593628346,1.278750600550091,0.6796720628974225
177,8.875,1.004753453616224,0.9795097210789744,0.9999038583011984,0.7691743751701771,1.604793513593574,1.2649548871855216,1.3090080424606394,1.220901731910404,1.2035951351951792,0.9296932119748876,1.1590175375953604,1.425529591694828,1.3511541347368374,1.276778677778846,1.1032359448768667,1.2581848135393483,1.2271950398068527,0.6532517813937825
178,8.925,1.0057959462847894,1.0126975797618465,0.9989611335139952,0.7700838798859792,1.5728613146239208,1.2834921706871758,1.306828391972398,1.2990496515439909,1.261711697487636,0.9867214373730984,1.2808992572110405,1.415730757970098,1.3912159396502692,1.287027961790998,1.0357510740127551,1.3421863030106118,1.237998325151341,0.6315067229429296
179,8.975,1.005735118909702,0.997110238931606,0.9786131214557732,0.7958887285420931,1.5369237124979511,1.2861543780263127,1.2553851345328608,1.2707697562795863,1.2169235801660452,0.9575761535689608,1.0848489334736962,1.551515793124392,1.272727799047353,1.1818186705439706,0.9030306764669308,1.3818187532514117,1.242424756212892,0.6653063975778138
180,9.025,1.0061188052299597,0.9657990599211204,0.981805200008597,0.7868040271634615,1.5138554527240378,1.2491209313431513,1.264335559008719,1.2795501866742882,1.1791336440815374,1.0368999278746358,1.1387918283016225,1.492416659195284,1.2646582935349604,1.2886328583413096,0.9709698746571732,1.1747536755111478,1.1507791107047978,0.6317175507265007
181,9.075,1.0067263916264444,1.0088957683551492,0.9718642901667148,0.7884988855416909,1.498724590415233,1.2474324151146872,1.3136411319603405,1.3136411319603396,1.2173375438212086,1.0551444268652954,1.1914833134827212,1.31596664474211,1.167772202766647,1.1144222036554807,1.0136499831121657,1.227049979556832,1.167772202766647,0.7046192059478225
182,9.125,1.0073542441337129,0.9788573280345292,0.9738246425433494,0.7957916483986335,1.4406728941794602,1.2844015575174312,1.198080247742216,1.2888664528506328,1.2650536777402284,1.0553388969383726,1.0612018908102523,1.2839956579416865,1.2136397314791283,1.0963798540415317,1.072927878554012,1.072927878554012,1.371940566019884,0.702841347008616
183,9.175,1.0074582445188092,0.9588148231506188,0.9679411251881064,0.7913571505360004,1.3882105250291208,1.2557195947506252,1.221860801457232,1.1776971580310671,1.2763292950161689,1.159853261697264,1.0902620659954283,1.4208202455791483,1.3686268488027715,1.1308569301548324,1.049667201836024,1.1656525280057504,1.2062473921651546,0.5760801787052479
184,9.225,1.0078782478095298,0.9361389404355912,0.9555620452780592,0.7853038749258865,1.437276088821808,1.218845072283539,1.2712685162527235,1.2319509332758354,1.2945678246834722,1.0383195594233274,1.1989435796656105,1.3308847391503429,1.353831027756382,1.0440561315748376,1.0268464151203074,1.2046801518171204,1.1932070075141,0.7205251695197731
185,9.275,1.0085115396808308,0.9590890738281604,0.9344623509956655,0.7999593779356774,1.3858079371498977,1.217263728577613,1.2662423874789603,1.162522874511401,1.1855716551708588,0.9533813818230268,1.1122782787935317,1.396022737669432,1.1179531679710486,1.0271549411307612,0.9363567142904732,0.9363567142904732,1.0782289437284236,0.6764699527731171
186,9.325,1.00860730603955,0.944815600151678,0.9386578334179038,0.8082710640682842,1.2526998179328657,1.252699817932866,1.266951237932102,1.217071267934775,1.2455741079332483,0.7972157975330335,1.0835397811540528,1.347406981745972,1.2800366326586738,1.0666971938822285,0.903885516921257,1.21828047932865,1.190209500542276,0.6068487311919678
187,9.375,1.008330196389159,0.924169232275076,0.9405918440265962,0.8142071237614902,1.2548831421248623,1.170284278610827,1.1773341839036626,1.216813653543546,1.2577031042419968,1.105339696519242,1.1553299340502636,1.2775282924594262,1.0886762840089026,1.094230754845683,1.0109136922939812,0.98314133811008,1.2442014674387452,0.6901713406068519
