,r ($\AA$),g_full(r),O (DOL),O (DOL),S (DMS),O (DMS-i),O (DMS-i),O (DMS),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
88,4.425,1.053854366945236,0.4770912580333084,0.4725148430881444,0.1840860748925083,3.621856107641221,3.8313849733725287,0.5522582246775247,1.3885547007464167,0.8891622206534073,0.9074326772421762,1.1449486128961686,0.9683341992047384,0.4798301730383684,0.6477707336017975,2.7830150036225394,3.0709131074455613,0.6477707336017975,0.5278131903422053,1.2475584498997578,1.3195329758555134,1.0421617584818033
89,4.4750000000000005,1.0555553055152178,0.4732017528591575,0.4922193173948681,0.2268235263093896,2.837489145251012,2.796514572756412,0.5077920234152148,1.1552352958326266,0.9765906624564472,0.8694038824307396,0.8813135246558181,0.8932231668808971,0.3518757930136869,0.5630012688218989,2.885381502712234,3.119965364721359,0.5395428826209865,0.4222509516164242,1.1260025376437977,1.1963776962465351,0.9005147845697207
90,4.525,1.0555618955800723,0.468272612039255,0.5295419257640177,0.2547565820740393,2.01085953828104,1.969354252437517,0.5367062824593519,1.1123746886853425,0.8328250287015914,0.8735926874492218,0.9201842974465136,0.8677687361995604,0.3900282503561175,0.3670854120998752,2.1566267960867664,3.0284546498239724,0.4359139268686018,0.3900282503561175,1.5601130014244695,1.2389132658370787,0.7416623632221977
91,4.575,1.05872996531542,0.4463197551462615,0.4934134463367544,0.2814210214413144,1.3959042705322895,1.422506257633706,0.5124382778483633,1.0312201064670636,0.8830890414496955,0.940062527994837,0.8147208575955255,0.8546022981771246,0.4937702167245609,0.4039938136837317,3.119730005668819,2.8055125950259194,0.3815497129235244,0.4937702167245609,1.3466460456124394,1.1895373402909877,0.8011169842776039
92,4.625,1.0582296697149585,0.5121270671006206,0.5424986109573036,0.2068693931733603,0.9398172431584452,1.0288669819416794,0.4329187300846481,0.8139251509093888,0.8473741297138843,0.864098619116132,0.9254217469243736,0.8640986191161322,0.5709977189858314,0.2635374087626914,3.096564552961626,2.7671427920082605,0.5051133667951586,0.3733446624138128,1.3396484945436815,1.3176870438134571,0.6507760502099117
93,4.675,1.0613807249319347,0.4950810863787717,0.5135313132003407,0.2507386212579643,0.7240580506914474,0.746852470805808,0.4894096083377379,0.6383778480262932,0.8566266849583593,0.8129769175719468,0.8620829058816618,0.8784515686515663,0.6448261091174673,0.3439072581959826,2.6222928437443684,2.9232116946658526,0.4298840727449782,0.4298840727449782,1.375629032783931,1.3756290327839316,0.5500761502267373
94,4.7250000000000005,1.0613424107479912,0.5247960834653858,0.5217857808833666,0.2900892214703177,0.614306586643026,0.6313706584942215,0.4318522799264007,0.683693747448596,0.8439344695068602,0.8652998991146289,0.7905208954874393,0.7157418918602485,0.505001063456349,0.357709086614914,2.4197967623950087,2.7985475599872704,0.4418759305243054,0.7785433061618715,1.4729197684143516,1.2835443696182205,0.5243250837416691
95,4.775,1.0620356980200565,0.5728150360593112,0.5453041938472001,0.3084661541039289,0.5411010453239757,0.5115397055556823,0.5308188401871777,0.6014595668241185,0.7740523120866921,0.8472734767435416,0.8734238926924164,1.0041759724367902,0.5974973825894407,0.2472402962439066,2.67843654264232,2.8638667648252496,0.453273876447162,0.412067160406511,1.4010283453821366,1.483441777463439,0.4995263128193217
96,4.825,1.059042732064851,0.5908352855302741,0.5340612108620558,0.2681193012013949,0.4846287838616759,0.4846287838616758,0.5035104247913516,0.4917360271654619,1.019327806311739,0.8041932944268496,0.870782548105506,0.8810270486714531,0.4035712344160985,0.4439283578577083,2.3407131596133737,2.502141653379813,0.5851782899033428,0.564999728182538,1.8160705548724445,1.7555348697100297,0.4212789518445597
97,4.875,1.059772910269222,0.5523840673969527,0.5863189247797005,0.2934748619780014,0.5043328510462292,0.5104982893230782,0.4981674127693806,0.5569667233512043,0.8329412259126112,0.8078526347706654,0.8680652535113361,0.8931538446532818,0.6325366009120965,0.4941692194625754,2.510379634869881,2.31271194708485,0.3953353755700603,0.6720701384691025,1.6999421149512577,1.5813415022802395,0.4393063510161183
98,4.925000000000001,1.0589847221176936,0.5947935388947014,0.616959757735498,0.3382897418551273,0.4361521314632177,0.4881037703909693,0.5521371858135471,0.5702970252526931,0.8259474158832114,0.8357801232151544,0.9341071965345844,0.8849436598748693,0.65849343041194,0.4841863458911323,2.072317560414046,1.9561128374001744,0.5810236150693588,0.5810236150693587,1.8592755682219488,1.7818057528793678,0.4826053292514876
99,4.9750000000000005,1.0577537645528077,0.6598333727280702,0.6299643723165117,0.3208680406244161,0.4878141429419169,0.4558457403704808,0.5280706498837255,0.5540734388698944,0.8190650835468003,0.8431552330628828,0.8720634124821812,0.7757028144178516,0.7022643586203401,0.5314432984153924,1.8220913088527744,2.087812958060471,0.4365427094126436,0.6643041230192405,1.9929123690577224,1.7271907198500258,0.3834758494396782
100,5.025,1.0564777156392338,0.6334598172014786,0.6769325497545212,0.3435286738283567,0.5002056027703435,0.4653885074499021,0.5234169996506383,0.5194889171016651,0.9020216651492544,1.010642075088693,0.9256347977447844,0.9445253038212084,0.6325457337711731,0.4837114434720738,1.7674071973018066,2.25111864077388,0.5953371611963985,0.5209200160468487,1.6371771932900947,2.0836800641873934,0.4761178572323238
101,5.075,1.057356723385596,0.6819256577938956,0.6801860515240127,0.3834434220809565,0.5336349108485715,0.51087862467166,0.6155575410854526,0.4815230155034443,0.9028556540689588,0.8797055090928307,0.9584160020116635,0.953785973016438,0.6383827857053241,0.3830296714231945,1.805711308137918,2.1340224550720848,0.4742272122382408,0.7478198346833802,1.787471799974908,1.5685977020187982,0.4115056382491175
102,5.125,1.0554595665852828,0.6720964601479246,0.7028013745709262,0.3737667119061243,0.5388934980616658,0.4898017508262346,0.5980267390497989,0.5402752762618251,0.7763619516031259,0.8989454176457247,0.9125658027615696,0.8853250325298807,0.6796434593158679,0.4829045631981165,1.824306127637332,1.6812232940971483,0.4829045631981165,0.6259873967382992,2.074701086332652,1.716994002482194,0.4396512066304849
103,5.175000000000001,1.0549503034402603,0.7168912999447595,0.6951419722918268,0.4245752128473133,0.5438502082090588,0.4913254396093912,0.5766781885838511,0.5521497950422752,0.9395452157574204,0.8371303344189334,0.8816585436965365,0.9083754692630982,0.6841152152649894,0.4560768101766596,1.8067658249306129,1.4559375094101057,0.7367394625930654,0.5788667206088371,2.245301219331247,1.9295557353627903,0.4548238519069439
104,5.2250000000000005,1.0547514045470172,0.7319569273993987,0.7171864961290073,0.4143414658156693,0.4959216507949199,0.5163166970397329,0.6547883268071459,0.5023209061956196,0.9303856784318868,1.0439538833108966,0.8473935287126108,0.9871697808713916,0.8947797960164413,0.4990118093168613,1.634693858106959,1.720730376954693,0.4301825942386735,0.7054994545514247,2.374607920197477,2.4778517428147584,0.4403665087145278
105,5.275,1.050130958615694,0.753571116173918,0.6899684258130852,0.4570761357873271,0.4970966269392131,0.5592337053066144,0.6529659082676104,0.5914121245080912,0.9385453280237108,1.002829254600677,0.9942580643904148,0.9299741378134482,0.8610150165763375,0.557127363667042,1.316846495940281,1.5532035593141784,0.4727141267477932,0.8103670744247883,2.0259176860619728,2.4311012232743674,0.4832227133846797
106,5.325,1.04869461123201,0.7434363348993864,0.743436334899387,0.4909058321526356,0.5301782987248465,0.5560154477855116,0.6790002773142773,0.5635360456351702,0.8747425185978763,1.0681951909800986,0.8621260399642524,0.9504413903996156,0.6958179125210379,0.5467140741236727,1.5241725702841789,1.6401422223710185,0.8117875646078776,0.579848260434198,2.3028259485815314,2.3028259485815314,0.5411353590815947
107,5.375,1.0446265752004058,0.7971308559633403,0.7994571133251012,0.4828295935129719,0.5771639468673969,0.5639774243554886,0.625852645372907,0.6191423439763143,1.0607972160127517,0.8667992815668403,0.9534792097235244,0.8544164346873141,0.9105770230601148,0.5528503354293552,1.024399150942629,1.495947966455902,0.6016312473790044,0.8943167190768981,2.2927028616335026,1.6422907023048492,0.448983495699831
108,5.425000000000001,1.04245443877834,0.757385691428188,0.7269380254411255,0.4819364779638461,0.5317233041997808,0.5705570286638095,0.6571861063143354,0.607782255664831,1.0575411248568052,0.907621501792814,1.150734404058746,0.9440884371327036,1.1013751178411175,0.6384783291832573,1.2609947001369322,1.3088805748256758,0.5427065798057689,0.7980979114790715,2.298521985059725,2.011206736927259,0.5482444020486849
109,5.4750000000000005,1.0370807731858158,0.7959300783570997,0.8183506439446238,0.5083690183374047,0.5572506547160011,0.5807138401777274,0.6335060074666121,0.5649062709980653,1.0184225730669343,1.0701393443554883,1.0104661467148486,1.038313638947147,0.8306026903919476,0.5485112106361918,1.065678923521744,1.3477704032774995,0.5798547083868314,0.9089614347685464,2.4604645734252,2.8679300441835127,0.5488310422458926
110,5.525,1.032793815221695,0.8505747417432289,0.8094770838160323,0.5385702126395099,0.6508923425482844,0.5664107405656166,0.6681726702265578,0.6250456985850562,1.0938299725238485,1.00007311773609,1.0313254026653431,1.00007311773609,0.9849204947400874,0.7694691365156935,1.1695930875038534,1.3542656802676205,0.7233009883247519,0.8771948156278906,2.554637533232103,2.4161330886592776,0.4819389346870741
111,5.575,1.0295014621977998,0.8188083287794935,0.7878147036584392,0.5600680361700151,0.5836399232142074,0.5977830554407229,0.6496412069379468,0.5678431324504378,1.0282564830859275,1.0013990376321906,1.0781345960714397,1.0819713739934016,0.9824476800176488,0.6801560861660652,1.058020578480546,0.9824476800176496,0.6952706658586445,0.96733310032507,2.146270316346248,2.2067286351165647,0.4987811298551144
112,5.625,1.025277306874675,0.8213091303507563,0.8439659339466384,0.5464508372003238,0.6122101752362947,0.6205458659732489,0.6122101752362947,0.693472473138601,1.0213643490247872,1.1268927688502268,1.1080484081671125,0.9497557784289538,0.9502126114152116,0.7868948188282218,0.9947538275752996,1.0392950437353876,0.7126594585614082,0.9056713952551227,2.5091551770182914,2.2122137359510385,0.6199410085955105
113,5.675000000000001,1.0227934236995946,0.7922928883215691,0.836115936578161,0.5568828946157758,0.5914605906866899,0.6078394993518598,0.5814512576135304,0.6627928377835902,1.1071232318284554,1.0737984522750903,1.0737984522750903,1.0219599063031897,1.006475665298594,0.9043694383842438,0.7293301922453582,1.0064756652985938,0.7730900037800799,0.6563971730208226,2.4797226536342167,2.479722653634217,0.6336242098752021
114,5.7250000000000005,1.0196929329213722,0.881723756939804,0.8742051822682241,0.5731275484141537,0.6491273013239869,0.6276685475612104,0.6473390718437552,0.7131184054934975,1.1133379187806631,1.0187405792764248,1.1206146372040673,1.087869404298753,1.0033051159540545,0.7596453020794979,1.0033051159540542,0.888641674130734,0.6163159998003476,1.0033051159540542,2.3935993480618145,2.8379201851271816,0.6081257539558245
115,5.775,1.0158952907350398,0.8127842044144128,0.846370328563769,0.5922433645464191,0.6555097180291227,0.6528736199673434,0.6634180122144606,0.7151260895801328,1.119172330192908,1.12989922153661,1.1406261128803117,1.0726891343701992,0.8733206487902822,0.8310631980423653,0.8028915642104207,0.9155780995381988,0.7183766627145872,0.816977381126393,2.4509321433791778,2.408674692631261,0.6071274556435404
116,5.825,1.0141604316487751,0.8728377154488663,0.8484088232615684,0.5847108326508018,0.625303756040149,0.6382589443558975,0.6166669638296496,0.776706723490202,1.1562738100826984,1.005149877457908,1.114099689350199,1.068411058556658,0.9414626951396396,0.7199420609891358,1.010687893311672,0.8307023780643875,0.7614771798923552,1.0522230122148912,2.339811698214693,2.409036896386725,0.6293841997069458
117,5.875,1.009617188384362,0.8502556120145821,0.8606404133826988,0.6138566022319045,0.6885722052698129,0.6826289186645247,0.6452711171455704,0.7669974641228898,1.1194017043955695,1.0226632854971864,1.0226632854971864,1.1021269867351435,1.0752203052882998,0.8166230166746576,0.9935580036208342,0.9255060855646122,0.8166230166746578,0.8302334002859022,2.6404144205813957,2.667635187803884,0.6782970771154812
118,5.925000000000001,1.0072190797503384,0.8953131413286802,0.8806358767167349,0.6494523722134307,0.6845127830527163,0.6694868926930225,0.6386003402869852,0.8899822017405282,1.015666711146633,1.1209699487571538,1.0734136479007896,1.1481449778179331,1.07053144784889,0.6557005118074456,0.8698068013772235,0.9634783030640012,0.9367150168677784,0.95009665996589,2.890434909192003,2.408695757660001,0.6894277143098269
119,5.9750000000000005,1.0043053358876288,0.892941733726708,0.8578013703474421,0.6714627846683041,0.6952677000171799,0.6763879395680712,0.5819891373225271,0.935274286863543,1.0455030421010327,1.0388225114805785,1.1189888789260252,1.085586225823756,1.013213810768839,0.855310359739929,0.8684689806590051,0.960579327092536,0.763200013306398,0.7368827714682465,2.8685793603585323,2.4343448700290296,0.6602136638683251
120,6.025,1.0013735431831077,0.8936110730212014,0.8923768035833267,0.703958224272245,0.7079946819802283,0.6563280233180447,0.6135415716134244,0.8639696177516288,1.0545028414382998,1.2450360651249714,1.113633841892784,1.1530545088624404,1.1258781399666924,0.8541144510092149,0.8929378351459971,0.996466859510751,0.802349938826838,0.8023499388268384,2.41999094452611,2.290579664070169,0.6144394775117314
121,6.075,0.9982045665281952,0.8698567721792431,0.8929234556006048,0.6638321141905665,0.6781251501420381,0.7114755673621384,0.5756917258231589,0.9984418588305508,1.1696956404422632,1.2181636918418042,1.017829079390367,1.214932488415168,0.9928606892754523,0.8655708573170612,1.018318655667131,0.9801317060796132,0.9164867901004176,1.018318655667131,2.813105286280449,2.5076096895803097,0.4800645091002182
122,6.125,0.9956737305547224,0.9154278730905816,0.9028877652400256,0.6733481405426233,0.7249037986352144,0.7202169206267968,0.6381965554794935,0.8518821397555673,1.0998179864008442,1.1411406275083902,1.106175315802005,1.1061753158020051,1.0894150837443994,1.001760996546574,1.014283009003406,1.0017609965465744,0.7012326975826018,1.0393270339170704,2.717276703132579,2.980238964726055,0.6409225967701031
123,6.175000000000001,0.9940838552043384,0.9118260489762408,0.8659997398137753,0.727045911968475,0.6970725604179775,0.727045911968475,0.5887073663507948,0.8569067877393283,1.1633916972227376,1.1321177268672873,1.1571369031516476,0.9632382869478582,0.8500833760254123,0.948643767448648,0.9732838653044577,1.0348841099439794,0.9363237185207434,0.924003669592839,2.402409540941383,2.3531293452297657,0.4646418452809702
124,6.2250000000000005,0.9903388947381856,0.910533830440491,0.9070651301340508,0.7207071844013231,0.7381009569524571,0.7101196706745457,0.6072695373287119,0.9755230436178166,1.0309155192806585,1.1047721534977792,1.0555343973530318,1.0647664766301723,0.8849740640410159,1.006203387882251,0.8970969964251393,1.006203387882251,1.0183263202663742,0.9213428611933864,2.6185533949706765,2.436709409208824,0.4898654310319295
125,6.275,0.9878276952439036,0.8784440642329855,0.8898228733551744,0.7211755859419224,0.7494569814690567,0.6861959651583621,0.5693491467962549,0.911582657568837,1.0357517238822005,0.9751814476317788,1.0418087515072427,0.9933525305069056,1.0498847883406313,1.0618152972990471,0.9186491897980528,1.2646339495921242,1.1095373331327123,1.0856763152158797,2.2071441573070083,2.219074666265425,0.4861073701117978
126,6.325,0.9863941754428022,0.9122089683975492,0.8948495589314203,0.7911292309656754,0.7376547551689212,0.7918617580313843,0.5889517608300026,1.0045369045010262,0.9479012926745586,1.0820382680530336,1.0313642995767205,1.058191694652416,0.9276678364558516,0.7984988972025053,1.2094909766449715,1.1038072990740515,0.927667836455852,0.9394104672970652,2.724290355161487,2.7477756168439145,0.5061313538090308
127,6.375,0.9843130939217064,0.8913412183961446,0.9563865268505328,0.7665097035951087,0.7095442599601005,0.7030545258750994,0.6165247380750872,0.9389591332555184,1.0328550465810706,1.0093810682496824,0.988841337209718,0.9947098317925652,0.9016141677283098,0.9709691037074102,1.051883195683028,1.0403240396865114,1.0172057276934785,0.7860226077631418,2.577691787223244,2.1962396393381898,0.4748690004283333
128,6.425000000000001,0.9813579979875254,0.9057418932419444,0.9496994087318172,0.7688241167511085,0.7205507650068098,0.7319092007113503,0.6367823016858207,1.0601734533589775,1.143947377466363,0.9850657972627016,0.987954553266404,1.031285893321948,0.9786755188302682,1.11523489355077,1.172134633017646,1.001435414617018,1.0241953104037684,1.0014354146170183,2.264609630781666,2.241849734994915,0.3755382804813819
129,6.4750000000000005,0.9797962774622476,0.9131811410067644,0.9185245063725151,0.7996341219405801,0.7297360343583612,0.7611901737703597,0.6493532336388106,0.9613782966058338,1.0381747877548213,1.0523963601898183,1.049552045702819,0.9898214414758296,0.8179558933825861,0.9300046459007488,0.9860290221598303,0.974824146908014,1.333380154966134,0.8291607686344025,2.252179925615068,2.252179925615067,0.3923993047370751
130,6.525,0.9791555610728624,0.963433541233678,0.9087109370347142,0.8073871853636403,0.771595085074715,0.7736600139375377,0.6476993533053583,1.0839446963682895,1.053134898797098,0.9523028340186525,1.0447322267322277,1.0419313360439375,0.948907815002543,1.0261444976190297,1.202685486456712,1.1144149920378708,1.0592459330260948,0.849603508781347,1.9750523126215729,2.0412551834357022,0.3455384532798773
131,6.575,0.977896375352126,0.942099658495648,0.8970156814389252,0.8209137557581653,0.7653275229157465,0.739568049159503,0.6222946554797653,1.089589238610477,1.0123525330887222,0.984767995402381,1.0040771717828196,0.9820095416337468,0.8910641567769606,1.0214637894760283,0.999730517359517,1.1953299664081185,1.1083968779420734,0.96713060918475,1.9777277626025225,2.129860667418101,0.417145763787323
132,6.625,0.976342894456628,0.89781857752706,0.904453962125042,0.9000425940311096,0.7351238101099791,0.7665051171718944,0.65833976091593,1.0759217231683,1.0242992162486086,1.1492800224752289,0.978110657425727,1.1356951522332046,0.7920391013834592,1.1452457276760826,1.1880586520751886,1.2094651142747412,0.952587567880106,0.8669617190818943,2.322601148651496,2.301194686451942,0.4072688650108824
133,6.675000000000001,0.9767313639145097,0.9422401161709066,0.9402289312911392,0.8510923810102683,0.7662462317441753,0.7629576213075052,0.6281245934040239,1.059863490331442,1.0812748739745015,0.944777303249998,0.9501301491607628,1.0116878771345583,0.9067396557931984,0.9594570776416408,0.8751092026841333,1.1808702494050958,1.1070658588172777,0.948913593271952,2.066522936458919,2.119240358307361,0.4011903389241623
134,6.7250000000000005,0.9770670718808264,0.936206820938916,0.9436370338035108,0.8728266838307939,0.7186078636736082,0.7607264490106547,0.6661216265612888,1.1997317038698698,1.0731666010440375,1.0467988712886558,0.9835163198757396,1.05470919021527,0.8309829983514262,1.038728747939283,1.0387287479392826,1.173763485171389,1.0387287479392828,0.830982998351426,1.9631973336052444,2.3059778204252077,0.4022424080030182
135,6.775,0.9756872709477268,0.9204870709901666,0.926343828599861,0.884252304392324,0.7782697177286952,0.8172151260809928,0.6556874488165472,1.1561089348262994,0.9456711287118492,1.0080230712642784,0.9898370880198204,1.0132190664769816,0.9620463863518816,1.1565025708272616,1.310020611202562,1.1565025708272618,1.0950953546771418,0.9108737062267817,1.913858236678744,2.0571417410290254,0.4135588026436657
136,6.825,0.9744551379918758,0.9662049489718514,0.9060876674280574,0.87511851690242,0.7480344475894881,0.7618752868215894,0.6750554770929524,1.1673925185050564,0.9779472413792356,0.9446663143165916,1.0675497373171234,1.03426881025448,0.69587392949165,1.1497047530731608,1.3211519530928428,1.280811435441153,0.9984278118793242,0.917746776575944,1.9565151061069568,2.097706917887872,0.4584617503527515
137,6.875,0.973281688358373,0.9664212732493236,0.9593117494147289,0.9194769126552942,0.8177950423414251,0.798574688806486,0.6900726930447353,1.203456443804391,1.0470323358046592,1.0167567019982588,0.9082690141919934,1.054601244256259,0.6559720658053283,1.182737512588395,1.182737512588395,1.103225747036234,0.9938970694020126,0.9839580987079924,2.156756640602364,2.1170007578262844,0.4685514755752348
138,6.925000000000001,0.9752564566361314,0.9618591465629994,0.9716692689903056,0.8976919914693514,0.7956398726297451,0.85430456369922,0.6642554082554016,1.2010608350230918,1.051860731293515,0.9772606794287264,0.939960653496333,0.9399606534963332,0.7836773125189881,0.9600047078357604,1.1069442039330706,1.3714352969082289,1.116740170339558,0.6759216820476271,1.968989247703956,1.8024578187936704,0.4717057701246303
139,6.9750000000000005,0.9740039544031874,0.9278576260363706,0.9840356063720712,0.9246238537325006,0.8390886177520344,0.8053564120132592,0.6818724445766711,1.2084145686889254,1.0245786809573445,0.9583977613739758,0.96084890654373,1.0098718099388182,0.695233902693978,0.8690423783674728,1.2745954882722923,1.1490671447303245,1.1200990654514091,0.8497303255148616,1.9312052852610504,1.882925153129525,0.3934338114309889
140,7.025,0.9753533448201812,1.0077552251973616,0.9623608456839674,0.9198222789308856,0.8123414316187553,0.8218425009944137,0.6888275297352014,1.1961069814244774,0.956885585139582,0.9738002293213418,0.9061416525943012,0.9665510961005878,0.7139297868924802,1.132768595202735,0.8852729357466758,0.9804635739990064,1.0756542122513368,0.7615251060186456,1.8371793182699816,1.9038127650466132,0.4551666641330832
141,7.075,0.9735125834651528,1.002960282796496,1.009673537701426,0.8875472904378581,0.861787342694279,0.8635437027677043,0.6650750144705846,1.2531133740282918,1.0672904782598376,1.010114202638775,0.902908685849282,0.9338791684773584,0.7507995788624401,0.994809441992733,1.2106643209156849,1.1543543525010016,1.201279326179904,0.9103444893707086,1.858228957684539,1.7737640050625143,0.508800786032672
142,7.125,0.9740917131990112,0.9973176252249392,1.0083498998402587,0.8964930627216455,0.8520436320522531,0.8785978373872148,0.6921411347091139,1.249681755686895,1.0523635837363334,0.9748457304700404,1.0547126095928876,0.9654496270438234,0.7402990578231778,1.3047770894133517,1.2492546600766128,1.2677621365221925,1.1752247542942955,0.7680602724915473,1.6656728801021503,1.8970163356718936,0.4144352761206543
143,7.175000000000001,0.9758587989724524,1.016973693023834,1.0187143411933224,0.8885959548486951,0.8214247039376471,0.9250278197496022,0.6887899457827812,1.1998957312351517,0.9914196389356084,1.0192164512422146,0.9937360399611592,0.9775212327823052,0.9125216161259492,0.9125216161259492,1.323156343382626,1.359657208027664,1.0767755070286202,0.8395198868358733,1.5604119635753726,2.007547555477086,0.4732076380767414
144,7.225,0.9763552021230676,1.052300082461495,1.057879161202115,0.880830825137463,0.907216452149228,0.8578135760420921,0.6860263023059139,1.242741440088046,0.964038396538889,0.9960207130117428,1.0211496759546996,1.0371408341911266,0.7019495433652388,0.9629307838471868,1.2599094368094033,1.2869074961696048,1.097921080648194,0.9989281963274552,1.5388893835314852,1.87186544897397,0.5515317840726872
145,7.275,0.9765358623684106,1.0146047796984932,1.0700546028693327,0.8815000792750245,0.911400207592142,0.8510462448779602,0.7070826640918384,1.225717852790149,0.993642597574368,1.1175662775439597,1.0229336492035443,0.9846299663038516,0.8165990151164317,0.9142358538803532,1.1893942176695862,1.4290482764537569,1.0207487688955403,0.8609793963727602,1.7485870214993178,1.7219587927455209,0.5439766731132756
146,7.325,0.9783276816639132,1.071779630934935,1.0233470492487442,0.8738764494320893,0.9175702719036938,0.8826152139264101,0.6892700494895606,1.2979418018353468,1.020128916168535,1.0134614069125312,1.1001390272405769,1.0356864377658763,0.6916698995874325,1.00686124623487,1.3132972776976564,1.322052592882307,0.9543293551269636,0.787978366618594,1.786084297668812,1.4796482662060262,0.527731089752385
147,7.375,0.9784065501482768,1.0750071907513166,1.0445280596725433,0.8286623739491581,0.887929513828486,0.8943950199971408,0.6912703678652599,1.3067119531268698,1.032653238125429,0.944954449324968,1.0392306472854629,1.0765026325256588,0.751419167676678,1.027803229350859,1.286913287170404,1.3041872910250396,1.07098823898745,0.7255081618947236,1.666941371972402,1.7274003854636293,0.5060578068026604
148,7.425000000000001,0.9791637720710552,1.0650476501890291,1.0557015624536803,0.8935526629669822,0.9254462737807948,0.9116257090948096,0.7287690070956174,1.3756941021336353,1.124781341367123,1.031770576600227,0.9949988789016864,1.0079771251482297,0.6646435198987549,1.039570633687797,1.2952027567257802,1.2355552613502503,0.9032335014008728,0.8776702890970741,1.5849191628354935,1.5849191628354935,0.5853453919359518
149,7.475,0.9808347785736258,1.0789125856134805,1.0889359281033864,0.8590864740218132,0.904715609088906,0.9267434673971576,0.6802412434714842,1.2378365359226675,1.1375290924944508,1.0735030647743136,1.1055160786343818,1.0713688638503087,0.7314488621361209,1.008894982256718,1.521749931570551,1.244303811449953,1.0425248149986088,0.8407458185472653,1.5049350151996057,1.6814916370945308,0.5803719859665563
150,7.525,0.9821920439013516,1.0931074476220608,1.128713553407796,0.8130337533093368,0.8968730073106816,0.934134897977946,0.7276419205301896,1.2951492735293204,1.0361194188234557,1.055072822826324,1.0719202930510956,1.0950855646101572,0.8047219679332214,0.9457557148905896,1.335672544713903,1.2444154143297232,1.26100761985412,0.8876829955552027,1.7089971690128205,1.6011478331042437,0.6509054503932823
151,7.575,0.9827013396287948,1.0646696192931444,1.091998872446984,0.8539184931425313,0.9688297736192476,0.9882370120997596,0.7313464606340336,1.2407000417501943,1.12847591737078,1.0536598344511705,1.0515816099256243,1.0245646910935435,0.8186945100630695,0.998807302276945,1.4900240083147855,1.3508459416040646,1.1134245336857744,0.9333117414718994,1.5145848436166778,1.8175018123400124,0.6037454310434489
152,7.625,0.9854901531468172,1.119338545101374,1.0958343622266125,0.8331795435263362,0.9445725738465544,0.927939225427698,0.7414441067920393,1.3147285505830972,1.0296314077889464,1.046039876438969,1.0009165876514063,1.0275803492076936,0.670634002779351,1.0503906067628388,1.5109464881896213,1.4705468494679743,1.1069501009731453,0.8564723408989301,1.53518627142261,1.567505982399928,0.5849702790410001
153,7.675000000000001,0.987330838524493,1.1074640597510033,1.1006184714695757,0.8084293239304434,0.9253406415449996,0.941757975507895,0.7193777245559513,1.2106042565245168,1.0769924155034158,1.0547237753332328,1.0506749316659267,1.1093831648418648,0.8293994906360322,1.148399294726815,1.451449108613057,1.5311990596357532,1.116499314317736,0.8134495004314939,1.531199059635753,1.7146239469879525,0.6982189589538025
154,7.725,0.9878649475569922,1.0916727872764336,1.1247082774003412,0.814694699604109,0.9620174300930984,0.931570732458707,0.7508548497255473,1.2968971065182102,1.0551027307266796,1.101063645133334,1.0910721420014524,1.0970670438805818,0.75572096415685,1.031244232339035,1.346127967404389,1.2359186601315144,1.0076279522091331,0.8108256177932872,1.432720994547361,1.5114419283136993,0.6123364062253052
155,7.775,0.989609922299348,1.1262245308040395,1.1073244152821546,0.8178238800811627,0.9656817837117224,0.9724687038783713,0.7373503981051853,1.2802704497439457,1.0179037782247708,1.1559915000769685,1.0672208217434132,1.1224559104842915,0.8237440723477419,1.1190485511139137,1.3210989839539256,1.3521836659293127,0.9791674822246744,0.8237440723477419,1.530920587287785,1.492064734818551,0.7693458788908154
156,7.825,0.990567202747922,1.1605385824059542,1.1305372697460272,0.7925691420828205,0.9533802723604936,0.91892074444385,0.7643314733733478,1.304860093963276,1.0146747894848769,1.0769964656144653,1.075048913235416,1.0672587037192174,0.8669558923708961,1.0280715891831864,1.4730577994266558,1.350302982807768,1.066432469376589,0.8899724204869376,1.4653856233879758,1.4653856233879752,0.7027086951346553
157,7.875,0.991448252583522,1.1328438331843174,1.136094979389246,0.8477481524505975,0.9587965447727216,0.9743905743328494,0.7234684623198799,1.2979576002756934,1.055672181557564,1.082592783637356,1.0768240831916864,1.0864385839344692,0.7499310579370674,1.0605085667796914,1.3104855860920477,1.568037666595686,1.0453584443971242,0.8938572205714541,1.477136932300285,1.3786611368135997,0.6581027651284469
158,7.925000000000001,0.9926749220257354,1.1036132390979527,1.1143140785203631,0.7782928864747338,0.9336715022997258,0.9248060557511526,0.7423644978305167,1.3063145758082118,1.0860638624451997,1.086063862445199,1.1544175321095826,1.0404947493356105,0.7030991946959274,1.0247296773759789,1.6904299787370156,1.4809961760616337,0.9574116693731776,0.8078160960336187,1.2266837013843832,1.294001709387185,0.7480541909699082
159,7.975,0.9946234026063095,1.137722353453921,1.1320865770900623,0.7787012927699855,0.9381277112897578,1.0054001306651528,0.7667212728812165,1.2637361453435014,1.0743632214863896,1.0743632214863892,1.0424885709361824,1.033113673715533,0.7238557005519379,0.9528304629714294,1.5289605103495023,1.6545273155472886,0.9971481589235884,0.84203622309103,1.610209619595128,1.5141879450321158,0.7436780713604714
