,r ($\AA$),g_full(r),O (DOL),O (DOL),O (MA-i),O (MA),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
170,8.525,1.003470664873133,1.062629173207124,1.069336480882913,1.0638270387023117,1.0017217514154313,0.8483835160847268,0.8636850223868564,0.9129898760270514,0.8772863613220822,0.8381825118833074,0.7970178535149527,0.8706917727474266,1.1720850786984591,1.2993400301000069,0.9376680629587676,0.7970178535149527,0.8238083695994886,0.6831581601556738,0.9337041600687098
171,8.575000000000001,1.0039912608857462,1.077421789990503,1.0521672505239807,1.0713163485380688,0.98826856958163,0.9191778170217156,0.8855698529624203,0.8469206942942321,0.890611047571315,0.8570030835120201,0.7480318061076402,0.953244071500002,1.0988785824236131,1.370288352781252,1.045920578451391,0.9466243210034742,0.6818343011423623,0.6553552991562511,0.9741165501063992
172,8.625,1.0040242573455225,1.0846242201943752,1.041251732677972,1.0496518480734138,1.033591211159675,0.921839377728272,0.8985857718035942,0.915195490321221,0.8055713481048863,0.8055713481048864,0.595433242616732,1.0992613709847372,1.3086444892675446,1.2890148219285311,1.0011130342896712,0.7851866935605262,0.700124801758136,0.7132112466508115,0.9055686330579448
173,8.675,1.0048865930885351,1.050257765217548,1.0616702578204995,1.021358183211818,1.0227693862283456,0.8751222706241495,0.8701966293260771,0.9046761184125828,0.8324333793741913,0.8849735532202938,0.7696936452644042,0.8925859079536792,1.2159865992412435,1.1189663918549746,0.9572660462111924,0.7826296729159067,0.7308855623098961,0.627397341097875,0.903871932078204
174,8.725,1.005821193686306,1.0242285989658515,1.063258447333708,1.0361920740524702,1.0274728543112,0.899206424825017,0.8894677270832301,0.8910908433735273,0.8651209827287619,0.7855882845041665,0.7353208648470626,1.0358433052628186,1.2980011788169887,1.3875185014940226,1.0486314942166806,0.927143699154992,0.8504145654318203,0.6713799200777528,1.0227288869989095
175,8.775,1.0059983437089173,1.046352804218568,1.0547935643793631,1.0068322084598056,1.0413127635440451,0.8841742646235988,0.9258957362755288,0.8761509046905352,0.9146630323692398,0.9082443444227896,0.7269650363593895,0.8723580436312676,1.0114296158043687,1.112572577384806,0.9292509595202636,0.8470723032361588,0.6195006396801755,0.8028222575447173,0.949376344732698
176,8.825000000000001,1.0063383130175132,1.059267841803894,0.9942930557844084,1.034660285797575,1.0319330099206792,0.8805298630431655,0.8234144124673926,0.926539531562538,0.8725971615743081,0.8472125168739646,0.7000008084034117,0.9937511476441286,1.0812512486945551,1.1625013425270938,1.0875012559124433,0.8250009527611628,0.725000837274962,0.6187507145708725,1.0522971336239333
177,8.875,1.0068605863582034,1.0382303619578055,1.0255582343494645,0.9977540812115012,1.0756193490357768,0.8612240886278436,0.8878922298057553,0.9224039419183466,0.9114229426097946,0.9129916567967304,0.7848324614034169,1.025844004669033,1.2297768489707086,1.205057716328081,1.1061811857575718,0.8713494256526122,0.7230346297968484,0.6859559308329076,1.0404736954167095
178,8.925,1.0073256427734774,1.0138081950735005,1.018762129915768,1.004605002751555,1.049268927890476,0.8640110684810186,0.8717670026684607,0.9214049814680882,0.9555310918928318,0.891932431555809,0.8677245157586416,1.0632680686056597,1.185482789135046,1.112153956817414,1.130486164896822,0.8432815716527643,0.6782916989380928,0.635516546752808,1.107040891978941
179,8.975,1.008852521611972,1.0440402704350689,1.0132060697901475,1.0356328482433097,1.0303590972656227,0.8958277381905844,0.9034974962230384,0.9004295930100569,0.9433802379917972,0.8973616897970752,0.8157833543609786,1.0212399028667063,0.924554468275776,1.1904394134008354,1.1481395357673037,0.9849828648951076,0.7795263163893797,0.6647123628126492,1.0866012298223091
180,9.025,1.0094560612250305,1.0367788208665696,1.0370638067986384,0.997786150643764,1.048311094567248,0.922337239345619,0.922337239345619,0.8919971985776705,0.8722761720785047,0.8510381435409408,0.7948171286027579,0.9980034622305308,1.0338598740471965,1.24302227631108,1.0697162858638625,0.93226670723331,0.7111521676972045,0.7111521676972045,1.07459470924028
181,9.075,1.0091089680451115,1.0208760942914168,0.9966366287726254,1.0080990121980404,1.056779201146523,0.9407080730908068,0.8851957944554636,0.8296835158201213,0.9197034271206772,0.9332064138157606,0.8274557503384415,1.1820796433406309,1.0993340683067867,1.282556413024584,1.2293628290742562,0.8629181396386604,0.673785396704159,0.6383230074039402,1.1304541242233035
182,9.125,1.0085272161896066,0.9849082124696328,0.9835143429359936,0.9897478196470924,1.0474618516561525,0.8784894901982616,0.8977806445438318,0.9482344328322452,0.8755216202989434,0.8859091649465574,0.8827164564185037,0.976249325972782,1.1633150650813395,1.1808524781227665,1.1107028259570566,0.911945478154216,0.7541087607813709,0.6722674999213772,1.1889650229310451
183,9.175,1.0090761492112188,1.0276970887979642,1.0081192800229029,1.0001213429169826,1.0537386965265343,0.8865544504978378,0.958476914197166,0.8131641814168908,0.8850866451162188,0.93939544423612,0.9425089708031896,1.1217591431645324,1.0408074524207005,1.0755010341680569,1.220057624782043,1.1506704612873295,0.7863878529400846,0.751694271192728,1.1078935110036008
184,9.225,1.0090931832379928,0.9974935627349896,1.0146776191889972,0.989621312708926,1.0607542443916609,0.8319601134208936,0.9074608566981835,0.9655383515268672,0.9873174120876236,0.9597306020439986,0.9208802778517814,1.1382309024379165,1.0867531229306735,0.9437592909661112,1.143950655716498,1.0467148499805958,0.7378481729371408,0.7721666926086361,1.1845142121309342
185,9.275,1.009636504887396,1.0045767025327526,1.018338027224982,0.9755853757147648,1.0691008356456653,0.8172690912392117,0.9278661387355552,0.9939371021749294,0.8819037293864253,0.9537199939944406,1.0977007232812983,1.21086574629999,1.2278404997527932,0.9392696910551316,1.0128269560172805,0.9788774491116736,0.6054328731499939,0.7864969099798993,1.173682953022417
186,9.325,1.009079410840597,0.9932987815575524,1.0069129277170354,0.9691207109984472,1.0881998153744386,0.85968302128643,1.0017793884412118,0.9733601150102554,0.8923651857320297,0.878155549016552,1.0971561924557085,1.1643290205652426,1.0355811000219708,0.9796037432640264,1.091558456779915,1.080362985428326,0.6885214881227156,0.6605328097437437,1.2289885795958493
187,9.375,1.0089890824513377,0.9930319387559696,0.9653009936577313,1.0029151122628424,1.0832691543899258,0.8688135572844169,0.8645960157442013,0.9067714311463572,1.0023690393912443,0.9334825275677228,1.0024116408209436,1.1408662873431732,0.9636443397947192,1.0079498266818328,1.1796335883693976,1.09656080045606,0.7088877901938164,0.6811968608893705,1.1338587868661305
188,9.425,1.008568612904703,0.993237452818498,0.9927148337957048,0.9767602684378884,1.092130361343954,0.8304094660477798,0.9722884702971488,0.9319503220301713,0.9263864395105882,0.927777410140484,0.8438555154701057,1.2438649481280133,0.9863246284715528,1.0685183475108482,1.1616712290887172,1.008242953548698,0.7507026338922365,0.7452230526229503,1.2048928242025767
189,9.475,1.008582469887244,0.9856265668001152,0.9512382317045186,0.9936867668859036,1.0794513985516512,0.8794742116397805,1.0157307796403094,0.9620539498219188,0.959301291882514,0.9248930676399564,0.9054576343102207,0.8946138303065058,0.9759423603343694,0.97594236033437,1.268725068434681,1.1928184404086744,0.694003456237774,0.6560501422247711,1.1465662968009909
190,9.525,1.0082537291724574,0.9973091946135216,0.9499766648537734,0.9654305190866128,1.068148346367425,0.8375791274492302,0.9424467580404348,0.9587897654052976,0.971047020928945,0.9233799161147612,1.0944862507984014,1.271535497251084,0.8584205888614918,1.078390864757248,1.1588677949630135,1.1105816368395542,0.6652759563676566,0.7350226292126527,1.2700573495534282
191,9.575,1.0082139092560378,0.9881865836798,0.971982653022484,0.96203472854792,1.0688952989374998,0.9178046550627192,0.9218478473757712,0.9339774243149264,0.9851911936135798,0.9514979243381494,1.1361778802939009,1.0087560619431826,0.8760250011611855,0.8494787890047862,1.2848366683697383,1.2211257591943792,0.679583031203829,0.6955107584976689,1.197830103628558
192,9.625,1.008254175324644,0.9526395629004472,0.9947341043437068,0.9666818447006752,1.0773071610524272,0.8629458092098072,0.9216314592951732,0.9349691070418468,0.8816185160551503,0.9336353422671796,1.1454210216386105,1.035082299370671,0.8406759791843006,1.0666076485900815,1.25575974390655,1.0403365242405722,0.8091506299648894,0.6672865584775384,1.224341623766114
193,9.675,1.0076590399956875,0.9668726498237749,1.0003499023824336,0.9768545479757308,1.0565572564487795,0.8091690385397561,0.9279703655684316,0.8976100264388812,0.9266503508236684,0.9543706604636925,1.144012778794652,1.2168135919906755,1.0348115590006173,1.0244114428297568,1.1804131853926638,1.2324137662469663,0.7332081900456634,0.8060090032416868,1.2292300572150705
194,9.725,1.0076820719345805,0.9510656236801406,0.9802725421879958,0.9485881370306865,1.0746361019690642,0.8688067071069524,0.9171463284046328,0.9171463284046328,0.9942284272306628,0.9419693771791168,1.1785999394200957,1.173453214793807,0.8749431864690667,0.8646497372164891,1.1683064901675186,1.3844689244716395,0.6999545491752531,0.6690742014175216,1.2148895997952516
195,9.775,1.0069413179084712,0.9598237784080468,0.9658970749051872,0.9669732028134406,1.0758966210613905,0.8689934247034323,0.9827901827003104,0.9711518779051752,0.9866696176320222,1.0164119521084791,1.1767619292858975,1.0646893645920028,0.7692253303990068,0.8812978950929018,1.0850661945363471,1.1971387592302425,0.7488485004546621,0.743754292968576,1.2247930284404227
196,9.825,1.0064579866190706,0.9452701473304576,0.9854278971661696,0.95715630073113,1.0773509281505276,0.8960117006181105,0.926732101782161,0.9139319346304732,0.9574525029462098,0.9664126199523914,1.1446452504433111,1.0992628396327837,0.8370533549497341,0.922775686480731,1.174900190983663,1.1093478198129008,0.7160335927883268,0.6353537513473885,1.2106607074386695
197,9.875,1.0062998455987917,0.9809490078852464,0.9761882750151414,0.9586510728482618,1.0724585560776208,0.8198055244365889,0.9693218333755648,0.9401788240061034,0.9300421250949862,0.9465142608255516,1.1031339383196657,1.1231001634476232,0.8335898990922358,0.8385814553742261,1.1630326137035394,1.2229312890874124,0.7187841046064795,0.7237756608884689,1.121113727784382
198,9.925,1.0060795473768285,1.0021953595973243,0.998189405890963,0.9870202538750552,1.1064222124951115,0.8755383418243434,0.9658517524423272,0.9257124588343344,0.9570712819655788,0.972123517068576,1.180992284470017,1.2551131391438666,0.7412085467385042,1.0031022332527757,1.2353475778975065,1.2995856519481763,0.7560327176732741,0.7263843758037342,1.2213301645646275
199,9.975,1.0055207049775,0.9487819382958342,0.9744436086210232,0.9675440704222458,1.032118164476902,0.8978282692599326,0.9537096968072308,0.9549515063082824,0.9313571257883112,0.9549515063082824,1.095802808200227,1.2719139738038343,0.8120681525055251,0.9147996657742962,1.301265834737769,1.311049788382414,0.7778243147492679,0.7778243147492679,1.2091169652070837
200,10.025,1.0047915973476942,0.9818392654451308,0.9790676655426744,0.9518407050132974,1.0437753609513007,0.8138980780223228,0.9515968465094834,0.9306961405783968,0.9700386458604427,0.9700386458604424,1.1866087057132173,1.2689448199871958,0.915383858693054,0.8814807528155335,1.1139591931185304,1.23019841327003,0.8282044435794297,0.8960106553344702,1.1204334013837745
201,10.075,1.0048649152752298,0.965486447924538,0.9913272742190604,0.9792972006656968,1.0493964660979636,0.911743158275101,0.9141777194453948,0.933654208807747,0.95678253992554,0.9872145545542144,1.2899485473512269,1.0885439414450873,0.8247998146632379,0.8487765534615881,1.1844508966384877,1.237199721994857,0.8919346832986172,0.8727532922599384,1.1933076103578777
202,10.125,1.0028001497547296,0.9672956881592392,0.9976368918608632,0.9797495415498308,1.0869703478415649,0.8690124825062401,0.9461508998160874,0.958203777520751,0.9835148207005436,0.9473561875865536,1.177529627873794,1.0065979076985665,0.7407041207593225,0.9021396342581492,1.1870258345501965,1.2962322113288136,0.7359560174211219,0.7549484307739246,1.2534992812850076
203,10.175,1.003856843903395,0.9685744113348352,0.959606129748402,0.976555440766465,1.0809299324660318,0.8557189355867828,0.8927165464698934,0.972679124830165,0.9858073093370752,0.903457788339184,1.1894930810806528,0.9967293801940648,0.8791905381900477,0.8791905381900479,1.1189697758782426,1.278822601003706,0.7381439277852271,0.7616516961860305,1.1731335932751925
204,10.225,1.0032325696729176,0.9993105407141202,0.9742223178523792,0.9741386476291292,1.0574330888236956,0.8497341802868236,0.9383712644613882,0.9631896480302664,0.9761897537092032,0.9903716871771328,1.3780828278938315,1.1406428811959088,0.8985472492686134,0.7914664889930796,1.331525975600122,1.2337565857833297,0.633173191194464,0.7309425810112556,1.2714296305475263
205,10.275,1.0028677335508298,0.998623003670145,0.997743547039876,0.959902926757496,1.0710575229395267,0.7981813075298969,0.9901193345605468,0.896491028691937,0.974904734856898,0.9632011966233212,1.26327282387874,1.0834639182901609,0.8114453175279498,0.8667711346321285,1.2309994305679697,1.3416510647763265,0.8114453175279498,0.765340469941135,1.2249305271611346
206,10.325,1.0013999793898187,0.9750391951569904,0.9963777036709224,0.9864919530913864,1.0437737377950016,0.8669665167148464,0.977075900522213,0.9133283625284742,0.9735987620861905,0.9817120851035758,1.2647652028399607,1.1688804762708658,0.8310009635988183,0.8173031455175194,1.2328036273169296,1.3560839900486232,0.840132842319685,0.8264350242383859,1.2284706440463156
207,10.375,1.0011545951260563,1.0055584464253955,0.9835625293043592,0.9918059189536576,1.0675294745663846,0.8666656756452801,0.95734989865982,0.953906193988382,0.9412792768597746,0.9630894064455502,1.37017704048435,1.085288744938099,0.8139665587035745,0.78231230364288,1.0717226356263725,1.193817619431909,0.7913563765173637,0.7913563765173639,1.2394994160938455
208,10.425,1.001461953277082,1.0002076045764647,1.0175078001713171,0.9757190285571172,1.0727046205293695,0.8663307063578382,0.9595578952309912,1.04141591472937,0.9732008984807208,0.9447779750437844,1.1465635054318308,1.0480307041837835,0.7300384819741735,0.8285712832222216,1.1734360875903898,1.1958299060558557,0.868880156460059,0.7210809545879873,1.0828553769810998
209,10.475,1.0007709792246935,1.0109905516380822,0.9796813652722232,0.9727177462586426,1.049664075440296,0.8389364833188417,0.9346540686639442,0.9470410502968392,0.961680210408444,0.9560497642116732,1.3973743742894658,1.0646661899348309,0.8251162971994942,0.789627424201667,1.1533883724294005,1.2376744457992417,0.8162440789500373,0.8162440789500374,1.12631905348463
210,10.525,1.0007807948277807,0.9995218845480788,0.997845537571898,0.9603819534756948,1.0732693755088996,0.8889861439340359,0.9626035661418734,0.920217777597967,0.949218580285903,0.9837964604138266,1.1776083515707303,1.1688202295440833,0.7909309823982517,0.8919943857046952,1.0501805821843455,1.269883632850526,0.9227528127979608,0.8216894094915176,1.165950638678238
211,10.575,0.9998069285510328,0.9699585465113628,0.9986027321348524,0.988121135356996,1.042014335195064,0.8905435797030501,0.977830109227294,0.982249680342446,0.9866692514575977,0.9966132864666888,1.2056723928531037,1.0489785078613645,0.7834694249586953,0.8400533278723794,1.2187302166024148,1.214377608685978,0.8574637595381278,0.9749841732819324,1.2135781500890797
212,10.625,1.0000267535544491,1.0124610381176338,1.017190242804211,0.9962468162572516,1.0804433130042057,0.8110380419884645,0.9128282415902558,0.9982006670627256,0.974121265006388,1.0025787401638775,1.2374689954847904,1.060687710415535,0.883906425346279,0.7459307882190549,1.1469224836200502,1.3452624619904343,0.8062951294622153,0.8537242547246987,1.084578262379846
213,10.675,0.9986302774230008,0.996073192342223,1.0121651723412082,0.950823063083858,1.054036642340449,0.83598697885281,0.967185972939957,0.9661016837326252,0.9595959484886344,0.971523129769284,1.2515326032505425,1.136203660288888,0.811574043063491,0.7944882737358386,1.2814326995739334,1.315604238229238,0.8286598123911435,0.7987597160677518,1.1650576891024211
214,10.725,0.9991083894201864,1.0005299382913506,1.008400181855966,1.0001450151689275,1.0264585466088672,0.9184434531440414,0.9785988138178036,0.9463727277425736,1.00008287120129,0.970005190864409,1.3033661479315035,1.0960124425787643,0.7659391973233839,0.8971221537710349,1.0579270681262207,1.3668417720190769,0.8209514048659478,0.8167196965934428,1.1128960949721267
215,10.775,0.9983149006177096,1.0204559985235515,0.9888666474720778,0.9863108148428056,1.0599468181767684,0.9301602838724256,0.9450598765202676,0.997208450787715,0.9067466382829594,0.9482526463733768,1.245180242712513,1.085864252062427,0.9055856310636464,0.7798098489714734,1.0565165695742536,1.3416083423165126,0.8678528964359945,0.763039744692517,1.0729444268271102
216,10.825,0.9980285854206694,1.0096643115725354,1.0292752134453391,0.9942136253971322,1.0490449146738203,0.9142063039016995,0.9648198016955652,0.9700920410490932,0.988017654851087,0.9975076856874364,1.2503195509305345,1.1298568699438718,0.797546025842733,0.8764698513167533,1.1340107554951355,1.316781719750762,0.7476993992275619,0.8764698513167533,1.174956198786167
217,10.875,0.997392133501512,0.9905877719056514,1.033964014741226,1.0284203683736688,1.0861160755712302,0.8964161822562889,0.9402966946744282,1.00402791509125,1.0217890748795448,0.994624948144506,1.3746694438640952,1.2018068191865745,0.7819975878268807,0.7984606949390256,1.156533274628176,1.2923539083033715,0.7902291413829531,0.8149238020511701,1.105968017069447
218,10.925,0.9980787057263716,1.0118802764768355,1.0229656456406218,1.0261467624521292,1.0328201643323724,0.8395738460387027,1.0331623900698217,1.0466204171949798,0.911004913087618,0.918251543078088,1.284629861946899,0.970609229026545,0.7993252474336257,0.8523417179266723,1.1867533010366589,1.235691581491778,0.8604980980025256,0.8523417179266725,1.157664986378386
219,10.975,0.9966586812268832,1.0360206341908882,1.0271558743001183,1.0097646360494434,1.0364360005903703,0.8924648904079135,0.9540141931946658,0.950936728055328,0.9909437748667178,1.0094085657027434,1.3618560379230455,1.143635782588195,0.824387631264989,0.8890454846975364,1.1476768984277292,1.2608281419346887,0.7274008511161666,0.8809632530184685,1.1498623998511526
220,11.025,0.9979870136950564,1.0274088188517188,1.0262630097600625,1.0161350674694622,1.0430019232946433,0.9220002583634088,0.951479869711302,0.9657114062240776,0.9718106361581248,0.9280994882974558,1.365549813011591,1.073218034859549,0.8129226159570471,1.0171544061728566,1.209372561670089,1.253422555638205,0.9570862325799714,0.8249362506756236,1.1529411686552755
221,11.075,0.997183661258519,1.036888474628728,1.030075555284572,1.0260294069045597,1.0684559393419637,0.8814578339501808,0.8995906808200128,0.9509670802845378,0.9157087669265306,0.9842106328792304,1.3770584550473628,1.043707128753477,0.8214729112242193,0.8929053382871948,1.004022447051823,1.246099005431908,0.8690945292662029,0.8373467839048803,1.098455791672494
222,11.125,0.99660482623115,1.034903557825233,1.0294645938569598,1.011249877078174,1.0464312474304909,0.8785441639574741,1.008329097269374,0.9344515198456772,0.9364482111273988,0.9883621844521586,1.2191917977784517,1.0894068644665515,0.9006287796492433,0.8809643958141073,1.030413712961143,1.3843726219935972,0.8495013816778886,0.8377027513768065,1.093901580771726
223,11.175,0.9967257411756516,1.0366300893107454,1.0264069128875617,1.029221781178748,1.060262140619379,0.9162139393796108,0.9350131454791918,0.9449074644789716,0.9637066705785532,1.00922053797754,1.3525234244850532,1.0835778444001294,0.9198718391310448,0.9666449834936404,1.1303509887627248,1.2083062293670508,0.9042807910101794,0.8263255504058536,1.1983231857998615
224,11.225,0.9966249187550328,1.0222573965398558,1.032573924600089,1.0162803266079097,1.0626377124370083,0.9384696165825316,0.9571017197330722,0.9963272000500016,0.9325857945349916,0.9914240150103856,1.2555125328714063,1.0391780656689489,0.93101083206772,1.0469042966404651,1.0816723360122888,1.3598166509868783,0.8537485223525565,0.9039690236674128,1.1564512143437513
225,11.275,0.9968222014983262,1.0053594128180734,1.027453217567617,1.031513431423168,1.0582463164651132,0.890314316859675,0.9952858738693304,1.0001456681753331,0.9097534940836852,0.9476598896705062,1.2290861599362903,1.1410207964517587,0.8921404213867776,0.8308775598323213,1.0414686464257663,1.2750333061021328,0.9304297098583136,0.9840347137184629,1.0933545393749502
226,11.325,0.9970288757725164,1.0283549828299314,1.0243733197496327,1.027807541549921,1.0534768537658712,0.8612754899653053,0.991333869322482,0.9306399589557992,0.948944471606069,1.009638381972752,1.2448236354186355,1.0398831588558126,0.8653042343763688,0.8842802044284823,1.123377427085111,1.419402559898079,0.8387378763034109,0.8463282643242553,1.1297285680821445
227,11.375,0.9959790897846494,1.0317127838233269,1.0387092711418993,1.015098239176286,1.0294618690008952,0.9482600078660592,0.9950522942562277,1.0275204113432836,0.9988720727370574,0.9482600078660596,1.1661899452837192,1.0081900172130214,0.963047180621394,0.9103805379311618,1.1360947208893006,1.2828089398120917,0.8953329257339526,0.8276186708465105,1.0615476216878186
228,11.425,0.9965179795100544,1.072139082130453,1.0269701773599873,1.030844527160076,1.0615583242400226,0.9484977548565808,0.9541773821311706,0.9863619366871824,0.921992827575159,0.994881377599068,1.2268568612839772,1.0553206435968552,0.865139184856786,1.0031139686486008,1.1261725595980585,1.390934982549919,0.8875134741203237,0.8539520402250173,1.1301299168827637
229,11.475,0.9962572819107732,1.0303799379168566,1.0123989706512422,1.0109924866293476,1.0347852894658578,0.9440034935062116,0.981538423665505,0.9515104795380708,0.9956140224752392,0.962770958585858,1.2494582054540329,1.0202676470571388,0.9019757459490648,0.9611216965031024,0.968514940322357,1.3049075340984424,0.90936898976832,0.9352453431357106,1.2049478600115824
230,11.525,0.9961071038023452,1.0384104556647231,1.0267016874840542,1.0026391362134413,1.0394185622627377,0.9572260781713848,0.983273046284892,0.986063792868482,0.955365580448992,0.9618773224773688,1.231311219911243,1.1873358192001269,0.9418064985630642,0.8172095298815693,0.941806498563064,1.3559081885927384,0.9528003487408429,0.908824948029727,1.0069469305688157
231,11.575,0.9957139848244856,1.051981354528822,1.0097080589911025,1.01995536699491,1.0280801328870397,0.9074738519517106,0.9996968043858278,0.9757188367529572,0.9554297872174516,0.9674187710338872,1.20979745784028,0.9627517307137364,1.0027150101018534,0.9700177815115748,1.0499443402878108,1.329687296004631,0.8246967655547848,0.9191554259266992,1.1034758573902606
232,11.625,0.9962197056786516,1.036424492089114,1.0271492314704842,1.0324185561439387,1.0363478370426789,0.9554575446945792,1.0030018435693333,0.981972634451654,0.990201455410746,0.9627720522137726,1.2750516516411343,1.0445338389150538,0.796006822069748,0.8752473201943383,1.1814037902211645,1.174200108573474,0.976098863261998,0.9724970224381534,1.0745981837508212
233,11.675,0.9964545314718998,1.0554947654194309,1.0292691775080738,1.026321508122994,1.0582662276774013,0.9019663486756206,0.9998682237077486,0.9617952723063652,1.0216241959371106,0.9617952723063656,1.2070169441390823,0.9891825252264076,0.9784693570831616,0.8820508437939447,1.0463194219903882,1.18559060785259,0.8749087316984475,0.8820508437939447,1.118323572504179
234,11.725,0.996563492530224,1.0642407898595878,1.027432207884435,1.0357408612621153,1.0363202426873968,0.994953894515674,0.9814721344273856,0.9491159102154936,0.9760794303920703,0.9868648384627006,1.3135864425417048,1.0586586154177076,0.9170320447932648,0.8674627450747107,0.9170320447932656,1.249854485760706,0.9134913805276544,0.8603814165434883,1.020578409948787
235,11.775,0.9965734400590056,1.0250870084107206,1.056561180806804,1.041708216121031,1.0403677827546984,1.0426656685255546,1.0114748151935935,0.9972161393846972,0.9820662963377446,1.002563142813034,1.162028068289422,1.0637296214250602,0.9619205157441142,0.8636220688797523,0.98298446864362,1.288411785686459,0.92681392757827,0.7688342808319754,1.0958628965115518
236,11.825,0.9975697197141729,1.044325045287401,1.0429970210683095,1.0407023378980085,1.0384238434526931,0.9649423975912572,0.9843826290445616,0.9826153352760788,1.0153102699929992,0.9728952195494276,1.1626650822347746,0.9746892904962186,0.9538030914141566,0.8528531291841908,1.0512720204637784,1.1452599163330568,0.8563341623645346,0.9363979255124384,1.0643436552634375
237,11.875,0.9964413937889872,1.0144794257491054,1.0268250296645982,1.0133173745243549,1.0264969018778858,0.959462349838524,1.0260551704665866,0.9822441042639144,0.9971398667728224,0.9489476939498832,1.2737071792376928,0.9009148340949532,0.9388844248039356,0.8733005863066019,1.0527931969308837,1.1908644358726397,0.9526915486981116,0.8767523672801463,1.0484256373317056
238,11.925,0.9965033356830452,1.0298217736253443,1.0272100842327296,1.0315363692958053,1.0507668210672931,0.9887956490030896,0.9974845387131344,0.9983534276841394,1.014862318133224,0.9940089828291166,1.2048593731262007,1.002908512289707,0.9173361136301756,0.9549879690403694,1.136401454198576,1.2185509569117263,0.893375842005507,0.8694155703808384,1.0753830948278822
239,11.975,0.9971518598909784,1.034675213607026,1.0309521957858492,1.0122017242137409,1.041825334214509,1.0503492431498265,0.9443665057360208,0.9762474917873276,0.9555679332675616,1.0072668295669789,1.1201427531540404,0.9775791300253446,0.9096916904402508,0.943635410232798,0.9707903860668357,1.188030192739134,0.9538185261705624,0.8723535986684502,1.0767086463990871
240,12.025,0.9975239115212428,1.0124439496307154,1.0352387872472633,1.029140086949086,1.0328123084903853,1.0091617893715197,0.9587464247881836,1.0441961952684142,0.967291401836206,1.0006168123234966,1.1310442347201386,1.0098609238572658,0.9694664869029752,0.8617479883582002,1.0064947207777413,1.2017344993901462,0.8684803945172483,0.9021424253124902,1.0813755647916472
241,12.075,0.997082351660562,1.0459463876632735,1.0281159469603374,1.0388442094671066,1.02518718655562,1.00166909274189,0.9864152486899832,0.9881101202513056,1.011838322109828,0.9694665330767532,1.1817877159406702,1.0716210644546762,0.9280705791850464,0.9814847132388622,1.0248836971575874,1.1450654987786728,0.8279190778341415,0.86464129499614,1.047707338621908
242,12.125,0.9969860363056332,1.0251802880717575,1.0059176983374662,1.0071779482470562,1.0266822011447938,1.0304052351737076,1.0329266182940344,0.9572851246842192,1.007712787090763,0.954763741563892,1.1422629590573123,1.052868466609349,0.989961231183004,0.946919438522874,1.1025320735248842,1.1919265659728482,0.9469194385228736,0.91381036724585,1.1293909629792045
243,12.175,0.9982145590487372,1.0244504175956548,1.0203789240374934,1.0288345852935648,1.02775989735628,1.0461329276686997,0.9861157397865112,1.0111229014040897,0.9369349886052736,0.9677771546002872,1.0934949761868409,1.0114007587553966,0.958860459599272,1.0508059831224896,0.9719955343883032,1.0902112074895831,1.02125206484717,0.926022772626694,1.051576663531029
244,12.225,0.9986167799691384,1.0008664809050951,1.016398238833479,1.0413989779094757,1.0444190704759138,1.017750696523858,0.9764123254221584,0.9458219308069004,0.9970815109730086,1.0053491851933478,1.0910824615024506,1.0259432100694688,0.990116621781328,0.9901166217813282,1.0454849854993624,1.1431938626488365,0.8630950814870132,1.0161723223545212,1.0057035140885056
245,12.275,0.9978569242860514,1.030780945952556,1.0335539331035264,1.0176022544926384,1.05531080556821,1.035717811111079,1.0201369414269064,0.954533279598809,1.0373579026567812,0.9446927303245946,1.095133854834935,1.0499070879685957,0.9174572707171728,0.9982193544070648,1.0272937045354256,1.1112862715729137,0.8786914705460245,0.8916134039364066,1.00622963454447
246,12.325,0.9976060409295688,1.0044033092883142,1.0349647974760008,1.0285885597132056,1.013732140414035,1.062307925869153,1.024891260792598,1.002115899441651,0.985847784190975,0.9964220591039143,1.099083725799469,1.0029539538636554,0.9837279994764926,0.8235117129168033,1.131126983111407,1.089470748605888,1.0093626053260432,0.906824181927842,1.023978254324447
247,12.375,0.998577772074374,1.0228289743528511,1.047384145343539,1.0369372366610607,1.0267082955202809,0.9754769038745122,1.0174328997400828,0.9544989059417274,1.0295355908551511,1.0303424369294891,1.1760392780500797,0.9312959688342518,0.8295844637055961,1.1474329172326447,0.953545360581145,1.1410759481621044,0.9408314224400638,0.909046577087358,1.028564082316662
248,12.425,0.9979718777780372,1.038821109030431,1.0159667439164302,1.0220732533250438,1.0463223411121598,1.013262619137255,1.0300702929144132,0.994053849106216,1.0196655424809336,1.0180648116450135,1.0310161793174548,0.8922861735377362,0.9994866325493376,0.9805689044884665,0.9112039015986076,1.0972282275305028,0.9048979922449836,0.8512977627391833,1.0234876957013943
249,12.475,0.999467410055851,1.0282732625038442,1.0045576476593254,1.0463113796171453,1.0534767273986425,0.986895423425338,1.0027746740033807,0.9305240838732876,1.027387512399346,0.998010898829968,1.0509176746195368,0.9852353199558158,1.0352790187472227,1.0165126317004456,0.9852353199558156,1.0665563304918515,1.0165126317004451,1.0290235563982968,1.0310980719731944
