,r ($\AA$),g_full(r),O (DOL),O (DOL),O (MA-i),O (MA),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
91,4.575,1.076323464111177,0.388150794092463,0.3981318145119836,0.4782164428147255,0.3754696739341078,2.225545753099296,1.5938921839172675,1.6765384453055707,1.422696356755783,1.5407624444533592,0.418597947291404,0.5813860379047278,4.209234914430232,4.44178932959212,0.209298973645702,0.209298973645702,1.976712528876076,1.906946204327508,0.6734586022749461
92,4.625,1.0699648190728883,0.3928256346198334,0.4166990157293261,0.382289778824405,0.4046313892751819,1.7560123906439695,1.4036546412055422,1.322785649531148,1.5018527025244477,1.2534693709530975,0.4095961915975768,0.5006175675081495,3.504322972557045,4.11871725995341,0.1820427518211452,0.2730641277317178,2.2072683658313865,2.0707363019655283,0.643651158224763
93,4.675,1.0701119896949798,0.4333230058500151,0.4163299467970731,0.2951947146804207,0.4628361575853507,1.4246719278308642,1.288988887085068,1.3794442475822657,1.1137316261217476,1.3398700273647417,0.4231529174774208,0.4676953298434651,3.986545906760969,3.8529186696628326,0.4008817112943987,0.2004408556471993,2.293934236851283,2.249391824485238,0.3974728532051607
94,4.7250000000000005,1.0698155955687396,0.4751464358836625,0.4501934501917412,0.2984940765014562,0.4887691850282809,1.0570788541258276,1.300594401673138,1.261853291836066,1.2065088492116771,1.2950599574106991,0.3924424113365756,0.4796518360780368,3.5537840582145463,3.4447722772877176,0.3052329865951144,0.2180235618536531,2.485468605131642,2.5508756736877385,0.2275899018125378
95,4.775,1.0693465328164904,0.4683020574437417,0.4866269205611057,0.2852890076141285,0.534480222428102,0.9375125269052684,1.2518230850584793,1.3168528557108683,1.273499675275942,1.343948593482697,0.3629186695499461,0.3842668265822959,3.394356968143614,2.988741984528968,0.2561778843881973,0.4269631406469954,2.305600959493775,2.476386215752574,0.230037283940422
96,4.825,1.0697970605026688,0.5154789978501564,0.5234554620335247,0.2805474072031202,0.5177582230496609,0.7642679836002445,1.2207058071392791,1.2207058071392796,1.279087389219854,1.204783557480941,0.71087215646319,0.4390680966390292,3.679808809927104,3.0734766764732058,0.2299880506204439,0.5645161242501803,2.2998805062044383,2.258064497000721,0.0985663074087616
97,4.875,1.067432135446519,0.5137497826998474,0.4981224128838825,0.3072198838820376,0.6278457263334728,0.691481061722186,1.071015779810304,1.2061925287184,1.315373748990324,1.2685817974452136,0.5529957909876679,0.5325144653955322,2.539684373424844,2.785460280530473,0.3072198838820377,0.409626511842717,2.457759071056302,2.4167964198720293,0.1310386851660119
98,4.925000000000001,1.0638044442617287,0.5713169190176718,0.533037728463724,0.2955406596322153,0.5713786086222825,0.641853688996118,1.2327666090242912,1.0952265328108373,1.25314291661147,1.3601185314441568,0.5819596939671398,0.3812839374267467,2.769325440257425,2.6288524106791487,0.3210812104646289,0.5217569670050219,2.628852410679149,2.408109078484717,0.1756936725629155
99,4.9750000000000005,1.064630396794438,0.5598909653495623,0.5748964183572558,0.3078660112747885,0.6693672161514567,0.6739468365282331,1.362870269423759,1.2630262936417989,1.118252528757956,1.1831511130162302,0.8259819814689442,0.7473170308528541,2.261617330212584,2.2026186172505167,0.2753273271563149,0.6293196049287194,2.831938222179237,2.2812835678666064,0.1523130038714599
100,5.025,1.064529781550456,0.6333772509353156,0.630619439973333,0.3270049657025779,0.7307667239977225,0.5823082489675269,1.262483430534637,1.2331233507547623,1.203763270974887,1.3016302035744711,0.8096264424147431,0.4433668613223591,2.159003846439317,2.5830938877041825,0.308429120919902,0.4048132212073714,2.7758620882791205,2.7565852682216256,0.1363146561208496
101,5.075,1.0656390223987091,0.6362796729012473,0.6822432186773998,0.3267783910432635,0.8081837810028973,0.6380544342464498,1.2952984755379051,1.3480698949116725,1.2425270561641388,1.2041478420741265,0.7937519277707028,0.5480668072702473,2.5135477712738914,1.9843798194267568,0.3401793976160155,0.4346736747315755,2.6836374700819,2.740334036351236,0.1209141056152164
102,5.125,1.0651949577807085,0.6946248500671457,0.7052298096101557,0.3659207693336284,0.7631772951571524,0.559805902851138,1.2372180878138597,1.1807670724003,1.354824369925444,1.2607393442361772,0.8154035559736462,0.667148363978438,2.0570407889335187,2.0755726879329197,0.3891698789874223,0.5188931719832296,2.7797848499101594,3.002167637902974,0.2308923334517213
103,5.175000000000001,1.0644295290575292,0.679533591476917,0.6838673516266427,0.3737549364961713,0.810958986880287,0.567495890621559,1.23188132354436,1.3702949554032764,1.2272675358157294,1.144219356700379,0.8724253159592328,0.5634413498903377,1.8720793238291864,1.8357282689975511,0.5089147676428856,0.7633721514643285,2.6899780575409675,2.889908859114957,0.2692945490588446
104,5.2250000000000005,1.0630851942439874,0.7465133288974699,0.7677694031827057,0.3958112916357594,0.8947085707737065,0.6109976799159075,1.2129435423515786,1.0862180976282791,1.2400989947922856,1.104321732588751,0.9627842228977932,0.5883681362153177,2.0147151331009368,1.3193709721191986,0.4813921114488962,0.4992214489099664,2.745717969004816,3.013158030920871,0.2401502596797214
105,5.275,1.0616727341933472,0.7290917890468882,0.7165787720723994,0.4217389998771435,0.8978651558470407,0.5373025319527722,1.1944990173164944,1.230023151660479,1.2522257356254698,1.234463668453477,0.9970978617004868,0.6647319078003249,1.7492944942113793,1.276984980774307,0.2274082842474794,0.7696895774530073,2.676420576143412,3.096251254754144,0.2886335915448776
106,5.325,1.0585894552683162,0.7727669388164902,0.8014182554039663,0.4129199332058164,0.9278994417391476,0.6144101674886127,1.4031210917115844,1.2811105619975345,1.272395524160816,1.2201052971405084,0.9612950825955509,0.6523073774755531,1.2702827877155498,1.49344057474666,0.5664774593866646,0.9441290989777736,3.278702870995541,3.2958688546133192,0.2716779652160532
107,5.375,1.0551506022084889,0.7447982017750977,0.7785431041208947,0.4530608384369472,0.8886609143377844,0.5816483973567176,1.1932345798715025,1.2274491914807208,1.3129857205037678,1.2702174559922443,0.9097976268814952,0.4885950218437662,1.4657850655312985,1.3310002319192245,0.3538101882316929,0.8255571058739495,3.2685322150927845,3.1168992772791992,0.3233804490105996
108,5.425000000000001,1.0503518962878426,0.8171017681527977,0.7879195621473403,0.4700075539673639,0.9075385782939884,0.6969268956879124,1.1629442777442884,1.2259195996437986,1.1923327612973935,1.2133245352638966,1.174267113398949,0.7607927776950937,1.223884033683412,0.9096435385484816,0.6284809902698596,0.8931045651203275,3.0266321373522227,3.5558792870531595,0.3787087384977347
109,5.4750000000000005,1.0425434311124766,0.7867584150044613,0.7852096779670503,0.5137199151529096,0.9291244672334524,0.5688392004789978,1.314925398208698,1.290193259057437,1.224240887987408,1.2036307720280242,1.4614445862108636,0.7631988394656734,1.1691556689686915,1.217870488509054,0.3897185563228968,0.8606284785463976,2.9878422651422096,2.971603991962089,0.3226114069560715
110,5.525,1.038874508369667,0.8318954471638854,0.799197545675726,0.5157709038276148,0.9062955848033302,0.655736234065956,1.36409327703844,1.1981353412563156,1.2952814500068282,1.287185940944284,1.2597102738229264,0.9248505807813888,1.0045790791246123,0.9089048811127444,0.4305338910534056,0.9567419801186786,3.173194234060281,3.683456623456909,0.5208386187686894
111,5.575,1.0326004869148109,0.7386225990426627,0.8021038133183213,0.5552523127115445,0.8679020764845067,0.7473893260095994,1.1727651658129346,1.1926425415046793,1.2403482431648671,1.2085444420580755,1.4251476026263,0.7360652453124839,1.2841989386302912,1.237216050631622,0.485489842652915,0.8926748719747144,3.069548682579724,2.9599219439161604,0.4746230522314542
112,5.625,1.0297573866436147,0.8091826335941796,0.7688335448836809,0.5521380212496942,0.8214941076040275,0.69511039874187,1.1324832339052937,1.3043082762909248,1.171534379902028,1.167629265302355,1.261470352500566,0.8922595176223516,1.1845514285676046,0.9537946567687206,0.5999676066770985,0.7384216697564289,3.415200222623487,3.476735361769857,0.4869438817143801
113,5.675000000000001,1.0267068069890135,0.7820133214785938,0.8065188080502734,0.6067544179287889,0.7922432005836498,0.7404648788613624,1.1970209440660364,1.2008575496559917,1.2622432390952751,1.2162039720158124,1.5265039817003734,0.8161506436813875,0.8614923461081313,0.8312645444903022,0.5138726275030958,1.0730869574329354,3.4308554836236125,3.5064249876681863,0.6158143462244491
114,5.7250000000000005,1.020246118739753,0.7832859536980107,0.795325611214164,0.6245544534670491,0.7590240245118348,0.7313574399224532,1.2742206942978824,1.225212206055656,1.2516013920322393,1.2176724386337752,1.0841271641462191,0.7128507380687469,0.980169764844527,0.7871060232842412,0.4900848824222634,0.697999681025648,3.6682110896454234,3.5345515762575346,0.7151238590447311
115,5.775,1.016251951258961,0.8178056953587908,0.7760454045319589,0.636077104145508,0.6798621363457623,0.7817312287445364,1.341169217087782,1.1707443994467923,1.2263177095471154,1.1929737234869229,1.0508407728060962,0.7589405581377362,0.8465106225382443,0.846510622538244,0.5692054186033023,0.992460729872424,3.57577762968741,3.13792730768487,0.6192454554035932
116,5.825,1.0117655815198088,0.7682528578889474,0.704630849176862,0.6228568080137836,0.7277095872522847,0.7355946125566728,1.1580152811535744,1.1762230685930954,1.274545120766512,1.256337333326991,1.0615691828375624,0.8894228288639036,0.9037683583617088,0.9181138878595132,0.6312032979034152,0.961150476352928,3.112979901023661,3.4285815499753696,0.7149343476252974
117,5.875,1.0090983729852656,0.7343840388490214,0.7774248616387074,0.6676841026229797,0.6976837339620306,0.719547370608538,1.084690812409886,1.1813464293573015,1.1419682150453918,1.077531137080448,1.071781700831051,1.0294745284298248,1.0717817008310508,0.7615291032220622,0.7615291032220622,0.691017149220019,3.582007263303777,3.0884235852894752,0.6505807021290521
118,5.925000000000001,1.0051939577989886,0.7921300440012361,0.8192396698810781,0.7343610214349513,0.7131848024852308,0.7532101833572302,1.3093186364901388,1.2142874451319827,1.1086972325118103,1.15093331755988,1.053768990593237,0.9151151760414952,1.1508266607794555,0.9289805574966696,0.5546152582069663,0.7487305985794047,3.147441590324534,3.4108838379728432,0.5135850477783903
119,5.9750000000000005,1.00322839302863,0.8036354226820375,0.7678749467536291,0.7198908899624201,0.6737821759359016,0.8202602928898741,1.0867583627317317,1.1144464738841329,1.128290529460333,1.1006024183079324,0.8589607209778883,0.8998636124530259,1.104378069828714,1.15891525846223,0.6271776692854424,0.804423532344372,3.4222085867531757,3.422208586753176,0.5922571735022458
120,6.025,1.0011837377456123,0.7660536342976534,0.7814002847343344,0.7284712516373573,0.6377780436021843,0.8271254329584969,1.1709100779330164,1.021142509825305,1.1913329281295226,1.130064377540004,0.8447633490372972,0.7509007546998194,1.1933958422907849,0.9118080592783524,0.5229487398802315,0.563175566024865,3.4997338745830837,3.3120086859081272,0.5598917434824454
121,6.075,0.9973414951429048,0.8207945228211185,0.7950071086941712,0.7719237084412092,0.6474662978537634,0.806870286825367,1.1182351692932475,1.2220234634492078,1.0947991028709343,1.031186922581797,0.7254020559287535,0.8045368256664357,1.1078867763275508,0.9364281085625727,0.7781585690872084,0.5803216447430029,3.139012532928061,3.24452555924497,0.4840948414055148
122,6.125,0.995442410255446,0.823535664759853,0.7857928581855846,0.8018349571944988,0.6050916932050279,0.8530350235426174,1.146162888775408,1.119814316619652,1.0868786014249563,1.053942886230261,0.7006324868689795,0.7136071625517384,1.0379740546207106,1.089872757351746,0.7136071625517384,0.6617084598207029,3.152846190910405,3.062023461131093,0.4674855085287917
123,6.175000000000001,0.9918125112876583,0.8425171453788503,0.7859029152341733,0.8049172066594636,0.5932434775725456,0.8425171453788504,1.1665622012937926,1.1147149923474018,1.1017531901108049,1.1633217507346436,0.6382705646809476,0.7659246776171372,1.1999486616001815,1.136121605132087,0.8042209114979942,0.7403938550298994,3.2551798798728298,3.433895637983497,0.5674095060714712
124,6.2250000000000005,0.9889660654068126,0.8008834423290229,0.8086706410951242,0.8386293264434632,0.6269165307971971,0.9151294815045926,1.2850075994646373,1.1765950476487623,1.080936913693578,1.0522394735070226,0.5778137788404033,0.9923323593128672,1.1681887267860338,0.8290371609449269,0.8164759918397007,0.6531807934717602,2.625284342992272,3.215659290937899,0.4568163948063881
125,6.275,0.9883379232280026,0.8270787583509469,0.824131221792319,0.8300379876165835,0.6324741124162109,0.8880519530698836,1.1296773961313007,1.0418135986544217,1.1014354612280182,1.1892992587048967,0.6180894844152733,0.8158781194281609,0.976581385376132,0.9765813853761324,0.5191951669088296,0.6428130637918842,2.954467735505011,3.2387888983360376,0.462053424778193
126,6.325,0.986377924291686,0.8047705845201553,0.8082519280725134,0.8455042221783682,0.6497242021292171,0.9698130484677242,1.1365961841914725,1.1489504905413803,1.1551276437163338,1.0408503099796915,0.6813587138433741,0.742194313293675,1.058539430435241,1.1558763895557231,0.7908627928539159,0.4745176757123498,2.907941653724396,3.066114212295178,0.3851265908057844
127,6.375,0.9849815024075952,0.7933386182007374,0.8356043185224468,0.8597317365059611,0.6728903408823256,1.000264808819435,1.0306679944978372,0.9698616231410326,1.152280737211446,1.0002648088194348,0.5748966019188801,0.7545517900185298,1.149793203837759,1.0420000909779694,0.8503678903383427,0.5150115392189968,2.910414047214329,3.353563511193466,0.4234729433777462
128,6.425000000000001,0.9804541134116715,0.8738190588606202,0.8215248680793864,0.899142217520986,0.6663171225692001,0.9189071188030188,1.0057094199277337,0.9488389467770582,1.0116957855225417,1.0087026027251376,0.5659836562363864,1.0612193554432248,1.226297921845504,1.0612193554432248,1.0140540507568592,0.6013576347511607,2.7709616503239727,2.770961650323972,0.4327897983593284
129,6.4750000000000005,0.9807297165295052,0.86923439563038,0.865358828261327,0.9017745194813296,0.6440341898262028,0.9312945799181104,1.028550026555128,0.9843430053564836,0.9018232324523476,1.0256028918085514,0.4876168398880788,0.9636237550169168,1.311921497794116,1.010063454053877,0.7430351845913581,0.4760069151288387,2.5425735222735533,2.797991866976831,0.375308588135431
130,6.525,0.9792115179061868,0.8870402976606772,0.9257494931947322,0.9179400673188592,0.6741122369372872,1.0215537036801012,1.111520080992838,1.0534772569201043,0.963510879607368,1.0215537036801017,0.5487685185058393,0.8688834876342458,1.1432677468871653,1.2232964891692668,0.9374795524474756,0.5716338734435829,2.5494870755583787,2.9267654320311456,0.3772783564727646
131,6.575,0.9778898392286222,0.8365517273304915,0.8907826159443422,0.9114019799107212,0.6454740437238333,1.0775301709928318,0.9774942134736035,0.9403380006807468,1.0632393199186565,1.0603811497038216,0.57423237952596,1.002091799564911,1.351135010649318,1.0809080085194545,0.900756673766212,0.5629729211038823,2.4207835607466945,2.4545619360129267,0.4435996833432836
132,6.625,0.9758851074502204,0.8636371434373098,0.925514391313713,0.9896443434039668,0.6787169641193467,1.0416206802284094,0.923382657067347,1.0247295340625433,1.0190991520072548,0.8839699826803258,0.5545073236269168,0.920482157220682,1.042473768418603,1.1533752331439868,0.8983018642756048,0.4325157124289951,2.3843814915957418,2.5174632492662026,0.466804634685925
133,6.675000000000001,0.9748319943771386,0.9158687780498752,0.9117010020405472,0.9718943653884934,0.69003904053947,1.0233012196441733,1.0011158273483645,0.9622913908306994,0.8596839514625846,1.0038890013853408,0.5353066247132618,0.8848946245260043,1.1470856243855612,1.1143117494031165,0.8411961245494115,0.3932864997893352,2.403417498712608,2.2395481238003843,0.4377653301226528
134,6.7250000000000005,0.9755669195538,0.9151319527123368,0.8915222668880145,0.999177513794977,0.6850999756749341,1.0163377531171347,0.9316429403573736,0.931642940357374,0.9152503959522584,0.8961257608129579,0.5596646473665562,0.8717853160902126,1.2161943298542477,0.8502597527299605,1.0655153863324818,0.4412740488851693,2.098742427624583,2.378574751307862,0.4856430672399747
135,6.775,0.9764946440968884,0.9289825156571938,0.9168455639011932,1.0371209168710722,0.7617893181925273,1.0363867586005175,0.8560285434674404,0.9233263849350064,0.8802557663957634,0.9233263849350064,0.4984118925658524,0.8589651765496608,1.1771004271236087,1.1771004271236096,0.9968237851317042,0.5514344343281775,2.3754098709521494,2.41782790436201,0.3820869284954465
136,6.825,0.9742980439802944,0.96176509067828,0.9169159413720394,1.041930165157238,0.729579109081654,1.029215144626369,0.9045421760762674,0.8992369433720081,0.8965843270198779,0.9469840377103446,0.4493371335880501,0.9195736687383356,1.2644137945152127,1.076319180455098,0.7105796531159866,0.5120353382747549,2.267585069502488,2.3720820773136624,0.4187344384433492
137,6.875,0.9744519824708838,0.9321114503796056,0.9527377311572368,1.0330089493208874,0.7566411390621186,1.0639685390723586,0.9777008196881132,0.9175748334506084,0.8731338871011489,0.8548346738984299,0.5046146671052728,0.895948490574669,1.163703211895834,1.0298258512352518,1.0195275927228986,0.5561059596670351,2.21412558015579,1.977265634371683,0.5062960154338201
138,6.925000000000001,0.9741911550350536,0.9777523793145576,1.0339005357504425,1.1604315023598488,0.7662391217872289,1.05123646521765,0.8605710278987625,0.9224084670292126,0.834805428261075,0.9301381469205188,0.5481045741108064,1.0657588941043457,1.0759089788101013,1.116509317633124,0.8221568611662096,0.6191551670510961,1.85746550115329,1.8067150776245111,0.4409072509428766
139,6.9750000000000005,0.974678995155026,0.9575821524570036,0.9680788178053116,1.0570828113849278,0.7934942734918352,1.1022526261281949,0.8584363770307145,0.901612171141727,0.8838339029783686,0.881294150383603,0.6103102447421157,0.9304729960822417,1.190605231546093,1.2206204894842303,0.9204679101028618,0.4702390410308105,2.141088399587093,1.79091039030883,0.4952517559792579
140,7.025,0.9752786266674108,1.0333668384525376,0.9698691037274156,1.109875875147167,0.7784732871245528,1.1191665695791215,0.8587788218470663,0.8587788218470663,0.7936818849140523,0.7636371447911233,0.5326113021792032,0.9370013649448944,1.2526228773473855,1.1342648101964508,0.966590881732628,0.4734322686037361,1.9824976247781445,2.1008556919290786,0.5247610222151113
141,7.075,0.9759381413347242,1.0285509272930382,0.998408542137922,1.1122781567916764,0.7961514131351003,1.0589715498495849,0.9009897801750546,0.915800571082042,0.8145934998842964,0.8713681983610808,0.6904222225832927,0.875183099049244,1.2544291086372497,1.1766350553884284,0.9627014089541684,0.6029039126783683,1.701744914817976,2.042093897781573,0.4060373289466563
142,7.125,0.9766053469898908,1.0223962167708782,1.0018202642866705,1.1490216486538605,0.7912925600424632,1.0417270603355295,0.837275955036033,0.8689171975228598,0.8421438384955447,0.92246391557749,0.5465305520451906,0.9971785510999976,1.2177084229778812,1.3231792312673034,0.9588255299038436,0.5848835732413444,2.147769186984607,1.7642389750230707,0.5230491104965245
143,7.175000000000001,0.9762145980455418,1.0352500724969764,1.039759001384159,1.1995927050209887,0.8220768580410385,1.137665189559062,0.8808504737725226,0.8688497861189459,0.8520488234039388,0.830447585627501,0.6145806707437713,1.002239247674458,1.3048020394252375,1.3709876501207203,0.954963811463399,0.5483950600482881,1.900472535684583,1.7113707908403468,0.4966815216623129
144,7.225,0.9782136566527816,1.0458727205485383,1.0405366352396177,1.1525297469050348,0.8499016800875168,1.0391273614272605,0.7763867301779986,0.8900043004479498,0.8687010060223339,0.8260944171711027,0.6154285056289024,0.895168735460222,1.2495063599132263,1.128285593652988,1.0350388503758818,0.6713765515951662,1.7623634479373111,1.6597920303324931,0.461571379221677
145,7.275,0.978001317769129,1.0144412070100228,1.057860869566873,1.1502865027140148,0.8207015780375613,1.1369541538701184,0.8054398009962852,0.7727552873326685,0.8871510851553296,0.8171128415904348,0.6621797573408199,0.8553155198985588,1.2875717503849262,1.241587045014036,1.1220268110497218,0.6805736394891759,1.7934035094647185,1.6922371576487596,0.6069981108957506
146,7.325,0.9799538458824502,1.049525044292644,1.0573121221150956,1.108905624323134,0.9030579046808196,1.0731258801545362,0.9234409397896328,0.8912011064802694,0.8888982612438863,0.8082986779704767,0.6894579071353111,1.0432586752705373,1.2065513374867955,1.5149930327841723,1.0160432315678272,0.6531706488650313,1.8960092446221064,1.7780756552436978,0.5651370197450429
147,7.375,0.9814219612470276,1.0443046474832414,1.056680959202496,1.1476159889176536,0.8781629791845422,1.067711305986764,0.8927883898995709,0.9291360088267796,0.8723428542530162,0.8223648782281033,0.5906488075671457,0.8591255382794855,1.3692313266329297,1.5750634868457236,1.0560084741352007,0.6353949293525357,1.700352627844815,1.72720030091605,0.5243514924320587
148,7.425000000000001,0.9803208359415608,1.0677599970580332,1.0513393977341916,1.1548465881573466,0.8360357285409317,1.0421736588611192,0.8920110026381195,0.9211470404127314,0.7956379546144025,0.8494275628136865,0.5562334484244094,0.8299356214586426,1.306707148679565,1.386169069883052,1.1389542039166478,0.7063281884754405,1.977718927731233,1.545092912290026,0.6243436665988273
149,7.475,0.9820445342771548,1.0983895483123811,1.075125624444948,1.14942735625862,0.8448457376716934,1.1145209065105686,0.9044425610373464,0.8358906798829272,0.827045275863001,0.8137771698331139,0.5575284958013428,0.8450041264489103,1.1499025225902697,1.446089535984733,0.8537155091958062,0.7056220024985745,1.672585487404029,1.629028573669549,0.5896183853077659
150,7.525,0.983166226808067,1.041619287064208,1.0670346336985972,1.176401931653715,0.8449088405101626,1.069210389179705,0.8575503733624976,0.9295584199807227,0.8902813036435085,0.8924633656622425,0.7220641589265546,1.0143282232539697,1.3323802932573323,1.1518642535256944,0.9541562100100902,0.7306601608185372,1.6074523538007808,1.4871083273130226,0.6889081516289056
151,7.575,0.9852365513960616,1.0695806904729146,1.101538661179178,1.1761924005114015,0.8657183246879739,1.1434294305703874,0.8505736818743935,0.865647139527864,0.7945865534472188,0.7988932556339245,0.5683541825182944,0.8737385193937962,1.3402979229535896,1.4505756001586312,1.0603622808177138,0.7210463509560452,1.696579649308341,1.577819073856757,0.6912696469069587
152,7.625,0.9844268364733394,1.098717726818768,1.0959230232985164,1.1388981064978836,0.836135698876354,1.1093560268123392,0.8522064497159928,0.8713332777644812,0.871333277764481,0.8989609182789646,0.6027848839523681,0.912549338205668,1.2558018415674332,1.205569767904736,1.0883615960251087,0.7702251294946925,1.4567301362182228,1.582310320374966,0.6230314850715158
153,7.675000000000001,0.9866154181143476,1.0801142242925692,1.1041517900283762,1.140333520867668,0.890632030527475,1.0949490095020329,0.8159677484603275,0.8495294039239909,0.8747006455217391,0.864212628189344,0.7106426289465172,0.9502779340563888,1.3469156804451423,1.5204446944902226,0.94201464767329,0.7436957744789137,1.3717055395944395,1.5039181217240245,0.6817211266056716
154,7.725,0.9879578717007323,1.0700672001847804,1.063065669976374,1.1487550129190915,0.8862587086502056,1.0766797564927186,0.8302857352953467,0.8406384252616227,0.8406384252616228,0.8696259571671958,0.5628098727121036,0.9053897952325146,1.378476354903558,1.451886338300789,0.946173119342087,0.644376520931249,1.378476354903558,1.52529632169802,0.6454585274892582
155,7.775,0.9888307538803346,1.102811021088486,1.0939793172287953,1.1599406889159087,0.9104721878541004,1.0649203531580078,0.8850489691313195,0.815553207121008,0.7726293541146392,0.8768729971301064,0.7488447082929283,0.8615740192187455,1.4574289483980645,1.5298977911360898,0.8696261128563038,0.7730009892056036,1.393012199297598,1.4171684802102729,0.6534520479540995
156,7.825,0.9896735626897712,1.0853508035290331,1.100514628936355,1.112643809449145,0.8949714819575351,0.9181696284133136,0.7890204938672657,0.8213077775037777,0.7829666281854192,0.8435052850038799,0.5644159620549378,0.8823967857478612,1.2878223359563372,1.136781444702199,0.9141948681171532,0.7234063739013994,1.4547622683951211,1.3037213771409837,0.720080554061753
157,7.875,0.990447071634156,1.0719866673952771,1.0835898750381734,1.107122330869302,0.9089020527592911,0.9742893865668046,0.8467750292247285,0.8806460303937167,0.8407977937243187,0.8168888517226789,0.6200627130223152,0.9183207268811496,1.3421610623647573,1.3971033280755951,0.8712273562718598,0.6436093983269598,1.2950676917554675,1.3186143770601124,0.6554628317456238
158,7.925000000000001,0.9918007472905296,1.079938896069859,1.0877002639060895,1.094464657928175,0.9160698778410016,1.003348694784855,0.8184177588833328,0.8459606642303679,0.8557974161400235,0.8853076718689895,0.6432639582132248,0.8680188351792912,1.4725319525362968,1.3097784209401802,0.9920215259191898,0.6742646308981995,1.2322767392277434,1.178025562029038,0.7411691438866905
159,7.975,0.992894633986052,1.0558557315875463,1.070454497319832,1.0874632659075096,0.90002717900061,0.9849787239573006,0.8353862944805504,0.8431573297780439,0.7790462885737226,0.8217869827099367,0.5816502177214823,0.8724753265822244,1.3852459132577415,1.3087129898733358,1.0485010503663577,0.6658364334443287,1.2704465281811337,1.2092201894736092,0.6958248442398508
160,8.025,0.9934600239615184,1.04670447070228,1.0694119024013995,1.077664979964771,0.8789524626185505,1.024546009879403,0.7616943182062231,0.8269275847528516,0.8192530828061891,0.8614628435128315,0.665123502044056,1.020359917908495,1.3680381121587972,1.6099012038111826,0.8691954856257551,0.687798166886467,1.050592804365043,1.080825690821591,0.7329932471505936
161,8.075000000000001,0.9950418680198992,1.0505136844824852,1.0508696701431028,1.0940845641239263,0.9377286011080757,0.9967379429193464,0.8546175137958658,0.8186136717512504,0.9019909901703592,0.8659871481257443,0.6569122057263117,0.9405788400172196,1.3138244114526243,1.4631226400267858,0.9928332200181762,0.6494472942976035,1.0376226885904247,1.082412157162673,0.7013208114705647
162,8.125,0.9959328131969752,1.069972945738329,1.0706761813254064,1.0987585287072212,0.9177770726610092,0.9714063639526516,0.823542967512845,0.8497466073882542,0.8553616730758413,0.8815653129512501,0.6857186279084234,0.9216648224575582,1.4009305301354875,1.467290397352432,1.0248912825728047,0.744705176545707,1.091251149789749,0.9880246896745026,0.7100957219881167
163,8.175,0.997459654362935,1.0798484263444197,1.075333138617666,1.088934689389726,0.9566416388363588,1.04091008117891,0.8264419294617633,0.887454420898538,0.8356862463461231,0.8985476011597696,0.6773563098903623,1.034242967789585,1.427546631596892,1.3765628233255744,0.8885749441572495,0.8157409323410812,0.990542560699884,0.8157409323410809,0.8118019500693909
164,8.225,0.9985408799860702,1.097297179590398,1.1250898848895925,1.0879019351054169,0.9317024509163996,0.999069893701052,0.8913091556236077,0.7926806834849295,0.9022678747501276,0.9278382193786738,0.5540241336184991,0.7914630480264273,1.1440238603291086,1.244755520987018,0.9857312507238242,0.7626825735527394,1.0145117251975115,0.9497556576317132,0.8552646610816192
165,8.275,0.9980023364740984,1.112212721826369,1.087127765588895,1.0635505962005405,0.9608014500127372,0.9148551336985692,0.9094417897121873,0.8968106537439626,0.8138060459527714,0.8408727658846812,0.6255419717597047,0.9738551151259052,1.4714453199347612,1.443011593945685,1.0946984505794846,0.6681925607433213,0.9240960946450192,0.9880719781204438,0.7994809383969702
166,8.325000000000001,1.0002825909431154,1.0459746243985266,1.0459746243985268,1.0554106866044857,0.9952656855892756,0.8700249926374664,0.8325853925444602,0.802277144850122,0.8504137735411296,0.8094084972487899,0.660190350846363,0.997308827874294,1.2641942888547388,1.3344273049022246,1.088611748736025,0.7304233668938488,0.7936330813365856,0.7795864781270886,0.7946364101372637
167,8.375,0.999984296416674,1.082501674789187,1.089120456047452,1.046631709416402,0.9796321388678658,0.903708027522664,0.8543828330379964,0.8508596048605203,0.7751101990447803,0.8596676753042111,0.6453913434195171,0.8952202505496532,1.1034110064914333,1.5267322102397185,1.0895316227619811,0.6800898027431473,0.9507377854674616,0.8882805586849275,0.8576184507520055
168,8.425,1.0021273815844616,1.0853882426555956,1.0781937439094602,1.0753910785451697,0.9983369699607154,0.912161818649871,0.882568782548635,0.882568782548635,0.8616795805948212,0.7868266069269882,0.6994717623928581,0.8434806546502112,1.3509405606999312,1.282364897720239,1.0766379087811635,0.7611898590745805,0.7954776905644266,0.9051987513319336,0.8705610440105586
169,8.475,1.0023777110718124,1.0706800650271788,1.0642165572395117,1.0438874898118025,1.002117204277548,0.89454947781323,0.8532625788372342,0.8893886154412304,0.8532625788372346,0.8721857408678992,0.7996730180451603,0.8606650278960621,1.3011628768192431,1.429923786504481,1.002979717548167,0.8200036879954609,0.7996730180451602,0.8403343579457613,0.9264976734494162
