,r ($\AA$),g_full(r),O (DOL),O (DOL),O (TFEG),O (TFEG),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
100,5.025,1.0637643497799183,0.7398672199868206,0.7055570873120457,0.3768668541419762,0.4692717078017878,0.4167835209416285,1.1847891100924943,1.067715087356082,1.1566913446357554,0.9459581037102128,0.3689605565026338,0.3320645008523704,1.9554909494639607,1.8632508103383023,0.295168445202107,0.590336890404214,2.638067978993833,2.804100229420019,0.0434846370163818
101,5.075,1.062725797740506,0.6770606228860417,0.7098355320193789,0.4280965809825255,0.5364529769988491,0.3994292772193162,1.06514473925151,1.1340118560134609,1.1018738681912172,1.1431941382483877,0.3436399563677155,0.3617262698607531,1.7362860953316162,1.62776821437339,0.5064167778050545,0.5606757182841674,2.3150481271088204,2.821464904913876,0.0487223138996116
102,5.125,1.0613878450428222,0.7484892931555757,0.7501807943830461,0.4720395955207548,0.5242949012979601,0.4051796017186375,1.202032818431959,1.1975308228573076,1.1930288272826566,1.0759769423417165,0.549789156540778,0.3369675475572509,1.4897512628846876,1.667102603704293,0.4433783520490145,0.549789156540778,2.607064710048205,2.518389039638401,0.1074966290273936
103,5.175000000000001,1.0604254266609483,0.7689341569509269,0.7656162102111174,0.5176293159347948,0.5996299996472377,0.384141664468289,1.0950245148061584,1.143594150543529,1.1568404148355382,1.2628105291716183,0.434852110596287,0.4000639417485841,1.4263149227558207,1.5480735137227808,0.4174580261724355,0.6609752081063561,2.382989566067651,3.2700878716840767,0.0468575335499672
104,5.2250000000000005,1.0596784094733458,0.8372843560499454,0.8657634157795349,0.5060942022558357,0.6032911020268237,0.4244694317850272,1.3037275404825823,1.1911132014375756,1.182450559972575,1.1911132014375752,0.4777578020091214,0.6483855884409505,1.2626456195955356,1.689215085675106,0.5118833592954873,0.4948205806523044,2.7812329188388114,3.1054257130592857,0.1149125908622521
105,5.275,1.0581776636709264,0.8246803522784438,0.8382520521707318,0.5376503043463766,0.6708297375330938,0.4759552164940691,1.283379244475078,1.0411520360807758,1.0624000368171178,1.2323840427078567,0.5691888682098982,0.5691888682098982,1.1048960382898032,1.1216368873548004,0.4687437738199163,0.6361522644698863,2.8124626429195003,3.297947265804411,0.1183817183881932
106,5.325,1.058739525986965,0.8539207928352655,0.8883909899772394,0.5598702393479011,0.6340893488868158,0.4795696308668347,1.209349503925062,1.292752917988859,1.3344546250207574,1.292752917988859,0.4764104106371453,0.6078339721922201,1.4620871223002054,1.396375341522668,0.4928383558315297,0.6078339721922201,3.121309586933024,2.989886025377949,0.1382964774017047
107,5.375,1.053353694509231,0.8803977491561054,0.942679161978502,0.5859249316228149,0.6413502629925403,0.5525479188858808,1.342486795515326,1.2319772117381496,1.236070159285452,1.256534897021966,0.5965781121977747,0.5159594483872645,0.8706815691535089,1.1447850261092432,0.4998357156251626,0.7578154398187948,3.321488948993021,3.1441278886098973,0.1085884043161973
108,5.425000000000001,1.0499071806475295,0.9412335518904036,0.9601035108296656,0.545638341270869,0.6902091838298168,0.5223204634387805,1.233479863659274,1.3017833088781907,1.3419618060657894,1.3499975055033089,0.5381483562702586,0.6014599275961715,1.0288130340460828,1.0604688197090393,0.5064925706073022,0.8388783200683446,2.78570913834016,3.1497506734641583,0.1439046174780313
109,5.4750000000000005,1.045646982471415,0.9493172448450188,0.978960250148532,0.5708219431987875,0.6837653223343764,0.6193335900374837,1.337287178488579,1.3254527786789458,1.4437967767752795,1.282059979376956,0.7303856852208115,0.6216048384857971,1.103348588312289,1.3830707656308976,0.808086290031536,0.6526850804100868,2.8438421360725203,3.2634254020504323,0.1883843235002875
110,5.525,1.0417431080846449,0.950405966372146,0.998435670645164,0.6264826902595662,0.6519616513466776,0.6740280456999492,1.3170662961953026,1.4061619574085145,1.4255305794113868,1.50687879182345,0.488324045648169,0.8087867006047803,0.9003474591638124,1.083468976281876,0.6256651834867166,0.8087867006047803,2.9299442738890145,3.433528445963688,0.1849901040274315
111,5.575,1.040640591056562,0.9798922121835184,0.9663123784625216,0.5549438189957033,0.7507197551400762,0.5706828907852167,1.320179754016468,1.3353979644374072,1.38485714830546,1.407684463936868,0.7943444681838668,0.689431047857696,1.184022886538216,0.9891836773610416,0.4945918386805212,0.8842702570348706,3.53708102813948,3.477130502238811,0.2826239078174406
112,5.625,1.0369437517254536,1.0425863780336817,1.0039720677361366,0.6203113132798279,0.7041762460775667,0.7100712612476994,1.4762007799623238,1.3005515732326292,1.506098517278016,1.4874124314557085,0.6477843085066729,0.5152829726757625,1.0747330572951628,0.9569540921121312,0.7508409030418256,0.8391751269290995,2.944474129575789,3.0328083534630643,0.3321547092087789
113,5.675000000000001,1.0360158674970628,1.0173982469950489,1.0084313471910251,0.6037466191308394,0.6179524219339176,0.7086291539800305,1.4099150006649306,1.4135866543124962,1.5384228783297027,1.5200646100918789,0.7810608668456285,0.5640995149440652,1.1571272101416716,1.1137349397613587,0.9546299483668792,0.7376685964653159,3.037458926621893,3.442453450171475,0.3458098282349413
114,5.7250000000000005,1.0335576733187724,1.083747795309373,1.0186822616322626,0.5876634442342509,0.6979375822259509,0.7251678854340274,1.500844976818685,1.4395123695929204,1.4719825734183247,1.4828059746934592,0.724839903577206,0.639564620803417,0.8953904691247839,1.1085786760592562,0.7959026392220301,1.0801535818013266,3.382586216693624,3.354161122435696,0.2440787430413042
115,5.775,1.0314612356319193,1.1389979072557448,1.0737220037989827,0.604967748108204,0.696878947934167,0.840306850119528,1.4217850080081478,1.4005114168658808,1.4217850080081478,1.5104249711009246,0.8380505601498947,0.7402779947990735,0.9497906348365476,1.1174007468665268,0.7402779947990737,0.8380505601498949,3.254429675248756,3.072852053882946,0.2633873189042527
116,5.825,1.0279869587882309,1.1313128445361855,1.0717356056167455,0.6108069906956595,0.7159790553187532,0.7283632215080993,1.5229412813351169,1.5577911962398103,1.665825932444361,1.533396255806525,0.727623980888909,0.9747415593040104,1.0433853310859835,1.1806728746499282,0.906097787522038,0.9747415593040106,3.596933641375362,3.4733748521678107,0.3837046753282099
117,5.875,1.0271320130997978,1.0181731066952266,1.1559032235301057,0.6760084673087101,0.6905890420937999,0.8359257644621001,1.466296013072864,1.3737960309397632,1.4560182372802972,1.4388886109593535,0.7017955995732491,0.890740568689124,1.106677676250124,1.0661894685824365,1.052693399359874,0.9852130532470614,3.778899382317492,3.657434759314428,0.3317554158893164
118,5.925000000000001,1.0237474741096402,1.0327004672994855,1.0649723569025944,0.6046986746547062,0.6907118482047288,0.9397691073745144,1.610070370340567,1.5763868897895097,1.40796948703422,1.5662818456241916,0.8492319944993995,0.9421167438977712,1.101347742866409,1.3534634912334171,0.8890397442415587,0.928847493983718,3.277504728771117,3.55615897696623,0.3529891278156786
119,5.9750000000000005,1.0202604075468058,1.0634013686115602,1.1380696917440276,0.5946205986596671,0.6971413915320235,1.023472961459569,1.367942825510687,1.3745672459732088,1.5600510189238106,1.4374992403671625,0.7698379537506033,0.9264151646829294,1.2526176874586088,1.3048100911027174,0.8742227610388207,1.0568961737932012,3.2620252277567943,3.157640420468576,0.3866498474043154
120,6.025,1.0179317494565985,1.0543922091551683,1.1388414981066552,0.6087386245253071,0.6578914327167914,1.0032989771440504,1.3453327193522495,1.416996932005396,1.3225304698717038,1.416996932005396,0.7699460863561189,0.9752650427177508,1.180583999079383,1.2190813033971886,1.2704110424875965,1.0009299122629547,3.0284546063340683,3.3620979104217223,0.2895154416553367
121,6.075,1.0146142807442535,1.0617861851192285,1.0900764066048318,0.6260322188677072,0.6471065707899865,0.9900558886781546,1.3777476768013153,1.406584256083204,1.4674614790116336,1.3809517411659695,0.7825684478519103,0.8835450217682856,1.350561676131521,1.4010499630897089,1.1233643848196766,0.9214112369869264,2.9409427153144363,3.2691165805426574,0.2975202624321778
122,6.125,1.0122584694802474,1.063469993011693,1.040376825011996,0.5585360419072044,0.6597554556152786,1.074820717795766,1.3584977400879037,1.326978070944333,1.3774095415740462,1.2828505341433334,0.7946777190136641,0.8691787551711955,1.353435490195148,1.3782691689143238,1.216850257239673,1.055431345565023,3.203544554773836,2.6696204623115287,0.3135885450508325
123,6.175000000000001,1.0090582477682546,1.121470729485332,1.0515608658291036,0.5891223758483154,0.6155188977804191,1.107103356223673,1.395508432214714,1.389306172515982,1.3148790561311974,1.2497553292945107,0.8673766215044997,1.38047265112688,1.2827400740559505,1.4293389396623442,1.1483577805834222,1.1117080641818238,3.396207053214798,3.5916722073566585,0.3332132378961671
124,6.2250000000000005,1.0041110164708371,1.0788773571429582,1.0662656133293849,0.6198385453830095,0.6458127320466783,1.0863385706158837,1.4097989315296025,1.333511110559386,1.2541717767503608,1.3548717004310462,1.0338155617539644,1.1780688959521914,1.3223222301504192,1.5266811202645754,1.3583855636999762,1.1299844512194492,3.1014466852618927,2.8009189056822525,0.3481215667130697
125,6.275,1.000288924645213,1.0719075962244693,1.001951521523504,0.6355619532476057,0.6576381454079426,1.120147777761438,1.216246246631052,1.3033354840441398,1.3153477926528414,1.3363693327180697,0.8872727949609239,1.1948606972140443,1.3368243444077923,1.52610920733279,1.1593697854156078,1.01740613822186,2.685478992748396,3.241503277590577,0.3027592067703397
126,6.325,0.9974460955576514,1.0444772381300726,1.043921960491513,0.5489316084043521,0.6484254624276404,1.0965964515585405,1.2207394460746013,1.2916783000837788,1.1468448064817076,1.1586679488165703,0.9082322975417462,1.2226204005369663,1.606872526420012,1.3274164348687056,1.187688389093053,0.9780963204295728,3.097305014693645,2.9226449574740783,0.3411217852227045
127,6.375,0.9930959832371772,1.082817776258322,1.0052003485810468,0.6315395882262372,0.6337910662591295,1.2133041928637696,1.0911008928631027,1.1492929404824677,1.0940104952440706,1.1434737357205311,1.0315862987069315,1.2035173484914197,1.4442208181897038,1.3754483982759087,1.1576690685488895,0.8481931789368103,2.7967450764943487,2.7394347265661847,0.3435112198755395
128,6.425000000000001,0.9894037009621316,1.008450618239905,1.043428894753028,0.6694047746170915,0.6328313349443039,1.1715777094622932,1.1085588595645652,1.1372037913362598,1.0541334891983467,1.1916291617024797,0.9253180990492728,1.2751334779581445,1.3879771485739092,1.433114616820215,1.4105458826970618,0.8688962637413905,2.76466993008624,2.8549448665788524,0.3267860583750422
129,6.4750000000000005,0.9865503050007022,1.042742071388283,1.0665852589962477,0.6350992559511759,0.666745095165238,1.2325256932305466,1.0886840219381946,1.0774023222289906,1.0463776480286795,1.1112474213566026,0.7777535405587659,1.077744191917147,1.2999594892196522,1.5443963162524064,1.2332949000289,0.8221966000192664,2.855466570337183,2.544365154113677,0.377879380565943
130,6.525,0.9850744740774992,1.0330837704634437,1.0325620109834113,0.5888676874399725,0.696325294637048,1.2637014606376065,1.1359426316500687,1.172048387668286,1.066508485461189,1.138719997497623,0.7877619494883771,1.0394081277971643,1.4004656879793376,1.5974061753514328,1.3348188588553065,0.84246764042507,2.5055206449005345,2.308580157528441,0.2726353005457225
131,6.575,0.9816654223995488,1.071899831481107,0.9809476406027964,0.5937034558321682,0.681541935037284,1.3293486839924555,0.9464087338711716,1.0995847139196857,1.05034957747552,1.0530848628335294,0.7650510258916549,1.088312022747284,1.465449852412185,1.4977759520977478,1.4438991192884758,0.9051307911957612,2.5968633414068854,2.6830662739017206,0.366472415823065
132,6.625,0.9782318853454766,1.020858566134489,1.0147850397122715,0.5608009902991342,0.6452338531508626,1.2904997795639666,1.010307760618972,1.0210843767322406,1.0130019146472888,1.048025917015413,0.711093381413433,1.390346760674025,1.379733426623078,1.7193601162533745,0.9658133986361545,0.8278400559738468,2.313706823106393,2.5365868381762744,0.3859788016079012
133,6.675000000000001,0.9768734434907888,0.9702234584798284,1.017587913030488,0.6623010853427768,0.7044008442560388,1.2685850055424304,1.058923466969518,0.9819591047085756,0.9633815000248998,0.9049947424476332,0.67957038777948,1.129132336618213,1.3173210593879148,1.3695957046017215,1.0454929042761232,0.7422999620360474,2.341904105578517,2.164170311851577,0.3344510464189438
134,6.7250000000000005,0.9761153951604206,1.033948786940307,1.0334575998681264,0.6191062196928625,0.7273486469921049,1.252406126473707,0.9778703367456494,0.8915876599739747,0.8471390083037179,0.9151192990935224,0.700402996016168,1.0197043618470685,1.3699058598551523,1.2772054633236007,1.0403044499651908,0.8034034366067809,2.3381100014069145,2.1424091642847496,0.4300793907110078
135,6.775,0.9727715470664632,1.0613327538050756,1.0221316808191148,0.678776603717658,0.7256231534602866,1.26747902308566,0.8990857297904379,0.9248474985523412,0.968642505447578,0.9763710360761488,0.6596574122366242,0.8321831969754336,1.390354853483346,1.562880638222155,1.1772347664530525,0.639360261090882,2.1920923237401646,2.1514980214486803,0.3724941462818115
136,6.825,0.9724129683350092,1.008641013864439,1.0491774139488257,0.6384199144942933,0.7169946732012834,1.3479802066794533,0.8910377637372664,0.9494248536687682,0.9595791301785944,0.939270577158942,0.6600279731387161,1.090046198062424,1.2000508602522098,1.330056370112865,1.0600449265561187,0.7800330591639366,2.1600915484539764,2.0400864624287576,0.5017559591717793
137,6.875,0.9695442834204766,1.0743911260178916,0.9949632606211184,0.6611099709366959,0.7162831310295091,1.3009250379779205,0.8055728119786353,0.8781244006350957,0.8631137271199664,0.8481030536048365,0.6406070262770058,1.0348267347551623,1.33049151611378,1.4881793995050423,1.3304915161137798,0.719450967972637,2.2864743091733097,1.842977137135384,0.4911655755630918
138,6.925000000000001,0.9693631013185944,1.034844825441886,1.0543002787402562,0.7145632857264541,0.7431839780786484,1.3685094127787731,0.8186398649415364,0.7890504722328063,0.892613346713362,1.006039352096828,0.4953981658052562,1.1267879849688172,1.2336385697503436,1.4279123602622077,1.126787984968817,0.5439666134332224,2.1467253851561097,2.0787295584769563,0.4055960973339549
139,6.9750000000000005,0.967803083654082,1.092662203991037,1.0638959194730948,0.6545145098708177,0.7711234168018254,1.273612319472763,0.7826396314317356,0.8555563672794131,0.9430564502966264,0.8652785987257702,0.6798196685596577,0.9191927912919314,1.2638900880264057,1.4745384360308067,1.1202662143870414,0.6319450440132028,2.1352082547718823,2.0394590056789728,0.4030261760288283
140,7.025,0.9686207007792776,1.0240482417904335,1.0501558453173985,0.6952917811214484,0.7490610121948408,1.2843001909010094,0.8625896804559018,0.8074797842045534,0.860193598010192,0.8242523613245285,0.679616111874347,0.9911068298167562,1.161010857785343,1.245962871769637,0.925033041162306,0.6041032105549753,1.9350180963089043,1.7839922936701604,0.5657688550382531
141,7.075,0.9670957041239016,1.069537096280888,1.0784129228060408,0.680015109348477,0.7887809668921176,1.308733793574886,0.8882380981663487,0.8150057017749742,0.7464979761185271,0.8504407322869296,0.6328195347993653,0.9678416414578528,1.1353526947870969,1.4610686318161816,1.0702095073812794,0.5583701777641459,2.214868371797779,1.824009247362877,0.4888587882873845
142,7.125,0.966347503545498,1.0471398435824733,1.083021777211292,0.6993434706448357,0.7696383040343939,1.411553530123108,0.8618396141015673,0.8897911691535104,0.943364983003067,0.8432052440669391,0.5322089017465865,0.7432572593357503,1.1561779589667227,1.3672263165558862,1.0460657723984637,0.6423210883148458,1.899435218302472,1.6700348296185985,0.5283699564665703
143,7.175000000000001,0.9667534044303654,1.0524457962759486,1.0744526579446954,0.7598377553064141,0.8638155534009762,1.2771016652750615,0.8590575949871818,0.8567606495460399,0.8935117766043149,0.8889178857220303,0.542914376997247,0.9410515867952278,1.16726591054408,1.076780181044539,1.0405858892447222,0.7691287007460997,1.7463745793411445,1.719228860491281,0.5271255405233474
144,7.225,0.9663530308849224,1.0881450672988728,1.0558028595887776,0.7072882143819161,0.7975616791667207,1.2979962380947632,0.8336171302249085,0.9083708402722508,0.8675960893373369,0.937819271503022,0.535426022377659,0.7495964313287223,1.0976233458741995,1.2047085503497317,0.9905381413986684,0.6782062950117015,1.695515737529251,1.722287038648135,0.6069982763893662
145,7.275,0.9682107049319686,1.0870901609056884,1.1248654946823342,0.7823141709974223,0.7823141709974221,1.380756251417531,0.9070987671124884,0.920504167611688,0.8936933666132888,0.9093330005290216,0.5544961115577911,0.8977556091888047,1.064984595214171,1.302625785881795,1.0297784928930411,0.7305266231634395,1.7779081672170451,1.6370837579325273,0.619429815583751
146,7.325,0.9661048739481484,1.1186697801084795,1.0954849141994958,0.8006615459856997,0.8100409677171616,1.432493500805085,0.8793306258788132,0.9718917443923732,0.9388342020661012,0.896961315119492,0.5816791791147926,0.9636774459961488,1.0331316763382137,0.9984045611671812,1.05049523392373,0.7726783125554707,1.6582197494167956,1.4585388371833594,0.6460838034243345
147,7.375,0.968644168784056,1.1247907312621477,1.1104960051930937,0.7965711791221811,0.8504049230121706,1.4587909329881454,0.9457139431443272,0.9131031175186604,0.8000522553496837,0.8739701267678608,0.5566898515896592,0.6937211996732674,1.0791218661584157,1.1048152439240924,0.8478814662673271,0.6508989033971398,1.704327391789879,1.4217002363674365,0.640237025548799
148,7.425000000000001,0.9691401552737464,1.1197665640613557,1.1221841960816394,0.8638861179145529,0.8638861179145529,1.4327755220105358,0.9373097352074912,0.8793981497370055,0.9544687234950424,0.9373097352074908,0.4985206066875703,0.8196016754015996,1.1237837404990996,1.27587477304785,0.878748188059447,0.6590611410445846,1.7912943833519483,1.2336272640065309,0.6686314951335364
149,7.475,0.971164595554419,1.120739215259724,1.11835381785229,0.8728377362783484,0.8458174311215142,1.487741780998962,0.9121148045669312,0.893068323729107,1.0179285869992898,0.977719349674993,0.4835369209333234,0.6002527294344705,1.058779119974691,1.175494928475838,0.942063311473544,0.5752421990413675,1.500631823586177,1.3505686412275588,0.6990188035378467
150,7.525,0.971820228861889,1.1082490089026755,1.0956953918106804,0.8766282352131343,0.8935952333140335,1.3260361592702885,0.9856520742922468,0.8854162701269331,0.9564166314106968,0.9543283854905856,0.5429439392287796,0.806189485521521,1.184604958317337,1.2997748848204116,0.8720008720947062,0.7156988289833909,1.4643033512533752,1.0858878784575583,0.7950250538707129
151,7.575,0.9737774244002986,1.1110882410748355,1.1223152651135708,0.8914054299786304,0.8937973944597895,1.4569639652007975,1.0118377749838636,0.8943739192321726,0.8840700722364104,0.8861308416355628,0.5682727737056803,0.7387546058173846,1.039127357633244,0.990418262744186,1.0797182700407926,0.8037000656694624,1.412563751782691,1.4612728466717493,0.9130470133795934
152,7.625,0.9742787044000112,1.1313335357074463,1.0686727117101409,0.9080816074673378,0.9474265644633234,1.4724940951802046,0.9375963782846336,0.9660700210091122,0.9457317047773416,0.931494883415102,0.4887359021755826,0.6810254374577789,1.2899422991847338,1.193797531543635,0.8172305249493346,0.5448203499662234,1.338014683005284,1.4982559624071143,0.7689128738643949
153,7.675000000000001,0.9762042030742656,1.1000479869653943,1.137382491836692,0.9522094533660896,0.8543477966579924,1.4011781822000389,0.991664787975386,0.985642532177964,1.0237834855616337,1.0639318575444423,0.4665727471335547,0.7749852410014976,1.2415579881350522,1.202017924818649,0.8461573549710228,0.5535608864296411,1.3127301021045774,1.3285461274311388,0.7536013292079332
154,7.725,0.9776723632597336,1.0992550270770998,1.099627277340249,1.0058556634328772,0.9061900870256556,1.5178418575967416,1.010573560540912,1.0303887283946551,0.9432019898381848,0.9689617080480508,0.6869258189297696,0.6478959428542148,1.1552843318364316,1.2099261583422083,0.7649855710808804,0.6557019180693259,1.1943142079119868,1.2021201831270978,0.8174767717620859
155,7.775,0.9790258387276152,1.0796500398409656,1.116030350917976,1.0255039226932807,0.893815596089125,1.4044891872944003,1.001529894003806,1.0739060777501748,1.077818303898627,0.9643637455935088,0.5548247992350628,0.7089427990225805,1.063414198533872,1.294591198215148,0.924707998725106,0.5317070992669353,1.1635908983957584,1.294591198215148,0.8822469171509931
156,7.825,0.9813030395555908,1.1424468283749258,1.1268465700008006,0.9833000065117518,0.9145586686705048,1.3460427585047945,1.048638763081927,1.0100148675724634,1.0312580101026685,1.035120399653615,0.6390499075202104,0.7303427514516692,1.338961710994726,1.224845656080403,0.9129284393145864,0.7912046474059748,1.1639837601260978,0.9205361763088744,0.8505139439736904
157,7.875,0.9818375292561896,1.1304931012733923,1.1036277709199371,1.0468395797585146,0.904457593223354,1.4395959483555056,1.0506190298594482,1.0010435402472062,1.0506190298594482,1.0544325290603906,0.615937901243013,0.7060751550834539,1.1642728621056957,1.352058807606614,0.7887009711038582,0.7586552198237112,1.2093414890259164,1.1116927973654385,0.9257463876571832
158,7.925000000000001,0.9834863813562832,1.1152121546947826,1.0671091248696989,1.0147322351643218,0.9331457237943258,1.3461774376049285,1.0599970592609442,1.0468176997319445,1.0599970592609438,0.9997485585569472,0.7342786023299617,0.7491125134881428,0.9567872697026776,1.3276350486572035,0.8752007583326816,0.6452751353808754,1.0532076922308542,1.0087059587563112,0.9290872111113796
159,7.975,0.9860894057301623,1.0488805495700282,1.0893967479550175,1.0344187948509198,0.9236395915080536,1.357238910886026,1.0857911287088209,1.0393103440894351,1.0876503600935965,1.1136795994804511,0.5273456291362889,0.8569366473464689,1.1206094619146127,1.2085004001039934,0.8056669334026628,0.6152365673256703,0.9887730546305404,0.893557871592044,0.9495360286531392
160,8.025,0.987418446662406,1.1041490238921454,1.0951806157005817,1.066324844472505,0.9363198834208936,1.2889672203936804,1.0998452493102773,1.0374166374963385,0.9768241613239858,1.0208914167220604,0.6943931153635988,0.7450259466921942,1.0198898881902847,1.092222504373993,0.9475572720065768,0.6292937607982616,1.019889888190285,1.070522719518881,0.9012053506153844
161,8.075000000000001,0.9895218048474912,1.0779125565506558,1.0775718762230482,1.072104768108582,0.95914084947934,1.3020697296448829,1.022795720779546,1.0826401512506896,1.0246091883695805,1.13341724377166,0.7215402865804544,0.6501006542457565,1.0644505217870068,1.3002013084915116,1.0001548526857782,0.7001083968800454,0.8715635144833213,0.9572910732849592,0.998332413085403
162,8.125,0.9911043474675542,1.040795284555758,1.0771373119505288,1.1116205760393936,0.936283914107992,1.241313197245448,1.0836861245793592,1.0335320560037855,1.0442793564128372,1.0174111053902084,0.5856735929983105,0.7903065351302501,1.1854598026953742,1.1501782609484887,0.9032074687202856,0.6632929848414597,1.030221019009075,0.8255880768771359,0.9551937404371276
163,8.175,0.9926754298031628,1.0556917387876232,1.0580185152899892,1.0891648721779472,0.883791231918121,1.2739484885040335,1.001465061796226,1.0297750282074272,1.0368525198102272,1.1129355545403288,0.6133826055760163,0.8852226239562965,1.1431221285734852,1.414962146953765,0.940984679008662,0.6552041468652904,1.1222113579288482,0.940984679008662,0.9717107093436368
164,8.225,0.9948172382589808,1.0652246326106416,1.0189247950033362,1.127360390696435,0.9718157657053252,1.2165566495625748,0.9980658719830888,1.0784704781323402,1.057495363484709,0.9788386835560944,0.7712062355290432,0.7849777754492044,1.0810658837326763,1.1981239730540494,0.9020358647705776,0.7574346956088817,0.908921634730658,0.7849777754492044,1.094415845900182
165,8.275,0.9956118294542226,1.0027558046030112,1.0913201315705368,1.0636679171501862,0.971465547447469,1.1915383161581914,1.0689307502926386,1.065477016042904,1.0637501489180374,1.1172830297889127,0.8163371863007358,1.034027102647599,1.1020552015059937,1.285731068423659,0.9455905741316858,0.6462669391547492,0.7483090874423411,0.6598725589264282,1.129335857476759
166,8.325000000000001,0.9980910226310872,1.021837951816018,1.075365849542892,1.1057204565016376,0.9189032092240478,1.230160344019568,1.0953716239397533,1.0339489160552815,1.103902555590374,1.1090211145807476,0.7729541101623385,0.9880369929901196,1.09557843440401,1.2703332767015818,0.8737742114878612,0.9073809119297016,0.9073809119297014,0.8804955515762286,1.0298053206821236
167,8.375,0.9974845159868032,1.0242420459316537,1.016007570608765,1.0860345441307504,1.009066330192355,1.1834841302527517,1.1902276295704315,1.0806457656581394,1.0890751398052383,1.109305637758277,0.763752384843247,0.876654911298336,1.2286451408347894,1.3282650171186914,0.9364268370686774,0.7039804590729063,0.7504697346720605,0.9231441868974904,1.156200482503162
168,8.425,0.9994939181580176,1.0243265211759018,1.0021061780645388,1.0899406161682226,0.9861674410037722,1.164480793684819,1.0412024263991586,1.0845164473373634,1.0895142189840794,1.0795186756906474,0.7415885403056305,0.9384704536611076,1.0237859494484811,1.1287896365714023,0.9909722972225684,0.8006531143122733,0.7219003489700826,0.7350258098604479,1.0386525429059346
169,8.475,1.0016443806484316,1.008873672943373,1.0110386379067704,1.1268016709241002,0.9611892150505752,1.1227936535008909,1.0668186033263598,1.1458422035727562,1.1096230534598244,1.0421237282493605,0.907973184649257,0.9274297528917412,0.9404007983867304,1.1803651400440338,0.8301469116793205,0.7912337751943526,0.5966680927695119,0.7263785477194057,1.146547771432098
170,8.525,1.0034200898464838,1.010217643751566,0.9931004915427648,1.0959962638659515,0.98205294177535,1.051087195907251,1.047833055981842,1.077120315310527,1.0396977061683177,1.082001525198641,0.8012086937561131,0.9358117543071404,1.1345115103586565,1.2562952318095857,1.1281018408086072,0.8012086937561131,0.8140280328562112,0.7114733200554284,1.0942875636925335
171,8.575000000000001,1.004507587638832,0.9709791186479028,0.9758128665938792,1.1075181119671202,0.986188880599936,1.0372572395225337,1.0260001842098865,1.0581631993888794,1.0967588176036716,1.0308246364867346,0.8172329765935111,1.0199574359035286,1.2226818952135468,1.2480224526272992,1.0199574359035288,1.0452979933172817,0.7412113043522541,0.785557279826321,1.192493016866043
172,8.625,1.0064258271796465,0.9863309379743164,0.987525404747522,1.1057847252161197,0.978478029932618,1.0189077221620055,1.1285873365600991,0.9855269699538892,1.093617024723026,0.980758291067016,0.8140472039208564,0.9580709399991622,1.314999329410615,1.358832640390969,1.026951857254004,0.7764757945091249,0.6637615662739297,0.5760949443132218,1.075385748978653
173,8.675,1.006971255242237,0.9702709766077952,0.9646624738528368,1.1283351707920228,0.926499353602932,1.0606200958870622,1.0134814249587485,1.0417646275157368,1.040193338484793,1.008767557865917,0.9718184582291788,0.8108803696052391,1.1079968409109744,1.1203766938820467,0.8603997814895283,0.9594386052581064,0.7056516193511241,0.7427911782643413,1.256870889139634
174,8.725,1.008203055802507,0.9766909382511322,1.0047047805194644,1.11544005285892,0.9790150032905064,0.981705595593076,0.9754922690386896,1.0671388357158913,0.981705595593076,1.0376255345825554,0.7832557110984265,0.9790696388730332,1.2115986781053785,1.1442876404328577,0.9239969716864253,0.905639415957556,0.7037063029399927,0.6241568947815589,1.2239619299227795
175,8.775,1.0097979570271531,0.9531870187078444,0.9632843388212752,1.1057355450609885,0.9607600087929172,0.9475147659144536,1.0457983072734898,0.993585175926502,1.0012635775951766,1.0335128646036111,0.7743551743439178,0.8167027229408514,1.0405397655246396,1.1252348627185065,1.070788014522449,0.9437453687316504,0.5807663807579385,0.5928656803570627,1.2283875649130755
176,8.825000000000001,1.0108263900552703,0.9966113217687684,0.9843462139164338,1.1185017734485592,0.9275810400605432,0.948955124532148,1.0339815036902282,0.9550284373291534,1.105342929055046,0.991468314111188,0.9031752288274456,1.00485720823186,1.070651430199422,1.1125204805424165,1.046726258574855,1.016819794044144,0.6878486842063333,0.6399983409571971,1.19436653959483
177,8.875,1.0120669139862244,0.98541356022116,0.9591847505186502,1.0722452904472606,0.9613033346100844,0.9863334126044404,1.0899209399555918,1.046384153097861,1.014857514338815,0.989335949629111,0.9935667972547844,1.0881922065171443,1.141418999227222,1.12367673499053,0.9580822687813992,0.8693709475979359,0.7274328337043957,0.6682919529154202,1.3322992093655173
178,8.925,1.012583596045617,0.9861163889389258,0.9551608122499496,1.111957248958119,0.9700908024226568,0.9129642638457796,1.0020339481234168,0.9649215796744016,0.9871890007438106,1.0005494533854566,0.9181375030841278,1.1169698285927925,1.111121819019008,1.1286658477403613,0.988313617969539,1.1345138573141456,0.6432810531162673,0.6315850339686987,1.216982727017918
