,r ($\AA$),g_full(r),O (DOL),O (DOL),O (TFPE),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
102,5.125,1.0762566030887963,0.901948143707994,0.8834692061295863,0.1823518688664259,0.7260259504249116,1.897035547884446,2.16402573610522,1.8548792023759024,1.8220909336470352,1.365468160916452,1.0517795293545642,3.099981770729241,2.970815863615522,0.922613622240846,1.5684431578094382,4.299379479642338,3.9856908480804503,1.050084932905549
103,5.175000000000001,1.075251374519545,0.8966859164583344,0.9199876678966163,0.2139755206346814,0.7212522744332516,1.9570284643857665,2.048907735014205,1.9202767561343896,1.800833704317419,1.1763330860762358,1.248722814450158,3.2575377768264944,3.203245480546054,1.031553629328391,1.3935022711980023,3.909045332191792,3.709973579163509,1.09692598607423
104,5.2250000000000005,1.07520654542672,0.9752713430036212,0.9947429062753947,0.2224312593975319,0.6624499338655198,1.9422851802451648,2.059453195758794,2.005375650137119,1.88820763462349,1.1361746958897414,1.5267347476018391,2.1835857436630945,3.1954913321898952,1.1894328847595728,1.2781965328759584,3.852342328251152,3.692567761641657,1.2972173146151824
105,5.275,1.07407036489956,1.0407628443049126,1.0033850885238094,0.2305294741579566,0.764908617280415,2.0250181891007544,2.11786836807699,2.0205967520066466,1.9631180697832635,1.2889159044031508,1.254080339419282,2.212058376475678,2.5429962438224325,1.0102313845321995,1.2366625569273473,4.337027840491687,4.093178885604605,1.3255287941310947
106,5.325,1.072514520708083,0.963438393932254,1.0082684376431454,0.2563833904788189,0.7766444551581451,2.099977186014204,2.1477039402417977,2.178075511113904,1.9871684942035224,1.5553925689048336,1.4015625346175422,2.239081610181683,2.632202808915871,1.2648247263621724,1.692130377160204,4.443978768299525,4.050857569565337,1.3755753746302326
107,5.375,1.068130697729467,1.0503971749565224,1.0543971641985503,0.2856805150846396,0.7792963656206819,1.954628589179743,2.2101355943012773,2.112191242338023,2.099415892081946,1.5601412585451309,1.40915984642786,2.231169756844113,2.281496894216536,1.1910755844806913,1.761449808034825,4.747526625465287,3.455796766239751,1.818966536460451
108,5.425000000000001,1.0660516541937213,1.0546839601540026,1.005994157079134,0.2746266156872466,0.7106536518272335,2.240649161055277,2.094338115090848,2.0567152746999944,2.148682217877635,1.482111894185139,1.4162402544435762,2.371379030696222,1.7126626332806043,0.988074596123426,1.6138551736682618,4.4628035924908085,3.721747645398241,1.852135748039524
109,5.4750000000000005,1.062790349692608,1.045531957717097,1.0493871640508623,0.3167124159456319,0.7592977151517069,2.0193214911061594,2.0070085551847807,2.072677546765469,2.10140773058202,1.6330186732091565,1.1317951200459495,2.247421738376957,2.3282642469516674,1.3581541440551397,1.6006816697792718,4.414000968179208,4.042125428735537,2.117908739946042
110,5.525,1.0598582924642632,0.9979223959378544,1.0335083994348793,0.3348218196817609,0.8302546596575995,1.9748775885059413,2.067575924292956,2.031302662463254,2.0192115751866866,1.3654379368890797,1.6194729018916991,1.9370166081449736,2.3339462409615668,1.524209790015717,2.0799112759589478,4.334471590357196,4.175699737230558,2.341722821522869
111,5.575,1.0555944517745115,0.976384686665622,0.9853082329260848,0.3068284235137151,0.8352210490914562,2.078156638734666,1.911904107635892,1.9475296500142008,2.260242744223799,1.4969924878157934,1.2942747550907383,1.824459594525498,2.5417684949372323,1.5281798313119557,1.7153038922889297,4.428602776455057,4.724882539668601,2.4679372327830547
112,5.625,1.0513705305282344,0.9956273783583002,1.01535000434192,0.3243745022142617,0.9370888263647528,1.916949341899681,2.134696123129665,2.1035894400968105,2.0063810556191397,1.930028288174859,1.2407324709695509,2.067887451615921,2.052569766789135,1.2560501557963355,2.205746615056982,4.717846926649655,4.105139533578272,2.460364049575675
113,5.675000000000001,1.0514440358353487,1.0183492367232436,0.9760077251188244,0.3585193523144097,0.8480668029618446,2.047584713457426,2.1354474903408613,2.108706645202424,2.1278072488727364,1.7155814932971003,1.7155814932970996,1.8359731770372465,2.0767565445175404,1.6403366909595074,1.971413821244912,4.7554715077358205,4.529737100723043,2.584428619064644
114,5.7250000000000005,1.047535607398166,0.956213420737884,0.9858306505837476,0.3274940085553696,0.9834656117169344,2.0607733619564788,1.9932070222202,2.023236506547436,2.120832330610948,1.8484057587786484,1.5970225755847518,1.7596822823572742,1.774469528427503,1.552660837374065,1.6413843137954405,5.012876417807692,4.317875852506921,2.4448749803665666
115,5.775,1.0454594569192637,0.9244810797356764,0.9390343800913348,0.3872430508692457,0.8632186153813788,1.951464305712605,1.8961297790855944,2.058444390524827,1.9403974003872029,1.6566821911359788,1.6566821911359797,1.772940590513943,1.787472890436188,1.6566821911359788,2.005457389269869,4.330625376829138,4.592206775429555,2.69144126110974
116,5.825,1.043116261193358,0.9114030452569444,0.9740705192208,0.3944874503218808,0.8629667468186607,1.976121332000715,1.8383367253658016,1.9724954212997956,1.9434881356924452,1.699782986157966,1.656931314238017,1.6140796423180683,2.2568547211173,1.714066876797949,1.985460798957624,4.41372220775472,4.285167191994876,2.866689399052897
117,5.875,1.0379656660143597,0.9187230994843836,0.9321155644914442,0.3555878503024516,0.94814531491528,1.878468349475012,1.9176773662572224,1.9390641026838824,1.9034195419727813,1.4884304442393,1.516514037526834,1.6709738006082704,1.7130991905395714,1.6428902073207368,2.064144106633746,5.139297571618709,4.352956959567758,2.6053264119756645
118,5.925000000000001,1.0342826334557558,0.8947239401633353,0.9289591461151332,0.3910291427645406,0.8971649711202544,2.050162141036519,1.808348144914263,1.9239983169727333,1.9520347223202412,1.573861845644195,1.4496095946722851,1.849977958915107,1.9604244042234704,1.5876676513077412,1.8913953759057425,4.804420370913856,4.790614565250311,2.449967003007356
119,5.9750000000000005,1.0282758857351393,0.941962313351057,0.9536154553718946,0.4240414281878489,0.9718122848352028,1.8678094268818453,1.7471944269909514,2.0573472838532494,1.719625284158746,1.4661771415308684,1.6969642841792458,1.927751426827623,1.7376914269995474,1.7376914269995474,1.887024284007321,4.602167138694109,4.330652853225431,2.706277082100057
120,6.025,1.0266471160722586,0.9047453732112656,0.929576527015094,0.4017178819002373,1.0235333030649243,1.9453911124479024,1.87421826687054,1.847104801888688,1.894553365606929,1.4953486747567013,1.7623752238203978,2.0160504454309103,1.9626451356181709,1.8157805336331372,1.4953486747567013,4.245722130112777,3.951992926142711,2.3693156707993634
121,6.075,1.022639885863603,0.9512871834235892,0.930620641584894,0.4669747627457494,1.1701020233763215,1.9835062789427669,1.8701630630031805,1.8101578310351636,1.8168250790316105,1.812279228124944,1.733484479076034,1.9173388935234912,1.786014311775308,1.6678221882019415,1.7991467699501251,4.254916448641172,4.3468436558649,2.1005232845946846
122,6.125,1.017674138608888,0.927194378742115,0.9019352627763828,0.4217649701229967,1.0690908984880725,1.731533725158594,1.7315337251585954,1.9545342806714443,1.787283864036809,1.782811927763153,1.9120011978909173,1.989514759967576,2.1316229571081173,1.899082270878141,1.7182172926992705,3.8756781038329455,4.198651279152359,2.009815930987655
123,6.175000000000001,1.0150646733645778,0.9304241427275048,0.9152706550609332,0.4418789417449681,1.0905662003878356,1.784269552705542,1.6261697189215056,1.8294409337866944,1.8488000971071892,1.4235829189211833,1.6905047162189046,2.0972426930535284,2.2243483108143494,1.9574265135166276,1.9447159517405448,3.902142465257174,3.876721341705011,1.83615737820401
124,6.2250000000000005,1.010991764075812,0.9370095699750958,0.9167305595491546,0.4590877075602764,1.177889344948569,1.6636496408437995,1.7842959888439225,1.6636496408437995,1.7938207005281428,1.4508348706872838,2.01365874293666,1.7635147997147151,2.051180334419952,1.9636299542922728,1.7259932082314218,3.627087176718207,3.689623162523693,1.6214687748136818
125,6.275,1.0069878935975198,0.9696816399933986,0.9726165117851469,0.4213910890893352,1.218558767933593,1.6872352171388216,1.6716126688319803,1.63724306255693,1.8247136422390215,1.538584302946456,1.957079233347892,2.240178745090041,1.9078445356536051,1.6739797216057437,1.563201651793599,3.926467141119357,4.148023280743644,1.30974343764291
126,6.325,1.0039513341414306,0.952678188495615,1.0069848893558864,0.4425480178648729,1.1071100915147998,1.6329873849843288,1.5899331036476427,1.5899331036476432,1.617610855935512,1.5022402925268157,1.8414558424522256,1.926259729933579,2.0837526638275183,1.744537113902108,1.5991590210769329,4.022127234829859,3.6950265259732142,1.4237410672343085
127,6.375,0.999513442088048,1.034472577132859,1.008880897104833,0.462991962859967,1.1624659744422567,1.5408728671643457,1.5590363980150064,1.5620636531567822,1.5953634597163262,1.6695770781920043,1.8365347860112056,1.8842369882452628,2.182375752208121,1.8007581343356618,1.598023774840918,3.875803931517156,3.720771774256466,1.2368499579259136
128,6.425000000000001,0.9952603707976428,0.973643601382452,1.0044373898103045,0.4641014639401569,1.2040500479996887,1.59745253893028,1.4692986971877393,1.531885457108515,1.4633380533857598,1.6202113607196522,1.667174008856453,1.90198724954046,2.0193938698824643,1.91372791157466,1.7728399671642563,3.8509371472177207,3.557420596362713,1.265116235522
129,6.4750000000000005,0.9925974945755354,1.085457691660836,1.0215099556361245,0.4794016610888155,1.1708542107633315,1.5083184569733146,1.478973739911578,1.493646098442447,1.5787457779214855,1.5837254874834774,1.6646457678658442,2.034567049613809,1.9189666490675712,1.7108859280843398,1.6530857278112212,3.618292537097286,3.5142521766056736,1.191155963995841
130,6.525,0.9894546959815096,1.083000434239181,1.0450004190027196,0.4700738324835672,1.1298615519296848,1.407270014807562,1.5228568743400113,1.462173773085474,1.5257465458283213,1.6847660434881149,1.6050811630528667,1.7189167065317927,2.0035055652291094,1.87828646740229,1.6847660434881158,3.665504500021438,3.63135383697776,1.0771397904898854
131,6.575,0.9878707464226631,1.058037534537696,1.0575029021301476,0.4866927486723458,1.2322701236006424,1.4343282731979765,1.3261844748219385,1.4741707252312533,1.2948796910815064,1.5134957428225393,1.905883527998754,1.917094607575216,1.7825616526576566,1.872250289269363,1.771350573081194,3.453012509550681,3.3633238729389765,1.2420274587924651
132,6.625,0.9849810240759548,1.1416535700510078,1.0700369254352622,0.5037326447842821,1.1408596298731413,1.4548062602067824,1.421169121242464,1.381925792450758,1.3146515145221205,1.3030144235167889,1.5569918111514176,1.601161791609614,1.8551391792442424,1.8882666645878896,1.7778417134423998,3.268578553906521,3.0477286516155404,1.0820518427042305
133,6.675000000000001,0.9810219894484548,1.1126834121358966,1.1183894809160806,0.4885360219510645,1.1983861710595285,1.275701407902079,1.350255386285967,1.4165255892938666,1.397196780083229,1.5881419862246782,1.751307258782008,1.7404295739448528,1.7404295739448523,1.7295518891076975,1.457609768178815,3.0892624937521136,3.241550081472288,1.179451827342986
134,6.7250000000000005,0.982184454209886,1.1176635636663712,1.0890448350128197,0.462387048874042,1.2812856411413875,1.2323193109066848,1.3139298612978556,1.3520147848137352,1.2758449377819758,1.3181340411664904,1.4895986318873344,1.8110947394889176,1.5538978534076513,1.564614390327704,1.6824962964482844,3.097079169895252,3.2363941498559377,1.0176335977348077
135,6.775,0.9782594479560796,1.1601410456651702,1.1717223147842242,0.5245310536743445,1.2383204222200113,1.2731649362651634,1.4366661175539528,1.2597632000939512,1.278525630733648,1.7527846459076355,1.6894309840073598,1.9745224625586015,1.7527846459076362,1.6894309840073596,1.541605772906716,3.0620936585133403,3.062093658513342,1.084446610588908
136,6.825,0.9763038432528336,1.2052278228183964,1.1551133682672812,0.5306448634917326,1.302120857337407,1.3153269512252102,1.286273544672042,1.233449169120829,1.3338154826681348,1.956102634047956,1.6751730004346856,1.976912236537828,2.070555447742251,1.7376018079043012,1.311004956861928,3.0069875597864875,3.20467878344027,0.9810241173796742
137,6.875,0.9751345597041384,1.1818931593858033,1.2166115765626309,0.5672880062646164,1.2676322277637666,1.2702351686831996,1.238999877650006,1.3196910461524227,1.291058696038662,1.7431816460443823,1.640641549218242,1.7021656073139255,1.71241961699654,1.8252137235052943,1.5893715008051723,2.8095986530362405,2.881376720814539,1.0358642434477423
138,6.925000000000001,0.9734895916659942,1.2203127448683035,1.1779006115553456,0.5466412646701425,1.2930065481900257,1.149339153946689,1.2519587212633578,1.2032144267879408,1.2647861671779417,1.7585262217447333,1.6271420787408155,1.5968226611245275,1.7282068041284442,1.6473550238183414,1.3744802652717454,2.5569375523069957,3.00162234401256,1.0481855804488305
139,6.9750000000000005,0.971240476063982,1.2014547909888,1.19480379570456,0.5546543913013768,1.4110927005908425,1.264419982608282,1.1405068243126704,1.1329203044170206,1.206256663408301,1.7832153330481677,1.693556461554126,1.9426088823709085,1.7134806552194677,1.7234427520521396,1.5341629122313845,2.669841951155916,2.7096903384866016,1.036566340844382
140,7.025,0.970805836837271,1.2883830059089172,1.2214114428972944,0.5788490862626833,1.2539641617446853,1.1467664302237677,1.1517523712247408,1.1367945482218222,1.2813868372500363,1.9543377832601392,1.5615060680319703,2.0623665049478856,1.8855922330952093,2.111470469351407,1.541864482270562,2.3864526700111246,2.6516140777901374,1.002021510348585
141,7.075,0.9699062453498124,1.221754737630693,1.170501987866141,0.6501496617770076,1.3493644946328314,1.1871458122179557,1.187145812217956,1.1158679063083887,1.1723986592711493,1.878399986456916,1.4911010201771402,1.7912577190439665,1.6363381325320567,2.101096892067788,1.4136412269211849,2.430301013405598,2.711092763958437,1.046596415765733
142,7.125,0.9691152724668176,1.267951283782542,1.2069439329649982,0.6199971238643364,1.4056205696974475,1.260211545245988,1.0639093622365166,1.1535782606482508,1.1366138744622465,1.747111460454665,1.7089232318108465,1.8521290892251632,1.661187946006074,1.871223203547073,1.5943585458793936,2.243558432824296,2.4726878046872027,1.093040625978663
143,7.175000000000001,0.969776685080912,1.2570754672101951,1.2548306895901775,0.6055713777622163,1.3741492538542226,1.132776950133742,1.218810642548963,1.1303871253444309,1.2379292408634563,1.6663596485473324,1.7040174937122436,1.9393790259929409,1.8264054904982057,1.98645133244908,1.7322608775859272,2.0335236389052187,2.353615322806968,1.0334772915411166
144,7.225,0.9684935412332676,1.2614321655586045,1.2463782190408814,0.6602995264354343,1.3245565648254545,1.183144831925939,1.11008210326119,1.145435036486069,1.147791898701061,1.903344788773768,1.5133912222932886,2.20045226799699,1.8940601800480417,1.8290679189679624,1.671229570630625,2.4047136599629555,2.4604213123173104,1.141154205115983
145,7.275,0.9684153622193707,1.2498296186965936,1.2419690550569928,0.6488304457812012,1.3854478559863297,1.1529901620288914,1.0855774307812345,1.1157969309957008,1.113472354056127,1.5933918294900729,1.5384472836455876,1.886429407327328,1.813170012868014,1.9413739531718128,1.474345313493688,2.1886244094719967,2.4541897143870086,1.1563584265739884
146,7.325,0.969208172470941,1.2362714510117,1.2168874038704018,0.6551462407071862,1.4308011329897077,1.0983233056122916,1.1785765742895995,1.1762836237559615,1.1166669098813902,2.023355137561203,1.6168775429618547,1.734304403623888,1.933026783205792,1.905928276899169,1.689140226446182,2.2040118462720244,2.41176706128947,1.0585008381811607
147,7.375,0.968412991210562,1.249735767671373,1.2318884700711692,0.6486517825283943,1.4453957566371172,1.1762218989848217,1.1309825951777133,1.0450279179442066,1.140030455939135,1.710868216705195,1.8267082522112768,1.7554220765152269,1.8534405680972956,1.8712621120213064,1.630671269047139,2.049477551261432,2.245514534425568,1.212228691810887
148,7.425000000000001,0.969788866651741,1.2677572929375844,1.1998417236730716,0.7206170558846511,1.3144145795529223,1.1671287353245814,0.975210817087652,1.149275905721146,1.1091070391134166,1.6527392254089304,1.6439480593163298,2.065924031761163,1.7846067167979407,1.8461448794461452,1.53845406620512,2.241747353613177,2.514273502483799,1.080506077401789
149,7.475,0.9693356950115952,1.2210718736426442,1.2318265717167318,0.7102436230384358,1.4642298697437777,1.059089574957529,1.0216581346783649,1.1229432083749271,1.09872286466488,1.630703031056638,1.700094649399473,1.7521383631565997,1.8215299814994352,1.9776611227708156,1.6393769833494929,2.107770407163632,2.0557266934065064,1.150803343996874
150,7.525,0.9696048918759924,1.2208173550126036,1.2020418289910124,0.7091438911019424,1.3861738522455689,1.0754797129491478,0.9863995751089152,1.112415379858512,1.0733070266603613,1.6775771708567062,1.5406320956847308,1.7118134396497002,1.908671985209416,1.985703589993652,1.5491911628829789,2.268152807535853,2.45645228589732,1.190321702499273
151,7.575,0.9714843741263748,1.2256994439431408,1.194684374214708,0.7683784821129954,1.4279697518364052,1.138516423761458,1.0055823027196298,1.0656170670611005,1.2328567677266256,1.6639505571266862,1.8075401991122373,1.8075401991122368,1.6723970066552485,1.7061828047694951,1.5288073646696965,1.9680227401549124,2.0778265840262167,1.0210723220905342
152,7.625,0.9709028853684027,1.1993417327326912,1.1993417327326916,0.6891943663897532,1.335241238829187,1.1151697826671658,1.0474554884634668,1.1215179977487624,1.0135983413616174,1.4087907610371824,1.4421349210617307,1.9422973214299613,1.900617121399276,1.8756090013808648,1.5004872011046912,1.9839775214606472,1.8839450413870025,1.173340161680165
153,7.675000000000001,0.9729894456188964,1.204169081615553,1.192398122850982,0.7361444308015934,1.299103373149091,1.0714469942531897,1.0213208190834495,1.1508134382719435,1.1800537071209585,1.3822672546807038,1.4974561925707626,2.0816286632989165,2.024034194353888,1.8265674436852148,1.5879617866272369,2.1556786947996693,1.949984162853136,1.2994017432393874
154,7.725,0.9731374937727658,1.2258126811686805,1.206060249339422,0.7588935258766772,1.3091423219325349,1.080300120775824,1.0658686306127874,1.1091631011018954,1.1297795156205186,1.3481885615511395,1.67305327517792,1.82736401415064,2.062890931530056,1.819242396309972,1.413161504276495,1.941066663920013,1.9491882817606825,1.1540984698894257
155,7.775,0.974591286446168,1.1974802218436478,1.2070386527332044,0.7449196991313931,1.3798727295503377,1.1437883097452652,1.0399925734516555,1.0664503101539486,1.068485520669509,1.346939323025804,1.619534186019121,1.8039365933381295,2.1647239120057566,1.675656657811863,1.3709918109369776,1.683674153782255,1.8440240731900888,1.1069053110142824
156,7.825,0.9768087955500409,1.1803385705149667,1.181093504042639,0.7850178306034771,1.2779050181950828,1.0629115638760984,1.070948702355312,1.1091251101315809,1.0689394177355096,1.3297810938336485,1.3851886394100503,1.9392640951740707,1.733464640176006,1.7651260947910927,1.369357912102506,1.8601104586363535,1.6543110036382882,1.156773859686924
157,7.875,0.9768887126603384,1.1806780161973347,1.2004305208875046,0.7819767682629288,1.380760281413061,1.0970695914100896,1.1089726972843403,1.1129403992424236,1.0732633796615894,1.234796942712655,1.6255554688875458,1.8756409256394768,2.063205018203424,1.5942947867935542,1.2816879658536422,1.9459774603509563,1.5005127405115806,1.2973980535386327
158,7.925000000000001,0.978439422116282,1.1820189579692684,1.1327068345670634,0.7843969148029228,1.2948310556629932,1.0911057458461224,1.0068731658256855,1.0832701570070116,1.0832701570070125,1.365885599908562,1.4662048812577784,1.9292169490233924,1.736295254121054,1.5202229558304328,1.2038313761905963,1.6591265761601175,1.6822771795483986,1.374626133840872
159,7.975,0.9807929258275948,1.1657903107092986,1.2152128425847557,0.7550928019999862,1.282514702168098,1.0445821103631567,1.0968112158813146,1.1567779666614215,1.029106819839258,1.1278204154538236,1.5621836835677951,2.0422694009569238,1.844138787431253,1.7831755217310454,1.2726081714918138,1.7222122560308384,1.623146949268002,1.3728398672667712
160,8.025,0.9821317471451886,1.2309814850203695,1.1846850968082334,0.7955156193274561,1.3086114454571782,1.0965590798429496,1.0889175531541482,1.1538705300089571,1.0698137364321458,1.181542119079009,1.535252180204572,2.054528652920824,1.8889622413301344,1.618035385999916,1.3320570387069075,1.7008185917952603,1.7233958297394458,1.4014014123926193
161,8.075000000000001,0.984049791843768,1.149146632681905,1.1789209439543544,0.8316032617735578,1.205663292393932,0.9792476506298128,1.0132099968944304,1.1377385998646958,1.1226442237470884,1.0480299781657307,1.6426569161321023,1.783880813899116,1.7244181201024782,1.627791242682943,1.2189852228310625,1.560895712161726,1.456835998017611,1.3490598655112065
162,8.125,0.9857766840270312,1.182311295236261,1.1735586205602455,0.8343555003245443,1.2672795678603572,1.1088696218778125,1.1144605611477845,1.0678694005646834,1.056687522024739,1.4903523973188424,1.6151602335475146,2.0189502919343925,1.9381922802570173,1.69591824522489,1.2847865494127964,1.5784520464214344,1.4316192979171156,1.4042005295739624
163,8.175,0.9860088600335004,1.1675472071513284,1.224610385225964,0.8459368792570129,1.2683934054941377,1.102710667476036,1.0456421688253552,1.1653019240606517,1.102710667476035,1.1675891268413727,1.6679844669162462,1.8130265944741808,1.8492871263636643,1.3126312543993075,1.1530849140855792,1.4286649564456548,1.3053791480214103,1.355329880726314
164,8.225,0.9885869506323514,1.176968835379642,1.1786770630071888,0.8103978023594903,1.2093725994529514,1.0766144043250334,1.1202609342301022,1.0602469556106322,1.1475400154207704,1.282392362236052,1.6334383161442445,1.7265729569770312,1.898513832360635,1.647766722426212,1.2967207685180195,1.2823923622360522,1.3611985967868707,1.430574400672517
165,8.275,0.9907207185977492,1.1897910096927706,1.2083551247376223,0.8206187185660258,1.248702865688251,1.088797031089324,1.1049672840262943,1.139104484671009,1.0870003363185496,1.125384270057822,1.6420701298956897,1.9605751119875252,1.903952004060088,1.7482384572596352,1.564213356495463,1.4368113636587283,1.344798813276642,1.4252556273470067
166,8.325000000000001,0.9907848386305798,1.193217005591188,1.1672050082641583,0.8675587831937589,1.1325633897331708,1.0562307474784278,1.0881839465618084,1.0562307474784278,1.1272378565526069,1.0979205274272832,1.4615629951102038,1.8042260896575728,2.055978567284212,1.601425482680558,1.3776455025679917,1.41261112446058,1.3986248757035455,1.431735178883468
167,8.375,0.992568374426114,1.1582526322446616,1.2300873616413432,0.8371108982418886,1.2120450326418526,1.0541809907637527,1.0401486314856996,1.198012673363799,1.0611971704027794,1.0157514613772662,1.5961808678785618,1.8103869583730876,2.024593048867613,1.5892709939916412,1.388884651270956,1.3957945251578765,1.2783266690802335,1.4239980920432649
168,8.425,0.9947597483603026,1.1657108016813826,1.1780842682914086,0.8603407501286874,1.1682355900099055,1.107570537116217,1.0833045159587409,1.1890350367163145,1.215034345099324,1.2495425180440465,1.6455723871509025,1.693369095491385,1.9664931431512844,1.6592285895338974,1.481697958554962,1.345135934725012,1.160777202554579,1.3795551386903149
169,8.475,0.9962607622376968,1.1812793141603546,1.1684078424724182,0.8549823445162137,1.1904626141530934,1.1596304888944515,1.101392030072574,1.2075915726301163,1.1544918013513448,1.295572132080279,1.5789785359728414,1.740925052482875,1.9163671120354135,1.5384919068453329,1.3630498472927937,1.3832931618565485,1.1403733870914965,1.392863980646894
170,8.525,0.9975853882155648,1.2126226413468493,1.1642831077814886,0.8267413964300905,1.1359105414712118,1.0411102578312894,1.0817389508198276,1.1883892699147405,1.178232096667606,1.1670489463248,1.513829204661312,1.5671800136361602,1.7472389939262716,1.6338685248547198,1.413796437833472,1.2203997552996475,1.293757117640064,1.421486031473979
171,8.575000000000001,0.9970244285108044,1.2013514659741082,1.191607380300325,0.8613287640975956,1.1678782346917629,1.0273312838119515,1.1059706491851795,1.100951115225186,1.1427805648917964,1.2062092212953488,1.5621398111857794,1.7466964133511866,1.878522557755052,1.726922491690609,1.3446266729194043,1.2853049079376664,1.054609155230906,1.4537867914742382
172,8.625,0.9996508993848656,1.2104543411848347,1.1942983797521824,0.8128555322044724,1.1345308821918638,1.060108302456246,1.065069807771954,1.1064156854028526,1.0931850045609652,1.231355410171131,1.5636259176776266,1.8372604532712116,2.013168369009945,1.583171241648597,1.5375654857163328,1.2183251941904845,1.2574158421324249,1.4347863331342927
173,8.675,1.0017856859839804,1.1572298108808097,1.158458292633337,0.8199918615486282,1.0724456702371492,1.1607262589456957,1.0593670645025492,1.2097710304504423,1.1607262589456953,1.2300825014776615,1.5907349626438865,1.6422567428104908,1.970708091372588,1.6100556302063629,1.3266858392900442,1.2236422789568369,1.1334791636652806,1.4790168168744662
174,8.725,1.0032403295529602,1.1646499880553758,1.1947074303956993,0.8387086614422187,1.1393802502059351,1.110289690626209,1.1523093877969242,1.1927129427687664,1.160390098791293,1.381556710006851,1.5025225048922444,1.7253542323127056,1.8654198895484224,1.5789219542935444,1.4006565723571764,1.2414910527711331,1.158724982586391,1.4492507799695695
175,8.775,1.005047057722753,1.1601201252760407,1.1643223715254227,0.7914123427265826,1.097672898869004,1.1024662303051134,1.2382772876615398,1.257450613405977,1.1440084360847262,1.359563098241878,1.5420970327280563,1.655393957581546,1.8127507976558368,1.6113340423607438,1.3784459190507932,1.2714432678002747,1.02596659728438,1.4878892070045044
176,8.825000000000001,1.0056403670041285,1.1357343476699366,1.160662930163868,0.8516567405804812,1.09948745821585,1.167415562674588,1.0694727143852452,1.1800533495506322,1.18795196634816,1.3690935782381255,1.5682344623454898,1.8296068727364057,1.810937414851339,1.5931270728589095,1.36287042560977,1.1699526941307616,1.313085204582929,1.5863324062136652
177,8.875,1.0074921767075686,1.146741608439631,1.181366866831616,0.8534892387610449,1.1855381495896575,1.0746380064791623,1.1371169603442304,1.3104960573197932,1.1605465680436309,1.2860251337226436,1.5567672671379371,1.722904485370049,1.9813401581755563,1.685985103540691,1.6121463398819744,1.0768153033562806,1.138347606405211,1.4296842249225945
178,8.925,1.008173099628459,1.116519637228107,1.1237735330001193,0.7827504368589129,1.1012440487162145,1.1305899630578804,1.1583913555920906,1.2356174459648968,1.1815591827039325,1.393345885089962,1.7158233170103458,1.7705836356383349,1.98354043030274,1.4176838044801807,1.508951002193496,1.2351494090535473,1.010023654694033,1.3747820129020158
179,8.975,1.0089003019899292,1.090915123938609,1.1810117438535817,0.8351068865029945,1.1149732610545626,1.2203611446336926,1.2203611446336922,1.1485751949493572,1.121082703580889,1.5704044311988934,1.7027756859359646,1.678708185074679,1.6967588107206435,1.7509106876585363,1.3898981747392505,0.9747337848820716,1.0950712891885002,1.566168059873819
180,9.025,1.0107347497064914,1.125397810147994,1.1341944143120353,0.7970023825894579,1.1117161439196537,1.1147371117020444,1.1177580794844344,1.2552121135831962,1.220470984085707,1.326937212295403,1.642307939881306,1.6780102864004642,1.7851173259579405,1.8386708457366776,1.5828040290160414,1.2614829103436125,1.11272313318045,1.5188069656976866
181,9.075,1.0110662729332087,1.1573725517913325,1.1450242510447712,0.8038221519523799,1.1517855933416647,1.2294676307654866,1.1263895426454156,1.236937057440854,1.1622427906871793,1.6360307881683651,1.447710697443949,1.5654107541467095,1.7243058306954355,1.6007207711575373,1.5006757229601912,1.1122655358410831,1.1416905500167729,1.5021169481443075
182,9.125,1.0127470130500562,1.115855884602721,1.124183167323637,0.845369116949215,1.1421530163952336,1.2825211102601066,1.1923900184100305,1.2825211102601068,1.1465856930435978,1.5541232976235273,1.525019865083761,1.6356129087348734,1.6821784007984997,1.618150849211013,1.472633686512181,1.1757786746065624,1.1583166150827024,1.4837405066855205
183,9.175,1.0132804449001993,1.1100419931097325,1.0987850745548224,0.7879196967285708,1.1560454077369438,1.153122410498671,1.1268154353542146,1.1794293856431275,1.2261973414554943,1.387537931440772,1.4335972818620422,1.4393547006647005,1.7272256407976403,1.5775327519285116,1.5775327519285105,1.3299637434141838,1.3702656750327953,1.4327160442902058
184,9.225,1.0141430984686606,1.1175961951726354,1.1648529966210042,0.7814117918515574,1.0654800073330684,1.2100498862113678,1.2158326813665,1.2548665486636403,1.2086041874225848,1.5661736878482466,1.549088156708084,1.6117351042220136,1.7484193533433157,1.560478510801526,1.5946495730818515,1.116254701157296,1.1732064716245043,1.4421583019533242
185,9.275,1.0149688107344306,1.0918769521897462,1.1450737131478088,0.7859345152013608,1.102648572940072,1.275697181663482,1.1813070314507128,1.231362414139303,1.2671162589168667,1.492993881923732,1.6000387262880749,1.509895699454943,1.7296193273606997,1.6676459964129229,1.571869030402721,1.2732702540179748,1.1493235921224192,1.4854627999625456
186,9.325,1.0144789156287768,1.1078421295654153,1.1291058940484369,0.7917909520663046,1.1969700162330963,1.1729174272544165,1.1983848744083123,1.2323414706135063,1.1814065763057156,1.543910390592226,1.488173553386732,1.460305134783984,1.5327630231511271,1.6386630138415692,1.4993209208278295,1.2763735720058482,1.2763735720058482,1.5634182836141493
