,r ($\AA$),g_full(r),O (DOL),O (DOL),O (TFPE),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
187,9.375,1.0156728549444565,1.0771228860091926,1.1110459456515724,0.7887199257713693,1.0764513024790034,1.244428098704596,1.1856362200256387,1.2332296456228888,1.2738240380440742,1.411683782421141,1.4888852392722969,1.5274859676978754,1.643288152974609,1.4943996290473796,1.5881442552237832,1.146993073217177,1.0808203959161862,1.5356450137936597
188,9.425,1.0151387269631302,1.0800351375916215,1.0946055947598052,0.782780836611107,1.1578549886374077,1.1786298987206156,1.1564699946318608,1.1980198147982752,1.2215647128925766,1.598618838523954,1.5658826165746589,1.4567618767436714,1.4731299877183204,1.462217913735221,1.7295637263211376,1.3912894328450802,1.1785039901746563,1.5579769303215971
189,9.475,1.0167695862248838,1.1075410930764256,1.0892622884254664,0.7826390231504066,1.1374446629821118,1.1977429342727308,1.1634825528576056,1.2292624851746443,1.219669578378409,1.495413739101346,1.5278053724392804,1.560197005777216,1.6357774835657322,1.7329523835795375,1.479217922432378,1.2308820668415414,0.9609517890254132,1.5070372673909784
190,9.525,1.0162728653874242,1.0885560972291206,1.0806587794163185,0.817809014352793,1.0753599339161155,1.2258832033545637,1.1933376315840882,1.304535001799879,1.2014740245267068,1.5278337858917497,1.4690709479728354,1.517149633542855,1.4530447194494955,1.511807557368409,1.8269900516607616,1.196625063076055,1.1912829869016086,1.4498830825299256
191,9.575,1.0153882579827755,1.093351381036017,1.0757044830252895,0.7659104247998557,1.0775777691218134,1.2050620631026003,1.1943265436094812,1.2641074203147546,1.2265331020888384,1.3533260936780234,1.538351145548066,1.3427532335711634,1.342753233571164,1.739235487578397,1.490773275067198,1.0731453008462457,1.2105924822354197,1.3884970364824754
192,9.625,1.0159597991856657,1.0934977795620413,1.0969905856112931,0.7722836990288489,1.077035532149691,1.2377276399056871,1.2603042170284302,1.2642883188736205,1.1806221801246306,1.5747263151745852,1.5224098262983534,1.334070466343917,1.428240146321135,1.621811155163193,1.527641475185976,1.2974489241305551,1.1823526486028446,1.402295438572309
193,9.675,1.0152557698668792,1.1054346367688244,1.0874099040272278,0.7958452285405818,1.052788741918292,1.215767273750837,1.172393954795402,1.2525688777130246,1.231539389734632,1.6309801755969433,1.4911818748314911,1.294428710791225,1.3979830076545223,1.6620464646559328,1.6258024607537784,1.2996064256343896,1.1028532615941236,1.4331703350580731
194,9.725,1.0156127844655518,1.096051999256176,1.085299203722782,0.8482737687826761,1.0589022186039152,1.2254126411853656,1.222810915832531,1.1408565672182231,1.220209190479696,1.7167445320601786,1.491261668147796,1.3375233518438998,1.4297663416262385,1.634750763364767,1.691121479342862,1.214532698800783,1.0761682141272753,1.4305507207910542
195,9.775,1.0144738686318795,1.074466706684127,1.091882646099088,0.7966524633753889,1.060973074992107,1.1987450640990924,1.187156765949907,1.1961698867326065,1.1523918715023491,1.5825635452221194,1.481117164118137,1.4709725260077395,1.516623397504531,1.653576011994908,1.8006732645956824,1.2325735304133818,1.1919949779717889,1.40570523694033
196,9.825,1.0148418783776707,1.1056986034395768,1.065713400586738,0.802741134810367,1.1177512597025427,1.1496141804466284,1.1623593487442634,1.2553990773169943,1.2388303585300702,1.4861638669484056,1.48114304307358,1.3656640939525888,1.385747389451892,1.8526840098106812,1.8275798904365537,1.2752892642057267,1.1798936105840383,1.3491671012210196
197,9.875,1.014768383629097,1.07011759808043,1.0969001647655,0.8248919003065178,1.115292440648343,1.1972992377548388,1.163234875879833,1.1859444504631702,1.2187471693057683,1.679896813454281,1.5854647440589222,1.3568397339438414,1.4065408230992942,1.6798968134542804,1.8936114968227244,1.2574375556329378,1.2425272288863018,1.3706850373514303
198,9.925,1.014343053759962,1.0856415039319811,1.096903832047117,0.8187722577429588,1.0578719237429608,1.159037951869501,1.1328097223552132,1.2352247137919576,1.1815192914531767,1.7023748391813658,1.3825645370230162,1.2103589897069815,1.4563669144441738,1.599051510791746,1.6630135712234153,1.2743210501386506,1.2152791482017256,1.3602230010009655
199,9.975,1.0131021289513549,1.1152028632590725,1.0956908781489365,0.8191804107774345,1.02874618637821,1.2797503640642394,1.1721771450559415,1.2859327329727626,1.209271358507079,1.7438027212282137,1.5002548551348875,1.1885135865354306,1.3784809220882244,1.660996446756484,1.6122868735378173,1.2177393304666295,1.154416885282364,1.3499013255568653
200,10.025,1.0124308321464444,1.1027265638225077,1.0852485202666131,0.8310285812252002,1.0319758680761095,1.2094806140678485,1.1996872487717527,1.1580654462633448,1.1788763475175492,1.3985222411470333,1.5865993701288763,1.1573977168113374,1.461214617474314,1.6734041988897257,1.8132564230044304,1.3888772601736048,1.1718651882714797,1.3705714799587334
201,10.075,1.0123476345411642,1.0583370651015245,1.1075196825847284,0.8004716957184076,1.0156981178076816,1.3017419791473157,1.184173103935687,1.169628500816722,1.2338671645921488,1.652061233058131,1.5613411075433776,1.1889111185880774,1.4467472647879012,1.675934950298855,1.6616107199544206,1.2318838096213818,1.3464776523768585,1.2975121710974131
202,10.125,1.0113990014715084,1.110586395205563,1.110360941207348,0.778819383287283,1.0548957891234854,1.201309084087154,1.1737065776595774,1.1869077763858098,1.2301116994898431,1.4041275008810914,1.3757612887420787,1.1724701017458266,1.3899443948115844,1.6925173242943792,1.985634849730835,1.3757612887420785,1.2292025260238506,1.381839762771865
203,10.175,1.0100908557810984,1.0945637762296778,1.0773740126625388,0.7794451706724459,1.033858667128941,1.245383773736931,1.1847782656638548,1.1824015790727536,1.1717064894127995,1.6197479222382354,1.6759241507551683,1.3529108367828029,1.2171516178668824,1.5354835794628356,1.7133749697664575,1.2171516178668824,1.2967346082658706,1.3257303316585394
204,10.225,1.0098985512742165,1.0916224903090963,1.1084234844896337,0.7800215017020998,1.0261258210927444,1.2473547825209963,1.1732195454466352,1.1861637931897782,1.1567450483189994,1.6827522066085148,1.381432940962362,1.1496488904653217,1.2562695536939603,1.6085813104494628,1.8218226369067392,1.1635559334951444,1.2191841056144337,1.3237234426753437
205,10.275,1.0090103182955488,1.1134243775549393,1.108827068878444,0.8319922891383225,1.1245387501794326,1.2224260610758804,1.2096074846489644,1.2200954108164408,1.1455146025143852,1.5562387414164736,1.5883734646905605,1.13389666409991,1.0833992418120597,1.5929641394440015,1.7398657315541113,1.38638377553916,1.262435557196255,1.3479720071940413
206,10.325,1.0087598291232291,1.1044011727005547,1.1013659123122923,0.7838391842390663,1.0617407547160762,1.182917688678237,1.2013827452819952,1.2544697830177989,1.2198478018857528,1.568480660376023,1.5730269811307367,1.2638771698102442,1.0047368867915976,1.6366754716967216,1.8367135849040963,1.2365992452819656,1.2820624528290971,1.348726360222187
207,10.375,1.0074436692857232,1.0944261718855368,1.1012972014127755,0.8327173378385957,1.0949646227571423,1.2995561336898442,1.1452552734892034,1.176115445529332,1.2572662683015206,1.6074305099689703,1.4003106123259084,1.2562272052698669,1.3913053993849065,1.5624044452639558,1.6704670005559876,1.2742376311518722,1.251724598799365,1.2811753207135628
208,10.425,1.006211926182225,1.0824646197845245,1.0894825632919685,0.8141246622018915,1.1025990833485382,1.1784452215254906,1.187501476830202,1.1795772534385798,1.1886335087432909,1.7035365092118853,1.4805605263307475,1.217448866531007,1.2129893468733843,1.587588998113694,1.8729982562015484,1.23974646481912,1.2575845434496111,1.2989488635391924
209,10.475,1.0053634349588476,1.1353473881139369,1.1121770332544687,0.8145556836692154,1.0808857120624378,1.2479520721218813,1.203102042575722,1.1840407800186044,1.1874045322345663,1.6961465719274758,1.395787283148652,1.2058542034796895,1.2411905903948457,1.607805604639586,1.634307894825953,1.369284992962286,1.2279394453016623,1.3639214342340924
210,10.525,1.0047374502781643,1.117909305785304,1.1110240860968157,0.8218906044416079,1.0928528839259417,1.2172426430719836,1.1283928151105251,1.2016939231787287,1.15060527210089,1.7019453787920316,1.56631477019935,1.1987995727224072,1.3125542767033656,1.6756942932579637,1.5925658557334166,1.2163002964117855,1.2294258391788195,1.4143442002028108
211,10.575,1.0040639458191436,1.109429817219535,1.1024028772445975,0.8336395539943087,1.1408507316233054,1.257466139098783,1.1386504409162208,1.156252766572897,1.168354365461861,1.5688739496272088,1.434522865543111,1.144151167683931,1.282836157706226,1.742230187155078,1.6165469149473726,1.2308292864478656,1.2741683458298323,1.3221950993898506
212,10.625,1.0030600267987515,1.0959417010556964,1.1072020772107614,0.8163416891104696,1.186808999432614,1.162833060050136,1.1573839829177552,1.207515492535662,1.1181506275646111,1.6185410318666664,1.4124668421329791,1.1591673172519887,1.2579111998327146,1.4639853895664012,1.5412632107165338,1.1462876803936335,1.2707908366910694,1.3242369488243817
213,10.675,1.0028414947913258,1.102939091606076,1.1084152511267389,0.8124651089984674,1.132532195249361,1.2253804019142278,1.1800359288918507,1.1854340804421342,1.1282136740091346,1.548124432481144,1.475821917777354,1.1185624333586284,1.284432908267323,1.5055935414789148,1.8756122931983097,1.2461551063653158,1.1823587698619729,1.270328276047196
214,10.725,1.00110725651636,1.0979035522485658,1.097501684184053,0.8190350528288631,1.1669197553894075,1.2567650894432207,1.116649151811678,1.187241914282532,1.273878486405852,1.5547910081390417,1.5337233793024698,1.0449543902939906,1.242990101357771,1.647488575019959,1.601139791579501,1.3651823486098906,1.154506060244167,1.2485794722735948
215,10.775,0.999688228218224,1.1166035156533891,1.1313349580064562,0.8166081993839472,1.1444584986473894,1.2027411073748029,1.1614134393680915,1.2143976291202856,1.1773086962937496,1.640583184508842,1.4068105169961316,1.1855613852430311,1.269051623640428,1.532045874592226,1.7073753752267598,1.252353575960948,1.4443811242749598,1.290435347964659
216,10.825,0.9990999054886284,1.1280085779034317,1.0814602260263184,0.8269641895296899,1.1370603206445944,1.1507092441611029,1.1339105690638611,1.166458002064768,1.1349604862574385,1.7123194957075494,1.4227968756603786,1.3152599025000011,1.261491415919813,1.6130545974056625,1.7660879822877371,1.2987157527830209,1.1953148170518877,1.296647734068395
217,10.875,0.9989420697468888,1.100462173234634,1.068998062083724,0.8280557288774141,1.1869651777184225,1.197368027654605,1.1297495030694191,1.1599177678843475,1.2067305925971694,1.614648405246264,1.3482723993046215,1.188446795739636,1.2499181817261689,1.5367846496633224,1.70070834562741,1.254016274125271,1.2622124589234751,1.3496105519247368
218,10.925,0.9977820672688924,1.121589130217851,1.0747271534373397,0.8348253953443315,1.1678791108418545,1.2235414868219603,1.0864471163524403,1.1977718683126524,1.190556375130046,1.6851768710026502,1.3684448325973315,1.2466248178260555,1.3237774938478646,1.5308715189590336,1.7582688798654165,1.2709888207803115,1.197896811917547,1.3482243675604666
219,10.975,0.9981645440120775,1.0920126378513264,1.0989204668730532,0.8510236026615354,1.1215126102505213,1.223654013734175,1.1593049295394728,1.2216111856645018,1.142962304982088,1.585358389828106,1.5330496104682962,1.1507931459158334,1.251386952377008,1.3761232723888637,1.7664272414582205,1.2956482272199248,1.283576970444584,1.257381522068165
220,11.025,0.9975137443155172,1.1155962235223262,1.1188287334592406,0.8559877477426245,1.1305944845599394,1.200434251287456,1.161971771060708,1.1872760343677788,1.2176411503362643,1.5789860303612402,1.415505153480405,1.160315492007881,1.2320875842970287,1.5191759534536178,1.567024014979716,1.3437330611912572,1.2759483073626183,1.3010522648129603
221,11.075,0.9958478961748204,1.0859486756094434,1.0972547523987146,0.8426977281180773,1.1645433032591663,1.1464883683249163,1.1986470692460849,1.136457848916999,1.2066714847724185,1.4264614418592303,1.3948501079676134,1.1577651037804846,1.169619353989841,1.541052527216343,1.6635464460463598,1.323724606711475,1.3118703565021184,1.2028435110391933
222,11.125,0.9959441992376932,1.1225219589258462,1.0993656250534776,0.8562171289529923,1.1620514871826593,1.1471406468851912,1.1640395992223218,1.2067840080750625,1.2057899520552318,1.4802397822577151,1.3353485866398964,1.2766089127407807,1.3823403257591884,1.6016351083158875,1.6721227169948265,1.2413651084013109,1.2531130431811344,1.2777677226340298
223,11.175,0.9948672764630948,1.110278580999427,1.082331912266153,0.826313625104416,1.1428094715014818,1.165468624815735,1.2098017508653618,1.1713797082890194,1.238371987652899,1.4476183718157487,1.3583550405777791,1.1448992484869855,1.408808227799241,1.5873348902751774,1.6921222791197503,1.2341625797249536,1.1875904069051442,1.2493698198293826
224,11.225,0.9940108848807316,1.0958236994310349,1.0897704382858688,0.8257566343707181,1.1941659112663543,1.1492504313659029,1.1844016765053864,1.2293171564058378,1.1931894877902574,1.5539927565031093,1.403978604266423,1.2424249018576838,1.219345801513578,1.650155674603549,1.607843990639356,1.223192318237596,1.219345801513578,1.234378616873768
225,11.275,0.9934488886047216,1.0890351501083178,1.0853989726455184,0.8419967533496174,1.201018227724181,1.1845659232348094,1.1719847492135245,1.201986010341204,1.1855337058518312,1.5936153760293987,1.3076796028183828,1.124680707963332,1.2962421718899413,1.5898028990532522,1.5821779451009583,1.3038671258422354,1.3381794186275575,1.2914960270829028
226,11.325,0.9936457308396288,1.1102555934990848,1.1026868976823403,0.8272428412508958,1.213458780963666,1.1645367273437877,1.18755887022373,1.1741292868770974,1.1674144952037793,1.4170826583298304,1.2734849489524065,1.2810427231301662,1.2205805297080938,1.5531225935294932,1.636258109484845,1.3377260294633595,1.3944093357965526,1.2444877745561067
227,11.375,0.9933538074042094,1.097479925141241,1.1067684922160044,0.8391557428812162,1.1942569009119088,1.1714367053530823,1.159075766092052,1.222782145360442,1.1828468031324957,1.5282615813638207,1.337228883693342,1.1948907952329868,1.318500187843295,1.4046521887535115,1.4870584504937177,1.2997714919932484,1.2173652302530418,1.242400527766881
228,11.425,0.9931617074175249,1.091259267474967,1.0863014126170576,0.8701584465054741,1.208332744523537,1.1696887175925972,1.2017349838280107,1.1772290155303409,1.1772290155303415,1.388671536867922,1.340402205372513,1.1398988283915827,1.1658900068891107,1.3923845623675697,1.5186274293555628,1.2104463128848728,1.1733160578884043,1.2703093770628544
229,11.475,0.9926709479350908,1.1277580721338771,1.119859377465236,0.8700616332718895,1.2464113183032657,1.1931538631733662,1.1875478152649552,1.2286588332599655,1.1772700607662026,1.549590919329829,1.3986806397751426,1.107902296242942,1.3177043922092135,1.4391687635581063,1.4465302406095548,1.2367281446432838,1.2735355299005242,1.2567844137528406
230,11.525,0.9926340865378908,1.0852807069379575,1.096939165710579,0.8660702305076357,1.228209931353356,1.232841190521355,1.1717085695037674,1.1726348213373667,1.1411422589949731,1.4157618935386271,1.2515627048550235,1.1785852876623104,1.2004785128201247,1.4048152809597203,1.521579148468062,1.22966947969721,1.1676386750834042,1.2655624542756676
231,11.575,0.9918588000919802,1.1055960661627235,1.101973423411995,0.876478441495008,1.211194111883402,1.189155704995455,1.1616076963855213,1.1762999676441528,1.0808002044630505,1.5229318295168175,1.327591404828199,1.1177813190515358,1.309504328468142,1.4578183546206116,1.6278368724051488,1.3348262353722222,1.2733301757480278,1.230290316491238
232,11.625,0.991764846553188,1.0945667951383236,1.0771221368408068,0.8651577404714484,1.2526895983129216,1.175306883300859,1.142533027531044,1.180769192595828,1.208991123953169,1.4775822517098331,1.3269549347879566,1.2982640172790283,1.3699913110513502,1.3484731229196532,1.4739958870212162,1.1727412531774646,1.301850381967644,1.2656207795010117
233,11.675,0.9912407061447028,1.0782594438922617,1.0862289664371487,0.8235656902256905,1.236567291891105,1.1679693983263433,1.1517225287978468,1.1625537751501775,1.1580407558367067,1.500510542648662,1.329836357702842,1.12360505089331,1.3262806455164708,1.3689491917529253,1.5218448157668885,1.1769407336888786,1.212497855552591,1.2200809560316903
234,11.725,0.9918130708310564,1.0971590667571258,1.0754714296728982,0.8750376735399638,1.1812972700188944,1.1893515695872048,1.2126195461178797,1.168768359579299,1.2412570556940954,1.463062160640938,1.2268569443446895,1.2198060423656976,1.1633988265337574,1.4595367096514416,1.4419094547039604,1.1916024344497274,1.1951278854392235,1.2180073428812626
235,11.775,0.9916426091225136,1.0655238374425915,1.08269357387197,0.8654631133175444,1.2236392862576624,1.174835688908735,1.1553142499691638,1.1331307966287416,1.107397990753852,1.4017253607711315,1.4087165097026588,1.2479200842775415,1.2024776162226167,1.3213271480585738,1.4401766798945297,1.2584068076748318,1.2339377864144878,1.2665393686768125
236,11.825,0.991701525639344,1.06479661655366,1.0869454440324224,0.8508197447476945,1.2669841335268437,1.126208118690528,1.1781192741614197,1.17811927416142,1.154363321657791,1.3829643730226728,1.3968286775141288,1.2235248713709368,1.3136428505653974,1.3032446221968053,1.5632003314115928,1.1646015772822522,1.2200587952480728,1.2616870768461417
237,11.875,0.9926276069061796,1.097315695020458,1.0992825043319203,0.8691439030222942,1.1786886479566454,1.163856888507894,1.1743263657658365,1.167346714260541,1.1333209131722295,1.3919645899763893,1.3335364466934303,1.2682344042007103,1.2613605049909506,1.4057123883959095,1.491636128517909,1.2647974545958307,1.1238825207957517,1.245298026225287
238,11.925,0.9924729569966718,1.0689547416462926,1.087158015337092,0.856157046810819,1.2510149835007924,1.1783419139198337,1.1722858247880874,1.1705555136075887,1.1714206691978375,1.4109901171887462,1.1485595881463944,1.2848871357008638,1.186049663723874,1.2030906071681822,1.45870475883281,1.1656005315907034,1.3257853999672031,1.2371724940568003
239,11.975,0.991960582854906,1.0544057182866893,1.096311173308784,0.8597582411091984,1.254317055256586,1.1702383470382929,1.1642327250227,1.0998867748556391,1.1865393210806154,1.375573423571404,1.4059915091049244,1.2876989542523471,1.260660656000329,1.3316361889118755,1.4195106582309336,1.1795457612442763,1.182925548525778,1.2780769067876618
240,12.025,0.9931635372005708,1.058602333817855,1.0889714178319558,0.8579467099019998,1.2217863649320069,1.1758417523231428,1.1520186198592872,1.1298971397142787,1.174990926163719,1.4445996882573715,1.2736609780459422,1.280364456877763,1.273660978045942,1.3507509846118806,1.401027075850537,1.156350098489079,1.246847062718659,1.246026228575988
241,12.075,0.9928603547336696,1.0717288567129086,1.0550846428458984,0.8581887212684279,1.2032510688831235,1.1500920104401808,1.2142203984030966,1.1062146923602916,1.1256219676648578,1.3894484058631678,1.3063474246512563,1.1301733444820028,1.3595320526268797,1.1634137369667676,1.5523263290385143,1.229894521936297,1.2398666396817264,1.2469217433927804
242,12.125,0.9940959861327828,1.091048981800306,1.0904201351249172,0.882250027264185,1.2284955159119169,1.213432219395287,1.1782845275231466,1.1891635750073806,1.174100278490749,1.223068671712323,1.1439483263724417,1.3219691033871732,1.2857056117730614,1.381309362392084,1.2791122496614051,1.1373549642607854,1.3252657844430018,1.215567040330182
243,12.175,0.9930845231446024,1.090369929596103,1.0934883907132085,0.8781920031023581,1.2466456114392588,1.178586396966543,1.150366722672978,1.145386780150584,1.1760964257053463,1.389605173546765,1.301324374286147,1.111684138837412,1.3438299443005195,1.216313234257404,1.3307513073730206,1.157459368083659,1.183616641938657,1.1956943627747667
244,12.225,0.9935237980021412,1.0697155833628769,1.0926038161715668,0.8907670827350023,1.22988324910593,1.1640260470119046,1.1813135625615865,1.208479658425372,1.1401528112528203,1.3134021553978998,1.2647576311239033,1.1869263922855091,1.2842154408335014,1.3717755845266952,1.3004302822581677,1.2420568531293714,1.1934123288553753,1.2143261651418822
245,12.275,0.9944969545753092,1.0452192870955042,1.0627060788079914,0.8965807372564236,1.2117190310203114,1.2264164316661108,1.185590318761113,1.1300668052103175,1.1259841939198176,1.264124914131089,1.1258109922287052,1.1965762545973666,1.4024388360334727,1.2705581198009677,1.3316735736648109,1.2094426659371238,1.196576254597367,1.1849570974180972
246,12.325,0.994728953650902,1.0542533693612717,1.0715985683953582,0.8873503755034429,1.2002877731587809,1.1646516989219482,1.2108166132742086,1.1484534833597515,1.1387345540224332,1.3432247541197415,1.1773157583614835,1.2506985834084063,1.429369809609606,1.2443174681869338,1.3847020030593056,1.2187930073010484,1.151791297475598,1.1452799554128712
247,12.375,0.9949155521244024,1.080011086788331,1.058278052062574,0.9036513194036908,1.1745405002236982,1.1914114650011929,1.185787810075361,1.1279445022668075,1.127944502266807,1.3260627004764085,1.3735351121879744,1.272260633869967,1.2849199436597178,1.2849199436597185,1.4178426964521018,1.0792061595762656,1.1868102927891486,1.2170376243279413
248,12.425,0.9945918048558344,1.0616050905314809,1.0689409598638802,0.919661663157654,1.2065466670522174,1.2177036375533612,1.161918785047644,1.1810450201924616,1.161121858583277,1.384478612187335,1.1458836586131005,1.2714599499679609,1.18669595330343,1.324829873793777,1.2494840989808609,1.2902963936711906,1.2275082479937602,1.2019765377361515
249,12.475,0.9955645571283088,1.0710824811152904,1.05058755843172,0.8903211704715898,1.1779211193186088,1.1225825432432377,1.1826644258393546,1.1984754475751742,1.211914816050622,1.3391456288368964,1.199002481633035,1.2737454934750947,1.18031672867252,1.2332596953939792,1.3173455837162955,1.1740881443523483,1.2519454483544938,1.2647204019091316
250,12.525,0.9960027418764662,1.0503195681405824,1.0694725410481818,0.923026751449422,1.2665668320754346,1.2273542366551424,1.160692824440646,1.1497132977229645,1.166966839707893,1.3161172935610772,1.177090818889133,1.214164545468318,1.152375001169676,1.3408331112805354,1.3192067707760098,1.133838137880083,1.1801802961040653,1.1891019496941235
251,12.575,0.9967725663641516,1.0628848050672397,1.0548459348418953,0.8935253106163454,1.175599884484183,1.2370640743413976,1.1654855241279332,1.2113891595909154,1.14914694201399,1.2382429042197471,1.1616189621269406,1.4129454921913451,1.137099300657243,1.3884258307216473,1.271957438740582,1.2045283696989124,1.2137232427500495,1.2095949324005582
252,12.625,0.9971428975651137,1.0453472285343806,1.0489723749781823,0.8666077353289476,1.1740254267035324,1.1292565412671058,1.167078530687535,1.084487655830679,1.134659682612882,1.3044726963372577,1.2284544739399814,1.161558438230378,1.2588617628988918,1.2223730161482005,1.240617389523546,1.2406173895235455,1.198047184981071,1.187745940150094
253,12.675,0.9978106021784318,1.050927142875579,1.0552430654335905,0.8986473932837684,1.2137923538659432,1.1387439938161878,1.1770339734334097,1.1770339734334094,1.173204975471688,1.27911737969775,1.1976641503302043,1.306268456153598,1.1584459287828677,1.128278066054147,1.2700670208791331,1.1705130738743557,1.1855970052387157,1.123537401911063
254,12.725,0.9986445035805748,1.049964142479218,1.0405435832889476,0.920914236280952,1.2012332894211672,1.1381704412099358,1.1875570090862009,1.138170441209936,1.168562175287638,1.185277629030374,1.1643257517495345,1.2451401355470606,1.3169751433670818,1.2601057621762313,1.3229613940187506,1.1762982530528714,1.2780645141312372,1.2014038552756845
255,12.775,0.9978626759660398,1.0394954094534714,1.0617298480480488,0.8757244064492796,1.2627113069561091,1.1360632475121537,1.2302954345984305,1.1398325349956049,1.1262631000551808,1.161168986568594,1.2205638196411566,1.369050902322562,1.1968058864121311,1.1700782115294792,1.2621402027919495,1.0631675119988662,1.3363837441326527,1.1970180108159618
256,12.825,0.9989419477645216,1.0569803640076465,1.0479871782463477,0.9125889354668204,1.190801562323972,1.170605807184056,1.109270550833198,1.18032968928846,1.1578899613552196,1.18159900723216,1.20222542381726,1.2051720547579885,1.2611580426318316,1.2434782569874605,1.2670513045132887,1.152132697824874,1.1933855309950745,1.1539668252471635
257,12.875,0.998775033030832,1.0402815751986914,1.046277032608361,0.9197036140098456,1.1637579669242026,1.165242352086096,1.1392656117529667,1.2157114475904625,1.1578204262766312,1.2309151501577305,1.1490490594108975,1.309857451949319,1.219219994336754,1.1432014815004097,1.2309151501577302,1.2250675722472426,1.0467164459773572,1.177511249852764
258,12.925,0.999581300055075,1.03294031578255,1.0380593610121174,0.9269370892597028,1.1996956086995023,1.1805476124894427,1.1636090004574666,1.148879772603574,1.119421316895791,1.2852367153115758,1.2069040035431498,1.372273061720937,1.32005125387532,1.1604846187914903,1.2504221767478303,1.180793099620342,1.1691882534324267,1.1840495615608275
259,12.975,0.9994439736114024,1.0436658730490742,1.0608269141081557,0.8923726667478472,1.1436962613023771,1.1553890026319862,1.1510042246333831,1.139311483303774,1.159042984297489,1.275350327977614,1.165952331446803,1.258076960104328,1.332928220888567,1.2206513297122086,1.191862383256732,1.2004990671933748,1.2120146457755656,1.1700944145592738
260,13.025,1.0002879255598724,1.0270855847974298,1.019320114796972,0.8719226206143406,1.1907724702564797,1.190772470256478,1.1349323483260598,1.1639402038743294,1.126229991661579,1.274148079309613,1.3112869246706556,1.0855970182458587,1.2341523996900283,1.2541502394998203,1.1598747089679438,1.1855862172948195,1.1684452117435689,1.239049829847528
261,13.075,1.0008707869613631,1.028979412167394,1.065482426394854,0.920299621957166,1.173766382160997,1.1644107948108486,1.136344032760401,1.12554912427946,1.1680090976378286,1.2105563025798791,1.204886249640395,1.2729268849142057,1.2559167260957529,1.2785969378536897,1.2700918584444636,1.1992161967009107,1.1651958790640056,1.1704030705390431
262,13.125,1.001241487745562,1.041950589476015,1.0245087176460022,0.8884764669168024,1.1848377061104327,1.1541276269285463,1.161269505808055,1.115561480979202,1.158412754256252,1.12820044239021,1.12820044239021,1.187283258575233,1.3138892932574266,1.1732159213883229,1.1563351167640306,1.1732159213883229,1.215417932949054,1.2069775306369082
263,13.175,1.0014987338514036,1.050035281135384,1.0017011691581912,0.9182078553246636,1.139005281194441,1.1709002641774835,1.1014400790144123,1.1489281647891652,1.1127805174083836,1.1699122714386148,1.2145867257178942,1.214586725717893,1.1727044248310698,1.155951504476339,1.1950416519707083,1.178288731615979,1.1615358112612495,1.2194587484741162
264,13.225,1.001286718525206,1.0277065112390464,1.0109238537969272,0.8941625196840628,1.1451810472751416,1.1592496105094796,1.1782421708758366,1.152215328892311,1.078355371912034,1.0391552388999914,1.2857814155989231,1.2857814155989225,1.2109622383981224,1.1028900935525243,1.1777092707533228,1.177709270753323,1.1804803513903896,1.1412045248099243
265,13.275,1.002405025245704,1.0140775313970976,1.0362424438138211,0.9005436361278368,1.1582130210262522,1.13587256492448,1.1260986153799548,1.1281930331394958,1.1240041976204136,1.2403607398171423,1.3091168783879372,1.1661041101606842,1.3063666328451058,1.22110902101732,1.1963568111318337,1.265112949702629,1.1165996903897115,1.166889894601494
266,13.325,1.0026154169642367,1.024575237242564,1.0201494262825532,0.8995784463246163,1.183489887518474,1.1058839932549676,1.1433011208463009,1.172403331195116,1.1155847300379054,1.1546396443588247,1.2174214689929923,1.0973171088232798,1.3211479618668358,1.2419882699367968,1.1246135543163964,1.236528980838174,1.1191542652177735,1.205945820479561
267,13.375,1.0028621994057538,1.0443194809670355,1.0289447416084956,0.8923870984046399,1.129954890893858,1.1265161967645398,1.118951069680041,1.1409587121076752,1.1705314816198091,1.1216395032720534,1.2164640989593047,1.156860067384461,1.2110455506343187,1.1920806314968675,1.2245919214467826,1.2516846630717116,1.1758249865219117,1.23800006398565
268,13.425,1.0031119498984076,1.050276622471156,1.0018023168186416,0.9082935255225671,1.1208711525834196,1.116092773735622,1.14749354902115,1.1331584124777567,1.1590981833658016,1.2181763218476664,1.2343111075675033,1.1482589170617077,1.2208654528009713,1.2101089289877474,1.1724610956414625,1.2101089289877471,1.2127980599410542,1.1672200342936894
269,13.475,1.002962703281688,1.0512797716804927,1.0335866020154492,0.9093375722136212,1.1254422540695168,1.1173114250214529,1.117988994108791,1.124764684982178,1.132217944942903,1.153099392270886,1.1717838731641643,1.1851299309450765,1.1424225460461552,1.2144912580630856,1.3079136625294765,1.1797915078327117,1.0623461993606775,1.1693597932815083
270,13.525,1.0033613959944254,1.0193885125511566,1.0008151224488986,0.917822358810698,1.1695967958334077,1.1379860716216932,1.1615259726304168,1.1137736020127214,1.1554728552281732,1.1631360610976804,1.2664670551359705,1.306209745150697,1.2028787511124075,1.1127953204123593,1.1366409344211956,1.2161263144506496,1.2108272891153522,1.1000614381015177
271,13.575,1.00292184174134,1.022804631015937,1.017160706013397,0.9131622495791816,1.1362947974687307,1.1249452019593482,1.1082546203279044,1.1356271742034727,1.1182689693067704,1.2071842496342815,1.2466347153086053,1.2124443117241914,1.2466347153086053,1.2071842496342815,1.1756238770948233,1.1624737218700494,1.2255944669489662,1.144224526864242
