,r ($\AA$),g_full(r),O (DOL),O (DOL),S (DPS),O (DPS),O (DPS),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
91,4.575,1.0336872486285085,0.2770748927551084,0.2508496971445426,0.0308561689428177,0.4297823531321043,0.5289628961625898,1.104650848152875,0.758688769335766,0.6372985662420435,0.8254533810373136,0.7344107287170216,0.6933955540353554,0.4542936388507499,2.701851641586043,2.5823006839937395,0.717305745553816,0.8607668946645793,1.243329958959948,1.3389707250337903,3.3252244918887626
92,4.625,1.0357970064732676,0.2856207012799212,0.2945463481949187,0.0258793896585682,0.3623114552199559,0.3191791391223418,0.8195803632640429,0.635471730936613,0.6473497072158021,0.6414107190762075,0.7898854225660703,0.5849003470812782,0.4211282498985203,2.8777097076398857,2.573561527157621,0.5615043331980271,0.5849003470812782,1.1698006941625565,0.8188604859137895,3.245838824047778
93,4.675,1.0372214478620307,0.3057511371158547,0.3417860925616517,0.0612112312414302,0.2701737103070024,0.2511771213010412,0.7033284124446345,0.6219515713353381,0.6103263083197245,0.7323915699836688,0.6975157809368276,0.5724561333446195,0.3205754346729868,2.8393824213893115,2.656196458719033,0.6182526240121891,0.9388280586851752,1.2823017386919466,1.2823017386919469,3.847606182769733
94,4.7250000000000005,1.0390030091772826,0.3356598448526398,0.3345908644550198,0.0640552164517918,0.2541545685022709,0.2479556765875813,0.4552211908633539,0.5860972832365681,0.7055928458381985,0.7226636404955743,0.6828317862950308,0.605237265125142,0.4931562901019675,2.689943400556186,3.2279320806674234,0.6276534601297769,0.5379886801112372,1.143225945236379,1.367387895282728,3.4495779271928417
95,4.775,1.0433590291052064,0.3527415350900059,0.3621619321695611,0.0708137856197465,0.2589761302665015,0.2933713975675213,0.3788770982696942,0.6296045897716979,0.6184611457049418,0.6240328677383201,0.6407480338384536,0.6804254483185691,0.4609333682158049,2.1290731769968105,3.4679748656236704,0.4389841602055284,0.834069904390504,1.4486477286782429,1.3389016886268614,3.917261715303414
96,4.825,1.0515350377024404,0.3239410463225232,0.4141524769439856,0.0574645438582879,0.2675073593403061,0.3249719031985938,0.3219538714521903,0.671191969298635,0.6166235165101279,0.5238571467696663,0.6275372070678297,0.5804099069323002,0.4084366011745817,2.4291229438277755,2.0636796690926227,0.5159199172731558,0.7953765391294486,1.4617730989406088,1.268303129963175,3.930599063612954
97,4.875,1.0619466154741986,0.4127301492062336,0.3695491360289391,0.0757028182167612,0.3066934686730332,0.3028112728670453,0.3260745846583101,0.6949130492718083,0.7430224142213954,0.5773123793950407,0.6949130492718084,0.4211594238010963,0.3790434814209866,2.3795507444761923,2.59013045637674,0.6106811645115894,0.8633768187922469,1.158188415453014,1.6425217528242742,3.892931265818597
98,4.925000000000001,1.067441926324606,0.3729069090792002,0.4004567598818851,0.0836829466520502,0.275773346921529,0.3100072796428224,0.288062450975327,0.6703998859062151,0.6546873885802883,0.6756373850148573,0.7384873743185648,0.7634051731081669,0.7221400286158336,2.496541241786164,2.640969247509331,0.4745491616618335,0.887200606585167,1.2998520515085004,1.7331360686779986,3.2723680655323344
99,4.9750000000000005,1.0756296163400971,0.4358389391721005,0.408840066834006,0.0931924364423461,0.3559951072097623,0.2870327042424259,0.2207083640913041,0.7442491347264899,0.6467268343140532,0.6672578449271982,0.6107975657410504,0.7481375837062525,0.4246186285900352,2.345512424592576,2.244412751118757,0.7885774530957796,0.8087973877905432,1.6175947755810864,1.6782545796653772,2.982234041613398
100,5.025,1.0791006652600423,0.41681207683547,0.4224829894454763,0.1041356969222963,0.3818308887150861,0.4019272512790378,0.3370848618594061,0.7043564277659231,0.6540452543540716,0.6037340809422201,0.704356427765923,0.9513385517877404,0.3567519569204025,2.041413975711193,2.3981659326315965,0.7927821264897833,0.9711581049499844,1.7243011251152798,1.5062860403305889,2.5894852927487757
101,5.075,1.0808443497215523,0.4605302926462963,0.4512640895749422,0.1235873363829645,0.38150873405176,0.4173311503946487,0.2120962604547777,0.7152083201382047,0.7645330318718736,0.7694655030452408,0.621491367844233,0.6217903054911034,0.5052046232115216,1.9625256517062972,2.409437433778029,0.7578069348172828,1.0298401934696408,1.6904923930539395,1.5739067107743567,1.9367499056240756
102,5.125,1.08747473696526,0.5197353593789978,0.4652176643392425,0.1580708588024183,0.3776137182502212,0.4074715471351222,0.2902018843654652,0.8270753704415756,0.6287707494585074,0.6674643340405696,0.759361597422967,0.5525561131605073,0.5335024540860072,2.038741520971527,2.6103512932065343,0.6287707494585082,1.105112226321014,1.8672585893010245,1.7719902939285228,1.9825526692110105
103,5.175000000000001,1.0879697326040092,0.4705299319672263,0.4990468975409977,0.1877599231231163,0.4203066168994529,0.4547579789403916,0.2371843771280014,0.7352715690968045,0.6736036310435242,0.8016831946926448,0.7115531313840043,0.6166793805328039,0.6166793805328039,1.7566018718207128,1.887412649509489,0.8969881898658965,0.8596136819548175,1.943474411376108,1.943474411376108,1.2585293480261304
104,5.2250000000000005,1.0892378433833771,0.4598193680280046,0.547237498831808,0.170665586540207,0.4072317461008904,0.4629937694259085,0.3257334043181714,0.8096801764480261,0.6886934834155625,0.6468134742889405,0.8376001825324408,0.6599274165407109,0.6599274165407109,1.88812566399148,1.778137761234695,0.769915319297496,1.0082224419371977,1.869794346865349,1.7231438098563026,1.277767625393878
105,5.275,1.0901781373725905,0.5137550012203216,0.4837359276932577,0.1773928396039836,0.4526004225410056,0.5006788557047018,0.3561119808124831,0.6985273469783321,0.7807070348581355,0.8400590316602164,0.7578793437804124,0.899272678819402,0.773374503784686,1.4388362861110422,1.816530811215191,0.7374035966319098,0.791359957361074,1.9424289862499076,1.888472625520744,1.41718033180478
106,5.325,1.0900417657347734,0.5344520287925059,0.5201438642421554,0.2310183176759192,0.434379512813172,0.5515155612122299,0.2822528243154217,0.7750752159772685,0.8153970480223285,0.6137878877970282,0.8109168444617666,0.9177629111939636,0.5294786026119022,1.8002272488804674,2.241459417723719,0.9530614847014238,1.0413079184700742,1.711980815111817,1.747279388619277,1.3788055039444644
107,5.375,1.0865220381340148,0.5501632539886999,0.5518153958925697,0.2187565098526375,0.4806256165375462,0.5253349762154575,0.3825598122330289,0.7519279068028499,0.795900299013543,0.8046947774556815,0.826680973561028,0.727543216576921,0.6409309288891925,1.4724088906913868,1.66295592360439,0.8834453344148326,1.0739923673278355,1.9227927866675747,1.8015355839047549,1.353272805178063
108,5.425000000000001,1.084114515982051,0.5376360588678634,0.5473670282591367,0.2288499300603233,0.5345056585655492,0.5251008669192349,0.3323749827209097,0.8676282016480892,0.8158295030422331,0.7683473626535317,0.7294983386991396,0.7992172941459109,0.73119880102711,1.4794022253339194,1.819494690927923,0.9182496571038122,1.1393097597399149,2.210601026361029,1.955531677165525,1.3914293273460832
109,5.4750000000000005,1.0809212214451178,0.5652811492916552,0.5214917644873722,0.2462346716876702,0.5124759104499641,0.5509500779011625,0.3729508219638636,0.7416635664054102,0.8603297370302758,0.76709203153931,0.7840443416285768,0.8013819314925997,0.6845137331499294,1.6528502337034872,1.5526774922669129,0.7846864745865043,0.8013819314926001,1.970063914919308,2.187104854698554,1.489813986161305
110,5.525,1.0731569389084477,0.5441506229017294,0.5519688789779037,0.2946914734410497,0.5002198856871152,0.5576469420499862,0.3745546064801028,0.8739607484535739,0.8073732628571113,0.8489904413549003,0.8989310555522472,0.5902072586959198,0.6393911969205799,1.295177039916046,1.5574913771142327,0.9344948262685392,0.9017055341187664,2.06572540543572,2.295250450484132,1.4353679930870165
111,5.575,1.0660591624291196,0.5927916336111071,0.5943273632318613,0.3354410989510963,0.4987088904759658,0.6011223233415658,0.388303327955302,0.9033161629275972,0.968714618162174,0.8624421284059861,0.7929562697192482,0.9017059736888678,0.6923813726539518,1.336457068146001,1.352558960533302,0.788992726977759,0.9500116508507712,1.996634656025352,2.350876288545978,1.4585357012456406
112,5.625,1.0600369772295044,0.5928598675880403,0.57928292405549,0.3076344939594614,0.5700715030244045,0.6138110045352287,0.4697622462262483,0.9515696782531694,0.8552081918477854,0.8030123867115353,0.8230876963793237,0.8857469962515135,0.6168595152465894,0.9964653707829528,1.502606511498103,0.9964653707829528,0.9490146388409072,1.9138461883291624,2.5307057035757525,1.5179392310031845
113,5.675000000000001,1.0533597263475478,0.5817180443143758,0.5772717917463678,0.2950755102768487,0.557205696590748,0.6116371013990989,0.3786839110229557,0.753423197972755,0.8835957923868963,0.9230420331184538,0.9269866571916098,0.8235896928497993,0.7148136956809573,0.9323656900186404,1.2897725378591196,0.9479051181856176,0.9945234026865496,2.1444410870428725,2.6261633602191696,1.695383326135937
114,5.7250000000000005,1.0472834410556664,0.5868927153925143,0.6196596784107065,0.3856535272472651,0.5883327532458277,0.6629299683702987,0.5232631940443663,0.9535018202586218,0.9418737492798582,0.8100889448538701,0.7635766609388154,0.656574916881708,0.961958599152269,1.0230353356063813,1.0688428879469656,1.0383045197199097,1.160457992628134,2.427800274050965,2.275108432915684,1.496224235124594
115,5.775,1.0418411971522137,0.593948544041533,0.6318753787815344,0.3900703193055156,0.644584286511951,0.6722488481648249,0.4799588642453134,0.9675361231611872,0.9408717418142252,0.929444149808385,1.028483280525672,0.9153616626900762,0.840332018207283,0.915361662690076,1.0954328094487795,0.7052786581382553,1.20047431172469,2.340924907863147,2.160853761104444,1.627071433212572
116,5.825,1.0370134713940051,0.6456922518446353,0.682267412079843,0.3806834468829994,0.6553193621343063,0.7504902238550556,0.5241718230158221,0.9098125213774628,0.902324352477237,0.909812521377462,0.8648835079761064,0.781719450341778,0.6489746380195894,0.781719450341778,0.8997148390726123,0.9587125334380296,0.8702159918899037,2.4484043161648144,2.4779031633475235,1.331060226958546
117,5.875,1.033020132467239,0.6223025290173734,0.6319827905798657,0.4049717724216221,0.7003472235938286,0.7297511146607452,0.570497173182935,0.9164761040164568,0.9496017463303053,0.9164761040164568,0.9017535963214136,1.014960757764363,0.92796412138456,0.6959730910384199,0.8699663637980249,1.116456833540799,0.956963000177828,2.566400773204175,2.1894153488916976,1.4500918931266045
118,5.925000000000001,1.0275940475310017,0.6662300366981101,0.6077649518450106,0.4336457963184938,0.6898910395976041,0.8252410911758012,0.5030089071422117,1.0168741216328177,1.0458242745618656,0.940879970194066,0.9879239687037696,1.1832278413046584,0.9979029986906756,0.698532099083473,0.6557648277110156,0.8410896703249982,0.9836472415665232,2.3664556826093173,2.3236884112368594,1.4641244434142358
119,5.9750000000000005,1.0233995416910606,0.6791923319706851,0.6477730016531437,0.3928219232283715,0.7972734428681094,0.8916023915380802,0.5408855712144506,1.035511192259243,0.9963681575003024,0.96078358044672,0.9501082073306456,1.2756531713450845,0.8831445032389045,0.7289446693400479,1.065380670573917,1.065380670573917,1.233598671190851,2.761578843461336,2.481215509099779,1.2320252034980053
120,6.025,1.0212890779728434,0.6574471162882848,0.7067556500099068,0.4308078327257994,0.8234910784847138,0.8501782893615338,0.6054379921043711,0.9659010741087086,0.951902507817278,1.028894622420146,0.9729003572544236,0.8271880081299873,0.7306827405148223,0.6755368733061567,0.9512662093494854,1.0201985433603176,1.1167038109754832,2.647001626015959,2.164475287940131,1.10952922110905
121,6.075,1.017578572200518,0.7022831183471561,0.7048697964994475,0.4462453334180967,0.8287413334907499,0.8899906929795085,0.6161666334000964,0.984489704762165,1.0189124217118917,0.9810474330671922,0.994816519847083,1.2068813185100904,0.9492324977045656,0.8543092479341092,0.8678697121870316,0.9221115691987212,1.396727818051004,2.440883565526025,2.35952078000849,1.1096057433080062
122,6.125,1.0138588295336268,0.6883195150249883,0.6959533728626041,0.4598937335282974,0.8496967108771492,0.8951942192743335,0.6603287029537319,1.0395944195220297,1.0666848278483356,0.992186204950992,1.019276613277299,1.0671979037636088,0.9738180871842927,0.7870584540256612,0.8670982968079322,0.9738180871842927,1.2539575369222402,2.42787523106221,2.6146348642208395,0.8894223345907407
123,6.175000000000001,1.0124904039534963,0.7166491823844638,0.7460662230587604,0.5214365395929136,0.9303589302713464,0.9025328504322816,0.5797130987742598,1.0561439788013796,1.0694707167042363,1.0628073477528082,1.0394855564228096,1.0762350457912926,0.7481146050012644,0.7743642402644667,1.010610957633287,0.7218649697380621,1.404355486581321,2.2968430855301976,2.3755919913198045,0.7203917759222704
124,6.2250000000000005,1.009701554077593,0.7082624439803248,0.7045671616639058,0.4714271898198113,0.8726164902472768,0.9035687804879714,0.6655108701042148,1.1769379426966162,1.013019009173411,1.0523595532189802,0.9802352224687696,1.1623342558918217,0.942782229778922,0.8782081044515986,0.8911229295170635,0.9427822297789226,1.1881639060227511,2.20843508619446,2.4409019373728253,0.6871214070544167
125,6.275,1.0073354037517082,0.7145974575919124,0.7352050178617386,0.5342389794827628,0.92671717712909,0.8845404155909773,0.6162313248831368,1.096956285132284,0.9743552885586751,1.071145549011525,1.01629773475491,1.4107913720551577,1.2201438893450012,0.9405275813701052,0.9405275813701052,0.9405275813701052,1.169304560622293,2.3386091212445868,2.325899289063909,0.4964616080370597
126,6.325,1.0037153573030868,0.7504724253015924,0.7940213021275199,0.5465822296593974,0.8844484602294458,0.8625390459603988,0.6859154601606923,1.051101932005504,1.0193465866276945,1.0415753283921612,1.0701551392321904,1.3635552848592878,0.7756002537731735,0.9132067504103488,1.050813247047525,0.9257164319228198,1.451123055446582,2.5394653470315185,2.2642523537571653,0.3412079457432017
127,6.375,0.999636650725542,0.7528402676584872,0.7692829568117149,0.4960429938839394,0.8297652826754218,0.8150088549397445,0.7377166074153537,1.07531573284272,1.1972265281359349,1.0753157328427194,1.0503083902184702,1.440763944374362,0.911252409262417,0.972823517996364,1.0220804049835217,1.145222622451416,1.3668786138936255,2.031846588220254,2.3273879101432,0.2736772955561974
128,6.425000000000001,0.995290861057251,0.8244199439880506,0.7648720798711017,0.5833410443071207,0.7844931285509555,0.7632604085474396,0.8832295746887632,0.99709540835944,1.1017288771378997,1.0463346877845974,1.006327773251657,1.5396600441464972,0.9456179798695024,1.0668510542117462,1.0062345170406244,1.2487006657251123,1.588153273883394,2.5701411760555675,2.1700720307261627,0.1918698962294083
129,6.4750000000000005,0.99161377163044,0.7895364366811095,0.7787208690553414,0.583169300562615,0.7746248822567559,0.7207092299405898,0.7544975005914742,1.078719318114718,1.1726527418831345,1.121140864332712,1.0150869987877262,1.61146782711213,0.7997655141963903,0.8833231052318343,0.9907542937059765,1.21755346937361,1.4443526450412425,2.315738951553728,2.4589805361859174,0.1648009047681565
130,6.525,0.9870620197530416,0.8043890753719785,0.7814065303613509,0.6143564034984349,0.7877197625103395,0.6880358310784941,0.8444295843717328,1.1010406948168532,1.157733847124496,1.1547499970030406,1.1875723483390452,1.7866932848469268,1.0696650586912513,0.9991376921841356,1.0226468143531748,0.9638740089305776,1.3282654025506753,1.9747662621992343,2.2803848503967354,0.1306195614391986
131,6.575,0.9844651754113762,0.7883371990092205,0.8098674166292201,0.6082494655516891,0.6989533332216779,0.6829467683387385,0.81988087878858,1.034401682199212,1.081419940480995,1.0814199404809943,1.1460700456184454,1.632281580123242,1.0881877200821617,1.0187289294386188,0.9492701387950776,1.1460700456184465,1.8522344171611247,2.0721872541990094,2.0027284635554667,0.1442333050608248
132,6.625,0.9815485257345786,0.8004079675261959,0.8265082273368324,0.6379921748079109,0.6232773635273329,0.6327368850648473,0.8770189224447248,1.0738416509141684,1.0998917179174772,1.146202948145581,1.0796305546926814,1.4024935063397503,1.0946290781188288,1.2542624853444913,1.0946290781188288,1.1288362368100424,1.2656648715748964,2.34889156346332,2.1208438388552326,0.076791580735377
133,6.675000000000001,0.9811261733778516,0.8538098604600705,0.7943538413188734,0.6740263972760594,0.6812739929456946,0.6377884189278841,0.8895905999072046,1.0293019441233997,1.1034344941156669,1.1319470133434613,1.1690132883395954,1.6623662725538686,1.156917068061138,1.1007560453397232,1.044595022618309,0.9996662044411776,1.6174374543767367,2.201512090679447,1.9768679997937892,0.1021213698873066
134,6.7250000000000005,0.981062668065503,0.8327177857031639,0.832717785703164,0.6875017471274746,0.6691411663436546,0.637520166104854,0.7724782812679735,1.1039416892302312,1.1516948920722518,1.1095597130939985,1.1685489636635529,1.527081032060325,1.084448848854433,1.3610939633581154,1.084448848854433,1.0512514351139912,1.5160152274801777,2.4123453984721084,1.969713215266217,0.1192396901697503
135,6.775,0.9789699005865412,0.8677870925848495,0.8719466472527214,0.6944771559517506,0.6763865788068422,0.636185296262602,0.9936056221443926,1.190112583626989,1.2676082867468863,1.2205573241383765,1.1984156946755495,1.4719151404266146,1.1230167367699355,1.2974659385982756,1.450108990198073,1.439205915083801,1.6136551169121405,2.202421173082786,2.038875046368718,0.0734288732185613
136,6.825,0.9777324272715782,0.8458965217753845,0.8822736586900134,0.7833750172017572,0.6774064624096106,0.582331871194227,0.8290991915987719,1.2409214874257932,1.2791036870388943,1.1754662880890483,1.1618297882272264,1.3537325317372289,1.3859642586833532,1.246293441916814,1.3752203497013122,1.3967081676653947,1.375220349701312,1.9553914347315529,2.07357443353401,0.0868283256507842
137,6.875,0.9763475337772112,0.8735267393722876,0.9018027494328932,0.7320056475186767,0.6958933689077553,0.6832052710174314,0.9917888210103823,1.2041230130424154,1.1879963655463122,1.1611186197194716,1.2336885334519383,1.5035248120104816,1.1647023191630497,1.0588202901482269,1.3658781742912125,1.418819188798624,1.598818638123822,2.2023462035083115,1.937641130971255,0.1390511952470171
138,6.925000000000001,0.9750512331746704,0.92117553728614,0.9336171301722304,0.7474464166887911,0.7176255171812587,0.6406683571618212,0.9589750105652948,1.200043314326184,1.2477271546305355,1.115272042674003,1.2026924165653146,1.6801730262122578,1.4088407362649369,1.534071023932931,1.34622559243094,1.4088407362649364,1.5027634520159323,2.066299746521907,1.6593013116009256,0.1405646086069325
139,6.9750000000000005,0.9749301662029912,0.9315627212307418,0.9595243194983314,0.7984032487007109,0.6874612295819661,0.7054774549089418,0.95049811935581,1.2351253034486207,1.1959564249037389,1.3004067676900912,1.2064014591823742,1.6150238608101986,1.4298618895071185,1.162405708736002,1.3578544562225872,1.3475676800390828,1.717891622645244,2.067642012884395,1.8824800415813152,0.1073813473033168
140,7.025,0.9728783522152418,0.9913723232788983,0.9555862003898068,0.8384910668959954,0.7216444856674563,0.7001447147214054,0.9833520653840048,1.320574894088991,1.2562193924277336,1.2587936124941843,1.225328751630331,1.622538708550474,1.5008483054091897,1.2980309668403789,1.500848305409189,1.652961309335795,1.4298622369101055,1.886201248689928,2.078877720330296,0.1536651774360622
141,7.075,0.9734110410026664,0.9688274324989136,1.0074470299558094,0.8358976007392175,0.7050293986389211,0.7068726127530097,0.9415846623270412,1.2918237011441074,1.2309125639585312,1.2994375932923043,1.2385264561067282,1.819643315417607,1.3997256272443148,1.6196825115255629,1.5796903507471547,1.5896883909417563,1.4297197478281198,1.939619797752835,1.9896099987258464,0.144767541185108
142,7.125,0.9736038099787192,0.9703213629665052,0.9914766252404849,0.8869084356143546,0.6978951624506398,0.6942602918128759,1.1085936037028925,1.3663478727353937,1.2912738137938884,1.3388207177901752,1.3488305923157096,1.636462820159274,1.3801493663993862,1.3998657859193775,1.5378807225593156,1.291425478559425,1.4590150444793517,1.7449031275192255,1.873059854399168,0.1195056448456611
143,7.175000000000001,0.9719077970350316,1.0138661756312306,1.0435357847946498,0.9346289468991396,0.669384298498233,0.6425013949440871,1.0290361897395457,1.3720482529860614,1.2560657567804048,1.226453204557684,1.2190500665020034,1.7984390933243288,1.6331771225864176,1.6623409997754608,1.526242906226592,1.6234558301900694,1.4095873974704192,1.973422356458588,1.7692752161352858,0.1407603460246675
144,7.225,0.9714167477745362,1.0702898265065397,1.0414866402314813,0.911132874625922,0.651314188748113,0.6415930814533652,1.012409137896661,1.3044502353668512,1.2995828837423482,1.2825471530565868,1.44073608085294,1.5531276547278292,1.5914764857087642,1.6010636934539977,1.5531276547278297,1.658586939925398,1.5243660314921292,1.9941392110085712,1.7256973941420333,0.1517322368658898
145,7.275,0.9720522629374988,1.0466099407274874,1.059686928353984,0.9431049916599016,0.6606964729003746,0.6450071107470681,1.0969546087410054,1.29618268866552,1.2721793055420847,1.2433752457939615,1.2289732159199007,1.522396390222746,1.4940287556223215,1.569675781223452,1.5791316594235931,1.7398815888259949,1.7304257106258536,2.061381447630798,1.8249844926272665,0.2005997018172828
146,7.325,0.9714779512431826,1.044380051858676,1.0599478976061434,0.981000407224214,0.6078591480346355,0.6181764178739789,1.1648991284759933,1.2714447804707487,1.2169881138956518,1.3235337658904065,1.2335618819837253,1.520338293447052,1.5669744374178198,1.557647208623666,1.9866997331547356,1.940063589183968,1.520338293447051,1.940063589183968,1.930736360389813,0.1821664888980627
147,7.375,0.9722115591046172,1.1127585916677096,1.0368487981509458,0.9465399951364108,0.5987968069590555,0.5911634199015039,1.1234649440481108,1.2869629608534487,1.385061770936651,1.1771857209984358,1.1748500350440738,1.4353851864988134,1.7482255476588118,1.775829108937635,1.564201805799989,1.5918053670788122,1.5181958703352834,1.9138469153317503,1.978255224982339,0.1797048173049926
148,7.425000000000001,0.9731188873422004,1.042411863128356,1.06232504656021,1.0827799537094212,0.5982903144530417,0.5581253702659845,1.1544718044074098,1.258166876659572,1.221297517636582,1.2673842164153204,1.3457316043391767,1.3344194146389434,1.6612160059790932,1.6158275905151824,1.688449055257439,1.6975267383502202,1.515973076494583,1.7429151538141303,1.97893491422646,0.1834062502419203
149,7.475,0.9732718822498212,1.0793409350355114,1.0485880472940958,1.0881578127670857,0.5870107776004533,0.5605911645438928,1.2186554591820389,1.2209290701133486,1.2868637871213315,1.2595804559456147,1.2504860122203758,1.352454017624571,1.782373175544964,1.3972372632412784,1.6748933860648652,1.343497368501229,1.370367315871254,1.7823731755449632,1.8002864737916475,0.2262010875537783
150,7.525,0.9748350093413172,1.0709457666365911,1.1291081105153196,1.1144792285414489,0.5662010700557796,0.5735331702435525,1.1419401371079598,1.2675759871630596,1.3662898693492096,1.2810369710975344,1.3034719443216596,1.2638368249590397,1.67922375344208,1.6438716744222468,1.78527999050158,1.8029560300114968,1.3787310817734977,2.0415825633953704,1.7587659312367043,0.208324751366875
151,7.575,0.9756950079133688,1.078482457673437,1.1042695430478129,1.0740885688247312,0.5290046993163726,0.5121215706147862,1.2486836199247997,1.2353997516277269,1.297391137014065,1.211045993083094,1.277465334568456,1.1774337808768662,1.4565291956032342,1.58735517125622,1.6658507566480103,1.5088595858644291,1.2995380248196524,1.709459415199006,1.726902878619404,0.1703407601359274
152,7.625,0.978359075682208,1.1202106653278403,1.123494536827519,1.082264979779531,0.5577949272617372,0.5276438501124542,1.4115342733118217,1.2323611921793611,1.1515148019122758,1.1668100649357789,1.19958562855757,1.1017886437709323,1.6096443467590964,1.669898413215319,1.6182520705385577,1.6268597943180176,1.3255894620369033,2.057245983291038,1.8678760601429083,0.1913022693027017
153,7.675000000000001,0.9768144030116664,1.0935080891009543,1.0906720177324074,1.048631164101617,0.6006722202135476,0.5012128043502874,1.2400799973017618,1.2379233364368891,1.3479130405453936,1.2853698754640877,1.240079997301762,0.9430489781852132,1.4697970560904678,1.8181304624471684,1.6227239174178,1.520772676532912,1.2489027008398772,1.767154842004725,1.8945938931108344,0.257478899173569
154,7.725,0.9788173065830432,1.120190889461225,1.0634014905667253,1.0335545482490125,0.5681844375190904,0.5465393160897918,1.3645821910309357,1.2836865229198973,1.181502521095427,1.1644718541246823,1.2773000228058675,1.048289160131079,1.5933995233992404,1.8617615483927976,1.8198299819875532,1.6437174030855315,1.10699335309842,1.8449889218306996,1.6940352827718237,0.2936921140873357
155,7.775,0.9788015111272866,1.1022764822750453,1.0604278765726265,1.0218302904130223,0.5395324983734182,0.5204542629288136,1.2756353943154597,1.1936752948454386,1.2041829999056972,1.071785916146433,1.187370671809283,1.018292144930567,1.539856414285248,1.879287129262104,1.7633839582943969,1.423953243317541,1.0762437304144206,1.7716627562206615,1.498462424653924,0.2592615391398631
156,7.825,0.9791934705149268,1.096030313939964,1.0742032522114295,0.929705664790688,0.5567686274556871,0.5040300565194247,1.4232923251752605,1.2905070353629915,1.2241143904568563,1.1888432978504728,1.2199648501502236,1.046187131854243,1.8226541437773145,1.7736141219716468,1.8962141764858167,1.5692806977813645,0.931760414307685,1.888040839518205,1.5202406759756972,0.3110038117573718
157,7.875,0.9818630027594588,1.133339786037264,1.1221795640355388,0.8636347793151632,0.5080642155661123,0.5050887296769989,1.4380523302085035,1.2741717227773348,1.151261267203959,1.2209105253622052,1.1512612672039586,0.8150577180194097,1.388019084151865,1.5494166520765014,1.8076527607559176,1.5332768952840372,1.121713097076217,1.791513003963454,1.7915130039634533,0.3315237798288687
158,7.925000000000001,0.9822623291037068,1.091344522235525,1.053345061154901,0.919612432650152,0.5251780266332735,0.537664776916862,1.4523277103595833,1.1731895153322538,1.157007590982844,1.1084618179346115,1.1367801855460802,0.8446474149048302,1.227129263163622,1.78491529187436,1.6813264579709364,1.3227497252283202,0.7569953246788576,1.6494529706160372,2.079745049907176,0.3085711339587825
159,7.975,0.983192955664386,1.1073472289422677,1.074325691786416,0.832682753339367,0.4758187161939241,0.5120853866355342,1.498092463626507,1.132557902501639,1.2923544319551332,1.1984739709012056,1.1625197517741692,0.967858524985368,1.5894912361548332,1.7547353745669698,1.746866606071153,1.45572217172596,0.9914648304728154,1.7547353745669692,1.9121107444832897,0.3285612314783582
160,8.025,0.9828255433670564,1.084697539733177,1.0984091246221854,0.8302185569501449,0.5322281171820171,0.5307954708369782,1.4479205591484925,1.1441334118612063,1.0770635222003777,1.112571110844346,1.1303249051663304,0.7848731294533777,1.4143258372328205,1.701853617329602,1.6008303432415438,1.4376389004839107,0.9636066143784048,1.6940825962459054,1.966068334175293,0.4055997228888691
161,8.075000000000001,0.9846400697890906,1.084848691450498,1.0983909996771068,0.7761053291722905,0.5610314731391303,0.5362696805037342,1.3345789907644694,1.094939259576105,1.0949392595761052,1.1300084885304995,1.1787157509671593,0.7368080426781936,1.473616085356387,1.7729443526944024,1.6424679284701391,1.3431396611321236,0.6907575400108067,1.634792844692241,1.619442677136446,0.3695787790602036
162,8.125,0.9856159047595138,1.088167637009155,1.1011822665547797,0.7812574670817528,0.5709189182520498,0.5234005749948414,1.5722228671864158,1.0487900399223946,1.1142191433303974,1.0853533624151022,1.1219166849078095,0.5382447633296464,1.4327923981591997,1.7739334453399616,1.7360288845420984,1.28117415496775,0.6367966214040892,1.6678006751059462,1.5692488170315044,0.3803606641695706
163,8.175,0.986483518247111,1.1213216084700264,1.0713263775191335,0.742048130574006,0.5667176885593113,0.5687885205516107,1.5093285525003397,1.0455046648302109,1.0854239338510006,1.036000076968118,1.1443523785959762,0.5841001267977048,1.2880156642205798,1.5725772644553584,1.872115791018283,1.280527201056507,0.801265558555826,1.5276464854709195,1.6774157487523824,0.42111143364497
164,8.225,0.9885464864415276,1.0897382058487377,1.1010271739896116,0.728280345523894,0.6021269148853915,0.5612122887323641,1.4872781334519072,1.0854125771909118,1.0440992957061372,1.0009081377902358,1.122970105813435,0.6288040776952704,1.2724035454539595,1.7532537225150489,1.782844502641885,1.5535159566589043,0.6731902478855247,1.812435282768721,1.4721413113101045,0.3811322675010105
165,8.275,0.9887453820565352,1.0797457591303508,1.102400205335475,0.72085337980755,0.631251978392219,0.5820722618259095,1.434109555770401,1.1224272719807145,1.1187167686022654,1.0556382111686382,1.1150062652238166,0.5554511118041302,1.2570735688198722,1.6590447681518077,1.7759818443210984,1.1986050307352274,0.5846853808464527,1.5786505282854206,1.644427633630646,0.4282223796964712
