,r ($\AA$),g_full(r),O (DOL),O (DOL),O (FDE),O (FDE),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
182,9.125,1.0099012771223297,1.1324710253685093,1.1778473381367562,0.720677666778659,0.7114873033340856,1.2960768960296334,1.2887128227567384,1.3446797796307444,1.2857671934475798,1.3181691158483202,1.5085192522658954,1.792817111346776,1.6999851573611822,1.6129552004996883,1.7231931458575809,1.5549352292586922,1.340261335667007,1.3344593385429075,1.6665348678191776
183,9.175,1.0099740304242926,1.147803098964452,1.1223510989158847,0.6689070237280338,0.6893605793799668,1.2601371537693806,1.2645075716437255,1.283446049099219,1.3402614814656997,1.314038974219632,1.5322949941262978,1.5322949941262989,1.721679768681235,1.7733301617416712,1.6355957802471728,1.5380339266885696,1.2912598265109247,1.4462110056922364,1.6310280584118966
184,9.225,1.0107122556055834,1.1234829122653347,1.128085131424012,0.7523469648084453,0.7028898934166551,1.2609247513932555,1.335859708047483,1.3963840961143594,1.2825406042742824,1.4064714941255054,1.4703146798064362,1.6179138368526422,1.7882205565213407,1.737128540620731,1.3738075386608406,1.49302224242893,1.237562162925882,1.2545928348927518,1.5598705262716772
185,9.275,1.0111687554402715,1.1336306192240435,1.0899779400524117,0.7190533587034696,0.720535942948219,1.2730266640011865,1.304389023024732,1.3941994147739765,1.2972612141557447,1.365688179298025,1.3590355576869693,1.521895190632929,1.819535209465199,1.7072182212266058,1.6285963294595922,1.5780536847522249,1.3028770635676734,1.4320416000420542,1.5998294273699123
186,9.325,1.0120144685912664,1.119386794807013,1.174495067782127,0.705496110627416,0.670294641490081,1.3031313094109482,1.297490048331247,1.3285169842696034,1.3637748660177342,1.3750573881771373,1.5611762669809115,1.572287841834869,1.5945109915427815,1.522285754992063,1.550064692126955,1.4945068178571714,1.394502644171561,1.1222690602496233,1.537819283104226
187,9.375,1.012699266216587,1.127137919881734,1.131856171639379,0.7313667684489543,0.6747729113665951,1.226479299196105,1.2934542779917966,1.321360519156669,1.308802710632476,1.3199652070984245,1.627018424279178,1.489601327633977,1.550064850157865,1.5280781146946338,1.5060913792314006,1.4566212244391288,1.2532439214042312,1.462117908304936,1.4936957962278954
188,9.425,1.0132573413740111,1.1406270750633836,1.1211757265800373,0.7257811634736182,0.6855796351308657,1.277005965557895,1.2935725294354032,1.3681220668841894,1.312900187292496,1.3267056571904197,1.506469609164286,1.6533096071694686,1.6587481256141057,1.6369940518355597,1.4955925722750123,1.6641866440587416,1.3433140558251937,1.321559982046648,1.5657938562797582
189,9.475,1.01413742091925,1.1250278871782435,1.1145064128684103,0.7195620883215327,0.6996729091774033,1.2799561028879871,1.2744920426835564,1.2799561028879876,1.3537209156478074,1.3673810661588852,1.5336623528346411,1.3776054818444494,1.5121372671808226,1.5982376097960993,1.5982376097961,1.528281081421187,1.4314181959789989,1.3291740391233555,1.5456878471157272
190,9.525,1.0142184372074834,1.0794743480609552,1.1122318617988671,0.7035927970896626,0.6818032099670063,1.2124850898897794,1.3571182054061746,1.293587771487758,1.2597949874886,1.4206486393245903,1.6560512207102374,1.40577981436496,1.6400764500924532,1.4217545849827438,1.538902902846491,1.608126908856886,1.3898050437471765,1.347205655433087,1.4703309282898818
191,9.575,1.0140125595314096,1.1104464930958808,1.1142158294607687,0.7032194541097946,0.6795701351783083,1.2520227669610589,1.3603708910249983,1.3108785380575196,1.2747624967028734,1.4245771867665902,1.5439506343417104,1.6914954048590067,1.6282619317801648,1.5334117221619037,1.6229924756902625,1.5492200904316142,1.385866951644607,1.4491004247234478,1.4958265200512646
192,9.625,1.0153442337644536,1.1404697878202672,1.1138604840050097,0.7489360151510925,0.6938671905076295,1.2138969278378693,1.261552641471635,1.282732958642197,1.3555402989160066,1.2708190302337552,1.6374631570120548,1.3715057652680578,1.5592403947344076,1.4653730800012332,1.595744350463976,1.6843968143786412,1.52273643900484,1.4132245718161356,1.5417866083214369
193,9.675,1.0155652615281203,1.1055770659001076,1.0915481494361028,0.6833076648189517,0.7439401495336948,1.1974522694311711,1.257717919752653,1.2786798850818637,1.3585973778994804,1.3730087290633135,1.6257433337711853,1.6154211538742251,1.3160779368623885,1.5380048046470256,1.677354233255984,1.7186429528438247,1.3264001167593482,1.3522055665017485,1.4685407470751377
194,9.725,1.0150946826255536,1.0801092854040009,1.0866864055451615,0.6897849750889116,0.7248473589643989,1.1657205289964128,1.23574156188385,1.4043107151313845,1.246115048237545,1.317432766919194,1.5222305353868282,1.4660408176376494,1.660150751680265,1.4864734422737145,1.4558245053196175,1.844044373404849,1.4200674122065031,1.38431031909339,1.4758401376161714
195,9.775,1.014470147728449,1.102602340003863,1.112970129336941,0.6927573587714098,0.6847486031786768,1.13585716339243,1.298855874975298,1.3104069647725094,1.2642026055836648,1.3989653198844614,1.572426129633826,1.688714878770733,1.466249445639258,1.5117537387797884,1.5269218364932975,1.698826943913072,1.5218658039221282,1.521865803922128,1.4812111746763954
196,9.825,1.0149632246521991,1.1102629262598052,1.1021483648898922,0.6870455913763168,0.7405558730123569,1.1446525107804384,1.3390274654412675,1.3415683145218018,1.2437456249212535,1.264072417565523,1.4863967121122224,1.606509577737453,1.481392009377838,1.3812979546901472,1.531439036721684,1.751645957034606,1.5064155230497598,1.2511756835961467,1.4071896310813004
197,9.875,1.0147003958529708,1.0829830514561212,1.1106246345757471,0.6500241936980712,0.7186887212013889,1.1519543441948494,1.3179564985984735,1.3607146292781955,1.2374706055542928,1.3607146292781955,1.5407408408031535,1.5258783889626089,1.411932924851765,1.30789576196795,1.5506491420301842,1.8379898776140515,1.2583542558328005,1.4218412260787945,1.4046533566033346
198,9.925,1.0134031904707566,1.0716311348270104,1.086599356701503,0.7237659164083156,0.7011077705458009,1.1416219646113,1.2972410982824154,1.303465863629259,1.313425488184211,1.375673141652657,1.6969087594004248,1.7999003315027615,1.4369776488564283,1.422264567127523,1.6086302690269925,1.8097090526553672,1.5546823026876715,1.3830296825171082,1.407051040441853
199,9.975,1.0135371809018765,1.0866158201190073,1.094025090573686,0.7107602008116678,0.7005057705023924,1.1388333660782086,1.2904313141600472,1.3187788979477084,1.352056496307137,1.315081387018883,1.587688783680463,1.5439909272488903,1.427463310098031,1.529424975105033,1.4080420405728875,1.6508079096371795,1.495437753436032,1.4226079927167454,1.440394308429822
200,10.025,1.0125873252365296,1.1113353677515656,1.102395169867425,0.7423940322989915,0.692266571998461,1.1287220247806822,1.3276211491474392,1.3044365886384317,1.2531865075132542,1.3019961085848508,1.6343820964883258,1.6055400594914742,1.3219266956890872,1.4372948436764994,1.547855985497768,1.7978203061371594,1.2978916648583771,1.3892247820150772,1.3224662576056951
201,10.075,1.012375549299319,1.092842253012747,1.0821748416126236,0.7620580816696891,0.7507497177207569,1.1441261388502684,1.3229336030000465,1.3181009688338368,1.228697236758947,1.2927296394612329,1.5944031662004166,1.5087337423448717,1.4992149174720335,1.3802296065615551,1.5563278667090632,1.646756703001027,1.4230643184893268,1.2898007702695906,1.3061673211989075
202,10.125,1.0120430422658568,1.0975817985470586,1.135111724910154,0.7203372711879653,0.7022977367627049,1.106536428605135,1.301526091159336,1.284778512780448,1.2752084679925113,1.3027223467578293,1.5739823662583103,1.6446701970782949,1.3996190502356831,1.4090440943450149,1.6776578514609533,1.734208116116941,1.248818344486384,1.2535308665410505,1.3869240928639313
203,10.175,1.010887338117631,1.0854861180157145,1.1008404726985923,0.705883745094086,0.7225145139575592,1.1999265568873496,1.2532303032446346,1.2532303032446348,1.2366469154890347,1.3657604344433496,1.5725502544866663,1.4092290114390895,1.4278942963588124,1.16658030748269,1.614547145556043,1.6518777153954898,1.3812310840595048,1.362565799139782,1.3780408440349603
204,10.225,1.0110747553048045,1.1068476998657586,1.1315275609816196,0.7465728501436566,0.7166855383323505,1.1647606212177164,1.2632902205956502,1.3864522198180669,1.2691550777014795,1.3254577059174415,1.6912115217900712,1.681969928774823,1.3954805453021897,1.2568566500734957,1.557208423068999,1.7050739113129396,1.242994260550626,1.3400309872107123,1.300801367880689
205,10.275,1.0098120546252096,1.1041757025679464,1.1270884394789424,0.7266401361035211,0.7030832239605136,1.180168774028353,1.2835497000997351,1.266125948514671,1.2185010275154966,1.327689870781898,1.6564883830164143,1.6290327744581308,1.2126227113241703,1.3087173412781616,1.5603937530624232,1.6793680568149825,1.4322675797904354,1.2949895369990196,1.3451847397203711
206,10.325,1.009320501510825,1.1302458133237592,1.1304619215098632,0.7387615120326966,0.7579035107250418,1.1653151848164467,1.37007935352062,1.263095827175181,1.2400886172084202,1.358575748537239,1.703927913901939,1.6404837894481428,1.34592178305552,1.3232631671791637,1.382175568457688,1.726586529778294,1.350453506230791,1.4138976306845863,1.4435850416899343
207,10.375,1.0091524182971772,1.1163817259105238,1.1093187280280377,0.735805140857332,0.7429143692714125,1.1837321029214185,1.264622362120091,1.33411962706543,1.2669009609707578,1.323865932237429,1.579828536462338,1.6157337304728454,1.3284921783887844,1.2521936411164556,1.4676248051795016,1.714473014001742,1.319515879886157,1.4272314619176802,1.4085461058509865
208,10.425,1.007858283117106,1.1046388185168945,1.1156618886690493,0.7387390278862694,0.7316978298444624,1.101315591154455,1.281859130687972,1.2322096573162546,1.3010418817634084,1.252520805513776,1.706957101044163,1.4713614594937967,1.271327424215184,1.5024778649815815,1.6091626837968414,1.7869707151556082,1.2668822234312134,1.231320617159461,1.3756082058717658
209,10.475,1.0074404523050071,1.1348514004429218,1.146189416284535,0.7398399676392801,0.7177551924858687,1.2160038141149565,1.3501218818482232,1.211533211857181,1.2808275468527028,1.2607098366927123,1.721520551232823,1.7083119536530322,1.316456892119218,1.2724282335199129,1.5982403071547695,1.6818947584934492,1.2592196359401215,1.1711623187415117,1.335820516462381
210,10.525,1.0059721280459732,1.1035052593245471,1.1440600134836667,0.7345543278865445,0.7023168338727147,1.1712660943211406,1.3528234095089164,1.2255118775174878,1.340645784709737,1.3262540463107062,1.8316757962403136,1.5743689581970313,1.421729308510338,1.4566183712958682,1.474062902688633,1.6528693494644746,1.3650345814838525,1.3781179800284264,1.323158805870098
211,10.575,1.0057753932875149,1.1266747196348514,1.0799101993647635,0.7395996350817707,0.7612687068883298,1.1284147211006783,1.2775540817126247,1.2183369826461163,1.274264242875596,1.26768456520154,1.723676166430844,1.57247650270884,1.3089570887933486,1.2355172521283757,1.615676406629412,1.7495961087831868,1.2657571848727762,1.555196541140611,1.3034028154321315
212,10.625,1.0052952700208566,1.1185446132615058,1.112830464534754,0.7309604355816731,0.7801053798595758,1.2688173058485837,1.4024341967898302,1.2047246508442462,1.2112425479633315,1.2861983648328117,1.5491527193138843,1.4378876068769757,1.2667105108201924,1.2752693656230325,1.5577115741167231,1.6775355413564712,1.365137341052843,1.3480196314471644,1.3761852505687522
213,10.675,1.004390394702456,1.127094934256348,1.1188059849640588,0.7649802564225087,0.7532285480209925,1.152571400917936,1.3516616989289711,1.240816830306611,1.2569592869021002,1.3269099321492206,1.5304353293460875,1.5770690928441682,1.3269425431726476,1.3015059449009667,1.6618577537497683,1.496519864983847,1.3820551727612869,1.4371678023499272,1.3019385401096697
214,10.725,1.004220339871307,1.1592719338011437,1.1047933633115252,0.7600818108493619,0.7329162319058032,1.232472890845905,1.2889790008933388,1.2527297982213994,1.217546748569225,1.24526672708306,1.6169987466403877,1.469998860582171,1.213799059166421,1.1717990917212164,1.6043987564068272,1.6547987173410728,1.2347990428890236,1.4321988898814868,1.3393275332960188
215,10.775,1.0031736193120655,1.1026996768622523,1.1197650308680385,0.7986331678741326,0.7662264574858422,1.2611998762587469,1.3076762536083155,1.191485310234394,1.229511437156768,1.3034511283947186,1.6561210496327,1.406454559738323,1.2441713413069788,1.2774602066262286,1.4106156679032291,1.4813545067066367,1.2649768821315102,1.3565212617594482,1.3353335783483424
216,10.825,1.000926437818075,1.1442438581115004,1.1208478067171246,0.783109486584972,0.8027008288483903,1.218179615097166,1.272600010273328,1.197248693875565,1.3039963921057294,1.261088003601448,1.5542794682888703,1.4429650236103566,1.278054735197744,1.2162133770430144,1.5006836245547717,1.6408573697054925,1.2945457640390052,1.3316505789318434,1.316085067015348
217,10.875,1.0016557156410513,1.1294606431396994,1.1331618767063865,0.7813171594076032,0.7608271303824211,1.205966789285771,1.3438804461860354,1.211151513229391,1.308624323369427,1.2785529244964369,1.707502418765178,1.3970474335351462,1.254074742968685,1.3357734232923772,1.4910009159073925,1.5522749261501625,1.327603555260008,1.3235186212438232,1.3150152892101314
218,10.925,1.0014960245764244,1.12069018822661,1.1324645770453878,0.7480018286971685,0.7624275782506135,1.2021457961204494,1.2185853967511564,1.2658492485644393,1.2401623725789597,1.2329700473030247,1.7242899297889274,1.6595278666982625,1.3033365196996127,1.2790507460406138,1.408574872221941,1.6514326088119298,1.2588126013247811,1.3357175512449448,1.3425324367104796
219,10.975,1.0002009066823816,1.134984473577526,1.1085894858199097,0.7713793633823386,0.7909682696590351,1.2451783979417668,1.2584141454260205,1.2523053388948269,1.2879400436601265,1.2624866831134838,1.5562030375426223,1.516094711832762,1.243358097005704,1.2874772552865514,1.4398888929840246,1.512083879261776,1.327585580996413,1.4960405489778308,1.2654995298720648
220,11.025,0.9990049294540804,1.1222492089068408,1.1201643007328888,0.7764652928856818,0.7785638477313184,1.2167582422299017,1.309578937325384,1.2924272871446971,1.242990177800364,1.2016244332469428,1.4507055277604108,1.550068920072768,1.2718514215981684,1.2758259572906632,1.4666036705303882,1.5739161342277344,1.2599278145206858,1.4030110994504796,1.2875062254481973
221,11.075,0.9985963978875791,1.1264139722024615,1.107443184943424,0.8011848059799791,0.7720697189359302,1.2297924815995775,1.3037799967527233,1.241790457029818,1.226792987742018,1.2497891073166445,1.5676142645469862,1.358861611227915,1.1894962509879143,1.280087025069775,1.3470454233041942,1.5321657007758225,1.1816187923721,1.2761482957618675,1.3660960119975396
222,11.125,0.998107731425794,1.1351123195743276,1.137346059789955,0.8037890791911306,0.7986365850937519,1.2237173481275232,1.248488954364923,1.2078635201355878,1.2514615471134107,1.2514615471134105,1.592589084644431,1.3544814028716117,1.4442597091138218,1.249089478152495,1.3388677843947052,1.5106175876406749,1.292026928963988,1.3310609751562532,1.356472935840605
223,11.175,0.99752449340828,1.1386291992580602,1.1275602180598292,0.7940591938779177,0.7623989559226566,1.2363597886375206,1.26385627321405,1.2363597886375204,1.2471619790068715,1.2746584635834004,1.5048671266613562,1.4158904070901186,1.2534111800469907,1.2108570967737895,1.427496066164628,1.4120218540652825,1.3733363238169187,1.2147256497986263,1.307886722641627
224,11.225,0.9972550036090402,1.1142463495821129,1.13417625639282,0.8082575535514154,0.8067392237701666,1.2029843651432357,1.2380227447105143,1.1776788687890896,1.2691679709925394,1.2487289162449606,1.4531489573062462,1.3726314689066916,1.2959481466214016,1.2882798143928726,1.460817289534775,1.376465635020956,1.2269331565646404,1.3112848110784596,1.3259563650871269
225,11.275,0.996572108701406,1.1022111257224152,1.1246830394990637,0.7885641010377243,0.8457500472961855,1.2482897175851628,1.3244990589215058,1.2463603671715842,1.2444310167580064,1.2762652985820475,1.5694973288639271,1.417487902339576,1.3300824820880734,1.238876826173463,1.4516900233075551,1.588498507179471,1.288279889793878,1.3832857813715966,1.3231800132305902
226,11.325,0.9960003909961066,1.139742353213428,1.1429756648537492,0.8238794205566949,0.8223877861199601,1.2755386785927203,1.2545028083310716,1.25641516017304,1.1636660958375868,1.2621522156989438,1.6460713354879934,1.5180017121319485,1.1902941464855974,1.3258972770978807,1.378631827891546,1.4313663786852124,1.4502001468258066,1.2279616827667872,1.2861541826950742
227,11.375,0.995611976254974,1.1049953458747186,1.1368667875298222,0.8245380546855919,0.8191167046547837,1.2340205839356302,1.196109045258652,1.2055869299278958,1.2131692376632923,1.2160126030640654,1.54575682696587,1.504685993399144,1.3254678105625222,1.1947878855774845,1.3366689469898103,1.4897511448294256,1.2283912948593512,1.2358587191442107,1.2811585531987906
228,11.425,0.9956230910267068,1.111053089371177,1.0942858068469097,0.8192910775954377,0.7929096117694667,1.319073291298559,1.2223036695010152,1.2345173110871128,1.2927669863438862,1.2580050833680696,1.4693380938426697,1.3323972639379371,1.362006092025447,1.1288365708363075,1.4397292657551604,1.4360281622442224,1.29538622882855,1.195456434033205,1.4083076522745377
229,11.475,0.9952059823133768,1.1374341886078814,1.1484568549487977,0.8291172637935768,0.8296015612607462,1.295495724677463,1.297358407243498,1.153000508375773,1.2610360972058126,1.2982897485265157,1.4822437631540502,1.379513997390898,1.2547707103927854,1.1960679870995554,1.35383155595011,1.4051964388316862,1.1850612264820746,1.3391558751268025,1.347878920105963
230,11.525,0.994762527030404,1.1071194552334866,1.1088539365984142,0.8416230864965172,0.8401827731710805,1.289819048483517,1.2676603819383456,1.2621207153020528,1.1854886601666683,1.2371922154387351,1.411216086538439,1.360295918467464,1.3130129052587018,1.2984642858098516,1.429401860849501,1.3639330733296764,1.2257211885656023,1.1493409364591407,1.2982416028591042
231,11.575,0.994393867338761,1.131622056202178,1.0917289826512118,0.8096175471078164,0.8529304199983571,1.3217199588745154,1.2384259725465507,1.2741233952585358,1.2356800169533209,1.2210349204560969,1.539676716971467,1.3702041040963884,1.2836648975218796,1.2043372914952462,1.5649173188890324,1.3954447060139532,1.244001094508564,1.294482298343693,1.2226974377880524
232,11.625,0.993833701863334,1.1079295144711525,1.1115095298279611,0.8168244867015229,0.8394747324332813,1.2876882489328765,1.2196286163254306,1.2532047017451042,1.2459450076003094,1.249574854672707,1.4406643039612506,1.3155445753293804,1.258346985097667,1.1904248466975096,1.3834667137295376,1.4370894545717678,1.193999696086991,1.2440475875397394,1.3169307414191784
233,11.675,0.9933709642483278,1.0986291091980414,1.118235413300653,0.8374460953731876,0.8608384444059584,1.3027738999789165,1.2712841993578798,1.2658859649657026,1.2685850821617912,1.2343962643446649,1.4921483246661265,1.4283510091222058,1.3007563780343658,1.2759463108783962,1.3291107404983298,1.3645536935782856,1.1767060422545217,1.2086047000264808,1.3605754029264543
234,11.725,0.9940757535993748,1.123298156068107,1.106707596997431,0.8400601096598087,0.8460903589284873,1.30149906553292,1.273845555573002,1.197129366651939,1.2292431201537797,1.2488681917382372,1.3986242476306572,1.3986242476306572,1.2580589966125009,1.194804633654331,1.258058996612501,1.567302548852446,1.2018328962052385,1.2721155217143163,1.3383461387119024
235,11.775,0.9943487323612266,1.1194282192685363,1.0971626141947668,0.8536380420210674,0.8196029045697963,1.2665882752136202,1.2533209399285616,1.2011360878073294,1.2179413791684044,1.2488984948335422,1.4634272859883104,1.2055853355998942,1.3136002067085553,1.2439131930900638,1.3275376094322529,1.526145598244952,1.1428670233432516,1.2961784533039322,1.2448731672572575
236,11.825,0.9938445993655952,1.117066262464993,1.0874096360278689,0.8719733570103133,0.8911275834718371,1.2506376801342791,1.240990404901827,1.1743365032957926,1.238359329838431,1.1848608035493773,1.3888887152836402,1.1574072627363656,1.2092314685305314,1.1366775804186997,1.2748754625364749,1.3612491388600851,1.2748754625364744,1.2368710449540867,1.2774137909835346
237,11.875,0.9945721867530514,1.1088228280884784,1.0934656237507276,0.8587670245903612,0.8465570668947633,1.301004039359968,1.1949061163640349,1.201863357216227,1.2931771434012511,1.287089557655583,1.4286061613535854,1.2264772320493604,1.3189769115614636,1.336106481841482,1.2949955131694362,1.4114765910735658,1.192218091489322,1.2470327163853827,1.2251488163949933
238,11.925,0.9938365466519375,1.1390738289902116,1.1029461851465456,0.8538229137903435,0.808979273360178,1.2478605327394012,1.262520953649262,1.1736960504895122,1.2461357773382409,1.2125030470156166,1.4879935233645685,1.290953285110812,1.1618579565997311,1.287556039623679,1.3351174764435505,1.44382933203183,1.0905158013699234,1.24339184829094,1.354460976258047
239,11.975,0.9937577635378728,1.1109453533658034,1.1069289204179882,0.8627169446053649,0.8756132288288473,1.2998907174862755,1.1835847059217144,1.2083852525053336,1.2639726845031023,1.277655744687168,1.458748973032346,1.2700885977671916,1.3340983679464395,1.1252243810457343,1.1993409570427591,1.4654868435775292,1.2734575330397833,1.1285933163183268,1.302334121090573
240,12.025,0.9944968249226456,1.0720916659927533,1.1077802576382243,0.8824590596919828,0.8837820867679831,1.3315080187948438,1.2780780791871529,1.213622913946128,1.191572462679462,1.2009014997538203,1.3865056478282556,1.3698007605050233,1.349754895717145,1.202751887272704,1.179365045020179,1.3698007605050238,1.242843616848461,1.202751887272703,1.2431504413094994
241,12.075,0.9941402997776112,1.1017852482131876,1.1084215568930893,0.8506736480596921,0.8930979893768082,1.3381666739796017,1.2363953555939755,1.1598565954857774,1.196023262350091,1.2372364408698904,1.4148073838182145,1.1629915496960028,1.2955261992340088,1.2292588744650053,1.2458257056572564,1.388300453910613,1.1563648172191026,1.1729316484113532,1.2998200514001643
242,12.125,0.9942679609635648,1.0956945390840416,1.0612190244103443,0.8614566094952327,0.8332619067675442,1.275434925166754,1.20536524974883,1.1878478308943483,1.2570833435096795,1.1811745284735935,1.3538715062713078,1.3111522597142038,1.2585747254900752,1.146847465263802,1.2552886296010664,1.3407271227152755,1.248716437823051,1.1567057529308264,1.285802377141854
243,12.175,0.9944649281719832,1.0826725041497816,1.087024331614065,0.884510175494752,0.8909633139346457,1.319584078414144,1.2169957237286555,1.2128590965235957,1.2294056053438358,1.2260963035797885,1.3655883870279923,1.323219296261014,1.2580360796964325,1.173297898162475,1.2645544013528909,1.4470674077337202,1.2352219538988285,1.2189261497576824,1.2247793365512378
244,12.225,0.9939183637600988,1.0934119256330876,1.086012549849866,0.8525412789911851,0.8824100925694549,1.2965034465292895,1.2366017050124298,1.2004965457419936,1.2316782742028245,1.2267548433932205,1.4611151230928463,1.3156501218999748,1.3091850107358476,1.111999120229954,1.2736268993331457,1.5225336791520592,1.2057432321098056,1.0926037867375713,1.224577816164482
245,12.275,0.9953068559434594,1.08207604075075,1.1068459034894282,0.8536514245824111,0.8828541753489885,1.2957296326753347,1.23143149135539,1.2379426955396882,1.1907364652035264,1.2070144756642722,1.285716189876756,1.2312095184854723,1.2760973655135883,1.256859716787253,1.3017475638153686,1.404348357022491,1.2376220680609176,1.1702902975187432,1.2513305286329144
246,12.325,0.9951353168661788,1.082414079553711,1.0843856898989812,0.8618521535009372,0.8929174527503623,1.2634405749831084,1.2553674722675612,1.1762510656552003,1.24648705928046,1.2812014009573116,1.3866165512642583,1.211699325760739,1.23396151809755,1.2148796389517118,1.2498630840524163,1.3102890346809044,1.2180599521426847,1.1830765070419818,1.292602599078043
247,12.375,0.9950968034713364,1.1052772253404493,1.1111443563855392,0.8436585423762117,0.8869657923303711,1.342140364703596,1.2052036091162956,1.2068052085968497,1.2492475948315096,1.2084068080774024,1.356506226710981,1.2713302543361047,1.3249595702758414,1.1577622911696044,1.2492475948315078,1.3817435518590913,1.176690285030688,1.129370300377979,1.2800538705543945
248,12.425,0.9953275594798738,1.089534922378629,1.0917733861282093,0.872406326364091,0.8719932551868351,1.2654276641699411,1.2153825023101132,1.2233261787958,1.2265036493900752,1.2288867523357814,1.304929400876038,1.1828856439595743,1.2861534382735056,1.2392135317671733,1.2266962233654846,1.2705068027713948,1.2798947840726616,1.1891442981604194,1.268718615856869
249,12.475,0.9961620654960603,1.108797696979836,1.0950302489398989,0.8711638458825949,0.8154355848101432,1.2773686538241609,1.226935838373978,1.226935838373978,1.20802353258016,1.2198437237012965,1.3472629960697498,1.170318316862432,1.3410544108344056,1.1796311947154487,1.210674120892172,1.2355084618335497,1.1734226094801052,1.1579011463917437,1.2847019968870703
250,12.525,0.995947112129649,1.0830740895796205,1.0852769521346972,0.908124507745434,0.860563824036296,1.249210594464227,1.181199754840706,1.2468653930978986,1.210905638814198,1.230448983533601,1.302652758933284,1.2810958574852156,1.342687004479697,1.1579135634962523,1.2995732015835595,1.3149709883321803,1.2841754148349396,1.160993120845976,1.2246896794979245
251,12.575,0.9962961904721448,1.069233397704428,1.0852595148521993,0.8565569160992788,0.87752723607911,1.2361941585743963,1.2524802798605088,1.2330920402341852,1.1912134426413252,1.241622865669767,1.3870229124189373,1.2739836001733411,1.212881269229776,1.2434324347015586,1.124282889361606,1.3931331455132938,1.2281568519656674,1.18844033685235,1.2550917570346656
252,12.625,0.9964448780936344,1.0659844535050276,1.0768249733711812,0.8761915224937222,0.8793922221192704,1.2418099027966871,1.244887498590484,1.2541202859718716,1.2810492491675864,1.2179585353947684,1.2517887740068747,1.1911694629169531,1.1820765662534642,1.1729836695899765,1.2214791184619138,1.2972532573243152,1.1608598073719925,1.0608379440736222,1.1645402655453077
253,12.675,0.9965697665024872,1.0593117445706288,1.0660516460184186,0.9081922555471506,0.8546057369724714,1.2915724989794397,1.100737318870185,1.1381410141715984,1.2442453743123447,1.18394145739782,1.3682304125409013,1.2810245181152171,1.1847973242661876,1.1547263261883651,1.1998328233050983,1.3201168156163872,1.1938186236895338,1.1847973242661871,1.2161263947125722
254,12.725,0.998457723515638,1.058970996640779,1.093117582586471,0.9113086385967588,0.8833471375853632,1.2572072502415237,1.1905601189034185,1.2738690330760496,1.2299425146941176,1.2549351889459062,1.2739608335324375,1.2471092000387798,1.3336311301850106,1.208323507214607,1.2262245962103788,1.256059744536665,1.1755048440556914,1.0442301914200305,1.210606809382436
255,12.775,0.9981549052445684,1.0831659860331728,1.0775193498489777,0.9127855151385144,0.8565179148902501,1.2902172759918578,1.1925304700052877,1.1917790330361606,1.2045534615113274,1.209062083326092,1.391296933748125,1.2610478590993646,1.2640080653413812,1.25512744661533,1.2107243529850709,1.2373662091632256,1.1485600219027077,1.1515202281447243,1.1911809505505284
256,12.825,0.998250199172638,1.07095490319937,1.084821570138519,0.8707885854613465,0.8901739057075911,1.212328104630582,1.1780309995795315,1.230967835636587,1.263773762207156,1.2205295862732235,1.2717944949430735,1.1572448753061686,1.2365484581317183,1.095564310886297,1.213051100257481,1.1631192147747278,1.166056384509007,1.1484333661033297,1.1670754025800836
257,12.875,0.9983489352748184,1.0700189913519538,1.0515344445471988,0.8805804608773086,0.8725017410527459,1.2088487356533948,1.1622407366655338,1.2288235923624766,1.2658140677496676,1.1814757838668728,1.2910796833626144,1.2910796833626137,1.259021271360382,1.1599316342625745,1.1628460353536858,1.2706788757248302,1.1307876233514538,1.191990046264806,1.2149483895539754
258,12.925,0.9982357045452876,1.068238029806174,1.0831321309188855,0.8837056333534181,0.8733989153834217,1.1796934314661431,1.165011497035949,1.219334654427669,1.2237392347567275,1.2406234593514511,1.3187046560938505,1.2435153555270966,1.1480827817308314,1.1943531205411413,1.2377315631758077,1.281110005810474,1.2406234593514522,1.1278395085013195,1.210435604375082
259,12.975,0.99860250862907,1.068231705795822,1.081232219765922,0.8939536578884303,0.8924384821970942,1.1706189115276298,1.1720758112308385,1.1990284557401858,1.1771749601920662,1.167705112121214,1.1851658343217837,1.1708175796689777,1.1909051361829055,1.1909051361829055,1.0761190989604577,1.3229090789887217,1.0990763064049467,0.9900295710436204,1.1479775008338973
260,13.025,0.9990547535328246,1.0510833363114047,1.094403179242068,0.8754508415846655,0.8893588197463802,1.248392842270303,1.1912862791322865,1.195623486459224,1.238995559728603,1.2310440129625506,1.2472756828073024,1.2017131007869457,1.107740275369956,1.0764160002309595,1.176084148400493,1.2586663283123916,1.0678730161021424,1.139064550508952,1.148769845403595
261,13.075,0.9993872211022308,1.0531670074819093,1.0880704310184175,0.8646648022282282,0.8560852981508984,1.261101017386694,1.1750190366777045,1.2682745157791095,1.2094518289613003,1.224516175585373,1.2999248602014046,1.1586286797447296,1.2434063880187352,1.1953656866634657,1.1981916102725996,1.2688397005009369,1.110587978389461,1.1642805269629974,1.2332561317900113
