,r ($\AA$),g_full(r),O (DOL),O (DOL),S (DMDS),S (DMDS),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
179,8.975,1.009980445644287,1.0066942342346048,1.016126633362868,0.9208676734464794,0.9150714961155813,0.8915969779254423,0.9372418744062676,0.9189839158139376,0.9433278606037108,0.9676718053934836,1.0309291770820617,1.1867673085014432,1.252698825640412,1.2886614713525777,1.1448108885039174,1.2227299542136083,0.9350287885162888,0.9829789827991752,1.3078660134505695
180,9.025,1.0094916196595047,1.010834940866287,0.9704128501101692,0.935054004411491,0.9529669163733968,0.9329044549760612,1.0397370619168682,0.9961012083776654,0.9930918391680652,0.9690168854912634,1.114378537615588,1.1855090825697745,1.345552808716694,1.3099875362396007,1.3277701724781483,1.0965959013770414,0.7113054495418648,0.8713491756887844,1.1516978796536272
181,9.075,1.0103573042694107,1.0162213538497706,0.9650608290204696,0.9690689615728002,0.9697776043234936,0.9345580596140464,0.9509277071550576,0.9762262533548008,0.9881314515664444,0.9062832138613928,1.0845455189016515,1.3190418473128198,1.4831892772006383,1.3014546226819828,1.1783440502661195,1.125582376373606,1.031783845009139,0.7328010262848995,1.259460637338962
182,9.125,1.011271750372964,1.0161756357812124,0.9910131914666302,0.9546232104122352,0.9504178218201108,0.8581095422229807,0.9331757285924008,0.9037380084475304,0.9258162985561836,0.9773323088097068,1.055297664587333,1.2234494902633368,1.3220212501423736,1.4553830429198935,1.3452146054080292,1.1770627797320257,0.9857175987903662,0.8813475000949157,1.210551144732947
183,9.175,1.0106533713469694,0.9619165900146728,0.9736772989628192,0.9355809774309842,0.9359276172892392,0.9317679389901764,0.9259443893714876,0.8895472042546844,0.9594297996789468,0.9405032634182094,1.198680629846737,1.2675043980676022,1.3248575382516563,1.3879459924541164,1.1413274896626826,1.187210001809926,0.7857380205215453,1.0151505812577628,1.247606369840481
184,9.225,1.0120908996047082,0.987500488072268,1.0021100843341595,0.9570127917352164,0.949126265683654,0.9202547224861954,0.9663394660222806,0.9735402071997936,0.963459169551275,0.9620190213157724,1.282168338153576,1.2594750932305037,1.2367818483074315,1.344574761692024,1.2651484044612715,1.0949490675382307,1.0722558226151584,0.9417696643074934,1.1557924359416711
185,9.275,1.0114454418356635,0.9932082843803042,1.0039138438993584,0.927048514770102,0.9450264040064048,0.9260308983982362,1.004387359031933,0.9986887073494825,0.9374282017631376,1.0143599994762218,1.1954217052049951,1.3245048001332345,1.2739940238569665,1.2515447899564032,1.2403201730061215,1.1898093967298553,1.015827834000489,0.9653170577242214,1.290773680828562
186,9.325,1.0124231597476083,0.9714652218982444,0.9876165924449304,0.9674702963423802,0.9396173533675564,0.8667970084815713,1.0119678895768582,1.006330185456653,0.9781416648556268,1.006330185456653,1.2881299717075223,1.210397990656207,1.326995962233181,1.2215025593778237,1.2270548437386315,1.2103979906562068,1.060486312914383,0.9216792038941758,1.2844473341212717
187,9.375,1.0107587103398965,0.9498663111777034,0.9831352084528184,0.9641503181240662,0.922649357461013,0.9049865486028172,0.9788914593515836,0.9998079435257632,1.009568969473713,0.96215827201224,1.1975215383762357,1.1316029215848833,1.2194944106400205,1.0601910867275848,1.323865553892995,1.1096300493210989,0.802009837628121,0.90088776281515,1.1727460038339088
188,9.425,1.0125892026828305,0.981544143576415,0.9753236367251256,0.9654450692972156,0.9739859239422394,0.8885116786101076,0.957495504589154,1.0126825653723903,1.0416557722835895,1.034757389685685,1.2446354541795082,1.233765275540386,1.2989863473751193,1.2283301862208245,1.1902845609838963,1.146803846427407,0.9674458988818886,0.8750493804493484,1.1182418974521624
189,9.475,1.0106251794233212,0.9737767910489368,0.964544248389532,0.9179033743056072,0.9487818518406752,0.9010014708127284,0.9706243117391667,0.9501470055843318,1.0033880015869028,1.0279607689727035,1.1777553661174631,1.2638014202630308,1.1185987038923848,1.2315341499584436,1.2853129337994231,1.2369120283425412,1.0809535552036986,0.9357508388330528,1.2006387874049007
190,9.525,1.0114639201090585,1.001138836337736,0.9359188918665584,0.977443028060848,0.9658642360206406,0.8902161280246194,1.0428632030880216,1.0212494579463007,1.0131443035181555,0.959109940663854,1.2984621134382155,1.2346033209740426,1.234603320974042,1.1973523587032735,1.2505680190900852,1.3250699436316216,1.0536700756588806,0.9685250190399812,1.1593954744069654
191,9.575,1.0108061838571445,0.9982443209863874,0.9623326384955564,0.9682162707917564,0.9523021309036608,0.9558032416790422,0.942435364173041,1.0146219027054446,0.991896510945244,1.001254025199444,1.042694445468045,1.227009120171992,1.1901461852312027,1.1111541817866537,1.2902027229276316,1.2638720551127816,0.974234709149436,0.974234709149436,1.1349055188767838
192,9.625,1.0112350753111277,1.004054251507755,0.9824322911411276,0.959757954614178,0.9780270590997772,0.8612307842159785,1.0239518079618548,0.9855866885420952,1.014691261895016,1.059671057076803,1.2559866159049762,1.2299288022969894,1.2090825514105994,1.2299288022969894,1.412333497552899,1.136120673308236,0.9485044153307298,0.9901969171035088,1.1722825370907477
193,9.675,1.0103715963350182,1.0028040166609429,0.97500984107039,0.9751143541621766,0.9551631653302132,0.8523521953805054,1.078860536088382,0.9806632785560656,1.0068492138980167,0.9741167947205776,1.1863022223096,1.2172492368046322,1.134723864817878,1.155355207814567,1.3100902802897323,1.3616686377814533,0.9954622995902296,1.0883033430753284,1.0941980125029531
194,9.725,1.0101619675517248,0.9676877061789866,0.9489425606756452,0.9675815898041756,0.9611022488010228,0.8928531902344784,1.009481328291232,0.9952267780842952,0.9654218094697912,0.9835639642786198,1.2456042219394658,1.2864437046260058,1.138400579887299,1.1792400625738388,1.2047647392529264,1.1179808385440289,1.133295644551482,0.9597278431336868,1.089851603020137
195,9.775,1.0101052697375688,0.978054013595325,0.9937163715366149,0.9757265051201954,0.952516735358338,0.8632202001166646,0.9914847172216672,1.0440731692347185,0.9658318138006664,0.9683971041427673,1.4046908024772045,1.2682639979200665,1.1267843487497002,1.056044524164517,1.3339509778920215,1.3339509778920215,0.9499347872867429,0.95498763189997,1.1638041694874286
196,9.825,1.0098362519846933,0.9764725749607308,0.976234061874517,0.9727734379386408,0.9670299030347144,0.8506477484025279,1.0004633220017791,0.9941152044763868,0.9826885929306816,1.0233165450931898,1.3104053509990985,1.190368219609868,1.2603898795869193,1.0903372767855093,1.3854285581173675,1.3654223695524954,0.9202846739841,1.000309428243587,1.103147361810466
197,9.875,1.009495225549522,1.0079274795553643,1.0145383882992265,0.9850911313892609,0.969829999037848,0.9061521762068536,1.00418250872299,0.9752761286220782,0.9111793727461428,0.9715057312176112,1.2724139119518745,1.1288341320039976,0.9555481906875946,1.094176943740717,1.2872669926361375,1.1981485085305588,0.9258420293190676,0.9902053789508752,1.1086763796467825
198,9.925,1.0083339664441922,1.0085492668539713,0.9977976408342074,0.9722284967762168,0.9600830463289818,0.8783826747839234,1.0152411651893507,0.9828927947298862,0.945567751892042,0.999066979959618,1.3478487691443568,1.2743297453728466,0.994957455041107,0.9998587232925412,1.372355110401527,1.4017627199101312,1.014562528046843,1.014562528046843,1.0760784458964745
199,9.975,1.0086868466560095,0.999852220912842,0.98157211782279,0.9698379986973352,0.9692514622602634,0.8388057586556152,0.971832222583378,0.9804543082083256,1.0358820015115595,0.9829177612440247,1.1790982029960797,1.2615865546460108,1.0383827795932548,0.9607466839227318,1.36833618619298,1.3925974660900189,0.9995647317579934,1.1208711312431865,1.048978522242165
200,10.025,1.0075298679963502,1.0080017381138595,1.0004417250780049,0.9871905134175356,0.9482835931828444,0.8499710320524979,1.0133800970382,0.9585039184982252,0.963381801035112,0.9548455065955608,1.4075647411364565,1.2298176577847535,0.9944228717243908,0.9992268469501115,1.1529540541732066,1.2298176577847533,1.0472665992073291,1.1097182771417111,1.112953607395769
201,10.075,1.0060624603357908,1.011857813431942,1.0136723981679776,0.9365949204311184,0.9725293480105814,0.8850218299690739,0.9900653486693596,0.97678398423599,1.0685461385029058,0.928488113569192,1.284231106367128,1.0511669426190198,0.9512823010126876,1.051166942619019,1.2699618718519383,1.4744875665696655,0.998846416063322,1.0226284735886395,1.1403739257445975
202,10.125,1.0066277628043632,1.0110969763677475,1.0238985151622753,0.9919814596638316,0.9361913976569132,0.8296779221314592,0.9934616041660556,1.0388906546574035,0.992266102837336,0.973138081577821,1.28570733806853,1.18680677360172,0.9842960939792044,1.0408107022459527,1.2291927298017813,1.3846079025353402,0.9513292391569342,1.050229803623744,1.1497551044064298
203,10.175,1.0059885066721372,1.0176409469240266,1.0134156020832146,0.9955033006171228,0.965063222342306,0.9067761094975668,0.9683327122310832,0.9896407670234542,0.9778029588054704,1.0275217533210033,1.4876178993933111,1.2497855706501804,1.0259433788919394,1.1052208218063169,1.1798348857257304,1.254448949645144,1.0026264839171224,1.0306067578869027,1.1573269442500391
204,10.225,1.006332408370134,1.02180670731573,0.9885539459354116,0.9726733182932138,0.9958388521291784,0.8686237880034838,0.958885639118556,0.9799858121064946,1.038597403739658,0.9577134072858928,1.4823404356678247,1.2745357016956995,1.0667309677235743,0.9789911911575668,1.3299502974215995,1.3530397123073916,1.0344057868834664,1.0020806060433578,1.139816034025337
205,10.275,1.005139932861146,1.0145032795617066,1.0391462010127976,0.9947387762538888,0.997779100382478,0.9263591226708904,1.0343182685460692,0.980919121123938,0.9147506123617308,0.9542195474128718,1.26673471585702,1.1066779828064952,0.9329021012087806,0.891744655567217,1.2210042206997271,1.4267914489075466,0.9374751507245098,1.0563744381334723,1.0455951071321092
206,10.325,1.0048978008112208,1.0113965217847185,0.9962784870794164,0.9667884305797008,1.000730040260302,0.8507300232847429,0.9587957289452368,1.0473176367735144,0.9415512014462224,1.0358212851075046,1.4130061320405052,1.2318514997276202,0.8921865641409599,1.077870062261667,1.1910917074572211,1.4084772662326823,1.0189948067599794,1.1276875861477111,1.009567371813085
207,10.375,1.0041190885305853,1.014933138331616,1.0177137770667712,0.9892100754085738,1.0076442450791092,0.8675987737291313,0.9939812722644767,0.9882883669250472,0.9769025562461876,0.9416065431417212,1.2379481429015051,1.1841243106014396,1.063020687926292,0.8925785523094183,1.251404100976521,1.323169210709941,0.9733143007595164,1.022652813701243,1.0225155080066
208,10.425,1.0034720798927017,1.0497091101803608,1.0166607507074783,0.9945113348054752,0.989141403192055,0.8908716546664592,1.011534018020017,0.9201914812757346,1.0510030153786585,0.9923633621601065,1.2127746461109572,1.1816778603132403,1.0528483191512696,0.97732755364253,1.2305442379953666,1.3727009730706434,0.9728851556714262,1.0928299008911917,1.0441448455752331
209,10.475,1.0024503959765638,1.0485248529884277,1.0124339434999323,0.9815826568494788,0.9916883574618548,0.9080769818689332,0.9728598415840596,0.9572225995838572,0.9795615167270044,1.028707134441928,1.3992285374207645,1.161623691443653,0.9680197428697112,0.8888181275440075,1.1660237811839698,1.320026922095061,0.9636196531293942,1.0868221658582666,1.1008755137023396
210,10.525,1.0013216370699751,1.0338059383392897,1.0254922597036695,0.9833422135514316,0.984659307327954,0.8773425064169299,0.9901911011893476,1.063210780159734,1.0089992003180828,1.0078928415458044,1.4382664039621795,1.2900813805236526,0.8586014593349982,1.089595760577409,1.1636882722966737,1.2159888688043887,1.002428099731216,1.0329367810273835,1.0640236151761016
211,10.575,1.0011903586227386,1.0390824529328424,1.0170531637583202,0.9766748062566162,1.0207726000737063,0.8833127315361742,1.000576332372862,1.0235906839389413,1.0071518613917418,1.029070291454674,1.4031116214528652,1.277910892153995,0.9368468364777596,1.0231921670287056,1.2735936256264475,1.3858425553426768,1.0620475657766306,1.0145576339736109,1.0685234655679516
212,10.625,1.0007300667433037,1.026266661234023,1.0456417273741725,0.988958359593804,0.9757756945809232,0.943413544392438,1.003123262391959,0.9748968502467308,0.9814106376648604,0.9607836441741168,1.4155973363743275,1.1418866731478712,1.0349684453250372,1.0477986326637776,1.300125650325667,1.3771067743581071,0.9023898428247226,1.0349684453250372,1.008086148043868
213,10.675,1.0006732374841434,1.0350612781573314,1.033040857938403,0.9963602398758464,1.0058347525654912,0.9023321031288892,1.0206354777941782,1.053975519745305,0.9657857313584536,0.9948238324126608,1.3727102316534412,1.1523987129930129,0.9236136743841054,0.8727725546932371,1.1651089929157297,1.444735151215504,1.088847313379427,0.9659812741264954,1.0386114451134498
214,10.725,1.0005218639518876,1.0404450640201457,1.0526549810854076,0.9987613911087048,1.007386711732961,0.9045931847638854,0.9855697242716068,0.9940935705355776,0.946146935300742,1.0047483783655404,1.3557435781216944,1.2843886529573942,0.9905742552220428,1.0577318318472655,1.2298231219494002,1.2927833500355477,1.0913106201598772,1.0787185745426482,1.0727651924311026
215,10.775,0.9983058397447004,1.0256553425700523,1.0435031733572335,1.017914744895319,1.0108773096219683,0.9521649924843022,1.064060213330573,0.9796109900503688,0.9468869160292896,0.9806666053413712,1.413884723100389,1.1851680767165025,0.8067459890631633,0.9647683992920296,1.1893265611962098,1.363982909343904,0.9606099148123232,0.9647683992920302,0.991416646774234
216,10.825,0.998126805440061,1.028580700238043,1.0330997749477806,0.9993193496290632,0.974666318078284,0.926655161684443,1.0364732113197326,1.0197390323276876,0.9663988367905472,0.9444352268634892,1.326690781452588,1.2937295198015917,1.079481319070119,0.9682370609980072,1.1618844731976077,1.3596520431035837,0.959996745585258,1.1289232115466123,1.0197390323276876
217,10.875,0.9980699051966776,1.0351079195564483,1.0203123201796778,1.0054489753845142,1.017785772628497,0.971004637479318,0.9305892897080338,0.961678018762868,0.9865490020067352,0.9761860923217904,1.216542791499265,1.241036941663679,0.9307777062477596,0.938942422969231,1.3022723170747164,1.2818605252710369,1.0450837403483613,0.9879307232980606,1.0241304112111158
218,10.925,0.9978279285625332,1.077738231861552,1.0617274437383173,1.0490751125615392,0.9798865185613254,0.9364663973795668,0.9754858306037149,0.981646793744371,1.0237467085388463,0.9867809296949166,1.3712810384276146,1.225658273284859,0.9829536647136,0.8939619749041381,1.06385520090402,1.2620639645705485,1.055765047284977,1.051719970475457,1.009329216563436
219,10.975,0.9966821070412102,1.0350633217673515,1.0277997195093354,1.006833017213567,0.9961735723730002,0.9706878087996446,1.0174924620541348,0.9951076278889434,0.9676353314134828,0.9808627334201858,1.3868730588846956,1.1784412696881523,1.0301340350675352,1.0141008205139543,1.1383582333042015,1.2465824315408696,0.9780260877683988,1.01810912415235,1.017700113577003
220,11.025,0.9965695933762676,1.0414179577961309,1.0683152568152376,0.9854780146470692,1.0003622136502652,0.9235885549208784,0.9861021907343004,0.9951767507717328,0.8832571769767352,1.016350724192408,1.3941824057509478,1.0962801822998918,0.9373989964593274,0.838098255308975,1.219413101326328,1.382266316812905,0.9771192929194682,1.0446437969017084,1.1569549616884944
221,11.075,0.996605208988533,1.041046012757615,1.0845949985058605,1.0149025945417542,1.0110961150498023,1.0221824865701137,0.9582336311053165,0.98421285363789,0.9712232423716032,1.0031976701040022,1.141511293097937,1.2202362098633115,0.960443984537575,1.1690650139658183,1.133638801421399,1.2556624224077304,1.0391689013029488,0.9604439845375744,1.1253244862324034
222,11.125,0.99617339017885,1.075797892841461,1.0635200680225891,0.996369538176006,1.0190035835297435,0.9536006233096724,0.9476591864043163,0.9932102026787142,0.9714249340257411,0.9476591864043168,1.3029151031846808,1.1546792531217538,0.920622647759236,0.8113962319233938,1.0883632149357063,1.3146179334528063,1.0064434030588254,0.9245235911819442,1.02459473163796
223,11.175,0.9952198848238308,1.030056745663095,1.0444373481620608,0.99074476801365,0.9893427707004232,0.9696213418276982,0.9607887587543692,0.9136816490299464,1.0245796365061914,1.0412634045335916,1.2603530998238814,1.0747796372731266,1.0167879302260154,0.8621433781003859,1.0863779786825487,1.2835497826427265,1.0206540440291565,0.9317334265569188,0.9907113871252402
224,11.225,0.9962999763184242,1.0594563319848274,1.035884433601584,1.018066121228006,1.0071814288490892,1.0067182504499863,0.9493304468011472,0.9746199873921614,1.0067182504499872,1.0038002265356385,1.298962766720271,1.1571880694676169,1.0690578522565068,0.8698069263879106,1.0882165951284866,1.279804023848291,1.0537308579589226,0.9617688921734168,1.0722249097516714
225,11.275,0.9961373078479884,1.03287514350937,1.0589551050498491,1.006761348074952,0.9955139002738408,0.9496059500652247,0.9467137492020826,1.0045577664649392,1.004557766464939,1.0180547038262715,1.14694753421199,1.0520015462805337,1.0254166696597262,1.017820990625209,1.120362657591182,1.371020065730226,0.9456620397973026,0.949459879314561,0.991119853611016
226,11.325,0.9951378069142972,1.0456758311341785,1.069012802472796,0.9967536747345812,1.0017590572600688,0.9909292296140124,0.9565286006206624,0.9718177690621516,1.0234187125521763,0.9976182408071638,1.0690835205677631,1.2046011499355065,0.92980151260647,1.038968491819375,1.087905413535505,1.328825643522607,1.091669792129054,0.9072152410451794,0.9519652518766468
227,11.375,0.9947265171516348,1.058567914702703,1.0567885099040768,1.0049244002954747,1.028153128578786,0.988867259967594,0.9670818701407218,1.0049695046222389,0.9670818701407218,0.925405472211053,1.2649303421215556,1.111944666525733,1.048511581522587,1.0223920759330567,1.044780223581226,1.235079478590664,0.9664217068126336,0.9664217068126336,1.021516349069268
228,11.425,0.9948540069175564,1.0426201549697582,1.0560255232285467,1.0088902894429566,1.0120200177948733,0.9858644308538536,1.027176845099157,0.987742267865003,0.9764752457981016,0.9745974087869516,1.109630961134206,1.2686780655634422,0.9690777060572068,1.0097641746321278,1.0319567938548115,1.2723768354338896,0.9912703252798908,0.9542826265754174,1.054942006621163
229,11.475,0.9954358214049752,1.0478918665419286,1.0510392140469764,0.9872641157319216,1.0180676425751851,1.0080066345270982,0.9633304401990276,1.0033528642845906,0.95867666995652,0.9968375859450804,1.294312220779778,1.0193167064497977,0.997317065303399,1.0156500995920643,1.1513145533281886,1.286979007064312,1.0303165270229966,1.008316885876598,1.0173711599538573
230,11.525,0.9936515722490078,1.0464461726216618,1.0625666785109806,0.9780573597959268,1.024192140918377,1.0140424890714377,0.9577580561020492,0.9762119685510292,0.97528927292858,0.9826708379081716,1.1413465244959908,1.0395704012925264,1.0068566474056986,0.9741428935188708,1.0468401243784882,1.2176786168985894,0.883271354944349,0.915985108831177,1.026922566739909
231,11.575,0.9945044959946368,1.0489387213655004,1.0687008368564954,1.005126561390848,0.992276622686176,1.0839685581890042,0.9495015724896082,0.9906649354588108,0.9440131240937142,1.0135334704417016,1.2251990863560656,1.124300338067919,1.0017804294323127,0.8828640475212822,1.0270051165043488,1.160335605313685,1.001780429432312,0.9513310552882392,0.9925877592165564
232,11.625,0.994006666750168,1.0467497883053642,1.0145499657158925,1.0206826411928922,1.0057837407819956,1.024785236958211,0.9712787511347296,1.0139025618754702,0.9613029656422168,1.018437009826612,1.1646660858752738,0.9395925784821996,0.9717459366812102,1.02890746236834,1.050343034501014,1.146803109098046,0.9431651738376452,0.9110118156386344,1.04421858532025
233,11.675,0.994677350496626,1.041688269321757,1.0259793332025866,0.9909790142302272,1.016240522910108,1.0438997341087568,0.9980436734373124,1.0025393656600032,0.9809600429910884,0.960279858766712,1.154711735743197,1.0767864038832269,1.0165713747187042,0.9457301639369128,1.0413657984923312,1.1724220384386452,0.9634404666323608,1.0519919801095994,1.0472210414242953
234,11.725,0.9948461504266226,1.0375122117126636,1.0559345431555038,1.0084407543452063,1.024147893015286,1.0305581036617244,0.9708285249892892,0.9877667637172928,0.9940071674591892,0.9895497362149774,1.3134564066276873,1.0535746577227432,0.9798244316821506,1.0395269956197732,1.071134235351456,1.2151227719068969,0.9587529385276958,1.0149435869395762,1.0193872351558215
235,11.775,0.9946302421910578,1.0257307718539357,1.053296144709327,1.0245184988476077,1.017362864303479,1.0280121321838585,1.0041459863807942,1.0094495743370304,0.9961906044464393,1.013869230967228,1.1525928775598993,1.0516104200093346,1.044646112592054,0.9401815013328488,0.9541101161674092,1.0899141108043755,0.8949135031205255,1.0028602680883716,0.9861246109784796
236,11.825,0.9942638905280105,1.043913657167764,1.0305765899389645,1.0006389059505445,0.9720492229233864,1.0561488014631288,1.0096957836394398,0.9667486539533866,1.0079428395706214,0.9316897725770172,1.149771950593206,0.9909445940548052,1.022019511638405,0.9978501312956052,0.9598696764712054,1.0841693468056055,0.932247527508005,0.9287947588876052,1.0417496180406915
237,11.875,0.9950136785814924,1.053591005107815,1.037100583363527,1.021407381079769,1.0118885926823482,1.0264150914975412,1.0099020629298407,1.0281533050309823,1.004687422329515,0.9577556569265792,1.061363718147201,1.1024487653012862,1.0100074092045943,1.02712617885213,1.068211226006215,1.0921775035127652,0.927837314896424,1.0031599013455803,1.0329954713027156
238,11.925,0.9946581669214832,1.0289076839164828,1.0386219972186057,1.0060885366072168,0.9962390057572996,1.083325274355322,0.9549120158995206,0.9781815325324504,0.9962800454691744,1.0264442336970476,1.0796428929352957,1.0219261345079371,0.9709995829543856,0.947233858896062,0.8793317901579921,1.038901651692454,1.0728526860614889,0.8657513764103786,1.030067453973981
239,11.975,0.9945402651296822,1.030609088283044,1.0214573951794248,0.9889545051939076,1.0164254636715155,1.036692926370551,1.0119080171663093,0.9520823742595173,0.9409718977196844,0.9614835467162992,1.097580409692572,1.0066765107303035,0.8989385564046527,1.0437114325297463,0.9797420221488912,1.1110476539832783,0.9797420221488904,0.9763752110762142,1.0804371573939433
240,12.025,0.9949597071900886,1.0110699358317274,1.030813663712536,1.012430043754983,0.9801420614945088,1.0416506677007125,0.9526569165952812,0.9602849524043188,0.9814739407627544,0.9509617975266064,1.178621425174092,1.0751164274959146,0.9682725589248916,0.9582559462463582,1.0484054603531583,1.108505136424358,0.8881396574966247,0.9883057842819584,1.0725952392707048
241,12.075,0.995868692295118,1.0262422842607892,1.024979022486041,1.011267657847582,0.9854506129510175,1.046490912900259,1.031360923798087,1.0263175940973628,1.0237959292470002,0.9918548411424146,1.215238686977516,1.0860988810044294,1.0496748331658654,0.9503365208788748,0.993383122869904,1.006628231174836,0.9503365208788744,0.96689290626004,1.0436604727620962
242,12.125,0.995396946930243,1.0469249959395888,1.0293848912955748,1.0009596648037,0.991829356538586,1.0187042204319876,0.9803569257185084,1.0303751362143507,0.9836914730848976,0.9795232888769114,1.0935799658409158,1.1001480136838049,0.9655030329045928,1.0278994874120326,1.1001480136838044,1.093579965840916,0.9457988893759274,0.9622190089831484,1.0096362931550196
243,12.175,0.9965024874421704,1.0153556788355635,1.028247605000984,0.974447325279808,1.0037791740609572,1.063269675414403,0.9384223029512816,1.03102432755969,0.9623996128945302,1.0136614479456132,1.0259883408317974,1.0194741291439753,0.98038885901705,0.9347893772023036,1.0553022934269911,1.0813591401782752,1.0064457057683338,0.951074906421856,1.0452318539300027
244,12.225,0.995969583125503,1.0272485040922812,1.0338729320580835,1.0133529495961655,1.0018331376450724,1.035728719928288,1.0021064891150977,1.010307033215876,0.9963661082445529,1.0242479581871988,1.0176129725056609,0.9949993508944236,1.0046909030135254,0.988538316148356,1.0208434898786944,1.011151937759593,0.9820772814022884,0.9013143470764424,1.0225576419541818
245,12.275,0.9964445008876956,1.0083534618305103,1.0205777802039666,1.0105369355473082,0.9909769067067028,1.0712311240487506,0.9736246434976112,1.006973524352584,0.9858254535665036,0.9809451295389467,1.1054673365450955,1.0541992861545983,1.0381780204075677,0.951663185373604,1.070220551901628,1.1663481463838112,0.8811696160866702,0.983705716867665,1.0638774385242349
246,12.325,0.996802271028188,1.009888970527656,1.0236815408890572,0.9952469603782692,1.017337946759952,1.0552960242296971,0.954445869008969,1.0480348130538044,1.004467545998451,0.9762295025366464,1.0456633063734615,1.0043453033860603,0.8835696023459644,0.953492376632336,0.9725622241649828,1.0011669954639528,0.9979886875418448,0.9376008370217972,1.059544079747566
247,12.375,0.996804412228672,1.0169295335324324,1.0337681065300126,1.0131351272021951,0.9832193448116098,1.0827988854314845,1.0083714675858608,0.9875638023817084,0.9939661609060634,1.0211761846345704,1.0719100256684695,1.002551141654627,0.9647190231016226,1.0624519960302186,0.948955640371204,1.0340779071154649,1.0813680553067209,0.974177052739874,1.0605539560688018
248,12.425,0.9970755088038517,1.0130864367791097,1.024420835306301,0.998192967189422,1.007076714483098,1.0177372112355103,0.9423198671891972,0.98360093971981,0.9828070729403756,0.9804254726020708,1.1070833087755436,1.00388062744901,0.9882438575510502,0.9600976717347228,0.941333547857171,1.1227200786735037,0.9350788398979876,1.0163900433673778,1.054141673549595
249,12.475,0.9980126131936214,0.9966969395494072,1.0310198859610824,1.0010826854965729,0.9858948792547252,1.0253456747273757,0.9962075871967204,0.9875449125254449,0.9985701348343416,1.0229831270897551,1.0516916605044786,1.0330776488141338,1.0765103427582714,1.079612678039996,1.0361799840958577,1.067203336913099,1.0206683076872376,0.9182912433903412,1.0321279543401374
250,12.525,0.998235795302055,1.0079813761731502,1.0028446044541548,1.00333650881029,1.020077384930595,1.0695187724058963,1.0288942463539554,0.9874884794164008,1.005457019785528,0.971082420818502,1.0494669230084643,0.9448279922686176,1.0063803044685276,0.9325175298286354,0.9848369951985588,1.0156131512985138,1.040234076178478,0.9540608390986034,1.0498123696585664
251,12.575,0.9979386065228684,1.010319174059901,1.0171623793028484,1.019731981271559,1.0095826401622692,1.065680816475435,0.9990273254086078,1.0052276501590105,0.984301554126402,1.0525051263808296,1.016712342594415,1.0258719132484186,0.9831272501964016,1.0197655328124169,0.9556485382343904,0.9983932012864076,0.989233630632404,0.9281698262723792,1.0877457476662804
252,12.625,0.9989814583485852,1.0079660189912034,1.028044447859042,1.0120370504748282,0.9789005262100052,1.0541808509486537,0.9603733645768548,0.9795962101448464,1.0149662459899509,1.0180419012808295,1.0571400041451806,1.0783433853171476,0.9753555339104536,1.0874305486765614,0.9208325537539684,0.9874717517230058,0.9511230982853492,0.9692974250041776,1.0577272698044624
253,12.675,0.9996062286153444,1.0529113518138786,1.0232458216892737,0.9960764356028649,0.9982560339302236,1.0741060557223014,1.0580860080162169,1.0306230690914984,1.0138401619708373,1.0069744272396577,1.1029097778605144,0.9827016276849814,0.9436339788779334,1.0277796840008069,1.1179357966324563,1.0878837590885728,0.9556547938954868,0.9526495901410984,1.0524346209245647
254,12.725,0.9988640792090568,1.0267376118480216,1.0211922903050117,0.9942109963053806,0.9799745147559656,1.0649248616217184,1.0361635647193543,1.0058885153484456,1.0437323270620824,0.9400402829667196,1.0435717775578424,1.0167370747063549,1.0197187083565202,1.0256819756568512,1.037608510257512,1.0912779159604862,0.9481595007525538,1.040590143907677,1.0893611514710948
255,12.775,0.9987201432348192,0.9996708842691236,1.0237950334661343,0.9971718078276616,0.9882317701028308,1.0378310994001945,1.0505974732712533,1.013049314826962,1.0400839889068518,1.0010339041247898,0.9052519654023528,0.999918837601292,0.9585020810142564,0.9496270617456058,0.9141269846710036,0.937793702720738,0.9969604978450752,0.9851271388202076,1.044988238173045
256,12.825,1.000371934996214,0.9952508803709468,1.004349517111328,0.9661711348598736,0.9855087503023509,1.0401863014892418,1.0029303451321774,1.016342489420721,1.008891298149308,0.9410854575794504,1.056714398491285,1.0449731273969378,0.974525500830852,1.0567143984912857,0.9686548652836784,1.006813996340308,0.9011425564911792,0.9334310520006353,1.052670848497059
257,12.875,0.99993727266078,1.0055920061069528,1.0017029762490803,0.970123687489514,0.990191569974327,0.9988524455730358,1.0136393063513192,1.0336015684020017,1.0136393063513192,1.0328622253630872,1.0659982361071485,1.06891079959378,1.0252223472943065,0.9931841489413588,0.966971077561675,1.0805610535403063,0.9931841489413592,0.9291077522354654,1.0150878151622529
258,12.925,0.9999814651139975,1.0025127828285634,1.0030640683841474,0.989707004987052,1.002982284263264,1.0769744987554126,1.0109474518289914,0.999942944007921,0.9772002945110422,1.0014102117173969,1.0173056119033874,1.046206339514279,1.0201956846644764,0.947943865637248,0.9970751025757632,1.0086353936201204,0.994185029814674,1.063546776080814,1.006276150549843
