,r ($\AA$),g_full(r),O (DOL),O (DOL),S (DMDS),S (DMDS),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
100,5.025,1.068998967717847,0.7230623349611004,0.7668290336724911,0.5165632750382407,0.4888283340965902,0.6989205117295934,1.339597647481721,1.5677175367267968,1.4463771701070758,1.5191813900789084,0.7265714073956626,0.6500902066171718,2.925405929777271,2.9445262299718946,0.8030526081741536,0.5927293060333039,2.6577217270525555,2.734202927831046,0.5923390958252501
101,5.075,1.0708662996301648,0.7660965087260084,0.752687585002683,0.5143656591342848,0.4985041630376325,0.5614969618214787,1.4465684440146571,1.6035972553715114,1.280022734999812,1.408500853382693,0.6748345612030102,0.8435432015037628,2.586865817944872,2.643102031378457,0.7498161791144559,0.7498161791144557,3.4678998284043576,3.4678998284043576,0.4923537870001553
102,5.125,1.067882374339159,0.7634933138850788,0.7906670139200246,0.519931808963564,0.5254866359824053,0.6532476574157602,1.3764861352689215,1.4978035573604198,1.507135666752074,1.390484299356403,0.8639270967121842,0.8823085243018047,2.518255579778069,2.8491212763912475,0.6984942484055958,0.9006899518914261,3.235131255773287,3.051316979877078,0.7056217407362646
103,5.175000000000001,1.0677311687874622,0.8201674988602001,0.8485380727201439,0.5469798773317124,0.5556966881258437,0.5811933596986756,1.4552715620801489,1.4415425850793937,1.5971376577546292,1.350016071741018,0.9915372278323878,0.9915372278323878,2.740248338736777,2.4157452459916327,0.8473136310567678,1.1537887742049606,3.11883528027278,2.9205278347063035,0.7041937862972878
104,5.2250000000000005,1.0668900293100818,0.8618928132804204,0.8863496543617627,0.6231381924019552,0.5867973715757691,0.5117642650464084,1.5173361542604038,1.6250759995333317,1.4051071487677695,1.5981410382150991,1.0257050926235838,0.937282239811206,2.0337256146846925,2.511209019871534,1.0080205220611085,1.0787588043110103,3.00637699562085,3.625336965307496,0.5895458370164052
105,5.275,1.0638754791583789,0.9027236872587602,0.8646620102524332,0.6145272641419711,0.6155759454800974,0.4888952398344491,1.4534723346429572,1.6076284913475134,1.4094277184416557,1.5767972600066016,1.214563658884381,1.1451600212338449,2.689390958958271,2.20356549540452,0.7807909235685305,1.1104582024085767,3.7130946143036736,3.3487255166383605,0.981565732486152
106,5.325,1.060346253940838,0.8736714090498855,0.912645598301182,0.5855467440979587,0.6596405324548182,0.5402672067687668,1.530036729569147,1.568935968456499,1.4522382517944454,1.6251237579604498,1.038622775679107,0.9024099526392244,2.434804211837911,2.009139139838276,1.021596172799122,0.9875429670391512,3.269107752957194,3.1328949299173097,0.991886488182006
107,5.375,1.0584068707489602,0.8861821249237315,0.9491393082591402,0.6342950086977485,0.6514654149841526,0.6447992572494305,1.348987919771835,1.6501770465133452,1.5780613401104482,1.4677667303177824,1.370326970151303,1.0862347934126175,2.2393148048813987,1.871666105572512,0.7352973986177719,1.3201930566091824,3.54279655697654,3.3088382937799734,1.0916915459069982
108,5.425000000000001,1.0533439054115856,0.958322746851118,0.967710398248843,0.6920613289871262,0.6811549183583893,0.616311349711172,1.5740925012893443,1.3742077392208567,1.5074642472665154,1.594913830671478,1.0991138116265982,1.0663044441153569,2.017776101941368,1.8373245806295384,1.000685709092873,1.2959700166940484,3.2317226998573134,3.904314733837767,1.2208097819361547
109,5.4750000000000005,1.0525765130113136,0.9432034241929416,0.9378268574426564,0.689213398055436,0.713550029342704,0.633725878720464,1.5127650008165905,1.4677909061977197,1.7417240279672093,1.402374041297543,1.240194730399188,0.9663855042071596,1.981090283624677,1.6267489320820518,1.095236904768114,1.3690461309601427,3.366242839654942,3.8011163165481663,1.290814923476706
110,5.525,1.0479349104097595,0.9593958818439846,0.9073531807062216,0.7121647328280116,0.7131206586438879,0.6624565904024327,1.3690769534983604,1.6059553706725629,1.553761821125705,1.5818660401124758,1.1071358994788116,1.0913196723433998,1.6923363034890395,1.9137634833848016,1.075503445207988,1.4392766693224548,3.479569969790548,4.143851509477836,1.5072218899756016
111,5.575,1.0449672777132253,0.933374986283442,0.8815208203788064,0.767984346816181,0.7285523876886998,0.7097752642946614,1.3958913531128352,1.451096095891308,1.5575623855355076,1.4668688795423002,1.413575989327584,1.0407647393950348,1.693184426776995,1.4912449997301982,0.947561926911897,1.133967551878172,3.557240676439743,3.8679167180502,1.475077164911694
112,5.625,1.0407886505166757,0.945234371138489,0.9226768149373394,0.7433251852950202,0.8078819631742403,0.6817195744045657,1.4215402489004283,1.4370338755914418,1.545489262428532,1.564856295792299,1.3122632303448758,1.220709981716163,1.998912595060218,1.7852883482598887,1.052862359230191,1.220709981716163,4.043601814434791,4.1351550630635,1.649359800550933
113,5.675000000000001,1.039430976510828,0.9136388953873196,0.8778940246757654,0.7647150274484118,0.8063938085652683,0.7877289631085905,1.5069597555120848,1.4650997623034168,1.4346561308789296,1.4727106701595376,1.229276935549344,1.13932984270427,1.484127031943721,1.7689594926197878,1.2742504819718812,1.4991182140845658,3.9276897209015615,3.9276897209015633,1.8576828154941805
114,5.7250000000000005,1.0357484942415789,0.9139066161168764,0.9244435870943958,0.8529105484680108,0.803943867710453,0.8263795105302794,1.420924045255684,1.4957095213217726,1.499448795125077,1.3723134858127264,1.4288558381717846,1.1489768595608172,1.7971176521335843,1.3993948930548403,1.1342463870023454,1.561430091198032,3.8888447554366063,3.82992286520272,1.894819766041815
115,5.775,1.0290713993905038,0.8802008062999508,0.8373988847386983,0.8679539844801981,0.7900831128887288,0.7018877886592894,1.436848823904617,1.3890763566136717,1.389076356613671,1.4331740187283908,1.4042210082490287,1.2884089663315836,1.7806101444807272,1.2594559558522225,1.2015499348934997,1.2884089663315834,4.03894496187092,4.08237447758996,2.003518781283568
116,5.825,1.0250448193700168,0.9079038439006084,0.877368961258211,0.8634374987258018,0.837637573465071,0.7874137189575158,1.4520197936739505,1.4592437727469554,1.4122879087724254,1.336436128505875,1.9636088571167372,1.1383239751401382,1.550966416128438,1.4371340186144244,1.1810111242078931,1.365988770168166,4.083737260815241,4.2971730061540185,1.9213572912027348
117,5.875,1.023059781093286,0.8458223517312308,0.8878466483866466,0.9113645189203043,0.8674025940744271,0.7563141916754216,1.4025544869098192,1.2960313613217314,1.3634960075275195,1.3350898407040304,1.5386673696057085,1.3848006326451376,1.2589096660410346,1.4267642881798384,1.2728975512192682,1.4547400585363055,3.692801687053697,3.888632079548968,1.7945885749584969
118,5.925000000000001,1.0187517180888894,0.8643992689900841,0.8650551106205769,0.861136877289682,0.8727738621179209,0.8727738621179205,1.368509415800899,1.4243669429764467,1.4557868020126925,1.312651888625353,1.3065160238977367,1.4027856256586224,1.6640888304381698,1.3615272249039567,1.1827408216337398,1.5540664284257286,3.369436061631007,4.084581674711875,1.9172526228239395
119,5.9750000000000005,1.0138272420853287,0.883528332762313,0.8912672670638812,0.8974612492796048,0.8614974105106591,0.8444963230926119,1.438390078763432,1.3868964005260784,1.3422685460537045,1.311372339111292,1.4064535954929926,1.16302893473459,1.6769254407801075,1.5822602949296176,1.4605479645504158,1.4470243722860594,3.718987872697814,3.881270979870085,1.634836709753284
120,6.025,1.01016342855189,0.861948124694672,0.8226245163568725,0.8721774669794015,0.8818236693791738,0.8980614434187888,1.3302113109285831,1.4112394110866693,1.282944919169699,1.3437159942882635,1.170405891172358,1.3965070292397466,1.5694078995265714,1.582707966471712,1.4497072970203078,1.3167066275689034,3.5644179412976382,3.2585164015594086,1.4152356949380054
121,6.075,1.0078704330958956,0.902717334933276,0.8615429437061872,0.8610424890675633,0.8586704711913444,0.9265101824512124,1.3050842354957943,1.368179911003225,1.4246339364572416,1.404708986297,1.386696026303651,1.1904654565436994,1.779157165823553,1.569844558079605,1.2297115704956896,1.3866960263036503,3.375165799871152,3.806873053343045,1.3656045773090433
122,6.125,1.004385956096437,0.8708554317486379,0.8794473810400266,0.8742656847771665,0.9287128359643564,0.8983779945886361,1.378601868059651,1.274063337780248,1.3067316284925614,1.381868697130883,1.5700578505978806,1.5314498706651454,1.7759670769057982,1.4156259308669414,1.4542339107996758,1.5057112173766565,3.436110214013396,3.2302009877054765,1.0487188018463258
123,6.175000000000001,1.0018158521988698,0.85620587104758,0.8634516188984762,0.8762356306744775,0.8525122205863478,0.9353145745068532,1.3917223737507478,1.372437537162977,1.2920840513806011,1.3467244217126169,1.5447348903133054,1.6080436972933585,1.6207054586893688,1.9625730163816577,1.2408526168090488,1.4307790377492091,3.3806902927348577,3.114793303418632,0.8868401043083433
124,6.2250000000000005,0.9988238611442698,0.9013278733346636,0.8508249931544094,0.8991144956512624,0.9179401760459712,1.0152312923258229,1.3030382942001215,1.2113195793171028,1.3062010085064322,1.236621293767591,1.2708361121722282,1.3206728224534918,1.6570706168520213,1.4203462430160192,1.56985637385981,1.420346243016019,3.41381465426657,3.3515187664149884,0.8348920316761724
125,6.275,0.996653282847108,0.8899449882494365,0.8741575278797029,0.9115218266383524,0.8826199150620148,0.9430916069755844,1.301030665728694,1.2636805030761955,1.319705747054943,1.353943396153066,1.4591086268539124,1.2874487884005117,1.6185070482749284,1.4591086268539124,1.5081542949834563,1.4223243757567552,3.237014096549854,3.2737983476470105,0.8753150363119517
126,6.325,0.9948932279182496,0.889742704368135,0.8868651406412001,0.8891440024645089,0.899355664510861,1.0354625315000965,1.2070184538788111,1.1886374621953768,1.317304403979413,1.1426849829867929,1.4361310168824168,1.496472656247223,1.5688826234849926,1.6171559349768392,1.5688826234849935,1.4723360005013004,3.173970230588869,3.499815083158831,0.8452755359184453
127,6.375,0.9908029689888188,0.9036002662884756,0.8996346224865829,0.9269479682325348,0.8867395358382502,0.9951587017585564,1.185143544821554,1.2092686042581249,1.3721127554549797,1.3751283878845506,1.2473752322317986,1.4255716939791985,1.544369335144132,1.4849705145616658,1.651287212192572,1.496850278678158,2.886782680307876,3.1006184344047565,0.7720634454892433
128,6.425000000000001,0.9881404993914512,0.9185935903617032,0.8985150419384967,0.8963188230175622,0.9493345262717552,0.9708235579907885,1.2795870137432117,1.2380227023919232,1.1756762353649923,1.2053650291873403,1.6607731332137838,1.4151658388652664,1.6139907914331135,1.847902500336464,1.4970349369814389,1.2397320571877537,3.321546266427568,3.040852215743551,0.6537593578431381
129,6.4750000000000005,0.9863497867538772,0.907207447428726,0.9083057615297292,0.9027136128103354,0.8581695332267876,1.0231218279346126,1.1342036263960842,1.1809749099588105,1.2218997830761946,1.1225108055054038,1.3473318617216845,1.4049101464106457,1.819473796171164,1.5546136866019449,1.6928015698554506,1.3127848909083082,3.074680402390512,2.7867889789457085,0.6165576729856692
130,6.525,0.983631111092682,0.9149881486425828,0.903631912755175,0.8985272520396941,0.8765952367343769,0.9038731807703648,1.0823449553173794,1.0305305691585689,1.1687022655820647,1.165823688573242,1.530879591055769,1.4855201957652278,1.6102585328142165,1.6669577769273929,1.5875788351689466,1.3948014051841453,2.9370208450625506,2.642184775674033,0.6873336939434076
131,6.575,0.9825744093810496,0.9155046126843972,0.949589717519651,0.913938086861211,0.8977382980246751,1.0375964749800988,1.2587235925988076,1.0687810684904293,1.1793446272997838,1.1680047751142093,1.32899631296093,1.7310456177222198,1.85389401639928,1.5076848928548363,1.563525074071683,1.20614791428387,2.590984408461643,2.63565655343512,0.571621120374896
132,6.625,0.98036111609384,0.9620635750540956,0.964161859841563,0.8363701674648696,0.8563154019831097,1.1476487941795377,0.996862821221642,1.0052398197193029,1.0359554808773923,1.1225177986865549,1.2760114883305615,1.452013072927881,1.5290137661892074,1.474013271002545,1.4190127758158833,1.1330102008452398,2.981026839117088,2.9260263439304253,0.7037818465721882
133,6.675000000000001,0.978108890006488,0.9776757172808624,0.983359878427844,0.884794669168176,0.8802102408305174,1.1470239700822675,1.089260173027765,1.0177430909602854,1.070005574009597,1.1057641150433375,1.430341641349592,1.5820445427048515,1.6362241503317303,1.5712086211794758,1.4628494059257195,1.2569668969435817,2.51393379388716,2.8498473611738078,0.5874617455542964
134,6.7250000000000005,0.9793548282204924,0.9932280104946556,0.9906825773565344,0.8962050502431704,0.896850266262064,1.113771891814081,1.0731232826237864,1.0135053224780206,1.1435808718869642,0.9836963424051376,1.0248376620098618,1.3878010006383548,1.4411779622013683,1.5692826699526017,1.7400889469542449,1.142266977448492,2.743575824338901,2.391287878023012,0.6254908434588249
135,6.775,0.9761796169425468,0.983637983356026,1.0277788005591524,0.8817543480442318,0.8442464125470369,1.08404290864097,1.0573423443887289,0.9398598616788704,1.0520022315382809,1.0680225700896258,1.3989477452158787,1.3779109370171445,1.409466149315246,1.6619078477000662,1.2622084919241012,1.2937637042222037,2.429751346953895,2.461306559251997,0.7190080516496226
136,6.825,0.9761066296788724,1.0053608334630098,1.007832221942515,0.8419450229258331,0.8845434318238667,1.139256859146518,1.0077029493143568,0.941925994398276,0.9235084470217738,1.1076839207867994,1.1919581527217062,1.274876980737129,1.3681606622544795,1.46144434377183,1.5236334647833976,1.388890369258335,2.7674158850147403,2.6015782289838967,0.6282370387903218
137,6.875,0.9758668912955958,1.0536283981651045,1.0740872020129706,0.8470294516159272,0.9081489237077472,1.1123743920711202,1.0086565000365166,0.95939050132008,0.9749481851252706,1.065701340655549,1.3381179555676452,1.2972593920388629,1.5628400549759522,1.6241279002691271,1.5321961323293651,1.3789765190964285,2.185933148789894,2.4106552481982013,0.5365813394035089
138,6.925000000000001,0.9739446292085976,1.0634340350435572,1.080717838773385,0.887171947494775,0.8518797849744066,1.1040362013268314,0.9506978400314384,0.9966993484200564,0.9634760368060544,1.0478121355185206,1.107443720466729,1.5504212086534206,1.5806242192116036,1.6813009210722147,1.28866178381583,1.2081204223273403,2.446443855212866,2.204819770747396,0.6644662322800374
139,6.9750000000000005,0.9735526774399818,1.049662121850516,1.076163960815182,0.8235158696282204,0.8840949685593565,1.1814723670747769,0.9900184227300372,0.9396358057972106,0.8942914505576673,0.9774227684968304,1.1610903084064972,1.4191103769412745,1.5580442599984614,1.5084250160494657,1.5481204112086626,1.6672065966862524,2.461114499870182,2.3817237095517885,0.7151246954445042
140,7.025,0.973109600065668,1.091224224857016,1.080960465580892,0.8437644076776687,0.8715548261505841,1.1125627957156992,1.035577423690729,0.9734924462512372,0.9784592444463966,1.0380608227883088,1.1837535698463164,0.988091822764281,1.4283307536988612,1.4185476663447596,1.20331974455452,1.2522351813250283,2.1229299558400885,1.946834383466256,0.6786268146243274
141,7.075,0.9739388280728906,1.0951736014068376,1.056996613201559,0.8971718591897894,0.8674410178521157,1.27562798068817,0.9989562689458223,0.8618446241885526,0.9867141578067804,0.9940594244902056,1.2442436594044448,1.1863718612926106,1.466085552166477,1.794025741466874,1.36963255531342,1.4178590537399487,2.102675331396658,2.150901829823187,0.6658209425621795
142,7.125,0.971138260383238,1.0503772401352325,1.0916485392942583,0.8524351520300094,0.8886478388660791,1.2433022480383762,0.9849850819410826,0.9029029917793256,0.9004888126569204,0.9922276193082962,1.3790083774947557,1.3790083774947557,1.597747637373234,1.4646020009254646,1.359987572287931,1.3409667670811072,2.082778170147253,2.006694949319956,0.8102280748559977
143,7.175000000000001,0.9718481828661982,1.098401358811348,1.0916928814570437,0.8768725288447811,0.8451305368503994,1.2188924925842386,0.9927307996242722,0.9165500188377578,0.7879949512605133,0.9427371622331224,1.4536389515608674,1.4911522148269547,1.5474221097260854,1.5661787413591284,1.378612425028694,1.406747372478259,2.016337900552172,2.100742742900868,0.6347588654182509
144,7.225,0.9731398322779028,1.106627587088032,1.0823691106871385,0.8821070271842177,0.8759579921404744,1.1527763697460676,0.9250384718532596,0.9461687922763036,0.9344297253746126,1.033037887348818,1.2486098431798711,1.4613359646105155,1.32260153759053,1.396593232001189,1.4613359646105155,1.433589079206519,2.0347715962931234,1.886788207471806,0.7910693654976338
145,7.275,0.9732595765900408,1.0818980742657185,1.061452071253861,0.8953854630484446,0.8777423997371449,1.2643460245459943,0.954048648558516,0.9841521253334206,0.9007886511875308,0.9239451717836114,1.1858945396174545,1.2953617278898346,1.5416629015026908,1.5599074328814206,1.2223836023749146,1.277117196511105,1.9795316545922117,1.7423527466687208,0.7402997859951026
146,7.325,0.97402255499864,1.0761897594609724,1.102365028730158,0.922904188712783,0.8940804279574636,1.258565040376619,0.7925990363170359,0.8771124782298035,0.9273637139617192,0.9273637139617196,1.2687398773636602,1.3227288083153048,1.3137306531566977,1.9166070487833988,1.2957343428394823,1.4127103599013795,1.808629186880109,1.8446218075145384,0.7756777018358806
147,7.375,0.9730739435176856,1.0743460027493492,1.103553991003764,0.9125786831864364,0.923308591277987,1.1762125249958506,0.9598975778701774,0.8697663499011463,0.8877925954949526,0.9080721217879844,1.0208044379825814,1.2871012478910808,1.6244105404418467,1.55339805779958,1.517891816478447,1.2782246875607974,1.8374479883686468,1.7575589453960965,0.8010642812349562
148,7.425000000000001,0.9751846574540336,1.1025229464903443,1.065354559279117,0.9140911400984194,0.908798197770114,1.2137775347270965,0.9158907404900436,0.8469766313755019,0.8669839533764979,0.9003294900448244,0.9720729174221332,1.2610675685476322,1.4099436009456174,1.4537306692979657,1.269824982218102,1.138463777161057,1.9441458348442688,1.8390568707986323,0.7578737279515644
149,7.475,0.9755762866535852,1.0486777189903471,1.0981242126166115,0.8966810691843139,0.9588272819000584,1.1208252246263104,0.925613003507443,0.9453535651936202,0.8795516929063615,0.923419607764534,1.339300733927542,1.339300733927543,1.468910482372143,1.5812389310241304,1.494832432061064,1.2788161846533956,1.8663803776022516,1.6590047800908914,0.7274016494339839
150,7.525,0.9764871178869636,1.089678682957915,1.0437332758033464,0.9074787594969584,0.9074787594969578,1.1817321358764488,0.8917099633353424,0.8527517610537013,0.9241751319033766,0.8852169296217357,1.18514261823107,1.3471405300756043,1.5261908536932485,1.6796625596512291,1.3897715595083764,1.133985382911743,1.7563984126302197,1.5773480890125762,0.8211258281357249
151,7.575,0.9789859350149744,1.0432412820228898,1.049259981726868,0.9209654082322276,0.9540204891461392,1.223851657344936,0.9696835121022704,0.9312379103008582,0.8586184402315256,0.9525965779683094,1.0769946363223717,1.354657315999233,1.4472115425581868,1.6659760780611683,1.2957591718253534,1.2536890688440103,2.0277789637007158,1.800600407601465,0.8244881610812935
152,7.625,0.9781288492470744,1.0185162898415068,1.0537604382847003,0.965640638565576,0.963131177446642,1.131967721528482,0.927496829557788,0.8094517785231603,0.8516107253212416,0.9169570928582677,1.0712205118239744,1.3369496310361224,1.6441989251251696,1.6608069950759294,1.3369496310361226,1.062916476848594,1.5611585753713737,1.594374715272891,0.8416732592902652
153,7.675000000000001,0.9811322878095188,1.0607909510684852,1.075643587818892,0.9377434271744318,0.8936551202444143,1.1526367703906335,0.915451586591839,0.8738401508376648,0.8738401508376644,0.9341767326812171,0.9917392188078256,1.3113907025558025,1.4343335809204087,1.6556307619767003,1.4343335809204083,1.081897329608537,1.4999031160481997,1.704807913322543,0.8914613200600955
154,7.725,0.9803884421248024,1.0876141542053013,1.0895432321659346,0.9060843849998488,0.9231987689582916,1.160355232382429,0.9385528162810092,0.8810484861806409,0.8481888689804306,0.9385528162810092,0.8575862216267021,1.3349219487585449,1.423916745342448,1.715172443253404,1.5129115419263512,1.0113045066352615,1.642358518775665,1.4481880535016949,0.9262723726079712
155,7.775,0.9812019218730084,1.0462479851437814,1.0569123257277009,0.932602443591522,0.9321197301114028,1.1839996240379331,0.8636709586304104,0.8738079417129263,0.9204380638925024,0.9143558740429923,0.902498675649504,1.2379406612891424,1.6133162166477848,1.5094889353783725,1.3257945146709522,0.9903525290313142,1.4376085098841649,1.6532497863667892,0.9251548641839586
156,7.825,0.9829886967070868,1.0178794653511096,1.033672201791726,0.9145269828555158,0.9226285767630426,1.1308871966212302,0.8606752115878394,0.8726846331448791,0.9107144680755044,0.8846940547019185,0.835807217454574,1.3956403536741473,1.5454548549160056,1.6479595136604337,1.3641004586758618,0.9856217186964316,1.576994749914291,1.5927646974134333,0.8974387469665303
157,7.875,0.9851049001284774,1.0116777301794406,1.037294524081232,0.8921286122141279,0.9283595737861152,1.1402871723838188,0.8952341232060136,0.9070915288113912,0.8932578889384512,0.9110439973465172,0.8174423561283073,1.268981943322991,1.4091149186592722,1.479181406327413,1.2378412821371507,0.8641533479070678,1.4480407451415722,1.5336775634026332,0.930645014775813
158,7.925000000000001,0.9862594472038876,1.057973066480524,1.0440427211838292,0.8971684867649137,0.949669801629976,1.0342294415011382,0.8976331001707997,0.9210496158274288,0.8664110792952934,0.967882647140688,0.8455963987116218,1.0992753183251085,1.345266997950308,1.6220076375286578,1.3683287179151706,0.8532836386999096,1.4144521578448952,1.291456318032295,0.9888300744117544
159,7.975,0.9878976377053964,1.0230282318021302,1.0400425017577917,0.9570689288534492,0.9350462497619026,1.1581176367266903,0.938441412788516,0.9557842725731088,0.9114636309013716,0.9403683972090264,0.7439327732515528,1.2753133255740907,1.4726832450081755,1.5713682047252189,1.2449487225842313,0.7591150747464824,1.5865505062201486,1.3208602300588796,0.9330143954409572
160,8.025,0.9892029051286246,1.0392781867362126,1.0321280100128811,0.9497110920489868,0.9071190869666372,1.090445951395559,0.8906260126581533,0.9191717181920688,0.8715955423022106,0.8126010841987854,0.9970813104674612,1.3944144642627654,1.3644270564291578,1.341936500553952,1.326942796637148,0.8696348271746275,1.2294837211779224,1.1020372378850891,1.125904766568981
161,8.075000000000001,0.990593200638232,1.0373937071141723,1.0575201336987563,0.9147157582967578,0.9115831700834126,1.1220930980202024,0.9510537815715616,0.87587166445128,0.9303786993634844,0.9003058525153715,0.7478342407494672,1.3401781938183512,1.1550707084843257,1.3920082897118784,1.3105609961649076,0.858898731949883,1.443838385605406,1.4882641820855715,1.0272332124903756
162,8.125,0.992464140504752,1.0637265444117563,1.0159460406135896,0.9344339140703934,0.9233833710941588,1.039635083204147,0.9412410485437542,0.8948287680435685,0.9301021012237096,0.8279950841233026,0.8410467799730524,1.2944806961324369,1.6016456070791167,1.68940701020674,1.2725403453505315,0.9726888846644868,1.1847789422229085,1.235973094047355,1.0023158209244063
163,8.175,0.9932862341141488,1.0266387557640535,1.0417971803458042,0.9182355765747776,0.9177989452972812,1.1076462247526833,0.8747471013361423,0.9481011559555252,0.97010737234134,0.9297626423006796,0.7802203991334372,1.0764151802859467,1.3003673318890625,1.7916172128249324,1.2642460171143663,0.7946689250433161,1.2136761764297912,1.278694543024245,0.9730639898489576
164,8.225,0.994253076436498,1.0468668502644405,1.070009550465344,0.9303978829637664,0.9092622796882804,0.981899740741178,0.8333466434334724,0.8750139756051458,0.9058115689494264,0.8713907293293478,0.9134972428677832,1.2132385256837743,1.4772963224502424,1.5272532029195751,1.2061018284738694,0.8564036651885469,0.95631742612721,1.391655955931388,1.1439106099304162
165,8.275,0.996888951212384,1.018451177106661,1.0181149436378245,0.9153531278654174,0.9494444920317276,0.9843881403021956,0.9092166823154824,0.9271146485027952,0.8716309533221261,0.9521718011650332,0.8249335324515908,1.1492663742701643,1.4877006439938936,1.6710192067609138,1.2056720858907857,0.923643527787678,1.0787592347443873,1.1915706579856304,1.1087607420732153
166,8.325000000000001,0.9962254718106373,1.0082475442932677,1.0318342249011163,0.936810920185349,0.9031278309202584,1.0061980840714375,0.993819548766516,0.9407686831739972,0.9124748881913208,0.9266217856826592,0.8359530335790811,1.2678621009282731,1.205165623409842,1.5743782132406046,1.1981993481300162,0.8011216571799528,1.1633679717308878,1.0588738425335027,1.1165944091377735
167,8.375,0.9980194742243514,1.0152833544127875,1.044826032038766,0.9323149627064228,0.9335630416390956,0.9924723672612424,0.8544348373076538,0.9610207781578928,0.9208326365258356,0.9016122209626772,0.7847012634876009,1.0325016624836854,1.5074524272261818,1.576285871391761,1.1632852063982857,1.0187349736505695,1.053151695733359,1.0944517622327066,1.1102553591074575
168,8.425,0.9999669817504248,1.023703452818726,1.0402461892235912,0.890449055542387,0.948414575778526,0.9962669626968708,0.9168418668839486,0.9479212522020484,0.9496478847197212,0.8788559514951596,0.911452680540911,1.1563205648653347,1.5100186200006134,1.5032167343249354,1.285556392703226,0.863839480811162,0.9318583375679468,1.115509250811265,1.156667599848788
169,8.475,1.0006252558888171,1.0485234263790448,1.0209560113168017,0.9153184940280688,0.8982552997319403,1.0152600606196829,0.9401820057167152,0.9333567279982627,0.9043492976948436,0.926531450279812,0.8536767813002776,1.1763262734452646,1.4048696637146318,1.5124194944296272,1.256988646481512,0.9545047475955866,1.2301011888027629,1.1897700022846398,1.1702217231049377
170,8.525,1.0019515328822,1.0201032207437026,1.046081004625996,0.9427570556707736,0.9560070483612058,1.0118176236330274,0.9747176440998164,0.9005176850333945,0.9342449391544954,0.92244040021211,0.8968383482201836,1.1359952410788992,1.3618656398899085,1.4748008392954128,1.202427711317431,0.8569788660770643,1.162568229174312,1.0164167946495417,1.1341649587355924
171,8.575000000000001,1.002716837674761,0.9928988814925416,1.0001006078483694,0.9226674258552784,0.933779119586008,1.0483883034943986,0.9583835842754832,0.9267152571429028,0.9367157815005596,0.9100477165468076,0.9717681244511348,1.149050147155058,1.5298781959264487,1.464218187517588,1.260672161450122,1.1162201429506275,1.1096541421097423,0.8864101135196162,1.1828851514881962
172,8.625,1.0040790701757456,1.0343446897483923,0.993490859991724,0.9174924880423376,0.914746678971668,1.011556061634708,0.8748147699153578,0.9884912654410822,0.9934337217682868,0.9522465857082428,0.9800042192226484,1.2590782684052573,1.4148405284141556,1.622523541759353,1.3629197750778557,1.064375443394135,0.9280834658863494,0.9280834658863492,1.1779520913172896
173,8.675,1.004953501547303,1.006852796022368,1.0197023303380592,0.9302117004078728,0.9174159579679148,0.946186990969276,0.9510726380827152,0.9966720111414747,0.9771294226877196,0.9445584419314634,0.91100046175835,1.1483738215122865,1.2702682494940374,1.6616135182775515,1.392162677475788,1.071387866997496,1.109880844254891,0.8981694693392182,1.2227412061456195
174,8.725,1.0056865477853798,1.0041169338163551,1.0246831842680153,0.9214974178885914,0.9188141891343397,0.8967350496707863,1.0577287749258653,0.9176642339539474,1.0142604691069936,0.9176642339539468,0.8942469648259352,1.040117037102506,1.2494088799341088,1.5221224933207405,1.1796449323235745,0.9893796206584816,1.0401170371025064,0.8942469648259355,1.157512028721715
175,8.775,1.006076100555496,0.9753641722462536,1.0058629906304108,0.9182262580946824,0.9519539250242848,1.0282011900381738,0.927927699368816,0.945435769168228,0.9645354816766768,0.9215611285326664,0.9969471150243464,0.9467862538910464,1.1850503442742235,1.3606133582407751,1.2665617436158367,1.0847286220076229,1.0220275455909968,0.9405161462493836,1.3132676474772011
176,8.825000000000001,1.006473249939587,0.9915411343565778,0.9806028451582498,0.9423215401933842,0.9355772906015428,0.9552105505244598,0.9945520064768664,0.9504895758101696,0.95048957581017,0.9677998164292296,1.0104793353109307,1.066272672843436,1.4754238147484748,1.438228256393472,1.2894460229734577,1.159261568730945,0.9112911796975878,0.9856822964075952,1.2587660131058116
177,8.875,1.007916739423307,1.002908040731307,0.9941388069155276,0.9402545954650888,0.9465525970895587,0.9133584238217604,0.9522578456199612,0.9226942850533288,0.964705660595386,0.9086904932059764,1.0542922077669996,1.1401066897945462,1.5201422530593958,1.305606047990529,1.2810876245540874,1.2688284128358662,1.017514572612337,0.8213671851208024,1.2425586734396792
178,8.925,1.0081830311626967,0.9850545196880668,1.0278327089233472,0.9433033288578516,0.9304817302131824,1.0077776534710494,0.9339252452777512,0.977005816723842,1.0000846942842476,0.9693128575370396,1.0243291717214411,1.1879793944224992,1.2788961848119769,1.4061796913572444,1.2667739460933791,1.0910014846737242,0.7758232779902042,0.8303733522238905,1.2143885573451565
