,r ($\AA$),g_full(r),O (DOL),O (DOL),O (G3),O (G3),O (G3),O (G3),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
164,8.225,0.9957842363922748,0.9869741617979344,0.9546310968200796,0.9133651061389836,0.9379793727144332,0.8518294397003614,0.8579830063442235,1.670902970804165,1.1725316942627932,1.1761562126376397,1.2359607658226044,1.2522710985094132,0.7210594888141284,1.099437240370058,1.2564997032800662,1.2065252832632458,0.920957168881412,0.9637923860386872,1.2065252832632454,1.192246877544154,1.1731604372461857
165,8.275,0.9977877995901416,1.00300022756889,0.9989640093492972,0.9336264718766548,0.9153881873097622,0.8415665593009108,0.8745691694695739,1.6633048297393538,1.3159623787496506,1.231812403509877,1.2801538786476183,1.2461358035506889,1.0720847909335436,0.867542297926486,1.1214571168317988,1.2484145262844557,1.0227124650352883,0.987446517965106,1.1002975485896895,1.170829442730054,1.1043999138611191
166,8.325000000000001,1.000081325110966,0.9700520187228324,0.9614116101970378,0.9456138483401756,0.907857941509896,0.848649814889686,0.851224081264478,1.6097745730364517,1.3408891498479456,1.3178923702331389,1.2913576245237468,1.2966645736656257,0.8989650213060706,0.8710901369244869,1.219526191694282,1.108026654167947,0.9825896744508212,0.7177782728257776,1.1986200284080948,1.2055887495034905,1.208504234859726
167,8.375,1.0010829783251096,0.969668403115969,0.9624443242576718,0.91400770868335,0.94113966292998,0.9140077086833504,0.8783970187346485,1.6115859054147363,1.239278098632373,1.1973279232202765,1.2882199699464871,1.2148071629753163,1.0122068839964382,1.0535214506901702,1.205008195233855,1.1774651507713667,0.964006556187084,0.7780910060652892,0.977778078418328,1.1086075396151465,1.1662933546756118
168,8.425,1.002584857344216,0.9250960832106012,0.910169945073917,0.950948038231245,0.9601642747251156,0.8462180780736184,0.8194072082732666,1.544151422405289,1.2470663612713857,1.293701806914498,1.2142488254484542,1.203885393083318,1.007032518713231,0.8505342218861748,1.265594922166627,1.258790648391538,0.8913598645367109,1.0818795302392143,0.9594026022876048,1.0274453400384989,1.0173083607409177
169,8.475,1.0046549533210625,0.9337732229217736,0.9379418533812452,0.9670839783728948,0.9223729040303112,0.8884256068442767,0.889253589702473,1.5481750864526451,1.1419284816282458,1.3331033544867863,1.2306882440268538,1.2050844664118712,0.8405280530171225,1.116221254406739,1.2910510894343004,1.230533069617067,0.8607007262895339,0.8539765018653965,1.122945478830876,1.0220821124688206,1.1094970299826017
170,8.525,1.0067815682950654,0.8778503112016218,0.9000342540839734,0.9582280812229012,0.9083118447117174,0.8543041134045338,0.8330283404653405,1.3326942741674612,1.2517204448509571,1.3090769072834814,1.265216083070375,1.2517204448509576,0.9370266990981811,0.8971532225408119,1.3424070440981033,1.2161410349997668,0.9370266990981808,0.9436722785244092,1.043355969917833,0.9968369139342348,1.1994592743992338
171,8.575000000000001,1.0072300660059317,0.8989657122434227,0.8923879143489581,0.9325279091761584,0.9503211563590516,0.8912799270703614,0.8662076242217396,1.3305367187140544,1.1738068295422237,1.103778581188852,1.1671374725561878,1.225494346183997,0.8998579387976495,1.0377923673724725,1.1560218775794622,1.1560218775794626,0.8538797959393756,0.9786776122689768,0.945836081655924,0.9458360816559244,1.1368531474665386
172,8.625,1.0086972092320534,0.8895019835895264,0.8712351485628008,0.93134056803981,0.9697133983109782,0.8705835867771277,0.9129535868682088,1.315154963639921,1.1223314915273006,1.2574727283925555,1.1569408326757198,1.2129750040588738,0.9349016829702792,0.941394055768684,1.175119476511254,1.1491499853176346,1.0842262573335877,0.9673635469623026,0.8634855821878273,1.064749138938374,1.1368277267410696
173,8.675,1.0100642139599405,0.8808081796107088,0.9178400731940636,0.9538259197032136,0.9316990549545064,0.8439818411292728,0.9237966032585392,1.241390058110455,1.1811125880972186,1.184370829719555,1.2332444540546128,1.2218406083764326,1.0396752813094006,0.9626622975087044,1.193701248910793,1.1680302543105612,0.8535605704577175,1.0011687894090522,0.8599783191077756,0.8920670623580658,1.1453716723419884
174,8.725,1.0122911973121878,0.8795158909459078,0.8613628281812862,1.0077659246717825,0.9733925132876282,0.8241806593245972,0.8429297928068631,1.1804983262148108,1.172445813757684,1.174056316249109,1.1563407888434298,1.2127083760433186,0.9326273518527022,0.9770381781314024,1.1927479057708024,1.1737146945085022,1.1673702907544026,1.072204234442902,0.9897269856396022,0.7169176242133007,1.1066452833937312
175,8.775,1.0114813615248934,0.8234580978542606,0.8375164090054235,0.9167634973649929,0.9461122866656416,0.8650169478085864,0.915218824243906,1.1638993146379428,1.1989277481838188,1.1798213298860687,1.1129488658439433,1.0811048353476933,0.959663282682449,0.8969401923110466,1.097654081499533,1.1603771718709348,0.9847525188310098,0.9220294284596076,1.0035694459424298,0.9157571194224674,1.203899316210274
176,8.825000000000001,1.012261801325493,0.8712300998062933,0.8709343665748586,0.946876012049964,0.9644390348541168,0.8521884108449675,0.8812055789561759,1.1979743728633123,1.138154364757129,1.1601933151120385,1.087779621088764,1.1035217284851282,0.97362549078725,0.9922297995284076,1.3271073568692462,1.1534671419517737,0.9984312357754608,1.0356398532577764,0.8371938933520949,0.7999852758697791,1.2633844354326969
177,8.875,1.0130939781225972,0.8433116550086801,0.8550080718603955,0.982293891815724,0.9430323373388468,0.8690394077478091,0.8924453344551776,1.097348831784207,1.1611662815759125,1.1129140634407204,1.064661845305528,1.1098010171094177,0.999476541822796,0.993344783897503,1.1650340058057134,1.1895610375068857,1.0117400576733826,0.974949510121623,0.9013684150181046,0.784865014437533,1.2326710498592024
178,8.925,1.0144921961051987,0.8740801956812194,0.844298435788674,0.9496674329682712,0.9713186558897174,0.8847137642039313,0.8854603580977743,1.0943228714153252,1.1528098884529938,1.0650793628964912,1.0743141550603332,1.0866272112787894,0.9519298387071884,0.9761828282283904,1.2005229812995115,1.2005229812995113,0.9701195808480904,0.9701195808480898,0.8367281384814778,0.7215264382557675,1.110687928277099
179,8.975,1.0152424991994664,0.8291988265125374,0.8369189535179987,0.946498666685072,0.9546199500965664,0.9199199209747267,0.8534730566988636,1.044113085759734,1.0669435468186206,1.1445671144188336,1.1247807148344655,1.082163854191211,1.0192993725280546,1.0133034938661254,1.151208703090508,1.2651303976671742,0.8933859206275302,1.0972457951331414,0.7974518620366549,0.7374930754173573,1.130651404821036
180,9.025,1.0163129490684508,0.8386994019889338,0.8616038698112886,0.9448019118569998,0.9513731770862984,0.8469630739985465,0.911945585710504,0.9497893336720572,1.103321048465321,1.0973001969048015,1.1048262613554516,1.133425306267922,0.8182884620888788,0.9902476316582812,1.1147697889326766,1.0198957643426605,1.043614270490165,1.0673327766376683,0.8775847274576383,0.7945699559413749,1.2419542275093391
181,9.075,1.0157232448360023,0.863322345751995,0.8333983123877376,0.938752281157979,0.9611379124779,0.8715953871982162,0.8853156128459095,0.9363748493453424,1.1075721588440932,1.1284135704352456,1.125436225922223,1.0435592518141248,1.0614684301727555,0.9500435673369414,1.307776021704555,1.2374024241240411,1.0907907624979694,1.0556039637077128,0.7213293752002707,0.9148567685466849,1.3092720590680875
182,9.125,1.0157307768261643,0.8613556246570452,0.8616322321151882,0.9784885620067604,1.0134855981661255,0.8784970301228572,0.912065615826739,0.9585342079516876,0.9555894023973046,1.1396397495462456,1.014485513484966,1.0733816245726275,1.0498677984035365,0.9976644272122006,1.1020711695948722,1.049867798403536,1.0788696712876118,1.2238790357079896,0.719246447525075,0.771449818716411,1.164099665069386
183,9.175,1.0150317203228676,0.8552763668236983,0.8120474269778427,0.9600818401983328,0.9579624542376302,0.8837839456130346,0.9106295011152696,0.955397453792882,1.0471505629223814,1.0282173816734377,1.077734932632215,1.0340429759038814,1.0155069942615584,1.038456304866339,1.2048388067510014,1.1073042366806825,1.055668287819925,1.216313462053392,0.8032258711673343,0.8433871647257011,1.2055413366674752
184,9.225,1.015045130834526,0.8303329285067607,0.8517137307727434,1.0223804407175303,0.9804509626293204,0.9007849542617204,0.877024916678401,0.8888834331736056,1.0156609730751889,1.0041357421750454,1.025745550112815,1.0098983576251173,0.8910225858785569,0.981827435394843,1.0102039508686824,0.9875027384896108,1.1066841034797363,1.0612816787215933,0.794542433267503,0.7264387961302884,1.2670403715349627
185,9.275,1.014820716726042,0.841484675512226,0.862903311859976,0.9982523103179308,0.9401822313243674,0.8883339465086851,0.9201342278623036,0.8764753131610994,1.056045865125812,1.0788484748991087,1.0189916242442043,0.9862128726950904,0.9712702534118296,0.8926703485114499,1.0723272739980314,1.1396986210554991,1.016184484783475,1.066712995076576,0.6849420284175912,0.7073991441034139,1.3025699983381382
186,9.325,1.0145618980323263,0.8557934440999614,0.8634746604041701,0.970477996331098,0.9677423289700524,0.9239716511933146,0.9205520669920072,0.8064747380363859,1.0306521564765698,1.0320620773472629,0.979895005131622,1.0574406530197364,1.005316305678966,0.8609062286201091,1.0941840454074936,1.0330874743441307,1.0164247731450318,1.1441721490047905,0.8442435274210099,0.7664842551585483,1.2512328380017204
187,9.375,1.0139780494165078,0.8655570739784363,0.8364693248983261,0.9953392025216992,0.9993990497107748,0.941207906667358,0.9066992055602152,0.8439277220983544,1.015503110227442,0.9736554545862004,1.0196878757915655,1.0141081883727334,1.1539808070766362,0.9012040588598496,1.044077873069338,1.0220972862678783,1.1100196334737178,1.148485660376272,0.7913011248525509,0.791301124852551,1.113944738259694
188,9.425,1.013073065213257,0.8675468135282385,0.8263214867646426,0.9680695853306556,0.935934495361173,0.9406208626483886,0.9158500641302468,0.8639807330128387,0.999236502717724,1.0420214910937593,1.0530627784166071,0.997856341802368,1.0221555385242425,1.163517474703127,1.0982735041590264,0.9949705507975334,1.14176948452176,1.098273504159026,0.8101126342559151,0.7720536514385232,1.1717284505879286
189,9.475,1.0135451858790043,0.8650851151250281,0.8853525303370314,0.9678159828225248,1.019485829954733,0.9115090981271692,0.998287943951776,0.8384986869131369,0.9969121196198534,1.0132997161067547,1.0419780099588327,0.9955464865792784,1.1781688686416447,1.0490544720781765,1.0060163398903537,1.0705735381720878,1.038294939031221,1.2158272343059895,0.7639268463338522,0.7585470798103737,1.144902149118915
190,9.525,1.0123038473443735,0.8811591723961602,0.8390178809476551,0.9557153845731284,1.007499688675514,0.9544043895325626,0.9281844887212284,0.7743140092676375,0.9580953448006188,1.0216080122274591,1.0094460120818938,1.0540400126156324,1.117921225501427,1.059363447022781,1.0753337502442295,1.016775971765583,1.2563305200873185,1.245683651273018,0.8783666771796929,0.7399573825938021,1.1131953194461006
191,9.575,1.0127739632800477,0.8742414838019034,0.8556512913302542,1.0158164106563896,0.9995996735769452,0.966517529934879,0.929543369393746,0.695373685966571,0.9414289902316662,0.9507897898504464,1.0550958427454324,1.0350369864194735,1.0852043887054057,1.1115443010526245,0.9429688620304256,1.0114526341331938,1.0641324588276309,1.227439915380386,0.8007333353554452,0.8481451775804386,1.138851802016681
192,9.625,1.0109379960596396,0.861452835001496,0.877115613819704,1.0322517087810137,1.030325866040751,0.9468726806293504,0.9455887854691744,0.7569845864394102,1.040192106540868,0.966081727448898,1.0097539151280943,1.053426102807291,1.1208793807470612,1.1730133054329708,0.9749043916265135,0.9644776066893312,1.0374651012496052,1.1886534828387436,0.7924356552258291,0.8289294025059663,1.0656067810035303
193,9.675,1.0105074943321866,0.9281100784460304,0.9170377153680682,1.0209747037038797,1.0152567370994403,0.9574417414323256,0.9917495410589648,0.7531099604651184,0.9469539155065754,1.026849059138527,0.9888661220020252,0.9731490445662316,1.0370889732254829,1.1609204924165852,0.9080978074014172,0.923576747300305,1.0835257929221458,1.1970380188473233,0.7223505286147639,0.9132574540343804,1.1397554113303512
194,9.725,1.0097727808059354,0.9059275807762524,0.8966734818328396,0.9866083483516443,1.0174202088164186,0.986608348351644,0.9991846179291028,0.70260715913206,0.9852056105910804,0.9890945801065716,0.9994651654812142,0.9644644398417944,1.0775195334335468,1.1081598993131734,1.051985895200524,0.9804917081480616,1.0775195334335466,1.281788639297726,0.8221831511033224,0.8885706105091807,1.0816361812303013
195,9.775,1.0091340686871089,0.8892111398903031,0.9087357000234324,1.0835933001985745,1.0549630349434715,0.9840097688764772,0.949155532913742,0.7493277718405834,0.9738694842928136,0.928961141802367,1.005946871785989,1.008513062785443,1.1928899979280347,1.106961481128134,0.9401590661636208,1.0260875829635216,0.9957598711517924,1.0463060575046754,0.8036843630108375,0.8340120748225671,1.1233632028222338
196,9.825,1.0080453497295798,0.9159732175599288,0.930527623986382,1.0189936294784214,1.0584226453711771,1.0442528427847184,0.9832610838256108,0.7696619727296593,0.956362154233389,0.9411213230902272,0.9970043706151528,0.9995445091390134,1.280845607182872,1.095723390519722,0.9256110833157476,0.8605681423259919,1.1107332999788972,1.1707729378155942,0.7254789571934237,0.8255450202545851,1.073208526330961
197,9.875,1.0072012375878008,0.9114447774694118,0.905776294790151,1.102008730625791,1.034314779823654,1.050780875964714,1.0202881053331208,0.691482214014907,0.9253289263908564,0.9907054266249926,0.969332340009987,0.969332340009987,1.10446663274337,1.1886636406206672,1.005411329358314,0.8815922001269945,1.1143721630818753,1.1391359889281392,0.7973951922496968,0.777584131572686,1.1240755397400015
198,9.925,1.0064761244345874,0.9184177072152718,0.9392270697260048,1.0209011130265573,1.0251271968770517,1.017882481704776,1.014260124118637,0.7044463814437176,1.0292882640529226,0.9782594625702504,0.9658134134281354,0.9981731411976345,1.21594128588422,1.1816203624923258,0.8923440081892254,0.8040902051814999,1.0933665594846007,1.1865233515483105,0.8482171066853628,0.7942842270695298,1.1292884588947736
199,9.975,1.0065092270429212,0.9268257033288616,0.9601580962557744,1.0423697071687923,1.0393812619074148,1.0387835728551391,0.9676585756343324,0.6887768638424984,0.9130297962563348,0.9278157038880168,0.9093333193484152,1.0042095599850376,1.067871106732556,1.1309725812212983,0.8882746024184444,0.7863414513212454,1.0775790258846707,1.1746582174058118,0.7766335321691318,0.79604937047336,1.1065541927417444
200,10.025,1.0049265653617911,0.9228745834379788,0.9192078356517838,1.0497502136929548,1.0639520204170985,0.9834751156469514,1.0704611818323313,0.7051014964092164,0.9185837833843252,0.9283429736460443,1.0039766981743694,0.9783588237373556,1.3455853239643225,1.2686947340235035,0.9467153886463266,0.7785172231507868,1.114913554141867,1.1533588491122764,0.884241784319412,0.8217681799924965,1.0647973660554413
201,10.075,1.003913556510596,0.948453403749879,0.9509493337597472,1.0475590968418471,1.0827120866687543,1.0434579146953749,1.064549708591519,0.7403940744517552,0.9892051337291804,0.8817090935559242,0.9312297412761872,0.9602174375026842,1.1229072225112375,1.065810245095412,0.9516162902637604,0.8374223354321093,0.9849228604229924,1.2133107700862946,0.8564546612373852,0.6566152402819955,0.9933708825916616
202,10.125,1.0034894627013538,0.9537124825451624,0.9588798293292704,1.0662439495976503,1.0836472784811813,1.0209952945004703,1.0192549616121176,0.6984179000561958,0.962716454700749,0.9962022444294708,0.9782634285033694,0.9579327704537892,1.2107794749313776,1.102421778731293,0.9563744490703098,0.9657968574355346,1.1872234540183155,1.2531803125748888,0.7113918315744668,0.9281072239746356,1.0771831848958686
203,10.175,1.002342074614496,0.9483667991114296,0.9641617891974988,1.0965747405622952,1.0735977947149975,1.053492967098612,1.0431533414673275,0.7140704532128347,0.9260416159410224,0.9177522408622664,0.9118312586631552,0.9141996515428,0.9796534183984306,1.0869487927944492,0.8163778486653588,0.7370725719378669,1.1289339392972388,1.1522590206876775,0.7464026044940423,0.8023827998310956,1.0367760667015475
204,10.225,1.0011842873418648,0.9770051299300822,0.9455030479503744,1.085876535682307,1.0978217463943702,1.0500409035461176,1.1040787615292604,0.6895143167947804,0.9193524223930404,0.9861930959598818,0.9756393053966964,0.9170071356012224,1.233407644606619,1.1271590460075478,0.9192813530963194,0.9931934216869784,1.1641150803028768,1.3165587217711103,0.7021646516112591,0.7714572159150017,1.0017725010769645
205,10.275,1.0010519727248373,0.9854084705006112,0.9638110743129732,1.077024019502808,1.117018112277233,1.040409709216363,1.0882899611294068,0.7246253654228098,0.9859085500704567,0.9081042239753794,0.9684896710939472,0.8755889832192285,1.1619623915239494,1.1390891161002494,1.0841932550833704,0.8966323966090319,1.1436637711849895,1.1802610118629089,0.7822660194905326,0.8051392949142331,0.9550759493242812
206,10.325,1.0005675291847105,0.9540668673115495,0.9618445863385452,1.06829163559235,1.1151514253520145,1.086700838712218,1.1012050593521143,0.7141740925019627,0.9717827828730408,0.9384316577803564,0.9395816965766566,0.9453318905581528,1.164327157101965,1.245875362657746,0.8018906879651673,0.8200125114220075,1.1190225984598667,1.1597967012377557,0.856256158335687,0.8471952466072671,0.9839872762215244
207,10.375,0.9989515429892274,0.9652204049929312,0.9923946438388858,1.0723844382183223,1.1066388612835136,1.0353675616801323,1.067412021966924,0.7164189336160542,0.8747372671178537,0.903211787531846,0.9180185381471226,0.9385201928451972,1.1172366373344755,1.166592472718729,0.9377608723008246,0.9108395075457768,1.184540049222094,1.13518421383784,0.7762326837705391,0.7627720013930153,0.9866130767117702
208,10.425,0.9984526214454515,0.994765796055692,0.9720900525154372,1.0112325167797225,1.0659528910643392,1.0708777247499546,1.071972132235647,0.7591988913438966,0.9566131647245536,0.9645097356597798,0.9498446753515029,0.891184434118393,1.1598729516546642,1.1332092056396146,0.9065673645116912,0.8621277878199419,1.0843256712786893,1.150985036316314,0.8265761264665425,0.7999123804514923,0.9681932672913722
209,10.475,0.9977092880653388,0.9733273492979836,0.9831928626507992,1.1251760525998602,1.0829006517796351,1.132763945054773,1.058510997460274,0.7933099869894092,0.8715236476785055,0.908395802003365,0.9285078861805612,0.9218038581214962,1.1884413377434162,1.091605376890249,0.862720378510036,0.9639579739474384,1.184039703159181,1.0828021077217795,0.836310571004626,0.7262697063987547,1.043456884295353
210,10.525,0.9975526821177868,1.0094270235117055,1.0098428533875083,1.073173122830693,1.1139741019878386,1.102163292231823,1.0833733676199806,0.7171721907233221,0.8975719856120595,0.9008922272357782,0.9086394576911228,0.8975719856120594,1.1117778770332087,1.0507390916274637,0.7455451645987399,0.7978641235179496,1.2556550140610352,1.2469351875745014,0.8196636897342868,0.9025020413563692,0.9175837820652242
211,10.575,0.9970163762369808,1.0064947097324113,1.00299350038814,1.1082511038705969,1.1194187013664132,1.0811297956664694,1.0683668270998217,0.7016360155613635,0.9274751080701772,0.8923933072921092,0.8671782629828727,0.953786458653728,1.200621477385781,1.1747087836292542,0.7471493366465474,0.751468118939302,1.0451453148466154,1.2006214773857813,0.7903371595740939,0.8723940231364313,0.9336502209622356
212,10.625,0.9960603640675186,1.033155606448432,1.012753639496449,1.1210241375478986,1.152631960975001,1.0794071700355472,1.104166631720111,0.7949610729019548,0.937228696604354,0.8601218165824428,0.9252825602629312,0.926368572657606,1.180791658210057,1.039610046902333,0.9027066662402976,0.8813155130118542,1.0396100469023328,1.1807916582100575,0.8342549759092797,0.7786379775153276,0.942171161176036
213,10.675,0.9956707056070948,1.0123838045178513,1.0352225687243823,1.1199410806747512,1.1689972137518372,1.123072323211587,1.1648222237027233,0.7197522268131673,0.8671454332009165,0.9327730652421772,0.9220144370386916,0.9553661844694964,1.0807531058955695,1.2036622826444776,0.7374550604934472,0.6908343382783446,1.0722766109473694,1.0595618685250692,0.8518877422941554,0.7035490807006451,1.0960626937101756
214,10.725,0.9952130326637102,1.032801043731624,1.0179838127823913,1.095563582490161,1.118312425165747,1.1389931912344615,1.0934955058832898,0.7429008420330057,0.9177010401584194,0.895318087959433,0.8974497976926697,0.913437620691945,1.0874949502739584,1.2344537273380067,0.8817526623842908,0.8649573735769708,1.0539043726593191,1.1042902390812783,0.751589174127562,0.8187703293568415,0.9260973662505558
215,10.775,0.9953939570139664,1.041885752217375,1.04525819277101,1.1156412343868811,1.1115433786131927,1.0726137487631453,1.0895174038296127,0.8025492922932831,0.9092038692954164,0.9208197143154504,0.9292676016027488,0.9641151366628512,1.1190250698363675,1.073265680363505,0.8028692880238623,0.8943880669695875,1.1231850143339006,1.173104348304296,0.8777482889794556,0.8153491215164611,0.9469392025608716
216,10.825,0.9945331326024156,1.0167556979346202,1.0273694245320433,1.082013395048958,1.0835359279688213,1.1302269375112717,1.101806323007171,0.7219148398486558,0.860020287471877,0.9332580248478272,0.8788528485114073,0.9207029841548074,1.1251979651396038,1.162292403550799,0.877901709064965,0.8119560407783957,1.0468874840493017,1.1251979651396038,0.7872264151709317,0.8408072706537696,0.9409874886758444
217,10.875,0.995119274835851,1.0409242635688232,1.044040220204389,1.1374578790760883,1.085160965095579,1.115835116564916,1.132932184597006,0.7754177932092386,0.8842665476035839,0.8956697504448963,0.8946330956411414,0.8801199283885615,1.21696991204529,0.9474396630688166,0.8167583302317386,0.9147693298595468,1.1393778706732751,0.9923613712315622,0.7677528304178338,0.8861827883014362,0.9034763958037912
218,10.925,0.9934867742992648,1.030067390765376,1.034312704103113,1.1091327515167648,1.1290632591810374,1.1161084291992605,1.125077157648183,0.7857985925632978,0.8802998612114323,0.8566745440493989,0.9080339291842552,0.8895445505357065,1.0318567377093812,1.1775306300918815,0.95092679749688,0.8740433542950055,0.8902293423375055,1.1572981450387574,0.8578573662525052,0.950926797496881,1.012408777586888
219,10.975,0.9942453682522678,1.0446050238577658,1.0002432509243953,1.1311424452992005,1.146941903286793,1.1197865848706172,1.1444732379762312,0.7786550184173581,0.8275118038866824,0.850922346924067,0.8570294451077326,0.878404288750562,1.2069229895294618,0.9783694665953104,0.8179810294485386,0.874116982449909,1.1146996381700678,1.1868744348861149,0.793922763876523,0.8099616075912002,0.999154498756168
220,11.025,0.9935880863957376,1.038183395172035,1.0306040310897415,1.1257985814665972,1.152218887159425,1.1463477081165745,1.0749150297618928,0.834143998936685,0.8391871911914417,0.8623858755633204,0.8684377062690282,0.8603685986614175,1.0529574131900188,0.9575952323728096,0.7628974465376742,0.8701798999570346,1.0410371405878682,1.1205056246022091,0.8066051127455618,0.75495059813624,1.054335948116799
221,11.075,0.9934820065240448,1.034088212547802,1.065822533942496,1.1466871789306703,1.1025651775426402,1.128262606922481,1.115656320811616,0.8516180311865781,0.8476198244673916,0.8486193761471887,0.8856027882996573,0.9315821655702944,1.1340368148963411,1.0119703521818038,0.7993384493887401,0.7717750545822318,1.0710347696243223,1.0946605366013291,0.7599621710937282,0.7481492876052246,1.026274387970604
222,11.125,0.9935894445117592,1.0383987274679771,1.0650100210213684,1.1440911973132113,1.110455588824373,1.1287149191468846,1.1114166062097677,0.8340743812260846,0.8836037387810779,0.8618108214568808,0.8925190231409768,0.8727072801189792,1.0067967590269509,1.1199638365919962,0.8077787950332518,0.9365551246762336,1.1004522714945748,1.0692337673387002,0.7375371606825342,0.8702158033450005,1.0026157093632182
223,11.175,0.9933888106888225,1.0400088264199692,1.0593741264331094,1.16102061801594,1.1114938976411828,1.0995884360126358,1.146734064061683,0.8462621918709228,0.8786597003764219,0.8639335601466497,0.8619700747826803,0.8541161333268015,0.9552653793494804,1.086759399178963,0.8624460712345509,0.823771359519997,1.0016750334069446,1.1138316973791509,0.8199038883485416,0.7425544649194339,1.0249193244272228
224,11.225,0.9934804642783728,1.0746344564338934,1.056538043576782,1.0926462938653188,1.123797332912883,1.1554203574005624,1.144092706837812,0.8445780078555438,0.8776605565503464,0.898093895450077,0.904905008416654,0.8601462660648624,1.0885986611516094,1.0157698774830155,0.8816115917777114,0.8317813713728853,0.9352749060598338,1.1537612570656146,0.8471137468820623,0.7896173387226467,0.9964479552852248
225,11.275,0.9933508001422748,1.0515363970180294,1.0587833742545425,1.1274187385146814,1.1657790441404918,1.1124488631485112,1.0759597919434718,0.8168514011103691,0.8438547532131908,0.8766445379094752,0.916185160631464,0.894968241122104,1.1093584911505714,0.9877849578737958,0.7598345829798431,0.7978263121288353,1.0941617994909745,1.0561700703419823,0.7484370642351453,0.8662114245970215,0.9607643096933391
226,11.325,0.992883066712974,1.0677719224476032,1.0586134347172254,1.120731407102137,1.1202677201318834,1.1216587810426426,1.1031113022325127,0.8125222447976409,0.8612735794854995,0.8823035669979088,0.8536263112991694,0.888039018137657,1.0845216700614495,0.9903791639797264,0.8811738569249276,0.8171569527893559,0.971550662763382,1.073224569331643,0.7569057488970531,0.8510482549787763,1.035990247538504
227,11.375,0.9935039523322268,1.052887470835954,1.0393592463586026,1.0663173951747222,1.1435334824115122,1.1380180476088844,1.126987178003629,0.8404532689368513,0.901094767484719,0.8745641118700267,0.8954096269958565,0.8935145801662352,1.067543047353083,0.929434331436775,0.8099889555091571,0.8771769794684423,0.8771769794684425,1.142196407307844,0.7689296075340386,0.8361176314933237,0.986681270218411
228,11.425,0.9931865666936764,1.0590430124575518,1.05833721904705,1.1362799868724358,1.1581490483679766,1.1052988164204212,1.124434245229018,0.8472018348855559,0.8960427388922625,0.8828932647366108,0.8190243902663028,0.8443840904236306,1.0915202031801765,0.950917600736628,0.8621159570880712,0.8695160940587844,0.9361173267952017,0.9990184910462632,0.7918146558662972,0.8584158886027149,1.002982850137717
229,11.475,0.9934497159003828,1.0841171507167806,1.0744968791308778,1.1331740091620162,1.1309157907300469,1.1241411354341395,1.1142049743334763,0.8770781422479257,0.8491457173355713,0.905941647990692,0.860318687300513,0.8724227380958659,1.030678264695256,0.997667217071564,0.777593566246954,0.8656230265767979,0.8986340742004897,0.9609882752674622,0.8399477673139268,0.7775935662469541,1.0041421731247373
230,11.525,0.9932959063219492,1.067101330157043,1.088082685527371,1.1112742391814383,1.107244638797621,1.114408372813296,1.1130651726853569,0.8842527529424132,0.8888678508178953,0.8925599291182811,0.8381017741875898,0.8777916159167377,1.1162942800636333,1.0399353879420166,0.7635889212161661,0.9199428431794764,0.9272151186196302,1.0108462861814007,0.7454082326157812,0.8181309870173208,1.0860549714731969
231,11.575,0.9938412335094268,1.1001908227244317,1.0609965246648738,1.0723986888817287,1.1278828925697326,1.0759496779177613,1.1048014638355226,0.859243743168826,0.930618622793073,0.8720546189988196,0.8555834929316853,0.8418575545424068,1.0670184024634983,0.8795692236523431,0.8002638018476237,0.8363117208497689,0.9048027669538448,0.8939883912532013,0.8399165127499835,0.8543356803508415,1.0730509113577351
232,11.625,0.9942643495248182,1.0668870882828434,1.0433678521513687,1.0873971035249037,1.0702346239468092,1.1278829527860494,1.102359265208371,0.9035791615032696,0.9026719535097926,0.818301610116415,0.905393577490224,0.8836205856467717,1.0864503000672154,1.0364164046693831,0.8577239211056966,0.8255592740642331,1.0364164046693831,0.9899563589428244,0.9256270648598977,0.729065332939842,1.0951296492688796
233,11.675,0.9945776009666778,1.081424614409789,1.0386745476214023,1.088138122627044,1.1265327316050635,1.1134436603625573,1.126096429230313,0.9183426630627132,0.8949568557761016,0.8859623145120199,0.8508836035821017,0.9318344749588348,1.0629912403005313,0.8645662087777657,0.8185032550314089,0.7653536930163829,1.016928286554175,1.0736211527035366,0.7901568219567285,0.8043300384940686,1.083383317155276
234,11.725,0.9946908306679364,1.0609962422746038,1.0591533623338143,1.1126193852564237,1.0944506394629678,1.08233814226733,1.1160800987408914,0.880205853901449,0.8516682780910678,0.8436420848943985,0.9069598312236816,0.8302650962332817,1.0223262243434903,0.8536950945548731,0.7974847179586672,0.7658663811233016,0.902879174076553,0.7623532325860388,0.7377611928251991,0.8958528770020273,1.0422221165698262
235,11.775,0.9953983297677969,1.0498453108008208,1.0749286402202718,1.0920384609500942,1.1061929264690864,1.097614462518182,1.0993301553083628,0.931106477231133,0.8656725937410064,0.8930840854733568,0.8108496102763054,0.8550616937155805,1.0415295050209834,0.9230947118078952,0.8708440677432971,0.8429770575755116,0.9474783457047072,1.0380461287500102,0.8499438101174581,0.7942097897818867,1.100249276445961
